method,model,season,week,week_start,train_matches,valid_matches,test_matches,valid_accuracy,valid_log_loss,valid_brier,valid_rps,test_accuracy,test_log_loss,test_brier,test_rps,train_seasons
weekly_walk_forward,gbm_calibrated,2008-09,31,2009-02-23,63071,863,223,0.46929316338354576,1.0278633313226546,0.6174082915816971,0.20624064972561054,0.4439461883408072,1.0453519271113525,0.6328773997992257,0.21095664868580613,
weekly_walk_forward,mlp,2008-09,31,2009-02-23,63071,863,223,0.48088064889918886,1.028979285220576,0.6176448055094161,0.2054414606928631,0.4349775784753363,1.0459671798346935,0.6328389418342749,0.20930831042757253,
weekly_walk_forward,lr,2008-09,32,2009-03-02,63333,824,244,0.46480582524271846,1.0310625868036873,0.6197698726290604,0.20783988974262319,0.5040983606557377,1.0101838136496075,0.605371067508273,0.20572042455398723,
weekly_walk_forward,gbm,2008-09,32,2009-03-02,63333,824,244,0.45995145631067963,1.0377908074223903,0.6236239355970924,0.20847017040513563,0.48360655737704916,1.0182584034147355,0.610470010420286,0.20770068857173044,
weekly_walk_forward,gbm_calibrated,2008-09,32,2009-03-02,63333,824,244,0.45995145631067963,1.0324723323809897,0.6209535540080072,0.20820927082744728,0.5040983606557377,1.0153135763940353,0.6068831841242698,0.20606025442929302,
weekly_walk_forward,mlp,2008-09,32,2009-03-02,63333,824,244,0.47694174757281554,1.0316809511703247,0.620090100814099,0.20733193712071912,0.5,1.0289746155251165,0.6137500721991557,0.2099840701211894,
weekly_walk_forward,lr,2008-09,33,2009-03-09,63514,887,251,0.47576099210823,1.0334873267900933,0.6210801900319066,0.21062410528252698,0.44223107569721115,1.0318345379185745,0.6184244251630966,0.21297167182225063,
weekly_walk_forward,gbm,2008-09,33,2009-03-09,63514,887,251,0.46786922209695603,1.0415766570562575,0.6258023120878389,0.2114197969280716,0.4581673306772908,1.029936288347325,0.6163546828160941,0.21262967373033234,
weekly_walk_forward,gbm_calibrated,2008-09,33,2009-03-09,63514,887,251,0.4746335963923337,1.0348042092823357,0.6213714269813453,0.21073180146196002,0.4541832669322709,1.029817994884919,0.618186609070046,0.21294282999479122,
weekly_walk_forward,mlp,2008-09,33,2009-03-09,63514,887,251,0.47237880496054113,1.0362204849549437,0.6224959916244122,0.21131889875328375,0.44621513944223107,1.0432693970769558,0.6250033124680653,0.21503415468144824,
weekly_walk_forward,lr,2008-09,34,2009-03-16,63699,953,231,0.45855194123819515,1.0408100193554324,0.6248957237094653,0.21482947314552497,0.5108225108225108,0.9981997320784095,0.5971462967642858,0.2046735617427583,
weekly_walk_forward,gbm,2008-09,34,2009-03-16,63699,953,231,0.45540398740818466,1.0497994937437563,0.6299051618837073,0.21641034462114317,0.49783549783549785,1.010084523535027,0.6030003384008539,0.20707786261064284,
weekly_walk_forward,gbm_calibrated,2008-09,34,2009-03-16,63699,953,231,0.4564533053515215,1.0437876760165912,0.6263237223176042,0.2152877587796733,0.5194805194805194,0.9995303487998476,0.597411246399023,0.2049114451139567,
weekly_walk_forward,mlp,2008-09,34,2009-03-16,63699,953,231,0.45120671563483733,1.0514615691062288,0.6317616845966313,0.2171000406216277,0.49783549783549785,1.0191198473647454,0.6098165510896035,0.20924102391740346,
weekly_walk_forward,lr,2008-09,35,2009-03-23,63934,949,92,0.4731296101159115,1.0195492580281318,0.6118278532319087,0.20789190337828065,0.41304347826086957,1.0717800643675248,0.6512247254692599,0.21024925255534171,
weekly_walk_forward,gbm,2008-09,35,2009-03-23,63934,949,92,0.46996838777660693,1.026603975787277,0.6162442850792785,0.2097821861171522,0.43478260869565216,1.0676248852111168,0.6468179608934278,0.20892687737795732,
weekly_walk_forward,gbm_calibrated,2008-09,35,2009-03-23,63934,949,92,0.47629083245521603,1.0229102613920347,0.6134222223265045,0.2085633282279189,0.42391304347826086,1.0626465411216888,0.644959797341089,0.20836454310342362,
weekly_walk_forward,mlp,2008-09,35,2009-03-23,63934,949,92,0.4720758693361433,1.0215769171418208,0.6128075326888439,0.20853905651615884,0.43478260869565216,1.0781412198317315,0.6544259024030684,0.21177656904607695,
weekly_walk_forward,lr,2008-09,36,2009-03-30,64157,818,219,0.4743276283618582,1.0204274937640085,0.6122361257650891,0.20817236177290663,0.5296803652968036,0.983882434157159,0.5896148226532263,0.19386002650259418,
weekly_walk_forward,gbm,2008-09,36,2009-03-30,64157,818,219,0.48166259168704156,1.0235654508075192,0.6129919377427991,0.20847842850237028,0.5251141552511416,0.9980342519471695,0.597464686841152,0.19500111169273976,
weekly_walk_forward,gbm_calibrated,2008-09,36,2009-03-30,64157,818,219,0.4779951100244499,1.0198506359336705,0.6111939945401794,0.20776567126421616,0.5525114155251142,0.9808414724314638,0.5874402211884,0.19273359402074577,
weekly_walk_forward,mlp,2008-09,36,2009-03-30,64157,818,219,0.46943765281173594,1.0278662033733914,0.6154988317101718,0.20953978990212738,0.5114155251141552,0.9867488586885161,0.5930097907906962,0.19514449529898914,
weekly_walk_forward,lr,2008-09,37,2009-04-06,64401,793,215,0.4817150063051702,1.0134490100255635,0.6080684063440162,0.20495149124220846,0.5162790697674419,1.003179613823749,0.5979811885842938,0.20645030941151415,
weekly_walk_forward,gbm,2008-09,37,2009-04-06,64401,793,215,0.4854981084489281,1.0169345038913724,0.609093400612844,0.20486039508100792,0.4930232558139535,1.0213844585966905,0.6098804616625932,0.2113712582380632,
weekly_walk_forward,gbm_calibrated,2008-09,37,2009-04-06,64401,793,215,0.4905422446406053,1.0104346554240116,0.6058936860574122,0.20399233813936932,0.49767441860465117,1.009376202467735,0.6013817886295695,0.2074235729835955,
weekly_walk_forward,mlp,2008-09,37,2009-04-06,64401,793,215,0.4842370744010088,1.013746822441571,0.6080252432377802,0.20511705715473563,0.5023255813953489,1.0095970593305066,0.602626316038701,0.20870754314362164,
weekly_walk_forward,lr,2008-09,38,2009-04-13,64652,757,240,0.5046235138705416,1.0044189710658746,0.6017558246200914,0.20271805932853154,0.5583333333333333,0.984627611153864,0.5855493564064337,0.20752630927607454,
weekly_walk_forward,gbm,2008-09,38,2009-04-13,64652,757,240,0.5046235138705416,1.012512908983604,0.606332301863925,0.20436220815300227,0.5416666666666666,0.9925741500175498,0.5909133486237198,0.2103177732833491,
weekly_walk_forward,gbm_calibrated,2008-09,38,2009-04-13,64652,757,240,0.5072655217965654,1.0036617442779594,0.6010082760166466,0.20245491416160727,0.5375,0.9862429260095656,0.5862518891271246,0.2082998028662675,
weekly_walk_forward,mlp,2008-09,38,2009-04-13,64652,757,240,0.4966974900924703,1.0116614475177792,0.6059733072262281,0.2049187643766679,0.5333333333333333,0.9984531005341261,0.5950530682214643,0.2105624137518247,
weekly_walk_forward,lr,2008-09,39,2009-04-20,64883,766,230,0.5195822454308094,1.0001197847048136,0.5980925974556278,0.20364129946445167,0.5217391304347826,1.0037293100701628,0.5996543896072576,0.20299604306683677,
weekly_walk_forward,gbm,2008-09,39,2009-04-20,64883,766,230,0.5104438642297651,1.0060609171916306,0.6014639003556481,0.20449297265078972,0.5130434782608696,1.0093298983979189,0.6025531289574623,0.20380825568029096,
weekly_walk_forward,gbm_calibrated,2008-09,39,2009-04-20,64883,766,230,0.5169712793733682,0.9998810100469046,0.5978353312159295,0.20368499061042075,0.5304347826086957,0.9948260950074652,0.5937060155327127,0.200711037504566,
weekly_walk_forward,mlp,2008-09,39,2009-04-20,64883,766,230,0.5274151436031331,1.000949824790184,0.5983102487883032,0.20377671111474813,0.5391304347826087,0.9976388905535524,0.5957719923819588,0.2007629569726609,
weekly_walk_forward,lr,2008-09,40,2009-04-27,64975,904,188,0.5320796460176991,0.9936789323336448,0.5930468796687735,0.20280448971871848,0.44148936170212766,1.0689677938616897,0.6455782384997257,0.2314349551847492,
weekly_walk_forward,gbm,2008-09,40,2009-04-27,64975,904,188,0.5265486725663717,1.000841703293668,0.5976969992092263,0.20439532013037504,0.43617021276595747,1.0775946444741753,0.6498029196866387,0.23235946094754042,
weekly_walk_forward,gbm_calibrated,2008-09,40,2009-04-27,64975,904,188,0.5309734513274337,0.992793891351408,0.5924553546200565,0.20266485099341972,0.44680851063829785,1.0649237512434888,0.6427913357869537,0.22974929485579332,
weekly_walk_forward,mlp,2008-09,40,2009-04-27,64975,904,188,0.5210176991150443,0.9971654162759078,0.5951190409167297,0.2037999440420909,0.4521276595744681,1.0741730926684772,0.6494083061886963,0.23347604730673074,
weekly_walk_forward,lr,2008-09,41,2009-05-04,65194,873,136,0.5120274914089347,1.0122469808624819,0.6051531649610185,0.21119292698477934,0.5514705882352942,0.9843276298953072,0.5875494386551354,0.19894292567329575,
weekly_walk_forward,gbm,2008-09,41,2009-05-04,65194,873,136,0.5108820160366552,1.0192053189282406,0.6093361159111567,0.2129304635665138,0.5588235294117647,0.9717243837940023,0.5797253921148192,0.1960934743148222,
weekly_walk_forward,gbm_calibrated,2008-09,41,2009-05-04,65194,873,136,0.5074455899198167,1.0114112662434758,0.6044367717586074,0.21083054557757278,0.5367647058823529,0.9816287481665827,0.5861167945034115,0.19780542222864664,
weekly_walk_forward,mlp,2008-09,41,2009-05-04,65194,873,136,0.5120274914089347,1.0128557077639198,0.6059685498463839,0.21046256607053154,0.5073529411764706,0.9942124548287777,0.5942833660062498,0.20000824709850243,
weekly_walk_forward,lr,2008-09,42,2009-05-11,65409,794,160,0.5188916876574308,1.0099391083139628,0.6040985711909834,0.2103898494021922,0.54375,0.950569556026247,0.5629362846062741,0.18981468239308166,
weekly_walk_forward,gbm,2008-09,42,2009-05-11,65409,794,160,0.5113350125944585,1.0134059080775915,0.6062965990115186,0.21162212208059064,0.5625,0.9658800987515072,0.5712623484222027,0.19220541359513127,
weekly_walk_forward,gbm_calibrated,2008-09,42,2009-05-11,65409,794,160,0.5201511335012594,1.007320102721166,0.6022983877963894,0.2095016080820413,0.53125,0.958912812241677,0.5689761282174997,0.1922764769389798,
weekly_walk_forward,mlp,2008-09,42,2009-05-11,65409,794,160,0.5113350125944585,1.013850967739814,0.6069948580169773,0.21168392240288916,0.55625,0.9438370009013237,0.558949701464059,0.18881057076362112,
weekly_walk_forward,lr,2008-09,43,2009-05-18,65649,714,115,0.5126050420168067,1.0051651303161493,0.6011367676438368,0.20674664978748658,0.5478260869565217,0.9685815383112087,0.5735486711068306,0.20315501885433176,
weekly_walk_forward,gbm,2008-09,43,2009-05-18,65649,714,115,0.5182072829131653,1.0083631975843956,0.6026492641910338,0.2072477537520275,0.5652173913043478,0.9768091098402832,0.5778769205378333,0.20520678143837007,
weekly_walk_forward,gbm_calibrated,2008-09,43,2009-05-18,65649,714,115,0.5126050420168067,1.0021972696280999,0.5990966374339783,0.2057308083373031,0.5565217391304348,0.9698957523529835,0.5754629632090789,0.2038274865276931,
weekly_walk_forward,mlp,2008-09,43,2009-05-18,65649,714,115,0.5084033613445378,1.0045885241743036,0.6012708012212582,0.2070239329223173,0.5478260869565217,0.9781468787715549,0.5823285762783659,0.20661350545978074,
weekly_walk_forward,lr,2008-09,44,2009-05-25,65879,599,70,0.5125208681135225,0.9988304381813308,0.5964921833548427,0.20749393979024383,0.6,0.832123744510445,0.4822916700208179,0.1611877445823775,
weekly_walk_forward,gbm,2008-09,44,2009-05-25,65879,599,70,0.5258764607679466,1.000225473207849,0.5979113510884725,0.20827213916967274,0.6285714285714286,0.829145903373747,0.48352329979178715,0.16358586452573853,
weekly_walk_forward,gbm_calibrated,2008-09,44,2009-05-25,65879,599,70,0.5108514190317195,1.0000666716355873,0.5975587976246808,0.20755616119980544,0.6142857142857143,0.832241885024262,0.48189718142418647,0.16155714544776606,
weekly_walk_forward,mlp,2008-09,44,2009-05-25,65879,599,70,0.5125208681135225,1.00276080909362,0.5996745366872913,0.2083463327823239,0.6428571428571429,0.8235280275097572,0.478634019654917,0.15939626545081131,
weekly_walk_forward,lr,2008-09,45,2009-06-01,66067,481,11,0.553014553014553,0.9472060888612531,0.5606983439835821,0.19141136818515458,0.7272727272727273,0.7914987090942528,0.4475661391192389,0.15095875825146093,
weekly_walk_forward,gbm,2008-09,45,2009-06-01,66067,481,11,0.5592515592515592,0.9504122284489687,0.56339213973977,0.19254393055698815,0.7272727272727273,0.8080740075546834,0.45728694376912565,0.15638532516306852,
weekly_walk_forward,gbm_calibrated,2008-09,45,2009-06-01,66067,481,11,0.553014553014553,0.9513557390671668,0.563796210677396,0.19255078245589885,0.7272727272727273,0.8102874677620524,0.4605051474478213,0.15568232784711752,
weekly_walk_forward,mlp,2008-09,45,2009-06-01,66067,481,11,0.5613305613305614,0.9494602728558894,0.5629016080987398,0.19272176580290787,0.7272727272727273,0.786508012396438,0.444506747772702,0.1536935583432445,
weekly_walk_forward,lr,2008-09,46,2009-06-08,66203,356,11,0.5617977528089888,0.9280160764119744,0.5468383299829451,0.1872406649389017,0.7272727272727273,0.6897290045955248,0.3871786067385896,0.1049891874147244,
weekly_walk_forward,gbm,2008-09,46,2009-06-08,66203,356,11,0.5730337078651685,0.9361667691921878,0.5531241672156143,0.19016121657824486,0.7272727272727273,0.7209242342434106,0.40028909578804567,0.1056579862830893,
weekly_walk_forward,gbm_calibrated,2008-09,46,2009-06-08,66203,356,11,0.5646067415730337,0.9355022106865377,0.5516672552628019,0.1891164662471272,0.7272727272727273,0.71130747477915,0.39861594610582074,0.10835741003242681,
weekly_walk_forward,mlp,2008-09,46,2009-06-08,66203,356,11,0.5617977528089888,0.9377423411882131,0.5531004483826352,0.18981291296660072,0.7272727272727273,0.7027722616147791,0.39264874765884694,0.10652570691059937,
weekly_walk_forward,lr,2008-09,47,2009-06-15,66363,207,11,0.5845410628019324,0.8979960346774605,0.5259983457865132,0.18093322383084823,0.2727272727272727,1.181417821173277,0.7194646700141635,0.23999106948313378,
weekly_walk_forward,gbm,2008-09,47,2009-06-15,66363,207,11,0.5990338164251208,0.9109152171918499,0.5344472281668188,0.18480175621829842,0.36363636363636365,1.2073222396731567,0.7267303142265948,0.23187485127341514,
