Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,BWH,BWD,BWA,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SBH,SBD,SBA,WHH,WHD,WHA,GBAHH,GBAHA,GBAH,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,EloHome,EloAway
SC2,27/12/04,Berwick,Morton,2,2,D,1,1,D,2.62,3.4,2.2,2.75,3.4,2.15,2.8,3.45,2.1,2.8,3.2,2.1,2.5,3.5,2.25,2.8,3.4,2.1,2.8,3.6,2.05,1.55,2.1,0.5,,,,,,,,,,,,,,,,1149.83,1260.07
SC2,27/12/04,Dumbarton,Ayr,1,1,D,1,1,D,2.5,3.5,2.25,2.5,3.45,2.3,2.6,3.5,2.2,2.6,3.2,2.2,2.38,3.5,2.38,2.62,3.5,2.2,2.62,3.6,2.15,1.49,2.2,0.5,,,,,,,,,,,,,,,,1227.73,1276.78
SC2,27/12/04,Forfar,Brechin,1,3,A,1,1,D,3.4,3.5,1.83,3.6,3.45,1.8,3.5,3.4,1.83,3.3,3.4,1.8,4.5,3.5,1.62,3.4,3.5,1.83,3.3,3.6,1.83,1.72,1.83,0.5,,,,,,,,,,,,,,,,1164.09,1309.34
SC2,27/12/04,Stirling,Arbroath,0,3,A,0,1,A,1.53,3.75,4.75,1.45,4.0,5.5,1.57,3.7,4.55,1.55,3.6,4.4,1.67,3.6,4.0,1.53,3.75,4.75,1.57,3.75,4.5,1.57,2.04,-0.5,,,,,,,,,,,,,,,,1242.0,1147.1
SC2,27/12/04,Stranraer,Alloa,0,1,A,0,0,D,1.5,3.8,5.0,1.4,4.1,6.0,1.42,4.0,6.0,1.45,3.8,5.0,1.44,4.0,5.5,1.4,4.0,6.25,1.44,4.0,5.5,1.42,2.4,-0.5,,,,,,,,,,,,,,,,1336.6,1192.96
SC2,01/01/05,Arbroath,Forfar,0,2,A,0,1,A,2.2,3.4,2.62,2.25,3.4,2.6,2.22,3.45,2.6,2.2,3.3,2.6,1.91,3.5,3.2,2.1,3.4,2.8,2.2,3.5,2.62,2.22,1.48,-0.5,,,,,,,,,,,,,,,,1165.96,1153.21
SC2,01/01/05,Ayr,Stranraer,0,1,A,0,0,D,2.37,3.5,2.37,2.5,3.3,2.4,2.5,3.4,2.32,2.5,3.2,2.3,2.25,3.5,2.5,2.4,3.4,2.4,2.5,3.4,2.3,1.44,2.32,0.5,,,,,,,,,,,,,,,,1278.6,1316.54
SC2,01/01/05,Brechin,Berwick,4,1,H,1,0,H,1.44,3.75,6.0,1.3,4.25,8.5,1.42,4.2,5.5,1.45,3.9,4.8,1.4,4.0,6.0,1.4,4.0,6.25,1.4,4.33,5.5,1.42,2.38,-0.5,,,,,,,,,,,,,,,,1320.22,1150.2
SC2,01/01/05,Morton,Dumbarton,3,0,H,1,0,H,1.72,3.6,3.75,1.75,3.3,4.0,1.8,3.5,3.5,1.85,3.4,3.2,1.73,3.5,3.75,1.75,3.5,3.75,1.83,3.6,3.3,1.8,1.75,-0.5,,,,,,,,,,,,,,,,1259.7,1225.91
SC2,03/01/05,Arbroath,Stranraer,0,4,A,0,2,A,3.5,3.5,1.8,3.9,3.6,1.7,3.5,3.5,1.8,3.2,3.4,1.85,2.88,3.6,2.0,3.25,3.4,1.91,3.3,3.6,1.83,1.75,1.8,0.5,,,,,,,,,,,,,,,,1149.54,1331.25
SC2,03/01/05,Ayr,Morton,2,1,H,1,0,H,2.37,3.5,2.37,2.3,3.5,2.5,2.3,3.45,2.5,2.3,3.3,2.4,2.2,3.25,2.75,2.25,3.4,2.6,2.37,3.5,2.37,2.3,1.45,-0.5,,,,,,,,,,,,,,,,1263.89,1267.61
SC2,03/01/05,Brechin,Alloa,2,3,A,1,0,H,1.5,3.6,5.5,1.45,4.0,5.5,1.5,3.6,5.5,1.5,3.7,4.6,1.4,4.33,5.5,1.44,4.0,5.5,1.5,3.8,5.0,1.5,2.18,-0.5,,,,,,,,,,,,,,,,1324.58,1213.02
SC2,03/01/05,Dumbarton,Forfar,1,1,D,0,0,D,2.0,3.5,3.0,2.1,3.45,2.8,2.0,3.5,2.95,2.0,3.3,2.9,1.8,3.5,3.5,1.91,3.5,3.2,2.1,3.6,2.7,2.0,1.6,-0.5,,,,,,,,,,,,,,,,1218.0,1169.63
SC2,15/01/05,Alloa,Ayr,5,1,H,2,1,H,2.5,3.4,2.3,2.65,3.35,2.25,2.6,3.4,2.25,2.4,3.3,2.3,2.1,3.5,2.75,2.5,3.4,2.3,2.62,3.5,2.2,1.47,2.25,0.5,,,,,,,,,,,,,,,,1232.31,1273.01
SC2,15/01/05,Berwick,Dumbarton,0,3,A,0,1,A,2.5,3.4,2.3,2.3,3.45,2.5,2.4,3.4,2.4,2.35,3.3,2.35,2.25,3.5,2.5,2.38,3.5,2.38,2.37,3.5,2.37,2.4,1.41,-0.5,,,,,,,,,,,,,,,,1145.84,1212.96
SC2,15/01/05,Forfar,Stirling,4,1,H,2,0,H,2.37,3.5,2.37,2.35,3.2,2.6,2.35,3.5,2.4,2.35,3.3,2.35,2.5,3.5,2.25,2.38,3.5,2.38,2.3,3.6,2.4,2.35,1.42,-0.5,,,,,,,,,,,,,,,,1174.67,1223.14
SC2,15/01/05,Morton,Arbroath,2,0,H,1,0,H,1.53,3.75,4.75,1.5,3.75,5.25,1.55,3.8,4.6,1.5,3.7,4.6,1.5,3.6,5.5,1.53,3.75,4.8,1.57,3.75,4.5,1.55,2.08,-0.5,,,,,,,,,,,,,,,,1258.49,1139.93
SC2,15/01/05,Stranraer,Brechin,0,1,A,0,0,D,2.2,3.4,2.62,2.1,3.2,3.0,2.25,3.4,2.6,2.2,3.1,2.7,2.2,3.5,2.62,2.25,3.4,2.6,2.3,3.4,2.5,2.25,1.47,-0.5,,,,,,,,,,,,,,,,1340.86,1305.29
SC2,26/01/05,Stirling,Morton,1,1,D,0,1,A,3.5,3.5,1.8,2.75,3.3,2.2,,,,,,,3.25,3.4,1.909,3.4,3.5,1.85,2.8,3.6,2.05,1.51,2.15,0.5,,,,,,,,,,,,,,,,1212.48,1264.02
SC2,29/01/05,Alloa,Dumbarton,4,2,H,4,0,H,1.8,3.5,3.5,1.85,3.4,3.5,1.83,3.5,3.4,1.9,3.5,2.9,1.727,3.5,3.75,1.833,3.5,3.4,1.83,3.5,3.4,,,,,,,,,,,,,,,,,,,1242.7,1226.64
SC2,29/01/05,Arbroath,Ayr,2,0,H,0,0,D,2.75,3.5,2.1,3.0,3.3,2.05,2.85,3.5,2.05,2.9,3.5,1.9,2.75,3.5,2.1,2.875,3.5,2.05,2.85,3.5,2.05,,,,,,,,,,,,,,,,,,,1134.4,1262.62
SC2,29/01/05,Forfar,Berwick,0,2,A,0,2,A,1.72,3.6,3.75,1.75,3.35,4.0,1.8,3.5,3.5,1.75,3.5,3.4,1.727,3.5,3.75,1.727,3.5,3.75,1.8,3.5,3.5,,,,,,,,,,,,,,,,,,,1185.33,1132.16
SC2,29/01/05,Morton,Brechin,0,2,A,0,0,D,2.37,3.5,2.37,2.5,3.3,2.4,2.4,3.5,2.35,2.4,3.3,2.3,2.5,3.5,2.25,2.5,3.5,2.3,2.4,3.5,2.35,,,,,,,,,,,,,,,,,,,1265.75,1322.43
SC2,29/01/05,Stranraer,Stirling,0,3,A,0,1,A,1.66,3.6,4.0,1.65,3.55,4.25,1.65,3.7,4.0,1.55,3.6,4.4,1.667,3.6,4.0,1.615,3.75,4.2,1.65,3.7,4.0,,,,,,,,,,,,,,,,,,,1323.72,1210.75
SC2,05/02/05,Berwick,Arbroath,2,3,A,1,3,A,2.1,3.5,2.75,2.2,3.5,2.6,2.2,3.5,2.6,2.1,3.3,2.7,2.1,3.5,2.75,2.2,3.4,2.62,2.15,3.6,2.62,2.2,1.49,-0.5,,,,,,,,,,,,,,,,1149.84,1147.91
SC2,05/02/05,Dumbarton,Stirling,0,2,A,0,2,A,2.5,3.4,2.3,2.5,3.5,2.3,2.5,3.45,2.3,2.5,3.1,2.3,2.25,3.5,2.5,2.5,3.4,2.3,2.5,3.4,2.3,1.45,2.3,0.5,,,,,,,,,,,,,,,,1218.17,1230.08
SC2,05/02/05,Forfar,Stranraer,1,2,A,0,2,A,2.75,3.5,2.1,3.0,3.5,2.0,2.75,3.5,2.1,2.7,3.3,2.1,3.0,3.4,2.0,2.75,3.5,2.1,2.7,3.6,2.1,1.54,2.1,0.5,,,,,,,,,,,,,,,,1167.65,1304.39
SC2,09/02/05,Brechin,Arbroath,4,3,H,2,2,D,1.36,4.0,7.0,1.35,4.2,7.0,1.4,4.0,6.2,1.35,4.2,5.8,1.29,4.5,8.0,1.36,4.0,7.0,1.4,4.33,5.5,1.4,2.43,-0.5,,,,,,,,,,,,,,,,1336.48,1163.98
SC2,12/02/05,Arbroath,Alloa,2,1,H,0,1,A,2.6,3.5,2.2,2.6,3.4,2.25,2.7,3.5,2.15,2.9,3.1,2.1,3.2,3.5,1.91,2.62,3.4,2.2,2.8,3.6,2.05,1.52,2.15,0.5,,,,,,,,,,,,,,,,1159.67,1251.17
SC2,12/02/05,Brechin,Dumbarton,0,2,A,0,2,A,1.36,4.5,6.0,1.4,4.0,6.25,1.4,4.0,6.25,1.4,4.0,5.4,1.36,4.0,7.0,1.4,4.2,5.75,1.4,4.33,5.5,1.4,2.44,-0.5,,,,,,,,,,,,,,,,1340.79,1202.57
SC2,12/02/05,Morton,Forfar,4,0,H,3,0,H,1.61,3.6,4.33,1.65,3.4,4.5,1.63,3.5,4.45,1.6,3.5,4.2,1.62,3.5,4.5,1.62,3.6,4.33,1.66,3.6,4.0,1.63,1.96,-0.5,,,,,,,,,,,,,,,,1251.7,1156.47
SC2,12/02/05,Stirling,Ayr,2,0,H,2,0,H,2.0,3.4,3.0,1.9,3.3,3.4,1.9,3.4,3.3,1.9,3.2,3.2,1.91,3.5,3.2,1.91,3.5,3.2,1.95,3.6,3.0,1.9,1.67,-0.5,,,,,,,,,,,,,,,,1245.68,1249.11
SC2,12/02/05,Stranraer,Berwick,1,0,H,0,0,D,1.4,4.33,5.5,1.4,4.25,5.75,1.41,4.3,5.5,1.4,4.0,5.4,1.44,4.0,5.5,1.4,4.2,5.75,1.44,4.33,5.0,1.41,2.41,-0.5,,,,,,,,,,,,,,,,1315.57,1133.77
SC2,19/02/05,Berwick,Brechin,2,1,H,1,0,H,3.75,3.6,1.72,4.0,3.5,1.7,4.1,3.65,1.65,4.2,3.5,1.6,4.0,3.6,1.67,4.33,3.8,1.57,4.2,4.0,1.57,1.93,1.65,0.5,,,,,,,,,,,,,,,,1129.65,1320.85
SC2,19/02/05,Dumbarton,Morton,3,0,H,2,0,H,2.6,3.5,2.2,2.5,3.5,2.3,2.6,3.5,2.2,2.6,3.3,2.2,2.5,3.5,2.25,2.6,3.5,2.2,2.75,3.5,2.1,1.49,2.2,0.5,,,,,,,,,,,,,,,,1222.51,1257.83
SC2,19/02/05,Forfar,Arbroath,1,1,D,1,0,H,2.25,3.5,2.5,2.2,3.5,2.6,2.25,3.5,2.55,2.3,3.2,2.4,2.25,3.5,2.5,2.25,3.5,2.5,2.37,3.5,2.37,2.25,1.48,-0.5,,,,,,,,,,,,,,,,1150.34,1171.86
SC2,19/02/05,Stirling,Alloa,0,4,A,0,1,A,2.0,3.6,2.87,1.85,3.35,3.5,1.83,3.5,3.45,1.9,3.3,3.1,2.0,3.4,3.0,1.8,3.5,3.5,2.0,3.6,2.87,1.83,1.74,-0.5,,,,,,,,,,,,,,,,1254.79,1238.98
SC2,19/02/05,Stranraer,Ayr,1,3,A,1,1,D,1.72,3.6,3.75,1.7,3.5,4.0,1.7,3.5,4.0,1.6,3.5,4.2,1.67,3.6,4.0,1.67,3.6,4.0,1.61,3.75,4.2,1.7,1.87,-0.5,,,,,,,,,,,,,,,,1319.69,1240.0
SC2,26/02/05,Alloa,Forfar,0,2,A,0,1,A,1.72,3.6,3.75,1.85,3.3,3.6,1.75,3.45,3.75,1.75,3.3,3.6,1.57,3.75,4.5,1.8,3.5,3.5,1.7,3.6,3.8,1.75,1.8,-0.5,,,,,,,,,,,,,,,,1255.5,1147.56
SC2,26/02/05,Arbroath,Dumbarton,2,1,H,1,0,H,2.25,3.5,2.5,2.45,3.2,2.5,2.37,3.4,2.45,2.4,3.1,2.4,2.25,3.5,2.5,2.38,3.5,2.38,2.37,3.5,2.37,2.37,1.42,-0.5,,,,,,,,,,,,,,,,1174.64,1232.71
SC2,26/02/05,Ayr,Berwick,0,1,A,0,1,A,1.66,3.6,4.0,1.6,3.65,4.5,1.7,3.6,3.85,1.65,3.4,4.0,1.73,3.5,3.75,1.67,3.6,4.0,1.8,3.6,3.4,1.7,1.86,-0.5,,,,,,,,,,,,,,,,1258.44,1145.36
SC2,26/02/05,Brechin,Stirling,5,3,H,3,1,H,1.72,3.6,4.33,1.75,3.3,4.0,1.73,3.5,3.8,1.7,3.3,3.8,1.73,3.5,3.75,1.73,3.6,3.75,1.72,3.6,3.75,1.73,1.82,-0.5,,,,,,,,,,,,,,,,1305.14,1238.27
SC2,26/02/05,Morton,Stranraer,2,0,H,1,0,H,2.2,3.5,2.6,2.4,3.3,2.5,2.37,3.4,2.45,2.3,3.1,2.5,2.38,3.5,2.38,2.3,3.4,2.5,2.37,3.5,2.37,2.37,1.42,-0.5,,,,,,,,,,,,,,,,1247.63,1301.25
SC2,01/03/05,Berwick,Stranraer,1,2,A,1,1,D,3.0,3.4,2.0,2.85,3.5,2.05,2.8,3.5,2.05,2.7,3.4,2.1,2.5,3.5,2.25,2.8,3.4,2.1,2.7,3.6,2.1,1.56,2.05,0.5,,,,,,,,,,,,,,,,1164.69,1290.41
SC2,01/03/05,Dumbarton,Brechin,1,1,D,1,1,D,3.2,3.5,1.9,3.0,3.5,2.0,3.1,3.55,1.9,3.0,3.4,1.9,2.75,3.5,2.1,3.0,3.4,2.0,3.1,3.6,1.9,1.65,1.9,0.5,,,,,,,,,,,,,,,,1221.71,1312.06
SC2,05/03/05,Arbroath,Morton,0,1,A,0,0,D,2.5,3.5,2.25,2.6,3.5,2.2,2.6,3.5,2.2,2.7,3.1,2.2,2.5,3.5,2.25,2.62,3.5,2.2,2.62,3.5,2.2,1.49,2.2,0.5,,,,,,,,,,,,,,,,1185.64,1258.47
SC2,05/03/05,Ayr,Alloa,1,1,D,1,0,H,2.25,3.5,2.5,2.2,3.5,2.6,2.3,3.5,2.45,2.3,3.1,2.5,2.25,3.5,2.5,2.25,3.5,2.5,2.4,3.6,2.3,2.3,1.44,-0.5,,,,,,,,,,,,,,,,1239.11,1236.3
SC2,05/03/05,Brechin,Stranraer,2,1,H,0,1,A,1.83,3.5,3.4,1.85,3.5,3.35,1.83,3.5,3.4,1.8,3.2,3.5,1.8,3.5,3.5,1.8,3.5,3.5,1.8,3.6,3.4,1.83,1.72,-0.5,,,,,,,,,,,,,,,,1312.41,1301.99
SC2,05/03/05,Dumbarton,Berwick,1,1,D,0,1,A,1.83,3.5,3.4,1.9,3.4,3.3,1.91,3.5,3.15,1.9,3.2,3.2,1.91,3.5,3.2,1.91,3.4,3.25,1.95,3.6,3.0,1.91,1.66,-0.5,,,,,,,,,,,,,,,,1221.36,1153.11
SC2,05/03/05,Stirling,Forfar,3,2,H,2,1,H,1.8,3.5,3.5,1.75,3.45,3.8,1.75,3.5,3.75,1.7,3.3,3.8,1.73,3.5,3.75,1.73,3.6,3.75,1.72,3.6,3.75,1.75,1.81,-0.5,,,,,,,,,,,,,,,,1231.35,1166.76
SC2,08/03/05,Alloa,Stirling,1,1,D,0,1,A,2.2,3.5,2.6,2.25,3.35,2.65,2.2,3.4,2.63,2.2,3.4,2.5,2.1,3.5,2.75,2.3,3.4,2.5,2.1,3.5,2.75,2.2,1.48,-0.5,,,,,,,,,,,,,,,,1239.89,1238.33
SC2,08/03/05,Forfar,Morton,2,0,H,1,0,H,2.75,3.5,2.1,2.8,3.35,2.15,2.8,3.4,2.1,2.6,3.5,2.1,2.75,3.5,2.1,2.8,3.4,2.1,2.62,3.6,2.15,1.54,2.1,0.5,,,,,,,,,,,,,,,,1159.78,1271.95
SC2,12/03/05,Alloa,Brechin,1,1,D,0,1,A,2.75,3.5,2.1,2.8,3.45,2.15,2.8,3.55,2.05,2.8,3.2,2.1,2.5,3.5,2.25,2.75,3.5,2.1,2.8,3.6,2.05,1.57,2.05,0.5,,,,,,,,,,,,,,,,1236.34,1321.07
SC2,12/03/05,Berwick,Stirling,2,2,D,1,1,D,2.37,3.5,2.37,2.5,3.35,2.35,2.6,3.4,2.2,2.6,3.2,2.2,2.38,3.5,2.38,2.6,3.4,2.25,2.5,3.4,2.3,1.47,2.2,0.5,,,,,,,,,,,,,,,,1158.73,1241.88
SC2,12/03/05,Forfar,Dumbarton,6,0,H,2,0,H,2.2,3.5,2.6,2.3,3.4,2.55,2.3,3.4,2.5,2.3,3.3,2.4,2.25,3.5,2.5,2.3,3.4,2.5,2.25,3.6,2.5,2.3,1.44,-0.5,,,,,,,,,,,,,,,,1172.72,1215.74
SC2,12/03/05,Morton,Ayr,2,1,H,2,0,H,1.72,3.6,3.75,1.7,3.55,4.0,1.7,3.5,3.85,1.7,3.4,3.7,1.73,3.5,3.75,1.73,3.5,3.8,1.72,3.6,3.75,1.7,1.83,-0.5,,,,,,,,,,,,,,,,1259.01,1235.52
SC2,12/03/05,Stranraer,Arbroath,3,3,D,1,1,D,1.57,3.75,4.5,1.6,3.6,4.55,1.6,3.6,4.4,1.6,3.5,4.2,1.67,3.6,4.0,1.57,3.75,4.5,1.61,3.75,4.2,1.6,1.98,-0.5,,,,,,,,,,,,,,,,1293.33,1172.16
SC2,15/03/05,Ayr,Brechin,0,1,A,0,0,D,3.0,3.4,2.0,3.15,3.45,1.95,2.85,3.5,2.05,2.9,3.3,2.0,2.75,3.5,2.1,3.0,3.4,2.0,2.87,3.6,2.0,,,,,,,,,,,,,,,,,,,1227.28,1321.62
SC2,19/03/05,Alloa,Berwick,2,2,D,0,1,A,1.8,3.5,3.6,1.8,3.45,3.6,1.85,3.4,3.45,1.85,3.2,3.4,1.8,3.5,3.5,1.8,3.5,3.5,2.0,3.6,2.87,1.85,1.71,-0.5,,,,,,,,,,,,,,,,1235.79,1158.12
SC2,19/03/05,Arbroath,Brechin,1,4,A,1,2,A,3.5,3.5,1.8,3.6,3.45,1.8,3.5,3.4,1.83,3.4,3.2,1.85,3.0,3.4,2.0,3.4,3.5,1.83,3.1,3.6,1.9,1.72,1.83,0.5,,,,,,,,,,,,,,,,1179.19,1334.32
SC2,19/03/05,Forfar,Ayr,1,0,H,0,0,D,2.25,3.5,2.5,2.2,3.5,2.6,2.2,3.5,2.6,2.2,3.1,2.7,2.0,3.4,3.0,2.2,3.4,2.62,2.15,3.5,2.7,2.2,1.49,-0.5,,,,,,,,,,,,,,,,1183.19,1214.58
SC2,19/03/05,Morton,Stirling,2,0,H,1,0,H,1.83,3.5,3.4,1.9,3.55,3.2,1.83,3.5,3.4,1.8,3.2,3.5,1.91,3.5,3.2,1.85,3.4,3.5,1.72,3.6,3.75,1.83,1.72,-0.5,,,,,,,,,,,,,,,,1267.25,1242.49
SC2,19/03/05,Stranraer,Dumbarton,2,1,H,2,0,H,1.61,3.6,4.33,1.6,3.65,4.45,1.62,3.65,4.25,1.6,3.5,4.2,1.73,3.5,3.75,1.62,3.6,4.33,1.57,4.0,4.2,1.62,1.96,-0.5,,,,,,,,,,,,,,,,1286.3,1205.27
SC2,23/03/05,Alloa,Morton,2,2,D,2,1,H,2.75,3.5,2.1,2.7,3.5,2.15,2.65,3.45,2.2,2.6,3.2,2.2,2.38,3.5,2.38,2.62,3.5,2.2,2.62,3.5,2.2,1.5,2.2,0.5,,,,,,,,,,,,,,,,1229.9,1275.44
SC2,26/03/05,Ayr,Forfar,1,0,H,1,0,H,2.3,3.5,2.5,2.2,3.45,2.65,2.25,3.4,2.55,2.3,3.2,2.4,2.38,3.5,2.38,2.25,3.5,2.5,2.5,3.4,2.3,2.25,1.46,-0.5,,,,,,,,,,,,,,,,1204.52,1193.25
SC2,26/03/05,Berwick,Alloa,2,1,H,0,1,A,2.5,3.5,2.3,2.4,3.45,2.4,2.5,3.4,2.3,2.4,3.0,2.5,2.25,3.5,2.5,2.5,3.4,2.3,2.5,3.4,2.3,1.44,2.3,0.5,,,,,,,,,,,,,,,,1164.01,1227.96
SC2,26/03/05,Dumbarton,Stranraer,1,1,D,1,0,H,3.0,3.4,2.0,3.0,3.3,2.05,3.0,3.4,2.0,2.8,3.2,2.0,2.75,3.5,2.1,2.88,3.4,2.05,3.0,3.6,1.95,1.59,2.0,0.5,,,,,,,,,,,,,,,,1198.75,1292.82
SC2,02/04/05,Ayr,Arbroath,2,2,D,1,1,D,1.9,3.5,3.2,1.9,3.5,3.2,1.95,3.4,3.15,1.85,3.2,3.4,2.0,3.4,3.0,1.91,3.5,3.2,2.0,3.6,2.87,1.95,1.64,-0.5,,,,,,,,,,,,,,,,1213.15,1168.66
SC2,02/04/05,Berwick,Forfar,1,1,D,0,1,A,2.3,3.4,2.5,2.5,3.4,2.35,2.3,3.35,2.55,2.3,3.1,2.5,2.25,3.5,2.5,2.3,3.5,2.5,2.3,3.4,2.5,2.3,1.45,-0.5,,,,,,,,,,,,,,,,1175.22,1184.62
SC2,02/04/05,Brechin,Morton,1,2,A,0,0,D,1.8,3.5,3.5,1.7,3.5,4.0,1.8,3.5,3.55,1.75,3.3,3.6,1.67,3.6,4.0,1.8,3.4,3.6,1.83,3.6,3.3,1.8,1.76,-0.5,,,,,,,,,,,,,,,,1344.85,1277.38
SC2,02/04/05,Dumbarton,Alloa,3,2,H,1,1,D,2.37,3.5,2.37,2.35,3.4,2.5,2.4,3.45,2.4,2.4,3.1,2.4,2.25,3.5,2.5,2.38,3.5,2.38,2.5,3.4,2.3,2.4,1.42,-0.5,,,,,,,,,,,,,,,,1198.54,1216.75
SC2,02/04/05,Stirling,Stranraer,1,1,D,0,1,A,2.5,3.4,2.3,2.55,3.5,2.25,2.55,3.35,2.3,2.5,3.1,2.3,2.25,3.5,2.5,2.5,3.4,2.3,2.5,3.6,2.25,1.45,2.3,0.5,,,,,,,,,,,,,,,,1234.3,1293.03
SC2,09/04/05,Alloa,Arbroath,2,2,D,0,2,A,2.1,3.5,2.75,2.1,3.4,2.85,2.1,3.5,2.75,2.1,3.1,2.9,2.0,3.6,2.88,2.1,3.5,2.75,2.2,3.5,2.62,2.1,1.54,-0.5,,,,,,,,,,,,,,,,1207.14,1173.58
SC2,09/04/05,Ayr,Stirling,0,3,A,0,0,D,2.37,3.5,2.37,2.4,3.4,2.45,2.25,3.5,2.5,2.3,3.1,2.5,2.25,3.5,2.5,2.25,3.5,2.5,2.3,3.4,2.5,2.25,1.46,-0.5,,,,,,,,,,,,,,,,1208.23,1232.82
SC2,09/04/05,Berwick,Stranraer,1,2,A,0,1,A,2.75,3.5,2.1,2.8,3.45,2.1,2.8,3.5,2.05,2.9,3.1,2.1,2.5,3.5,2.25,2.8,3.5,2.05,2.75,3.5,2.1,1.56,2.05,0.5,,,,,,,,,,,,,,,,1172.03,1294.51
SC2,09/04/05,Dumbarton,Brechin,1,1,D,0,0,D,2.75,3.5,2.1,2.85,3.4,2.1,2.75,3.5,2.1,3.0,3.2,2.0,3.2,3.5,1.91,2.75,3.5,2.1,3.1,3.6,1.9,1.54,2.1,0.5,,,,,,,,,,,,,,,,1208.15,1326.75
SC2,09/04/05,Forfar,Morton,0,0,D,0,0,D,2.5,3.5,2.25,2.5,3.4,2.35,2.6,3.5,2.2,2.9,3.1,2.1,2.62,3.5,2.2,2.6,3.5,2.2,2.7,3.6,2.1,1.49,2.2,0.5,,,,,,,,,,,,,,,,1187.81,1295.48
SC2,16/04/05,Arbroath,Berwick,2,0,H,2,0,H,1.9,3.6,3.1,2.1,3.4,2.85,2.1,3.45,2.7,2.1,3.1,2.9,2.0,3.4,3.0,2.1,3.4,2.8,2.15,3.6,2.62,2.1,1.51,-0.5,,,,,,,,,,,,,,,,1178.16,1160.34
SC2,16/04/05,Brechin,Ayr,3,0,H,1,0,H,1.5,3.6,5.5,1.5,4.0,4.85,1.5,3.7,5.0,1.5,3.6,4.8,1.4,4.0,6.0,1.5,3.75,5.25,1.5,4.0,4.8,1.5,2.13,-0.5,,,,,,,,,,,,,,,,1326.08,1193.06
SC2,16/04/05,Morton,Alloa,2,0,H,0,0,D,1.57,3.75,4.5,1.55,3.75,4.75,1.55,3.75,4.5,1.55,3.5,4.6,1.53,3.75,5.0,1.53,3.75,4.75,1.53,4.0,4.5,1.55,2.05,-0.5,,,,,,,,,,,,,,,,1295.2,1202.56
SC2,16/04/05,Stirling,Dumbarton,3,0,H,2,0,H,1.9,3.5,3.2,1.8,3.45,3.6,1.85,3.5,3.25,1.9,3.2,3.2,1.8,3.5,3.5,1.83,3.5,3.4,2.05,3.6,2.8,1.85,1.69,-0.5,,,,,,,,,,,,,,,,1247.99,1208.82
SC2,16/04/05,Stranraer,Forfar,0,0,D,0,0,D,1.57,3.75,4.5,1.5,4.0,4.85,1.55,3.75,4.5,1.5,3.6,4.8,1.67,3.6,4.0,1.53,3.75,4.75,1.5,4.0,4.8,1.55,2.05,-0.5,,,,,,,,,,,,,,,,1306.2,1188.09
SC2,23/04/05,Alloa,Stirling,3,0,H,1,0,H,2.37,3.4,2.5,2.3,3.4,2.55,2.35,3.3,2.45,2.3,3.1,2.5,2.5,3.5,2.25,2.38,3.3,2.5,2.37,3.5,2.37,2.35,1.41,-0.5,,,,,,,,,,,,,,,,1196.36,1255.73
SC2,23/04/05,Arbroath,Forfar,1,2,A,1,2,A,2.0,3.4,3.0,2.0,3.45,3.0,2.15,3.4,2.65,2.1,3.3,2.7,2.1,3.5,2.75,2.2,3.4,2.62,2.1,3.6,2.7,2.15,1.49,-0.5,,,,,,,,,,,,,,,,1186.58,1195.05
SC2,23/04/05,Ayr,Stranraer,0,0,D,0,0,D,2.6,3.5,2.2,2.85,3.5,2.05,2.9,3.45,2.0,2.9,3.3,2.0,3.2,3.5,1.91,3.0,3.4,2.0,2.87,3.6,2.0,1.58,2.0,0.5,,,,,,,,,,,,,,,,1187.88,1299.24
SC2,23/04/05,Brechin,Berwick,1,1,D,0,1,A,1.36,4.5,6.0,1.4,4.0,6.35,1.44,4.15,5.0,1.4,4.0,5.4,1.4,4.33,5.5,1.44,4.0,5.5,1.5,4.2,4.5,1.44,2.27,-0.5,,,,,,,,,,,,,,,,1331.26,1151.92
SC2,23/04/05,Morton,Dumbarton,0,0,D,0,0,D,1.5,4.2,4.5,1.55,3.7,4.85,1.5,4.0,4.6,1.5,3.8,4.4,1.53,4.0,4.5,1.53,4.0,4.5,1.5,4.2,4.5,1.5,2.14,-0.5,,,,,,,,,,,,,,,,1301.4,1201.08
SC2,30/04/05,Berwick,Ayr,2,1,H,1,1,D,2.5,3.4,2.3,2.5,3.5,2.3,2.4,3.4,2.3,2.4,3.2,2.3,2.25,3.5,2.5,2.38,3.5,2.38,2.37,3.5,2.37,1.41,2.3,0.5,,,,,,,,,,,,,,,,1160.25,1188.29
SC2,30/04/05,Dumbarton,Arbroath,3,0,H,0,0,D,2.1,3.5,2.75,2.1,3.4,2.85,2.15,3.3,2.65,2.2,3.2,2.6,2.2,3.5,2.62,2.1,3.5,2.75,2.25,3.3,2.62,2.15,1.47,-0.5,,,,,,,,,,,,,,,,1207.58,1170.86
