Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,BWH,BWD,BWA,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SBH,SBD,SBA,WHH,WHD,WHA,GB>2.5,GB<2.5,GBAHH,GBAHA,GBAH,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,EloHome,EloAway
F2,21/09/04,Brest,Gueugnon,0,0,D,0,0,D,2.0,2.75,3.5,2.15,2.75,3.4,2.0,2.7,3.95,2.1,2.7,3.5,1.91,3.0,3.75,2.1,2.7,3.6,2.0,2.7,3.9,2.0,1.61,1.75,1.95,-0.25,,,,,,,,,,,,,,,,1512.24,1502.04
F2,21/09/04,Dijon,Clermont,2,2,D,0,0,D,2.0,2.75,3.5,2.1,2.7,3.65,2.0,2.65,4.05,2.1,2.7,3.5,1.91,2.88,4.0,2.05,2.7,3.75,2.1,2.7,3.55,2.0,1.61,1.8,1.9,-0.25,,,,,,,,,,,,,,,,1500.4,1458.21
F2,21/09/04,Grenoble,Le Havre,2,1,H,0,0,D,2.25,2.75,3.2,2.3,2.75,3.1,2.2,2.6,3.5,2.1,2.7,3.5,2.1,2.88,3.4,2.25,2.7,3.25,2.25,2.6,3.35,2.2,1.51,1.95,1.75,-0.25,,,,,,,,,,,,,,,,1475.39,1489.27
F2,21/09/04,Laval,Nancy,1,2,A,1,1,D,2.37,2.6,3.2,2.4,2.65,3.05,2.4,2.6,3.1,2.5,2.5,3.0,2.1,2.88,3.4,2.4,2.7,3.0,2.5,2.6,2.9,2.2,1.51,1.75,1.95,0.0,,,,,,,,,,,,,,,,1467.58,1519.89
F2,21/09/04,Sedan,Le Mans,1,2,A,0,2,A,2.0,2.75,3.5,1.9,2.85,4.05,1.95,2.75,4.05,2.1,2.7,3.5,1.8,3.0,4.33,2.0,2.75,3.8,2.05,2.6,3.9,2.1,1.56,1.95,1.64,-0.5,,,,,,,,,,,,,,,,1564.92,1540.67
F2,22/09/04,Angers,Niort,1,2,A,1,1,D,2.2,2.75,3.25,1.85,2.95,4.15,1.95,2.65,4.3,2.1,2.7,3.5,1.91,3.0,3.75,2.0,2.75,3.8,2.0,2.65,4.0,2.2,1.51,1.95,1.64,-0.5,,,,,,,,,,,,,,,,1479.65,1432.93
F2,22/09/04,Chateauroux,Reims,1,1,D,0,1,A,2.1,2.75,3.5,2.1,2.85,3.4,2.1,2.65,3.7,2.1,2.7,3.5,2.38,2.88,2.8,2.1,2.75,3.5,2.25,2.7,3.2,2.0,1.61,1.8,1.9,-0.25,,,,,,,,,,,,,,,,1459.7,1460.67
F2,22/09/04,Montpellier,Creteil,0,0,D,0,0,D,1.8,2.75,5.0,1.7,2.95,5.15,1.8,2.8,4.75,1.85,2.9,4.0,1.73,2.88,5.0,1.8,2.88,4.5,1.75,2.7,5.4,2.0,1.61,1.8,1.76,-0.5,,,,,,,,,,,,,,,,1455.82,1410.36
F2,22/09/04,Troyes,Amiens,0,0,D,0,0,D,1.9,2.5,4.5,2.05,2.45,4.4,1.95,2.55,4.55,1.9,2.5,4.4,1.83,2.62,5.0,2.0,2.6,4.2,1.95,2.6,4.33,2.1,1.56,1.73,2.0,0.0,,,,,,,,,,,,,,,,1477.69,1488.13
F2,24/09/04,Grenoble,Laval,2,1,H,2,0,H,1.9,2.7,4.33,2.1,2.8,3.5,1.9,2.8,4.1,1.9,2.8,4.0,1.91,3.0,3.75,1.91,2.75,4.2,1.9,2.75,4.2,2.0,1.61,1.75,2.0,-0.25,,,,,,,,,,,,,,,,1484.85,1453.37
F2,24/09/04,Guingamp,Nancy,3,2,H,1,1,D,2.25,2.87,3.0,2.35,2.75,3.0,2.3,2.7,3.1,2.2,2.8,3.1,2.2,3.0,3.0,2.3,2.7,3.1,2.25,2.7,3.2,2.1,1.56,1.75,2.0,0.0,,,,,,,,,,,,,,,,1527.42,1534.1
F2,24/09/04,Le Havre,Brest,0,0,D,0,0,D,2.2,2.8,3.2,2.1,2.8,3.5,2.15,2.75,3.35,2.1,2.8,3.3,2.2,3.0,3.0,2.2,2.7,3.4,2.1,2.7,3.6,2.1,1.56,2.05,1.7,-0.25,,,,,,,,,,,,,,,,1479.81,1508.4
F2,25/09/04,Amiens,Angers,0,2,A,0,1,A,1.83,2.87,4.33,2.0,2.85,3.65,1.85,2.8,4.35,1.85,2.9,4.0,1.91,3.0,3.75,1.91,2.8,4.2,1.8,2.8,4.8,2.0,1.61,1.85,1.7,-0.5,,,,,,,,,,,,,,,,1491.28,1462.16
F2,25/09/04,Clermont,Troyes,1,3,A,1,0,H,2.1,2.8,3.4,2.2,2.75,3.3,2.1,2.75,3.5,2.2,2.8,3.1,2.1,2.88,3.25,2.1,2.75,3.5,2.05,2.7,3.75,2.1,1.56,1.83,1.9,-0.25,,,,,,,,,,,,,,,,1463.06,1474.54
F2,25/09/04,Le Mans,Chateauroux,0,2,A,0,1,A,1.72,3.2,4.33,1.8,2.9,4.5,1.75,2.85,4.85,1.8,2.9,4.2,1.73,2.88,5.0,1.75,2.88,4.8,1.75,2.8,5.0,1.9,1.7,1.75,1.8,-0.5,,,,,,,,,,,,,,,,1557.46,1456.23
F2,25/09/04,Niort,Lorient,4,0,H,2,0,H,2.37,2.7,3.0,2.5,2.75,2.8,2.35,2.7,3.0,2.4,2.7,2.9,2.2,3.0,3.0,2.38,2.7,3.0,,,,2.1,1.56,1.85,1.87,0.0,,,,,,,,,,,,,,,,1450.42,1523.5
F2,25/09/04,Reims,Montpellier,0,2,A,0,1,A,2.1,2.8,3.4,2.25,2.75,3.2,2.15,2.75,3.35,2.3,2.7,3.0,2.2,3.0,3.0,2.2,2.7,3.3,2.1,2.7,3.6,2.2,1.51,2.0,1.75,-0.25,,,,,,,,,,,,,,,,1464.14,1450.87
F2,26/09/04,Creteil,Dijon,1,1,D,1,0,H,2.37,2.7,3.0,2.55,2.75,2.75,2.35,2.7,3.0,2.3,2.7,3.0,2.5,2.88,2.38,2.4,2.7,3.0,2.3,2.7,3.1,2.1,1.56,1.75,2.0,0.0,,,,,,,,,,,,,,,,1415.31,1495.55
F2,27/09/04,Gueugnon,Sedan,0,0,D,0,0,D,2.2,2.8,3.2,2.2,2.8,3.2,2.2,2.75,3.2,2.4,2.7,2.9,2.0,3.0,3.4,2.2,2.75,3.25,2.15,2.7,3.5,2.2,1.51,1.75,2.0,0.0,,,,,,,,,,,,,,,,1505.88,1548.13
F2,01/10/04,Angers,Clermont,1,1,D,0,1,A,2.0,2.6,4.0,2.2,2.7,3.35,2.1,2.7,3.6,2.2,2.6,3.2,,,,2.1,2.7,3.6,2.1,2.7,3.6,2.3,1.46,1.9,1.8,-0.25,,,,,,,,,,,,,,,,1479.1,1447.44
F2,01/10/04,Brest,Grenoble,1,1,D,1,1,D,2.0,2.6,4.0,2.1,2.8,3.45,2.0,2.75,3.85,2.1,2.7,3.3,,,,2.0,2.75,3.8,2.1,2.7,3.6,2.3,1.46,2.0,1.6,-0.5,,,,,,,,,,,,,,,,1510.93,1492.83
F2,01/10/04,Laval,Guingamp,1,0,H,1,0,H,2.37,2.75,3.0,2.35,2.7,3.05,2.4,2.7,2.95,2.5,2.6,2.8,,,,2.4,2.7,3.0,2.5,2.7,2.85,2.3,1.46,1.75,1.98,0.0,,,,,,,,,,,,,,,,1445.39,1536.64
F2,01/10/04,Lorient,Amiens,1,2,A,0,0,D,2.25,2.75,3.25,2.25,2.7,3.25,2.25,2.75,3.2,2.3,2.6,3.0,,,,2.25,2.75,3.2,2.3,2.7,3.1,2.3,1.46,1.95,1.77,-0.25,,,,,,,,,,,,,,,,1511.97,1474.34
F2,01/10/04,Montpellier,Le Mans,2,0,H,0,0,D,2.1,2.75,3.5,2.1,2.8,3.45,2.1,2.7,3.6,2.3,2.6,3.0,,,,2.1,2.75,3.5,2.15,2.7,3.5,2.45,1.41,1.9,1.8,-0.25,,,,,,,,,,,,,,,,1467.31,1538.43
F2,01/10/04,Nancy,Niort,3,1,H,0,0,D,1.8,2.9,4.5,,,,1.8,2.85,4.6,1.85,2.9,3.8,,,,1.8,2.88,4.5,1.8,3.0,4.2,2.45,1.41,1.8,1.76,-0.5,,,,,,,,,,,,,,,,1524.88,1461.95
F2,01/10/04,Sedan,Le Havre,1,0,H,1,0,H,1.9,2.87,4.0,2.0,2.8,3.75,1.9,2.8,4.15,1.9,2.9,3.6,,,,1.91,2.75,4.2,2.0,2.8,3.75,2.45,1.41,1.9,1.67,-0.5,,,,,,,,,,,,,,,,1550.19,1477.28
F2,01/10/04,Troyes,Creteil,2,1,H,0,0,D,1.8,3.0,4.33,1.8,2.9,4.5,1.8,2.85,4.6,1.9,2.9,3.6,,,,1.8,2.88,4.5,1.8,3.0,4.2,2.3,1.46,1.8,1.76,-0.5,,,,,,,,,,,,,,,,1490.16,1414.6
F2,03/10/04,Chateauroux,Gueugnon,0,0,D,0,0,D,2.37,2.75,3.0,2.45,2.65,2.95,2.35,2.6,3.2,2.3,2.6,3.0,,,,2.4,2.7,3.0,2.3,2.7,3.1,2.6,1.36,2.05,1.7,-0.25,,,,,,,,,,,,,,,,1475.26,1503.82
F2,04/10/04,Dijon,Reims,0,0,D,0,0,D,2.0,2.6,4.0,2.0,2.8,3.75,2.1,2.7,3.6,2.1,2.7,3.3,,,,2.0,2.8,3.75,2.1,2.7,3.6,2.3,1.46,2.1,1.54,-0.5,,,,,,,,,,,,,,,,1496.26,1447.7
F2,15/10/04,Amiens,Nancy,0,3,A,0,1,A,2.4,2.6,3.1,2.3,2.7,3.15,2.2,2.8,3.2,2.3,2.6,3.0,2.1,2.875,3.4,2.25,2.7,3.25,2.3,2.7,3.1,2.0,1.61,2.2,1.49,-0.5,,,,,,,,,,,,,,,,1491.55,1531.91
F2,15/10/04,Brest,Laval,2,1,H,0,1,A,1.8,2.87,4.5,1.7,2.9,5.25,1.75,2.85,4.95,1.85,2.7,4.2,1.8,2.875,4.5,1.8,2.8,4.75,1.8,2.9,4.5,2.1,1.56,1.75,1.81,-0.5,,,,,,,,,,,,,,,,1506.84,1457.58
F2,15/10/04,Clermont,Lorient,2,0,H,1,0,H,2.1,2.8,3.4,2.05,2.8,3.6,2.05,2.85,3.5,2.0,2.8,3.4,2.0,2.8,3.75,2.1,2.75,3.5,2.05,2.8,3.6,2.2,1.51,2.05,1.57,-0.5,,,,,,,,,,,,,,,,1451.96,1494.76
F2,15/10/04,Creteil,Angers,2,0,H,2,0,H,2.37,2.7,3.0,2.45,2.8,2.8,2.25,2.7,3.25,2.3,2.6,3.0,2.25,2.875,3.0,2.25,2.7,3.25,2.3,2.7,3.1,2.2,1.51,2.25,1.47,-0.5,,,,,,,,,,,,,,,,1407.93,1474.58
F2,15/10/04,Gueugnon,Montpellier,2,1,H,1,1,D,2.3,2.7,3.1,2.4,2.85,2.8,2.35,2.65,3.1,2.4,2.6,2.9,2.2,2.75,3.25,2.3,2.7,3.1,2.3,2.7,3.1,2.3,1.46,2.35,1.43,-0.5,,,,,,,,,,,,,,,,1506.35,1478.77
F2,15/10/04,Le Havre,Chateauroux,0,1,A,0,1,A,2.0,2.7,4.0,2.0,2.8,3.75,2.0,2.75,3.85,1.9,2.8,3.8,2.0,2.8,3.75,2.0,2.8,3.75,2.0,2.8,3.75,2.2,1.51,2.0,1.6,-0.5,,,,,,,,,,,,,,,,1470.53,1472.73
F2,15/10/04,Le Mans,Dijon,2,1,H,1,0,H,2.0,2.7,4.0,1.9,2.85,4.1,1.95,2.85,3.85,1.85,2.7,4.2,2.1,2.75,3.5,2.0,2.8,3.75,2.1,2.75,3.5,2.2,1.51,1.95,1.64,-0.5,,,,,,,,,,,,,,,,1526.97,1491.22
F2,15/10/04,Niort,Guingamp,1,0,H,0,0,D,2.2,2.75,3.25,2.1,2.8,3.45,2.15,2.65,3.55,2.3,2.6,3.0,2.1,2.875,3.4,2.1,2.75,3.5,2.15,2.75,3.4,2.0,1.61,2.15,1.52,-0.5,,,,,,,,,,,,,,,,1454.92,1524.45
F2,15/10/04,Reims,Troyes,2,0,H,1,0,H,2.3,2.62,3.2,2.15,2.75,3.4,2.3,2.75,3.05,2.4,2.6,2.9,2.25,2.875,3.0,2.3,2.7,3.1,2.35,2.7,3.0,2.2,1.51,2.3,1.45,-0.5,,,,,,,,,,,,,,,,1452.74,1496.83
F2,18/10/04,Grenoble,Sedan,0,0,D,0,0,D,2.2,2.75,3.25,2.1,2.8,3.45,2.1,2.75,3.5,2.2,2.7,3.1,2.1,2.875,3.4,2.2,2.75,3.25,2.2,2.75,3.3,2.0,1.61,2.1,1.54,-0.5,,,,,,,,,,,,,,,,1496.92,1556.94
F2,22/10/04,Angers,Reims,3,0,H,1,0,H,2.2,2.75,3.25,2.3,2.75,3.1,2.2,2.7,3.35,2.2,2.7,3.1,2.0,2.8,3.75,2.2,2.75,3.25,2.2,2.7,3.3,2.3,1.46,2.2,1.5,-0.5,,,,,,,,,,,,,,,,1463.28,1463.25
F2,22/10/04,Chateauroux,Grenoble,1,1,D,0,1,A,2.25,2.7,3.25,2.25,2.65,3.3,2.2,2.7,3.35,2.3,2.6,3.0,2.25,2.875,3.0,2.25,2.7,3.25,2.25,2.7,3.2,2.3,1.46,2.2,1.5,-0.5,,,,,,,,,,,,,,,,1488.66,1495.49
F2,22/10/04,Dijon,Gueugnon,0,0,D,0,0,D,2.25,2.7,3.25,2.55,2.85,2.65,2.4,2.6,3.1,2.5,2.6,2.8,2.25,2.75,3.2,2.4,2.7,3.0,2.35,2.6,3.2,2.3,1.46,2.4,1.41,-0.5,,,,,,,,,,,,,,,,1483.37,1514.46
F2,22/10/04,Laval,Niort,1,0,H,1,0,H,2.2,2.75,3.25,2.2,2.75,3.3,2.1,2.7,3.6,2.3,2.8,2.8,2.0,3.0,3.4,2.1,2.75,3.5,2.15,2.7,3.5,2.2,1.51,2.1,1.54,-0.5,,,,,,,,,,,,,,,,1450.14,1466.33
F2,22/10/04,Lorient,Creteil,3,1,H,0,0,D,2.1,2.75,3.5,2.1,2.65,3.75,2.0,2.8,3.75,2.1,2.8,3.2,2.0,2.875,3.6,2.0,2.7,4.0,2.05,2.7,3.75,2.2,1.51,2.0,1.6,-0.5,,,,,,,,,,,,,,,,1484.3,1419.23
F2,22/10/04,Montpellier,Le Havre,3,0,H,1,0,H,1.9,2.87,4.0,1.8,2.85,4.6,1.85,2.8,4.4,1.85,2.9,3.8,1.833,3.0,4.0,1.91,2.8,4.2,1.9,2.8,4.2,2.2,1.51,1.85,1.71,-0.5,,,,,,,,,,,,,,,,1470.66,1454.6
F2,22/10/04,Nancy,Clermont,2,1,H,1,1,D,1.66,3.1,5.0,1.7,2.8,5.6,1.75,2.9,4.8,1.75,2.9,4.3,1.727,2.875,5.0,1.67,3.0,5.2,1.65,3.0,5.5,2.1,1.56,1.75,1.81,-0.5,,,,,,,,,,,,,,,,1546.53,1462.42
F2,22/10/04,Troyes,Le Mans,2,0,H,2,0,H,2.1,2.75,3.5,2.2,2.7,3.35,2.1,2.7,3.6,2.3,2.8,2.8,2.0,2.875,3.6,2.1,2.75,3.5,2.05,2.7,3.75,2.2,1.51,2.1,1.54,-0.5,,,,,,,,,,,,,,,,1486.32,1534.82
F2,24/10/04,Sedan,Brest,0,0,D,0,0,D,2.0,2.75,4.0,2.1,2.8,3.45,2.0,2.8,3.75,2.0,2.7,3.6,1.909,2.875,4.0,2.1,2.7,3.6,2.1,2.7,3.6,2.3,1.46,2.0,1.6,-0.5,,,,,,,,,,,,,,,,1558.37,1514.28
F2,25/10/04,Guingamp,Amiens,2,1,H,0,0,D,2.375,2.7,3.0,2.45,2.75,2.85,2.35,2.7,3.05,2.2,2.8,3.0,2.375,3.0,2.75,2.4,2.7,3.0,2.35,2.6,3.2,2.2,1.51,2.35,1.43,-0.5,,,,,,,,,,,,,,,,1513.04,1476.93
F2,29/10/04,Amiens,Niort,4,1,H,1,0,H,1.83,2.87,4.33,1.85,2.9,4.2,1.95,2.8,3.9,2.0,2.8,3.4,1.83,3.0,4.0,1.95,2.75,4.0,2.0,2.7,3.9,2.1,1.56,1.95,1.63,-0.5,,,,,,,,,,,,,,,,1469.09,1456.79
F2,29/10/04,Brest,Chateauroux,0,0,D,0,0,D,1.83,2.87,4.33,1.65,3.0,5.5,1.9,2.9,4.0,2.0,2.7,3.6,1.83,2.8,4.5,1.83,2.88,4.33,1.85,2.8,4.4,2.2,1.51,1.9,1.68,-0.5,,,,,,,,,,,,,,,,1519.19,1485.39
F2,29/10/04,Creteil,Nancy,2,1,H,1,0,H,2.87,2.75,2.5,2.9,2.85,2.35,2.9,2.7,2.45,2.8,2.7,2.4,2.62,2.88,2.5,2.8,2.7,2.5,3.0,2.6,2.45,2.1,1.56,1.4,2.45,0.5,,,,,,,,,,,,,,,,1412.26,1552.96
F2,29/10/04,Grenoble,Montpellier,0,0,D,0,0,D,2.2,2.8,3.2,2.3,2.85,2.95,2.3,2.7,3.15,2.2,2.7,3.1,2.1,2.7,3.6,2.2,2.7,3.3,2.2,2.7,3.3,2.2,1.51,2.3,1.45,-0.5,,,,,,,,,,,,,,,,1498.76,1479.13
F2,29/10/04,Le Havre,Dijon,1,0,H,1,0,H,2.1,2.75,3.5,2.2,2.75,3.3,2.15,2.75,3.4,2.0,2.8,3.4,2.0,2.88,3.6,2.1,2.7,3.6,2.1,2.7,3.6,2.2,1.51,2.15,1.52,-0.5,,,,,,,,,,,,,,,,1446.13,1480.92
F2,29/10/04,Reims,Lorient,1,4,A,1,2,A,1.9,2.87,4.0,1.8,2.9,4.5,2.0,2.8,3.75,1.9,2.8,3.8,1.83,3.0,4.0,1.91,2.88,4.0,1.95,2.8,3.9,2.2,1.51,2.0,1.6,-0.5,,,,,,,,,,,,,,,,1454.25,1491.27
F2,29/10/04,Sedan,Laval,0,3,A,0,1,A,1.66,3.0,5.0,1.7,3.0,5.0,1.7,3.0,4.95,1.7,3.0,4.4,1.73,2.88,5.0,1.7,3.0,5.0,1.65,3.0,5.5,2.3,1.46,1.7,1.87,-0.5,,,,,,,,,,,,,,,,1553.46,1459.68
F2,31/10/04,Le Mans,Angers,3,0,H,2,0,H,2.1,2.75,3.5,2.05,2.75,3.7,2.0,2.8,3.75,1.9,2.8,3.8,1.91,2.88,4.0,2.0,2.7,4.0,2.05,2.7,3.75,2.2,1.51,2.0,1.6,-0.5,,,,,,,,,,,,,,,,1524.16,1472.28
F2,01/11/04,Clermont,Guingamp,2,1,H,0,1,A,1.9,2.87,4.0,1.95,2.7,4.2,2.0,2.8,3.75,2.2,2.7,3.1,2.1,2.75,3.5,2.0,2.75,3.8,2.2,2.7,3.3,2.2,1.51,2.0,1.6,-0.5,,,,,,,,,,,,,,,,1455.99,1520.88
F2,05/11/04,Chateauroux,Sedan,0,0,D,0,0,D,2.37,2.62,3.1,2.5,2.65,2.9,2.4,2.6,3.1,2.4,2.5,3.1,2.2,2.75,3.25,2.25,2.6,3.4,2.35,2.7,3.0,2.45,1.41,2.4,1.41,-0.5,,,,,,,,,,,,,,,,1489.98,1534.63
F2,05/11/04,Dijon,Grenoble,2,1,H,1,1,D,2.3,2.62,3.25,2.4,2.7,3.0,2.4,2.6,3.1,2.5,2.5,3.0,2.2,2.75,3.25,2.3,2.62,3.25,2.35,2.7,3.0,2.2,1.51,2.4,1.41,-0.5,,,,,,,,,,,,,,,,1470.74,1494.62
F2,05/11/04,Guingamp,Creteil,2,0,H,1,0,H,1.9,2.8,4.0,2.0,2.8,3.75,1.9,2.8,4.1,1.9,2.8,4.0,1.83,2.88,4.33,1.91,2.88,4.0,1.9,2.9,4.0,2.1,1.56,1.9,1.66,-0.5,,,,,,,,,,,,,,,,1509.64,1426.22
F2,05/11/04,Laval,Amiens,1,0,H,0,0,D,2.25,2.75,3.2,2.35,2.8,2.95,2.3,2.7,3.1,2.3,2.6,3.1,2.1,3.0,3.2,2.25,2.7,3.25,2.2,2.7,3.3,2.1,1.56,2.3,1.44,-0.5,,,,,,,,,,,,,,,,1478.51,1477.68
F2,05/11/04,Lorient,Le Mans,1,2,A,0,1,A,2.1,2.75,3.5,2.3,2.7,3.15,2.15,2.7,3.45,2.3,2.6,3.1,2.1,3.0,3.2,2.1,2.75,3.5,2.2,2.7,3.3,2.2,1.51,2.15,1.51,-0.5,,,,,,,,,,,,,,,,1506.01,1531.52
F2,05/11/04,Montpellier,Brest,1,0,H,0,0,D,2.1,2.75,3.5,2.1,2.8,3.5,2.1,2.8,3.4,2.1,2.7,3.5,2.0,2.8,3.75,2.1,2.75,3.5,2.15,2.7,3.5,2.2,1.51,2.1,1.54,-0.5,,,,,,,,,,,,,,,,1483.27,1514.6
F2,05/11/04,Nancy,Reims,3,1,H,2,1,H,1.61,3.25,5.0,1.55,3.2,6.0,1.6,3.2,5.25,1.6,3.1,5.2,1.67,2.88,5.5,1.62,3.1,5.5,1.7,3.0,5.0,2.0,1.61,1.6,1.99,-0.5,,,,,,,,,,,,,,,,1539.0,1439.51
F2,05/11/04,Niort,Clermont,0,2,A,0,1,A,2.2,2.75,3.25,2.25,2.65,3.3,2.2,2.7,3.35,2.3,2.6,3.1,2.0,2.8,3.75,2.25,2.7,3.2,2.25,2.7,3.25,2.2,1.51,2.2,1.5,-0.5,,,,,,,,,,,,,,,,1448.2,1467.23
F2,05/11/04,Troyes,Le Havre,2,1,H,0,1,A,1.8,2.87,4.5,1.9,2.7,4.4,1.8,2.8,4.75,1.85,2.9,4.0,1.73,2.88,5.0,1.83,2.88,4.33,1.8,2.9,4.5,2.2,1.51,1.8,1.76,-0.5,,,,,,,,,,,,,,,,1496.98,1456.31
F2,08/11/04,Angers,Gueugnon,1,1,D,1,0,H,2.4,2.75,2.87,2.55,2.75,2.75,2.45,2.65,2.95,2.5,2.5,3.0,2.38,2.75,3.0,2.38,2.7,3.0,2.55,2.7,2.75,,,2.45,1.4,-0.5,,,,,,,,,,,,,,,,1464.92,1516.91
F2,12/11/04,Clermont,Amiens,0,0,D,0,0,D,2.25,2.75,3.2,2.15,2.7,3.5,2.25,2.7,3.25,2.2,2.7,3.2,2.1,2.88,3.4,2.25,2.7,3.25,2.15,2.7,3.5,2.0,1.61,2.25,1.47,-0.5,,,,,,,,,,,,,,,,1482.59,1468.71
F2,12/11/04,Creteil,Niort,0,1,A,0,0,D,2.0,2.7,4.0,2.1,2.6,3.75,2.05,2.7,3.8,2.1,2.6,3.5,1.91,2.88,4.0,2.0,2.7,4.0,2.0,2.7,4.0,2.1,1.56,2.05,1.58,-0.5,,,,,,,,,,,,,,,,1419.77,1432.84
F2,12/11/04,Grenoble,Troyes,1,2,A,1,1,D,2.1,2.75,3.5,2.15,2.65,3.5,2.25,2.7,3.25,2.1,2.7,3.5,2.1,2.75,3.5,2.2,2.75,3.25,2.25,2.7,3.25,2.1,1.56,2.25,1.47,-0.5,,,,,,,,,,,,,,,,1484.82,1504.68
F2,12/11/04,Gueugnon,Lorient,2,1,H,0,1,A,1.8,2.87,4.5,1.9,2.8,4.2,1.95,2.7,4.2,1.9,2.9,3.8,1.83,3.0,4.0,1.91,2.8,4.2,1.9,2.8,4.2,2.2,1.51,1.95,1.64,-0.5,,,,,,,,,,,,,,,,1518.63,1490.87
F2,12/11/04,Le Havre,Angers,0,0,D,0,0,D,2.1,2.75,3.5,2.1,2.8,3.5,2.1,2.7,3.65,1.9,2.9,3.8,1.91,2.88,4.0,1.95,2.75,4.0,2.05,2.7,3.75,2.3,1.46,2.0,1.6,-0.5,,,,,,,,,,,,,,,,1448.61,1463.2
F2,12/11/04,Le Mans,Nancy,1,2,A,0,0,D,2.4,2.75,2.87,2.25,2.85,3.05,2.3,2.7,3.15,2.3,2.7,3.0,2.25,2.75,3.2,2.25,2.7,3.25,2.2,2.7,3.3,2.0,1.61,2.3,1.45,-0.5,,,,,,,,,,,,,,,,1546.66,1545.02
F2,12/11/04,Sedan,Montpellier,2,0,H,0,0,D,2.1,2.75,3.5,2.3,2.85,2.95,2.2,2.7,3.35,2.2,2.7,3.2,2.25,2.88,3.0,2.2,2.7,3.3,2.15,2.7,3.5,2.3,1.46,2.2,1.5,-0.5,,,,,,,,,,,,,,,,1536.6,1493.33
F2,13/11/04,Chateauroux,Laval,1,0,H,1,0,H,2.4,2.62,3.0,2.2,2.6,3.5,2.05,2.7,3.8,2.2,2.7,3.2,2.0,2.62,4.0,2.1,2.7,3.6,2.0,2.7,4.0,2.2,1.51,2.05,1.58,-0.5,,,,,,,,,,,,,,,,1488.01,1487.48
F2,13/11/04,Reims,Guingamp,3,2,H,0,1,A,2.1,2.75,3.5,2.1,2.7,3.6,2.2,2.7,3.35,2.3,2.7,3.0,2.1,2.8,3.4,2.1,2.75,3.5,2.15,2.7,3.5,2.2,1.51,2.2,1.5,-0.5,,,,,,,,,,,,,,,,1433.49,1516.09
F2,15/11/04,Brest,Dijon,1,1,D,1,1,D,1.8,2.87,4.5,1.75,2.85,5.0,1.75,2.85,5.0,1.75,2.9,4.6,1.73,2.88,5.0,1.73,2.88,5.0,1.7,3.0,5.0,2.1,1.56,1.75,1.82,-0.5,,,,,,,,,,,,,,,,1504.54,1480.54
F2,23/11/04,Gueugnon,Troyes,1,2,A,1,0,H,,,,2.15,2.7,3.5,,,,2.2,2.6,3.3,,,,,,,2.1,2.8,3.4,,,,,,,,,,,,,,,,,,,,,1526.73,1520.01
F2,26/11/04,Amiens,Creteil,0,0,D,0,0,D,1.72,2.9,5.0,1.7,3.0,5.0,1.67,3.0,5.2,1.75,2.9,4.3,1.67,2.88,5.5,1.67,3.1,5.0,1.65,3.0,5.5,2.2,1.51,1.67,1.9,-0.5,,,,,,,,,,,,,,,,1472.67,1404.21
F2,26/11/04,Angers,Grenoble,0,0,D,0,0,D,2.25,2.7,3.25,2.1,2.75,3.55,2.15,2.7,3.45,2.2,2.6,3.2,2.0,2.88,3.6,2.1,2.7,3.6,2.1,2.7,3.6,2.2,1.51,2.15,1.51,-0.5,,,,,,,,,,,,,,,,1466.21,1469.49
F2,26/11/04,Dijon,Sedan,1,0,H,0,0,D,2.5,2.62,2.9,2.4,2.7,3.0,2.45,2.65,2.95,2.5,2.6,2.8,2.25,2.88,3.0,2.4,2.7,3.0,2.4,2.7,3.0,2.3,1.46,2.45,1.4,-0.5,,,,,,,,,,,,,,,,1484.82,1544.22
F2,26/11/04,Guingamp,Le Mans,2,1,H,0,1,A,2.2,2.75,3.25,2.0,2.9,3.6,2.0,2.8,3.75,2.1,2.7,3.3,1.91,3.0,3.75,2.0,2.9,3.6,2.0,2.8,3.7,2.1,1.56,2.0,1.6,-0.5,,,,,,,,,,,,,,,,1504.22,1530.6
F2,26/11/04,Laval,Clermont,4,3,H,2,1,H,2.1,2.75,3.5,2.05,2.75,3.7,2.1,2.7,3.6,2.1,2.7,3.3,2.0,2.88,3.6,2.1,2.75,3.5,2.05,2.75,3.7,2.2,1.51,2.1,1.54,-0.5,,,,,,,,,,,,,,,,1478.5,1478.63
F2,26/11/04,Lorient,Le Havre,2,0,H,1,0,H,2.0,2.8,3.75,1.9,2.8,4.15,2.0,2.8,3.75,2.1,2.7,3.3,2.0,3.0,3.4,2.0,2.8,3.8,2.0,2.8,3.7,2.0,1.61,2.0,1.6,-0.5,,,,,,,,,,,,,,,,1482.77,1445.6
