Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,BWH,BWD,BWA,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SBH,SBD,SBA,WHH,WHD,WHA,GB>2.5,GB<2.5,GBAHH,GBAHA,GBAH,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,EloHome,EloAway
F2,26/11/04,Niort,Reims,0,1,A,0,0,D,2.1,2.75,3.5,1.95,2.8,4.0,2.0,2.8,3.75,1.9,2.9,3.6,1.91,3.0,3.75,2.0,2.8,3.75,2.05,2.75,3.7,2.1,1.56,2.0,1.6,-0.5,,,,,,,,,,,,,,,,1448.4,1445.36
F2,26/11/04,Troyes,Brest,2,0,H,1,0,H,1.9,2.75,4.2,1.85,2.85,4.3,1.91,2.75,4.25,1.85,2.9,3.8,1.91,3.0,3.75,1.91,2.88,4.0,1.95,2.7,4.2,2.2,1.51,1.91,1.67,-0.5,,,,,,,,,,,,,,,,1536.23,1500.26
F2,28/11/04,Montpellier,Chateauroux,0,0,D,0,0,D,1.9,2.87,4.0,1.85,2.85,4.3,1.95,2.8,3.9,2.0,2.7,3.6,1.8,3.0,4.33,1.95,2.8,4.0,1.95,2.8,3.9,2.2,1.51,1.95,1.63,-0.5,,,,,,,,,,,,,,,,1485.71,1496.99
F2,29/11/04,Nancy,Gueugnon,1,0,H,1,0,H,1.9,2.87,4.0,1.8,3.1,4.1,1.95,2.8,3.9,1.85,2.9,3.8,1.909,2.875,4.0,1.91,2.8,4.2,1.85,2.75,4.6,2.2,1.51,1.95,1.63,-0.5,,,,,,,,,,,,,,,,1561.08,1510.51
F2,03/12/04,Brest,Angers,1,0,H,1,0,H,1.72,2.9,5.0,1.8,2.8,4.75,1.85,2.85,4.35,1.9,2.7,4.0,1.8,2.88,4.5,1.85,2.8,4.33,1.95,2.9,3.75,2.3,1.46,1.85,1.72,-0.5,,,,,,,,,,,,,,,,1492.42,1462.82
F2,03/12/04,Creteil,Clermont,1,1,D,0,1,A,2.37,2.7,3.0,2.6,2.75,2.7,2.35,2.65,3.15,2.3,2.6,3.0,2.25,2.88,3.0,2.3,2.7,3.1,2.25,2.8,3.1,2.2,1.51,2.35,1.44,-0.5,,,,,,,,,,,,,,,,1409.84,1469.63
F2,03/12/04,Grenoble,Lorient,1,2,A,0,1,A,2.0,2.8,3.75,2.15,2.85,3.3,2.0,2.8,3.8,2.0,2.7,3.6,1.83,2.88,4.33,2.0,2.8,3.75,1.9,2.9,4.0,2.1,1.56,2.0,1.61,-0.5,,,,,,,,,,,,,,,,1472.88,1490.58
F2,03/12/04,Gueugnon,Guingamp,0,0,D,0,0,D,1.9,2.75,4.33,1.85,3.0,4.0,1.95,2.75,4.1,1.9,2.7,4.0,1.8,2.88,4.5,1.91,2.88,4.0,1.9,2.9,4.0,2.1,1.56,1.95,1.65,-0.5,,,,,,,,,,,,,,,,1503.11,1514.11
F2,03/12/04,Le Havre,Nancy,0,0,D,0,0,D,3.0,2.8,2.3,2.85,2.75,2.45,3.0,2.7,2.4,2.8,2.7,2.4,2.75,2.75,2.5,3.0,2.7,2.4,3.0,2.8,2.3,2.2,1.51,1.42,2.4,0.5,,,,,,,,,,,,,,,,1437.79,1568.48
F2,03/12/04,Le Mans,Niort,1,0,H,0,0,D,1.83,2.8,4.5,1.9,2.85,4.1,1.9,2.8,4.2,1.85,2.9,3.8,1.8,2.88,4.5,1.91,2.88,4.0,1.85,2.9,4.2,2.0,1.61,1.9,1.68,-0.5,,,,,,,,,,,,,,,,1520.71,1432.3
F2,03/12/04,Montpellier,Laval,3,1,H,1,0,H,2.0,2.7,4.0,2.0,2.9,3.6,2.0,2.8,3.8,1.9,2.9,3.6,1.91,2.88,4.0,1.91,2.88,4.0,1.9,2.9,4.0,2.2,1.51,2.0,1.61,-0.5,,,,,,,,,,,,,,,,1482.59,1487.5
F2,03/12/04,Reims,Amiens,0,0,D,0,0,D,2.25,2.62,3.4,2.25,2.75,3.2,2.2,2.7,3.35,2.3,2.6,3.0,2.2,2.8,3.2,2.2,2.7,3.3,2.1,2.8,3.4,2.2,1.51,2.2,1.5,-0.5,,,,,,,,,,,,,,,,1461.46,1467.04
F2,03/12/04,Sedan,Troyes,2,1,H,2,1,H,2.37,2.7,3.0,2.45,2.75,2.85,2.3,2.75,3.1,2.3,2.6,3.0,2.2,2.8,3.2,2.38,2.7,3.0,2.25,2.8,3.1,2.3,1.46,2.3,1.46,-0.5,,,,,,,,,,,,,,,,1533.17,1544.07
F2,06/12/04,Chateauroux,Dijon,2,1,H,0,0,D,2.2,2.8,3.2,1.95,2.75,4.1,2.1,2.7,3.6,1.9,2.7,4.0,2.0,2.875,3.6,2.1,2.7,3.6,2.25,2.7,3.25,2.3,1.46,2.1,1.54,-0.5,,,,,,,,,,,,,,,,1500.11,1495.87
F2,16/12/04,Lorient,Brest,3,0,H,0,0,D,2.25,2.7,3.25,2.3,2.7,3.2,2.2,2.65,3.5,2.1,2.6,3.4,2.25,2.75,3.2,2.25,2.7,3.25,2.3,2.8,3.0,2.2,1.51,2.2,1.51,-0.5,,,,,,,,,,,,,,,,1505.99,1500.46
F2,17/12/04,Amiens,Le Mans,0,0,D,0,0,D,2.1,2.75,3.5,2.1,2.8,3.5,2.1,2.7,3.6,2.3,2.6,3.0,2.1,2.88,3.4,2.1,2.75,3.5,2.0,2.9,3.6,2.45,1.41,2.1,1.54,-0.5,,,,,,,,,,,,,,,,1470.36,1527.03
F2,17/12/04,Angers,Sedan,2,2,D,0,2,A,2.5,2.75,2.75,2.65,2.65,2.75,2.4,2.75,2.9,2.7,2.5,2.7,2.4,2.88,2.75,2.5,2.75,2.75,2.5,2.8,2.75,2.2,1.51,2.4,1.41,-0.5,,,,,,,,,,,,,,,,1454.78,1542.53
F2,17/12/04,Clermont,Reims,0,0,D,0,0,D,2.0,2.8,3.75,2.1,2.8,3.5,2.05,2.7,3.75,2.1,2.6,3.5,1.91,2.88,4.0,2.0,2.8,3.75,1.95,2.9,3.75,2.2,1.51,3.95,1.11,-1.5,,,,,,,,,,,,,,,,1471.07,1458.14
F2,17/12/04,Dijon,Montpellier,1,0,H,1,0,H,2.3,2.75,3.1,2.4,2.75,2.95,2.35,2.75,2.95,2.4,2.6,2.9,2.2,2.75,3.25,2.3,2.75,3.1,2.2,2.8,3.2,2.2,1.51,2.35,1.42,-0.5,,,,,,,,,,,,,,,,1487.01,1491.75
F2,17/12/04,Guingamp,Le Havre,1,0,H,1,0,H,1.8,2.9,4.5,1.85,2.9,4.2,1.8,2.9,4.5,1.8,3.0,3.8,1.8,3.0,4.33,1.8,2.9,4.5,1.75,3.0,4.5,2.1,1.55,1.8,1.76,-0.5,,,,,,,,,,,,,,,,1517.24,1438.89
F2,17/12/04,Laval,Creteil,0,0,D,0,0,D,1.72,3.1,4.5,1.75,3.0,4.6,1.75,2.85,4.95,1.75,2.9,4.3,1.67,2.88,5.5,1.73,3.1,4.5,1.65,3.2,4.8,2.0,1.61,1.75,1.81,-0.5,,,,,,,,,,,,,,,,1478.34,1408.4
F2,17/12/04,Nancy,Grenoble,2,0,H,1,0,H,1.57,3.25,5.5,1.6,3.25,5.25,1.53,3.3,6.0,1.65,3.0,4.8,1.57,3.2,6.0,1.53,3.1,6.5,1.4,3.5,8.0,2.1,1.56,1.53,2.13,-0.5,,,,,,,,,,,,,,,,1567.38,1457.47
F2,17/12/04,Niort,Gueugnon,1,1,D,0,1,A,2.5,2.7,2.8,2.65,2.7,2.7,2.4,2.75,2.9,2.4,2.7,2.8,2.25,2.75,3.2,2.5,2.7,2.8,2.4,2.8,2.85,2.2,1.51,2.4,1.41,-0.5,,,,,,,,,,,,,,,,1425.98,1499.98
F2,17/12/04,Troyes,Chateauroux,5,5,D,2,1,H,1.83,3.0,4.0,1.8,2.9,4.5,1.9,2.75,4.3,1.9,2.7,4.0,1.8,2.88,4.5,1.85,2.88,4.2,1.8,3.0,4.2,2.2,1.51,1.9,1.68,-0.5,,,,,,,,,,,,,,,,1534.71,1508.97
F2,10/01/05,Sedan,Nancy,2,0,H,1,0,H,2.37,2.8,2.87,2.25,2.9,3.0,2.35,2.75,3.0,2.3,2.6,3.0,,,,2.38,2.8,2.9,,,,2.1,1.56,2.35,1.43,-0.5,,,,,,,,,,,,,,,,1542.97,1573.13
F2,11/01/05,Brest,Guingamp,2,2,D,1,1,D,2.0,2.7,4.0,2.0,2.75,3.85,2.1,2.7,3.6,2.0,2.7,3.6,1.9,2.87,4.0,2.0,2.75,3.8,2.0,2.75,3.8,2.1,1.56,2.1,1.54,-0.5,,,,,,,,,,,,,,,,1491.64,1523.83
F2,11/01/05,Chateauroux,Lorient,3,0,H,1,0,H,2.1,2.7,3.75,2.15,2.65,3.6,2.15,2.6,3.65,2.1,2.6,3.5,2.0,2.8,3.75,2.2,2.7,3.3,2.05,2.7,3.75,2.1,1.56,2.15,1.52,-0.5,,,,,,,,,,,,,,,,1513.31,1514.81
F2,11/01/05,Dijon,Troyes,1,1,D,1,1,D,2.3,2.87,3.0,2.3,2.9,2.9,2.3,2.8,3.0,2.2,2.7,3.1,2.1,3.0,3.2,2.3,2.75,3.1,2.25,2.75,3.2,1.95,1.66,2.3,1.45,-0.5,,,,,,,,,,,,,,,,1496.17,1530.37
F2,11/01/05,Grenoble,Niort,5,1,H,1,1,D,1.9,2.7,4.33,1.9,2.85,4.1,1.93,2.7,4.25,1.9,2.7,4.0,1.8,3.0,4.33,1.95,2.75,4.0,1.83,2.8,4.5,2.1,1.56,1.93,1.65,-0.5,,,,,,,,,,,,,,,,1451.72,1425.05
F2,11/01/05,Gueugnon,Clermont,2,0,H,1,0,H,1.83,2.8,4.5,1.9,2.7,4.4,1.9,2.7,4.4,1.9,2.7,4.0,1.9,2.62,4.5,1.91,2.7,4.33,1.9,2.75,4.2,2.1,1.56,1.9,1.67,-0.5,,,,,,,,,,,,,,,,1500.91,1467.14
F2,11/01/05,Laval,Reims,1,2,A,1,1,D,1.83,2.8,4.5,1.85,2.85,4.3,1.85,2.8,4.45,1.9,2.7,4.0,1.9,2.87,4.0,1.91,2.75,4.2,1.83,2.8,4.5,2.1,1.56,1.85,1.72,-0.5,,,,,,,,,,,,,,,,1472.67,1462.07
F2,11/01/05,Le Havre,Amiens,1,0,H,0,0,D,2.4,2.6,3.1,2.5,2.65,2.9,2.35,2.65,3.1,2.4,2.6,2.9,2.37,2.87,2.8,2.4,2.7,3.0,2.4,2.6,3.1,2.3,1.46,2.35,1.43,-0.5,,,,,,,,,,,,,,,,1432.3,1468.81
F2,11/01/05,Le Mans,Creteil,1,0,H,0,0,D,1.66,3.0,5.5,1.65,3.0,5.5,1.75,2.9,4.85,1.65,2.9,5.0,1.72,2.87,5.0,1.75,2.8,5.0,1.66,2.9,5.5,2.1,1.56,1.75,1.81,-0.5,,,,,,,,,,,,,,,,1528.58,1414.07
F2,11/01/05,Montpellier,Angers,2,1,H,0,0,D,1.72,2.9,5.0,1.7,3.0,5.0,1.75,2.85,5.0,1.6,3.0,5.2,1.72,2.87,5.0,1.75,2.9,4.75,1.66,2.9,5.5,2.1,1.56,1.75,1.82,-0.5,,,,,,,,,,,,,,,,1482.59,1454.34
F2,14/01/05,Angers,Dijon,2,2,D,2,0,H,2.5,2.62,2.9,2.3,2.65,3.2,2.25,2.7,3.25,2.4,2.6,2.9,2.2,2.8,3.2,2.3,2.7,3.1,2.3,2.62,3.2,2.1,1.56,2.25,1.47,-0.5,,,,,,,,,,,,,,,,1446.26,1493.83
F2,14/01/05,Clermont,Le Havre,0,1,A,0,0,D,1.9,2.87,4.0,,,,1.9,2.9,4.0,1.9,2.7,4.0,1.8,3.0,4.33,1.8,2.88,4.5,1.9,2.87,4.0,2.2,1.51,1.9,1.68,-0.5,,,,,,,,,,,,,,,,1459.23,1442.54
F2,14/01/05,Creteil,Gueugnon,3,0,H,3,0,H,2.62,2.75,2.62,,,,2.4,2.7,3.0,2.6,2.5,2.8,2.5,2.62,2.88,2.5,2.6,2.9,2.75,2.5,2.75,2.2,1.51,2.4,1.42,-0.5,,,,,,,,,,,,,,,,1408.44,1508.82
F2,14/01/05,Guingamp,Sedan,4,0,H,1,0,H,2.25,2.75,3.2,2.05,2.85,3.5,2.15,2.75,3.4,2.1,2.6,3.5,2.1,3.0,3.2,2.2,2.75,3.25,2.2,2.75,3.25,2.1,1.56,2.15,1.52,-0.5,,,,,,,,,,,,,,,,1526.24,1552.99
F2,14/01/05,Lorient,Montpellier,1,2,A,0,1,A,2.2,2.8,3.2,2.25,2.8,3.1,2.2,2.75,3.3,2.2,2.6,3.2,2.1,3.0,3.2,2.2,2.7,3.3,2.2,2.75,3.25,1.95,1.66,2.2,1.5,-0.5,,,,,,,,,,,,,,,,1505.76,1490.67
F2,14/01/05,Niort,Brest,1,1,D,1,0,H,2.5,2.62,2.9,2.35,2.7,3.05,2.35,2.75,3.0,2.4,2.5,3.0,2.38,2.88,2.8,2.4,2.7,3.0,2.4,2.75,2.9,2.2,1.51,2.35,1.43,-0.5,,,,,,,,,,,,,,,,1416.92,1489.23
F2,14/01/05,Reims,Le Mans,0,1,A,0,0,D,2.1,2.75,3.5,2.0,2.8,3.75,2.1,2.75,3.55,2.1,2.6,3.5,2.0,2.88,3.6,2.1,2.75,3.5,2.1,2.75,3.5,2.0,1.61,2.1,1.55,-0.5,,,,,,,,,,,,,,,,1478.42,1534.21
F2,14/01/05,Troyes,Laval,0,2,A,0,1,A,1.72,3.1,4.5,1.7,3.0,5.0,1.7,3.0,5.0,1.65,2.9,5.0,1.73,2.88,5.0,1.7,3.0,5.0,1.66,2.9,5.5,1.8,1.8,1.7,1.88,-0.5,,,,,,,,,,,,,,,,1532.71,1456.32
F2,16/01/05,Nancy,Chateauroux,1,1,D,1,0,H,1.72,3.1,4.5,1.65,3.0,5.5,1.75,2.95,4.7,1.8,2.6,4.6,1.67,2.88,5.5,1.73,2.88,5.0,1.72,2.9,5.0,2.1,1.56,1.75,1.81,-0.5,,,,,,,,,,,,,,,,1563.11,1522.36
F2,17/01/05,Amiens,Grenoble,0,2,A,0,0,D,1.9,2.75,4.2,2.05,2.8,3.6,2.1,2.8,3.5,2.1,2.6,3.5,2.0,2.88,3.6,2.0,2.8,3.75,1.83,2.87,4.33,2.3,1.46,2.1,1.56,-0.5,,,,,,,,,,,,,,,,1458.57,1459.85
F2,21/01/05,Brest,Amiens,1,1,D,1,1,D,1.9,2.8,4.0,1.95,2.8,4.0,2.0,2.65,4.05,2.0,2.6,3.8,2.0,2.8,3.75,2.0,2.75,3.8,1.9,2.75,4.2,2.2,1.51,2.0,1.6,-0.5,,,,,,,,,,,,,,,,1490.22,1442.61
F2,21/01/05,Chateauroux,Guingamp,2,0,H,0,0,D,2.1,2.62,3.75,2.05,2.6,4.0,2.1,2.7,3.6,2.2,2.5,3.5,2.0,2.7,4.0,2.05,2.6,4.0,2.05,2.6,4.0,2.1,1.56,2.1,1.54,-0.5,,,,,,,,,,,,,,,,1527.16,1536.14
F2,21/01/05,Dijon,Lorient,0,0,D,0,0,D,2.1,2.75,3.5,1.9,2.75,4.3,2.1,2.7,3.6,2.1,2.7,3.3,1.91,2.88,4.0,2.0,2.75,3.8,2.0,2.7,4.0,1.95,1.65,2.1,1.54,-0.5,,,,,,,,,,,,,,,,1495.7,1489.26
F2,21/01/05,Gueugnon,Reims,1,1,D,1,0,H,1.9,2.8,4.0,1.9,2.65,4.6,1.9,2.75,4.25,2.0,2.6,3.8,1.91,2.7,4.33,1.91,2.7,4.33,1.9,2.62,4.5,2.0,1.61,1.9,1.67,-0.5,,,,,,,,,,,,,,,,1496.31,1464.34
F2,21/01/05,Laval,Le Mans,1,2,A,1,2,A,2.2,2.75,3.25,2.1,2.9,3.3,2.2,2.75,3.25,2.3,2.6,3.0,2.0,3.0,3.5,2.1,2.75,3.5,2.1,2.7,3.6,1.95,1.65,2.2,1.49,-0.5,,,,,,,,,,,,,,,,1474.67,1548.29
F2,21/01/05,Le Havre,Creteil,1,1,D,1,0,H,2.0,2.7,4.0,2.0,2.75,3.85,1.9,2.75,4.25,1.85,2.7,4.2,1.91,2.7,4.33,1.95,2.75,4.0,1.83,2.7,4.8,2.2,1.51,1.9,1.67,-0.5,,,,,,,,,,,,,,,,1459.09,1420.95
F2,21/01/05,Sedan,Niort,0,0,D,0,0,D,1.57,3.25,5.5,1.55,3.25,5.9,1.62,3.1,5.4,1.65,3.0,4.8,1.62,3.0,6.0,1.57,3.1,6.0,1.57,2.87,7.0,1.9,1.7,1.62,1.97,-0.5,,,,,,,,,,,,,,,,1543.09,1415.93
F2,21/01/05,Troyes,Angers,4,1,H,2,0,H,1.61,3.1,5.5,1.7,3.0,5.0,1.67,3.0,5.2,1.75,2.8,4.5,1.7,2.8,5.5,1.62,3.1,5.5,1.57,2.87,7.0,1.9,1.7,1.67,1.9,-0.5,,,,,,,,,,,,,,,,1514.36,1444.39
F2,23/01/05,Montpellier,Nancy,1,1,D,1,1,D,2.37,2.7,3.0,2.15,2.8,3.35,2.2,2.75,3.25,2.2,2.6,3.2,2.2,2.8,3.2,2.2,2.75,3.25,2.2,2.7,3.3,2.0,1.61,2.2,1.49,-0.5,,,,,,,,,,,,,,,,1507.17,1558.31
F2,24/01/05,Lorient,Troyes,1,2,A,1,2,A,2.29,2.79,3.0,2.3,2.8,3.05,,,,,,,2.375,3.0,2.75,2.3,2.75,3.1,,,,,,,,,,,,,,,,,,,,,,,,1492.97,1521.19
F2,25/01/05,Amiens,Sedan,1,2,A,0,1,A,2.5,2.62,2.89,2.5,2.8,2.75,2.35,2.75,3.0,2.5,2.7,2.8,2.25,2.875,3.0,2.3,2.7,3.1,2.2,2.7,3.3,2.1,1.56,2.35,1.43,-0.5,,,,,,,,,,,,,,,,1447.62,1535.91
F2,25/01/05,Angers,Laval,0,1,A,0,0,D,2.29,2.7,3.1,2.35,2.85,2.9,2.25,2.7,3.25,2.3,2.5,3.3,2.2,2.8,3.2,2.3,2.7,3.1,2.2,2.7,3.3,1.85,1.74,2.25,1.47,-0.5,,,,,,,,,,,,,,,,1437.56,1461.22
F2,25/01/05,Clermont,Brest,0,0,D,0,0,D,2.25,2.7,3.25,2.25,2.75,3.2,2.25,2.7,3.25,2.3,2.5,3.3,2.2,2.75,3.25,2.2,2.7,3.3,2.2,2.7,3.3,2.1,1.56,2.25,1.47,-0.5,,,,,,,,,,,,,,,,1442.68,1485.21
F2,25/01/05,Creteil,Grenoble,0,0,D,0,0,D,2.29,2.7,3.1,2.25,2.75,3.2,2.2,2.75,3.3,2.3,2.6,3.1,2.25,2.875,3.0,2.25,2.7,3.25,2.15,2.7,3.5,2.1,1.56,2.2,1.5,-0.5,,,,,,,,,,,,,,,,1425.67,1475.81
F2,25/01/05,Le Mans,Gueugnon,1,2,A,1,0,H,1.9,2.75,4.2,1.9,2.8,4.15,1.9,2.8,4.2,1.85,2.8,4.2,1.909,2.875,4.0,1.85,2.875,4.2,1.75,2.85,4.9,2.1,1.56,1.9,1.68,-0.5,,,,,,,,,,,,,,,,1561.74,1491.78
F2,25/01/05,Niort,Chateauroux,0,0,D,0,0,D,2.62,2.62,2.75,2.55,2.65,2.85,2.65,2.7,2.65,2.5,2.7,2.8,2.5,2.75,2.75,2.625,2.7,2.7,2.7,2.6,2.7,1.95,1.66,2.65,1.34,-0.5,,,,,,,,,,,,,,,,1423.11,1536.46
F2,25/01/05,Reims,Le Havre,3,0,H,1,0,H,1.9,2.79,4.0,,,,2.0,2.7,4.0,2.0,2.8,3.6,2.0,2.75,3.75,2.0,2.8,3.75,1.85,2.85,4.3,2.2,1.51,2.0,1.61,-0.5,,,,,,,,,,,,,,,,1468.87,1454.37
F2,26/01/05,Guingamp,Montpellier,3,1,H,0,0,D,2.0,2.79,3.5,2.35,3.0,2.75,2.1,2.75,3.5,2.1,2.8,3.3,2.1,3.0,3.2,2.0,2.75,3.8,2.0,2.85,3.7,1.9,1.7,2.1,1.54,-0.5,,,,,,,,,,,,,,,,1526.84,1505.42
F2,28/01/05,Angers,Lorient,2,0,H,1,0,H,2.37,2.7,3.0,2.35,2.75,3.0,2.3,2.75,3.05,2.2,2.7,3.2,2.2,2.8,3.2,2.3,2.75,3.1,2.3,2.75,3.05,,,,,,,,,,,,,,,,,,,,,1422.36,1477.92
F2,28/01/05,Brest,Creteil,1,0,H,0,0,D,1.72,2.87,5.0,1.65,2.9,5.75,1.75,2.85,4.95,1.8,2.7,4.7,1.727,2.875,5.0,1.727,2.875,5.0,1.75,2.85,4.95,,,,,,,,,,,,,,,,,,,,,1487.26,1423.89
F2,28/01/05,Chateauroux,Amiens,1,0,H,1,0,H,1.72,2.89,5.0,1.75,2.7,5.5,1.7,2.9,5.25,1.7,2.8,5.2,1.8,2.9,4.5,1.8,2.8,4.75,1.7,2.9,5.25,,,,,,,,,,,,,,,,,,,,,1535.98,1434.7
F2,28/01/05,Le Havre,Le Mans,0,1,A,0,1,A,2.5,2.75,2.75,2.5,2.75,2.8,2.5,2.7,2.8,2.4,2.7,2.9,2.3,2.9,2.9,2.5,2.75,2.8,2.5,2.7,2.8,,,,,,,,,,,,,,,,,,,,,1445.85,1543.57
F2,28/01/05,Sedan,Clermont,2,0,H,2,0,H,1.61,3.25,5.0,1.55,2.95,7.15,1.6,3.15,5.5,1.65,2.9,5.4,1.571,3.1,6.0,1.6,3.0,6.0,1.6,3.15,5.5,,,,,,,,,,,,,,,,,,,,,1548.83,1440.63
F2,29/01/05,Montpellier,Niort,2,0,H,1,0,H,1.57,3.25,5.5,1.6,3.0,6.15,1.6,3.15,5.5,1.55,3.0,5.8,1.615,3.0,6.0,1.571,3.1,6.0,1.6,3.15,5.5,,,,,,,,,,,,,,,,,,,,,1497.12,1423.59
F2,31/01/05,Laval,Gueugnon,1,0,H,0,0,D,2.25,2.75,3.2,2.2,2.75,3.3,2.15,2.8,3.3,2.2,2.7,3.2,2.1,2.875,3.4,2.2,2.75,3.25,2.15,2.8,3.3,,,,,,,,,,,,,,,,,,,,,1476.42,1509.95
F2,04/02/05,Amiens,Montpellier,2,0,H,1,0,H,2.5,2.75,2.75,2.45,2.85,2.75,2.5,2.75,2.75,2.6,2.8,2.6,2.4,2.88,2.8,2.5,2.75,2.8,2.5,2.62,2.9,2.3,1.46,2.5,1.38,-0.5,,,,,,,,,,,,,,,,1428.73,1503.85
F2,04/02/05,Clermont,Chateauroux,2,0,H,0,0,D,2.63,2.63,2.75,2.5,2.8,2.75,2.6,2.6,2.8,2.8,2.6,2.6,2.5,2.75,2.75,2.6,2.62,2.8,2.6,2.6,2.8,2.3,1.46,2.6,1.35,-0.5,,,,,,,,,,,,,,,,1434.84,1541.95
F2,04/02/05,Creteil,Sedan,2,0,H,0,0,D,2.75,2.63,2.63,2.6,2.8,2.65,2.65,2.7,2.65,2.7,2.6,2.7,2.5,2.8,2.75,2.6,2.7,2.7,2.5,2.75,2.8,2.2,1.51,2.65,1.34,-0.5,,,,,,,,,,,,,,,,1416.87,1554.62
F2,04/02/05,Gueugnon,Le Havre,1,0,H,1,0,H,1.8,2.88,4.5,1.7,2.95,5.15,1.72,2.9,5.0,1.75,2.8,4.8,1.7,3.0,5.0,1.75,3.0,4.5,1.72,2.87,5.0,2.2,1.51,1.72,1.84,-0.5,,,,,,,,,,,,,,,,1499.81,1433.27
F2,04/02/05,Guingamp,Troyes,0,1,A,0,0,D,2.25,2.75,3.2,2.15,2.75,3.4,2.15,2.85,3.25,2.2,2.7,3.2,2.1,3.0,3.2,2.2,2.7,3.3,2.2,2.75,3.25,1.85,1.74,2.15,1.52,-0.5,,,,,,,,,,,,,,,,1535.14,1536.24
F2,04/02/05,Le Mans,Grenoble,1,0,H,1,0,H,1.8,2.88,4.5,1.7,3.0,5.0,1.72,2.9,5.0,1.65,2.9,5.4,1.7,3.0,5.0,1.73,2.9,5.0,1.72,2.87,5.0,2.1,1.56,1.72,1.84,-0.5,,,,,,,,,,,,,,,,1556.15,1477.59
F2,04/02/05,Lorient,Laval,1,1,D,0,1,A,2.25,2.75,3.2,2.15,2.8,3.35,2.15,2.85,3.25,2.2,2.8,3.1,2.0,2.9,3.6,2.2,2.75,3.25,2.2,2.75,3.25,2.0,1.61,2.15,1.52,-0.5,,,,,,,,,,,,,,,,1467.01,1486.56
F2,04/02/05,Nancy,Angers,3,1,H,1,0,H,1.5,3.4,6.0,1.5,3.2,7.0,1.5,3.5,5.8,1.4,3.5,7.0,1.5,3.2,7.0,1.5,3.4,6.0,1.5,3.2,7.0,1.9,1.7,1.5,2.18,-0.5,,,,,,,,,,,,,,,,1560.06,1433.27
F2,04/02/05,Niort,Dijon,0,0,D,0,0,D,2.38,2.7,3.0,2.4,2.8,2.85,2.4,2.7,2.95,2.3,2.6,3.1,2.2,2.8,3.2,2.3,2.7,3.1,2.25,2.75,3.2,2.3,1.46,2.4,1.41,-0.5,,,,,,,,,,,,,,,,1416.86,1491.99
F2,04/02/05,Reims,Brest,0,0,D,0,0,D,2.1,2.75,3.5,2.1,2.8,3.5,2.1,2.7,3.6,2.2,2.6,3.3,1.91,3.0,3.75,2.1,2.7,3.6,1.9,2.87,4.0,2.3,1.46,2.1,1.54,-0.5,,,,,,,,,,,,,,,,1477.39,1494.28
F2,08/02/05,Grenoble,Clermont,1,0,H,0,0,D,2.0,2.75,3.8,2.1,2.65,3.75,2.05,2.65,3.9,2.1,2.6,3.6,1.83,2.8,4.5,2.0,2.75,3.8,1.9,2.75,4.2,2.2,1.51,2.05,1.58,-0.5,,,,,,,,,,,,,,,,1471.0,1447.6
F2,11/02/05,Nancy,Dijon,2,0,H,1,0,H,1.57,3.1,6.0,1.5,3.0,8.25,1.5,3.3,6.5,1.45,3.4,6.5,1.57,3.0,6.5,1.53,3.25,6.0,1.5,3.3,6.5,1.9,1.7,1.5,2.19,-0.5,,,,,,,,,,,,,,,,1565.39,1492.88
F2,15/02/05,Dijon,Guingamp,1,1,D,0,1,A,2.1,2.7,3.75,1.95,2.6,4.4,2.05,2.7,3.75,2.1,2.6,3.6,,,,2.1,2.7,3.6,2.05,2.7,3.75,2.2,1.51,2.05,1.57,-0.5,,,,,,,,,,,,,,,,1486.12,1519.17
F2,15/02/05,Troyes,Nancy,2,1,H,2,1,H,2.2,2.75,3.25,2.35,2.8,2.95,2.15,2.7,3.45,2.2,2.6,3.3,,,,2.25,2.7,3.25,2.2,2.7,3.35,2.1,1.56,2.15,1.51,-0.5,,,,,,,,,,,,,,,,1552.21,1572.15
F2,18/02/05,Angers,Guingamp,1,0,H,0,0,D,2.37,2.7,3.0,2.3,2.75,3.1,2.4,2.65,3.0,2.4,2.6,3.0,2.25,2.8,3.1,2.4,2.7,2.9,2.3,2.7,3.1,2.1,1.56,2.4,1.41,-0.5,,,,,,,,,,,,,,,,1427.94,1521.55
F2,18/02/05,Chateauroux,Creteil,2,2,D,1,2,A,1.72,2.87,5.0,1.7,2.85,5.5,1.7,2.85,5.4,1.65,2.9,5.4,1.7,3.0,5.0,1.73,2.8,5.2,1.66,2.87,5.5,2.3,1.46,1.7,1.87,-0.5,,,,,,,,,,,,,,,,1529.19,1430.72
F2,18/02/05,Dijon,Amiens,2,1,H,1,1,D,2.1,2.75,3.5,2.0,2.8,3.75,2.05,2.7,3.75,2.1,2.6,3.6,2.0,2.88,3.6,2.1,2.7,3.5,2.0,2.7,4.0,2.45,1.41,2.05,1.57,-0.5,,,,,,,,,,,,,,,,1483.74,1440.34
