Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,BWH,BWD,BWA,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SBH,SBD,SBA,WHH,WHD,WHA,GB>2.5,GB<2.5,GBAHH,GBAHA,GBAH,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,EloHome,EloAway
T1,17/10/04,A. Sebatspor,Istanbulspor,2,2,D,1,2,A,2.0,3.2,3.2,2.1,3.5,2.85,2.15,3.25,2.8,2.2,3.1,2.8,2.2,3.25,2.75,2.2,3.25,2.8,2.3,3.15,2.7,1.71,1.95,2.15,1.5,-0.5,,,,,,,,,,,,,,,,1419.65,1415.08
T1,17/10/04,Ankaraspor,Trabzonspor,1,1,D,0,0,D,4.5,3.5,1.61,4.3,3.4,1.7,4.75,3.4,1.6,4.4,3.3,1.65,4.0,3.6,1.67,4.5,3.4,1.67,4.5,3.4,1.65,1.65,2.0,1.98,1.6,0.5,,,,,,,,,,,,,,,,1425.12,1656.88
T1,17/10/04,Denizlispor,Konyaspor,2,1,H,1,0,H,1.57,3.5,5.0,1.55,3.5,5.5,1.6,3.4,4.75,1.65,3.3,4.4,1.62,3.6,4.5,1.57,3.6,5.0,1.5,3.6,5.5,1.6,2.1,1.6,1.98,-0.5,,,,,,,,,,,,,,,,1522.65,1468.29
T1,17/10/04,Galatasaray,Kayserispor,5,1,H,2,0,H,1.16,6.0,10.0,1.15,6.0,13.0,1.15,6.0,13.0,1.15,6.0,12.0,1.17,5.5,13.0,1.17,6.0,11.0,1.14,6.0,12.0,,,,,,,,,,,,,,,,,,,,,1626.42,1349.71
T1,17/10/04,Malatyaspor,Samsunspor,1,2,A,0,1,A,1.72,3.4,4.0,1.8,3.35,3.85,1.7,3.3,4.25,1.75,3.2,4.0,1.67,3.6,4.0,1.73,3.25,4.33,1.7,3.4,4.2,1.6,2.1,1.7,1.86,-0.5,,,,,,,,,,,,,,,,1530.47,1464.19
T1,23/10/04,Istanbulspor,Malatyaspor,0,2,A,0,0,D,2.75,3.25,2.2,2.85,3.35,2.15,2.75,3.25,2.2,3.1,3.0,2.1,2.75,3.25,2.2,2.88,3.2,2.2,2.75,3.25,2.2,1.65,2.0,1.49,2.2,0.5,,,,,,,,,,,,,,,,1418.73,1512.41
T1,23/10/04,Konyaspor,Gaziantepspor,2,2,D,1,1,D,2.4,3.4,2.4,2.35,3.15,2.7,2.35,3.3,2.5,2.5,3.0,2.5,2.2,3.25,2.75,2.4,3.2,2.6,2.5,3.15,2.45,1.6,2.1,2.35,1.42,-0.5,,,,,,,,,,,,,,,,1461.0,1549.1
T1,23/10/04,Samsunspor,Genclerbirligi,2,0,H,1,0,H,1.8,3.4,3.75,1.85,3.35,3.7,1.87,3.3,3.5,1.9,3.1,3.5,1.83,3.4,3.5,1.83,3.25,4.0,1.9,3.3,3.3,1.6,2.1,1.87,1.7,-0.5,,,,,,,,,,,,,,,,1482.25,1483.7
T1,23/10/04,Trabzonspor,Galatasaray,0,1,A,0,0,D,2.2,3.25,2.75,2.35,3.25,2.65,2.2,3.25,2.75,2.3,3.0,2.7,2.38,3.25,2.6,2.25,3.2,2.8,2.37,3.1,2.62,1.75,1.9,2.2,1.49,-0.5,,,,,,,,,,,,,,,,1652.35,1628.99
T1,24/10/04,Ankaragucu,Besiktas,1,4,A,1,2,A,3.2,3.4,1.9,3.3,3.55,1.9,3.4,3.3,1.9,3.2,3.1,2.0,3.25,3.4,1.91,3.5,3.25,1.91,3.1,3.3,2.0,1.65,2.0,1.67,1.9,0.5,,,,,,,,,,,,,,,,1479.71,1563.9
T1,24/10/04,Diyarbakirspor,Ankaraspor,1,0,H,0,0,D,2.0,3.2,3.2,2.15,3.2,3.0,2.05,3.3,3.0,2.0,3.1,3.2,2.1,3.4,2.8,2.1,3.2,3.1,2.2,3.2,2.8,1.65,2.0,2.05,1.57,-0.5,,,,,,,,,,,,,,,,1419.03,1429.65
T1,24/10/04,Fenerbahce,Sakaryaspor,6,0,H,3,0,H,1.14,6.0,13.0,1.15,6.0,13.0,1.14,6.0,12.6,1.15,6.0,12.0,1.1,7.0,15.0,1.14,6.0,13.0,1.14,6.0,12.0,1.45,2.45,1.14,4.06,-0.5,,,,,,,,,,,,,,,,1709.49,1366.13
T1,24/10/04,Kayserispor,A. Sebatspor,4,1,H,3,0,H,2.1,3.25,3.0,2.15,3.3,2.9,2.1,3.25,2.95,2.2,2.9,3.0,2.2,3.25,2.75,2.2,3.1,3.0,2.2,3.1,2.9,1.65,2.0,2.1,1.55,-0.5,,,,,,,,,,,,,,,,1347.14,1416.0
T1,24/10/04,Rizespor,Denizlispor,2,0,H,1,0,H,2.25,3.2,2.75,2.2,3.2,2.9,2.25,3.25,2.7,2.3,3.0,2.7,2.2,3.25,2.75,2.25,3.1,2.88,2.35,3.25,2.55,1.65,2.0,2.25,1.47,-0.5,,,,,,,,,,,,,,,,1456.52,1529.94
T1,29/10/04,Trabzonspor,Diyarbakirspor,4,1,H,2,0,H,1.3,4.33,8.0,1.35,4.2,7.5,1.3,4.5,7.5,1.35,4.0,7.0,1.4,3.75,7.0,1.25,5.0,9.0,1.33,4.0,8.0,1.6,2.1,1.8,1.63,-1.5,,,,,,,,,,,,,,,,1635.59,1428.38
T1,30/10/04,Besiktas,Fenerbahce,2,1,H,0,0,D,2.62,3.1,2.37,2.6,3.3,2.35,2.6,3.15,2.45,2.5,3.0,2.5,2.5,3.25,2.38,2.75,3.2,2.3,2.62,3.1,2.37,1.71,1.95,1.42,2.45,0.5,,,,,,,,,,,,,,,,1576.97,1711.3
T1,30/10/04,Denizlispor,Samsunspor,2,0,H,2,0,H,1.9,3.25,3.4,1.95,3.25,3.4,1.9,3.2,3.55,1.9,3.1,3.5,1.91,3.4,3.25,1.91,3.2,3.6,1.9,3.25,3.4,1.65,2.0,1.9,1.68,-0.5,,,,,,,,,,,,,,,,1518.39,1491.3
T1,30/10/04,Gaziantepspor,Rizespor,0,1,A,0,1,A,1.72,3.4,4.0,1.85,3.35,3.65,1.8,3.3,3.8,1.65,3.3,4.4,1.73,3.5,3.75,1.83,3.25,3.75,1.7,3.4,4.1,1.71,1.95,1.8,1.77,-0.5,,,,,,,,,,,,,,,,1549.53,1468.07
T1,30/10/04,Genclerbirligi,Istanbulspor,1,0,H,1,0,H,1.57,3.5,5.0,1.65,3.5,4.5,1.6,3.5,4.7,1.45,3.8,5.4,1.67,3.6,4.0,1.62,3.5,4.75,1.55,3.6,5.0,1.65,2.0,1.55,2.06,-0.5,,,,,,,,,,,,,,,,1474.65,1406.0
T1,31/10/04,Ankaraspor,Ankaragucu,2,0,H,1,0,H,2.37,3.1,2.62,2.3,3.25,2.7,2.35,3.15,2.65,2.3,3.0,2.7,2.38,3.25,2.6,2.5,3.2,2.5,2.5,3.25,2.4,1.75,1.9,2.35,1.44,-0.5,,,,,,,,,,,,,,,,1420.3,1466.64
T1,31/10/04,Galatasaray,A. Sebatspor,2,0,H,0,0,D,1.08,7.5,15.0,1.08,8.0,16.0,1.12,6.3,14.0,1.12,6.5,13.0,1.1,7.0,13.0,1.11,7.0,13.0,1.1,7.0,13.0,,,,,,,,,,,,,,,,,,,,,1645.75,1404.62
T1,31/10/04,Malatyaspor,Kayserispor,0,1,A,0,1,A,1.36,4.0,7.0,1.45,3.9,6.0,1.4,4.0,6.3,1.35,4.0,7.0,1.4,3.75,7.0,1.4,3.75,7.5,1.3,4.5,7.5,1.55,2.2,2.0,1.5,-1.5,,,,,,,,,,,,,,,,1525.14,1358.52
T1,31/10/04,Sakaryaspor,Konyaspor,1,4,A,1,2,A,2.3,3.25,2.62,2.55,3.2,2.45,2.55,3.1,2.45,2.4,3.0,2.6,2.6,3.25,2.38,2.5,3.2,2.5,2.35,3.2,2.6,1.65,2.0,1.4,2.45,0.5,,,,,,,,,,,,,,,,1364.32,1460.57
T1,05/11/04,Diyarbakirspor,Galatasaray,2,0,H,1,0,H,5.5,3.6,1.5,6.0,3.6,1.5,5.25,3.5,1.55,4.6,3.4,1.6,5.0,3.6,1.57,4.5,3.4,1.67,4.8,3.4,1.6,1.65,2.0,2.27,1.45,0.5,,,,,,,,,,,,,,,,1424.74,1648.83
T1,06/11/04,A. Sebatspor,Malatyaspor,1,1,D,0,0,D,3.4,3.25,1.9,3.6,3.4,1.85,3.7,3.25,1.85,3.5,3.2,1.85,3.6,3.4,1.8,3.6,3.2,1.91,3.55,3.3,1.85,1.65,2.0,1.73,1.85,0.5,,,,,,,,,,,,,,,,1401.54,1504.57
T1,06/11/04,Fenerbahce,Ankaraspor,1,0,H,1,0,H,1.22,5.0,9.0,1.2,5.5,10.5,1.23,5.0,9.5,1.25,4.5,9.0,1.2,5.5,9.0,1.2,5.5,10.0,1.22,5.0,9.5,1.5,2.3,1.23,3.28,-0.5,,,,,,,,,,,,,,,,1697.57,1430.88
T1,06/11/04,Istanbulspor,Denizlispor,1,1,D,1,1,D,3.2,3.2,2.0,3.5,3.35,1.9,3.25,3.2,2.0,3.4,3.2,1.9,3.2,3.2,2.0,3.25,3.25,2.0,3.1,3.3,2.0,1.71,1.95,1.61,2.0,0.5,,,,,,,,,,,,,,,,1399.13,1526.51
T1,06/11/04,Samsunspor,Gaziantepspor,1,3,A,0,2,A,1.9,3.25,3.4,1.75,3.45,4.0,1.9,3.25,3.5,1.85,3.1,3.6,1.91,3.4,3.25,1.91,3.4,3.4,1.8,3.35,3.7,1.71,1.95,1.9,1.69,-0.5,,,,,,,,,,,,,,,,1483.18,1531.04
T1,07/11/04,Ankaragucu,Trabzonspor,0,2,A,0,1,A,3.75,3.2,1.8,3.6,3.4,1.85,4.0,3.2,1.8,3.7,3.2,1.8,4.0,3.4,1.73,3.5,3.25,1.91,4.0,3.4,1.72,1.65,2.0,1.81,1.75,0.5,,,,,,,,,,,,,,,,1456.06,1639.23
T1,07/11/04,Kayserispor,Genclerbirligi,1,2,A,1,1,D,2.4,3.1,2.6,2.3,3.25,2.7,2.38,3.1,2.65,2.3,3.1,2.6,2.4,3.25,2.5,2.4,3.2,2.6,2.35,3.2,2.6,1.71,1.95,2.38,1.43,-0.5,,,,,,,,,,,,,,,,1379.09,1481.52
T1,07/11/04,Konyaspor,Besiktas,2,2,D,0,1,A,3.4,3.6,1.8,4.15,3.5,1.7,4.0,3.25,1.77,3.8,3.3,1.75,4.0,3.5,1.73,3.75,3.3,1.83,4.0,3.4,1.72,1.65,2.0,1.79,1.77,0.5,,,,,,,,,,,,,,,,1473.2,1590.7
T1,07/11/04,Rizespor,Sakaryaspor,2,0,H,1,0,H,1.44,3.75,6.0,1.4,4.0,6.75,1.4,3.9,6.75,1.4,3.9,6.0,1.4,3.75,7.0,1.44,3.75,6.5,1.4,3.8,6.75,1.65,2.0,1.4,2.47,-0.5,,,,,,,,,,,,,,,,1486.56,1351.69
T1,20/11/04,Ankaraspor,Konyaspor,1,3,A,0,0,D,2.0,3.2,3.2,2.0,3.3,3.25,2.0,3.2,3.2,1.9,3.2,3.4,2.0,3.4,3.0,2.0,3.25,3.25,1.75,3.4,3.85,1.65,2.0,2.0,1.6,-0.5,,,,,,,,,,,,,,,,1428.18,1473.83
T1,20/11/04,Galatasaray,Malatyaspor,1,1,D,0,1,A,1.4,3.75,7.0,1.45,3.85,6.05,1.4,4.0,6.5,1.4,3.9,6.0,1.4,4.0,6.5,1.44,3.75,6.5,1.33,4.33,7.0,1.55,2.2,1.95,1.52,-1.5,,,,,,,,,,,,,,,,1632.05,1504.46
T1,20/11/04,Sakaryaspor,Samsunspor,4,2,H,3,0,H,3.2,3.2,2.0,3.6,3.4,1.85,3.5,3.2,1.9,3.4,3.2,1.9,3.5,3.4,1.83,3.4,3.25,1.95,3.25,3.3,1.95,1.65,2.0,1.67,1.9,0.5,,,,,,,,,,,,,,,,1346.55,1468.82
T1,20/11/04,Trabzonspor,Fenerbahce,0,2,A,0,1,A,2.37,3.2,2.6,2.3,3.2,2.75,2.35,3.0,2.75,2.4,2.9,2.7,2.4,3.2,2.6,2.38,3.1,2.7,2.5,3.1,2.5,1.75,1.9,2.35,1.43,-0.5,,,,,,,,,,,,,,,,1648.79,1700.27
T1,21/11/04,Besiktas,Rizespor,2,2,D,0,1,A,1.5,3.6,5.5,1.45,3.7,6.5,1.45,3.75,6.0,1.4,3.9,6.0,1.4,4.0,6.5,1.5,3.75,5.5,1.44,3.75,6.0,1.6,2.1,2.11,1.44,-1.5,,,,,,,,,,,,,,,,1590.07,1491.7
T1,21/11/04,Denizlispor,Kayserispor,2,1,H,0,0,D,1.4,3.75,7.0,1.45,3.7,6.5,1.45,3.75,6.0,1.35,4.0,7.0,1.44,4.0,6.0,1.44,3.75,6.5,1.35,4.2,7.0,1.55,2.2,2.11,1.44,-1.5,,,,,,,,,,,,,,,,1525.53,1366.68
T1,21/11/04,Diyarbakirspor,Ankaragucu,0,1,A,0,1,A,1.9,3.25,3.5,1.85,3.5,3.5,1.85,3.25,3.6,1.75,3.2,4.0,1.83,3.4,3.5,1.91,3.25,3.5,1.75,3.4,3.85,1.65,2.0,1.85,1.71,-0.5,,,,,,,,,,,,,,,,1441.52,1446.5
T1,21/11/04,Gaziantepspor,Istanbulspor,0,1,A,0,0,D,1.5,3.6,5.5,1.5,3.6,6.0,1.45,3.75,6.0,1.45,3.8,5.4,1.5,3.75,5.5,1.53,3.6,5.5,1.4,4.1,6.0,1.65,2.0,2.11,1.44,-1.5,,,,,,,,,,,,,,,,1545.4,1400.11
T1,21/11/04,Genclerbirligi,A. Sebatspor,1,1,D,1,0,H,1.4,3.75,7.0,1.55,3.5,5.5,1.45,3.75,6.0,1.4,3.9,6.0,1.44,4.0,6.0,1.53,3.6,5.5,1.45,3.65,6.2,1.65,2.0,2.11,1.44,-1.5,,,,,,,,,,,,,,,,1493.93,1401.65
T1,26/11/04,Ankaragucu,Galatasaray,0,1,A,0,1,A,4.5,3.5,1.61,4.7,3.4,1.65,4.65,3.3,1.65,4.4,3.3,1.65,4.5,3.4,1.67,5.0,3.4,1.67,3.75,3.3,1.8,1.65,2.0,1.93,1.65,0.5,,,,,,,,,,,,,,,,1462.34,1624.86
T1,27/11/04,Fenerbahce,Diyarbakirspor,3,0,H,2,0,H,1.16,5.5,11.0,1.15,6.0,13.0,1.2,5.0,11.0,1.2,5.0,10.0,1.17,5.5,13.0,1.17,6.0,13.0,1.2,5.0,11.0,1.55,2.3,,,,,,,,,,,,,,,,,,,1714.5,1425.68
T1,27/11/04,Kayserispor,Gaziantepspor,3,1,H,0,0,D,3.0,3.2,2.1,3.15,3.4,2.0,2.95,3.2,2.1,3.1,3.0,2.1,3.0,3.2,2.1,3.0,3.25,2.2,3.1,3.3,2.0,1.6,2.1,1.53,2.1,0.5,,,,,,,,,,,,,,,,1362.08,1525.3
T1,27/11/04,Konyaspor,Trabzonspor,1,1,D,0,1,A,3.75,3.3,1.8,3.95,3.45,1.75,3.85,3.25,1.8,3.6,3.1,1.85,4.0,3.2,1.8,4.0,3.3,1.83,3.6,3.4,1.8,1.6,2.1,1.76,1.8,0.5,,,,,,,,,,,,,,,,1488.27,1634.56
T1,27/11/04,Rizespor,Ankaraspor,2,1,H,0,1,A,1.61,3.5,4.5,1.6,3.5,4.9,1.62,3.35,4.75,1.65,3.3,4.4,1.62,3.6,4.5,1.67,3.5,4.75,1.65,3.5,4.3,1.65,2.0,1.62,1.96,-0.5,,,,,,,,,,,,,,,,1498.15,1413.74
T1,28/11/04,A. Sebatspor,Denizlispor,2,1,H,1,0,H,3.6,3.25,1.83,3.95,3.3,1.8,3.7,3.2,1.85,3.2,3.1,2.0,3.75,3.25,1.83,4.0,3.25,1.85,3.6,3.4,1.8,1.71,1.95,1.72,1.85,0.5,,,,,,,,,,,,,,,,1407.94,1530.13
T1,28/11/04,Istanbulspor,Sakaryaspor,3,0,H,1,0,H,1.72,3.4,4.0,1.85,3.4,3.6,1.8,3.25,3.85,1.8,3.3,3.6,1.73,3.4,4.0,1.85,3.4,3.8,1.85,3.4,3.45,1.8,1.8,1.8,1.76,-0.5,,,,,,,,,,,,,,,,1420.21,1359.85
T1,28/11/04,Malatyaspor,Genclerbirligi,0,2,A,0,1,A,1.8,3.3,3.75,1.85,3.4,3.6,1.85,3.2,3.7,1.85,3.1,3.6,1.8,3.2,4.0,1.91,3.25,3.75,1.85,3.35,3.5,1.65,2.0,1.85,1.72,-0.5,,,,,,,,,,,,,,,,1511.65,1487.64
T1,28/11/04,Samsunspor,Besiktas,2,4,A,0,0,D,4.33,3.4,1.66,3.75,3.45,1.8,4.0,3.3,1.7,3.4,3.2,1.9,4.0,3.4,1.73,4.33,3.5,1.73,4.33,3.4,1.66,1.6,2.0,,,,,,,,,,,,,,,,,,,1455.52,1583.62
T1,03/12/04,Fenerbahce,Ankaragucu,5,0,H,1,0,H,1.2,5.5,9.0,1.12,7.0,13.0,1.17,5.5,12.0,1.17,5.5,11.0,1.14,6.0,13.0,1.14,6.0,15.0,1.14,6.5,10.0,1.5,2.3,,,,,,,,,,,,,,,,,,,1716.91,1452.07
T1,04/12/04,Denizlispor,Malatyaspor,0,0,D,0,0,D,1.83,3.25,3.6,1.85,3.4,3.6,1.9,3.25,3.5,1.85,3.1,3.6,1.91,3.25,3.4,1.85,3.3,3.75,1.85,3.4,3.5,1.65,2.0,1.9,1.69,-0.5,,,,,,,,,,,,,,,,1516.83,1494.87
T1,04/12/04,Diyarbakirspor,Konyaspor,3,3,D,1,0,H,2.2,3.1,2.87,2.1,3.3,3.0,2.2,3.0,3.0,2.1,2.9,3.2,2.1,3.2,3.0,2.2,3.25,2.88,2.0,3.3,3.1,1.71,1.95,2.2,1.5,-0.5,,,,,,,,,,,,,,,,1423.27,1489.93
T1,04/12/04,Genclerbirligi,Galatasaray,1,3,A,0,1,A,3.3,3.1,2.0,3.45,3.35,1.9,3.25,3.2,2.0,3.2,2.9,2.1,3.2,3.2,2.0,3.3,3.2,2.0,3.6,3.4,1.8,1.71,1.95,1.61,2.0,0.5,,,,,,,,,,,,,,,,1504.42,1635.13
T1,04/12/04,Trabzonspor,Rizespor,1,0,H,1,0,H,1.57,3.5,5.0,1.55,3.45,5.6,1.52,3.55,5.5,1.55,3.5,4.8,1.53,3.75,5.0,1.53,3.6,5.5,1.53,3.6,5.0,1.6,2.1,1.52,2.16,-0.5,,,,,,,,,,,,,,,,1632.9,1504.58
T1,05/12/04,Ankaraspor,Samsunspor,0,1,A,0,1,A,2.1,3.2,3.0,2.0,3.35,3.2,2.0,3.2,3.25,1.85,3.2,3.5,2.1,3.2,3.0,2.0,3.3,3.2,2.05,3.3,3.0,1.65,2.0,2.0,1.61,-0.5,,,,,,,,,,,,,,,,1407.31,1444.03
T1,05/12/04,Besiktas,Istanbulspor,2,1,H,1,1,D,1.36,4.0,7.0,1.25,4.8,9.5,1.32,4.25,8.0,1.4,3.9,6.0,1.33,4.33,7.5,1.33,4.33,7.5,1.25,4.5,9.5,1.55,2.2,1.32,2.78,-0.5,,,,,,,,,,,,,,,,1595.11,1427.32
T1,05/12/04,Gaziantepspor,A. Sebatspor,6,4,H,3,2,H,1.5,3.6,5.5,1.55,3.5,5.5,1.55,3.5,5.25,1.55,3.5,4.8,1.5,3.75,5.5,1.5,3.6,6.0,1.45,3.8,5.8,1.6,2.1,1.55,2.1,-0.5,,,,,,,,,,,,,,,,1510.55,1421.24
T1,05/12/04,Sakaryaspor,Kayserispor,4,2,H,3,1,H,2.3,3.1,2.7,2.3,3.2,2.75,2.25,3.0,2.9,2.2,3.0,2.9,2.25,3.25,2.75,2.2,3.25,2.88,2.2,3.25,2.75,1.71,1.95,2.25,1.47,-0.5,,,,,,,,,,,,,,,,1352.74,1376.83
T1,10/12/04,Kayserispor,Besiktas,1,2,A,1,0,H,5.5,3.4,1.53,6.0,3.6,1.5,5.2,3.5,1.55,5.0,3.7,1.5,5.0,3.75,1.53,5.5,3.4,1.57,5.5,3.6,1.5,1.5,2.3,2.09,1.55,0.5,,,,,,,,,,,,,,,,1367.02,1599.52
T1,11/12/04,A. Sebatspor,Sakaryaspor,0,1,A,0,0,D,1.83,3.25,3.6,1.85,3.4,3.6,1.9,3.25,3.45,1.75,3.2,4.0,1.8,3.4,3.75,1.91,3.25,3.5,1.95,3.4,3.15,1.65,2.0,1.9,1.67,-0.5,,,,,,,,,,,,,,,,1414.95,1362.55
T1,11/12/04,Istanbulspor,Ankaraspor,1,1,D,1,0,H,2.0,3.2,3.2,2.0,3.3,3.25,2.05,3.1,3.2,2.0,3.1,3.2,2.0,3.25,3.25,2.05,3.2,3.2,2.25,3.3,2.65,1.75,1.9,2.05,1.57,-0.5,,,,,,,,,,,,,,,,1422.91,1392.56
T1,11/12/04,Malatyaspor,Gaziantepspor,2,1,H,0,0,D,2.1,3.2,3.0,2.1,3.3,3.0,2.05,3.1,3.2,2.0,3.1,3.2,2.0,3.25,3.25,2.1,3.2,3.1,1.95,3.2,3.35,1.71,1.95,2.05,1.57,-0.5,,,,,,,,,,,,,,,,1499.09,1516.84
T1,11/12/04,Samsunspor,Trabzonspor,0,4,A,0,1,A,3.6,3.4,1.8,4.0,3.45,1.75,3.75,3.2,1.83,4.0,3.3,1.7,4.0,3.4,1.73,4.0,3.4,1.75,3.75,3.2,1.83,1.6,2.1,1.73,1.83,0.5,,,,,,,,,,,,,,,,1458.78,1638.19
T1,12/12/04,Galatasaray,Fenerbahce,1,0,H,0,0,D,2.25,3.2,2.75,2.35,3.3,2.6,2.4,3.1,2.6,2.4,2.9,2.7,2.38,3.0,2.75,2.3,3.1,2.8,2.37,3.1,2.62,1.75,1.9,2.4,1.41,-0.5,,,,,,,,,,,,,,,,1646.53,1719.64
T1,12/12/04,Genclerbirligi,Denizlispor,1,3,A,1,2,A,2.0,3.2,3.2,1.9,3.35,3.45,2.05,3.1,3.2,2.0,3.1,3.2,2.0,3.25,3.25,2.05,3.1,3.3,1.95,3.3,3.25,1.71,1.95,2.05,1.57,-0.5,,,,,,,,,,,,,,,,1493.02,1512.61
T1,12/12/04,Konyaspor,Ankaragucu,3,4,A,1,1,D,1.72,3.3,4.2,1.75,3.45,4.0,1.8,3.25,3.85,1.75,3.2,4.0,1.8,3.0,4.33,1.85,3.25,3.75,1.75,3.3,4.0,1.65,2.0,1.8,1.76,-0.5,,,,,,,,,,,,,,,,1491.13,1449.34
T1,12/12/04,Rizespor,Diyarbakirspor,3,0,H,1,0,H,1.61,3.5,4.5,1.6,3.5,4.9,1.55,3.4,5.25,1.6,3.4,4.6,1.57,3.4,5.0,1.53,3.6,5.5,1.61,3.3,5.0,1.65,2.0,,,,,,,,,,,,,,,,,,,1499.29,1422.07
T1,17/12/04,Denizlispor,Galatasaray,0,0,D,0,0,D,3.5,3.2,1.9,3.6,3.4,1.85,3.65,3.25,1.85,3.5,3.1,1.9,3.4,3.25,1.91,3.6,3.2,1.91,3.6,3.3,1.83,1.71,1.95,1.72,1.85,0.5,,,,,,,,,,,,,,,,1527.95,1658.06
T1,18/12/04,Ankaragucu,Rizespor,0,0,D,0,0,D,2.4,3.1,2.6,2.3,3.2,2.75,2.35,3.2,2.6,2.2,3.0,2.9,2.38,3.25,2.6,2.38,3.1,2.7,2.3,3.1,2.7,1.71,1.95,2.35,1.43,-0.5,,,,,,,,,,,,,,,,1466.68,1505.91
T1,18/12/04,Fenerbahce,Konyaspor,3,0,H,1,0,H,1.2,5.0,11.0,1.15,6.0,13.0,1.2,5.25,11.0,1.22,4.8,9.5,1.17,5.5,13.0,1.17,6.0,11.0,1.2,5.0,11.0,1.45,2.45,1.2,3.55,-0.5,,,,,,,,,,,,,,,,1708.11,1473.79
T1,18/12/04,Gaziantepspor,Genclerbirligi,1,0,H,1,0,H,1.83,3.2,3.75,1.75,3.45,3.95,1.85,3.25,3.65,1.9,3.1,3.5,1.83,3.25,3.75,1.83,3.2,3.75,1.85,3.3,3.5,1.71,1.95,1.85,1.72,-0.5,,,,,,,,,,,,,,,,1507.25,1477.68
T1,18/12/04,Trabzonspor,Istanbulspor,1,1,D,1,0,H,1.25,4.5,9.5,1.25,4.8,9.5,1.25,4.5,10.0,1.27,4.3,8.5,1.29,4.5,9.0,1.25,5.0,9.0,1.3,4.3,8.0,1.45,2.45,1.25,3.1,-0.5,,,,,,,,,,,,,,,,1647.88,1418.43
T1,19/12/04,Ankaraspor,Kayserispor,4,1,H,1,0,H,1.8,3.25,3.75,1.75,3.4,4.05,1.75,3.3,4.0,1.8,3.1,3.8,1.8,3.25,4.0,1.67,3.4,4.5,1.8,3.3,3.75,1.71,1.95,2.85,1.22,-1.5,,,,,,,,,,,,,,,,1397.04,1359.07
T1,19/12/04,Besiktas,A. Sebatspor,6,1,H,2,0,H,1.16,5.5,11.0,1.15,6.0,13.0,1.16,5.75,12.0,1.2,5.0,10.0,1.2,5.0,11.0,1.17,5.5,13.0,1.22,5.0,9.5,,,1.16,3.89,-0.5,,,,,,,,,,,,,,,,1607.47,1397.29
T1,19/12/04,Diyarbakirspor,Samsunspor,3,0,H,1,0,H,2.0,3.2,3.2,1.9,3.35,3.45,2.0,3.2,3.2,1.9,3.2,3.4,2.0,3.25,3.25,2.0,3.2,3.3,1.95,3.15,3.4,1.71,1.95,2.0,1.6,-0.5,,,,,,,,,,,,,,,,1415.45,1449.09
T1,19/12/04,Sakaryaspor,Malatyaspor,4,1,H,0,0,D,2.8,3.2,2.2,3.0,3.3,2.1,2.9,3.2,2.15,2.7,3.0,2.3,3.0,3.2,2.1,2.88,3.1,2.25,3.05,3.2,2.05,1.6,2.1,1.52,2.15,0.5,,,,,,,,,,,,,,,,1380.21,1508.68
T1,28/01/05,Konyaspor,Galatasaray,0,2,A,0,2,A,5.0,3.5,1.57,5.1,3.45,1.6,4.6,3.4,1.65,4.6,3.4,1.6,4.5,3.6,1.615,5.0,3.4,1.615,4.6,3.4,1.65,,,,,,,,,,,,,,,,,,,,,1470.61,1656.98
T1,29/01/05,Ankaraspor,A. Sebatspor,2,1,H,1,0,H,1.5,3.6,5.5,1.4,3.9,7.0,1.45,3.55,6.55,1.55,3.5,4.8,1.444,3.75,6.5,,,,1.45,3.55,6.55,,,,,,,,,,,,,,,,,,,,,1404.82,1393.7
T1,29/01/05,Besiktas,Malatyaspor,1,0,H,0,0,D,1.44,3.75,6.0,1.55,3.5,5.5,1.47,3.65,5.8,1.45,3.8,5.4,1.5,3.75,5.5,1.5,3.6,6.0,1.47,3.65,5.8,,,,,,,,,,,,,,,,,,,,,1611.06,1495.16
T1,29/01/05,Diyarbakirspor,Istanbulspor,1,0,H,0,0,D,1.5,3.39,6.5,1.7,3.3,4.5,1.73,3.2,4.3,1.75,3.2,4.0,1.615,3.5,4.5,1.667,3.25,4.75,1.73,3.2,4.3,,,,,,,,,,,,,,,,,,,,,1425.59,1427.67
T1,29/01/05,Sakaryaspor,Genclerbirligi,2,2,D,1,2,A,2.62,3.2,2.37,2.35,3.5,2.5,2.45,3.25,2.45,2.4,3.1,2.5,2.5,3.25,2.4,2.6,3.2,2.4,2.45,3.25,2.45,,,,,,,,,,,,,,,,,,,,,1393.73,1469.64
T1,30/01/05,Ankaragucu,Samsunspor,1,2,A,0,0,D,1.9,3.39,3.39,2.0,3.2,3.35,2.0,3.2,3.2,2.0,3.2,3.1,1.8,3.4,3.6,1.8,3.25,4.0,2.0,3.2,3.2,,,,,,,,,,,,,,,,,,,,,1464.52,1438.95
