Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,BWH,BWD,BWA,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SBH,SBD,SBA,WHH,WHD,WHA,GBAHH,GBAHA,GBAH,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,EloHome,EloAway
SC1,11/12/04,Airdrie Utd,St Johnstone,0,0,D,0,0,D,2.3,3.4,2.5,2.45,3.2,2.55,2.35,3.25,2.55,2.3,3.3,2.4,2.2,3.5,2.62,2.3,3.4,2.5,2.3,3.4,2.5,2.35,1.43,-0.5,,,,,,,,,,,,,,,,1439.05,1446.85
SC1,11/12/04,Clyde,Partick,1,1,D,1,1,D,1.72,3.6,3.75,1.65,3.45,4.75,1.7,3.5,4.0,1.7,3.5,3.6,1.62,4.0,4.0,1.67,3.6,4.0,1.7,3.6,3.8,1.7,1.87,-0.5,,,,,,,,,,,,,,,,1517.72,1350.63
SC1,11/12/04,Hamilton,Raith Rvs,1,0,H,0,0,D,1.8,3.5,3.5,1.95,3.3,3.35,1.9,3.4,3.3,1.85,3.4,3.2,1.83,3.5,3.4,1.8,3.5,3.5,1.9,3.6,3.1,1.9,1.67,-0.5,,,,,,,,,,,,,,,,1340.72,1250.06
SC1,11/12/04,Queen of Sth,Ross County,1,0,H,1,0,H,2.0,3.4,3.0,2.2,3.2,2.9,2.15,3.3,2.8,2.1,3.3,2.7,1.91,3.5,3.2,2.0,3.4,3.0,2.2,3.5,2.62,2.15,1.51,-0.5,,,,,,,,,,,,,,,,1423.38,1370.27
SC1,11/12/04,St Mirren,Falkirk,0,1,A,0,0,D,2.62,3.4,2.2,2.7,3.25,2.3,2.7,3.35,2.2,2.7,3.3,2.1,2.62,3.5,2.2,2.6,3.5,2.2,2.87,3.5,2.05,1.5,2.2,0.5,,,,,,,,,,,,,,,,1433.49,1551.9
SC1,18/12/04,Falkirk,Queen of Sth,4,2,H,3,2,H,1.5,3.6,5.5,1.45,4.1,5.25,1.53,3.6,5.2,1.5,3.8,4.4,1.44,4.0,5.5,1.5,3.6,5.5,1.53,3.6,5.0,1.53,2.13,-0.5,,,,,,,,,,,,,,,,1563.74,1430.7
SC1,18/12/04,Partick,Hamilton,0,1,A,0,1,A,2.0,3.4,3.0,2.0,3.4,3.1,2.1,3.4,2.85,2.1,3.3,2.7,2.1,3.5,2.75,2.1,3.4,2.8,2.1,3.4,2.8,2.1,1.55,-0.5,,,,,,,,,,,,,,,,1358.71,1346.98
SC1,18/12/04,Raith Rvs,Airdrie Utd,0,2,A,0,0,D,3.2,3.5,1.9,3.0,3.45,2.0,3.25,3.45,1.9,3.2,3.4,1.85,3.4,3.5,1.83,3.2,3.5,1.91,3.5,3.5,1.8,1.67,1.9,0.5,,,,,,,,,,,,,,,,1243.8,1435.81
SC1,18/12/04,Ross County,Clyde,0,1,A,0,0,D,2.5,3.5,2.25,2.65,3.45,2.2,2.6,3.4,2.25,2.6,3.3,2.2,2.5,3.5,2.25,2.6,3.4,2.25,2.6,3.4,2.25,1.47,2.25,0.5,,,,,,,,,,,,,,,,1362.95,1509.64
SC1,18/12/04,St Johnstone,St Mirren,1,0,H,1,0,H,2.0,3.6,2.87,2.15,3.3,2.85,2.2,3.4,2.65,2.2,3.2,2.7,2.1,3.5,2.75,2.2,3.4,2.62,2.25,3.4,2.6,2.2,1.49,-0.5,,,,,,,,,,,,,,,,1450.09,1421.65
SC1,26/12/04,Falkirk,Airdrie Utd,1,0,H,1,0,H,1.44,3.75,6.0,1.42,4.0,6.0,1.5,3.65,5.5,1.5,3.7,4.6,1.44,4.0,5.5,1.44,3.75,6.0,1.5,3.8,5.0,1.5,2.19,-0.5,,,,,,,,,,,,,,,,1568.92,1445.07
SC1,26/12/04,St Johnstone,Raith Rvs,2,0,H,2,0,H,1.36,4.5,6.0,1.35,4.5,6.5,1.37,4.2,6.5,1.35,4.2,5.8,1.4,4.33,5.5,1.36,4.2,6.5,1.36,4.2,6.5,1.37,2.55,-0.5,,,,,,,,,,,,,,,,1458.17,1234.54
SC1,26/12/04,St Mirren,Hamilton,0,1,A,0,0,D,1.72,3.6,3.75,1.7,3.5,4.0,1.75,3.4,3.85,1.8,3.2,3.5,1.8,3.5,3.5,1.73,3.5,3.8,1.8,3.5,3.5,1.75,1.81,-0.5,,,,,,,,,,,,,,,,1413.57,1363.37
SC1,27/12/04,Ross County,Partick,2,1,H,1,0,H,2.2,3.4,2.62,2.15,3.4,2.75,2.2,3.3,2.7,2.2,3.2,2.6,2.0,3.4,3.0,2.1,3.5,2.75,2.2,3.5,2.62,2.2,1.49,-0.5,,,,,,,,,,,,,,,,1352.12,1342.32
SC1,29/12/04,Airdrie Utd,Queen of Sth,2,0,H,1,0,H,2.2,3.4,2.62,2.2,3.45,2.65,2.2,3.4,2.7,2.1,3.1,2.9,2.0,3.4,3.0,2.1,3.5,2.75,2.2,3.5,2.62,2.2,1.5,-0.5,,,,,,,,,,,,,,,,1439.67,1425.52
SC1,29/12/04,Hamilton,St Johnstone,0,3,A,0,2,A,2.5,3.4,2.3,2.5,3.45,2.3,2.55,3.4,2.3,2.6,3.0,2.3,2.62,3.5,2.2,2.5,3.4,2.3,2.62,3.5,2.2,1.46,2.3,0.5,,,,,,,,,,,,,,,,1380.96,1461.53
SC1,29/12/04,Partick,Falkirk,2,1,H,1,1,D,3.5,3.5,1.8,4.0,3.75,1.65,3.7,3.6,1.75,3.8,3.4,1.7,4.5,3.75,1.57,4.0,3.6,1.67,3.8,3.8,1.66,1.82,1.75,0.5,,,,,,,,,,,,,,,,1333.64,1574.32
SC1,29/12/04,Raith Rvs,Ross County,1,4,A,1,0,H,2.75,3.5,2.1,2.8,3.5,2.1,2.9,3.5,2.05,3.1,3.1,2.0,2.75,3.5,2.1,2.88,3.5,2.05,2.87,3.6,2.0,1.59,2.05,0.5,,,,,,,,,,,,,,,,1231.18,1360.8
SC1,01/01/05,Clyde,Airdrie Utd,1,0,H,0,0,D,1.9,3.5,3.2,1.95,3.4,3.15,1.9,3.45,3.25,1.9,3.2,3.2,1.91,3.5,3.2,1.909,3.5,3.2,1.9,3.5,3.2,1.9,1.67,-0.5,,,,,,,,,,,,,,,,1520.47,1448.2
SC1,01/01/05,Falkirk,Raith Rvs,2,0,H,2,0,H,1.2,5.5,9.0,1.1,7.0,14.0,1.2,5.5,9.0,1.2,5.0,7.3,1.2,5.0,11.0,1.2,5.5,9.0,1.22,5.5,8.0,1.2,3.41,-0.5,,,,,,,,,,,,,,,,1557.02,1219.74
SC1,01/01/05,Queen of Sth,Hamilton,1,2,A,0,1,A,1.83,3.5,3.4,1.9,3.25,3.5,2.1,3.15,3.0,2.0,3.3,2.9,1.83,3.5,3.4,1.909,3.4,3.2,2.15,3.6,2.62,1.85,1.71,-0.5,,,,,,,,,,,,,,,,1416.99,1367.76
SC1,01/01/05,St Mirren,Partick,1,1,D,0,1,A,1.66,3.6,4.0,1.55,3.65,5.0,1.65,3.55,4.2,1.65,3.4,3.7,1.62,4.0,4.0,1.667,3.6,4.0,1.7,3.6,3.8,1.65,1.92,-0.5,,,,,,,,,,,,,,,,1395.98,1350.94
SC1,03/01/05,Ross County,St Johnstone,4,0,H,3,0,H,2.5,3.5,2.25,2.8,3.5,2.1,2.7,3.4,2.2,2.8,3.3,2.1,2.75,3.5,2.1,2.62,3.4,2.2,2.62,3.6,2.15,1.5,2.2,0.5,,,,,,,,,,,,,,,,1372.24,1474.73
SC1,15/01/05,Airdrie Utd,Ross County,2,1,H,1,0,H,2.1,3.5,2.75,2.1,3.2,3.1,2.15,3.4,2.75,2.1,3.3,2.75,1.91,3.5,3.2,2.1,3.4,2.8,2.15,3.5,2.7,2.15,1.52,-0.5,,,,,,,,,,,,,,,,1441.44,1384.83
SC1,15/01/05,Hamilton,Clyde,0,1,A,0,0,D,2.62,3.4,2.2,2.7,3.2,2.35,2.7,3.35,2.2,2.55,3.3,2.2,2.62,3.5,2.2,2.62,3.5,2.2,2.7,3.5,2.15,1.5,2.2,0.5,,,,,,,,,,,,,,,,1385.32,1527.23
SC1,15/01/05,Partick,Queen of Sth,3,1,H,2,1,H,2.2,3.5,2.6,2.3,3.2,2.75,2.3,3.4,2.55,2.3,3.3,2.4,2.25,3.5,2.5,2.25,3.4,2.6,2.37,3.5,2.37,2.3,1.46,-0.5,,,,,,,,,,,,,,,,1355.87,1399.43
SC1,15/01/05,Raith Rvs,St Mirren,2,0,H,0,0,D,3.75,3.6,1.72,3.65,3.2,1.9,3.5,3.45,1.83,3.5,3.4,1.75,3.5,3.5,1.8,3.6,3.4,1.8,3.5,3.5,1.8,1.74,1.83,0.5,,,,,,,,,,,,,,,,1217.87,1391.05
SC1,15/01/05,St Johnstone,Falkirk,0,3,A,0,1,A,2.5,3.5,2.25,2.65,3.2,2.35,2.6,3.4,2.25,2.55,3.3,2.2,2.62,3.5,2.2,2.62,3.5,2.2,2.62,3.5,2.2,1.47,2.25,0.5,,,,,,,,,,,,,,,,1462.14,1558.89
SC1,22/01/05,Hamilton,Ross County,0,1,A,0,0,D,2.25,3.5,2.5,2.3,3.45,2.5,2.35,3.35,2.5,2.3,3.3,2.4,2.2,3.5,2.62,2.3,3.4,2.5,2.37,3.5,2.37,2.35,1.43,-0.5,,,,,,,,,,,,,,,,1374.32,1377.61
SC1,22/01/05,Raith Rvs,Queen of Sth,0,1,A,0,0,D,2.75,3.5,2.1,2.75,3.4,2.15,2.8,3.4,2.1,2.75,3.3,2.1,2.75,3.5,2.1,2.75,3.5,2.1,2.7,3.6,2.1,1.54,2.1,0.5,,,,,,,,,,,,,,,,1232.96,1388.94
SC1,22/01/05,St Johnstone,Partick,1,1,D,0,0,D,1.66,3.6,4.0,1.6,3.75,4.3,1.75,3.3,4.0,1.7,3.5,3.5,1.67,3.6,4.0,1.73,3.6,3.75,1.83,3.6,3.3,1.75,1.81,-0.5,,,,,,,,,,,,,,,,1449.52,1366.36
SC1,22/01/05,St Mirren,Airdrie Utd,1,0,H,0,0,D,2.2,3.5,2.6,2.2,3.45,2.65,2.25,3.3,2.65,2.3,3.3,2.4,2.25,3.5,2.5,2.25,3.4,2.6,2.5,3.4,2.3,2.25,1.47,-0.5,,,,,,,,,,,,,,,,1375.96,1448.66
SC1,29/01/05,Partick,Raith Rvs,4,1,H,1,1,D,1.5,3.6,5.5,1.55,3.65,5.0,1.53,3.7,5.0,1.55,3.6,4.4,1.533,3.75,5.0,1.533,3.75,4.75,1.53,3.7,5.0,,,,,,,,,,,,,,,,,,,1372.4,1222.46
SC1,29/01/05,Queen of Sth,St Mirren,0,0,D,0,0,D,2.2,3.5,2.6,2.3,3.2,2.65,2.3,3.35,2.55,2.2,3.4,2.5,2.1,3.5,2.75,2.25,3.25,2.7,2.3,3.35,2.55,,,,,,,,,,,,,,,,,,,1399.44,1387.48
SC1,29/01/05,Ross County,Falkirk,0,1,A,0,1,A,3.5,3.5,1.8,3.5,3.3,1.9,3.5,3.5,1.8,3.4,3.5,1.75,3.4,3.5,1.833,3.5,3.5,1.8,3.5,3.5,1.8,,,,,,,,,,,,,,,,,,,1393.5,1571.51
SC1,12/02/05,Falkirk,Hamilton,1,1,D,1,1,D,1.33,4.5,6.5,1.3,4.5,7.5,1.35,4.4,6.45,1.35,3.9,6.5,1.4,4.0,6.0,1.36,4.2,6.5,1.4,3.75,7.0,1.35,2.62,-0.5,,,,,,,,,,,,,,,,1581.25,1358.43
SC1,12/02/05,Partick,Airdrie Utd,1,1,D,1,1,D,2.0,3.4,3.0,2.2,3.35,2.7,2.2,3.5,2.6,2.1,3.3,2.7,2.1,3.5,2.75,2.1,3.5,2.75,2.1,3.6,2.7,2.2,1.49,-0.5,,,,,,,,,,,,,,,,1377.19,1437.14
SC1,12/02/05,Raith Rvs,Clyde,3,3,D,1,1,D,4.5,3.75,1.57,4.3,3.5,1.65,4.3,3.6,1.63,4.2,3.5,1.6,4.0,3.6,1.67,4.33,3.6,1.62,4.33,3.75,1.6,1.96,1.63,0.5,,,,,,,,,,,,,,,,1217.67,1538.23
SC1,12/02/05,St Johnstone,Queen of Sth,0,0,D,0,0,D,1.83,3.5,3.4,1.85,3.3,3.6,1.85,3.45,3.4,1.85,3.2,3.4,2.0,3.4,3.0,1.85,3.4,3.5,1.9,3.6,3.1,1.85,1.71,-0.5,,,,,,,,,,,,,,,,1443.48,1395.55
SC1,19/02/05,Airdrie Utd,Raith Rvs,2,1,H,1,1,D,1.5,3.6,5.5,1.45,3.75,6.0,1.5,3.65,5.5,1.5,3.6,4.8,1.44,3.75,6.0,1.5,4.0,4.75,1.53,3.75,4.8,1.5,2.19,-0.5,,,,,,,,,,,,,,,,1438.57,1224.69
SC1,19/02/05,Clyde,Ross County,1,0,H,0,0,D,1.8,3.5,3.5,1.7,3.35,4.2,1.75,3.6,3.65,1.7,3.5,3.5,1.73,3.4,4.0,1.67,3.6,4.0,1.8,3.6,3.4,1.75,1.81,-0.5,,,,,,,,,,,,,,,,1531.21,1383.76
SC1,19/02/05,Hamilton,Partick,1,0,H,0,0,D,2.3,3.4,2.5,2.4,3.45,2.4,2.35,3.45,2.45,2.3,3.3,2.4,2.25,3.5,2.5,2.38,3.5,2.38,2.37,3.5,2.37,2.35,1.43,-0.5,,,,,,,,,,,,,,,,1367.56,1375.76
SC1,19/02/05,Queen of Sth,Falkirk,1,1,D,1,0,H,3.5,3.5,1.8,4.0,3.5,1.7,3.7,3.55,1.75,3.5,3.5,1.7,3.5,3.5,1.8,3.5,3.5,1.8,3.75,3.75,1.7,1.81,1.75,0.5,,,,,,,,,,,,,,,,1400.57,1572.12
SC1,19/02/05,St Mirren,St Johnstone,1,1,D,0,1,A,2.2,3.5,2.6,2.15,3.2,2.9,2.2,3.45,2.65,2.1,3.3,2.7,2.1,3.5,2.75,2.2,3.5,2.6,2.15,3.5,2.7,2.2,1.5,-0.5,,,,,,,,,,,,,,,,1391.37,1438.46
SC1,01/03/05,Ross County,St Mirren,0,1,A,0,1,A,2.2,3.5,2.6,2.25,3.4,2.6,2.25,3.5,2.55,2.2,3.2,2.6,2.1,3.5,2.75,2.2,3.5,2.6,2.25,3.6,2.5,2.25,1.48,-0.5,,,,,,,,,,,,,,,,1378.91,1389.48
SC1,02/03/05,Queen of Sth,Clyde,0,1,A,0,1,A,2.5,3.5,2.25,2.55,3.5,2.25,2.6,3.5,2.2,2.8,3.2,2.1,2.75,3.25,2.2,2.6,3.5,2.2,2.75,3.5,2.1,1.49,2.2,0.5,,,,,,,,,,,,,,,,1403.11,1536.06
SC1,05/03/05,Falkirk,Partick,2,1,H,2,1,H,1.57,3.75,4.5,1.45,3.75,6.0,1.52,3.75,5.0,1.5,3.7,4.6,1.44,3.75,6.0,1.5,3.75,5.2,1.5,4.0,4.8,1.52,2.14,-0.5,,,,,,,,,,,,,,,,1569.58,1366.49
SC1,05/03/05,Queen of Sth,Airdrie Utd,0,0,D,0,0,D,2.3,3.4,2.5,2.25,3.35,2.65,2.3,3.35,2.55,2.3,3.1,2.5,2.25,3.5,2.5,2.3,3.4,2.5,2.37,3.5,2.37,2.3,1.45,-0.5,,,,,,,,,,,,,,,,1391.79,1442.1
SC1,05/03/05,Ross County,Raith Rvs,2,0,H,0,0,D,1.57,3.75,4.5,1.55,3.6,5.0,1.57,3.75,4.5,1.5,3.7,4.6,1.5,3.6,5.5,1.57,3.75,4.5,1.53,4.0,4.5,1.57,2.05,-0.5,,,,,,,,,,,,,,,,1363.26,1221.16
SC1,05/03/05,St Johnstone,Hamilton,0,2,A,0,1,A,1.8,3.5,3.5,1.8,3.45,3.6,1.85,3.4,3.45,1.85,3.2,3.4,1.8,3.5,3.5,1.83,3.4,3.5,1.95,3.4,3.1,1.85,1.71,-0.5,,,,,,,,,,,,,,,,1440.35,1376.83
SC1,05/03/05,St Mirren,Clyde,0,0,D,0,0,D,2.37,3.5,2.37,2.35,3.45,2.45,2.45,3.45,2.35,2.5,3.1,2.3,2.5,3.25,2.4,2.4,3.4,2.4,2.5,3.4,2.3,1.43,2.35,0.5,,,,,,,,,,,,,,,,1405.13,1547.38
SC1,08/03/05,Airdrie Utd,Hamilton,1,0,H,0,0,D,2.0,3.4,3.0,1.95,3.3,3.25,1.9,3.4,3.25,2.0,3.3,2.9,1.91,3.5,3.2,1.91,3.5,3.2,1.95,3.4,3.1,1.9,1.66,-0.5,,,,,,,,,,,,,,,,1443.88,1394.81
SC1,08/03/05,Clyde,St Mirren,0,0,D,0,0,D,1.72,3.6,3.75,1.8,3.4,3.65,1.78,3.4,3.65,1.8,3.5,3.2,1.67,3.4,4.33,1.73,3.5,3.8,1.83,3.5,3.4,1.78,1.76,-0.5,,,,,,,,,,,,,,,,1545.87,1406.64
SC1,12/03/05,Airdrie Utd,Falkirk,2,2,D,0,1,A,3.2,3.5,1.9,2.85,3.4,2.1,2.95,3.45,2.0,3.1,3.3,1.9,3.0,3.4,2.0,3.2,3.5,1.91,3.1,3.6,1.9,1.59,2.0,0.5,,,,,,,,,,,,,,,,1451.32,1573.3
SC1,12/03/05,Clyde,Queen of Sth,0,1,A,0,0,D,1.61,3.6,4.33,1.7,3.4,4.15,1.7,3.5,4.0,1.65,3.4,4.0,1.67,3.4,4.33,1.7,3.5,4.0,1.7,3.6,3.8,1.7,1.87,-0.5,,,,,,,,,,,,,,,,1538.41,1390.01
SC1,12/03/05,Hamilton,St Mirren,0,0,D,0,0,D,2.3,3.4,2.5,2.3,3.3,2.6,2.3,3.3,2.55,2.3,3.1,2.5,2.1,3.5,2.75,2.3,3.4,2.5,2.3,3.4,2.5,2.3,1.44,-0.5,,,,,,,,,,,,,,,,1387.37,1414.1
SC1,12/03/05,Partick,Ross County,0,0,D,0,0,D,2.0,3.6,2.87,2.1,3.4,2.85,2.2,3.2,2.8,2.2,3.1,2.7,2.2,3.5,2.62,2.2,3.4,2.62,2.2,3.5,2.62,2.2,1.49,-0.5,,,,,,,,,,,,,,,,1362.77,1368.23
SC1,12/03/05,Raith Rvs,St Johnstone,1,2,A,1,1,D,3.2,3.5,1.9,2.7,3.35,2.2,3.0,3.4,2.0,3.0,3.2,2.0,3.2,3.5,1.91,3.0,3.4,2.0,2.87,3.6,2.0,1.59,2.0,0.5,,,,,,,,,,,,,,,,1216.19,1422.37
SC1,15/03/05,Falkirk,Clyde,0,0,D,0,0,D,1.8,3.5,3.5,1.45,3.75,7.0,1.75,3.5,3.75,1.8,3.3,3.4,1.73,3.5,3.75,1.8,3.5,3.5,1.8,3.4,3.6,,,,,,,,,,,,,,,,,,,1572.51,1518.24
SC1,19/03/05,Airdrie Utd,Clyde,2,4,A,2,3,A,2.3,3.4,2.5,2.35,3.45,2.45,2.35,3.35,2.5,2.3,3.1,2.5,2.4,3.25,2.5,2.3,3.4,2.5,2.37,3.3,2.5,2.35,1.43,-0.5,,,,,,,,,,,,,,,,1452.11,1523.45
SC1,19/03/05,Hamilton,Queen of Sth,1,1,D,0,1,A,2.1,3.5,2.75,2.2,3.4,2.7,2.25,3.3,2.65,2.2,3.2,2.6,2.25,3.5,2.5,2.2,3.4,2.62,2.25,3.4,2.6,2.25,1.47,-0.5,,,,,,,,,,,,,,,,1384.77,1410.18
SC1,19/03/05,Partick,St Mirren,0,0,D,0,0,D,2.3,3.4,2.5,2.45,3.45,2.35,2.45,3.15,2.5,2.3,3.2,2.4,2.25,3.5,2.5,2.3,3.4,2.5,2.4,3.4,2.4,2.45,1.39,-0.5,,,,,,,,,,,,,,,,1359.45,1416.7
SC1,19/03/05,Raith Rvs,Falkirk,3,3,D,1,2,A,5.5,3.6,1.5,5.25,3.75,1.5,5.0,3.75,1.52,4.8,3.6,1.5,5.5,4.0,1.44,5.0,3.8,1.5,4.8,3.75,1.53,2.14,1.52,0.5,,,,,,,,,,,,,,,,1207.4,1567.3
SC1,19/03/05,St Johnstone,Ross County,0,2,A,0,0,D,1.9,3.5,3.2,1.85,3.45,3.4,1.95,3.3,3.25,2.0,3.2,3.0,2.2,3.5,2.62,1.91,3.4,3.25,2.05,3.5,2.87,1.95,1.64,-0.5,,,,,,,,,,,,,,,,1431.16,1371.55
SC1,22/03/05,Clyde,St Johnstone,1,1,D,0,0,D,1.72,3.6,3.75,1.7,3.6,3.9,1.67,3.65,4.0,1.7,3.3,3.8,1.67,3.6,4.0,1.7,3.5,4.0,1.66,3.5,4.2,1.67,1.91,-0.5,,,,,,,,,,,,,,,,1536.98,1413.29
SC1,02/04/05,Clyde,Hamilton,1,3,A,0,0,D,1.72,3.6,3.75,1.55,3.6,5.0,1.62,3.55,4.45,1.65,3.4,4.0,1.73,3.4,4.0,1.67,3.5,4.2,1.72,3.6,3.75,1.62,1.97,-0.5,,,,,,,,,,,,,,,,1529.89,1382.13
SC1,02/04/05,Falkirk,St Johnstone,3,0,H,1,0,H,1.61,3.6,4.33,1.6,3.5,4.75,1.62,3.55,4.45,1.55,3.6,4.4,1.57,3.75,4.5,1.57,3.6,4.75,1.53,3.75,4.8,1.62,1.97,-0.5,,,,,,,,,,,,,,,,1559.38,1420.38
SC1,02/04/05,Queen of Sth,Partick,3,1,H,2,0,H,2.1,3.5,2.75,1.9,3.4,3.3,2.0,3.45,3.0,1.9,3.2,3.2,2.1,3.5,2.75,2.0,3.4,3.0,2.05,3.5,2.87,2.0,1.6,-0.5,,,,,,,,,,,,,,,,1412.82,1357.92
SC1,02/04/05,Ross County,Airdrie Utd,3,1,H,1,1,D,2.2,3.5,2.62,2.25,3.5,2.55,2.3,3.4,2.55,2.3,3.1,2.5,2.2,3.5,2.62,2.3,3.4,2.5,2.3,3.4,2.5,2.3,1.46,-0.5,,,,,,,,,,,,,,,,1389.42,1438.58
SC1,02/04/05,St Mirren,Raith Rvs,3,0,H,3,0,H,1.5,3.6,5.5,1.3,4.5,7.5,1.45,4.0,5.5,1.4,4.0,5.4,1.44,3.75,6.0,1.4,4.0,6.0,1.44,4.0,5.5,,,,,,,,,,,,,,,,,,,1418.23,1215.32
SC1,09/04/05,Falkirk,Ross County,1,0,H,0,0,D,1.53,3.75,4.75,1.55,3.6,5.0,1.5,3.75,5.0,1.5,3.6,4.8,1.62,3.5,4.5,1.5,3.8,5.0,1.5,3.8,5.0,1.5,2.14,-0.5,,,,,,,,,,,,,,,,1564.42,1400.1
SC1,09/04/05,Hamilton,Airdrie Utd,1,1,D,1,1,D,2.25,3.4,2.6,2.3,3.4,2.55,2.2,3.45,2.6,2.2,3.1,2.7,2.2,3.5,2.62,2.2,3.4,2.62,2.1,3.6,2.7,2.2,1.48,-0.5,,,,,,,,,,,,,,,,1402.29,1427.9
SC1,09/04/05,Raith Rvs,Partick,2,1,H,1,0,H,3.5,3.5,1.8,3.5,3.5,1.8,3.5,3.5,1.8,3.4,3.2,1.85,2.75,3.5,2.1,3.5,3.5,1.8,3.2,3.75,1.83,1.75,1.8,0.5,,,,,,,,,,,,,,,,1211.6,1350.65
SC1,09/04/05,St Johnstone,Clyde,0,0,D,0,0,D,2.37,3.5,2.37,2.4,3.5,2.4,2.45,3.5,2.3,2.5,3.1,2.3,2.38,3.5,2.38,2.5,3.4,2.3,2.5,3.6,2.25,1.44,2.3,0.5,,,,,,,,,,,,,,,,1415.34,1509.73
SC1,09/04/05,St Mirren,Queen of Sth,3,0,H,2,0,H,2.1,3.5,2.75,2.1,3.5,2.75,2.05,3.5,2.85,2.0,3.2,3.0,2.0,3.6,2.88,2.0,3.5,2.9,2.05,3.5,2.87,2.05,1.57,-0.5,,,,,,,,,,,,,,,,1421.95,1420.09
SC1,16/04/05,Airdrie Utd,St Mirren,0,2,A,0,0,D,2.3,3.4,2.5,2.2,3.35,2.7,2.25,3.35,2.55,2.2,3.1,2.7,2.6,3.2,2.38,2.3,3.4,2.5,2.25,3.4,2.6,2.25,1.45,-0.5,,,,,,,,,,,,,,,,1430.54,1430.89
SC1,16/04/05,Clyde,Falkirk,0,1,A,0,1,A,2.5,3.4,2.3,2.5,3.45,2.3,2.5,3.35,2.3,2.5,3.1,2.3,2.4,3.25,2.5,2.38,3.5,2.4,2.5,3.6,2.25,1.43,2.3,0.5,,,,,,,,,,,,,,,,1509.93,1568.9
SC1,16/04/05,Partick,St Johnstone,0,4,A,0,3,A,2.3,3.4,2.5,2.25,3.3,2.65,2.3,3.4,2.5,2.3,3.1,2.5,2.25,3.5,2.5,2.38,3.5,2.38,2.3,3.4,2.5,2.3,1.44,-0.5,,,,,,,,,,,,,,,,1336.75,1415.14
SC1,16/04/05,Queen of Sth,Raith Rvs,1,1,D,1,1,D,1.57,3.75,4.5,1.55,3.65,4.9,1.53,3.7,4.8,1.5,3.6,4.8,1.5,4.0,5.0,1.53,3.6,5.0,1.5,4.0,4.8,1.53,2.09,-0.5,,,,,,,,,,,,,,,,1411.15,1225.5
SC1,16/04/05,Ross County,Hamilton,2,1,H,1,0,H,2.25,3.5,2.5,2.1,3.45,2.8,2.1,3.45,2.7,2.2,3.1,2.7,2.2,3.5,2.62,2.2,3.5,2.6,2.25,3.4,2.6,2.1,1.51,-0.5,,,,,,,,,,,,,,,,1395.62,1399.65
SC1,23/04/05,Falkirk,St Mirren,1,2,A,1,1,D,1.57,3.75,4.5,1.55,3.7,4.85,1.62,3.6,4.2,1.6,3.5,4.2,1.73,3.5,3.75,1.67,3.6,4.0,1.61,3.75,4.2,1.62,1.94,-0.5,,,,,,,,,,,,,,,,1582.87,1446.88
SC1,23/04/05,Partick,Clyde,1,0,H,1,0,H,2.37,3.5,2.37,2.4,3.5,2.4,2.4,3.4,2.35,2.4,3.1,2.4,2.5,3.5,2.25,2.5,3.5,2.3,2.5,3.6,2.25,1.41,2.35,0.5,,,,,,,,,,,,,,,,1323.47,1495.96
SC1,23/04/05,Raith Rvs,Hamilton,0,2,A,0,2,A,3.0,3.4,2.0,3.4,3.5,1.85,3.25,3.3,1.9,3.2,3.2,1.9,3.0,3.4,2.0,3.2,3.5,1.91,3.0,3.4,2.0,1.64,1.9,0.5,,,,,,,,,,,,,,,,1233.95,1390.52
SC1,23/04/05,Ross County,Queen of Sth,1,1,D,1,1,D,2.0,3.6,2.87,2.2,3.5,2.65,2.1,3.4,2.75,2.1,3.2,2.8,2.1,3.5,2.75,2.1,3.5,2.75,2.1,3.5,2.75,2.1,1.52,-0.5,,,,,,,,,,,,,,,,1404.75,1402.7
SC1,23/04/05,St Johnstone,Airdrie Utd,1,2,A,0,1,A,2.0,3.6,2.87,2.15,3.4,2.75,2.15,3.4,2.7,2.1,3.2,2.8,2.0,3.4,3.0,2.1,3.5,2.75,2.15,3.5,2.7,2.15,1.5,-0.5,,,,,,,,,,,,,,,,1428.42,1414.55
SC1,30/04/05,Airdrie Utd,Partick,0,1,A,0,1,A,1.8,3.5,3.5,1.65,3.6,4.2,1.67,3.5,4.0,1.65,3.4,4.0,1.67,3.6,4.0,1.8,3.5,3.5,1.66,3.6,4.0,1.67,1.87,-0.5,,,,,,,,,,,,,,,,1431.01,1338.54
SC1,30/04/05,Clyde,Raith Rvs,1,0,H,1,0,H,1.5,3.6,5.5,1.55,3.6,5.0,1.5,3.7,5.0,1.5,3.6,4.8,1.57,3.75,4.5,1.5,3.75,5.25,1.5,3.8,5.0,1.5,2.13,-0.5,,,,,,,,,,,,,,,,1480.89,1223.47
