Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,BWH,BWD,BWA,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SBH,SBD,SBA,WHH,WHD,WHA,GB>2.5,GB<2.5,GBAHH,GBAHA,GBAH,LBAHH,LBAHA,LBAH,B365AHH,B365AHA,B365AH,EloHome,EloAway
SC0,22/01/05,Livingston,Inverness C,1,4,A,1,2,A,E Smith,9,15,4,13,22,17,6,2,2,1,0,0,2.1,3.4,3.0,2.2,3.2,2.9,2.2,3.25,2.85,2.2,3.0,2.9,2.2,3.2,2.8,2.2,3.2,2.88,2.3,3.2,2.62,1.9,1.79,2.2,1.52,-0.5,2.0,1.84,-0.25,1.975,1.875,-0.25,1501.41,1555.22
SC0,23/01/05,Aberdeen,Rangers,1,2,A,1,2,A,D McDonald,8,7,2,4,22,17,2,3,4,2,0,0,7.0,4.0,1.4,7.0,3.9,1.4,7.0,3.75,1.42,5.4,3.8,1.45,7.0,3.75,1.4,7.0,4.0,1.4,7.0,3.75,1.4,,,,,,1.76,2.08,1.25,2.1,1.75,1.0,1593.1,1882.53
SC0,25/01/05,Livingston,Hearts,1,2,A,0,0,D,K Clark,5,15,3,8,21,11,2,5,2,1,0,0,3.2,3.2,2.1,3.2,3.2,2.05,3.0,3.2,2.1,3.2,3.1,2.0,3.2,3.2,2.0,3.0,3.2,2.2,3.4,3.25,1.9,1.95,1.75,1.55,2.1,0.5,2.0,1.88,0.25,2.1,1.75,0.25,1487.26,1700.81
SC0,29/01/05,Dundee United,Dundee,2,2,D,1,0,H,J Underhill,11,11,7,8,15,6,6,4,2,1,0,0,2.2,3.2,3.0,2.5,3.2,2.5,2.35,3.1,2.75,2.4,3.1,2.5,2.2,3.2,2.8,2.3,3.2,2.7,2.35,3.1,2.75,,,,,,1.7,2.14,0.0,1.95,1.9,-0.25,1536.07,1529.95
SC0,29/01/05,Hearts,Aberdeen,1,0,H,0,0,D,M McCurry,10,9,4,4,8,13,2,5,0,3,0,0,1.9,3.25,3.6,2.1,3.1,3.2,2.05,3.15,3.25,2.1,3.0,3.1,1.91,3.25,3.4,2.0,3.25,3.25,2.05,3.15,3.25,,,,,,1.74,2.1,-0.25,2.0,1.85,-0.5,1709.36,1586.81
SC0,29/01/05,Inverness C,Dunfermline,2,0,H,1,0,H,S Conroy,10,4,4,2,10,14,5,2,0,2,0,0,2.0,3.25,3.39,2.1,3.15,3.15,2.05,3.15,3.25,2.0,3.1,3.2,2.0,3.4,3.0,2.0,3.25,3.25,2.05,3.15,3.25,,,,,,1.8,2.04,-0.25,1.85,2.0,-0.25,1569.37,1552.45
SC0,29/01/05,Rangers,Livingston,3,0,H,1,0,H,K Toner,17,6,12,4,13,19,4,4,0,2,0,0,1.1,7.5,15.0,1.12,7.0,13.5,1.11,7.0,15.0,1.12,6.5,13.0,1.08,7.0,17.0,1.111,7.0,15.0,1.11,7.0,15.0,,,,,,1.9,1.94,-2.25,1.825,2.025,-2.25,1888.82,1478.71
SC0,30/01/05,Kilmarnock,Celtic,0,1,A,0,1,A,I Brines,5,12,3,7,13,19,3,9,3,3,0,0,10.0,5.0,1.28,9.0,4.5,1.28,9.0,5.0,1.25,9.0,4.5,1.25,10.0,4.5,1.25,9.0,5.0,1.25,9.0,5.0,1.25,,,,,,2.02,1.82,1.5,1.9,1.95,1.5,1570.9,1964.94
SC0,12/02/05,Dundee,Motherwell,2,1,H,1,1,D,C MacKay,10,23,4,14,15,15,1,8,0,0,0,0,2.3,3.25,2.75,2.35,3.15,2.7,2.4,3.1,2.7,2.3,3.0,2.7,2.25,3.2,2.75,2.38,3.2,2.62,2.37,3.1,2.62,1.95,1.75,2.4,1.44,-0.5,1.78,2.06,0.0,1.75,2.1,0.0,1533.65,1573.62
SC0,12/02/05,Dunfermline,Aberdeen,2,1,H,0,0,D,D McDonald,10,11,8,6,17,9,8,10,1,0,0,0,2.4,3.25,2.62,2.6,3.15,2.45,2.55,3.15,2.5,2.4,3.0,2.6,2.5,3.2,2.5,2.5,3.2,2.5,2.5,3.1,2.5,2.0,1.71,1.41,2.5,0.5,1.94,1.9,0.0,1.95,1.9,0.0,1544.0,1581.38
SC0,12/02/05,Hearts,Kilmarnock,3,0,H,2,0,H,J Underhill,16,7,10,3,14,21,5,0,0,1,0,0,1.66,3.5,4.5,1.7,3.3,4.5,1.7,3.4,4.4,1.65,3.3,4.4,1.8,3.25,3.75,1.7,3.4,4.33,1.72,3.2,4.33,1.79,1.9,1.7,1.92,-0.5,1.96,1.88,-0.75,2.0,1.85,-0.75,1714.79,1567.01
SC0,12/02/05,Livingston,Dundee United,0,2,A,0,2,A,C Richmond,5,7,1,4,14,13,5,2,1,1,0,0,2.37,3.2,2.7,2.3,3.15,2.8,2.35,3.1,2.75,2.4,3.0,2.6,2.2,3.25,2.75,2.38,3.2,2.62,2.4,3.1,2.6,1.85,1.85,2.35,1.46,-0.5,2.06,1.78,-0.25,2.05,1.8,-0.25,1477.45,1532.37
SC0,12/02/05,Rangers,Hibernian,3,0,H,1,0,H,C Thomson,23,9,15,6,13,12,11,12,1,0,0,0,1.25,5.0,9.5,1.18,5.25,13.0,1.25,5.0,9.0,1.25,4.5,9.0,1.2,5.0,11.0,1.22,5.0,10.0,1.28,4.33,8.5,1.6,2.15,1.25,3.21,-0.5,1.96,1.88,-1.5,2.0,1.85,-1.5,1890.08,1659.69
SC0,15/02/05,Motherwell,Hibernian,1,1,D,1,0,H,K Clark,7,3,4,1,14,8,3,3,2,2,0,0,2.7,3.2,2.3,2.6,3.2,2.4,2.75,3.2,2.3,2.8,3.1,2.2,2.6,3.2,2.38,2.75,3.25,2.25,2.75,3.2,2.25,1.79,1.9,1.48,2.3,0.5,1.78,2.06,0.25,1.8,2.05,0.25,1563.26,1656.44
SC0,19/02/05,Aberdeen,Livingston,2,0,H,1,0,H,J Rowbotham,6,5,3,2,11,11,3,0,0,0,0,0,1.57,3.5,5.5,1.5,3.6,6.0,1.62,3.4,5.0,1.55,3.5,4.8,1.62,3.5,4.5,1.57,3.6,5.0,1.6,3.4,4.8,1.95,1.75,1.62,2.02,-0.5,1.72,2.12,-0.75,1.7,2.15,-0.75,1571.11,1463.34
SC0,19/02/05,Dundee United,Inverness C,1,1,D,1,1,D,I Brines,9,13,5,6,12,18,7,7,3,1,0,0,2.2,3.2,3.0,2.15,3.2,3.0,2.1,3.2,3.1,2.1,3.1,3.0,2.0,3.4,3.0,2.1,3.25,3.0,2.15,3.2,2.9,1.75,1.95,2.1,1.57,-0.5,1.88,1.96,-0.25,1.85,2.0,-0.25,1546.48,1577.82
SC0,19/02/05,Hibernian,Dundee,4,0,H,1,0,H,A Freeland,16,10,11,3,9,5,7,3,0,2,0,0,1.61,3.5,5.0,1.4,3.9,7.0,1.6,3.5,5.0,1.55,3.5,4.8,1.57,3.5,5.0,1.57,3.6,5.0,1.57,3.5,5.0,1.71,2.0,1.6,2.06,-0.5,1.74,2.1,-0.75,2.05,1.8,-1.0,1656.69,1544.01
SC0,19/02/05,Kilmarnock,Dunfermline,2,1,H,2,1,H,K Clark,14,12,6,6,14,16,7,3,2,2,0,0,1.83,3.4,3.75,1.9,3.35,3.5,1.87,3.3,3.65,1.9,3.2,3.4,1.83,3.4,3.5,1.83,3.25,3.75,1.9,3.25,3.4,1.85,1.85,1.87,1.73,-0.5,1.88,1.96,-0.5,1.875,1.975,-0.5,1562.17,1554.27
SC0,19/02/05,Motherwell,Hearts,2,0,H,2,0,H,C Murray,9,3,5,2,21,24,2,4,1,3,0,0,2.62,3.25,2.4,2.5,3.2,2.5,2.6,3.2,2.4,2.5,3.0,2.5,2.75,3.2,2.25,2.6,3.2,2.38,2.6,3.1,2.4,1.9,1.79,1.43,2.4,0.5,1.94,1.9,0.0,1.975,1.875,0.0,1563.01,1719.63
SC0,20/02/05,Celtic,Rangers,0,2,A,0,0,D,M McCurry,6,12,6,5,16,19,5,5,1,2,0,0,2.2,3.2,3.25,2.15,3.2,3.0,2.1,3.2,3.1,2.1,3.0,3.1,2.0,3.2,3.2,2.2,3.2,3.2,2.15,3.2,2.9,1.9,1.79,2.1,1.57,-0.5,1.88,1.96,-0.25,1.825,2.025,-0.25,1968.83,1893.33
SC0,26/02/05,Rangers,Kilmarnock,2,1,H,2,0,H,S Conroy,13,3,8,1,13,21,5,6,1,1,0,0,1.12,7.0,11.0,1.15,6.0,13.0,1.14,6.0,15.0,1.12,6.5,13.0,1.12,6.0,15.0,1.12,6.5,15.0,1.14,6.0,12.0,,,,,,1.88,1.96,-2.0,,,,1911.66,1570.91
SC0,02/03/05,Celtic,Dundee,3,0,H,0,0,D,D McDonald,24,3,12,1,14,11,9,1,0,1,0,0,1.11,6.5,17.0,1.1,7.0,16.0,1.1,6.75,16.0,1.12,6.5,13.0,1.1,7.0,15.0,1.11,7.0,15.0,1.1,7.0,13.0,,,,,,-2.25,1.94,1.9,1.95,1.9,-2.25,1950.5,1538.33
SC0,02/03/05,Dundee United,Aberdeen,1,2,A,0,2,A,C Thomson,14,8,9,8,14,12,9,6,1,2,1,1,2.25,3.25,2.75,2.35,3.2,2.7,2.35,3.2,2.65,2.3,3.0,2.7,2.4,3.25,2.5,2.38,3.2,2.62,2.25,3.4,2.6,1.95,1.75,2.35,1.45,-0.5,0.0,1.76,2.08,2.025,1.825,-0.25,1544.04,1576.91
SC0,02/03/05,Dunfermline,Motherwell,0,0,D,0,0,D,W Young,8,6,3,2,10,14,11,5,1,1,0,0,2.3,3.2,2.7,2.3,3.2,2.75,2.25,3.2,2.8,2.3,3.0,2.7,2.25,3.2,2.75,2.25,3.25,2.75,2.25,3.25,2.7,1.95,1.75,2.25,1.49,-0.5,0.0,1.74,2.1,1.95,1.9,-0.25,1545.53,1577.53
SC0,02/03/05,Hearts,Rangers,1,2,A,0,0,D,H Dallas,5,6,4,2,16,16,6,6,1,2,1,1,7.5,4.0,1.44,8.0,4.05,1.35,6.5,3.75,1.44,7.0,4.0,1.35,7.0,3.75,1.4,7.5,4.0,1.44,7.0,3.75,1.4,1.85,1.85,2.38,1.44,0.5,1.25,1.84,2.0,1.7,2.15,1.25,1705.11,1913.49
SC0,02/03/05,Inverness C,Hibernian,3,0,H,1,0,H,J Underhill,14,3,7,0,12,12,2,3,0,3,0,0,2.8,3.25,2.2,2.8,3.2,2.25,2.9,3.2,2.2,2.9,3.0,2.2,2.5,3.25,2.4,2.88,3.2,2.2,3.0,3.2,2.1,1.85,1.85,1.52,2.2,0.5,0.25,1.8,2.04,1.8,2.05,0.25,1580.26,1662.37
SC0,02/03/05,Livingston,Kilmarnock,3,1,H,1,1,D,I Brines,6,3,4,1,24,20,3,4,4,2,0,0,2.7,3.2,2.3,2.75,3.2,2.3,2.75,3.2,2.25,2.6,3.1,2.3,2.5,3.25,2.4,2.75,3.2,2.3,2.75,3.25,2.2,,,1.48,2.25,0.5,0.25,1.76,2.08,1.8,2.05,0.25,1457.54,1569.08
SC0,05/03/05,Dundee,Livingston,0,1,A,0,0,D,M McCurry,4,8,1,3,7,12,1,7,0,1,0,0,1.66,3.5,4.5,1.65,3.45,4.6,1.67,3.4,4.6,1.65,3.3,4.4,1.67,3.4,4.33,1.67,3.4,4.5,1.66,3.4,4.33,1.85,1.85,2.92,1.27,-1.5,2.04,1.8,-0.75,2.05,1.8,-0.75,1537.08,1470.46
SC0,05/03/05,Dunfermline,Hearts,1,1,D,1,0,H,C Richmond,11,10,7,7,18,12,10,9,1,1,0,0,2.62,3.25,2.4,2.65,3.25,2.35,2.6,3.25,2.4,2.6,3.0,2.4,2.6,3.2,2.38,2.7,3.2,2.3,2.5,3.3,2.37,1.79,1.9,1.44,2.4,0.5,1.98,1.86,0.0,1.975,1.875,0.0,1543.11,1696.39
SC0,05/03/05,Kilmarnock,Aberdeen,0,1,A,0,0,D,H Dallas,7,13,2,7,10,15,4,7,0,1,0,0,2.25,3.25,2.8,2.25,3.15,2.85,2.25,3.25,2.8,2.3,3.0,2.7,2.1,3.2,3.0,2.3,3.2,2.75,2.2,3.2,2.8,1.85,1.85,4.7,1.08,-1.5,1.98,1.86,-0.25,2.05,1.8,-0.25,1556.16,1591.8
SC0,05/03/05,Motherwell,Dundee United,2,0,H,1,0,H,A Freeland,12,6,6,3,9,8,4,2,0,2,0,0,1.83,3.4,3.75,1.75,3.3,4.2,1.83,3.3,3.85,1.75,3.2,4.0,2.0,3.2,3.2,1.83,3.25,3.75,1.83,3.3,3.6,1.75,1.95,3.33,1.21,-1.5,1.92,1.92,-0.5,1.95,1.9,-0.5,1579.95,1529.15
SC0,05/03/05,Rangers,Inverness C,1,1,D,0,0,D,M Ritchie,12,9,6,4,14,18,2,3,1,2,0,0,1.1,7.5,17.0,1.1,7.0,16.0,1.1,7.0,17.0,1.12,6.5,13.0,1.1,6.5,17.0,1.11,6.5,17.0,1.11,7.0,12.0,1.5,2.35,,,,2.06,1.78,-2.25,2.05,1.8,-2.25,1922.21,1592.12
SC0,06/03/05,Hibernian,Celtic,1,3,A,0,2,A,K Clark,8,11,6,6,14,15,7,10,3,2,0,0,7.0,3.75,1.5,7.0,3.55,1.45,6.9,3.75,1.43,6.0,3.9,1.4,7.0,3.75,1.4,7.5,4.0,1.44,6.5,3.6,1.44,2.05,1.65,,,,1.74,2.1,0.75,1.7,2.15,1.25,1650.51,1951.75
SC0,12/03/05,Aberdeen,Hibernian,3,0,H,2,0,H,K Toner,4,11,2,8,16,19,2,7,2,1,0,0,2.3,3.25,2.75,2.25,3.2,2.8,2.25,3.15,2.85,2.3,3.1,2.6,2.2,3.25,2.75,2.25,3.25,2.75,2.25,3.2,2.75,1.95,1.75,2.25,1.5,-0.5,2.0,1.84,-0.25,2.025,1.825,-0.25,1606.59,1644.54
SC0,12/03/05,Celtic,Dunfermline,6,0,H,1,0,H,I Brines,13,2,11,1,4,6,10,0,0,0,0,0,1.1,7.5,17.0,1.1,7.25,15.0,1.1,7.0,15.0,1.12,6.5,13.0,1.08,7.0,17.0,1.1,7.5,15.0,1.1,7.0,13.0,,,,,,2.0,1.84,-2.25,2.0,1.85,-2.25,1957.72,1545.01
SC0,12/03/05,Hearts,Inverness C,0,2,A,0,0,D,C Thomson,8,8,4,4,18,16,6,4,1,1,0,0,1.83,3.4,3.6,1.9,3.4,3.4,1.7,3.3,4.4,1.7,3.2,4.2,1.73,3.4,4.0,1.85,3.25,3.75,1.83,3.2,3.75,1.9,1.79,1.83,1.76,-0.5,2.02,1.82,-0.5,2.1,1.75,-0.5,1694.49,1602.68
SC0,12/03/05,Kilmarnock,Dundee United,3,0,H,1,0,H,J Underhill,8,6,7,3,10,13,6,5,0,1,0,0,1.9,3.4,3.5,1.8,3.3,3.9,1.8,3.3,3.8,1.85,3.1,3.6,1.8,3.5,3.5,1.83,3.3,3.75,1.83,3.2,3.75,1.85,1.85,1.8,1.77,-0.5,1.86,1.98,-0.5,1.85,2.0,-0.5,1541.37,1521.76
SC0,12/03/05,Livingston,Motherwell,1,1,D,0,1,A,D MacDonald,4,11,3,11,11,16,3,7,1,3,0,0,2.5,3.25,2.5,2.5,3.2,2.5,2.65,3.1,2.4,2.5,3.1,2.4,2.4,3.25,2.5,2.6,3.2,2.4,2.62,3.1,2.37,1.9,1.79,1.43,2.4,0.5,1.76,2.08,0.0,1.8,2.05,0.0,1488.53,1587.34
SC0,13/03/05,Dundee,Rangers,0,2,A,0,0,D,I Brines,4,10,2,7,12,20,1,6,0,2,0,0,11.0,5.5,1.25,11.0,5.25,1.2,9.0,4.8,1.25,9.0,4.5,1.25,10.0,5.0,1.22,10.0,5.5,1.25,10.0,4.5,1.25,,,,,,1.8,2.04,1.5,1.8,2.05,1.5,1519.01,1911.65
SC0,16/03/05,Inverness C,Celtic,0,2,A,0,0,D,H Dallas,7,7,2,3,14,10,2,9,0,0,0,0,11.0,5.5,1.25,11.0,5.25,1.2,9.0,5.0,1.25,8.5,4.3,1.27,8.0,5.0,1.25,12.0,5.5,1.22,10.0,4.5,1.25,,,,,,2.04,1.8,1.5,2.0,1.85,1.5,1621.46,1958.96
SC0,19/03/05,Aberdeen,Dundee,1,1,D,0,0,D,S Dougal,8,5,4,2,13,11,6,2,1,1,0,0,1.57,3.6,5.0,1.55,3.45,5.6,1.55,3.5,5.5,1.5,3.7,5.0,1.57,3.5,5.0,1.57,3.4,5.5,1.53,3.6,5.0,1.75,1.95,1.55,2.14,-0.5,,,,2.0,1.85,-1.0,1616.88,1515.1
SC0,19/03/05,Dundee United,Celtic,2,3,A,1,2,A,D McDonald,13,17,11,14,16,7,3,8,2,2,0,0,13.0,5.5,1.22,11.0,5.25,1.2,10.5,5.4,1.2,9.5,4.8,1.22,12.0,5.5,1.17,12.0,5.5,1.22,11.0,5.0,1.2,1.6,2.15,3.57,1.2,0.5,,,,2.05,1.8,1.5,1513.4,1964.04
SC0,19/03/05,Dunfermline,Hibernian,1,4,A,1,0,H,H Dallas,8,11,4,6,10,8,8,2,0,1,0,0,2.62,3.2,2.37,2.65,3.15,2.4,2.65,3.15,2.4,2.5,3.1,2.4,2.75,3.0,2.38,2.6,3.2,2.4,2.62,3.1,2.37,1.85,1.85,1.44,2.4,0.5,,,,1.95,1.9,0.0,1543.77,1634.25
SC0,19/03/05,Hearts,Livingston,3,1,H,1,1,D,K Clark,11,4,9,3,12,20,5,4,2,3,0,0,1.57,3.6,5.0,1.65,3.5,4.5,1.6,3.4,5.2,1.65,3.3,4.4,1.67,3.4,4.33,1.62,3.4,5.0,1.61,3.5,4.5,1.9,1.79,1.6,2.06,-0.5,,,,2.15,1.7,-1.0,1675.71,1488.49
SC0,02/04/05,Celtic,Hearts,0,2,A,0,2,A,H Dallas,11,7,7,3,14,12,12,2,0,3,0,0,1.16,6.0,11.0,1.15,6.25,12.0,1.15,6.0,12.0,1.17,5.5,11.0,1.17,5.5,12.0,1.17,6.0,11.0,1.16,5.5,12.0,1.45,2.5,,,,,,,1.9,1.95,-1.75,1966.97,1679.73
SC0,02/04/05,Dundee,Kilmarnock,1,0,H,0,0,D,E Smith,4,11,2,6,14,10,3,6,2,1,0,0,2.3,3.2,2.7,2.4,3.3,2.55,2.35,3.15,2.7,2.3,3.2,2.5,2.5,3.25,2.4,2.3,3.2,2.7,2.25,3.2,2.75,1.75,1.95,2.35,1.45,-0.5,,,,2.075,1.775,-0.25,1521.64,1549.73
SC0,02/04/05,Hibernian,Dundee United,3,2,H,1,0,H,J Underhill,14,10,6,8,7,12,3,1,0,1,1,0,1.5,3.5,6.0,1.5,3.4,6.5,1.5,3.6,6.0,1.45,3.8,5.4,1.5,3.4,6.0,1.5,3.5,6.0,1.5,3.6,5.5,1.65,2.05,1.5,2.25,-0.5,,,,2.05,1.8,-1.0,1647.09,1510.47
SC0,02/04/05,Inverness C,Aberdeen,0,1,A,0,1,A,Alan Freeland,16,5,8,2,8,14,9,3,2,2,0,0,2.62,3.2,2.37,2.75,3.2,2.3,2.6,3.2,2.4,2.5,3.0,2.5,2.25,3.2,2.75,2.5,3.2,2.5,2.5,3.25,2.4,1.85,1.85,1.43,2.4,0.5,,,,1.8,2.05,0.0,1616.38,1610.34
SC0,02/04/05,Livingston,Dunfermline,1,1,D,0,0,D,B Winter,8,14,3,6,19,16,10,6,3,0,0,0,2.1,3.25,3.0,2.2,3.3,2.8,2.15,3.25,2.95,2.1,3.1,3.0,2.1,3.2,3.0,2.1,3.25,3.0,2.1,3.3,2.87,1.85,1.85,2.15,1.55,-0.5,,,,1.9,1.95,-0.25,1484.47,1530.93
SC0,03/04/05,Motherwell,Rangers,2,3,A,0,2,A,D McDonald,8,8,5,3,15,14,7,2,4,3,0,1,11.0,5.5,1.25,11.0,5.75,1.18,9.0,5.0,1.25,8.0,4.2,1.3,8.0,5.0,1.25,10.0,5.5,1.25,8.0,5.0,1.25,1.75,1.95,3.21,1.25,0.5,,,,2.0,1.85,1.5,1587.38,1915.56
SC0,09/04/05,Aberdeen,Motherwell,1,3,A,1,2,A,C Murray,9,5,2,2,12,21,4,5,1,2,0,0,1.72,3.25,4.33,1.85,3.25,3.75,1.75,3.25,4.3,1.75,3.2,4.0,1.73,3.4,4.0,1.8,3.25,4.0,1.72,3.25,4.2,1.95,1.75,1.75,1.85,-0.5,1.84,2.0,-0.5,1.85,2.0,-0.5,1626.54,1582.08
SC0,09/04/05,Dundee,Dunfermline,2,1,H,0,1,A,C Richmond,6,7,4,3,8,19,7,4,2,1,0,0,1.83,3.25,3.75,2.0,3.2,3.35,1.91,3.25,3.55,2.0,3.1,3.2,1.91,3.4,3.25,1.91,3.4,3.5,1.83,3.2,3.75,1.75,1.95,1.91,1.7,-0.5,2.04,1.8,-0.5,2.0,1.85,-0.5,1531.59,1532.84
SC0,09/04/05,Kilmarnock,Inverness C,0,1,A,0,1,A,I Fyfe,9,10,5,8,15,21,10,7,1,2,0,0,2.0,3.25,3.25,2.0,3.15,3.4,2.0,3.2,3.35,2.0,3.1,3.2,2.0,3.4,3.0,2.0,3.25,3.4,2.05,3.1,3.2,1.75,1.95,2.0,1.64,-0.5,1.72,2.12,-0.25,2.1,1.75,-0.5,1539.78,1600.18
SC0,12/04/05,Inverness C,Motherwell,1,0,H,1,0,H,B Cassidy,15,6,7,4,17,15,7,3,1,3,0,1,2.25,3.25,2.75,2.25,3.2,2.8,2.25,3.2,2.75,2.2,3.1,2.8,2.4,3.25,2.5,2.25,3.25,2.75,2.25,3.2,2.75,1.95,1.75,2.25,1.48,-0.5,2.0,1.84,-0.25,2.025,1.825,-0.25,1614.1,1599.5
SC0,12/04/05,Rangers,Dundee United,0,1,A,0,1,A,I Brines,23,4,15,3,9,11,10,2,0,1,0,0,1.11,7.0,13.0,1.08,8.0,16.0,1.1,7.0,15.0,1.1,7.0,15.0,1.11,6.5,15.0,1.11,7.0,15.0,1.1,7.0,13.0,1.4,2.65,,,,1.8,2.04,-2.0,1.8,2.05,-2.0,1920.86,1505.37
SC0,13/04/05,Hearts,Hibernian,1,2,A,1,0,H,J Rowbotham,10,9,6,5,14,17,4,3,2,2,0,0,2.5,3.0,2.62,2.2,3.2,2.9,2.25,3.1,2.85,2.3,3.0,2.7,2.1,3.2,3.0,2.2,3.2,2.88,2.2,3.1,2.87,1.85,1.85,2.25,1.48,-0.5,1.9,1.94,-0.25,1.9,1.95,-0.25,1702.3,1652.19
SC0,13/04/05,Livingston,Celtic,0,4,A,0,1,A,M McCurry,5,7,2,6,18,15,3,14,1,1,0,0,10.0,5.5,1.2,13.0,6.0,1.15,11.0,5.5,1.19,11.0,5.5,1.17,12.0,5.5,1.17,12.0,6.0,1.2,10.0,6.0,1.16,1.55,2.25,,,,1.76,2.08,2.0,1.95,1.9,1.75,1482.56,1944.4
SC0,16/04/05,Celtic,Aberdeen,3,2,H,1,2,A,C Thomson,9,4,7,2,11,22,7,2,0,2,0,0,1.2,5.5,10.0,1.15,6.0,13.0,1.16,6.0,12.0,1.2,5.0,10.0,1.22,5.0,10.0,1.17,6.0,12.0,1.2,5.0,11.0,,,,,,1.74,2.1,-1.75,1.85,2.0,-1.75,1947.17,1609.12
SC0,16/04/05,Dundee United,Hearts,2,1,H,1,1,D,A Freeland,11,14,9,8,15,10,11,7,2,1,0,0,2.7,3.2,2.3,2.7,3.15,2.35,2.7,3.25,2.25,2.4,3.2,2.4,2.75,3.2,2.25,2.62,3.2,2.38,2.62,3.3,2.25,1.85,1.79,1.47,2.25,0.5,2.02,1.82,0.0,1.95,1.9,0.0,1529.15,1684.71
SC0,16/04/05,Hibernian,Livingston,0,3,A,0,0,D,C Mackay,10,13,3,8,17,10,3,4,1,2,0,0,1.57,3.4,5.5,1.5,3.5,6.25,1.55,3.4,5.4,1.45,3.8,5.4,1.57,3.5,5.0,1.53,3.4,6.0,1.5,3.6,5.5,1.65,2.0,1.55,2.09,-0.5,1.96,1.88,-1.0,1.925,1.925,-1.0,1669.78,1479.79
SC0,16/04/05,Inverness C,Dundee,3,2,H,2,0,H,D McDonald,18,8,7,4,15,12,8,5,3,1,0,0,1.9,3.25,3.5,1.9,3.25,3.6,1.9,3.25,3.45,1.8,3.2,3.7,2.0,3.2,3.2,1.91,3.25,3.5,1.83,3.5,3.4,1.83,1.83,1.9,1.67,-0.5,1.92,1.92,-0.5,1.9,1.95,-0.5,1622.62,1540.63
SC0,16/04/05,Motherwell,Kilmarnock,1,1,D,0,1,A,S Dougal,2,4,2,2,17,15,5,1,2,2,0,0,1.72,3.25,4.33,1.75,3.4,4.05,1.8,3.25,3.85,1.75,3.1,4.2,1.8,3.25,3.75,1.8,3.25,4.0,1.72,3.25,4.2,1.83,1.83,1.8,1.76,-0.5,1.78,2.06,-0.5,1.825,2.025,-0.5,1590.98,1525.86
SC0,17/04/05,Dunfermline,Rangers,0,1,A,0,1,A,K Clark,6,10,3,3,20,16,3,6,4,2,0,0,10.0,5.5,1.2,11.0,5.15,1.2,10.0,5.25,1.2,9.5,4.8,1.22,11.0,5.0,1.2,12.0,6.0,1.2,9.5,5.0,1.22,1.55,2.2,,,,1.92,1.92,1.75,1.9,1.95,1.75,1523.8,1897.08
SC0,23/04/05,Dundee United,Livingston,1,1,D,1,0,H, K Toner,15,7,9,5,14,10,6,2,1,1,0,0,1.9,3.25,3.5,2.05,3.1,3.3,2.0,3.2,3.4,2.0,3.1,3.2,2.0,3.2,3.2,2.0,3.25,3.25,1.9,3.25,3.4,,,1.9,1.67,-0.5,1.72,2.12,-0.25,2.0,1.85,-0.5,1543.63,1500.83
SC0,23/04/05,Dunfermline,Inverness C,0,0,D,0,0,D, C Murray,13,6,4,3,12,15,5,6,1,0,0,0,2.37,3.2,2.62,2.35,3.1,2.75,2.35,3.2,2.75,2.2,3.0,2.9,2.4,3.25,2.5,2.3,3.2,2.75,2.15,3.4,2.75,2.0,1.71,2.35,1.48,-0.5,2.08,1.76,-0.25,2.175,1.675,-0.25,1519.51,1629.11
SC0,23/04/05,Hibernian,Hearts,2,2,D,1,1,D, M McCurry,14,8,7,5,15,15,10,2,1,3,0,0,2.25,3.25,2.75,2.1,3.15,3.15,2.25,3.2,3.0,2.2,3.0,2.9,2.38,3.2,2.6,2.1,3.25,3.0,2.1,3.2,3.0,2.0,1.71,2.25,1.55,-0.5,1.86,1.98,-0.25,1.925,1.925,-0.25,1648.74,1670.23
SC0,23/04/05,Kilmarnock,Dundee,1,0,H,0,0,D, S Conroy,9,4,5,1,7,6,12,4,0,1,0,0,2.1,3.25,3.0,1.95,3.2,3.5,2.05,3.2,3.25,2.0,3.2,3.1,1.91,3.4,3.25,2.0,3.25,3.25,2.05,3.3,3.0,1.85,1.85,2.05,1.61,-0.5,1.94,1.9,-0.5,2.0,1.85,-0.5,1531.39,1534.14
SC0,23/04/05,Motherwell,Aberdeen,0,1,A,0,1,A,C Richmond,9,7,4,2,12,9,1,3,2,2,0,0,2.3,3.2,2.7,2.45,3.1,2.65,2.4,3.2,2.65,2.4,3.1,2.5,2.38,3.2,2.6,2.4,3.2,2.6,2.4,3.25,2.5,1.95,1.75,2.4,1.41,-0.5,1.74,2.1,0.0,1.75,2.1,0.0,1585.45,1607.26
SC0,24/04/05,Rangers,Celtic,1,2,A,0,2,A, S Dougal,21,11,11,6,15,14,9,7,3,4,0,0,2.5,3.1,2.8,2.45,3.1,2.65,2.4,3.1,2.8,2.4,3.0,2.6,2.25,3.2,2.75,2.4,3.25,2.8,2.3,3.1,2.75,2.0,1.71,2.4,1.47,-0.5,1.72,2.12,0.0,2.05,1.8,-0.25,1901.37,1949.03
