Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,BWH,BWD,BWA,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SBH,SBD,SBA,WHH,WHD,WHA,GB>2.5,GB<2.5,GBAHH,GBAHA,GBAH,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,EloHome,EloAway
I2,09/04/05,Torino,Empoli,0,0,D,0,0,D,2.1,2.75,3.5,2.15,2.7,3.5,2.1,2.7,3.5,2.0,2.7,3.6,2.1,2.7,3.6,2.1,2.6,3.75,2.15,2.7,3.4,2.0,1.61,2.1,1.52,-0.5,,,,,,,,,,,1507.7,1572.65
I2,09/04/05,Venezia,Catanzaro,2,0,H,1,0,H,1.61,3.25,5.0,1.7,3.25,4.4,1.72,3.1,4.33,1.75,2.9,4.3,1.8,3.1,4.0,1.7,3.2,4.33,1.75,3.0,4.5,1.9,1.7,1.72,1.81,-0.5,,,,,,,,,,,1404.92,1369.85
I2,09/04/05,Vicenza,Ascoli,1,1,D,1,0,H,2.2,2.75,3.25,2.2,2.7,3.35,2.15,2.65,3.45,2.2,2.7,3.1,2.2,2.75,3.25,2.2,2.6,3.5,2.2,2.7,3.3,1.85,1.74,2.15,1.5,-0.5,,,,,,,,,,,1461.78,1530.22
I2,10/04/05,Modena,Verona,2,0,H,1,0,H,,,,2.3,2.55,3.4,2.3,2.7,3.05,2.2,2.6,3.2,2.2,2.8,3.2,2.25,2.6,3.3,2.3,2.65,3.15,2.1,1.56,2.3,1.43,-0.5,,,,,,,,,,,1525.63,1509.48
I2,15/04/05,Catania,Piacenza,1,1,D,1,1,D,2.1,2.75,3.5,2.2,2.65,3.5,2.1,2.65,3.5,2.1,2.6,3.5,2.1,2.8,3.5,2.1,2.7,3.6,2.1,2.7,3.55,,,2.1,1.51,-0.5,,,,,,,,,,,1514.91,1491.41
I2,15/04/05,Empoli,Pescara,2,1,H,2,1,H,1.44,3.6,6.5,1.45,3.5,7.0,1.45,3.5,6.2,1.45,3.3,6.4,1.44,3.4,7.5,1.44,3.5,7.0,1.45,3.4,7.0,1.9,1.7,1.45,2.24,-0.5,,,,,,,,,,,1573.91,1446.52
I2,16/04/05,Albinoleffe,Verona,1,1,D,0,1,A,2.37,2.7,3.0,2.3,2.75,3.1,2.3,2.7,3.0,2.3,2.7,2.9,2.2,2.8,3.2,2.3,2.7,3.1,2.3,2.7,3.1,,,2.3,1.42,-0.5,,,,,,,,,,,1468.16,1501.01
I2,16/04/05,Arezzo,Bari,2,1,H,0,0,D,2.37,2.7,3.0,2.35,2.5,3.4,2.3,2.6,3.15,2.3,2.6,3.0,2.3,2.75,3.1,2.3,2.62,3.25,2.35,2.65,3.1,,,2.3,1.42,-0.5,,,,,,,,,,,1443.0,1498.0
I2,16/04/05,Ascoli,Venezia,1,0,H,1,0,H,1.5,3.25,6.5,1.5,3.5,6.0,1.48,3.4,6.0,1.5,3.2,5.8,1.5,3.5,6.0,1.5,3.4,6.0,1.45,3.5,6.5,1.8,1.8,1.48,2.17,-0.5,,,,,,,,,,,1531.35,1412.79
I2,16/04/05,Catanzaro,Vicenza,1,1,D,1,0,H,3.2,3.0,2.1,3.15,2.95,2.15,3.0,3.0,2.12,3.1,2.9,2.1,3.1,3.1,2.1,3.0,3.0,2.2,3.2,2.95,2.1,,,1.5,2.12,0.5,,,,,,,,,,,1361.98,1460.65
I2,16/04/05,Perugia,Torino,1,1,D,0,0,D,2.2,2.62,3.4,2.1,2.7,3.65,2.1,2.65,3.5,2.1,2.6,3.5,2.1,2.7,3.6,2.1,2.7,3.6,2.05,2.6,3.9,,,2.1,1.51,-0.5,,,,,,,,,,,1559.99,1506.44
I2,16/04/05,Salernitana,Modena,2,2,D,1,1,D,2.25,2.5,3.6,2.25,2.65,3.35,2.25,2.65,3.15,2.2,2.6,3.2,2.2,2.7,3.4,2.25,2.7,3.25,2.25,2.7,3.2,,,2.25,1.44,-0.5,,,,,,,,,,,1475.82,1534.1
I2,16/04/05,Ternana,Crotone,3,1,H,1,0,H,1.8,2.9,4.5,1.75,2.9,4.9,1.77,2.9,4.4,1.75,2.8,4.5,1.75,3.0,4.5,1.75,3.0,4.5,1.75,2.9,4.8,1.95,1.66,1.77,1.75,-0.5,,,,,,,,,,,1489.9,1450.67
I2,16/04/05,Treviso,Cesena,3,1,H,0,0,D,1.5,3.0,8.0,1.5,3.1,7.5,1.55,3.0,6.25,1.55,3.1,5.5,1.53,3.2,6.5,1.53,3.1,6.5,1.55,3.1,6.2,1.8,1.8,1.55,2.03,-0.5,,,,,,,,,,,1535.51,1460.93
I2,16/04/05,Triestina,Genoa,0,0,D,0,0,D,3.0,2.5,2.6,3.25,2.35,2.6,3.0,2.35,2.65,3.0,2.5,2.4,3.1,2.5,2.5,3.0,2.4,2.62,3.05,2.5,2.5,,,,,,,,,,,,,,,,1477.4,1564.51
I2,20/04/05,Albinoleffe,Arezzo,1,0,H,1,0,H,2.0,2.7,4.0,2.0,2.45,4.7,2.0,2.5,4.35,2.1,2.4,3.9,2.0,2.7,3.9,2.0,2.7,4.0,1.95,2.75,3.95,,,,,,,,,,,,,,,,1465.77,1453.89
I2,20/04/05,Bari,Triestina,2,0,H,0,0,D,1.9,2.62,4.5,2.0,2.5,4.5,1.9,2.55,4.75,1.9,2.5,4.5,1.9,2.7,4.33,1.85,2.7,4.6,1.85,2.75,4.5,,,,,,,,,,,,,,,,1487.11,1476.94
I2,20/04/05,Cesena,Salernitana,1,1,D,1,1,D,2.25,2.7,3.25,2.1,2.5,4.1,2.2,2.5,3.75,2.2,2.5,3.3,2.2,2.6,3.4,2.1,2.6,3.75,2.1,2.65,3.65,,,,,,,,,,,,,,,,1454.23,1474.33
I2,20/04/05,Crotone,Ascoli,1,0,H,0,0,D,2.6,2.7,2.7,2.75,2.8,2.5,2.65,2.7,2.65,2.6,2.7,2.6,2.7,2.7,2.6,2.6,2.7,2.7,2.75,2.6,2.65,,,,,,,,,,,,,,,,1442.93,1536.88
I2,20/04/05,Genoa,Catania,0,0,D,0,0,D,1.5,3.4,6.0,1.4,3.5,8.1,1.45,3.4,7.0,1.45,3.3,6.4,1.4,3.5,8.0,1.4,3.6,7.5,1.45,3.3,7.5,,,,,,,,,,,,,,,,1564.97,1510.64
I2,20/04/05,Modena,Empoli,1,1,D,0,1,A,2.5,2.62,2.9,2.6,2.5,2.95,2.55,2.35,3.25,2.5,2.5,2.9,2.5,2.4,3.25,2.5,2.5,3.1,2.5,2.35,3.3,,,,,,,,,,,,,,,,1535.59,1579.23
I2,20/04/05,Pescara,Catanzaro,3,2,H,1,0,H,1.5,3.4,6.0,1.4,3.75,7.0,1.45,3.4,7.0,1.4,3.4,7.0,1.44,3.4,7.0,1.44,3.4,7.0,1.5,3.15,7.0,,,,,,,,,,,,,,,,1441.2,1361.93
I2,20/04/05,Piacenza,Ternana,0,2,A,0,0,D,1.8,2.7,5.0,1.95,2.45,5.0,1.9,2.65,4.5,1.85,2.6,4.4,1.83,2.62,5.0,1.83,2.75,4.6,1.9,2.75,4.2,,,,,,,,,,,,,,,,1495.68,1497.64
I2,20/04/05,Venezia,Torino,0,3,A,0,1,A,3.2,2.75,2.25,3.45,2.8,2.1,3.2,2.8,2.2,3.4,2.8,2.0,3.1,2.88,2.2,3.2,2.8,2.2,3.2,2.85,2.15,,,,,,,,,,,,,,,,1407.26,1511.63
I2,20/04/05,Verona,Treviso,2,1,H,1,1,D,2.25,2.62,3.3,2.35,2.55,3.3,2.25,2.5,3.5,2.2,2.6,3.2,2.25,2.62,3.3,2.2,2.62,3.5,2.15,2.5,3.8,,,,,,,,,,,,,,,,1503.4,1542.21
I2,20/04/05,Vicenza,Perugia,2,2,D,2,1,H,2.7,2.3,3.2,2.9,2.3,2.9,2.7,2.35,3.0,2.6,2.5,2.8,2.6,2.8,2.6,2.6,2.62,2.8,2.65,2.65,2.7,,,,,,,,,,,,,,,,1460.7,1554.8
I2,23/04/05,Arezzo,Catanzaro,2,1,H,2,1,H,1.33,4.0,8.0,1.3,4.4,8.0,1.32,4.0,8.5,1.4,3.4,7.0,1.33,4.0,8.0,1.36,4.0,7.0,1.35,4.0,7.5,,,,,,,,,,,,,,,,1445.28,1355.36
I2,23/04/05,Catania,Pescara,2,1,H,0,1,A,2.0,2.5,4.5,1.9,2.5,5.1,,,,1.9,2.4,4.6,1.9,2.5,5.0,2.0,2.5,4.5,1.9,2.4,5.4,,,,,,,,,,,,,,,,1515.85,1447.77
I2,23/04/05,Crotone,Albinoleffe,1,0,H,0,0,D,1.9,2.8,4.0,2.1,3.0,3.2,2.05,2.95,3.35,2.0,2.7,3.6,2.0,3.0,3.4,2.05,2.88,3.4,2.0,2.85,3.6,1.95,1.66,,,,,,,,,,,,,,1455.21,1474.38
I2,23/04/05,Empoli,Cesena,0,0,D,0,0,D,1.44,3.5,7.0,1.45,3.5,7.0,1.42,3.5,7.5,1.45,3.3,6.4,1.44,3.4,7.5,1.44,3.5,7.0,1.4,3.55,7.5,1.85,1.74,1.42,2.39,-0.5,,,,,,,,,,,1581.24,1451.4
I2,23/04/05,Perugia,Piacenza,0,1,A,0,1,A,1.66,2.9,5.5,1.65,2.95,5.75,1.6,3.0,6.0,1.65,2.8,5.2,1.61,3.1,5.5,1.67,2.88,5.5,1.65,2.8,6.0,2.0,1.61,1.6,2.0,-0.5,,,,,,,,,,,1555.01,1479.74
I2,23/04/05,Salernitana,Bari,2,2,D,1,1,D,,,,2.2,2.2,4.7,,,,2.2,2.3,3.8,,,,,,,2.2,2.2,4.0,,,,,,,,,,,,,,,,1477.16,1495.77
I2,23/04/05,Ternana,Verona,1,1,D,1,0,H,2.2,2.62,3.5,2.2,2.6,3.55,2.2,2.6,3.45,2.1,2.6,3.5,2.2,2.75,3.25,2.2,2.62,3.4,2.1,2.6,3.8,,,,,,,,,,,,,,,,1513.58,1513.72
I2,23/04/05,Treviso,Venezia,3,0,H,1,0,H,1.33,4.0,8.0,1.3,4.4,7.0,1.3,4.2,8.5,1.35,3.6,7.5,1.33,4.0,8.0,1.33,4.0,8.0,1.35,3.95,7.5,1.95,1.66,,,,,,,,,,,,,,1531.89,1394.92
I2,23/04/05,Triestina,Modena,0,2,A,0,0,D,2.1,2.75,3.5,2.2,2.75,3.3,2.2,2.6,3.45,2.2,2.4,3.6,2.3,2.75,3.1,2.2,2.62,3.4,2.2,2.7,3.3,,,,,,,,,,,,,,,,1468.28,1533.58
I2,25/04/05,Ascoli,Genoa,0,3,A,0,2,A,2.37,2.5,3.25,2.6,2.35,3.2,2.55,2.4,3.15,2.6,2.3,3.0,2.62,2.4,3.0,2.5,2.4,3.2,2.5,2.45,3.15,,,,,,,,,,,,,,,,1524.6,1559.76
I2,25/04/05,Torino,Vicenza,2,1,H,2,1,H,1.5,3.3,6.5,1.45,3.5,7.0,1.45,3.3,7.5,1.45,3.3,6.4,1.4,3.6,7.5,1.44,3.4,7.0,1.45,3.35,7.2,1.95,1.66,1.45,2.29,-0.5,,,,,,,,,,,1523.97,1460.49
I2,29/04/05,Bari,Treviso,1,1,D,0,0,D,2.7,2.0,4.0,2.85,1.85,4.0,2.75,1.95,3.75,2.6,2.0,3.7,2.6,2.0,3.75,,,,,,,,,,,,,,,,,,,,,,1498.65,1536.98
I2,30/04/05,Albinoleffe,Catania,1,0,H,1,0,H,2.37,2.1,4.5,2.25,2.2,4.5,2.35,2.0,4.65,,,,2.5,2.2,3.75,,,,,,,2.2,1.5,,,,,,,,,,,,,,1464.74,1522.73
I2,30/04/05,Ascoli,Triestina,1,1,D,0,1,A,1.66,3.0,5.0,1.7,2.9,5.4,1.65,2.8,5.75,,,,1.67,2.9,5.5,1.7,2.88,5.25,,,,1.9,1.7,,,,,,,,,,,,,,1509.79,1454.54
I2,30/04/05,Cesena,Pescara,1,1,D,0,0,D,2.25,2.37,3.75,2.2,2.25,4.45,2.1,2.25,4.5,2.1,2.3,3.8,2.25,2.25,4.2,2.2,2.3,4.2,,,,2.1,1.56,,,,,,,,,,,,,,1458.64,1440.89
I2,30/04/05,Genoa,Ternana,1,1,D,0,1,A,1.4,3.5,8.0,1.45,3.5,7.0,1.4,3.75,7.5,1.45,3.3,6.4,1.36,3.75,8.0,1.4,3.75,7.0,,,,1.66,1.95,1.4,2.5,-0.5,,,,,,,,,,,1574.57,1510.08
I2,30/04/05,Modena,Torino,0,0,D,0,0,D,2.25,2.5,3.6,2.2,2.5,3.7,2.2,2.5,3.6,2.2,2.5,3.3,2.1,2.6,3.75,2.25,2.5,3.6,,,,2.1,1.56,,,,,,,,,,,,,,1547.32,1530.99
I2,30/04/05,Piacenza,Arezzo,3,0,H,1,0,H,1.66,2.87,5.5,1.75,2.9,4.9,1.7,2.8,5.5,,,,1.62,3.0,5.5,1.73,2.88,5.0,,,,1.95,1.66,,,,,,,,,,,,,,1498.06,1451.56
I2,30/04/05,Venezia,Perugia,2,4,A,1,3,A,5.0,3.5,1.57,4.5,3.9,1.55,4.5,3.65,1.55,,,,4.5,3.4,1.62,5.0,3.6,1.53,,,,1.85,1.74,,,,,,,,,,,,,,1389.83,1536.69
I2,30/04/05,Verona,Crotone,0,0,D,0,0,D,1.57,3.5,5.0,1.55,3.4,5.5,1.55,3.3,6.0,1.55,3.1,5.5,1.53,3.4,5.5,1.53,3.4,5.5,,,,1.9,1.7,1.55,2.13,-0.5,,,,,,,,,,,1517.22,1464.85
I2,30/04/05,Vicenza,Salernitana,4,1,H,2,0,H,2.2,2.5,3.75,2.15,2.5,3.9,2.1,2.5,4.25,2.2,2.1,4.0,2.0,2.6,4.0,2.1,2.5,4.0,,,,1.9,1.7,,,,,,,,,,,,,,1453.47,1474.28
I2,02/05/05,Catanzaro,Empoli,2,3,A,1,1,D,,,,4.5,3.9,1.55,5.0,4.0,1.5,,,,5.5,4.0,1.44,5.0,3.8,1.5,,,,1.8,1.8,2.22,1.5,0.5,,,,,,,,,,,1349.08,1574.0
I2,06/05/05,Modena,Cesena,4,0,H,1,0,H,1.61,3.0,6.0,1.65,2.95,5.7,1.6,3.0,6.0,1.75,2.7,4.5,1.57,3.0,6.5,1.62,3.0,5.75,,,,2.0,1.61,1.6,2.0,-0.5,,,,,,,,,,,1543.28,1454.56
I2,07/05/05,Catania,Treviso,3,0,H,0,0,D,3.0,1.9,3.75,3.1,1.8,3.9,2.8,1.95,3.6,,,,3.2,1.8,3.6,,,,,,,,,2.8,1.26,-0.5,,,,,,,,,,,1511.73,1539.18
I2,07/05/05,Crotone,Genoa,0,0,D,0,0,D,3.0,2.37,2.75,3.25,2.45,2.45,3.1,2.4,2.5,3.1,2.3,2.5,3.0,2.5,2.5,3.1,2.5,2.5,3.15,2.4,2.55,1.85,1.74,1.35,2.5,0.5,,,,,,,,,,,1470.01,1569.06
I2,07/05/05,Empoli,Vicenza,2,1,H,0,1,A,1.5,3.2,7.0,1.55,3.1,6.5,1.5,3.15,7.0,1.45,3.2,6.6,1.5,3.1,7.5,1.5,3.2,7.0,1.5,3.05,7.5,,,1.5,2.17,-0.5,,,,,,,,,,,1582.19,1463.17
I2,07/05/05,Perugia,Catanzaro,3,1,H,2,1,H,1.12,6.0,15.0,1.13,6.0,14.0,1.12,6.0,13.0,1.12,6.0,12.0,1.12,6.5,13.0,1.14,6.0,12.0,1.12,5.8,15.0,,,1.12,4.11,-0.5,,,,,,,,,,,1547.51,1340.89
I2,07/05/05,Pescara,Verona,1,1,D,0,0,D,2.6,2.25,3.4,2.5,2.3,3.5,2.4,2.35,3.4,,,,2.4,2.38,3.5,2.4,2.38,3.5,2.45,2.2,3.75,1.95,1.66,2.4,1.39,-0.5,,,,,,,,,,,1444.97,1512.06
I2,07/05/05,Piacenza,Triestina,0,0,D,0,0,D,1.72,2.87,5.0,1.75,2.7,5.5,1.7,2.8,5.5,1.7,2.9,4.5,1.67,2.9,5.5,1.73,2.88,5.0,1.7,2.85,5.3,1.8,1.8,1.7,1.86,-0.5,,,,,,,,,,,1505.58,1459.78
I2,07/05/05,Ternana,Ascoli,2,0,H,1,0,H,2.1,2.6,3.75,2.2,2.5,3.75,2.15,2.5,3.75,,,,2.2,2.5,3.75,2.2,2.5,3.75,2.1,2.5,3.95,2.0,1.61,2.15,1.5,-0.5,,,,,,,,,,,1515.59,1504.55
I2,07/05/05,Torino,Arezzo,1,0,H,1,0,H,1.36,3.75,8.0,1.4,3.55,8.0,1.35,3.8,8.0,1.35,3.5,7.7,1.4,3.75,7.0,1.36,3.75,8.0,1.4,3.45,8.0,1.8,1.8,1.35,2.58,-0.5,,,,,,,,,,,1535.03,1444.04
I2,07/05/05,Venezia,Bari,1,0,H,1,0,H,4.5,3.25,1.66,4.4,3.4,1.67,4.25,3.25,1.65,,,,5.0,3.25,1.62,4.33,3.25,1.7,5.0,3.1,1.65,,,1.84,1.65,0.5,,,,,,,,,,,1379.01,1496.45
I2,09/05/05,Salernitana,Albinoleffe,1,1,D,1,1,D,1.8,2.87,4.5,1.75,2.85,5.0,1.75,2.8,4.75,1.75,2.8,4.75,1.8,2.8,4.5,1.8,2.8,4.75,1.75,2.9,4.75,1.9,1.7,1.75,1.76,-0.5,,,,,,,,,,,1464.58,1475.74
I2,13/05/05,Verona,Perugia,1,2,A,0,2,A,2.5,2.5,3.1,2.5,2.45,3.2,2.45,2.5,3.15,,,,2.4,2.5,3.2,2.4,2.5,3.2,,,,,,2.45,1.39,-0.5,,,,,,,,,,,1513.24,1551.16
I2,14/05/05,Albinoleffe,Ternana,3,1,H,1,0,H,2.75,2.1,3.5,2.65,2.05,3.6,,,,,,,2.7,2.0,3.75,,,,,,,,,,,,,,,,,,,,,,1478.87,1524.23
I2,14/05/05,Arezzo,Salernitana,1,0,H,1,0,H,2.2,2.62,3.5,2.05,2.65,3.9,2.05,2.7,3.7,2.0,2.6,3.8,2.0,2.62,4.0,2.1,2.7,3.6,2.05,2.7,3.75,,,2.05,1.56,-0.5,,,,,,,,,,,1437.79,1461.45
I2,14/05/05,Ascoli,Pescara,1,0,H,0,0,D,1.83,2.5,5.5,1.9,2.4,5.5,1.9,2.4,5.25,,,,2.0,2.4,4.5,1.85,2.5,5.5,1.9,2.4,5.5,,,,,,,,,,,,,,,,1495.91,1443.79
I2,14/05/05,Bari,Piacenza,1,0,H,0,0,D,2.37,2.37,3.5,2.4,2.2,3.75,2.3,2.25,3.85,,,,2.4,2.2,3.75,,,,,,,,,,,,,,,,,,,,,,1483.32,1500.62
I2,14/05/05,Catania,Empoli,1,3,A,1,0,H,2.6,2.25,3.4,2.7,2.25,3.1,2.65,2.25,3.2,2.4,2.5,3.0,2.6,2.2,3.3,,,,,,,,,,,,,,,,,,,,,,1521.66,1587.71
I2,14/05/05,Catanzaro,Torino,1,1,D,0,1,A,8.0,5.0,1.25,7.0,4.5,1.33,,,,8.0,4.3,1.25,,,,,,,,,,,,,,,,,,,,,,,,,1337.24,1541.28
I2,14/05/05,Genoa,Cesena,3,3,D,1,1,D,1.36,3.75,8.0,1.4,3.7,7.5,1.35,3.75,8.0,1.45,3.2,6.5,1.4,3.6,7.0,1.36,3.75,8.0,1.35,3.8,8.0,,,,,,,,,,,,,,,,1569.09,1448.25
I2,14/05/05,Treviso,Crotone,2,2,D,0,1,A,1.53,3.25,6.0,1.55,3.25,6.0,1.53,3.2,6.0,1.5,3.2,5.8,1.57,3.2,5.5,1.53,3.25,6.0,1.5,3.15,7.0,,,,,,,,,,,,,,,,1529.25,1469.98
I2,14/05/05,Vicenza,Modena,2,2,D,1,1,D,2.6,2.37,3.2,2.6,2.3,3.3,2.55,2.35,3.15,,,,2.75,2.3,3.0,2.5,2.4,3.25,,,,,,,,,,,,,,,,,,,1457.65,1549.59
I2,16/05/05,Triestina,Venezia,1,1,D,0,0,D,1.28,4.5,8.0,1.25,4.6,8.6,1.26,4.5,8.0,1.3,3.9,8.0,1.25,4.5,9.0,1.3,4.3,8.0,,,,,,,,,,,,,,,,,,,1464.74,1392.14
I2,21/05/05,Catanzaro,Treviso,1,4,A,1,2,A,5.5,3.6,1.5,5.25,3.5,1.55,5.4,3.6,1.5,,,,,,,,,,,,,1.5,3.6,,,,,,,,,,,,,,1340.88,1523.89
I2,21/05/05,Cesena,Ascoli,1,2,A,1,1,D,2.29,2.5,3.39,2.3,2.4,3.75,2.2,2.5,3.7,,,,2.25,2.6,3.4,2.3,2.5,3.4,2.3,2.4,3.6,3.7,2.5,2.2,1.49,-0.5,,,,,,,,,,,1455.27,1503.26
I2,21/05/05,Empoli,Genoa,0,0,D,0,0,D,2.75,1.72,5.5,2.75,1.75,5.1,,,,,,,2.75,1.75,5.0,,,,,,,,,,,,,,,,,,,,,,1601.43,1562.07
I2,21/05/05,Modena,Bari,0,0,D,0,0,D,1.5,3.25,7.0,1.65,3.0,5.5,1.55,3.0,6.4,,,,1.73,2.88,5.0,1.62,3.0,5.75,1.6,3.0,6.0,6.4,3.0,,,,,,,,,,,,,,1549.88,1492.9
I2,21/05/05,Perugia,Arezzo,1,0,H,1,0,H,1.5,3.0,8.0,1.6,2.85,7.0,1.5,3.0,7.6,1.5,3.3,5.5,1.5,3.2,7.0,1.53,3.0,7.0,1.5,3.15,7.0,7.6,3.0,,,,,,,,,,,,,,1565.87,1447.59
I2,21/05/05,Pescara,Ternana,1,1,D,0,1,A,1.61,3.1,5.5,,,,1.65,2.95,5.4,,,,1.83,2.75,4.5,1.85,2.75,4.5,,,,5.4,2.95,1.65,1.91,-0.5,,,,,,,,,,,1436.44,1513.68
I2,21/05/05,Piacenza,Albinoleffe,1,1,D,1,0,H,1.66,2.87,5.5,1.9,2.7,4.5,1.75,2.85,4.9,,,,1.91,2.8,4.0,1.8,2.88,4.5,1.75,2.85,5.0,4.9,2.85,1.75,1.8,-0.5,,,,,,,,,,,1491.04,1489.42
I2,21/05/05,Salernitana,Catania,1,0,H,1,0,H,1.57,3.0,6.5,1.8,2.7,5.1,1.7,2.85,5.25,,,,1.8,2.9,4.5,1.8,2.75,4.75,1.75,2.8,5.0,5.25,2.85,1.7,1.85,-0.5,,,,,,,,,,,1451.65,1507.94
I2,21/05/05,Torino,Triestina,1,0,H,0,0,D,1.44,3.5,7.0,1.43,3.4,7.75,1.4,3.6,7.5,1.4,3.4,7.0,1.44,3.25,8.0,1.44,3.6,6.5,1.4,3.5,8.0,7.5,3.6,,,,,,,,,,,,,,1537.64,1459.0
I2,21/05/05,Venezia,Crotone,0,0,D,0,0,D,3.29,3.29,1.9,2.95,3.55,2.0,2.85,3.65,1.95,,,,3.1,3.3,2.0,2.9,3.25,2.1,,,,1.95,3.65,1.6,1.95,0.5,,,,,,,,,,,1397.88,1475.34
I2,21/05/05,Vicenza,Verona,0,0,D,0,0,D,2.0,2.7,4.0,2.15,2.7,3.5,2.0,2.7,3.9,,,,2.0,2.8,3.75,2.0,2.7,4.0,2.0,2.65,4.0,3.9,2.7,2.0,1.6,-0.5,,,,,,,,,,,1457.36,1498.53
I2,27/05/05,Bari,Pescara,1,1,D,0,1,A,2.62,1.66,7.0,2.95,1.55,7.25,2.35,1.7,7.0,,,,2.2,1.9,5.5,,,,2.15,1.85,7.0,,,,,,,,,,,,,,,,1498.19,1435.62
I2,28/05/05,Albinoleffe,Cesena,1,1,D,1,1,D,2.5,2.2,3.75,2.45,2.25,3.7,2.31,2.1,4.0,,,,2.5,2.1,3.75,,,,2.25,2.1,4.4,1.95,1.66,,,,,,,,,,,,,,1492.98,1440.91
I2,28/05/05,Arezzo,Venezia,1,0,H,0,0,D,1.19,5.5,9.0,1.2,5.7,9.0,,,,,,,1.17,5.5,9.0,,,,,,,,,,,,,,,,,,,,,,1442.05,1397.07
I2,28/05/05,Ascoli,Perugia,0,1,A,0,1,A,2.62,2.1,3.75,2.7,2.05,3.75,2.6,2.1,3.65,,,,2.7,1.9,4.2,,,,2.6,2.0,3.8,2.1,1.56,,,,,,,,,,,,,,1517.62,1571.41
I2,28/05/05,Catania,Modena,0,1,A,0,0,D,3.5,2.62,2.2,3.3,2.75,2.2,3.3,2.75,2.2,,,,3.25,2.6,2.2,3.2,2.7,2.25,2.05,2.7,2.2,1.9,1.7,1.44,2.25,0.5,,,,,,,,,,,1497.0,1544.59
I2,28/05/05,Crotone,Piacenza,1,0,H,1,0,H,1.83,3.2,3.75,1.7,3.6,3.9,1.75,3.25,3.85,,,,1.83,3.1,3.75,1.75,3.25,4.0,1.85,3.1,3.5,,,1.75,1.76,-0.5,,,,,,,,,,,1476.15,1487.48
I2,28/05/05,Genoa,Catanzaro,3,1,H,1,0,H,1.1,7.0,13.0,1.08,7.7,15.0,,,,,,,1.14,5.5,13.0,,,,,,,,,,,,,,,,,,,,,,1566.83,1331.31
I2,28/05/05,Ternana,Torino,1,1,D,0,0,D,4.5,2.75,1.9,4.3,2.75,1.9,4.0,2.6,2.0,,,,4.0,2.6,2.0,3.75,2.6,2.1,3.65,2.6,2.05,2.0,1.61,1.51,2.1,0.5,,,,,,,,,,,1514.5,1544.23
I2,28/05/05,Treviso,Empoli,0,1,A,0,1,A,3.2,1.72,4.2,3.65,1.6,4.5,3.3,1.7,3.75,,,,3.25,1.67,4.5,,,,3.1,1.75,4.0,,,,,,,,,,,,,,,,1533.46,1596.67
I2,28/05/05,Triestina,Vicenza,1,1,D,0,0,D,1.9,2.62,4.5,2.0,2.5,4.5,1.95,2.5,4.5,,,,1.9,2.6,4.5,2.0,2.5,4.5,1.9,2.5,4.5,2.0,1.61,1.95,1.61,-0.5,,,,,,,,,,,1452.41,1455.26
I2,28/05/05,Verona,Salernitana,1,1,D,1,0,H,1.8,2.75,5.0,1.8,2.8,4.8,1.9,2.65,4.55,,,,2.0,2.6,4.0,1.85,2.6,5.0,1.85,2.6,4.5,2.0,1.61,1.85,1.67,-0.5,,,,,,,,,,,1500.63,1462.59
I2,05/06/05,Catanzaro,Verona,1,1,D,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1328.15,1495.91
I2,05/06/05,Cesena,Ternana,2,0,H,2,0,H,1.33,4.33,7.0,1.35,4.0,7.5,1.35,3.85,7.0,1.3,3.9,7.5,,,,1.3,4.2,8.5,,,,,,,,,,,,,,,,,,,1446.06,1512.01
I2,05/06/05,Empoli,Arezzo,1,1,D,0,0,D,,,,,,,3.0,1.35,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610.49,1449.62
I2,05/06/05,Modena,Treviso,1,1,D,0,0,D,1.66,2.9,5.5,1.77,2.85,4.85,1.7,2.85,5.5,,,,,,,1.7,2.8,5.5,,,,,,,,,,,,,,,,,,,1558.96,1519.64
I2,05/06/05,Perugia,Triestina,1,0,H,1,0,H,1.57,2.87,7.0,1.6,2.85,6.75,1.6,2.75,7.0,1.5,3.0,6.2,,,,1.57,2.8,7.5,,,,,,,,,,,,,,,,,,,1585.56,1449.0
I2,05/06/05,Pescara,Crotone,1,4,A,1,2,A,2.0,2.8,3.75,1.95,2.8,4.0,2.0,2.85,3.75,2.1,2.7,3.4,,,,2.0,2.8,3.75,,,,,,2.0,1.62,-0.5,,,,,,,,,,,1441.08,1485.53
I2,05/06/05,Piacenza,Genoa,2,2,D,1,0,H,9.0,2.5,1.61,9.0,2.75,1.55,8.0,2.35,1.65,7.0,2.3,1.7,,,,8.5,2.6,1.62,,,,,,,,,,,,,,,,,,,1478.1,1569.99
I2,05/06/05,Salernitana,Ascoli,2,1,H,0,1,A,2.1,2.62,3.75,2.2,2.55,3.65,2.2,2.55,3.6,,,,,,,2.25,2.62,3.3,,,,,,,,,,,,,,,,,,,1467.31,1503.47
