Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,BWH,BWD,BWA,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SBH,SBD,SBA,WHH,WHD,WHA,GB>2.5,GB<2.5,GBAHH,GBAHA,GBAH,B365AHH,B365AHA,B365AH,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,EloHome,EloAway
P1,07/11/04,Nacional,Gil Vicente,0,0,D,0,0,D,1.57,3.5,5.0,1.5,3.65,5.8,1.55,3.5,5.5,1.6,3.3,4.8,,,,1.57,3.5,5.0,1.55,3.5,5.25,1.83,1.83,1.55,2.14,-0.5,2.025,1.825,-1.0,,,,,,,,,,1505.91,1396.62
P1,07/11/04,Sp Braga,Rio Ave,3,0,H,2,0,H,1.9,3.2,3.5,1.9,3.3,3.55,2.0,3.0,3.6,2.0,2.9,3.4,,,,2.0,3.1,3.3,1.85,3.2,3.7,2.0,1.65,2.0,1.64,-0.5,2.025,1.825,-0.5,,,,,,,,,,1512.94,1500.64
P1,08/11/04,Porto,Sp Lisbon,3,0,H,0,0,D,1.72,3.2,4.33,1.8,3.4,3.8,1.8,3.4,3.8,1.8,3.1,3.8,1.727,3.2,4.333,1.75,3.3,4.0,1.72,3.25,4.2,1.95,1.71,1.8,1.79,-0.5,1.9,1.95,-0.5,,,,,,,,,,1745.48,1618.64
P1,12/11/04,Estoril,Academica,0,1,A,0,0,D,1.83,3.25,3.6,1.8,3.4,3.8,1.85,3.25,3.8,1.8,3.1,3.8,1.8,3.25,3.75,1.85,3.25,3.6,1.75,3.25,4.0,1.95,1.71,1.85,1.75,-0.5,1.925,1.925,-0.5,,,,,,,,,,1429.95,1392.72
P1,13/11/04,Belenenses,Moreirense,3,0,H,1,0,H,1.61,3.5,4.5,1.7,3.45,4.3,1.65,3.4,4.75,1.65,3.3,4.4,1.62,3.25,5.0,1.62,3.4,4.75,1.7,3.3,4.2,1.9,1.75,1.65,1.98,-0.5,2.0,1.85,-0.75,,,,,,,,,,1425.95,1440.74
P1,13/11/04,Gil Vicente,Porto,0,2,A,0,1,A,5.0,3.5,1.57,5.8,3.65,1.5,5.0,3.5,1.6,4.8,3.5,1.55,5.0,3.5,1.57,5.5,3.4,1.53,6.0,3.4,1.5,1.9,1.75,2.06,1.6,0.5,1.85,2.0,1.0,,,,,,,,,,1403.35,1750.81
P1,13/11/04,Maritimo,Benfica,1,1,D,1,1,D,3.0,3.25,2.1,2.95,3.25,2.15,3.1,3.0,2.2,2.8,2.9,2.3,3.0,3.2,2.1,2.88,3.1,2.2,3.1,3.1,2.1,1.95,1.71,1.52,2.2,0.5,2.0,1.85,0.25,,,,,,,,,,1511.52,1693.65
P1,13/11/04,Penafiel,Beira Mar,2,1,H,2,1,H,2.25,3.2,2.75,2.25,3.2,2.8,2.25,3.2,2.8,2.3,2.9,2.8,2.1,3.2,3.0,2.25,3.2,2.75,2.05,3.2,3.1,1.95,1.71,2.25,1.49,-0.5,2.0,1.85,-0.25,,,,,,,,,,1383.15,1408.39
P1,13/11/04,Setubal,Nacional,1,0,H,0,0,D,1.8,3.4,3.75,1.7,3.45,4.3,1.8,3.4,3.8,1.75,3.2,4.0,1.8,3.25,3.75,1.8,3.25,3.8,1.85,3.25,3.6,1.95,1.71,1.8,1.79,-0.5,1.825,2.025,-0.5,,,,,,,,,,1452.11,1499.18
P1,14/11/04,Leiria,Sp Braga,0,0,D,0,0,D,2.25,3.2,2.75,2.3,3.2,2.75,2.25,3.2,2.8,2.1,3.0,3.1,2.25,3.2,2.75,2.25,3.1,2.8,2.25,3.2,2.75,2.0,1.65,2.25,1.49,-0.5,2.0,1.85,-0.25,,,,,,,,,,1512.31,1521.53
P1,14/11/04,Sp Lisbon,Boavista,6,1,H,3,0,H,1.61,3.5,4.5,1.75,3.4,4.05,1.7,3.4,4.35,1.7,3.2,4.2,1.62,3.25,5.0,1.67,3.4,4.33,1.6,3.4,4.8,1.95,1.71,1.7,1.91,-0.5,1.925,1.925,-0.75,,,,,,,,,,1613.31,1516.95
P1,15/11/04,Rio Ave,Guimaraes,1,1,D,1,0,H,1.8,3.4,3.75,1.75,3.4,4.05,1.8,3.4,3.8,1.85,3.0,3.8,1.8,3.25,3.75,1.83,3.2,3.75,1.9,3.2,3.5,2.0,1.65,1.8,1.79,-0.5,1.85,2.0,-0.5,,,,,,,,,,1492.05,1426.37
P1,19/11/04,Nacional,Maritimo,1,1,D,0,0,D,2.4,3.0,2.7,2.3,3.2,2.75,2.4,3.0,2.75,2.5,2.8,2.7,2.38,3.0,2.75,2.38,3.0,2.7,2.2,3.2,2.8,2.0,1.65,2.4,1.43,-0.5,1.775,2.075,0.0,,,,,,,,,,1488.57,1514.42
P1,20/11/04,Beira Mar,Sp Lisbon,2,2,D,1,1,D,3.4,3.25,1.9,4.05,3.4,1.75,4.0,3.25,1.8,3.8,3.1,1.8,,,,3.75,3.2,1.83,3.6,3.4,1.8,1.79,1.85,1.79,1.8,0.5,1.9,1.95,0.75,,,,,,,,,,1398.54,1619.41
P1,20/11/04,Porto,Boavista,0,1,A,0,0,D,1.5,3.6,5.5,1.5,3.65,5.8,1.42,3.75,7.0,1.5,3.5,5.4,,,,1.5,3.4,6.0,1.4,3.75,7.0,1.85,1.79,1.42,2.44,-0.5,1.95,1.9,-1.0,,,,,,,,,,1755.66,1510.85
P1,21/11/04,Benfica,Rio Ave,3,3,D,3,1,H,1.33,4.33,7.0,1.3,4.5,8.25,1.3,4.5,8.25,1.33,4.0,7.5,1.286,4.333,9.0,1.33,4.0,8.0,1.28,4.5,8.0,1.85,1.79,1.3,2.91,-0.5,1.775,2.075,-1.25,,,,,,,,,,1690.75,1486.5
P1,21/11/04,Gil Vicente,Setubal,2,1,H,1,0,H,2.7,3.0,2.4,3.05,3.25,2.1,2.7,3.1,2.4,2.5,3.0,2.5,,,,2.7,3.0,2.38,2.9,3.2,2.15,1.95,1.71,1.44,2.4,0.5,1.875,1.975,0.25,,,,,,,,,,1398.5,1462.72
P1,21/11/04,Guimaraes,Leiria,1,1,D,1,0,H,2.2,3.0,3.0,2.1,3.25,3.05,2.1,3.1,3.2,2.1,3.0,3.1,,,,2.1,3.1,3.1,2.2,3.2,2.8,2.0,1.65,2.1,1.57,-0.5,1.875,1.975,-0.25,,,,,,,,,,1431.92,1509.12
P1,21/11/04,Moreirense,Penafiel,2,2,D,2,2,D,2.0,3.2,3.2,1.9,3.3,3.55,1.9,3.15,3.75,1.9,3.0,3.6,,,,1.91,3.2,3.5,2.1,3.2,3.0,1.9,1.75,1.9,1.71,-0.5,1.975,1.875,-0.5,,,,,,,,,,1431.25,1393.0
P1,21/11/04,Sp Braga,Estoril,2,0,H,1,0,H,1.72,3.4,4.0,1.7,3.45,4.3,1.73,3.25,4.4,1.65,3.3,4.4,,,,1.7,3.25,4.33,1.6,3.5,4.5,1.85,1.79,1.73,1.87,-0.5,1.75,2.1,-0.5,,,,,,,,,,1524.72,1412.75
P1,22/11/04,Academica,Belenenses,1,1,D,1,0,H,2.2,3.0,3.0,2.1,3.25,3.05,2.2,3.1,3.0,2.1,3.0,3.1,2.1,3.2,3.0,2.1,3.1,3.1,2.0,3.2,3.2,1.9,1.75,2.2,1.52,-0.5,1.825,2.025,-0.25,,,,,,,,,,1409.92,1435.44
P1,26/11/04,Boavista,Beira Mar,3,0,H,1,0,H,1.5,3.6,5.5,1.4,4.0,6.75,1.5,3.5,6.25,1.45,3.8,5.4,1.5,3.4,6.0,1.5,3.6,5.5,1.5,3.4,6.0,1.95,1.71,1.5,2.24,-0.5,1.95,1.9,-1.0,,,,,,,,,,1532.83,1402.72
P1,27/11/04,Belenenses,Sp Braga,1,2,A,0,0,D,2.1,3.1,3.1,2.2,3.2,2.9,2.2,3.1,3.0,2.2,2.9,3.0,,,,2.2,3.1,2.88,2.2,3.1,2.87,1.83,1.83,2.2,1.52,-0.5,1.9,1.95,-0.25,,,,,,,,,,1438.08,1530.42
P1,28/11/04,Estoril,Guimaraes,0,1,A,0,0,D,1.9,3.25,3.4,1.95,3.25,3.45,2.15,3.0,3.2,2.2,2.9,3.0,,,,2.0,3.1,3.3,2.2,3.1,2.87,2.0,1.65,2.15,1.55,-0.5,1.8,2.05,-0.25,,,,,,,,,,1407.05,1431.1
P1,28/11/04,Leiria,Benfica,1,0,H,1,0,H,3.8,3.25,1.8,3.8,3.4,1.8,3.8,3.1,1.9,3.6,3.1,1.85,,,,3.75,3.2,1.83,3.75,3.2,1.83,1.95,1.71,1.71,1.9,0.5,1.9,1.95,0.5,,,,,,,,,,1509.94,1681.95
P1,28/11/04,Maritimo,Gil Vicente,1,1,D,1,0,H,1.5,3.6,5.5,1.5,3.65,5.8,1.5,3.5,6.25,1.45,3.8,5.4,,,,1.5,3.6,5.5,1.44,3.6,6.5,1.95,1.71,1.5,2.24,-0.5,2.05,1.8,-1.25,,,,,,,,,,1517.05,1409.72
P1,28/11/04,Penafiel,Academica,3,1,H,1,1,D,2.0,3.2,3.2,2.0,3.25,3.3,2.0,3.15,3.4,2.1,2.9,3.2,,,,2.0,3.2,3.2,2.0,3.2,3.2,2.0,1.65,2.0,1.64,-0.5,2.05,1.8,-0.5,,,,,,,,,,1397.73,1407.28
P1,28/11/04,Rio Ave,Nacional,4,1,H,2,0,H,1.83,3.1,4.0,1.7,3.4,4.35,1.9,3.0,3.95,1.8,3.1,3.8,,,,1.91,3.0,3.75,2.0,3.2,3.2,1.95,1.71,1.9,1.71,-0.5,1.975,1.875,-0.5,,,,,,,,,,1495.3,1485.94
P1,28/11/04,Sp Lisbon,Moreirense,4,1,H,2,0,H,1.25,5.0,8.0,1.3,4.5,8.25,1.3,4.5,8.25,1.25,4.5,9.0,,,,1.29,4.5,8.0,1.28,4.5,8.0,1.65,2.0,1.3,2.91,-0.5,1.875,1.975,-1.5,,,,,,,,,,1615.23,1426.52
P1,29/11/04,Setubal,Porto,0,1,A,0,1,A,3.2,3.2,2.0,3.3,3.25,2.0,3.5,3.2,1.95,3.8,3.1,1.8,3.6,3.25,1.833,3.5,3.2,1.91,3.75,3.2,1.83,2.0,1.65,1.67,1.95,0.5,1.9,1.95,0.5,,,,,,,,,,1451.5,1733.68
P1,03/12/04,Porto,Beira Mar,0,1,A,0,1,A,1.25,5.0,8.0,,,,1.23,5.25,9.25,1.22,4.8,9.5,1.22,5.0,10.0,1.22,5.0,9.5,1.2,5.0,11.0,1.65,2.0,1.23,3.35,-0.5,1.925,1.925,-1.5,,,,,,,,,,1740.17,1397.47
P1,04/12/04,Guimaraes,Belenenses,1,0,H,1,0,H,2.0,3.2,3.2,1.9,3.3,3.55,2.0,3.15,3.4,2.0,3.0,3.3,2.0,3.2,3.2,2.0,3.2,3.2,1.95,3.1,3.5,1.85,1.79,2.0,1.64,-0.5,2.05,1.8,-0.5,,,,,,,,,,1446.29,1425.3
P1,04/12/04,Nacional,Leiria,0,3,A,0,0,D,2.1,3.2,3.0,2.1,3.25,3.05,2.2,3.1,3.0,2.2,2.9,3.0,2.1,3.2,3.0,2.1,3.1,3.1,2.15,3.1,3.0,1.95,1.71,2.2,1.52,-0.5,1.925,1.925,-0.25,,,,,,,,,,1477.25,1524.99
P1,05/12/04,Academica,Sp Lisbon,2,3,A,0,2,A,3.4,3.25,1.9,3.8,3.4,1.8,3.7,3.25,1.87,3.8,3.1,1.8,3.75,3.25,1.8,3.75,3.2,1.83,3.75,3.3,1.8,1.83,1.83,1.73,1.87,0.5,2.0,1.85,0.5,,,,,,,,,,1397.96,1619.22
P1,05/12/04,Gil Vicente,Rio Ave,3,1,H,1,0,H,2.5,3.0,2.62,2.4,3.2,2.6,2.4,3.1,2.7,2.4,2.7,2.9,2.25,3.2,2.75,2.4,3.1,2.6,2.2,3.0,3.0,1.95,1.71,2.4,1.44,-0.5,1.975,1.875,-0.25,,,,,,,,,,1416.4,1503.99
P1,05/12/04,Moreirense,Boavista,1,1,D,0,0,D,4.0,3.2,1.8,3.3,3.25,2.0,3.35,3.2,2.0,3.5,3.1,1.9,3.2,3.2,2.0,3.5,3.2,1.91,3.1,3.1,2.1,1.9,1.75,1.64,2.0,0.5,1.825,2.025,0.5,,,,,,,,,,1422.53,1538.08
P1,05/12/04,Setubal,Maritimo,2,0,H,1,0,H,2.1,3.1,3.1,1.9,3.3,3.55,2.15,3.15,3.05,2.1,2.9,3.2,2.1,3.2,3.0,2.1,3.2,3.0,2.0,3.2,3.2,1.95,1.71,2.15,1.55,-0.5,1.8,2.05,-0.25,,,,,,,,,,1445.01,1510.37
P1,05/12/04,Sp Braga,Penafiel,0,1,A,0,0,D,1.57,3.5,5.0,1.5,3.65,5.8,1.6,3.4,5.25,1.55,3.4,5.0,1.57,3.5,5.0,1.57,3.5,5.0,1.55,3.4,5.5,1.71,1.95,1.6,2.06,-0.5,1.925,1.925,-1.0,,,,,,,,,,1543.2,1407.05
P1,06/12/04,Benfica,Estoril,2,1,H,2,1,H,1.28,4.5,8.0,1.3,4.5,8.25,1.28,4.55,9.0,1.27,4.3,8.5,1.29,4.5,8.0,1.29,4.5,8.0,1.28,4.5,8.0,1.71,1.95,1.28,3.02,-0.5,1.925,1.925,-1.5,,,,,,,,,,1666.9,1391.86
P1,10/12/04,Boavista,Academica,1,0,H,0,0,D,1.28,4.5,8.0,1.35,4.25,7.4,1.37,4.0,7.7,1.35,3.8,7.5,1.29,4.5,8.0,1.33,4.33,7.0,1.33,4.0,8.0,1.83,1.83,1.37,2.63,-0.5,2.0,1.85,-1.25,,,,,,,,,,1537.52,1389.65
P1,11/12/04,Rio Ave,Setubal,1,0,H,1,0,H,2.1,3.2,3.0,2.1,3.25,3.05,2.1,3.1,3.2,2.0,2.9,3.4,,,,2.1,3.1,3.1,2.15,3.1,2.95,1.83,1.83,2.1,1.57,-0.5,1.8,2.05,-0.25,,,,,,,,,,1491.94,1456.27
P1,11/12/04,Sp Lisbon,Sp Braga,0,0,D,0,0,D,1.5,3.6,5.5,1.55,3.6,5.3,1.47,3.6,6.5,1.5,3.5,5.4,,,,1.5,3.6,5.5,1.4,3.75,7.0,1.75,1.9,1.47,2.32,-0.5,2.05,1.8,-1.25,,,,,,,,,,1627.53,1523.31
P1,12/12/04,Beira Mar,Moreirense,1,3,A,1,2,A,1.66,3.4,4.33,1.8,3.4,3.8,1.8,3.2,4.1,1.75,3.2,4.0,,,,1.75,3.3,4.0,1.75,3.3,4.0,1.85,1.79,1.8,1.8,-0.5,1.85,2.0,-0.5,,,,,,,,,,1420.66,1423.09
P1,12/12/04,Belenenses,Benfica,4,1,H,3,0,H,3.6,3.25,1.83,3.7,3.3,1.85,3.8,3.25,1.85,3.6,3.1,1.85,,,,3.75,3.3,1.8,3.8,3.25,1.8,1.85,1.79,1.75,1.85,0.5,1.925,1.925,0.5,,,,,,,,,,1416.99,1669.49
P1,12/12/04,Estoril,Nacional,2,0,H,1,0,H,2.0,3.2,3.2,1.9,3.3,3.55,2.0,3.2,3.35,1.9,3.1,3.5,,,,2.0,3.2,3.2,2.0,3.2,3.2,1.9,1.75,2.0,1.64,-0.5,2.1,1.75,-0.5,,,,,,,,,,1389.27,1462.88
P1,12/12/04,Leiria,Gil Vicente,1,1,D,0,1,A,1.61,3.25,5.0,1.65,3.35,4.8,1.7,3.3,4.55,1.7,3.2,4.2,,,,1.67,3.3,4.5,1.65,3.35,4.5,1.95,1.71,1.7,1.91,-0.5,2.025,1.825,-0.75,,,,,,,,,,1539.36,1428.45
P1,12/12/04,Penafiel,Guimaraes,1,3,A,0,2,A,2.1,3.2,3.0,1.95,3.25,3.45,2.2,3.0,3.1,2.2,2.9,3.0,,,,2.1,3.1,3.1,2.1,3.2,3.0,2.0,1.65,2.2,1.52,-0.5,1.925,1.925,-0.25,,,,,,,,,,1426.94,1454.6
P1,17/12/04,Porto,Moreirense,1,0,H,1,0,H,1.2,5.0,11.0,1.15,6.0,13.0,1.2,5.35,11.0,1.22,4.8,9.5,1.2,5.0,11.0,1.2,5.0,11.0,1.22,5.0,9.5,1.65,2.0,1.2,3.6,-0.5,2.05,1.8,-1.75,,,,,,,,,,1716.98,1439.01
P1,18/12/04,Benfica,Penafiel,1,0,H,1,0,H,1.3,4.33,8.0,1.3,4.5,8.25,1.3,4.5,8.25,1.27,4.3,8.5,,,,1.3,4.33,8.0,1.3,4.33,8.0,1.65,2.0,1.3,2.91,-0.5,1.875,1.975,-1.5,,,,,,,,,,1651.83,1411.87
P1,18/12/04,Sp Braga,Boavista,3,0,H,2,0,H,2.37,3.1,2.62,2.3,3.2,2.75,2.35,3.1,2.75,2.3,2.8,2.9,,,,2.4,3.1,2.6,2.3,3.1,2.7,2.0,1.65,2.35,1.46,-0.5,1.8,2.05,0.0,,,,,,,,,,1529.91,1542.36
P1,19/12/04,Academica,Beira Mar,1,1,D,1,0,H,2.0,3.2,3.2,2.3,3.2,2.75,2.05,3.15,3.25,1.9,3.1,3.5,,,,2.1,3.2,3.0,2.0,3.2,3.2,1.95,1.71,2.05,1.6,-0.5,1.8,2.05,-0.25,,,,,,,,,,1384.81,1404.74
P1,19/12/04,Gil Vicente,Estoril,2,0,H,0,0,D,1.8,3.3,3.75,1.8,3.4,3.8,1.85,3.25,3.8,1.85,3.1,3.6,,,,1.91,3.1,3.6,1.8,3.3,3.75,1.9,1.75,1.85,1.75,-0.5,1.8,2.05,-0.5,,,,,,,,,,1435.23,1400.82
P1,19/12/04,Maritimo,Rio Ave,1,1,D,1,0,H,1.8,3.2,4.0,1.85,3.35,3.65,1.85,3.15,3.95,1.85,3.1,3.6,,,,1.85,3.1,3.8,1.8,3.3,3.75,2.0,1.65,1.85,1.75,-0.5,1.7,2.15,-0.5,,,,,,,,,,1499.11,1499.79
P1,19/12/04,Nacional,Belenenses,2,0,H,1,0,H,2.1,3.0,3.2,2.25,3.2,2.8,2.1,3.1,3.2,2.3,2.8,2.9,,,,2.2,3.1,2.88,2.2,3.1,2.9,1.95,1.71,2.1,1.57,-0.5,1.8,2.05,-0.25,,,,,,,,,,1451.33,1434.65
P1,19/12/04,Setubal,Leiria,1,1,D,0,0,D,2.0,3.1,3.3,2.1,2.95,3.35,2.1,3.1,3.2,2.1,2.8,3.3,2.1,3.2,3.0,2.1,3.1,3.1,2.1,3.1,3.1,2.0,1.65,2.1,1.57,-0.5,1.8,2.05,-0.25,,,,,,,,,,1448.42,1532.58
P1,20/12/04,Guimaraes,Sp Lisbon,2,4,A,1,2,A,3.3,3.1,2.0,3.1,3.2,2.1,3.15,3.15,2.1,3.2,3.1,2.0,,,,3.0,3.2,2.1,3.2,3.2,2.0,1.83,1.83,1.58,2.1,0.5,1.775,2.075,0.5,,,,,,,,,,1469.67,1620.93
P1,22/12/04,Maritimo,Porto,1,1,D,1,1,D,3.2,3.2,2.0,3.5,3.2,1.95,3.5,3.2,1.95,3.3,3.0,2.0,3.2,3.2,2.0,3.2,3.2,2.0,3.3,3.1,2.0,2.0,1.65,1.67,1.95,0.5,2.075,1.775,0.25,,,,,,,,,,1495.63,1719.53
P1,07/01/05,Estoril,Setubal,2,1,H,0,1,A,2.3,3.1,2.7,2.3,3.2,2.75,2.3,3.1,2.8,2.2,2.9,3.0,2.25,3.0,2.88,2.3,3.1,2.7,2.3,3.1,2.75,2.0,1.65,2.3,1.47,-0.5,1.8,2.05,0.0,,,,,,,,,,1392.93,1447.85
P1,08/01/05,Boavista,Guimaraes,2,1,H,1,0,H,1.57,3.25,5.5,1.5,3.65,5.8,1.65,3.25,5.0,1.6,3.4,4.6,,,,1.62,3.4,4.75,1.66,3.3,4.5,2.0,1.65,1.65,1.97,-0.5,1.925,1.925,-0.75,,,,,,,,,,1532.94,1459.0
P1,08/01/05,Sp Lisbon,Benfica,2,1,H,1,1,D,2.2,3.0,3.0,2.3,3.05,2.85,2.3,3.0,2.9,2.4,2.9,2.7,2.2,3.2,2.8,2.2,3.0,3.0,2.2,3.0,3.0,1.83,1.83,2.3,1.47,-0.5,2.0,1.85,-0.25,,,,,,,,,,1631.6,1654.92
P1,09/01/05,Beira Mar,Sp Braga,1,4,A,1,0,H,2.5,3.1,2.5,2.9,3.2,2.2,2.65,3.0,2.5,2.8,2.9,2.3,,,,2.7,3.0,2.4,2.6,3.1,2.4,1.85,1.79,1.41,2.5,0.5,2.0,1.85,0.0,,,,,,,,,,1407.57,1539.33
P1,09/01/05,Belenenses,Gil Vicente,0,1,A,0,1,A,1.9,3.0,3.75,1.75,3.4,4.05,1.9,3.15,3.75,1.85,3.1,3.6,,,,1.83,3.2,3.75,1.9,3.1,3.6,1.83,1.83,1.9,1.71,-0.5,1.925,1.925,-0.5,,,,,,,,,,1426.2,1443.12
P1,09/01/05,Leiria,Maritimo,0,0,D,0,0,D,2.0,3.0,3.4,2.1,3.25,3.05,2.05,2.95,3.5,2.1,2.8,3.3,2.0,3.0,3.4,2.05,2.9,3.4,2.0,3.1,3.3,2.1,1.6,2.05,1.6,-0.5,1.8,2.05,-0.25,,,,,,,,,,1533.15,1499.91
P1,09/01/05,Moreirense,Academica,1,0,H,1,0,H,2.0,3.0,3.4,1.9,3.3,3.55,1.95,3.0,3.75,1.85,3.1,3.6,,,,2.0,3.0,3.4,2.0,3.1,3.3,1.9,1.75,1.95,1.67,-0.5,1.925,1.925,-0.5,,,,,,,,,,1436.46,1381.98
P1,09/01/05,Penafiel,Nacional,0,1,A,0,0,D,1.9,3.0,3.75,1.9,3.15,3.75,1.95,3.1,3.6,2.0,3.1,3.2,,,,1.91,3.1,3.6,1.8,3.1,4.0,1.83,1.83,1.95,1.67,-0.5,2.15,1.7,-0.5,,,,,,,,,,1408.78,1459.78
P1,09/01/05,Porto,Rio Ave,1,1,D,0,1,A,1.3,4.33,8.0,1.4,4.0,6.75,1.35,4.2,7.5,1.4,3.7,6.5,1.3,4.0,9.0,1.3,4.33,8.0,1.36,3.75,8.0,1.83,1.83,1.35,2.69,-0.5,2.1,1.75,-1.5,,,,,,,,,,1715.25,1503.27
P1,15/01/05,Academica,Porto,0,0,D,0,0,D,5.5,3.4,1.53,5.3,3.6,1.55,5.5,3.5,1.55,4.6,3.4,1.6,5.5,3.4,1.533,5.5,3.4,1.53,5.0,3.5,1.57,2.0,1.65,2.14,1.55,0.5,1.8,2.05,1.0,,,,,,,,,,1374.7,1706.31
P1,15/01/05,Guimaraes,Beira Mar,1,0,H,0,0,D,1.72,3.2,4.33,1.75,3.4,4.05,1.71,3.4,4.3,1.7,3.2,4.2,1.727,3.4,4.0,1.7,3.4,4.2,1.72,3.25,4.2,1.9,1.75,1.71,1.9,-0.5,2.05,1.8,-0.75,,,,,,,,,,1452.28,1396.21
P1,16/01/05,Benfica,Boavista,4,0,H,1,0,H,1.83,3.0,4.0,1.7,3.45,4.3,1.71,3.4,4.3,1.85,3.1,3.6,1.615,3.5,4.5,1.73,3.4,4.0,1.61,3.3,5.0,1.85,1.79,1.71,1.9,-0.5,1.8,2.05,-0.5,,,,,,,,,,1645.13,1539.66
P1,16/01/05,Gil Vicente,Penafiel,0,1,A,0,0,D,1.8,3.1,4.0,1.8,3.4,3.8,1.8,3.25,4.0,1.75,3.2,4.0,1.8,3.2,4.0,1.75,3.3,4.0,1.72,3.25,4.2,1.85,1.79,1.8,1.79,-0.5,1.8,2.05,-0.5,,,,,,,,,,1458.55,1394.53
P1,16/01/05,Maritimo,Estoril,2,1,H,1,0,H,1.72,3.1,4.5,1.7,3.45,4.3,1.71,3.4,4.3,1.65,3.2,4.6,1.615,3.25,5.0,1.62,3.4,4.75,1.66,3.3,4.5,1.95,1.71,1.71,1.9,-0.5,1.75,2.1,-0.75,,,,,,,,,,1504.48,1403.82
P1,16/01/05,Nacional,Sp Lisbon,3,2,H,2,0,H,3.75,3.25,1.8,3.8,3.4,1.8,4.0,3.25,1.8,3.8,3.1,1.8,4.0,3.2,1.8,3.75,3.3,1.8,3.75,3.2,1.83,1.83,1.83,1.79,1.8,0.5,1.925,1.925,0.5,,,,,,,,,,1474.03,1641.39
P1,16/01/05,Rio Ave,Leiria,2,0,H,1,0,H,2.2,3.2,2.8,2.0,3.25,3.3,2.2,3.2,2.9,2.1,3.0,3.1,2.1,3.0,3.2,2.1,3.0,3.2,2.05,3.1,3.2,2.0,1.65,2.2,1.52,-0.5,1.85,2.0,-0.25,,,,,,,,,,1512.21,1528.58
P1,16/01/05,Sp Braga,Moreirense,0,0,D,0,0,D,1.5,3.4,6.0,1.5,3.65,5.8,1.5,3.6,6.0,1.5,3.7,5.0,1.444,3.6,6.5,1.5,3.6,5.5,1.53,3.5,5.5,1.83,1.83,1.5,2.25,-0.5,1.975,1.875,-1.0,,,,,,,,,,1550.69,1443.74
P1,17/01/05,Setubal,Belenenses,1,2,A,0,0,D,1.72,3.1,4.5,1.7,3.45,4.3,1.71,3.4,4.3,1.75,3.2,4.0,1.727,3.4,4.0,1.73,3.25,4.2,1.8,3.1,4.0,1.95,1.71,1.71,1.9,-0.5,2.1,1.75,-0.75,,,,,,,,,,1436.96,1410.77
P1,21/01/05,Sp Braga,Academica,2,0,H,1,0,H,1.4,3.75,7.0,1.4,4.0,6.75,1.4,3.85,7.3,1.4,3.9,6.0,1.4,3.75,7.0,1.4,3.75,7.0,1.44,3.6,6.5,1.95,1.71,1.4,2.52,-0.5,2.1,1.75,-1.25,,,,,,,,,,1544.02,1381.98
P1,22/01/05,Benfica,Beira Mar,0,2,A,0,1,A,1.22,5.0,9.0,1.25,5.0,9.0,1.25,5.0,9.0,1.27,4.3,8.5,1.25,5.0,8.0,1.25,5.0,8.0,1.22,5.0,9.5,1.65,2.0,1.25,3.21,-0.5,1.975,1.875,-1.5,,,,,,,,,,1650.99,1388.98
P1,22/01/05,Guimaraes,Moreirense,0,0,D,0,0,D,1.66,3.4,4.33,1.7,3.45,4.3,1.7,3.4,4.35,1.65,3.3,4.4,1.66,3.4,4.33,1.7,3.4,4.2,1.7,3.3,4.2,1.9,1.75,1.7,1.91,-0.5,1.975,1.875,-0.75,,,,,,,,,,1459.51,1450.41
P1,22/01/05,Nacional,Boavista,0,2,A,0,0,D,2.5,3.2,2.5,2.6,3.2,2.4,2.55,3.1,2.5,2.5,3.0,2.5,2.1,3.2,3.0,2.5,3.1,2.5,2.4,3.2,2.5,1.9,1.75,1.4,2.5,0.5,1.85,2.0,0.0,,,,,,,,,,1488.92,1533.8
P1,22/01/05,Setubal,Penafiel,4,0,H,3,0,H,1.72,3.25,4.2,1.65,3.5,4.55,1.75,3.3,4.2,1.8,3.1,3.8,1.72,3.2,4.33,1.75,3.3,4.0,1.85,3.25,3.6,1.9,1.75,1.75,1.85,-0.5,2.05,1.8,-0.75,,,,,,,,,,1420.11,1412.53
P1,23/01/05,Gil Vicente,Sp Lisbon,0,3,A,0,1,A,3.6,3.25,1.83,3.75,3.3,1.85,3.85,3.25,1.83,3.8,3.1,1.8,4.33,3.2,1.72,3.8,3.25,1.8,3.6,3.1,1.9,1.71,1.95,1.89,1.75,0.5,2.1,1.75,0.5,,,,,,,,,,1440.55,1626.5
P1,23/01/05,Leiria,Porto,0,1,A,0,1,A,3.6,3.25,1.83,3.65,3.35,1.85,3.6,3.25,1.9,3.3,3.0,2.0,3.75,3.25,1.8,3.5,3.2,1.91,3.6,3.1,1.9,2.1,1.6,1.71,1.9,0.5,1.85,2.0,0.5,,,,,,,,,,1519.03,1699.03
