Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,BWH,BWD,BWA,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SBH,SBD,SBA,WHH,WHD,WHA,GB>2.5,GB<2.5,GBAHH,GBAHA,GBAH,B365AHH,B365AHA,B365AH,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,EloHome,EloAway
P1,04/04/05,Sp Braga,Leiria,1,0,H,1,0,H,1.66,3.4,4.33,1.7,3.45,4.3,1.67,3.3,4.7,1.55,3.5,4.8,1.66,3.25,4.5,1.67,3.4,4.5,1.65,3.35,4.5,2.0,1.65,1.67,1.94,-0.5,1.925,1.925,-0.75,,,,,,,,,,1558.45,1495.63
P1,08/04/05,Maritimo,Nacional,2,1,H,1,0,H,1.9,3.2,3.5,1.95,3.25,3.45,1.91,3.1,3.75,2.0,3.0,3.3,1.9,3.2,3.5,1.95,3.2,3.4,2.05,3.0,3.3,1.95,1.71,1.91,1.7,-0.5,2.05,1.8,-0.5,,,,,,,,,,1481.41,1476.33
P1,09/04/05,Boavista,Porto,1,0,H,0,0,D,2.62,3.1,2.37,2.65,3.25,2.35,2.7,3.1,2.38,2.8,2.9,2.3,2.62,3.2,2.3,2.7,3.1,2.4,2.8,3.0,2.3,2.1,1.6,1.44,2.38,0.5,2.025,1.825,0.0,,,,,,,,,,1535.14,1663.72
P1,10/04/05,Leiria,Guimaraes,0,1,A,0,0,D,2.37,3.1,2.62,2.25,3.2,2.8,2.35,3.15,2.7,2.4,3.0,2.6,2.38,3.1,2.62,2.3,3.2,2.7,2.4,3.1,2.6,2.1,1.6,2.35,1.45,-0.5,1.775,2.075,0.0,,,,,,,,,,1488.59,1515.24
P1,10/04/05,Penafiel,Moreirense,1,0,H,1,0,H,1.8,3.2,4.0,1.85,3.35,3.65,1.8,3.25,4.0,1.75,3.2,4.0,1.8,3.25,3.75,1.8,3.2,4.0,1.8,3.1,4.0,1.95,1.71,1.8,1.79,-0.5,1.9,1.95,-0.5,,,,,,,,,,1420.87,1424.8
P1,10/04/05,Rio Ave,Benfica,1,0,H,0,0,D,3.2,3.2,2.0,3.55,3.3,1.9,3.3,3.2,2.0,3.3,3.0,2.0,3.2,3.2,2.0,3.3,3.2,2.0,3.6,3.0,1.95,2.0,1.65,1.62,2.0,0.5,1.8,2.05,0.5,,,,,,,,,,1519.31,1676.4
P1,10/04/05,Setubal,Gil Vicente,0,0,D,0,0,D,1.8,3.2,4.0,1.7,3.45,4.3,1.8,3.25,4.0,1.8,3.2,3.7,1.8,3.25,3.75,1.8,3.2,4.0,1.8,3.1,4.0,1.9,1.75,1.8,1.79,-0.5,2.1,1.75,-0.75,,,,,,,,,,1430.47,1406.76
P1,10/04/05,Sp Lisbon,Beira Mar,1,0,H,0,0,D,1.2,5.5,9.5,1.15,6.0,13.0,1.2,5.25,11.0,1.25,4.5,9.0,1.25,4.5,10.0,1.2,5.25,11.0,1.22,5.0,9.5,,,,,,2.0,1.85,-1.75,,,,,,,,,,1612.29,1376.07
P1,11/04/05,Belenenses,Academica,0,0,D,0,0,D,1.72,3.4,4.0,1.7,3.45,4.3,1.7,3.35,4.4,1.75,3.2,4.0,1.73,3.2,4.33,1.73,3.3,4.33,1.7,3.2,4.5,2.0,1.65,1.7,1.9,-0.5,2.025,1.825,-0.75,,,,,,,,,,1472.29,1426.23
P1,11/04/05,Estoril,Sp Braga,0,1,A,0,1,A,2.75,3.2,2.25,2.8,3.2,2.25,2.8,3.2,2.25,2.6,3.0,2.4,2.75,3.2,2.25,2.8,3.2,2.25,2.8,3.0,2.3,1.95,1.71,1.49,2.25,0.5,2.0,1.85,0.25,,,,,,,,,,1382.63,1565.49
P1,15/04/05,Beira Mar,Boavista,1,0,H,0,0,D,3.2,3.2,2.0,3.05,3.25,2.1,3.2,3.2,2.0,3.1,3.0,2.1,3.0,3.2,2.1,3.2,3.3,2.0,3.5,3.1,1.95,1.83,1.83,1.6,2.0,0.5,1.95,1.9,0.25,,,,,,,,,,1372.92,1548.67
P1,16/04/05,Benfica,Leiria,1,1,D,0,1,A,1.3,4.33,8.0,1.25,5.0,9.0,1.28,4.3,9.0,1.27,4.3,8.5,1.28,4.5,8.0,1.3,4.33,8.5,1.28,4.33,8.5,1.83,1.83,1.28,2.91,-0.5,2.025,1.825,-1.5,,,,,,,,,,1661.86,1473.49
P1,16/04/05,Porto,Setubal,2,1,H,1,1,D,1.4,4.0,6.5,1.35,4.25,7.4,1.37,4.0,7.0,1.35,4.0,7.0,1.36,4.0,7.0,1.4,3.8,7.0,1.36,3.75,8.0,1.75,1.9,1.37,2.55,-0.5,2.125,1.725,-1.25,,,,,,,,,,1650.19,1426.2
P1,17/04/05,Academica,Penafiel,4,1,H,2,0,H,1.9,3.2,3.5,2.0,3.25,3.3,1.9,3.2,3.5,2.0,3.1,3.2,1.9,3.2,3.5,1.91,3.1,3.75,2.0,3.1,3.3,2.0,1.65,1.9,1.67,-0.5,2.0,1.85,-0.5,,,,,,,,,,1431.2,1430.0
P1,17/04/05,Gil Vicente,Maritimo,1,0,H,0,0,D,2.1,3.2,3.0,2.15,3.25,2.95,2.1,3.1,3.1,2.1,3.0,3.1,2.0,3.2,3.2,2.1,3.25,3.0,2.2,3.1,2.85,2.0,1.65,2.1,1.55,-0.5,1.775,2.075,-0.25,,,,,,,,,,1411.03,1490.24
P1,17/04/05,Guimaraes,Estoril,1,0,H,0,0,D,1.5,3.6,5.5,1.5,3.65,5.8,1.5,3.5,5.8,1.45,3.8,5.4,1.5,3.4,6.0,1.5,3.6,6.0,1.5,3.4,6.0,1.9,1.75,1.5,2.18,-0.5,1.9,1.95,-1.0,,,,,,,,,,1530.34,1373.06
P1,17/04/05,Nacional,Rio Ave,0,0,D,0,0,D,2.1,3.2,3.0,2.0,3.25,3.3,2.1,3.1,3.1,2.2,2.9,3.0,2.0,3.2,3.2,2.1,3.2,3.1,2.05,3.05,3.2,2.0,1.65,2.1,1.55,-0.5,1.775,2.075,-0.25,,,,,,,,,,1467.5,1533.85
P1,17/04/05,Sp Braga,Belenenses,2,0,H,2,0,H,1.61,3.5,4.5,1.6,3.5,5.0,1.6,3.5,4.7,1.6,3.4,4.6,1.61,3.25,5.0,1.62,3.4,5.0,1.6,3.4,4.75,2.0,1.65,1.6,2.01,-0.5,1.8,2.05,-0.75,,,,,,,,,,1575.06,1467.32
P1,18/04/05,Moreirense,Sp Lisbon,1,3,A,0,1,A,4.0,3.4,1.72,4.05,3.4,1.75,4.15,3.4,1.7,4.4,3.3,1.65,,,,4.5,3.4,1.67,4.33,3.2,1.72,1.9,1.75,1.87,1.7,0.5,,,,,,,,,,,,,1415.67,1615.44
P1,22/04/05,Belenenses,Guimaraes,1,0,H,0,0,D,2.25,3.2,2.75,2.2,3.2,2.9,2.2,3.15,2.85,2.2,3.0,2.9,2.2,3.2,2.8,2.2,3.1,3.0,2.2,3.0,2.95,2.1,1.6,2.2,1.5,-0.5,2.05,1.8,-0.25,,,,,,,,,,1461.51,1534.97
P1,23/04/05,Boavista,Moreirense,1,1,D,1,0,H,1.4,3.75,7.0,1.35,4.25,7.4,1.35,4.0,7.5,1.4,3.9,6.0,1.36,4.0,7.0,1.36,4.0,7.5,1.35,4.1,7.0,1.9,1.75,,,,2.15,1.7,-1.25,,,,,,,,,,1533.49,1406.66
P1,23/04/05,Sp Lisbon,Academica,0,0,D,0,0,D,1.28,4.5,8.0,1.25,5.0,9.0,1.3,4.3,8.25,1.3,4.2,8.0,1.28,4.5,8.0,1.3,4.33,8.5,1.33,4.0,8.0,1.75,1.9,,,,2.1,1.75,-1.5,,,,,,,,,,1624.45,1440.16
P1,24/04/05,Beira Mar,Porto,0,1,A,0,0,D,4.5,3.5,1.61,5.0,3.5,1.6,4.5,3.4,1.65,4.4,3.3,1.65,4.33,3.4,1.66,4.5,3.4,1.67,4.5,3.3,1.66,2.0,1.65,1.94,1.65,0.5,1.65,2.2,1.0,,,,,,,,,,1388.1,1653.54
P1,24/04/05,Estoril,Benfica,1,2,A,1,0,H,5.5,3.6,1.5,5.3,3.6,1.55,5.75,3.5,1.5,4.8,3.5,1.55,6.5,3.6,1.44,5.0,3.6,1.57,4.8,3.4,1.6,1.9,1.75,,,,1.875,1.975,1.0,,,,,,,,,,1368.43,1653.35
P1,24/04/05,Leiria,Nacional,1,0,H,0,0,D,2.0,3.2,3.2,2.0,3.25,3.3,1.95,2.95,3.65,2.0,2.8,3.6,1.9,3.0,3.75,2.0,3.0,3.6,1.95,3.1,3.4,2.0,1.65,1.95,1.63,-0.5,1.875,1.975,-0.25,,,,,,,,,,1482.0,1466.29
P1,24/04/05,Maritimo,Setubal,3,1,H,2,0,H,1.83,3.2,3.75,1.85,3.35,3.65,1.85,3.2,3.7,1.85,3.0,3.8,1.83,3.2,3.75,1.85,3.25,3.75,1.85,3.2,3.65,1.95,1.71,1.85,1.72,-0.5,1.925,1.925,-0.5,,,,,,,,,,1478.49,1422.85
P1,24/04/05,Rio Ave,Gil Vicente,0,1,A,0,1,A,1.72,3.4,4.0,1.6,3.5,5.0,1.67,3.3,4.5,1.65,3.3,4.4,1.66,3.25,4.5,1.67,3.4,4.5,1.7,3.3,4.2,2.0,1.65,1.67,1.9,-0.5,2.05,1.8,-0.75,,,,,,,,,,1535.06,1422.78
P1,25/04/05,Penafiel,Sp Braga,1,0,H,0,0,D,2.75,3.2,2.25,2.6,3.2,2.4,2.8,3.0,2.3,2.7,3.0,2.3,2.75,3.2,2.25,2.8,3.2,2.25,2.9,2.9,2.3,2.0,1.65,1.45,2.3,0.5,1.5,2.15,0.5,,,,,,,,,,1421.04,1580.87
P1,29/04/05,Academica,Boavista,1,0,H,1,0,H,2.62,3.1,2.37,2.5,3.1,2.6,2.47,3.0,2.6,2.5,3.0,2.5,2.4,3.0,2.62,2.5,3.0,2.6,2.35,3.1,2.65,2.1,1.6,2.47,1.39,-0.5,1.6,2.25,0.0,,,,,,,,,,1448.59,1526.32
P1,30/04/05,Benfica,Belenenses,1,0,H,0,0,D,1.33,4.33,7.0,1.3,4.5,8.25,1.3,4.4,7.8,1.35,4.0,7.0,1.29,4.5,8.0,1.3,4.5,8.0,1.3,4.33,8.0,1.9,1.75,1.3,2.81,-0.5,2.0,1.85,-1.25,,,,,,,,,,1659.76,1473.06
P1,30/04/05,Gil Vicente,Leiria,1,1,D,0,0,D,1.9,3.2,3.5,1.95,3.2,3.45,1.9,3.1,3.65,1.8,3.1,3.8,1.8,3.1,4.0,1.95,3.0,3.75,1.9,2.8,4.2,2.0,1.65,1.9,1.68,-0.5,1.85,2.0,-0.5,,,,,,,,,,1442.09,1490.48
P1,30/04/05,Moreirense,Beira Mar,0,0,D,0,0,D,2.0,3.2,3.2,2.0,3.05,3.5,2.0,3.3,3.15,2.0,3.3,3.0,2.0,3.2,3.2,2.0,3.2,3.3,2.0,3.4,3.0,2.0,1.65,2.0,1.61,-0.5,2.0,1.85,-0.5,,,,,,,,,,1413.83,1381.14
P1,30/04/05,Nacional,Estoril,4,1,H,1,1,D,1.57,3.5,5.0,1.65,3.35,4.8,1.7,3.4,4.2,1.8,3.2,3.7,1.67,3.4,4.33,1.67,3.4,4.5,1.8,3.4,3.6,1.95,1.71,1.7,1.88,-0.5,1.85,2.0,-0.75,,,,,,,,,,1457.81,1362.02
P1,30/04/05,Porto,Maritimo,1,0,H,1,0,H,1.36,4.0,7.0,1.35,4.2,7.5,1.35,4.1,7.1,1.35,4.0,7.0,1.33,4.33,7.0,1.36,4.0,7.5,1.36,4.0,7.0,1.9,1.75,1.35,2.6,-0.5,2.1,1.75,-1.25,,,,,,,,,,1660.5,1485.74
P1,30/04/05,Setubal,Rio Ave,2,0,H,2,0,H,2.1,3.2,3.0,2.2,3.1,3.0,2.2,3.1,2.9,2.1,3.0,3.1,2.2,2.88,3.1,2.2,3.0,3.1,2.15,2.8,3.3,2.0,1.65,2.2,1.5,-0.5,1.85,2.0,-0.25,,,,,,,,,,1415.6,1515.75
P1,01/05/05,Sp Braga,Sp Lisbon,0,3,A,0,0,D,2.6,3.0,2.5,2.5,3.05,2.6,2.5,3.05,2.5,2.4,3.0,2.6,2.5,3.1,2.5,2.6,3.0,2.5,2.4,3.1,2.6,1.95,1.71,2.5,1.37,-0.5,1.95,1.9,0.0,,,,,,,,,,1566.24,1616.02
P1,02/05/05,Guimaraes,Penafiel,2,1,H,1,1,D,1.61,3.5,4.5,1.6,3.35,5.25,1.6,3.4,5.0,1.55,3.5,4.8,1.5,3.4,6.0,1.57,3.4,5.5,1.45,3.7,6.0,1.95,1.71,1.6,2.02,-0.5,1.85,2.0,-0.75,,,,,,,,,,1523.42,1435.67
P1,06/05/05,Belenenses,Nacional,1,0,H,1,0,H,1.8,3.4,3.6,1.6,3.45,5.0,1.7,3.2,4.5,1.75,3.2,4.0,1.73,3.2,4.33,1.73,3.25,4.33,1.7,3.2,4.5,,,1.7,1.87,-0.5,1.875,1.975,-0.5,,,,,,,,,,1469.03,1463.93
P1,07/05/05,Boavista,Sp Braga,1,2,A,0,2,A,2.1,3.2,3.0,2.05,3.2,3.2,2.1,3.1,3.1,2.1,3.0,3.1,2.1,3.2,3.0,2.1,3.1,3.2,2.1,3.1,3.1,2.1,1.6,2.1,1.55,-0.5,1.9,1.95,-0.25,,,,,,,,,,1514.62,1551.95
P1,07/05/05,Penafiel,Benfica,1,0,H,0,0,D,5.5,3.6,1.5,7.25,3.5,1.45,5.5,3.65,1.5,5.4,3.8,1.45,5.5,3.6,1.5,6.0,3.6,1.5,6.5,3.6,1.44,1.9,1.75,2.19,1.5,0.5,1.9,1.95,1.0,,,,,,,,,,1429.34,1663.79
P1,08/05/05,Beira Mar,Academica,0,0,D,0,0,D,2.37,3.2,2.62,2.4,3.15,2.65,2.4,2.9,2.75,2.3,3.0,2.7,2.3,3.05,2.75,2.38,3.0,2.75,2.3,2.9,2.9,2.0,1.65,2.4,1.41,-0.5,1.7,2.15,0.0,,,,,,,,,,1385.69,1460.29
P1,08/05/05,Estoril,Gil Vicente,2,0,H,1,0,H,2.5,3.1,2.5,2.45,3.2,2.55,,,,,,,2.5,3.1,2.5,2.6,3.2,2.4,2.6,3.1,2.3,2.1,1.6,,,,1.8,2.05,0.0,,,,,,,,,,1355.9,1440.25
P1,08/05/05,Leiria,Setubal,0,2,A,0,0,D,2.0,3.2,3.2,2.05,3.2,3.2,1.95,3.2,3.35,1.9,3.1,3.5,1.9,3.2,3.5,2.0,3.2,3.3,1.95,3.1,3.5,2.0,1.65,1.95,1.64,-0.5,1.775,2.075,-0.25,,,,,,,,,,1492.32,1428.11
P1,08/05/05,Moreirense,Porto,1,1,D,1,0,H,5.5,3.6,1.5,6.8,3.6,1.45,6.0,3.75,1.45,5.4,3.8,1.45,6.0,3.75,1.44,6.0,4.0,1.44,6.0,3.75,1.44,2.0,1.65,2.31,1.45,0.5,1.875,1.975,1.0,,,,,,,,,,1409.28,1664.76
P1,08/05/05,Rio Ave,Maritimo,0,0,D,0,0,D,1.9,3.25,3.4,1.95,3.2,3.5,1.9,3.2,3.5,1.9,3.1,3.5,1.9,3.2,3.5,1.91,3.2,3.6,1.85,3.2,3.7,2.1,1.6,1.9,1.67,-0.5,1.975,1.875,-0.5,,,,,,,,,,1503.24,1481.48
P1,09/05/05,Sp Lisbon,Guimaraes,1,0,H,0,0,D,1.4,3.75,7.0,1.35,4.0,8.1,1.4,4.0,7.0,1.45,3.8,5.4,1.4,3.75,7.0,1.44,3.75,6.5,1.45,3.6,6.5,1.9,1.79,1.4,2.44,-0.5,,,,,,,,,,,,,1630.31,1529.75
P1,14/05/05,Academica,Moreirense,0,4,A,0,1,A,1.72,3.4,4.0,1.85,3.35,3.65,1.7,3.35,4.0,1.7,3.2,4.2,1.72,3.4,4.0,1.8,3.4,3.75,1.7,3.3,4.2,1.65,2.0,1.7,1.82,-0.5,1.8,2.05,-0.5,,,,,,,,,,1461.2,1414.53
P1,14/05/05,Benfica,Sp Lisbon,1,0,H,0,0,D,2.1,3.1,3.1,2.0,3.25,3.3,2.15,3.1,2.85,2.3,3.0,2.7,2.2,3.0,3.0,2.25,3.1,2.88,2.1,3.1,3.1,1.71,1.95,2.15,1.48,-0.5,2.0,1.85,-0.25,,,,,,,,,,1646.68,1636.3
P1,14/05/05,Gil Vicente,Belenenses,1,0,H,0,0,D,1.9,3.2,3.5,1.95,3.25,3.5,1.9,3.1,3.5,,,,1.9,3.2,3.5,1.91,3.1,3.75,2.0,3.2,3.2,1.65,2.0,1.9,1.64,-0.5,1.9,1.95,-0.5,,,,,,,,,,1428.31,1477.86
P1,14/05/05,Guimaraes,Boavista,2,0,H,1,0,H,2.1,3.1,3.1,2.1,3.25,3.05,2.0,3.1,3.2,1.9,3.1,3.5,2.0,3.2,3.2,2.0,3.2,3.3,1.9,3.15,3.5,1.6,2.1,2.0,1.57,-0.5,1.9,1.95,-0.25,,,,,,,,,,1523.76,1499.89
P1,14/05/05,Maritimo,Leiria,2,0,H,2,0,H,1.83,3.2,3.75,1.75,3.4,4.05,1.8,3.1,3.9,1.75,3.2,4.0,1.8,3.2,4.0,1.8,3.25,4.0,1.85,3.0,3.95,1.71,1.95,1.8,1.73,-0.5,1.85,2.0,-0.5,,,,,,,,,,1485.69,1474.32
P1,14/05/05,Nacional,Penafiel,1,3,A,0,2,A,1.83,3.2,3.75,1.8,3.4,3.8,1.85,3.2,3.5,1.9,3.1,3.5,1.8,3.25,3.75,1.83,3.25,3.75,2.0,3.2,3.2,1.79,1.85,1.85,1.67,-0.5,1.8,2.05,-0.5,,,,,,,,,,1455.1,1446.45
P1,14/05/05,Rio Ave,Porto,0,2,A,0,0,D,5.0,3.5,1.57,4.55,3.5,1.65,4.5,3.45,1.6,4.6,3.4,1.6,5.5,3.5,1.57,5.0,3.6,1.57,4.8,3.6,1.57,1.6,2.1,1.95,1.6,0.5,2.1,1.75,0.75,,,,,,,,,,1499.03,1659.51
P1,14/05/05,Setubal,Estoril,2,2,D,0,1,A,2.0,3.4,3.0,1.8,3.4,3.8,2.0,3.3,3.0,,,,2.0,3.2,3.2,2.05,3.4,3.0,2.0,3.5,2.95,1.71,1.95,2.0,1.57,-0.5,2.05,1.8,-0.5,,,,,,,,,,1446.11,1367.84
P1,14/05/05,Sp Braga,Beira Mar,1,1,D,1,1,D,1.28,4.5,8.0,1.4,4.0,6.75,1.27,4.5,8.0,1.3,4.2,8.0,1.25,5.0,8.0,1.29,4.75,8.0,1.25,5.0,8.0,1.79,1.85,1.27,2.88,-0.5,2.0,1.85,-1.5,,,,,,,,,,1566.68,1384.78
P1,22/05/05,Beira Mar,Guimaraes,2,2,D,0,2,A,2.87,3.0,2.25,2.8,3.35,2.2,2.65,3.1,2.35,2.5,3.0,2.5,,,,2.6,3.2,2.4,2.65,3.2,2.3,2.0,1.6,1.43,2.35,0.5,2.0,1.85,0.0,,,,,,,,,,1393.16,1531.98
P1,22/05/05,Belenenses,Setubal,0,0,D,0,0,D,1.9,3.4,3.25,1.8,3.4,3.8,1.9,3.2,3.5,1.9,3.2,3.4,,,,1.85,3.25,3.75,1.75,3.3,3.95,1.85,1.74,1.9,1.67,-0.5,1.82,2.025,-0.5,,,,,,,,,,1467.16,1440.21
P1,22/05/05,Boavista,Benfica,1,1,D,1,1,D,4.5,2.75,1.9,3.85,2.75,2.05,4.5,2.75,1.85,2.9,3.0,2.2,,,,4.0,2.75,2.0,4.6,2.6,1.9,1.95,1.65,1.71,1.85,0.5,1.75,2.1,0.5,,,,,,,,,,1491.67,1655.34
P1,22/05/05,Estoril,Maritimo,0,1,A,0,0,D,2.5,3.2,2.4,2.55,3.2,2.45,2.6,3.15,2.35,2.4,3.2,2.4,,,,2.6,3.2,2.4,2.4,3.2,2.5,1.9,1.7,1.42,2.35,0.5,1.8,2.05,0.0,,,,,,,,,,1373.74,1494.31
P1,22/05/05,Leiria,Rio Ave,0,3,A,0,2,A,2.1,3.0,3.2,1.9,3.3,3.55,2.05,3.1,3.15,2.0,3.1,3.2,,,,2.1,3.1,3.1,2.1,3.05,3.1,2.25,1.55,2.05,1.56,-0.5,1.7,2.2,-0.25,,,,,,,,,,1465.7,1488.68
P1,22/05/05,Moreirense,Sp Braga,2,1,H,0,1,A,3.2,3.2,2.0,2.85,3.4,2.15,3.3,3.25,1.95,3.0,3.1,2.1,,,,3.2,3.3,2.0,3.25,3.25,1.95,2.0,1.6,1.64,1.95,0.5,1.8,2.05,0.5,,,,,,,,,,1432.01,1558.3
P1,22/05/05,Penafiel,Gil Vicente,1,3,A,1,1,D,1.8,3.25,3.75,1.8,3.4,3.8,1.8,3.25,3.75,1.8,3.2,3.7,,,,1.85,3.25,3.75,1.8,3.3,3.7,2.0,1.6,1.8,1.74,-0.5,1.85,2.0,-0.5,,,,,,,,,,1462.74,1439.01
P1,22/05/05,Porto,Academica,1,1,D,0,0,D,1.2,5.5,9.0,1.15,6.0,13.0,1.18,5.4,11.0,1.2,5.0,10.0,,,,1.18,5.5,11.0,1.2,5.0,10.5,1.8,1.8,,,,1.9,1.95,-1.75,,,,,,,,,,1669.86,1443.72
P1,22/05/05,Sp Lisbon,Nacional,2,4,A,1,3,A,1.16,5.5,11.0,1.2,5.5,10.5,1.25,4.7,9.0,1.25,4.5,9.0,,,,1.18,5.5,11.0,1.25,5.0,8.0,1.7,1.9,,,,1.75,2.1,-1.5,,,,,,,,,,1627.64,1438.81
