Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,BWH,BWD,BWA,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SBH,SBD,SBA,WHH,WHD,WHA,GB>2.5,GB<2.5,B365>2.5,B365<2.5,GBAHH,GBAHA,GBAH,LBAHH,LBAHA,LBAH,B365AHH,B365AHA,B365AH,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,EloHome,EloAway
SP1,12/12/04,Betis,Santander,2,1,H,1,0,H,1.72,3.25,4.33,1.75,3.35,4.3,1.77,3.3,4.75,1.75,3.2,4.0,1.67,3.25,4.5,1.73,3.4,4.5,1.7,3.3,4.33,1.9,1.79,2.0,1.72,1.77,1.95,-0.5,1.74,2.1,-0.5,1.75,2.15,-0.5,,,,,,1740.44,1636.29
SP1,12/12/04,Espanol,Mallorca,2,1,H,2,0,H,1.66,3.4,4.5,1.6,3.5,5.25,1.7,3.4,5.1,1.7,3.2,4.2,1.62,3.25,5.0,1.67,3.4,4.8,1.6,3.4,4.8,2.05,1.65,2.2,1.61,2.0,1.8,-0.75,2.04,1.8,-0.75,2.075,1.825,-0.75,,,,,,1724.55,1665.33
SP1,12/12/04,Getafe,Villarreal,1,2,A,0,1,A,2.25,3.25,2.75,2.25,3.25,2.85,2.3,3.2,3.0,2.3,2.9,2.8,2.1,3.2,3.0,2.25,3.25,2.88,2.2,3.1,2.87,2.0,1.71,2.2,1.61,1.75,2.05,0.0,2.14,1.7,-0.25,1.825,2.075,0.0,,,,,,1654.32,1674.21
SP1,12/12/04,La Coruna,Sevilla,2,2,D,0,1,A,1.83,3.1,4.0,1.8,3.35,4.0,1.95,3.3,3.8,1.65,3.3,4.4,1.83,3.2,3.75,1.83,3.3,4.0,1.83,3.2,3.75,1.85,1.85,2.0,1.72,1.95,1.77,-0.5,2.0,1.84,-0.5,2.05,1.85,-0.5,,,,,,1793.63,1734.69
SP1,12/12/04,Malaga,Levante,1,0,H,0,0,D,2.2,3.1,3.0,2.1,3.25,3.15,2.25,3.2,3.1,2.3,3.0,2.7,2.1,3.2,3.0,2.2,3.2,3.0,2.1,3.2,3.0,2.05,1.65,2.2,1.61,1.95,1.85,-0.25,1.9,1.94,-0.25,1.95,1.95,-0.25,,,,,,1632.48,1683.23
SP1,12/12/04,Osasuna,Zaragoza,2,2,D,1,1,D,1.9,3.25,3.5,1.75,3.35,4.3,1.95,3.2,4.0,1.85,3.1,3.6,1.73,3.2,4.33,1.91,3.25,3.75,1.8,3.3,3.75,1.9,1.79,2.1,1.66,1.95,1.78,-0.5,1.98,1.86,-0.5,2.0,1.9,-0.5,,,,,,1668.74,1664.61
SP1,12/12/04,Valencia,Numancia,1,0,H,1,0,H,1.36,4.0,7.5,1.3,4.75,8.2,1.35,4.25,9.5,1.25,4.3,9.5,1.33,4.0,8.0,1.33,4.33,8.5,1.33,4.0,8.0,1.79,1.9,1.83,1.83,1.9,1.67,-1.5,2.08,1.76,-1.5,2.075,1.825,-1.5,,,,,,1812.66,1606.45
SP1,18/12/04,Barcelona,Valencia,1,1,D,0,0,D,1.66,3.4,5.5,1.65,3.45,4.85,1.7,3.35,5.25,1.7,3.2,4.2,1.62,3.25,5.0,1.62,3.6,5.5,1.61,3.3,5.0,1.85,1.85,2.0,1.8,1.95,1.85,-0.75,2.02,1.82,-0.75,1.95,1.95,-0.75,,,,,,1882.87,1816.32
SP1,18/12/04,Levante,Albacete,1,1,D,1,1,D,1.83,3.25,3.75,1.9,3.3,3.65,1.95,3.25,3.9,1.85,3.1,3.6,1.91,3.2,3.5,1.91,3.25,3.75,1.83,3.2,3.75,2.05,1.65,2.3,1.6,1.95,1.77,-0.5,2.02,1.82,-0.5,2.05,1.85,-0.5,,,,,,1672.49,1648.71
SP1,18/12/04,Santander,Real Madrid,2,3,A,1,1,D,4.0,3.25,1.9,4.0,3.35,1.8,4.0,3.25,1.91,3.6,3.1,1.85,4.0,3.2,1.8,4.0,3.4,1.85,3.5,3.2,1.9,2.0,1.71,2.0,1.8,1.79,1.91,0.5,2.0,1.84,0.5,2.05,1.85,0.5,,,,,,1630.39,1796.64
SP1,19/12/04,Ath Madrid,La Coruna,1,0,H,1,0,H,2.2,3.25,2.8,2.05,3.25,3.25,2.25,3.2,3.1,2.3,2.8,2.9,2.0,3.2,3.2,2.2,3.25,3.0,2.1,3.2,3.0,2.0,1.71,2.1,1.7,1.95,1.85,-0.25,1.96,1.88,-0.25,2.05,1.85,-0.25,,,,,,1701.22,1788.28
SP1,19/12/04,Mallorca,Osasuna,1,2,A,0,2,A,2.2,3.25,2.8,2.1,3.3,3.1,2.2,3.25,3.15,2.2,2.9,3.0,2.2,3.2,2.8,2.2,3.25,3.0,2.2,3.1,2.87,1.95,1.75,2.1,1.7,1.8,2.0,-0.25,1.84,2.0,-0.25,1.8,2.1,-0.25,,,,,,1658.19,1665.1
SP1,19/12/04,Numancia,Espanol,0,0,D,0,0,D,2.8,3.25,2.2,2.85,3.25,2.25,3.0,3.25,2.3,2.7,3.0,2.3,2.8,3.2,2.2,2.88,3.25,2.25,2.75,3.1,2.3,2.05,1.65,2.25,1.61,1.85,1.95,0.25,1.84,2.0,0.25,1.85,2.05,0.25,,,,,,1602.79,1731.69
SP1,19/12/04,Sevilla,Betis,2,1,H,1,1,D,2.2,3.0,3.1,2.25,3.15,2.95,2.25,3.0,3.35,2.5,2.7,2.8,2.2,3.0,3.0,2.2,3.0,3.2,2.2,2.75,3.25,2.05,1.65,2.2,1.65,1.9,1.9,-0.25,,,,1.975,1.925,-0.25,,,,,,1740.04,1746.34
SP1,19/12/04,Sociedad,Getafe,1,1,D,0,0,D,1.66,3.4,4.5,1.65,3.45,4.85,1.68,3.4,5.25,1.6,3.3,4.8,1.62,3.25,5.0,1.67,3.4,5.0,1.66,3.3,4.5,1.95,1.75,2.15,1.66,1.9,1.9,-0.75,1.86,1.98,-0.75,1.825,2.075,-0.75,,,,,,1699.62,1638.99
SP1,19/12/04,Villarreal,Malaga,3,0,H,1,0,H,1.66,3.4,4.5,1.7,3.35,4.4,1.7,3.35,5.25,1.7,3.2,4.2,1.62,3.25,5.0,1.73,3.4,4.5,1.72,3.2,4.33,2.15,1.6,2.2,1.65,1.88,1.92,-0.75,1.88,1.96,-0.75,1.825,2.075,-0.75,,,,,,1689.54,1643.22
SP1,19/12/04,Zaragoza,Ath Bilbao,0,2,A,0,0,D,2.0,3.25,3.25,2.0,3.3,3.35,2.0,3.25,3.7,2.1,2.9,3.2,1.91,3.2,3.5,2.0,3.2,3.5,1.9,3.2,3.5,1.95,1.75,2.0,1.8,2.0,1.73,-0.5,2.04,1.8,-0.5,2.1,1.8,-0.5,,,,,,1668.25,1699.41
SP1,21/12/04,Barcelona,Levante,2,1,H,1,0,H,1.2,5.0,11.0,1.2,6.0,10.0,1.21,5.75,13.0,1.2,5.0,10.0,1.22,5.0,10.0,1.2,5.5,12.0,1.22,5.0,9.5,1.55,2.25,,,1.85,1.95,-1.75,1.92,1.92,-1.75,1.95,1.95,-1.75,,,,,,1877.3,1668.22
SP1,21/12/04,Betis,Ath Madrid,1,0,H,1,0,H,1.9,3.25,3.4,1.9,3.3,3.65,1.91,3.25,4.0,1.9,3.1,3.5,1.8,3.2,4.0,1.91,3.2,3.75,1.83,3.2,3.75,1.95,1.75,,,1.95,1.78,-0.5,1.96,1.88,-0.5,2.025,1.875,-0.5,,,,,,1737.13,1713.25
SP1,22/12/04,Albacete,Villarreal,2,2,D,1,2,A,2.25,3.2,2.75,2.45,3.15,2.65,2.45,3.25,2.75,2.4,2.9,2.7,2.25,3.2,2.75,2.3,3.2,2.8,2.25,3.2,2.75,2.05,1.65,,,2.2,1.6,-0.25,2.1,1.74,-0.25,1.85,2.05,0.0,,,,,,1652.98,1697.07
SP1,22/12/04,Ath Bilbao,Mallorca,4,0,H,2,0,H,1.61,3.25,5.0,1.65,3.45,4.85,1.65,3.4,5.5,1.6,3.4,4.6,1.62,3.25,5.0,1.57,3.5,5.5,1.61,3.3,5.0,1.9,1.8,,,2.05,1.7,-1.0,1.74,2.1,-0.75,1.775,2.125,-0.75,,,,,,1714.35,1642.42
SP1,22/12/04,Getafe,Santander,2,0,H,2,0,H,2.2,3.25,2.75,2.2,3.25,2.95,2.2,3.25,3.15,2.1,3.0,3.1,2.0,3.2,3.2,2.1,3.2,3.2,2.1,3.2,3.0,1.95,1.75,,,1.9,1.9,-0.25,1.94,1.9,-0.25,1.95,1.95,-0.25,,,,,,1644.39,1620.25
SP1,22/12/04,La Coruna,Zaragoza,2,3,A,0,1,A,1.61,3.5,4.5,1.7,3.4,4.55,1.7,3.4,5.0,1.7,3.2,4.2,1.73,3.2,4.33,1.67,3.4,4.8,1.61,3.5,4.5,1.9,1.8,,,1.98,1.82,-0.75,2.0,1.84,-0.75,2.05,1.85,-0.75,,,,,,1776.25,1653.31
SP1,22/12/04,Malaga,Sociedad,1,5,A,1,1,D,2.25,3.25,2.7,2.25,3.25,2.85,2.35,3.25,2.9,2.3,2.9,2.8,2.38,3.2,2.6,2.3,3.2,2.8,2.15,3.3,2.8,2.05,1.65,,,2.05,1.75,-0.25,2.02,1.82,-0.25,2.1,1.8,-0.25,,,,,,1635.69,1694.22
SP1,22/12/04,Osasuna,Numancia,2,0,H,0,0,D,1.5,3.4,6.0,1.6,3.5,5.25,1.55,3.5,6.75,1.55,3.4,5.0,1.5,3.4,6.0,1.53,3.5,6.0,1.53,3.5,5.5,1.85,1.85,,,1.9,1.9,-1.0,1.92,1.92,-1.0,1.95,1.95,-1.0,,,,,,1680.87,1603.83
SP1,22/12/04,Real Madrid,Sevilla,0,1,A,0,1,A,1.4,3.75,7.0,1.35,4.25,8.0,1.41,4.0,8.5,1.45,3.6,5.8,1.4,3.75,7.0,1.4,4.2,8.0,1.4,3.6,7.5,1.65,2.05,,,2.0,1.8,-1.25,2.0,1.84,-1.25,2.05,1.85,-1.25,,,,,,1806.78,1749.25
SP1,22/12/04,Valencia,Espanol,3,0,H,1,0,H,1.61,3.5,4.5,1.7,3.3,4.75,1.7,3.4,5.0,1.7,3.2,4.2,1.73,3.2,4.33,1.67,3.4,4.8,1.7,3.4,4.2,2.05,1.65,,,2.0,1.8,-0.75,2.04,1.8,-0.75,2.075,1.825,-0.75,,,,,,1821.89,1730.65
SP1,05/01/05,Real Madrid,Sociedad,2,1,H,1,0,H,1.36,4.0,7.5,1.3,4.75,8.2,1.35,4.25,9.5,1.35,4.0,7.0,1.36,3.75,8.0,1.36,4.2,8.0,1.33,4.0,8.0,1.65,2.05,1.66,2.1,1.9,1.67,-1.5,1.96,1.88,-1.25,2.0,1.9,-1.25,,,,,,1788.97,1708.2
SP1,08/01/05,Numancia,Ath Bilbao,1,1,D,0,1,A,2.6,3.2,2.4,2.7,3.2,2.4,2.85,3.2,2.4,2.7,2.9,2.4,2.75,3.2,2.25,2.8,3.25,2.3,2.5,3.1,2.5,2.0,1.71,2.25,1.61,1.8,2.0,0.25,1.84,2.0,0.25,1.85,2.049,0.25,,,,,,1597.2,1721.12
SP1,08/01/05,Sevilla,Getafe,0,0,D,0,0,D,1.44,3.75,6.5,1.4,4.0,7.25,1.45,3.8,8.0,1.45,3.8,5.4,1.4,3.75,7.0,1.44,3.75,7.0,1.44,3.6,6.5,1.9,1.79,2.0,1.8,2.0,1.8,-1.25,2.06,1.78,-1.25,2.024,1.875,-1.25,,,,,,1767.06,1652.6
SP1,08/01/05,Valencia,Levante,2,1,H,0,0,D,1.4,4.0,9.0,1.4,4.0,7.25,1.4,4.0,9.0,1.35,4.0,7.0,1.36,3.75,8.0,1.4,4.2,8.0,1.4,3.6,7.5,1.85,1.85,1.95,1.85,2.0,1.8,-1.25,2.02,1.82,-1.25,2.075,1.825,-1.25,,,,,,1828.13,1664.61
SP1,09/01/05,Ath Madrid,Real Madrid,0,3,A,0,1,A,3.1,3.25,2.25,3.0,3.2,2.2,3.0,3.2,2.3,3.3,3.0,2.0,2.75,3.0,2.38,3.1,3.2,2.25,3.0,2.87,2.25,1.85,1.85,2.1,1.7,1.9,1.9,0.25,1.92,1.92,0.25,1.95,1.899,0.25,,,,,,1705.03,1795.5
SP1,09/01/05,Espanol,Osasuna,4,1,H,3,1,H,1.9,3.25,3.5,1.85,3.2,4.0,2.0,3.2,3.75,2.0,2.9,3.4,1.83,3.2,3.75,1.91,3.2,3.75,1.83,3.2,3.75,2.05,1.65,2.15,1.66,2.0,1.73,-0.5,2.1,1.74,-0.5,2.1,1.8,-0.5,,,,,,1724.41,1687.5
SP1,09/01/05,Mallorca,La Coruna,2,2,D,0,0,D,2.75,3.0,2.37,3.35,3.3,2.0,2.9,3.2,2.38,2.9,3.0,2.2,2.6,3.2,2.38,3.0,3.0,2.3,2.62,3.1,2.37,1.85,1.85,2.05,1.75,1.8,2.0,-0.5,1.8,2.04,0.25,1.8,2.1,0.25,,,,,,1635.65,1756.67
SP1,09/01/05,Santander,Malaga,2,1,H,2,0,H,1.83,3.2,3.75,1.95,3.2,3.65,1.85,3.3,4.25,1.85,3.1,3.6,1.8,3.2,4.0,1.91,3.2,3.75,1.83,3.2,3.75,2.0,1.71,2.25,1.61,1.85,1.86,-0.5,1.9,1.94,-0.5,1.899,2.0,-0.5,,,,,,1612.04,1621.71
SP1,09/01/05,Sociedad,Albacete,0,2,A,0,1,A,1.66,3.4,4.5,1.7,3.3,4.75,1.73,3.35,5.0,1.7,3.2,4.2,1.67,3.25,4.5,1.67,3.4,4.75,1.66,3.3,4.5,1.95,1.75,2.1,1.7,1.9,1.9,-0.75,2.0,1.84,-0.75,2.0,1.899,-0.75,,,,,,1701.67,1650.99
SP1,09/01/05,Villarreal,Barcelona,3,0,H,1,0,H,4.0,3.25,1.9,4.1,3.3,1.8,3.75,3.2,2.0,3.5,3.1,1.9,4.33,3.2,1.73,4.2,3.4,1.83,4.0,3.1,1.8,2.05,1.65,2.05,1.75,1.73,2.0,0.5,1.82,2.02,0.5,1.8,2.1,0.5,,,,,,1699.06,1880.91
SP1,09/01/05,Zaragoza,Betis,1,0,H,1,0,H,2.2,3.25,2.8,2.3,3.2,2.8,2.25,3.2,3.1,2.2,2.9,3.0,2.1,3.2,3.0,2.25,3.2,2.9,2.2,3.1,2.87,1.95,1.75,2.05,1.75,1.95,1.85,-0.25,1.96,1.88,-0.25,2.0,1.899,-0.25,,,,,,1672.89,1745.35
SP1,15/01/05,Getafe,Ath Madrid,1,1,D,0,1,A,2.37,3.2,2.62,2.7,3.2,2.4,2.6,3.2,2.6,2.4,3.0,2.6,2.25,3.2,2.75,2.5,3.2,2.6,2.37,3.1,2.62,2.05,1.65,2.25,1.61,1.95,1.85,0.0,1.96,1.88,0.0,1.975,1.925,0.0,,,,,,1659.47,1692.19
SP1,15/01/05,Malaga,Sevilla,1,0,H,0,0,D,3.0,3.1,2.37,2.55,3.15,2.55,2.9,3.15,2.4,2.6,3.0,2.4,2.75,3.2,2.25,2.9,3.1,2.4,2.7,3.0,2.37,2.05,1.65,2.2,1.65,2.05,1.75,0.0,2.12,1.72,0.0,2.1,1.8,0.0,,,,,,1612.39,1760.19
SP1,16/01/05,Albacete,Santander,0,0,D,0,0,D,2.0,3.25,3.25,2.1,3.25,3.15,2.05,3.2,3.55,1.9,3.0,3.6,1.91,3.2,3.5,2.0,3.2,3.5,1.9,3.1,3.6,2.05,1.65,2.25,1.61,1.75,2.05,-0.25,1.72,2.12,-0.25,1.75,2.149,-0.25,,,,,,1668.6,1621.36
SP1,16/01/05,Ath Bilbao,Espanol,1,1,D,1,1,D,2.0,3.25,3.25,1.9,3.3,3.65,2.0,3.2,3.75,2.0,3.0,3.3,1.83,3.2,3.75,1.91,3.25,3.75,1.9,3.1,3.6,2.0,1.71,2.2,1.65,2.0,1.73,-0.5,1.94,1.9,-0.5,2.0,1.899,-0.5,,,,,,1720.26,1732.22
SP1,16/01/05,Barcelona,Sociedad,1,0,H,0,0,D,1.33,4.5,9.5,1.3,4.75,8.2,1.35,4.5,8.5,1.33,4.0,7.5,1.36,3.75,8.0,1.33,4.5,9.0,1.33,4.0,8.0,1.65,2.05,1.8,2.0,1.9,1.67,-1.5,1.76,2.08,-1.25,1.8,2.1,-1.25,,,,,,1865.52,1684.06
SP1,16/01/05,Betis,Mallorca,2,0,H,1,0,H,1.57,3.4,5.5,1.6,3.5,5.25,1.66,3.4,5.5,1.6,3.3,4.8,1.53,3.5,5.5,1.62,3.5,5.0,1.57,3.3,5.5,1.85,1.85,2.0,1.8,1.85,1.95,-0.75,1.88,1.96,-0.75,1.95,1.95,-0.75,,,,,,1733.84,1636.41
SP1,16/01/05,La Coruna,Numancia,1,1,D,0,0,D,1.44,3.75,6.5,1.4,4.0,7.25,1.44,4.0,7.5,1.4,3.7,6.5,1.44,3.6,6.5,1.4,4.0,7.5,1.44,3.6,6.5,1.85,1.85,1.95,1.85,2.0,1.8,-1.25,2.02,1.82,-1.25,2.049,1.85,-1.25,,,,,,1755.91,1598.06
SP1,16/01/05,Levante,Villarreal,2,4,A,0,2,A,2.4,3.2,2.3,2.35,3.2,2.75,2.4,3.2,2.85,2.55,2.9,2.55,2.5,2.88,2.62,2.4,3.1,2.8,2.37,3.1,2.62,2.05,1.65,2.35,1.57,1.8,2.0,0.0,1.82,2.02,0.0,1.85,2.049,0.0,,,,,,1660.11,1714.45
SP1,16/01/05,Osasuna,Valencia,0,0,D,0,0,D,2.7,3.2,2.3,2.8,3.2,2.3,2.95,3.2,2.35,3.0,2.9,2.2,2.6,3.2,2.38,2.9,3.2,2.25,2.6,3.1,2.4,2.0,1.71,2.2,1.65,1.8,2.0,0.25,1.84,2.0,0.25,1.899,2.0,0.25,,,,,,1679.69,1832.63
SP1,16/01/05,Real Madrid,Zaragoza,3,1,H,1,1,D,1.36,4.5,8.0,1.3,4.75,8.2,1.35,4.5,8.5,1.3,4.2,8.0,1.36,3.75,8.0,1.33,4.5,9.0,1.3,4.33,8.0,1.6,2.15,1.8,2.0,1.9,1.67,-1.5,1.76,2.08,-1.25,1.774,2.125,-1.25,,,,,,1808.34,1684.4
SP1,22/01/05,Ath Bilbao,Osasuna,4,3,H,0,1,A,1.83,3.25,3.75,1.85,3.3,3.85,1.87,3.3,4.15,2.0,3.0,3.3,1.8,3.2,4.0,1.85,3.25,4.0,1.8,3.1,4.0,1.79,1.9,2.0,1.8,1.87,1.84,-0.5,1.88,1.96,-0.5,1.899,2.0,-0.5,,,,,,1717.16,1681.58
SP1,22/01/05,Barcelona,Santander,3,0,H,1,0,H,1.25,5.5,10.0,1.25,5.25,9.0,1.25,5.25,11.5,1.22,4.8,9.5,1.25,4.5,10.0,1.22,5.5,12.0,1.2,5.0,11.0,1.6,2.15,1.65,2.2,2.0,1.8,-1.75,2.08,1.76,-1.75,2.1,1.8,-1.75,,,,,,1869.65,1626.36
SP1,23/01/05,Albacete,Sevilla,0,2,A,0,2,A,2.4,3.1,2.62,2.5,3.15,2.6,2.6,3.2,2.6,2.5,2.9,2.6,2.6,3.2,2.38,2.6,3.0,2.6,2.5,2.9,2.62,2.05,1.65,2.25,1.61,1.85,1.95,0.0,1.88,1.96,0.0,1.899,2.0,0.0,,,,,,1663.6,1745.98
SP1,23/01/05,Betis,Numancia,4,0,H,3,0,H,1.44,3.75,6.5,1.5,3.6,6.4,1.5,3.7,7.0,1.45,3.6,5.8,1.33,4.0,8.0,1.44,3.75,7.0,1.4,3.6,7.5,1.95,1.75,2.05,1.75,1.8,2.0,-1.0,1.82,2.02,-1.0,1.8,2.1,-1.0,,,,,,1739.91,1605.94
SP1,23/01/05,Getafe,Zaragoza,3,0,H,3,0,H,2.25,3.2,2.8,2.3,3.2,2.8,2.35,3.25,2.9,2.2,3.0,2.9,2.25,3.0,2.88,2.3,3.2,2.8,2.15,3.2,2.9,2.0,1.71,2.1,1.7,1.75,2.05,0.0,1.76,2.08,0.0,2.1,1.8,-0.25,,,,,,1657.08,1679.0
SP1,23/01/05,La Coruna,Espanol,4,1,H,2,1,H,2.0,3.25,3.25,2.1,3.25,3.15,2.2,3.2,3.2,1.8,3.1,3.8,2.25,3.0,2.88,2.0,3.25,3.4,2.2,3.0,3.0,2.0,1.71,2.05,1.75,1.8,2.0,-0.25,1.84,2.0,-0.25,2.0,1.899,-0.25,,,,,,1748.03,1735.32
SP1,23/01/05,Levante,Sociedad,2,1,H,1,0,H,2.25,3.2,2.8,2.3,3.2,2.8,2.4,3.2,2.85,2.2,3.0,2.9,2.38,3.2,2.6,2.3,3.2,2.8,2.3,3.1,2.75,1.95,1.75,2.05,1.75,1.8,2.0,0.0,1.76,2.08,0.0,1.8,2.1,0.0,,,,,,1645.98,1679.93
SP1,23/01/05,Malaga,Ath Madrid,1,0,H,0,0,D,2.37,3.2,2.6,2.4,3.2,2.7,2.45,3.2,2.8,2.3,2.9,2.8,2.38,3.2,2.6,2.38,3.2,2.75,2.25,3.2,2.75,2.0,1.65,2.3,1.6,1.85,1.95,0.0,1.86,1.98,0.0,1.85,2.049,0.0,,,,,,1626.6,1694.58
SP1,23/01/05,Real Madrid,Mallorca,3,1,H,1,1,D,1.22,6.0,11.0,1.2,6.0,10.0,1.22,5.75,12.0,1.22,4.8,9.5,1.2,5.0,11.0,1.2,6.0,12.0,1.2,5.5,9.0,1.6,2.15,1.65,2.2,1.8,2.0,-1.5,1.82,2.02,-1.5,1.85,2.049,-1.5,,,,,,1813.74,1630.34
SP1,23/01/05,Villarreal,Valencia,3,1,H,2,0,H,2.4,3.1,2.62,2.5,3.15,2.6,2.6,3.2,2.6,2.5,3.0,2.5,2.38,3.0,2.75,2.5,3.2,2.6,2.37,3.0,2.7,2.05,1.65,2.4,1.53,1.75,2.05,0.0,1.74,2.1,0.0,1.75,2.149,0.0,,,,,,1728.58,1830.74
SP1,29/01/05,Ath Madrid,Albacete,3,1,H,3,1,H,1.61,3.39,5.0,1.65,3.45,4.85,1.67,3.45,5.25,1.6,3.3,4.8,1.615,3.25,5.0,1.533,3.6,6.0,1.67,3.45,5.25,,,2.3,1.6,,,,1.9,1.94,-0.75,1.925,1.975,-0.75,,,,,,1683.23,1650.47
SP1,29/01/05,Sevilla,Barcelona,0,4,A,0,0,D,3.0,3.25,2.29,2.85,3.25,2.25,3.0,3.25,2.3,2.7,3.0,2.3,2.8,3.2,2.2,3.0,3.2,2.3,3.0,3.25,2.3,,,2.2,1.65,,,,1.86,1.98,0.25,1.8,2.1,0.25,,,,,,1759.11,1872.69
SP1,30/01/05,Espanol,Betis,2,2,D,1,0,H,2.1,3.2,3.1,2.0,3.3,3.35,2.1,3.3,3.35,2.0,3.0,3.3,1.909,3.2,3.5,2.05,3.25,3.25,2.1,3.3,3.35,,,2.2,1.65,,,,1.7,2.14,-0.25,1.774,2.125,-0.25,,,,,,1726.74,1745.07
SP1,30/01/05,Mallorca,Getafe,3,1,H,2,1,H,2.0,3.0,3.5,2.05,3.25,3.25,2.0,3.25,3.7,2.1,2.9,3.2,2.0,3.2,3.2,2.0,3.2,3.4,2.0,3.25,3.7,,,2.15,1.66,,,,1.7,2.14,-0.25,1.75,2.149,-0.25,,,,,,1626.25,1666.82
SP1,30/01/05,Numancia,Real Madrid,1,2,A,0,0,D,6.0,3.5,1.5,5.75,3.55,1.55,6.2,3.6,1.57,4.8,3.3,1.6,5.5,3.25,1.571,6.0,3.6,1.533,6.2,3.6,1.57,,,1.9,1.9,,,,2.06,1.78,1.0,2.024,1.875,1.0,,,,,,1600.78,1817.83
SP1,30/01/05,Osasuna,La Coruna,1,1,D,0,0,D,2.37,3.2,2.6,2.3,3.2,2.8,2.4,3.2,2.85,2.4,2.9,2.7,2.2,3.2,2.8,2.3,3.25,2.8,2.4,3.2,2.85,,,2.2,1.65,,,,1.74,2.1,0.0,2.125,1.774,-0.25,,,,,,1673.72,1756.61
SP1,30/01/05,Santander,Levante,2,2,D,1,0,H,2.1,3.1,3.2,2.0,3.3,3.35,2.15,3.25,3.25,2.0,3.0,3.3,2.1,3.2,3.0,2.1,3.2,3.2,2.15,3.25,3.25,,,2.15,1.66,,,,1.84,2.0,-0.25,1.875,2.024,-0.25,,,,,,1623.32,1656.13
SP1,30/01/05,Sociedad,Villarreal,0,4,A,0,0,D,2.5,3.2,2.5,2.45,3.15,2.65,2.5,3.25,2.7,2.4,2.9,2.7,2.5,3.2,2.5,2.4,3.2,2.7,2.5,3.25,2.7,,,2.15,1.66,,,,1.7,2.14,0.0,1.8,2.1,0.0,,,,,,1669.78,1741.16
SP1,30/01/05,Valencia,Ath Bilbao,2,2,D,0,1,A,1.66,3.2,5.0,1.6,3.5,5.25,1.67,3.45,5.25,1.5,3.5,5.4,1.615,3.25,5.0,1.615,3.5,5.0,1.67,3.45,5.25,,,2.2,1.65,,,,1.7,2.14,-0.75,1.825,2.075,-0.75,,,,,,1818.16,1725.02
SP1,30/01/05,Zaragoza,Malaga,1,0,H,1,0,H,1.72,3.25,4.33,1.8,3.35,4.0,1.83,3.35,4.25,1.75,3.1,4.2,1.727,3.2,4.333,1.8,3.25,4.2,1.83,3.35,4.25,,,2.2,1.65,,,,1.8,2.04,-0.5,1.8,2.1,-0.5,,,,,,1669.26,1637.95
SP1,05/02/05,Real Madrid,Espanol,4,0,H,2,0,H,1.4,4.0,9.0,1.4,4.0,7.25,1.4,4.2,8.0,1.35,4.0,7.0,1.4,3.75,7.0,1.4,4.2,8.0,1.36,3.75,8.0,1.6,2.15,1.8,2.0,1.9,1.9,-1.25,1.9,1.94,-1.25,1.95,1.95,-1.25,,,,,,1826.27,1723.85
SP1,05/02/05,Sociedad,Valencia,3,3,D,1,1,D,2.63,3.2,2.38,2.95,3.25,2.2,2.85,3.2,2.4,2.7,2.9,2.4,2.75,3.2,2.25,2.88,3.2,2.3,2.75,3.2,2.25,2.0,1.71,2.3,1.6,1.85,1.95,0.25,1.86,1.98,0.25,1.875,2.024,0.25,,,,,,1656.25,1811.85
SP1,06/02/05,Albacete,Zaragoza,2,1,H,0,1,A,2.3,3.2,2.7,2.3,3.2,2.8,2.35,3.2,2.95,2.3,2.9,2.8,2.2,3.2,2.8,2.38,3.1,2.8,2.2,3.2,2.8,2.05,1.65,2.2,1.65,2.0,1.8,-0.25,1.92,1.92,-0.25,1.95,1.95,-0.25,,,,,,1642.53,1677.25
SP1,06/02/05,Barcelona,Ath Madrid,0,2,A,0,1,A,1.4,4.2,8.0,1.35,4.25,8.0,1.4,4.2,8.0,1.4,3.7,6.5,1.36,3.75,8.0,1.4,4.2,8.0,1.33,4.0,8.0,1.71,2.0,1.75,2.05,1.7,2.05,-1.25,2.06,1.78,-1.5,2.149,1.75,-1.5,,,,,,1884.7,1691.17
SP1,06/02/05,Betis,Osasuna,3,1,H,2,1,H,1.72,3.25,4.33,1.8,3.35,4.0,1.8,3.4,4.33,1.7,3.1,4.4,1.67,3.25,4.5,1.75,3.4,4.33,1.72,3.2,4.33,2.0,1.71,2.1,1.7,1.8,1.9,-0.5,1.82,2.02,-0.5,1.85,2.049,-0.5,,,,,,1747.96,1673.1
SP1,06/02/05,Getafe,Numancia,1,0,H,1,0,H,1.66,3.4,4.5,1.8,3.35,4.0,1.8,3.4,4.33,1.65,3.2,4.6,1.73,3.2,4.33,1.75,3.4,4.33,1.66,3.3,4.5,2.05,1.65,2.3,1.6,1.8,1.9,-0.5,1.72,2.12,-0.5,2.049,1.85,-0.75,,,,,,1656.44,1592.34
