Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,BWH,BWD,BWA,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SBH,SBD,SBA,WHH,WHD,WHA,GB>2.5,GB<2.5,B365>2.5,B365<2.5,GBAHH,GBAHA,GBAH,LBAHH,LBAHA,LBAH,B365AHH,B365AHA,B365AH,EloHome,EloAway
E0,13/11/04,Man City,Blackburn,1,1,D,1,0,H,M Clattenburg,8,11,7,2,19,13,3,5,1,3,1,0,1.8,3.4,4.5,1.8,3.2,4.3,1.85,3.25,4.3,2.0,3.1,3.2,1.73,3.2,4.33,1.8,3.4,4.0,1.83,3.2,3.75,1.95,1.75,2.05,1.75,1.85,1.85,-0.5,1.82,2.02,-0.5,1.875,2.025,-0.5,1708.93,1699.51
E0,13/11/04,Southampton,Portsmouth,2,1,H,1,1,D,G Poll,11,13,5,6,14,15,4,8,1,3,0,0,2.4,3.2,2.87,2.25,3.1,3.0,2.4,3.2,2.85,2.1,3.0,3.1,2.38,3.2,2.6,2.3,3.2,2.88,2.37,3.1,2.62,2.0,1.71,2.15,1.66,2.0,1.8,-0.25,2.0,1.84,-0.25,2.05,1.85,-0.25,1678.98,1730.03
E0,13/11/04,Tottenham,Arsenal,4,5,A,1,1,D,S Bennett,10,10,7,6,20,9,3,4,3,0,0,0,5.5,3.2,1.72,5.5,3.4,1.6,5.0,3.3,1.73,4.0,3.2,1.75,4.33,3.2,1.73,4.5,3.4,1.73,5.0,3.1,1.66,1.9,1.79,1.95,1.85,1.85,1.95,0.75,1.98,1.94,0.75,2.025,1.875,0.75,1696.26,1994.11
E0,14/11/04,Newcastle,Man United,1,3,A,0,1,A,M Dean,13,12,7,7,11,16,2,7,2,0,0,0,3.0,3.25,2.3,2.8,3.15,2.35,2.95,3.2,2.3,2.8,2.9,2.3,2.75,3.2,2.25,2.8,3.25,2.3,2.8,3.2,2.2,1.9,1.79,2.0,1.8,2.0,1.8,0.25,1.98,1.86,0.25,2.05,1.85,0.25,1787.68,1884.39
E0,14/11/04,West Brom,Middlesbrough,1,2,A,1,1,D,S Dunn,16,11,6,7,14,14,7,10,0,0,0,0,3.1,3.1,2.3,2.75,3.1,2.4,2.95,3.2,2.35,2.8,2.9,2.3,3.0,3.2,2.1,2.88,3.25,2.25,2.8,3.1,2.25,1.95,1.75,2.05,1.75,1.75,2.05,0.25,1.92,1.92,0.25,1.825,2.075,0.25,1660.89,1764.43
E0,20/11/04,Arsenal,West Brom,1,1,D,0,0,D,H Webb,11,4,4,2,9,12,12,3,0,1,0,0,1.16,6.5,15.0,1.2,5.25,13.0,1.2,6.0,13.0,1.17,5.5,11.0,1.17,5.5,12.0,1.17,5.5,17.0,1.16,5.5,12.0,1.45,2.5,1.6,2.3,1.8,2.0,-1.75,1.86,1.98,-1.75,1.875,2.025,-1.75,2000.17,1648.52
E0,20/11/04,Chelsea,Bolton,2,2,D,1,0,H,D Gallagher,17,10,11,5,18,11,9,2,1,0,0,0,1.36,4.33,9.0,1.4,4.0,7.25,1.4,4.0,9.0,1.35,4.0,7.0,1.3,4.0,9.0,1.36,4.2,8.0,1.36,3.75,8.0,1.85,1.85,2.05,1.75,1.85,1.95,-1.25,1.94,1.9,-1.25,2.0,1.9,-1.25,1932.49,1792.55
E0,20/11/04,Crystal Palace,Newcastle,0,2,A,0,0,D,M Halsey,7,17,5,9,13,10,3,5,1,3,0,0,3.1,3.2,2.25,2.85,3.1,2.35,3.0,3.25,2.3,2.7,3.0,2.3,3.0,3.2,2.1,2.9,3.25,2.25,2.8,3.1,2.25,1.85,1.85,1.95,1.85,2.0,1.8,0.25,2.0,1.84,0.25,2.0,1.9,0.25,1654.46,1775.06
E0,20/11/04,Everton,Fulham,1,0,H,0,0,D,G Poll,13,6,7,4,11,24,12,7,0,1,0,0,1.83,3.25,4.5,1.7,3.2,5.0,1.85,3.2,4.5,1.75,3.2,4.0,1.67,3.25,4.5,1.8,3.25,4.33,1.9,2.87,4.0,1.95,1.75,2.1,1.7,1.85,1.87,-0.5,1.8,2.04,-0.5,1.85,2.05,-0.5,1764.99,1722.75
E0,20/11/04,Man United,Charlton,2,0,H,1,0,H,R Styles,20,5,11,2,8,13,6,3,0,0,0,0,1.33,4.5,9.5,1.35,4.0,9.0,1.35,4.5,9.0,1.33,4.0,7.5,1.3,4.0,9.0,1.33,4.33,8.5,1.36,3.75,8.0,1.65,2.05,1.8,2.0,1.87,1.69,-1.5,1.72,2.12,-1.25,2.075,1.825,-1.5,1897.01,1741.8
E0,20/11/04,Middlesbrough,Liverpool,2,0,H,1,0,H,S Bennett,14,17,6,10,14,10,3,5,3,2,0,0,2.5,3.2,2.75,2.45,3.2,2.65,2.6,3.25,2.6,2.3,3.0,2.7,2.38,3.2,2.6,2.38,3.2,2.75,2.5,3.1,2.5,1.95,1.75,2.15,1.66,1.75,2.05,0.0,1.76,2.08,0.0,1.75,2.15,0.0,1776.8,1822.28
E0,20/11/04,Norwich,Southampton,2,1,H,1,1,D,M Riley,9,14,8,7,19,14,4,6,1,1,0,0,2.37,3.1,3.0,2.35,3.05,2.85,2.35,3.25,2.9,2.3,2.9,2.8,2.2,3.25,2.75,2.3,3.2,2.88,2.25,3.2,2.75,1.95,1.75,2.15,1.66,2.0,1.75,-0.25,1.98,1.86,-0.25,2.075,1.825,-0.25,1693.16,1689.73
E0,20/11/04,Portsmouth,Man City,1,3,A,1,1,D,M Messias,9,18,7,13,8,14,8,11,3,0,0,0,2.3,3.25,3.0,2.1,3.2,3.2,2.3,3.25,3.0,2.0,3.1,3.2,2.0,3.2,3.2,2.1,3.2,3.25,2.1,3.2,3.0,1.95,1.75,2.1,1.7,2.0,1.8,-0.25,2.14,1.78,-0.25,2.1,1.8,-0.25,1719.28,1705.12
E0,21/11/04,Blackburn,Birmingham,3,3,D,1,3,A,N Barry,15,8,10,5,12,9,6,9,1,1,0,0,2.3,3.1,3.1,2.3,3.2,2.8,2.35,3.1,3.0,2.2,3.0,2.9,2.2,3.2,2.8,2.25,3.2,3.0,2.37,3.0,2.7,2.0,1.71,2.25,1.61,2.05,1.75,-0.25,2.06,1.78,-0.25,2.075,1.825,-0.25,1703.32,1705.7
E0,22/11/04,Aston Villa,Tottenham,1,0,H,0,0,D,C Foy,9,11,5,6,17,11,5,5,0,0,0,0,2.0,3.2,3.75,1.85,3.2,4.0,2.0,3.2,3.75,1.85,3.1,3.6,1.73,3.2,4.33,1.91,3.25,3.75,1.9,3.1,3.6,2.0,1.71,2.15,1.66,2.0,1.73,-0.5,,,,2.025,1.875,-0.5,1809.9,1690.2
E0,27/11/04,Birmingham,Norwich,1,1,D,1,0,H,G Poll,16,7,10,3,14,12,6,1,2,1,0,0,1.83,3.25,4.5,1.65,3.2,5.5,1.83,3.25,4.5,1.8,3.1,3.8,1.73,3.2,4.33,1.85,3.25,4.0,1.83,3.0,4.0,2.0,1.71,2.15,1.66,1.83,1.89,-0.5,1.84,2.0,-0.5,1.85,2.05,-0.5,1709.12,1702.04
E0,27/11/04,Bolton,Portsmouth,0,1,A,0,1,A,S Dunn,19,8,10,4,13,14,7,6,0,1,0,0,1.61,3.4,6.0,1.7,3.3,4.75,1.65,3.6,5.15,1.65,3.3,4.4,1.62,3.25,5.0,1.62,3.4,5.5,1.61,3.3,5.0,1.85,1.85,2.0,1.8,1.9,1.9,-0.75,1.76,2.08,-0.75,1.825,2.075,-0.75,1800.03,1702.81
E0,27/11/04,Charlton,Chelsea,0,4,A,0,1,A,M Clattenburg,8,16,4,12,13,11,7,10,0,1,0,0,6.5,3.5,1.57,6.0,3.45,1.55,6.0,3.5,1.6,4.4,3.3,1.65,5.5,3.5,1.53,6.0,3.4,1.57,6.0,3.25,1.53,1.95,1.75,2.05,1.75,1.95,1.85,0.75,1.76,2.08,1.0,1.825,2.075,1.0,1737.12,1925.01
E0,27/11/04,Fulham,Blackburn,0,2,A,0,1,A,R Styles,12,17,6,4,9,13,6,6,2,1,1,0,1.9,3.3,4.0,1.9,3.2,3.8,1.91,3.3,4.0,1.9,3.1,3.5,1.8,3.2,4.0,1.85,3.25,4.0,1.83,3.0,4.0,1.85,1.85,2.0,1.8,1.91,1.81,-0.5,2.02,1.9,-0.5,2.025,1.875,-0.5,1715.1,1699.9
E0,27/11/04,Man City,Aston Villa,2,0,H,2,0,H,M Riley,11,7,6,3,14,19,8,8,1,1,0,1,2.3,3.25,3.0,2.3,3.1,2.9,2.35,3.25,2.9,2.2,3.0,2.9,2.25,3.2,2.75,2.3,3.25,2.8,2.2,3.2,2.8,1.95,1.75,2.15,1.66,1.75,2.05,0.0,2.02,1.82,-0.25,2.05,1.85,-0.25,1721.59,1815.4
E0,27/11/04,Southampton,Crystal Palace,2,2,D,0,0,D,P Walton,15,11,8,8,7,11,4,8,0,3,0,0,2.0,3.2,3.75,1.9,3.2,3.8,2.0,3.2,3.75,1.9,3.1,3.5,1.83,3.2,3.75,2.0,3.2,3.5,2.0,3.0,3.4,2.0,1.71,2.1,1.7,2.0,1.73,-0.5,2.0,1.84,-0.5,2.05,1.85,-0.5,1680.85,1642.7
E0,27/11/04,West Brom,Man United,0,3,A,0,0,D,S Bennett,3,18,2,9,13,11,1,8,0,0,0,0,7.0,3.6,1.53,5.25,3.5,1.6,6.0,3.5,1.6,4.8,3.5,1.55,6.5,3.6,1.44,6.0,3.6,1.53,6.0,3.25,1.53,1.85,1.85,1.95,1.85,1.95,1.85,0.75,1.84,2.0,1.0,1.875,2.025,1.0,1659.29,1901.69
E0,28/11/04,Liverpool,Arsenal,2,1,H,1,0,H,A Wiley,11,3,7,2,6,16,6,0,0,2,0,0,3.4,3.25,2.1,3.2,3.2,2.1,3.05,3.25,2.25,2.9,3.0,2.2,2.75,3.2,2.25,2.9,3.25,2.25,3.1,3.1,2.1,1.9,1.79,2.05,1.75,2.0,1.8,0.25,2.04,1.8,0.25,2.05,1.85,0.25,1811.73,1989.4
E0,28/11/04,Newcastle,Everton,1,1,D,1,0,H,N Barry,19,7,9,3,14,19,8,4,1,3,0,0,1.83,3.25,4.5,1.85,3.2,4.0,1.91,3.3,4.0,1.9,3.1,3.5,1.8,3.2,4.0,1.91,3.25,3.75,1.8,3.1,4.0,1.85,1.85,1.95,1.85,1.91,1.81,-0.5,1.86,1.98,-0.5,1.875,2.025,-0.5,1786.82,1772.64
E0,28/11/04,Tottenham,Middlesbrough,2,0,H,0,0,D,P Dowd,14,8,9,3,11,13,5,7,1,2,0,1,2.5,3.1,2.8,2.35,3.2,2.75,2.45,3.25,2.75,2.7,3.0,2.3,2.38,3.2,2.6,2.5,3.2,2.6,2.37,3.1,2.62,1.95,1.75,2.0,1.8,1.85,1.95,0.0,1.8,2.04,0.0,1.825,2.075,0.0,1684.7,1787.35
E0,04/12/04,Arsenal,Birmingham,3,0,H,1,0,H,D Gallagher,7,2,4,1,7,15,4,2,0,1,0,0,1.33,4.5,9.5,1.3,4.5,9.0,1.35,4.4,9.0,1.35,4.0,7.0,1.29,4.33,9.0,1.3,4.5,9.5,1.28,4.5,8.0,1.75,1.95,1.85,1.95,1.85,1.95,-1.25,1.92,1.92,-1.25,1.95,1.95,-1.25,1974.15,1705.39
E0,04/12/04,Aston Villa,Liverpool,1,1,D,1,1,D,M Halsey,3,12,2,7,10,10,3,9,1,0,0,0,2.5,3.2,2.75,2.3,3.1,2.9,2.5,3.1,2.8,2.5,3.0,2.5,2.38,3.2,2.6,2.38,3.2,2.75,2.4,3.1,2.6,2.05,1.65,2.2,1.65,1.75,2.05,0.0,1.78,2.06,0.0,2.125,1.775,-0.25,1803.12,1826.98
E0,04/12/04,Blackburn,Tottenham,0,1,A,0,0,D,M Dean,12,10,7,8,11,11,7,5,3,1,0,0,2.5,3.2,2.75,2.5,3.0,2.7,2.45,3.15,2.85,2.3,3.0,2.7,2.25,3.2,2.75,2.38,3.2,2.75,2.37,3.0,2.7,1.95,1.75,2.1,1.7,1.77,2.05,0.0,1.76,2.08,0.0,2.125,1.775,-0.25,1716.4,1697.3
E0,04/12/04,Chelsea,Newcastle,4,0,H,0,0,D,R Styles,14,9,9,5,12,15,3,2,1,2,0,0,1.44,4.0,7.5,1.5,3.5,6.75,1.5,3.7,7.0,1.4,3.9,6.0,1.4,3.75,7.0,1.44,3.8,7.0,1.44,3.6,6.5,1.9,1.79,2.05,1.75,1.9,1.9,-1.0,1.98,1.94,-1.0,1.975,1.925,-1.0,1934.41,1782.85
E0,04/12/04,Everton,Bolton,3,2,H,1,1,D,H Webb,12,10,3,6,14,18,4,4,0,3,0,0,2.0,3.2,3.75,2.15,3.1,3.2,2.1,3.2,3.4,1.9,3.1,3.5,1.91,3.2,3.5,2.0,3.2,3.5,2.0,2.87,3.6,2.0,1.71,2.2,1.65,1.85,1.95,-0.25,1.9,1.94,-0.25,1.85,2.05,-0.25,1776.61,1781.11
E0,04/12/04,Man United,Southampton,3,0,H,0,0,D,B Knight,34,4,14,0,5,10,16,2,0,1,0,0,1.22,5.5,13.0,1.22,5.5,9.75,1.25,5.3,11.0,1.2,5.0,10.0,1.2,5.0,11.0,1.25,5.0,10.5,1.22,5.0,9.5,1.71,2.0,1.75,2.05,1.8,2.0,-1.5,1.82,2.02,-1.5,1.8,2.1,-1.5,1909.34,1676.13
E0,04/12/04,Norwich,Fulham,0,1,A,0,1,A,A Wiley,10,15,4,9,22,22,5,4,1,3,0,0,2.37,3.25,2.87,2.45,3.1,2.7,2.4,3.1,2.95,2.2,3.0,2.9,2.2,3.25,2.75,2.3,3.2,2.88,2.3,3.0,2.8,2.0,1.71,2.0,1.8,1.8,2.0,0.0,2.04,1.8,-0.25,1.75,2.15,0.0,1705.77,1698.6
E0,04/12/04,Portsmouth,West Brom,3,2,H,1,2,A,P Walton,14,10,10,4,14,14,8,3,0,2,0,0,1.83,3.3,4.33,1.75,3.2,4.6,1.9,3.25,4.1,1.8,3.1,3.8,1.62,3.5,4.5,1.8,3.25,4.33,1.83,2.87,4.33,1.95,1.75,2.0,1.8,1.9,1.81,-0.5,1.98,1.86,-0.5,2.0,1.9,-0.5,1721.73,1651.64
E0,05/12/04,Crystal Palace,Charlton,0,1,A,0,0,D,M Messias,5,11,3,7,16,14,5,3,2,3,0,0,2.37,3.2,2.9,2.4,3.2,2.7,2.4,3.15,2.9,2.3,3.0,2.7,2.38,3.2,2.6,2.38,3.2,2.75,2.3,3.1,2.75,1.95,1.75,2.1,1.7,1.8,2.0,0.0,1.8,2.04,0.0,1.825,2.075,0.0,1647.42,1727.72
E0,06/12/04,Middlesbrough,Man City,3,2,H,1,1,D,G Poll,11,9,7,6,14,18,6,4,0,3,0,0,1.83,3.25,4.5,1.85,3.2,4.0,1.9,3.25,4.1,1.85,3.1,3.6,1.8,3.2,4.0,1.83,3.2,4.2,1.83,3.2,3.75,1.95,1.75,2.05,1.75,1.9,1.81,-0.5,1.98,1.86,-0.5,2.0,1.9,-0.5,1774.75,1733.87
E0,11/12/04,Crystal Palace,Blackburn,0,0,D,0,0,D,A Wiley,8,16,1,8,19,20,2,1,3,3,0,1,2.3,3.25,3.0,2.15,3.15,3.15,2.4,3.15,2.9,2.4,3.0,2.6,2.2,3.2,2.8,2.3,3.2,3.0,2.25,3.2,2.75,2.0,1.71,2.15,1.66,2.05,1.75,-0.25,2.06,1.78,-0.25,2.1,1.8,-0.25,1634.21,1699.78
E0,11/12/04,Everton,Liverpool,1,0,H,0,0,D,S Bennett,6,16,2,5,12,14,2,7,2,3,0,0,2.6,3.2,2.62,2.55,3.15,2.55,2.6,3.0,2.75,2.5,3.0,2.5,2.38,3.0,2.75,2.5,3.2,2.7,2.5,3.1,2.5,2.0,1.71,2.2,1.65,1.9,1.9,0.0,1.96,1.88,0.0,2.0,1.9,0.0,1785.76,1829.68
E0,11/12/04,Man City,Tottenham,0,1,A,0,0,D,D Gallagher,8,5,3,2,8,9,6,2,1,2,0,0,2.1,3.25,3.4,2.0,3.2,3.45,2.15,3.25,3.25,2.2,3.0,2.9,2.1,3.2,3.0,2.1,3.25,3.4,2.15,3.2,2.9,2.05,1.65,2.2,1.65,1.85,1.95,-0.25,1.82,2.02,-0.25,1.85,2.05,-0.25,1726.18,1713.92
E0,11/12/04,Newcastle,Portsmouth,1,1,D,1,1,D,M Riley,15,6,2,3,12,15,6,2,1,2,0,0,1.57,3.5,6.5,1.6,3.6,5.0,1.57,3.5,6.5,1.6,3.4,4.6,1.57,3.5,5.0,1.57,3.6,6.0,1.57,3.3,5.5,1.71,2.0,1.8,2.0,1.85,1.95,-1.0,1.86,1.98,-1.0,1.875,2.025,-1.0,1778.09,1728.56
E0,11/12/04,Norwich,Bolton,3,2,H,1,2,A,B Knight,9,4,4,3,10,26,4,4,1,3,0,0,2.75,3.2,2.5,2.55,3.15,2.55,2.65,3.2,2.55,2.5,3.0,2.5,2.5,3.2,2.5,2.6,3.2,2.6,2.6,3.1,2.4,1.95,1.75,2.0,1.8,1.75,2.0,0.25,2.06,1.78,0.0,2.125,1.775,0.0,1689.53,1771.96
E0,11/12/04,Southampton,Middlesbrough,2,2,D,1,0,H,N Barry,16,15,5,7,11,12,4,6,1,1,0,0,2.87,3.2,2.4,2.9,3.2,2.25,2.85,3.2,2.4,2.7,3.0,2.3,2.75,3.2,2.25,2.88,3.2,2.4,2.8,3.2,2.2,1.95,1.75,2.1,1.7,2.05,1.75,0.0,2.1,1.74,0.0,2.125,1.775,0.0,1672.93,1782.44
E0,11/12/04,West Brom,Charlton,0,1,A,0,1,A,C Foy,7,8,4,2,16,13,6,6,0,0,0,0,2.5,3.1,2.8,2.2,3.2,3.0,2.5,3.2,2.7,2.5,3.0,2.5,2.5,3.2,2.5,2.5,3.2,2.7,2.5,3.1,2.5,1.95,1.75,2.15,1.66,1.75,2.05,0.0,1.72,2.12,0.0,1.775,2.125,0.0,1644.81,1740.93
E0,12/12/04,Arsenal,Chelsea,2,2,D,2,1,H,G Poll,10,10,5,5,11,17,4,6,1,3,0,0,2.5,3.1,2.8,2.25,3.15,2.95,2.7,3.33,3.0,2.4,2.9,2.7,2.5,2.88,2.62,2.5,3.1,2.8,2.3,3.0,2.8,1.95,1.75,2.1,1.7,1.97,1.83,-0.25,2.14,1.78,-0.25,2.125,1.775,-0.25,1976.82,1939.17
E0,12/12/04,Aston Villa,Birmingham,1,2,A,0,2,A,S Dunn,9,9,3,5,9,28,6,0,2,4,0,0,2.0,3.1,4.0,1.9,3.2,3.8,1.97,3.3,3.75,1.9,3.1,3.5,1.8,3.2,4.0,1.91,3.25,4.0,1.83,3.0,4.0,2.05,1.65,2.25,1.61,1.97,1.76,-0.5,1.98,1.86,-0.5,1.975,1.925,-0.5,1800.42,1702.72
E0,13/12/04,Fulham,Man United,1,1,D,0,1,A,P Dowd,7,14,3,6,15,11,6,7,2,1,0,0,6.5,3.5,1.57,5.2,3.5,1.6,5.75,3.6,1.6,4.6,3.4,1.6,6.5,3.6,1.44,5.5,3.6,1.62,5.5,3.5,1.53,1.85,1.85,1.9,1.9,1.75,2.0,1.0,,,,2.175,1.725,0.75,1714.84,1912.54
E0,14/12/04,Liverpool,Portsmouth,1,1,D,0,0,D,M Clattenburg,12,7,7,4,6,9,6,4,0,0,0,0,1.44,4.0,7.5,1.45,3.7,7.0,1.47,3.75,7.5,1.45,3.8,5.4,1.44,3.6,6.5,1.5,3.75,7.0,1.5,3.4,6.0,1.9,1.79,1.95,1.85,2.0,1.8,-1.25,1.94,1.9,-1.25,1.95,1.95,-1.25,1819.18,1733.63
E0,18/12/04,Birmingham,West Brom,4,0,H,3,0,H,M Riley,7,11,5,9,14,20,2,2,0,4,0,0,1.8,3.1,5.0,1.7,3.2,5.0,1.8,3.25,4.7,1.8,3.1,3.8,1.73,3.2,4.33,1.73,3.3,5.0,1.8,3.0,4.2,2.05,1.65,2.15,1.66,1.95,1.85,-0.75,1.96,1.88,-0.75,2.0,1.9,-0.75,1721.65,1632.17
E0,18/12/04,Blackburn,Everton,0,0,D,0,0,D,M Halsey,13,5,9,2,25,21,7,3,1,2,0,0,2.75,3.2,2.5,2.9,3.2,2.25,2.85,3.25,2.4,2.7,3.0,2.3,2.8,3.2,2.2,2.88,3.2,2.38,2.8,3.1,2.25,2.05,1.65,2.15,1.66,2.0,1.8,0.0,2.02,1.82,0.0,2.1,1.8,0.0,1701.01,1796.26
E0,18/12/04,Bolton,Man City,0,1,A,0,0,D,U Rennie,14,6,6,2,17,12,8,1,0,0,0,0,2.2,3.2,3.25,2.1,3.2,3.2,2.2,3.25,3.2,2.1,3.0,3.1,2.0,3.2,3.2,2.1,3.25,3.4,2.0,3.2,3.2,2.0,1.71,2.0,1.8,1.85,1.95,-0.25,1.84,2.0,-0.25,1.825,2.075,-0.25,1760.09,1709.78
E0,18/12/04,Chelsea,Norwich,4,0,H,3,0,H,M Dean,12,1,8,0,12,11,7,3,0,0,0,0,1.16,6.5,15.0,1.2,5.4,12.0,1.2,5.5,16.0,1.22,4.8,9.5,1.17,5.5,12.0,1.17,6.0,17.0,1.16,5.5,12.0,1.65,2.05,1.7,2.1,1.8,2.0,-1.75,1.84,2.0,-1.75,1.85,2.05,-1.75,1943.88,1701.4
E0,18/12/04,Man United,Crystal Palace,5,2,H,2,1,H,S Dunn,19,4,14,3,12,8,15,3,0,1,0,0,1.22,5.5,13.0,1.2,5.4,12.0,1.23,5.25,13.0,1.22,4.8,9.5,1.17,5.5,12.0,1.22,5.5,12.0,1.22,4.8,10.0,1.6,2.15,1.75,2.05,1.9,1.9,-1.75,1.92,2.0,-1.75,1.9,2.0,-1.75,1909.11,1632.98
E0,18/12/04,Middlesbrough,Aston Villa,3,0,H,1,0,H,A D'Urso,9,14,8,6,6,18,5,6,0,1,0,0,1.9,3.1,4.33,2.0,3.15,3.5,2.0,3.3,3.6,1.9,3.1,3.5,1.83,3.2,3.75,1.91,3.25,4.0,1.9,3.2,3.5,1.95,1.75,2.05,1.75,2.0,1.72,-0.5,2.0,1.84,-0.5,1.725,2.175,-0.25,1782.1,1781.49
E0,18/12/04,Tottenham,Southampton,5,1,H,3,0,H,P Dowd,18,7,12,4,9,13,6,3,0,2,0,0,1.72,3.4,5.0,1.75,3.25,4.5,1.75,3.25,5.0,1.7,3.2,4.2,1.62,3.25,5.0,1.73,3.3,5.0,1.72,3.25,4.2,1.95,1.75,2.0,1.8,1.75,1.97,-0.5,2.06,1.78,-0.75,2.1,1.8,-0.75,1730.32,1673.27
E0,19/12/04,Liverpool,Newcastle,3,1,H,2,1,H,G Poll,15,7,5,3,12,19,5,5,0,3,0,1,1.9,3.1,4.33,1.75,3.25,4.5,1.91,3.2,4.2,1.75,3.2,4.0,1.73,3.4,4.0,1.83,3.25,4.33,1.83,3.2,3.75,1.95,1.75,2.05,1.75,1.91,1.82,-0.5,1.94,1.9,-0.5,1.95,1.95,-0.5,1813.07,1773.02
E0,19/12/04,Portsmouth,Arsenal,0,1,A,0,0,D,H Webb,11,13,5,5,13,9,5,7,0,1,0,0,6.5,3.5,1.57,5.25,3.5,1.6,6.0,3.5,1.6,4.4,3.3,1.65,5.0,3.5,1.57,6.0,3.4,1.62,5.5,3.5,1.53,1.85,1.85,1.8,2.0,1.9,1.9,1.0,1.92,1.92,1.0,1.9,2.0,1.0,1739.74,1972.11
E0,20/12/04,Charlton,Fulham,2,1,H,1,0,H,S Bennett,8,6,5,4,14,16,5,3,1,2,0,0,2.0,3.2,3.75,2.0,3.15,3.5,2.05,3.2,3.6,2.1,3.0,3.1,1.91,3.2,3.5,2.1,3.25,3.4,1.9,3.2,3.5,2.05,1.65,2.1,1.7,1.7,2.05,-0.25,2.1,1.75,-0.5,1.875,2.025,-0.25,1753.57,1718.27
E0,26/12/04,Arsenal,Fulham,2,0,H,1,0,H,B Knight,11,2,8,1,12,9,7,6,1,2,0,0,1.25,5.0,13.0,1.25,5.0,10.0,1.26,5.0,12.0,1.25,4.5,9.0,1.25,4.5,10.0,1.29,4.75,11.0,1.22,5.0,9.5,2.15,1.6,1.61,2.25,1.8,2.0,-1.5,1.86,1.98,-1.5,1.85,2.05,-1.5,1980.07,1710.41
E0,26/12/04,Birmingham,Middlesbrough,2,0,H,2,0,H,S Bennett,11,9,10,6,17,9,5,3,1,0,0,0,2.62,3.2,2.62,2.4,3.1,2.75,2.55,3.25,2.65,2.4,2.9,2.7,2.38,3.0,2.75,2.6,3.2,2.6,2.5,3.1,2.5,1.75,1.95,2.05,1.75,1.8,2.0,0.0,1.82,2.02,0.0,1.825,2.075,0.0,1727.94,1791.08
E0,26/12/04,Blackburn,Newcastle,2,2,D,1,2,A,M Messias,21,5,11,3,18,19,7,5,1,2,0,0,2.6,3.25,2.6,2.4,3.1,2.75,2.6,3.2,2.6,2.4,2.9,2.7,2.5,3.2,2.5,2.6,3.2,2.6,2.62,3.1,2.37,1.79,1.9,2.0,1.8,1.85,1.95,0.0,1.88,1.96,0.0,1.925,1.975,0.0,1700.84,1765.3
E0,26/12/04,Chelsea,Aston Villa,1,0,H,1,0,H,P Walton,14,9,7,7,12,13,6,3,3,3,0,0,1.3,4.5,12.0,1.3,4.5,9.0,1.3,4.75,10.0,1.27,4.3,8.5,1.3,4.0,9.0,1.29,4.75,11.0,1.28,4.33,8.5,2.05,1.65,1.7,2.1,1.85,1.95,-1.5,1.88,2.04,-1.5,1.9,2.0,-1.5,1946.94,1772.51
E0,26/12/04,Crystal Palace,Portsmouth,0,1,A,0,0,D,N Barry,18,11,10,6,10,14,9,7,0,2,0,0,2.5,3.2,2.75,2.35,3.15,2.8,2.5,3.2,2.72,2.4,2.9,2.7,2.38,3.2,2.6,2.4,3.25,2.8,2.37,3.1,2.62,1.75,1.95,2.1,1.7,1.8,2.0,0.0,1.8,2.04,0.0,1.825,2.075,0.0,1630.41,1731.78
E0,26/12/04,Everton,Man City,2,1,H,1,1,D,P Dowd,9,10,6,6,14,21,4,4,1,2,0,1,1.9,3.25,4.0,1.8,3.2,4.3,1.95,3.25,3.9,1.85,3.1,3.6,1.8,3.2,4.0,1.91,3.25,4.0,1.83,3.2,3.75,1.71,2.0,2.3,1.6,1.95,1.77,-0.5,2.06,1.78,-0.5,2.1,1.8,-0.5,1796.43,1727.37
E0,26/12/04,Man United,Bolton,2,0,H,1,0,H,D Gallagher,14,8,7,1,12,14,9,0,0,0,0,0,1.28,5.0,10.0,1.35,4.2,8.25,1.33,4.5,9.5,1.35,4.0,7.0,1.29,4.33,9.0,1.33,4.5,9.0,1.33,4.0,8.0,2.15,1.6,1.6,2.3,1.95,1.85,-1.5,2.02,1.82,-1.5,1.775,2.125,1.25,1911.68,1742.5
E0,26/12/04,Norwich,Tottenham,0,2,A,0,0,D,M Riley,13,16,8,9,11,9,10,8,1,0,0,0,3.0,3.25,2.3,2.75,3.1,2.4,2.85,3.25,2.4,2.9,3.0,2.2,2.75,3.2,2.25,2.9,3.25,2.3,2.75,3.2,2.25,1.71,2.0,2.1,1.7,2.1,1.75,0.0,2.12,1.72,0.0,1.925,1.925,0.25,1698.34,1737.53
E0,26/12/04,Southampton,Charlton,0,0,D,0,0,D,S Dunn,12,15,4,5,7,12,5,11,1,0,0,0,2.6,3.25,2.6,2.25,3.1,3.0,2.4,3.25,2.85,2.4,2.9,2.7,2.4,3.25,2.5,2.4,3.25,2.8,2.37,3.1,2.62,1.75,1.95,2.05,1.75,1.75,2.1,0.0,1.74,2.1,0.0,1.725,2.175,0.0,1666.06,1761.43
