Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,BWH,BWD,BWA,GBH,GBD,GBA,IWH,IWD,IWA,LB,LB.1,LB.2,SBH,SBD,SBA,WHH,WHD,WHA,GB>2.5,GB<2.5,GBAHH,GBAHA,GBAH,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,EloHome,EloAway
D2,06/02/05,Karlsruhe,Aachen,0,1,A,0,0,D,2.5,3.1,2.5,2.5,3.2,2.5,2.55,3.2,2.55,2.5,3.0,2.5,,,,2.6,3.1,2.6,2.35,3.1,2.65,1.75,1.95,2.55,1.42,-0.5,,,,,,,1466.46,1533.23
D2,06/02/05,Unterhaching,Ahlen,2,1,H,2,0,H,2.1,3.2,3.0,1.9,3.25,3.6,2.0,3.25,3.4,2.0,3.1,3.2,,,,2.0,3.3,3.4,2.1,3.2,3.0,1.75,1.95,2.0,1.66,-0.5,,,,,,,1434.15,1499.83
D2,07/02/05,Burghausen,Dresden,2,1,H,1,0,H,1.72,3.4,4.0,1.75,3.4,4.1,1.75,3.4,4.2,1.75,3.2,4.0,1.73,3.2,4.33,1.75,3.5,4.2,1.7,3.4,4.1,1.71,2.0,1.75,1.88,-0.5,,,,,,,1483.76,1438.15
D2,11/02/05,Aachen,Unterhaching,2,3,A,1,2,A,1.57,3.5,5.0,1.55,3.6,5.3,1.5,3.65,5.95,1.5,3.7,5.0,1.53,3.5,5.5,1.5,4.0,5.5,1.55,3.6,5.0,1.6,2.15,2.15,1.42,-1.5,,,,,,,1546.92,1445.42
D2,11/02/05,Dresden,Ein Frankfurt,2,1,H,1,0,H,2.62,3.1,2.37,2.75,3.2,2.3,2.55,3.2,2.5,2.5,3.0,2.5,2.5,3.25,2.4,2.7,3.1,2.5,2.55,3.1,2.45,1.71,2.0,1.42,2.5,0.5,,,,,,,1430.6,1556.76
D2,11/02/05,Oberhausen,Cottbus,0,1,A,0,0,D,1.9,3.25,3.4,1.95,3.25,3.4,1.95,3.3,3.5,2.1,3.0,3.1,1.91,3.25,3.4,2.0,3.3,3.4,1.9,3.25,3.4,1.71,2.0,1.95,1.7,-0.5,,,,,,,1479.9,1482.45
D2,13/02/05,Ahlen,Erzgebirge Aue,1,2,A,0,0,D,2.0,3.2,3.2,1.8,3.4,3.8,1.9,3.25,3.75,1.9,3.1,3.5,,,,1.9,3.3,3.75,1.85,3.3,3.55,1.75,1.95,1.9,1.74,-0.5,,,,,,,1488.56,1504.35
D2,13/02/05,Essen,Duisburg,1,0,H,0,0,D,3.0,3.2,2.1,2.9,3.2,2.2,2.9,3.2,2.25,2.7,3.0,2.3,,,,3.0,3.2,2.25,2.8,3.1,2.25,1.85,1.85,1.52,2.25,0.5,,,,,,,1463.59,1587.91
D2,13/02/05,Greuther Furth,Ein Trier,3,3,D,2,0,H,1.5,3.6,5.5,1.5,3.8,5.5,1.55,3.5,5.75,1.45,3.8,5.4,,,,1.5,4.0,5.5,1.45,3.75,6.0,1.55,2.25,1.55,2.18,-0.5,,,,,,,1577.89,1496.47
D2,13/02/05,Munich 1860,Erfurt,3,1,H,1,0,H,1.57,3.5,5.0,1.5,3.8,5.5,1.5,3.7,6.0,1.5,3.7,5.0,,,,1.53,3.75,5.5,1.5,3.6,5.5,1.65,2.05,2.11,1.44,-1.5,,,,,,,1540.69,1445.32
D2,13/02/05,Saarbrucken,Burghausen,2,4,A,1,0,H,1.72,3.4,4.0,1.8,3.4,3.8,1.7,3.4,4.5,1.7,3.2,4.2,,,,1.7,3.5,4.5,1.7,3.4,4.1,1.65,2.05,1.7,1.94,-0.5,,,,,,,1525.2,1491.31
D2,14/02/05,FC Koln,Karlsruhe,2,2,D,0,1,A,1.36,4.0,7.0,1.35,4.2,7.5,1.35,4.2,8.0,1.4,3.9,6.0,1.36,3.75,8.0,1.36,4.5,7.0,1.4,3.75,7.0,1.55,2.25,1.82,1.61,-1.5,,,,,,,1583.32,1452.77
D2,18/02/05,Cottbus,Essen,0,0,D,0,0,D,1.8,3.3,3.75,1.75,3.4,4.1,1.77,3.4,4.15,1.75,3.2,4.0,1.73,3.2,4.33,1.67,3.6,4.5,1.8,3.3,3.75,1.75,1.95,1.77,1.87,-0.5,,,,,,,1498.37,1476.96
D2,18/02/05,Ein Trier,Ahlen,2,0,H,1,0,H,2.0,3.2,3.2,1.95,3.25,3.4,1.95,3.25,3.6,1.85,3.1,3.6,1.91,3.2,3.5,1.95,3.1,3.75,1.85,3.2,3.7,1.65,2.05,1.95,1.71,-0.5,,,,,,,1502.46,1473.09
D2,18/02/05,Karlsruhe,Dresden,1,1,D,1,1,D,1.83,3.2,3.75,1.8,3.4,3.8,1.8,3.35,4.1,1.75,3.2,4.0,1.73,3.2,4.33,1.8,3.4,4.0,1.75,3.3,4.0,1.71,2.0,1.8,1.84,-0.5,,,,,,,1460.03,1444.04
D2,20/02/05,Burghausen,Oberhausen,2,2,D,0,1,A,1.8,3.2,4.0,1.85,3.3,3.7,1.83,3.3,4.0,1.8,3.1,3.8,,,,1.75,3.25,4.5,1.75,3.3,4.0,1.71,2.0,1.83,1.81,-0.5,,,,,,,1508.4,1463.98
D2,20/02/05,Ein Frankfurt,Saarbrucken,3,0,H,2,0,H,1.72,3.4,4.0,1.7,3.4,4.4,1.67,3.45,4.8,1.65,3.3,4.4,,,,1.67,3.6,4.5,1.65,3.4,4.5,1.6,2.15,1.67,2.01,-0.5,,,,,,,1543.32,1508.11
D2,20/02/05,Erfurt,Greuther Furth,1,2,A,1,1,D,3.0,3.2,2.1,2.8,3.3,2.2,3.0,3.2,2.2,2.7,3.0,2.3,,,,3.0,3.2,2.2,2.8,3.0,2.3,1.75,1.95,1.55,2.2,0.5,,,,,,,1439.19,1571.9
D2,20/02/05,Erzgebirge Aue,Unterhaching,1,0,H,0,0,D,1.8,3.2,4.0,1.8,3.4,3.8,1.8,3.35,4.1,1.85,3.1,3.6,,,,1.9,3.3,3.75,1.85,3.3,3.6,1.65,2.05,1.8,1.84,-0.5,,,,,,,1519.82,1464.45
D2,20/02/05,FC Koln,Aachen,1,0,H,0,0,D,1.66,3.4,4.33,1.65,3.5,4.5,1.67,3.5,4.65,1.7,3.2,4.2,,,,1.67,3.6,4.5,1.65,3.4,4.5,1.65,2.05,1.67,2.0,-0.5,,,,,,,1576.06,1527.89
D2,21/02/05,Duisburg,Munich 1860,0,1,A,0,0,D,1.66,3.4,4.33,1.65,3.5,4.5,1.7,3.45,4.5,1.85,3.1,3.6,1.67,3.25,4.5,1.67,3.4,5.0,1.65,3.4,4.5,1.71,2.0,1.7,1.95,-0.5,,,,,,,1574.54,1546.82
D2,25/02/05,Essen,Burghausen,1,2,A,1,0,H,2.1,3.2,3.0,2.05,3.2,3.2,2.05,3.15,3.4,2.1,3.0,3.1,2.0,3.2,3.2,2.1,3.2,3.25,2.1,3.3,2.9,1.75,1.95,2.05,1.64,-0.5,,,,,,,1481.16,1503.48
D2,25/02/05,Munich 1860,Cottbus,1,0,H,0,0,D,1.5,3.4,6.0,1.6,3.6,4.8,1.5,3.6,5.8,1.55,3.5,4.8,1.57,3.25,5.5,1.62,3.6,5.0,1.5,3.6,5.5,1.71,2.0,2.22,1.39,-1.5,,,,,,,1563.72,1494.17
D2,27/02/05,Aachen,Erzgebirge Aue,1,5,A,0,1,A,1.8,3.2,4.0,1.65,3.5,4.5,1.7,3.4,4.6,1.65,3.3,4.4,,,,1.7,3.5,4.5,1.75,3.4,3.8,1.65,2.05,1.7,1.96,-0.5,,,,,,,1520.42,1527.08
D2,27/02/05,Ahlen,Erfurt,2,3,A,2,0,H,1.8,3.3,3.75,1.7,3.4,4.4,1.73,3.3,4.5,1.8,3.1,3.8,,,,1.8,3.3,4.0,1.75,3.3,4.0,1.79,1.9,1.73,1.9,-0.5,,,,,,,1465.04,1427.86
D2,27/02/05,Oberhausen,Ein Frankfurt,0,3,A,0,1,A,2.62,3.1,2.37,2.5,3.2,2.5,2.55,3.15,2.55,2.5,3.0,2.5,,,,2.6,3.1,2.6,2.45,3.15,2.5,1.65,2.05,2.55,1.41,-0.5,,,,,,,1468.9,1551.19
D2,27/02/05,Unterhaching,Ein Trier,1,0,H,0,0,D,1.8,3.3,3.75,1.9,3.25,3.6,1.91,3.25,3.7,1.9,3.1,3.5,,,,1.9,3.3,3.75,1.95,3.15,3.4,1.6,2.15,1.91,1.73,-0.5,,,,,,,1457.19,1510.51
D2,28/02/05,Greuther Furth,Duisburg,1,3,A,0,2,A,2.1,3.2,3.0,2.1,3.2,3.1,2.1,3.2,3.2,1.85,3.1,3.6,2.0,3.0,3.4,2.0,3.1,3.6,1.95,3.15,3.4,1.79,1.9,2.1,1.6,-0.5,,,,,,,1583.23,1557.64
D2,04/03/05,Burghausen,Munich 1860,0,3,A,0,1,A,2.37,3.1,2.62,2.65,3.25,2.35,2.52,3.2,2.55,2.5,3.0,2.5,2.5,3.1,2.5,2.6,3.1,2.6,2.45,3.1,2.55,2.05,1.65,2.52,1.42,-0.5,,,,,,,1518.73,1570.56
D2,04/03/05,Dresden,Aachen,2,0,H,2,0,H,2.5,3.1,2.5,2.5,3.2,2.5,2.4,3.2,2.7,2.3,3.0,2.7,2.4,3.2,2.5,2.5,3.1,2.7,2.3,3.2,2.65,2.0,1.71,4.65,1.05,-1.5,,,,,,,1448.06,1504.64
D2,04/03/05,Duisburg,Ahlen,1,0,H,0,0,D,1.44,3.75,6.0,1.45,3.9,6.0,1.47,3.75,6.5,1.5,3.7,5.0,1.44,3.75,6.0,1.5,4.0,5.5,1.4,3.75,7.0,2.0,1.71,2.03,1.48,-1.5,,,,,,,1574.47,1447.85
D2,06/03/05,Cottbus,Greuther Furth,2,0,H,1,0,H,2.5,3.1,2.5,2.5,3.2,2.5,2.4,3.2,2.7,2.3,3.0,2.7,,,,2.3,3.2,2.8,2.55,3.1,2.45,1.95,1.75,4.65,1.05,-1.5,,,,,,,1487.33,1566.4
D2,06/03/05,Ein Frankfurt,Essen,1,0,H,1,0,H,1.5,3.6,5.5,1.45,3.9,6.0,1.47,3.75,6.5,1.45,3.8,5.4,,,,1.4,4.0,7.5,1.5,3.6,5.5,2.15,1.6,2.03,1.48,-1.5,,,,,,,1564.33,1465.91
D2,06/03/05,Ein Trier,Erzgebirge Aue,1,0,H,1,0,H,2.2,3.2,2.8,2.05,3.25,3.15,2.1,3.25,3.15,2.1,3.0,3.1,,,,2.1,3.2,3.2,2.1,3.2,3.0,2.05,1.65,3.6,1.13,-1.5,,,,,,,1499.68,1542.86
D2,07/03/05,FC Koln,Saarbrucken,3,1,H,3,0,H,1.44,3.75,6.0,1.45,3.9,6.0,1.47,3.75,6.5,1.4,3.9,6.0,,,,1.4,4.0,7.5,1.45,3.6,6.5,2.15,1.6,2.03,1.48,-1.5,,,,,,,1583.53,1500.24
D2,11/03/05,Erzgebirge Aue,Erfurt,3,2,H,1,0,H,1.57,3.5,5.0,1.6,3.6,4.8,1.55,3.6,5.5,1.6,3.4,4.6,1.57,3.5,5.0,1.57,3.8,5.0,1.6,3.4,4.8,1.71,2.0,1.55,2.18,-0.5,,,,,,,1532.39,1445.05
D2,11/03/05,Oberhausen,FC Koln,0,3,A,0,2,A,4.0,3.4,1.72,3.8,3.4,1.8,3.6,3.2,1.95,3.2,3.1,2.0,3.4,3.25,1.91,3.75,3.3,1.9,3.4,3.25,1.9,1.71,2.0,1.74,1.9,0.5,,,,,,,1455.76,1589.99
D2,11/03/05,Saarbrucken,Dresden,0,1,A,0,1,A,1.72,3.4,4.0,1.7,3.5,4.2,1.7,3.4,4.6,1.7,3.2,4.2,1.73,3.2,4.33,1.75,3.5,4.0,1.65,3.45,4.3,1.65,2.05,1.7,1.96,-0.5,,,,,,,1493.78,1459.01
D2,13/03/05,Aachen,Ein Trier,2,0,H,1,0,H,1.8,3.3,3.75,1.7,3.5,4.2,1.75,3.4,4.2,1.8,3.2,3.7,,,,1.73,3.4,4.33,1.85,3.4,3.45,1.65,2.05,1.75,1.88,-0.5,,,,,,,1493.69,1510.15
D2,13/03/05,Ahlen,Cottbus,3,1,H,1,1,D,2.25,3.2,2.75,2.15,3.3,2.9,2.2,3.15,3.0,2.2,3.0,2.9,,,,2.15,3.2,3.1,2.25,3.25,2.7,1.75,1.95,2.2,1.54,-0.5,,,,,,,1442.51,1499.08
D2,13/03/05,Essen,Karlsruhe,2,1,H,2,1,H,2.1,3.2,3.0,2.05,3.2,3.2,1.95,3.2,3.6,2.0,3.1,3.2,,,,2.0,3.3,3.4,2.0,3.2,3.2,1.75,1.95,1.95,1.69,-0.5,,,,,,,1459.86,1456.01
D2,13/03/05,Unterhaching,Duisburg,0,1,A,0,1,A,2.5,3.1,2.5,2.5,3.2,2.5,2.45,3.15,2.6,2.5,3.0,2.5,,,,2.6,3.1,2.6,2.55,3.15,2.4,1.71,2.0,2.45,1.42,-0.5,,,,,,,1468.02,1579.81
D2,14/03/05,Munich 1860,Ein Frankfurt,2,1,H,1,1,D,2.0,3.2,3.2,1.95,3.2,3.5,1.85,3.2,3.9,1.9,3.1,3.5,1.91,3.2,3.5,1.85,3.2,4.0,1.9,3.2,3.5,1.71,2.0,1.85,1.76,-0.5,,,,,,,1584.78,1570.38
D2,16/03/05,Dresden,FC Koln,2,1,H,0,0,D,2.87,3.2,2.2,3.1,3.2,2.1,2.95,3.15,2.2,2.9,3.0,2.2,,,,3.0,3.2,2.2,3.0,3.2,2.1,1.65,2.0,1.52,2.2,0.5,,,,,,,1476.13,1601.26
D2,16/03/05,Saarbrucken,Karlsruhe,3,4,A,2,2,D,1.72,3.25,4.33,1.8,3.4,3.8,1.85,3.2,3.9,2.0,3.1,3.2,,,,1.85,3.4,3.8,1.8,3.3,3.75,1.65,2.0,1.85,1.76,-0.5,,,,,,,1476.66,1447.14
D2,18/03/05,Burghausen,Ahlen,1,0,H,0,0,D,1.8,3.4,3.75,1.8,3.25,4.0,1.8,3.25,4.0,1.8,3.1,3.8,1.73,3.2,4.33,1.83,3.4,4.0,1.85,3.3,3.6,1.85,1.85,1.8,1.79,-0.5,,,,,,,1504.51,1453.46
D2,18/03/05,Duisburg,Erzgebirge Aue,1,1,D,0,1,A,1.57,3.5,5.0,1.55,3.55,5.35,1.57,3.65,5.0,1.6,3.4,4.6,1.5,3.4,6.0,1.57,3.75,5.0,1.5,3.6,5.5,1.65,2.05,1.67,1.94,-0.5,,,,,,,1591.89,1538.74
D2,18/03/05,Erfurt,Ein Trier,3,0,H,2,0,H,2.2,3.2,2.8,2.3,3.0,2.9,2.25,3.1,2.9,2.2,3.0,2.9,2.25,3.1,2.8,2.3,3.2,2.9,2.35,3.1,2.65,1.75,1.95,2.25,1.5,-0.5,,,,,,,1438.7,1500.6
D2,20/03/05,Cottbus,Unterhaching,0,0,D,0,0,D,1.8,3.4,3.75,1.9,3.2,3.65,1.8,3.25,4.0,1.85,3.1,3.6,,,,1.8,3.4,4.0,1.8,3.35,3.7,1.85,1.85,1.8,1.79,-0.5,,,,,,,1488.13,1455.94
D2,20/03/05,Dresden,Oberhausen,3,1,H,2,0,H,1.72,3.4,4.33,1.75,3.3,4.2,1.67,3.35,4.6,1.65,3.3,4.4,,,,1.73,3.4,4.5,1.6,3.5,4.7,1.79,1.9,1.57,2.11,-0.5,,,,,,,1489.53,1444.49
D2,20/03/05,FC Koln,Essen,0,0,D,0,0,D,1.4,3.75,7.0,1.35,4.3,7.3,1.35,4.1,8.0,1.4,3.9,6.0,,,,1.4,4.2,7.0,1.4,3.75,7.0,1.55,2.25,1.35,2.71,-0.5,,,,,,,1587.86,1468.73
D2,20/03/05,Karlsruhe,Munich 1860,1,1,D,0,0,D,2.8,3.2,2.2,2.8,3.1,2.3,2.9,3.1,2.25,2.7,3.0,2.3,,,,2.88,3.25,2.25,2.7,3.15,2.3,1.79,1.9,1.5,2.25,0.5,,,,,,,1464.1,1593.31
D2,20/03/05,Saarbrucken,Aachen,1,2,A,0,1,A,2.25,3.2,2.75,2.25,3.1,2.9,2.3,3.2,2.75,2.3,3.1,2.6,,,,2.3,3.25,2.8,2.35,3.1,2.65,1.79,1.9,2.3,1.48,-0.5,,,,,,,1459.7,1503.24
D2,21/03/05,Ein Frankfurt,Greuther Furth,1,0,H,1,0,H,1.83,3.25,3.75,1.9,3.25,3.6,1.8,3.25,4.0,1.75,3.2,4.0,1.8,3.25,3.75,1.8,3.25,4.2,1.75,3.3,4.0,1.65,2.05,1.8,1.79,-0.5,,,,,,,1561.85,1554.65
D2,01/04/05,Aachen,Erfurt,5,1,H,4,0,H,1.44,3.75,6.0,1.5,3.8,5.5,1.4,3.85,6.5,1.5,3.7,5.0,1.5,3.4,6.0,1.5,4.0,5.5,1.55,3.6,5.0,1.5,2.35,,,,,,,,,,1517.75,1449.83
D2,01/04/05,Erzgebirge Aue,Cottbus,2,0,H,2,0,H,1.8,3.4,3.75,1.75,3.4,4.05,1.75,3.3,4.2,1.85,3.1,3.6,1.73,3.2,4.33,1.75,3.5,4.2,1.75,3.3,4.0,1.71,2.0,1.75,1.85,-0.5,,,,,,,1543.92,1483.59
D2,01/04/05,Essen,Dresden,2,1,H,2,0,H,1.9,3.2,3.5,1.9,3.35,3.5,2.0,3.1,3.5,2.1,3.0,3.1,2.0,3.0,3.4,2.1,3.2,3.25,2.1,3.2,3.0,1.65,2.05,1.91,1.7,-0.5,,,,,,,1475.71,1497.1
D2,03/04/05,Ahlen,Ein Frankfurt,3,2,H,2,1,H,2.7,3.2,2.3,2.75,3.2,2.3,2.9,3.15,2.25,2.8,3.1,2.2,,,,3.0,3.2,2.25,2.6,3.2,2.35,1.6,2.15,1.51,2.25,0.5,,,,,,,1446.08,1570.61
D2,03/04/05,Greuther Furth,Karlsruhe,1,0,H,1,0,H,1.61,3.6,4.33,1.55,3.7,5.1,1.65,3.4,4.8,1.65,3.3,4.4,,,,1.57,3.75,5.0,1.55,3.6,5.0,1.6,2.15,1.65,1.99,-0.5,,,,,,,1545.89,1465.15
D2,03/04/05,Munich 1860,FC Koln,0,0,D,0,0,D,2.25,3.2,2.75,2.3,3.1,2.8,2.25,3.15,2.9,2.2,3.0,2.9,,,,2.2,3.2,3.1,2.25,3.2,2.75,1.75,1.95,2.25,1.51,-0.5,,,,,,,1592.26,1580.88
D2,03/04/05,Oberhausen,Saarbrucken,3,0,H,1,0,H,2.1,3.2,3.0,2.0,3.35,3.2,2.15,3.1,3.1,2.2,3.1,2.8,,,,2.2,3.2,3.1,2.2,3.2,2.8,1.65,2.05,2.15,1.55,-0.5,,,,,,,1436.92,1445.19
D2,03/04/05,Unterhaching,Burghausen,0,1,A,0,1,A,1.9,3.2,3.5,1.9,3.35,3.5,1.9,3.25,3.65,2.0,3.1,3.2,,,,2.0,3.3,3.4,2.1,3.2,3.0,1.71,2.0,1.9,1.72,-0.5,,,,,,,1460.48,1511.89
D2,04/04/05,Ein Trier,Duisburg,1,0,H,1,0,H,2.75,3.0,2.37,2.8,3.2,2.25,2.8,3.1,2.33,2.6,3.0,2.4,2.6,3.2,2.38,3.0,3.0,2.3,2.55,3.2,2.4,1.75,1.95,1.47,2.33,0.5,,,,,,,1489.47,1586.71
D2,06/04/05,Erfurt,Unterhaching,2,0,H,1,0,H,2.25,3.2,2.75,2.05,3.2,3.2,2.05,3.2,3.2,2.0,3.2,3.1,,,,2.0,3.3,3.4,2.0,3.3,3.1,1.95,1.75,2.05,1.6,-0.5,,,,,,,1442.94,1446.24
D2,06/04/05,Greuther Furth,Burghausen,1,1,D,0,0,D,1.61,3.5,4.5,1.6,3.6,4.8,1.65,3.5,4.5,1.7,3.2,4.2,,,,1.67,3.6,4.5,1.7,3.4,4.1,2.05,1.65,1.65,1.97,-0.5,,,,,,,1552.42,1526.13
D2,06/04/05,Karlsruhe,Oberhausen,3,0,H,2,0,H,1.9,3.25,3.4,1.8,3.4,3.8,1.85,3.2,3.8,1.85,3.2,3.5,,,,1.8,3.4,4.0,1.8,3.4,3.6,2.05,1.65,1.85,1.74,-0.5,,,,,,,1458.62,1446.19
D2,08/04/05,Cottbus,Ein Trier,2,1,H,1,0,H,1.83,3.25,3.75,1.95,3.2,3.5,1.9,3.2,3.6,1.9,3.1,3.5,1.8,3.2,4.0,1.9,3.3,3.75,2.0,3.3,3.1,1.85,1.85,1.9,1.69,-0.5,,,,,,,1476.48,1501.87
D2,08/04/05,Dresden,Munich 1860,0,4,A,0,3,A,2.5,3.1,2.5,2.45,3.15,2.6,2.45,3.15,2.55,2.5,3.0,2.5,2.5,3.1,2.5,2.6,3.1,2.6,2.4,3.15,2.55,,,2.45,1.41,-0.5,,,,,,,1487.38,1588.38
D2,08/04/05,Saarbrucken,Essen,0,0,D,0,0,D,2.0,3.2,3.2,1.9,3.25,3.6,2.05,3.2,3.2,2.1,3.2,2.9,1.91,3.2,3.5,2.1,3.2,3.25,2.1,3.3,2.9,1.7,1.9,2.05,1.6,-0.5,,,,,,,1435.92,1485.43
D2,10/04/05,Burghausen,Erzgebirge Aue,2,2,D,2,1,H,2.1,3.2,3.0,2.2,3.15,2.95,2.15,3.2,3.0,2.0,3.1,3.2,,,,2.0,3.3,3.4,2.0,3.3,3.1,1.7,1.9,2.15,1.55,-0.5,,,,,,,1530.48,1551.03
D2,10/04/05,Duisburg,Erfurt,4,0,H,2,0,H,1.36,4.0,7.0,1.35,4.2,7.5,1.35,4.2,7.5,1.4,3.9,6.0,,,,1.4,4.0,7.5,1.35,4.2,6.8,1.6,2.1,1.85,1.6,-1.5,,,,,,,1574.31,1452.05
D2,10/04/05,Ein Frankfurt,Unterhaching,3,0,H,1,0,H,1.5,3.6,5.5,1.5,3.65,5.8,1.45,3.8,6.0,1.4,3.9,6.0,,,,1.44,4.0,6.5,1.45,3.8,5.8,1.65,2.0,2.07,1.46,-1.5,,,,,,,1557.23,1437.13
D2,10/04/05,Karlsruhe,Ahlen,0,0,D,0,0,D,1.9,3.25,3.4,1.9,3.25,3.6,1.9,3.2,3.6,1.9,3.1,3.5,,,,1.83,3.4,4.0,1.9,3.3,3.4,1.85,1.85,1.9,1.69,-0.5,,,,,,,1467.21,1459.46
D2,10/04/05,Oberhausen,Aachen,0,0,D,0,0,D,2.75,3.2,2.25,2.9,3.3,2.15,2.85,3.15,2.25,2.9,3.0,2.2,,,,3.0,3.2,2.2,2.75,3.3,2.2,1.85,1.85,1.5,2.25,0.5,,,,,,,1437.6,1524.64
D2,11/04/05,FC Koln,Greuther Furth,3,2,H,2,0,H,1.66,3.4,4.33,1.6,3.6,4.8,1.65,3.45,4.5,1.65,3.3,4.4,1.67,3.25,4.5,1.67,3.5,4.5,1.7,3.3,4.3,1.85,1.85,1.65,1.95,-0.5,,,,,,,1584.76,1548.07
D2,15/04/05,Erfurt,Cottbus,3,3,D,1,1,D,2.25,3.2,2.75,2.25,3.2,2.8,2.2,3.2,2.9,2.2,3.0,2.9,2.2,3.2,2.8,2.25,3.2,3.0,2.2,3.3,2.75,1.9,1.79,2.2,1.52,-0.5,,,,,,,1446.61,1486.34
D2,15/04/05,Essen,Oberhausen,2,2,D,2,0,H,1.72,3.4,4.0,1.75,3.4,4.1,1.72,3.4,4.25,1.75,3.2,4.0,1.73,3.4,4.0,1.75,3.5,4.0,1.7,3.4,4.1,1.65,2.05,1.72,1.89,-0.5,,,,,,,1487.23,1437.13
D2,15/04/05,Greuther Furth,Dresden,0,1,A,0,1,A,1.57,3.5,5.0,1.55,3.7,5.1,1.57,3.5,5.25,1.6,3.4,4.6,1.5,3.6,5.5,1.5,4.0,5.5,1.5,3.6,5.5,1.65,2.05,1.57,2.1,-0.5,,,,,,,1540.25,1474.92
D2,17/04/05,Ahlen,FC Koln,1,0,H,0,0,D,2.8,3.2,2.2,3.0,3.2,2.15,3.1,3.2,2.1,3.1,3.0,2.1,,,,3.25,3.2,2.1,2.85,3.25,2.15,1.71,2.0,1.57,2.1,0.5,,,,,,,1463.22,1592.58
D2,17/04/05,Ein Trier,Burghausen,0,2,A,0,1,A,2.1,3.2,3.0,1.95,3.25,3.4,2.0,3.2,3.3,2.0,3.1,3.2,,,,2.2,3.2,3.1,2.05,3.3,3.0,1.85,1.85,2.0,1.62,-0.5,,,,,,,1492.01,1527.67
D2,17/04/05,Erzgebirge Aue,Ein Frankfurt,0,5,A,0,2,A,2.25,3.2,2.75,2.4,3.2,2.6,2.3,3.2,2.75,2.3,3.1,2.6,,,,2.25,3.2,3.0,2.2,3.3,2.75,1.65,2.05,2.3,1.48,-0.5,,,,,,,1553.84,1562.72
D2,17/04/05,Munich 1860,Saarbrucken,1,1,D,1,0,H,1.36,4.0,7.0,1.35,4.3,7.2,1.4,4.0,7.0,1.4,3.9,6.0,,,,1.4,4.0,7.5,1.35,4.0,7.5,1.65,2.05,1.4,2.55,-0.5,,,,,,,1600.84,1434.12
D2,17/04/05,Unterhaching,Karlsruhe,2,0,H,0,0,D,1.9,3.2,3.5,1.95,3.25,3.4,1.91,3.25,3.6,2.1,3.0,3.1,,,,1.9,3.3,3.75,1.9,3.3,3.4,1.79,1.9,1.91,1.71,-0.5,,,,,,,1431.64,1463.45
D2,18/04/05,Aachen,Duisburg,0,0,D,0,0,D,2.2,3.2,2.8,2.25,3.1,2.9,2.2,3.2,2.9,2.1,3.0,3.1,2.2,3.2,2.8,2.2,3.0,3.25,2.25,3.25,2.7,1.71,2.0,2.2,1.52,-0.5,,,,,,,1525.11,1579.75
D2,22/04/05,Ein Frankfurt,Ein Trier,2,0,H,1,0,H,1.36,4.0,7.0,1.35,4.4,7.0,1.36,4.25,7.25,1.4,3.9,6.0,1.36,3.75,8.0,1.36,4.33,7.5,1.35,4.2,7.0,1.6,2.15,,,,,,,,,,1578.43,1477.22
D2,22/04/05,Essen,Aachen,0,2,A,0,1,A,2.37,3.1,2.62,2.4,3.2,2.6,2.4,3.2,2.65,2.5,3.0,2.5,2.4,3.25,2.5,2.5,3.25,2.5,2.45,3.25,2.45,1.75,1.95,2.45,1.43,-0.5,,,,,,,1482.14,1523.49
D2,22/04/05,Karlsruhe,Erzgebirge Aue,0,1,A,0,0,D,1.83,3.3,3.6,1.85,3.35,3.65,1.95,3.25,3.4,2.0,3.1,3.2,2.0,3.2,3.2,1.91,3.25,3.75,2.0,3.4,3.0,1.79,1.9,1.95,1.66,-0.5,,,,,,,1453.37,1538.13
D2,24/04/05,Burghausen,Erfurt,0,2,A,0,0,D,1.72,3.4,4.0,1.8,3.5,3.7,1.75,3.4,4.0,1.65,3.3,4.4,,,,1.75,3.5,4.0,1.6,3.5,4.6,1.71,2.0,1.75,1.84,-0.5,,,,,,,1542.46,1444.46
D2,24/04/05,Cottbus,Duisburg,1,0,H,1,0,H,2.5,3.1,2.5,2.5,3.2,2.5,2.5,3.2,2.5,2.3,2.9,2.8,,,,2.5,3.25,2.5,2.5,3.0,2.55,1.85,1.85,2.5,1.4,-0.5,,,,,,,1488.49,1581.37
D2,24/04/05,Dresden,Ahlen,3,1,H,0,1,A,1.8,3.3,3.75,1.75,3.4,4.1,1.75,3.4,4.0,1.9,2.8,3.8,,,,1.75,3.5,4.0,1.7,3.5,4.0,1.85,1.85,1.75,1.84,-0.5,,,,,,,1492.96,1476.77
D2,24/04/05,Oberhausen,Munich 1860,0,0,D,0,0,D,3.5,3.2,1.9,3.5,3.35,1.9,3.45,3.25,1.95,3.2,3.1,2.0,,,,3.4,3.3,2.0,2.9,3.3,2.1,1.75,1.95,1.67,1.95,0.5,,,,,,,1442.22,1592.77
