Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,BWH,BWD,BWA,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SBH,SBD,SBA,WHH,WHD,WHA,GB>2.5,GB<2.5,GBAHH,GBAHA,GBAH,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,EloHome,EloAway
G1,19/12/04,Ergotelis,Kalamaria,4,1,H,0,0,D,2.3,3.0,2.8,2.1,3.0,3.45,2.2,3.0,3.0,2.3,2.9,2.8,2.2,2.8,3.1,2.3,3.0,2.88,,,,1.9,1.75,2.2,1.5,-0.5,,,,,,,,,,,,1364.14,1394.64
G1,19/12/04,Iraklis,Xanthi,1,1,D,1,1,D,2.0,3.1,3.3,1.85,3.2,4.1,2.0,3.1,3.4,2.0,3.1,3.2,2.0,3.0,3.3,2.0,3.1,3.4,,,,1.9,1.75,2.0,1.62,-0.5,,,,,,,,,,,,1497.04,1458.58
G1,19/12/04,Panionios,Kalithea,1,1,D,1,0,H,1.61,3.5,4.5,1.45,3.75,7.0,1.5,3.6,5.75,1.5,3.5,5.4,1.57,3.4,5.0,1.62,3.4,5.0,,,,1.79,1.85,1.5,2.21,-0.5,,,,,,,,,,,,1569.21,1417.85
G1,19/12/04,PAOK,Ionikos,3,0,H,1,0,H,1.57,3.5,5.0,1.55,3.55,5.75,1.55,3.5,5.25,1.55,3.5,4.8,1.62,3.4,4.5,1.57,3.6,5.0,,,,1.79,1.85,,,,,,,,,,,,,,,1589.81,1445.77
G1,29/12/04,Aris,Panionios,1,0,H,0,0,D,2.4,2.9,2.75,2.7,2.75,2.75,2.65,2.75,2.65,2.6,2.8,2.6,2.5,2.8,2.7,2.6,2.88,2.6,,,,2.2,1.55,2.65,1.35,-0.5,,,,,,,,,,,,1445.19,1561.47
G1,29/12/04,Ergotelis,Egaleo,2,1,H,1,0,H,3.2,3.0,2.1,3.25,2.85,2.25,3.05,3.0,2.2,3.0,2.9,2.2,2.9,2.8,2.3,3.25,3.0,2.1,,,,2.0,1.65,1.51,2.2,0.5,,,,,,,,,,,,1374.17,1534.62
G1,29/12/04,Ionikos,AEK,2,3,A,1,2,A,3.8,3.2,1.8,4.15,3.15,1.85,3.95,3.1,1.85,3.8,3.1,1.8,4.0,3.1,1.8,4.0,3.1,1.83,,,,1.95,1.71,1.74,1.85,0.5,,,,,,,,,,,,1440.84,1688.27
G1,29/12/04,Kalamaria,Chalkidona,0,2,A,0,1,A,2.5,3.1,2.5,2.6,2.95,2.65,2.55,3.0,2.55,2.6,3.0,2.4,2.5,3.0,2.5,2.6,3.0,2.5,,,,2.0,1.65,2.55,1.38,-0.5,,,,,,,,,,,,1384.61,1486.76
G1,29/12/04,Kalithea,Iraklis,2,1,H,1,1,D,2.1,3.2,3.0,2.35,3.15,2.8,2.1,3.1,3.15,2.0,3.1,3.2,2.1,2.9,3.2,2.2,3.1,3.0,,,,1.83,1.83,2.1,1.56,-0.5,,,,,,,,,,,,1425.59,1492.31
G1,29/12/04,Olympiakos,Kerkyra,3,0,H,2,0,H,1.1,7.0,13.0,1.08,7.5,23.0,1.1,7.0,17.0,1.1,7.0,15.0,1.1,6.0,17.0,1.1,7.0,15.0,,,,1.5,2.3,,,,,,,,,,,,,,,1812.75,1405.7
G1,29/12/04,Panathinaikos,PAOK,2,1,H,1,1,D,1.3,4.0,9.5,1.3,4.3,10.0,1.3,4.25,9.0,1.3,4.2,8.0,1.28,4.2,9.0,1.3,4.33,8.5,,,,1.71,1.95,1.3,2.89,-0.5,,,,,,,,,,,,1797.24,1594.74
G1,29/12/04,Xanthi,OFI,2,1,H,0,0,D,1.8,3.2,3.8,1.85,3.05,4.3,1.8,3.1,4.2,1.85,3.1,3.6,1.83,3.0,4.0,1.8,3.2,4.0,,,,1.79,1.85,1.8,1.78,-0.5,,,,,,,,,,,,1463.31,1462.17
G1,08/01/05,Chalkidona,Egaleo,1,1,D,0,1,A,2.1,3.1,3.1,2.3,2.8,3.25,2.15,2.9,3.25,2.1,3.0,3.1,2.2,3.0,3.0,2.1,3.0,3.2,,,,2.1,1.6,2.15,1.53,-0.5,,,,,,,,,,,,1499.18,1519.97
G1,08/01/05,Kalithea,Xanthi,2,3,A,0,0,D,2.2,3.2,2.8,2.25,3.0,3.1,2.25,3.0,2.95,2.2,3.0,2.9,2.2,3.0,3.0,2.2,3.0,3.0,,,,1.85,1.79,2.25,1.49,-0.5,,,,,,,,,,,,1436.9,1472.27
G1,09/01/05,AEK,Panathinaikos,1,0,H,0,0,D,2.6,3.0,2.5,2.95,2.9,2.4,2.55,3.0,2.55,2.55,3.0,2.45,2.62,3.0,2.5,2.6,3.0,2.5,,,,1.95,1.71,2.55,1.38,-0.5,,,,,,,,,,,,1695.76,1800.97
G1,09/01/05,Iraklis,Aris,0,0,D,0,0,D,2.1,3.0,3.2,2.1,2.85,3.65,2.1,3.0,3.25,2.3,2.9,2.8,2.1,3.0,3.2,2.1,2.88,3.4,,,,2.1,1.6,2.1,1.56,-0.5,,,,,,,,,,,,1481.0,1458.28
G1,09/01/05,Kerkyra,Ergotelis,0,1,A,0,1,A,1.8,3.2,4.0,1.75,3.2,4.55,1.85,3.2,3.75,1.75,3.1,4.2,1.8,3.2,4.0,1.85,3.25,3.6,,,,1.95,1.71,1.85,1.73,-0.5,,,,,,,,,,,,1404.42,1388.82
G1,09/01/05,OFI,Ionikos,2,0,H,2,0,H,1.8,3.2,4.0,1.7,3.2,5.0,1.75,3.25,4.2,1.75,3.2,4.0,1.73,3.2,4.33,1.8,3.1,4.0,,,,1.75,1.9,1.75,1.83,-0.5,,,,,,,,,,,,1453.21,1433.35
G1,09/01/05,PAOK,Kalamaria,5,2,H,4,1,H,1.33,4.33,7.0,1.3,4.55,9.0,1.3,4.25,9.0,1.3,4.2,8.0,1.29,4.5,8.0,1.3,4.33,8.0,,,,1.65,2.0,1.3,2.89,-0.5,,,,,,,,,,,,1591.01,1372.19
G1,15/01/05,Egaleo,PAOK,2,1,H,0,1,A,2.25,3.0,2.87,2.3,3.0,3.0,2.35,3.0,2.8,2.3,3.0,2.7,2.25,3.0,2.88,2.38,3.0,2.8,2.5,2.9,2.6,2.0,1.65,2.35,1.45,-0.5,,,,,,,,,,,,1522.77,1594.45
G1,15/01/05,Kalamaria,AEK,2,1,H,2,0,H,6.0,3.75,1.44,7.35,4.0,1.4,7.0,3.85,1.4,6.5,3.7,1.4,7.0,3.75,1.4,7.5,3.75,1.4,,,,2.0,1.65,,,,,,,,,,,,,,,1368.75,1708.45
G1,16/01/05,Aris,Kalithea,2,2,D,1,1,D,1.9,3.2,3.5,1.85,2.95,4.5,1.9,3.1,3.75,1.9,3.0,3.6,1.83,3.0,4.0,1.91,3.2,3.6,,,,2.0,1.65,1.9,1.7,-0.5,,,,,,,,,,,,1462.52,1422.1
G1,16/01/05,Chalkidona,Kerkyra,0,0,D,0,0,D,1.57,3.5,5.0,1.45,3.75,7.0,1.5,3.6,5.75,1.45,3.6,5.8,1.5,3.4,6.0,1.53,3.5,5.5,,,,1.75,1.9,1.5,2.21,-0.5,,,,,,,,,,,,1496.38,1387.91
G1,16/01/05,Ergotelis,Panionios,0,3,A,0,2,A,2.37,3.1,2.62,2.75,2.9,2.55,2.55,2.9,2.6,2.55,2.9,2.55,2.5,3.0,2.62,2.5,3.0,2.6,,,,2.0,1.65,2.55,1.37,-0.5,,,,,,,,,,,,1405.33,1548.38
G1,16/01/05,Olympiakos,Iraklis,1,0,H,0,0,D,1.14,6.0,12.0,1.15,6.0,16.0,1.15,5.85,13.0,1.15,6.0,12.0,1.14,6.0,13.0,1.18,5.5,12.0,1.2,5.0,11.0,1.5,2.3,,,,,,,,,,,,,,,1814.03,1476.76
G1,16/01/05,Panathinaikos,OFI,5,1,H,2,0,H,1.14,6.0,12.0,1.12,7.0,15.0,1.13,6.0,15.0,1.12,6.5,13.0,1.14,6.0,13.0,1.18,5.5,12.0,1.15,6.0,11.0,1.65,2.0,,,,,,,,,,,,,,,1788.28,1461.56
G1,17/01/05,Xanthi,Ionikos,2,0,H,1,0,H,1.53,3.6,5.0,1.5,3.6,6.5,1.5,3.6,5.75,1.45,3.8,5.4,1.5,3.4,6.0,1.53,3.5,5.5,,,,1.71,1.95,2.15,1.42,-1.5,,,,,,,,,,,,1487.07,1425.0
G1,22/01/05,Aris,Xanthi,2,1,H,1,0,H,2.5,2.87,2.62,2.45,2.75,3.05,2.4,2.9,2.8,2.3,3.0,2.7,2.6,2.8,2.6,2.5,2.9,2.7,,,,2.0,1.65,2.4,1.42,-0.5,,,,,,,,,,,,1457.73,1494.13
G1,22/01/05,Panionios,Chalkidona,0,0,D,0,0,D,1.9,3.0,3.75,1.95,2.95,4.0,1.9,3.1,3.75,1.9,3.0,3.6,2.0,2.9,3.5,1.91,3.2,3.6,,,,2.1,1.6,1.9,1.7,-0.5,,,,,,,,,,,,1559.34,1489.67
G1,23/01/05,AEK,Egaleo,1,0,H,0,0,D,1.5,3.4,6.0,1.5,3.6,6.4,1.5,3.6,5.75,1.55,3.5,4.8,1.44,3.5,6.5,1.44,3.75,6.5,1.44,3.5,7.0,2.0,1.65,1.5,2.21,-0.5,,,,,,,,,,,,1688.48,1534.25
G1,23/01/05,Ionikos,Panathinaikos,0,0,D,0,0,D,8.0,4.0,1.33,9.0,4.0,1.35,7.5,4.0,1.36,7.0,4.0,1.35,8.0,3.7,1.36,7.5,4.0,1.36,,,,1.85,1.79,2.61,1.36,0.5,,,,,,,,,,,,1417.94,1790.25
G1,23/01/05,Iraklis,Ergotelis,2,0,H,1,0,H,1.61,3.5,4.5,1.65,3.4,5.0,1.67,3.3,4.6,1.65,3.3,4.4,1.61,3.4,4.7,1.62,3.4,5.0,,,,1.83,1.83,,,,,,,,,,,,,,,1474.89,1394.37
G1,23/01/05,Kalithea,Olympiakos,1,1,D,0,1,A,8.0,4.0,1.33,9.0,4.0,1.35,7.0,3.85,1.4,6.0,3.9,1.4,8.0,3.7,1.36,7.5,4.0,1.36,,,,1.65,2.0,1.52,1.95,1.5,,,,,,,,,,,,1426.89,1815.9
G1,23/01/05,Kerkyra,PAOK,0,1,A,0,0,D,2.7,3.0,2.37,3.05,2.9,2.35,2.7,3.0,2.4,2.6,3.0,2.4,2.8,2.9,2.3,2.75,3.0,2.4,,,,1.85,1.79,1.42,2.4,0.5,,,,,,,,,,,,1394.62,1582.97
G1,23/01/05,OFI,Kalamaria,0,0,D,0,0,D,1.5,3.5,5.5,1.5,3.45,7.0,1.5,3.6,5.75,1.5,3.7,5.0,1.5,3.4,6.0,1.53,3.6,5.5,,,,1.71,1.95,1.5,2.21,-0.5,,,,,,,,,,,,1459.59,1388.72
G1,29/01/05,Kalamaria,Ionikos,1,1,D,1,0,H,,,,2.1,3.0,3.45,2.1,3.0,3.25,2.1,2.9,3.2,2.1,2.9,3.2,2.0,3.0,3.5,2.1,3.0,3.25,,,,,,,,,,,,,,,,,1394.42,1426.13
G1,29/01/05,PAOK,Panionios,1,0,H,0,0,D,,,,1.7,3.2,5.0,1.7,3.3,4.4,1.65,3.1,4.8,1.7,3.1,4.5,1.667,3.25,4.75,1.7,3.3,4.4,,,,,,,,,,,,,,,,,1592.36,1553.68
G1,30/01/05,Chalkidona,Iraklis,0,0,D,0,0,D,,,,2.0,3.0,3.75,1.9,3.2,3.6,1.9,2.9,3.8,2.0,2.9,3.5,2.0,3.2,3.3,1.9,3.2,3.6,,,,,,,,,,,,,,,,,1495.33,1481.42
G1,30/01/05,Egaleo,OFI,2,0,H,0,0,D,1.8,3.2,4.0,1.8,3.2,4.3,1.8,3.1,4.15,1.8,3.0,4.0,1.727,3.2,4.2,1.8,3.2,4.0,1.8,3.1,4.15,,,,,,,,,,,,,,,,,1529.55,1453.89
G1,30/01/05,Ergotelis,Kalithea,1,1,D,1,0,H,2.37,3.0,2.75,2.3,3.0,3.0,2.35,3.0,2.75,2.3,3.0,2.7,2.2,3.0,2.9,2.2,3.0,3.1,2.35,3.0,2.75,,,,,,,,,,,,,,,,,1387.84,1435.41
G1,30/01/05,Kerkyra,AEK,2,2,D,1,1,D,4.5,3.5,1.61,5.4,3.45,1.6,5.5,3.2,1.6,5.0,3.2,1.6,5.5,3.4,1.533,5.0,3.6,1.571,5.5,3.2,1.6,,,,,,,,,,,,,,,,,1385.23,1693.18
G1,30/01/05,Olympiakos,Aris,2,1,H,1,1,D,1.12,6.0,15.0,1.15,5.9,16.0,1.18,5.5,11.0,1.17,5.5,11.0,1.167,5.5,13.0,1.2,5.0,12.0,1.18,5.5,11.0,,,,,,,,,,,,,,,,,1807.38,1467.97
G1,30/01/05,Xanthi,Panathinaikos,3,1,H,2,1,H,4.33,3.39,1.66,5.35,3.25,1.65,4.6,3.2,1.7,4.6,3.0,1.7,5.0,3.0,1.667,4.75,3.25,1.667,4.6,3.2,1.7,,,,,,,,,,,,,,,,,1483.89,1782.06
G1,05/02/05,Panionios,Olympiakos,0,2,A,0,0,D,5.5,3.25,1.57,5.3,3.1,1.7,4.5,3.2,1.7,4.4,3.3,1.65,5.0,3.0,1.67,,,,,,,1.95,1.71,1.87,1.7,0.5,,,,,,,,,,,,1545.92,1809.23
G1,12/02/05,Aris,Ergotelis,1,1,D,0,1,A,1.66,3.4,4.33,1.6,3.25,6.0,1.6,3.25,5.25,1.65,3.2,4.2,1.61,3.25,5.0,1.67,3.4,4.5,,,,2.0,1.65,1.6,2.01,-0.5,,,,,,,,,,,,1466.12,1385.97
G1,12/02/05,Olympiakos,Xanthi,0,0,D,0,0,D,1.22,5.0,9.5,1.25,5.0,10.0,1.25,4.5,9.75,1.27,4.2,9.0,1.2,5.0,10.0,1.25,5.0,9.0,,,,1.65,2.0,1.69,1.74,-1.5,,,,,,,,,,,,1816.25,1502.84
G1,12/02/05,Panathinaikos,Kalamaria,5,1,H,3,0,H,1.12,6.5,12.0,1.1,7.5,18.0,1.11,7.0,12.5,1.12,6.5,13.0,1.08,7.0,17.0,1.12,6.5,13.0,,,,,,1.11,4.49,-0.5,,,,,,,,,,,,1763.11,1391.99
G1,13/02/05,Ionikos,Egaleo,1,1,D,0,1,A,2.62,2.9,2.5,2.7,2.85,2.65,2.6,2.8,2.6,2.5,2.9,2.6,2.6,2.8,2.6,2.6,2.9,2.6,,,,2.2,1.55,2.6,1.35,-0.5,,,,,,,,,,,,1428.56,1536.22
G1,13/02/05,Iraklis,PAOK,1,0,H,0,0,D,2.62,3.1,2.37,2.75,3.0,2.5,2.65,2.95,2.45,2.65,2.9,2.45,2.6,3.0,2.4,2.62,3.0,2.5,2.5,2.95,2.6,1.95,1.71,1.4,2.45,0.5,,,,,,,,,,,,1485.38,1600.12
G1,13/02/05,Kalithea,Chalkidona,3,1,H,2,1,H,2.2,3.0,3.0,2.35,2.95,3.0,2.2,2.95,3.0,2.2,2.9,3.0,2.25,2.9,2.9,2.25,3.0,3.0,,,,2.1,1.6,2.2,1.49,-0.5,,,,,,,,,,,,1437.28,1491.37
G1,13/02/05,OFI,Kerkyra,3,1,H,1,1,D,1.57,3.5,5.0,1.6,3.35,5.65,1.57,3.4,5.25,1.6,3.4,4.6,1.53,3.4,5.5,1.57,3.4,5.5,,,,1.85,1.79,1.57,2.06,-0.5,,,,,,,,,,,,1447.22,1391.93
G1,13/02/05,Panionios,AEK,1,1,D,1,0,H,3.75,3.2,1.83,3.9,2.9,2.0,3.75,2.9,1.95,3.2,3.1,2.0,3.75,3.1,1.83,3.75,3.1,1.91,3.75,3.0,1.9,2.0,1.65,1.64,1.95,0.5,,,,,,,,,,,,1538.9,1686.48
G1,19/02/05,AEK,Iraklis,2,1,H,0,0,D,1.36,4.0,7.0,1.35,4.25,8.0,1.35,4.25,6.75,1.35,4.0,7.0,1.36,4.0,7.0,1.4,3.75,7.5,1.35,4.0,7.5,1.9,1.75,1.9,1.56,-1.5,,,,,,,,,,,,1684.78,1498.41
G1,19/02/05,Kerkyra,Ionikos,2,2,D,0,1,A,2.1,3.0,3.2,2.05,2.95,3.65,2.15,3.0,3.1,2.1,2.9,3.2,2.1,3.0,3.1,2.2,2.8,3.25,,,,2.1,1.6,2.15,1.52,-0.5,,,,,,,,,,,,1384.67,1428.84
G1,19/02/05,Xanthi,Kalamaria,4,1,H,2,1,H,1.36,4.0,7.0,1.4,4.0,7.5,1.35,4.25,6.75,1.35,4.0,7.0,1.36,4.0,7.0,1.44,3.6,7.0,,,,1.71,1.95,1.9,1.56,-1.5,,,,,,,,,,,,1513.22,1390.43
G1,20/02/05,Chalkidona,Aris,1,0,H,0,0,D,2.0,3.0,3.4,1.95,2.95,4.0,2.0,3.0,3.45,1.85,3.1,3.6,2.1,2.9,3.2,2.1,2.8,3.6,,,,2.0,1.65,2.0,1.6,-0.5,,,,,,,,,,,,1480.51,1460.16
G1,20/02/05,Egaleo,Panathinaikos,0,1,A,0,1,A,4.2,3.25,1.72,5.1,3.15,1.7,4.3,3.3,1.7,4.0,3.2,1.75,4.33,3.0,1.75,4.5,3.2,1.73,4.5,3.2,1.7,2.0,1.65,1.87,1.7,0.5,,,,,,,,,,,,1535.94,1764.67
G1,20/02/05,Ergotelis,Olympiakos,2,1,H,1,1,D,7.0,4.0,1.36,9.0,4.55,1.3,6.75,4.25,1.35,7.5,3.8,1.35,7.5,4.0,1.33,7.5,3.75,1.4,,,,1.71,1.95,1.56,1.9,1.5,,,,,,,,,,,,1391.93,1805.87
G1,20/02/05,Panionios,OFI,2,1,H,0,1,A,1.9,3.1,3.6,1.8,3.15,4.4,1.9,3.1,3.65,1.8,3.1,3.8,1.8,3.2,3.75,2.0,3.0,3.5,,,,2.0,1.65,1.9,1.68,-0.5,,,,,,,,,,,,1540.6,1454.48
G1,20/02/05,PAOK,Kalithea,3,1,H,1,1,D,1.57,3.5,5.0,1.6,3.4,5.5,1.55,3.5,5.2,1.55,3.5,4.8,1.5,3.5,5.5,1.6,3.4,5.0,,,,1.71,1.95,1.55,2.09,-0.5,,,,,,,,,,,,1587.09,1448.14
G1,26/02/05,Ionikos,Panionios,0,0,D,0,0,D,2.37,3.0,2.75,2.45,2.9,2.9,2.35,2.9,2.85,2.45,2.9,2.65,2.3,3.0,2.8,2.4,3.0,2.75,,,,2.1,1.6,2.35,1.44,-0.5,,,,,,,,,,,,1430.83,1546.98
G1,26/02/05,Kalamaria,Egaleo,1,1,D,1,1,D,2.75,3.0,2.37,2.95,2.9,2.4,2.8,2.9,2.4,2.6,3.0,2.4,2.6,2.9,2.5,2.75,3.0,2.4,,,,2.1,1.6,1.42,2.4,0.5,,,,,,,,,,,,1385.0,1527.87
G1,26/02/05,Kalithea,AEK,1,2,A,0,2,A,3.75,3.2,1.83,4.1,3.15,1.85,3.7,3.1,1.9,3.5,3.2,1.85,3.6,3.1,1.9,3.75,3.2,1.85,,,,1.9,1.75,1.69,1.9,0.5,,,,,,,,,,,,1443.1,1688.81
G1,27/02/05,Aris,PAOK,1,3,A,0,3,A,2.5,3.1,2.5,2.5,2.95,2.75,2.55,2.9,2.6,2.55,2.8,2.65,2.5,2.88,2.6,2.6,3.0,2.5,,,,2.2,1.55,2.55,1.37,-0.5,,,,,,,,,,,,1451.82,1592.13
G1,27/02/05,Ergotelis,Xanthi,0,2,A,0,1,A,2.75,3.0,2.37,2.7,3.0,2.5,2.65,2.9,2.5,2.55,3.0,2.45,2.7,3.0,2.38,2.75,3.0,2.4,,,,1.9,1.75,1.38,2.5,0.5,,,,,,,,,,,,1413.41,1518.65
G1,27/02/05,Iraklis,OFI,1,0,H,0,0,D,1.83,3.2,3.75,1.95,3.1,3.75,1.95,3.1,3.5,2.0,3.1,3.2,1.91,3.2,3.4,2.0,3.0,3.5,,,,1.95,1.71,1.95,1.64,-0.5,,,,,,,,,,,,1494.38,1448.1
G1,27/02/05,Olympiakos,Chalkidona,3,0,H,2,0,H,1.16,5.5,11.0,1.22,5.0,12.0,1.2,5.0,12.0,1.22,4.8,9.5,1.17,5.5,11.0,1.2,5.5,10.0,,,,1.75,1.9,,,,,,,,,,,,,,,1784.39,1488.85
G1,27/02/05,Panathinaikos,Kerkyra,1,0,H,0,0,D,1.1,7.0,13.0,1.05,9.0,26.0,1.1,7.0,15.0,1.1,7.0,15.0,1.1,6.5,14.0,1.1,7.5,13.0,,,,1.55,2.2,,,,,,,,,,,,,,,1772.74,1382.68
G1,05/03/05,OFI,Kalithea,1,1,D,0,0,D,1.72,3.2,4.33,1.75,3.2,4.65,1.8,3.15,3.9,1.8,3.0,4.0,1.8,3.25,3.75,1.8,3.25,4.0,,,,1.83,1.83,3.0,1.2,-1.5,,,,,,,,,,,,1440.57,1435.56
G1,05/03/05,Xanthi,Egaleo,2,0,H,1,0,H,1.66,3.25,4.5,1.7,3.3,4.8,1.8,3.15,3.9,1.7,3.1,4.4,1.62,3.25,5.0,1.75,3.2,4.33,,,,1.65,2.0,3.0,1.2,-1.5,,,,,,,,,,,,1530.96,1526.34
G1,06/03/05,AEK,Aris,1,0,H,0,0,D,1.28,4.5,8.0,1.28,4.65,10.0,1.3,4.4,7.5,1.3,4.2,8.0,1.25,4.33,10.0,1.29,4.5,8.5,1.3,4.5,7.5,1.65,2.0,1.82,1.61,-1.5,,,,,,,,,,,,1696.35,1440.76
G1,06/03/05,Chalkidona,Ergotelis,2,0,H,1,0,H,1.61,3.25,5.0,1.6,3.35,5.75,1.65,3.25,4.75,1.7,3.1,4.4,1.62,3.25,5.0,1.62,3.4,5.0,,,,1.65,2.0,2.55,1.29,-1.5,,,,,,,,,,,,1486.52,1401.1
G1,06/03/05,Iraklis,Ionikos,2,0,H,1,0,H,1.61,3.25,5.0,1.65,3.3,5.3,1.65,3.25,4.75,1.65,3.2,4.6,1.67,3.25,4.5,1.67,3.3,4.75,,,,1.71,1.95,2.55,1.29,-1.5,,,,,,,,,,,,1501.91,1431.41
G1,06/03/05,Kerkyra,Kalamaria,0,2,A,0,1,A,1.83,3.0,4.0,1.7,3.2,5.0,1.9,3.05,3.65,2.0,3.0,3.3,1.9,3.1,3.5,1.85,3.2,3.75,,,,1.71,1.95,3.33,1.15,-1.5,,,,,,,,,,,,1381.28,1386.53
G1,06/03/05,Panionios,Panathinaikos,0,1,A,0,1,A,4.33,3.2,1.72,5.5,3.2,1.65,4.35,3.25,1.7,4.4,3.1,1.7,4.5,3.25,1.67,4.5,3.4,1.67,4.2,3.4,1.7,1.65,2.0,1.24,2.75,1.5,,,,,,,,,,,,1546.4,1774.14
G1,06/03/05,PAOK,Olympiakos,1,1,D,0,1,A,3.2,3.0,2.1,3.6,3.1,2.0,3.15,3.0,2.1,3.5,3.1,1.9,3.0,3.1,2.1,3.2,3.1,2.1,3.2,3.0,2.1,1.71,1.95,1.1,3.85,1.5,,,,,,,,,,,,1603.19,1786.72
G1,12/03/05,Kalamaria,Panionios,3,3,D,0,3,A,2.5,3.1,2.5,2.6,2.95,2.65,2.5,2.95,2.6,2.45,2.95,2.65,2.5,2.9,2.6,2.5,3.0,2.6,,,,2.0,1.65,2.5,1.38,-0.5,,,,,,,,,,,,1402.36,1538.3
G1,12/03/05,Panathinaikos,Iraklis,0,0,D,0,0,D,1.25,4.5,9.5,1.25,5.0,10.0,1.25,4.7,9.0,1.22,4.8,9.5,1.3,4.3,7.5,1.22,5.0,10.0,1.25,4.5,10.0,1.83,1.83,1.25,3.09,-0.5,,,,,,,,,,,,1782.24,1508.72
G1,13/03/05,Aris,OFI,3,2,H,3,1,H,2.1,3.0,3.2,1.9,3.0,4.15,2.0,3.0,3.45,2.0,2.9,3.4,1.9,3.1,3.5,2.05,3.1,3.25,2.0,3.1,3.3,2.0,1.65,2.0,1.6,-0.5,,,,,,,,,,,,1437.9,1436.9
G1,13/03/05,Chalkidona,Xanthi,2,1,H,0,0,D,2.5,3.1,2.5,2.6,2.9,2.7,2.55,2.9,2.6,2.6,2.8,2.6,2.5,2.9,2.6,2.5,3.0,2.6,,,,2.0,1.65,2.55,1.37,-0.5,,,,,,,,,,,,1492.92,1539.81
G1,13/03/05,Egaleo,Kerkyra,1,0,H,0,0,D,1.44,3.75,6.0,1.45,3.5,8.0,1.45,3.6,6.35,1.4,3.9,6.0,1.5,3.5,5.5,1.44,3.75,6.5,,,,2.0,1.65,2.11,1.44,-1.5,,,,,,,,,,,,1517.49,1365.45
G1,13/03/05,Ergotelis,PAOK,0,1,A,0,0,D,2.7,3.1,2.3,3.0,3.0,2.3,2.85,3.05,2.25,2.7,3.0,2.3,2.8,2.9,2.3,3.0,3.0,2.25,,,,1.85,1.79,1.47,2.25,0.5,,,,,,,,,,,,1394.7,1606.14
G1,13/03/05,Kalithea,Ionikos,0,0,D,0,0,D,1.83,3.2,3.75,2.0,2.75,4.25,1.85,3.0,4.0,2.0,2.9,3.4,2.1,2.8,3.3,2.0,3.0,3.6,,,,2.0,1.65,1.85,1.71,-0.5,,,,,,,,,,,,1439.23,1424.6
G1,13/03/05,Olympiakos,AEK,1,1,D,1,0,H,1.83,3.2,3.75,1.85,3.1,4.25,1.85,3.0,4.0,1.85,3.1,3.6,1.8,3.0,4.0,1.85,3.2,3.8,1.83,3.2,3.75,2.0,1.65,1.8,1.76,-0.5,,,,,,,,,,,,1783.77,1699.21
G1,19/03/05,Kalithea,Panathinaikos,0,2,A,0,1,A,7.0,3.75,1.4,7.5,3.95,1.4,6.5,3.5,1.47,7.0,4.0,1.35,6.5,3.5,1.44,7.0,3.6,1.44,,,,1.95,1.71,2.28,1.47,0.5,,,,,,,,,,,,1435.25,1772.35
G1,19/03/05,Xanthi,Kerkyra,1,1,D,0,0,D,1.3,4.33,8.0,1.3,4.5,9.5,1.3,4.5,8.0,1.27,4.3,8.5,1.3,4.2,8.0,1.33,4.33,7.5,,,,1.75,1.9,1.3,2.88,-0.5,,,,,,,,,,,,1529.21,1360.7
G1,20/03/05,AEK,Ergotelis,3,0,H,1,0,H,1.2,5.5,11.0,1.18,6.0,12.0,1.18,5.5,11.0,1.17,5.5,11.0,1.17,6.0,10.0,1.17,6.0,11.0,,,,1.71,1.95,,,,,,,,,,,,,,,1705.29,1386.08
G1,20/03/05,Ionikos,Aris,2,1,H,0,0,D,2.2,2.8,3.2,2.4,2.75,3.15,2.2,2.85,3.2,2.1,2.9,3.2,2.2,2.8,3.1,2.2,2.88,3.2,,,,2.1,1.6,2.2,1.51,-0.5,,,,,,,,,,,,1428.58,1446.87
G1,20/03/05,Iraklis,Kalamaria,2,3,A,0,3,A,1.5,3.6,5.5,1.6,3.5,5.25,1.55,3.4,5.5,1.6,3.5,4.4,1.57,3.4,5.0,1.57,3.6,5.0,,,,1.75,1.9,1.55,2.1,-0.5,,,,,,,,,,,,1518.61,1403.65
G1,20/03/05,OFI,Olympiakos,1,1,D,0,0,D,5.5,3.75,1.5,5.5,3.4,1.6,5.0,3.4,1.6,4.4,3.3,1.65,5.5,3.4,1.53,5.0,3.6,1.57,5.5,3.4,1.55,1.95,1.71,2.02,1.6,0.5,,,,,,,,,,,,1427.93,1777.69
G1,20/03/05,Panionios,Egaleo,0,0,D,0,0,D,2.2,2.8,3.2,2.1,2.8,3.75,2.2,2.85,3.2,2.2,2.9,3.0,2.2,2.75,3.2,2.2,3.0,3.1,2.1,3.1,3.1,2.2,1.55,2.2,1.51,-0.5,,,,,,,,,,,,1537.01,1522.24
G1,20/03/05,PAOK,Chalkidona,2,1,H,1,1,D,1.57,3.5,5.0,1.65,3.4,5.0,1.6,3.4,5.0,1.55,3.5,4.8,1.57,3.4,5.0,1.7,3.4,4.33,,,,1.85,1.79,1.6,2.02,-0.5,,,,,,,,,,,,1614.76,1503.52
