Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,BWH,BWD,BWA,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SBH,SBD,SBA,WHH,WHD,WHA,GB>2.5,GB<2.5,GBAHH,GBAHA,GBAH,LBAHH,LBAHA,LBAH,B365AHH,B365AHA,B365AH,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,EloHome,EloAway
F1,25/09/04,Bordeaux,Toulouse,1,1,D,0,0,D,1.8,3.25,4.0,1.8,3.2,4.1,1.85,3.15,4.0,1.85,3.1,3.6,1.8,3.2,4.0,1.8,3.2,4.0,1.72,3.1,4.5,2.0,1.65,1.85,1.76,-0.5,2.04,1.8,-0.75,,,,,,,,,,,,,1724.42,1665.78
F1,25/09/04,Lille,Metz,4,0,H,1,0,H,1.9,3.2,3.6,1.95,3.1,3.6,2.0,3.0,3.6,1.9,3.1,3.5,2.0,3.0,3.4,1.91,3.1,3.75,1.9,3.1,3.6,2.1,1.6,2.0,1.64,-0.5,1.98,1.86,-0.5,,,,,,,,,,,,,1710.74,1675.65
F1,25/09/04,Lyon,Monaco,0,0,D,0,0,D,2.1,3.0,3.25,1.9,3.1,3.8,2.1,3.0,3.3,1.9,3.1,3.5,2.0,3.0,3.4,2.1,3.0,3.25,2.1,3.0,3.2,1.95,1.71,1.77,2.05,-0.25,1.8,2.04,-0.25,,,,,,,,,,,,,1874.82,1828.76
F1,25/09/04,Marseille,Bastia,1,0,H,0,0,D,1.61,3.4,5.0,1.55,3.3,6.0,1.67,3.25,5.0,1.65,3.3,4.4,1.66,3.25,4.5,1.7,3.2,4.75,1.66,3.3,4.5,2.1,1.6,1.95,1.85,-0.75,1.94,1.9,-0.75,,,,,,,,,,,,,1693.69,1645.89
F1,25/09/04,Nice,Rennes,2,0,H,2,0,H,2.2,3.0,3.1,2.25,3.1,2.9,2.2,3.0,3.1,2.2,2.9,3.0,2.2,3.0,3.0,2.2,3.0,3.1,2.2,3.0,3.0,2.2,1.55,1.85,1.95,-0.25,1.88,1.96,-0.25,,,,,,,,,,,,,1664.21,1708.72
F1,25/09/04,Paris SG,Strasbourg,1,0,H,0,0,D,1.57,3.4,5.5,1.45,3.7,6.5,1.55,3.5,5.5,1.5,3.5,5.4,1.5,3.4,6.0,1.57,3.4,5.5,1.53,3.25,6.0,2.0,1.65,1.95,1.85,-1.0,2.0,1.84,-1.0,,,,,,,,,,,,,1766.76,1619.61
F1,25/09/04,Sochaux,St Etienne,2,1,H,1,1,D,1.72,3.25,4.33,1.7,3.1,5.0,1.75,3.25,4.3,1.75,3.2,4.0,1.66,3.25,4.5,1.8,3.2,4.0,1.83,3.0,4.0,2.1,1.6,1.9,1.9,-0.75,1.96,1.88,-0.75,,,,,,,,,,,,,1712.12,1661.85
F1,26/09/04,Nantes,Lens,1,0,H,0,0,D,2.1,3.0,3.25,2.1,3.1,3.2,2.15,3.0,3.2,2.2,2.9,3.0,2.2,3.0,3.0,2.2,3.0,3.1,2.15,2.9,3.2,2.2,1.55,1.85,1.95,-0.25,1.88,1.96,-0.25,,,,,,,,,,,,,1710.41,1707.7
F1,02/10/04,Bastia,Paris SG,1,2,A,1,2,A,2.37,3.0,2.75,2.5,3.15,2.6,2.4,2.95,2.8,2.3,2.9,2.8,2.25,3.2,2.75,2.5,3.0,2.6,2.4,2.87,2.8,2.1,1.6,1.75,2.1,0.0,1.76,2.08,0.0,,,,,,,,,,,,,1638.41,1771.62
F1,02/10/04,Caen,Bordeaux,1,1,D,1,0,H,2.37,3.2,2.62,2.35,3.15,2.8,2.5,3.0,2.65,2.4,2.9,2.7,2.38,3.0,2.75,2.5,3.0,2.6,2.5,2.9,2.62,2.1,1.6,1.8,2.0,0.0,1.8,2.04,0.0,,,,,,,,,,,,,1679.11,1719.08
F1,02/10/04,Istres,Marseille,0,2,A,0,1,A,3.1,3.0,2.2,3.2,3.2,2.05,3.3,3.0,2.1,3.4,2.9,2.0,3.2,3.2,2.0,3.25,3.0,2.1,3.75,3.0,1.9,2.2,1.55,1.95,1.85,0.25,1.98,1.86,0.25,,,,,,,,,,,,,1578.04,1701.17
F1,02/10/04,Lens,Ajaccio,1,1,D,1,1,D,1.61,3.25,5.0,1.6,3.4,5.5,1.6,3.35,5.3,1.6,3.3,4.8,1.62,3.25,5.0,1.62,3.4,5.0,1.61,3.1,5.5,2.0,1.65,1.75,2.1,-0.75,1.82,2.02,-0.75,,,,,,,,,,,,,1698.79,1602.49
F1,02/10/04,Monaco,Nice,3,4,A,2,0,H,1.44,3.6,7.0,1.4,3.9,7.5,1.45,3.5,7.3,1.55,3.4,5.0,1.53,3.25,6.0,1.44,3.6,7.0,1.5,3.3,6.5,1.9,1.75,2.1,1.75,-1.25,2.08,1.76,-1.25,,,,,,,,,,,,,1833.73,1674.73
F1,02/10/04,Strasbourg,Nantes,0,2,A,0,1,A,2.37,3.0,2.75,2.3,3.1,2.9,2.45,2.9,2.8,2.4,2.9,2.7,2.38,2.8,2.88,2.4,2.88,2.88,2.4,2.87,2.8,2.1,1.6,1.75,2.1,0.0,1.78,2.06,0.0,,,,,,,,,,,,,1614.75,1719.32
F1,03/10/04,Metz,Sochaux,0,0,D,0,0,D,2.2,3.0,3.1,2.0,3.25,3.4,2.15,3.0,3.2,2.2,2.9,3.0,2.0,3.2,3.2,2.2,3.0,3.1,2.1,2.87,3.3,2.1,1.6,1.95,1.85,-0.25,1.98,1.86,-0.25,,,,,,,,,,,,,1667.78,1719.53
F1,03/10/04,Rennes,Lille,0,1,A,0,0,D,2.1,3.0,3.25,2.1,3.15,3.25,2.0,3.1,3.45,1.9,3.1,3.5,1.91,3.2,3.5,2.1,3.0,3.25,2.0,2.87,3.6,2.1,1.6,1.75,2.1,-0.25,1.78,2.06,-0.25,,,,,,,,,,,,,1698.2,1718.61
F1,03/10/04,St Etienne,Lyon,2,3,A,0,1,A,3.5,3.0,2.0,3.75,3.25,1.9,3.6,3.0,2.0,3.2,2.9,2.1,3.2,3.0,2.1,3.6,3.0,2.0,3.75,3.0,1.9,2.1,1.6,1.64,2.0,0.5,1.76,2.08,0.5,,,,,,,,,,,,,1654.44,1869.85
F1,03/10/04,Toulouse,Auxerre,1,2,A,1,0,H,2.2,3.0,3.1,2.15,3.15,3.15,2.25,3.1,2.9,2.2,2.9,3.0,2.25,3.0,2.88,2.25,3.0,3.0,2.15,3.0,3.1,2.0,1.65,1.95,1.85,-0.25,1.72,2.12,0.0,,,,,,,,,,,,,1671.12,1757.61
F1,15/10/04,Lyon,Caen,4,0,H,3,0,H,1.36,4.0,7.5,1.35,4.0,9.0,1.4,3.75,7.75,1.4,3.7,6.5,1.4,3.6,7.5,1.4,3.75,7.5,1.4,3.5,8.0,1.9,1.75,2.1,1.53,-1.5,1.84,2.0,-1.25,,,,,,,,,,,,,1878.34,1676.97
F1,16/10/04,Ajaccio,Strasbourg,2,2,D,0,1,A,2.0,3.0,3.5,2.05,3.0,3.55,2.05,2.95,3.5,1.9,3.1,3.5,1.833,3.2,3.75,2.0,3.0,3.5,1.9,3.0,3.75,2.1,1.6,2.05,1.6,-0.5,2.0,1.84,-0.5,,,,,,,,,,,,,1608.89,1602.41
F1,16/10/04,Auxerre,Lens,3,0,H,2,0,H,1.72,3.25,4.33,1.7,3.3,4.75,1.8,3.1,4.25,1.8,3.1,3.8,1.727,3.2,4.333,1.8,3.2,4.0,1.8,3.0,4.2,2.0,1.65,1.8,1.79,-0.5,1.74,2.1,-0.5,,,,,,,,,,,,,1770.6,1692.39
F1,16/10/04,Bordeaux,Istres,2,2,D,1,1,D,1.4,3.75,7.5,1.55,3.5,5.75,1.5,3.6,6.0,1.45,3.6,5.8,1.444,3.6,6.5,1.44,3.75,6.5,1.5,3.3,6.5,2.1,1.6,1.5,2.25,-0.5,1.92,1.92,-1.0,,,,,,,,,,,,,1721.22,1566.37
F1,16/10/04,Lille,Bastia,2,1,H,1,1,D,1.61,3.4,5.0,1.6,3.5,5.25,1.65,3.25,5.0,1.7,3.2,4.2,1.727,3.2,4.333,1.62,3.4,5.0,1.7,3.0,5.0,2.2,1.55,1.65,1.97,-0.5,1.98,1.86,-0.75,,,,,,,,,,,,,1733.92,1627.1
F1,16/10/04,Metz,Monaco,1,1,D,0,0,D,3.0,3.0,2.25,2.75,3.1,2.4,2.9,3.0,2.3,2.8,2.9,2.3,2.75,3.0,2.375,2.88,3.0,2.3,3.1,2.87,2.2,2.1,1.6,1.47,2.3,0.5,1.92,1.92,0.25,,,,,,,,,,,,,1666.06,1813.32
F1,16/10/04,Nantes,Paris SG,1,0,H,0,0,D,2.25,3.0,3.0,2.4,3.1,2.75,2.3,3.0,2.9,2.2,3.0,2.9,2.25,3.0,2.875,2.3,3.0,2.88,2.37,2.9,2.8,2.0,1.65,2.3,1.47,-0.5,2.04,1.8,-0.25,,,,,,,,,,,,,1731.66,1782.93
F1,16/10/04,Nice,Toulouse,1,0,H,1,0,H,2.0,3.0,3.5,2.15,3.1,3.2,2.05,2.95,3.5,2.1,2.8,3.3,1.909,3.2,3.5,2.0,3.0,3.5,2.0,3.0,3.4,2.0,1.65,2.05,1.6,-0.5,1.82,2.02,-0.25,,,,,,,,,,,,,1695.14,1658.13
F1,16/10/04,Sochaux,Rennes,3,0,H,1,0,H,1.83,3.25,3.75,1.95,3.15,3.65,1.85,3.1,4.0,1.9,3.1,3.5,1.909,3.2,3.5,1.85,3.1,4.0,1.83,3.0,4.0,2.0,1.65,1.85,1.75,-0.5,1.9,1.94,-0.5,,,,,,,,,,,,,1721.25,1682.89
F1,17/10/04,Marseille,St Etienne,1,1,D,0,1,A,1.5,3.5,6.0,1.4,4.0,7.25,1.45,3.6,7.0,1.45,3.6,5.8,1.5,3.25,6.5,1.44,3.6,7.0,1.44,3.5,7.0,1.9,1.75,1.45,2.38,-0.5,2.1,1.74,-1.25,,,,,,,,,,,,,1712.84,1645.95
F1,23/10/04,Caen,Nantes,2,1,H,1,1,D,2.3,2.87,3.0,2.35,3.05,2.85,2.35,2.85,3.0,2.4,2.9,2.7,2.38,3.0,2.75,2.38,2.88,2.88,2.3,2.9,2.9,2.2,1.55,2.35,1.46,-0.5,1.74,2.1,0.0,,,,,,,,,,,,,1673.22,1742.42
F1,23/10/04,Istres,Lyon,0,0,D,0,0,D,5.0,3.2,1.66,5.0,3.4,1.65,5.2,3.2,1.65,4.4,3.3,1.65,4.5,3.25,1.67,4.75,3.2,1.7,5.0,3.3,1.61,2.0,1.65,1.98,1.65,0.5,1.96,1.88,1.0,,,,,,,,,,,,,1574.19,1882.09
F1,23/10/04,Paris SG,Ajaccio,1,0,H,1,0,H,1.57,3.4,5.5,1.5,3.55,6.5,1.55,3.5,5.5,1.5,3.5,5.4,1.5,3.4,6.0,1.57,3.4,5.5,1.53,3.3,6.0,1.9,1.75,1.55,2.14,-0.5,1.88,1.96,-1.25,,,,,,,,,,,,,1772.17,1605.17
F1,23/10/04,Rennes,Metz,3,1,H,2,1,H,2.0,3.0,3.5,2.05,3.1,3.4,2.0,3.0,3.6,1.9,3.0,3.6,2.0,3.0,3.4,2.0,3.0,3.5,1.95,3.0,3.6,2.0,1.65,2.0,1.64,-0.5,1.82,2.02,-0.5,,,,,,,,,,,,,1675.12,1667.75
F1,23/10/04,St Etienne,Bordeaux,0,0,D,0,0,D,2.5,3.0,2.6,2.55,3.1,2.6,2.55,3.0,2.6,2.4,2.8,2.8,2.5,3.0,2.6,2.5,2.88,2.75,2.5,2.8,2.75,2.1,1.6,2.55,1.39,-0.5,1.8,2.04,0.0,,,,,,,,,,,,,1651.53,1713.4
F1,23/10/04,Strasbourg,Nice,3,1,H,1,0,H,2.4,3.1,2.62,2.5,3.15,2.6,2.4,2.95,2.8,2.3,2.8,2.9,2.38,3.2,2.6,2.4,3.0,2.75,2.37,2.9,2.8,2.0,1.65,2.4,1.44,-0.5,1.76,2.08,0.0,,,,,,,,,,,,,1606.13,1702.95
F1,24/10/04,Bastia,Sochaux,1,1,D,1,1,D,2.2,3.0,3.0,2.15,3.2,3.1,2.2,3.0,3.1,2.2,3.0,2.9,2.0,3.2,3.2,2.2,3.0,3.1,2.15,2.9,3.2,2.1,1.6,2.2,1.52,-0.5,2.0,1.84,-0.25,,,,,,,,,,,,,1621.27,1729.02
F1,24/10/04,Lens,Marseille,0,0,D,0,0,D,2.37,2.87,2.87,2.45,3.05,2.75,2.4,2.85,2.9,2.3,2.9,2.8,2.25,3.2,2.75,2.38,2.88,2.88,2.4,2.8,2.87,2.1,1.6,2.4,1.44,-0.5,1.92,1.92,-0.25,,,,,,,,,,,,,1685.79,1707.26
F1,24/10/04,Monaco,Auxerre,0,0,D,0,0,D,1.72,3.2,4.5,1.85,3.2,4.0,1.75,3.2,4.4,1.75,3.1,4.2,1.73,3.2,4.33,1.73,3.2,4.5,1.72,3.1,4.5,1.83,1.83,1.75,1.85,-0.5,1.76,2.08,-0.75,,,,,,,,,,,,,1811.63,1777.2
F1,24/10/04,Toulouse,Lille,1,0,H,0,0,D,2.5,3.0,2.62,2.3,3.1,2.9,2.5,3.0,2.65,2.2,3.0,2.9,2.25,3.2,2.75,2.5,3.0,2.62,2.37,3.0,2.7,2.1,1.6,2.5,1.41,-0.5,1.8,2.04,-0.25,,,,,,,,,,,,,1650.32,1739.75
F1,29/10/04,Marseille,Monaco,1,1,D,1,1,D,2.3,3.1,2.7,2.3,3.1,2.9,2.35,2.95,2.9,2.3,2.8,2.9,2.38,3.0,2.75,2.3,2.88,3.0,2.3,2.9,2.9,2.1,1.6,2.35,1.46,-0.5,2.12,1.72,-0.25,,,,,,,,,,,,,1710.04,1807.02
F1,30/10/04,Ajaccio,Nantes,1,1,D,1,1,D,2.4,3.0,2.7,2.45,3.05,2.75,2.45,2.95,2.75,2.4,2.9,2.7,2.5,3.2,2.5,2.5,2.88,2.75,2.4,2.9,2.75,2.1,1.6,2.45,1.42,-0.5,1.8,2.04,0.0,,,,,,,,,,,,,1600.75,1731.03
F1,30/10/04,Auxerre,Paris SG,1,1,D,0,1,A,2.0,3.2,3.2,2.2,3.1,3.1,2.1,3.0,3.3,2.1,2.9,3.2,2.0,3.0,3.4,2.0,3.1,3.4,2.05,3.0,3.3,2.0,1.65,2.1,1.57,-0.5,1.76,2.08,-0.25,,,,,,,,,,,,,1781.81,1776.59
F1,30/10/04,Bordeaux,Lens,1,1,D,0,0,D,1.8,3.1,4.0,1.75,3.1,4.75,1.85,3.1,4.0,1.9,3.0,3.6,1.83,3.0,4.0,1.85,3.1,4.0,1.83,3.0,4.0,2.1,1.6,1.85,1.75,-0.5,2.02,1.82,-0.5,,,,,,,,,,,,,1714.77,1683.01
F1,30/10/04,Lille,St Etienne,1,0,H,1,0,H,1.57,3.25,5.5,1.55,3.45,6.0,1.6,3.3,5.5,1.7,3.1,4.4,1.62,3.2,5.5,1.67,3.25,4.75,1.66,3.1,5.0,2.0,1.65,1.6,2.06,-0.5,1.88,1.96,-0.75,,,,,,,,,,,,,1727.63,1650.16
F1,30/10/04,Lyon,Strasbourg,1,0,H,0,0,D,1.3,4.33,8.0,1.3,4.3,10.0,1.3,4.25,9.5,1.33,4.0,7.5,1.33,3.75,9.0,1.3,4.33,8.5,1.36,3.75,8.0,1.85,1.79,1.87,1.68,-1.5,2.0,1.84,-1.5,,,,,,,,,,,,,1875.39,1618.52
F1,30/10/04,Metz,Bastia,2,0,H,2,0,H,2.0,3.0,3.4,2.05,3.05,3.5,2.0,2.95,3.65,1.9,2.9,3.8,2.0,2.88,3.6,2.0,3.0,3.5,1.95,2.9,3.75,2.2,1.55,2.0,1.63,-0.5,2.02,1.82,-0.5,,,,,,,,,,,,,1658.99,1621.55
F1,30/10/04,Nice,Istres,0,0,D,0,0,D,1.61,3.25,5.0,1.6,3.2,6.0,1.62,3.3,5.25,1.65,3.1,4.8,1.57,3.25,5.5,1.62,3.2,5.5,1.61,3.1,5.5,2.1,1.6,1.62,2.03,-0.5,2.1,1.74,-1.0,,,,,,,,,,,,,1690.56,1580.89
F1,30/10/04,Rennes,Caen,1,1,D,0,0,D,1.72,3.1,4.5,1.8,3.15,4.25,1.83,3.0,4.4,1.8,3.0,4.0,1.8,3.0,4.33,1.75,3.2,4.33,1.8,3.1,4.0,2.0,1.65,1.8,1.8,-0.5,1.82,2.02,-0.5,,,,,,,,,,,,,1683.88,1684.61
F1,30/10/04,Sochaux,Toulouse,2,0,H,1,0,H,1.8,3.1,4.0,1.9,3.05,4.0,1.85,3.0,4.25,1.85,3.0,3.8,1.8,3.2,4.0,1.8,3.1,4.2,1.83,3.0,4.0,2.0,1.65,1.85,1.76,-0.5,1.84,2.0,-0.5,,,,,,,,,,,,,1728.74,1662.44
F1,06/11/04,Bastia,Rennes,1,1,D,1,0,H,2.1,3.0,3.25,2.25,3.1,3.0,2.1,3.0,3.3,2.0,2.9,3.4,2.0,2.88,3.6,2.1,3.0,3.25,2.05,2.9,3.4,2.2,1.55,2.1,1.57,-0.5,1.78,2.06,-0.25,1.8,2.1,-0.25,,,,,,,,,,1613.75,1680.4
F1,06/11/04,Caen,Sochaux,0,2,A,0,1,A,2.25,3.0,3.0,2.35,3.0,2.9,2.3,2.9,3.0,2.3,2.8,2.9,2.25,3.0,2.88,2.3,2.88,3.0,2.2,2.87,3.1,2.3,1.5,2.3,1.47,-0.5,2.08,1.76,-0.25,2.075,1.825,-0.25,,,,,,,,,,1688.09,1735.68
F1,06/11/04,Lens,Lyon,0,1,A,0,1,A,3.5,3.0,2.0,3.2,2.9,2.25,3.15,2.95,2.2,2.8,2.8,2.4,2.88,3.0,2.25,3.1,3.0,2.2,2.9,2.9,2.3,2.3,1.5,1.52,2.2,0.5,1.86,1.98,0.25,1.8,2.05,0.25,,,,,,,,,,1687.54,1878.23
F1,06/11/04,Monaco,Ajaccio,2,2,D,1,1,D,1.4,3.75,7.5,1.3,4.5,9.0,1.4,3.9,7.0,1.35,3.8,7.5,1.4,3.5,8.0,1.4,3.75,7.5,1.33,4.0,8.0,1.9,1.75,2.13,1.52,-1.5,1.86,1.98,-1.25,1.825,2.075,-1.25,,,,,,,,,,1807.13,1601.84
F1,06/11/04,St Etienne,Nice,2,1,H,1,1,D,2.25,3.0,3.0,2.3,2.9,3.1,2.3,2.9,3.0,2.2,2.7,3.2,2.2,3.0,3.0,2.25,3.0,3.0,2.2,2.87,3.1,2.3,1.5,2.3,1.47,-0.5,1.96,1.88,-0.25,2.0,1.9,-0.25,,,,,,,,,,1643.54,1683.82
F1,06/11/04,Strasbourg,Bordeaux,1,0,H,0,0,D,2.5,2.87,2.75,2.7,2.95,2.55,2.7,2.8,2.6,2.6,2.8,2.6,2.4,2.8,2.88,2.7,2.8,2.6,2.62,2.75,2.62,2.2,1.55,1.37,2.6,0.5,1.94,1.9,0.0,1.95,1.95,0.0,,,,,,,,,,1615.68,1710.24
F1,06/11/04,Toulouse,Metz,1,1,D,1,0,H,2.0,3.0,3.5,2.0,3.15,3.5,1.95,3.0,3.75,1.85,3.0,3.8,1.83,3.2,3.75,2.0,3.0,3.5,1.9,3.0,3.75,2.2,1.55,1.95,1.67,-0.5,2.02,1.82,-0.5,2.025,1.875,-0.5,,,,,,,,,,1655.5,1666.79
F1,07/11/04,Istres,Lille,0,2,A,0,1,A,3.1,3.0,2.2,3.5,2.85,2.15,3.1,2.9,2.25,3.0,2.9,2.2,3.2,3.0,2.1,3.0,3.0,2.25,3.2,3.0,2.1,2.3,1.5,1.5,2.25,0.5,1.84,2.0,0.25,1.85,2.05,0.25,,,,,,,,,,1587.63,1734.25
F1,07/11/04,Nantes,Auxerre,1,1,D,1,0,H,2.2,3.0,3.1,2.3,3.0,3.0,2.25,2.85,3.15,2.1,2.9,3.2,2.1,3.0,3.2,2.25,2.88,3.1,2.25,2.87,3.0,2.3,1.5,2.25,1.5,-0.5,1.96,1.88,-0.25,1.975,1.925,-0.25,,,,,,,,,,1729.94,1778.14
F1,07/11/04,Paris SG,Marseille,2,1,H,1,1,D,2.1,3.0,3.25,2.0,3.05,3.65,2.1,2.95,3.35,2.0,2.9,3.4,2.0,3.0,3.4,2.2,3.0,3.1,2.1,2.87,3.3,2.2,1.55,2.1,1.57,-0.5,1.8,2.04,-0.25,1.825,2.075,-0.25,,,,,,,,,,1780.26,1709.93
F1,13/11/04,Auxerre,Ajaccio,1,0,H,0,0,D,1.5,3.4,6.5,1.4,4.0,7.25,1.5,3.55,6.25,1.5,3.5,5.4,1.5,3.4,6.0,1.5,3.5,6.0,1.5,3.3,6.5,1.95,1.71,1.5,2.26,-0.5,1.98,1.86,-1.0,2.025,1.875,-1.0,,,,,,,,,,1779.99,1610.66
F1,13/11/04,Bastia,St Etienne,0,3,A,0,0,D,2.0,3.0,3.5,2.0,2.85,4.0,2.05,2.9,3.6,2.0,2.9,3.4,2.0,2.88,3.6,2.0,2.88,3.75,2.1,2.8,3.4,2.1,1.6,2.05,1.61,-0.5,1.72,2.12,-0.25,2.075,1.825,-0.5,,,,,,,,,,1612.55,1653.91
F1,13/11/04,Bordeaux,Paris SG,3,0,H,1,0,H,2.3,2.87,3.0,2.35,3.0,2.9,2.45,2.9,2.8,2.4,2.7,2.9,2.25,3.0,2.88,2.4,2.8,2.9,2.37,2.8,2.9,2.1,1.6,2.45,1.42,-0.5,2.04,1.8,-0.25,2.075,1.825,-0.25,,,,,,,,,,1697.94,1787.08
F1,13/11/04,Lyon,Nantes,2,0,H,0,0,D,1.5,3.4,6.5,1.55,3.3,6.5,1.55,3.35,6.0,1.55,3.5,4.8,1.57,3.25,5.5,1.53,3.4,6.0,1.5,3.3,6.5,1.9,1.75,1.55,2.15,-0.5,2.02,1.82,-1.0,2.025,1.875,-1.0,,,,,,,,,,1887.54,1728.09
F1,13/11/04,Marseille,Strasbourg,2,0,H,0,0,D,1.53,3.4,6.0,1.55,3.3,6.5,1.55,3.35,6.0,1.5,3.5,5.4,1.44,3.6,6.5,1.57,3.25,6.0,1.44,3.5,7.0,1.95,1.71,1.55,2.15,-0.5,,,,2.125,1.775,-1.0,,,,,,,,,,1703.11,1627.98
F1,13/11/04,Metz,Caen,1,2,A,1,1,D,1.8,3.0,4.33,1.85,2.75,5.0,1.9,3.0,4.0,1.9,3.0,3.6,1.91,3.0,3.75,1.91,2.9,4.0,1.9,2.87,4.0,2.2,1.55,1.9,1.71,-0.5,1.92,1.92,-0.5,2.025,1.875,-0.5,,,,,,,,,,1669.91,1673.72
F1,13/11/04,Nice,Lens,1,1,D,1,1,D,2.0,3.0,3.5,2.05,2.8,3.9,2.05,2.9,3.6,2.1,2.8,3.3,2.0,3.0,3.4,2.0,3.0,3.5,2.05,2.8,3.6,2.3,1.5,2.05,1.61,-0.5,1.78,2.06,-0.25,1.8,2.1,-0.25,,,,,,,,,,1673.45,1678.23
F1,13/11/04,Rennes,Toulouse,1,1,D,0,0,D,2.0,3.0,3.5,2.0,3.0,3.75,2.0,3.0,3.6,1.9,3.1,3.5,1.83,3.2,3.75,2.0,3.0,3.5,1.9,2.87,4.0,2.2,1.55,2.0,1.64,-0.5,1.94,1.9,-0.5,1.95,1.95,-0.5,,,,,,,,,,1681.6,1652.38
F1,13/11/04,Sochaux,Istres,1,1,D,0,0,D,1.44,3.6,7.0,1.55,3.2,7.0,1.55,3.35,6.0,1.45,3.8,5.4,1.4,3.6,7.5,1.44,3.6,7.0,1.5,3.3,6.5,1.95,1.71,1.55,2.15,-0.5,2.0,1.84,-1.0,2.025,1.875,-1.0,,,,,,,,,,1750.05,1576.8
F1,14/11/04,Lille,Monaco,1,1,D,1,1,D,2.3,3.0,2.87,2.3,3.0,3.0,2.45,2.9,2.8,2.5,2.7,2.8,2.2,3.0,3.0,2.3,2.88,3.0,2.3,2.9,2.9,2.2,1.55,2.45,1.42,-0.5,1.86,1.98,0.0,1.85,2.05,0.0,,,,,,,,,,1745.08,1798.31
F1,19/11/04,Monaco,Sochaux,1,3,A,0,1,A,1.8,3.0,4.33,1.7,3.2,4.95,1.8,3.1,4.3,1.8,3.0,4.0,1.8,3.0,4.33,1.8,3.1,4.2,1.72,3.0,4.8,2.0,1.65,1.8,1.8,-0.5,1.8,2.04,-0.5,1.8,2.05,-0.5,,,,,,,,,,1799.98,1741.84
F1,19/11/04,Paris SG,Lyon,0,0,D,0,0,D,2.6,2.87,2.62,2.5,3.0,2.7,2.6,2.8,2.7,2.4,2.8,2.8,2.38,3.0,2.75,2.6,2.88,2.62,2.5,2.8,2.75,2.1,1.6,2.6,1.37,-0.5,1.86,1.98,0.0,1.875,1.975,0.0,,,,,,,,,,1774.97,1892.12
F1,20/11/04,Ajaccio,Marseille,2,0,H,1,0,H,3.0,2.87,2.3,3.5,3.05,2.05,2.9,2.9,2.38,3.1,2.8,2.2,2.62,2.88,2.5,2.88,2.88,2.38,3.0,2.7,2.37,2.2,1.55,1.45,2.38,0.5,1.82,2.02,0.25,1.85,2.05,0.25,,,,,,,,,,1606.28,1709.79
F1,20/11/04,Caen,Nice,0,0,D,0,0,D,2.0,3.0,3.5,1.95,2.95,4.0,2.1,2.9,3.5,2.0,2.8,3.6,2.0,3.0,3.4,2.05,2.88,3.6,2.0,2.87,3.6,2.15,1.6,2.1,1.59,-0.5,1.84,2.0,-0.25,1.85,2.05,-0.25,,,,,,,,,,1689.59,1670.11
F1,20/11/04,Istres,Metz,0,0,D,0,0,D,2.62,2.8,2.62,2.9,3.0,2.35,2.75,2.8,2.6,2.6,2.8,2.6,2.5,2.88,2.62,2.62,2.88,2.6,2.62,2.9,2.5,2.15,1.6,1.39,2.6,0.5,1.86,1.98,0.0,1.85,2.05,0.0,,,,,,,,,,1585.01,1654.04
F1,20/11/04,Lens,Lille,1,1,D,1,0,H,2.5,2.8,2.8,2.45,3.05,2.75,2.55,2.8,2.75,2.3,2.8,2.9,2.38,3.0,2.75,2.6,2.88,2.62,2.5,2.75,2.75,2.2,1.55,2.55,1.39,-0.5,1.74,2.1,0.0,1.725,2.175,0.0,,,,,,,,,,1681.57,1743.41
F1,20/11/04,Nantes,Bordeaux,0,1,A,0,1,A,2.25,2.87,3.1,2.15,2.85,3.5,2.25,2.8,3.25,2.3,2.8,2.9,2.1,3.0,3.2,2.25,2.88,3.1,2.25,2.75,3.2,2.35,1.5,2.25,1.5,-0.5,2.02,1.82,-0.25,2.05,1.85,-0.25,,,,,,,,,,1723.51,1710.05
F1,20/11/04,St Etienne,Rennes,1,0,H,0,0,D,2.0,3.0,3.5,2.2,2.95,3.25,2.15,3.0,3.2,2.1,2.8,3.3,1.91,3.0,3.75,2.1,2.88,3.4,2.05,2.8,3.6,2.05,1.65,2.15,1.55,-0.5,1.78,2.06,-0.25,1.8,2.1,-0.25,,,,,,,,,,1668.5,1677.15
F1,20/11/04,Strasbourg,Auxerre,3,1,H,2,0,H,2.87,2.87,2.37,3.1,2.9,2.3,2.75,2.9,2.5,2.8,2.8,2.4,2.5,2.88,2.62,2.7,2.88,2.5,2.6,2.8,2.6,2.05,1.65,1.41,2.5,0.5,1.72,2.12,0.25,2.05,1.85,0.0,,,,,,,,,,1621.3,1784.37
F1,20/11/04,Toulouse,Bastia,1,0,H,0,0,D,1.8,3.0,4.33,1.75,3.0,5.0,1.85,3.0,4.25,1.75,3.1,4.2,1.83,3.0,4.0,1.85,3.1,4.0,1.8,2.9,4.5,2.15,1.6,1.85,1.76,-0.5,1.84,2.0,-0.5,1.875,2.025,-0.5,,,,,,,,,,1656.83,1597.96
