Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,GBH,GBD,GBA,LBH,LBD,LBA,SBH,SBD,SBA,WHH,WHD,WHA,EloHome,EloAway
SC2,01/03/03,Raith Rvs,Dumbarton,2.0,1.0,H,2.0,0.0,H,1.667,3.6,4.0,1.65,3.65,4.0,1.67,3.6,4.0,1.667,3.6,4.0,1.72,3.6,3.75,1301.44,1202.44
SC2,01/03/03,Stenhousemuir,Berwick,1.0,0.0,H,0.0,0.0,D,2.25,3.5,2.5,2.35,3.4,2.45,2.25,3.4,2.62,2.3,3.4,2.5,2.37,3.5,2.37,1179.22,1224.35
SC2,04/03/03,Cowdenbeath,Hamilton,0.0,1.0,A,0.0,0.0,D,2.1,3.5,2.75,2.2,3.5,2.75,2.1,3.5,2.75,2.2,3.4,2.6,2.25,3.4,2.6,1189.21,1203.07
SC2,04/03/03,Forfar,Berwick,2.0,2.0,D,1.0,1.0,D,2.25,3.5,2.5,2.25,3.5,2.65,2.2,3.5,2.62,2.25,3.5,2.5,2.2,3.5,2.62,1239.99,1213.81
SC2,04/03/03,Raith Rvs,Stranraer,3.0,0.0,H,0.0,0.0,D,1.72,3.6,3.75,1.7,3.6,4.2,1.62,3.5,4.5,1.7,3.4,4.0,1.8,3.6,3.4,1307.47,1200.07
SC2,08/03/03,Airdrie Utd,Dumbarton,2.0,1.0,H,2.0,0.0,H,2.25,3.5,2.5,2.28,3.45,2.5,2.25,3.4,2.62,2.25,3.5,2.5,2.3,3.4,2.5,1214.71,1196.41
SC2,08/03/03,Berwick,Hamilton,1.0,0.0,H,0.0,0.0,D,1.727,3.6,3.75,1.8,3.5,3.5,2.0,3.4,3.0,1.833,3.6,3.25,2.0,3.6,2.87,1218.16,1218.61
SC2,08/03/03,Forfar,Brechin,1.0,5.0,A,1.0,2.0,A,2.2,3.5,2.6,2.28,3.45,2.5,2.2,3.5,2.62,2.3,3.4,2.5,2.4,3.4,2.4,1235.64,1239.77
SC2,08/03/03,Raith Rvs,Cowdenbeath,2.0,1.0,H,2.0,1.0,H,1.571,3.75,4.5,1.62,3.5,4.5,1.57,3.75,4.5,1.533,3.6,5.0,1.53,3.6,5.0,1313.28,1173.67
SC2,11/03/03,Dumbarton,Brechin,1.0,3.0,A,1.0,1.0,D,2.5,3.5,2.25,2.52,3.5,2.27,2.5,3.5,2.25,2.5,3.4,2.3,2.5,3.6,2.25,1188.01,1255.63
SC2,11/03/03,Forfar,Raith Rvs,4.0,2.0,H,2.0,1.0,H,3.2,3.5,1.9,3.1,3.3,2.0,3.0,3.4,2.0,3.1,3.4,1.95,3.1,3.6,1.9,1219.78,1318.31
SC2,11/03/03,Hamilton,Airdrie Utd,2.0,1.0,H,1.0,1.0,D,2.2,3.5,2.6,2.27,3.5,2.52,2.2,3.5,2.62,2.2,3.4,2.62,2.3,3.4,2.5,1209.6,1223.11
SC2,11/03/03,Stranraer,Cowdenbeath,4.0,4.0,D,2.0,2.0,D,1.8,3.5,3.5,1.81,3.5,3.5,1.83,3.5,3.4,1.8,3.5,3.5,1.9,3.6,3.1,1194.26,1168.64
SC2,15/03/03,Brechin,Stranraer,3.0,1.0,H,1.0,0.0,H,1.8,3.5,3.5,1.8,3.5,3.5,1.67,3.6,4.0,1.75,3.5,3.6,1.8,3.6,3.4,1269.29,1189.93
SC2,15/03/03,Cowdenbeath,Airdrie Utd,1.0,2.0,A,0.0,1.0,A,2.37,3.5,2.37,2.37,3.4,2.42,2.25,3.5,2.5,2.38,3.4,2.38,2.4,3.4,2.4,1172.97,1213.66
SC2,15/03/03,Dumbarton,Berwick,2.0,2.0,D,1.0,0.0,H,2.5,3.4,2.3,2.37,3.4,2.42,2.38,3.5,2.38,2.38,3.4,2.38,2.37,3.5,2.37,1174.35,1227.17
SC2,15/03/03,Hamilton,Forfar,2.0,0.0,H,1.0,0.0,H,2.25,3.5,2.5,2.25,3.5,2.55,2.1,3.5,2.75,2.25,3.5,2.5,2.3,3.4,2.5,1219.05,1232.23
SC2,15/03/03,Stenhousemuir,Raith Rvs,1.0,3.0,A,1.0,2.0,A,2.75,3.5,2.1,2.55,3.5,2.25,2.62,3.4,2.25,2.75,3.4,2.1,2.5,3.3,2.37,1189.76,1305.86
SC2,18/03/03,Cowdenbeath,Dumbarton,2.0,0.0,H,1.0,0.0,H,2.37,3.5,2.37,2.38,3.45,2.42,2.25,3.5,2.5,2.38,3.4,2.38,2.37,3.3,2.5,1158.36,1172.66
SC2,18/03/03,Hamilton,Stranraer,1.0,2.0,A,1.0,2.0,A,2.1,3.5,2.75,2.1,3.45,2.8,2.1,3.5,2.75,2.2,3.3,2.62,2.1,3.5,2.75,1228.49,1183.36
SC2,22/03/03,Berwick,Forfar,0.0,0.0,D,0.0,0.0,D,2.1,3.5,2.75,2.15,3.4,2.7,2.0,3.4,3.0,2.1,3.4,2.75,2.2,3.5,2.62,1228.86,1222.79
SC2,22/03/03,Brechin,Airdrie Utd,0.0,1.0,A,0.0,0.0,D,1.8,3.5,3.5,1.61,3.6,4.35,1.62,4.0,4.0,1.667,3.5,4.0,1.61,3.6,4.33,1275.86,1228.27
SC2,22/03/03,Raith Rvs,Hamilton,1.0,1.0,D,1.0,0.0,H,1.571,3.75,4.5,1.55,3.55,5.0,1.62,4.0,4.0,1.571,3.6,4.5,1.53,3.6,5.0,1317.78,1211.05
SC2,22/03/03,Stenhousemuir,Cowdenbeath,1.0,1.0,D,0.0,0.0,D,1.8,3.5,3.5,1.8,3.6,3.4,1.73,3.5,3.75,1.8,3.5,3.4,1.8,3.6,3.4,1177.84,1167.84
SC2,25/03/03,Forfar,Hamilton,0.0,1.0,A,0.0,0.0,D,2.2,3.5,2.6,2.2,3.4,2.65,2.2,3.5,2.62,2.2,3.4,2.6,2.3,3.4,2.5,1226.49,1217.72
SC2,26/03/03,Raith Rvs,Stenhousemuir,0.0,1.0,A,0.0,1.0,A,1.53,3.75,4.75,1.5,3.65,5.3,1.5,3.6,5.5,1.53,3.6,5.0,1.53,3.6,5.0,1311.11,1174.01
SC2,28/03/03,Airdrie Utd,Berwick,2.0,0.0,H,0.0,0.0,D,2.3,3.4,2.5,2.15,3.4,2.7,2.1,3.5,2.75,2.25,3.4,2.6,2.1,3.5,2.75,1245.78,1225.16
SC2,29/03/03,Brechin,Stenhousemuir,2.0,1.0,H,2.0,0.0,H,1.66,3.6,4.0,1.67,3.6,4.0,1.62,3.5,4.5,1.67,3.6,4.0,,,,1258.35,1193.92
SC2,30/03/03,Forfar,Stranraer,2.0,1.0,H,1.0,0.0,H,2.2,3.5,2.6,2.2,3.4,2.65,2.1,3.5,2.75,2.25,3.5,2.5,2.25,3.5,2.5,1210.2,1200.8
SC2,01/04/03,Dumbarton,Stranraer,1.0,1.0,D,0.0,1.0,A,2.3,3.4,2.5,2.3,3.35,2.5,2.25,3.4,2.62,2.25,3.5,2.5,2.4,3.4,2.4,1163.18,1192.11
SC2,05/04/03,Airdrie Utd,Raith Rvs,1.0,1.0,D,1.0,1.0,D,2.6,3.5,2.2,2.55,3.4,2.25,2.375,3.5,2.375,2.4,3.5,2.3,2.5,3.4,2.3,1254.11,1291.2
SC2,05/04/03,Cowdenbeath,Brechin,1.0,0.0,H,0.0,0.0,D,3.0,3.4,2.0,3.1,3.4,1.95,3.2,3.5,1.909,3.2,3.4,1.909,3.3,3.6,1.83,1171.67,1265.34
SC2,05/04/03,Forfar,Dumbarton,0.0,1.0,A,0.0,1.0,A,1.909,3.5,3.2,1.9,3.45,3.2,2.0,3.4,3.0,1.909,3.4,3.2,1.9,3.5,3.2,1218.89,1160.66
SC2,05/04/03,Hamilton,Stenhousemuir,0.0,1.0,A,0.0,0.0,D,2.2,3.4,2.625,2.15,3.4,2.7,2.0,3.4,3.0,2.1,3.4,2.75,2.2,3.5,2.62,1234.01,1186.93
SC2,05/04/03,Stranraer,Berwick,0.0,0.0,D,0.0,0.0,D,2.3,3.4,2.5,2.3,3.35,2.5,2.2,3.5,2.625,2.3,3.5,2.4,2.2,3.5,2.62,1194.63,1216.83
SC2,08/04/03,Stranraer,Stenhousemuir,0.0,1.0,A,0.0,0.0,D,2.25,3.5,2.5,2.25,3.3,2.62,2.2,3.5,2.625,2.2,3.4,2.6,2.25,3.4,2.6,1191.88,1204.43
SC2,12/04/03,Berwick,Airdrie Utd,0.0,3.0,A,0.0,0.0,D,2.3,3.4,2.5,2.3,3.35,2.6,2.4,3.25,2.5,2.3,3.5,2.4,2.37,3.5,2.37,1219.58,1251.87
SC2,12/04/03,Dumbarton,Cowdenbeath,3.0,1.0,H,2.0,0.0,H,2.25,3.5,2.5,2.15,3.35,2.83,2.25,3.5,2.5,2.2,3.4,2.6,2.2,3.5,2.62,1178.49,1183.94
SC2,12/04/03,Raith Rvs,Forfar,0.0,1.0,A,0.0,1.0,A,1.615,3.6,4.333,1.6,3.65,4.6,1.5,3.6,5.5,1.6,3.6,4.333,1.61,3.75,4.2,1293.44,1201.06
SC2,12/04/03,Stenhousemuir,Brechin,2.0,2.0,D,1.0,0.0,H,2.375,3.5,2.375,2.5,3.25,2.45,2.375,3.5,2.375,2.3,3.5,2.4,2.37,3.5,2.37,1220.01,1253.07
SC2,12/04/03,Stranraer,Hamilton,0.0,0.0,D,0.0,0.0,D,2.2,3.5,2.6,2.27,3.35,2.65,2.2,3.5,2.625,2.25,3.4,2.5,2.25,3.4,2.6,1176.3,1216.51
SC2,19/04/03,Airdrie Utd,Stenhousemuir,1.0,0.0,H,0.0,0.0,D,2.1,3.5,2.75,2.0,3.5,3.0,1.909,3.5,3.2,2.2,3.4,2.6,2.0,3.4,3.0,1266.78,1217.63
SC2,19/04/03,Brechin,Raith Rvs,1.0,0.0,H,1.0,0.0,H,2.375,3.5,2.375,2.3,3.5,2.5,2.2,3.5,2.625,2.3,3.4,2.5,2.3,3.4,2.5,1255.45,1274.65
SC2,19/04/03,Cowdenbeath,Berwick,0.0,1.0,A,0.0,1.0,A,2.375,3.5,2.375,2.37,3.5,2.42,2.2,3.5,2.625,2.375,3.4,2.375,2.4,3.4,2.4,1174.76,1204.67
SC2,19/04/03,Forfar,Stranraer,4.0,0.0,H,0.0,0.0,D,2.1,3.5,2.75,2.1,3.4,2.85,1.909,3.5,3.2,2.05,3.5,2.8,2.1,3.4,2.8,1219.85,1174.17
SC2,19/04/03,Hamilton,Dumbarton,2.0,2.0,D,1.0,0.0,H,2.1,3.5,2.75,2.1,3.5,2.75,2.1,3.5,2.75,2.1,3.5,2.7,2.2,3.5,2.62,1218.64,1187.67
SC2,26/04/03,Berwick,Brechin,2.0,0.0,H,1.0,0.0,H,2.75,3.5,2.1,2.72,3.5,2.1,2.5,3.5,2.25,2.75,3.5,2.1,2.75,3.5,2.1,1219.66,1265.09
SC2,26/04/03,Dumbarton,Stenhousemuir,3.0,1.0,H,2.0,1.0,H,2.2,3.5,2.6,2.22,3.5,2.55,2.375,3.5,2.375,2.2,3.5,2.6,2.2,3.5,2.62,1192.17,1210.19
SC2,26/04/03,Forfar,Airdrie Utd,1.0,1.0,D,1.0,1.0,D,2.375,3.5,2.375,2.38,3.45,2.38,2.5,3.5,2.25,2.375,3.5,2.375,2.37,3.5,2.37,1227.4,1274.22
SC2,26/04/03,Hamilton,Cowdenbeath,2.0,0.0,H,2.0,0.0,H,1.667,3.6,4.0,1.71,3.6,3.75,1.909,3.5,3.2,1.667,3.6,4.0,1.8,3.6,3.4,1214.14,1159.77
SC2,26/04/03,Stranraer,Raith Rvs,1.0,0.0,H,0.0,0.0,D,2.6,3.5,2.2,2.75,3.55,2.05,2.875,3.6,2.0,2.6,3.5,2.2,2.8,3.4,2.1,1166.62,1265.01
SC2,03/05/03,Airdrie Utd,Hamilton,2.0,2.0,D,1.0,1.0,D,1.833,3.5,3.4,1.8,3.6,3.5,1.727,3.5,3.75,1.833,3.5,3.4,1.9,3.6,3.1,1276.12,1221.42
SC2,03/05/03,Brechin,Dumbarton,1.0,1.0,D,1.0,1.0,D,1.727,3.6,3.75,1.7,3.6,4.0,1.727,3.5,3.75,1.667,3.6,4.0,1.8,3.75,3.3,1254.54,1201.77
SC2,03/05/03,Cowdenbeath,Stranraer,0.0,0.0,D,0.0,0.0,D,3.2,3.5,1.909,3.0,3.5,2.0,3.4,3.5,1.833,3.0,3.4,2.0,3.0,3.4,2.0,1152.49,1179.06
SC2,03/05/03,Raith Rvs,Berwick,1.0,0.0,H,0.0,0.0,D,1.727,3.6,3.75,1.75,3.6,3.75,1.727,3.5,3.75,1.667,3.6,4.0,1.83,3.6,3.3,1252.57,1230.21
SC2,03/05/03,Stenhousemuir,Forfar,1.0,4.0,A,0.0,2.0,A,2.25,3.5,2.5,2.25,3.4,2.65,2.2,3.5,2.625,2.25,3.5,2.5,2.25,3.4,2.6,1200.59,1225.5
SC2,10/05/03,Berwick,Stenhousemuir,0.0,0.0,D,0.0,0.0,D,2.375,3.5,2.375,2.38,3.4,2.42,2.25,3.5,2.5,2.375,3.4,2.375,2.62,3.2,2.3,1221.94,1185.43
SC2,10/05/03,Dumbarton,Raith Rvs,4.0,1.0,H,3.0,1.0,H,1.8,3.5,3.5,1.88,3.55,3.2,2.0,3.75,2.8,1.909,3.6,3.0,1.9,3.6,3.1,1206.94,1260.84
SC2,10/05/03,Forfar,Cowdenbeath,1.0,1.0,D,0.0,0.0,D,1.667,3.6,4.0,1.65,3.65,4.0,1.571,3.75,4.5,1.615,3.6,4.2,1.61,3.75,4.2,1240.66,1149.89
SC2,10/05/03,Hamilton,Brechin,2.0,2.0,D,0.0,0.0,D,2.5,3.1,2.5,2.45,3.3,2.4,2.375,3.2,2.6,2.4,3.3,2.4,2.5,2.9,2.62,1226.64,1249.37
SC2,10/05/03,Stranraer,Airdrie Utd,1.0,2.0,A,1.0,1.0,D,2.5,3.5,2.25,2.45,3.5,2.3,2.375,3.5,2.375,2.4,3.5,2.3,2.3,4.0,2.25,1181.66,1270.9
,,,,,,,,,,,,,,,,,,,,,,,,,,
