Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SOH,SOD,SOA,SBH,SBD,SBA,WHH,WHD,WHA,EloHome,EloAway
E2,07/09/02,Mansfield,QPR,0,4,A,0,1,A,G Laws,12.0,16.0,9.0,12.0,22.0,18.0,7.0,6.0,3,2,0,0,3.25,3.25,2.0,3.2,3.3,2.0,2.6,3.0,2.2,2.625,3.4,2.25,3.0,3.25,2.1,2.875,3.2,2.2,2.75,3.2,2.25,1246.91,1379.64
E2,07/09/02,Notts County,Oldham,1,3,A,1,2,A,A Bates,8.0,12.0,4.0,6.0,12.0,8.0,3.0,11.0,1,1,0,0,2.2,3.25,2.8,2.25,3.3,2.8,2.2,3.0,2.6,2.2,3.25,2.75,2.25,3.25,2.75,2.25,3.25,2.75,2.2,3.2,2.8,1328.14,1380.06
E2,07/09/02,Swindon,Port Vale,1,2,A,1,1,D,P Taylor,12.0,8.0,6.0,5.0,6.0,13.0,16.0,7.0,2,2,0,1,2.1,3.25,3.0,1.95,3.25,3.75,1.9,3.1,3.0,1.909,3.25,3.4,1.91,3.25,3.5,1.909,3.25,3.5,1.9,3.2,3.5,1321.86,1303.48
E2,07/09/02,Wigan,Wycombe,3,0,H,2,0,H,H Webb,15.0,7.0,7.0,3.0,14.0,16.0,7.0,4.0,1,1,0,0,1.615,3.4,5.0,1.65,3.5,5.15,1.65,3.2,3.9,1.667,3.25,4.5,1.62,3.4,5.0,1.615,3.4,5.0,1.61,3.3,5.0,1402.6,1349.78
E2,14/09/02,Barnsley,Plymouth,1,1,D,1,1,D,M Fletcher,10.0,7.0,3.0,4.0,19.0,11.0,13.0,4.0,2,1,0,0,2.375,3.2,2.625,2.3,3.2,2.7,2.3,3.0,2.4,2.2,3.25,2.75,2.5,3.2,2.5,2.5,3.2,2.5,2.37,3.1,2.62,1365.49,1430.0
E2,14/09/02,Cardiff,Stockport,2,1,H,2,1,H,A Hall,11.0,3.0,6.0,2.0,9.0,9.0,4.0,2.0,1,3,0,0,1.615,3.4,5.0,1.65,3.4,4.6,1.65,3.2,3.9,1.667,3.25,4.5,1.67,3.4,4.5,1.667,3.4,4.5,1.66,3.3,4.5,1460.66,1303.53
E2,14/09/02,Cheltenham,Bristol City,2,3,A,2,2,D,P Armstrong,8.0,11.0,4.0,5.0,11.0,13.0,4.0,9.0,1,2,0,0,2.625,3.25,2.375,2.6,3.25,2.35,2.35,3.0,2.35,2.4,3.25,2.5,2.63,3.2,2.38,2.6,3.2,2.4,2.62,3.25,2.3,1293.32,1376.19
E2,14/09/02,Chesterfield,Wigan,0,0,D,0,0,D,P Danson,7.0,7.0,4.0,2.0,14.0,14.0,1.0,9.0,3,1,0,0,2.75,3.25,2.25,2.75,3.25,2.25,2.6,3.0,2.2,2.75,3.25,2.2,2.75,3.25,2.25,2.75,3.25,2.25,2.8,3.2,2.2,1306.07,1409.93
E2,14/09/02,Luton,Notts County,2,2,D,0,2,A,A Kaye,17.0,13.0,8.0,7.0,17.0,16.0,11.0,2.0,2,2,0,0,1.833,3.25,3.75,1.9,3.25,3.55,1.8,3.1,3.4,1.8,3.5,3.5,1.8,3.2,4.0,1.8,3.25,4.0,1.9,3.2,3.5,1363.1,1313.92
E2,14/09/02,Northampton,Huddersfield,0,0,D,0,0,D,M Warren,8.0,14.0,0.0,0.0,14.0,16.0,2.0,2.0,1,2,0,0,2.375,3.2,2.625,2.36,3.15,2.65,2.2,3.0,2.6,2.25,3.4,2.625,2.38,3.2,2.63,2.375,3.2,2.625,2.37,3.1,2.62,1297.27,1408.68
E2,14/09/02,Oldham,Mansfield,6,1,H,3,1,H,R Beeby,12.0,10.0,4.0,3.0,17.0,14.0,8.0,7.0,0,1,0,0,1.5,3.5,6.0,1.53,3.5,5.6,1.5,3.5,4.5,1.5,3.4,6.0,1.53,3.4,6.0,1.533,3.4,6.0,1.53,3.4,5.5,1394.28,1235.58
E2,14/09/02,Peterboro,Crewe,0,0,D,0,0,D,J P Robinson,19.0,6.0,10.0,3.0,10.0,6.0,9.0,1.0,0,1,0,0,3.0,3.25,2.1,2.8,3.25,2.2,2.6,3.0,2.2,2.8,3.2,2.2,2.88,3.2,2.2,2.875,3.2,2.2,2.75,3.2,2.25,1263.39,1377.09
E2,14/09/02,Port Vale,Colchester,1,0,H,0,0,D,M Ryan,9.0,4.0,5.0,1.0,6.0,12.0,1.0,6.0,2,1,0,0,1.833,3.25,3.75,1.85,3.3,3.75,1.85,3.1,3.2,2.0,3.4,3.0,1.91,3.25,3.5,1.909,3.25,3.5,1.8,3.3,3.75,1320.08,1322.58
E2,14/09/02,QPR,Swindon,2,0,H,0,0,D,H Webb,11.0,7.0,6.0,0.0,17.0,13.0,6.0,7.0,1,1,0,0,1.533,3.5,5.5,1.55,3.5,5.35,1.55,3.4,4.3,1.615,3.25,5.0,1.57,3.4,5.5,1.571,3.4,5.5,1.57,3.5,5.0,1390.97,1305.26
E2,14/09/02,Tranmere,Brentford,3,1,H,1,0,H,P Dowd,22.0,3.0,10.0,2.0,13.0,17.0,8.0,5.0,2,2,0,0,2.3,3.2,2.7,2.3,3.25,2.65,2.3,3.0,2.4,2.4,3.25,2.5,2.38,3.2,2.63,2.3,3.2,2.7,2.3,3.25,2.62,1328.43,1454.05
E2,14/09/02,Wycombe,Blackpool,1,2,A,1,2,A,K Hill,5.0,6.0,3.0,3.0,12.0,13.0,4.0,7.0,2,1,0,0,2.2,3.25,2.8,2.2,3.2,2.85,2.2,3.0,2.6,2.2,3.25,2.75,2.2,3.25,2.8,2.2,3.25,2.8,2.2,3.2,2.8,1342.45,1333.65
E2,17/09/02,Barnsley,Blackpool,2,1,H,1,1,D,N Barry,16.0,7.0,9.0,2.0,11.0,15.0,14.0,3.0,2,3,0,0,2.1,3.25,3.0,2.2,3.25,2.85,2.2,3.0,2.6,2.25,3.2,2.75,2.2,3.2,2.8,2.25,3.25,2.75,2.25,3.25,2.75,1364.22,1349.94
E2,17/09/02,Cardiff,Brentford,2,0,H,1,0,H,F Stretton,9.0,5.0,4.0,1.0,13.0,7.0,11.0,7.0,1,0,0,0,1.667,3.4,4.5,1.71,3.4,4.65,1.65,3.1,4.0,1.667,3.4,4.333,1.66,3.3,4.5,1.667,3.4,4.5,1.67,3.4,4.5,1465.3,1440.63
E2,17/09/02,Cheltenham,Swindon,2,0,H,1,0,H,J P Robinson,13.0,6.0,9.0,2.0,8.0,12.0,9.0,4.0,0,2,0,1,2.2,3.25,2.8,2.2,3.25,2.85,2.2,3.0,2.6,2.2,3.25,2.75,2.25,3.2,2.75,2.25,3.2,2.8,2.25,3.2,2.8,1280.2,1298.87
E2,17/09/02,Chesterfield,Stockport,1,0,H,1,0,H,G Salisbury,7.0,11.0,3.0,4.0,8.0,6.0,4.0,7.0,4,3,0,0,2.3,3.2,2.7,2.35,3.2,2.65,2.3,3.0,2.4,2.5,3.2,2.5,2.37,3.1,2.62,2.4,3.2,2.6,2.38,3.2,2.63,1306.21,1298.89
E2,17/09/02,Luton,Mansfield,2,3,A,0,2,A,B Knight,16.0,10.0,12.0,7.0,14.0,11.0,9.0,8.0,2,0,0,0,1.533,3.4,6.0,1.6,3.5,4.85,1.55,3.3,4.5,1.571,3.5,5.0,1.57,3.5,5.0,1.571,3.5,5.0,1.44,3.75,6.5,1358.04,1230.98
E2,17/09/02,Northampton,Colchester,4,1,H,3,1,H,G Cain,16.0,7.0,9.0,3.0,3.0,10.0,3.0,2.0,0,3,0,0,2.0,3.25,3.25,2.2,3.25,2.85,2.2,3.0,2.6,2.2,3.25,2.75,2.25,3.2,2.75,2.2,3.25,2.8,2.2,3.25,2.8,1297.68,1313.5
E2,17/09/02,Oldham,Bristol City,1,0,H,0,0,D,C Webster,12.0,6.0,6.0,4.0,14.0,18.0,4.0,3.0,1,2,0,1,2.2,3.25,2.8,2.1,3.25,3.0,2.1,3.0,2.8,1.909,3.25,3.4,2.1,3.2,3.0,2.1,3.25,3.0,2.1,3.25,3.0,1398.88,1389.31
E2,17/09/02,Peterboro,Plymouth,2,0,H,0,0,D,M Warren,16.0,6.0,11.0,1.0,14.0,14.0,9.0,3.0,3,2,0,0,3.0,3.25,2.1,2.85,3.25,2.2,2.8,3.0,2.1,3.0,3.2,2.1,3.0,3.2,2.1,3.0,3.25,2.1,3.0,3.25,2.1,1263.88,1431.27
E2,17/09/02,Port Vale,Notts County,3,2,H,1,1,D,P Walton,11.0,7.0,4.0,5.0,9.0,11.0,6.0,5.0,0,2,0,0,1.909,3.25,3.5,2.0,3.3,3.2,1.85,3.0,3.3,2.1,3.2,3.0,1.83,3.2,3.75,1.909,3.25,3.5,,,,1329.16,1318.98
E2,17/09/02,QPR,Huddersfield,3,0,H,2,0,H,S Baines,16.0,9.0,10.0,5.0,15.0,11.0,7.0,0.0,0,0,0,0,1.727,3.5,4.0,1.77,3.4,4.3,1.7,3.1,3.8,1.727,3.4,4.0,1.72,3.2,4.33,1.727,3.25,4.333,1.67,3.4,4.5,1397.36,1408.27
E2,17/09/02,Tranmere,Wigan,0,2,A,0,0,D,S Mathieson,7.0,8.0,2.0,3.0,13.0,14.0,8.0,10.0,2,2,1,1,2.5,3.2,2.5,2.48,3.2,2.55,2.3,3.0,2.4,2.5,3.25,2.4,2.37,3.1,2.62,2.5,3.2,2.5,2.5,3.2,2.5,1341.85,1409.79
E2,17/09/02,Wycombe,Crewe,1,2,A,1,2,A,L Cable,8.0,11.0,5.0,4.0,14.0,10.0,4.0,2.0,1,1,0,0,2.5,3.2,2.5,2.6,3.2,2.4,2.35,3.0,2.35,2.6,3.2,2.375,2.5,3.1,2.5,2.5,3.2,2.5,2.5,3.2,2.5,1326.16,1376.6
E2,21/09/02,Blackpool,Port Vale,3,2,H,0,1,A,G Cain,14.0,11.0,10.0,5.0,2.0,7.0,13.0,4.0,0,1,0,0,1.909,3.25,3.5,2.0,3.3,3.35,2.0,3.0,2.9,1.8,3.5,3.5,2.0,3.25,3.25,2.0,3.25,3.25,2.0,3.4,3.0,1341.41,1337.82
E2,21/09/02,Brentford,Wycombe,1,0,H,0,0,D,S Dunn,7.0,12.0,2.0,4.0,15.0,14.0,7.0,9.0,1,2,0,0,1.727,3.25,4.333,1.7,3.35,4.7,1.7,3.1,3.8,1.727,3.4,4.0,1.73,3.25,4.33,1.727,3.25,4.333,1.66,3.3,4.5,1432.43,1311.89
E2,21/09/02,Bristol City,QPR,1,3,A,1,1,D,M Messias,9.0,9.0,4.0,5.0,9.0,20.0,5.0,5.0,2,3,0,0,2.1,3.25,3.0,2.2,3.3,2.9,2.1,3.0,2.8,2.1,3.4,2.875,2.1,3.25,3.0,2.1,3.25,3.0,2.2,3.2,2.8,1380.63,1406.72
E2,21/09/02,Colchester,Oldham,0,1,A,0,0,D,G Hegley,8.0,8.0,4.0,3.0,7.0,8.0,6.0,9.0,0,1,1,1,2.6,3.2,2.4,2.6,3.35,2.4,2.35,3.0,2.35,2.75,3.25,2.2,2.6,3.2,2.4,2.6,3.2,2.4,2.62,3.25,2.3,1303.97,1407.56
E2,21/09/02,Crewe,Tranmere,2,0,H,0,0,D,A Kaye,6.0,7.0,3.0,3.0,6.0,13.0,10.0,3.0,1,1,0,0,1.8,3.25,4.0,1.8,3.45,3.95,1.8,3.1,3.4,1.727,3.4,4.0,1.8,3.25,4.0,1.8,3.25,4.0,1.8,3.3,3.75,1390.87,1328.2
E2,21/09/02,Huddersfield,Luton,0,1,A,0,0,D,F Stretton,10.0,11.0,5.0,7.0,12.0,15.0,7.0,8.0,0,2,0,0,1.833,3.25,3.75,1.95,3.35,3.5,1.9,3.1,3.0,1.8,3.4,3.6,1.85,3.25,3.75,1.909,3.25,3.5,2.0,3.2,3.2,1398.91,1338.36
E2,21/09/02,Mansfield,Cheltenham,0,2,A,0,0,D,T Parkes,6.0,18.0,1.0,7.0,17.0,8.0,2.0,7.0,2,0,0,0,2.25,3.25,2.75,2.15,3.3,3.05,2.1,3.0,2.8,2.2,3.5,2.625,2.25,3.25,2.75,2.25,3.25,2.75,2.1,3.2,3.0,1250.66,1289.83
E2,21/09/02,Notts County,Cardiff,0,1,A,0,1,A,J P Robinson,12.0,14.0,7.0,5.0,14.0,13.0,6.0,5.0,2,3,0,0,3.0,3.25,2.1,3.1,3.3,2.1,2.9,3.0,2.0,2.75,3.25,2.2,3.25,3.25,2.0,3.25,3.25,2.0,3.2,3.2,2.0,1310.32,1473.5
E2,21/09/02,Plymouth,Chesterfield,0,1,A,0,0,D,S Tomlin,21.0,8.0,9.0,4.0,5.0,12.0,4.0,5.0,0,2,0,0,1.667,3.4,4.5,1.6,3.5,5.25,1.6,3.2,4.2,1.615,3.25,5.0,1.67,3.4,4.5,1.667,3.4,4.5,1.61,3.3,5.0,1416.38,1314.97
E2,21/09/02,Stockport,Barnsley,4,1,H,0,1,A,M Cooper,19.0,5.0,15.0,4.0,12.0,15.0,8.0,9.0,1,3,0,0,2.1,3.25,3.0,1.95,3.3,3.55,2.0,3.0,2.9,1.833,3.2,3.75,1.91,3.25,3.5,2.0,3.25,3.25,2.0,3.2,3.2,1290.13,1372.75
E2,21/09/02,Swindon,Northampton,2,0,H,1,0,H,P Prosser,7.0,5.0,2.0,0.0,17.0,16.0,5.0,7.0,2,0,0,1,2.2,3.25,2.8,2.1,3.3,3.1,2.1,3.0,2.8,2.2,3.25,2.75,2.2,3.25,2.88,2.2,3.2,2.875,2.1,3.2,3.0,1289.24,1307.21
E2,21/09/02,Wigan,Peterboro,2,2,D,1,0,H,M Clattenburg,17.0,5.0,8.0,4.0,13.0,11.0,10.0,6.0,0,0,0,0,1.4,3.75,7.5,1.42,3.85,7.85,1.4,3.6,5.5,1.333,4.0,8.0,1.44,3.75,6.5,1.444,3.75,6.5,1.4,3.6,7.5,1423.44,1278.77
E2,24/09/02,Plymouth,Cardiff,2,2,D,1,1,D,C Wilkes,16.0,7.0,9.0,4.0,11.0,6.0,5.0,7.0,1,0,0,0,2.7,3.2,2.3,2.6,3.3,2.5,2.35,3.0,2.35,,,,,,,2.7,3.2,2.3,,,,1397.35,1483.75
E2,28/09/02,Barnsley,Wigan,1,3,A,0,2,A,R Pearson,11.0,18.0,5.0,13.0,14.0,14.0,1.0,8.0,2,3,1,0,2.6,3.2,2.4,2.62,3.3,2.38,2.4,3.0,2.3,2.6,3.2,2.38,2.63,3.2,2.38,2.75,3.1,2.3,2.62,3.1,2.37,1360.87,1415.85
E2,28/09/02,Cardiff,Crewe,2,1,H,2,1,H,G Salisbury,16.0,6.0,12.0,3.0,5.0,12.0,4.0,4.0,1,2,0,0,1.727,3.25,4.333,1.82,3.4,4.0,1.8,3.2,3.3,1.73,3.5,3.75,1.83,3.25,3.75,1.85,3.25,3.75,1.8,3.3,3.75,1484.24,1397.91
E2,28/09/02,Cheltenham,Notts County,1,4,A,0,2,A,S Baines,7.0,11.0,3.0,7.0,8.0,8.0,3.0,5.0,0,0,0,0,2.0,3.25,3.25,1.93,3.3,3.7,2.0,3.0,2.9,2.1,3.4,2.88,1.91,3.25,3.5,1.909,3.25,3.5,2.0,3.2,3.2,1304.5,1300.07
E2,28/09/02,Chesterfield,Blackpool,1,0,H,0,0,D,H Webb,15.0,10.0,5.0,3.0,8.0,12.0,7.0,4.0,2,2,0,0,2.25,3.25,2.75,2.1,3.25,3.35,2.1,3.0,2.8,2.25,3.2,2.75,2.2,3.25,2.8,2.2,3.25,2.8,2.2,3.2,2.8,1334.0,1350.29
E2,28/09/02,Luton,Swindon,3,0,H,1,0,H,P Joslin,16.0,2.0,11.0,2.0,16.0,14.0,6.0,7.0,1,1,0,0,1.833,3.25,3.75,1.84,3.35,3.78,1.75,3.2,3.5,1.73,3.4,4.0,1.8,3.25,4.0,1.8,3.25,4.0,1.8,3.3,3.75,1356.26,1298.84
E2,28/09/02,Northampton,Mansfield,2,0,H,1,0,H,M Fletcher,12.0,14.0,0.0,0.0,17.0,14.0,4.0,8.0,4,5,0,0,1.667,3.4,4.5,1.73,3.5,4.3,1.7,3.2,3.7,1.8,3.25,3.75,1.67,3.4,4.5,1.67,3.4,4.5,1.72,3.4,4.0,1297.61,1235.99
E2,28/09/02,Oldham,Huddersfield,4,0,H,2,0,H,D Pugh,19.0,15.0,13.0,9.0,12.0,12.0,5.0,2.0,1,2,0,0,1.615,3.4,5.0,1.62,3.45,5.2,1.6,3.3,4.0,1.67,3.25,4.5,1.62,3.4,5.0,1.62,3.4,5.0,1.61,3.3,5.0,1419.93,1381.01
E2,28/09/02,Peterboro,Brentford,5,1,H,1,0,H,A Kaye,13.0,12.0,9.0,6.0,16.0,11.0,7.0,4.0,2,1,0,0,2.5,3.2,2.5,2.6,3.25,2.45,2.4,3.0,2.3,2.5,3.25,2.4,2.63,3.2,2.38,2.5,3.2,2.5,2.5,3.1,2.5,1286.36,1437.91
E2,28/09/02,Port Vale,Bristol City,2,3,A,0,2,A,R Oliver,8.0,8.0,3.0,3.0,12.0,11.0,6.0,7.0,3,2,0,0,2.2,3.25,2.8,2.15,3.25,2.98,2.0,3.0,2.9,2.1,3.2,3.0,2.1,3.25,3.0,2.2,3.2,3.0,2.0,3.2,3.2,1328.94,1365.51
E2,28/09/02,QPR,Colchester,2,0,H,1,0,H,S Tomlin,16.0,4.0,9.0,1.0,10.0,13.0,3.0,6.0,0,0,0,0,1.5,3.5,6.0,1.51,3.6,6.25,1.5,3.5,4.5,1.44,3.6,6.5,1.5,3.5,6.0,1.5,3.5,6.0,1.5,3.4,6.0,1421.84,1291.6
E2,28/09/02,Tranmere,Stockport,1,0,H,1,0,H,C Wilkes,14.0,12.0,11.0,6.0,15.0,18.0,4.0,4.0,1,1,0,0,2.2,3.25,2.8,2.05,3.3,3.45,2.1,3.0,2.8,2.25,3.2,2.75,2.1,3.25,3.0,2.1,3.25,3.0,2.1,3.2,3.0,1321.16,1302.01
E2,28/09/02,Wycombe,Plymouth,2,1,H,1,0,H,P Danson,11.0,10.0,2.0,2.0,13.0,18.0,10.0,3.0,2,1,0,0,2.375,3.2,2.625,2.3,3.25,2.88,2.3,3.0,2.4,2.4,3.25,2.5,2.38,3.2,2.63,2.38,3.2,2.63,2.37,3.1,2.62,1306.41,1396.86
E2,05/10/02,Blackpool,Cheltenham,3,1,H,1,1,D,M Pike,13.0,6.0,8.0,3.0,7.0,14.0,12.0,2.0,1,0,0,0,1.571,3.4,5.5,1.56,3.5,5.75,1.6,3.3,4.0,1.62,3.5,4.5,1.62,3.4,5.0,1.615,3.4,5.0,1.53,3.4,5.5,1340.74,1288.35
E2,05/10/02,Brentford,Barnsley,1,2,A,1,1,D,L Cable,11.0,6.0,3.0,4.0,14.0,16.0,6.0,6.0,1,3,0,1,1.909,3.25,3.5,1.86,3.4,3.9,1.8,3.1,3.4,1.73,3.4,4.0,1.83,3.25,3.75,1.8,3.4,3.75,1.8,3.3,3.75,1423.57,1346.76
E2,05/10/02,Bristol City,Chesterfield,4,0,H,1,0,H,R Beeby,23.0,7.0,17.0,4.0,15.0,7.0,11.0,1.0,3,2,0,0,1.8,3.25,4.0,1.75,3.4,4.25,1.75,3.2,3.5,1.8,3.25,3.75,1.8,3.25,4.0,1.833,3.25,3.75,1.72,3.25,4.2,1380.27,1343.55
E2,05/10/02,Colchester,Wycombe,0,1,A,0,1,A,D Pugh,10.0,7.0,5.0,5.0,15.0,24.0,5.0,5.0,2,2,0,0,2.2,3.25,2.8,2.16,3.3,3.1,2.1,3.0,2.8,2.25,3.2,2.75,2.2,3.25,2.8,2.1,3.25,3.0,2.1,3.2,3.0,1286.35,1318.57
E2,05/10/02,Crewe,QPR,2,0,H,1,0,H,G Cain,13.0,14.0,8.0,6.0,6.0,13.0,8.0,9.0,0,0,0,0,2.2,3.25,2.8,2.11,3.3,3.05,2.2,3.0,2.6,2.2,3.25,2.75,2.25,3.25,2.75,2.25,3.2,2.8,2.1,3.2,3.0,1391.54,1427.09
E2,05/10/02,Huddersfield,Port Vale,2,2,D,2,2,D,S Mathieson,15.0,11.0,10.0,5.0,14.0,11.0,11.0,5.0,0,0,0,0,2.25,3.25,2.75,2.31,3.35,2.85,2.2,3.0,2.6,2.2,3.25,2.75,2.2,3.25,2.88,2.25,3.25,2.75,2.37,3.1,2.62,1373.26,1314.18
E2,05/10/02,Mansfield,Tranmere,6,1,H,0,1,A,B Curson,13.0,8.0,9.0,2.0,13.0,8.0,4.0,5.0,0,1,0,1,2.75,3.25,2.25,2.7,3.35,2.3,2.4,3.0,2.3,2.5,3.25,2.4,2.75,3.25,2.25,2.7,3.2,2.3,2.62,3.25,2.3,1228.92,1329.53
E2,05/10/02,Notts County,Peterboro,2,2,D,0,1,A,R Pearson,14.0,9.0,8.0,6.0,16.0,13.0,5.0,3.0,0,2,0,0,2.0,3.25,3.25,2.0,3.3,3.35,2.0,3.0,2.9,1.91,3.4,3.25,2.2,3.25,2.8,2.0,3.25,3.25,2.0,3.2,3.2,1316.22,1300.7
E2,05/10/02,Plymouth,Northampton,0,0,D,0,0,D,A Bates,22.0,17.0,6.0,12.0,10.0,13.0,10.0,9.0,1,1,0,0,1.833,3.25,3.75,1.8,3.35,3.95,1.75,3.2,3.5,1.67,3.4,4.33,1.8,3.25,4.0,1.8,3.25,4.0,1.8,3.3,3.75,1384.7,1304.68
E2,05/10/02,Stockport,Luton,2,3,A,2,1,H,M Cowburn,7.0,10.0,7.0,10.0,5.0,11.0,4.0,4.0,2,2,0,0,2.0,3.25,3.25,1.85,3.35,3.7,1.9,3.1,3.0,1.8,3.4,3.6,1.91,3.25,3.5,1.909,3.25,3.5,1.83,3.3,3.6,1293.64,1363.45
E2,05/10/02,Swindon,Oldham,0,1,A,0,1,A,P Walton,6.0,8.0,2.0,6.0,13.0,9.0,11.0,5.0,1,3,0,1,3.0,3.25,2.1,3.1,3.3,2.1,2.8,3.0,2.1,3.0,3.4,2.0,3.25,3.25,2.0,3.0,3.2,2.1,3.0,3.2,2.1,1291.65,1427.68
E2,05/10/02,Wigan,Cardiff,2,2,D,2,1,H,E Wolstenholme,17.0,5.0,8.0,2.0,17.0,14.0,2.0,1.0,2,2,0,0,2.25,3.25,2.75,2.2,3.3,2.9,2.2,3.0,2.6,2.25,3.2,2.75,2.38,3.2,2.63,2.3,3.2,2.7,2.2,3.1,2.87,1429.96,1490.61
E2,08/10/02,Stockport,Peterboro,2,1,H,1,0,H,M Fletcher,11.0,8.0,5.0,5.0,10.0,11.0,3.0,3.0,2,1,0,1,1.833,3.25,3.75,1.93,3.3,3.5,1.9,3.0,3.1,2.0,3.2,3.2,1.91,3.25,3.5,1.909,3.25,3.5,1.9,3.25,3.4,1280.06,1304.71
E2,12/10/02,Barnsley,Bristol City,1,4,A,0,2,A,D Pugh,19.0,6.0,9.0,5.0,14.0,14.0,5.0,0.0,3,0,0,0,2.4,3.2,2.6,2.47,3.2,2.6,2.35,3.0,2.35,2.25,3.2,2.75,2.5,3.2,2.5,2.5,3.2,2.5,2.5,3.1,2.5,1365.12,1388.09
E2,12/10/02,Cardiff,Wycombe,1,0,H,0,0,D,T Parkes,14.0,12.0,10.0,5.0,9.0,18.0,3.0,1.0,1,2,0,0,1.444,3.75,6.5,1.48,3.65,6.5,1.45,3.5,5.0,1.4,3.75,7.0,1.44,3.6,6.5,1.444,3.75,6.5,1.44,3.6,6.5,1492.02,1333.48
E2,12/10/02,Chesterfield,Tranmere,1,0,H,0,0,D,M Fletcher,12.0,21.0,7.0,8.0,11.0,16.0,7.0,4.0,2,3,0,0,1.909,3.25,3.5,1.8,3.35,3.85,1.8,3.0,3.5,1.73,3.5,3.75,1.73,3.4,4.0,1.75,3.4,4.0,1.83,3.3,3.6,1335.73,1317.01
E2,12/10/02,Huddersfield,Notts County,3,0,H,2,0,H,G Hegley,11.0,6.0,10.0,4.0,6.0,13.0,7.0,4.0,0,3,0,0,2.2,3.25,2.8,2.25,3.2,2.8,2.2,3.0,2.6,2.2,3.25,2.75,2.2,3.25,2.8,2.2,3.25,2.8,2.25,3.2,2.75,1367.91,1312.21
E2,12/10/02,Luton,Cheltenham,2,1,H,0,1,A,C Penton,7.0,3.0,4.0,2.0,9.0,7.0,12.0,4.0,1,0,0,0,1.615,3.4,5.0,1.6,3.4,5.0,1.6,3.2,4.2,1.62,3.5,4.5,1.62,3.4,5.0,1.615,3.4,5.0,1.57,3.5,5.0,1377.03,1281.01
E2,12/10/02,Northampton,Brentford,1,2,A,0,2,A,M Cowburn,4.0,8.0,3.0,4.0,10.0,9.0,4.0,3.0,0,2,0,0,1.909,3.25,3.5,2.0,3.25,3.25,2.0,3.0,2.9,2.2,3.25,2.75,2.0,3.25,3.25,2.0,3.25,3.25,2.0,3.2,3.2,1310.63,1405.21
E2,12/10/02,Peterboro,Mansfield,0,0,D,0,0,D,J Ross,12.0,7.0,5.0,1.0,6.0,18.0,7.0,8.0,3,1,0,0,1.727,3.25,4.333,1.7,3.3,4.5,1.65,3.1,4.0,1.67,3.6,4.0,1.73,3.25,4.33,1.727,3.25,4.333,1.66,3.3,4.5,1294.88,1241.44
E2,12/10/02,Plymouth,Wigan,1,3,A,1,1,D,P Armstrong,10.0,13.0,7.0,6.0,12.0,13.0,8.0,4.0,1,1,0,0,2.625,3.2,2.375,2.7,3.15,2.35,2.4,3.0,2.3,2.5,3.25,2.4,2.75,3.25,2.25,2.75,3.25,2.25,2.75,3.1,2.3,1378.75,1428.55
E2,12/10/02,Port Vale,Oldham,1,1,D,0,0,D,D Gallagher,6.0,8.0,4.0,5.0,14.0,14.0,8.0,6.0,1,3,0,0,2.625,3.2,2.375,2.65,3.2,2.35,2.4,3.0,2.3,2.75,3.25,2.2,2.75,3.25,2.25,2.8,3.25,2.2,2.62,3.1,2.37,1319.53,1438.89
E2,12/10/02,Stockport,Crewe,1,4,A,0,2,A,G Laws,10.0,6.0,5.0,5.0,12.0,11.0,7.0,1.0,2,2,0,0,2.6,3.2,2.4,2.5,3.2,2.5,2.35,3.0,2.35,2.5,3.2,2.5,2.63,3.2,2.38,2.6,3.2,2.4,2.5,3.1,2.5,1289.89,1401.75
E2,12/10/02,Swindon,Colchester,2,2,D,0,1,A,M Warren,15.0,8.0,9.0,6.0,8.0,14.0,8.0,6.0,2,2,0,0,2.0,3.25,3.25,2.0,3.25,3.25,2.0,3.0,2.9,2.1,3.2,3.0,2.0,3.25,3.25,2.0,3.25,3.25,2.0,3.2,3.2,1280.44,1271.44
E2,14/10/02,QPR,Blackpool,2,1,H,1,0,H,P Joslin,14.0,5.0,7.0,1.0,16.0,17.0,9.0,2.0,0,2,0,0,1.727,3.25,4.333,1.68,3.41,4.75,1.65,3.1,4.0,1.73,3.2,4.33,1.67,3.4,4.5,1.7,3.25,4.5,1.66,3.3,4.5,1416.88,1348.08
E2,18/10/02,Colchester,Chesterfield,2,0,H,0,0,D,T Parkes,17.0,7.0,7.0,5.0,9.0,8.0,3.0,4.0,2,2,0,0,2.5,3.2,2.5,2.6,3.25,2.5,2.4,3.0,2.3,2.5,3.2,2.5,2.5,3.2,2.5,2.6,3.25,2.375,2.5,3.1,2.5,1275.24,1344.12
E2,19/10/02,Blackpool,Cardiff,1,0,H,0,0,D,M Riley,8.0,10.0,5.0,4.0,11.0,7.0,1.0,8.0,2,0,0,0,2.6,3.2,2.4,2.65,3.2,2.38,2.4,3.0,2.3,2.6,3.2,2.38,2.6,3.2,2.4,2.6,3.2,2.4,2.62,3.25,2.3,1341.22,1496.62
