Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,GBH,GBD,GBA,IWH,IWD,IWA,SBH,SBD,SBA,WHH,WHD,WHA,GB>2.5,GB<2.5,EloHome,EloAway
D2,24/11/02,Burghausen,St Pauli,1,1,D,0,0,D,1.571,3.5,5.0,1.6,3.45,5.0,1.7,3.2,4.2,1.6,3.5,4.5,1.55,3.45,4.9,1.6,2.05,1512.79,1414.71
D2,24/11/02,Greuther Furth,Ein Trier,1,2,A,0,1,A,1.667,3.4,4.333,1.7,3.35,4.3,1.65,3.3,4.4,1.667,3.3,4.333,1.7,3.25,4.2,1.6,2.05,1595.93,1484.43
D2,24/11/02,Karlsruhe,Reutlingen,0,0,D,0,0,D,2.3,3.2,2.625,2.3,3.25,2.61,2.3,3.0,2.7,2.3,3.2,2.6,2.25,3.1,2.7,1.65,1.95,1433.56,1503.6
D2,24/11/02,Lubeck,Braunschweig,2,1,H,0,1,A,1.667,3.4,4.333,1.7,3.35,4.36,1.75,3.2,4.0,1.667,3.3,4.333,1.7,3.3,4.1,1.6,2.05,1485.95,1424.84
D2,25/11/02,FC Koln,Freiburg,1,0,H,1,0,H,2.0,3.2,3.2,1.95,3.1,3.41,2.0,3.1,3.2,2.0,3.1,3.2,1.95,3.0,3.45,1.7,1.9,1595.92,1573.96
D2,29/11/02,Mannheim,Ein Frankfurt,0,1,A,0,0,D,3.4,3.25,1.909,3.7,3.34,1.95,3.5,3.1,1.9,3.5,3.3,1.85,3.4,3.15,1.9,1.78,1.96,1436.28,1581.08
D2,29/11/02,Oberhausen,Aachen,1,1,D,0,1,A,1.909,3.25,3.4,1.86,3.3,3.6,1.9,3.1,3.5,1.8,3.3,3.75,1.8,3.2,3.75,1.7,2.05,1527.56,1488.15
D2,29/11/02,Reutlingen,Duisburg,2,4,A,1,4,A,2.2,3.25,2.75,2.3,3.38,2.78,2.3,2.9,2.8,2.1,3.2,3.0,2.25,3.15,2.65,1.75,1.94,1504.68,1517.23
D2,01/12/02,Braunschweig,Ein Trier,1,1,D,0,0,D,2.375,3.1,2.625,2.3,3.15,2.66,2.3,3.0,2.7,2.375,3.25,2.5,2.35,3.05,2.6,1.7,1.9,1417.75,1503.72
D2,01/12/02,FC Koln,Greuther Furth,3,2,H,1,1,D,1.667,3.3,4.5,1.6,3.41,4.75,1.65,3.3,4.4,1.615,3.3,5.0,1.6,3.3,4.75,1.65,1.95,1604.2,1576.64
D2,01/12/02,Freiburg,Burghausen,2,1,H,2,0,H,1.615,3.25,5.0,1.6,3.41,4.75,1.6,3.3,4.8,1.615,3.3,5.0,1.65,3.25,4.5,1.7,1.9,1565.68,1506.35
D2,01/12/02,Mainz,Ahlen,1,0,H,0,0,D,1.615,3.25,5.0,1.6,3.41,4.75,1.6,3.4,4.6,1.615,3.3,5.0,1.55,3.4,5.0,1.65,1.95,1556.34,1447.62
D2,01/12/02,Union Berlin,Lubeck,3,1,H,1,1,D,2.1,3.0,3.2,2.05,3.2,3.0,2.0,3.1,3.2,2.1,3.0,3.2,2.15,3.1,2.85,1.7,1.9,1504.77,1493.04
D2,02/12/02,St Pauli,Karlsruhe,1,2,A,1,1,D,2.0,3.2,3.2,1.95,3.25,3.2,,,,2.1,3.2,3.0,2.1,3.1,2.95,1.65,1.95,1421.15,1432.48
D2,06/12/02,Burghausen,Greuther Furth,1,3,A,1,1,D,2.2,3.0,3.0,2.31,3.3,2.71,2.3,2.9,2.8,2.1,3.2,3.0,2.15,3.1,2.85,1.65,1.95,1499.21,1568.53
D2,06/12/02,Duisburg,St Pauli,2,1,H,0,0,D,1.5,3.4,6.0,1.52,3.6,5.5,1.55,3.5,4.8,1.5,3.4,6.0,1.45,3.55,6.0,1.6,2.05,1532.81,1405.53
D2,06/12/02,Lubeck,Mainz,1,3,A,1,0,H,2.2,3.25,2.75,2.32,3.3,2.77,2.3,2.9,2.8,2.2,3.25,2.75,2.15,3.1,2.85,1.65,1.95,1484.43,1562.12
D2,08/12/02,Aachen,Reutlingen,3,1,H,2,0,H,1.8,3.3,3.75,1.85,3.25,3.5,1.85,3.1,3.6,1.8,3.3,3.75,1.85,3.2,3.5,1.7,1.9,1492.91,1489.1
D2,08/12/02,Ahlen,Mannheim,1,4,A,0,3,A,1.727,3.4,4.0,1.75,3.25,3.9,1.75,3.2,4.0,1.75,3.3,4.0,1.85,3.2,3.5,1.7,1.9,1441.84,1425.38
D2,08/12/02,Braunschweig,Union Berlin,1,2,A,1,0,H,2.25,3.2,2.75,2.25,3.2,2.65,2.3,2.9,2.8,2.2,3.25,2.75,2.3,3.0,2.7,1.7,1.9,1417.25,1513.38
D2,08/12/02,Ein Frankfurt,Oberhausen,1,0,H,0,0,D,1.615,3.25,5.0,1.55,3.4,5.1,1.55,3.5,4.8,1.571,3.5,5.0,1.5,3.5,5.5,1.55,2.15,1591.98,1522.8
D2,08/12/02,Ein Trier,FC Koln,2,3,A,1,1,D,2.5,3.1,2.5,2.45,3.2,2.4,2.5,3.0,2.5,2.6,3.1,2.4,2.7,3.0,2.3,1.7,1.9,1504.22,1612.31
D2,09/12/02,Karlsruhe,Freiburg,1,1,D,1,1,D,2.75,3.25,2.2,2.7,3.2,2.2,2.9,3.0,2.2,2.8,3.2,2.2,2.85,3.0,2.2,1.75,1.85,1448.1,1572.82
D2,13/12/02,FC Koln,Burghausen,1,0,H,0,0,D,1.4,3.75,6.5,1.45,3.91,6.61,1.45,3.6,5.8,1.4,3.75,7.0,1.4,3.65,6.7,1.5,2.25,1624.52,1485.61
D2,13/12/02,Greuther Furth,Karlsruhe,0,0,D,0,0,D,1.727,3.25,4.0,1.75,3.36,4.31,1.7,3.2,4.2,1.727,3.25,4.2,1.8,3.2,3.7,1.65,1.95,1582.13,1448.99
D2,13/12/02,Mainz,Braunschweig,3,1,H,1,0,H,1.444,3.75,6.0,1.5,3.76,6.25,1.45,3.6,5.8,1.444,3.75,6.0,1.45,3.6,5.8,1.6,2.05,1575.42,1404.61
D2,13/12/02,St Pauli,Aachen,1,4,A,0,1,A,2.6,3.2,2.4,2.54,3.16,2.41,2.4,3.2,2.4,2.6,3.25,2.3,2.65,3.05,2.3,1.65,1.95,1400.21,1501.78
D2,15/12/02,Freiburg,Duisburg,3,1,H,0,1,A,1.727,3.25,4.0,1.8,3.3,3.6,1.8,3.1,3.8,1.85,3.25,3.6,1.85,3.2,3.5,1.7,1.9,1571.93,1538.13
D2,15/12/02,Mannheim,Lubeck,2,1,H,0,0,D,2.3,3.2,2.7,2.3,3.15,2.6,2.1,3.0,3.1,2.3,3.25,2.6,2.25,3.15,2.65,1.7,1.9,1441.92,1471.13
D2,15/12/02,Oberhausen,Ahlen,2,1,H,1,1,D,1.615,3.5,4.5,1.6,3.4,4.6,1.6,3.4,4.6,1.615,3.5,4.5,1.6,3.4,4.6,1.65,1.95,1515.95,1425.3
D2,15/12/02,Reutlingen,Ein Frankfurt,1,0,H,0,0,D,2.7,3.2,2.3,2.52,3.2,2.37,2.7,3.0,2.3,2.75,3.2,2.25,2.8,3.15,2.15,1.7,1.9,1480.23,1598.83
D2,15/12/02,Union Berlin,Ein Trier,1,3,A,1,0,H,2.1,3.0,3.2,2.0,3.15,3.15,1.9,3.1,3.5,2.1,3.1,3.1,2.0,3.1,3.2,1.7,1.9,1526.02,1492.01
D2,24/01/03,FC Koln,Karlsruhe,3,0,H,1,0,H,1.4,3.75,7.0,1.4,3.75,6.5,1.45,3.8,5.4,1.4,3.75,7.0,1.35,4.0,6.8,1.6,2.05,1629.56,1456.31
D2,24/01/03,Mannheim,Braunschweig,1,1,D,0,1,A,1.8,3.25,3.75,1.8,3.25,3.75,1.75,3.2,4.0,1.75,3.3,4.0,1.7,3.4,4.0,1.7,1.9,1451.91,1400.26
D2,24/01/03,St Pauli,Ein Frankfurt,1,1,D,0,1,A,3.5,3.2,1.9,3.3,3.15,1.95,3.2,3.1,2.0,3.4,3.25,1.91,4.0,3.35,1.7,1.65,1.95,1387.77,1585.66
D2,26/01/03,Burghausen,Ein Trier,1,1,D,1,0,H,2.1,3.2,3.0,2.05,3.25,3.0,2.1,3.0,3.1,2.1,3.2,3.0,2.2,3.25,2.75,1.7,1.9,1480.57,1509.11
D2,26/01/03,Greuther Furth,Duisburg,1,0,H,0,0,D,2.1,3.2,3.0,2.15,3.1,2.9,2.1,3.0,3.1,2.2,3.1,2.88,2.1,3.2,2.85,1.7,1.9,1574.81,1530.22
D2,26/01/03,Mainz,Union Berlin,1,0,H,1,0,H,1.61,3.5,4.5,1.65,3.3,4.5,1.65,3.3,4.4,1.67,3.4,4.33,1.65,3.4,4.3,1.65,1.95,1579.77,1508.92
D2,26/01/03,Oberhausen,Lubeck,3,1,H,2,1,H,1.8,3.3,3.75,1.75,3.2,4.0,1.75,3.2,4.0,1.75,3.3,4.0,1.65,3.4,4.3,1.65,1.95,1522.21,1461.14
D2,26/01/03,Reutlingen,Ahlen,1,2,A,1,2,A,1.83,3.4,3.5,1.85,3.25,3.4,1.9,3.1,3.5,1.83,3.3,3.6,1.8,3.4,3.5,1.65,1.95,1493.4,1419.04
D2,27/01/03,Freiburg,Aachen,1,1,D,0,0,D,1.72,3.4,4.0,1.7,3.3,4.1,1.65,3.3,4.4,1.7,3.4,4.2,,,,1.65,1.95,1579.84,1514.22
D2,31/01/03,Ein Frankfurt,Freiburg,1,1,D,0,0,D,2.0,3.2,3.2,2.0,3.1,3.2,2.2,3.0,2.9,2.0,3.1,3.2,2.1,3.1,2.95,1.9,1.7,1582.23,1574.3
D2,02/02/03,Ahlen,St Pauli,3,2,H,2,1,H,1.8,3.25,3.75,1.75,3.2,3.95,1.7,3.2,4.2,1.7,3.3,4.0,1.85,3.25,3.45,1.7,1.9,1437.33,1391.2
D2,02/02/03,Karlsruhe,Burghausen,2,1,H,1,0,H,2.0,3.2,3.2,1.95,3.1,3.3,2.1,3.0,3.1,1.95,3.1,3.3,2.0,3.15,3.1,1.8,1.8,1452.02,1478.03
D2,02/02/03,Lubeck,Reutlingen,0,0,D,0,0,D,1.9,3.25,3.4,1.85,3.15,3.6,1.8,3.1,3.8,1.85,3.2,3.6,1.9,3.2,3.35,1.7,1.9,1454.05,1475.11
D2,02/02/03,Union Berlin,Mannheim,1,1,D,0,1,A,1.83,3.25,3.75,1.8,3.15,3.8,1.8,3.1,3.8,1.8,3.2,3.8,1.85,3.25,3.45,1.7,1.9,1502.12,1446.78
D2,03/02/03,Ein Trier,Mainz,2,1,H,2,1,H,2.37,3.1,2.62,2.2,3.15,2.75,2.3,3.0,2.7,2.3,3.0,2.7,2.25,3.1,2.7,1.7,1.9,1511.65,1586.57
D2,07/02/03,Burghausen,Duisburg,1,1,D,1,1,D,2.25,3.2,2.75,2.3,3.05,2.75,2.3,2.9,2.8,2.25,3.1,2.75,2.25,3.1,2.7,1.65,1.95,1468.15,1522.64
D2,07/02/03,Mannheim,Mainz,1,5,A,1,1,D,2.75,3.2,2.25,2.55,3.1,2.45,3.0,3.1,2.1,2.7,3.0,2.3,2.5,3.15,2.4,1.75,1.85,1452.02,1574.97
D2,09/02/03,Freiburg,Ahlen,4,0,H,1,0,H,1.5,3.4,6.0,1.45,3.75,6.0,1.55,3.5,4.8,1.5,3.75,5.0,1.5,3.5,5.5,1.55,2.15,1578.06,1444.86
D2,09/02/03,Greuther Furth,Ein Frankfurt,0,1,A,0,0,D,2.375,3.1,2.625,2.4,3.0,2.65,2.2,3.0,2.9,2.3,3.0,2.7,2.2,3.1,2.8,1.7,1.9,1582.39,1578.47
D2,09/02/03,Karlsruhe,Ein Trier,1,1,D,1,0,H,2.2,3.25,2.75,2.25,3.1,2.8,2.2,3.0,2.9,2.25,3.1,2.75,2.15,3.15,2.85,1.65,1.95,1461.9,1523.25
D2,09/02/03,Oberhausen,Union Berlin,2,2,D,1,1,D,1.727,3.2,4.333,1.7,3.3,4.25,1.75,3.2,4.0,1.7,3.5,3.8,1.65,3.35,4.3,1.65,1.95,1529.3,1496.88
D2,09/02/03,St Pauli,Lubeck,2,0,H,2,0,H,2.25,3.2,2.75,2.25,3.1,2.8,2.2,3.0,2.9,2.25,3.1,2.75,2.25,3.1,2.7,1.65,1.95,1383.67,1451.26
D2,10/02/03,FC Koln,Aachen,3,3,D,1,0,H,1.533,3.4,5.5,1.53,3.5,5.25,1.65,3.3,4.4,1.5,3.75,5.0,1.45,3.6,6.0,1.55,2.15,1633.85,1519.76
D2,14/02/03,Braunschweig,St Pauli,0,1,A,0,1,A,2.1,3.2,3.0,2.07,3.1,3.1,2.3,3.0,2.7,2.2,3.2,2.7,2.3,3.0,2.7,1.55,2.15,1405.39,1395.01
D2,14/02/03,Duisburg,Karlsruhe,2,0,H,2,0,H,1.667,3.3,4.5,1.7,3.25,4.3,1.75,3.1,4.2,1.7,3.5,3.8,1.7,3.4,4.0,1.6,2.05,1524.27,1460.52
D2,14/02/03,Lubeck,Freiburg,2,0,H,0,0,D,2.75,3.2,2.25,2.85,3.0,2.25,2.9,3.0,2.2,2.8,3.1,2.2,3.05,2.95,2.15,1.65,1.95,1439.92,1583.24
D2,16/02/03,Aachen,Burghausen,2,3,A,2,2,D,1.667,3.3,4.5,1.63,3.35,4.6,1.65,3.3,4.4,1.667,3.5,4.0,1.55,3.4,5.0,1.6,2.05,1526.62,1466.52
D2,16/02/03,Ahlen,Greuther Furth,3,0,H,2,0,H,2.375,3.1,2.625,2.35,3.1,2.65,2.3,3.0,2.7,2.3,3.0,2.7,2.4,3.1,2.55,1.7,1.9,1439.68,1566.26
D2,16/02/03,Ein Trier,Mannheim,2,2,D,1,1,D,1.615,3.25,5.0,1.63,3.35,4.6,1.65,3.3,4.4,1.667,3.5,4.0,1.6,3.5,4.5,1.6,2.05,1524.63,1440.34
D2,16/02/03,Mainz,Oberhausen,2,1,H,0,0,D,1.727,3.2,4.333,1.67,3.3,4.4,1.75,3.1,4.2,1.7,3.5,3.8,1.7,3.4,4.0,1.63,2.0,1586.65,1524.75
D2,17/02/03,Ein Frankfurt,FC Koln,1,1,D,1,0,H,2.375,3.1,2.625,2.35,3.0,2.75,2.2,3.0,2.9,2.25,3.1,2.75,2.15,2.95,3.05,1.75,1.85,1594.6,1626.99
D2,19/02/03,Reutlingen,Braunschweig,0,1,A,0,0,D,1.667,3.25,4.5,1.71,3.35,4.41,1.7,3.2,4.2,1.7,3.5,3.8,1.7,3.35,4.0,,,1477.9,1389.05
D2,21/02/03,FC Koln,Ahlen,2,1,H,1,1,D,1.4,3.75,7.0,1.4,3.9,6.6,1.45,3.8,5.4,1.364,4.0,6.5,1.4,3.55,7.0,1.4,2.5,1629.39,1453.13
D2,21/02/03,Karlsruhe,Aachen,1,2,A,1,0,H,2.375,3.1,2.625,2.3,3.1,2.75,2.4,2.9,2.7,2.3,3.0,2.7,2.3,3.15,2.6,1.65,1.95,1453.51,1508.74
D2,21/02/03,Oberhausen,Mannheim,0,1,A,0,1,A,1.571,3.5,5.0,1.6,3.4,4.9,1.6,3.4,4.6,1.6,3.6,4.333,1.65,3.3,4.4,1.5,2.25,1517.69,1446.41
D2,23/02/03,Burghausen,Ein Frankfurt,3,3,D,2,1,H,2.625,3.1,2.375,2.7,3.1,2.35,2.5,3.0,2.5,2.75,3.1,2.25,2.7,3.1,2.25,1.8,1.8,1484.4,1592.2
D2,23/02/03,Duisburg,Ein Trier,2,4,A,0,3,A,1.909,3.2,3.5,1.85,3.2,3.7,1.85,3.1,3.6,1.9,3.2,3.4,1.85,3.2,3.5,1.7,1.9,1531.28,1518.56
D2,23/02/03,Greuther Furth,Lubeck,2,1,H,2,0,H,1.8,3.25,3.75,1.8,3.25,4.0,1.7,3.2,4.2,1.75,3.3,3.8,1.85,3.2,3.5,1.6,2.05,1552.81,1453.97
D2,23/02/03,Reutlingen,Mainz,1,2,A,0,0,D,2.625,3.1,2.375,2.65,3.1,2.4,2.5,3.0,2.5,2.625,3.0,2.375,2.55,3.15,2.35,1.65,1.95,1459.2,1593.71
D2,23/02/03,St Pauli,Union Berlin,2,2,D,0,0,D,2.1,3.2,3.0,2.1,3.2,3.0,2.1,3.0,3.1,2.05,3.1,3.1,1.95,3.2,3.2,1.65,1.95,1411.35,1501.43
D2,24/02/03,Freiburg,Braunschweig,2,0,H,1,0,H,1.286,4.5,8.0,1.35,4.0,7.5,1.3,4.2,8.0,1.3,4.333,7.5,1.4,3.9,6.0,1.45,2.35,1569.19,1407.75
D2,28/02/03,Braunschweig,Greuther Furth,1,1,D,1,1,D,2.625,3.2,2.3,2.75,3.05,2.3,2.9,3.0,2.2,2.7,3.0,2.3,2.65,3.15,2.25,1.7,1.9,1403.21,1558.85
D2,28/02/03,Ein Frankfurt,Karlsruhe,2,1,H,2,0,H,1.5,3.6,5.5,1.45,3.6,6.2,1.5,3.5,5.4,1.444,3.8,5.5,1.45,3.55,6.0,1.65,1.95,1591.92,1439.41
D2,28/02/03,Mainz,St Pauli,1,1,D,0,0,D,1.4,3.75,7.0,1.45,3.6,6.2,1.5,3.5,5.4,1.444,3.8,5.5,1.55,3.4,5.0,1.5,2.25,1604.97,1410.99
D2,28/02/03,Mannheim,Reutlingen,0,0,D,0,0,D,2.0,3.2,3.2,2.0,3.1,3.3,2.0,3.1,3.2,2.0,3.2,3.1,1.9,3.15,3.4,1.7,1.9,1464.62,1447.94
D2,02/03/03,Aachen,Duisburg,1,0,H,0,0,D,2.0,3.0,3.4,2.05,3.1,3.15,1.9,3.1,3.5,1.9,3.2,3.4,1.95,3.2,3.2,1.6,2.05,1522.84,1514.86
D2,02/03/03,Ahlen,Burghausen,2,4,A,1,2,A,2.0,3.2,3.2,1.97,3.15,3.3,1.9,3.1,3.5,1.9,3.2,3.4,2.0,3.15,3.15,1.6,2.05,1448.9,1484.68
D2,02/03/03,Ein Trier,Oberhausen,1,0,H,0,0,D,1.727,3.2,4.333,1.75,3.25,4.0,1.75,3.2,4.0,1.75,3.3,3.8,1.65,3.35,4.3,1.55,2.15,1534.98,1499.48
D2,02/03/03,Lubeck,FC Koln,1,1,D,0,0,D,3.0,3.0,2.2,2.85,3.1,2.2,2.8,2.9,2.3,2.875,3.1,2.15,3.0,2.95,2.15,1.55,2.15,1447.93,1633.62
D2,03/03/03,Union Berlin,Freiburg,1,1,D,1,0,H,2.625,3.1,2.375,2.65,3.0,2.4,2.8,2.9,2.3,2.7,3.0,2.3,2.7,3.0,2.3,1.75,1.85,1501.79,1573.73
D2,05/03/03,Aachen,Greuther Furth,0,0,D,0,0,D,1.83,3.3,3.6,1.85,3.2,3.65,1.85,3.1,3.6,1.8,3.2,3.75,1.9,3.1,3.45,1.7,1.9,1531.58,1556.87
D2,05/03/03,Braunschweig,Oberhausen,2,1,H,0,1,A,2.37,3.25,2.5,2.3,3.15,2.65,2.5,3.0,2.5,2.38,3.0,2.62,2.4,3.05,2.55,1.85,1.75,1405.19,1491.62
D2,05/03/03,Duisburg,FC Koln,2,2,D,2,1,H,2.62,3.0,2.4,2.6,3.15,2.35,2.5,3.0,2.5,2.6,3.0,2.4,2.7,2.9,2.35,1.8,1.8,1506.12,1630.6
D2,07/03/03,Freiburg,Mainz,1,0,H,0,0,D,1.909,3.2,3.5,1.9,3.25,3.35,1.9,3.1,3.5,1.95,3.2,3.2,1.95,3.1,3.3,1.7,1.9,1574.74,1596.36
D2,07/03/03,Karlsruhe,Ahlen,2,4,A,2,1,H,2.0,3.2,3.2,2.12,3.1,2.95,2.1,3.0,3.1,2.05,3.1,3.1,2.1,3.1,2.95,1.65,1.95,1434.67,1434.12
D2,07/03/03,St Pauli,Mannheim,2,1,H,1,0,H,2.0,3.2,3.2,1.95,3.15,3.3,2.0,3.1,3.2,1.95,3.2,3.2,1.95,3.15,3.25,1.7,1.9,1419.6,1460.57
D2,09/03/03,Aachen,Ein Trier,0,1,A,0,1,A,2.0,3.2,3.2,2.0,3.15,3.2,2.0,3.1,3.2,2.0,3.2,3.1,1.95,3.15,3.25,1.75,1.85,1528.93,1542.84
D2,09/03/03,Burghausen,Lubeck,0,0,D,0,0,D,1.833,3.2,3.75,1.9,3.25,3.35,1.9,3.1,3.5,1.9,3.2,3.4,1.8,3.15,3.75,1.7,1.9,1499.46,1450.95
D2,09/03/03,FC Koln,Braunschweig,1,1,D,1,1,D,1.25,5.0,8.0,1.26,4.75,8.0,1.3,4.2,8.0,1.25,4.5,8.5,1.25,4.5,8.5,1.5,2.25,1629.72,1417.2
D2,09/03/03,Greuther Furth,Union Berlin,1,1,D,1,0,H,1.8,3.25,3.75,1.8,3.2,3.8,1.8,3.1,3.8,1.75,3.3,3.8,1.8,3.2,3.7,1.7,1.9,1559.52,1500.78
D2,09/03/03,Reutlingen,Oberhausen,2,0,H,0,0,D,2.1,3.2,3.0,2.12,3.1,2.95,2.1,3.0,3.1,2.1,3.1,3.0,2.0,3.15,3.1,1.8,1.8,1451.99,1479.61
D2,10/03/03,Duisburg,Ein Frankfurt,0,2,A,0,1,A,2.5,3.1,2.5,2.5,2.95,2.55,2.5,3.0,2.5,2.5,3.0,2.5,2.45,3.1,2.45,1.8,1.8,1507.0,1596.66
D2,14/03/03,Ahlen,Duisburg,0,0,D,0,0,D,2.2,3.25,2.75,2.12,3.2,2.9,2.0,3.1,3.2,2.1,3.1,3.0,2.15,3.15,2.8,1.55,2.15,1450.14,1494.13
D2,14/03/03,Ein Trier,Reutlingen,1,2,A,1,2,A,1.61,3.25,5.0,1.65,3.3,4.5,1.7,3.2,4.2,1.67,3.5,4.0,1.55,3.5,4.8,1.55,2.15,1558.38,1461.92
D2,14/03/03,Mainz,Greuther Furth,1,3,A,1,1,D,1.72,3.2,4.33,1.7,3.25,4.25,1.7,3.2,4.2,1.7,3.5,3.8,1.65,3.2,4.6,1.7,1.9,1586.63,1554.18
D2,16/03/03,Braunschweig,Burghausen,0,0,D,0,0,D,2.3,3.2,2.62,2.3,3.15,2.65,2.3,3.0,2.7,2.3,3.0,2.7,2.35,3.15,2.55,,,1426.15,1494.42
D2,16/03/03,Ein Frankfurt,Aachen,1,1,D,1,1,D,1.66,3.3,4.5,1.7,3.25,4.25,1.65,3.3,4.4,1.7,3.5,3.8,1.7,3.2,4.2,1.7,1.9,1609.53,1513.39
D2,16/03/03,Lubeck,Karlsruhe,2,0,H,1,0,H,1.72,3.2,4.33,1.82,3.2,3.75,1.8,3.1,3.8,1.8,3.2,3.75,1.75,3.2,3.9,1.55,2.15,1455.99,1418.65
D2,16/03/03,Oberhausen,St Pauli,3,0,H,1,0,H,1.9,3.2,3.5,2.0,3.2,3.15,2.1,3.0,3.1,1.95,3.2,3.2,2.2,3.25,2.65,1.7,1.9,1469.68,1430.0
D2,16/03/03,Union Berlin,FC Koln,0,3,A,0,0,D,2.8,2.87,2.37,2.9,2.9,2.28,2.9,2.7,2.4,2.7,3.0,2.3,2.75,2.85,2.35,1.65,1.95,1506.12,1620.77
D2,17/03/03,Mannheim,Freiburg,0,3,A,0,0,D,2.87,3.0,2.25,2.8,3.05,2.25,3.1,3.0,2.1,3.0,3.1,2.1,2.95,3.1,2.1,1.85,1.75,1450.17,1584.47
D2,21/03/03,Aachen,Ahlen,3,0,H,2,0,H,1.727,3.25,4.333,1.75,3.25,4.1,1.7,3.2,4.2,1.727,3.4,3.8,1.75,3.15,4.0,1.55,2.15,1519.78,1448.14
D2,21/03/03,Ein Frankfurt,Ein Trier,2,3,A,1,1,D,1.727,3.25,4.333,1.7,3.3,4.3,1.7,3.2,4.2,1.727,3.4,3.8,1.75,3.15,4.0,1.8,1.8,1603.14,1539.48
D2,21/03/03,St Pauli,Reutlingen,1,2,A,1,1,D,2.0,3.2,3.2,1.95,3.25,3.3,2.1,3.0,3.1,1.95,3.2,3.2,1.85,3.15,3.6,1.6,2.05,1422.27,1480.82
D2,23/03/03,Burghausen,Union Berlin,0,1,A,0,1,A,1.909,3.0,3.75,1.9,3.05,3.7,2.0,2.9,3.4,1.95,3.2,3.2,1.95,3.1,3.3,1.65,1.95,1495.56,1494.15
D2,23/03/03,Duisburg,Lubeck,1,0,H,1,0,H,1.727,3.4,4.0,1.85,3.2,3.75,1.9,3.1,3.5,1.8,3.2,3.75,1.95,3.1,3.3,1.6,2.05,1496.13,1463.79
D2,23/03/03,Freiburg,Oberhausen,5,2,H,4,0,H,1.4,3.75,7.0,1.4,3.8,6.9,1.35,4.0,7.0,1.4,4.0,6.0,1.45,3.55,6.0,1.6,2.05,1595.74,1477.41
D2,23/03/03,Greuther Furth,Mannheim,5,0,H,2,0,H,1.571,3.5,5.0,1.65,3.4,4.5,1.65,3.3,4.4,1.615,3.6,4.2,1.65,3.35,4.25,1.6,2.05,1571.23,1438.9
D2,23/03/03,Karlsruhe,Braunschweig,1,0,H,1,0,H,1.909,3.25,3.4,2.05,3.1,3.2,2.1,3.0,3.1,2.0,3.2,3.1,2.1,3.1,2.95,1.7,1.9,1410.85,1425.01
D2,24/03/03,FC Koln,Mainz,1,4,A,1,3,A,1.615,3.4,4.5,1.65,3.4,4.5,1.65,3.3,4.4,1.67,3.5,4.0,1.6,3.3,4.75,1.6,2.05,1632.74,1569.58
D2,26/03/03,Union Berlin,Reutlingen,0,0,D,0,0,D,2.1,3.1,3.1,2.1,3.05,3.22,2.1,2.8,3.3,2.1,3.1,3.0,2.1,3.05,3.0,1.8,1.8,1510.2,1494.8
D2,04/04/03,Braunschweig,Duisburg,0,1,A,0,0,D,2.375,3.1,2.625,2.3,3.1,2.6,2.1,3.0,3.1,2.375,3.0,2.625,2.3,3.05,2.65,1.75,1.85,1415.54,1504.09
D2,04/04/03,Mainz,Burghausen,2,0,H,1,0,H,1.615,3.25,5.0,1.6,3.35,4.7,1.6,3.4,4.6,1.571,3.6,4.5,1.6,3.4,4.6,1.65,2.0,1587.55,1479.51
D2,04/04/03,Mannheim,FC Koln,1,2,A,0,0,D,3.75,3.2,1.833,3.45,3.25,1.85,3.5,3.2,1.85,3.75,3.2,1.8,3.85,2.95,1.85,1.6,2.05,1433.7,1614.77
D2,06/04/03,Ahlen,Ein Frankfurt,1,1,D,0,0,D,2.625,3.2,2.3,2.65,3.1,2.3,2.7,3.0,2.3,2.7,3.0,2.3,2.7,3.1,2.25,1.65,1.95,1441.36,1585.15
D2,06/04/03,Ein Trier,St Pauli,1,2,A,1,1,D,1.615,3.3,5.0,1.6,3.35,4.7,1.65,3.3,4.4,1.615,3.6,4.2,1.55,3.55,4.75,1.6,2.05,1557.47,1408.29
D2,06/04/03,Lubeck,Aachen,2,0,H,1,0,H,2.3,3.1,2.75,2.3,3.1,2.65,2.4,2.9,2.7,2.3,3.0,2.7,2.35,3.05,2.6,1.7,1.9,1455.83,1526.56
D2,06/04/03,Oberhausen,Greuther Furth,2,3,A,1,3,A,2.2,3.1,2.875,2.2,3.1,2.8,2.3,3.0,2.7,2.2,3.1,2.8,2.25,3.15,2.65,1.65,1.95,1471.87,1576.43
D2,06/04/03,Union Berlin,Karlsruhe,0,0,D,0,0,D,1.833,3.2,3.75,1.83,3.2,3.65,1.9,3.0,3.6,1.8,3.2,3.75,1.8,3.15,3.8,1.7,1.9,1506.19,1420.32
D2,07/04/03,Reutlingen,Freiburg,0,2,A,0,1,A,2.75,3.1,2.3,2.75,3.1,2.2,2.7,3.0,2.3,2.75,3.1,2.25,2.9,3.05,2.15,1.7,1.9,1498.81,1601.28
D2,11/04/03,Aachen,Braunschweig,1,3,A,0,2,A,1.5,3.6,5.5,1.5,3.6,5.25,1.45,3.8,5.4,1.5,3.75,5.0,1.55,3.4,5.0,1.7,1.9,1515.11,1402.63
