Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,GBH,GBD,GBA,IWH,IWD,IWA,SBH,SBD,SBA,WHH,WHD,WHA,GB>2.5,GB<2.5,EloHome,EloAway
F2,21/09/02,Reims,Creteil,0,0,D,0,0,D,2.375,2.8,2.75,2.4,2.75,2.8,2.3,2.7,2.7,2.4,2.8,2.875,,,,1.95,1.65,1451.7,1474.16
F2,22/09/02,Lorient,Nancy,1,0,H,0,0,D,1.727,3.0,4.333,1.7,3.1,4.45,1.7,2.9,4.0,1.727,3.1,4.5,,,,,,1526.68,1464.19
F2,28/09/02,Beauvais,Lorient,0,1,A,0,1,A,2.2,2.8,3.2,2.2,2.82,3.25,2.2,2.7,2.9,2.2,2.75,3.2,,,,2.35,1.45,1499.25,1533.73
F2,28/09/02,Caen,Reims,1,1,D,0,1,A,1.57,3.25,5.5,1.6,3.2,5.65,1.6,2.9,4.8,1.6,3.0,5.5,,,,2.2,1.5,1520.3,1448.96
F2,28/09/02,Chateauroux,Amiens,1,1,D,1,0,H,1.73,2.88,5.0,1.65,3.15,5.25,1.6,2.9,4.8,1.67,3.0,5.0,,,,2.2,1.5,1501.06,1433.42
F2,28/09/02,Creteil,Istres,5,0,H,4,0,H,1.8,3.0,4.2,1.85,3.05,4.3,1.8,2.8,3.7,1.8,2.8,4.5,,,,2.1,1.55,1476.9,1455.52
F2,28/09/02,Laval,Grenoble,1,1,D,1,0,H,1.8,3.0,4.2,1.8,2.95,4.5,1.75,2.8,4.0,1.75,2.88,4.6,,,,2.35,1.45,1466.33,1438.4
F2,28/09/02,Nancy,Gueugnon,1,1,D,0,0,D,1.8,3.0,4.333,1.81,3.05,4.3,1.75,2.8,4.0,1.8,2.88,4.33,,,,2.2,1.5,1457.14,1397.29
F2,28/09/02,Niort,St Etienne,3,0,H,1,0,H,1.909,2.875,4.0,2.01,2.9,3.8,1.9,2.8,3.4,1.909,2.8,4.0,,,,2.2,1.5,1486.49,1475.85
F2,28/09/02,Valence,Toulouse,0,1,A,0,0,D,2.4,2.9,2.75,2.47,2.87,2.85,2.4,2.65,2.65,2.4,2.88,2.7,,,,2.1,1.55,1476.61,1558.0
F2,28/09/02,Wasquehal,Le Mans,2,1,H,1,0,H,2.6,2.8,2.6,2.65,2.82,2.6,2.7,2.6,2.4,2.6,2.75,2.6,,,,2.2,1.5,1439.93,1574.19
F2,29/09/02,Clermont,Metz,2,1,H,1,1,D,2.375,2.8,2.875,2.38,2.82,2.92,2.4,2.6,2.7,2.25,2.8,3.0,,,,2.1,1.55,1467.44,1525.13
F2,04/10/02,Amiens,Laval,1,0,H,0,0,D,2.1,2.8,3.4,2.25,2.85,3.5,2.0,2.8,3.1,1.909,2.875,3.75,,,,2.05,1.6,1439.02,1461.92
F2,04/10/02,Le Mans,Nancy,3,0,H,0,0,D,1.444,3.5,7.0,1.49,3.5,6.25,1.45,3.3,5.5,1.444,3.5,6.5,,,,1.9,1.7,1560.46,1451.76
F2,05/10/02,Grenoble,Clermont,6,1,H,4,1,H,2.0,2.875,3.6,2.0,2.8,3.6,2.0,2.8,3.1,2.0,2.875,3.5,,,,2.15,1.55,1442.81,1478.43
F2,05/10/02,Gueugnon,Niort,1,0,H,1,0,H,2.5,2.625,2.875,2.5,2.75,2.7,2.4,2.7,2.6,2.5,2.75,2.7,,,,2.15,1.55,1402.67,1495.14
F2,05/10/02,Istres,Chateauroux,0,2,A,0,2,A,2.25,2.75,3.2,2.25,2.85,2.95,2.3,2.7,2.7,2.25,2.8,3.0,,,,2.05,1.6,1447.22,1495.46
F2,05/10/02,Metz,Beauvais,1,0,H,1,0,H,1.909,3.0,3.75,1.85,2.9,4.0,1.85,2.9,3.4,1.85,2.9,4.0,,,,2.15,1.55,1514.14,1484.42
F2,05/10/02,Reims,Valence,2,0,H,0,0,D,2.375,2.7,3.0,2.25,2.8,3.0,2.3,2.7,2.7,2.3,2.75,3.0,,,,2.05,1.6,1454.67,1463.44
F2,05/10/02,St Etienne,Wasquehal,2,0,H,1,0,H,1.833,2.875,4.333,1.83,2.9,4.25,1.85,2.9,3.4,1.8,2.9,4.2,,,,2.05,1.6,1467.2,1453.66
F2,05/10/02,Toulouse,Creteil,0,0,D,0,0,D,1.8,3.0,4.2,1.75,2.95,4.45,1.75,3.0,3.7,1.75,3.0,4.333,,,,1.9,1.7,1571.17,1485.2
