Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SBH,SBD,SBA,WHH,WHD,WHA,GB>2.5,GB<2.5,EloHome,EloAway
F1,25/10/02,Bordeaux,Monaco,2,2,D,1,2,A,2.1,3.0,3.2,2.08,3.1,3.65,2.0,2.9,3.4,2.0,3.0,3.4,2.0,3.0,3.5,2.0,3.0,3.4,2.05,1.8,1703.82,1695.19
F1,26/10/02,Ajaccio,Lyon,0,1,A,0,1,A,2.8,3.0,2.3,2.92,3.0,2.47,2.8,2.9,2.3,3.0,3.0,2.2,2.9,3.0,2.3,2.9,2.9,2.3,1.95,1.65,1655.91,1803.04
F1,26/10/02,Auxerre,Rennes,1,0,H,0,0,D,1.444,3.6,6.5,1.55,3.65,6.42,1.5,3.5,5.4,1.57,3.25,5.5,1.5,3.4,6.5,1.53,3.25,6.0,1.9,1.7,1748.99,1629.08
F1,26/10/02,Guingamp,Sedan,0,1,A,0,0,D,1.909,3.0,3.75,1.98,3.05,3.95,2.0,2.8,3.6,1.8,3.2,4.0,1.909,3.1,3.75,1.83,3.0,4.0,1.9,1.7,1629.44,1643.29
F1,26/10/02,Le Havre,Nantes,1,1,D,0,1,A,2.25,2.875,3.0,2.32,3.0,3.12,2.1,3.0,3.1,2.37,3.0,2.75,2.3,2.9,3.0,2.25,2.87,3.0,2.05,1.6,1611.64,1675.37
F1,26/10/02,Lille,Sochaux,1,0,H,0,0,D,2.0,2.875,3.6,2.05,3.0,3.65,2.0,2.8,3.6,2.0,3.0,3.4,2.0,3.0,3.6,1.9,3.0,3.75,1.95,1.65,1731.43,1720.51
F1,26/10/02,Montpellier,Troyes,2,2,D,1,1,D,1.909,3.0,3.75,2.02,3.1,3.7,1.85,3.0,3.8,2.0,3.0,3.4,1.909,3.1,3.75,1.9,3.0,3.75,2.05,1.6,1607.43,1624.68
F1,26/10/02,Nice,Lens,0,0,D,0,0,D,1.909,3.0,3.75,2.06,3.0,3.6,2.1,2.8,3.3,2.1,3.0,3.2,2.0,3.0,3.6,2.1,2.87,3.3,2.05,1.6,1682.66,1749.05
F1,26/10/02,Paris SG,Marseille,3,0,H,2,0,H,1.833,3.0,4.0,1.85,3.0,4.35,1.85,3.0,3.8,1.83,3.2,3.75,1.833,3.1,4.0,1.83,3.0,4.0,1.95,1.65,1761.3,1712.29
F1,26/10/02,Strasbourg,Bastia,2,0,H,1,0,H,1.909,3.0,3.75,2.02,3.0,3.8,1.9,2.9,3.8,1.91,3.2,3.5,1.909,3.1,3.75,1.83,3.0,4.0,1.95,1.65,1652.82,1648.43
F1,02/11/02,Bastia,Lille,1,0,H,1,0,H,2.2,3.0,3.0,2.15,3.0,3.3,2.2,2.8,3.1,2.1,3.0,3.2,2.2,3.0,3.1,2.2,2.8,3.2,1.9,1.7,1639.58,1740.07
F1,02/11/02,Lens,Auxerre,3,1,H,2,1,H,2.25,3.0,2.9,2.3,3.0,3.0,2.3,2.8,2.9,2.2,3.0,3.0,2.2,3.0,3.1,2.2,2.87,3.1,2.05,1.6,1750.26,1754.49
F1,02/11/02,Lyon,Nice,2,2,D,0,1,A,1.667,3.1,5.0,1.71,3.21,5.0,1.65,3.2,4.6,1.67,3.25,4.5,1.667,3.2,5.0,1.57,3.3,5.5,1.75,1.85,1813.85,1681.45
F1,02/11/02,Marseille,Montpellier,2,0,H,1,0,H,1.533,3.25,6.0,1.56,3.45,6.0,1.55,3.3,5.2,1.61,3.2,5.5,1.571,3.4,5.5,1.53,3.3,6.0,1.9,1.7,1704.84,1604.51
F1,02/11/02,Monaco,Le Havre,1,1,D,1,0,H,1.533,3.25,6.0,1.56,3.45,6.0,1.55,3.3,5.2,1.57,3.25,5.5,1.571,3.4,5.5,1.53,3.3,6.0,1.9,1.7,1698.98,1610.34
F1,02/11/02,Rennes,Ajaccio,0,0,D,0,0,D,1.909,3.0,3.75,2.0,3.05,3.65,1.9,2.9,3.8,2.0,3.2,3.2,1.909,3.0,3.75,1.9,3.0,3.75,1.9,1.7,1623.58,1645.1
F1,02/11/02,Sochaux,Strasbourg,2,0,H,1,0,H,1.833,3.0,4.0,1.86,3.1,4.2,1.8,3.0,4.0,1.8,3.2,4.0,1.75,3.1,4.5,1.8,3.1,4.0,1.85,1.75,1711.87,1661.67
F1,02/11/02,Troyes,Guingamp,0,2,A,0,1,A,2.1,3.0,3.2,2.2,3.0,3.2,2.1,2.8,3.3,2.2,3.0,3.0,2.2,3.0,3.1,2.1,3.0,3.2,1.9,1.7,1627.6,1613.9
F1,03/11/02,Nantes,Bordeaux,0,0,D,0,0,D,2.3,3.0,2.8,2.3,3.0,3.0,2.4,2.9,2.7,2.1,3.0,3.2,2.3,2.9,3.0,2.25,2.8,3.1,1.95,1.65,1676.67,1700.03
F1,03/11/02,Sedan,Paris SG,3,1,H,1,1,D,2.875,3.0,2.25,3.0,3.0,2.3,2.7,2.8,2.5,2.75,3.0,2.37,3.0,2.9,2.3,2.9,2.9,2.3,1.9,1.7,1658.83,1768.75
F1,07/11/02,Ajaccio,Auxerre,1,0,H,0,0,D,2.8,2.875,2.375,2.75,3.0,2.45,2.7,2.9,2.4,,,,2.75,2.875,2.4,2.8,2.9,2.37,1.95,1.65,1647.88,1745.35
F1,07/11/02,Le Havre,Lyon,1,2,A,0,1,A,2.875,3.0,2.25,3.1,2.9,2.3,3.0,2.9,2.2,,,,3.0,2.875,2.25,3.3,2.87,2.1,2.05,1.6,1616.53,1806.55
F1,08/11/02,Nice,Monaco,1,0,H,1,0,H,2.1,3.0,3.2,2.34,3.0,3.16,2.4,2.7,2.9,2.1,3.0,3.2,2.2,3.0,3.2,2.2,2.8,3.2,2.0,1.7,1688.75,1692.79
F1,09/11/02,Bordeaux,Rennes,2,0,H,1,0,H,1.66,3.1,5.0,1.64,3.45,5.4,1.6,3.3,4.8,1.67,3.2,5.0,1.571,3.4,5.5,1.57,3.3,5.5,1.9,1.74,1702.74,1620.8
F1,09/11/02,Guingamp,Marseille,0,0,D,0,0,D,2.5,2.87,2.62,2.65,3.11,2.7,2.3,2.8,2.9,2.5,3.2,2.5,2.5,3.0,2.7,2.5,2.9,2.62,1.96,1.7,1630.35,1710.84
F1,09/11/02,Lille,Nantes,0,1,A,0,0,D,1.8,3.0,4.2,1.9,3.2,4.12,1.8,3.0,4.0,1.8,3.2,4.0,1.833,3.1,4.0,1.8,3.1,4.0,2.0,1.65,1727.55,1673.96
F1,09/11/02,Montpellier,Sedan,2,0,H,1,0,H,2.2,3.0,3.0,2.3,3.1,3.28,2.4,2.7,2.9,2.1,3.0,3.2,2.25,2.875,3.2,2.1,2.87,3.3,2.0,1.65,1598.51,1671.69
F1,09/11/02,Paris SG,Sochaux,1,1,D,0,0,D,1.66,3.1,5.0,1.7,3.31,5.25,1.65,3.2,4.6,1.61,3.2,5.5,1.6,3.4,5.5,1.61,3.1,5.5,1.98,1.75,1755.89,1719.28
F1,09/11/02,Strasbourg,Lens,2,0,H,1,0,H,2.25,3.0,2.87,2.38,3.12,3.0,2.3,2.8,2.9,2.37,3.0,2.75,2.3,3.0,3.0,2.37,2.87,2.8,2.05,1.6,1654.26,1759.4
F1,09/11/02,Troyes,Bastia,3,0,H,1,0,H,2.2,3.0,3.0,2.27,3.0,3.15,2.1,2.9,3.2,2.4,3.2,2.5,2.2,3.0,3.2,2.1,3.0,3.2,2.05,1.6,1611.15,1652.1
F1,14/11/02,Monaco,Ajaccio,3,2,H,0,0,D,1.66,3.1,5.0,1.67,3.3,5.35,1.7,3.1,4.4,,,,1.6,3.25,5.5,1.61,3.1,5.5,1.9,1.7,1683.66,1660.29
F1,16/11/02,Auxerre,Nice,0,2,A,0,0,D,1.909,3.0,3.75,1.9,3.1,4.25,1.8,3.0,4.0,1.8,3.2,4.0,1.909,3.0,4.0,1.9,3.0,3.75,1.91,1.7,1732.94,1697.88
F1,16/11/02,Bastia,Guingamp,0,2,A,0,1,A,1.8,3.0,4.2,1.85,3.15,4.0,1.85,3.0,3.8,1.91,3.2,3.5,1.85,3.1,4.0,1.9,3.0,3.75,1.91,1.7,1641.7,1629.65
F1,16/11/02,Lyon,Bordeaux,4,2,H,1,2,A,1.727,3.1,4.5,1.75,3.2,4.75,1.8,3.0,4.0,1.67,3.25,4.5,1.7,3.2,4.75,1.72,3.1,4.5,1.86,1.75,1815.88,1709.23
F1,16/11/02,Marseille,Troyes,0,0,D,0,0,D,1.5,3.4,6.0,1.55,3.45,6.65,1.5,3.5,5.4,1.57,3.25,5.5,1.5,3.4,6.5,1.5,3.3,6.5,1.91,1.7,1711.54,1621.55
F1,16/11/02,Nantes,Strasbourg,4,1,H,1,1,D,2.0,3.0,3.4,2.0,3.05,3.6,2.0,2.9,3.4,2.0,3.0,3.4,2.1,3.0,3.3,2.0,3.0,3.4,1.95,1.65,1691.65,1666.94
F1,16/11/02,Rennes,Le Havre,0,0,D,0,0,D,2.0,3.0,3.4,1.96,3.05,3.7,1.9,3.0,3.6,2.0,3.0,3.4,2.05,3.0,3.4,1.9,2.87,4.0,1.95,1.65,1614.31,1607.2
F1,16/11/02,Sedan,Lille,0,1,A,0,0,D,2.1,3.0,3.2,2.0,3.1,3.55,2.0,2.9,3.4,2.0,3.0,3.4,2.1,3.0,3.25,2.0,3.0,3.4,1.95,1.65,1660.15,1709.86
F1,16/11/02,Sochaux,Montpellier,0,0,D,0,0,D,1.615,3.25,5.0,1.62,3.4,5.6,1.6,3.2,5.0,1.62,3.25,5.0,1.615,3.4,5.0,1.61,3.3,5.0,1.91,1.7,1723.96,1610.05
F1,17/11/02,Lens,Paris SG,3,2,H,1,1,D,2.25,3.0,2.875,2.3,2.95,3.0,2.3,2.8,2.9,2.38,2.88,2.8,2.3,3.0,3.0,2.25,2.8,3.1,1.95,1.65,1746.72,1751.21
F1,22/11/02,Paris SG,Nantes,0,1,A,0,1,A,1.727,3.1,4.5,1.71,3.35,5.2,1.65,3.2,4.6,,,,1.667,3.2,5.0,1.66,3.1,5.0,1.9,1.77,1742.06,1699.85
F1,23/11/02,Bordeaux,Ajaccio,1,0,H,1,0,H,1.667,2.875,5.5,1.73,3.3,5.2,1.65,3.2,4.6,,,,1.667,3.2,5.0,1.61,3.1,5.5,1.9,1.7,1703.4,1652.05
F1,23/11/02,Guingamp,Sochaux,2,0,H,0,0,D,2.2,2.8,3.2,2.15,3.0,3.3,2.2,2.7,3.2,,,,2.1,3.0,3.25,2.1,2.87,3.3,2.05,1.6,1646.05,1717.11
F1,23/11/02,Le Havre,Auxerre,0,1,A,0,0,D,2.625,2.875,2.5,2.7,3.1,2.45,2.8,2.8,2.4,,,,2.75,3.0,2.4,2.62,2.75,2.62,2.05,1.6,1610.94,1715.81
F1,23/11/02,Lille,Lyon,2,1,H,0,0,D,2.625,2.875,2.5,2.7,3.1,2.45,2.6,2.8,2.6,,,,2.625,3.0,2.5,2.5,2.9,2.62,2.05,1.6,1724.16,1821.71
F1,23/11/02,Marseille,Lens,1,0,H,1,0,H,2.0,3.0,3.4,2.1,3.05,3.3,2.2,2.7,3.2,,,,2.05,3.0,3.4,1.9,3.0,3.75,1.95,1.65,1705.31,1755.87
F1,23/11/02,Montpellier,Bastia,2,2,D,2,0,H,1.833,3.0,4.0,1.9,3.0,4.1,1.9,2.9,3.8,,,,1.85,3.1,4.0,1.83,3.0,4.0,2.05,1.6,1616.9,1625.3
F1,23/11/02,Nice,Rennes,0,0,D,0,0,D,1.444,3.5,7.0,1.53,3.45,6.75,1.55,3.3,5.2,,,,1.444,3.6,7.0,1.5,3.4,6.0,1.95,1.65,1715.01,1610.57
F1,23/11/02,Troyes,Sedan,2,0,H,1,0,H,2.0,2.875,3.6,2.0,3.0,3.7,2.2,2.7,3.2,,,,2.0,3.0,3.5,2.0,2.87,3.6,2.05,1.6,1627.78,1645.85
F1,24/11/02,Strasbourg,Monaco,1,0,H,1,0,H,2.1,3.0,3.2,2.15,3.0,3.25,2.2,2.7,3.2,,,,2.25,3.0,3.0,2.2,2.87,3.1,1.9,1.7,1658.74,1691.9
F1,30/11/02,Ajaccio,Le Havre,1,2,A,1,0,H,1.833,3.0,4.0,1.9,3.0,4.1,1.85,2.9,4.0,1.8,3.2,4.0,1.909,3.0,3.8,1.8,3.0,4.2,2.05,1.6,1644.68,1598.62
F1,30/11/02,Bastia,Marseille,2,0,H,0,0,D,2.5,2.875,2.625,2.5,2.9,2.8,2.4,2.8,2.8,2.5,3.2,2.5,2.4,3.0,2.75,2.5,2.9,2.62,1.9,1.7,1628.52,1716.04
F1,30/11/02,Monaco,Paris SG,3,1,H,1,1,D,2.2,3.0,3.0,2.25,3.0,3.05,2.1,2.8,3.3,2.2,3.0,3.0,2.3,3.0,2.875,2.2,2.87,3.1,1.9,1.7,1681.78,1724.71
F1,30/11/02,Nantes,Montpellier,3,1,H,1,0,H,1.615,3.25,5.0,1.66,3.25,5.25,1.7,3.0,4.6,1.61,3.25,5.0,1.615,3.25,5.2,1.61,3.1,5.5,1.95,1.65,1717.2,1613.68
F1,30/11/02,Rennes,Lille,5,1,H,3,0,H,2.4,3.0,2.7,2.4,3.0,2.8,2.4,2.8,2.8,2.5,3.2,2.5,2.5,3.0,2.6,2.5,2.9,2.62,2.05,1.6,1617.18,1736.57
F1,30/11/02,Sedan,Nice,3,0,H,1,0,H,2.625,2.875,2.5,2.5,2.9,2.8,2.4,2.8,2.8,2.5,3.2,2.5,2.625,3.0,2.5,2.6,2.8,2.6,2.05,1.6,1636.24,1708.4
F1,30/11/02,Sochaux,Troyes,1,0,H,0,0,D,1.8,3.1,4.0,1.7,3.1,5.15,1.75,3.0,4.4,1.72,3.2,4.33,1.727,3.1,4.75,1.66,3.1,5.0,2.15,1.55,1705.65,1637.39
F1,01/12/02,Auxerre,Bordeaux,1,0,H,1,0,H,1.833,3.0,4.0,1.9,3.0,4.16,1.9,2.9,3.8,1.83,3.2,3.75,1.909,3.0,3.8,1.9,3.0,3.75,1.95,1.65,1728.13,1710.77
F1,01/12/02,Lens,Guingamp,1,3,A,1,1,D,1.8,3.1,4.0,1.85,3.0,4.35,1.8,2.9,4.2,1.8,3.2,4.0,1.85,3.1,4.0,1.83,3.0,4.0,1.95,1.65,1745.14,1657.51
F1,01/12/02,Lyon,Strasbourg,2,1,H,1,1,D,1.615,3.25,5.0,1.55,3.35,6.2,1.5,3.4,5.6,1.57,3.25,5.5,1.533,3.4,6.0,,,,1.75,1.85,1809.3,1668.86
F1,03/12/02,Nice,Ajaccio,3,0,H,2,0,H,1.615,3.25,5.0,1.7,3.28,5.27,1.65,3.1,4.8,1.62,3.25,5.0,1.571,3.4,5.5,1.53,3.4,5.5,2.0,1.7,1696.9,1627.21
F1,04/12/02,Bastia,Sedan,0,1,A,0,1,A,1.8,3.1,4.0,1.85,3.2,4.25,1.9,2.9,3.8,1.8,3.2,4.0,1.8,3.2,4.0,1.8,3.1,4.0,1.95,1.65,1640.57,1647.74
F1,04/12/02,Guingamp,Nantes,2,0,H,0,0,D,2.1,3.0,3.2,2.15,3.0,3.3,2.3,2.8,2.9,2.1,3.0,3.2,2.1,3.0,3.25,2.25,2.87,3.0,1.95,1.65,1676.17,1723.11
F1,04/12/02,Le Havre,Bordeaux,1,0,H,0,0,D,2.5,3.0,2.6,2.55,3.0,2.65,2.6,2.8,2.6,2.5,3.2,2.5,2.5,3.0,2.6,2.62,2.9,2.5,1.95,1.65,1616.09,1702.34
F1,04/12/02,Lille,Auxerre,2,2,D,2,1,H,2.2,3.0,3.0,2.15,3.0,3.3,2.4,2.8,2.8,2.2,3.0,3.0,2.2,3.0,3.1,2.0,3.0,3.4,1.95,1.65,1723.37,1736.56
F1,04/12/02,Marseille,Sochaux,1,0,H,1,0,H,1.8,3.1,4.0,1.8,3.1,4.75,1.75,3.0,4.4,1.73,3.2,4.33,1.727,3.2,4.5,1.66,3.1,5.0,1.95,1.65,1703.99,1712.53
F1,04/12/02,Montpellier,Monaco,1,2,A,1,1,D,2.375,3.0,2.7,2.5,3.0,2.7,2.6,2.8,2.6,2.5,3.2,2.5,2.5,3.0,2.6,2.37,2.9,2.8,1.95,1.65,1607.77,1692.25
F1,04/12/02,Paris SG,Lyon,2,0,H,1,0,H,2.375,2.875,2.8,2.4,3.0,2.85,2.3,2.8,2.9,2.38,3.0,2.75,2.4,2.9,2.8,2.3,2.8,3.0,1.8,1.8,1714.24,1814.31
F1,04/12/02,Strasbourg,Rennes,1,3,A,0,0,D,1.667,3.1,5.0,1.75,3.25,4.75,1.65,3.1,4.8,1.67,3.25,4.5,1.667,3.2,5.0,1.61,3.3,5.0,1.9,1.7,1663.85,1630.38
F1,04/12/02,Troyes,Lens,0,0,D,0,0,D,2.375,3.0,2.7,2.45,3.0,2.75,2.5,2.8,2.7,2.5,3.2,2.5,2.4,3.0,2.75,2.4,2.9,2.75,1.95,1.65,1630.51,1726.48
F1,14/12/02,Sedan,Marseille,1,2,A,0,1,A,2.25,3.0,2.875,2.4,3.0,2.8,2.2,2.8,3.1,2.38,3.2,2.6,2.375,3.0,2.75,2.3,2.9,2.9,1.9,1.7,1663.5,1713.27
F1,14/12/02,Sochaux,Bastia,2,0,H,2,0,H,1.727,3.1,4.5,1.7,3.3,4.7,1.7,3.1,4.4,1.73,3.2,4.33,1.667,3.2,5.0,1.61,3.1,5.5,1.95,1.65,1703.25,1624.81
F1,15/12/02,Ajaccio,Lille,2,2,D,1,2,A,2.375,2.875,2.8,2.35,3.0,2.9,2.4,2.8,2.8,2.38,3.2,2.6,2.375,3.0,2.75,2.37,2.8,2.9,2.05,1.6,1620.37,1720.31
F1,15/12/02,Auxerre,Strasbourg,0,0,D,0,0,D,1.667,3.1,5.0,1.65,3.35,5.0,1.6,3.3,4.8,1.62,3.25,5.0,1.667,3.2,5.0,1.53,3.25,6.0,1.9,1.7,1739.62,1646.77
F1,15/12/02,Bordeaux,Nice,4,0,H,2,0,H,2.1,3.0,3.2,2.1,3.1,3.3,2.0,2.9,3.4,2.1,3.2,3.0,2.1,3.0,3.25,2.1,2.87,3.3,1.95,1.65,1690.33,1703.74
F1,15/12/02,Lens,Le Havre,1,0,H,1,0,H,1.727,3.1,4.5,1.75,3.2,4.55,1.7,3.1,4.4,1.62,3.25,5.0,1.727,3.2,4.5,1.66,3.1,5.0,1.85,1.75,1726.62,1628.1
F1,15/12/02,Lyon,Montpellier,1,1,D,0,0,D,1.333,4.0,8.0,1.35,4.2,8.0,1.4,3.7,6.5,1.36,3.75,8.0,1.333,4.333,7.5,1.36,3.75,8.0,1.7,1.9,1801.81,1594.71
F1,15/12/02,Monaco,Guingamp,4,0,H,1,0,H,2.0,3.0,3.4,1.95,3.1,3.75,1.9,3.0,3.6,2.0,3.0,3.4,2.0,3.0,3.5,2.0,3.0,3.4,1.8,1.8,1705.31,1686.78
F1,15/12/02,Nantes,Troyes,2,1,H,2,1,H,1.667,3.1,5.0,1.65,3.3,5.15,1.65,3.2,4.6,1.57,3.25,5.5,1.615,3.25,5.25,1.61,3.1,5.5,1.9,1.7,1712.5,1630.37
F1,15/12/02,Rennes,Paris SG,1,0,H,0,0,D,2.5,3.1,2.5,2.55,3.0,2.65,2.7,2.9,2.4,2.5,3.2,2.5,2.5,3.0,2.625,2.5,2.9,2.62,1.85,1.75,1647.46,1726.74
F1,19/12/02,Paris SG,Bordeaux,1,1,D,1,1,D,1.833,3.0,4.0,1.83,3.1,4.25,,,,,,,1.833,3.1,4.0,1.83,3.0,4.0,1.92,1.73,1714.98,1699.78
F1,20/12/02,Bastia,Nantes,3,1,H,1,0,H,2.3,3.0,2.8,2.41,3.14,2.86,2.2,2.9,3.0,2.25,3.2,2.75,2.3,3.0,2.875,2.25,3.0,2.87,2.05,1.6,1618.22,1718.99
F1,20/12/02,Guingamp,Ajaccio,3,1,H,3,1,H,1.727,3.1,4.5,1.73,3.25,5.25,1.6,3.2,5.0,1.62,3.25,5.0,1.667,3.2,5.0,1.61,3.1,5.5,1.85,1.91,1678.39,1620.37
F1,20/12/02,Lille,Le Havre,1,0,H,0,0,D,1.727,3.1,4.5,1.75,3.24,5.0,1.7,3.1,4.4,1.73,3.2,4.33,1.727,3.2,4.5,1.72,3.1,4.5,1.95,1.73,1720.31,1622.05
F1,20/12/02,Marseille,Monaco,1,1,D,0,1,A,2.0,3.0,3.4,2.06,3.05,3.7,1.85,3.0,3.8,1.91,3.0,3.75,2.0,3.0,3.5,1.9,2.87,4.0,2.0,1.67,1727.56,1713.7
F1,20/12/02,Sedan,Lyon,1,1,D,0,0,D,2.625,2.875,2.5,3.01,3.05,2.45,2.5,3.0,2.5,2.5,3.25,2.38,2.625,3.0,2.5,2.62,2.9,2.5,1.9,1.94,1649.21,1792.96
F1,20/12/02,Sochaux,Lens,3,0,H,0,0,D,1.909,3.0,3.75,2.17,3.1,3.46,2.2,2.8,3.1,2.0,3.0,3.4,1.85,3.1,4.0,2.0,3.0,3.4,2.15,1.52,1709.84,1732.67
F1,20/12/02,Strasbourg,Nice,0,0,D,0,0,D,2.25,3.0,2.875,2.34,2.97,3.1,2.1,2.8,3.3,2.1,3.0,3.2,2.25,2.875,3.1,2.2,3.0,3.0,1.96,1.83,1653.07,1694.29
F1,20/12/02,Troyes,Rennes,0,1,A,0,0,D,2.25,3.0,2.875,2.3,3.05,3.15,2.1,2.8,3.3,2.38,3.0,2.75,2.25,2.875,3.1,2.2,3.0,3.0,2.0,1.74,1623.88,1659.22
F1,10/01/03,Lyon,Marseille,1,0,H,1,0,H,1.909,3.0,3.75,1.95,3.1,3.75,1.85,3.0,3.8,1.9,3.2,3.5,2.0,3.0,3.6,1.9,3.1,3.6,1.8,1.81,1791.39,1723.6
F1,11/01/03,Ajaccio,Paris SG,0,0,D,0,0,D,2.5,3.1,2.5,2.75,3.05,2.45,2.9,3.0,2.2,2.62,2.87,2.5,2.7,3.1,2.375,2.62,2.9,2.5,1.95,1.65,1613.19,1710.98
F1,11/01/03,Auxerre,Troyes,1,0,H,1,0,H,1.571,3.25,5.5,1.6,3.25,5.85,1.6,3.3,4.8,1.44,3.6,6.5,1.571,3.25,6.0,1.57,3.3,5.5,1.9,1.7,1733.32,1609.08
F1,11/01/03,Bordeaux,Montpellier,3,1,H,1,1,D,1.615,3.25,5.0,1.6,3.4,5.5,1.55,3.4,5.0,1.5,3.4,6.0,1.571,3.25,6.0,,,,1.9,1.7,1703.78,1603.56
F1,11/01/03,Monaco,Bastia,0,0,D,0,0,D,1.571,3.25,5.5,1.55,3.4,6.1,1.55,3.4,5.0,1.5,3.6,5.5,1.571,3.25,6.0,1.57,3.3,5.5,1.8,1.8,1717.66,1630.75
F1,11/01/03,Nice,Lille,2,0,H,0,0,D,1.909,3.0,3.75,1.9,3.15,3.85,2.0,2.9,3.4,1.8,3.2,4.0,1.8,3.2,4.0,1.9,3.1,3.6,1.95,1.65,1696.38,1726.36
F1,11/01/03,Rennes,Guingamp,2,1,H,1,0,H,2.3,3.0,2.8,2.3,3.05,2.95,2.2,2.9,3.0,2.37,3.2,2.6,2.375,3.0,2.75,2.3,3.0,2.8,1.95,1.65,1674.02,1685.57
F1,14/01/03,Marseille,Rennes,2,0,H,2,0,H,1.727,3.2,4.333,1.65,3.3,4.95,1.7,3.2,4.2,1.67,3.25,4.5,1.615,3.25,5.0,1.66,3.3,4.5,1.9,1.7,1716.71,1683.4
F1,15/01/03,Bastia,Lyon,2,0,H,0,0,D,2.5,3.1,2.5,2.6,3.05,2.5,2.5,3.0,2.5,2.4,3.25,2.5,2.6,3.0,2.5,2.5,2.9,2.62,1.9,1.7,1636.89,1798.28
F1,15/01/03,Guingamp,Auxerre,0,2,A,0,1,A,2.25,2.875,3.0,2.2,2.95,3.15,2.3,2.9,2.8,2.25,3.2,2.75,2.2,3.1,3.0,2.2,3.1,2.87,1.95,1.65,1676.19,1738.71
F1,15/01/03,Montpellier,Nice,2,2,D,2,1,H,2.625,2.875,2.5,2.55,3.0,2.55,2.6,2.8,2.6,2.62,2.88,2.5,2.75,3.0,2.375,2.62,2.9,2.5,2.05,1.6,1597.56,1706.39
F1,15/01/03,Paris SG,Le Havre,1,0,H,1,0,H,1.571,3.25,5.5,1.55,3.3,5.85,1.55,3.3,5.2,1.57,3.25,5.5,1.571,3.25,6.0,1.57,3.3,5.5,1.85,1.75,1711.06,1616.0
F1,15/01/03,Sedan,Ajaccio,1,1,D,1,1,D,1.8,3.1,4.0,1.75,3.1,4.6,1.65,3.3,4.4,1.8,3.2,4.0,1.8,3.1,4.2,1.66,3.1,5.0,1.95,1.65,1650.78,1613.11
F1,15/01/03,Sochaux,Monaco,0,0,D,0,0,D,2.0,3.0,3.4,2.05,2.95,3.5,2.1,2.9,3.2,2.1,3.2,3.0,2.1,3.0,3.25,2.0,3.0,3.4,,,1719.61,1711.52
F1,18/01/03,Le Havre,Strasbourg,1,1,D,0,1,A,2.25,3.0,2.875,2.2,3.0,3.15,2.2,2.9,3.0,,,,2.2,3.0,3.1,2.1,3.0,3.2,1.95,1.65,1609.86,1650.98
F1,18/01/03,Lens,Sedan,4,0,H,3,0,H,1.727,3.2,4.333,1.7,3.2,4.9,1.75,3.1,4.2,,,,1.727,3.2,4.5,1.72,3.2,4.33,2.05,1.6,1722.9,1646.07
F1,18/01/03,Montpellier,Auxerre,0,0,D,0,0,D,2.7,3.0,2.4,2.85,3.05,2.35,2.8,2.8,2.4,,,,2.875,3.0,2.3,2.9,2.9,2.3,1.95,1.65,1597.88,1752.55
F1,22/01/03,Ajaccio,Troyes,1,0,H,1,0,H,1.9,3.0,3.75,1.91,3.1,3.8,2.1,2.8,3.3,1.91,3.0,3.75,1.85,3.1,4.0,1.9,3.1,3.6,2.05,1.6,1617.82,1603.69
F1,21/01/03,Auxerre,Marseille,0,0,D,0,0,D,1.8,3.0,4.33,1.83,3.25,4.0,1.9,2.9,3.8,1.91,3.2,3.5,1.91,3.1,3.75,1.8,3.1,4.0,2.2,1.55,1750.6,1724.64
F1,22/01/03,Bordeaux,Guingamp,4,2,H,2,0,H,1.83,3.0,4.0,1.8,3.1,4.35,1.7,3.1,4.4,1.91,3.2,3.5,1.85,3.1,4.0,1.8,3.1,4.0,1.85,1.75,1709.78,1662.35
F1,22/01/03,Le Havre,Montpellier,1,0,H,0,0,D,1.9,3.0,3.75,1.9,3.1,3.9,2.0,2.9,3.4,2.0,3.0,3.4,1.91,3.1,3.75,1.8,3.1,4.0,2.1,1.57,1607.76,1599.83
F1,22/01/03,Lille,Strasbourg,0,1,A,0,0,D,1.8,3.1,4.0,1.8,3.2,4.2,1.85,2.9,4.0,1.8,3.2,4.0,1.85,3.1,4.0,1.72,3.2,4.33,1.92,1.67,1716.35,1653.08
F1,22/01/03,Lyon,Sochaux,4,1,H,3,0,H,1.61,3.25,5.0,1.65,3.3,5.1,1.6,3.2,5.0,1.62,3.25,5.0,1.62,3.25,5.25,1.61,3.3,5.0,1.9,1.7,1783.59,1715.84
F1,22/01/03,Monaco,Lens,1,1,D,0,1,A,1.8,3.0,4.5,1.8,3.1,4.35,1.8,2.9,4.2,1.8,3.2,4.0,1.75,3.2,4.33,1.8,3.1,4.0,1.95,1.65,1715.29,1729.54
F1,22/01/03,Nantes,Sedan,4,1,H,0,0,D,1.66,3.1,5.0,1.7,3.3,4.65,1.75,3.1,4.2,1.73,3.2,4.33,1.73,3.2,4.5,1.66,3.3,4.5,1.9,1.7,1706.46,1639.43
F1,22/01/03,Nice,Paris SG,0,0,D,0,0,D,2.1,3.0,3.2,2.15,3.05,3.15,2.3,2.8,2.9,2.1,3.0,3.2,2.1,3.0,3.25,2.1,3.0,3.2,2.1,1.57,1706.07,1717.2
