Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SOH,SOD,SOA,SBH,SBD,SBA,WHH,WHD,WHA,GB>2.5,GB<2.5,B365>2.5,B365<2.5,EloHome,EloAway
SP1,17/11/02,Osasuna,Valencia,1,0,H,1,0,H,3.75,3.3,1.8,4.25,3.25,1.88,3.6,3.0,1.9,4.33,3.0,1.8,4.0,3.2,1.8,4.0,3.2,1.85,4.0,3.1,1.8,1.8,1.8,1.9,1.8,1584.94,1833.55
SP1,17/11/02,Real Madrid,Sociedad,0,0,D,0,0,D,1.533,3.4,5.5,1.55,3.6,6.2,1.55,3.4,5.0,1.53,3.5,5.5,1.5,3.5,6.0,1.533,3.5,6.0,1.53,3.4,5.5,1.55,2.1,1.61,2.2,1792.05,1734.51
SP1,17/11/02,Santander,Mallorca,1,2,A,1,1,D,2.4,3.0,2.7,2.45,3.2,2.65,2.3,2.9,2.8,2.25,3.2,2.75,2.38,3.1,2.75,2.375,3.1,2.75,2.5,2.9,2.62,1.9,1.7,1.9,1.8,1660.36,1715.3
SP1,17/11/02,Valladolid,Malaga,0,0,D,0,0,D,2.2,3.25,2.75,2.25,3.2,2.88,2.1,3.0,3.1,2.2,3.2,2.8,2.2,3.2,2.8,2.2,3.25,2.9,2.2,3.0,3.0,1.75,1.85,1.9,1.8,1652.89,1723.39
SP1,23/11/02,Barcelona,Real Madrid,0,0,D,0,0,D,2.3,3.0,2.8,2.45,3.1,2.88,2.0,3.0,3.3,2.38,3.0,2.75,2.38,3.0,2.75,2.375,3.0,2.8,2.3,3.1,2.75,1.72,1.95,1.8,1.9,1744.15,1786.74
SP1,23/11/02,Sevilla,La Coruna,1,1,D,1,0,H,2.875,3.0,2.25,2.9,3.15,2.25,3.1,3.0,2.1,2.75,3.0,2.38,2.88,3.1,2.25,2.875,3.1,2.25,2.87,3.1,2.2,1.9,1.7,1.9,1.8,1659.03,1787.95
SP1,23/11/02,Vallecano,Sociedad,0,0,D,0,0,D,2.875,3.0,2.25,2.75,3.15,2.37,2.7,2.9,2.4,2.6,3.2,2.38,2.63,3.2,2.38,2.7,3.2,2.3,2.75,3.1,2.3,,,1.72,2.0,1649.88,1739.82
SP1,24/11/02,Ath Bilbao,Espanol,4,1,H,1,1,D,1.727,3.2,4.333,1.85,3.36,3.9,1.8,3.1,3.8,1.73,3.2,4.33,1.73,3.25,4.33,1.727,3.25,4.333,1.72,3.4,4.0,1.83,1.83,1.9,1.8,1657.81,1608.19
SP1,24/11/02,Ath Madrid,Betis,1,0,H,1,0,H,2.25,3.2,2.75,2.34,3.15,2.85,2.2,2.7,3.2,2.38,3.0,2.75,2.3,3.0,2.88,2.3,3.0,2.875,2.4,2.9,2.75,1.85,1.75,1.8,1.9,1697.11,1746.57
SP1,24/11/02,Celta,Osasuna,0,0,D,0,0,D,1.5,3.4,6.0,1.53,3.75,6.0,1.45,3.6,5.8,1.57,3.25,5.5,1.5,3.5,6.0,1.5,3.5,6.0,1.44,3.6,6.5,1.78,1.85,1.9,1.8,1733.12,1602.48
SP1,24/11/02,Malaga,Alaves,0,0,D,0,0,D,1.667,3.25,4.5,1.8,3.25,4.1,1.75,3.1,4.2,1.62,3.25,5.0,1.73,3.25,4.33,1.75,3.25,4.2,1.8,3.25,3.8,1.7,1.95,1.72,2.0,1724.45,1640.07
SP1,24/11/02,Mallorca,Villarreal,1,1,D,0,1,A,1.571,3.25,5.5,1.6,3.45,5.3,1.65,3.2,4.6,1.57,3.25,5.5,1.62,3.4,5.0,1.615,3.4,5.0,1.53,3.4,5.5,1.85,1.8,1.83,1.83,1729.41,1628.5
SP1,24/11/02,Recreativo,Santander,2,1,H,0,1,A,2.5,2.875,2.625,2.6,3.1,2.6,2.5,3.0,2.5,2.5,3.25,2.4,2.5,3.2,2.5,2.5,3.2,2.5,2.5,3.1,2.5,1.89,1.75,2.0,1.72,1577.68,1646.25
SP1,24/11/02,Valencia,Valladolid,2,0,H,2,0,H,1.364,3.75,8.0,1.4,3.96,8.0,1.5,3.5,5.4,1.44,3.6,6.5,1.4,3.75,7.5,1.4,3.75,7.5,1.36,3.75,8.0,1.75,1.85,1.83,1.83,1816.01,1651.83
SP1,30/11/02,Osasuna,Ath Madrid,1,0,H,0,0,D,2.5,3.1,2.5,2.55,3.05,2.6,2.8,2.9,2.3,2.62,2.88,2.5,2.5,3.2,2.5,2.5,3.2,2.5,2.62,2.9,2.5,1.8,1.8,1.8,1.9,1609.74,1707.8
SP1,01/12/02,Alaves,Valencia,0,0,D,0,0,D,3.0,3.2,2.1,3.2,3.2,2.1,2.9,3.0,2.2,3.0,3.0,2.2,2.88,3.2,2.2,2.875,3.2,2.2,3.4,3.0,2.0,1.95,1.65,2.0,1.72,1646.14,1820.49
SP1,01/12/02,Betis,Ath Bilbao,1,0,H,0,0,D,1.727,3.1,4.5,1.75,3.25,4.5,1.65,3.2,4.6,1.67,3.25,4.5,1.67,3.4,4.5,1.667,3.4,4.5,1.66,3.3,4.5,1.7,1.9,1.8,1.9,1735.88,1665.24
SP1,01/12/02,Espanol,Vallecano,3,1,H,1,0,H,2.0,3.2,3.2,2.0,3.2,3.45,1.9,3.1,3.5,2.0,3.2,3.2,2.05,3.2,3.2,2.05,3.2,3.2,2.0,3.0,3.4,1.85,1.75,1.9,1.8,1600.76,1649.52
SP1,01/12/02,La Coruna,Mallorca,2,2,D,1,2,A,1.8,3.1,4.0,1.75,3.25,4.6,1.7,3.1,4.4,1.73,3.2,4.33,1.73,3.25,4.33,1.727,3.25,4.333,1.72,3.2,4.33,1.85,1.75,1.83,1.83,1786.91,1722.89
SP1,01/12/02,Santander,Malaga,1,0,H,1,0,H,2.25,3.0,2.875,2.35,3.1,2.8,2.3,2.8,2.9,2.25,3.0,2.88,2.3,3.1,2.8,2.3,3.1,2.8,2.3,3.1,2.75,1.9,1.7,2.0,1.72,1634.88,1718.38
SP1,01/12/02,Sociedad,Barcelona,2,1,H,1,1,D,2.25,3.0,2.875,2.3,3.21,3.05,2.5,3.0,2.5,2.25,3.2,2.75,2.25,3.0,3.0,2.375,3.1,2.7,2.3,3.1,2.75,1.7,1.9,1.72,2.0,1740.18,1742.1
SP1,01/12/02,Valladolid,Celta,0,2,A,0,1,A,2.375,3.1,2.625,2.5,3.05,2.65,2.5,3.0,2.5,2.5,2.88,2.62,2.4,3.2,2.6,2.4,3.2,2.6,2.3,3.1,2.75,1.8,1.8,1.9,1.8,1647.35,1725.86
SP1,01/12/02,Villarreal,Recreativo,1,0,H,0,0,D,1.667,3.3,4.5,1.7,3.25,4.8,1.65,3.2,4.6,1.67,3.25,4.5,1.67,3.4,4.5,1.667,3.4,4.5,1.66,3.3,4.5,1.85,1.75,2.0,1.72,1635.02,1589.05
SP1,07/12/02,Malaga,Villarreal,1,1,D,0,0,D,1.909,3.25,3.4,1.9,3.2,3.85,1.9,2.9,3.8,2.0,3.2,3.2,1.91,3.2,3.6,1.909,3.2,3.6,2.0,3.0,3.4,1.85,1.75,1.9,1.8,1706.47,1642.56
SP1,07/12/02,Recreativo,La Coruna,1,1,D,1,1,D,4.0,3.1,1.8,4.25,3.25,1.8,3.8,3.1,1.8,4.0,3.2,1.8,4.0,3.25,1.8,4.0,3.25,1.8,4.0,3.1,1.8,1.7,1.9,1.72,2.0,1581.51,1781.41
SP1,07/12/02,Sevilla,Sociedad,0,1,A,0,0,D,2.7,3.0,2.375,2.75,3.0,2.5,2.8,2.8,2.4,2.75,3.0,2.38,2.75,3.0,2.38,2.75,3.0,2.375,2.8,3.0,2.3,1.85,1.75,2.0,1.72,1660.07,1749.24
SP1,07/12/02,Valencia,Santander,2,0,H,1,0,H,1.4,3.6,7.5,1.45,3.75,7.5,1.4,3.7,6.5,1.4,3.75,7.0,1.36,3.75,8.5,1.364,3.75,8.5,1.36,3.75,8.0,1.8,1.8,1.8,1.9,1817.86,1646.79
SP1,07/12/02,Vallecano,Barcelona,1,0,H,0,0,D,2.8,3.0,2.3,3.15,3.15,2.15,3.1,3.0,2.1,3.0,3.2,2.1,3.0,3.2,2.1,3.1,3.2,2.1,3.1,3.1,2.1,1.7,1.9,1.72,2.0,1638.85,1733.04
SP1,08/12/02,Ath Bilbao,Osasuna,1,3,A,1,3,A,1.727,3.4,4.0,1.85,3.2,4.25,1.85,3.0,3.8,1.73,3.2,4.33,1.73,3.2,4.5,1.727,3.2,4.5,1.72,3.2,4.33,1.85,1.75,1.83,1.83,1658.43,1622.17
SP1,08/12/02,Ath Madrid,Valladolid,1,0,H,0,0,D,1.667,3.25,4.5,1.7,3.3,5.0,1.65,3.2,4.6,1.62,3.25,5.0,1.67,3.2,5.0,1.667,3.2,5.0,1.66,3.1,5.0,1.8,1.8,1.9,1.8,1695.37,1634.08
SP1,08/12/02,Celta,Alaves,2,1,H,2,0,H,1.667,3.25,4.5,1.75,3.25,4.55,1.65,3.2,4.6,1.62,3.25,5.0,1.67,3.2,5.0,1.667,3.2,5.0,1.66,3.1,5.0,1.9,1.7,2.0,1.72,1739.13,1648.77
SP1,08/12/02,Espanol,Betis,2,4,A,0,2,A,2.7,3.0,2.375,2.7,3.05,2.5,2.5,3.0,2.5,2.75,3.0,2.38,2.75,3.0,2.38,2.75,3.0,2.375,2.75,2.9,2.4,1.85,1.75,2.0,1.72,1611.43,1742.69
SP1,08/12/02,Mallorca,Real Madrid,1,5,A,1,1,D,2.5,3.1,2.5,2.75,3.1,2.4,2.8,2.9,2.3,2.75,3.2,2.25,2.75,3.2,2.3,2.75,3.2,2.3,2.5,2.9,2.62,1.8,1.8,1.83,1.83,1728.39,1788.79
SP1,14/12/02,Alaves,Ath Madrid,2,0,H,2,0,H,2.5,3.1,2.5,2.35,3.15,2.78,2.3,2.8,2.9,2.5,3.2,2.5,2.4,3.0,2.75,2.4,3.0,2.75,2.5,2.9,2.62,1.9,1.7,1.9,1.8,1642.51,1702.45
SP1,14/12/02,Villarreal,Valencia,0,2,A,0,0,D,3.0,3.0,2.2,3.0,3.1,2.22,2.7,2.9,2.4,3.0,2.88,2.25,3.0,3.1,2.2,3.0,3.1,2.2,2.87,3.0,2.25,1.95,1.65,1.9,1.8,1648.06,1822.2
SP1,15/12/02,Barcelona,Sevilla,0,3,A,0,1,A,1.4,3.75,7.0,1.4,3.85,7.55,1.3,4.0,8.5,1.4,3.75,7.0,1.4,3.75,7.5,1.4,3.75,7.5,1.33,4.0,8.0,,,1.72,2.0,1720.75,1647.18
SP1,15/12/02,Betis,Vallecano,0,1,A,0,1,A,1.444,3.75,6.0,1.48,3.6,6.45,1.5,3.4,5.6,1.44,3.5,7.0,1.4,3.75,7.5,1.4,3.75,7.5,1.4,3.6,7.5,1.75,1.85,1.83,1.83,1754.07,1651.14
SP1,15/12/02,La Coruna,Malaga,1,0,H,0,0,D,1.615,3.25,5.0,1.62,3.4,5.15,1.55,3.4,5.0,1.62,3.25,5.0,1.62,3.4,5.0,1.615,3.4,5.0,1.57,3.5,5.0,1.85,1.75,1.8,1.9,1777.91,1700.97
SP1,15/12/02,Osasuna,Espanol,1,0,H,0,0,D,1.833,3.2,3.75,1.9,3.25,3.7,1.9,3.0,3.6,1.73,3.4,4.0,1.85,3.25,3.75,1.85,3.25,3.75,1.83,3.0,4.0,1.85,1.75,1.9,1.8,1639.34,1600.05
SP1,15/12/02,Real Madrid,Recreativo,4,2,H,1,2,A,1.143,6.0,12.0,1.16,5.8,16.0,1.15,6.0,12.0,1.14,6.0,12.0,1.14,6.0,13.0,1.143,6.0,13.0,1.16,5.5,12.0,1.4,2.5,1.61,2.2,1802.71,1585.01
SP1,15/12/02,Santander,Celta,3,0,H,0,0,D,2.7,3.0,2.4,2.55,3.1,2.55,2.5,3.0,2.5,2.5,2.88,2.62,2.7,3.1,2.4,2.7,3.1,2.4,2.62,2.9,2.5,1.95,1.65,2.1,1.66,1642.45,1745.39
SP1,15/12/02,Sociedad,Mallorca,2,1,H,0,0,D,1.8,3.3,3.75,1.9,3.25,3.7,1.85,3.0,3.8,1.73,3.2,4.33,1.91,3.2,3.6,1.909,3.2,3.6,1.72,3.25,4.2,1.8,1.8,1.66,2.1,1762.13,1714.47
SP1,15/12/02,Valladolid,Ath Bilbao,2,0,H,0,0,D,2.2,3.0,3.0,2.25,3.15,2.9,2.1,2.9,3.2,2.1,3.0,3.2,2.2,3.1,3.0,2.2,3.1,3.0,2.2,3.1,2.87,1.7,1.9,1.83,1.83,1627.0,1641.26
SP1,21/12/02,Ath Bilbao,Alaves,2,0,H,1,0,H,2.1,3.2,3.0,2.05,3.2,3.25,1.9,3.0,3.6,1.91,3.2,3.5,2.0,3.1,3.4,2.0,3.1,3.4,2.0,3.0,3.4,1.75,1.85,1.72,2.0,1631.78,1653.58
SP1,21/12/02,Ath Madrid,Santander,1,2,A,0,1,A,1.727,3.2,4.333,1.67,3.3,5.05,1.65,3.2,4.6,1.73,3.2,4.33,1.73,3.25,4.33,1.727,3.25,4.333,1.72,3.2,4.33,1.85,1.75,2.1,1.66,1691.38,1655.06
SP1,21/12/02,Celta,Villarreal,3,1,H,2,1,H,1.615,3.25,5.0,1.61,3.45,5.2,1.6,3.3,4.8,1.67,3.25,4.5,1.62,3.4,5.0,1.615,3.4,5.0,1.61,3.3,5.0,1.9,1.7,2.1,1.66,1732.78,1638.19
SP1,21/12/02,Malaga,Real Madrid,2,3,A,2,0,H,3.2,3.2,2.0,3.5,3.25,1.96,3.4,2.9,2.0,3.5,3.2,1.91,3.5,3.25,1.91,3.5,3.25,1.909,3.3,3.1,2.0,1.65,1.95,1.8,1.9,1694.34,1806.17
SP1,21/12/02,Mallorca,Barcelona,0,4,A,0,2,A,2.2,3.0,3.0,2.4,3.1,2.72,2.3,3.1,2.6,2.2,3.2,2.8,2.25,3.25,2.75,2.3,3.2,2.7,2.2,3.2,2.8,1.8,1.8,1.8,1.9,1706.98,1702.48
SP1,21/12/02,Vallecano,Sevilla,0,1,A,0,0,D,1.909,3.2,3.5,1.92,3.15,3.72,1.9,3.0,3.6,2.0,3.2,3.2,2.0,3.1,3.4,2.0,3.1,3.4,1.9,3.1,3.6,1.85,1.75,1.9,1.8,1670.21,1665.45
SP1,22/12/02,Betis,Osasuna,2,1,H,1,0,H,1.667,3.3,4.5,1.6,3.4,5.35,1.6,3.3,4.8,1.73,3.2,4.33,1.62,3.4,5.0,1.615,3.4,5.0,1.66,3.3,4.5,1.8,1.8,1.9,1.8,1735.0,1647.08
SP1,22/12/02,Espanol,Valladolid,1,0,H,1,0,H,2.1,3.2,3.0,2.02,3.2,3.35,2.1,3.0,3.1,2.1,3.2,3.0,2.1,3.1,3.2,2.1,3.1,3.2,2.1,3.0,3.2,1.85,1.75,1.9,1.8,1592.31,1636.48
SP1,22/12/02,Recreativo,Sociedad,1,3,A,1,1,D,3.2,3.2,2.0,3.55,3.25,1.96,3.6,3.1,1.85,4.0,3.2,1.8,3.8,3.2,1.83,3.6,3.1,1.909,3.75,3.0,1.9,1.8,1.8,1.72,2.0,1581.55,1769.62
SP1,22/12/02,Valencia,La Coruna,0,1,A,0,1,A,1.833,3.2,3.75,1.85,3.2,3.95,1.9,3.0,3.6,1.73,3.2,4.33,1.83,3.1,4.0,1.85,3.1,4.0,1.8,3.25,3.8,1.95,1.65,1.9,1.8,1832.07,1784.54
SP1,02/01/03,Real Madrid,Sevilla,3,0,H,2,0,H,1.222,5.0,10.0,1.25,4.65,11.0,1.25,4.5,9.0,1.33,4.33,7.0,1.25,4.75,9.5,1.25,4.75,9.5,1.28,4.5,8.0,,,1.66,2.1,1818.24,1681.61
SP1,04/01/03,La Coruna,Celta,3,0,H,1,0,H,1.833,3.2,3.75,1.88,3.25,3.95,1.9,3.1,3.5,1.73,3.2,4.33,1.83,3.1,4.0,1.833,3.1,4.0,1.83,3.2,3.75,1.83,1.9,1.9,1.8,1802.05,1738.93
SP1,04/01/03,Osasuna,Vallecano,0,1,A,0,1,A,1.8,3.1,4.0,1.83,3.2,4.1,1.85,3.1,3.6,1.8,3.2,4.0,1.8,3.25,4.0,1.8,3.25,4.0,1.8,3.1,4.0,1.85,1.75,1.9,1.8,1640.75,1654.05
SP1,04/01/03,Santander,Ath Bilbao,3,4,A,3,1,H,1.909,3.2,3.5,1.97,3.2,3.55,1.9,3.1,3.5,1.83,3.2,3.75,2.0,3.1,3.4,2.0,3.1,3.4,1.83,3.2,3.75,1.9,1.7,1.83,1.83,1672.23,1641.51
SP1,04/01/03,Valladolid,Betis,3,0,H,0,0,D,2.5,3.1,2.5,2.5,3.15,2.58,2.8,2.9,2.3,2.4,3.25,2.5,2.6,3.0,2.5,2.6,3.0,2.5,2.4,3.1,2.6,1.95,1.67,1.9,1.8,1625.97,1741.33
SP1,05/01/03,Alaves,Espanol,2,1,H,1,1,D,1.8,3.1,4.0,1.85,3.25,3.95,1.8,3.1,3.8,1.8,3.2,4.0,1.8,3.25,4.0,1.8,3.25,4.0,1.8,3.1,4.0,1.85,1.75,1.9,1.8,1643.85,1602.82
SP1,05/01/03,Barcelona,Recreativo,3,0,H,2,0,H,1.25,5.0,8.0,1.25,4.75,10.51,1.25,4.5,9.0,1.25,5.0,8.0,1.25,4.5,10.0,1.25,4.6,10.0,1.25,5.0,8.0,1.45,2.35,1.66,2.1,1718.63,1572.15
SP1,05/01/03,Real Madrid,Valencia,4,1,H,1,0,H,1.8,3.1,4.0,1.86,3.15,4.0,1.8,3.1,3.8,1.73,3.2,4.33,1.8,3.25,4.0,1.75,3.25,4.2,1.83,3.2,3.75,1.83,1.92,1.83,1.83,1823.34,1814.56
SP1,05/01/03,Sevilla,Mallorca,3,0,H,2,0,H,2.25,3.0,2.875,2.3,3.15,2.85,2.3,2.9,2.8,2.25,3.2,2.75,2.4,3.1,2.63,2.4,3.1,2.625,2.5,3.1,2.5,1.9,1.7,1.9,1.8,1676.51,1690.83
SP1,05/01/03,Sociedad,Malaga,2,2,D,2,1,H,1.615,3.25,5.0,1.67,3.3,5.0,1.65,3.2,4.6,1.62,3.25,5.0,1.62,3.4,5.0,1.615,3.4,5.0,1.5,3.4,6.0,1.7,1.9,1.8,1.9,1779.02,1682.27
SP1,05/01/03,Villarreal,Ath Madrid,4,3,H,3,2,H,2.3,3.0,2.8,2.3,3.15,2.83,2.3,2.9,2.8,2.25,3.2,2.75,2.38,3.1,2.7,2.375,3.1,2.7,2.25,3.2,2.75,1.95,1.67,2.0,1.72,1632.04,1674.21
SP1,11/01/03,Celta,Real Madrid,0,1,A,0,1,A,3.0,3.2,2.1,3.2,3.15,2.1,3.0,3.1,2.1,3.0,3.2,2.1,3.0,3.25,2.1,3.0,3.25,2.1,3.0,3.2,2.1,1.7,1.9,1.72,2.0,1731.9,1832.05
SP1,11/01/03,Valencia,Sociedad,2,2,D,1,0,H,1.833,3.2,3.75,1.87,3.25,3.85,1.85,3.0,3.8,1.83,3.2,3.75,1.83,3.25,3.75,1.833,3.25,3.75,1.83,3.2,3.75,1.8,1.8,1.9,1.8,1805.85,1772.61
SP1,12/01/03,Ath Bilbao,Villarreal,0,1,A,0,1,A,1.833,3.2,3.75,1.83,3.25,4.0,1.85,3.0,3.8,1.8,3.25,3.75,1.85,3.2,3.75,1.85,3.2,3.75,1.8,3.1,4.0,1.8,1.8,1.9,1.8,1658.5,1642.48
SP1,12/01/03,Ath Madrid,La Coruna,3,1,H,1,1,D,2.5,3.1,2.5,2.6,3.05,2.55,2.5,3.0,2.5,2.62,2.88,2.5,2.6,3.0,2.5,2.6,3.0,2.5,2.5,3.1,2.5,1.85,1.75,2.0,1.72,1663.77,1809.08
SP1,12/01/03,Betis,Alaves,2,2,D,1,0,H,1.667,3.1,5.0,1.65,3.35,5.0,1.65,3.2,4.6,1.67,3.25,4.5,1.62,3.4,5.0,1.615,3.4,5.0,1.57,3.3,5.5,1.7,1.9,1.83,1.83,1728.28,1651.54
SP1,12/01/03,Espanol,Santander,3,0,H,1,0,H,2.1,3.0,3.2,2.1,3.15,3.25,2.1,3.0,3.1,2.0,3.2,3.2,2.1,3.1,3.2,2.1,3.1,3.2,2.2,3.1,2.87,1.8,1.8,2.0,1.72,1595.13,1655.24
SP1,12/01/03,Malaga,Barcelona,0,0,D,0,0,D,2.625,3.1,2.375,2.75,3.15,2.37,2.5,3.0,2.5,2.6,3.2,2.38,2.63,3.2,2.38,2.625,3.2,2.375,2.62,3.1,2.37,1.8,1.8,1.72,2.0,1688.68,1723.5
SP1,12/01/03,Osasuna,Valladolid,1,1,D,0,1,A,2.0,3.0,3.4,2.0,3.2,3.45,2.0,3.0,3.3,1.8,3.25,3.75,1.91,3.25,3.5,1.909,3.25,3.5,1.9,3.2,3.5,1.95,1.65,2.1,1.66,1625.19,1639.02
SP1,12/01/03,Recreativo,Sevilla,0,0,D,0,0,D,2.625,3.1,2.375,2.7,3.15,2.4,2.5,3.0,2.5,2.62,3.4,2.25,2.63,3.2,2.38,2.625,3.2,2.375,2.6,3.1,2.4,1.9,1.7,2.0,1.72,1567.28,1685.99
SP1,12/01/03,Vallecano,Mallorca,1,2,A,0,0,D,2.25,3.2,2.75,2.27,3.2,2.85,2.3,3.0,2.7,2.25,3.2,2.75,2.25,3.2,2.8,2.25,3.2,2.8,2.2,3.1,2.87,1.8,1.8,1.8,1.9,1669.61,1681.35
SP1,18/01/03,Barcelona,Valencia,2,4,A,1,2,A,2.2,3.0,3.0,2.1,3.2,3.15,2.0,3.1,3.2,2.0,3.2,3.2,2.2,3.1,3.0,2.1,3.1,3.2,2.1,3.1,3.1,1.8,1.8,1.8,1.9,1725.82,1801.28
SP1,18/01/03,Sociedad,Celta,1,0,H,0,0,D,1.727,3.2,4.333,1.77,3.3,4.3,1.8,3.1,3.8,1.67,3.25,4.5,1.73,3.25,4.33,1.75,3.25,4.2,1.8,3.1,4.0,1.7,1.9,1.72,2.0,1777.18,1719.41
SP1,19/01/03,Alaves,Osasuna,1,1,D,1,0,H,1.909,3.2,3.5,1.95,3.15,3.65,1.9,3.1,3.5,1.91,3.25,3.4,1.83,3.25,3.75,1.85,3.25,3.75,1.9,3.1,3.6,1.8,1.8,1.9,1.8,1657.4,1622.15
SP1,19/01/03,La Coruna,Ath Bilbao,2,1,H,0,0,D,1.571,3.5,5.0,1.6,3.5,5.25,1.55,3.4,5.0,1.5,3.4,6.0,1.53,3.4,6.0,1.533,3.4,6.0,1.57,3.3,5.5,1.7,1.9,1.66,2.1,1794.96,1641.97
SP1,19/01/03,Mallorca,Recreativo,1,1,D,0,0,D,1.444,3.6,6.5,1.45,3.7,7.0,1.45,3.6,5.8,1.4,3.75,7.0,1.44,3.75,6.5,1.444,3.75,6.5,1.44,3.6,6.5,1.8,1.8,1.72,2.0,1696.96,1567.95
SP1,19/01/03,Real Madrid,Ath Madrid,2,2,D,2,1,H,1.5,3.4,6.0,1.48,3.65,6.5,1.5,3.5,5.4,1.44,3.6,6.5,1.44,3.75,6.5,1.444,3.75,6.5,1.5,3.4,6.0,1.6,2.05,1.61,2.2,1844.54,1677.89
SP1,19/01/03,Santander,Betis,0,1,A,0,0,D,2.375,2.875,2.8,2.45,2.95,2.8,2.3,2.8,2.9,2.2,3.2,2.8,2.38,3.0,2.75,2.375,3.0,2.75,2.37,3.0,2.7,1.8,1.8,1.8,1.9,1644.17,1722.42
SP1,19/01/03,Sevilla,Malaga,0,0,D,0,0,D,2.2,3.0,3.0,2.2,3.05,3.1,2.2,2.9,3.0,2.1,3.2,3.0,2.2,3.1,3.0,2.2,3.1,3.0,2.2,3.0,3.0,1.9,1.7,2.0,1.72,1685.32,1686.36
SP1,19/01/03,Vallecano,Valladolid,0,1,A,0,1,A,2.0,3.0,3.4,2.05,3.1,3.4,2.1,3.0,3.1,2.0,3.2,3.2,2.0,3.2,3.3,2.0,3.2,3.3,2.0,3.0,3.4,1.9,1.7,1.9,1.8,1654.0,1642.06
SP1,19/01/03,Villarreal,Espanol,0,0,D,0,0,D,1.833,3.2,3.75,1.9,3.25,3.75,1.85,3.1,3.6,1.8,3.2,4.0,1.83,3.25,3.75,1.833,3.25,3.75,1.9,3.2,3.5,1.85,1.75,1.83,1.83,1659.01,1606.2
SP1,25/01/03,Ath Madrid,Sociedad,1,2,A,0,0,D,2.5,3.1,2.5,2.4,3.15,2.7,2.2,2.8,3.1,2.38,3.0,2.75,2.38,3.0,2.8,2.38,3.0,2.8,2.37,3.0,2.7,1.75,1.85,1.83,1.83,1685.96,1784.36
SP1,26/01/03,Ath Bilbao,Real Madrid,1,1,D,0,0,D,3.75,3.2,1.83,4.0,3.35,1.8,3.8,3.1,1.8,4.0,3.4,1.73,4.0,3.25,1.8,4.0,3.25,1.8,3.75,3.2,1.83,1.63,2.0,1.8,1.9,1637.24,1836.47
SP1,26/01/03,Betis,Villarreal,2,1,H,1,0,H,1.66,3.25,4.5,1.7,3.3,4.7,1.7,3.1,4.4,1.67,3.25,4.5,1.67,3.2,5.0,1.67,3.2,5.0,1.66,3.1,5.0,1.9,1.7,2.0,1.72,1735.7,1653.84
SP1,26/01/03,Celta,Barcelona,2,0,H,0,0,D,2.3,3.2,2.62,2.3,3.2,2.8,2.2,3.0,2.9,2.38,3.2,2.6,2.25,3.1,2.8,2.3,3.1,2.8,2.25,3.1,2.8,1.75,1.85,1.83,1.83,1712.23,1712.44
SP1,26/01/03,Espanol,La Coruna,3,1,H,3,1,H,2.8,3.0,2.3,3.0,3.15,2.2,2.9,3.0,2.2,2.6,3.2,2.38,2.88,3.1,2.25,2.88,3.1,2.25,2.75,3.2,2.25,1.75,1.85,1.9,1.8,1611.37,1799.69
SP1,26/01/03,Malaga,Mallorca,1,0,H,0,0,D,2.25,3.0,2.87,2.2,3.15,3.0,2.1,2.8,3.3,2.2,3.2,2.8,2.25,3.0,3.0,2.25,3.0,3.0,2.25,3.1,2.8,1.9,1.7,1.83,1.83,1689.83,1689.74
SP1,26/01/03,Osasuna,Santander,3,1,H,2,1,H,2.0,3.2,3.2,2.0,3.2,3.45,1.9,3.1,3.5,2.0,3.2,3.2,2.0,3.1,3.4,2.0,3.1,3.4,2.0,3.1,3.3,1.9,1.7,2.1,1.66,1626.78,1630.89
SP1,26/01/03,Recreativo,Vallecano,2,1,H,0,1,A,2.37,3.1,2.62,2.4,3.15,2.7,2.3,2.9,2.8,2.4,3.25,2.5,2.38,3.1,2.7,2.38,3.1,2.7,2.25,3.1,2.8,1.9,1.7,2.0,1.72,1575.17,1637.61
SP1,26/01/03,Valencia,Sevilla,1,0,H,1,0,H,1.4,3.75,7.0,1.45,3.7,7.0,1.4,3.7,6.5,1.5,3.4,6.0,1.4,3.75,7.5,1.4,3.75,7.5,1.44,3.5,7.0,1.85,1.75,1.9,1.8,1814.66,1681.85
SP1,26/01/03,Valladolid,Alaves,1,3,A,0,1,A,1.9,3.2,3.5,1.95,3.2,3.6,1.9,3.1,3.5,1.91,3.2,3.5,2.0,3.1,3.4,2.0,3.1,3.4,1.9,3.1,3.6,1.9,1.7,1.83,1.83,1658.45,1652.77
SP1,01/02/03,Ath Madrid,Barcelona,3,0,H,1,0,H,2.3,3.0,2.8,2.3,3.2,2.8,2.3,3.0,2.7,2.25,3.2,2.75,2.3,3.2,2.75,2.3,3.2,2.75,2.2,3.2,2.8,1.75,1.85,1.8,1.9,1673.4,1703.43
SP1,02/02/03,Alaves,Vallecano,1,1,D,0,1,A,1.72,3.2,4.33,1.85,3.25,3.9,1.8,3.1,3.8,1.8,3.25,3.75,1.73,3.25,4.33,1.73,3.25,4.33,1.8,3.1,4.0,1.8,1.8,1.9,1.8,1668.96,1626.46
