Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SOH,SOD,SOA,SBH,SBD,SBA,WHH,WHD,WHA,EloHome,EloAway
E3,07/09/02,Lincoln,Scunthorpe,1,0,H,1,0,H,A Kaye,7.0,10.0,5.0,4.0,16.0,11.0,6.0,7.0,2.0,2.0,0.0,0.0,2.375,3.0,2.75,2.25,3.35,2.8,2.2,3.0,2.6,2.1,3.2,3.0,2.2,3.2,2.88,2.2,3.2,2.875,2.25,3.2,2.75,1107.31,1182.75
E3,07/09/02,Oxford,Torquay,2,2,D,0,0,D,E Evans,14.0,7.0,6.0,6.0,9.0,15.0,7.0,6.0,0.0,3.0,0.0,0.0,1.833,3.25,3.75,1.86,3.4,3.8,1.8,3.1,3.4,1.8,3.25,3.75,1.83,3.4,3.6,1.833,3.4,3.6,1.83,3.4,3.5,1072.13,1147.73
E3,07/09/02,Rushden & D,Southend,3,0,H,2,0,H,T Parkes,13.0,10.0,8.0,3.0,12.0,17.0,8.0,1.0,0.0,3.0,0.0,0.0,1.615,3.4,5.0,1.71,3.45,4.5,1.65,3.2,3.9,1.727,3.2,4.333,1.62,3.4,5.0,1.615,3.4,5.0,1.66,3.3,4.5,1246.98,1164.65
E3,07/09/02,Shrewsbury,Leyton Orient,2,1,H,0,1,A,F Stretton,10.0,7.0,4.0,5.0,14.0,20.0,5.0,2.0,1.0,1.0,0.0,1.0,2.1,3.25,3.0,2.0,3.35,3.35,2.0,3.0,2.9,2.2,3.2,2.8,2.2,3.2,2.88,2.2,3.2,2.875,2.0,3.2,3.2,1154.28,1136.94
E3,07/09/02,Swansea,Hartlepool,2,2,D,2,2,D,P Crossley,6.0,8.0,5.0,4.0,9.0,8.0,7.0,9.0,4.0,1.0,0.0,0.0,2.8,3.25,2.2,2.8,3.35,2.25,2.6,3.0,2.2,2.75,3.2,2.25,2.8,3.25,2.2,2.8,3.25,2.2,2.62,3.25,2.3,1087.04,1260.62
E3,08/09/02,Macclesfield,Bristol Rvs,2,1,H,2,0,H,P Walton,7.0,10.0,4.0,5.0,15.0,9.0,4.0,7.0,2.0,0.0,0.0,0.0,2.4,3.2,2.6,2.5,3.4,2.48,2.35,3.0,2.35,2.4,3.25,2.5,2.75,3.25,2.25,2.6,3.2,2.4,2.5,3.1,2.5,1120.75,1079.95
E3,14/09/02,Boston,Oxford,1,3,A,0,3,A,M Thorpe,7.0,7.0,4.0,4.0,23.0,12.0,5.0,5.0,1.0,1.0,0.0,0.0,2.25,3.25,2.75,,,,2.1,3.0,2.8,2.375,3.2,2.6,2.2,3.25,2.8,2.2,3.25,2.8,2.0,3.2,3.2,1218.82,1071.25
E3,14/09/02,Bournemouth,Bury,1,2,A,0,1,A,R Oliver,8.0,5.0,6.0,3.0,11.0,16.0,8.0,3.0,2.0,2.0,1.0,0.0,1.909,3.25,3.5,1.84,3.25,3.75,1.8,3.1,3.4,2.1,3.2,3.0,1.91,3.25,3.5,1.909,3.25,3.5,1.83,3.2,3.75,1199.33,1183.81
E3,14/09/02,Bristol Rvs,Exeter,1,1,D,1,1,D,P Taylor,13.0,12.0,9.0,6.0,17.0,23.0,11.0,2.0,3.0,3.0,0.0,0.0,1.833,3.25,3.75,1.9,3.25,3.55,1.85,3.1,3.2,1.909,3.2,3.5,1.83,3.25,3.75,1.833,3.25,3.75,1.9,3.2,3.5,1072.26,1095.86
E3,14/09/02,Hartlepool,Darlington,4,1,H,2,1,H,B Curson,15.0,8.0,11.0,6.0,10.0,16.0,4.0,2.0,0.0,3.0,0.0,0.0,1.727,3.25,4.333,1.8,3.2,4.0,1.8,3.1,3.4,1.727,3.2,4.333,1.73,3.25,4.33,1.727,3.25,4.333,1.9,3.2,3.5,1258.01,1133.7
E3,14/09/02,Hull,Carlisle,4,0,H,1,0,H,P Walton,12.0,5.0,10.0,1.0,5.0,14.0,5.0,2.0,0.0,3.0,0.0,0.0,1.615,3.4,5.0,1.6,3.5,4.85,1.55,3.4,4.3,1.571,3.5,5.0,1.62,3.4,5.0,1.615,3.4,5.0,1.57,3.5,5.0,1126.45,1097.74
E3,14/09/02,Leyton Orient,Lincoln,1,1,D,0,0,D,A D'Urso,7.0,5.0,4.0,5.0,13.0,14.0,3.0,6.0,1.0,1.0,0.0,0.0,2.0,3.25,3.25,1.95,3.3,3.3,1.8,3.1,3.4,1.8,3.25,3.75,2.0,3.25,3.25,2.0,3.25,3.25,1.83,3.3,3.6,1128.51,1118.93
E3,14/09/02,Rochdale,Shrewsbury,1,1,D,0,1,A,T Bates,10.0,6.0,5.0,5.0,13.0,17.0,9.0,1.0,0.0,2.0,0.0,0.0,1.727,3.25,4.333,1.75,3.4,4.0,1.7,3.2,3.7,1.727,3.2,4.333,1.67,3.4,4.5,1.8,3.4,3.75,1.8,3.3,3.75,1232.24,1162.71
E3,14/09/02,Scunthorpe,Kidderminster,1,1,D,0,1,A,L Mason,17.0,10.0,8.0,5.0,12.0,15.0,11.0,5.0,1.0,2.0,0.0,0.0,1.833,3.25,3.75,1.95,3.2,3.45,1.9,3.1,3.0,1.909,3.25,3.4,2.0,3.25,3.25,2.0,3.25,3.25,2.0,3.2,3.2,1171.13,1153.28
E3,14/09/02,Southend,Macclesfield,1,0,H,1,0,H,P Crossley,16.0,17.0,8.0,10.0,7.0,8.0,7.0,11.0,0.0,1.0,0.0,0.0,1.727,3.25,4.333,1.7,3.25,4.5,1.7,3.2,3.7,1.727,3.4,4.0,1.73,3.25,4.33,1.727,3.25,4.333,1.72,3.2,4.33,1158.17,1128.44
E3,14/09/02,Torquay,Cambridge,3,2,H,1,0,H,P Rejer,15.0,8.0,10.0,3.0,6.0,16.0,6.0,4.0,2.0,3.0,0.0,1.0,2.2,3.25,2.8,2.15,3.25,2.9,2.2,3.0,2.6,2.375,3.2,2.6,2.25,3.25,2.75,2.25,3.25,2.75,2.2,3.2,2.8,1148.61,1145.19
E3,14/09/02,Wrexham,Swansea,4,0,H,3,0,H,P Joslin,13.0,6.0,9.0,2.0,15.0,11.0,3.0,7.0,0.0,2.0,0.0,0.0,1.727,3.2,2.75,1.8,3.25,3.95,1.75,3.2,3.5,1.833,3.2,3.75,1.8,3.2,4.0,1.8,3.25,4.0,1.83,3.2,3.75,1192.85,1089.65
E3,14/09/02,York,Rushden & D,0,0,D,0,0,D,S Baines,11.0,14.0,5.0,6.0,7.0,10.0,5.0,9.0,0.0,0.0,0.0,0.0,2.4,3.2,2.6,2.37,3.15,2.65,2.3,3.0,2.4,2.4,3.25,2.5,2.38,3.2,2.63,2.375,3.2,2.625,2.37,3.1,2.62,1168.65,1253.46
E3,17/09/02,Bournemouth,Rushden & D,3,1,H,1,1,D,P Rejer,18.0,8.0,12.0,3.0,11.0,12.0,7.0,5.0,0.0,0.0,0.0,0.0,2.6,3.2,2.4,2.5,3.2,2.5,2.35,3.0,2.35,2.5,3.2,2.5,2.4,3.1,2.6,2.5,3.2,2.5,2.5,3.2,2.5,1182.82,1254.01
E3,17/09/02,Bristol Rvs,Bury,2,1,H,2,0,H,P Armstrong,10.0,9.0,4.0,6.0,19.0,9.0,4.0,8.0,3.0,1.0,0.0,0.0,2.25,3.25,2.75,2.35,3.2,2.65,2.35,3.0,2.35,2.375,3.2,2.6,2.37,3.1,2.62,2.375,3.2,2.625,2.38,3.2,2.63,1069.55,1200.32
E3,17/09/02,Hartlepool,Lincoln,2,1,H,0,1,A,M Ryan,11.0,6.0,7.0,1.0,6.0,16.0,6.0,3.0,0.0,2.0,0.0,0.0,1.615,3.4,5.0,1.77,3.5,4.85,1.6,3.2,4.2,1.615,3.25,5.0,1.57,3.5,5.0,1.615,3.4,5.0,1.57,3.4,5.5,1263.4,1122.75
E3,17/09/02,Hull,Macclesfield,1,3,A,1,0,H,B Curson,9.0,17.0,5.0,7.0,10.0,10.0,7.0,5.0,1.0,3.0,0.0,0.0,1.571,3.5,5.0,1.6,3.5,5.4,1.55,3.3,4.5,1.571,3.5,5.0,1.53,3.4,5.5,1.533,3.5,5.5,1.53,3.5,5.5,1134.52,1120.4
E3,17/09/02,Leyton Orient,Oxford,1,2,A,0,1,A,P Prosser,6.0,2.0,3.0,1.0,17.0,16.0,9.0,3.0,1.0,2.0,0.0,0.0,2.1,3.25,3.0,2.1,3.25,3.0,2.1,3.0,2.8,2.2,3.25,2.75,2.1,3.2,3.0,2.2,3.2,2.875,2.2,3.2,2.88,1124.69,1091.4
E3,17/09/02,Rochdale,Cambridge,4,3,H,1,2,A,G Laws,19.0,11.0,10.0,6.0,18.0,6.0,8.0,6.0,3.0,1.0,0.0,1.0,1.833,3.25,3.75,1.88,3.3,3.9,1.8,3.0,3.5,1.8,3.25,3.75,1.83,3.3,3.6,1.833,3.3,3.75,1.83,3.25,3.75,1226.58,1136.3
E3,17/09/02,Scunthorpe,Carlisle,3,1,H,1,1,D,R Oliver,19.0,4.0,9.0,3.0,14.0,15.0,5.0,1.0,0.0,2.0,0.0,0.0,1.833,3.25,3.75,1.97,3.3,3.7,1.75,3.2,3.7,1.909,3.25,3.4,1.72,3.25,4.2,1.75,3.25,4.2,1.73,3.25,4.33,1167.05,1089.67
E3,17/09/02,Southend,Kidderminster,0,2,A,0,1,A,J Ross,11.0,12.0,2.0,5.0,14.0,22.0,7.0,3.0,0.0,2.0,0.0,0.0,1.909,3.25,3.5,1.93,3.3,3.7,1.85,3.0,3.3,1.909,3.2,3.5,1.83,3.3,3.6,1.833,3.25,3.75,1.83,3.25,3.75,1166.21,1157.36
E3,17/09/02,Torquay,Shrewsbury,2,1,H,1,0,H,P Crossley,17.0,4.0,7.0,2.0,10.0,10.0,4.0,6.0,1.0,4.0,0.0,0.0,2.1,3.25,3.0,2.0,3.3,3.2,2.1,3.0,2.8,2.2,3.25,2.75,2.1,3.2,3.0,2.1,3.25,3.0,2.1,3.25,3.0,1157.5,1168.37
E3,17/09/02,Wrexham,Exeter,4,0,H,2,0,H,C Boyeson,18.0,3.0,11.0,1.0,7.0,24.0,4.0,2.0,0.0,4.0,0.0,1.0,1.727,3.25,4.333,1.7,3.4,4.3,1.65,3.1,4.0,1.727,3.4,4.0,1.66,3.3,4.5,1.727,3.25,4.333,1.73,3.25,4.33,1198.77,1098.57
E3,17/09/02,York,Darlington,1,0,H,0,0,D,A Hall,9.0,12.0,6.0,7.0,16.0,21.0,5.0,4.0,5.0,3.0,0.0,0.0,1.8,3.25,4.0,1.86,3.3,3.7,1.85,3.0,3.3,1.909,3.25,3.4,1.9,3.25,3.4,1.833,3.25,3.75,1.83,3.25,3.75,1168.1,1128.31
E3,18/09/02,Boston,Swansea,1,0,H,1,0,H,A Penn,3.0,3.0,2.0,2.0,16.0,20.0,5.0,1.0,1.0,3.0,0.0,1.0,1.909,3.25,3.5,,,,1.9,3.0,3.1,2.1,3.2,3.0,1.9,3.25,3.4,1.909,3.25,3.5,1.91,3.25,3.5,1198.67,1083.73
E3,21/09/02,Bury,Hartlepool,1,1,D,1,0,H,S Baines,12.0,17.0,8.0,11.0,12.0,8.0,4.0,4.0,0.0,0.0,0.0,0.0,2.5,3.2,2.5,2.35,3.3,2.7,2.3,3.0,2.4,2.375,3.2,2.6,2.4,3.2,2.6,2.4,3.2,2.6,2.3,3.25,2.62,1186.72,1268.4
E3,21/09/02,Cambridge,York,3,0,H,1,0,H,M Thorpe,13.0,15.0,7.0,5.0,13.0,14.0,5.0,2.0,2.0,1.0,0.0,0.0,2.2,3.25,2.8,2.2,3.35,2.9,2.2,3.0,2.6,2.0,3.2,3.2,2.2,3.25,2.8,2.2,3.25,2.8,2.25,3.2,2.75,1130.03,1175.83
E3,21/09/02,Carlisle,Boston,4,2,H,4,1,H,E Ilderton,10.0,8.0,7.0,4.0,10.0,15.0,5.0,3.0,0.0,0.0,0.0,0.0,2.2,3.25,2.8,,,,2.2,3.0,2.6,2.2,3.25,2.75,2.2,3.25,2.8,2.2,3.25,2.8,2.25,3.2,2.75,1083.05,1204.29
E3,21/09/02,Darlington,Bournemouth,2,2,D,1,1,D,P Joslin,16.0,8.0,10.0,5.0,11.0,13.0,5.0,4.0,1.0,0.0,0.0,0.0,2.25,3.25,2.75,2.2,3.35,2.9,2.2,3.0,2.6,2.2,3.25,2.75,2.3,3.2,2.7,2.3,3.2,2.7,2.25,3.2,2.75,1120.58,1194.29
E3,21/09/02,Exeter,Leyton Orient,1,0,H,0,0,D,P Armstrong,12.0,9.0,9.0,5.0,13.0,14.0,6.0,5.0,3.0,2.0,0.0,1.0,2.1,3.25,3.0,2.1,3.35,3.1,2.1,3.0,2.8,2.2,3.25,2.75,2.1,3.25,3.0,2.1,3.25,3.0,2.1,3.2,3.0,1092.57,1107.62
E3,21/09/02,Kidderminster,Rochdale,0,0,D,0,0,D,K Hill,14.0,10.0,11.0,8.0,14.0,10.0,6.0,4.0,1.0,1.0,0.0,0.0,2.375,3.2,2.625,2.48,3.35,2.52,2.35,3.0,2.35,2.4,3.25,2.5,2.5,3.2,2.5,2.5,3.2,2.5,2.5,3.1,2.5,1173.65,1232.85
E3,21/09/02,Lincoln,Southend,2,1,H,0,0,D,R Pearson,7.0,4.0,3.0,2.0,5.0,13.0,9.0,4.0,0.0,2.0,0.0,0.0,2.0,3.25,3.25,2.0,3.35,3.35,2.0,3.0,2.9,2.1,3.2,3.0,1.91,3.25,3.5,1.909,3.25,3.5,2.1,3.2,3.0,1117.75,1149.92
E3,21/09/02,Macclesfield,Scunthorpe,2,3,A,0,2,A,U Rennie,11.0,9.0,3.0,6.0,7.0,17.0,6.0,4.0,0.0,4.0,0.0,0.0,2.1,3.25,3.0,2.15,3.35,3.0,2.2,3.0,2.6,2.1,3.2,3.0,2.1,3.25,3.0,2.1,3.25,3.0,2.25,3.2,2.75,1136.86,1173.67
E3,21/09/02,Oxford,Hull,0,0,D,0,0,D,R Beeby,9.0,10.0,6.0,6.0,9.0,15.0,4.0,10.0,0.0,1.0,0.0,0.0,2.2,3.25,2.8,2.25,3.35,2.8,2.3,3.0,2.4,2.2,3.25,2.75,2.25,3.2,2.8,2.25,3.2,2.8,2.25,3.2,2.75,1108.47,1118.06
E3,21/09/02,Rushden & D,Wrexham,2,2,D,1,1,D,A Penn,17.0,11.0,10.0,5.0,12.0,14.0,5.0,6.0,1.0,1.0,0.0,0.0,1.8,3.25,4.0,1.8,3.4,4.0,1.9,3.1,3.0,1.727,3.4,4.0,1.91,3.25,3.5,1.909,3.25,3.5,2.0,3.2,3.2,1242.54,1204.77
E3,21/09/02,Shrewsbury,Bristol Rvs,2,5,A,0,1,A,E Evans,8.0,14.0,5.0,7.0,10.0,9.0,5.0,5.0,2.0,1.0,0.0,0.0,1.909,3.25,3.5,1.85,3.4,3.8,1.8,3.1,3.4,1.909,3.25,3.4,1.95,3.25,3.4,1.95,3.25,3.4,1.8,3.3,3.75,1159.01,1083.15
E3,21/09/02,Swansea,Torquay,0,1,A,0,1,A,R Olivier,8.0,5.0,2.0,3.0,8.0,10.0,10.0,4.0,1.0,3.0,0.0,0.0,2.375,3.2,2.625,2.35,3.3,2.7,2.3,3.0,2.4,2.25,3.2,2.75,2.4,3.2,2.6,2.4,3.2,2.6,2.37,3.1,2.62,1078.11,1166.86
E3,24/09/02,Darlington,Wrexham,0,1,A,0,1,A,G Salisbury,8.0,6.0,4.0,6.0,10.0,12.0,2.0,7.0,2.0,1.0,0.0,0.0,2.5,3.2,2.5,2.5,3.3,2.5,2.35,3.0,2.35,,,,,,,2.6,3.2,2.4,,,,1119.64,1209.48
E3,28/09/02,Boston,Cambridge,1,3,A,1,2,A,C Boyeson,7.0,5.0,3.0,4.0,22.0,7.0,4.0,9.0,5.0,2.0,1.0,0.0,2.375,3.2,2.625,,,,2.3,3.0,2.4,2.38,3.2,2.6,2.38,3.2,2.63,2.5,3.2,2.5,2.3,3.25,2.62,1191.03,1140.6
E3,28/09/02,Bournemouth,Carlisle,3,1,H,0,0,D,L Cable,8.0,5.0,6.0,4.0,14.0,20.0,1.0,0.0,0.0,6.0,0.0,0.0,1.667,3.4,4.5,1.71,3.4,4.45,1.65,3.2,3.9,1.62,3.5,4.5,1.62,3.4,5.0,1.62,3.4,5.0,1.66,3.4,4.33,1195.23,1096.31
E3,28/09/02,Bristol Rvs,Kidderminster,1,2,A,0,1,A,M Ryan,9.0,7.0,4.0,4.0,15.0,10.0,8.0,4.0,1.0,1.0,0.0,0.0,1.8,3.25,4.0,1.87,3.3,3.85,1.85,3.1,3.2,1.8,3.25,3.75,1.91,3.25,3.5,2.0,3.2,3.6,1.9,3.2,3.5,1101.49,1172.19
E3,28/09/02,Hartlepool,Rushden & D,1,2,A,1,0,H,P Dowd,18.0,15.0,7.0,6.0,6.0,19.0,9.0,6.0,1.0,2.0,0.0,0.0,1.8,3.25,4.0,1.95,3.3,3.5,1.9,3.1,3.0,1.8,3.25,3.75,1.91,3.25,3.5,1.85,3.25,3.6,1.9,3.25,3.4,1269.06,1237.83
E3,28/09/02,Hull,Swansea,1,1,D,1,0,H,L Mason,11.0,12.0,5.0,6.0,12.0,15.0,6.0,5.0,2.0,2.0,0.0,0.0,1.571,3.4,5.5,1.62,3.45,5.2,1.55,3.4,4.3,1.5,3.4,6.0,1.53,3.5,6.0,1.53,3.5,5.5,1.61,3.3,5.0,1121.24,1065.21
E3,28/09/02,Leyton Orient,Darlington,2,1,H,0,1,A,G Hegley,6.0,8.0,5.0,4.0,14.0,9.0,8.0,6.0,4.0,1.0,0.0,0.0,2.0,3.25,3.25,2.0,3.3,3.35,2.0,3.0,2.9,2.0,3.2,3.2,2.0,3.25,3.25,2.0,3.25,3.25,2.0,3.2,3.2,1098.12,1106.77
E3,28/09/02,Rochdale,Macclesfield,3,1,H,1,1,D,M Clattenburg,10.0,12.0,7.0,5.0,16.0,13.0,6.0,8.0,1.0,0.0,0.0,0.0,1.615,3.4,5.0,1.62,3.5,5.2,1.6,3.3,4.0,1.62,3.25,5.0,1.57,3.4,5.5,1.615,3.4,5.0,1.7,3.1,4.5,1234.31,1122.11
E3,28/09/02,Scunthorpe,Shrewsbury,1,1,D,0,1,A,M Jones,17.0,9.0,10.0,6.0,17.0,20.0,6.0,6.0,1.0,1.0,0.0,0.0,1.8,3.25,4.0,1.83,3.4,3.9,1.85,3.1,3.2,2.1,3.2,3.0,1.83,3.25,3.75,1.83,3.25,3.75,1.83,3.3,3.6,1188.42,1140.67
E3,28/09/02,Southend,Exeter,1,0,H,1,0,H,P Prosser,14.0,6.0,4.0,3.0,11.0,18.0,3.0,9.0,0.0,3.0,0.0,0.0,1.833,3.25,3.75,1.9,3.3,3.85,1.9,3.1,3.0,1.91,3.25,3.4,1.83,3.25,3.75,1.83,3.25,3.75,1.9,3.25,3.4,1139.83,1102.07
E3,28/09/02,Torquay,Lincoln,0,0,D,0,0,D,C Penton,7.0,4.0,6.0,2.0,11.0,16.0,5.0,2.0,2.0,2.0,1.0,0.0,1.8,3.25,4.0,1.81,3.4,3.9,1.8,3.1,3.4,1.8,3.25,3.75,1.83,3.25,3.75,1.83,3.25,3.75,1.8,3.3,3.75,1179.76,1127.84
E3,28/09/02,Wrexham,Bury,2,2,D,2,1,H,M Cowburn,10.0,8.0,7.0,5.0,11.0,12.0,6.0,4.0,0.0,4.0,1.0,0.0,1.727,3.25,4.333,1.81,3.4,3.9,1.75,3.2,3.5,1.8,3.25,3.75,1.83,3.25,3.75,1.83,3.25,3.75,1.72,3.25,4.2,1222.35,1186.06
E3,28/09/02,York,Oxford,0,1,A,0,0,D,C Webster,11.0,7.0,10.0,6.0,15.0,12.0,9.0,7.0,0.0,0.0,0.0,0.0,2.0,3.25,3.25,2.08,3.3,3.2,2.0,3.0,2.9,2.2,3.2,2.8,2.0,3.25,3.25,2.0,3.25,3.25,2.1,3.2,3.0,1165.26,1105.29
E3,05/10/02,Bury,Southend,1,3,A,1,0,H,P Joslin,11.0,6.0,6.0,3.0,12.0,17.0,3.0,6.0,0.0,3.0,0.0,0.0,1.833,3.25,3.75,1.8,3.4,3.9,1.8,3.1,3.4,1.8,3.2,4.0,1.83,3.25,3.75,1.833,3.25,3.75,1.8,3.3,3.75,1190.73,1147.62
E3,05/10/02,Cambridge,Wrexham,2,2,D,0,1,A,C Penton,11.0,12.0,2.0,3.0,10.0,7.0,7.0,6.0,1.0,0.0,0.0,0.0,2.25,3.25,2.75,2.25,3.25,2.8,2.2,3.0,2.6,2.25,3.2,2.75,2.38,3.2,2.63,2.3,3.2,2.7,2.3,3.25,2.62,1158.2,1217.68
E3,05/10/02,Carlisle,Torquay,1,2,A,1,1,D,G Salisbury,15.0,10.0,6.0,6.0,11.0,11.0,4.0,2.0,1.0,2.0,0.0,0.0,2.6,3.2,2.4,2.4,3.25,2.65,2.35,3.0,2.35,2.6,3.2,2.38,2.63,3.2,2.38,2.6,3.2,2.4,2.37,3.1,2.62,1090.28,1174.62
E3,05/10/02,Darlington,Bristol Rvs,1,0,H,1,0,H,A Kaye,11.0,4.0,5.0,1.0,22.0,15.0,4.0,4.0,0.0,2.0,0.0,1.0,2.25,3.25,2.75,2.25,3.25,2.85,2.2,3.0,2.6,2.25,3.2,2.75,2.25,3.25,2.75,2.2,3.2,2.8,2.25,3.2,2.75,1097.48,1087.94
E3,05/10/02,Exeter,York,0,1,A,0,1,A,P Crossley,10.0,6.0,5.0,3.0,11.0,17.0,7.0,3.0,1.0,2.0,0.0,0.0,2.25,3.25,2.75,2.25,3.25,2.85,2.2,3.0,2.6,2.2,3.25,2.75,2.25,3.25,2.75,2.25,3.25,2.75,2.25,3.2,2.75,1094.28,1147.38
E3,05/10/02,Kidderminster,Hull,1,0,H,0,0,D,E Ilderton,19.0,8.0,12.0,2.0,22.0,12.0,11.0,7.0,6.0,0.0,0.0,0.0,2.1,3.25,3.0,2.25,3.25,2.85,2.1,3.0,2.8,2.25,3.2,2.75,2.25,3.25,2.75,2.1,3.25,3.0,2.25,3.0,2.87,1185.74,1115.98
E3,05/10/02,Lincoln,Bournemouth,1,2,A,1,1,D,C Boyeson,6.0,5.0,2.0,5.0,8.0,8.0,2.0,8.0,1.0,2.0,0.0,0.0,2.25,3.25,2.75,2.25,3.25,2.85,2.2,3.0,2.6,2.2,3.25,2.75,2.25,3.25,2.75,2.2,3.25,2.8,2.25,3.2,2.75,1132.98,1201.26
E3,05/10/02,Macclesfield,Boston,2,0,H,1,0,H,P Prosser,18.0,8.0,13.0,4.0,8.0,21.0,10.0,7.0,0.0,3.0,0.0,0.0,1.909,3.25,3.5,1.85,3.35,3.75,1.85,3.1,3.2,1.91,3.25,3.4,1.91,3.25,3.5,1.909,3.25,3.5,1.83,3.3,3.6,1116.42,1173.43
E3,05/10/02,Oxford,Scunthorpe,0,1,A,0,0,D,K Hill,7.0,8.0,2.0,4.0,11.0,14.0,4.0,2.0,1.0,2.0,0.0,0.0,1.8,3.25,4.0,1.8,3.4,3.85,1.8,3.1,3.4,1.73,3.4,4.0,1.8,3.25,4.0,1.85,3.25,3.75,1.8,3.3,3.75,1123.17,1183.4
E3,05/10/02,Rushden & D,Leyton Orient,2,0,H,0,0,D,E Evans,10.0,17.0,6.0,7.0,12.0,13.0,7.0,6.0,1.0,2.0,0.0,0.0,1.533,3.5,5.5,1.58,3.55,5.55,1.5,3.5,4.5,1.62,3.25,5.0,1.57,3.4,5.5,1.533,3.4,6.0,1.53,3.4,5.5,1254.84,1107.41
E3,05/10/02,Shrewsbury,Hartlepool,0,1,A,0,0,D,A Penn,11.0,11.0,6.0,4.0,13.0,11.0,7.0,6.0,2.0,3.0,0.0,0.0,2.75,3.25,2.25,2.65,3.4,2.3,2.4,3.0,2.3,2.6,3.2,2.38,2.75,3.25,2.25,2.75,3.25,2.25,2.62,3.1,2.37,1145.69,1252.05
E3,05/10/02,Swansea,Rochdale,1,1,D,1,0,H,R Styles,8.0,4.0,1.0,3.0,9.0,11.0,5.0,5.0,3.0,2.0,0.0,1.0,2.8,3.25,2.2,2.8,3.3,2.25,2.6,3.0,2.2,2.8,3.2,2.2,2.8,3.25,2.2,2.75,3.25,2.25,2.75,3.2,2.25,1070.47,1240.0
E3,12/10/02,Boston,Torquay,2,1,H,0,1,A,M Clattenburg,9.0,14.0,2.0,2.0,12.0,14.0,3.0,6.0,3.0,1.0,0.0,0.0,2.8,3.25,2.2,1.8,3.25,3.85,2.6,3.0,2.2,2.75,3.2,2.25,2.8,3.2,2.25,2.9,3.2,2.2,2.75,3.2,2.25,1162.47,1187.68
E3,12/10/02,Bristol Rvs,Lincoln,2,0,H,1,0,H,S Bennett,10.0,14.0,8.0,7.0,16.0,16.0,5.0,1.0,2.0,2.0,0.0,0.0,2.0,3.25,3.25,2.0,3.25,3.25,2.0,3.0,2.9,1.91,3.2,3.5,2.2,3.25,2.8,2.2,3.25,2.8,2.0,3.2,3.2,1079.26,1119.34
E3,12/10/02,Bury,Darlington,2,2,D,0,1,A,F Stretton,19.0,3.0,11.0,1.0,14.0,12.0,11.0,4.0,1.0,1.0,0.0,0.0,1.8,3.25,4.0,1.8,3.35,3.85,1.8,3.0,3.5,1.73,3.4,4.0,1.8,3.25,4.0,1.8,3.25,4.0,1.8,3.3,3.75,1173.35,1106.16
E3,12/10/02,Carlisle,Shrewsbury,1,2,A,0,1,A,S Mathieson,15.0,14.0,10.0,7.0,15.0,16.0,4.0,5.0,3.0,3.0,0.0,0.0,2.2,3.25,2.8,2.2,3.25,2.85,2.2,3.0,2.6,2.25,3.2,2.75,2.2,3.25,2.8,2.2,3.25,2.8,2.2,3.2,2.8,1077.22,1133.42
E3,12/10/02,Exeter,Rushden & D,1,1,D,1,1,D,R Oliver,14.0,13.0,9.0,8.0,18.0,11.0,8.0,6.0,2.0,2.0,0.0,0.0,2.8,3.25,2.2,2.7,3.2,2.3,2.4,3.0,2.3,2.75,3.2,2.25,2.75,3.25,2.25,2.75,3.25,2.25,2.62,3.1,2.37,1080.1,1259.69
E3,12/10/02,Hull,Rochdale,3,0,H,2,0,H,P Crossley,20.0,11.0,13.0,7.0,14.0,12.0,8.0,5.0,2.0,3.0,0.0,0.0,2.3,3.2,2.7,2.35,3.2,2.65,2.3,3.0,2.4,2.25,3.2,2.75,2.38,3.2,2.63,2.4,3.2,2.6,2.3,3.25,2.62,1109.14,1237.53
E3,12/10/02,Kidderminster,Macclesfield,0,2,A,0,1,A,C Boyeson,12.0,17.0,7.0,8.0,7.0,11.0,6.0,2.0,0.0,2.0,0.0,0.0,1.727,3.25,4.333,1.69,3.35,4.5,1.65,3.1,4.0,1.73,3.5,3.75,1.73,3.25,4.33,1.727,3.4,4.2,1.66,3.3,4.5,1192.58,1127.38
E3,12/10/02,Oxford,Swansea,1,0,H,0,0,D,P Taylor,9.0,12.0,4.0,5.0,15.0,13.0,6.0,4.0,0.0,1.0,0.0,0.0,1.615,3.4,5.0,1.65,3.4,4.7,1.65,3.1,4.0,1.67,3.4,4.33,1.62,3.4,5.0,1.615,3.4,5.0,1.66,3.3,4.5,1109.25,1072.94
E3,12/10/02,Scunthorpe,Cambridge,1,2,A,1,0,H,A Penn,19.0,13.0,12.0,7.0,5.0,7.0,8.0,8.0,0.0,0.0,0.0,0.0,1.909,3.25,3.5,2.0,3.3,3.2,2.0,3.0,2.9,2.1,3.2,3.0,2.0,3.25,3.25,2.0,3.25,3.25,2.1,3.2,3.0,1197.32,1156.75
