Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,GBH,GBD,GBA,IWH,IWD,IWA,SBH,SBD,SBA,WHH,WHD,WHA,GB>2.5,GB<2.5,EloHome,EloAway
P1,09/12/02,Gil Vicente,Guimaraes,0,2,A,0,1,A,2.1,3.2,3.0,2.1,3.2,3.15,2.1,2.9,3.2,2.1,3.1,3.1,1.95,3.1,3.4,1.75,1.85,1458.22,1468.54
P1,13/12/02,Setubal,Varzim,2,4,A,2,0,H,2.1,3.0,3.25,2.1,3.15,3.3,2.0,2.9,3.4,2.1,3.0,3.2,1.9,3.3,3.3,1.9,1.7,1452.63,1439.33
P1,14/12/02,Academica,Santa Clara,3,2,H,2,0,H,2.0,3.2,3.2,1.95,3.3,3.5,2.0,2.9,3.4,2.0,3.2,3.2,1.9,3.3,3.3,1.75,1.85,1375.04,1372.6
P1,14/12/02,Benfica,Belenenses,1,0,H,0,0,D,1.444,3.75,6.0,1.5,3.7,6.0,1.4,3.7,6.5,1.444,3.75,6.0,1.4,3.5,7.5,1.55,2.1,1603.82,1528.41
P1,14/12/02,Guimaraes,Moreirense,1,1,D,0,0,D,1.444,3.75,6.0,1.5,3.7,6.0,1.45,3.6,5.8,1.444,3.6,6.5,1.35,3.75,7.6,1.65,1.95,1484.2,1382.79
P1,14/12/02,Leiria,Sp Lisbon,3,2,H,1,1,D,3.4,3.25,1.909,3.5,3.3,1.95,3.4,2.9,2.0,3.4,3.25,1.909,3.3,3.3,1.9,1.7,1.9,1498.33,1643.08
P1,15/12/02,Maritimo,Gil Vicente,3,1,H,2,0,H,1.909,3.25,3.4,1.95,3.25,3.55,1.85,3.1,3.6,1.85,3.3,3.5,1.85,3.3,3.4,1.75,1.85,1488.11,1442.56
P1,15/12/02,Nacional,Sp Braga,0,0,D,0,0,D,1.9,3.25,3.5,1.95,3.25,3.55,2.0,2.9,3.4,1.85,3.3,3.5,1.8,3.3,3.6,1.75,1.85,1418.32,1442.28
P1,16/12/02,Beira Mar,Boavista,3,3,D,2,1,H,2.5,3.25,2.375,2.5,3.3,2.5,2.7,3.0,2.3,2.5,3.25,2.375,2.45,3.1,2.45,1.85,1.75,1417.98,1562.64
P1,16/12/02,Porto,Pacos Ferreira,2,1,H,1,0,H,1.25,5.0,8.0,1.25,5.0,10.0,1.2,5.0,10.0,1.222,5.0,9.5,1.2,5.0,10.0,1.45,2.35,1699.84,1453.61
P1,21/12/02,Belenenses,Leiria,1,3,A,1,3,A,1.571,3.5,5.0,1.6,3.5,5.0,1.65,3.2,4.6,1.571,3.5,5.0,1.6,3.5,4.5,1.65,1.95,1521.73,1512.43
P1,21/12/02,Boavista,Benfica,0,0,D,0,0,D,2.625,3.2,2.3,2.62,3.25,2.37,2.5,3.0,2.5,2.625,3.2,2.3,2.5,3.25,2.4,1.8,1.8,1561.04,1610.5
P1,22/12/02,Gil Vicente,Beira Mar,3,1,H,1,1,D,1.727,3.4,4.0,1.7,3.4,4.35,1.65,3.2,4.6,1.7,3.4,4.0,1.65,3.4,4.2,1.7,1.9,1435.01,1419.58
P1,22/12/02,Moreirense,Santa Clara,2,2,D,1,1,D,1.909,3.25,3.4,1.85,3.3,3.75,1.85,3.1,3.6,1.8,3.1,3.75,1.8,3.3,3.65,1.8,1.8,1389.32,1363.68
P1,22/12/02,Pacos Ferreira,Academica,0,0,D,0,0,D,1.667,3.3,4.5,1.7,3.4,4.35,1.65,3.2,4.6,1.667,3.4,4.333,1.65,3.4,4.2,1.65,1.95,1450.61,1383.96
P1,22/12/02,Sp Braga,Setubal,1,0,H,1,0,H,2.1,3.0,3.2,2.1,3.15,3.15,2.1,2.8,3.3,2.1,3.1,3.1,2.1,3.05,3.05,1.75,1.85,1444.97,1436.19
P1,22/12/02,Sp Lisbon,Nacional,2,0,H,1,0,H,1.3,4.5,7.5,1.3,4.7,7.7,1.3,4.2,8.0,1.3,4.5,7.5,1.3,4.3,7.5,1.6,2.05,1628.98,1415.63
P1,22/12/02,Varzim,Porto,0,2,A,0,1,A,2.75,3.25,2.2,3.15,3.25,2.05,3.6,3.1,1.85,3.2,3.2,2.0,3.1,3.2,2.0,1.7,1.9,1455.77,1702.84
P1,23/12/02,Guimaraes,Maritimo,2,0,H,1,0,H,1.727,3.4,4.0,1.7,3.4,4.35,1.75,3.1,4.2,1.667,3.4,4.333,1.6,3.45,4.5,1.7,1.9,1477.67,1495.66
P1,04/01/03,Beira Mar,Guimaraes,1,1,D,0,0,D,2.75,3.2,2.25,2.88,3.1,2.28,2.8,2.9,2.3,2.75,3.25,2.2,2.7,3.15,2.25,1.7,1.9,1411.09,1487.27
P1,04/01/03,Leiria,Boavista,1,0,H,0,0,D,2.25,3.2,2.75,2.25,3.1,2.93,2.2,3.0,2.9,2.25,3.1,2.8,2.3,3.2,2.6,1.7,1.9,1528.74,1559.23
P1,04/01/03,Setubal,Sp Lisbon,1,2,A,1,0,H,3.4,3.25,1.909,3.75,3.35,1.85,3.5,3.1,1.9,3.75,3.3,1.8,3.3,3.4,1.85,1.7,1.9,1427.48,1632.51
P1,05/01/03,Academica,Varzim,2,1,H,2,0,H,2.5,3.1,2.5,2.6,3.15,2.45,2.5,3.0,2.5,2.4,3.2,2.5,2.45,3.15,2.45,1.7,1.9,1389.53,1448.27
P1,05/01/03,Moreirense,Maritimo,2,2,D,1,1,D,2.2,3.25,2.75,2.28,3.1,2.88,2.3,2.9,2.8,2.25,3.2,2.75,2.1,3.05,3.05,1.8,1.8,1384.99,1486.06
P1,05/01/03,Porto,Sp Braga,3,0,H,1,0,H,1.2,5.0,11.0,1.21,5.5,10.0,1.2,5.0,10.0,1.2,5.5,9.0,1.2,4.7,11.0,1.55,2.15,1710.34,1453.68
P1,05/01/03,Santa Clara,Pacos Ferreira,0,0,D,0,0,D,2.2,3.25,2.75,2.22,3.15,2.93,2.2,3.0,2.9,2.2,3.1,2.875,2.1,3.1,3.0,1.7,1.9,1368.01,1445.04
P1,06/01/03,Nacional,Belenenses,1,1,D,0,0,D,2.1,3.2,3.0,2.22,3.15,2.93,2.3,2.9,2.8,2.1,3.3,2.875,2.1,3.2,2.85,1.75,1.85,1412.1,1505.42
P1,10/01/03,Sp Braga,Academica,1,1,D,0,0,D,1.667,3.4,4.333,1.67,3.5,4.55,1.7,3.0,4.6,1.615,3.5,4.5,1.7,3.4,4.0,1.8,1.8,1450.84,1400.55
P1,11/01/03,Gil Vicente,Leiria,3,1,H,2,1,H,1.909,3.25,3.4,2.0,3.25,3.4,1.9,3.1,3.5,2.0,3.2,3.2,1.9,3.2,3.4,1.8,1.8,1443.5,1538.77
P1,11/01/03,Guimaraes,Benfica,1,1,D,0,0,D,2.5,3.25,2.4,2.65,3.25,2.4,2.8,3.1,2.2,2.6,3.25,2.3,2.6,3.2,2.3,1.7,1.9,1488.13,1612.31
P1,11/01/03,Sp Lisbon,Porto,0,1,A,0,1,A,2.4,3.25,2.5,2.4,3.25,2.65,2.5,3.0,2.5,2.375,3.2,2.625,2.37,3.1,2.62,1.75,1.85,1641.34,1713.18
P1,12/01/03,Boavista,Nacional,0,0,D,0,0,D,1.615,3.5,4.5,1.61,3.6,4.9,1.6,3.4,4.6,1.615,3.5,4.5,1.6,3.5,4.5,1.75,1.85,1549.2,1411.86
P1,12/01/03,Maritimo,Beira Mar,3,0,H,1,0,H,1.571,3.5,5.0,1.65,3.5,4.7,1.6,3.3,4.8,1.571,3.5,5.0,1.55,3.5,5.0,1.7,1.9,1486.02,1410.23
P1,12/01/03,Pacos Ferreira,Moreirense,1,1,D,0,1,A,1.667,3.3,4.5,1.73,3.33,4.44,1.65,3.3,4.4,1.727,3.4,4.0,1.65,3.5,4.1,1.7,1.9,1445.87,1385.03
P1,12/01/03,Varzim,Santa Clara,0,0,D,0,0,D,1.533,3.4,5.5,1.55,3.6,5.5,1.5,3.5,5.4,1.533,3.4,5.5,1.55,3.5,5.0,1.7,1.9,1437.25,1367.18
P1,13/01/03,Belenenses,Setubal,0,0,D,0,0,D,1.667,3.4,4.333,1.71,3.5,4.3,1.75,3.1,4.2,1.7,3.4,4.2,1.7,3.4,4.0,1.7,1.9,1505.66,1418.65
P1,17/01/03,Guimaraes,Leiria,1,2,A,0,1,A,1.667,3.25,4.5,1.75,3.35,4.25,1.85,3.1,3.6,1.75,3.25,4.0,1.65,3.25,4.5,1.75,1.85,1489.0,1526.44
P1,18/01/03,Maritimo,Benfica,1,2,A,0,0,D,2.75,3.2,2.25,2.85,3.3,2.2,2.7,2.9,2.4,2.8,3.2,2.2,2.75,3.1,2.3,1.8,1.8,1492.69,1611.44
P1,19/01/03,Beira Mar,Moreirense,1,2,A,0,2,A,1.909,3.25,3.4,1.85,3.3,3.8,1.85,3.1,3.6,1.85,3.3,3.6,1.9,3.3,3.3,1.85,1.75,1403.56,1390.44
P1,19/01/03,Belenenses,Porto,1,3,A,1,0,H,3.5,3.4,1.833,3.65,3.25,1.9,3.2,3.1,2.0,3.4,3.25,1.909,3.4,3.25,1.9,1.75,1.85,1499.51,1726.69
P1,19/01/03,Boavista,Setubal,1,0,H,1,0,H,1.8,3.1,4.0,1.8,3.15,4.3,1.7,3.2,4.2,1.75,3.25,4.0,1.7,3.5,3.8,1.7,1.9,1541.78,1424.8
P1,19/01/03,Sp Braga,Santa Clara,1,1,D,1,1,D,1.615,3.5,4.5,1.65,3.4,4.85,1.7,3.2,4.2,1.615,3.25,5.0,1.65,3.5,4.1,1.85,1.75,1445.75,1372.85
P1,19/01/03,Varzim,Pacos Ferreira,0,0,D,0,0,D,1.667,3.25,4.5,1.65,3.4,4.85,1.8,3.1,3.8,1.667,3.4,4.333,1.65,3.5,4.1,1.9,1.7,1431.58,1440.46
P1,20/01/03,Gil Vicente,Nacional,2,0,H,1,0,H,1.667,3.25,4.5,1.7,3.35,4.55,1.7,3.2,4.2,1.7,3.4,4.2,1.7,3.4,4.0,1.75,1.85,1455.83,1419.28
P1,24/01/03,Academica,Belenenses,2,1,H,1,0,H,2.25,3.0,2.87,2.15,3.15,3.0,2.3,2.9,2.8,2.3,3.2,2.62,2.35,3.15,2.55,1.7,1.9,1405.64,1491.39
P1,25/01/03,Leiria,Maritimo,3,0,H,2,0,H,1.61,3.5,4.5,1.6,3.4,5.1,1.7,3.1,4.4,1.67,3.3,4.5,1.65,3.35,4.3,1.7,1.9,1541.17,1480.86
P1,25/01/03,Porto,Boavista,1,0,H,0,0,D,1.4,3.6,7.5,1.4,3.85,7.25,1.5,3.5,5.4,1.4,3.75,7.0,1.44,3.6,6.5,1.65,1.95,1734.81,1547.35
P1,25/01/03,Santa Clara,Sp Lisbon,0,1,A,0,1,A,4.0,3.25,1.72,4.35,3.35,1.7,3.8,3.1,1.8,4.0,3.25,1.75,3.9,3.4,1.7,1.65,1.95,1378.6,1627.83
P1,26/01/03,Benfica,Beira Mar,1,0,H,0,0,D,1.2,5.0,11.0,1.2,5.5,10.0,1.25,4.5,9.0,1.22,5.0,9.0,1.2,4.9,10.0,1.55,2.15,1623.27,1387.13
P1,26/01/03,Moreirense,Varzim,1,0,H,0,0,D,2.1,3.25,2.87,2.15,3.15,3.0,2.2,2.7,3.2,2.25,3.2,2.75,2.15,3.25,2.75,1.7,1.9,1406.87,1428.37
P1,26/01/03,Nacional,Guimaraes,0,0,D,0,0,D,2.5,3.2,2.4,2.65,3.15,2.37,2.5,3.0,2.5,2.6,3.25,2.3,2.45,3.1,2.45,1.9,1.7,1411.45,1474.27
P1,26/01/03,Pacos Ferreira,Sp Braga,0,1,A,0,0,D,1.8,3.25,3.75,1.8,3.25,4.0,1.85,3.0,3.8,1.83,3.3,3.6,1.8,3.25,3.65,1.85,1.75,1443.67,1440.0
P1,26/01/03,Setubal,Gil Vicente,0,1,A,0,0,D,2.5,3.2,2.4,2.6,3.15,2.4,2.3,2.9,2.8,2.5,3.2,2.4,2.3,3.15,2.6,1.9,1.7,1419.23,1463.66
P1,01/02/03,Boavista,Academica,4,1,H,2,1,H,1.61,3.25,5.0,1.6,3.35,5.5,1.55,3.5,4.8,1.6,3.3,5.0,1.65,3.4,4.3,1.95,1.65,1543.34,1417.63
P1,02/02/03,Beira Mar,Leiria,2,2,D,1,2,A,2.75,3.2,2.25,2.8,3.3,2.25,2.5,3.0,2.5,2.62,3.25,2.3,2.6,3.2,2.3,1.75,1.85,1383.97,1548.28
P1,02/02/03,Belenenses,Santa Clara,1,1,D,1,1,D,1.61,3.25,5.0,1.6,3.35,5.5,1.65,3.3,4.4,1.6,3.3,5.0,1.65,3.4,4.3,1.85,1.75,1479.4,1371.16
P1,02/02/03,Gil Vicente,Porto,3,5,A,1,2,A,3.75,3.25,1.8,4.0,3.33,1.8,4.0,3.2,1.75,3.75,3.3,1.8,3.35,3.25,1.9,1.75,1.85,1478.14,1738.82
P1,02/02/03,Maritimo,Nacional,2,3,A,0,2,A,1.72,3.2,4.33,1.75,3.3,4.35,1.85,3.1,3.6,1.75,3.25,4.0,1.75,3.3,3.9,1.85,1.75,1473.75,1410.12
P1,02/02/03,Sp Braga,Varzim,1,0,H,1,0,H,1.9,3.25,3.4,1.9,3.25,3.7,1.85,3.1,3.6,1.83,3.3,3.6,1.8,3.3,3.6,1.75,1.85,1456.12,1418.65
P1,02/02/03,Sp Lisbon,Pacos Ferreira,4,0,H,2,0,H,1.28,4.5,8.0,1.25,5.0,9.5,1.3,4.2,8.0,1.25,4.5,10.0,1.25,4.6,8.5,1.55,2.1,1635.27,1427.55
P1,03/02/03,Benfica,Moreirense,1,1,D,0,0,D,1.25,5.0,8.0,1.25,5.0,9.5,1.25,4.5,9.0,1.25,4.75,9.0,1.2,4.8,11.0,1.45,2.3,1626.43,1416.59
P1,03/02/03,Guimaraes,Setubal,1,0,H,0,0,D,1.57,3.5,5.0,1.6,3.35,5.5,1.65,3.1,4.8,1.57,3.3,5.5,1.6,3.3,4.8,1.8,1.8,1475.6,1404.75
P1,05/02/03,Sp Lisbon,Academica,1,0,H,0,0,D,1.25,4.5,8.0,1.25,5.0,8.75,1.3,4.2,8.0,1.25,4.6,9.0,1.3,4.2,8.0,,,1638.9,1412.27
P1,07/02/03,Santa Clara,Boavista,1,1,D,1,0,H,2.625,3.1,2.375,2.8,3.3,2.25,3.1,3.0,2.1,2.7,3.2,2.25,2.6,3.2,2.3,1.9,1.7,1377.87,1548.7
P1,08/02/03,Leiria,Benfica,0,3,A,0,2,A,2.625,3.2,2.3,2.9,3.4,2.15,2.5,3.0,2.5,3.0,3.2,2.1,2.8,3.3,2.1,1.7,1.9,1545.99,1617.53
P1,08/02/03,Varzim,Sp Lisbon,1,1,D,0,1,A,3.0,3.2,2.1,3.4,3.4,1.95,4.0,3.2,1.75,3.4,3.25,1.909,3.0,3.3,2.0,1.75,1.85,1410.85,1642.21
P1,09/02/03,Academica,Gil Vicente,2,0,H,1,0,H,2.4,3.25,2.5,2.35,3.4,2.6,2.2,3.0,2.9,2.4,3.25,2.5,2.25,3.2,2.65,1.75,1.85,1408.96,1471.04
P1,09/02/03,Moreirense,Sp Braga,2,2,D,1,0,H,2.1,3.2,3.0,2.0,3.25,3.4,2.1,3.0,3.1,2.1,3.2,3.0,2.0,3.3,3.0,1.85,1.75,1425.49,1463.92
P1,09/02/03,Nacional,Beira Mar,1,0,H,0,0,D,1.615,3.5,4.5,1.65,3.5,4.7,1.7,3.2,4.2,1.615,3.5,4.5,1.55,3.6,4.75,1.75,1.85,1428.11,1386.26
P1,09/02/03,Pacos Ferreira,Belenenses,3,2,H,0,0,D,2.1,3.2,3.0,2.1,3.3,3.1,1.9,3.1,3.5,2.1,3.2,3.0,2.0,3.3,3.0,1.9,1.7,1423.92,1472.69
P1,09/02/03,Porto,Guimaraes,2,1,H,2,0,H,1.333,4.0,8.0,1.3,4.75,8.0,1.3,4.2,8.0,1.364,4.0,7.0,1.3,4.5,7.0,1.6,2.05,1745.92,1482.4
P1,09/02/03,Setubal,Maritimo,1,0,H,1,0,H,2.2,3.25,2.75,2.15,3.3,3.0,2.0,3.1,3.2,2.2,3.25,2.75,2.1,3.3,2.8,1.9,1.7,1397.95,1455.76
P1,15/02/03,Boavista,Pacos Ferreira,0,0,D,0,0,D,1.571,3.5,5.0,1.57,3.5,5.5,1.5,3.5,5.4,1.533,3.4,5.5,1.55,3.3,5.3,1.75,1.85,1546.19,1434.59
P1,15/02/03,Maritimo,Porto,2,1,H,1,0,H,5.0,3.5,1.571,4.25,3.5,1.72,4.6,3.4,1.6,4.5,3.5,1.615,4.0,3.4,1.7,1.75,1.85,1444.77,1748.67
P1,16/02/03,Beira Mar,Setubal,5,3,H,4,2,H,2.2,3.25,2.75,2.2,3.1,3.05,2.2,2.9,3.0,2.1,3.2,3.0,2.2,3.2,2.7,1.9,1.7,1378.6,1408.94
P1,16/02/03,Belenenses,Varzim,4,1,H,1,0,H,1.909,3.2,3.5,1.9,3.25,3.7,1.75,3.2,4.0,1.85,3.25,3.6,1.95,3.1,3.35,1.7,1.9,1462.02,1415.36
P1,16/02/03,Benfica,Nacional,2,0,H,2,0,H,1.286,4.5,8.0,1.28,4.75,9.0,1.3,4.2,8.0,1.286,4.333,8.5,1.25,4.75,8.0,1.5,2.25,1631.05,1435.77
P1,16/02/03,Gil Vicente,Santa Clara,1,2,A,0,0,D,1.533,3.4,5.5,1.6,3.5,5.2,1.6,3.2,5.0,1.571,3.5,5.0,1.55,3.3,5.3,1.7,1.9,1459.9,1380.38
P1,16/02/03,Leiria,Moreirense,2,2,D,1,0,H,1.667,3.3,4.5,1.68,3.35,4.75,1.65,3.1,4.8,1.667,3.4,4.333,1.65,3.3,4.4,1.8,1.8,1532.47,1423.3
P1,16/02/03,Sp Lisbon,Sp Braga,2,0,H,0,0,D,1.286,4.5,8.0,1.33,4.5,7.75,1.35,4.0,7.0,1.3,4.333,8.0,1.35,4.1,6.5,1.5,2.25,1637.7,1466.11
P1,17/02/03,Guimaraes,Academica,1,0,H,0,0,D,1.533,3.4,5.5,1.58,3.6,5.2,1.6,3.2,5.0,1.571,3.5,5.0,1.6,3.4,4.6,1.75,1.85,1479.65,1420.1
P1,21/02/03,Sp Braga,Belenenses,1,1,D,0,0,D,1.8,3.25,3.75,1.85,3.3,3.9,2.0,3.0,3.3,1.8,3.25,3.8,1.8,3.4,3.5,1.9,1.7,1461.78,1469.54
P1,22/02/03,Setubal,Benfica,2,6,A,2,1,H,4.5,3.25,1.667,4.45,3.55,1.68,4.2,3.2,1.7,4.333,3.4,1.667,4.4,3.3,1.65,1.8,1.8,1398.91,1634.91
P1,23/02/03,Academica,Maritimo,2,0,H,1,0,H,2.0,3.2,3.2,2.0,3.3,3.35,1.85,3.1,3.6,2.0,3.2,3.2,1.9,3.25,3.3,1.85,1.75,1412.97,1463.87
P1,23/02/03,Pacos Ferreira,Gil Vicente,2,0,H,1,0,H,2.25,3.2,2.75,2.25,3.25,2.85,2.0,3.0,3.3,2.2,3.2,2.8,2.1,3.3,2.8,1.85,1.75,1441.38,1441.46
P1,23/02/03,Porto,Beira Mar,3,0,H,2,0,H,1.143,6.0,12.0,1.15,6.0,14.0,1.2,5.0,10.0,1.143,6.0,12.0,1.15,6.0,10.0,1.5,2.22,1729.57,1388.63
P1,23/02/03,Santa Clara,Guimaraes,2,1,H,1,0,H,2.625,3.1,2.375,2.7,3.15,2.4,2.5,3.0,2.5,2.7,3.2,2.25,2.7,3.0,2.3,1.9,1.7,1398.82,1486.78
P1,23/02/03,Varzim,Boavista,1,1,D,1,1,D,2.3,3.2,2.625,2.5,3.25,2.55,2.3,2.9,2.8,2.4,3.2,2.5,2.35,3.15,2.55,1.95,1.65,1407.84,1539.4
P1,24/02/03,Moreirense,Sp Lisbon,1,2,A,0,1,A,3.75,3.25,1.8,4.0,3.3,1.82,4.0,3.2,1.75,4.0,3.3,1.75,3.5,3.2,1.85,1.8,1.8,1430.03,1642.03
P1,24/02/03,Nacional,Leiria,2,2,D,1,0,H,2.1,3.2,3.0,2.2,3.25,2.95,2.2,2.9,3.0,2.25,3.2,2.7,2.0,3.3,3.0,1.9,1.7,1431.91,1525.74
P1,28/02/03,Maritimo,Santa Clara,1,1,D,1,0,H,1.727,3.2,4.333,1.8,3.3,4.1,1.85,3.1,3.6,1.727,3.4,4.0,1.7,3.35,4.0,1.85,1.75,1453.12,1410.89
P1,01/03/03,Belenenses,Sp Lisbon,1,1,D,0,1,A,3.2,3.2,2.0,3.65,3.3,1.9,3.6,3.1,1.85,3.4,3.25,1.909,3.4,3.3,1.85,1.7,1.9,1472.78,1650.63
P1,01/03/03,Leiria,Setubal,1,1,D,1,0,H,1.571,3.5,5.0,1.7,3.45,4.45,1.75,3.1,4.2,1.6,3.4,4.8,1.6,3.5,4.4,1.7,1.9,1525.96,1391.07
P1,02/03/03,Beira Mar,Academica,1,0,H,0,0,D,2.2,3.25,2.75,2.2,3.25,2.95,2.1,3.0,3.1,2.1,3.25,2.9,2.1,3.3,2.8,1.8,1.8,1386.8,1423.72
P1,02/03/03,Gil Vicente,Varzim,2,1,H,1,0,H,1.8,3.3,3.75,1.8,3.3,4.1,1.8,3.1,3.8,1.75,3.3,4.0,1.75,3.3,3.8,1.75,1.85,1432.46,1408.97
P1,02/03/03,Guimaraes,Pacos Ferreira,1,4,A,1,4,A,1.615,3.5,4.5,1.6,3.6,5.0,1.65,3.2,4.6,1.571,3.5,5.0,1.6,3.4,4.6,1.9,1.7,1474.71,1450.38
P1,02/03/03,Nacional,Moreirense,1,1,D,1,1,D,1.833,3.2,3.75,1.9,3.1,3.95,2.0,3.0,3.3,1.9,3.25,3.4,1.7,3.2,4.2,1.85,1.75,1431.69,1421.43
P1,03/03/03,Boavista,Sp Braga,2,1,H,1,0,H,1.667,3.4,4.333,1.6,3.6,5.0,1.65,3.2,4.6,1.615,3.4,4.75,1.6,3.4,4.6,1.8,1.8,1538.27,1458.54
P1,04/03/03,Benfica,Porto,0,1,A,0,1,A,2.25,3.2,2.75,2.25,3.1,2.95,2.3,2.8,2.9,2.3,3.2,2.75,2.25,3.25,2.7,1.7,1.9,1642.75,1731.4
P1,14/03/03,Moreirense,Belenenses,3,1,H,0,1,A,2.1,3.25,3.0,2.2,3.25,2.95,2.4,2.7,2.9,2.2,3.2,2.8,2.2,3.15,2.75,1.75,1.85,1425.27,1475.53
P1,15/03/03,Academica,Benfica,1,4,A,0,3,A,4.0,3.5,1.72,4.1,3.5,1.75,4.4,3.3,1.65,4.0,3.4,1.73,4.1,3.5,1.65,1.7,1.9,1413.46,1629.84
P1,16/03/03,Pacos Ferreira,Maritimo,0,0,D,0,0,D,1.72,3.4,4.33,1.75,3.4,4.25,1.7,3.2,4.2,1.7,3.4,4.2,1.65,3.4,4.2,1.75,1.85,1467.17,1448.27
P1,16/03/03,Porto,Leiria,2,0,H,1,0,H,1.25,5.0,8.5,1.21,5.5,10.0,1.3,4.0,8.5,1.25,5.0,8.0,1.2,4.65,11.0,1.5,2.25,1744.31,1518.6
P1,16/03/03,Santa Clara,Beira Mar,3,1,H,1,0,H,1.72,3.5,4.0,1.75,3.4,4.25,1.85,3.0,3.8,1.8,3.25,3.8,1.8,3.15,3.8,1.8,1.8,1415.74,1397.06
P1,16/03/03,Setubal,Nacional,2,2,D,1,2,A,2.25,3.2,2.75,2.2,3.2,3.0,2.2,2.9,3.0,2.2,3.25,2.75,2.2,3.15,2.75,1.85,1.75,1398.43,1427.85
P1,16/03/03,Sp Braga,Gil Vicente,0,0,D,0,0,D,2.1,3.1,3.1,2.1,3.1,3.3,2.0,3.0,3.3,2.1,3.1,3.1,2.0,3.2,3.1,1.85,1.75,1451.99,1440.7
P1,16/03/03,Sp Lisbon,Boavista,1,1,D,1,1,D,1.5,3.5,6.0,1.55,3.75,5.25,1.55,3.4,5.0,1.53,3.4,5.5,1.44,3.6,6.5,1.7,1.9,1647.88,1544.82
P1,17/03/03,Varzim,Guimaraes,0,1,A,0,0,D,2.5,3.2,2.5,2.55,3.3,2.45,2.4,2.8,2.8,2.5,3.1,2.5,2.45,3.2,2.4,1.9,1.7,1400.73,1457.92
P1,21/03/03,Gil Vicente,Sp Lisbon,1,0,H,1,0,H,3.25,3.4,1.9,3.3,3.25,2.0,3.6,3.1,1.85,3.4,3.25,1.909,3.85,3.1,1.8,1.75,1.85,1444.57,1641.31
P1,22/03/03,Benfica,Santa Clara,1,0,H,0,0,D,1.25,4.5,10.0,1.23,5.0,10.0,1.2,5.0,10.0,1.222,5.0,9.5,1.3,4.2,7.5,1.5,2.25,1638.3,1424.13
P1,23/03/03,Beira Mar,Pacos Ferreira,3,1,H,2,1,H,2.3,3.2,2.6,2.3,3.25,2.7,2.3,2.9,2.8,2.3,3.2,2.625,2.35,3.1,2.55,1.8,1.8,1388.67,1463.05
P1,23/03/03,Guimaraes,Sp Braga,1,1,D,0,0,D,1.667,3.4,4.333,1.7,3.3,4.5,1.65,3.2,4.6,1.7,3.3,4.333,1.75,3.3,3.8,1.8,1.8,1471.95,1448.12
P1,23/03/03,Leiria,Academica,0,0,D,0,0,D,1.571,3.5,5.0,1.55,3.55,5.4,1.65,3.2,4.6,1.533,3.4,5.5,1.65,3.25,4.5,1.75,1.85,1515.28,1405.0
P1,23/03/03,Maritimo,Varzim,2,0,H,1,0,H,1.615,3.25,5.0,1.65,3.4,4.75,1.75,3.2,4.0,1.615,3.3,5.0,1.6,3.3,4.7,1.8,1.8,1452.39,1386.7
P1,23/03/03,Setubal,Moreirense,0,2,A,0,1,A,2.1,3.2,3.0,2.1,3.15,3.15,2.0,3.0,3.3,2.2,3.1,2.875,2.3,3.0,2.7,1.75,1.85,1395.93,1435.99
P1,24/03/03,Boavista,Belenenses,1,3,A,1,0,H,1.615,3.25,5.0,1.65,3.35,4.85,1.65,3.2,4.6,1.571,3.5,5.0,1.6,3.4,4.6,1.75,1.85,1551.39,1464.81
P1,24/03/03,Nacional,Porto,1,2,A,1,0,H,5.0,3.5,1.571,4.9,3.5,1.6,4.8,3.5,1.55,4.5,3.4,1.615,3.9,3.4,1.7,1.75,1.85,1430.35,1747.63
P1,05/04/03,Moreirense,Boavista,1,1,D,1,0,H,2.375,3.1,2.625,2.45,3.1,2.6,2.3,2.8,2.9,2.4,3.1,2.6,2.35,3.0,2.65,1.85,1.75,1450.63,1532.76
P1,05/04/03,Pacos Ferreira,Benfica,1,3,A,1,3,A,3.75,3.25,1.8,3.8,3.2,1.85,4.0,3.2,1.75,4.0,3.25,1.75,3.8,3.3,1.75,1.75,1.85,1451.47,1641.82
P1,06/04/03,Academica,Nacional,2,2,D,1,1,D,2.0,3.2,3.2,1.9,3.25,3.55,1.9,3.1,3.5,1.85,3.3,3.5,1.9,3.25,3.3,1.7,1.9,1411.76,1424.79
P1,06/04/03,Porto,Setubal,3,0,H,1,0,H,1.143,6.0,12.0,1.15,6.0,12.0,1.15,6.0,12.0,1.143,6.0,11.0,1.15,5.4,12.0,1.4,2.5,1753.19,1381.29
P1,06/04/03,Santa Clara,Leiria,1,3,A,0,0,D,2.2,3.25,2.75,2.25,3.1,2.85,2.1,3.0,3.1,2.2,3.25,2.75,2.1,3.3,2.8,1.8,1.8,1420.61,1508.52
P1,06/04/03,Sp Braga,Maritimo,0,1,A,0,0,D,1.833,3.25,3.75,1.9,3.25,3.55,1.9,3.1,3.5,1.85,3.25,3.6,1.8,3.3,3.6,1.75,1.85,1452.4,1459.34
P1,06/04/03,Sp Lisbon,Guimaraes,1,1,D,0,1,A,1.533,3.4,5.5,1.55,3.7,5.0,1.4,3.7,6.5,1.5,3.6,5.5,1.55,3.4,5.0,1.7,1.9,1625.42,1467.67
