Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SBH,SBD,SBA,WHH,WHD,WHA,GB>2.5,GB<2.5,EloHome,EloAway
I2,09/02/03,Napoli,Cagliari,2.0,0.0,H,1.0,0.0,H,1.833,2.875,4.333,1.85,2.75,4.5,1.8,2.7,3.9,1.83,2.75,4.5,1.95,2.75,4.0,1.95,2.7,3.8,1.95,1.65,1496.66,1483.25
I2,09/02/03,Palermo,Ancona,0.0,1.0,A,0.0,1.0,A,2.1,2.5,4.0,2.15,2.6,3.6,2.1,2.6,3.3,2.1,2.6,3.75,2.2,2.6,3.5,2.1,2.6,3.5,1.85,1.75,1491.37,1542.88
I2,09/02/03,Ternana,Salernitana,4.0,0.0,H,2.0,0.0,H,1.667,3.25,4.5,1.65,2.95,5.5,1.55,3.0,5.0,1.62,3.1,5.5,1.615,3.1,5.5,1.6,3.25,4.75,1.75,1.85,1488.33,1387.7
I2,09/02/03,Venezia,Triestina,1.0,0.0,H,0.0,0.0,D,2.5,2.5,3.1,2.4,2.65,3.0,2.4,2.5,2.8,2.25,2.6,3.4,2.5,2.5,3.1,2.3,2.5,3.25,1.85,1.75,1475.73,1534.65
I2,09/02/03,Vicenza,Cosenza,3.0,0.0,H,0.0,0.0,D,1.444,3.5,7.0,1.45,3.4,7.0,1.4,3.2,6.5,1.4,3.5,8.0,1.48,3.4,6.5,1.45,3.25,6.75,1.9,1.7,1554.04,1424.76
I2,10/02/03,Lecce,Sampdoria,1.0,0.0,H,0.0,0.0,D,2.5,2.5,3.1,2.5,2.4,3.25,2.5,2.5,2.7,2.4,2.4,3.4,2.4,2.5,3.25,2.4,2.4,3.2,1.95,1.65,1532.89,1553.23
I2,21/02/03,Verona,Venezia,1.0,0.0,H,1.0,0.0,H,2.1,2.5,4.0,2.0,2.65,4.0,2.1,2.7,3.1,2.1,2.6,3.75,2.0,2.6,4.0,2.0,2.6,3.8,1.95,1.65,1520.9,1486.76
I2,23/02/03,Ancona,Vicenza,3.0,1.0,H,1.0,1.0,D,2.25,2.5,3.6,2.3,2.4,3.65,2.2,2.6,3.0,2.25,2.5,3.6,2.2,2.5,3.6,2.1,2.6,3.5,1.9,1.7,1557.11,1559.31
I2,23/02/03,Bari,Genoa,2.0,1.0,H,0.0,1.0,A,2.1,2.75,3.5,2.05,2.55,4.0,1.9,2.6,3.8,2.1,2.6,3.75,2.0,2.6,4.0,2.1,2.6,3.5,1.85,1.75,1445.35,1494.71
I2,23/02/03,Cagliari,Ternana,1.0,1.0,D,0.0,1.0,A,1.833,2.625,5.0,1.9,2.6,4.6,1.9,2.6,3.8,1.9,2.62,4.5,1.909,2.625,4.333,1.8,2.75,4.4,1.9,1.7,1474.69,1494.32
I2,23/02/03,Catania,Messina,1.0,1.0,D,0.0,0.0,D,1.909,2.625,4.5,1.95,2.65,4.25,2.1,2.6,3.2,1.9,2.62,4.5,1.909,2.625,4.333,2.0,2.65,3.7,1.8,1.8,1446.06,1490.61
I2,23/02/03,Cosenza,Napoli,1.0,0.0,H,1.0,0.0,H,2.5,2.625,2.875,2.5,2.55,3.0,2.4,2.5,2.8,2.5,2.62,2.88,2.5,2.6,2.875,2.3,2.65,3.0,1.95,1.65,1419.49,1505.22
I2,23/02/03,Salernitana,Lecce,2.0,1.0,H,0.0,0.0,D,3.0,3.0,2.2,3.2,2.85,2.15,3.1,2.7,2.1,3.25,2.88,2.1,3.2,2.875,2.1,2.8,2.8,2.3,1.75,1.85,1381.71,1542.57
I2,23/02/03,Sampdoria,Ascoli,3.0,0.0,H,2.0,0.0,H,1.5,3.4,6.0,1.5,3.3,6.5,1.5,3.0,5.5,1.5,3.25,6.5,1.5,3.3,6.0,1.5,3.2,6.0,1.75,1.85,1543.55,1490.36
I2,23/02/03,Siena,Palermo,2.0,1.0,H,2.0,0.0,H,2.0,2.6,4.0,2.0,2.65,4.0,2.0,2.6,3.5,2.0,2.62,4.0,2.0,2.6,4.0,1.9,2.7,4.0,1.95,1.65,1562.81,1477.14
I2,24/02/03,Triestina,Livorno,1.0,0.0,H,1.0,0.0,H,1.909,2.625,4.5,1.95,2.65,4.25,2.0,2.6,3.5,2.0,2.62,4.0,2.0,2.625,4.0,1.85,2.7,4.25,1.85,1.75,1523.62,1515.73
I2,28/02/03,Ternana,Ancona,1.0,0.0,H,0.0,0.0,D,2.5,2.5,3.1,2.5,2.5,3.05,2.4,2.5,2.8,2.6,2.5,2.88,2.5,2.5,3.0,2.4,2.5,3.05,1.9,1.7,1497.16,1566.18
I2,02/03/03,Ascoli,Venezia,1.0,2.0,A,1.0,0.0,H,2.0,2.75,3.8,2.1,2.72,3.55,,,,2.0,2.62,4.0,1.909,2.75,4.0,1.9,2.7,4.0,1.95,1.65,1483.04,1478.86
I2,02/03/03,Catania,Verona,2.0,1.0,H,0.0,0.0,D,2.1,2.5,4.0,2.1,2.6,3.75,2.0,2.6,3.5,2.0,2.62,4.0,2.1,2.6,3.6,2.0,2.5,4.05,1.95,1.65,1444.08,1528.8
I2,02/03/03,Cosenza,Sampdoria,1.0,3.0,A,1.0,0.0,H,2.875,2.625,2.5,2.9,2.55,2.55,2.7,2.5,2.5,2.8,2.6,2.6,2.875,2.6,2.5,2.65,2.6,2.6,1.95,1.65,1431.48,1550.87
I2,02/03/03,Genoa,Cagliari,1.0,3.0,A,0.0,2.0,A,1.909,2.7,4.333,1.92,2.7,4.2,1.9,2.6,3.8,1.9,2.7,4.33,1.9,2.7,4.2,1.85,2.7,4.2,1.95,1.65,1484.02,1471.85
I2,02/03/03,Lecce,Messina,1.0,1.0,D,1.0,1.0,D,1.667,2.875,5.5,1.7,2.8,5.5,1.65,2.8,4.6,1.73,2.88,5.0,1.667,2.8,5.75,1.65,2.9,5.1,1.85,1.75,1527.9,1492.59
I2,02/03/03,Livorno,Salernitana,0.0,0.0,D,0.0,0.0,D,1.533,3.4,5.5,1.6,3.25,5.25,1.5,3.0,5.5,1.53,3.2,6.0,1.533,3.3,5.5,1.5,3.3,5.6,1.7,1.9,1506.99,1396.38
I2,02/03/03,Palermo,Triestina,1.0,0.0,H,0.0,0.0,D,2.1,2.625,3.75,2.1,2.72,3.55,2.1,2.6,3.3,2.1,2.62,3.75,1.95,2.625,4.0,2.05,2.5,3.85,1.9,1.7,1470.75,1532.36
I2,02/03/03,Vicenza,Siena,1.0,1.0,D,1.0,0.0,H,1.909,2.875,4.0,1.87,2.75,4.3,1.85,2.7,3.7,1.9,2.62,4.5,1.85,2.75,4.333,1.9,2.6,4.25,1.95,1.65,1550.24,1569.2
I2,03/03/03,Napoli,Bari,1.0,1.0,D,1.0,0.0,H,1.833,2.875,4.333,1.85,2.75,4.5,1.8,2.7,3.9,1.8,2.7,5.0,1.85,2.75,4.333,1.8,2.6,4.8,2.05,1.6,1493.23,1456.04
I2,07/03/03,Cagliari,Siena,2.0,3.0,A,1.0,3.0,A,2.1,2.625,3.75,2.2,2.65,3.4,2.2,2.6,3.1,2.2,2.6,3.5,2.2,2.5,3.5,2.25,2.45,3.4,2.15,1.55,1488.25,1572.06
I2,09/03/03,Ancona,Catania,2.0,0.0,H,0.0,0.0,D,1.571,3.2,6.0,1.61,3.0,6.0,1.55,3.0,5.0,1.62,3.1,5.5,1.533,3.1,6.5,1.5,3.1,6.25,1.9,1.7,1554.79,1456.03
I2,09/03/03,Bari,Cosenza,1.0,0.0,H,1.0,0.0,H,1.8,2.875,4.5,1.8,2.75,4.75,1.8,2.7,3.9,1.8,2.75,4.7,1.8,2.75,4.75,1.8,2.6,4.8,1.95,1.65,1460.73,1419.68
I2,09/03/03,Livorno,Palermo,2.0,2.0,D,0.0,2.0,A,2.1,2.75,3.5,2.2,2.65,3.4,2.1,2.6,3.3,2.1,2.62,3.6,2.0,2.75,3.8,2.0,2.7,3.6,2.05,1.6,1500.22,1481.87
I2,09/03/03,Messina,Ascoli,3.0,2.0,H,0.0,2.0,A,1.8,2.75,5.0,1.85,2.6,5.0,1.8,2.7,3.9,1.83,2.62,5.0,1.8,2.7,5.0,1.8,2.6,4.8,1.95,1.65,1497.23,1466.9
I2,09/03/03,Salernitana,Genoa,2.0,2.0,D,0.0,2.0,A,2.375,2.75,3.0,2.25,2.65,3.25,2.3,2.7,2.7,2.25,2.88,3.0,2.375,2.75,2.9,2.25,2.75,2.95,1.8,1.8,1403.15,1467.62
I2,09/03/03,Triestina,Vicenza,1.0,1.0,D,1.0,0.0,H,2.1,2.625,3.75,2.1,2.6,3.75,2.1,2.6,3.3,2.2,2.62,3.4,2.05,2.7,3.8,2.0,2.6,3.8,1.8,1.8,1521.24,1547.38
I2,09/03/03,Venezia,Lecce,2.0,2.0,D,2.0,2.0,D,2.3,2.7,3.1,2.25,2.65,3.25,2.2,2.6,3.1,2.2,2.62,3.4,2.25,2.625,3.3,2.15,2.65,3.3,2.05,1.6,1495.0,1523.26
I2,09/03/03,Verona,Ternana,0.0,1.0,A,0.0,1.0,A,1.95,2.625,4.333,2.0,2.6,4.15,2.0,2.6,3.5,2.0,2.62,4.0,2.05,2.6,4.0,1.95,2.6,4.0,1.95,1.65,1516.85,1508.55
I2,10/03/03,Sampdoria,Napoli,2.0,0.0,H,1.0,0.0,H,1.571,3.2,6.0,1.61,3.2,5.25,1.6,3.0,4.6,1.62,3.1,5.5,1.571,3.25,5.5,1.55,3.2,5.25,1.9,1.7,1562.67,1488.54
I2,14/03/03,Vicenza,Messina,2.0,1.0,H,0.0,1.0,A,1.72,2.87,5.0,1.66,2.85,5.7,1.7,2.8,4.2,2.1,3.0,3.2,1.7,2.8,5.5,1.7,2.75,5.1,1.8,1.8,1550.0,1505.25
I2,16/03/03,Ascoli,Cagliari,1.0,1.0,D,0.0,0.0,D,2.2,2.62,3.4,2.25,2.5,3.55,2.3,2.5,3.0,2.2,2.6,3.5,2.25,2.6,3.4,2.1,2.6,3.5,1.9,1.7,1458.88,1475.17
I2,16/03/03,Catania,Sampdoria,0.0,0.0,D,0.0,0.0,D,2.75,2.5,2.75,2.7,2.55,2.75,2.65,2.5,2.65,2.62,2.6,2.75,2.62,2.6,2.75,2.6,2.7,2.55,2.15,1.55,1449.99,1569.38
I2,16/03/03,Cosenza,Triestina,1.0,0.0,H,1.0,0.0,H,2.62,2.62,2.75,2.65,2.65,2.7,2.6,2.6,2.6,2.5,2.62,2.88,2.62,2.62,2.75,2.55,2.6,2.7,1.95,1.65,1411.99,1518.62
I2,16/03/03,Genoa,Venezia,0.0,0.0,D,0.0,0.0,D,2.1,2.75,3.5,2.1,2.6,3.75,2.0,2.6,3.5,2.2,2.62,3.4,2.1,2.62,3.75,2.0,2.7,3.6,1.85,1.75,1468.89,1492.46
I2,16/03/03,Lecce,Bari,1.0,0.0,H,0.0,0.0,D,1.83,2.62,5.0,1.75,2.75,5.15,1.85,2.7,3.7,2.0,2.62,4.0,1.9,2.62,4.5,1.8,2.7,4.5,1.9,1.7,1525.8,1468.42
I2,16/03/03,Napoli,Verona,0.0,0.0,D,0.0,0.0,D,1.9,2.87,4.0,1.8,2.85,4.5,1.85,2.7,3.7,1.9,2.75,4.3,1.9,2.75,4.33,1.9,2.75,3.9,2.05,1.6,1481.83,1500.58
I2,16/03/03,Palermo,Salernitana,1.0,1.0,D,1.0,0.0,H,1.5,3.4,6.0,1.45,3.7,6.0,1.45,3.3,5.5,1.5,3.6,5.5,1.44,3.6,6.5,1.5,3.5,5.1,1.7,1.9,1485.97,1401.88
I2,16/03/03,Ternana,Livorno,1.0,1.0,D,0.0,0.0,D,1.9,2.62,4.5,1.95,2.6,4.4,1.9,2.6,3.7,1.9,2.75,4.3,1.91,2.7,4.33,1.95,2.6,4.0,1.9,1.7,1524.82,1496.12
I2,17/03/03,Siena,Ancona,0.0,0.0,D,0.0,0.0,D,2.1,2.5,4.0,2.0,2.65,4.0,2.2,2.3,3.5,2.25,2.3,4.0,2.2,2.5,3.75,2.1,2.45,3.8,2.05,1.6,1585.14,1560.83
I2,21/03/03,Messina,Genoa,2.0,1.0,H,1.0,1.0,D,1.909,2.7,4.333,1.85,2.7,4.6,1.85,2.6,3.9,1.9,2.7,4.33,1.85,2.75,4.5,1.75,2.6,5.2,1.85,1.75,1497.68,1466.18
I2,23/03/03,Ascoli,Cosenza,3.0,0.0,H,1.0,0.0,H,1.909,2.7,4.333,1.88,2.7,4.4,1.9,2.6,3.8,1.9,2.7,4.33,1.9,2.7,4.333,1.85,2.6,4.5,2.05,1.6,1455.93,1424.73
I2,23/03/03,Bari,Siena,0.0,0.0,D,0.0,0.0,D,2.5,2.5,3.1,2.5,2.5,3.05,2.5,2.4,2.8,2.5,2.5,3.0,2.5,2.5,3.1,2.5,2.35,3.1,2.15,1.55,1461.22,1580.85
I2,23/03/03,Livorno,Napoli,1.0,1.0,D,1.0,1.0,D,1.833,2.875,4.333,1.85,2.8,4.3,1.85,2.7,3.7,1.91,2.8,4.0,1.833,2.8,4.5,1.85,2.6,4.5,1.95,1.65,1500.55,1478.96
I2,23/03/03,Palermo,Vicenza,1.0,0.0,H,1.0,0.0,H,2.3,2.625,3.2,2.25,2.65,3.3,2.2,2.5,3.1,2.25,2.62,3.25,2.25,2.6,3.4,2.25,2.55,3.2,2.05,1.6,1479.9,1557.57
I2,23/03/03,Salernitana,Catania,0.0,0.0,D,0.0,0.0,D,2.2,2.75,3.25,2.15,2.8,3.3,2.2,2.7,2.9,2.1,2.88,3.25,2.1,2.8,3.4,2.15,2.65,3.3,1.8,1.8,1407.95,1450.69
I2,23/03/03,Sampdoria,Ancona,2.0,1.0,H,1.0,0.0,H,1.909,2.625,4.5,1.88,2.55,4.9,1.85,2.5,4.2,1.9,2.62,4.5,1.85,2.6,5.0,1.8,2.5,5.2,2.05,1.6,1568.68,1565.12
I2,23/03/03,Triestina,Lecce,0.0,1.0,A,0.0,1.0,A,2.0,2.6,4.0,2.1,2.6,3.75,2.1,2.5,3.3,2.2,2.5,3.75,2.1,2.6,3.75,2.0,2.5,4.05,2.25,1.5,1505.88,1533.0
I2,23/03/03,Venezia,Ternana,0.0,0.0,D,0.0,0.0,D,2.2,2.625,3.4,2.2,2.55,3.55,2.1,2.5,3.3,2.2,2.62,3.4,2.2,2.6,3.5,2.0,2.6,3.8,1.95,1.65,1495.17,1520.39
I2,24/03/03,Verona,Cagliari,1.0,1.0,D,0.0,0.0,D,2.2,2.625,3.4,2.15,2.6,3.6,2.1,2.5,3.3,2.1,2.6,3.75,2.2,2.6,3.5,2.0,2.6,3.8,2.05,1.6,1503.45,1478.12
I2,30/03/03,Ancona,Salernitana,3.0,1.0,H,2.0,0.0,H,1.4,3.6,7.5,1.4,3.6,7.8,1.4,3.2,6.5,1.36,3.75,7.5,1.44,3.5,7.0,1.4,3.6,6.5,,,1556.24,1405.91
I2,30/03/03,Cagliari,Palermo,2.0,2.0,D,0.0,1.0,A,2.3,2.62,3.2,2.25,2.65,3.3,2.2,2.5,3.1,2.4,2.6,3.0,2.3,2.6,3.25,2.1,2.5,3.7,,,1482.44,1491.6
I2,30/03/03,Catania,Triestina,1.0,2.0,A,1.0,0.0,H,2.1,2.75,3.5,2.15,2.75,3.45,2.1,2.6,3.2,2.1,2.6,3.75,2.1,2.7,3.6,2.1,2.5,3.7,,,1452.73,1490.8
I2,30/03/03,Lecce,Genoa,2.0,1.0,H,0.0,0.0,D,1.57,3.1,6.0,1.55,3.1,6.6,1.55,2.8,5.4,1.5,3.1,7.0,1.57,3.0,6.5,1.55,3.0,6.0,,,1548.08,1458.2
I2,30/03/03,Sampdoria,Bari,1.0,1.0,D,1.0,1.0,D,1.44,3.3,7.5,1.5,3.3,6.7,1.45,3.2,5.7,1.44,3.25,7.5,1.44,3.3,7.5,1.45,3.4,6.1,,,1577.56,1461.93
I2,30/03/03,Siena,Cosenza,1.0,0.0,H,1.0,0.0,H,1.4,3.6,7.5,1.4,3.5,7.5,,,,1.36,3.75,7.5,1.4,3.6,7.5,1.35,3.75,7.1,,,1580.14,1416.74
I2,30/03/03,Ternana,Ascoli,2.0,1.0,H,1.0,1.0,D,1.8,2.87,4.5,1.7,2.85,5.5,1.7,2.7,4.4,1.75,2.62,5.5,1.75,2.8,5.0,1.75,2.8,4.6,,,1523.04,1463.92
I2,30/03/03,Venezia,Livorno,1.0,1.0,D,1.0,1.0,D,2.2,2.5,3.75,2.1,2.65,3.75,2.1,2.5,3.3,2.2,2.4,3.75,2.2,2.5,3.75,2.0,2.5,4.05,,,1492.52,1496.35
I2,30/03/03,Verona,Messina,4.0,1.0,H,3.0,0.0,H,2.1,2.5,4.0,2.0,2.65,4.1,2.1,2.5,3.3,2.1,2.5,4.0,2.0,2.5,4.33,1.95,2.55,4.15,,,1499.13,1505.66
I2,31/03/03,Napoli,Vicenza,2.0,1.0,H,1.0,1.0,D,2.62,2.62,2.75,2.5,2.65,2.9,2.3,2.5,2.9,2.6,2.6,2.75,2.6,2.62,2.75,2.45,2.5,2.95,,,1483.16,1545.87
I2,04/04/03,Palermo,Bari,2.0,2.0,D,0.0,0.0,D,1.833,2.625,5.0,1.8,2.65,4.9,1.8,2.6,4.0,1.9,2.6,4.5,1.85,2.7,4.6,1.8,2.65,4.7,,,1494.8,1468.82
I2,05/04/03,Ascoli,Catania,2.0,1.0,H,1.0,0.0,H,1.909,2.625,4.5,1.9,2.65,4.3,1.85,2.6,3.8,1.9,2.6,4.5,1.85,2.7,4.6,1.8,2.65,4.7,,,1456.78,1438.03
I2,05/04/03,Cosenza,Ternana,0.0,3.0,A,0.0,1.0,A,2.5,2.75,2.75,2.5,2.75,2.7,,,,2.6,2.5,2.875,2.5,2.75,2.8,2.35,2.7,2.85,,,1412.24,1530.18
I2,05/04/03,Genoa,Livorno,3.0,1.0,H,0.0,0.0,D,2.1,2.5,4.0,2.0,2.6,3.7,1.9,2.6,3.6,2.0,2.5,4.333,1.909,2.625,4.5,2.05,2.65,3.55,,,1451.92,1499.72
I2,05/04/03,Lecce,Cagliari,1.0,1.0,D,1.0,0.0,H,1.727,2.875,5.0,1.75,2.75,5.0,1.75,2.7,4.2,1.727,2.7,5.5,1.727,2.75,5.5,1.65,2.8,5.5,,,1554.36,1479.24
I2,05/04/03,Messina,Ancona,1.0,1.0,D,0.0,0.0,D,2.75,2.1,3.5,2.85,1.85,4.0,,,,,,,,,,2.87,1.83,4.0,,,1496.44,1561.02
I2,05/04/03,Salernitana,Venezia,1.0,1.0,D,0.0,0.0,D,2.5,2.75,2.75,2.55,2.7,2.7,2.5,2.6,2.6,2.6,2.6,2.75,2.5,2.75,2.75,2.5,2.65,2.7,,,1401.13,1489.15
I2,05/04/03,Siena,Napoli,2.0,0.0,H,1.0,0.0,H,1.8,2.7,5.0,1.85,2.6,4.7,1.85,2.6,3.8,1.909,2.4,5.0,1.8,2.7,5.0,1.75,2.75,4.75,,,1584.64,1494.32
I2,05/04/03,Vicenza,Verona,4.0,1.0,H,1.0,1.0,D,1.8,2.7,5.0,1.75,2.75,5.0,1.75,2.6,4.4,1.8,2.625,5.0,1.8,2.7,5.0,1.85,2.5,4.8,,,1534.71,1508.35
I2,07/04/03,Triestina,Sampdoria,2.0,2.0,D,2.0,0.0,H,2.5,2.5,3.1,2.45,2.5,3.05,2.4,2.5,2.8,2.5,2.4,3.2,2.5,2.5,3.1,2.4,2.5,3.0,,,1505.5,1570.67
I2,11/04/03,Bari,Vicenza,1.0,1.0,D,1.0,0.0,H,2.4,2.7,3.0,2.3,2.6,3.1,2.3,2.5,2.9,2.5,2.4,3.2,2.4,2.5,3.1,2.35,2.5,3.1,,,1473.16,1542.85
I2,12/04/03,Ancona,Triestina,3.0,0.0,H,2.0,0.0,H,1.8,2.875,4.5,1.8,2.75,4.5,1.85,2.7,3.7,1.833,2.75,4.5,1.8,2.7,4.75,1.75,2.75,4.75,,,1562.29,1504.25
I2,12/04/03,Cagliari,Cosenza,3.0,0.0,H,1.0,0.0,H,2.625,2.5,2.875,,,,2.4,2.4,2.9,2.6,2.4,3.1,2.6,2.5,2.875,2.5,2.5,2.9,,,1485.06,1400.38
I2,12/04/03,Catania,Siena,1.0,1.0,D,1.0,1.0,D,2.62,2.5,2.87,2.6,2.5,2.8,2.4,2.4,2.9,2.6,2.4,3.1,2.6,2.5,2.88,2.5,2.5,2.9,,,1429.64,1590.9
I2,12/04/03,Livorno,Messina,4.0,1.0,H,2.0,0.0,H,2.25,1.909,6.0,2.25,1.85,6.0,,,,,,,,,,2.2,1.9,6.0,,,1489.08,1495.17
I2,12/04/03,Napoli,Genoa,2.0,2.0,D,1.0,1.0,D,1.833,2.625,5.0,1.75,2.75,4.85,1.75,2.7,4.2,1.7,2.75,5.5,1.8,2.75,4.6,1.85,2.6,4.5,,,1488.06,1462.56
I2,12/04/03,Sampdoria,Salernitana,1.0,0.0,H,1.0,0.0,H,1.222,5.0,9.0,1.18,5.0,10.0,1.2,4.3,10.0,1.2,5.0,10.0,1.222,4.6,10.0,1.2,4.75,9.5,,,1571.92,1400.7
I2,12/04/03,Venezia,Palermo,0.0,2.0,A,0.0,1.0,A,2.6,2.0,4.2,2.65,1.9,4.0,,,,,,,,,,2.4,2.0,4.3,,,1489.58,1490.46
I2,12/04/03,Verona,Ascoli,1.0,0.0,H,1.0,0.0,H,1.833,2.625,5.0,1.75,2.75,4.85,1.8,2.7,3.9,1.833,2.75,4.5,1.8,2.625,5.0,1.8,2.7,4.5,,,1500.21,1465.17
I2,14/04/03,Ternana,Lecce,0.0,0.0,D,0.0,0.0,D,2.2,2.625,3.4,2.15,2.55,3.5,2.1,2.6,3.1,2.1,2.6,3.7,2.2,2.5,3.6,2.1,2.5,3.7,,,1542.04,1548.54
I2,19/04/03,Ascoli,Livorno,2.0,1.0,H,0.0,0.0,D,2.1,2.375,4.5,2.15,2.35,4.2,,,,2.0,2.4,4.5,2.1,2.1,2.3,2.15,2.4,3.75,,,1457.3,1498.28
I2,19/04/03,Cosenza,Ancona,0.0,0.0,D,0.0,0.0,D,,,,,,,,,,,,,,,,,,,,,1393.96,1569.47
I2,19/04/03,Genoa,Sampdoria,0.0,2.0,A,0.0,2.0,A,2.75,2.375,2.9,2.85,2.0,2.85,,,,2.875,2.2,3.0,2.875,2.1,3.1,3.4,2.0,2.85,,,1466.89,1576.26
I2,19/04/03,Lecce,Napoli,1.0,1.0,D,0.0,1.0,A,1.727,2.875,5.0,1.7,2.85,5.25,,,,1.833,2.75,4.5,1.75,2.8,4.6,1.7,2.8,5.0,,,1551.83,1483.73
I2,19/04/03,Messina,Cagliari,2.0,2.0,D,1.0,1.0,D,,,,,,,,,,,,,,,,,,,,,1485.97,1491.48
I2,19/04/03,Palermo,Catania,3.0,3.0,D,1.0,1.0,D,1.667,3.2,5.0,1.65,2.95,5.5,,,,1.615,3.0,5.5,1.667,2.875,5.0,1.65,2.9,5.1,,,1506.43,1431.82
I2,19/04/03,Salernitana,Bari,1.0,2.0,A,1.0,1.0,D,3.1,3.1,2.1,,,,,,,2.875,3.0,2.2,3.3,3.2,1.85,3.8,3.2,1.75,,,1396.36,1472.07
I2,19/04/03,Siena,Ternana,0.0,1.0,A,0.0,1.0,A,2.0,2.5,4.5,1.95,2.45,4.85,,,,1.909,2.4,5.0,1.909,2.5,4.6,1.9,2.4,4.9,,,1588.72,1538.75
I2,19/04/03,Triestina,Verona,3.0,1.0,H,1.0,0.0,H,2.25,2.35,4.0,2.2,2.3,4.15,,,,2.25,2.25,4.0,2.25,2.2,4.0,2.2,2.2,4.2,,,1497.07,1508.08
I2,19/04/03,Vicenza,Venezia,2.0,1.0,H,1.0,1.0,D,1.533,3.2,6.5,1.55,3.0,6.6,,,,1.5,3.25,6.5,1.444,3.3,6.0,1.4,3.45,7.0,,,1543.94,1473.61
I2,25/04/03,Cagliari,Triestina,2.0,0.0,H,0.0,0.0,D,2.0,2.5,4.5,2.15,2.3,4.0,,,,2.0,2.375,4.5,,,,,,,,,1494.8,1506.44
I2,26/04/03,Bari,Messina,1.0,0.0,H,0.0,0.0,D,1.72,2.75,5.5,1.78,2.5,5.3,,,,1.667,2.75,6.0,,,,,,,,,1485.44,1482.65
I2,26/04/03,Catania,Vicenza,2.0,1.0,H,1.0,0.0,H,2.4,2.62,3.1,2.45,2.45,3.0,,,,2.4,2.5,3.2,,,,,,,,,1437.62,1550.76
I2,26/04/03,Livorno,Lecce,1.0,2.0,A,0.0,0.0,D,2.8,2.6,2.6,2.7,2.7,2.45,,,,2.875,2.6,2.5,,,,,,,,,1487.88,1546.21
I2,26/04/03,Napoli,Salernitana,2.0,1.0,H,1.0,1.0,D,1.33,4.0,8.0,1.35,3.8,6.85,,,,1.333,3.75,8.0,,,,,,,,,1489.35,1382.99
I2,26/04/03,Ternana,Palermo,0.0,0.0,D,0.0,0.0,D,1.8,2.87,4.5,1.75,2.85,4.4,,,,1.833,2.8,4.333,,,,,,,,,1556.33,1500.63
I2,26/04/03,Venezia,Cosenza,0.0,2.0,A,0.0,1.0,A,,,,1.42,3.35,6.5,,,,,,,,,,,,,,,1466.79,1396.63
I2,26/04/03,Verona,Genoa,2.0,2.0,D,0.0,0.0,D,1.83,2.5,5.5,1.85,2.5,4.8,,,,2.0,2.4,4.5,,,,,,,,,1498.71,1454.73
I2,27/04/03,Ancona,Ascoli,1.0,1.0,D,1.0,1.0,D,1.44,3.25,8.0,1.45,3.15,7.0,,,,1.5,3.2,6.5,,,,,,,,,1566.8,1467.7
I2,28/04/03,Sampdoria,Siena,0.0,0.0,D,0.0,,D,1.83,2.5,5.5,1.78,2.4,5.85,,,,1.8,2.375,6.5,,,,,,,,,1588.42,1571.14
I2,02/05/03,Palermo,Napoli,2.0,1.0,H,2.0,0.0,H,,,,,,,,,,2.0,2.5,4.5,,,,,,,,,1505.88,1495.19
I2,03/05/03,Ancona,Bari,1.0,2.0,A,0.0,1.0,A,,,,,,,,,,1.727,2.625,5.5,,,,,,,,,1560.33,1494.35
I2,03/05/03,Cosenza,Catania,3.0,1.0,H,2.0,0.0,H,,,,,,,,,,2.3,2.8,3.0,,,,,,,,,1414.81,1450.59
I2,03/05/03,Genoa,Ascoli,1.0,2.0,A,1.0,0.0,H,,,,,,,,,,1.571,2.8,6.5,,,,,,,,,1459.63,1474.17
I2,03/05/03,Lecce,Verona,1.0,1.0,D,1.0,0.0,H,,,,,,,,,,1.571,2.8,6.5,,,,,,,,,1560.2,1493.81
I2,03/05/03,Messina,Venezia,1.0,1.0,D,1.0,1.0,D,,,,,,,,,,2.0,2.1,6.0,,,,,,,,,1473.74,1448.61
I2,03/05/03,Salernitana,Cagliari,1.0,2.0,A,0.0,1.0,A,,,,,,,,,,,,,,,,,,,,,1377.15,1504.19
I2,03/05/03,Triestina,Ternana,4.0,3.0,H,2.0,1.0,H,,,,,,,,,,2.2,2.6,3.3,,,,,,,,,1497.05,1551.08
I2,03/05/03,Vicenza,Sampdoria,1.0,2.0,A,0.0,1.0,A,,,,,,,,,,2.3,2.375,3.5,,,,,,,,,1537.79,1584.35
I2,05/05/03,Siena,Livorno,2.0,0.0,H,1.0,0.0,H,,,,,,,,,,1.533,3.0,6.5,,,,,,,,,1575.21,1473.89
I2,09/05/03,Bari,Catania,2.0,1.0,H,2.0,1.0,H,,,,1.7,2.7,5.75,,,,1.727,2.6,5.5,,,,,,,,,1512.41,1440.37
I2,10/05/03,Ascoli,Lecce,1.0,0.0,H,1.0,0.0,H,,,,,,,,,,,,,,,,,,,,,1489.68,1554.63
I2,10/05/03,Cagliari,Ancona,2.0,1.0,H,0.0,0.0,D,,,,2.25,2.45,3.6,,,,2.3,2.3,3.6,,,,,,,2.0,1.55,1515.72,1542.27
