Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SOH,SOD,SOA,SBH,SBD,SBA,WHH,WHD,WHA,GB>2.5,GB<2.5,B365>2.5,B365<2.5,GBAHH,GBAHA,GBAH,LBAHH,LBAHA,LBAH,B365AHH,B365AHA,B365AH,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,EloHome,EloAway
SP1,03/12/03,Betis,Murcia,1,1,D,0,0,D,1.61,3.5,4.5,1.65,3.4,5.2,1.6,3.3,4.8,1.57,3.5,5.0,1.67,3.4,4.5,1.67,3.4,4.5,1.57,3.5,5.0,1.79,1.9,,,2.1,1.7,-1.0,2.1,1.75,-1.0,1.85,2.05,-0.75,,,,,,,,1678.85,1618.01
SP1,03/12/03,Celta,Albacete,2,2,D,1,1,D,1.61,3.5,4.5,1.65,3.4,5.2,1.7,3.2,4.2,1.62,3.25,5.0,1.62,3.4,5.0,1.62,3.4,5.0,1.57,3.3,5.5,1.85,1.85,,,1.85,1.95,-0.75,1.8,2.05,-0.75,1.825,2.075,-0.75,,,,,,,,1714.75,1598.48
SP1,03/12/03,Espanol,Osasuna,0,1,A,0,0,D,2.37,3.1,2.62,2.65,3.1,2.55,2.5,3.0,2.5,2.62,2.88,2.5,2.5,3.2,2.5,2.5,3.2,2.5,2.4,3.1,2.6,1.95,1.75,,,1.9,1.9,0.0,2.0,1.85,0.0,1.9,2.0,0.0,,,,,,,,1599.32,1697.54
SP1,03/12/03,Malaga,Barcelona,5,1,H,2,0,H,2.5,3.1,2.5,2.8,3.2,2.38,2.7,3.0,2.3,2.6,3.2,2.38,2.7,3.2,2.3,2.7,3.2,2.3,2.8,3.1,2.25,1.9,1.79,,,2.0,1.8,0.0,2.05,1.8,0.0,2.025,1.875,0.0,,,,,,,,1669.08,1744.64
SP1,03/12/03,Real Madrid,Ath Madrid,2,0,H,2,0,H,1.44,3.75,6.0,1.5,3.7,6.5,1.55,3.5,4.8,1.4,3.75,7.0,1.44,3.75,6.5,1.44,3.75,6.5,1.44,3.6,6.5,1.55,2.25,,,1.85,1.95,-1.0,2.05,1.8,-1.25,1.85,2.05,-1.0,,,,,,,,1856.39,1688.3
SP1,03/12/03,Valladolid,La Coruna,1,1,D,0,0,D,2.5,3.1,2.5,2.7,3.2,2.45,2.5,3.0,2.5,2.6,3.2,2.38,2.62,3.2,2.38,2.62,3.2,2.38,2.62,3.1,2.37,1.9,1.79,,,1.95,1.85,0.0,2.0,1.85,0.0,2.0,1.9,0.0,,,,,,,,1676.94,1807.57
SP1,03/12/03,Villarreal,Mallorca,0,2,A,0,0,D,1.83,3.2,3.75,1.95,3.2,3.75,1.85,3.1,3.6,1.91,3.2,3.5,1.91,3.2,3.6,1.91,3.2,3.6,1.83,3.2,3.75,1.85,1.85,,,1.95,1.85,-0.5,1.95,1.9,-0.5,2.05,1.85,-0.5,,,,,,,,1691.19,1683.03
SP1,04/12/03,Santander,Sevilla,0,4,A,0,3,A,1.9,3.25,3.4,2.05,3.15,3.5,2.0,3.0,3.3,2.0,3.2,3.2,2.0,3.1,3.4,2.0,3.1,3.4,1.9,3.2,3.5,1.9,1.79,2.0,1.8,2.0,1.8,-0.5,2.05,1.8,-0.5,2.05,1.85,-0.5,,,,,,,,1672.06,1671.11
SP1,04/12/03,Zaragoza,Ath Bilbao,2,2,D,1,2,A,2.25,3.2,2.75,2.25,3.1,3.1,2.3,2.9,2.8,2.1,3.2,3.0,2.2,3.2,2.88,2.2,3.2,2.88,2.3,3.1,2.75,1.95,1.75,2.05,1.75,2.0,1.8,-0.25,1.95,1.9,-0.25,2.05,1.85,-0.25,,,,,,,,1641.02,1723.39
SP1,06/12/03,Barcelona,Real Madrid,1,2,A,0,1,A,2.75,3.25,2.25,2.8,3.25,2.3,2.7,2.9,2.4,2.6,3.2,2.375,2.8,3.2,2.25,2.8,3.2,2.25,2.8,3.1,2.25,1.7,1.9,1.9,1.9,1.8,2.0,0.25,1.9,1.95,0.25,1.9,2.0,0.25,,,,,,,,1733.02,1860.79
SP1,06/12/03,La Coruna,Malaga,1,0,H,0,0,D,1.5,3.5,6.0,1.43,3.65,7.75,1.45,3.6,5.8,1.444,3.6,6.5,1.44,3.75,6.5,1.44,3.75,6.5,1.44,3.5,7.0,1.83,1.83,1.8,2.0,1.85,1.95,-1.0,2.05,1.75,-1.0,1.925,1.975,-1.0,,,,,,,,1806.47,1680.7
SP1,06/12/03,Osasuna,Celta,3,2,H,1,1,D,1.9,3.25,3.5,2.06,3.3,3.2,2.0,3.1,3.2,2.1,3.2,3.0,2.0,3.2,3.3,2.0,3.2,3.3,2.0,3.1,3.3,1.95,1.66,2.0,1.8,1.8,2.0,-0.25,1.9,1.95,-0.25,1.85,2.05,-0.25,,,,,,,,1710.1,1707.84
SP1,06/12/03,Sociedad,Betis,0,4,A,0,2,A,1.9,3.25,3.5,1.82,3.3,4.0,1.9,3.1,3.5,1.8,3.2,4.0,1.85,3.2,3.75,1.85,3.2,3.75,1.83,3.0,4.0,1.85,1.74,1.95,1.85,1.82,1.97,-0.5,,,,2.025,1.875,-0.5,,,,,,,,1727.81,1673.44
SP1,07/12/03,Albacete,Santander,4,0,H,1,0,H,2.4,3.2,2.6,2.55,3.25,2.48,2.5,3.0,2.5,2.6,3.2,2.375,2.4,3.2,2.6,2.4,3.2,2.6,2.5,3.1,2.5,1.83,1.83,2.0,1.8,1.85,1.95,0.0,1.85,2.0,0.0,1.85,2.05,0.0,,,,,,,,1605.39,1656.03
SP1,07/12/03,Ath Madrid,Espanol,2,0,H,1,0,H,1.44,3.75,6.5,1.5,3.5,6.65,1.45,3.6,5.8,1.533,3.5,5.5,1.5,3.5,6.0,1.5,3.5,6.0,1.4,3.75,7.0,1.75,1.9,1.85,1.95,1.85,1.95,-1.0,1.85,2.0,-0.75,1.825,2.075,-1.0,,,,,,,,1683.9,1586.76
SP1,07/12/03,Mallorca,Valladolid,1,0,H,1,0,H,1.83,3.25,3.75,1.92,3.2,3.7,1.9,3.1,3.5,2.1,3.0,3.2,1.91,3.2,3.6,1.9,3.2,3.6,1.9,3.1,3.6,1.85,1.74,1.95,1.85,1.92,1.88,-0.5,2.1,1.75,-0.5,2.05,1.85,-0.5,,,,,,,,1699.3,1678.04
SP1,07/12/03,Murcia,Villarreal,1,1,D,1,0,H,2.5,3.2,2.5,2.6,3.25,2.4,2.6,2.8,2.6,2.75,3.2,2.25,2.6,3.2,2.4,2.6,3.2,2.4,2.6,3.1,2.4,1.85,1.74,2.05,1.75,1.95,1.85,0.0,,,,1.925,1.975,0.0,,,,,,,,1623.42,1674.92
SP1,07/12/03,Sevilla,Zaragoza,3,2,H,1,2,A,1.9,3.25,3.4,1.91,3.3,3.62,1.85,2.9,4.0,2.0,3.2,3.2,2.0,3.2,3.3,2.0,3.2,3.3,1.83,3.2,3.75,1.85,1.74,1.95,1.85,1.91,1.89,-0.5,1.85,2.0,-0.5,2.075,1.825,-0.5,,,,,,,,1687.14,1640.39
SP1,07/12/03,Valencia,Ath Bilbao,2,1,H,1,0,H,1.5,3.4,6.0,1.56,3.4,5.95,1.5,3.5,5.4,1.571,3.25,5.5,1.53,3.6,5.5,1.53,3.6,5.5,1.53,3.4,5.5,1.83,1.83,1.9,1.9,2.0,1.8,-1.0,2.05,1.8,-1.0,2.05,1.85,-1.0,,,,,,,,1786.86,1724.02
SP1,13/12/03,Celta,Ath Madrid,2,2,D,2,1,H,2.25,3.25,2.75,2.4,3.2,2.7,2.3,3.0,2.7,2.2,3.2,2.8,2.3,3.1,2.8,2.3,3.1,2.8,2.3,3.1,2.75,1.95,1.75,1.95,1.85,2.0,1.8,-0.25,2.0,1.85,-0.25,2.1,1.8,-0.25,,,,,,,,1698.92,1689.98
SP1,13/12/03,Espanol,Barcelona,1,3,A,1,3,A,3.0,3.25,2.1,3.5,3.2,2.0,3.5,3.1,1.9,3.0,3.2,2.1,3.5,3.25,1.91,3.5,3.25,1.9,3.2,3.2,2.0,1.85,1.85,1.95,1.85,1.8,2.0,0.5,1.9,1.95,0.5,1.8,2.1,0.5,,,,,,,,1580.68,1721.52
SP1,13/12/03,Villarreal,Sociedad,2,0,H,2,0,H,1.909,3.25,3.5,2.0,3.2,3.5,2.0,3.0,3.3,2.0,3.2,3.2,2.05,3.2,3.2,2.05,3.2,3.2,1.9,3.1,3.6,1.95,1.75,2.0,1.8,1.8,2.0,-0.25,1.85,2.0,-0.25,1.875,2.025,-0.25,,,,,,,,1676.65,1710.09
SP1,14/12/03,Ath Bilbao,Sevilla,2,1,H,2,1,H,1.909,3.25,3.5,2.0,3.2,3.5,2.0,2.9,3.4,1.909,3.2,3.5,1.91,3.2,3.6,1.9,3.2,3.6,1.9,3.1,3.6,1.9,1.79,1.95,1.85,1.8,2.0,-0.25,1.85,2.0,-0.25,1.85,2.05,-0.25,,,,,,,,1716.98,1694.65
SP1,14/12/03,Betis,Valencia,0,1,A,0,1,A,2.7,3.2,2.3,2.65,3.2,2.45,2.5,3.0,2.5,2.6,3.2,2.375,2.7,3.1,2.38,2.7,3.1,2.37,2.75,3.1,2.3,2.0,1.71,2.0,1.8,2.0,1.8,0.0,2.05,1.8,0.0,2.1,1.8,0.0,,,,,,,,1691.16,1793.9
SP1,14/12/03,Malaga,Mallorca,3,1,H,1,1,D,2.2,3.25,2.8,2.25,3.15,3.0,2.2,3.0,2.9,2.2,3.2,2.8,2.2,3.2,2.88,2.2,3.2,2.87,2.2,3.1,2.87,2.0,1.71,2.05,1.75,2.0,1.8,-0.25,1.95,1.9,-0.25,2.1,1.8,-0.25,,,,,,,,1675.34,1707.61
SP1,14/12/03,Real Madrid,La Coruna,2,1,H,1,0,H,1.571,3.4,5.5,1.63,3.4,5.25,1.55,3.5,4.8,1.571,3.5,5.0,1.57,3.4,5.5,1.57,3.4,5.5,1.57,3.5,5.0,1.71,2.0,1.7,2.1,1.77,2.05,-0.75,2.0,1.85,-1.0,2.1,1.8,-1.0,,,,,,,,1872.29,1811.83
SP1,14/12/03,Santander,Osasuna,0,0,D,0,0,D,2.3,3.2,2.7,2.35,3.1,2.85,2.3,3.0,2.7,2.25,3.2,2.75,2.25,3.2,2.8,2.25,3.2,2.8,2.25,3.1,2.8,2.05,1.65,2.05,1.75,2.05,1.77,-0.25,1.8,2.05,0.0,2.125,1.775,-0.25,,,,,,,,1645.29,1719.02
SP1,14/12/03,Valladolid,Murcia,0,0,D,0,0,D,1.615,3.4,5.0,1.7,3.35,4.75,1.65,3.2,4.6,1.615,3.25,5.0,1.62,3.4,5.0,1.61,3.4,5.0,1.61,3.3,5.0,2.0,1.71,1.95,1.85,2.0,1.8,-0.75,1.95,1.9,-0.75,2.05,1.85,-0.75,,,,,,,,1669.73,1621.69
SP1,14/12/03,Zaragoza,Albacete,0,1,A,0,0,D,1.833,3.25,3.75,1.85,3.25,4.0,1.85,3.0,3.8,1.727,3.2,4.333,1.75,3.2,4.33,1.75,3.2,4.33,1.8,3.1,4.0,2.0,1.71,2.05,1.75,1.85,1.95,-0.5,1.95,1.9,-0.5,2.0,1.9,-0.5,,,,,,,,1632.88,1616.13
SP1,20/12/03,Ath Madrid,Santander,2,2,D,0,0,D,1.667,3.4,4.5,1.66,3.4,5.0,1.7,3.2,4.2,1.667,3.25,4.5,1.62,3.4,5.0,1.61,3.4,5.0,1.57,3.5,5.0,1.85,1.85,1.9,1.9,1.95,1.9,-0.75,1.95,1.9,-0.75,2.0,1.9,-0.75,,,,,,,,1693.78,1644.35
SP1,20/12/03,Sociedad,Valladolid,1,3,A,1,1,D,1.909,3.25,3.5,1.95,3.2,3.7,1.8,3.1,3.8,1.833,3.2,3.75,1.91,3.2,3.6,1.9,3.2,3.6,1.9,3.0,3.75,1.9,1.79,2.0,1.8,2.0,1.85,-0.5,1.95,1.9,-0.5,2.025,1.875,-0.5,,,,,,,,1699.96,1664.7
SP1,20/12/03,Valencia,Sevilla,1,0,H,0,0,D,1.444,3.75,6.5,1.5,3.6,6.5,1.45,3.6,5.8,1.5,3.4,6.0,1.44,3.75,6.5,1.44,3.75,6.5,1.4,3.75,7.0,1.75,1.95,1.95,1.85,2.0,1.85,-1.0,1.9,1.95,-1.0,2.05,1.85,-1.0,,,,,,,,1806.3,1686.38
SP1,21/12/03,Albacete,Ath Bilbao,1,1,D,1,1,D,2.3,3.2,2.7,2.35,3.2,2.8,2.3,3.0,2.7,2.25,3.2,2.75,2.25,3.2,2.8,2.25,3.2,2.8,2.25,3.1,2.8,1.85,1.85,1.95,1.85,2.05,1.8,-0.25,2.05,1.8,-0.25,2.1,1.8,-0.25,,,,,,,,1632.68,1725.25
SP1,21/12/03,Barcelona,Celta,1,1,D,0,1,A,1.667,3.4,4.5,1.66,3.4,5.0,1.65,3.3,4.4,1.571,3.5,5.0,1.62,3.4,5.0,1.61,3.4,5.0,1.66,3.3,4.5,1.79,1.9,1.85,1.95,1.95,1.9,-0.75,1.9,1.95,-0.75,1.9,2.0,-0.75,,,,,,,,1732.56,1695.12
SP1,21/12/03,Betis,Villarreal,1,3,A,0,0,D,2.2,3.25,2.8,2.2,3.2,3.0,2.0,2.9,3.4,2.2,3.2,2.8,2.2,3.1,3.0,2.2,3.1,3.0,2.25,3.0,2.87,1.9,1.79,2.05,1.75,1.95,1.9,-0.25,1.95,1.9,-0.25,1.975,1.925,-0.25,,,,,,,,1678.76,1686.78
SP1,21/12/03,La Coruna,Espanol,2,1,H,1,1,D,1.286,4.5,9.0,1.28,4.85,9.0,1.25,4.3,9.5,1.286,4.333,9.0,1.25,5.0,9.0,1.25,5.0,9.0,1.2,5.0,11.0,1.71,2.0,1.8,2.0,1.95,1.9,-1.75,1.95,1.9,-1.75,1.875,2.025,-1.5,,,,,,,,1804.72,1569.64
SP1,21/12/03,Mallorca,Real Madrid,1,3,A,1,1,D,4.0,3.25,1.8,4.1,3.3,1.8,3.8,3.0,1.85,4.0,3.2,1.8,4.0,3.25,1.8,4.0,3.25,1.8,3.4,3.25,1.9,1.65,2.05,1.85,1.95,1.85,2.0,0.75,1.85,2.0,0.75,2.05,1.85,0.5,,,,,,,,1697.52,1879.4
SP1,21/12/03,Murcia,Malaga,1,2,A,1,1,D,2.375,3.0,2.75,2.38,3.0,2.9,2.3,2.7,3.0,2.25,3.2,2.75,2.5,3.0,2.62,2.5,3.0,2.62,2.37,3.0,2.7,1.9,1.79,2.05,1.75,2.1,1.75,-0.25,2.0,1.85,-0.25,2.1,1.8,-0.25,,,,,,,,1626.72,1685.43
SP1,21/12/03,Osasuna,Zaragoza,0,1,A,0,1,A,1.667,3.4,4.5,1.7,3.35,4.75,1.7,3.1,4.4,1.667,3.25,4.5,1.7,3.4,4.33,1.7,3.4,4.33,1.61,3.3,5.0,1.9,1.79,1.9,1.9,2.0,1.85,-0.75,2.05,1.8,-0.75,2.0,1.9,-0.75,,,,,,,,1719.96,1616.33
SP1,03/01/04,Celta,La Coruna,0,5,A,0,2,A,2.6,3.2,2.4,2.65,3.1,2.5,2.5,3.0,2.5,2.75,3.0,2.375,2.62,3.2,2.38,2.62,3.2,2.37,2.62,3.1,2.37,1.9,1.79,2.0,1.8,1.95,1.9,0.0,2.0,1.85,0.0,1.975,1.925,0.0,,,,,,,,1699.82,1807.89
SP1,03/01/04,Real Madrid,Murcia,1,0,H,1,0,H,1.167,5.5,13.0,1.17,6.0,13.0,1.15,6.0,12.0,1.167,5.5,12.0,1.14,6.0,13.0,1.14,6.0,13.0,1.14,6.0,12.0,1.45,2.5,1.5,2.5,1.8,2.05,-1.75,1.7,2.15,-1.75,2.05,1.85,-2.0,,,,,,,,1889.01,1612.74
SP1,03/01/04,Zaragoza,Ath Madrid,0,0,D,0,0,D,2.375,3.2,2.625,2.4,3.1,2.75,2.4,2.9,2.7,2.25,3.2,2.75,2.3,3.1,2.8,2.3,3.1,2.8,2.4,3.1,2.6,1.85,1.85,1.95,1.85,1.75,2.1,0.0,2.05,1.8,-0.25,2.025,1.825,-0.25,,,,,,,,1635.42,1688.71
SP1,04/01/04,Ath Bilbao,Osasuna,1,1,D,1,1,D,2.0,3.25,3.25,2.0,3.2,3.5,2.2,2.9,3.0,1.909,3.2,3.5,2.0,3.1,3.4,2.0,3.1,3.4,2.0,3.1,3.3,2.0,1.71,2.15,1.66,1.85,2.0,-0.25,1.85,2.0,-0.25,2.05,1.85,-0.5,,,,,,,,1725.52,1700.87
SP1,04/01/04,Espanol,Mallorca,2,0,H,1,0,H,2.6,3.2,2.4,2.65,3.1,2.5,2.5,3.0,2.5,2.6,3.2,2.375,2.62,3.2,2.38,2.62,3.2,2.37,2.5,3.1,2.5,1.79,1.9,2.0,1.8,1.9,1.95,0.0,1.9,1.95,0.0,1.925,1.975,0.0,,,,,,,,1566.47,1687.91
SP1,04/01/04,Malaga,Sociedad,1,2,A,1,2,A,1.909,3.2,3.6,2.0,3.2,3.5,2.0,3.1,3.2,1.833,3.2,3.75,1.91,3.2,3.6,1.9,3.2,3.6,1.9,3.2,3.5,1.85,1.85,1.95,1.85,1.8,2.05,-0.25,1.8,2.05,-0.25,2.05,1.85,-0.5,,,,,,,,1699.41,1682.83
SP1,04/01/04,Santander,Barcelona,3,0,H,0,0,D,2.625,3.2,2.375,2.9,3.1,2.3,2.9,3.0,2.2,2.75,3.2,2.25,2.8,3.1,2.3,2.8,3.1,2.3,2.62,3.2,2.3,1.75,1.95,1.85,1.95,1.8,2.05,0.25,1.85,2.0,0.25,1.8,2.1,0.25,,,,,,,,1649.42,1727.86
SP1,04/01/04,Sevilla,Albacete,2,0,H,1,0,H,1.727,3.25,4.333,1.75,3.4,4.25,1.8,3.0,4.0,1.727,3.2,4.333,1.8,3.2,4.0,1.8,3.2,4.0,1.72,3.1,4.5,1.9,1.79,1.95,1.85,2.0,1.85,-0.75,1.95,1.9,-0.75,1.85,2.05,-0.5,,,,,,,,1680.88,1632.41
SP1,04/01/04,Valencia,Villarreal,4,2,H,0,1,A,1.533,3.4,6.0,1.6,3.45,5.5,1.6,3.3,4.8,1.571,3.25,5.5,1.53,3.4,6.0,1.53,3.4,6.0,1.53,3.25,6.0,1.9,1.79,1.95,1.85,2.05,1.8,-1.0,2.05,1.8,-1.0,1.8,2.1,-0.75,,,,,,,,1811.8,1702.51
SP1,04/01/04,Valladolid,Betis,0,0,D,0,0,D,2.0,3.1,3.4,2.1,3.1,3.35,2.0,3.0,3.3,2.1,3.2,3.0,2.0,3.1,3.4,2.1,3.1,3.2,2.0,3.1,3.3,1.9,1.79,1.95,1.85,2.0,1.85,-0.25,2.0,1.85,-0.25,2.15,1.75,-0.25,,,,,,,,1681.83,1663.03
SP1,10/01/04,Albacete,Valencia,0,1,A,0,1,A,3.75,3.25,1.83,4.0,3.25,1.85,3.6,3.1,1.85,3.5,3.2,1.91,3.6,3.2,1.91,3.6,3.2,1.91,3.75,3.2,1.83,1.85,1.85,2.0,1.8,2.0,1.85,0.5,1.95,1.9,0.5,1.975,1.925,0.5,,,,,,,,1624.95,1817.57
SP1,10/01/04,Mallorca,Celta,2,4,A,1,1,D,2.0,3.25,3.25,2.1,3.2,3.2,2.1,3.0,3.1,2.0,3.2,3.2,2.0,3.25,3.3,2.0,3.1,3.3,1.9,3.2,3.5,1.95,1.75,2.0,1.8,1.95,1.9,-0.25,1.95,1.9,-0.25,1.9,2.0,-0.25,,,,,,,,1674.64,1687.61
SP1,10/01/04,Sociedad,Real Madrid,1,0,H,0,0,D,4.33,3.4,1.8,4.0,3.25,1.85,3.5,3.1,1.9,4.0,3.2,1.8,4.33,3.25,1.73,4.0,3.25,1.8,4.33,3.2,1.72,1.71,2.0,1.85,1.95,2.0,1.85,0.5,2.0,1.85,0.5,2.075,1.825,0.5,,,,,,,,1699.37,1891.58
SP1,11/01/04,Ath Madrid,Ath Bilbao,3,0,H,0,0,D,1.9,3.25,4.0,1.9,3.15,4.0,1.8,3.1,3.8,1.8,3.2,4.0,1.83,3.2,3.75,1.85,3.2,3.75,1.8,3.1,4.0,1.85,1.85,1.9,1.9,1.95,1.9,-0.5,2.05,1.8,-0.5,2.05,1.85,-0.5,,,,,,,,1690.38,1721.22
SP1,11/01/04,Barcelona,Zaragoza,3,0,H,2,0,H,1.61,3.4,5.0,1.61,3.4,5.4,1.45,3.8,5.4,1.62,3.25,5.0,1.57,3.6,5.0,1.57,3.6,5.0,1.57,3.5,5.0,1.75,1.95,1.9,1.9,2.05,1.8,-1.0,2.1,1.75,-1.0,2.125,1.775,-1.0,,,,,,,,1716.13,1633.75
SP1,11/01/04,Betis,Malaga,3,0,H,1,0,H,2.1,3.25,3.0,2.15,3.1,3.25,1.85,3.0,3.8,2.1,3.2,3.0,2.2,3.1,3.0,2.2,3.1,3.0,2.0,3.1,3.3,1.95,1.75,2.05,1.75,1.75,2.1,-0.25,1.75,2.1,-0.25,1.8,2.1,-0.25,,,,,,,,1667.15,1682.87
SP1,11/01/04,La Coruna,Santander,1,1,D,1,0,H,1.4,3.75,7.5,1.45,3.75,7.0,1.45,3.8,5.4,1.44,3.6,6.5,1.44,3.75,6.5,1.44,3.75,6.5,1.44,3.6,6.5,1.71,2.0,1.8,2.0,1.95,1.9,-1.0,1.95,1.9,-1.0,1.95,1.95,-1.0,,,,,,,,1820.1,1661.15
SP1,11/01/04,Murcia,Espanol,0,1,A,0,1,A,2.1,3.25,3.0,2.2,3.1,3.1,2.2,3.0,2.9,1.91,3.2,3.5,2.2,3.1,3.0,2.2,3.1,3.0,2.1,3.0,3.2,1.9,1.79,2.0,1.8,1.95,1.9,-0.25,1.9,1.95,-0.25,1.925,1.975,-0.25,,,,,,,,1610.17,1579.74
SP1,11/01/04,Osasuna,Sevilla,1,1,D,0,0,D,1.9,3.2,3.6,1.95,3.1,3.75,1.85,3.1,3.6,1.91,3.2,3.5,1.83,3.2,3.75,1.85,3.2,3.75,1.9,3.1,3.6,2.1,1.65,2.1,1.7,2.05,1.8,-0.5,2.05,1.8,-0.5,2.1,1.8,-0.5,,,,,,,,1705.17,1688.34
SP1,11/01/04,Villarreal,Valladolid,3,1,H,1,0,H,1.8,3.25,4.0,1.85,3.1,4.25,1.85,3.0,3.8,1.8,3.2,4.0,1.83,3.1,4.0,1.85,3.1,4.0,1.83,3.0,4.0,2.1,1.65,2.05,1.75,1.9,1.95,-0.5,1.95,1.9,-0.5,1.95,1.95,-0.5,,,,,,,,1696.74,1677.71
SP1,17/01/04,Barcelona,Ath Bilbao,1,1,D,0,0,D,1.66,3.4,5.5,1.61,3.5,5.2,1.6,3.4,4.6,1.62,3.25,5.0,1.62,3.4,5.0,1.62,3.4,5.0,1.61,3.3,5.0,1.71,2.0,1.9,1.9,1.83,2.0,-0.75,1.8,2.05,-0.75,1.825,2.075,-0.75,,,,,,,,1722.61,1711.18
SP1,17/01/04,Murcia,Celta,2,2,D,0,2,A,2.5,3.2,2.5,2.55,3.15,2.55,2.8,2.8,2.4,2.6,3.2,2.38,2.6,3.0,2.5,2.6,3.0,2.5,2.75,3.1,2.3,1.9,1.79,1.95,1.85,2.05,1.8,0.0,2.0,1.85,0.0,2.0,1.9,0.0,,,,,,,,1593.19,1703.18
SP1,17/01/04,Valladolid,Valencia,0,0,D,0,0,D,1.66,3.4,4.5,1.7,3.4,4.6,1.65,3.2,4.6,1.62,3.25,5.0,1.67,3.4,4.5,1.67,3.4,4.5,1.61,3.3,5.0,1.95,1.75,2.05,1.75,1.7,2.05,0.5,1.8,2.05,0.5,1.85,2.05,0.5,,,,,,,,1669.33,1826.81
SP1,18/01/04,Ath Madrid,Sevilla,2,1,H,1,0,H,1.8,3.2,4.0,1.8,3.25,4.2,1.75,3.1,4.2,1.73,3.2,4.33,1.75,3.25,4.2,1.75,3.25,4.33,1.66,3.3,4.5,1.9,1.79,1.95,1.85,1.87,1.96,-0.5,1.85,2.0,-0.5,2.0,1.9,-0.5,,,,,,,,1700.42,1692.39
SP1,18/01/04,Betis,Real Madrid,1,1,D,1,0,H,4.5,3.25,1.83,4.0,3.25,1.85,3.2,3.1,2.0,4.0,3.2,1.8,4.5,3.25,1.73,4.33,3.25,1.75,4.33,3.2,1.72,1.75,1.95,1.85,1.95,2.0,1.85,0.5,1.95,1.9,0.5,2.0,1.9,0.5,,,,,,,,1676.68,1875.84
SP1,18/01/04,La Coruna,Zaragoza,4,1,H,1,1,D,1.36,3.6,9.5,1.41,3.9,7.5,1.33,4.0,7.5,1.4,3.75,7.0,1.36,3.75,8.5,1.36,3.75,8.5,1.33,4.0,8.0,1.79,1.9,1.85,1.95,1.7,2.05,-1.0,1.8,2.05,-1.0,1.8,2.1,-1.0,,,,,,,,1812.2,1627.27
SP1,18/01/04,Mallorca,Santander,1,1,D,0,0,D,2.2,3.2,2.87,2.2,3.2,3.0,2.2,3.0,2.9,2.25,3.2,2.75,2.1,3.2,3.1,2.1,3.2,3.1,2.25,3.1,2.8,1.79,1.9,1.9,1.9,2.0,1.85,-0.25,1.95,1.9,-0.25,2.05,1.85,-0.25,,,,,,,,1659.07,1669.05
SP1,18/01/04,Osasuna,Albacete,1,1,D,1,1,D,1.66,3.4,4.5,1.65,3.45,4.9,1.75,3.1,4.2,1.57,3.25,5.5,1.62,3.4,5.0,1.62,3.4,5.0,1.61,3.1,5.5,2.05,1.71,2.0,1.8,1.9,1.95,-0.75,1.85,2.0,-0.75,1.925,1.975,-0.75,,,,,,,,1701.12,1615.71
SP1,18/01/04,Sociedad,Espanol,3,1,H,1,0,H,3.4,3.1,2.0,3.3,3.2,2.05,3.0,2.9,2.2,3.2,3.2,2.0,3.3,3.2,2.0,3.3,3.2,2.0,3.6,3.1,1.9,1.85,1.85,2.0,1.8,1.9,1.95,-0.75,1.8,2.05,-0.75,1.85,2.05,-0.75,,,,,,,,1715.11,1596.72
SP1,18/01/04,Villarreal,Malaga,2,0,H,0,0,D,1.8,3.2,4.0,1.85,3.25,4.0,1.8,3.1,3.8,1.73,3.2,4.33,1.85,3.25,3.75,1.85,3.25,3.75,1.72,3.2,4.33,1.9,1.79,2.0,1.8,1.85,2.0,-0.5,1.9,1.95,-0.5,1.9,2.0,-0.5,,,,,,,,1705.12,1673.34
SP1,24/01/04,Albacete,Ath Madrid,1,1,D,0,1,A,2.6,3.2,2.4,2.65,3.1,2.55,2.5,3.0,2.5,2.75,3.2,2.25,2.6,3.2,2.4,2.6,3.2,2.4,2.7,3.0,2.37,1.95,1.75,2.0,1.8,2.05,1.8,0.0,2.05,1.8,0.0,2.0,1.9,0.0,,,,,,,,1621.81,1709.15
SP1,24/01/04,Real Madrid,Villarreal,2,1,H,1,0,H,1.36,4.0,7.5,1.38,4.2,7.6,1.4,3.9,6.0,1.4,3.75,7.0,1.3,4.33,8.5,1.3,4.33,8.5,1.3,4.2,8.5,1.65,2.05,1.7,2.1,2.05,1.8,-1.25,2.05,1.8,-1.25,2.1,1.8,-1.25,,,,,,,,1872.37,1713.09
SP1,25/01/04,Ath Bilbao,La Coruna,1,0,H,0,0,D,2.7,3.25,2.5,2.65,3.1,2.55,2.5,3.0,2.5,2.62,2.88,2.5,2.62,3.2,2.38,2.62,3.2,2.38,2.5,3.1,2.5,1.85,1.85,2.0,1.8,2.0,1.85,0.0,2.05,1.8,0.0,1.95,1.95,0.0,,,,,,,,1715.06,1816.26
