Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SOH,SOD,SOA,SBH,SBD,SBA,WHH,WHD,WHA,GB>2.5,GB<2.5,B365>2.5,B365<2.5,GBAHH,GBAHA,GBAH,LBAHH,LBAHA,LBAH,B365AHH,B365AHA,B365AH,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,EloHome,EloAway
SP1,05/10/03,Valladolid,Santander,0,4,A,0,1,A,1.9,3.25,3.5,1.95,3.25,3.6,1.85,3.1,3.6,1.833,3.2,3.75,1.83,3.2,3.8,1.85,3.2,3.8,2.0,3.1,3.3,1.9,1.7,1.9,1.8,1.95,1.85,-0.5,,,,1.95,1.95,-0.5,,,,,,,,1657.84,1625.6
SP1,18/10/03,Albacete,Sociedad,3,1,H,0,0,D,3.25,3.25,2.0,3.6,3.3,1.91,3.2,3.1,2.0,3.2,3.2,2.0,3.25,3.25,2.0,3.4,3.1,2.0,3.2,3.0,2.1,2.0,1.71,2.0,1.72,1.89,1.91,0.5,1.85,2.0,0.5,1.85,2.05,0.5,,,,,,,,1592.2,1781.15
SP1,18/10/03,Barcelona,La Coruna,0,2,A,0,1,A,2.37,3.2,2.62,2.3,3.15,2.85,2.3,3.0,2.7,2.375,3.2,2.6,2.25,3.25,2.75,2.3,3.2,2.7,2.3,3.2,2.62,1.6,2.15,1.72,2.0,2.0,1.8,-0.25,2.05,1.8,-0.25,2.1,1.8,-0.25,,,,,,,,1747.22,1826.57
SP1,18/10/03,Celta,Real Madrid,0,2,A,0,1,A,3.5,3.25,1.9,4.0,3.25,1.83,3.5,3.1,1.9,3.75,3.2,1.833,3.75,3.25,1.83,3.75,3.25,1.85,3.75,3.2,1.83,1.75,1.95,1.72,2.0,1.97,1.83,0.5,2.0,1.85,0.5,1.95,1.95,0.5,,,,,,,,1726.6,1857.1
SP1,19/10/03,Ath Bilbao,Villarreal,2,0,H,0,0,D,1.9,3.25,3.5,2.0,3.15,3.5,2.0,3.0,3.3,1.909,3.2,3.5,1.91,3.25,3.5,1.9,3.2,3.6,2.0,3.1,3.3,2.0,1.71,1.9,1.8,1.8,2.0,-0.25,1.75,2.1,-0.25,1.75,2.15,-0.25,,,,,,,,1723.67,1677.27
SP1,19/10/03,Ath Madrid,Mallorca,2,1,H,1,1,D,2.0,3.25,3.25,2.0,3.25,3.4,1.85,3.1,3.6,1.8,3.25,3.75,2.0,3.25,3.25,2.0,3.2,3.3,1.83,3.2,3.75,1.85,1.85,1.83,1.83,1.97,1.83,-0.5,2.0,1.85,-0.5,2.05,1.85,-0.5,,,,,,,,1623.42,1659.59
SP1,19/10/03,Osasuna,Murcia,2,1,H,1,1,D,1.72,3.25,4.33,1.7,3.3,4.75,1.65,3.2,4.6,1.727,3.2,4.333,1.67,3.25,5.0,1.66,3.25,4.75,1.72,3.1,4.5,1.95,1.75,2.0,1.72,1.9,1.9,-0.75,2.0,1.85,-0.75,2.05,1.85,-0.75,,,,,,,,1697.62,1648.87
SP1,19/10/03,Santander,Malaga,4,2,H,0,1,A,2.0,3.25,3.25,2.0,3.15,3.5,2.0,3.0,3.3,2.0,3.2,3.2,2.0,3.25,3.25,2.0,3.2,3.3,2.0,3.0,3.4,1.85,1.85,2.0,1.72,1.8,2.0,-0.25,1.8,2.05,-0.25,1.775,2.125,-0.25,,,,,,,,1642.64,1666.44
SP1,19/10/03,Sevilla,Betis,2,2,D,0,0,D,2.3,3.0,2.87,2.3,3.1,2.9,2.5,2.7,2.8,2.25,3.0,2.875,2.38,3.0,2.75,2.3,3.0,2.87,2.3,2.8,3.0,1.95,1.75,2.0,1.72,2.0,1.8,-0.25,2.05,1.8,-0.25,2.05,1.85,-0.25,,,,,,,,1699.72,1712.29
SP1,19/10/03,Valencia,Espanol,4,0,H,3,0,H,1.3,4.33,9.0,1.31,4.5,9.0,1.3,4.0,8.5,1.2,5.0,11.0,1.25,5.0,8.5,1.28,4.5,8.5,1.28,4.33,8.5,1.65,2.05,1.8,1.9,1.95,1.85,-1.5,1.95,1.9,-1.5,2.1,1.8,-1.5,,,,,,,,1800.94,1617.04
SP1,19/10/03,Zaragoza,Valladolid,1,0,H,1,0,H,2.1,3.25,3.0,2.0,3.25,3.4,2.0,3.0,3.3,2.0,3.2,3.2,2.0,3.25,3.25,2.0,3.1,3.4,2.0,3.1,3.3,2.0,1.71,2.0,1.72,1.8,2.0,-0.25,2.0,1.85,-0.5,2.075,1.825,-0.5,,,,,,,,1605.19,1640.8
SP1,25/10/03,La Coruna,Valencia,2,1,H,1,0,H,2.2,3.1,3.0,2.2,3.1,3.1,2.0,3.1,3.2,2.2,3.2,2.8,2.2,3.0,3.1,2.2,3.0,3.1,2.1,3.1,3.1,1.85,1.74,2.0,1.72,1.95,1.85,-0.25,2.05,1.8,-0.25,2.05,1.85,-0.25,,,,,,,,1839.81,1805.02
SP1,25/10/03,Malaga,Zaragoza,2,1,H,2,0,H,2.0,3.25,3.25,2.0,3.1,3.6,2.0,3.0,3.3,2.0,3.0,3.4,1.91,3.2,3.6,1.9,3.2,3.6,2.0,3.0,3.4,1.8,1.8,1.9,1.8,1.75,2.05,-0.25,2.05,1.8,-0.5,2.1,1.8,-0.5,,,,,,,,1656.64,1615.4
SP1,25/10/03,Real Madrid,Santander,3,1,H,1,1,D,1.22,5.0,10.0,1.2,5.2,11.0,1.25,4.5,9.0,1.222,5.0,10.0,1.2,5.5,10.0,1.2,5.5,10.0,1.22,5.0,9.5,1.41,2.45,1.5,2.5,1.9,1.9,-1.75,1.9,1.95,-1.75,1.95,1.95,-1.75,,,,,,,,1868.51,1652.44
SP1,26/10/03,Betis,Albacete,3,2,H,2,1,H,1.57,3.4,5.5,1.55,3.45,6.1,1.55,3.4,5.0,1.5,3.4,6.0,1.53,3.4,6.0,1.53,3.4,6.0,1.53,3.25,6.0,1.7,1.9,1.83,1.83,1.95,1.85,-1.0,2.0,1.85,-1.0,1.775,2.125,-0.75,,,,,,,,1715.37,1607.83
SP1,26/10/03,Espanol,Celta,0,4,A,0,1,A,2.37,3.2,2.62,2.45,3.2,2.65,2.3,3.0,2.7,2.625,2.875,2.5,2.5,3.0,2.6,2.5,3.0,2.6,2.5,3.1,2.5,1.9,1.7,2.0,1.72,1.85,1.95,0.0,1.8,2.05,0.0,1.9,2.0,0.0,,,,,,,,1612.96,1715.19
SP1,26/10/03,Mallorca,Barcelona,1,3,A,0,2,A,2.5,3.2,2.5,2.65,3.2,2.45,2.7,3.0,2.3,2.6,3.2,2.375,2.63,3.2,2.38,2.62,3.2,2.37,2.62,3.1,2.37,1.8,1.8,1.95,1.75,2.0,1.8,0.0,2.1,1.75,0.0,2.025,1.875,0.0,,,,,,,,1649.36,1733.98
SP1,26/10/03,Murcia,Ath Madrid,1,3,A,0,2,A,2.3,3.2,2.7,2.4,3.25,2.65,2.4,2.9,2.7,2.2,3.2,2.8,2.38,3.0,2.75,2.37,3.0,2.75,2.3,3.0,2.8,1.9,1.7,2.0,1.72,1.8,2.0,0.0,1.8,2.05,0.0,1.775,2.125,0.0,,,,,,,,1641.42,1633.65
SP1,26/10/03,Sociedad,Osasuna,1,0,H,0,0,D,1.72,3.25,4.33,1.75,3.35,4.5,1.8,3.1,3.8,1.727,3.2,4.333,1.7,3.25,4.5,1.7,3.25,4.5,1.72,3.1,4.5,1.8,1.8,1.83,1.83,2.05,1.75,-0.75,2.05,1.8,-0.75,2.1,1.8,-0.75,,,,,,,,1765.52,1705.07
SP1,26/10/03,Valladolid,Ath Bilbao,2,0,H,1,0,H,2.3,3.2,2.7,2.4,3.25,2.7,2.3,3.0,2.7,2.5,3.2,2.5,2.3,3.0,2.88,2.3,3.0,2.87,2.3,3.1,2.75,1.9,1.7,1.9,1.8,2.05,1.75,-0.25,2.1,1.75,-0.25,1.8,2.1,0.0,,,,,,,,1630.59,1731.19
SP1,26/10/03,Villarreal,Sevilla,3,3,D,1,2,A,2.1,3.25,3.0,2.2,3.05,3.15,2.0,2.9,3.4,2.0,3.0,3.4,2.1,3.0,3.25,2.1,3.0,3.25,2.0,3.1,3.3,1.95,1.66,2.0,1.72,1.9,1.9,-0.25,1.85,2.0,-0.25,1.85,2.05,-0.25,,,,,,,,1669.75,1696.64
SP1,28/10/03,Zaragoza,Real Madrid,0,0,D,0,0,D,5.0,3.4,1.61,5.6,3.6,1.55,4.8,3.5,1.55,5.0,3.25,1.62,5.5,3.5,1.53,5.5,3.4,1.57,5.5,3.4,1.53,1.61,2.0,1.61,2.2,1.9,1.9,1.0,1.9,1.95,1.0,1.9,2.0,1.0,,,,,,,,1607.72,1872.0
SP1,29/10/03,Albacete,Villarreal,2,0,H,0,0,D,2.5,3.2,2.5,2.5,3.15,2.6,2.5,3.0,2.5,2.5,3.2,2.5,2.5,3.2,2.5,2.5,3.2,2.5,2.37,3.1,2.62,1.85,1.79,1.83,1.83,1.85,1.95,0.0,1.85,2.0,0.0,1.85,2.05,0.0,,,,,,,,1602.02,1667.16
SP1,29/10/03,Ath Bilbao,Malaga,2,1,H,0,1,A,1.66,3.4,4.5,1.7,3.3,4.7,1.75,3.2,4.0,1.67,3.25,4.5,1.67,3.5,4.5,1.67,3.25,4.75,1.66,3.1,5.0,1.75,1.86,1.8,1.9,1.95,1.85,-0.75,1.95,1.9,-0.75,2.0,1.9,-0.75,,,,,,,,1718.67,1664.32
SP1,29/10/03,Barcelona,Murcia,3,0,H,1,0,H,1.36,4.0,7.5,1.35,4.2,8.0,1.25,4.5,9.0,1.44,3.75,6.0,1.36,4.0,7.5,1.36,4.0,7.5,1.33,4.0,8.0,1.66,1.96,1.72,2.0,1.9,1.9,-1.5,1.95,1.9,-1.5,2.0,1.9,-1.5,,,,,,,,1747.03,1625.16
SP1,29/10/03,La Coruna,Mallorca,0,2,A,0,0,D,1.3,4.5,8.0,1.35,4.2,8.0,1.3,4.2,8.0,1.29,4.5,8.0,1.3,4.33,8.5,1.3,4.33,8.5,1.33,4.0,8.0,1.56,2.1,1.66,2.1,1.9,1.9,-1.5,1.9,1.95,-1.5,2.025,1.875,-1.5,,,,,,,,1847.69,1636.31
SP1,29/10/03,Osasuna,Betis,2,0,H,0,0,D,2.2,3.25,2.8,2.2,3.1,3.05,2.3,2.8,2.9,2.1,3.2,3.0,2.2,3.1,3.0,2.2,3.1,3.0,2.2,3.0,3.0,1.9,1.71,1.83,1.83,1.95,1.85,-0.25,1.95,1.9,-0.25,2.05,1.85,-0.25,,,,,,,,1697.96,1721.18
SP1,29/10/03,Santander,Espanol,0,1,A,0,0,D,1.66,3.4,4.5,1.65,3.3,5.1,1.7,3.2,4.2,1.62,3.25,5.0,1.67,3.5,4.5,1.67,3.25,4.75,1.66,3.1,5.0,1.7,1.9,1.9,1.8,1.8,2.0,-0.75,1.75,2.1,-0.75,1.8,2.1,-0.75,,,,,,,,1648.95,1600.54
SP1,29/10/03,Sevilla,Valladolid,1,1,D,1,0,H,1.66,3.4,4.5,1.72,3.25,4.7,1.75,3.2,4.0,1.67,3.25,4.5,1.67,3.5,4.5,1.67,3.25,4.75,1.66,3.1,5.0,1.9,1.74,2.0,1.72,2.0,1.8,-0.75,1.95,1.9,-0.75,2.025,1.875,-0.75,,,,,,,,1699.23,1643.11
SP1,29/10/03,Valencia,Celta,2,2,D,1,0,H,1.53,3.5,5.5,1.55,3.4,6.0,1.6,3.3,4.8,1.5,3.4,6.0,1.53,3.4,6.0,1.53,3.4,6.0,1.53,3.25,6.0,1.9,1.8,1.72,2.0,2.0,1.8,-1.0,2.0,1.85,-1.0,2.1,1.8,-1.0,,,,,,,,1797.14,1727.61
SP1,30/10/03,Ath Madrid,Sociedad,4,0,H,1,0,H,2.3,3.2,2.7,2.3,3.2,2.8,2.4,2.9,2.7,2.38,3.2,2.6,2.38,3.2,2.62,2.38,3.2,2.62,2.3,3.1,2.75,1.91,1.7,1.9,1.8,1.75,2.05,0.0,1.75,2.1,0.0,1.85,2.05,0.0,,,,,,,,1649.91,1772.63
SP1,01/11/03,Celta,Santander,0,1,A,0,1,A,1.61,3.4,5.0,1.75,3.25,4.5,1.75,3.2,4.0,1.67,3.25,4.5,1.67,3.25,4.75,1.67,3.25,4.75,1.61,3.3,5.0,1.85,1.74,1.83,1.83,2.22,1.65,-1.0,1.9,1.95,-0.75,2.05,1.85,-0.75,,,,,,,,1733.27,1631.41
SP1,01/11/03,Murcia,La Coruna,0,0,D,0,0,D,4.0,3.25,1.8,4.25,3.25,1.8,4.0,3.2,1.75,4.0,3.2,1.8,4.33,3.25,1.73,4.33,3.25,1.73,4.2,3.25,1.72,1.74,1.85,1.83,1.83,1.7,2.15,0.75,1.95,1.9,0.5,1.95,1.95,0.5,,,,,,,,1619.71,1826.26
SP1,01/11/03,Real Madrid,Ath Bilbao,3,0,H,1,0,H,1.28,4.5,9.0,1.28,4.75,9.0,1.27,4.3,8.5,1.29,4.5,8.0,1.25,4.6,10.0,1.25,4.6,10.0,1.25,4.5,10.0,1.46,2.3,1.57,2.25,1.9,1.9,-1.5,1.95,1.9,-1.5,2.025,1.875,-1.5,,,,,,,,1866.49,1725.96
SP1,02/11/03,Betis,Ath Madrid,1,2,A,1,1,D,1.8,3.25,4.0,1.9,3.1,4.0,,,,1.8,3.25,3.75,1.85,3.2,3.75,1.85,3.2,3.75,1.9,3.1,3.6,1.83,1.83,1.83,1.83,1.9,1.9,-0.5,1.95,1.9,-0.5,1.9,2.0,-0.5,,,,,,,,1711.4,1663.23
SP1,02/11/03,Espanol,Zaragoza,0,2,A,0,2,A,2.1,3.25,3.0,2.2,3.2,3.0,1.9,3.2,3.4,2.25,3.2,2.75,2.2,3.2,2.88,2.2,3.2,2.88,2.25,3.1,2.8,1.95,1.66,1.9,1.8,1.9,1.9,-0.25,1.85,2.0,-0.25,1.9,2.0,-0.25,,,,,,,,1618.08,1613.23
SP1,02/11/03,Malaga,Sevilla,2,0,H,2,0,H,2.2,3.25,2.8,2.25,3.1,3.0,2.2,2.7,3.2,2.2,3.2,2.8,2.25,3.1,2.88,2.25,3.1,2.88,2.2,2.87,3.1,1.85,1.74,1.95,1.75,2.0,1.8,-0.25,1.9,1.95,-0.25,2.0,1.9,-0.25,,,,,,,,1657.03,1693.96
SP1,02/11/03,Mallorca,Valencia,0,5,A,0,3,A,3.0,3.25,2.1,3.5,3.2,2.0,3.2,2.9,2.1,3.75,3.2,1.83,3.5,3.0,2.0,3.5,3.0,2.0,3.3,3.1,2.0,1.85,1.74,1.9,1.8,2.05,1.75,0.25,2.05,1.8,0.25,2.0,1.9,0.25,,,,,,,,1657.74,1791.48
SP1,02/11/03,Sociedad,Barcelona,3,3,D,0,1,A,2.3,3.2,2.7,2.4,3.1,2.75,2.7,3.0,2.3,2.2,3.2,2.8,2.3,3.2,2.7,2.3,3.2,2.7,2.3,3.2,2.62,1.9,1.7,1.9,1.8,2.1,1.7,-0.25,1.8,2.05,0.0,1.9,2.0,0.0,,,,,,,,1759.31,1752.48
SP1,02/11/03,Valladolid,Albacete,2,0,H,1,0,H,1.8,3.25,4.0,1.8,3.25,4.25,1.7,3.2,4.2,1.67,3.25,4.5,1.75,3.25,4.2,1.75,3.25,4.2,1.72,3.2,4.33,1.83,1.83,2.0,1.72,2.3,1.6,-1.0,2.1,1.75,-0.75,1.925,1.975,-0.5,,,,,,,,1648.38,1613.27
SP1,02/11/03,Villarreal,Osasuna,1,0,H,1,0,H,2.1,3.25,3.0,2.1,3.1,3.3,2.1,2.7,3.5,2.1,3.2,3.0,2.1,3.1,3.2,2.1,3.1,3.2,2.0,3.1,3.3,1.95,1.66,2.05,1.7,1.85,1.95,-0.25,1.75,2.1,-0.25,1.8,2.1,-0.25,,,,,,,,1655.91,1707.74
SP1,08/11/03,Ath Bilbao,Espanol,1,0,H,1,0,H,1.57,3.4,5.5,1.55,3.6,5.5,1.6,3.4,4.6,1.533,3.5,5.5,1.53,3.5,5.5,1.53,3.5,5.5,1.5,3.4,6.0,1.71,1.95,1.8,1.9,2.0,1.8,-1.0,1.95,1.9,-1.0,2.05,1.85,-1.0,,,,,,,,1720.95,1601.92
SP1,08/11/03,La Coruna,Sociedad,2,1,H,0,1,A,1.66,3.4,4.5,1.65,3.5,4.85,1.7,3.2,4.2,1.615,3.25,5.0,1.67,3.4,4.5,1.61,3.4,5.0,1.57,3.3,5.5,1.65,2.0,1.8,1.9,1.8,2.0,-0.75,1.8,2.05,-0.5,1.925,1.975,-0.75,,,,,,,,1822.54,1755.58
SP1,08/11/03,Zaragoza,Celta,1,1,D,1,1,D,2.25,3.25,2.75,2.28,3.15,2.88,2.5,3.0,2.5,2.25,3.2,2.75,2.25,3.25,2.75,2.3,3.1,2.8,2.37,3.0,2.7,1.95,1.71,2.0,1.72,2.0,1.8,-0.25,2.05,1.8,-0.25,2.05,1.85,-0.25,,,,,,,,1629.39,1714.23
SP1,09/11/03,Albacete,Malaga,0,1,A,0,0,D,2.25,3.25,2.75,2.15,3.15,3.15,2.1,3.0,3.1,2.0,3.2,3.2,2.2,3.1,3.0,2.2,3.1,3.0,2.1,3.1,3.1,1.83,1.83,1.95,1.75,2.0,1.8,-0.25,2.0,1.85,-0.25,2.05,1.85,-0.25,,,,,,,,1605.4,1667.29
SP1,09/11/03,Ath Madrid,Villarreal,1,0,H,0,0,D,1.72,3.25,4.33,1.8,3.2,4.25,1.75,3.2,4.0,1.727,3.2,4.333,1.8,3.25,4.0,1.8,3.25,4.0,1.72,3.25,4.2,1.75,1.9,1.8,1.9,1.8,2.0,-0.5,1.9,1.95,-0.5,1.95,1.95,-0.5,,,,,,,,1680.76,1666.69
SP1,09/11/03,Barcelona,Betis,2,1,H,1,0,H,1.61,3.4,5.0,1.6,3.5,5.25,1.55,3.5,4.8,1.533,3.5,5.5,1.53,3.5,5.5,1.53,3.5,5.5,1.61,3.3,5.0,1.6,2.1,1.8,1.9,2.0,1.8,-1.0,2.0,1.85,-1.0,2.1,1.8,-1.0,,,,,,,,1756.21,1693.87
SP1,09/11/03,Mallorca,Murcia,4,1,H,3,1,H,1.83,3.25,3.75,1.9,3.25,3.75,1.8,3.1,3.8,1.8,3.2,4.0,1.8,3.25,4.0,1.8,3.25,4.0,1.8,3.1,4.0,1.83,1.83,1.95,1.75,1.9,1.9,-0.5,1.9,1.95,-0.5,1.9,2.0,-0.5,,,,,,,,1646.45,1623.43
SP1,09/11/03,Osasuna,Valladolid,1,1,D,1,1,D,1.8,3.25,4.0,1.8,3.25,4.2,1.75,3.2,4.0,1.727,3.2,4.333,1.8,3.25,4.0,1.8,3.25,4.0,1.66,3.3,4.5,1.9,1.75,2.05,1.7,1.8,2.0,-0.5,,,,1.9,2.0,-0.5,,,,,,,,1696.96,1656.25
SP1,09/11/03,Sevilla,Real Madrid,4,1,H,4,0,H,5.0,3.4,1.61,4.45,3.4,1.72,4.4,3.3,1.65,4.5,3.25,1.667,4.5,3.4,1.67,4.5,3.4,1.66,4.33,3.2,1.72,1.71,1.95,1.75,1.95,1.9,1.9,0.75,1.95,1.9,0.75,2.025,1.875,0.75,,,,,,,,1683.7,1871.5
SP1,09/11/03,Valencia,Santander,1,2,A,1,1,D,1.44,3.75,6.5,1.38,4.0,8.0,1.4,3.7,6.5,1.4,3.75,7.0,1.4,3.75,7.5,1.4,3.75,7.5,1.36,3.75,8.0,1.71,1.95,1.8,1.9,2.0,1.8,-1.25,1.95,1.9,-1.25,2.075,1.825,-1.25,,,,,,,,1802.77,1650.45
SP1,22/11/03,Betis,La Coruna,0,0,D,0,0,D,2.62,3.2,2.37,2.75,3.2,2.4,2.7,3.0,2.3,2.6,3.2,2.38,2.7,3.1,2.38,2.7,3.1,2.38,2.7,3.0,2.37,1.85,1.74,1.95,1.85,1.95,1.85,0.0,2.0,1.85,0.0,2.0,1.9,0.0,,,,,,,,1686.82,1829.46
SP1,22/11/03,Sociedad,Mallorca,0,1,A,0,1,A,1.72,3.25,4.33,1.75,3.3,4.5,1.7,3.2,4.2,1.62,3.25,5.0,1.73,3.25,4.33,1.73,3.25,4.33,1.72,3.2,4.33,1.7,1.9,1.85,1.95,2.0,1.8,-0.75,1.95,1.9,-0.75,1.95,1.95,-0.75,,,,,,,,1748.66,1654.7
SP1,22/11/03,Villarreal,Barcelona,2,1,H,1,0,H,2.7,3.2,2.3,2.75,3.2,2.4,2.7,2.9,2.4,2.75,3.2,2.25,2.8,3.2,2.25,2.8,3.2,2.25,2.62,3.1,2.37,2.0,1.61,1.9,1.9,1.8,2.0,0.25,1.8,2.05,0.25,1.8,2.1,0.25,,,,,,,,1658.15,1763.26
SP1,23/11/03,Celta,Ath Bilbao,0,2,A,0,0,D,2.0,3.25,3.25,2.0,3.2,3.5,1.9,3.1,3.5,1.8,3.2,4.0,2.0,3.2,3.3,2.0,3.2,3.3,1.9,3.2,3.5,2.0,1.61,1.95,1.85,2.0,1.8,-0.5,2.05,1.8,-0.5,2.1,1.8,-0.5,,,,,,,,1714.78,1726.47
SP1,23/11/03,Espanol,Sevilla,1,0,H,0,0,D,2.5,3.2,2.5,2.52,3.25,2.52,2.5,3.0,2.5,2.6,3.2,2.38,2.6,3.1,2.5,2.6,3.1,2.5,2.5,3.1,2.5,1.85,1.74,2.0,1.8,1.9,1.9,0.0,1.9,1.95,0.0,1.9,2.0,0.0,,,,,,,,1596.4,1699.29
SP1,23/11/03,Malaga,Osasuna,0,0,D,0,0,D,2.0,3.25,3.25,2.0,3.2,3.5,1.8,3.1,3.8,2.1,3.0,3.2,2.0,3.2,3.3,2.0,3.2,3.3,1.9,3.1,3.6,1.45,2.5,2.1,1.7,1.75,2.05,-2.0,1.9,1.95,-2.25,2.0,1.9,0.0,,,,,,,,1681.16,1692.16
SP1,23/11/03,Murcia,Valencia,2,2,D,1,1,D,4.0,3.25,1.8,4.1,3.3,1.8,4.0,3.2,1.75,4.33,3.2,1.73,4.33,3.25,1.73,4.33,3.25,1.73,4.0,3.1,1.8,1.95,1.66,2.1,1.7,2.0,1.8,-0.5,2.0,1.85,-0.5,2.1,1.8,-0.5,,,,,,,,1615.18,1782.51
SP1,23/11/03,Real Madrid,Albacete,2,1,H,1,1,D,1.14,6.5,12.0,1.15,6.25,17.0,1.15,6.0,12.0,1.14,6.0,13.0,1.14,6.0,13.0,1.14,6.0,13.0,1.12,6.0,15.0,1.74,1.85,1.53,2.4,2.0,1.8,0.5,2.05,1.8,0.5,2.0,1.9,0.5,,,,,,,,1855.91,1591.53
SP1,23/11/03,Santander,Zaragoza,1,2,A,1,1,D,1.72,3.25,4.33,1.8,3.3,4.1,1.8,3.1,3.8,1.8,3.2,4.0,1.8,3.25,4.0,1.8,3.25,4.0,1.8,3.25,3.8,2.0,1.61,2.0,1.8,1.8,2.0,-0.5,1.9,1.95,-0.5,1.85,2.05,-0.5,,,,,,,,1670.71,1628.84
SP1,23/11/03,Valladolid,Ath Madrid,3,1,H,2,1,H,2.37,3.2,2.62,2.45,3.25,2.6,2.4,3.0,2.6,2.38,3.2,2.6,2.4,3.2,2.6,2.4,3.2,2.6,2.37,3.1,2.62,1.9,1.7,2.0,1.8,1.8,2.0,0.0,2.1,1.75,-0.25,2.1,1.8,-0.25,,,,,,,,1661.05,1689.3
SP1,29/11/03,Ath Madrid,Malaga,2,0,H,1,0,H,1.72,3.25,4.33,1.72,3.35,4.5,1.65,3.2,4.6,1.67,3.25,4.5,1.73,3.25,4.33,1.73,3.25,4.33,1.66,3.3,4.5,1.71,1.95,1.95,1.85,1.95,1.85,-0.75,1.95,1.9,0.5,1.8,2.1,-0.5,,,,,,,,1679.35,1678.03
SP1,29/11/03,Murcia,Sociedad,2,2,D,0,1,A,2.5,3.2,2.5,2.65,3.0,2.55,2.7,2.9,2.4,2.6,3.2,2.38,2.62,3.2,2.38,2.7,3.1,2.38,2.5,3.1,2.5,1.83,1.83,2.0,1.8,1.95,1.85,0.0,1.95,1.9,0.0,2.05,1.85,0.0,,,,,,,,1617.57,1729.83
SP1,29/11/03,Osasuna,Real Madrid,1,1,D,1,0,H,3.75,3.25,1.83,4.0,3.3,1.8,3.5,3.1,1.9,3.75,3.25,1.8,4.33,3.4,1.67,4.2,3.3,1.75,3.75,3.2,1.83,1.65,2.0,1.85,1.95,2.0,1.8,0.5,2.0,1.85,0.5,2.0,1.9,0.5,,,,,,,,1695.29,1858.64
SP1,29/11/03,Valencia,Zaragoza,3,2,H,3,0,H,1.4,3.75,7.5,1.44,3.75,7.5,1.4,3.9,6.0,1.44,3.6,6.5,1.4,3.75,7.5,1.4,3.75,7.5,1.4,3.6,7.5,1.71,1.95,1.85,1.95,2.05,1.75,-1.25,1.8,2.05,-1.0,1.8,2.1,-1.0,,,,,,,,1780.12,1646.18
SP1,30/11/03,Albacete,Espanol,2,1,H,1,1,D,2.2,3.25,2.8,2.1,3.2,3.2,2.0,3.1,3.2,1.91,3.2,3.5,2.1,3.25,3.0,2.1,3.25,3.0,2.0,3.1,3.3,1.9,1.75,2.05,1.75,1.8,2.0,-0.25,1.85,2.0,-0.25,1.925,1.975,-0.25,,,,,,,,1588.8,1609.0
SP1,30/11/03,Ath Bilbao,Santander,1,2,A,1,1,D,1.8,3.25,4.0,1.9,3.25,3.8,1.75,3.2,4.0,1.73,3.2,4.33,1.83,3.25,3.75,1.83,3.25,3.8,1.8,3.1,4.0,1.71,1.95,1.95,1.85,1.9,1.9,-0.5,1.9,1.95,-0.5,1.9,2.0,-0.5,,,,,,,,1742.08,1653.37
SP1,30/11/03,Barcelona,Valladolid,0,0,D,0,0,D,1.5,3.5,6.0,1.5,3.65,6.2,1.45,3.6,5.8,1.44,3.6,6.5,1.44,3.5,7.0,1.44,3.6,7.0,1.44,3.6,6.5,1.6,2.1,1.8,2.0,1.8,2.0,-1.0,1.85,2.0,-1.0,1.95,1.95,-1.0,,,,,,,,1750.58,1671.0
SP1,30/11/03,La Coruna,Villarreal,0,1,A,0,0,D,1.44,3.75,6.5,1.48,3.85,6.0,1.4,3.9,6.0,1.44,3.6,6.5,1.4,3.75,7.5,1.4,3.75,7.5,1.4,3.75,7.0,1.83,1.83,1.8,2.0,1.9,1.9,-1.0,1.9,1.95,-1.0,1.9,2.0,-1.0,,,,,,,,1827.93,1670.83
SP1,30/11/03,Mallorca,Betis,2,1,H,1,1,D,2.0,3.25,3.25,2.1,3.2,3.3,2.1,3.0,3.1,2.0,3.2,3.2,2.1,3.2,3.1,2.1,3.2,3.1,2.1,3.2,3.0,1.71,1.95,1.95,1.85,1.95,1.85,-0.25,1.9,1.95,-0.25,1.875,2.025,-0.25,,,,,,,,1673.53,1688.35
SP1,30/11/03,Sevilla,Celta,0,1,A,0,1,A,2.1,3.0,3.25,2.1,3.1,3.35,2.2,2.8,3.1,2.0,3.2,3.2,2.1,3.0,3.25,2.1,3.0,3.25,2.1,3.0,3.2,1.9,1.75,2.05,1.75,1.8,2.0,-0.25,1.85,2.0,-0.25,1.9,2.0,-0.25,,,,,,,,1686.69,1699.17
SP1,02/12/03,Sociedad,Valencia,0,0,D,0,0,D,2.5,3.25,2.4,2.7,3.1,2.5,2.7,2.8,2.5,2.5,3.2,2.5,2.62,3.2,2.38,2.62,3.2,2.38,2.75,3.1,2.3,1.85,1.85,,,1.9,1.9,0.0,2.05,1.8,0.0,2.05,1.85,0.0,,,,,,,,1729.39,1785.28
