Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SOH,SOD,SOA,SBH,SBD,SBA,WHH,WHD,WHA,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,EloHome,EloAway
SC2,20/01/04,Hamilton,Forfar,2.0,1.0,H,2.0,0.0,H,1.9,3.4,3.25,2.1,3.4,2.75,2.0,3.1,2.8,2.1,3.5,2.75,,,,2.1,3.4,2.75,2.0,3.4,3.0,,,,,,,,,,,,,,,,,,,,,1250.35,1243.83
SC2,24/01/04,Airdrie Utd,Arbroath,0.0,1.0,A,0.0,0.0,D,1.8,3.5,3.5,1.75,3.55,3.65,1.7,3.3,3.6,1.83,3.5,3.4,,,,1.8,3.5,3.4,1.72,3.6,3.75,,,,,,,,,,,,,,,,,,,,,1277.18,1140.9
SC2,24/01/04,East Fife,Alloa,0.0,1.0,A,0.0,0.0,D,1.8,3.5,3.5,1.9,3.5,3.2,2.0,3.1,2.8,1.91,3.5,3.2,,,,1.83,3.5,3.3,2.0,3.4,3.0,,,,,,,,,,,,,,,,,,,,,1203.4,1203.94
SC2,24/01/04,Forfar,Dumbarton,1.0,0.0,H,1.0,0.0,H,2.2,3.5,2.6,2.3,3.4,2.5,2.2,3.1,2.5,2.25,3.5,2.5,,,,2.25,3.5,2.5,2.4,3.4,2.4,,,,,,,,,,,,,,,,,,,,,1235.05,1226.78
SC2,24/01/04,Morton,Hamilton,2.0,2.0,D,2.0,2.0,D,1.61,3.6,4.33,1.8,3.5,3.5,1.85,3.2,3.1,1.67,3.6,4.0,,,,1.67,3.5,4.0,1.83,3.5,3.4,,,,,,,,,,,,,,,,,,,,,1334.27,1259.13
SC2,24/01/04,Stenhousemuir,Berwick,3.0,1.0,H,2.0,0.0,H,3.0,3.4,2.0,3.3,3.6,1.83,3.1,3.4,1.8,3.2,3.5,1.91,,,,3.4,3.4,1.83,3.6,3.75,1.72,,,,,,,,,,,,,,,,,,,,,1114.56,1240.7
SC2,31/01/04,Alloa,Forfar,4.0,0.0,H,2.0,0.0,H,2.3,3.4,2.5,2.3,3.4,2.5,2.2,3.1,2.5,2.25,3.5,2.5,,,,2.3,3.4,2.5,2.3,3.4,2.5,,,,,,,,,,,,,,,,,,,,,1219.92,1243.78
SC2,31/01/04,Arbroath,Morton,2.0,2.0,D,1.0,1.0,D,3.75,3.6,1.727,3.55,3.65,1.75,3.0,3.3,1.85,3.2,3.5,1.909,,,,3.75,3.6,1.72,3.4,3.6,1.8,,,,,,,,,,,,,,,,,,,,,1160.79,1328.45
SC2,31/01/04,Hamilton,East Fife,1.0,0.0,H,1.0,0.0,H,1.8,3.5,3.5,1.75,3.55,3.65,1.75,3.3,3.4,1.727,3.5,3.75,,,,1.85,3.5,3.3,1.72,3.6,3.75,,,,,,,,,,,,,,,,,,,,,1264.95,1187.42
SC2,07/02/04,Alloa,Arbroath,4.0,0.0,H,1.0,0.0,H,2.0,3.4,3.0,2.05,3.4,2.9,2.0,3.3,2.7,2.0,3.4,3.0,,,,2.0,3.4,3.0,2.1,3.5,2.75,,,,,,,,,,,,,,,,,,,,,1229.72,1163.19
SC2,07/02/04,Dumbarton,Berwick,4.0,1.0,H,2.0,1.0,H,2.375,3.5,2.375,2.35,3.5,2.4,2.2,3.3,2.4,2.25,3.5,2.5,,,,2.3,3.4,2.5,2.37,3.5,2.37,,,,,,,,,,,,,,,,,,,,,1218.05,1227.26
SC2,07/02/04,East Fife,Airdrie Utd,0.0,1.0,A,0.0,1.0,A,2.2,3.5,2.6,2.25,3.45,2.55,2.2,3.3,2.4,2.2,3.5,2.625,,,,2.2,3.5,2.6,2.37,3.5,2.37,,,,,,,,,,,,,,,,,,,,,1180.8,1257.29
SC2,07/02/04,Forfar,Morton,2.0,1.0,H,1.0,1.0,D,3.2,3.5,1.909,3.2,3.45,1.91,2.9,3.2,1.9,3.2,3.5,1.909,,,,3.2,3.5,1.9,3.3,3.6,1.83,,,,,,,,,,,,,,,,,,,,,1233.98,1326.05
SC2,10/02/04,Hamilton,Stenhousemuir,0.0,1.0,A,0.0,0.0,D,1.44,4.0,5.5,1.5,3.6,5.5,1.45,3.6,4.8,1.5,3.6,5.5,,,,1.44,4.0,5.5,1.5,3.8,5.0,,,,,,,,,,,,,,,,,,,,,1271.57,1128.0
SC2,14/02/04,Airdrie Utd,Dumbarton,1.0,1.0,D,1.0,0.0,H,1.909,3.5,3.2,2.05,3.5,2.85,2.0,3.1,2.8,2.2,3.5,2.625,,,,2.1,3.5,2.7,2.0,3.6,2.87,,,,,,,,,,,,,,,,,,,,,1270.63,1227.36
SC2,14/02/04,Arbroath,Hamilton,0.0,2.0,A,0.0,1.0,A,2.75,3.5,2.1,2.85,3.5,2.05,2.9,3.2,1.9,2.625,3.5,2.2,,,,2.7,3.5,2.1,3.1,3.6,1.9,,,,,,,,,,,,,,,,,,,,,1156.26,1251.51
SC2,14/02/04,Berwick,Alloa,3.0,1.0,H,0.0,0.0,D,2.3,3.4,2.5,2.25,3.5,2.5,2.2,3.1,2.5,2.25,3.5,2.5,,,,2.25,3.5,2.5,2.25,3.4,2.6,,,,,,,,,,,,,,,,,,,,,1217.95,1236.65
SC2,14/02/04,Morton,East Fife,1.0,1.0,D,0.0,0.0,D,1.533,3.75,4.75,1.57,3.7,4.6,1.6,3.3,4.0,1.615,4.0,4.0,,,,1.53,3.8,4.6,1.61,3.6,4.33,,,,,,,,,,,,,,,,,,,,,1313.84,1167.46
SC2,14/02/04,Stenhousemuir,Forfar,0.0,2.0,A,0.0,0.0,D,2.5,3.5,2.25,2.65,3.5,2.15,2.5,3.1,2.2,2.625,3.5,2.2,,,,2.7,3.5,2.1,2.62,3.5,2.2,,,,,,,,,,,,,,,,,,,,,1148.06,1246.19
SC2,21/02/04,Airdrie Utd,Stenhousemuir,4.0,0.0,H,4.0,0.0,H,1.667,3.6,4.0,1.7,3.6,3.8,1.7,3.4,3.5,1.667,3.6,4.0,,,,1.66,3.6,4.0,1.72,3.6,3.75,,,,,,,,,,,,,,,,,,,,,1265.75,1135.49
SC2,21/02/04,Alloa,Morton,3.0,3.0,D,2.0,1.0,H,3.0,3.4,2.0,2.65,3.4,2.2,2.3,3.1,2.3,2.5,3.5,2.25,,,,2.6,3.5,2.2,2.62,3.5,2.2,,,,,,,,,,,,,,,,,,,,,1227.02,1306.21
SC2,21/02/04,Arbroath,East Fife,0.0,0.0,D,0.0,0.0,D,2.25,3.5,2.5,2.3,3.5,2.45,2.2,3.1,2.5,2.25,3.5,2.5,,,,2.3,3.4,2.5,2.3,3.4,2.5,,,,,,,,,,,,,,,,,,,,,1143.59,1175.09
SC2,21/02/04,Berwick,Forfar,3.0,1.0,H,1.0,1.0,D,2.2,3.5,2.6,2.25,3.45,2.55,2.2,3.1,2.5,2.2,3.5,2.625,,,,2.2,3.5,2.6,2.3,3.4,2.5,,,,,,,,,,,,,,,,,,,,,1227.58,1258.76
SC2,21/02/04,Dumbarton,Hamilton,2.0,0.0,H,1.0,0.0,H,2.6,3.5,2.2,2.7,3.4,2.15,2.5,3.1,2.2,2.25,3.5,2.5,,,,2.6,3.5,2.2,2.75,3.5,2.1,,,,,,,,,,,,,,,,,,,,,1232.24,1264.18
SC2,02/03/04,Airdrie Utd,Hamilton,3.0,0.0,H,1.0,0.0,H,2.25,3.4,2.6,2.25,3.4,2.6,2.2,3.1,2.5,2.2,3.5,2.62,2.2,3.5,2.6,2.2,3.5,2.6,2.37,3.5,2.37,,,,,,,,,,,,,,,,,,,,,1271.0,1254.1
SC2,06/03/04,Airdrie Utd,Alloa,2.0,1.0,H,2.0,1.0,H,2.0,3.4,3.0,2.2,3.4,2.65,2.0,3.1,2.8,2.1,3.5,2.75,2.1,3.5,2.75,2.1,3.5,2.75,2.2,3.5,2.62,,,,,,,,,,,,,,,,,,,,,1279.45,1226.27
SC2,06/03/04,Berwick,Hamilton,2.0,4.0,A,0.0,2.0,A,2.2,3.5,2.6,2.3,3.5,2.45,2.2,3.1,2.5,2.2,3.5,2.625,2.2,3.5,2.6,2.2,3.5,2.6,2.25,3.5,2.5,,,,,,,,,,,,,,,,,,,,,1237.64,1245.65
SC2,06/03/04,Dumbarton,Arbroath,1.0,0.0,H,1.0,0.0,H,1.8,3.5,3.5,1.8,3.6,3.4,1.75,3.3,3.4,1.727,3.5,3.75,1.8,3.4,3.6,1.8,3.6,3.4,1.83,3.6,3.3,,,,,,,,,,,,,,,,,,,,,1242.32,1141.16
SC2,06/03/04,Forfar,East Fife,1.0,0.0,H,0.0,0.0,D,1.909,3.5,3.2,2.05,3.4,2.9,2.1,3.1,2.7,2.0,3.4,3.0,2.0,3.4,3.0,2.0,3.4,3.0,2.1,3.3,2.87,,,,,,,,,,,,,,,,,,,,,1248.7,1177.52
SC2,06/03/04,Stenhousemuir,Morton,0.0,1.0,A,0.0,0.0,D,3.2,3.5,1.909,3.4,3.6,1.8,3.3,3.2,1.8,3.4,3.5,1.833,3.6,3.6,1.73,3.6,3.6,1.75,3.75,3.6,1.72,,,,,,,,,,,,,,,,,,,,,1130.24,1306.96
SC2,09/03/04,Hamilton,Dumbarton,2.0,0.0,H,1.0,0.0,H,1.909,3.5,3.2,2.0,3.45,2.95,2.0,3.1,2.8,1.909,3.5,3.2,2.0,3.5,2.9,2.0,3.5,2.9,2.1,3.5,2.75,,,,,,,,,,,,,,,,,,,,,1261.38,1248.3
SC2,09/03/04,Morton,Airdrie Utd,1.0,1.0,D,1.0,0.0,H,2.1,3.5,2.75,2.2,3.5,2.6,2.2,3.1,2.5,2.1,3.5,2.75,2.1,3.5,2.7,2.1,3.5,2.7,2.25,3.6,2.5,,,,,,,,,,,,,,,,,,,,,1316.74,1286.77
SC2,13/03/04,Alloa,Stenhousemuir,1.0,0.0,H,0.0,0.0,D,1.727,3.6,3.75,1.73,3.55,3.7,1.75,3.3,3.4,1.533,3.75,5.0,1.73,3.75,3.6,1.73,3.6,3.75,1.72,3.6,3.75,,,,,,,,,,,,,,,,,,,,,1218.95,1120.46
SC2,13/03/04,Arbroath,Forfar,0.0,1.0,A,0.0,1.0,A,2.5,3.5,2.25,2.5,3.5,2.25,2.5,3.1,2.2,2.5,3.5,2.25,2.6,3.4,2.25,2.5,3.4,2.3,2.6,3.4,2.25,,,,,,,,,,,,,,,,,,,,,1135.18,1255.5
SC2,13/03/04,East Fife,Berwick,2.0,2.0,D,2.0,2.0,D,2.5,3.5,2.25,2.5,3.5,2.25,2.5,3.1,2.2,2.5,3.5,2.25,2.6,3.4,2.25,2.4,3.4,2.4,2.62,3.5,2.2,,,,,,,,,,,,,,,,,,,,,1170.72,1221.91
SC2,13/03/04,Hamilton,Airdrie Utd,0.0,1.0,A,0.0,1.0,A,2.25,3.5,2.5,2.3,3.5,2.45,2.3,3.1,2.3,2.2,3.5,2.625,2.3,3.4,2.5,2.2,3.5,2.6,2.4,3.4,2.4,,,,,,,,,,,,,,,,,,,,,1269.95,1291.24
SC2,13/03/04,Morton,Dumbarton,3.0,2.0,H,1.0,0.0,H,1.727,3.6,3.75,1.7,3.6,3.8,1.75,3.3,3.4,1.909,3.4,3.25,1.73,3.6,3.75,1.73,3.6,3.75,1.8,3.6,3.4,,,,,,,,,,,,,,,,,,,,,1312.27,1239.73
SC2,16/03/04,Berwick,Airdrie Utd,1.0,1.0,D,1.0,0.0,H,2.5,3.5,2.25,2.5,3.4,2.3,2.5,3.1,2.2,2.38,3.5,2.38,2.5,3.4,2.3,2.5,3.4,2.3,2.6,3.4,2.25,,,,,,,,,,,,,,,,,,,,,1223.65,1306.52
SC2,16/03/04,East Fife,Dumbarton,1.0,3.0,A,1.0,1.0,D,2.37,3.5,2.37,2.4,3.4,2.4,2.3,3.0,2.4,2.38,3.5,2.38,2.3,3.4,2.5,2.3,3.5,2.5,2.4,3.4,2.4,,,,,,,,,,,,,,,,,,,,,1168.98,1232.97
SC2,16/03/04,Forfar,Arbroath,2.0,2.0,D,1.0,1.0,D,1.72,3.6,3.75,1.7,3.5,4.0,1.7,3.3,3.6,1.67,3.6,4.0,1.67,3.6,4.0,1.67,3.6,4.0,1.66,3.6,4.0,,,,,,,,,,,,,,,,,,,,,1267.27,1123.41
SC2,16/03/04,Hamilton,Alloa,0.0,1.0,A,0.0,0.0,D,1.83,3.5,3.4,2.0,3.55,2.9,1.8,3.3,3.2,1.83,3.5,3.4,1.8,3.6,3.4,1.8,3.6,3.4,2.0,3.6,2.87,,,,,,,,,,,,,,,,,,,,,1254.67,1225.0
SC2,20/03/04,Arbroath,Alloa,2.0,1.0,H,2.0,1.0,H,2.375,3.5,2.375,2.4,3.4,2.4,2.3,3.1,2.3,2.5,3.5,2.25,2.4,3.4,2.4,2.4,3.4,2.4,2.4,3.4,2.4,,,,,,,,,,,,,,,,,,,,,1130.98,1241.96
SC2,23/03/04,Dumbarton,Stenhousemuir,4.0,0.0,H,3.0,0.0,H,1.61,3.6,4.33,1.61,3.6,4.33,1.65,3.3,3.8,1.44,4.0,5.5,1.57,3.75,4.5,1.57,3.75,4.5,1.57,3.75,4.5,,,,,,,,,,,,,,,,,,,,,1246.76,1114.41
SC2,23/03/04,Forfar,Airdrie Utd,1.0,3.0,A,1.0,2.0,A,2.37,3.5,2.37,2.37,3.5,2.37,2.4,2.9,2.4,2.62,3.4,2.25,2.38,3.5,2.38,2.38,3.5,2.38,2.5,3.4,2.3,,,,,,,,,,,,,,,,,,,,,1259.7,1307.14
SC2,23/03/04,Morton,Berwick,2.0,1.0,H,1.0,0.0,H,1.8,3.5,3.5,1.8,3.5,3.5,1.7,3.3,3.6,1.8,3.5,3.5,1.75,3.6,3.6,1.73,3.6,3.6,1.8,3.5,3.5,,,,,,,,,,,,,,,,,,,,,1319.03,1223.03
SC2,27/03/04,Alloa,Berwick,4.0,2.0,H,2.0,2.0,D,2.25,3.5,2.5,2.3,3.4,2.5,2.0,3.1,2.8,2.1,3.5,2.75,2.25,3.5,2.5,2.25,3.5,2.5,2.3,3.4,2.5,,,,,,,,,,,,,,,,,,,,,1229.07,1216.92
SC2,27/03/04,Dumbarton,Airdrie Utd,1.0,2.0,A,1.0,1.0,D,2.375,3.5,2.375,2.45,3.4,2.35,2.5,3.1,2.2,2.2,3.5,2.625,2.38,3.5,2.4,2.37,3.4,2.4,2.5,3.4,2.3,,,,,,,,,,,,,,,,,,,,,1251.96,1321.52
SC2,27/03/04,East Fife,Morton,1.0,0.0,H,0.0,0.0,D,3.5,3.5,1.8,3.25,3.65,1.83,2.9,3.0,2.0,3.5,3.4,1.833,3.2,3.4,1.91,3.2,3.4,1.9,3.6,3.75,1.72,,,,,,,,,,,,,,,,,,,,,1155.19,1325.14
SC2,27/03/04,Forfar,Stenhousemuir,1.0,1.0,D,1.0,0.0,H,1.533,3.75,4.75,1.56,3.8,4.45,1.55,3.4,4.3,1.571,3.75,4.5,1.57,3.75,4.33,1.57,3.75,4.33,1.53,4.0,4.5,,,,,,,,,,,,,,,,,,,,,1245.32,1109.21
SC2,27/03/04,Hamilton,Arbroath,2.0,2.0,D,1.0,1.0,D,1.615,3.6,4.333,1.7,3.55,3.85,1.7,3.3,3.6,1.667,3.6,4.0,1.62,3.6,4.2,1.61,3.6,4.2,1.72,3.6,3.75,,,,,,,,,,,,,,,,,,,,,1237.71,1143.87
SC2,30/03/04,Berwick,Dumbarton,1.0,2.0,A,0.0,1.0,A,2.25,3.5,2.5,2.25,3.5,2.5,2.2,3.1,2.5,2.1,3.5,2.75,2.25,3.5,2.5,2.25,3.5,2.5,2.3,3.4,2.5,,,,,,,,,,,,,,,,,,,,,1208.32,1238.37
SC2,30/03/04,Morton,Alloa,2.0,2.0,D,2.0,1.0,H,1.72,3.6,3.75,1.7,3.7,3.7,1.7,3.3,3.6,1.73,3.5,3.75,1.7,3.6,3.75,1.7,3.6,3.75,1.8,3.5,3.5,,,,,,,,,,,,,,,,,,,,,1310.16,1237.67
SC2,30/03/04,Stenhousemuir,Arbroath,0.0,3.0,A,0.0,1.0,A,2.37,3.5,2.37,2.4,3.45,2.35,2.3,3.1,2.3,2.38,3.5,2.38,2.5,3.5,2.25,2.5,3.5,2.25,2.5,3.4,2.3,,,,,,,,,,,,,,,,,,,,,1116.6,1150.2
SC2,31/03/04,Airdrie Utd,East Fife,2.0,1.0,H,1.0,0.0,H,1.61,3.6,4.33,1.66,3.6,4.0,1.6,3.4,3.9,1.53,3.75,5.0,1.5,3.75,5.0,1.5,3.75,5.0,1.72,3.6,3.75,,,,,,,,,,,,,,,,,,,,,1335.11,1170.17
SC2,03/04/04,Airdrie Utd,Berwick,6.0,0.0,H,5.0,0.0,H,1.667,3.6,4.0,1.68,3.6,4.0,1.65,3.3,3.8,1.615,3.5,4.5,1.67,3.5,4.0,1.66,3.5,4.0,1.66,3.75,3.8,,,,,,,,,,,,,,,,,,,,,1339.58,1193.34
SC2,03/04/04,East Fife,Hamilton,2.0,3.0,A,0.0,0.0,D,2.5,3.4,2.3,2.5,3.4,2.33,2.3,3.1,2.3,2.5,3.5,2.25,2.38,3.4,2.38,2.37,3.4,2.37,2.5,3.4,2.3,,,,,,,,,,,,,,,,,,,,,1165.7,1231.38
SC2,03/04/04,Morton,Arbroath,1.0,0.0,H,1.0,0.0,H,1.5,3.8,5.0,1.55,3.6,5.0,1.65,3.3,3.8,1.571,3.5,5.0,1.53,3.6,5.0,1.53,3.6,5.0,1.53,3.6,5.0,,,,,,,,,,,,,,,,,,,,,1304.42,1165.06
SC2,03/04/04,Stenhousemuir,Dumbarton,1.0,2.0,A,0.0,1.0,A,2.6,3.5,2.2,2.6,3.5,2.2,2.9,3.2,1.9,2.75,3.5,2.1,2.7,3.5,2.1,2.7,3.5,2.1,2.75,3.5,2.1,,,,,,,,,,,,,,,,,,,,,1101.74,1253.35
SC2,06/04/04,Morton,Forfar,1.0,1.0,D,0.0,1.0,A,1.8,3.5,3.5,1.71,3.4,4.0,1.7,3.3,3.6,1.727,3.5,3.75,1.7,3.6,3.75,1.7,3.6,3.75,1.8,3.5,3.5,,,,,,,,,,,,,,,,,,,,,1309.45,1237.93
SC2,06/04/04,Stenhousemuir,Hamilton,0.0,2.0,A,0.0,0.0,D,3.75,3.6,1.727,3.5,3.6,1.82,3.2,3.3,1.8,3.4,3.5,1.833,3.3,3.6,1.8,3.3,3.6,1.8,3.6,3.75,1.72,,,,,,,,,,,,,,,,,,,,,1091.08,1245.11
SC2,10/04/04,Alloa,East Fife,1.0,1.0,D,1.0,0.0,H,1.909,3.5,3.2,1.91,3.6,3.0,2.0,3.1,2.8,1.8,3.5,3.5,1.91,3.5,3.1,1.9,3.5,3.1,2.0,3.6,2.87,,,,,,,,,,,,,,,,,,,,,1243.41,1151.97
SC2,10/04/04,Arbroath,Airdrie Utd,0.0,4.0,A,0.0,1.0,A,3.75,3.6,1.727,3.5,3.6,1.75,3.2,3.1,1.85,3.5,3.5,1.8,3.5,3.6,1.73,3.5,3.6,1.75,3.4,3.6,1.8,,,,,,,,,,,,,,,,,,,,,1160.03,1344.46
SC2,10/04/04,Berwick,Stenhousemuir,3.0,0.0,H,2.0,0.0,H,1.615,3.6,4.333,1.68,3.6,3.8,1.6,3.4,3.8,1.727,3.5,3.75,1.67,3.5,4.0,1.66,3.5,4.0,1.66,3.75,3.8,,,,,,,,,,,,,,,,,,,,,1188.46,1080.51
SC2,10/04/04,Dumbarton,Forfar,1.0,1.0,D,0.0,1.0,A,1.909,3.5,3.2,1.85,3.5,3.25,1.85,3.2,3.1,1.8,3.5,3.5,1.83,3.5,3.25,1.85,3.5,3.25,1.83,3.6,3.3,,,,,,,,,,,,,,,,,,,,,1264.01,1243.64
SC2,10/04/04,Hamilton,Morton,6.0,1.0,H,3.0,0.0,H,2.5,3.4,2.3,2.6,3.5,2.15,2.5,3.1,2.2,2.375,3.5,2.375,2.6,3.4,2.2,2.6,3.4,2.2,2.75,3.5,2.1,,,,,,,,,,,,,,,,,,,,,1255.68,1303.74
SC2,13/04/04,Forfar,Alloa,2.0,0.0,H,2.0,0.0,H,2.1,3.5,2.75,2.1,3.5,2.7,2.2,3.1,2.5,2.2,3.5,2.62,2.1,3.5,2.7,2.1,3.5,2.7,2.25,3.4,2.6,,,,,,,,,,,,,,,,,,,,,1247.81,1237.14
SC2,17/04/04,East Fife,Arbroath,1.0,2.0,A,1.0,1.0,D,2.1,3.5,2.75,2.1,3.5,2.75,2.1,3.0,2.8,2.1,3.5,2.75,2.1,3.5,2.75,2.1,3.4,2.8,2.25,3.4,2.6,,,,,,,,,,,,,,,,,,,,,1158.24,1150.51
SC2,17/04/04,Forfar,Berwick,0.0,2.0,A,0.0,1.0,A,2.1,3.5,2.75,2.1,3.5,2.75,2.1,3.0,2.8,1.8,3.5,3.5,2.1,3.4,2.8,2.1,3.4,2.8,2.1,3.5,2.75,,,,,,,,,,,,,,,,,,,,,1256.46,1194.26
SC2,17/04/04,Hamilton,Dumbarton,2.0,1.0,H,1.0,1.0,D,1.833,3.5,3.4,1.9,3.5,3.15,1.8,3.2,3.3,1.909,3.5,3.2,2.0,3.4,3.0,2.0,3.4,3.0,1.9,3.5,3.2,,,,,,,,,,,,,,,,,,,,,1266.33,1259.84
SC2,17/04/04,Morton,Alloa,2.0,1.0,H,1.0,0.0,H,1.615,3.6,4.333,1.7,3.5,3.95,1.7,3.3,3.6,1.727,3.5,3.75,1.67,3.6,4.0,1.66,3.6,4.0,1.8,3.4,3.6,,,,,,,,,,,,,,,,,,,,,1293.09,1228.49
SC2,17/04/04,Stenhousemuir,Airdrie Utd,0.0,3.0,A,0.0,1.0,A,6.0,4.2,1.4,5.5,3.9,1.45,4.8,3.6,1.45,6.0,4.0,1.4,5.5,3.6,1.5,5.5,3.6,1.5,6.0,3.75,1.44,,,,,,,,,,,,,,,,,,,,,1074.71,1353.98
SC2,24/04/04,Airdrie Utd,Forfar,2.0,2.0,D,0.0,1.0,A,1.44,3.75,6.0,1.45,3.85,5.6,,,,1.44,4.33,5.0,1.44,4.0,5.5,1.44,4.0,5.2,1.44,4.0,5.5,,,,,,,,,,,,,,,,,,,,,1360.55,1238.51
SC2,24/04/04,Alloa,Hamilton,1.0,1.0,D,1.0,0.0,H,2.75,3.5,2.1,2.75,3.45,2.1,,,,2.62,3.5,2.2,2.75,3.4,2.1,2.75,3.4,2.1,2.75,3.5,2.1,,,,,,,,,,,,,,,,,,,,,1221.51,1275.11
SC2,24/04/04,Arbroath,Stenhousemuir,1.0,1.0,D,0.0,1.0,A,1.4,4.33,5.5,1.4,4.0,6.1,,,,1.44,4.33,5.0,1.4,4.2,5.5,1.4,4.2,5.5,1.4,3.75,7.0,,,,,,,,,,,,,,,,,,,,,1166.77,1068.14
SC2,24/04/04,Berwick,Morton,2.0,0.0,H,2.0,0.0,H,2.75,3.5,2.1,3.0,3.4,2.0,,,,2.62,3.5,2.2,2.9,3.4,2.0,2.9,3.4,2.0,3.1,3.6,1.9,,,,,,,,,,,,,,,,,,,,,1212.21,1300.07
SC2,24/04/04,Dumbarton,East Fife,1.0,0.0,H,1.0,0.0,H,1.8,3.5,3.5,1.85,3.6,3.25,,,,1.62,4.0,4.0,1.83,3.5,3.25,1.85,3.5,3.25,1.83,3.75,3.2,,,,,,,,,,,,,,,,,,,,,1251.06,1141.98
SC2,01/05/04,Airdrie Utd,Hamilton,1.0,1.0,D,0.0,0.0,D,1.8,3.5,3.5,1.9,3.25,3.4,,,,1.73,3.5,3.75,1.8,3.5,3.4,1.9,3.5,3.2,1.8,3.5,3.4,,,,,,,,,,,,,,,,,,,,,1353.5,1276.77
SC2,01/05/04,Berwick,East Fife,1.0,1.0,D,0.0,0.0,D,2.1,3.5,2.75,2.1,3.4,2.8,,,,2.1,3.5,2.75,2.2,3.4,2.6,2.0,3.8,2.75,2.2,3.4,2.6,,,,,,,,,,,,,,,,,,,,,1224.27,1136.21
SC2,01/05/04,Dumbarton,Morton,3.0,0.0,H,1.0,0.0,H,2.5,3.5,2.25,2.65,3.4,2.2,,,,2.38,3.5,2.38,2.6,3.4,2.2,2.62,3.5,2.2,2.6,3.4,2.2,,,,,,,,,,,,,,,,,,,,,1256.83,1288.01
SC2,01/05/04,Forfar,Arbroath,1.0,2.0,A,1.0,1.0,D,2.1,3.5,2.75,2.25,3.4,2.6,,,,2.1,3.5,2.75,2.25,3.4,2.5,2.3,3.6,2.4,2.25,3.4,2.5,,,,,,,,,,,,,,,,,,,,,1245.56,1160.31
SC2,01/05/04,Stenhousemuir,Alloa,0.0,1.0,A,0.0,0.0,D,2.6,3.5,2.2,2.6,3.5,2.2,,,,3.0,3.4,2.0,2.75,3.4,2.1,2.87,3.6,2.0,2.75,3.4,2.1,,,,,,,,,,,,,,,,,,,,,1074.6,1219.85
SC2,08/05/04,Alloa,Airdrie Utd,0.0,1.0,A,0.0,1.0,A,3.5,3.5,1.8,3.4,3.4,1.85,,,,2.75,3.5,2.1,3.5,3.4,1.83,3.5,3.4,1.83,3.5,3.2,1.9,,,,,,,,,,,,,,,,,,,,,1230.73,1347.64
SC2,08/05/04,Arbroath,Dumbarton,0.0,3.0,A,0.0,2.0,A,2.25,3.5,2.5,2.4,3.4,2.4,,,,2.25,3.5,2.5,2.38,3.25,2.5,2.38,3.25,2.5,2.25,3.4,2.6,,,,,,,,,,,,,,,,,,,,,1178.91,1266.89
SC2,08/05/04,East Fife,Forfar,2.0,0.0,H,0.0,0.0,D,2.0,3.4,3.0,2.0,3.4,3.0,,,,2.0,3.6,2.88,2.0,3.4,3.0,2.0,3.4,3.0,2.0,3.4,3.0,,,,,,,,,,,,,,,,,,,,,1142.38,1226.96
SC2,08/05/04,Hamilton,Berwick,2.0,0.0,H,2.0,0.0,H,1.5,3.8,5.0,1.5,3.8,5.0,,,,1.5,4.0,5.0,1.44,4.0,5.5,1.44,4.0,5.5,1.44,4.0,5.5,,,,,,,,,,,,,,,,,,,,,1282.63,1218.1
SC2,08/05/04,Morton,Stenhousemuir,1.0,4.0,A,1.0,3.0,A,1.22,5.5,8.0,1.22,5.2,8.5,,,,1.29,5.0,7.0,1.22,5.0,9.0,1.22,5.0,9.0,1.22,5.0,9.5,,,,,,,,,,,,,,,,,,,,,1277.95,1063.72
SC2,15/05/04,Airdrie Utd,Morton,2.0,0.0,H,0.0,0.0,D,2.25,3.5,2.5,2.35,3.5,2.35,,,,1.91,3.5,3.2,2.25,3.4,2.5,2.25,3.6,2.38,2.25,3.4,2.6,,,,,,,,,,,,,,,,,,,,,1359.53,1256.47
SC2,15/05/04,Berwick,Arbroath,1.0,3.0,A,1.0,0.0,H,2.62,3.5,2.2,2.75,3.5,2.05,,,,2.62,3.5,2.2,2.75,3.5,2.05,2.75,3.5,2.05,2.87,3.6,2.0,,,,,,,,,,,,,,,,,,,,,1211.11,1165.98
SC2,15/05/04,Dumbarton,Alloa,3.0,1.0,H,0.0,1.0,A,1.44,4.0,5.5,1.4,4.15,5.5,,,,1.33,4.33,7.0,1.4,4.0,6.0,1.4,4.0,6.0,1.4,4.33,5.5,,,,,,,,,,,,,,,,,,,,,1279.82,1218.84
SC2,15/05/04,Forfar,Hamilton,0.0,4.0,A,0.0,1.0,A,4.75,3.75,1.53,5.0,3.7,1.5,,,,4.0,4.0,1.62,5.0,3.75,1.5,5.0,3.75,1.5,5.0,3.6,1.53,,,,,,,,,,,,,,,,,,,,,1215.01,1289.62
