Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SBH,SBD,SBA,WHH,WHD,WHA,GB>2.5,GB<2.5,GBAHH,GBAHA,GBAH,EloHome,EloAway
T1,22/02/04,Istanbulspor,Samsunspor,0,0,D,0,0,D,2.5,3.1,2.5,2.45,3.0,2.55,2.5,3.0,2.5,2.4,3.25,2.5,2.4,3.2,2.6,2.25,3.1,2.7,1.65,2.0,2.45,1.38,-0.5,1399.74,1491.37
T1,22/02/04,Trabzonspor,Rizespor,1,0,H,1,0,H,1.5,3.6,5.5,1.4,4.0,5.8,1.4,3.9,6.0,1.4,3.75,7.0,1.36,3.75,8.5,1.35,3.8,7.5,1.6,2.1,1.82,1.89,-1.25,1516.02,1402.87
T1,23/02/04,Elazigspor,A. Sebatspor,3,1,H,1,0,H,2.5,3.1,2.5,2.45,3.0,2.55,2.4,3.0,2.6,2.5,3.0,2.6,2.5,3.2,2.5,2.45,3.1,2.45,1.71,1.95,1.85,1.85,0.0,1379.28,1428.95
T1,28/02/04,Rizespor,Elazigspor,5,4,H,2,1,H,1.8,3.3,3.75,1.8,3.3,3.75,1.75,3.2,4.0,1.833,3.4,3.5,1.83,3.3,3.75,1.75,3.35,3.75,1.65,2.0,1.8,1.76,-0.5,1397.2,1389.98
T1,28/02/04,Samsunspor,Trabzonspor,1,3,A,0,1,A,2.375,3.1,2.625,2.4,3.2,2.5,2.5,3.0,2.5,2.375,3.2,2.6,2.5,3.2,2.5,2.35,3.4,2.4,1.65,2.0,1.77,1.95,0.0,1491.67,1521.69
T1,29/02/04,A. Sebatspor,Diyarbakirspor,0,1,A,0,0,D,2.375,3.1,2.625,2.35,3.2,2.55,2.7,3.0,2.3,2.4,3.25,2.5,2.5,3.2,2.5,2.7,3.1,2.25,1.6,2.1,1.77,1.95,0.0,1418.25,1490.7
T1,29/02/04,Adanaspor,Gaziantepspor,2,3,A,2,3,A,3.75,3.2,1.833,3.6,3.4,1.8,3.8,3.3,1.75,3.0,3.4,2.0,3.75,3.25,1.83,3.15,3.4,1.9,1.65,2.0,1.75,1.8,0.5,1329.75,1541.54
T1,29/02/04,Ankaragucu,Malatyaspor,0,0,D,0,0,D,2.0,3.2,3.2,2.0,3.15,3.2,1.9,3.2,3.4,2.1,3.2,3.0,2.1,3.25,3.0,2.0,3.05,3.25,1.71,1.95,2.0,1.59,-0.5,1467.47,1499.4
T1,29/02/04,Besiktas,Istanbulspor,1,2,A,1,1,D,1.2,5.0,11.0,1.21,5.0,10.0,1.35,4.0,7.0,1.286,4.5,8.0,1.22,5.0,10.0,1.22,5.0,9.5,1.6,2.1,,,,1733.74,1399.44
T1,29/02/04,Bursaspor,Denizlispor,0,1,A,0,0,D,2.6,3.1,2.4,2.35,3.15,2.6,2.5,3.0,2.5,2.5,3.0,2.6,2.4,3.2,2.6,2.4,3.4,2.35,1.71,1.95,1.77,1.95,0.0,1397.55,1489.79
T1,29/02/04,Fenerbahce,Galatasaray,2,1,H,1,1,D,2.0,3.0,3.5,1.85,3.2,3.6,1.9,3.2,3.4,1.8,3.2,4.0,1.83,3.3,3.75,1.9,3.25,3.4,1.65,2.0,1.85,1.71,-0.5,1635.73,1649.77
T1,29/02/04,Konyaspor,Genclerbirligi,4,1,H,2,0,H,2.3,3.2,2.7,2.35,3.15,2.6,2.5,3.0,2.5,2.4,3.25,2.5,2.3,3.2,2.7,2.3,3.2,2.55,1.6,2.1,1.77,1.95,0.0,1437.91,1536.0
T1,06/03/04,Diyarbakirspor,Rizespor,0,1,A,0,0,D,1.533,3.5,5.5,1.6,3.5,4.8,1.6,3.4,4.6,1.571,3.5,5.0,1.57,3.4,5.5,1.55,3.4,5.0,1.6,2.1,1.6,2.02,-0.5,1504.19,1405.96
T1,06/03/04,Elazigspor,Samsunspor,1,0,H,1,0,H,2.5,3.1,2.5,2.45,3.15,2.55,2.5,3.0,2.5,2.5,3.25,2.4,2.6,3.2,2.4,2.4,3.1,2.5,1.65,2.0,2.45,1.41,-0.5,1381.22,1476.69
T1,06/03/04,Genclerbirligi,Fenerbahce,0,1,A,0,1,A,3.5,3.2,1.909,3.35,3.25,1.95,3.5,3.1,1.9,3.5,3.4,1.833,3.75,3.3,1.83,3.75,3.3,1.8,1.6,2.1,1.65,1.95,0.5,1523.57,1645.2
T1,06/03/04,Konyaspor,Bursaspor,1,1,D,0,0,D,1.667,3.25,4.5,1.75,3.4,3.9,1.7,3.3,4.0,1.667,3.4,4.333,1.66,3.4,4.5,1.6,3.3,4.8,1.65,2.0,1.75,1.82,-0.5,1450.34,1384.77
T1,07/03/04,Galatasaray,Adanaspor,3,2,H,1,1,D,1.167,5.5,11.0,1.18,5.5,11.0,1.2,5.0,10.0,1.2,5.5,9.0,1.2,5.5,10.0,1.2,5.0,11.0,1.55,2.2,1.18,3.67,-0.5,1640.3,1321.14
T1,07/03/04,Gaziantepspor,A. Sebatspor,2,2,D,2,0,H,1.571,3.5,5.0,1.55,3.6,5.1,1.55,3.5,4.8,1.533,3.75,5.0,1.53,3.6,5.5,1.6,3.4,4.6,1.6,2.1,1.55,2.11,-0.5,1550.15,1404.76
T1,07/03/04,Istanbulspor,Ankaragucu,2,3,A,0,1,A,2.1,3.2,3.0,2.0,3.3,3.15,2.2,3.1,2.8,2.0,3.2,3.2,2.0,3.25,3.25,2.15,3.2,2.8,1.65,2.0,2.0,1.61,-0.5,1422.54,1465.05
T1,07/03/04,Malatyaspor,Denizlispor,0,1,A,0,1,A,2.3,3.2,2.625,2.2,3.1,2.9,2.1,3.1,3.0,2.25,3.0,2.875,2.25,3.2,2.8,2.3,3.15,2.6,1.71,1.95,2.2,1.25,-0.5,1501.82,1502.57
T1,07/03/04,Trabzonspor,Besiktas,3,0,H,2,0,H,2.875,3.0,2.25,2.6,3.2,2.35,2.6,3.1,2.3,2.8,3.2,2.2,2.6,3.2,2.4,2.75,3.2,2.25,1.71,1.95,1.43,2.35,0.5,1536.67,1710.64
T1,12/03/04,Ankaragucu,Trabzonspor,1,2,A,0,1,A,2.75,3.2,2.25,2.7,3.1,2.2,2.7,3.0,2.3,2.8,3.4,2.1,2.75,3.2,2.3,2.6,3.15,2.3,1.65,2.0,1.44,2.2,0.5,1479.6,1551.79
T1,13/03/04,A. Sebatspor,Galatasaray,2,1,H,0,1,A,4.0,3.4,1.727,4.0,3.3,1.68,4.0,3.3,1.7,3.6,3.4,1.8,4.0,3.25,1.8,4.2,3.25,1.72,1.6,2.1,1.81,1.68,0.5,1412.36,1642.35
T1,13/03/04,Bursaspor,Malatyaspor,3,2,H,1,2,A,2.375,3.2,2.625,2.35,2.8,2.75,2.1,3.0,3.1,2.25,3.0,2.875,2.37,3.1,2.7,2.15,2.95,3.0,1.65,2.0,1.81,1.9,-0.25,1390.31,1485.84
T1,13/03/04,Denizlispor,Istanbulspor,2,0,H,1,0,H,1.615,3.5,4.5,1.6,3.25,4.6,1.7,3.3,4.0,1.615,3.5,4.5,1.72,3.25,4.33,1.7,3.35,4.0,1.71,1.95,1.97,1.75,-0.75,1518.55,1407.99
T1,13/03/04,Fenerbahce,Konyaspor,5,2,H,2,0,H,1.222,5.0,9.0,1.21,4.75,9.0,1.25,4.5,9.0,1.2,5.0,11.0,1.2,5.5,10.0,1.22,5.0,9.5,1.55,2.2,1.21,3.11,-0.5,1656.92,1444.8
T1,14/03/04,Besiktas,Elazigspor,5,3,H,3,2,H,1.222,5.0,9.0,1.21,4.75,9.0,1.2,5.0,10.0,1.25,5.0,8.0,1.2,5.5,10.0,1.2,5.0,11.0,1.65,2.0,1.21,3.11,-0.5,1695.52,1393.56
T1,14/03/04,Rizespor,Gaziantepspor,1,2,A,1,1,D,2.4,3.25,2.5,2.35,3.0,2.55,2.4,3.0,2.6,2.4,3.25,2.5,2.4,3.2,2.6,2.25,3.15,2.65,1.5,2.3,2.35,1.38,-0.5,1424.91,1542.55
T1,14/03/04,Samsunspor,Diyarbakirspor,3,1,H,1,1,D,2.2,3.25,2.75,2.15,3.15,2.75,2.2,3.0,2.9,2.2,3.25,2.75,2.2,3.2,2.87,2.1,3.15,2.9,1.65,2.0,1.9,1.8,-0.25,1464.35,1485.24
T1,19/03/04,Diyarbakirspor,Besiktas,3,1,H,1,0,H,3.75,3.3,1.8,3.5,3.25,1.8,3.6,3.1,1.85,3.6,3.4,1.8,3.6,3.4,1.85,3.8,3.5,1.72,1.6,2.1,1.69,1.8,0.5,1475.54,1697.77
T1,20/03/04,Galatasaray,Rizespor,1,2,A,1,2,A,1.364,3.75,8.0,1.36,4.0,6.5,1.35,4.0,7.0,1.364,4.0,7.0,1.4,4.0,6.5,1.36,4.0,7.0,1.5,2.3,1.85,1.86,-1.25,1625.38,1413.04
T1,20/03/04,Gaziantepspor,Samsunspor,1,0,H,1,0,H,1.727,3.4,4.0,1.7,3.35,3.85,1.65,3.3,4.4,1.667,3.6,4.0,1.75,3.4,4.0,1.8,3.3,3.75,1.65,2.0,1.7,1.79,-0.5,1554.42,1474.05
T1,20/03/04,Konyaspor,Adanaspor,4,1,H,3,0,H,1.444,3.75,6.0,1.4,3.85,5.75,1.45,3.8,5.4,1.5,3.6,5.5,1.5,3.6,6.0,1.5,3.6,5.5,1.55,2.2,1.85,1.86,-1.0,1441.24,1319.09
T1,21/03/04,Elazigspor,Ankaragucu,1,2,A,0,0,D,2.2,3.25,2.75,2.15,3.15,2.75,2.2,3.1,2.8,2.1,3.2,3.0,2.25,3.2,2.8,2.3,3.2,2.65,1.71,1.95,1.9,1.81,-0.25,1391.31,1466.1
T1,21/03/04,Fenerbahce,Bursaspor,3,1,H,1,1,D,1.167,5.5,11.0,1.15,5.6,10.0,1.17,5.5,11.0,1.2,5.5,9.0,1.2,5.5,10.0,1.14,6.0,12.0,1.5,2.3,2.05,1.7,-2.0,1660.48,1402.65
T1,21/03/04,Genclerbirligi,A. Sebatspor,3,1,H,0,0,D,,,,,,,1.8,3.1,3.8,1.8,3.4,3.6,1.83,3.4,3.6,,,,1.55,2.2,,,,1511.85,1429.33
T1,21/03/04,Istanbulspor,Malatyaspor,0,0,D,0,0,D,2.2,3.25,2.75,2.2,3.1,2.7,2.0,3.2,3.1,2.1,3.2,3.0,2.25,3.25,2.75,2.25,3.2,2.7,1.65,2.0,2.0,1.73,-0.25,1402.26,1473.5
T1,21/03/04,Trabzonspor,Denizlispor,1,0,H,0,0,D,1.8,3.3,3.75,1.75,3.25,3.7,1.7,3.3,4.0,1.727,3.6,3.75,1.75,3.4,4.0,1.85,3.4,3.45,1.65,2.0,1.75,1.73,-0.5,1565.29,1524.28
T1,26/03/04,Samsunspor,Galatasaray,1,0,H,0,0,D,2.625,3.2,2.3,2.65,3.2,2.35,3.2,3.1,2.0,2.75,3.25,2.2,2.62,3.2,2.37,2.62,3.2,2.3,1.6,2.1,1.79,1.9,0.25,1467.51,1603.93
T1,27/03/04,A. Sebatspor,Konyaspor,1,1,D,0,0,D,2.1,3.2,3.0,2.05,3.2,3.2,2.1,3.0,3.1,2.0,3.2,3.2,2.1,3.2,3.1,2.3,2.8,3.0,1.65,2.0,1.79,1.92,-0.25,1422.85,1446.68
T1,27/03/04,Adanaspor,Fenerbahce,1,2,A,1,1,D,8.0,4.5,1.286,8.0,4.5,1.3,9.0,4.5,1.25,8.0,4.5,1.286,10.0,5.0,1.22,8.0,4.5,1.28,1.55,2.2,1.86,1.85,1.5,1313.65,1663.31
T1,27/03/04,Ankaragucu,Diyarbakirspor,3,1,H,2,0,H,2.2,3.25,2.75,2.2,3.15,2.9,2.2,3.0,2.9,2.1,3.2,3.0,2.2,3.2,2.88,2.15,3.25,2.85,1.65,2.0,1.97,1.75,-0.25,1479.51,1492.26
T1,27/03/04,Besiktas,Gaziantepspor,4,1,H,3,1,H,1.5,3.6,5.5,1.5,3.75,5.5,1.5,3.7,5.0,1.5,3.6,5.5,1.5,3.75,5.5,1.44,3.75,6.0,1.55,2.2,1.85,1.86,-1.0,1681.05,1560.96
T1,27/03/04,Bursaspor,Istanbulspor,1,1,D,0,0,D,2.0,3.2,3.2,1.95,3.2,3.45,1.9,3.1,3.5,1.909,3.25,3.4,1.85,3.25,3.75,1.9,3.3,3.4,1.71,1.95,1.9,1.69,-0.5,1399.82,1401.23
T1,27/03/04,Denizlispor,Elazigspor,3,0,H,0,0,D,1.4,3.75,7.0,1.44,3.8,6.4,1.35,4.0,7.0,1.444,3.75,6.0,1.44,3.75,6.5,1.4,3.75,7.0,1.65,2.0,1.8,1.91,-1.0,1516.59,1377.9
T1,27/03/04,Malatyaspor,Trabzonspor,2,3,A,2,1,H,3.0,3.2,2.1,3.1,3.25,2.05,3.1,3.0,2.1,3.0,3.4,2.0,3.75,3.25,1.83,2.75,3.25,2.2,,,,,,1474.53,1572.98
T1,27/03/04,Rizespor,Genclerbirligi,2,0,H,1,0,H,2.25,3.25,2.7,2.0,3.25,3.25,2.0,3.1,3.2,2.0,3.4,3.0,2.2,3.25,2.8,2.15,3.3,2.8,,,,,,1434.49,1518.33
T1,31/03/04,Adanaspor,Genclerbirligi,2,2,D,0,0,D,,,,3.5,3.25,1.9,3.4,3.3,1.85,3.4,3.25,1.91,4.0,3.4,1.75,3.75,3.5,1.75,,,1.69,1.9,0.5,1308.85,1506.41
T1,03/04/04,Diyarbakirspor,Denizlispor,0,1,A,0,0,D,2.375,3.1,2.625,2.35,3.15,2.55,2.3,3.1,2.6,2.25,3.25,2.75,2.3,3.2,2.7,2.3,3.3,2.6,1.6,2.1,2.35,1.41,-0.5,1482.83,1521.64
T1,03/04/04,Fenerbahce,A. Sebatspor,4,2,H,3,1,H,1.2,5.0,11.0,1.17,5.0,12.0,1.22,4.7,9.5,1.2,5.0,11.0,1.16,5.5,13.0,1.16,5.5,12.0,1.45,2.45,,,,1668.11,1420.15
T1,03/04/04,Gaziantepspor,Ankaragucu,2,1,H,1,1,D,1.727,3.4,4.0,1.71,3.3,4.0,1.6,3.4,4.6,1.727,3.6,3.75,1.72,3.4,4.2,1.7,3.4,4.1,1.6,2.1,1.6,1.89,-0.5,1555.47,1488.94
T1,03/04/04,Trabzonspor,Istanbulspor,2,0,H,1,0,H,1.286,4.5,8.0,1.27,4.35,8.0,1.33,4.0,7.5,1.333,4.5,6.5,1.3,4.33,8.5,1.3,4.3,8.25,1.6,2.1,1.25,1.82,-0.5,1585.54,1404.68
T1,04/04/04,Adanaspor,Bursaspor,0,3,A,0,0,D,,,,,,,,,,3.2,3.2,2.0,,,,,,,,,,,,1312.27,1396.37
T1,04/04/04,Elazigspor,Malatyaspor,0,0,D,0,0,D,1.615,3.6,4.333,,,,,,,2.0,3.2,3.2,2.0,3.25,3.25,1.5,3.7,5.0,,,,,,1372.85,1461.97
T1,04/04/04,Galatasaray,Besiktas,1,2,A,1,0,H,2.625,3.1,2.375,2.65,3.0,2.35,2.5,3.0,2.5,2.75,3.25,2.25,2.7,3.2,2.3,2.62,3.2,2.3,1.65,2.0,1.41,2.35,0.5,1590.12,1686.54
T1,04/04/04,Genclerbirligi,Samsunspor,2,1,H,0,0,D,1.909,3.25,3.4,1.85,3.25,3.4,2.0,3.1,3.0,1.833,3.4,3.6,1.9,3.25,3.5,1.9,3.4,3.15,1.6,2.1,1.85,1.66,-0.5,1502.99,1481.32
T1,04/04/04,Konyaspor,Rizespor,2,1,H,1,1,D,2.0,3.2,3.2,2.05,3.0,3.2,2.1,2.8,3.3,2.1,3.0,3.2,2.1,3.1,3.2,2.1,2.9,3.3,1.6,2.1,,,,1449.38,1446.41
T1,09/04/04,Rizespor,Fenerbahce,1,0,H,0,0,D,5.0,3.5,1.571,5.75,3.6,1.45,5.4,3.8,1.45,5.0,3.75,1.533,5.0,3.6,1.57,5.5,3.6,1.5,1.5,2.3,2.21,1.45,0.5,1437.51,1671.08
T1,10/04/04,A. Sebatspor,Adanaspor,4,3,H,2,1,H,,,,,,,1.2,4.5,9.0,1.4,4.0,6.0,1.28,4.5,8.0,1.25,4.75,8.0,,,,,,1417.18,1299.2
T1,10/04/04,Ankaragucu,Galatasaray,1,0,H,0,0,D,2.4,3.4,2.4,2.5,3.1,2.4,2.5,3.2,2.3,2.4,3.25,2.5,2.5,3.4,2.37,2.4,3.4,2.4,1.7,2.0,,,,1482.01,1577.49
T1,10/04/04,Bursaspor,Trabzonspor,1,2,A,0,1,A,3.25,3.4,1.909,3.5,3.25,1.85,3.4,3.2,1.9,3.2,3.2,2.0,3.6,3.4,1.85,3.6,3.4,1.8,1.65,2.0,1.69,1.85,0.5,1409.44,1589.68
T1,10/04/04,Istanbulspor,Elazigspor,3,1,H,1,0,H,1.8,3.4,3.75,1.75,3.3,3.75,1.7,3.3,4.0,1.8,3.4,3.6,1.8,3.4,3.75,1.85,3.4,3.45,1.6,2.1,1.75,1.76,-0.5,1400.54,1372.46
T1,11/04/04,Besiktas,Genclerbirligi,2,2,D,1,2,A,1.4,3.75,7.0,1.37,3.75,7.0,1.4,3.9,6.0,1.444,4.0,5.5,1.4,4.0,6.5,1.36,4.5,6.0,1.6,2.1,,,,1699.17,1511.28
T1,11/04/04,Denizlispor,Gaziantepspor,2,0,H,1,0,H,2.0,3.2,3.2,1.9,3.25,3.25,2.1,3.1,3.0,1.909,3.25,3.4,2.0,3.2,3.3,1.95,3.4,3.15,1.71,2.0,1.9,1.63,-0.5,1536.32,1562.4
T1,11/04/04,Malatyaspor,Diyarbakirspor,5,0,H,2,0,H,1.909,3.2,3.5,1.9,3.1,3.5,1.9,3.2,3.4,1.909,3.25,3.4,2.0,3.2,3.4,2.35,3.25,2.55,1.65,2.0,,,,1462.36,1468.15
T1,16/04/04,Galatasaray,Denizlispor,4,3,H,3,3,D,1.909,3.25,3.5,2.0,3.3,3.1,2.1,3.1,3.0,1.909,3.4,3.25,1.9,3.25,3.5,2.0,3.3,3.1,1.6,2.1,,,,1565.15,1546.2
T1,17/04/04,Elazigspor,Trabzonspor,0,3,A,0,0,D,5.5,3.5,1.533,,,,,,,5.0,3.75,1.533,7.0,3.75,1.4,5.5,3.6,1.5,,,,,,1364.37,1599.34
T1,17/04/04,Gaziantepspor,Malatyaspor,1,3,A,0,2,A,1.571,3.5,5.0,1.55,3.4,5.0,1.45,3.8,5.4,1.5,3.75,5.5,1.66,3.4,4.5,1.55,3.6,5.0,1.71,1.95,1.55,2.02,-0.5,1552.52,1471.55
T1,17/04/04,Genclerbirligi,Ankaragucu,1,2,A,1,1,D,2.0,3.2,3.2,1.95,3.15,3.25,2.3,3.0,2.7,2.0,3.2,3.2,1.9,3.25,3.5,2.1,3.1,3.1,1.55,2.2,1.95,1.6,-0.5,1519.78,1494.35
T1,17/04/04,Konyaspor,Besiktas,2,2,D,2,1,H,4.333,3.4,1.667,4.5,3.75,1.55,4.2,3.2,1.7,4.333,3.75,1.615,5.0,3.4,1.61,4.5,3.5,1.61,1.6,2.1,2.05,1.55,0.5,1458.28,1690.67
T1,18/04/04,A. Sebatspor,Bursaspor,0,1,A,0,0,D,,,,1.95,3.15,3.25,2.1,3.0,3.1,1.909,3.4,3.25,2.0,3.25,3.25,1.95,3.35,3.05,1.75,1.9,1.95,1.6,-0.5,1422.73,1399.78
T1,18/04/04,Adanaspor,Rizespor,0,1,A,0,1,A,,,,,,,,,,,,,3.6,3.4,1.8,,,,,,,,,1293.65,1454.59
T1,18/04/04,Diyarbakirspor,Istanbulspor,1,2,A,1,1,D,1.909,3.25,3.4,1.85,3.25,3.5,,,,1.909,3.4,3.25,1.85,3.25,3.75,1.9,3.4,3.25,1.62,2.05,,,,1458.96,1408.63
T1,18/04/04,Fenerbahce,Samsunspor,1,1,D,1,0,H,1.222,5.0,10.0,1.17,5.5,10.0,1.2,5.0,10.0,1.2,5.0,11.0,1.2,5.0,12.0,1.2,5.5,9.0,1.5,2.3,,,,1654.0,1473.03
T1,21/04/04,Samsunspor,Konyaspor,2,3,A,0,2,A,1.83,3.2,3.75,1.7,3.25,4.0,,,,1.83,3.25,3.75,1.83,3.25,3.75,1.9,3.3,3.4,,,1.7,1.79,-0.5,1481.39,1462.83
T1,23/04/04,Malatyaspor,Galatasaray,1,2,A,0,0,D,2.37,3.1,2.62,2.4,3.2,2.55,2.5,3.0,2.5,2.4,3.25,2.5,2.4,3.2,2.6,2.4,3.25,2.5,1.6,2.1,2.4,1.42,-0.5,1490.03,1573.53
T1,24/04/04,Bursaspor,Elazigspor,4,0,H,1,0,H,,,,,,,,,,,,,,,,1.2,5.0,9.0,,,,,,1416.53,1356.5
T1,24/04/04,Istanbulspor,Gaziantepspor,0,1,A,0,0,D,,,,,,,,,,,,,,,,1.5,3.75,4.5,,,,,,1426.22,1534.04
T1,24/04/04,Rizespor,A. Sebatspor,0,1,A,0,1,A,,,,,,,,,,,,,,,,,,,,,,,,1464.92,1405.98
T1,24/04/04,Trabzonspor,Diyarbakirspor,2,0,H,1,0,H,1.25,5.0,8.0,1.2,5.3,10.0,1.15,6.0,12.0,1.25,5.0,8.0,1.25,5.0,8.5,1.25,5.0,8.0,1.55,2.2,1.2,3.46,-0.5,1607.21,1441.37
T1,25/04/04,Ankaragucu,Konyaspor,1,0,H,0,0,D,1.72,3.4,4.0,1.75,3.25,4.1,,,,1.73,3.6,3.75,1.8,3.25,4.0,1.7,3.4,3.9,1.6,2.1,1.75,1.81,-0.5,1511.18,1479.44
T1,25/04/04,Besiktas,Fenerbahce,1,3,A,0,1,A,2.25,3.1,2.8,2.3,3.05,2.8,2.4,3.0,2.6,2.2,3.2,2.8,2.38,3.1,2.7,2.2,3.0,3.0,1.9,1.75,2.3,1.46,-0.5,1686.12,1645.64
T1,25/04/04,Denizlispor,Genclerbirligi,1,2,A,0,1,A,1.72,3.4,4.0,1.7,3.4,4.2,1.65,3.3,4.4,1.67,3.6,4.0,1.75,3.4,4.0,1.7,3.4,4.1,1.6,2.1,1.7,1.88,-0.5,1537.82,1502.95
T1,25/04/04,Samsunspor,Adanaspor,2,1,H,2,0,H,,,,,,,,,,,,,,,,1.3,4.75,6.5,,,,,,1464.78,1283.32
T1,30/04/04,Adanaspor,Besiktas,1,0,H,0,0,D,,,,9.0,6.0,1.15,9.5,4.8,1.22,,,,8.5,6.0,1.16,11.0,6.0,1.17,,,,,,1279.19,1668.82
T1,01/05/04,Fenerbahce,Ankaragucu,3,1,H,0,1,A,1.16,5.5,11.0,1.13,6.0,12.0,1.2,5.0,10.0,1.17,5.5,12.0,1.14,6.0,12.0,1.22,5.0,10.0,,,,,,1662.94,1519.16
T1,01/05/04,Gaziantepspor,Trabzonspor,1,2,A,0,1,A,4.33,3.6,1.61,4.25,3.6,1.6,,,,4.33,3.75,1.62,4.5,3.6,1.6,4.0,3.6,1.67,,,1.95,1.6,0.5,1546.26,1611.66
T1,01/05/04,Genclerbirligi,Malatyaspor,2,2,D,1,2,A,2.1,3.2,3.0,1.95,3.2,3.2,2.0,3.2,2.1,2.25,3.2,2.75,2.0,3.2,3.2,2.0,3.2,3.2,,,1.95,1.6,-0.5,1520.07,1476.94
T1,01/05/04,Konyaspor,Denizlispor,1,1,D,0,1,A,,,,2.55,3.0,2.4,2.3,3.1,2.6,2.5,3.25,2.4,2.62,3.2,2.3,2.62,3.2,2.3,,,,,,1471.46,1520.7
T1,02/05/04,A. Sebatspor,Samsunspor,1,0,H,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,1423.83,1468.91
T1,02/05/04,Bursaspor,Rizespor,4,2,H,0,2,A,,,,,,,,,,,,,,,,,,,,,,,,1423.65,1447.07
T1,02/05/04,Elazigspor,Diyarbakirspor,0,1,A,0,1,A,,,,,,,,,,,,,,,,,,,,,,,,1349.38,1436.92
T1,02/05/04,Galatasaray,Istanbulspor,2,2,D,1,1,D,1.66,3.6,4.0,1.75,3.5,3.5,,,,1.67,3.75,3.75,1.7,3.75,3.75,1.7,3.75,3.75,,,1.75,1.75,-0.5,1586.62,1414.0
T1,08/05/04,Ankaragucu,Adanaspor,1,2,A,0,0,D,,,,,,,,,,,,,1.29,4.5,7.5,1.3,4.5,7.0,,,,,,1514.23,1300.22
T1,08/05/04,Elazigspor,Gaziantepspor,1,2,A,1,1,D,,,,,,,,,,,,,,,,4.5,3.5,1.6,,,,,,1336.43,1532.52
T1,08/05/04,Malatyaspor,Konyaspor,1,3,A,0,1,A,,,,1.85,3.25,3.4,1.9,3.2,3.3,1.91,3.4,3.25,1.91,3.2,3.4,1.85,3.3,3.4,,,1.55,1.82,-0.5,1481.82,1469.65
T1,09/05/04,Besiktas,A. Sebatspor,0,2,A,0,2,A,1.83,3.5,3.4,1.9,3.5,2.9,,,,1.91,3.4,3.25,1.83,3.6,3.2,2.0,3.6,2.75,,,1.9,1.59,-0.5,1647.79,1434.37
T1,09/05/04,Denizlispor,Fenerbahce,0,4,A,0,3,A,5.0,3.5,1.57,4.5,3.5,1.55,4.2,3.7,1.55,5.0,3.6,1.53,5.0,3.5,1.57,4.75,3.6,1.55,,,1.97,1.55,0.5,1522.51,1667.87
T1,09/05/04,Diyarbakirspor,Bursaspor,0,3,A,0,1,A,,,,4.5,4.0,1.45,,,,4.5,3.75,1.57,4.33,4.0,1.53,4.5,4.0,1.45,,,2.12,1.45,0.5,1449.87,1433.44
T1,09/05/04,Istanbulspor,Genclerbirligi,3,0,H,2,0,H,,,,1.4,4.2,5.0,,,,1.5,3.75,5.5,1.5,3.75,5.0,1.4,4.2,5.0,,,,,,1422.19,1515.19
T1,09/05/04,Samsunspor,Rizespor,2,1,H,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,1458.37,1437.28
T1,09/05/04,Trabzonspor,Galatasaray,2,4,A,0,2,A,1.44,3.75,6.0,1.45,3.8,5.0,,,,1.5,3.75,5.5,1.44,3.75,6.0,1.45,3.8,4.75,,,1.45,2.16,-0.5,1625.4,1578.43
T1,14/05/04,Fenerbahce,Malatyaspor,2,4,A,1,2,A,,,,1.3,4.0,7.5,1.4,3.9,6.0,1.36,4.0,7.0,1.3,4.33,8.5,,,,,,2.05,1.51,-1.5,1678.75,1465.42
T1,15/05/04,A. Sebatspor,Ankaragucu,3,2,H,3,2,H,,,,,,,1.3,4.5,6.5,1.33,4.33,7.0,1.29,4.5,7.5,1.3,4.7,6.8,,,1.3,2.74,-0.5,1455.84,1492.75
T1,15/05/04,Adanaspor,Denizlispor,4,1,H,1,0,H,,,,,,,2.8,3.1,2.2,4.0,3.6,1.67,3.75,3.5,1.73,3.2,3.5,1.9,,,1.64,1.9,0.5,1321.7,1511.63
T1,15/05/04,Bursaspor,Samsunspor,1,0,H,1,0,H,,,,,,,1.3,4.5,6.5,1.29,4.5,8.0,1.3,5.0,6.5,1.25,5.2,7.5,,,1.25,3.0,-0.5,1449.98,1466.68
T1,15/05/04,Galatasaray,Elazigspor,3,1,H,1,1,D,,,,,,,1.35,4.3,6.0,,,,1.29,4.5,8.0,1.25,5.0,8.0,,,,,,1595.92,1327.3
T1,15/05/04,Gaziantepspor,Diyarbakirspor,4,1,H,1,0,H,,,,1.5,3.5,5.0,1.6,3.4,4.6,,,,1.57,3.5,5.0,1.5,3.8,5.0,1.5,2.3,1.5,2.06,-0.5,1541.65,1433.33
T1,15/05/04,Genclerbirligi,Trabzonspor,2,2,D,1,2,A,,,,2.0,3.25,2.85,2.3,3.1,2.6,,,,2.1,3.25,2.88,,,,,,2.2,1.44,-0.5,1502.94,1607.91
T1,15/05/04,Konyaspor,Istanbulspor,0,2,A,0,2,A,,,,,,,,,,4.5,3.75,1.57,4.0,4.0,1.6,4.75,4.0,1.5,,,2.05,1.55,0.5,1486.05,1434.44
