Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SBH,SBD,SBA,WHH,WHD,WHA,GB>2.5,GB<2.5,GBAHH,GBAHA,GBAH,EloHome,EloAway
T1,02/11/03,A. Sebatspor,Fenerbahce,1,1,D,1,1,D,8.0,4.0,1.33,7.5,4.5,1.3,7.0,4.0,1.35,7.0,4.33,1.33,8.5,4.33,1.3,7.0,4.33,1.33,1.5,2.3,1.85,1.85,1.5,1349.26,1601.1
T1,02/11/03,Bursaspor,Adanaspor,6,0,H,3,0,H,1.83,3.25,3.6,1.68,3.3,4.33,1.65,3.3,4.4,1.73,3.4,4.0,1.7,3.4,4.33,1.75,3.3,3.8,1.6,2.1,1.9,1.8,-0.75,1407.94,1387.78
T1,02/11/03,Malatyaspor,Elazigspor,3,0,H,0,0,D,1.36,4.0,7.0,1.33,4.25,7.0,1.35,4.0,7.0,1.33,4.33,7.0,1.36,4.0,7.5,1.4,3.6,7.0,1.55,2.2,1.9,1.8,-1.5,1527.65,1366.49
T1,02/11/03,Rizespor,Konyaspor,1,1,D,1,1,D,1.8,3.25,3.75,1.68,3.4,4.2,1.7,3.2,4.2,1.73,3.4,4.0,1.73,3.4,4.2,1.65,3.5,4.1,1.6,2.1,1.9,1.8,-0.75,1436.82,1400.76
T1,07/11/03,Trabzonspor,Bursaspor,2,0,H,0,0,D,1.36,4.0,7.0,1.45,3.75,5.55,1.4,3.9,6.0,1.5,3.6,5.5,1.44,3.75,6.5,1.5,3.5,5.5,1.55,2.2,1.86,1.88,-1.0,1523.89,1416.28
T1,08/11/03,Adanaspor,A. Sebatspor,1,2,A,0,1,A,1.83,3.5,3.5,1.8,3.25,3.6,1.85,3.3,3.4,1.909,3.4,3.25,1.9,3.4,3.3,2.0,3.3,3.0,1.65,2.0,1.78,1.96,-0.5,1379.44,1354.4
T1,08/11/03,Konyaspor,Samsunspor,0,0,D,0,0,D,1.9,3.5,3.2,1.95,3.2,3.2,2.0,3.2,3.1,2.0,3.4,3.0,1.9,3.4,3.4,2.0,3.3,3.0,1.6,2.1,1.92,1.83,-0.5,1405.42,1424.27
T1,09/11/03,Diyarbakirspor,Malatyaspor,2,0,H,2,0,H,2.37,3.4,2.5,2.4,3.0,2.55,2.3,3.0,2.7,2.4,3.4,2.4,2.4,3.2,2.6,2.4,3.1,2.5,1.55,2.2,1.83,1.92,0.0,1409.68,1532.2
T1,09/11/03,Elazigspor,Istanbulspor,1,1,D,1,1,D,2.75,3.2,2.25,2.75,3.1,2.2,3.0,3.3,2.0,2.8,3.4,2.1,2.8,3.3,2.2,2.8,3.3,2.1,1.65,2.0,1.83,1.92,0.25,1361.94,1464.14
T1,09/11/03,Galatasaray,Ankaragucu,2,1,H,1,1,D,1.2,5.5,11.0,1.17,5.25,10.0,1.25,4.5,9.0,1.2,5.5,9.0,1.22,5.0,10.0,1.14,6.0,12.0,1.56,2.1,,,,1721.29,1475.47
T1,09/11/03,Gaziantepspor,Denizlispor,1,2,A,1,0,H,1.8,3.25,3.75,1.8,3.2,3.7,1.85,3.2,3.5,1.667,3.6,4.0,1.72,3.4,4.2,1.72,3.5,3.75,1.71,1.95,1.78,1.96,-0.5,1562.07,1464.58
T1,09/11/03,Genclerbirligi,Besiktas,1,2,A,0,2,A,3.75,3.25,1.8,3.4,3.25,1.85,3.4,3.2,1.9,3.5,3.5,1.8,3.75,3.4,1.8,3.6,3.4,1.8,1.6,2.1,1.92,1.83,0.5,1547.91,1756.48
T1,22/11/03,Ankaragucu,Genclerbirligi,2,3,A,1,2,A,2.5,3.25,2.37,2.45,3.05,2.45,2.4,3.2,2.4,2.4,3.25,2.5,2.7,3.2,2.3,3.2,3.1,2.0,1.55,2.2,1.85,1.85,0.0,1472.47,1539.19
T1,22/11/03,Besiktas,Konyaspor,1,1,D,1,1,D,1.14,6.0,12.0,1.15,6.0,11.0,1.2,5.0,10.0,1.1,7.0,13.0,1.18,5.5,12.0,1.22,5.0,9.5,1.45,2.45,,,,1765.2,1402.55
T1,22/11/03,Denizlispor,Galatasaray,2,1,H,1,1,D,4.33,3.4,1.66,3.85,3.4,1.7,4.0,3.2,1.75,4.33,3.4,1.67,4.0,3.25,1.8,3.6,3.4,1.8,1.65,2.0,1.75,1.95,0.75,1483.51,1724.29
T1,22/11/03,Malatyaspor,Gaziantepspor,0,0,D,0,0,D,1.8,3.25,3.75,1.77,3.2,3.75,1.75,3.2,4.0,1.83,3.4,3.5,1.85,3.25,3.75,1.85,3.2,3.5,1.65,2.0,1.75,1.95,-0.5,1518.89,1543.14
T1,23/11/03,Bursaspor,A. Sebatspor,1,1,D,1,0,H,1.66,3.4,4.33,1.6,3.5,4.4,1.65,3.3,4.4,1.62,3.6,4.5,1.67,3.4,4.5,1.6,3.2,5.0,1.6,2.1,1.85,1.85,-0.75,1410.47,1371.21
T1,23/11/03,Istanbulspor,Diyarbakirspor,1,3,A,1,3,A,1.72,3.4,4.0,1.7,3.5,3.75,1.8,3.3,3.6,1.67,3.6,4.0,1.75,3.4,4.0,1.7,3.2,4.2,1.6,2.1,1.95,1.75,-0.75,1464.06,1422.99
T1,23/11/03,Rizespor,Adanaspor,0,2,A,0,0,D,1.53,3.4,5.5,1.45,3.5,6.0,1.45,3.8,5.4,1.53,3.75,5.0,1.44,3.6,7.0,1.6,3.2,5.0,1.5,2.3,1.8,1.9,-1.0,1432.16,1362.63
T1,23/11/03,Samsunspor,Fenerbahce,3,0,H,2,0,H,4.33,3.4,1.66,4.3,3.1,1.7,4.4,3.3,1.65,4.0,3.4,1.73,4.33,3.4,1.7,4.0,3.4,1.72,1.6,2.1,1.75,1.95,0.75,1427.14,1595.96
T1,23/11/03,Trabzonspor,Elazigspor,2,2,D,1,1,D,1.25,4.5,10.0,1.21,5.0,9.0,1.2,5.0,10.0,1.25,5.0,8.0,1.22,5.0,10.0,1.25,5.0,7.5,1.55,2.2,,,,1529.7,1362.02
T1,28/11/03,Galatasaray,Malatyaspor,2,2,D,1,0,H,1.36,4.0,7.0,1.3,4.3,7.5,1.4,3.9,6.0,1.3,4.5,7.5,1.3,4.33,8.5,1.33,4.0,8.0,1.55,2.2,1.85,1.85,-1.5,1706.99,1516.21
T1,29/11/03,A. Sebatspor,Rizespor,1,0,H,0,0,D,2.2,3.25,2.75,2.0,3.2,3.1,2.1,3.1,3.0,1.91,3.25,3.4,2.25,3.1,2.88,2.15,3.25,2.75,1.65,2.0,2.0,1.73,-0.5,1375.97,1414.0
T1,29/11/03,Diyarbakirspor,Trabzonspor,2,2,D,0,1,A,2.5,3.25,2.37,2.55,3.15,2.35,2.7,3.0,2.3,2.5,3.25,2.4,2.62,3.2,2.38,2.5,3.2,2.35,1.55,2.2,1.9,1.8,0.0,1440.3,1521.61
T1,29/11/03,Elazigspor,Bursaspor,1,0,H,0,0,D,2.37,3.25,2.5,2.2,3.2,2.7,2.3,3.0,2.7,2.1,3.4,2.8,2.38,3.25,2.6,2.25,3.25,2.6,1.65,2.0,1.9,1.8,-0.25,1370.11,1405.71
T1,29/11/03,Konyaspor,Ankaragucu,1,1,D,1,0,H,2.0,3.2,3.2,2.0,3.2,3.1,2.3,3.0,2.7,2.1,3.4,2.8,2.0,3.25,3.25,2.15,3.25,2.75,1.6,2.1,2.0,1.73,-0.5,1413.42,1458.78
T1,30/11/03,Adanaspor,Samsunspor,2,3,A,1,1,D,2.37,3.25,2.5,2.3,3.15,2.6,2.4,3.1,2.5,2.6,3.4,2.25,2.25,3.25,2.75,2.25,3.25,2.6,1.65,2.0,1.77,1.95,0.0,1380.79,1442.08
T1,30/11/03,Fenerbahce,Besiktas,2,2,D,0,0,D,2.5,3.25,2.37,2.5,3.0,2.5,2.3,3.1,2.6,2.75,3.25,2.2,2.5,3.2,2.5,2.5,3.1,2.5,1.65,2.0,1.85,1.85,0.0,1581.02,1754.33
T1,30/11/03,Gaziantepspor,Istanbulspor,2,1,H,0,0,D,1.66,3.4,4.33,1.7,3.4,4.0,1.7,3.2,4.2,1.73,3.4,4.0,1.73,3.4,4.2,1.8,3.3,3.6,1.6,2.1,1.95,1.77,-0.75,1545.82,1446.75
T1,30/11/03,Genclerbirligi,Denizlispor,1,3,A,1,1,D,1.9,3.25,3.4,1.9,3.25,3.3,2.0,3.1,3.2,1.91,3.25,3.4,1.91,3.25,3.5,1.9,3.25,3.3,1.55,2.2,1.85,1.85,-0.5,1552.88,1500.81
T1,05/12/03,Besiktas,Adanaspor,2,1,H,0,0,D,1.14,5.5,15.0,1.15,5.5,11.0,1.15,6.0,12.0,1.125,6.5,13.0,1.12,6.5,13.0,1.12,6.5,12.0,1.47,2.48,,,,1751.73,1366.9
T1,06/12/03,Diyarbakirspor,Elazigspor,2,0,H,1,0,H,1.53,3.4,5.5,1.55,3.5,4.75,1.55,3.5,4.8,1.5,3.4,6.0,1.53,3.6,5.5,1.55,3.5,4.9,1.55,2.2,1.85,1.85,-1.0,1439.63,1380.32
T1,06/12/03,Istanbulspor,Galatasaray,3,1,H,1,0,H,4.33,3.4,1.66,4.25,3.5,1.62,4.4,3.3,1.65,4.0,3.4,1.727,4.0,3.5,1.72,4.0,3.4,1.72,1.6,2.1,1.85,1.85,0.75,1440.72,1698.44
T1,06/12/03,Samsunspor,A. Sebatspor,1,1,D,0,1,A,1.66,3.4,4.33,1.67,3.4,4.0,1.6,3.4,4.6,1.615,3.5,4.5,1.66,3.4,4.5,1.65,3.3,4.4,1.55,2.2,1.9,1.8,-0.75,1455.97,1386.26
T1,06/12/03,Trabzonspor,Gaziantepspor,3,0,H,1,0,H,1.66,3.4,4.33,1.75,3.4,3.6,1.7,3.2,4.2,1.8,3.4,3.6,1.8,3.4,3.75,1.8,3.25,3.65,1.6,2.1,1.75,1.95,-0.5,1522.28,1551.85
T1,07/12/03,Ankaragucu,Fenerbahce,1,4,A,0,1,A,3.4,3.25,1.9,3.5,3.2,1.85,3.5,3.2,1.85,3.2,3.2,2.0,3.75,3.25,1.83,3.6,3.3,1.83,1.6,2.1,1.85,1.85,0.5,1460.73,1583.62
T1,07/12/03,Denizlispor,Konyaspor,3,2,H,1,1,D,1.5,3.4,6.0,1.5,3.5,5.25,1.55,3.5,4.8,1.444,3.75,6.0,1.53,3.6,5.5,1.5,3.6,5.2,1.71,1.95,1.85,1.85,-1.0,1518.46,1411.47
T1,07/12/03,Malatyaspor,Genclerbirligi,1,1,D,0,1,A,1.9,3.25,3.4,1.9,3.2,3.3,1.8,3.3,3.6,1.833,3.4,3.5,1.9,3.25,3.5,2.0,3.25,3.05,1.6,2.1,1.9,1.8,-0.5,1524.76,1535.23
T1,07/12/03,Rizespor,Bursaspor,1,0,H,0,0,D,1.9,3.25,3.4,1.9,3.2,3.3,1.85,3.2,3.5,2.0,3.2,3.2,1.85,3.25,3.75,1.85,3.35,3.35,1.79,1.85,1.9,1.8,-0.5,1403.71,1395.5
T1,13/12/03,A. Sebatspor,Besiktas,1,2,A,1,0,H,7.0,4.0,1.364,6.5,3.7,1.4,7.0,4.0,1.35,6.5,4.0,1.4,7.5,4.0,1.36,7.0,4.33,1.33,1.5,2.3,1.85,1.85,1.25,1391.92,1753.18
T1,13/12/03,Fenerbahce,Denizlispor,2,0,H,0,0,D,1.533,3.4,5.5,1.5,3.6,5.1,1.5,3.7,5.0,1.533,3.75,5.0,1.44,3.75,6.5,1.53,3.6,5.0,1.5,2.3,1.8,1.9,-1.0,1595.3,1524.28
T1,13/12/03,Gaziantepspor,Elazigspor,3,1,H,1,1,D,1.444,3.75,6.0,1.4,3.7,6.5,1.4,3.9,6.0,1.4,3.75,7.0,1.4,3.75,7.5,1.44,3.75,5.5,1.6,2.1,1.85,1.85,-1.25,1541.85,1373.18
T1,13/12/03,Genclerbirligi,Istanbulspor,1,0,H,0,0,D,1.727,3.4,4.0,1.7,3.5,3.75,1.75,3.3,3.8,1.727,3.4,4.0,1.72,3.4,4.2,1.72,3.25,4.0,1.55,2.2,1.7,2.0,-0.5,1538.38,1458.53
T1,14/12/03,Adanaspor,Ankaragucu,1,3,A,0,1,A,2.3,3.25,2.625,2.35,3.25,2.45,2.4,3.2,2.4,2.4,3.25,2.5,2.37,3.2,2.62,2.3,3.1,2.62,1.6,2.1,1.8,1.9,0.0,1365.45,1449.05
T1,14/12/03,Bursaspor,Diyarbakirspor,0,0,D,0,0,D,2.1,3.2,3.0,2.0,3.3,3.0,2.3,3.1,2.6,2.1,3.2,3.0,2.1,3.25,3.0,2.25,3.2,2.62,1.65,2.0,2.0,1.7,-0.5,1386.77,1446.77
T1,14/12/03,Galatasaray,Trabzonspor,1,2,A,0,2,A,1.5,3.6,5.5,1.5,3.6,5.1,1.55,3.5,4.8,1.5,3.75,5.0,1.61,3.5,4.75,1.5,3.6,5.5,1.55,2.2,1.8,1.9,-1.0,1680.63,1532.28
T1,14/12/03,Konyaspor,Malatyaspor,3,3,D,2,1,H,2.5,3.1,2.5,2.4,3.1,2.5,2.5,2.9,2.6,2.4,3.0,2.6,2.5,3.2,2.5,2.37,3.2,2.5,1.9,1.75,1.8,1.9,0.0,1405.65,1521.61
T1,14/12/03,Rizespor,Samsunspor,1,2,A,0,0,D,2.1,3.2,3.0,2.1,3.25,2.8,2.0,3.2,3.1,2.2,3.25,2.75,2.2,3.2,2.87,2.2,3.2,2.7,1.83,1.83,1.8,1.9,-0.25,1412.44,1450.31
T1,20/12/03,Besiktas,Rizespor,5,3,H,1,1,D,1.143,6.0,12.0,1.13,5.1,15.0,1.15,6.0,12.0,1.125,6.5,13.0,1.17,5.5,13.0,1.12,6.5,12.0,1.5,2.3,,,,1757.73,1397.73
T1,20/12/03,Elazigspor,Galatasaray,2,2,D,1,2,A,5.5,3.5,1.533,5.5,3.6,1.45,5.0,3.7,1.5,5.0,3.75,1.533,5.5,3.6,1.53,5.5,3.6,1.5,1.6,2.1,1.85,1.86,1.0,1368.79,1660.46
T1,20/12/03,Trabzonspor,Genclerbirligi,1,3,A,1,1,D,1.667,3.4,4.333,1.58,3.6,4.2,1.7,3.3,4.0,1.615,3.6,4.5,1.57,3.6,5.0,1.72,3.4,3.8,1.55,2.2,1.93,1.78,-0.75,1552.45,1544.93
T1,21/12/03,Ankaragucu,A. Sebatspor,1,1,D,1,0,H,1.667,3.4,4.333,1.6,3.45,4.25,1.65,3.3,4.4,1.667,3.6,4.0,1.67,3.5,4.33,1.61,3.4,4.5,1.65,2.0,,,,1462.14,1387.37
T1,21/12/03,Denizlispor,Adanaspor,1,1,D,1,1,D,1.4,3.75,7.0,1.35,3.8,7.0,1.4,3.9,6.0,1.364,4.0,7.0,1.33,4.33,7.5,1.36,4.0,6.5,1.6,2.1,1.86,1.85,-1.25,1517.48,1352.36
T1,21/12/03,Diyarbakirspor,Gaziantepspor,2,1,H,0,1,A,2.3,3.2,2.625,2.15,3.25,2.7,2.2,3.1,2.8,2.1,3.4,2.8,2.2,3.2,2.87,2.1,3.2,2.87,1.6,2.1,1.9,1.81,-0.25,1448.2,1546.24
T1,21/12/03,Istanbulspor,Konyaspor,2,3,A,1,1,D,1.667,3.4,4.333,1.65,3.3,4.2,1.65,3.3,4.4,1.615,3.6,4.5,1.66,3.5,4.33,1.61,3.4,4.5,1.71,1.95,1.65,2.1,-0.5,1451.98,1406.22
T1,21/12/03,Malatyaspor,Fenerbahce,2,2,D,1,2,A,2.8,3.2,2.2,3.0,3.2,2.05,2.8,3.1,2.2,3.0,3.2,2.1,3.0,3.25,2.1,3.1,3.3,2.0,1.55,2.2,1.75,1.98,0.25,1521.04,1602.1
T1,21/12/03,Samsunspor,Bursaspor,0,0,D,0,0,D,1.615,3.6,4.333,1.65,3.3,4.2,1.6,3.4,4.6,1.667,3.6,4.0,1.61,3.5,4.75,1.57,3.3,5.0,1.6,2.1,1.65,2.1,-0.5,1465.02,1385.34
T1,18/01/04,Fenerbahce,Rizespor,4,1,H,2,0,H,1.2,5.0,11.0,1.2,4.85,10.0,1.22,4.8,9.5,1.167,5.5,13.0,1.2,5.0,12.0,1.16,6.0,10.0,1.55,2.2,,,,1602.78,1396.08
T1,23/01/04,Diyarbakirspor,Galatasaray,0,0,D,0,0,D,3.4,3.25,1.9,3.5,3.2,1.85,3.5,3.2,1.85,3.5,3.4,1.83,3.75,3.25,1.83,3.6,3.3,1.83,1.6,2.1,1.79,1.91,0.5,1460.63,1654.19
T1,24/01/04,Denizlispor,A. Sebatspor,1,2,A,0,0,D,1.5,3.6,5.5,1.45,3.6,5.9,1.55,3.5,4.8,1.44,3.75,6.0,1.44,3.75,6.5,1.44,3.6,6.0,1.71,1.95,1.8,1.91,-1.0,1509.44,1393.18
T1,25/01/04,Ankaragucu,Rizespor,4,1,H,2,0,H,,,,1.65,3.3,4.4,1.6,3.4,4.6,1.73,3.6,3.75,1.75,3.4,4.0,1.72,3.3,4.0,1.65,2.0,1.87,1.84,-0.75,1456.33,1392.43
T1,25/01/04,Besiktas,Samsunspor,1,4,A,1,1,D,1.22,5.0,9.0,1.2,5.0,9.5,1.2,5.0,10.0,1.17,5.5,12.0,1.2,5.5,10.0,1.2,5.0,11.0,1.55,2.2,1.83,1.88,-1.75,1759.38,1459.08
T1,25/01/04,Elazigspor,Genclerbirligi,1,1,D,0,1,A,3.4,3.25,1.9,3.5,3.2,1.85,3.4,3.2,1.9,3.6,3.4,1.8,3.4,3.4,1.91,3.1,3.2,2.0,1.65,2.0,1.86,1.85,0.5,1375.06,1561.18
T1,25/01/04,Gaziantepspor,Bursaspor,3,2,H,1,1,D,1.5,3.6,5.5,1.45,3.6,5.9,1.45,3.8,5.4,1.44,3.75,6.0,1.44,3.75,6.5,1.44,3.6,6.0,1.65,2.0,1.8,1.91,-1.0,1533.81,1391.28
T1,25/01/04,Istanbulspor,Fenerbahce,0,1,A,0,1,A,4.33,3.4,1.66,4.85,3.5,1.55,4.6,3.4,1.6,4.0,3.6,1.67,5.5,3.6,1.53,4.33,3.4,1.66,1.6,2.1,1.81,1.9,1.0,1434.52,1606.43
T1,25/01/04,Malatyaspor,Adanaspor,2,0,H,1,0,H,1.44,3.75,6.0,1.36,3.75,7.5,1.35,4.0,7.0,1.4,3.75,7.0,1.33,4.2,8.0,1.44,3.6,6.0,1.6,2.1,1.77,1.95,-1.25,1520.36,1360.4
T1,25/01/04,Trabzonspor,Konyaspor,0,3,A,0,1,A,1.4,3.75,7.0,1.4,3.6,7.0,1.35,4.0,7.0,1.33,4.0,8.0,1.36,4.0,7.5,1.44,3.6,6.0,1.6,2.1,1.85,1.86,-1.25,1536.2,1423.68
T1,31/01/04,Galatasaray,Gaziantepspor,3,0,H,1,0,H,1.5,3.6,5.5,1.55,3.7,5.0,1.6,3.4,4.6,1.571,3.5,5.0,1.57,3.6,5.0,1.5,3.6,5.5,1.65,2.0,1.8,1.91,-0.75,1650.9,1538.77
T1,01/02/04,A. Sebatspor,Malatyaspor,2,2,D,1,1,D,2.5,3.1,2.5,2.45,3.15,2.5,2.5,3.0,2.5,2.5,3.25,2.4,2.5,3.2,2.5,2.35,3.2,2.5,1.75,1.9,1.85,1.86,0.0,1412.59,1524.93
T1,01/02/04,Adanaspor,Istanbulspor,1,1,D,0,1,A,2.5,3.25,2.4,2.6,3.2,2.35,,,,2.5,3.25,2.4,2.6,3.2,2.4,2.6,3.25,2.25,,,1.95,1.77,0.0,1355.83,1424.57
T1,01/02/04,Bursaspor,Besiktas,0,1,A,0,0,D,,,,3.9,3.4,1.75,3.8,3.1,1.8,4.5,3.6,1.615,4.5,3.3,1.7,5.5,3.45,1.5,,,,,,1386.32,1736.65
T1,01/02/04,Fenerbahce,Trabzonspor,3,1,H,2,1,H,1.615,3.5,4.5,1.6,3.45,4.8,1.6,3.3,4.8,1.571,3.5,5.0,1.61,3.4,5.0,1.53,3.6,5.0,1.6,2.1,1.84,1.87,-0.75,1616.38,1516.88
T1,01/02/04,Genclerbirligi,Diyarbakirspor,3,4,A,1,1,D,1.8,3.3,3.75,1.75,3.3,4.05,1.75,3.2,4.0,1.8,3.4,3.6,1.8,3.3,4.0,1.8,3.3,3.6,1.71,1.95,1.75,1.97,-0.5,1558.14,1463.92
T1,01/02/04,Konyaspor,Elazigspor,2,0,H,2,0,H,1.667,3.3,4.5,1.65,3.35,4.6,1.6,3.3,4.8,1.615,3.6,4.5,1.66,3.4,4.5,1.6,3.4,4.6,1.65,2.0,1.93,1.78,-0.75,1443.0,1378.1
T1,01/02/04,Rizespor,Denizlispor,1,2,A,0,1,A,2.625,3.2,2.3,2.6,3.2,2.35,2.4,3.2,2.4,2.6,3.4,2.25,2.7,3.25,2.3,2.45,3.2,2.4,1.71,1.95,1.95,1.77,0.0,1385.43,1490.03
T1,01/02/04,Samsunspor,Ankaragucu,3,2,H,1,1,D,1.833,3.2,3.75,1.85,3.2,3.7,1.8,3.2,3.7,1.833,3.4,3.5,1.85,3.25,3.75,1.8,3.3,3.6,1.71,1.95,1.85,1.86,-0.5,1481.81,1463.33
T1,06/02/04,Ankaragucu,Besiktas,1,1,D,0,0,D,4.5,3.5,1.61,4.5,3.3,1.6,3.8,3.3,1.75,4.5,3.75,1.57,5.0,3.4,1.62,4.5,3.5,1.61,1.65,2.0,1.86,1.86,1.0,1454.93,1741.43
T1,07/02/04,Denizlispor,Samsunspor,1,0,H,1,0,H,1.8,3.4,3.6,1.85,3.25,3.5,2.0,3.1,3.2,1.833,3.4,3.5,1.8,3.4,3.75,2.0,3.1,3.2,1.6,2.1,1.85,1.86,-0.5,1502.36,1490.21
T1,07/02/04,Diyarbakirspor,Konyaspor,1,1,D,0,0,D,1.727,3.4,4.0,1.7,3.25,4.1,1.75,3.2,4.0,1.667,3.6,4.0,1.75,3.4,4.0,1.72,3.25,4.0,1.6,2.1,1.91,1.8,-0.75,1482.76,1449.98
T1,07/02/04,Elazigspor,Fenerbahce,0,1,A,0,1,A,6.5,3.6,1.444,6.0,3.5,1.45,6.0,3.9,1.4,6.5,3.25,1.5,6.5,3.75,1.44,5.5,3.6,1.5,1.6,2.1,1.8,1.91,1.25,1371.12,1622.4
T1,07/02/04,Gaziantepspor,Genclerbirligi,2,0,H,0,0,D,1.909,3.25,3.4,1.95,3.2,3.2,1.9,3.2,3.4,1.8,3.4,3.6,2.0,3.25,3.25,2.0,3.1,3.2,1.6,2.1,1.95,1.77,-0.5,1533.08,1539.3
T1,07/02/04,Malatyaspor,Rizespor,0,1,A,0,0,D,1.4,3.75,7.0,1.4,3.65,6.5,1.4,3.9,6.0,1.4,3.75,7.0,1.44,3.75,6.5,1.44,3.6,6.0,1.6,2.1,1.95,1.77,-1.25,1524.49,1373.1
T1,08/02/04,Galatasaray,Bursaspor,0,0,D,0,0,D,1.25,5.0,8.0,1.25,4.5,8.5,1.22,4.8,9.5,1.2,5.0,11.0,1.28,4.5,8.5,1.2,5.0,11.0,1.55,2.2,1.77,1.95,-1.75,1656.59,1381.54
T1,08/02/04,Istanbulspor,A. Sebatspor,1,3,A,1,2,A,1.909,3.25,3.4,2.0,3.1,3.2,2.0,3.1,3.2,2.0,3.2,3.2,2.0,3.25,3.25,1.9,3.2,3.3,1.71,1.95,2.0,1.7,-0.5,1425.69,1413.03
T1,08/02/04,Trabzonspor,Adanaspor,2,1,H,0,1,A,1.25,5.0,8.0,1.25,4.35,8.35,1.3,4.2,8.0,1.333,4.333,7.0,1.25,4.75,9.5,1.3,4.0,8.5,1.6,2.1,1.85,1.86,-1.5,1510.86,1354.71
T1,14/02/04,Adanaspor,Elazigspor,1,2,A,0,0,D,2.0,3.2,3.2,1.95,3.2,3.2,1.9,3.1,3.5,1.909,3.4,3.25,2.0,3.25,3.25,1.9,3.25,3.25,1.65,2.0,1.72,2.0,-0.25,1350.05,1363.74
T1,14/02/04,Samsunspor,Malatyaspor,1,0,H,0,0,D,1.909,3.25,3.4,2.0,3.1,3.2,1.9,3.1,3.5,1.909,3.4,3.25,2.0,3.25,3.25,2.0,3.2,3.1,1.65,2.0,1.75,1.95,-0.25,1481.61,1504.25
T1,15/02/04,A. Sebatspor,Trabzonspor,0,0,D,0,0,D,3.2,3.2,2.0,3.7,3.2,1.8,3.7,3.2,1.8,3.25,3.4,1.909,3.25,3.25,2.0,3.7,3.4,1.75,1.6,2.1,2.1,1.65,0.25,1429.45,1515.52
T1,15/02/04,Besiktas,Denizlispor,3,1,H,1,1,D,1.364,4.0,7.0,1.35,4.25,6.0,1.45,3.8,5.4,1.3,4.333,8.0,1.33,4.33,7.5,1.36,4.0,7.0,1.6,2.1,1.77,1.95,-1.25,1735.3,1510.96
T1,15/02/04,Bursaspor,Ankaragucu,1,0,H,1,0,H,2.1,3.2,3.0,2.1,3.1,3.0,2.2,3.0,2.9,2.0,3.25,3.2,2.1,3.1,3.2,2.2,3.2,2.7,1.65,2.0,1.7,2.02,-0.25,1391.45,1461.06
T1,15/02/04,Fenerbahce,Diyarbakirspor,2,2,D,0,1,A,1.3,4.333,8.0,1.3,4.3,7.25,1.33,4.0,7.5,1.333,4.333,7.0,1.33,4.0,8.5,1.3,4.33,8.0,1.55,2.2,1.88,1.83,-1.5,1629.78,1478.2
T1,15/02/04,Genclerbirligi,Galatasaray,2,2,D,2,1,H,2.75,3.25,2.2,2.75,3.1,2.2,3.1,3.0,2.1,3.0,3.4,2.0,2.87,3.2,2.2,3.0,3.2,2.1,1.55,2.2,1.79,1.92,0.25,1530.09,1646.68
T1,15/02/04,Konyaspor,Gaziantepspor,0,3,A,0,1,A,2.375,3.1,2.625,2.3,3.1,2.6,2.3,3.0,2.7,2.4,3.2,2.5,2.3,3.2,2.7,2.3,3.1,2.62,1.71,1.95,1.75,1.95,0.0,1454.54,1542.29
T1,16/02/04,Rizespor,Istanbulspor,1,0,H,1,0,H,2.1,3.2,3.0,2.1,3.1,2.9,1.9,3.1,3.5,2.1,3.4,2.8,2.1,3.2,3.1,2.1,3.2,2.87,1.65,2.0,1.79,1.92,-0.25,1393.34,1409.27
T1,21/02/04,Galatasaray,Konyaspor,2,1,H,1,0,H,1.364,3.75,8.0,1.35,4.0,6.8,1.35,4.0,7.0,1.444,3.75,6.0,1.4,3.75,7.5,1.4,3.75,7.0,1.55,2.2,1.84,1.87,-1.25,1646.08,1441.6
T1,21/02/04,Genclerbirligi,Bursaspor,2,0,H,1,0,H,1.571,3.5,5.0,1.55,3.5,4.85,1.6,3.4,4.6,1.5,3.6,5.5,1.57,3.6,5.0,1.45,3.55,6.0,1.65,2.0,1.85,1.86,-1.0,1530.69,1402.86
T1,21/02/04,Malatyaspor,Besiktas,0,0,D,0,0,D,3.5,3.2,1.909,3.7,3.2,1.8,3.4,3.2,1.9,4.0,3.6,1.667,4.0,3.2,1.8,4.0,3.4,1.72,1.65,2.0,1.72,1.8,0.5,1494.49,1738.65
T1,22/02/04,Denizlispor,Ankaragucu,0,1,A,0,1,A,1.727,3.4,4.0,1.65,3.35,4.3,1.7,3.2,4.2,1.571,3.5,5.0,1.61,3.4,5.0,1.6,3.45,4.5,1.65,2.0,1.85,1.85,-0.75,1507.61,1449.65
T1,22/02/04,Diyarbakirspor,Adanaspor,3,1,H,1,1,D,1.4,3.75,7.0,1.35,4.0,6.8,1.4,3.9,6.0,1.4,3.75,7.0,1.4,3.75,7.5,1.3,4.0,8.5,1.6,2.1,1.89,1.82,-1.25,1485.94,1334.51
T1,22/02/04,Gaziantepspor,Fenerbahce,1,5,A,0,2,A,3.2,3.2,2.0,3.0,3.2,2.05,3.1,3.0,2.1,3.0,3.2,2.1,3.25,3.25,2.0,3.3,3.3,1.9,1.65,2.0,1.87,1.84,0.25,1555.23,1622.04
