Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SOH,SOD,SOA,SBH,SBD,SBA,WHH,WHD,WHA,EloHome,EloAway
SC3,14/02/04,Montrose,Elgin,4.0,3.0,H,3.0,1.0,H,1.571,3.75,4.5,1.6,3.6,4.4,1.55,3.4,4.3,1.5,4.0,5.0,,,,1.57,3.6,4.5,1.57,4.0,4.2,997.37,878.5
SC3,14/02/04,Peterhead,Stranraer,2.0,0.0,H,2.0,0.0,H,2.375,3.5,2.375,2.4,3.4,2.4,2.3,3.1,2.3,2.25,3.5,2.5,,,,2.4,3.5,2.3,2.37,3.5,2.37,1136.54,1157.54
SC3,14/02/04,Queens Park,Stirling,1.0,4.0,A,1.0,2.0,A,4.333,3.6,1.615,4.0,3.5,1.7,3.8,3.3,1.65,3.75,3.5,1.727,,,,4.0,3.5,1.66,3.8,3.75,1.66,965.4,1137.78
SC3,17/02/04,Albion Rvs,Stranraer,1.0,4.0,A,0.0,2.0,A,3.75,3.6,1.72,3.75,3.65,1.7,3.3,3.4,1.75,3.75,3.5,1.73,,,,,,,3.75,3.6,1.73,1060.27,1147.83
SC3,21/02/04,East Stirling,Gretna,2.0,4.0,A,1.0,2.0,A,9.0,5.5,1.2,8.5,5.4,1.21,6.0,4.4,1.3,7.0,5.0,1.286,,,,9.0,5.0,1.22,8.0,5.5,1.22,762.0,1121.4
SC3,21/02/04,Elgin,Albion Rvs,1.0,2.0,A,0.0,1.0,A,2.75,3.5,2.1,2.8,3.5,2.05,2.4,3.3,2.2,3.0,3.4,2.0,,,,2.75,3.5,2.1,2.87,3.6,2.0,872.98,1047.32
SC3,21/02/04,Montrose,Stirling,1.0,4.0,A,1.0,3.0,A,4.0,3.6,1.667,3.8,3.6,1.7,3.5,3.4,1.7,3.5,3.5,1.8,,,,4.0,3.6,1.66,3.75,3.6,1.72,1002.89,1147.71
SC3,21/02/04,Peterhead,Cowdenbeath,0.0,0.0,D,0.0,0.0,D,1.727,3.6,3.75,1.7,3.6,3.8,1.75,3.4,3.3,1.727,3.5,3.75,,,,1.66,3.6,4.0,1.72,3.6,3.75,1146.25,1086.8
SC3,21/02/04,Stranraer,Queens Park,3.0,1.0,H,0.0,0.0,D,1.333,4.5,6.5,1.36,4.5,5.8,1.4,3.9,4.8,1.4,4.333,5.5,,,,1.33,4.33,7.0,1.4,4.33,5.5,1160.78,955.47
SC3,28/02/04,Gretna,Montrose,1.0,2.0,A,1.0,0.0,H,1.444,4.0,5.5,1.44,4.0,5.5,1.55,3.5,4.2,1.533,3.75,5.0,,,,1.4,4.0,6.0,1.53,4.0,4.5,1125.99,991.99
SC3,28/02/04,Queens Park,Peterhead,1.0,0.0,H,1.0,0.0,H,3.5,3.5,1.8,3.5,3.5,1.8,2.8,3.4,1.9,3.4,3.5,1.833,,,,3.5,3.6,1.75,4.2,3.75,1.61,951.79,1140.88
SC3,02/03/04,East Stirling,Queens Park,2.0,4.0,A,1.0,2.0,A,5.0,3.75,1.53,4.5,3.8,1.57,3.6,3.6,1.6,4.5,3.75,1.57,,,,,,,5.0,3.8,1.5,757.41,967.43
SC3,02/03/04,Gretna,Stirling,1.0,0.0,H,1.0,0.0,H,2.6,3.5,2.2,2.55,3.5,2.25,2.7,3.1,2.1,2.38,3.5,2.38,2.7,3.5,2.1,2.7,3.5,2.1,2.37,3.5,2.37,1106.15,1158.61
SC3,06/03/04,Cowdenbeath,Albion Rvs,1.0,1.0,D,0.0,1.0,A,1.8,3.5,3.5,1.8,3.5,3.45,1.8,3.2,3.3,1.727,3.5,3.75,1.8,3.5,3.4,1.8,3.5,3.4,1.8,3.6,3.4,1092.17,1057.19
SC3,06/03/04,East Stirling,Montrose,1.0,4.0,A,1.0,3.0,A,7.0,3.75,1.4,5.8,4.1,1.4,4.8,3.9,1.4,5.5,4.333,1.4,,,,,,,6.5,4.2,1.36,748.74,1011.83
SC3,06/03/04,Peterhead,Gretna,2.0,1.0,H,0.0,1.0,A,2.375,3.5,2.375,2.25,3.5,2.5,2.2,3.1,2.5,2.2,3.5,2.625,2.25,3.5,2.5,2.25,3.5,2.5,2.4,3.4,2.4,1125.24,1116.95
SC3,06/03/04,Queens Park,Elgin,4.0,0.0,H,1.0,0.0,H,1.615,3.6,4.333,1.63,3.7,4.1,1.6,3.4,3.9,1.533,3.75,5.0,1.62,3.75,4.0,1.61,3.75,4.0,1.61,3.75,4.2,976.1,863.11
SC3,06/03/04,Stranraer,Stirling,1.0,1.0,D,0.0,0.0,D,2.25,3.5,2.5,2.3,3.5,2.45,2.1,3.1,2.7,2.25,3.4,2.625,2.25,3.5,2.5,2.25,3.5,2.5,2.25,3.5,2.5,1164.46,1147.81
SC3,09/03/04,Albion Rvs,East Stirling,5.0,1.0,H,4.0,0.0,H,1.25,5.0,8.0,1.23,5.6,7.0,1.3,4.0,7.0,1.222,5.0,10.0,,,,,,,1.22,5.0,9.5,1061.82,741.71
SC3,09/03/04,Cowdenbeath,Stranraer,1.0,2.0,A,1.0,0.0,H,3.0,3.4,2.0,2.85,3.45,2.05,2.9,3.2,1.9,3.0,3.4,2.0,2.8,3.5,2.05,2.8,3.5,2.05,3.1,3.6,1.9,1087.54,1160.41
SC3,10/03/04,Stirling,Elgin,6.0,1.0,H,3.0,0.0,H,1.2,5.0,11.0,1.18,5.5,10.0,1.2,4.7,9.0,1.167,5.5,12.0,1.18,5.25,10.0,1.18,5.25,10.0,1.2,6.0,8.0,1151.86,857.44
SC3,13/03/04,Albion Rvs,Queens Park,3.0,1.0,H,2.0,1.0,H,2.2,3.5,2.6,2.2,3.5,2.6,2.2,3.1,2.5,2.2,3.5,2.625,2.2,3.5,2.6,2.2,3.5,2.6,2.3,3.4,2.5,1063.86,981.77
SC3,13/03/04,Elgin,Peterhead,1.0,0.0,H,0.0,0.0,D,5.5,3.6,1.5,4.7,3.8,1.53,3.8,3.7,1.55,5.5,4.0,1.444,,,,4.75,3.75,1.53,5.0,3.8,1.5,855.1,1133.97
SC3,13/03/04,Gretna,Stranraer,0.0,0.0,D,0.0,0.0,D,2.375,3.5,2.375,2.37,3.5,2.37,2.3,3.1,2.3,2.25,3.4,2.625,2.38,3.5,2.38,2.4,3.4,2.4,2.37,3.5,2.37,1108.22,1173.88
SC3,13/03/04,Montrose,Cowdenbeath,1.0,1.0,D,1.0,1.0,D,2.375,3.5,2.375,2.37,3.5,2.37,2.3,3.1,2.3,2.2,3.5,2.625,2.38,3.5,2.38,2.4,3.4,2.4,2.37,3.5,2.37,1018.86,1074.07
SC3,13/03/04,Stirling,East Stirling,6.0,0.0,H,2.0,0.0,H,1.083,7.5,15.0,1.1,6.5,15.0,1.1,5.5,11.0,1.083,7.0,17.0,,,,1.1,6.5,15.0,1.1,6.5,17.0,1154.2,739.67
SC3,16/03/04,Albion Rvs,Peterhead,3.0,3.0,D,3.0,1.0,H,2.75,3.5,2.1,2.85,3.3,2.1,2.3,3.1,2.3,2.62,3.5,2.2,2.6,3.5,2.2,2.6,3.5,2.2,2.75,3.5,2.1,1070.35,1115.55
SC3,16/03/04,Elgin,Cowdenbeath,0.0,0.0,D,0.0,0.0,D,4.0,3.6,1.66,3.9,3.5,1.7,2.8,3.1,2.0,3.4,3.5,1.83,3.5,3.75,1.73,3.75,3.5,1.75,3.3,3.75,1.8,873.52,1075.67
SC3,20/03/04,Gretna,Elgin,2.0,1.0,H,2.0,1.0,H,1.25,5.0,8.0,1.3,4.7,6.8,1.33,4.3,5.5,1.222,5.5,8.0,1.3,4.33,7.5,1.3,4.33,7.5,1.3,5.0,6.5,1106.99,877.09
SC3,20/03/04,Montrose,Albion Rvs,3.0,1.0,H,0.0,0.0,D,2.2,3.5,2.6,2.2,3.5,2.6,2.3,3.1,2.3,2.1,3.5,2.75,2.1,3.4,2.8,2.1,3.4,2.8,2.3,3.6,2.4,1017.26,1068.39
SC3,20/03/04,Peterhead,Stirling,0.0,0.0,D,0.0,0.0,D,2.625,3.4,2.2,2.55,3.4,2.25,2.5,3.1,2.2,2.5,3.5,2.25,2.63,3.4,2.2,2.62,3.4,2.2,2.5,3.4,2.3,1117.51,1155.43
SC3,20/03/04,Queens Park,Cowdenbeath,1.0,2.0,A,1.0,0.0,H,2.3,3.4,2.5,2.35,3.45,2.4,2.3,3.1,2.3,2.375,3.5,2.375,2.38,3.4,2.4,2.37,3.4,2.4,2.4,3.4,2.4,975.28,1072.1
SC3,24/03/04,East Stirling,Stranraer,1.0,2.0,A,1.0,2.0,A,13.0,7.0,1.11,13.0,7.0,1.11,11.0,5.5,1.15,,,,,,,,,,12.0,6.5,1.12,738.44,1175.11
SC3,27/03/04,Albion Rvs,Gretna,1.0,2.0,A,1.0,2.0,A,2.75,3.5,2.1,2.9,3.5,2.0,2.7,3.1,2.1,2.75,3.5,2.1,2.75,3.4,2.1,2.75,3.4,2.1,2.87,3.6,2.0,1057.64,1110.25
SC3,27/03/04,Cowdenbeath,East Stirling,2.0,0.0,H,1.0,0.0,H,1.143,6.0,12.0,1.13,6.3,11.8,1.17,4.5,8.0,1.125,6.5,12.0,,,,,,,1.12,6.5,12.0,1084.71,735.29
SC3,27/03/04,Elgin,Montrose,2.0,1.0,H,0.0,0.0,D,3.2,3.5,1.909,3.4,3.45,1.85,2.9,3.2,1.9,2.75,3.5,2.1,3.2,3.4,1.91,3.2,3.4,1.9,3.4,3.5,1.83,873.83,1028.01
SC3,27/03/04,Stirling,Queens Park,0.0,0.0,D,0.0,0.0,D,1.286,4.5,8.0,1.33,4.4,6.8,1.35,3.9,6.0,1.333,4.333,7.0,1.33,4.33,6.5,1.33,4.33,6.5,1.36,4.2,6.5,1157.64,962.67
SC3,27/03/04,Stranraer,Peterhead,1.0,1.0,D,1.0,0.0,H,1.667,3.6,4.0,1.75,3.6,3.6,1.75,3.3,3.4,1.8,3.5,3.5,1.73,3.5,3.75,1.72,3.5,3.75,1.8,3.5,3.5,1178.26,1115.3
SC3,03/04/04,Cowdenbeath,Elgin,2.0,0.0,H,1.0,0.0,H,1.4,4.333,5.5,1.45,3.9,5.5,1.5,3.6,4.4,1.286,5.0,7.0,1.44,3.75,5.5,1.44,3.8,5.5,1.5,3.6,5.5,1086.46,888.26
SC3,03/04/04,Peterhead,Albion Rvs,5.0,0.0,H,3.0,0.0,H,1.571,3.75,4.5,1.6,3.6,4.5,1.65,3.3,3.8,1.615,3.5,4.5,1.62,3.5,4.33,1.61,3.5,4.33,1.61,3.6,4.33,1120.77,1043.45
SC3,03/04/04,Queens Park,East Stirling,1.0,0.0,H,1.0,0.0,H,1.25,5.0,8.0,1.2,5.5,9.0,1.22,4.5,8.0,1.143,6.0,12.0,,,,,,,1.16,6.5,9.0,971.3,733.54
SC3,03/04/04,Stirling,Gretna,0.0,1.0,A,0.0,1.0,A,1.909,3.5,3.2,1.85,3.5,3.3,2.0,3.1,2.8,1.833,3.4,3.5,1.91,3.5,3.1,1.9,3.5,3.1,2.1,3.5,2.75,1149.01,1124.44
SC3,03/04/04,Stranraer,Montrose,6.0,0.0,H,2.0,0.0,H,1.5,3.8,5.0,1.5,3.8,5.0,1.5,3.6,4.4,1.5,3.6,5.5,1.53,3.75,4.5,1.53,3.75,4.6,1.5,3.6,5.5,1172.79,1013.58
SC3,10/04/04,Albion Rvs,Stirling,3.0,5.0,A,2.0,2.0,D,3.75,3.6,1.727,3.75,3.6,1.7,3.5,3.4,1.7,3.4,3.5,1.833,3.75,3.6,1.7,3.75,3.6,1.7,3.75,3.6,1.72,1036.83,1132.21
SC3,10/04/04,East Stirling,Peterhead,0.0,3.0,A,0.0,2.0,A,11.0,6.0,1.167,10.5,5.6,1.16,,,,11.0,5.0,1.2,,,,,,,12.0,6.5,1.12,730.41,1127.39
SC3,10/04/04,Elgin,Stranraer,0.0,0.0,D,0.0,0.0,D,5.5,4.333,1.4,5.5,4.2,1.4,5.5,4.0,1.35,7.0,4.0,1.364,5.5,3.8,1.44,5.5,3.8,1.44,6.0,4.5,1.36,884.45,1177.38
SC3,10/04/04,Gretna,Cowdenbeath,0.0,1.0,A,0.0,0.0,D,1.727,3.6,3.75,1.7,3.6,3.75,,,,1.667,3.6,4.0,1.7,3.6,3.75,1.7,3.6,3.75,1.72,3.75,3.6,1141.24,1090.27
SC3,10/04/04,Montrose,Queens Park,1.0,1.0,D,1.0,0.0,H,2.1,3.5,2.75,2.05,3.4,2.85,2.2,3.1,2.5,1.909,3.5,3.2,2.0,3.5,2.875,2.0,3.5,2.87,2.25,3.4,2.6,1008.99,974.43
SC3,17/04/04,Albion Rvs,Elgin,1.0,2.0,A,1.0,1.0,D,1.727,3.6,3.75,1.67,3.6,4.0,1.7,3.3,3.6,1.533,3.75,5.0,1.67,3.6,4.0,1.66,3.6,4.0,1.66,3.6,4.0,1024.16,890.76
SC3,17/04/04,Cowdenbeath,Peterhead,0.0,3.0,A,0.0,0.0,D,2.3,3.4,2.5,2.3,3.4,2.5,2.2,3.1,2.5,2.2,3.5,2.625,2.25,3.4,2.6,2.25,3.4,2.6,2.3,3.4,2.5,1107.88,1131.22
SC3,17/04/04,Gretna,East Stirling,5.0,1.0,H,3.0,0.0,H,1.1,6.5,15.0,1.08,7.3,15.0,1.12,6.0,12.0,1.1,7.0,15.0,,,,,,,1.08,7.5,15.0,1123.63,726.58
SC3,17/04/04,Queens Park,Stranraer,0.0,2.0,A,0.0,2.0,A,4.0,3.6,1.667,4.1,3.6,1.65,4.0,3.3,1.6,3.75,3.5,1.727,4.0,3.6,1.67,4.0,3.6,1.66,4.2,4.0,1.57,979.04,1171.07
SC3,17/04/04,Stirling,Montrose,1.0,1.0,D,1.0,1.0,D,1.333,4.5,6.5,1.35,4.3,6.5,1.4,3.7,5.3,1.364,4.0,7.0,1.33,4.5,6.5,1.33,4.0,8.0,1.36,4.2,6.5,1144.88,1004.38
SC3,24/04/04,East Stirling,Albion Rvs,1.0,8.0,A,1.0,2.0,A,6.5,4.5,1.33,5.5,4.33,1.4,,,,5.5,4.33,1.4,,,,,,,5.5,4.33,1.4,725.23,1004.33
SC3,24/04/04,Elgin,Stirling,0.0,1.0,A,0.0,1.0,A,5.5,4.33,1.4,5.5,4.33,1.4,,,,5.5,3.6,1.5,6.0,4.33,1.36,5.75,4.33,1.36,4.5,4.2,1.5,910.59,1137.39
SC3,24/04/04,Montrose,Gretna,1.0,4.0,A,0.0,2.0,A,3.2,3.5,1.9,3.3,3.5,1.85,,,,3.0,3.4,2.0,3.25,3.5,1.83,3.25,3.5,1.83,3.3,3.6,1.83,1011.87,1124.98
SC3,24/04/04,Peterhead,Queens Park,1.0,1.0,D,0.0,1.0,A,1.53,4.0,4.5,1.53,4.0,4.5,,,,1.57,3.75,4.5,1.5,4.0,4.5,1.5,4.0,4.5,1.53,4.0,4.5,1146.43,969.78
SC3,24/04/04,Stranraer,Cowdenbeath,1.0,0.0,H,0.0,0.0,D,1.4,4.33,6.5,1.45,4.0,5.3,,,,1.44,4.0,5.5,1.4,4.2,5.5,1.4,4.2,5.5,1.44,4.0,5.5,1180.33,1092.67
SC3,01/05/04,Cowdenbeath,Montrose,0.0,0.0,D,0.0,0.0,D,1.83,3.5,3.4,1.85,3.4,3.4,,,,1.83,3.5,3.4,1.83,3.5,3.25,1.83,3.6,3.3,1.83,3.5,3.25,1086.33,999.84
SC3,01/05/04,East Stirling,Stirling,0.0,3.0,A,0.0,1.0,A,17.0,7.5,1.07,15.0,7.5,1.08,,,,15.0,8.0,1.07,,,,15.0,8.0,1.07,,,,718.66,1145.52
SC3,01/05/04,Peterhead,Elgin,3.0,1.0,H,0.0,1.0,A,1.4,4.33,5.5,1.44,4.0,5.5,,,,1.4,4.33,5.5,1.44,3.8,5.5,1.4,4.33,5.5,1.44,3.8,5.5,1138.16,902.46
SC3,01/05/04,Queens Park,Albion Rvs,0.0,1.0,A,0.0,0.0,D,2.25,3.5,2.5,2.25,3.5,2.5,,,,2.0,3.4,3.0,2.25,3.4,2.5,2.3,3.6,2.4,2.25,3.4,2.5,978.05,1010.9
SC3,01/05/04,Stranraer,Gretna,3.0,2.0,H,1.0,1.0,D,1.83,3.6,3.4,1.83,3.4,3.5,,,,1.91,3.5,3.2,1.8,3.6,3.3,1.9,3.6,3.1,1.8,3.6,3.3,1186.67,1137.01
SC3,08/05/04,Albion Rvs,Cowdenbeath,2.0,4.0,A,1.0,2.0,A,2.5,3.4,2.3,2.45,3.5,2.3,,,,2.38,3.5,2.38,2.38,3.5,2.38,2.38,3.5,2.38,2.37,3.5,2.37,1025.79,1080.2
SC3,08/05/04,Elgin,Queens Park,1.0,3.0,A,1.0,3.0,A,2.37,3.5,2.37,2.4,3.5,2.35,,,,2.25,3.5,2.5,2.38,3.5,2.38,2.38,3.5,2.38,2.5,3.4,2.3,899.3,963.16
SC3,08/05/04,Gretna,Peterhead,3.0,2.0,H,3.0,0.0,H,2.0,3.4,3.0,2.2,3.5,2.6,,,,2.1,3.5,2.75,2.0,3.6,2.88,2.0,3.6,2.88,2.2,3.5,2.62,1129.58,1141.32
SC3,08/05/04,Montrose,East Stirling,1.0,0.0,H,0.0,0.0,D,1.2,5.5,9.0,1.15,6.3,10.0,,,,1.11,6.5,15.0,,,,,,,1.12,6.5,12.0,1005.97,715.35
SC3,08/05/04,Stirling,Stranraer,2.0,2.0,D,0.0,0.0,D,2.3,3.4,2.5,2.3,3.4,2.5,,,,2.25,3.2,2.75,2.3,3.4,2.5,2.3,3.4,2.5,2.4,3.25,2.5,1148.83,1194.1
SC3,15/05/04,Cowdenbeath,Stirling,0.0,5.0,A,0.0,2.0,A,3.75,3.6,1.72,3.6,3.6,1.7,,,,4.33,3.4,1.67,3.75,3.5,1.73,3.75,3.5,1.73,4.2,3.75,1.61,1094.33,1146.88
SC3,15/05/04,East Stirling,Elgin,2.0,1.0,H,1.0,1.0,D,4.75,3.75,1.53,4.25,3.8,1.55,,,,5.5,4.0,1.44,,,,,,,3.6,3.75,1.72,712.96,885.5
SC3,15/05/04,Peterhead,Montrose,1.0,2.0,A,1.0,1.0,D,1.61,3.6,4.33,1.6,3.6,4.2,,,,1.57,3.75,4.5,1.62,3.4,4.5,1.62,3.4,4.5,1.61,3.75,4.2,1131.93,1008.36
SC3,15/05/04,Queens Park,Gretna,1.0,1.0,D,1.0,0.0,H,3.2,3.5,1.9,3.15,3.5,1.85,,,,3.0,3.4,2.0,3.1,3.5,1.91,3.1,3.5,1.91,3.6,3.75,1.72,976.96,1138.97
SC3,15/05/04,Stranraer,Albion Rvs,4.0,0.0,H,3.0,0.0,H,1.25,5.0,8.0,1.25,4.6,8.0,,,,1.22,5.0,10.0,1.3,4.0,8.5,1.3,4.0,8.5,1.33,3.75,9.0,1196.05,1011.66
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
