Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SOH,SOD,SOA,SBH,SBD,SBA,WHH,WHD,WHA,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,EloHome,EloAway
SC1,20/12/03,St Johnstone,Queen of Sth,2,2,D,1,1,D,1.833,3.5,3.4,1.83,3.4,3.5,1.75,3.3,3.4,1.727,3.5,3.75,,,,1.83,3.5,3.4,1.8,3.5,3.5,,,,,,,,,,,,,,,,,,,,,,,,,1471.07,1427.69
SC1,27/12/03,Ayr,Raith Rvs,1,0,H,1,0,H,2.3,3.4,2.5,2.3,3.3,2.55,2.2,3.1,2.5,2.1,3.5,2.75,,,,2.2,3.5,2.6,2.37,3.3,2.5,,,,,,,,,,,,,,,,,,,,,,,,,1323.25,1293.81
SC1,27/12/03,Brechin,Clyde,1,3,A,0,0,D,4.0,3.6,1.667,4.0,3.5,1.7,3.6,3.3,1.7,3.4,3.5,1.833,,,,4.0,3.75,1.61,4.0,3.6,1.66,,,,,,,,,,,,,,,,,,,,,,,,,1266.5,1535.09
SC1,27/12/03,Inverness C,St Johnstone,1,0,H,0,0,D,2.1,3.5,2.75,2.2,3.4,2.65,2.1,3.1,2.7,1.909,3.5,3.2,,,,2.1,3.4,2.8,2.25,3.4,2.6,,,,,,,,,,,,,,,,,,,,,,,,,1496.84,1466.19
SC1,27/12/03,Queen of Sth,Falkirk,2,0,H,0,0,D,2.3,3.4,2.5,2.35,3.4,2.45,2.3,3.1,2.3,2.2,3.5,2.625,,,,2.25,3.5,2.5,2.4,3.4,2.4,,,,,,,,,,,,,,,,,,,,,,,,,1432.57,1505.01
SC1,27/12/03,St Mirren,Ross County,1,1,D,1,0,H,2.25,3.5,2.5,2.35,3.4,2.45,2.2,3.1,2.5,2.2,3.5,2.625,,,,2.37,3.5,2.37,2.4,3.4,2.4,,,,,,,,,,,,,,,,,,,,,,,,,1359.32,1383.73
SC1,03/01/04,Ayr,Queen of Sth,1,1,D,0,1,A,2.75,3.5,2.1,3.0,3.4,2.0,2.7,3.1,2.1,3.0,3.4,2.0,,,,3.2,3.5,1.9,3.0,3.4,2.0,,,,,,,,,,,,,,,,,,,,,,,,,1331.3,1444.08
SC1,03/01/04,Raith Rvs,Falkirk,2,0,H,1,0,H,2.75,3.5,2.1,3.0,3.4,2.0,2.9,3.2,1.9,3.4,3.5,1.833,,,,3.0,3.4,2.0,3.2,3.5,1.9,,,,,,,,,,,,,,,,,,,,,,,,,1285.76,1493.5
SC1,03/01/04,Ross County,Inverness C,1,0,H,0,0,D,2.5,3.4,2.3,2.5,3.4,2.3,2.5,3.1,2.2,2.5,3.25,2.4,,,,2.5,3.3,2.37,2.5,3.4,2.3,,,,,,,,,,,,,,,,,,,,,,,,,1386.41,1504.85
SC1,03/01/04,St Johnstone,Brechin,2,2,D,2,0,H,1.4,3.75,7.0,1.4,4.1,6.0,1.4,3.7,5.3,1.4,4.0,6.0,,,,1.36,4.0,7.0,1.36,4.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,1458.18,1259.63
SC1,03/01/04,St Mirren,Clyde,2,3,A,1,2,A,2.75,3.5,2.1,2.6,3.5,2.2,2.5,3.1,2.2,2.75,3.5,2.1,,,,2.75,3.5,2.1,2.62,3.5,2.2,,,,,,,,,,,,,,,,,,,,,,,,,1356.64,1541.96
SC1,17/01/04,Brechin,St Mirren,2,0,H,0,0,D,2.6,3.5,2.2,2.6,3.35,2.25,2.5,3.1,2.2,2.5,3.5,2.25,,,,2.62,3.4,2.2,2.6,3.4,2.25,,,,,,,,,,,,,,,,,,,,,,,,,1268.33,1347.15
SC1,17/01/04,Falkirk,Ross County,2,0,H,1,0,H,2.1,3.25,3.0,2.25,3.4,2.55,2.2,3.1,2.5,2.2,3.5,2.62,,,,2.2,3.4,2.62,2.3,3.4,2.5,,,,,,,,,,,,,,,,,,,,,,,,,1477.24,1399.57
SC1,17/01/04,Inverness C,Ayr,2,1,H,1,0,H,1.4,3.75,7.0,1.4,3.8,6.6,1.4,3.7,5.3,1.44,4.0,5.5,,,,1.4,3.75,7.0,1.4,3.75,7.0,,,,,,,,,,,,,,,,,,,,,,,,,1491.69,1331.76
SC1,17/01/04,Queen of Sth,Raith Rvs,1,1,D,0,0,D,1.61,3.6,4.33,1.6,3.65,4.35,1.6,3.4,3.9,1.57,3.75,4.5,,,,1.57,3.75,4.5,1.61,3.6,4.33,,,,,,,,,,,,,,,,,,,,,,,,,1443.62,1302.02
SC1,24/01/04,Brechin,Inverness C,2,4,A,1,2,A,4.0,3.6,1.66,4.15,3.5,1.67,3.6,3.3,1.7,3.75,3.5,1.73,,,,4.33,3.6,1.62,4.5,3.5,1.61,,,,,,,,,,,,,,,,,,,,,,,,,1280.07,1496.26
SC1,24/01/04,Clyde,Falkirk,4,2,H,0,2,A,1.83,3.5,3.4,1.8,3.4,3.6,2.0,3.1,2.8,1.83,3.5,3.4,,,,1.8,3.5,3.5,2.0,3.4,3.0,,,,,,,,,,,,,,,,,,,,,,,,,1551.45,1483.85
SC1,24/01/04,Ross County,Ayr,1,1,D,1,0,H,1.61,3.6,4.33,1.6,3.6,4.5,1.55,3.5,4.2,1.62,3.5,4.5,,,,1.62,3.6,4.33,1.57,3.75,4.5,,,,,,,,,,,,,,,,,,,,,,,,,1392.96,1327.19
SC1,24/01/04,St Johnstone,Raith Rvs,5,2,H,3,1,H,1.61,3.6,4.33,1.65,3.5,4.2,1.65,3.3,3.8,1.57,3.75,4.5,,,,1.67,3.6,4.0,1.66,3.6,4.0,,,,,,,,,,,,,,,,,,,,,,,,,1449.48,1309.54
SC1,24/01/04,St Mirren,Queen of Sth,3,1,H,1,0,H,2.5,3.4,2.3,2.55,3.25,2.35,2.3,3.1,2.3,2.38,3.5,2.38,,,,2.6,3.4,2.25,2.6,3.3,2.3,,,,,,,,,,,,,,,,,,,,,,,,,1335.41,1436.1
SC1,31/01/04,Ayr,Brechin,1,2,A,1,2,A,1.909,3.5,3.2,2.0,3.5,2.9,1.9,3.2,2.9,1.909,3.5,3.2,,,,2.0,3.4,3.0,2.0,3.6,2.87,,,,,,,,,,,,,,,,,,,,,,,,,1332.74,1271.6
SC1,31/01/04,Inverness C,St Mirren,1,1,D,0,1,A,1.5,3.8,5.0,1.53,3.65,5.0,1.65,3.3,3.8,1.5,3.6,5.5,,,,1.53,3.6,5.0,1.5,3.8,5.0,,,,,,,,,,,,,,,,,,,,,,,,,1504.73,1347.93
SC1,07/02/04,Raith Rvs,Ross County,0,0,D,0,0,D,2.5,3.5,2.25,2.7,3.45,2.15,2.7,3.1,2.1,2.5,3.5,2.25,,,,2.62,3.4,2.2,2.75,3.5,2.1,,,,,,,,,,,,,,,,,,,,,,,,,1304.52,1387.41
SC1,14/02/04,Brechin,Queen of Sth,2,1,H,0,0,D,2.625,3.4,2.2,2.75,3.5,2.1,2.7,3.1,2.1,2.625,3.5,2.2,,,,3.0,3.4,2.0,2.62,3.5,2.2,,,,,,,,,,,,,,,,,,,,,,,,,1289.51,1423.58
SC1,14/02/04,Clyde,Ross County,1,0,H,1,0,H,1.727,3.6,3.75,1.75,3.5,3.7,1.75,3.3,3.4,1.727,3.5,3.75,,,,1.75,3.4,3.75,1.8,3.5,3.5,,,,,,,,,,,,,,,,,,,,,,,,,1558.35,1388.03
SC1,14/02/04,Inverness C,Raith Rvs,3,0,H,1,0,H,1.444,3.75,6.0,1.4,4.2,5.7,1.4,3.7,5.3,1.4,4.0,6.0,,,,1.4,4.0,6.0,1.4,4.33,5.5,,,,,,,,,,,,,,,,,,,,,,,,,1496.87,1303.9
SC1,14/02/04,St Johnstone,Ayr,3,0,H,2,0,H,1.571,3.75,4.5,1.55,3.75,4.6,1.5,3.5,4.5,1.571,3.75,4.5,,,,1.53,3.6,5.0,1.53,3.6,5.0,,,,,,,,,,,,,,,,,,,,,,,,,1454.5,1314.83
SC1,14/02/04,St Mirren,Falkirk,1,1,D,1,0,H,2.375,3.5,2.375,2.37,3.4,2.4,2.3,3.1,2.3,2.25,3.5,2.5,,,,2.37,3.5,2.37,2.37,3.3,2.5,,,,,,,,,,,,,,,,,,,,,,,,,1355.79,1476.95
SC1,21/02/04,Ayr,St Mirren,2,0,H,1,0,H,2.375,3.5,2.375,2.5,3.2,2.4,2.4,2.9,2.4,2.5,3.25,2.4,,,,2.5,3.25,2.37,2.5,3.4,2.3,,,,,,,,,,,,,,,,,,,,,,,,,1309.8,1356.55
SC1,21/02/04,Falkirk,Brechin,5,0,H,4,0,H,1.615,3.6,4.333,1.67,3.6,4.0,1.7,3.4,3.5,1.571,3.75,4.5,,,,1.66,3.6,4.0,1.72,3.75,3.6,,,,,,,,,,,,,,,,,,,,,,,,,1476.19,1303.23
SC1,21/02/04,Queen of Sth,Inverness C,2,1,H,2,0,H,3.0,3.4,2.0,2.65,3.5,2.15,2.5,3.1,2.2,2.625,3.5,2.2,,,,2.8,3.4,2.1,2.62,3.5,2.2,,,,,,,,,,,,,,,,,,,,,,,,,1409.86,1500.78
SC1,21/02/04,Raith Rvs,Clyde,0,3,A,0,1,A,3.2,3.5,1.909,3.45,3.5,1.8,3.2,3.3,1.8,3.5,3.5,1.8,,,,3.5,3.4,1.83,3.75,3.6,1.72,,,,,,,,,,,,,,,,,,,,,,,,,1299.99,1562.71
SC1,21/02/04,Ross County,St Johnstone,2,0,H,1,0,H,2.5,3.5,2.25,2.4,3.4,2.4,2.4,2.9,2.4,2.375,3.5,2.375,,,,2.4,3.4,2.4,2.5,3.4,2.3,,,,,,,,,,,,,,,,,,,,,,,,,1383.67,1459.53
SC1,02/03/04,Falkirk,Inverness C,2,1,H,1,1,D,2.5,3.5,2.3,2.5,3.5,2.3,2.3,3.1,2.3,2.38,3.5,2.38,2.5,3.5,2.3,2.5,3.5,2.3,2.5,3.4,2.3,,,,,,,,,,,,,,,,,,,,,,,,,1480.49,1488.61
SC1,06/03/04,Ayr,Falkirk,2,3,A,1,0,H,2.75,3.5,2.1,2.7,3.4,2.15,2.8,3.1,2.0,2.75,3.5,2.1,,,,2.75,3.5,2.1,2.75,3.5,2.1,,,,,,,,,,,,,,,,,,,,,,,,,1320.4,1489.76
SC1,06/03/04,Clyde,St Johnstone,2,3,A,1,1,D,1.83,3.5,3.4,1.9,3.45,3.2,1.9,3.1,3.0,1.8,3.4,3.6,1.8,3.5,3.5,1.8,3.5,3.5,2.0,3.4,3.0,,,,,,,,,,,,,,,,,,,,,,,,,1569.75,1447.9
SC1,06/03/04,Queen of Sth,Ross County,1,1,D,1,0,H,2.1,3.5,2.75,2.2,3.45,2.6,2.2,3.0,2.6,2.1,3.5,2.75,2.1,3.5,2.75,2.1,3.5,2.75,2.2,3.5,2.62,,,,,,,,,,,,,,,,,,,,,,,,,1422.03,1395.3
SC1,06/03/04,Raith Rvs,St Mirren,2,0,H,1,0,H,2.37,3.5,2.37,2.45,3.3,2.4,2.3,2.9,2.5,2.38,3.5,2.38,2.3,3.4,2.5,2.3,3.4,2.5,2.4,3.4,2.4,,,,,,,,,,,,,,,,,,,,,,,,,1292.95,1345.95
SC1,09/03/04,Falkirk,St Johnstone,0,1,A,0,0,D,2.1,3.5,2.75,2.2,3.4,2.65,2.2,3.0,2.6,2.1,3.5,2.75,2.2,3.5,2.62,2.2,3.5,2.62,2.2,3.5,2.62,,,,,,,,,,,,,,,,,,,,,,,,,1499.8,1467.45
SC1,10/03/04,Brechin,Raith Rvs,1,1,D,0,1,A,2.25,3.6,2.5,2.2,3.5,2.6,2.2,3.0,2.6,2.2,3.5,2.625,2.2,3.5,2.62,2.2,3.5,2.62,2.2,3.5,2.62,,,,,,,,,,,,,,,,,,,,,,,,,1298.93,1303.77
SC1,10/03/04,Queen of Sth,Clyde,1,2,A,0,1,A,2.6,3.5,2.2,2.65,3.4,2.2,2.6,3.0,2.2,2.625,3.4,2.25,2.62,3.5,2.2,2.62,3.5,2.2,2.62,3.5,2.2,,,,,,,,,,,,,,,,,,,,,,,,,1417.66,1550.2
SC1,13/03/04,Clyde,Brechin,0,0,D,0,0,D,1.364,4.5,6.0,1.33,4.3,7.0,1.35,4.0,5.5,1.4,4.0,6.0,1.33,4.0,8.0,1.33,4.0,8.0,1.33,4.33,7.0,,,,,,,,,,,,,,,,,,,,,,,,,1561.53,1295.59
SC1,13/03/04,Falkirk,Queen of Sth,0,2,A,0,2,A,1.8,3.5,3.5,1.85,3.4,3.45,1.9,3.2,2.9,1.833,3.5,3.4,1.83,3.4,3.5,1.85,3.4,3.5,1.9,3.6,3.1,,,,,,,,,,,,,,,,,,,,,,,,,1482.76,1406.33
SC1,13/03/04,Raith Rvs,Ayr,2,1,H,1,1,D,2.0,3.4,3.0,2.15,3.4,2.7,2.1,3.1,2.7,2.1,3.5,2.75,2.2,3.5,2.6,2.2,3.4,2.62,2.2,3.5,2.62,,,,,,,,,,,,,,,,,,,,,,,,,1307.11,1310.36
SC1,13/03/04,Ross County,St Mirren,1,0,H,0,0,D,1.8,3.5,3.5,1.75,3.5,3.7,1.75,3.3,3.4,1.667,3.6,4.0,1.8,3.4,3.6,1.8,3.4,3.6,1.72,3.6,3.75,,,,,,,,,,,,,,,,,,,,,,,,,1399.67,1335.13
SC1,13/03/04,St Johnstone,Inverness C,3,2,H,2,0,H,2.2,3.5,2.625,2.3,3.4,2.5,2.1,3.1,2.7,2.2,3.25,2.75,2.38,3.5,2.4,2.4,3.25,2.5,2.3,3.4,2.5,,,,,,,,,,,,,,,,,,,,,,,,,1484.49,1479.34
SC1,16/03/04,Inverness C,Clyde,3,1,H,2,1,H,2.25,3.5,2.5,2.3,3.3,2.55,2.2,3.1,2.5,2.25,3.2,2.75,2.25,3.6,2.5,2.25,3.6,2.5,2.3,3.4,2.5,,,,,,,,,,,,,,,,,,,,,,,,,1470.51,1551.74
SC1,16/03/04,St Mirren,St Johnstone,1,1,D,1,0,H,3.5,3.5,1.8,3.25,3.4,1.9,3.1,3.2,1.85,3.0,3.4,2.0,3.25,3.4,1.91,3.25,3.4,1.91,3.2,3.5,1.9,,,,,,,,,,,,,,,,,,,,,,,,,1328.14,1493.32
SC1,20/03/04,Ayr,Inverness C,1,1,D,1,1,D,3.4,3.5,1.833,3.25,3.4,1.9,3.2,3.3,1.8,3.0,3.4,2.0,3.4,3.4,1.83,3.4,3.4,1.85,3.2,3.5,1.9,,,,,,,,,,,,,,,,,,,,,,,,,1301.25,1482.34
SC1,20/03/04,Ross County,Falkirk,1,1,D,0,0,D,2.2,3.4,2.625,2.25,3.35,2.6,2.2,3.1,2.5,2.1,3.5,2.75,2.2,3.4,2.63,2.2,3.4,2.62,2.25,3.4,2.6,,,,,,,,,,,,,,,,,,,,,,,,,1406.66,1464.41
SC1,20/03/04,St Johnstone,Clyde,1,3,A,0,2,A,2.25,3.5,2.5,2.25,3.35,2.6,2.1,3.1,2.7,2.2,3.25,2.75,2.2,3.4,2.63,2.2,3.4,2.62,2.25,3.3,2.62,,,,,,,,,,,,,,,,,,,,,,,,,1491.0,1539.91
SC1,20/03/04,St Mirren,Brechin,3,3,D,2,1,H,2.0,3.4,3.0,2.05,3.5,2.8,2.0,3.1,2.8,1.833,3.5,3.4,1.91,3.5,3.2,1.9,3.5,3.2,2.1,3.4,2.8,,,,,,,,,,,,,,,,,,,,,,,,,1330.46,1305.38
SC1,23/03/04,Raith Rvs,Queen of Sth,3,1,H,2,1,H,2.5,3.4,2.3,2.5,3.4,2.3,2.4,3.0,2.4,2.5,3.5,2.25,2.5,3.4,2.3,,,,2.6,3.4,2.25,,,,,,,,,,,,,,,,,,,,,,,,,1316.22,1424.68
SC1,27/03/04,Brechin,St Johnstone,0,2,A,0,1,A,3.0,3.4,2.0,3.55,3.25,1.85,2.7,3.1,2.1,3.2,3.5,1.909,3.25,3.4,1.91,3.25,3.4,1.9,3.4,3.5,1.83,,,,,,,,,,,,,,,,,,,,,,,,,1309.7,1476.68
SC1,27/03/04,Clyde,St Mirren,2,2,D,1,0,H,1.4,4.333,5.5,1.45,4.0,5.3,1.45,3.6,4.8,1.4,3.75,7.0,1.44,3.75,6.0,1.44,3.75,6.0,1.44,4.0,5.5,,,,,,,,,,,,,,,,,,,,,,,,,1554.23,1326.14
SC1,27/03/04,Falkirk,Raith Rvs,1,0,H,1,0,H,1.727,3.6,3.75,1.67,3.65,3.9,1.8,3.2,3.3,1.615,3.5,4.5,1.7,3.5,4.0,1.7,3.5,4.0,1.66,3.8,3.8,,,,,,,,,,,,,,,,,,,,,,,,,1465.92,1329.02
SC1,27/03/04,Inverness C,Ross County,1,0,H,0,0,D,1.8,3.5,3.5,1.83,3.3,3.6,1.8,3.2,3.3,1.833,3.2,3.75,1.8,3.4,3.6,1.8,3.4,3.6,1.9,3.5,3.2,,,,,,,,,,,,,,,,,,,,,,,,,1479.47,1405.15
SC1,27/03/04,Queen of Sth,Ayr,0,0,D,0,0,D,1.667,3.6,4.0,1.65,3.4,4.4,1.8,3.2,3.3,1.571,3.5,5.0,1.67,3.5,4.2,1.66,3.5,4.2,1.57,3.75,4.5,,,,,,,,,,,,,,,,,,,,,,,,,1411.88,1304.12
SC1,03/04/04,Brechin,Ayr,0,3,A,0,0,D,2.1,3.5,2.75,2.2,3.5,2.62,2.2,3.1,2.5,2.2,3.5,2.625,2.1,3.4,2.75,2.1,3.4,2.75,2.25,3.4,2.6,,,,,,,,,,,,,,,,,,,,,,,,,1299.58,1310.82
SC1,03/04/04,Clyde,Queen of Sth,2,0,H,0,0,D,1.571,3.75,4.5,1.6,3.65,4.5,1.6,3.4,3.9,1.571,3.5,5.0,1.62,3.5,4.33,1.61,3.5,4.33,1.66,3.75,3.8,,,,,,,,,,,,,,,,,,,,,,,,,1545.01,1405.18
SC1,03/04/04,Ross County,Raith Rvs,1,1,D,1,0,H,1.727,3.6,3.75,1.71,3.65,3.75,1.75,3.3,3.4,1.727,3.5,3.75,1.73,3.5,3.75,1.72,3.5,3.75,1.66,3.75,3.8,,,,,,,,,,,,,,,,,,,,,,,,,1398.44,1323.93
SC1,03/04/04,St Johnstone,Falkirk,2,1,H,1,1,D,1.833,3.5,3.4,1.93,3.5,3.15,1.85,3.2,3.1,1.833,3.5,3.4,1.91,3.4,3.2,1.9,3.4,3.2,2.0,3.6,2.87,,,,,,,,,,,,,,,,,,,,,,,,,1486.8,1471.01
SC1,03/04/04,St Mirren,Inverness C,0,0,D,0,0,D,3.0,3.4,2.0,3.1,3.5,1.95,3.0,3.1,1.9,2.75,3.25,2.2,3.1,3.5,1.91,3.1,3.5,1.9,3.4,3.5,1.83,,,,,,,,,,,,,,,,,,,,,,,,,1335.36,1486.18
SC1,10/04/04,Ayr,Ross County,1,2,A,0,2,A,2.375,3.5,2.375,2.5,3.45,2.25,2.2,3.1,2.5,2.25,3.5,2.5,2.5,3.4,2.25,2.5,3.4,2.25,2.5,3.6,2.25,,,,,,,,,,,,,,,,,,,,,,,,,1326.45,1392.64
SC1,10/04/04,Falkirk,Clyde,1,1,D,0,0,D,2.625,3.4,2.2,2.6,3.4,2.2,2.5,3.1,2.2,2.375,3.5,2.375,2.6,3.4,2.2,2.6,3.4,2.2,2.5,3.4,2.3,,,,,,,,,,,,,,,,,,,,,,,,,1462.53,1550.03
SC1,10/04/04,Queen of Sth,St Mirren,1,0,H,1,0,H,1.909,3.5,3.2,1.85,3.5,3.25,2.1,2.9,2.9,1.833,3.4,3.5,1.91,3.4,3.2,1.9,3.4,3.2,1.83,3.5,3.4,,,,,,,,,,,,,,,,,,,,,,,,,1400.16,1337.18
SC1,10/04/04,Raith Rvs,St Johnstone,1,1,D,1,0,H,3.2,3.5,1.909,3.1,3.5,1.9,3.1,3.2,1.85,2.75,3.5,2.1,2.875,3.5,2.0,2.87,3.5,2.0,3.4,3.6,1.8,,,,,,,,,,,,,,,,,,,,,,,,,1329.73,1495.28
SC1,13/04/04,Inverness C,Brechin,1,0,H,0,0,D,1.36,4.2,6.5,1.3,4.6,7.0,1.35,3.8,6.2,1.36,4.0,7.0,1.36,4.0,7.0,1.36,4.0,7.0,1.3,5.0,6.5,,,,,,,,,,,,,,,,,,,,,,,,,1484.36,1283.95
SC1,17/04/04,Brechin,Falkirk,0,1,A,0,0,D,2.75,3.5,2.1,3.3,3.5,1.85,,,,2.5,3.5,2.25,3.0,3.4,2.0,3.0,3.4,2.0,3.3,3.6,1.83,,,,,,,,,,,,,,,,,,,,,,,,,1280.18,1462.08
SC1,17/04/04,Clyde,Raith Rvs,4,1,H,1,1,D,1.444,3.75,6.0,1.45,3.8,5.5,1.4,3.6,5.5,1.444,4.0,5.5,1.4,4.0,6.0,1.4,3.75,7.0,1.44,4.0,5.5,,,,,,,,,,,,,,,,,,,,,,,,,1550.48,1332.06
SC1,17/04/04,Inverness C,Queen of Sth,4,1,H,2,0,H,1.571,3.75,4.5,1.6,3.6,4.5,1.55,3.4,4.3,1.615,3.5,4.5,1.62,3.5,4.5,1.61,3.5,4.5,1.61,3.6,4.33,,,,,,,,,,,,,,,,,,,,,,,,,1488.13,1407.19
SC1,17/04/04,St Johnstone,Ross County,1,1,D,1,1,D,1.8,3.5,3.5,1.8,3.5,3.5,1.75,3.3,3.4,1.727,3.5,3.75,1.73,3.5,3.75,1.75,3.4,3.8,1.8,3.5,3.5,,,,,,,,,,,,,,,,,,,,,,,,,1492.95,1406.35
SC1,17/04/04,St Mirren,Ayr,4,1,H,0,0,D,2.0,3.4,3.0,1.9,3.4,3.2,1.9,2.9,3.2,1.909,3.5,3.2,2.0,3.2,3.2,2.0,3.25,3.25,1.9,3.5,3.2,,,,,,,,,,,,,,,,,,,,,,,,,1330.15,1312.74
SC1,24/04/04,Ayr,St Johnstone,1,1,D,1,0,H,3.0,3.4,2.0,3.0,3.4,2.0,,,,3.2,3.5,1.91,3.0,3.4,2.0,3.0,3.4,2.0,3.1,3.6,1.9,,,,,,,,,,,,,,,,,,,,,,,,,1304.31,1486.82
SC1,24/04/04,Falkirk,St Mirren,1,0,H,1,0,H,1.66,3.6,4.0,1.7,3.5,4.0,,,,1.73,3.5,3.75,1.67,3.6,4.0,1.67,3.6,4.0,1.66,3.6,4.0,,,,,,,,,,,,,,,,,,,,,,,,,1471.69,1338.58
SC1,24/04/04,Queen of Sth,Brechin,2,2,D,1,0,H,1.61,3.6,4.33,1.5,3.8,5.0,,,,1.57,3.75,4.5,1.57,3.75,4.5,1.57,3.75,4.5,1.53,4.0,4.5,,,,,,,,,,,,,,,,,,,,,,,,,1400.67,1270.57
SC1,24/04/04,Raith Rvs,Inverness C,0,1,A,0,1,A,3.75,3.6,1.72,3.4,3.4,1.85,,,,3.5,3.5,1.8,3.4,3.4,1.83,3.6,3.4,1.8,3.3,3.6,1.83,,,,,,,,,,,,,,,,,,,,,,,,,1328.61,1494.65
SC1,24/04/04,Ross County,Clyde,0,0,D,0,0,D,3.0,3.4,2.0,3.2,3.3,1.95,,,,2.75,3.5,2.1,3.25,3.4,1.91,3.25,3.4,1.91,3.3,3.75,1.8,,,,,,,,,,,,,,,,,,,,,,,,,1412.48,1553.93
SC1,01/05/04,Ayr,Clyde,1,1,D,0,1,A,4.0,3.6,1.66,4.3,3.4,1.67,,,,3.75,3.5,1.73,4.0,3.5,1.67,3.75,3.8,1.66,4.0,3.5,1.67,,,,,,,,,,,,,,,,,,,,,,,,,1307.22,1552.45
SC1,01/05/04,Brechin,Ross County,1,0,H,0,0,D,2.5,3.5,2.25,2.7,3.2,2.25,,,,3.0,3.2,2.1,2.75,3.4,2.1,2.7,3.6,2.1,2.75,3.4,2.1,,,,,,,,,,,,,,,,,,,,,,,,,1277.82,1413.96
SC1,01/05/04,Inverness C,Falkirk,0,0,D,0,0,D,1.5,3.6,5.5,1.45,4.0,5.25,,,,1.62,3.5,4.5,1.44,3.8,5.5,1.44,4.33,5.0,1.44,3.8,5.5,,,,,,,,,,,,,,,,,,,,,,,,,1504.8,1476.87
SC1,01/05/04,Queen of Sth,St Johnstone,1,1,D,0,0,D,2.5,3.4,2.3,2.5,3.4,2.3,,,,2.5,3.25,2.38,2.5,3.4,2.25,2.5,3.6,2.25,2.5,3.4,2.25,,,,,,,,,,,,,,,,,,,,,,,,,1393.42,1483.91
SC1,01/05/04,St Mirren,Raith Rvs,1,1,D,1,0,H,2.2,3.25,2.75,2.2,3.25,2.75,,,,2.25,3.2,2.75,2.2,3.25,2.7,2.25,3.1,2.8,2.2,3.25,2.7,,,,,,,,,,,,,,,,,,,,,,,,,1333.4,1318.46
SC1,08/05/04,Clyde,Inverness C,1,2,A,0,0,D,2.25,3.4,2.6,2.1,3.4,2.8,,,,2.2,3.25,2.75,2.1,3.4,2.8,2.1,3.4,2.8,2.2,3.25,2.75,,,,,,,,,,,,,,,,,,,,,,,,,1547.51,1500.39
SC1,08/05/04,Falkirk,Ayr,0,0,D,0,0,D,1.66,3.6,4.0,1.6,3.6,4.5,,,,1.73,3.5,3.75,1.62,3.6,4.33,1.62,3.6,4.33,1.66,3.75,3.8,,,,,,,,,,,,,,,,,,,,,,,,,1481.28,1312.16
SC1,08/05/04,Raith Rvs,Brechin,1,1,D,0,1,A,1.61,3.6,4.33,1.65,3.5,4.2,,,,1.73,3.5,3.75,1.67,3.4,4.33,1.67,3.4,4.33,1.66,3.3,4.5,,,,,,,,,,,,,,,,,,,,,,,,,1322.45,1291.62
SC1,08/05/04,Ross County,Queen of Sth,1,2,A,1,1,D,2.0,3.4,3.0,2.2,3.5,2.6,,,,1.83,3.5,3.4,2.1,3.4,2.8,2.1,3.4,2.8,2.2,3.5,2.62,,,,,,,,,,,,,,,,,,,,,,,,,1400.16,1393.08
SC1,08/05/04,St Johnstone,St Mirren,1,3,A,0,1,A,1.66,3.6,4.0,1.6,3.6,4.5,,,,1.62,3.5,4.5,1.67,3.4,4.33,1.67,3.4,4.33,1.66,3.6,4.0,,,,,,,,,,,,,,,,,,,,,,,,,1484.25,1329.41
SC1,15/05/04,Ayr,Raith Rvs,1,0,H,1,0,H,2.3,3.4,2.5,2.3,3.4,2.45,,,,2.25,3.4,2.62,2.3,3.5,2.4,2.3,3.5,2.4,2.3,3.4,2.5,,,,,,,,,,,,,,,,,,,,,,,,,1320.28,1317.95
SC1,15/05/04,Brechin,Clyde,2,5,A,0,3,A,5.5,4.33,1.4,6.0,4.35,1.35,,,,5.5,4.0,1.44,6.5,4.0,1.36,6.5,4.0,1.36,5.5,4.33,1.4,,,,,,,,,,,,,,,,,,,,,,,,,1296.12,1530.01
SC1,15/05/04,Inverness C,St Johnstone,3,1,H,1,1,D,1.4,4.33,5.5,1.37,4.2,6.0,,,,1.44,4.0,5.5,1.36,4.0,6.5,1.36,4.0,6.5,1.44,4.33,5.0,,,,,,,,,,,,,,,,,,,,,,,,,1517.89,1463.94
SC1,15/05/04,Queen of Sth,Falkirk,1,0,H,1,0,H,2.3,3.4,2.5,2.3,3.4,2.45,,,,2.2,3.5,2.62,2.25,3.4,2.5,2.25,3.4,2.5,2.3,3.4,2.5,,,,,,,,,,,,,,,,,,,,,,,,,1409.31,1473.16
