Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,GBH,GBD,GBA,IWH,IWD,IWA,SBH,SBD,SBA,WHH,WHD,WHA,GB>2.5,GB<2.5,GBAHH,GBAHA,GBAH,EloHome,EloAway
D2,19/03/04,Cottbus,Karlsruhe,2,1,H,0,0,D,1.667,3.4,4.333,1.65,3.3,4.7,1.65,3.3,4.4,1.61,3.6,4.5,1.65,3.3,4.6,1.75,1.95,1.81,1.9,-0.75,1571.48,1500.61
D2,19/03/04,Duisburg,Osnabruck,3,1,H,2,1,H,1.571,3.5,5.0,1.55,3.5,5.25,1.6,3.4,4.6,1.57,3.6,5.0,1.5,3.55,5.6,1.75,1.95,1.73,2.0,-0.75,1494.4,1408.43
D2,19/03/04,Greuther Furth,Oberhausen,0,1,A,0,1,A,2.0,3.2,3.2,2.0,3.1,3.3,2.0,3.1,3.2,2.0,3.2,3.3,2.05,3.1,3.2,1.71,2.0,1.9,1.81,-0.25,1539.15,1503.12
D2,21/03/04,Bielefeld,Ein Trier,3,1,H,2,1,H,1.727,3.4,4.0,1.7,3.3,4.3,1.7,3.2,4.2,1.72,3.5,4.0,1.8,3.15,4.0,1.71,2.0,2.0,1.73,-0.75,1547.14,1475.7
D2,21/03/04,Erzgebirge Aue,Ahlen,2,0,H,1,0,H,1.909,3.25,3.4,1.95,3.25,3.25,2.0,3.1,3.2,2.1,3.1,3.2,1.85,3.2,3.7,1.75,1.95,1.95,1.63,-0.5,1486.57,1456.39
D2,21/03/04,Mainz,Burghausen,1,0,H,0,0,D,1.727,3.4,4.0,1.75,3.2,4.2,1.75,3.2,4.0,1.7,3.4,4.33,1.8,3.15,4.0,1.75,1.95,1.75,1.82,-0.5,1574.79,1487.48
D2,21/03/04,Regensburg,Union Berlin,3,1,H,3,0,H,2.0,3.2,3.2,2.05,3.2,3.1,2.2,2.9,3.0,2.1,3.1,3.2,2.2,3.0,3.0,1.75,1.95,1.81,1.9,-0.25,1485.93,1500.42
D2,21/03/04,Unterhaching,Aachen,1,1,D,0,1,A,2.375,3.0,2.75,2.25,3.1,2.8,2.3,3.0,2.7,2.3,3.1,2.8,2.25,2.95,2.95,1.75,1.95,2.0,1.73,-0.25,1470.09,1515.58
D2,22/03/04,Lubeck,Nurnberg,2,1,H,1,0,H,2.75,3.25,2.2,2.8,3.1,2.25,2.8,2.9,2.3,3.0,3.0,2.25,2.9,3.0,2.25,1.65,2.05,1.77,1.95,0.25,1462.8,1568.43
D2,26/03/04,Burghausen,Cottbus,1,1,D,1,0,H,2.625,3.1,2.375,2.6,3.15,2.45,2.6,2.8,2.6,2.6,3.2,2.4,2.8,3.1,2.25,1.85,1.85,,,,1481.13,1578.28
D2,26/03/04,Oberhausen,Duisburg,0,3,A,0,1,A,1.909,3.25,3.4,2.0,3.15,3.4,2.1,3.0,3.1,1.9,3.3,3.5,1.95,3.1,3.45,1.79,1.9,2.0,1.64,-0.5,1520.28,1500.78
D2,26/03/04,Osnabruck,Lubeck,3,1,H,2,1,H,2.375,3.2,2.6,2.5,3.05,2.6,2.5,3.0,2.5,2.4,3.2,2.6,2.6,3.0,2.45,1.79,1.9,1.7,2.05,0.25,1402.05,1475.5
D2,28/03/04,Aachen,Regensburg,1,0,H,0,0,D,1.8,3.3,3.75,1.7,3.35,4.5,1.7,3.2,4.2,1.7,3.5,4.2,1.7,3.2,4.5,1.75,1.95,1.93,1.78,-0.75,1517.53,1495.41
D2,28/03/04,Ahlen,Greuther Furth,3,2,H,1,0,H,2.2,3.2,2.8,2.3,3.15,2.8,2.3,3.0,2.7,2.3,3.1,2.8,2.25,3.1,2.8,1.9,1.79,1.7,2.05,0.0,1448.37,1521.99
D2,28/03/04,Karlsruhe,Erzgebirge Aue,3,5,A,1,4,A,1.833,3.2,3.75,1.78,3.3,4.1,1.8,3.1,3.8,1.8,3.4,3.75,1.85,3.15,3.75,1.85,1.85,1.78,1.83,-0.5,1493.81,1494.59
D2,28/03/04,Nurnberg,Unterhaching,3,0,H,2,0,H,1.571,3.5,5.0,1.55,3.55,5.5,1.55,3.5,4.8,1.57,3.6,5.0,1.5,3.5,5.8,1.79,1.9,1.8,1.91,-0.75,1555.73,1468.14
D2,28/03/04,Union Berlin,Ein Trier,1,3,A,1,0,H,1.909,3.2,3.5,2.0,3.15,3.4,1.9,3.1,3.5,1.95,3.2,3.4,2.05,3.0,3.3,1.85,1.85,2.0,1.64,-0.5,1490.94,1468.91
D2,29/03/04,Mainz,Bielefeld,0,2,A,0,1,A,2.0,3.2,3.2,2.0,3.15,3.4,2.0,3.0,3.3,2.0,3.0,3.5,2.0,3.05,3.4,1.9,1.79,1.79,1.92,-0.25,1581.14,1553.93
D2,02/04/04,Ein Trier,Aachen,3,3,D,1,2,A,2.25,3.2,2.75,2.3,3.1,2.7,2.4,2.9,2.7,2.3,3.1,2.8,2.25,3.05,2.85,1.75,1.95,1.73,2.0,0.0,1485.63,1525.81
D2,02/04/04,Lubeck,Oberhausen,1,0,H,0,0,D,2.375,3.1,2.625,2.3,3.2,2.65,2.4,2.9,2.7,2.4,3.2,2.6,2.25,3.1,2.8,1.79,1.9,1.73,2.0,0.0,1463.95,1503.64
D2,02/04/04,Regensburg,Nurnberg,2,1,H,1,0,H,2.625,3.1,2.375,2.85,3.1,2.2,2.9,3.0,2.2,2.8,3.1,2.3,3.0,3.0,2.2,1.65,2.05,1.8,1.9,0.25,1487.13,1562.07
D2,04/04/04,Bielefeld,Union Berlin,2,1,H,1,1,D,1.571,3.5,5.0,1.61,3.5,4.6,1.6,3.4,4.6,1.57,3.6,5.0,1.5,3.4,6.0,1.71,2.0,1.87,1.74,-0.75,1570.81,1474.22
D2,04/04/04,Duisburg,Ahlen,1,2,A,1,0,H,1.667,3.4,4.333,1.7,3.25,4.4,1.7,3.2,4.2,1.66,3.6,4.2,1.6,3.3,5.0,1.75,1.95,1.95,1.77,-0.75,1517.42,1459.92
D2,04/04/04,Erzgebirge Aue,Burghausen,3,0,H,1,0,H,1.909,3.25,3.4,1.9,3.2,3.5,1.9,3.0,3.6,1.83,3.4,3.6,1.9,3.15,3.55,1.85,1.85,1.9,1.67,-0.5,1510.57,1481.03
D2,04/04/04,Greuther Furth,Karlsruhe,2,1,H,0,1,A,2.1,3.2,3.0,2.0,3.0,3.45,2.0,3.1,3.2,2.1,3.1,3.2,2.0,3.1,3.3,1.79,1.9,2.0,1.6,-0.5,1510.44,1477.83
D2,04/04/04,Unterhaching,Osnabruck,2,1,H,1,1,D,1.667,3.4,4.333,1.67,3.35,4.6,1.7,3.2,4.2,1.66,3.5,4.33,1.75,3.2,4.2,1.85,1.85,1.67,1.94,-0.5,1461.8,1413.6
D2,05/04/04,Cottbus,Mainz,0,0,D,0,0,D,1.8,3.2,4.0,1.8,3.15,4.25,1.85,3.0,3.8,1.83,3.2,3.8,1.75,3.15,4.25,1.75,1.95,1.8,1.81,-0.5,1578.38,1564.26
D2,08/04/04,Aachen,Union Berlin,4,2,H,2,2,D,1.615,3.25,5.0,1.57,3.5,5.0,1.65,3.3,4.4,1.57,3.4,5.5,1.55,3.45,5.25,1.6,2.15,1.8,1.9,0.75,1527.94,1468.12
D2,08/04/04,Cottbus,Bielefeld,1,2,A,0,0,D,1.909,3.25,3.4,1.9,3.2,3.55,1.9,3.1,3.5,2.0,3.2,3.3,2.0,3.1,3.3,1.75,1.95,1.9,1.68,-0.5,1574.42,1576.91
D2,08/04/04,Oberhausen,Unterhaching,3,1,H,1,0,H,1.727,3.4,4.0,1.75,3.35,4.0,1.8,3.1,3.8,1.8,3.4,3.75,1.85,3.15,3.75,1.79,1.9,1.75,1.82,-0.5,1493.29,1469.27
D2,11/04/04,Ahlen,Lubeck,1,1,D,1,1,D,2.1,3.2,3.0,2.2,3.1,2.9,2.2,3.0,2.9,2.15,3.2,3.0,2.1,3.1,3.1,1.71,2.0,2.2,1.5,-0.5,1477.73,1474.3
D2,11/04/04,Burghausen,Greuther Furth,0,2,A,0,1,A,2.2,3.0,3.0,2.2,3.0,3.0,2.3,3.0,2.7,2.2,3.2,2.9,2.2,3.0,3.0,1.79,1.9,2.2,1.5,-0.5,1472.99,1518.39
D2,11/04/04,Karlsruhe,Duisburg,1,0,H,1,0,H,2.25,3.2,2.75,2.3,3.2,2.65,2.4,3.0,2.6,2.37,3.2,2.62,2.3,3.0,2.8,1.71,2.0,2.3,1.45,-0.5,1469.88,1499.61
D2,11/04/04,Mainz,Erzgebirge Aue,1,1,D,0,0,D,1.8,3.3,3.75,1.75,3.3,4.0,1.75,3.2,4.0,1.8,3.4,3.75,1.85,3.2,3.7,1.71,2.0,1.75,1.81,-0.5,1568.22,1518.61
D2,11/04/04,Osnabruck,Regensburg,3,0,H,1,0,H,2.5,3.1,2.5,2.4,3.25,2.5,2.4,3.2,2.4,2.4,3.2,2.6,2.45,3.1,2.55,1.65,2.05,2.4,1.41,-0.5,1406.13,1498.73
D2,12/04/04,Nurnberg,Ein Trier,3,1,H,2,1,H,1.53,3.4,5.5,1.47,3.6,6.0,1.45,3.8,5.4,1.44,3.75,6.5,1.45,3.6,6.5,1.65,2.05,1.47,2.25,-0.5,1550.47,1483.5
D2,16/04/04,Erzgebirge Aue,Cottbus,1,0,H,0,0,D,2.3,3.1,2.7,2.45,3.1,2.6,2.5,3.0,2.5,2.4,3.1,2.62,2.55,2.95,2.55,1.85,1.85,1.81,1.9,0.0,1523.68,1558.5
D2,16/04/04,Lubeck,Karlsruhe,2,2,D,1,0,H,1.909,3.2,3.5,2.0,3.1,3.4,2.0,2.9,3.4,2.0,3.2,3.3,2.0,3.1,3.3,1.79,1.9,2.0,1.62,-0.5,1477.92,1479.89
D2,16/04/04,Regensburg,Oberhausen,1,1,D,1,1,D,2.375,3.25,2.5,2.25,3.2,2.8,2.4,3.0,2.6,2.3,3.1,2.8,2.3,3.1,2.7,1.71,2.0,2.0,1.73,-0.25,1486.5,1501.51
D2,18/04/04,Duisburg,Burghausen,1,0,H,0,0,D,1.667,3.3,4.5,1.8,3.3,3.9,1.8,3.1,3.8,1.75,3.4,4.0,1.7,3.25,4.3,1.75,1.95,1.8,1.79,-0.5,1489.6,1458.54
D2,18/04/04,Ein Trier,Osnabruck,0,0,D,0,0,D,1.667,3.4,4.333,1.6,3.5,4.85,1.6,3.4,4.6,1.61,3.5,4.66,1.65,3.3,4.6,1.65,2.05,1.81,1.9,-0.75,1476.58,1418.36
D2,18/04/04,Greuther Furth,Mainz,3,1,H,2,0,H,2.3,3.1,2.7,2.4,3.1,2.65,2.1,3.0,3.1,2.4,3.1,2.62,2.1,3.1,3.1,1.79,1.9,1.92,1.79,-0.25,1532.84,1563.15
D2,18/04/04,Union Berlin,Nurnberg,3,5,A,1,3,A,2.75,3.2,2.25,2.8,3.2,2.25,2.7,3.0,2.3,3.1,3.1,2.15,2.8,3.1,2.25,1.71,2.0,1.81,1.9,0.25,1461.0,1557.39
D2,18/04/04,Unterhaching,Ahlen,0,0,D,0,0,D,2.1,3.2,3.0,1.95,3.2,3.45,2.1,2.9,3.2,2.0,3.2,3.3,2.0,3.1,3.3,1.75,1.95,1.95,1.66,-0.5,1461.05,1474.11
D2,19/04/04,Bielefeld,Aachen,3,0,H,1,0,H,1.909,3.25,3.4,1.9,3.2,3.6,1.85,3.1,3.6,1.9,3.1,3.75,1.8,3.25,3.8,1.73,2.01,1.9,1.69,-0.5,1592.83,1535.06
D2,23/04/04,Burghausen,Lubeck,2,1,H,0,0,D,2.3,3.1,2.7,2.25,3.2,2.75,2.2,3.0,2.9,2.2,3.1,3.0,2.3,3.05,2.75,1.85,1.85,1.8,1.91,-0.5,1450.54,1474.48
D2,23/04/04,Mainz,Duisburg,4,1,H,2,0,H,2.0,3.2,3.2,2.0,3.0,3.5,2.0,3.1,3.2,2.0,3.2,3.3,1.95,3.05,3.5,1.85,1.85,1.73,2.0,-0.5,1553.12,1497.6
D2,23/04/04,Osnabruck,Union Berlin,0,2,A,0,1,A,2.1,3.2,3.0,2.05,3.2,3.15,2.0,3.1,3.2,2.0,3.2,3.3,2.05,3.3,3.0,1.65,2.05,1.77,1.95,-0.5,1423.69,1448.37
D2,25/04/04,Ahlen,Regensburg,3,1,H,0,1,A,2.1,3.2,3.0,2.1,3.2,3.0,2.1,3.0,3.1,2.1,3.1,3.2,2.05,3.1,3.15,1.79,1.9,1.77,1.95,-0.5,1477.17,1483.5
D2,25/04/04,Cottbus,Greuther Furth,4,2,H,0,1,A,1.66,3.4,4.33,1.6,3.5,4.8,1.65,3.3,4.4,1.6,3.5,5.0,1.7,3.3,4.25,1.75,1.95,1.8,1.91,-0.75,1548.32,1542.87
D2,25/04/04,Erzgebirge Aue,Bielefeld,1,1,D,0,1,A,2.5,3.1,2.5,2.45,3.15,2.55,2.5,3.0,2.5,2.55,3.0,2.55,2.5,3.0,2.55,1.85,1.85,1.85,1.86,0.0,1533.86,1600.01
D2,25/04/04,Karlsruhe,Unterhaching,0,1,A,0,0,D,2.0,3.0,3.4,2.0,3.1,3.35,1.9,3.1,3.5,2.0,3.0,3.5,2.0,3.1,3.3,1.79,1.9,1.8,1.91,-0.5,1483.33,1457.99
D2,25/04/04,Oberhausen,Ein Trier,1,2,A,1,1,D,1.72,3.4,4.0,1.75,3.3,4.1,1.8,3.1,3.8,1.7,3.4,4.33,1.7,3.3,4.25,1.75,1.95,1.95,1.77,-0.75,1504.51,1471.25
D2,26/04/04,Nurnberg,Aachen,3,0,H,0,0,D,1.66,3.25,4.5,1.7,3.35,4.25,1.7,3.2,4.2,1.7,3.4,4.33,1.6,3.3,5.0,1.65,2.05,1.86,1.85,-0.75,1570.02,1527.88
D2,30/04/04,Aachen,Osnabruck,2,1,H,0,0,D,1.33,4.0,8.0,1.3,4.7,7.5,1.25,4.5,9.0,1.35,4.0,7.5,1.3,4.5,8.0,1.65,2.05,1.73,2.0,-1.25,1520.23,1408.52
D2,30/04/04,Ein Trier,Ahlen,3,0,H,2,0,H,2.0,3.2,3.2,2.0,3.2,3.3,2.0,3.0,3.3,1.95,3.05,3.5,2.05,3.2,3.2,1.79,1.9,2.0,1.62,-0.5,1488.32,1486.38
D2,30/04/04,Lubeck,Mainz,1,4,A,1,2,A,2.25,3.2,2.75,2.2,3.0,3.05,2.2,3.1,2.8,2.1,3.15,3.0,2.15,3.2,3.0,1.85,1.85,2.0,1.73,-0.25,1464.67,1560.37
D2,02/05/04,Duisburg,Cottbus,4,2,H,1,0,H,2.5,3.0,2.6,2.5,3.0,2.6,2.6,2.8,2.6,2.45,2.85,2.75,2.5,3.1,2.5,1.85,1.85,1.85,1.85,0.0,1490.35,1557.14
D2,02/05/04,Greuther Furth,Erzgebirge Aue,5,1,H,3,1,H,2.1,3.2,3.0,2.0,3.2,3.3,1.8,3.1,3.8,1.9,3.25,3.4,1.95,3.2,3.4,1.75,1.95,2.0,1.62,-0.5,1534.05,1532.65
D2,02/05/04,Regensburg,Karlsruhe,1,1,D,0,1,A,2.1,3.2,3.0,2.1,3.0,3.25,2.2,3.0,2.9,2.0,3.1,3.3,2.1,3.2,3.1,1.85,1.85,1.8,1.9,-0.25,1474.29,1466.51
D2,02/05/04,Union Berlin,Oberhausen,2,2,D,1,0,H,2.37,3.25,2.5,2.35,3.25,2.6,2.4,3.2,2.4,2.3,3.35,2.55,2.4,3.2,2.6,1.75,1.95,1.73,2.0,0.0,1463.54,1487.44
D2,02/05/04,Unterhaching,Burghausen,1,2,A,0,0,D,1.83,3.2,3.75,1.9,3.2,3.6,2.0,3.0,3.3,1.9,3.2,3.5,1.85,3.4,3.6,1.95,1.75,1.9,1.69,-0.5,1474.81,1460.35
D2,03/05/04,Bielefeld,Nurnberg,1,3,A,1,2,A,2.2,3.0,3.0,2.1,2.9,3.4,2.1,2.7,3.5,2.05,2.9,3.45,2.1,3.2,3.1,1.71,2.0,1.8,1.9,-0.25,1601.22,1577.67
D2,07/05/04,Burghausen,Regensburg,2,0,H,2,0,H,2.1,3.0,3.2,2.0,3.0,3.25,2.0,3.0,3.3,1.95,3.2,3.4,2.0,3.25,3.15,1.75,1.95,2.0,1.56,-0.5,1476.83,1470.53
D2,07/05/04,Mainz,Unterhaching,2,0,H,2,0,H,1.61,3.5,4.5,1.6,3.5,4.4,1.65,3.3,4.4,1.57,3.6,5.0,1.7,3.3,4.3,1.71,2.0,1.55,2.06,-0.5,1573.02,1458.33
D2,07/05/04,Osnabruck,Nurnberg,3,4,A,2,1,H,3.3,3.3,1.9,3.7,3.2,1.8,3.3,3.0,2.0,3.75,3.1,1.9,3.3,3.2,1.95,1.6,2.15,1.72,1.8,0.5,1402.82,1594.44
D2,09/05/04,Ahlen,Union Berlin,1,0,H,0,0,D,1.83,3.4,3.5,1.75,3.35,3.7,1.75,3.3,3.8,1.73,3.5,4.0,1.75,3.5,3.75,1.65,2.05,1.75,1.75,-0.5,1477.45,1460.85
D2,09/05/04,Cottbus,Lubeck,1,1,D,1,0,H,1.57,3.5,5.0,1.55,3.5,4.75,1.6,3.4,4.6,1.57,3.6,5.0,1.55,3.65,4.8,1.55,2.25,1.55,2.02,-0.5,1545.83,1452.02
D2,09/05/04,Erzgebirge Aue,Duisburg,2,1,H,0,1,A,2.0,3.2,3.2,2.1,2.9,3.15,2.1,2.8,3.3,2.15,2.8,3.4,2.15,2.75,3.4,1.71,2.0,2.1,1.51,-0.5,1523.7,1501.66
D2,09/05/04,Greuther Furth,Bielefeld,1,2,A,0,2,A,2.5,3.1,2.5,2.5,2.9,2.55,2.4,2.8,2.8,2.6,2.8,2.7,2.35,2.85,2.85,1.65,2.05,2.5,1.36,-0.5,1543.0,1584.45
D2,09/05/04,Karlsruhe,Ein Trier,0,1,A,0,0,D,2.1,3.0,3.2,2.0,3.0,3.25,2.0,2.9,3.4,2.15,2.9,3.25,2.05,2.85,3.5,1.71,2.0,2.0,1.56,-0.5,1470.27,1497.25
D2,10/05/04,Oberhausen,Aachen,1,2,A,1,0,H,2.25,3.2,2.75,2.2,3.0,2.85,2.2,3.1,2.8,2.2,3.2,2.9,2.3,3.1,2.7,1.6,2.15,2.2,1.46,-0.5,1490.13,1525.93
D2,16/05/04,Aachen,Ahlen,1,1,D,0,1,A,1.61,3.5,4.5,1.55,3.6,4.9,1.6,3.4,4.6,1.5,3.75,5.5,1.6,3.4,4.8,1.6,2.15,1.55,2.08,-0.5,1540.71,1485.91
D2,16/05/04,Duisburg,Greuther Furth,1,1,D,1,1,D,2.37,2.7,3.0,2.4,2.7,2.95,2.3,2.9,2.8,2.6,2.62,2.8,2.3,2.65,3.2,1.6,2.15,2.4,1.41,-0.5,1493.38,1528.41
D2,16/05/04,Ein Trier,Burghausen,0,0,D,0,0,D,2.37,2.7,3.0,2.4,2.7,2.95,2.2,2.4,3.6,2.4,2.5,3.3,2.35,2.65,3.1,1.71,2.0,2.4,1.41,-0.5,1512.34,1485.62
D2,16/05/04,Lubeck,Erzgebirge Aue,2,2,D,0,2,A,1.66,3.4,4.33,1.5,3.75,5.0,1.4,3.9,6.0,,,,1.5,3.75,5.0,1.6,2.15,1.5,2.14,-0.5,1458.35,1531.98
D2,16/05/04,Nurnberg,Oberhausen,1,3,A,0,1,A,1.61,3.5,4.5,1.65,3.4,4.4,1.65,3.3,4.4,1.53,3.5,5.5,1.55,3.6,5.0,1.55,2.25,1.65,1.92,-0.5,1603.72,1475.35
D2,16/05/04,Osnabruck,Bielefeld,0,0,D,0,0,D,5.0,3.5,1.57,4.5,3.6,1.6,4.8,3.5,1.55,5.5,3.75,1.5,5.2,3.5,1.55,1.55,2.25,2.0,1.6,0.5,1393.54,1599.04
D2,16/05/04,Regensburg,Mainz,0,0,D,0,0,D,2.75,3.25,2.2,2.7,3.3,2.2,2.8,3.1,2.2,3.0,3.2,2.15,2.7,3.25,2.25,1.65,2.05,1.49,2.2,0.5,1461.74,1578.65
D2,16/05/04,Union Berlin,Karlsruhe,2,2,D,2,1,H,,,,3.15,3.4,1.95,,,,,,,3.0,3.4,2.0,,,1.64,1.95,0.5,1452.39,1455.18
D2,16/05/04,Unterhaching,Cottbus,2,0,H,2,0,H,2.5,3.25,2.37,2.5,3.2,2.4,2.5,3.1,2.4,2.8,3.2,2.25,2.5,3.1,2.5,1.75,1.95,1.4,2.4,0.5,1452.7,1539.5
D2,23/05/04,Ahlen,Nurnberg,2,0,H,2,0,H,1.8,3.4,3.75,1.73,3.25,4.2,1.65,3.5,4.0,1.73,3.4,4.2,1.65,3.5,4.2,,,1.73,1.83,-0.5,1491.14,1584.01
D2,23/05/04,Bielefeld,Duisburg,1,3,A,0,1,A,1.72,3.25,4.33,1.75,3.25,4.1,1.7,3.2,4.2,1.7,3.4,4.33,1.75,3.3,4.0,,,1.75,1.81,-0.5,1595.36,1491.07
D2,23/05/04,Burghausen,Union Berlin,3,1,H,2,0,H,1.66,3.0,5.5,1.6,3.1,5.75,1.55,3.0,6.0,1.57,3.2,6.0,1.65,3.0,5.5,,,1.6,2.01,-0.5,1489.99,1448.98
D2,23/05/04,Cottbus,Regensburg,3,0,H,1,0,H,1.5,4.0,5.0,1.55,3.75,4.75,1.7,3.4,3.8,1.5,4.33,4.33,1.55,3.9,4.5,,,1.55,2.1,-0.5,1527.47,1462.35
D2,23/05/04,Erzgebirge Aue,Unterhaching,3,3,D,2,3,A,2.3,2.5,3.6,2.3,2.5,3.5,2.4,2.4,3.2,2.3,2.5,3.5,2.37,2.5,3.3,,,2.3,1.46,-0.5,1532.93,1464.73
D2,23/05/04,Greuther Furth,Lubeck,2,0,H,1,0,H,2.62,3.6,2.1,2.75,3.55,2.1,2.8,3.2,2.1,,,,2.65,3.55,2.15,,,1.55,2.1,0.5,1530.72,1457.4
D2,23/05/04,Karlsruhe,Aachen,1,0,H,1,0,H,2.5,3.5,2.37,2.4,3.45,2.4,2.7,3.2,2.2,2.7,3.4,2.2,2.35,3.4,2.45,,,2.4,1.42,-0.5,1458.59,1535.48
D2,23/05/04,Mainz,Ein Trier,3,0,H,1,0,H,1.33,4.5,7.0,1.3,4.5,7.5,1.25,4.5,9.0,1.3,4.5,8.0,1.3,4.5,7.5,,,1.3,2.81,-0.5,1578.04,1507.97
D2,23/05/04,Oberhausen,Osnabruck,3,2,H,1,2,A,1.4,4.33,6.0,1.37,3.9,7.0,1.45,3.8,5.4,1.33,4.33,7.5,1.4,3.8,6.75,,,1.37,2.5,-0.5,1495.06,1397.22
