Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,EloHome,EloAway
B1,04/08/95,Aalst,Anderlecht,3.0,1.0,H,1.0,1.0,D,,,,,,,,,,,,1500.0,1500.0
B1,05/08/95,Cercle Brugge,Antwerp,3.0,2.0,H,0.0,2.0,A,,,,,,,,,,,,1500.0,1500.0
B1,05/08/95,Charleroi,Mechelen,4.0,2.0,H,1.0,0.0,H,,,,,,,,,,,,1500.0,1500.0
B1,05/08/95,Lierse,Harelbeke,0.0,1.0,A,0.0,0.0,D,,,,,,,,,,,,1500.0,1500.0
B1,05/08/95,Molenbeek,Beveren,1.0,0.0,H,0.0,0.0,D,,,,,,,,,,,,1500.0,1500.0
B1,05/08/95,St Truiden,Seraing,4.0,1.0,H,2.0,0.0,H,,,,,,,,,,,,1500.0,1500.0
B1,05/08/95,Standard,Lommel,1.0,0.0,H,0.0,0.0,D,,,,,,,,,,,,1500.0,1500.0
B1,05/08/95,Waregem,Gent,2.0,2.0,D,0.0,1.0,A,,,,,,,,,,,,1500.0,1500.0
B1,06/08/95,Germinal,Club Brugge,1.0,2.0,A,0.0,1.0,A,,,,,,,,,,,,1500.0,1500.0
B1,11/08/95,Club Brugge,St Truiden,2.0,0.0,H,1.0,0.0,H,,,,,,,,,,,,1516.0,1509.0
B1,12/08/95,Anderlecht,Charleroi,0.0,2.0,A,0.0,1.0,A,,,,,,,,,,,,1491.0,1509.0
B1,12/08/95,Antwerp,Lierse,3.0,1.0,H,2.0,1.0,H,,,,,,,,,,,,1491.0,1484.0
B1,12/08/95,Beveren,Aalst,0.0,2.0,A,0.0,1.0,A,,,,,,,,,,,,1491.0,1509.0
B1,12/08/95,Gent,Standard,2.0,4.0,A,0.0,0.0,D,,,,,,,,,,,,1503.5,1509.0
B1,12/08/95,Lommel,Cercle Brugge,0.0,1.0,A,0.0,1.0,A,,,,,,,,,,,,1491.0,1509.0
B1,12/08/95,Mechelen,Germinal,1.0,1.0,D,0.0,1.0,A,,,,,,,,,,,,1491.0,1484.0
B1,12/08/95,Seraing,Waregem,0.0,2.0,A,0.0,0.0,D,,,,,,,,,,,,1491.0,1496.5
B1,13/08/95,Harelbeke,Molenbeek,4.0,2.0,H,2.0,0.0,H,,,,,,,,,,,,1516.0,1509.0
B1,16/08/95,Aalst,Harelbeke,2.0,0.0,H,2.0,0.0,H,,,,,,,,,,,,1524.4,1524.77
B1,16/08/95,Cercle Brugge,Gent,0.0,0.0,D,0.0,0.0,D,,,,,,,,,,,,1524.4,1487.68
B1,16/08/95,Charleroi,Beveren,3.0,1.0,H,2.0,0.0,H,,,,,,,,,,,,1524.4,1475.6
B1,16/08/95,Lierse,Lommel,3.0,1.0,H,2.0,0.0,H,,,,,,,,,,,,1475.23,1475.6
B1,16/08/95,Molenbeek,Antwerp,0.0,0.0,D,0.0,0.0,D,,,,,,,,,,,,1500.23,1499.77
B1,16/08/95,Seraing,Club Brugge,1.0,1.0,D,0.0,1.0,A,,,,,,,,,,,,1475.18,1524.77
B1,16/08/95,St Truiden,Mechelen,2.0,2.0,D,0.0,1.0,A,,,,,,,,,,,,1500.23,1487.27
B1,16/08/95,Waregem,Standard,0.0,4.0,A,0.0,2.0,A,,,,,,,,,,,,1512.32,1524.82
B1,20/08/95,Anderlecht,St Truiden,4.0,0.0,H,1.0,0.0,H,,,,,,,,,,,,1475.6,1496.3
B1,20/08/95,Antwerp,Aalst,0.0,1.0,A,0.0,0.0,D,,,,,,,,,,,,1503.29,1533.41
B1,20/08/95,Beveren,Germinal,3.0,2.0,H,2.0,1.0,H,,,,,,,,,,,,1468.15,1487.73
B1,20/08/95,Gent,Lierse,0.0,2.0,A,0.0,0.0,D,,,,,,,,,,,,1492.36,1484.24
B1,20/08/95,Lommel,Molenbeek,0.0,1.0,A,0.0,0.0,D,,,,,,,,,,,,1466.59,1496.71
B1,20/08/95,Mechelen,Seraing,1.0,4.0,A,1.0,1.0,D,,,,,,,,,,,,1491.2,1473.38
B1,20/08/95,Standard,Cercle Brugge,4.0,0.0,H,1.0,0.0,H,,,,,,,,,,,,1540.4,1519.72
B1,21/08/95,Club Brugge,Waregem,3.0,1.0,H,2.0,0.0,H,,,,,,,,,,,,1526.57,1496.74
