method,model,strategy,selection,season,week,round_start,n_bets,round_staked,round_profit,bankroll_before,bankroll_after
train_4seasons_test_1season_weekly,gbm,fixed_stake,all,2024-25,1,2024-07-22,8,8000.0,50.0,100000.0,100050.0
train_4seasons_test_1season_weekly,gbm,fixed_stake,all,2024-25,2,2024-07-29,37,37000.0,-7250.0,100050.0,92800.0
train_4seasons_test_1season_weekly,gbm,fixed_stake,all,2024-25,3,2024-08-05,110,110000.0,-8810.0,92800.0,83990.0
train_4seasons_test_1season_weekly,gbm,fixed_stake,all,2024-25,4,2024-08-12,161,161000.0,-13800.0,83990.0,70190.0
train_4seasons_test_1season_weekly,gbm,fixed_stake,all,2024-25,5,2024-08-19,209,209000.0,-1290.0,70190.0,68900.0
train_4seasons_test_1season_weekly,gbm,fixed_stake,all,2024-25,6,2024-08-26,230,230000.0,-8310.0,68900.0,60590.0
train_4seasons_test_1season_weekly,gbm,fixed_stake,all,2024-25,7,2024-09-02,37,37000.0,3620.0,60590.0,64210.0
train_4seasons_test_1season_weekly,gbm,fixed_stake,all,2024-25,8,2024-09-09,201,201000.0,-12020.0,64210.0,52190.0
train_4seasons_test_1season_weekly,gbm,fixed_stake,all,2024-25,9,2024-09-16,205,205000.0,-5900.0,52190.0,46290.0
train_4seasons_test_1season_weekly,gbm,fixed_stake,all,2024-25,10,2024-09-23,227,227000.0,-26290.0,46290.0,20000.0
train_4seasons_test_1season_weekly,gbm,fixed_stake,all,2024-25,11,2024-09-30,240,240000.0,-23960.0,20000.0,-3960.0
train_4seasons_test_1season_weekly,gbm,fixed_stake,all,2024-25,12,2024-10-07,27,27000.0,-7980.0,-3960.0,-11940.0
train_4seasons_test_1season_weekly,gbm,fixed_stake,all,2024-25,13,2024-10-14,184,184000.0,10799.999999999998,-11940.0,-1140.0
train_4seasons_test_1season_weekly,gbm,fixed_stake,all,2024-25,14,2024-10-21,249,249000.0,420.0000000000018,-1140.0,-719.9999999999984
train_4seasons_test_1season_weekly,gbm,fixed_stake,all,2024-25,15,2024-10-28,194,194000.0,-3630.0,-719.9999999999984,-4349.999999999998
train_4seasons_test_1season_weekly,gbm,fixed_stake,all,2024-25,16,2024-11-04,218,218000.0,640.0000000000002,-4349.999999999998,-3709.999999999998
train_4seasons_test_1season_weekly,gbm,fixed_stake,all,2024-25,17,2024-11-11,54,54000.0,4860.0,-3709.999999999998,1150.0000000000018
train_4seasons_test_1season_weekly,gbm,fixed_stake,all,2024-25,18,2024-11-18,165,165000.0,-13470.0,1150.0000000000018,-12320.0
train_4seasons_test_1season_weekly,gbm,fixed_stake,all,2024-25,19,2024-11-25,184,184000.0,-16240.0,-12320.0,-28560.0
train_4seasons_test_1season_weekly,gbm,fixed_stake,all,2024-25,20,2024-12-02,216,216000.0,15260.0,-28560.0,-13300.0
train_4seasons_test_1season_weekly,gbm,fixed_stake,all,2024-25,21,2024-12-09,211,211000.0,-20760.0,-13300.0,-34060.0
train_4seasons_test_1season_weekly,gbm,fixed_stake,all,2024-25,22,2024-12-16,198,198000.0,-559.9999999999998,-34060.0,-34620.0
train_4seasons_test_1season_weekly,gbm,fixed_stake,all,2024-25,23,2024-12-23,177,177000.0,-26080.0,-34620.0,-60700.0
train_4seasons_test_1season_weekly,gbm,fixed_stake,all,2024-25,24,2024-12-30,162,162000.0,-27850.0,-60700.0,-88550.0
train_4seasons_test_1season_weekly,gbm,fixed_stake,all,2024-25,25,2025-01-06,120,120000.0,-11530.0,-88550.0,-100080.0
train_4seasons_test_1season_weekly,gbm,fixed_stake,all,2024-25,26,2025-01-13,217,217000.0,-18700.0,-100080.0,-118780.0
train_4seasons_test_1season_weekly,gbm,fixed_stake,all,2024-25,27,2025-01-20,212,212000.0,-14960.0,-118780.0,-133740.0
train_4seasons_test_1season_weekly,gbm,fixed_stake,all,2024-25,28,2025-01-27,221,221000.0,-13030.0,-133740.0,-146770.0
train_4seasons_test_1season_weekly,gbm,fixed_stake,all,2024-25,29,2025-02-03,178,178000.0,580.0,-146770.0,-146190.0
train_4seasons_test_1season_weekly,gbm,fixed_stake,all,2024-25,30,2025-02-10,229,229000.0,-21130.0,-146190.0,-167320.0
train_4seasons_test_1season_weekly,gbm,fixed_stake,all,2024-25,31,2025-02-17,220,220000.0,-17830.0,-167320.0,-185150.0
train_4seasons_test_1season_weekly,gbm,fixed_stake,all,2024-25,32,2025-02-24,210,210000.0,-27140.0,-185150.0,-212290.0
train_4seasons_test_1season_weekly,gbm,fixed_stake,all,2024-25,33,2025-03-03,234,234000.0,-31440.0,-212290.0,-243730.0
train_4seasons_test_1season_weekly,gbm,fixed_stake,all,2024-25,34,2025-03-10,226,226000.0,-7120.0,-243730.0,-250850.0
train_4seasons_test_1season_weekly,gbm,fixed_stake,all,2024-25,35,2025-03-17,61,61000.0,-11930.0,-250850.0,-262780.0
train_4seasons_test_1season_weekly,gbm,fixed_stake,all,2024-25,36,2025-03-24,189,189000.0,14150.0,-262780.0,-248630.0
train_4seasons_test_1season_weekly,gbm,fixed_stake,all,2024-25,37,2025-03-31,234,234000.0,-520.0,-248630.0,-249150.0
train_4seasons_test_1season_weekly,gbm,fixed_stake,all,2024-25,38,2025-04-07,221,221000.0,-33620.0,-249150.0,-282770.0
train_4seasons_test_1season_weekly,gbm,fixed_stake,all,2024-25,39,2025-04-14,166,166000.0,-24600.0,-282770.0,-307370.0
train_4seasons_test_1season_weekly,gbm,fixed_stake,all,2024-25,40,2025-04-21,255,255000.0,13610.0,-307370.0,-293760.0
train_4seasons_test_1season_weekly,gbm,fixed_stake,all,2024-25,41,2025-04-28,199,199000.0,-17210.0,-293760.0,-310970.0
train_4seasons_test_1season_weekly,gbm,fixed_stake,all,2024-25,42,2025-05-05,153,153000.0,-9190.0,-310970.0,-320160.0
train_4seasons_test_1season_weekly,gbm,fixed_stake,all,2024-25,43,2025-05-12,148,148000.0,-19850.0,-320160.0,-340010.0
train_4seasons_test_1season_weekly,gbm,fixed_stake,all,2024-25,44,2025-05-19,59,59000.0,-2100.0,-340010.0,-342110.0
train_4seasons_test_1season_weekly,gbm,fixed_stake,all,2024-25,45,2025-05-26,21,21000.0,8450.0,-342110.0,-333660.0
train_4seasons_test_1season_weekly,gbm,fractional_kelly,all,2024-25,1,2024-07-22,6,15150.201072947859,-3809.9933463015977,100000.0,96190.0066536984
train_4seasons_test_1season_weekly,gbm,fractional_kelly,all,2024-25,2,2024-07-29,14,38210.28767941322,-1303.880094404644,96190.0066536984,94886.12655929374
train_4seasons_test_1season_weekly,gbm,fractional_kelly,all,2024-25,3,2024-08-05,44,85199.58630145798,-16440.061946841903,94886.12655929374,78446.06461245187
train_4seasons_test_1season_weekly,gbm,fractional_kelly,all,2024-25,4,2024-08-12,73,106463.70182599305,-16937.074861259254,78446.06461245187,61508.98975119264
train_4seasons_test_1season_weekly,gbm,fractional_kelly,all,2024-25,5,2024-08-19,92,154379.6281745015,18211.729087263895,61508.98975119264,79720.71883845654
train_4seasons_test_1season_weekly,gbm,fractional_kelly,all,2024-25,6,2024-08-26,99,138367.57245800813,-9679.33732949809,79720.71883845654,70041.38150895841
train_4seasons_test_1season_weekly,gbm,fractional_kelly,all,2024-25,7,2024-09-02,11,16600.862939070565,8782.15075077073,70041.38150895841,78823.53225972914
train_4seasons_test_1season_weekly,gbm,fractional_kelly,all,2024-25,8,2024-09-09,83,169675.13196890708,-4243.959116631961,78823.53225972914,74579.57314309718
train_4seasons_test_1season_weekly,gbm,fractional_kelly,all,2024-25,9,2024-09-16,82,112286.4938517437,-1087.602963798353,74579.57314309718,73491.97017929879
train_4seasons_test_1season_weekly,gbm,fractional_kelly,all,2024-25,10,2024-09-23,91,138302.17855098957,-5775.385808924121,73491.97017929879,67716.58437037464
train_4seasons_test_1season_weekly,gbm,fractional_kelly,all,2024-25,11,2024-09-30,95,114246.60199045808,-20552.740715125852,67716.58437037464,47163.843655248784
train_4seasons_test_1season_weekly,gbm,fractional_kelly,all,2024-25,12,2024-10-07,9,8043.653167505804,607.3488215962986,47163.843655248784,47771.19247684508
train_4seasons_test_1season_weekly,gbm,fractional_kelly,all,2024-25,13,2024-10-14,64,82419.17141642817,25892.353041687482,47771.19247684508,73663.54551853258
train_4seasons_test_1season_weekly,gbm,fractional_kelly,all,2024-25,14,2024-10-21,96,106687.86618365905,-3643.9250279671437,73663.54551853258,70019.62049056549
train_4seasons_test_1season_weekly,gbm,fractional_kelly,all,2024-25,15,2024-10-28,74,108207.55579212315,3213.2248123695626,70019.62049056549,73232.84530293506
train_4seasons_test_1season_weekly,gbm,fractional_kelly,all,2024-25,16,2024-11-04,76,109924.3033911732,2287.873661202158,73232.84530293506,75520.71896413728
train_4seasons_test_1season_weekly,gbm,fractional_kelly,all,2024-25,17,2024-11-11,18,18916.19757479,-11905.29781184539,75520.71896413728,63615.4211522919
train_4seasons_test_1season_weekly,gbm,fractional_kelly,all,2024-25,18,2024-11-18,67,90895.75303513046,-9230.971886534888,63615.4211522919,54384.44926575701
train_4seasons_test_1season_weekly,gbm,fractional_kelly,all,2024-25,19,2024-11-25,71,68078.17777303992,-8490.926683221716,54384.44926575701,45893.52258253526
train_4seasons_test_1season_weekly,gbm,fractional_kelly,all,2024-25,20,2024-12-02,92,116923.61862156703,7148.986085358711,45893.52258253526,53042.508667893984
train_4seasons_test_1season_weekly,gbm,fractional_kelly,all,2024-25,21,2024-12-09,76,74157.81220830184,-11997.532612187028,53042.508667893984,41044.97605570694
train_4seasons_test_1season_weekly,gbm,fractional_kelly,all,2024-25,22,2024-12-16,79,58041.48001629248,-14272.329118483745,41044.97605570694,26772.646937223202
train_4seasons_test_1season_weekly,gbm,fractional_kelly,all,2024-25,23,2024-12-23,66,33761.28074054199,-4642.6380582725205,26772.646937223202,22130.008878950684
train_4seasons_test_1season_weekly,gbm,fractional_kelly,all,2024-25,24,2024-12-30,75,25569.60792659818,-5778.149526640647,22130.008878950684,16351.859352310043
train_4seasons_test_1season_weekly,gbm,fractional_kelly,all,2024-25,25,2025-01-06,53,15753.694395033555,-3457.0763604472772,16351.859352310043,12894.782991862769
train_4seasons_test_1season_weekly,gbm,fractional_kelly,all,2024-25,26,2025-01-13,102,28056.416193013665,-3324.0493631419195,12894.782991862769,9570.733628720845
train_4seasons_test_1season_weekly,gbm,fractional_kelly,all,2024-25,27,2025-01-20,86,16589.68335902219,-1245.5506249373498,9570.733628720845,8325.183003783499
train_4seasons_test_1season_weekly,gbm,fractional_kelly,all,2024-25,28,2025-01-27,99,15990.384905993025,-1581.5050971510677,8325.183003783499,6743.677906632436
train_4seasons_test_1season_weekly,gbm,fractional_kelly,all,2024-25,29,2025-02-03,70,8809.913201769423,137.16564177665,6743.677906632436,6880.843548409089
train_4seasons_test_1season_weekly,gbm,fractional_kelly,all,2024-25,30,2025-02-10,100,10459.26901791516,-1492.915577159512,6880.843548409089,5387.927971249574
train_4seasons_test_1season_weekly,gbm,fractional_kelly,all,2024-25,31,2025-02-17,107,11573.440548588194,-1275.3964709941267,5387.927971249574,4112.531500255451
train_4seasons_test_1season_weekly,gbm,fractional_kelly,all,2024-25,32,2025-02-24,99,7178.729416642058,-1303.401977100469,4112.531500255451,2809.1295231549807
train_4seasons_test_1season_weekly,gbm,fractional_kelly,all,2024-25,33,2025-03-03,102,6237.11426796446,401.0865928191769,2809.1295231549807,3210.2161159741577
train_4seasons_test_1season_weekly,gbm,fractional_kelly,all,2024-25,34,2025-03-10,106,5548.189884636088,-1118.6455481667126,3210.2161159741577,2091.570567807446
train_4seasons_test_1season_weekly,gbm,fractional_kelly,all,2024-25,35,2025-03-17,30,1195.734593537446,-202.29851371950426,2091.570567807446,1889.2720540879423
train_4seasons_test_1season_weekly,gbm,fractional_kelly,all,2024-25,36,2025-03-24,88,4577.7276741264795,190.32215375388668,1889.2720540879423,2079.594207841831
train_4seasons_test_1season_weekly,gbm,fractional_kelly,all,2024-25,37,2025-03-31,122,7397.463815636585,701.6338751934011,2079.594207841831,2781.228083035233
train_4seasons_test_1season_weekly,gbm,fractional_kelly,all,2024-25,38,2025-04-07,111,5638.725811497111,-1513.996637887692,2781.228083035233,1267.2314451475422
train_4seasons_test_1season_weekly,gbm,fractional_kelly,all,2024-25,39,2025-04-14,75,2010.01171554195,-386.3581681786341,1267.2314451475422,880.873276968909
train_4seasons_test_1season_weekly,gbm,fractional_kelly,all,2024-25,40,2025-04-21,134,3672.979911053813,477.02365432996015,880.873276968909,1357.8969312988686
train_4seasons_test_1season_weekly,gbm,fractional_kelly,all,2024-25,41,2025-04-28,93,2551.9078301332556,-460.7437877294085,1357.8969312988686,897.1531435694595
train_4seasons_test_1season_weekly,gbm,fractional_kelly,all,2024-25,42,2025-05-05,71,1374.6084383227553,-141.607818440205,897.1531435694595,755.5453251292545
train_4seasons_test_1season_weekly,gbm,fractional_kelly,all,2024-25,43,2025-05-12,82,1333.427010606195,-305.21128197595056,755.5453251292545,450.33404315330426
train_4seasons_test_1season_weekly,gbm,fractional_kelly,all,2024-25,44,2025-05-19,29,382.48075043110566,-41.47640217078525,450.33404315330426,408.8576409825189
train_4seasons_test_1season_weekly,gbm,fractional_kelly,all,2024-25,45,2025-05-26,11,146.52507662435133,60.11200768108694,408.8576409825189,468.9696486636058
train_4seasons_test_1season_weekly,gbm_calibrated,fixed_stake,all,2024-25,1,2024-07-22,8,8000.0,-2830.0,100000.0,97170.0
train_4seasons_test_1season_weekly,gbm_calibrated,fixed_stake,all,2024-25,2,2024-07-29,37,37000.0,-10750.0,97170.0,86420.0
train_4seasons_test_1season_weekly,gbm_calibrated,fixed_stake,all,2024-25,3,2024-08-05,110,110000.0,-8710.0,86420.0,77710.0
train_4seasons_test_1season_weekly,gbm_calibrated,fixed_stake,all,2024-25,4,2024-08-12,161,161000.0,3000.0,77710.0,80710.0
train_4seasons_test_1season_weekly,gbm_calibrated,fixed_stake,all,2024-25,5,2024-08-19,209,209000.0,1110.0,80710.0,81820.0
train_4seasons_test_1season_weekly,gbm_calibrated,fixed_stake,all,2024-25,6,2024-08-26,230,230000.0,-7180.0,81820.0,74640.0
train_4seasons_test_1season_weekly,gbm_calibrated,fixed_stake,all,2024-25,7,2024-09-02,37,37000.0,320.0,74640.0,74960.0
train_4seasons_test_1season_weekly,gbm_calibrated,fixed_stake,all,2024-25,8,2024-09-09,201,201000.0,-4140.0,74960.0,70820.0
train_4seasons_test_1season_weekly,gbm_calibrated,fixed_stake,all,2024-25,9,2024-09-16,205,205000.0,-17250.0,70820.0,53570.0
train_4seasons_test_1season_weekly,gbm_calibrated,fixed_stake,all,2024-25,10,2024-09-23,227,227000.0,-15520.0,53570.0,38050.0
train_4seasons_test_1season_weekly,gbm_calibrated,fixed_stake,all,2024-25,11,2024-09-30,240,240000.0,-35820.0,38050.0,2230.0
train_4seasons_test_1season_weekly,gbm_calibrated,fixed_stake,all,2024-25,12,2024-10-07,27,27000.0,-5630.0,2230.0,-3400.0
train_4seasons_test_1season_weekly,gbm_calibrated,fixed_stake,all,2024-25,13,2024-10-14,184,184000.0,-5050.0,-3400.0,-8450.0
train_4seasons_test_1season_weekly,gbm_calibrated,fixed_stake,all,2024-25,14,2024-10-21,249,249000.0,-12310.0,-8450.0,-20760.0
train_4seasons_test_1season_weekly,gbm_calibrated,fixed_stake,all,2024-25,15,2024-10-28,194,194000.0,-8060.0,-20760.0,-28820.0
train_4seasons_test_1season_weekly,gbm_calibrated,fixed_stake,all,2024-25,16,2024-11-04,218,218000.0,-13340.0,-28820.0,-42160.0
train_4seasons_test_1season_weekly,gbm_calibrated,fixed_stake,all,2024-25,17,2024-11-11,54,54000.0,1459.999999999999,-42160.0,-40700.0
train_4seasons_test_1season_weekly,gbm_calibrated,fixed_stake,all,2024-25,18,2024-11-18,165,165000.0,-16970.0,-40700.0,-57670.0
train_4seasons_test_1season_weekly,gbm_calibrated,fixed_stake,all,2024-25,19,2024-11-25,184,184000.0,-16490.0,-57670.0,-74160.0
train_4seasons_test_1season_weekly,gbm_calibrated,fixed_stake,all,2024-25,20,2024-12-02,216,216000.0,17350.0,-74160.0,-56810.0
train_4seasons_test_1season_weekly,gbm_calibrated,fixed_stake,all,2024-25,21,2024-12-09,211,211000.0,-7170.0,-56810.0,-63980.0
train_4seasons_test_1season_weekly,gbm_calibrated,fixed_stake,all,2024-25,22,2024-12-16,198,198000.0,1440.0,-63980.0,-62540.0
train_4seasons_test_1season_weekly,gbm_calibrated,fixed_stake,all,2024-25,23,2024-12-23,177,177000.0,-25930.0,-62540.0,-88470.0
train_4seasons_test_1season_weekly,gbm_calibrated,fixed_stake,all,2024-25,24,2024-12-30,162,162000.0,-16240.0,-88470.0,-104710.0
train_4seasons_test_1season_weekly,gbm_calibrated,fixed_stake,all,2024-25,25,2025-01-06,120,120000.0,-12430.0,-104710.0,-117140.0
train_4seasons_test_1season_weekly,gbm_calibrated,fixed_stake,all,2024-25,26,2025-01-13,217,217000.0,-15530.0,-117140.0,-132670.0
train_4seasons_test_1season_weekly,gbm_calibrated,fixed_stake,all,2024-25,27,2025-01-20,212,212000.0,-17220.0,-132670.0,-149890.0
train_4seasons_test_1season_weekly,gbm_calibrated,fixed_stake,all,2024-25,28,2025-01-27,221,221000.0,9850.0,-149890.0,-140040.0
train_4seasons_test_1season_weekly,gbm_calibrated,fixed_stake,all,2024-25,29,2025-02-03,178,178000.0,2410.0,-140040.0,-137630.0
train_4seasons_test_1season_weekly,gbm_calibrated,fixed_stake,all,2024-25,30,2025-02-10,229,229000.0,-27400.0,-137630.0,-165030.0
train_4seasons_test_1season_weekly,gbm_calibrated,fixed_stake,all,2024-25,31,2025-02-17,220,220000.0,-17860.0,-165030.0,-182890.0
train_4seasons_test_1season_weekly,gbm_calibrated,fixed_stake,all,2024-25,32,2025-02-24,210,210000.0,-7800.0,-182890.0,-190690.0
train_4seasons_test_1season_weekly,gbm_calibrated,fixed_stake,all,2024-25,33,2025-03-03,234,234000.0,-21170.0,-190690.0,-211860.0
train_4seasons_test_1season_weekly,gbm_calibrated,fixed_stake,all,2024-25,34,2025-03-10,226,226000.0,-17510.0,-211860.0,-229370.0
train_4seasons_test_1season_weekly,gbm_calibrated,fixed_stake,all,2024-25,35,2025-03-17,61,61000.0,-9140.0,-229370.0,-238510.0
train_4seasons_test_1season_weekly,gbm_calibrated,fixed_stake,all,2024-25,36,2025-03-24,189,189000.0,10480.0,-238510.0,-228030.0
train_4seasons_test_1season_weekly,gbm_calibrated,fixed_stake,all,2024-25,37,2025-03-31,234,234000.0,4910.0,-228030.0,-223120.0
train_4seasons_test_1season_weekly,gbm_calibrated,fixed_stake,all,2024-25,38,2025-04-07,221,221000.0,-34160.0,-223120.0,-257280.0
train_4seasons_test_1season_weekly,gbm_calibrated,fixed_stake,all,2024-25,39,2025-04-14,166,166000.0,-13820.0,-257280.0,-271100.0
train_4seasons_test_1season_weekly,gbm_calibrated,fixed_stake,all,2024-25,40,2025-04-21,255,255000.0,1810.0,-271100.0,-269290.0
train_4seasons_test_1season_weekly,gbm_calibrated,fixed_stake,all,2024-25,41,2025-04-28,199,199000.0,-10830.0,-269290.0,-280120.0
train_4seasons_test_1season_weekly,gbm_calibrated,fixed_stake,all,2024-25,42,2025-05-05,153,153000.0,2890.0,-280120.0,-277230.0
train_4seasons_test_1season_weekly,gbm_calibrated,fixed_stake,all,2024-25,43,2025-05-12,148,148000.0,-12890.0,-277230.0,-290120.0
train_4seasons_test_1season_weekly,gbm_calibrated,fixed_stake,all,2024-25,44,2025-05-19,59,59000.0,4130.0,-290120.0,-285990.0
train_4seasons_test_1season_weekly,gbm_calibrated,fixed_stake,all,2024-25,45,2025-05-26,21,21000.0,2820.0,-285990.0,-283170.0
train_4seasons_test_1season_weekly,gbm_calibrated,fractional_kelly,all,2024-25,1,2024-07-22,1,1133.8481278627783,646.2934328817837,100000.0,100646.29343288178
train_4seasons_test_1season_weekly,gbm_calibrated,fractional_kelly,all,2024-25,2,2024-07-29,7,10080.119623940178,1209.2696488892125,100646.29343288178,101855.563081771
train_4seasons_test_1season_weekly,gbm_calibrated,fractional_kelly,all,2024-25,3,2024-08-05,19,20912.98850596762,-2176.848231481823,101855.563081771,99678.7148502892
train_4seasons_test_1season_weekly,gbm_calibrated,fractional_kelly,all,2024-25,4,2024-08-12,44,54076.34304022884,-3311.701669084013,99678.7148502892,96367.01318120517
train_4seasons_test_1season_weekly,gbm_calibrated,fractional_kelly,all,2024-25,5,2024-08-19,50,58789.00015378429,12195.074821382976,96367.01318120517,108562.08800258818
train_4seasons_test_1season_weekly,gbm_calibrated,fractional_kelly,all,2024-25,6,2024-08-26,56,61609.895536558906,13962.69813445468,108562.08800258818,122524.78613704287
train_4seasons_test_1season_weekly,gbm_calibrated,fractional_kelly,all,2024-25,7,2024-09-02,3,4388.779601421671,-1662.4040073139056,122524.78613704287,120862.38212972897
train_4seasons_test_1season_weekly,gbm_calibrated,fractional_kelly,all,2024-25,8,2024-09-09,37,47518.81404957445,-3037.48543381783,120862.38212972897,117824.8966959111
train_4seasons_test_1season_weekly,gbm_calibrated,fractional_kelly,all,2024-25,9,2024-09-16,44,57669.93197116449,487.1214326514646,117824.8966959111,118312.01812856262
train_4seasons_test_1season_weekly,gbm_calibrated,fractional_kelly,all,2024-25,10,2024-09-23,49,48084.53291455615,-2793.976841355284,118312.01812856262,115518.04128720734
train_4seasons_test_1season_weekly,gbm_calibrated,fractional_kelly,all,2024-25,11,2024-09-30,47,65821.88639142503,-16305.416214123461,115518.04128720734,99212.62507308388
train_4seasons_test_1season_weekly,gbm_calibrated,fractional_kelly,all,2024-25,12,2024-10-07,6,5262.204802143549,-123.34820208979056,99212.62507308388,99089.27687099407
train_4seasons_test_1season_weekly,gbm_calibrated,fractional_kelly,all,2024-25,13,2024-10-14,36,47474.59625189743,8097.89804722466,99089.27687099407,107187.17491821868
train_4seasons_test_1season_weekly,gbm_calibrated,fractional_kelly,all,2024-25,14,2024-10-21,58,52453.980699641186,-10638.240925375505,107187.17491821868,96548.93399284314
train_4seasons_test_1season_weekly,gbm_calibrated,fractional_kelly,all,2024-25,15,2024-10-28,36,42322.769843505244,4518.218187123952,96548.93399284314,101067.1521799671
train_4seasons_test_1season_weekly,gbm_calibrated,fractional_kelly,all,2024-25,16,2024-11-04,50,48496.04803757576,-6873.314114866329,101067.1521799671,94193.83806510069
train_4seasons_test_1season_weekly,gbm_calibrated,fractional_kelly,all,2024-25,17,2024-11-11,10,11155.338743489003,-10327.262104469224,94193.83806510069,83866.57596063147
train_4seasons_test_1season_weekly,gbm_calibrated,fractional_kelly,all,2024-25,18,2024-11-18,42,37228.69141733512,1477.8416816824724,83866.57596063147,85344.4176423139
train_4seasons_test_1season_weekly,gbm_calibrated,fractional_kelly,all,2024-25,19,2024-11-25,41,43367.57728549533,1058.079282841385,85344.4176423139,86402.49692515525
train_4seasons_test_1season_weekly,gbm_calibrated,fractional_kelly,all,2024-25,20,2024-12-02,48,67760.63060186195,6202.500208103789,86402.49692515525,92604.99713325905
train_4seasons_test_1season_weekly,gbm_calibrated,fractional_kelly,all,2024-25,21,2024-12-09,39,37304.64694985744,-9478.61985234927,92604.99713325905,83126.37728090979
train_4seasons_test_1season_weekly,gbm_calibrated,fractional_kelly,all,2024-25,22,2024-12-16,40,38822.1356240841,-593.7334697988098,83126.37728090979,82532.64381111097
train_4seasons_test_1season_weekly,gbm_calibrated,fractional_kelly,all,2024-25,23,2024-12-23,33,27320.821005313024,-7442.421230064159,82532.64381111097,75090.22258104681
train_4seasons_test_1season_weekly,gbm_calibrated,fractional_kelly,all,2024-25,24,2024-12-30,37,32041.26706235157,-800.4416575089234,75090.22258104681,74289.78092353792
train_4seasons_test_1season_weekly,gbm_calibrated,fractional_kelly,all,2024-25,25,2025-01-06,23,33583.673512248955,-949.0661447720329,74289.78092353792,73340.71477876589
train_4seasons_test_1season_weekly,gbm_calibrated,fractional_kelly,all,2024-25,26,2025-01-13,51,53578.07713909654,-1578.904786307674,73340.71477876589,71761.80999245823
train_4seasons_test_1season_weekly,gbm_calibrated,fractional_kelly,all,2024-25,27,2025-01-20,48,45576.417189602354,-7223.053406187139,71761.80999245823,64538.75658627109
train_4seasons_test_1season_weekly,gbm_calibrated,fractional_kelly,all,2024-25,28,2025-01-27,57,44041.488988568744,2749.293250161882,64538.75658627109,67288.04983643294
train_4seasons_test_1season_weekly,gbm_calibrated,fractional_kelly,all,2024-25,29,2025-02-03,44,40720.699188124956,450.4195112148984,67288.04983643294,67738.46934764783
train_4seasons_test_1season_weekly,gbm_calibrated,fractional_kelly,all,2024-25,30,2025-02-10,52,42654.91749242381,-8675.017923448559,67738.46934764783,59063.45142419926
train_4seasons_test_1season_weekly,gbm_calibrated,fractional_kelly,all,2024-25,31,2025-02-17,55,41049.230958391854,-7742.466442044034,59063.45142419926,51320.98498215521
train_4seasons_test_1season_weekly,gbm_calibrated,fractional_kelly,all,2024-25,32,2025-02-24,52,30346.943909297846,-7358.481505941577,51320.98498215521,43962.503476213635
train_4seasons_test_1season_weekly,gbm_calibrated,fractional_kelly,all,2024-25,33,2025-03-03,52,25813.648841034228,195.7882239881189,43962.503476213635,44158.291700201764
train_4seasons_test_1season_weekly,gbm_calibrated,fractional_kelly,all,2024-25,34,2025-03-10,52,21458.923133086977,-9704.247112684836,44158.291700201764,34454.04458751693
train_4seasons_test_1season_weekly,gbm_calibrated,fractional_kelly,all,2024-25,35,2025-03-17,9,3469.2425479543776,-1264.1683571244862,34454.04458751693,33189.876230392445
train_4seasons_test_1season_weekly,gbm_calibrated,fractional_kelly,all,2024-25,36,2025-03-24,48,23759.82414586567,1927.6293434747806,33189.876230392445,35117.50557386722
train_4seasons_test_1season_weekly,gbm_calibrated,fractional_kelly,all,2024-25,37,2025-03-31,69,32805.88772588235,6480.425091990197,35117.50557386722,41597.93066585741
train_4seasons_test_1season_weekly,gbm_calibrated,fractional_kelly,all,2024-25,38,2025-04-07,59,28143.163736149996,-9620.827685312262,41597.93066585741,31977.10298054516
train_4seasons_test_1season_weekly,gbm_calibrated,fractional_kelly,all,2024-25,39,2025-04-14,45,16839.734589281717,-790.0516351878666,31977.10298054516,31187.051345357297
train_4seasons_test_1season_weekly,gbm_calibrated,fractional_kelly,all,2024-25,40,2025-04-21,72,29078.199482802916,5549.792068256697,31187.051345357297,36736.843413613984
train_4seasons_test_1season_weekly,gbm_calibrated,fractional_kelly,all,2024-25,41,2025-04-28,46,19668.053678083917,-1395.996241909669,36736.843413613984,35340.84717170434
train_4seasons_test_1season_weekly,gbm_calibrated,fractional_kelly,all,2024-25,42,2025-05-05,38,17964.9101282906,-4595.9618268763425,35340.84717170434,30744.885344827995
train_4seasons_test_1season_weekly,gbm_calibrated,fractional_kelly,all,2024-25,43,2025-05-12,42,15043.654860979703,-3640.138829274397,30744.885344827995,27104.74651555361
train_4seasons_test_1season_weekly,gbm_calibrated,fractional_kelly,all,2024-25,44,2025-05-19,12,3539.9414719244332,-645.4957356738676,27104.74651555361,26459.25077987974
train_4seasons_test_1season_weekly,gbm_calibrated,fractional_kelly,all,2024-25,45,2025-05-26,9,3097.24522350365,1878.9656813212107,26459.25077987974,28338.216461200955
train_4seasons_test_1season_weekly,lr,fixed_stake,all,2024-25,1,2024-07-22,8,8000.0,-2830.0,100000.0,97170.0
train_4seasons_test_1season_weekly,lr,fixed_stake,all,2024-25,2,2024-07-29,37,37000.0,-8300.0,97170.0,88870.0
train_4seasons_test_1season_weekly,lr,fixed_stake,all,2024-25,3,2024-08-05,110,110000.0,-6210.0,88870.0,82660.0
train_4seasons_test_1season_weekly,lr,fixed_stake,all,2024-25,4,2024-08-12,161,161000.0,-949.9999999999982,82660.0,81710.0
