method,model,strategy,selection,season,week,round_start,n_bets,round_staked,round_profit,bankroll_before,bankroll_after
train_4seasons_test_1season_weekly,mlp,fractional_kelly,top3,2024-25,14,2024-10-21,2,8266.909879877596,1138.4420550582363,98304.74226472712,99443.18431978534
train_4seasons_test_1season_weekly,mlp,fractional_kelly,top3,2024-25,15,2024-10-28,3,10249.979882476306,1075.3305561649636,99443.18431978534,100518.5148759503
train_4seasons_test_1season_weekly,mlp,fractional_kelly,top3,2024-25,16,2024-11-04,3,14948.987884207736,-8666.580704460841,100518.5148759503,91851.93417148945
train_4seasons_test_1season_weekly,mlp,fractional_kelly,top3,2024-25,17,2024-11-11,0,0.0,0.0,91851.93417148945,91851.93417148945
train_4seasons_test_1season_weekly,mlp,fractional_kelly,top3,2024-25,18,2024-11-18,0,0.0,0.0,91851.93417148945,91851.93417148945
train_4seasons_test_1season_weekly,mlp,fractional_kelly,top3,2024-25,19,2024-11-25,1,4592.596708574473,1653.3348150868107,91851.93417148945,93505.26898657627
train_4seasons_test_1season_weekly,mlp,fractional_kelly,top3,2024-25,20,2024-12-02,2,7983.751554543933,1294.6483712366617,93505.26898657627,94799.91735781293
train_4seasons_test_1season_weekly,mlp,fractional_kelly,top3,2024-25,21,2024-12-09,1,4739.995867890647,-4739.995867890647,94799.91735781293,90059.92148992229
train_4seasons_test_1season_weekly,mlp,fractional_kelly,top3,2024-25,22,2024-12-16,1,4478.239208031923,1119.5598020079808,90059.92148992229,91179.48129193026
train_4seasons_test_1season_weekly,mlp,fractional_kelly,top3,2024-25,23,2024-12-23,1,4558.974064596513,592.6666283975462,91179.48129193026,91772.14792032781
train_4seasons_test_1season_weekly,mlp,fractional_kelly,top3,2024-25,24,2024-12-30,2,9202.452132710872,1888.900234570148,91772.14792032781,93661.04815489796
train_4seasons_test_1season_weekly,mlp,fractional_kelly,top3,2024-25,25,2025-01-06,2,4894.480544466574,451.07465583807596,93661.04815489796,94112.12281073604
train_4seasons_test_1season_weekly,mlp,fractional_kelly,top3,2024-25,26,2025-01-13,2,7567.813342458674,-4219.030916210084,94112.12281073604,89893.09189452595
train_4seasons_test_1season_weekly,mlp,fractional_kelly,top3,2024-25,27,2025-01-20,2,7732.592418879596,985.9561413039102,89893.09189452595,90879.04803582985
train_4seasons_test_1season_weekly,mlp,fractional_kelly,top3,2024-25,28,2025-01-27,2,9099.264684587464,864.9413396810104,90879.04803582985,91743.98937551086
train_4seasons_test_1season_weekly,mlp,fractional_kelly,top3,2024-25,29,2025-02-03,3,9251.01348358281,832.8932978867701,91743.98937551086,92576.88267339763
train_4seasons_test_1season_weekly,mlp,fractional_kelly,top3,2024-25,30,2025-02-10,1,3219.699062391082,804.9247655977705,92576.88267339763,93381.8074389954
train_4seasons_test_1season_weekly,mlp,fractional_kelly,top3,2024-25,31,2025-02-17,2,4050.802499725203,807.3383121621334,93381.8074389954,94189.14575115753
train_4seasons_test_1season_weekly,mlp,fractional_kelly,top3,2024-25,32,2025-02-24,1,3930.9780363776445,1139.983630549517,94189.14575115753,95329.12938170704
train_4seasons_test_1season_weekly,mlp,fractional_kelly,top3,2024-25,33,2025-03-03,2,8306.142879683444,1375.2411877915674,95329.12938170704,96704.3705694986
train_4seasons_test_1season_weekly,mlp,fractional_kelly,top3,2024-25,34,2025-03-10,1,1787.0302144344432,-1787.0302144344432,96704.3705694986,94917.34035506415
train_4seasons_test_1season_weekly,mlp,fractional_kelly,top3,2024-25,35,2025-03-17,1,2359.0770666077933,-2359.0770666077933,94917.34035506415,92558.26328845636
train_4seasons_test_1season_weekly,mlp,fractional_kelly,top3,2024-25,36,2025-03-24,2,5812.259526541313,1694.5840660004271,92558.26328845636,94252.84735445678
train_4seasons_test_1season_weekly,mlp,fractional_kelly,top3,2024-25,37,2025-03-31,1,3187.7342225090647,446.2827911512687,94252.84735445678,94699.13014560805
train_4seasons_test_1season_weekly,mlp,fractional_kelly,top3,2024-25,38,2025-04-07,1,746.8129643575221,-746.8129643575221,94699.13014560805,93952.31718125053
train_4seasons_test_1season_weekly,mlp,fractional_kelly,top3,2024-25,39,2025-04-14,2,9428.115029138491,1603.766054283946,93952.31718125053,95556.08323553449
train_4seasons_test_1season_weekly,mlp,fractional_kelly,top3,2024-25,40,2025-04-21,2,9603.386365171216,1920.6772730342432,95556.08323553449,97476.76050856874
train_4seasons_test_1season_weekly,mlp,fractional_kelly,top3,2024-25,41,2025-04-28,2,7734.2393817574975,1343.1695685987647,97476.76050856874,98819.9300771675
train_4seasons_test_1season_weekly,mlp,fractional_kelly,top3,2024-25,42,2025-05-05,2,8227.5320415698,-2690.6265727354016,98819.9300771675,96129.3035044321
train_4seasons_test_1season_weekly,mlp,fractional_kelly,top3,2024-25,43,2025-05-12,1,4806.465175221605,2547.4265428674507,96129.3035044321,98676.73004729956
train_4seasons_test_1season_weekly,mlp,fractional_kelly,top3,2024-25,44,2025-05-19,2,9917.011369753607,1833.907027929062,98676.73004729956,100510.63707522863
train_4seasons_test_1season_weekly,mlp,fractional_kelly,top3,2024-25,45,2025-05-26,1,1719.6351386607528,-1719.6351386607528,100510.63707522863,98791.00193656787
weekly_walk_forward,gbm,fixed_stake,top3,2024-25,1,2024-07-22,3,3000.0,-1500.0,100000.0,98500.0
weekly_walk_forward,gbm,fixed_stake,top3,2024-25,2,2024-07-29,3,3000.0,-560.0,98500.0,97940.0
weekly_walk_forward,gbm,fixed_stake,top3,2024-25,3,2024-08-05,3,3000.0,439.99999999999994,97940.0,98380.0
weekly_walk_forward,gbm,fixed_stake,top3,2024-25,4,2024-08-12,3,3000.0,569.9999999999999,98380.0,98950.0
weekly_walk_forward,gbm,fixed_stake,top3,2024-25,5,2024-08-19,3,3000.0,-570.0,98950.0,98380.0
weekly_walk_forward,gbm,fixed_stake,top3,2024-25,6,2024-08-26,3,3000.0,630.0000000000001,98380.0,99010.0
weekly_walk_forward,gbm,fixed_stake,top3,2024-25,7,2024-09-02,3,3000.0,70.00000000000011,99010.0,99080.0
weekly_walk_forward,gbm,fixed_stake,top3,2024-25,8,2024-09-09,3,3000.0,-730.0000000000002,99080.0,98350.0
weekly_walk_forward,gbm,fixed_stake,top3,2024-25,9,2024-09-16,3,3000.0,320.0000000000001,98350.0,98670.0
weekly_walk_forward,gbm,fixed_stake,top3,2024-25,10,2024-09-23,3,3000.0,700.0,98670.0,99370.0
weekly_walk_forward,gbm,fixed_stake,top3,2024-25,11,2024-09-30,3,3000.0,-730.0000000000002,99370.0,98640.0
weekly_walk_forward,gbm,fixed_stake,top3,2024-25,12,2024-10-07,3,3000.0,-1520.0,98640.0,97120.0
weekly_walk_forward,gbm,fixed_stake,top3,2024-25,13,2024-10-14,3,3000.0,-1730.0,97120.0,95390.0
weekly_walk_forward,gbm,fixed_stake,top3,2024-25,14,2024-10-21,3,3000.0,420.0000000000001,95390.0,95810.0
weekly_walk_forward,gbm,fixed_stake,top3,2024-25,15,2024-10-28,3,3000.0,310.00000000000006,95810.0,96120.0
weekly_walk_forward,gbm,fixed_stake,top3,2024-25,16,2024-11-04,3,3000.0,-530.0,96120.0,95590.0
weekly_walk_forward,gbm,fixed_stake,top3,2024-25,17,2024-11-11,3,3000.0,170.00000000000023,95590.0,95760.0
weekly_walk_forward,gbm,fixed_stake,top3,2024-25,18,2024-11-18,3,3000.0,439.9999999999997,95760.0,96200.0
weekly_walk_forward,gbm,fixed_stake,top3,2024-25,19,2024-11-25,3,3000.0,-649.9999999999999,96200.0,95550.0
weekly_walk_forward,gbm,fixed_stake,top3,2024-25,20,2024-12-02,3,3000.0,-770.0,95550.0,94780.0
weekly_walk_forward,gbm,fixed_stake,top3,2024-25,21,2024-12-09,3,3000.0,-780.0,94780.0,94000.0
weekly_walk_forward,gbm,fixed_stake,top3,2024-25,22,2024-12-16,3,3000.0,419.9999999999998,94000.0,94420.0
weekly_walk_forward,gbm,fixed_stake,top3,2024-25,23,2024-12-23,3,3000.0,300.0000000000003,94420.0,94720.0
weekly_walk_forward,gbm,fixed_stake,top3,2024-25,24,2024-12-30,3,3000.0,520.0000000000002,94720.0,95240.0
weekly_walk_forward,gbm,fixed_stake,top3,2024-25,25,2025-01-06,3,3000.0,340.0000000000001,95240.0,95580.0
weekly_walk_forward,gbm,fixed_stake,top3,2024-25,26,2025-01-13,3,3000.0,-730.0000000000002,95580.0,94850.0
weekly_walk_forward,gbm,fixed_stake,top3,2024-25,27,2025-01-20,3,3000.0,419.99999999999994,94850.0,95270.0
weekly_walk_forward,gbm,fixed_stake,top3,2024-25,28,2025-01-27,3,3000.0,329.9999999999999,95270.0,95600.0
weekly_walk_forward,gbm,fixed_stake,top3,2024-25,29,2025-02-03,3,3000.0,-780.0,95600.0,94820.0
weekly_walk_forward,gbm,fixed_stake,top3,2024-25,30,2025-02-10,3,3000.0,649.9999999999999,94820.0,95470.0
weekly_walk_forward,gbm,fixed_stake,top3,2024-25,31,2025-02-17,3,3000.0,530.0,95470.0,96000.0
weekly_walk_forward,gbm,fixed_stake,top3,2024-25,32,2025-02-24,3,3000.0,-669.9999999999999,96000.0,95330.0
weekly_walk_forward,gbm,fixed_stake,top3,2024-25,33,2025-03-03,3,3000.0,439.99999999999994,95330.0,95770.0
weekly_walk_forward,gbm,fixed_stake,top3,2024-25,34,2025-03-10,3,3000.0,790.0,95770.0,96560.0
weekly_walk_forward,gbm,fixed_stake,top3,2024-25,35,2025-03-17,3,3000.0,-340.0000000000001,96560.0,96220.0
weekly_walk_forward,gbm,fixed_stake,top3,2024-25,36,2025-03-24,3,3000.0,479.9999999999998,96220.0,96700.0
weekly_walk_forward,gbm,fixed_stake,top3,2024-25,37,2025-03-31,3,3000.0,469.9999999999998,96700.0,97170.0
weekly_walk_forward,gbm,fixed_stake,top3,2024-25,38,2025-04-07,3,3000.0,-670.0000000000002,97170.0,96500.0
weekly_walk_forward,gbm,fixed_stake,top3,2024-25,39,2025-04-14,3,3000.0,449.9999999999998,96500.0,96950.0
weekly_walk_forward,gbm,fixed_stake,top3,2024-25,40,2025-04-21,3,3000.0,510.0,96950.0,97460.0
weekly_walk_forward,gbm,fixed_stake,top3,2024-25,41,2025-04-28,3,3000.0,409.99999999999994,97460.0,97870.0
weekly_walk_forward,gbm,fixed_stake,top3,2024-25,42,2025-05-05,3,3000.0,-619.9999999999999,97870.0,97250.0
weekly_walk_forward,gbm,fixed_stake,top3,2024-25,43,2025-05-12,3,3000.0,300.00000000000006,97250.0,97550.0
weekly_walk_forward,gbm,fixed_stake,top3,2024-25,44,2025-05-19,3,3000.0,-630.0,97550.0,96920.0
weekly_walk_forward,gbm,fixed_stake,top3,2024-25,45,2025-05-26,3,3000.0,-560.0,96920.0,96360.0
weekly_walk_forward,gbm,fractional_kelly,top3,2024-25,1,2024-07-22,0,0.0,0.0,100000.0,100000.0
weekly_walk_forward,gbm,fractional_kelly,top3,2024-25,2,2024-07-29,2,6435.457191638564,-4636.70965006878,100000.0,95363.29034993122
weekly_walk_forward,gbm,fractional_kelly,top3,2024-25,3,2024-08-05,3,5889.765670501571,778.4014252497236,95363.29034993122,96141.69177518095
weekly_walk_forward,gbm,fractional_kelly,top3,2024-25,4,2024-08-12,3,9269.355522531563,1668.3201737298757,96141.69177518095,97810.01194891082
weekly_walk_forward,gbm,fractional_kelly,top3,2024-25,5,2024-08-19,3,12942.197524819774,-3113.850394527719,97810.01194891082,94696.1615543831
weekly_walk_forward,gbm,fractional_kelly,top3,2024-25,6,2024-08-26,3,11886.545521172717,2404.570582552049,94696.1615543831,97100.73213693514
weekly_walk_forward,gbm,fractional_kelly,top3,2024-25,7,2024-09-02,3,2983.9580901636295,840.851829055322,97100.73213693514,97941.58396599046
weekly_walk_forward,gbm,fractional_kelly,top3,2024-25,8,2024-09-09,2,5251.293373169623,331.37691289183346,97941.58396599046,98272.9608788823
weekly_walk_forward,gbm,fractional_kelly,top3,2024-25,9,2024-09-16,2,9854.321152129924,1232.1955199798658,98272.9608788823,99505.15639886216
weekly_walk_forward,gbm,fractional_kelly,top3,2024-25,10,2024-09-23,3,13480.547961128328,3196.744910357441,99505.15639886216,102701.90130921961
weekly_walk_forward,gbm,fractional_kelly,top3,2024-25,11,2024-09-30,2,7184.71828789808,954.5096096511209,102701.90130921961,103656.41091887072
weekly_walk_forward,gbm,fractional_kelly,top3,2024-25,12,2024-10-07,1,1848.7823842935745,-1848.7823842935745,103656.41091887072,101807.62853457715
weekly_walk_forward,gbm,fractional_kelly,top3,2024-25,13,2024-10-14,1,263.2777741119453,-263.2777741119453,101807.62853457715,101544.3507604652
weekly_walk_forward,gbm,fractional_kelly,top3,2024-25,14,2024-10-21,1,5077.21753802326,1116.987858365117,101544.3507604652,102661.33861883031
weekly_walk_forward,gbm,fractional_kelly,top3,2024-25,15,2024-10-28,2,9901.181216423609,1030.5002115879931,102661.33861883031,103691.8388304183
weekly_walk_forward,gbm,fractional_kelly,top3,2024-25,16,2024-11-04,2,6298.524307621379,-1233.2402535904243,103691.8388304183,102458.59857682788
weekly_walk_forward,gbm,fractional_kelly,top3,2024-25,17,2024-11-11,0,0.0,0.0,102458.59857682788,102458.59857682788
weekly_walk_forward,gbm,fractional_kelly,top3,2024-25,18,2024-11-18,2,10281.720367184676,1594.2045645561525,102458.59857682788,104052.80314138402
weekly_walk_forward,gbm,fractional_kelly,top3,2024-25,19,2024-11-25,2,6151.585195968733,289.2844057033253,104052.80314138402,104342.08754708736
weekly_walk_forward,gbm,fractional_kelly,top3,2024-25,20,2024-12-02,3,13261.511472469028,-4263.515273993284,104342.08754708736,100078.57227309408
weekly_walk_forward,gbm,fractional_kelly,top3,2024-25,21,2024-12-09,2,10042.884727604993,-4338.406108038629,100078.57227309408,95740.16616505545
weekly_walk_forward,gbm,fractional_kelly,top3,2024-25,22,2024-12-16,3,12305.712645755873,1722.7997704058212,95740.16616505545,97462.96593546127
weekly_walk_forward,gbm,fractional_kelly,top3,2024-25,23,2024-12-23,2,4702.018573423113,517.2220430765428,97462.96593546127,97980.18797853781
weekly_walk_forward,gbm,fractional_kelly,top3,2024-25,24,2024-12-30,2,6500.80522713414,1351.3900860321319,97980.18797853781,99331.57806456994
weekly_walk_forward,gbm,fractional_kelly,top3,2024-25,25,2025-01-06,2,6863.88347274855,866.503438821927,99331.57806456994,100198.08150339188
weekly_walk_forward,gbm,fractional_kelly,top3,2024-25,26,2025-01-13,1,5009.904075169594,-5009.904075169594,100198.08150339188,95188.17742822229
weekly_walk_forward,gbm,fractional_kelly,top3,2024-25,27,2025-01-20,3,13282.15161549419,1861.0658761960422,95188.17742822229,97049.24330441833
weekly_walk_forward,gbm,fractional_kelly,top3,2024-25,28,2025-01-27,2,6337.201310491686,887.2081834688354,97049.24330441833,97936.45148788717
weekly_walk_forward,gbm,fractional_kelly,top3,2024-25,29,2025-02-03,3,14219.393391526337,-3870.7815467363603,97936.45148788717,94065.6699411508
weekly_walk_forward,gbm,fractional_kelly,top3,2024-25,30,2025-02-10,3,13017.311240911757,2808.2363068789045,94065.6699411508,96873.9062480297
weekly_walk_forward,gbm,fractional_kelly,top3,2024-25,31,2025-02-17,3,13230.567582904328,2245.8417871148104,96873.9062480297,99119.74803514451
weekly_walk_forward,gbm,fractional_kelly,top3,2024-25,32,2025-02-24,1,4730.953148208484,1040.8096926058663,99119.74803514451,100160.55772775038
weekly_walk_forward,gbm,fractional_kelly,top3,2024-25,33,2025-03-03,2,9935.868118629081,1486.3708350870645,100160.55772775038,101646.92856283745
weekly_walk_forward,gbm,fractional_kelly,top3,2024-25,34,2025-03-10,2,5742.1936253338035,1461.5650528466863,101646.92856283745,103108.49361568414
weekly_walk_forward,gbm,fractional_kelly,top3,2024-25,35,2025-03-17,3,8007.309537442563,-1556.4017460030973,103108.49361568414,101552.09186968105
weekly_walk_forward,gbm,fractional_kelly,top3,2024-25,36,2025-03-24,1,5077.604593484053,1015.5209186968104,101552.09186968105,102567.61278837787
weekly_walk_forward,gbm,fractional_kelly,top3,2024-25,37,2025-03-31,2,7007.043830977438,1042.4221214361644,102567.61278837787,103610.03490981403
weekly_walk_forward,gbm,fractional_kelly,top3,2024-25,38,2025-04-07,2,5500.555872756286,-5116.490920037585,103610.03490981403,98493.54398977644
weekly_walk_forward,gbm,fractional_kelly,top3,2024-25,39,2025-04-14,3,6488.110546799977,922.5488518484689,98493.54398977644,99416.09284162492
weekly_walk_forward,gbm,fractional_kelly,top3,2024-25,40,2025-04-21,2,10003.744342188507,2148.6303065396182,99416.09284162492,101564.72314816454
weekly_walk_forward,gbm,fractional_kelly,top3,2024-25,41,2025-04-28,2,3590.566569534382,496.0850253461345,101564.72314816454,102060.80817351068
weekly_walk_forward,gbm,fractional_kelly,top3,2024-25,42,2025-05-05,1,4006.4849146584497,1161.8806252509505,102060.80817351068,103222.68879876164
weekly_walk_forward,gbm,fractional_kelly,top3,2024-25,43,2025-05-12,1,5161.134439938082,722.558821591331,103222.68879876164,103945.24762035297
weekly_walk_forward,gbm,fractional_kelly,top3,2024-25,44,2025-05-19,2,7848.658268432275,1490.1897770640157,103945.24762035297,105435.43739741699
weekly_walk_forward,gbm,fractional_kelly,top3,2024-25,45,2025-05-26,1,5271.7718698708495,-5271.7718698708495,105435.43739741699,100163.66552754614
weekly_walk_forward,gbm_calibrated,fixed_stake,top3,2024-25,1,2024-07-22,3,3000.0,-1500.0,100000.0,98500.0
weekly_walk_forward,gbm_calibrated,fixed_stake,top3,2024-25,2,2024-07-29,3,3000.0,-560.0,98500.0,97940.0
weekly_walk_forward,gbm_calibrated,fixed_stake,top3,2024-25,3,2024-08-05,3,3000.0,-740.0,97940.0,97200.0
weekly_walk_forward,gbm_calibrated,fixed_stake,top3,2024-25,4,2024-08-12,3,3000.0,569.9999999999999,97200.0,97770.0
weekly_walk_forward,gbm_calibrated,fixed_stake,top3,2024-25,5,2024-08-19,3,3000.0,-740.0,97770.0,97030.0
weekly_walk_forward,gbm_calibrated,fixed_stake,top3,2024-25,6,2024-08-26,3,3000.0,510.0,97030.0,97540.0
weekly_walk_forward,gbm_calibrated,fixed_stake,top3,2024-25,7,2024-09-02,3,3000.0,70.00000000000011,97540.0,97610.0
weekly_walk_forward,gbm_calibrated,fixed_stake,top3,2024-25,8,2024-09-09,3,3000.0,-730.0000000000002,97610.0,96880.0
weekly_walk_forward,gbm_calibrated,fixed_stake,top3,2024-25,9,2024-09-16,3,3000.0,320.00000000000006,96880.0,97200.0
weekly_walk_forward,gbm_calibrated,fixed_stake,top3,2024-25,10,2024-09-23,3,3000.0,599.9999999999998,97200.0,97800.0
weekly_walk_forward,gbm_calibrated,fixed_stake,top3,2024-25,11,2024-09-30,3,3000.0,-730.0000000000002,97800.0,97070.0
weekly_walk_forward,gbm_calibrated,fixed_stake,top3,2024-25,12,2024-10-07,3,3000.0,-1520.0,97070.0,95550.0
weekly_walk_forward,gbm_calibrated,fixed_stake,top3,2024-25,13,2024-10-14,3,3000.0,-1670.0,95550.0,93880.0
weekly_walk_forward,gbm_calibrated,fixed_stake,top3,2024-25,14,2024-10-21,3,3000.0,420.0000000000001,93880.0,94300.0
weekly_walk_forward,gbm_calibrated,fixed_stake,top3,2024-25,15,2024-10-28,3,3000.0,320.0000000000001,94300.0,94620.0
weekly_walk_forward,gbm_calibrated,fixed_stake,top3,2024-25,16,2024-11-04,3,3000.0,-530.0,94620.0,94090.0
weekly_walk_forward,gbm_calibrated,fixed_stake,top3,2024-25,17,2024-11-11,3,3000.0,-1430.0,94090.0,92660.0
weekly_walk_forward,gbm_calibrated,fixed_stake,top3,2024-25,18,2024-11-18,3,3000.0,439.9999999999997,92660.0,93100.0
weekly_walk_forward,gbm_calibrated,fixed_stake,top3,2024-25,19,2024-11-25,3,3000.0,-1900.0,93100.0,91200.0
weekly_walk_forward,gbm_calibrated,fixed_stake,top3,2024-25,20,2024-12-02,3,3000.0,399.9999999999999,91200.0,91600.0
weekly_walk_forward,gbm_calibrated,fixed_stake,top3,2024-25,21,2024-12-09,3,3000.0,-780.0,91600.0,90820.0
weekly_walk_forward,gbm_calibrated,fixed_stake,top3,2024-25,22,2024-12-16,3,3000.0,419.9999999999998,90820.0,91240.0
weekly_walk_forward,gbm_calibrated,fixed_stake,top3,2024-25,23,2024-12-23,3,3000.0,350.0000000000001,91240.0,91590.0
weekly_walk_forward,gbm_calibrated,fixed_stake,top3,2024-25,24,2024-12-30,3,3000.0,-809.9999999999998,91590.0,90780.0
weekly_walk_forward,gbm_calibrated,fixed_stake,top3,2024-25,25,2025-01-06,3,3000.0,359.9999999999999,90780.0,91140.0
weekly_walk_forward,gbm_calibrated,fixed_stake,top3,2024-25,26,2025-01-13,3,3000.0,409.99999999999966,91140.0,91550.0
weekly_walk_forward,gbm_calibrated,fixed_stake,top3,2024-25,27,2025-01-20,3,3000.0,419.99999999999994,91550.0,91970.0
weekly_walk_forward,gbm_calibrated,fixed_stake,top3,2024-25,28,2025-01-27,3,3000.0,329.9999999999999,91970.0,92300.0
weekly_walk_forward,gbm_calibrated,fixed_stake,top3,2024-25,29,2025-02-03,3,3000.0,-819.9999999999998,92300.0,91480.0
weekly_walk_forward,gbm_calibrated,fixed_stake,top3,2024-25,30,2025-02-10,3,3000.0,649.9999999999999,91480.0,92130.0
weekly_walk_forward,gbm_calibrated,fixed_stake,top3,2024-25,31,2025-02-17,3,3000.0,-720.0,92130.0,91410.0
weekly_walk_forward,gbm_calibrated,fixed_stake,top3,2024-25,32,2025-02-24,3,3000.0,-1890.0,91410.0,89520.0
weekly_walk_forward,gbm_calibrated,fixed_stake,top3,2024-25,33,2025-03-03,3,3000.0,-760.0,89520.0,88760.0
weekly_walk_forward,gbm_calibrated,fixed_stake,top3,2024-25,34,2025-03-10,3,3000.0,720.0,88760.0,89480.0
weekly_walk_forward,gbm_calibrated,fixed_stake,top3,2024-25,35,2025-03-17,3,3000.0,-340.0000000000001,89480.0,89140.0
weekly_walk_forward,gbm_calibrated,fixed_stake,top3,2024-25,36,2025-03-24,3,3000.0,479.9999999999998,89140.0,89620.0
weekly_walk_forward,gbm_calibrated,fixed_stake,top3,2024-25,37,2025-03-31,3,3000.0,519.9999999999998,89620.0,90140.0
weekly_walk_forward,gbm_calibrated,fixed_stake,top3,2024-25,38,2025-04-07,3,3000.0,-670.0000000000002,90140.0,89470.0
weekly_walk_forward,gbm_calibrated,fixed_stake,top3,2024-25,39,2025-04-14,3,3000.0,-730.0000000000002,89470.0,88740.0
weekly_walk_forward,gbm_calibrated,fixed_stake,top3,2024-25,40,2025-04-21,3,3000.0,479.99999999999994,88740.0,89220.0
weekly_walk_forward,gbm_calibrated,fixed_stake,top3,2024-25,41,2025-04-28,3,3000.0,409.99999999999994,89220.0,89630.0
weekly_walk_forward,gbm_calibrated,fixed_stake,top3,2024-25,42,2025-05-05,3,3000.0,-739.9999999999999,89630.0,88890.0
weekly_walk_forward,gbm_calibrated,fixed_stake,top3,2024-25,43,2025-05-12,3,3000.0,300.00000000000006,88890.0,89190.0
weekly_walk_forward,gbm_calibrated,fixed_stake,top3,2024-25,44,2025-05-19,3,3000.0,-630.0,89190.0,88560.0
weekly_walk_forward,gbm_calibrated,fixed_stake,top3,2024-25,45,2025-05-26,3,3000.0,-560.0,88560.0,88000.0
weekly_walk_forward,gbm_calibrated,fractional_kelly,top3,2024-25,1,2024-07-22,0,0.0,0.0,100000.0,100000.0
weekly_walk_forward,gbm_calibrated,fractional_kelly,top3,2024-25,2,2024-07-29,0,0.0,0.0,100000.0,100000.0
weekly_walk_forward,gbm_calibrated,fractional_kelly,top3,2024-25,3,2024-08-05,1,2704.2805686445345,459.72769666957066,100000.0,100459.72769666956
weekly_walk_forward,gbm_calibrated,fractional_kelly,top3,2024-25,4,2024-08-12,3,3767.422888575704,763.5127059143485,100459.72769666956,101223.24040258392
weekly_walk_forward,gbm_calibrated,fractional_kelly,top3,2024-25,5,2024-08-19,0,0.0,0.0,101223.24040258392,101223.24040258392
weekly_walk_forward,gbm_calibrated,fractional_kelly,top3,2024-25,6,2024-08-26,1,5061.162020129196,1366.513745434883,101223.24040258392,102589.75414801881
weekly_walk_forward,gbm_calibrated,fractional_kelly,top3,2024-25,7,2024-09-02,0,0.0,0.0,102589.75414801881,102589.75414801881
weekly_walk_forward,gbm_calibrated,fractional_kelly,top3,2024-25,8,2024-09-09,1,122.81520014494507,-122.81520014494507,102589.75414801881,102466.93894787386
weekly_walk_forward,gbm_calibrated,fractional_kelly,top3,2024-25,9,2024-09-16,1,3312.703142048088,463.778439886732,102466.93894787386,102930.7173877606
weekly_walk_forward,gbm_calibrated,fractional_kelly,top3,2024-25,10,2024-09-23,3,2784.958217051582,556.9916434103162,102930.7173877606,103487.70903117092
weekly_walk_forward,gbm_calibrated,fractional_kelly,top3,2024-25,11,2024-09-30,0,0.0,0.0,103487.70903117092,103487.70903117092
weekly_walk_forward,gbm_calibrated,fractional_kelly,top3,2024-25,12,2024-10-07,1,1805.5876399961376,-1805.5876399961376,103487.70903117092,101682.12139117478
weekly_walk_forward,gbm_calibrated,fractional_kelly,top3,2024-25,13,2024-10-14,1,2576.33583345395,850.1908250398036,101682.12139117478,102532.31221621457
weekly_walk_forward,gbm_calibrated,fractional_kelly,top3,2024-25,14,2024-10-21,1,5126.615610810729,1127.8554343783603,102532.31221621457,103660.16765059294
weekly_walk_forward,gbm_calibrated,fractional_kelly,top3,2024-25,15,2024-10-28,0,0.0,0.0,103660.16765059294,103660.16765059294
weekly_walk_forward,gbm_calibrated,fractional_kelly,top3,2024-25,16,2024-11-04,2,8457.720086698804,-2545.9305164648695,103660.16765059294,101114.23713412807
weekly_walk_forward,gbm_calibrated,fractional_kelly,top3,2024-25,17,2024-11-11,1,658.1171008099271,-658.1171008099271,101114.23713412807,100456.12003331813
weekly_walk_forward,gbm_calibrated,fractional_kelly,top3,2024-25,18,2024-11-18,2,6663.890744066148,1038.0650534747656,100456.12003331813,101494.1850867929
weekly_walk_forward,gbm_calibrated,fractional_kelly,top3,2024-25,19,2024-11-25,2,6076.383973136717,-6076.383973136717,101494.1850867929,95417.80111365618
weekly_walk_forward,gbm_calibrated,fractional_kelly,top3,2024-25,20,2024-12-02,2,5469.797104457912,793.5701466000726,95417.80111365618,96211.37126025626
weekly_walk_forward,gbm_calibrated,fractional_kelly,top3,2024-25,21,2024-12-09,2,2029.823569610674,-634.6586183106541,96211.37126025626,95576.7126419456
weekly_walk_forward,gbm_calibrated,fractional_kelly,top3,2024-25,22,2024-12-16,3,10034.860772992773,1404.8805082189872,95576.7126419456,96981.5931501646
weekly_walk_forward,gbm_calibrated,fractional_kelly,top3,2024-25,23,2024-12-23,2,9094.779200947474,1092.383111619693,96981.5931501646,98073.9762617843
weekly_walk_forward,gbm_calibrated,fractional_kelly,top3,2024-25,24,2024-12-30,0,0.0,0.0,98073.9762617843,98073.9762617843
weekly_walk_forward,gbm_calibrated,fractional_kelly,top3,2024-25,25,2025-01-06,2,5466.950524559201,753.8408568749978,98073.9762617843,98827.81711865928
weekly_walk_forward,gbm_calibrated,fractional_kelly,top3,2024-25,26,2025-01-13,0,0.0,0.0,98827.81711865928,98827.81711865928
weekly_walk_forward,gbm_calibrated,fractional_kelly,top3,2024-25,27,2025-01-20,3,8971.148931567735,1317.5640400168677,98827.81711865928,100145.38115867614
weekly_walk_forward,gbm_calibrated,fractional_kelly,top3,2024-25,28,2025-01-27,2,5869.168537611547,821.6835952656161,100145.38115867614,100967.06475394176
weekly_walk_forward,gbm_calibrated,fractional_kelly,top3,2024-25,29,2025-02-03,3,7381.457037713925,433.7524887940208,100967.06475394176,101400.81724273576
weekly_walk_forward,gbm_calibrated,fractional_kelly,top3,2024-25,30,2025-02-10,2,7237.478699272011,1947.148174189418,101400.81724273576,103347.96541692519
