Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,EloHome,EloAway
G1,06/09/96,Kastoria,Olympiakos,0.0,5.0,A,,,,,,,,,,,,,,,,,,,,,,1400.0,1512.74
G1,07/09/96,Panathinaikos,Kalamata,3.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,1642.18,1382.03
G1,08/09/96,Aris,Athinaikos,0.0,0.0,D,,,,,,,,,,,,,,,,,,,,,,1450.64,1387.34
G1,08/09/96,Edessaikos,Panahaiki,1.0,2.0,A,,,,,,,,,,,,,,,,,,,,,,1375.33,1350.35
G1,08/09/96,Heracles,Veroia,0.0,0.0,D,,,,,,,,,,,,,,,,,,,,,,1400.0,1400.0
G1,08/09/96,Ionikos,Apollon,1.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,1406.27,1399.05
G1,08/09/96,Kavala,AEK,1.0,1.0,D,,,,,,,,,,,,,,,,,,,,,,1325.58,1608.96
G1,08/09/96,OFI,PAOK,3.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,1451.01,1422.73
G1,08/09/96,Paniliakos,Xanthi,3.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,1377.81,1441.49
G1,14/09/96,PAOK,Heracles,2.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,1414.65,1396.5
G1,15/09/96,Apollon,Panathinaikos,0.0,2.0,A,,,,,,,,,,,,,,,,,,,,,,1390.29,1644.97
G1,15/09/96,Athinaikos,Ionikos,0.0,1.0,A,,,,,,,,,,,,,,,,,,,,,,1392.82,1415.03
G1,15/09/96,Edessaikos,Paniliakos,0.0,1.0,A,,,,,,,,,,,,,,,,,,,,,,1358.52,1389.01
G1,15/09/96,Kalamata,Veroia,1.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,1379.24,1403.5
G1,15/09/96,Olympiakos,OFI,1.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,1524.78,1459.09
G1,15/09/96,Panahaiki,Aris,1.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,1367.16,1445.16
G1,15/09/96,Xanthi,Kavala,1.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,1430.29,1331.63
G1,16/09/96,AEK,Kastoria,1.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,1602.91,1387.96
G1,28/09/96,Ionikos,Panahaiki,0.0,0.0,D,,,,,,,,,,,,,,,,,,,,,,1430.28,1378.87
