season,file,round,matches,correct,brier,logloss,rps,accuracy
1993-94,D2_elo.csv,30,10,4,0.7044411585516456,1.1397526150706372,0.27422736235833767,0.4
1993-94,D2_elo.csv,31,11,6,0.6452850667591931,1.0854943100819354,0.19269560606811764,0.545455
1993-94,D2_elo.csv,32,12,9,0.5461341128628499,0.9418736625584554,0.16319609485576622,0.75
1993-94,D2_elo.csv,33,20,9,0.6413539484512644,1.0604919822280547,0.22939138028586753,0.45
1993-94,D2_elo.csv,34,11,5,0.7321555802496905,1.212371657272441,0.20713584566875068,0.454545
1993-94,D2_elo.csv,35,10,5,0.6843440655409372,1.1231613957276407,0.2525275662622624,0.5
1993-94,E0_elo.csv,1,11,3,0.7030701655108271,1.1215433243859911,0.30419356504939604,0.272727
1993-94,E0_elo.csv,2,22,10,0.6403615947605824,1.0618524270830996,0.23040532919153786,0.454545
1993-94,E0_elo.csv,3,22,10,0.6577204080591672,1.0936040541533147,0.2141796512323408,0.454545
1993-94,E0_elo.csv,4,11,5,0.6534056577696657,1.0938943516807902,0.1987236210096775,0.454545
1993-94,E0_elo.csv,5,10,3,0.7347877679125222,1.1929095621739696,0.2557864623160554,0.3
1993-94,E0_elo.csv,6,11,6,0.598952917573322,1.008518191252599,0.20170544127069465,0.545455
1993-94,E0_elo.csv,7,11,5,0.6024139845888169,1.0092704244488202,0.20574566897166074,0.454545
1993-94,E0_elo.csv,8,11,5,0.6238231866423735,1.044769661195568,0.21021772739522182,0.454545
1993-94,E0_elo.csv,9,1,0,1.076927197254476,1.7515656758128872,0.19691419495077894,0.0
1993-94,E0_elo.csv,10,10,2,0.7925523308141618,1.2987700125625643,0.20343765739209613,0.2
1993-94,E0_elo.csv,11,11,3,0.8264514638766943,1.3657352356391894,0.19357008641921822,0.272727
1993-94,E0_elo.csv,12,11,4,0.663759689751544,1.09149699056005,0.23357332264698466,0.363636
1993-94,E0_elo.csv,13,11,8,0.48905066424209315,0.8366962391111241,0.22186641959252518,0.727273
1993-94,E0_elo.csv,14,1,0,0.7136477287958736,1.1345209925939708,0.3300575702891334,0.0
1993-94,E0_elo.csv,15,11,5,0.5875984605525029,1.0064190780642108,0.16879381881997427,0.454545
1993-94,E0_elo.csv,16,20,9,0.6767328490574371,1.1265604480896676,0.21169005040079886,0.45
1993-94,E0_elo.csv,17,12,5,0.6620238680920932,1.1058010207090194,0.20806063863197852,0.416667
1993-94,E0_elo.csv,18,18,6,0.6992107019533798,1.1523376160241465,0.2281463851380025,0.333333
1993-94,E0_elo.csv,19,11,8,0.4806830947283366,0.8488745088101205,0.16487612605842228,0.727273
1993-94,E0_elo.csv,20,4,0,0.9525921041924255,1.5271921809522004,0.23586179740331378,0.0
1993-94,E0_elo.csv,21,27,8,0.7002151462607232,1.1437386172697186,0.2568898771570198,0.296296
1993-94,E0_elo.csv,22,7,3,0.804175358361854,1.324728182824934,0.20508280913638283,0.428571
1993-94,E0_elo.csv,23,11,5,0.6637166889248589,1.1067025011374916,0.22070494420711767,0.454545
1993-94,E0_elo.csv,24,10,5,0.6427671877856158,1.0741300922631718,0.2121158363601015,0.5
1993-94,E0_elo.csv,25,1,0,0.9038367797272645,1.4794990091462208,0.15373471881928324,0.0
1993-94,E0_elo.csv,26,10,8,0.5044392125731461,0.8717620667658836,0.19718048184537473,0.8
1993-94,E0_elo.csv,27,8,4,0.646985816463232,1.0935160957142722,0.1629537865803656,0.5
1993-94,E0_elo.csv,28,6,4,0.51553731719316,0.8951087615537813,0.15510184407102062,0.666667
1993-94,E0_elo.csv,29,11,8,0.5760038493128882,0.9917501764505751,0.16264725718896708,0.727273
1993-94,E0_elo.csv,30,13,4,0.7922458052097602,1.2900654769853666,0.24244283327688929,0.307692
1993-94,E0_elo.csv,31,7,2,0.6480911224701819,1.05789809335362,0.2343811882970853,0.285714
1993-94,E0_elo.csv,32,14,8,0.595076589280789,1.0046335124128003,0.19629565551461972,0.571429
1993-94,E0_elo.csv,33,12,7,0.5488782357331954,0.938768658156422,0.18241484280671336,0.583333
1993-94,E0_elo.csv,34,19,10,0.6352437354534606,1.0588288858026564,0.22847099416317893,0.526316
1993-94,E0_elo.csv,35,17,6,0.6899482993789062,1.126136423249159,0.2529267350321951,0.352941
1993-94,E0_elo.csv,36,13,4,0.6412520690020955,1.0682019810227743,0.21031510159573663,0.307692
1993-94,E0_elo.csv,37,12,5,0.6326259578608321,1.0613004942358428,0.19711458413686803,0.416667
1993-94,E0_elo.csv,38,16,8,0.5856778983848174,0.9739598872434785,0.22666384107248583,0.5
1993-94,E0_elo.csv,39,18,5,0.8053155320020478,1.3187589139504559,0.23555114917580497,0.277778
1993-94,E1_elo.csv,1,12,6,0.6435116424633159,1.0781176250141653,0.2018394591524674,0.5
1993-94,E1_elo.csv,2,15,8,0.6322986943846178,1.0555479586617964,0.2150215424881798,0.533333
1993-94,E1_elo.csv,3,17,10,0.5607554161192134,0.9418926449199576,0.2254962136351852,0.588235
1993-94,E1_elo.csv,4,11,6,0.6069516566494634,1.0187307716052003,0.2050699677712303,0.545455
1993-94,E1_elo.csv,5,13,7,0.6430205349766511,1.0782428659713448,0.20535530211575428,0.538462
1993-94,E1_elo.csv,6,15,4,0.753112275475854,1.2093142360167484,0.27698360202513306,0.266667
1993-94,E1_elo.csv,7,12,4,0.739518952170867,1.2257626740950054,0.19898131608485195,0.333333
1993-94,E1_elo.csv,8,14,8,0.6007499126173409,1.0222723775039002,0.17689657681285328,0.571429
1993-94,E1_elo.csv,9,11,8,0.4777087087748471,0.8316659493363634,0.19200627815887394,0.727273
1993-94,E1_elo.csv,10,12,10,0.5041236046018324,0.8691283030752633,0.20235277987556333,0.833333
1993-94,E1_elo.csv,11,16,8,0.63790966057225,1.0709700534814108,0.20306424441844514,0.5
1993-94,E1_elo.csv,12,12,8,0.5277936726344893,0.9129292275868018,0.18846763264006824,0.666667
1993-94,E1_elo.csv,13,24,8,0.6666933978052262,1.09563988414065,0.2394315379989352,0.333333
1993-94,E1_elo.csv,14,8,5,0.6184201311103288,1.0600164891817747,0.1694062715149288,0.625
1993-94,E1_elo.csv,15,11,3,0.6803375828179727,1.097450220903781,0.2895350079509576,0.272727
1993-94,E1_elo.csv,16,12,4,0.642996004831416,1.0619597193077146,0.2463327641989025,0.333333
1993-94,E1_elo.csv,17,11,4,0.7121977238884436,1.1739191228648436,0.2250561134564216,0.363636
1993-94,E1_elo.csv,18,13,6,0.5942589234528654,0.9912462221137593,0.23088455232443766,0.461538
1993-94,E1_elo.csv,19,12,5,0.7111835393298644,1.1814965035639988,0.20646541842181312,0.416667
1993-94,E1_elo.csv,20,1,1,0.22502271428812481,0.48644901333641316,0.10010498677503513,1.0
1993-94,E1_elo.csv,21,34,16,0.6456240101335541,1.0886687473970686,0.1926694823812009,0.470588
1993-94,E1_elo.csv,22,9,6,0.5196716132560576,0.9054639369271599,0.17144442921528696,0.666667
1993-94,E1_elo.csv,23,16,10,0.5382265323221438,0.90969835818955,0.21545921261671377,0.625
1993-94,E1_elo.csv,24,12,4,0.7707997542770378,1.2518754214846628,0.24161190508383257,0.333333
1993-94,E1_elo.csv,25,1,0,1.033956167862838,1.5256980576080656,0.5055728000453458,0.0
1993-94,E1_elo.csv,26,14,7,0.6757976189965804,1.1244829858897243,0.2084097262343987,0.5
1993-94,E1_elo.csv,27,12,7,0.5931623312220209,0.9883061598749426,0.22787812384910922,0.583333
1993-94,E1_elo.csv,28,6,1,0.6847667438968897,1.1329226338657596,0.222089125140424,0.166667
1993-94,E1_elo.csv,29,16,8,0.6311151272704014,1.057604530055778,0.2149236270595769,0.5
1993-94,E1_elo.csv,30,15,9,0.5774660183233031,0.9786592846837272,0.19311137313905682,0.6
1993-94,E1_elo.csv,31,11,7,0.47764345437029837,0.8373380271338141,0.16953338864078338,0.636364
1993-94,E1_elo.csv,32,21,13,0.5595023121270808,0.9503672864764297,0.20339702085062505,0.619048
1993-94,E1_elo.csv,33,14,4,0.6576497634280433,1.07580282171482,0.2618553360670605,0.285714
1993-94,E1_elo.csv,34,24,15,0.5751799567247192,0.9793888308353881,0.1837634647218429,0.625
1993-94,E1_elo.csv,35,22,12,0.5915775103007846,0.999141494121377,0.21449728480619037,0.545455
1993-94,E1_elo.csv,36,18,5,0.7584940497509086,1.2148187657229772,0.27884227684706875,0.277778
1993-94,E1_elo.csv,37,17,11,0.5489783120118172,0.944764349201512,0.17158703641142983,0.647059
1993-94,E1_elo.csv,38,19,8,0.6919027130998857,1.1430094020762611,0.22698977067399287,0.421053
1993-94,E1_elo.csv,39,19,5,0.7979981522622909,1.2879318416164631,0.26552320827683107,0.263158
1993-94,E2_elo.csv,1,12,6,0.5999651834828553,0.9879832821987407,0.25490903792207176,0.5
1993-94,E2_elo.csv,2,12,5,0.6837605132193151,1.1308822977577786,0.22110664714655606,0.416667
1993-94,E2_elo.csv,3,12,5,0.6813703197930306,1.1288420714102998,0.21914736583071917,0.416667
1993-94,E2_elo.csv,4,24,15,0.5535602493983277,0.9470443634483726,0.1853421096287484,0.625
1993-94,E2_elo.csv,5,12,7,0.5539049829149866,0.931982909280287,0.22936202925246582,0.583333
1993-94,E2_elo.csv,6,23,14,0.568038603895409,0.954312452994782,0.22390210493463455,0.608696
1993-94,E2_elo.csv,7,12,7,0.545617522359176,0.9170511409133565,0.22886037645712862,0.583333
1993-94,E2_elo.csv,8,12,5,0.6128450125128408,1.0347934385679707,0.19058979979691792,0.416667
1993-94,E2_elo.csv,9,12,3,0.7496927432854049,1.2165547411817443,0.23821329296673488,0.25
1993-94,E2_elo.csv,10,12,6,0.610067384754275,1.0168610824438313,0.23257213969815563,0.5
1993-94,E2_elo.csv,11,12,4,0.7125816403818334,1.1604982209560566,0.2571071729737265,0.333333
1993-94,E2_elo.csv,12,12,5,0.6644995774282764,1.1070033713538474,0.2095920805808276,0.416667
1993-94,E2_elo.csv,13,23,13,0.6264111919308141,1.060323081825005,0.187444277192737,0.565217
1993-94,E2_elo.csv,14,12,2,0.8482044812517527,1.3568326704037625,0.27578621101372847,0.166667
1993-94,E2_elo.csv,15,12,8,0.5186730639858488,0.8969366595158957,0.187437211126072,0.666667
1993-94,E2_elo.csv,16,1,1,0.19059543271522825,0.43786670497136815,0.08468333216924609,1.0
1993-94,E2_elo.csv,17,13,8,0.5841082478049661,0.9964732954988237,0.18134461962268295,0.615385
1993-94,E2_elo.csv,18,12,3,0.8548013458643419,1.3773106535816346,0.2694030825957106,0.25
1993-94,E2_elo.csv,19,1,1,0.32136074329599745,0.6167993347986068,0.14295004139334933,1.0
1993-94,E2_elo.csv,20,28,17,0.506997843639727,0.8707018825796887,0.19558051767192156,0.607143
1993-94,E2_elo.csv,21,15,5,0.7201894559706842,1.1805804806134452,0.23572642353662795,0.333333
1993-94,E2_elo.csv,22,11,3,0.6948572997534014,1.1425791200135489,0.22423902126471032,0.272727
1993-94,E2_elo.csv,23,12,6,0.6286330172152382,1.0581253466013054,0.19358427638699793,0.5
1993-94,E2_elo.csv,24,10,3,0.7719436637142427,1.2737252559900623,0.2102328542291291,0.3
1993-94,E2_elo.csv,25,13,4,0.7683802076502599,1.2458638405461075,0.24827374647922557,0.307692
1993-94,E2_elo.csv,26,12,7,0.599645482271828,1.0206965405819877,0.1807263973625111,0.583333
1993-94,E2_elo.csv,27,11,8,0.5137065992073044,0.89387695722053,0.17964704755258787,0.727273
1993-94,E2_elo.csv,28,15,7,0.6122350050926736,1.025796517732593,0.22095370220078273,0.466667
1993-94,E2_elo.csv,29,15,9,0.6339942298408061,1.0544011946120235,0.2308020718791231,0.6
1993-94,E2_elo.csv,30,17,7,0.6551849785784212,1.078580777104835,0.23733853469249808,0.411765
1993-94,E2_elo.csv,31,23,13,0.5938340549458889,1.0018417872556225,0.20928134708503168,0.565217
1993-94,E2_elo.csv,32,17,5,0.7375740869698802,1.1944431383347618,0.2621391158816958,0.294118
1993-94,E2_elo.csv,33,24,13,0.6189563972808739,1.0432539605883655,0.19956946541677914,0.541667
1993-94,E2_elo.csv,34,22,12,0.5587583848351488,0.9544279053419598,0.19118370813609878,0.545455
1993-94,E2_elo.csv,35,17,4,0.8001783953558381,1.2968975865203924,0.2514846472033304,0.235294
1993-94,E2_elo.csv,36,15,9,0.5705136079985441,0.9704262913903835,0.2016048166558743,0.6
1993-94,E2_elo.csv,37,19,12,0.5284525743826559,0.9105869052673105,0.1825048225871185,0.631579
1993-94,E2_elo.csv,38,15,7,0.6562753345605363,1.0899627773640181,0.2364500490542577,0.466667
1993-94,E3_elo.csv,1,11,2,0.7754544744413756,1.2394270530925282,0.28595458623479053,0.181818
1993-94,E3_elo.csv,2,10,4,0.7073669182244253,1.171547757649794,0.2118748325619398,0.4
1993-94,E3_elo.csv,3,11,4,0.6698605374059242,1.0903955713378073,0.26132566722823447,0.363636
1993-94,E3_elo.csv,4,22,6,0.7605022870237836,1.2281032989217486,0.26351676500511323,0.272727
1993-94,E3_elo.csv,5,11,3,0.696504609348035,1.1348221658942526,0.2500190879422732,0.272727
1993-94,E3_elo.csv,6,11,4,0.676488312085376,1.0973110232484258,0.26539152030582913,0.363636
1993-94,E3_elo.csv,7,11,6,0.6130347140558482,1.037681805792826,0.18198684618847463,0.545455
1993-94,E3_elo.csv,8,11,5,0.6948839487836914,1.1556042363319539,0.21206809641663368,0.454545
1993-94,E3_elo.csv,9,11,8,0.46227571064133494,0.8174285222003275,0.16287498681512377,0.727273
1993-94,E3_elo.csv,10,12,6,0.6504044521402433,1.073160950900585,0.23174770282834942,0.5
1993-94,E3_elo.csv,11,11,6,0.61929495958494,1.0274683774184845,0.21763870924533216,0.545455
1993-94,E3_elo.csv,12,11,6,0.5863890049632055,0.9894899926133451,0.2129144833211698,0.545455
1993-94,E3_elo.csv,13,22,13,0.528577970833145,0.9100320323701829,0.1895440691540062,0.590909
1993-94,E3_elo.csv,14,11,7,0.5789948789568385,0.9942327861249184,0.18146618919300797,0.636364
1993-94,E3_elo.csv,15,11,6,0.5583438877824197,0.9347623925084146,0.23317978910923853,0.545455
1993-94,E3_elo.csv,16,10,4,0.6345023530656103,1.0461444686494852,0.25770919229316885,0.4
1993-94,E3_elo.csv,17,10,4,0.6272148737269825,1.0486559167972849,0.22636154419378932,0.4
1993-94,E3_elo.csv,18,22,7,0.6880034644030687,1.1287980523554353,0.23250741076334303,0.318182
1993-94,E3_elo.csv,19,13,5,0.6590329206172243,1.108093955671375,0.17782990231389223,0.384615
1993-94,E3_elo.csv,20,11,7,0.5131976095327818,0.8912262821281782,0.18199538896096917,0.636364
1993-94,E3_elo.csv,21,11,5,0.6685476721191012,1.1265570760269883,0.17657410281783995,0.454545
1993-94,E3_elo.csv,22,14,3,0.8011342828788032,1.269741610509945,0.29879243705342357,0.214286
1993-94,E3_elo.csv,23,11,2,0.8377932769298756,1.3466705134817665,0.2789652800372803,0.181818
1993-94,E3_elo.csv,24,11,2,0.7922132491709936,1.2850640120406285,0.257208902141403,0.181818
1993-94,E3_elo.csv,25,11,4,0.7126152234188164,1.139916013641784,0.2874152784877188,0.363636
1993-94,E3_elo.csv,26,8,3,0.5710718571622715,0.9459154486588094,0.2626051664811355,0.375
1993-94,E3_elo.csv,27,15,7,0.7075376150463539,1.1483518444723892,0.25878443908192306,0.466667
1993-94,E3_elo.csv,28,13,7,0.544634478953927,0.9297532716619047,0.20342233972301219,0.538462
1993-94,E3_elo.csv,29,16,7,0.623978911706974,1.0357818061278883,0.2330637389745756,0.4375
1993-94,E3_elo.csv,30,12,2,0.7657474595465813,1.2267406612488705,0.2697476872195613,0.166667
1993-94,E3_elo.csv,31,16,7,0.641349060862539,1.0745314131215489,0.19348396771903315,0.4375
1993-94,E3_elo.csv,32,21,8,0.7787622192886801,1.2688496182285092,0.23811153283544054,0.380952
1993-94,E3_elo.csv,33,13,4,0.7282982252775342,1.1752948561316325,0.2587413930985472,0.307692
1993-94,E3_elo.csv,34,14,8,0.5972406342860133,1.012601291521224,0.18983954336901526,0.571429
1993-94,E3_elo.csv,35,11,4,0.7093579707625534,1.1378050759138842,0.2835049165229843,0.363636
1993-94,E3_elo.csv,36,12,5,0.688123332251323,1.133684168205879,0.24142291399402116,0.416667
1993-94,F1_elo.csv,1,10,4,0.7173281877561913,1.1957718142159663,0.18885252629234855,0.4
1993-94,F1_elo.csv,2,10,7,0.5170674644905547,0.8964257774448805,0.17964531264582212,0.7
1993-94,F1_elo.csv,3,10,5,0.6716630989736222,1.1258573554928981,0.1935618710273776,0.5
1993-94,F1_elo.csv,4,20,9,0.6823929225507585,1.1373833501683124,0.2010121548829523,0.45
1993-94,F1_elo.csv,5,10,2,0.8481199891798337,1.3823235653093517,0.21998358072013682,0.2
1993-94,F1_elo.csv,6,10,5,0.6345399382482073,1.0826486974088434,0.15363773393202926,0.5
1993-94,F1_elo.csv,7,10,5,0.6006014679555327,1.012181436650202,0.19616576572893124,0.5
1993-94,F1_elo.csv,8,10,7,0.4949248780859021,0.8542115943432449,0.1986401029771719,0.7
1993-94,F1_elo.csv,9,10,5,0.5944801919988547,1.0108109677428223,0.16922827805019247,0.5
1993-94,F1_elo.csv,10,10,3,0.721766389551201,1.1906512557170585,0.2191439225619444,0.3
1993-94,F1_elo.csv,11,10,8,0.5279224893011117,0.9186806985089,0.17722404624309313,0.8
1993-94,F1_elo.csv,12,9,3,0.8120655406853521,1.3347438214671032,0.2110700505559565,0.333333
1993-94,F1_elo.csv,13,10,5,0.6075831275042312,1.0247252217951652,0.19645697976859203,0.5
1993-94,F1_elo.csv,14,10,5,0.5981919572247738,1.0111049155858385,0.19299220576711656,0.5
1993-94,F1_elo.csv,15,10,7,0.5338977913248102,0.9290336037296422,0.15996389299336758,0.7
1993-94,F1_elo.csv,16,10,2,0.8282151715960604,1.3472123156403089,0.23758565507252705,0.2
1993-94,F1_elo.csv,17,10,4,0.7902444408116474,1.3021637122074106,0.21344762768769496,0.4
1993-94,F1_elo.csv,18,10,7,0.5122990591601246,0.8866112137745024,0.17957516354098021,0.7
1993-94,F1_elo.csv,19,10,7,0.47846476987151715,0.835768444767168,0.1878657198265698,0.7
1993-94,F1_elo.csv,20,10,4,0.6905758690869261,1.1655078415769737,0.17201041108759704,0.4
1993-94,F1_elo.csv,21,11,7,0.6131389176761745,1.029611225638463,0.20584173330385738,0.636364
1993-94,F1_elo.csv,22,10,5,0.6417368806038509,1.075966878316175,0.2070892672740329,0.5
1993-94,F1_elo.csv,23,10,5,0.6236094340212858,1.0334891039248433,0.23210749148589693,0.5
1993-94,F1_elo.csv,24,10,7,0.4669112061949997,0.8257855700193535,0.1397053267857999,0.7
1993-94,F1_elo.csv,25,10,6,0.6199190566847517,1.0353866210031657,0.1868836224572214,0.6
1993-94,F1_elo.csv,26,10,5,0.629600440899219,1.0495990824192831,0.2286358137232428,0.5
1993-94,F1_elo.csv,27,10,5,0.6478599016767821,1.0898474943042955,0.1499493274807857,0.5
1993-94,F1_elo.csv,28,10,8,0.45655571203790296,0.8271574666592214,0.14572093276327536,0.8
1993-94,F1_elo.csv,29,10,7,0.5409704181226901,0.9266771468702555,0.19190811913992484,0.7
1993-94,F1_elo.csv,30,10,5,0.5511439880606536,0.9503377700495836,0.16927348940957293,0.5
1993-94,F1_elo.csv,31,10,6,0.5135571567073332,0.871121554838599,0.21343948403754692,0.6
1993-94,F1_elo.csv,32,10,6,0.5006305504487697,0.8681501904664636,0.17522636387436344,0.6
1993-94,F1_elo.csv,33,10,5,0.5787819131737794,0.9808803846977414,0.2058025775336212,0.5
1993-94,F1_elo.csv,34,1,1,0.41904194121638755,0.7465429264342601,0.18573704209246916,1.0
1993-94,F1_elo.csv,35,19,10,0.6565900159887259,1.1060237797725372,0.1907493831819114,0.526316
1993-94,F1_elo.csv,36,10,6,0.6687383686086783,1.1118110136641821,0.22171798508202395,0.6
1993-94,F1_elo.csv,37,10,5,0.6012920618420349,1.0231195527854022,0.18766396454608808,0.5
1993-94,I1_elo.csv,1,9,4,0.6296845526135925,1.0299785576920386,0.2614528549030143,0.444444
1993-94,I1_elo.csv,2,9,6,0.53369209784668,0.9201585072821046,0.18183297933718326,0.666667
1993-94,I1_elo.csv,3,18,10,0.6102386301665635,1.0328599513301457,0.18733692352389933,0.555556
1993-94,I1_elo.csv,4,9,4,0.6412726424771532,1.0736791805849997,0.2025633266202479,0.444444
1993-94,I1_elo.csv,5,9,5,0.5681719046986932,0.9744019894624287,0.17090363717874296,0.555556
1993-94,I1_elo.csv,6,9,3,0.7214559307012357,1.195544888628473,0.2064396357355531,0.333333
1993-94,I1_elo.csv,7,9,2,0.7837949394820793,1.2762986901538682,0.21635057102962219,0.222222
1993-94,I1_elo.csv,8,9,3,0.6705902543224673,1.110598670570099,0.21777693950381044,0.333333
1993-94,I1_elo.csv,9,9,6,0.5407905053214876,0.9390634848763274,0.15627301506165586,0.666667
1993-94,I1_elo.csv,10,9,3,0.6886441239913085,1.1160242178798092,0.26161824011340173,0.333333
1993-94,I1_elo.csv,11,9,3,0.6994589094352638,1.145693147338311,0.2538878681881585,0.333333
1993-94,I1_elo.csv,12,9,5,0.5936659310587936,1.026999843473057,0.14572606637778693,0.555556
1993-94,I1_elo.csv,13,9,5,0.5791481029736225,0.9881227766961632,0.17579117699462063,0.555556
1993-94,I1_elo.csv,14,9,5,0.5749850272678538,0.9712457076885834,0.20395169253585127,0.555556
1993-94,I1_elo.csv,15,9,6,0.5641724717030168,0.9610996225846983,0.19460429610299879,0.666667
