season,file,round,p_H,p_D,p_A,matches,correct,accuracy,logloss,brier,rps
1993-94,E0_elo.csv,9,0.4318181818181818,0.26136363636363635,0.3068181818181818,11,5,0.45454545454545453,1.1155338962386494,0.6774276859504131,0.2177815082644628
1993-94,E0_elo.csv,10,0.42424242424242425,0.2727272727272727,0.30303030303030304,11,1,0.09090909090909091,1.0697152288240177,0.6464646464646465,0.22405876951331496
1993-94,E0_elo.csv,11,0.42727272727272725,0.2727272727272727,0.3,11,3,0.2727272727272727,1.2003265477934923,0.7353719008264463,0.18586776859504137
1993-94,E0_elo.csv,12,0.4049586776859504,0.30578512396694213,0.2892561983471074,11,3,0.2727272727272727,1.1183665007625547,0.6815108257632674,0.18806775493477224
1993-94,E0_elo.csv,13,0.3939393939393939,0.32575757575757575,0.2803030303030303,11,1,0.09090909090909091,1.0762044064117802,0.6511707988980716,0.22500573921028463
1993-94,E0_elo.csv,14,0.3986013986013986,0.32167832167832167,0.27972027972027974,11,3,0.2727272727272727,1.0807805504801817,0.6514743997261481,0.2739987285441831
1993-94,E0_elo.csv,15,0.4090909090909091,0.2987012987012987,0.2922077922077922,11,3,0.2727272727272727,1.0693558571904762,0.6465677179962895,0.20547309833024113
1993-94,E0_elo.csv,16,0.4121212121212121,0.30303030303030304,0.28484848484848485,10,2,0.2,1.077116128945059,0.6531129476584021,0.18215794306703398
1993-94,E0_elo.csv,17,0.4114285714285714,0.3142857142857143,0.2742857142857143,11,6,0.5454545454545454,1.047670872352155,0.6305543599257883,0.23212319109461968
1993-94,E0_elo.csv,18,0.41935483870967744,0.3064516129032258,0.27419354838709675,11,6,0.5454545454545454,1.060346630964582,0.6411408570617727,0.20323290133383784
1993-94,E0_elo.csv,19,0.4213197969543147,0.3096446700507614,0.26903553299492383,8,1,0.125,1.1095605671888908,0.6731814785230229,0.2410619959287794
1993-94,E0_elo.csv,20,0.4195121951219512,0.3073170731707317,0.2731707317073171,11,4,0.36363636363636365,1.1378292921141127,0.694058731274674,0.229740955059218
1993-94,E0_elo.csv,21,0.41203703703703703,0.3101851851851852,0.2777777777777778,11,3,0.2727272727272727,1.009957593924973,0.6049343746103005,0.21984797823918195
1993-94,E0_elo.csv,22,0.42290748898678415,0.3039647577092511,0.27312775330396477,12,4,0.3333333333333333,1.143940464350555,0.6990012096748109,0.2216219669183049
1993-94,E0_elo.csv,23,0.41422594142259417,0.30962343096234307,0.27615062761506276,10,3,0.3,1.1308461721193126,0.6884788431575078,0.2391931163670104
1993-94,E0_elo.csv,24,0.40963855421686746,0.3092369477911647,0.28112449799196787,10,4,0.4,1.2122478613309924,0.7432654312027227,0.28566636021999653
1993-94,E0_elo.csv,25,0.39768339768339767,0.305019305019305,0.2972972972972973,12,2,0.16666666666666666,1.125333663727419,0.6857778904110949,0.1826318182495789
1993-94,E0_elo.csv,26,0.39114391143911437,0.3173431734317343,0.2915129151291513,12,2,0.16666666666666666,1.0541011238041957,0.6351129931963525,0.2519817495222923
1993-94,E0_elo.csv,27,0.3992932862190813,0.30742049469964666,0.29328621908127206,10,4,0.4,0.996502988948224,0.5964963977574947,0.1932206670079537
1993-94,E0_elo.csv,28,0.40955631399317405,0.30716723549488056,0.2832764505119454,10,3,0.3,1.0527157149676454,0.6351663968130088,0.21255751377418494
1993-94,E0_elo.csv,29,0.41254125412541254,0.3069306930693069,0.28052805280528054,11,6,0.5454545454545454,1.0548948592577234,0.6380222180633907,0.18414910798010495
1993-94,E0_elo.csv,30,0.4140127388535032,0.31210191082802546,0.27388535031847133,9,4,0.4444444444444444,1.09926322384647,0.6686681001257658,0.2021199868374196
1993-94,E0_elo.csv,31,0.4117647058823529,0.3157894736842105,0.2724458204334365,12,3,0.25,1.044597352270655,0.6303935946221408,0.20393179269426523
1993-94,E0_elo.csv,32,0.41492537313432837,0.3164179104477612,0.26865671641791045,13,5,0.38461538461538464,1.1093816626219137,0.672588378429323,0.24386894459961955
1993-94,E0_elo.csv,33,0.41379310344827586,0.3132183908045977,0.27298850574712646,10,2,0.2,1.0491160869976226,0.6329336768397412,0.21137947549213904
1993-94,E0_elo.csv,34,0.41620111731843573,0.3128491620111732,0.2709497206703911,12,2,0.16666666666666666,1.0552573709783517,0.6364111607003526,0.22248057176742306
1993-94,E0_elo.csv,35,0.4189189189189189,0.3108108108108108,0.2702702702702703,10,5,0.5,1.0034512783789382,0.6018991964937912,0.195891161431702
1993-94,E0_elo.csv,36,0.4236842105263158,0.3105263157894737,0.2657894736842105,11,6,0.5454545454545454,1.113066398111351,0.6757655502392343,0.23799483757239984
1993-94,E0_elo.csv,37,0.4219948849104859,0.309462915601023,0.26854219948849106,13,6,0.46153846153846156,1.1081767325176166,0.671950481344716,0.2441214962064511
1993-94,E0_elo.csv,38,0.4207920792079208,0.3069306930693069,0.2722772277227723,10,3,0.3,1.0908669237218094,0.6612488971669445,0.2256004313302617
1993-94,E0_elo.csv,39,0.42028985507246375,0.30676328502415456,0.27294685990338163,10,4,0.4,1.1339381306384424,0.6906578916660832,0.2403060748208826
1993-94,E0_elo.csv,40,0.41745283018867924,0.30660377358490565,0.2759433962264151,11,6,0.5454545454545454,1.0706540171747614,0.6471619227159454,0.22383359898378583
1993-94,E0_elo.csv,41,0.41839080459770117,0.3057471264367816,0.27586206896551724,16,7,0.4375,1.1059468378361803,0.671068833399392,0.24023054564671686
1993-94,E0_elo.csv,42,0.41685144124168516,0.30376940133037694,0.2793791574279379,11,5,0.45454545454545453,1.091627676378735,0.663182580223303,0.1962576388513331
1993-94,E1_elo.csv,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,12,2,0.16666666666666666,1.0986122886681096,0.6666666666666669,0.2222222222222222
1993-94,E1_elo.csv,2,0.5,0.3333333333333333,0.16666666666666666,9,2,0.2222222222222222,1.072438280744469,0.6481481481481481,0.2129629629629629
1993-94,E1_elo.csv,3,0.47619047619047616,0.3333333333333333,0.19047619047619047,10,4,0.4,0.9608629854980817,0.564625850340136,0.21009070294784582
1993-94,E1_elo.csv,4,0.5483870967741935,0.25806451612903225,0.1935483870967742,11,2,0.18181818181818182,0.9957032383185177,0.595402516318229,0.19842020622457665
1993-94,E1_elo.csv,5,0.5476190476190477,0.2619047619047619,0.19047619047619047,12,4,0.3333333333333333,1.0421973499580992,0.6071428571428571,0.26927437641723356
1993-94,E1_elo.csv,6,0.5555555555555556,0.2037037037037037,0.24074074074074073,14,7,0.5,1.1133724172062343,0.6779345483049186,0.2335635900450715
1993-94,E1_elo.csv,7,0.5294117647058824,0.22058823529411764,0.25,11,5,0.45454545454545453,1.1703483008626594,0.7149653979238755,0.20614776659326833
1993-94,E1_elo.csv,8,0.5063291139240507,0.25316455696202533,0.24050632911392406,11,2,0.18181818181818182,1.1986645190478316,0.7407903745029205,0.2261511121469462
1993-94,E1_elo.csv,9,0.4777777777777778,0.2777777777777778,0.24444444444444444,13,1,0.07692307692307693,0.9153119034683436,0.5378347578347575,0.17905508072174736
1993-94,E1_elo.csv,10,0.5048543689320388,0.27184466019417475,0.22330097087378642,11,7,0.6363636363636364,1.056908527732704,0.640776699029126,0.2004730117653108
1993-94,E1_elo.csv,11,0.5,0.2807017543859649,0.21929824561403508,13,4,0.3076923076923077,0.8897719142577009,0.5212846556336862,0.17063830290977108
1993-94,E1_elo.csv,12,0.5196850393700787,0.2755905511811024,0.2047244094488189,14,6,0.42857142857142855,0.7663798361851627,0.42842971400228513,0.16021053470678373
1993-94,E1_elo.csv,13,0.5531914893617021,0.2553191489361702,0.19148936170212766,11,2,0.18181818181818182,1.2589826451135744,0.7811844108811062,0.2690234166015063
1993-94,E1_elo.csv,14,0.5328947368421053,0.2631578947368421,0.20394736842105263,12,7,0.5833333333333334,0.8270648121158625,0.4737707756232686,0.16278566481994458
1993-94,E1_elo.csv,15,0.5487804878048781,0.25609756097560976,0.1951219512195122,13,4,0.3076923076923077,1.0941117748987672,0.6599780350523955,0.24091085892097194
1993-94,E1_elo.csv,16,0.5423728813559322,0.2542372881355932,0.2033898305084746,10,4,0.4,1.2314389528199388,0.7594943981614479,0.2737000861821316
1993-94,E1_elo.csv,17,0.5294117647058824,0.25668449197860965,0.21390374331550802,14,5,0.35714285714285715,1.127794484904091,0.6814525518520486,0.27302345342609574
1993-94,E1_elo.csv,18,0.5223880597014925,0.24875621890547264,0.22885572139303484,10,4,0.4,1.127859608314799,0.6866463701393531,0.26213460062869726
1993-94,E1_elo.csv,19,0.5165876777251185,0.24644549763033174,0.23696682464454977,13,3,0.23076923076923078,1.184957968588659,0.7304521807340701,0.2373374362660317
1993-94,E1_elo.csv,20,0.5044642857142857,0.2544642857142857,0.24107142857142858,11,7,0.6363636363636364,1.0100659075244975,0.6030010725881263,0.2244816427991651
1993-94,E1_elo.csv,21,0.5063829787234042,0.251063829787234,0.2425531914893617,12,3,0.25,1.0983420937538113,0.6676505205975555,0.21933001358080575
1993-94,E1_elo.csv,22,0.5020242914979757,0.2550607287449393,0.242914979757085,12,5,0.4166666666666667,1.1486696911935153,0.7053768023297109,0.19769077786337533
1993-94,E1_elo.csv,23,0.4942084942084942,0.26640926640926643,0.23938223938223938,11,3,0.2727272727272727,0.9489468229066268,0.5596029765913935,0.20184349721029254
1993-94,E1_elo.csv,24,0.5,0.26296296296296295,0.23703703703703705,13,6,0.46153846153846156,1.0551285572632596,0.6385839400654215,0.19354911891948923
1993-94,E1_elo.csv,25,0.49823321554770317,0.26855123674911663,0.2332155477031802,11,3,0.2727272727272727,0.8218807980326676,0.4682245547283193,0.17701159732524838
1993-94,E1_elo.csv,26,0.5102040816326531,0.2619047619047619,0.22789115646258504,13,6,0.46153846153846156,0.9615204554425036,0.5671265889924783,0.21263620571200745
1993-94,E1_elo.csv,27,0.5146579804560261,0.25732899022801303,0.2280130293159609,12,6,0.5,1.030985073243147,0.6208660038833304,0.19643356074511842
1993-94,E1_elo.csv,28,0.5141065830721003,0.2601880877742947,0.22570532915360503,14,4,0.2857142857142857,1.1923929717748016,0.7371782903076814,0.2319636908330023
1993-94,E1_elo.csv,29,0.5045045045045045,0.2672672672672673,0.22822822822822822,10,5,0.5,0.8905670964231017,0.5191858525191859,0.17733048363679
1993-94,E1_elo.csv,30,0.5102040816326531,0.2653061224489796,0.22448979591836735,11,3,0.2727272727272727,1.1346397028638935,0.6946348112528871,0.226780508121616
1993-94,E1_elo.csv,31,0.5056497175141242,0.268361581920904,0.22598870056497175,12,6,0.5,1.0031565738686619,0.5934597337929715,0.24141769606434937
1993-94,E1_elo.csv,32,0.5081967213114754,0.26229508196721313,0.22950819672131148,13,6,0.46153846153846156,1.063839240733636,0.643292745953321,0.21410704318524798
1993-94,E1_elo.csv,33,0.5065963060686016,0.2638522427440633,0.22955145118733508,12,5,0.4166666666666667,0.9090877340123336,0.5333052540709128,0.17280668472093627
1993-94,E1_elo.csv,34,0.5115089514066496,0.26342710997442453,0.22506393861892582,9,5,0.5555555555555556,1.1090024808370762,0.6684182105326657,0.2732263074620856
1993-94,E1_elo.csv,35,0.51,0.26,0.23,14,5,0.35714285714285715,0.9402340132488526,0.5520285714285713,0.20792857142857146
1993-94,E1_elo.csv,36,0.5144927536231884,0.2560386473429952,0.22946859903381642,13,8,0.6153846153846154,0.9498345591166466,0.5609151636246785,0.1913809136556458
1993-94,E1_elo.csv,37,0.5175644028103045,0.25526932084309134,0.22716627634660422,10,4,0.4,1.1177012744017656,0.681126973767201,0.23456307005468138
1993-94,E1_elo.csv,38,0.5148741418764302,0.2562929061784897,0.2288329519450801,12,5,0.4166666666666667,0.8571212898363352,0.4918416078002188,0.19276885253627551
1993-94,E1_elo.csv,39,0.5211581291759465,0.2516703786191537,0.22717149220489977,13,5,0.38461538461538464,1.0515439325342142,0.6382210405702353,0.17282785914141913
1993-94,E1_elo.csv,40,0.5194805194805194,0.25757575757575757,0.22294372294372294,11,1,0.09090909090909091,1.0263037105288277,0.6102303180225258,0.24990395607278726
1993-94,E1_elo.csv,41,0.5200845665961945,0.2536997885835095,0.226215644820296,11,4,0.36363636363636365,1.1418426959243553,0.6998824470676578,0.22819571892781
1993-94,E1_elo.csv,42,0.5165289256198347,0.256198347107438,0.22727272727272727,14,9,0.6428571428571429,1.0539998077732122,0.632026500922068,0.24836564637466216
1993-94,E1_elo.csv,43,0.5160642570281124,0.25301204819277107,0.23092369477911648,12,5,0.4166666666666667,1.1671700369546707,0.7169965000564505,0.24416138449379843
1993-94,E1_elo.csv,44,0.5117647058823529,0.2549019607843137,0.23333333333333334,14,6,0.42857142857142855,1.0997433499426177,0.6667567419124513,0.24836985774702033
1993-94,E1_elo.csv,45,0.5095419847328244,0.2538167938931298,0.2366412213740458,16,7,0.4375,1.122942900272987,0.6870684254996795,0.20361757764699026
1993-94,E1_elo.csv,46,0.5055555555555555,0.25925925925925924,0.2351851851851852,12,4,0.3333333333333333,1.223575763867899,0.756508916323731,0.2643998628257887
1993-94,E2_elo.csv,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,12,6,0.5,1.0986122886681096,0.6666666666666669,0.2638888888888889
1993-94,E2_elo.csv,2,0.5,0.08333333333333333,0.4166666666666667,12,5,0.4166666666666667,1.3359807261677856,0.7500000000000001,0.23263888888888884
1993-94,E2_elo.csv,3,0.4583333333333333,0.20833333333333334,0.3333333333333333,12,4,0.3333333333333333,1.1225911104506319,0.6770833333333335,0.21961805555555558
1993-94,E2_elo.csv,4,0.4444444444444444,0.25,0.3055555555555556,12,7,0.5833333333333334,1.0172201606824545,0.6080246913580248,0.2102623456790124
1993-94,E2_elo.csv,5,0.4791666666666667,0.25,0.2708333333333333,12,6,0.5,0.9458990913863295,0.556423611111111,0.1844618055555555
1993-94,E2_elo.csv,6,0.5166666666666667,0.25,0.23333333333333334,12,2,0.16666666666666666,0.985828732975495,0.5838888888888887,0.23986111111111108
1993-94,E2_elo.csv,7,0.5277777777777778,0.2222222222222222,0.25,11,2,0.18181818181818182,1.0680665485891325,0.6480078563411897,0.2488075196408529
1993-94,E2_elo.csv,8,0.5180722891566265,0.21686746987951808,0.26506024096385544,12,6,0.5,0.8419024656420268,0.4840809019209367,0.19493032370445637
1993-94,E2_elo.csv,9,0.5473684210526316,0.2,0.25263157894736843,12,6,0.5,0.944263530714856,0.5630840258541089,0.23654201292705446
1993-94,E2_elo.csv,10,0.5514018691588785,0.18691588785046728,0.2616822429906542,12,6,0.5,1.1422263474393917,0.6925058957114157,0.2244228025737328
1993-94,E2_elo.csv,11,0.5378151260504201,0.20168067226890757,0.2605042016806723,12,2,0.16666666666666666,1.270551224798252,0.787138384765671,0.24893192571146106
1993-94,E2_elo.csv,12,0.5114503816793893,0.22137404580152673,0.26717557251908397,12,6,0.5,1.0265190213447852,0.6186119689994756,0.23836509138939066
1993-94,E2_elo.csv,13,0.5104895104895105,0.21678321678321677,0.2727272727272727,12,3,0.25,1.1999521457867,0.745611032324319,0.27850383881852414
1993-94,E2_elo.csv,14,0.49032258064516127,0.21935483870967742,0.2903225806451613,12,6,0.5,1.111833761151975,0.6728199791883456,0.2188033298647242
1993-94,E2_elo.csv,15,0.48502994011976047,0.2275449101796407,0.2874251497005988,11,7,0.6363636363636364,0.9775298512536533,0.5759585890820428,0.1877850178793203
