Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,EloHome,EloAway
D2,28/07/93,Chemnitz,Wuppertaler,0.0,0.0,D,,,,,,,,,,,,,,,,,,,,,,1480.0,1480.0
D2,28/07/93,CZ Jena,Hertha,1.0,1.0,D,,,,,,,,,,,,,,,,,,,,,,1480.0,1480.0
D2,28/07/93,Hansa Rostock,Munich 1860,4.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,1480.0,1480.0
D2,28/07/93,Homburg,St Pauli,2.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,1480.0,1480.0
D2,28/07/93,Mannheim,F Koln,1.0,1.0,D,,,,,,,,,,,,,,,,,,,,,,1480.0,1480.0
D2,28/07/93,Meppen,Bochum,0.0,1.0,A,,,,,,,,,,,,,,,,,,,,,,1480.0,1480.0
D2,28/07/93,RW Essen,Saarbrucken,3.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,1480.0,1480.0
D2,28/07/93,Stuttgarter K,Hannover,0.0,0.0,D,,,,,,,,,,,,,,,,,,,,,,1480.0,1480.0
D2,28/07/93,TB Berlin,Mainz,0.0,1.0,A,,,,,,,,,,,,,,,,,,,,,,1480.0,1480.0
D2,28/07/93,Wolfsburg,Uerdingen,3.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,1480.0,1480.0
D2,31/07/93,Bochum,Hansa Rostock,2.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,1496.0,1489.0
D2,31/07/93,F Koln,Wolfsburg,2.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,1483.5,1489.0
D2,31/07/93,Hannover,TB Berlin,0.0,1.0,A,,,,,,,,,,,,,,,,,,,,,,1483.5,1464.0
D2,31/07/93,Hertha,Mannheim,1.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,1483.5,1476.5
D2,31/07/93,Mainz,CZ Jena,2.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,1496.0,1476.5
D2,31/07/93,Munich 1860,RW Essen,1.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,1471.0,1489.0
D2,31/07/93,Saarbrucken,Stuttgarter K,3.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,1471.0,1476.5
D2,31/07/93,St Pauli,Chemnitz,3.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,1471.0,1476.5
D2,31/07/93,Uerdingen,Homburg,0.0,1.0,A,,,,,,,,,,,,,,,,,,,,,,1471.0,1489.0
D2,31/07/93,Wuppertaler,Meppen,0.0,1.0,A,,,,,,,,,,,,,,,,,,,,,,1483.5,1464.0
D2,07/08/93,Chemnitz,Uerdingen,1.0,4.0,A,,,,,,,,,,,,,,,,,,,,,,1467.32,1455.6
D2,07/08/93,CZ Jena,Mannheim,2.0,2.0,D,,,,,,,,,,,,,,,,,,,,,,1468.14,1467.73
D2,07/08/93,Hansa Rostock,Wuppertaler,0.0,1.0,A,,,,,,,,,,,,,,,,,,,,,,1480.23,1466.86
D2,07/08/93,Homburg,F Koln,1.0,2.0,A,,,,,,,,,,,,,,,,,,,,,,1504.4,1492.68
D2,07/08/93,Mainz,Hannover,1.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,1504.36,1466.86
D2,07/08/93,Meppen,St Pauli,1.0,1.0,D,,,,,,,,,,,,,,,,,,,,,,1480.64,1480.18
D2,07/08/93,RW Essen,Bochum,0.0,2.0,A,,,,,,,,,,,,,,,,,,,,,,1479.4,1504.77
D2,07/08/93,Stuttgarter K,Munich 1860,0.0,2.0,A,,,,,,,,,,,,,,,,,,,,,,1467.32,1480.6
D2,07/08/93,TB Berlin,Saarbrucken,0.0,4.0,A,,,,,,,,,,,,,,,,,,,,,,1480.64,1480.18
D2,07/08/93,Wolfsburg,Hertha,1.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,1479.82,1492.27
D2,14/08/93,Bochum,Stuttgarter K,3.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,1519.91,1451.76
D2,14/08/93,F Koln,Chemnitz,0.0,1.0,A,,,,,,,,,,,,,,,,,,,,,,1509.07,1450.93
D2,14/08/93,Hannover,CZ Jena,1.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,1459.06,1464.62
D2,14/08/93,Hertha,Homburg,1.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,1482.85,1488.01
D2,14/08/93,Mannheim,Wolfsburg,1.0,1.0,D,,,,,,,,,,,,,,,,,,,,,,1471.25,1489.24
D2,14/08/93,Munich 1860,TB Berlin,2.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,1496.16,1464.62
D2,14/08/93,Saarbrucken,Mainz,2.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,1496.2,1512.16
D2,14/08/93,St Pauli,Hansa Rostock,2.0,4.0,A,,,,,,,,,,,,,,,,,,,,,,1483.7,1463.79
D2,14/08/93,Uerdingen,Meppen,1.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,1471.99,1477.12
D2,14/08/93,Wuppertaler,RW Essen,0.0,0.0,D,,,,,,,,,,,,,,,,,,,,,,1483.3,1464.26
D2,21/08/93,Chemnitz,Hertha,1.0,1.0,D,,,,,,,,,,,,,,,,,,,,,,1468.76,1492.02
D2,21/08/93,CZ Jena,Wolfsburg,2.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,1455.44,1492.14
D2,21/08/93,Hannover,Saarbrucken,4.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,1468.24,1505.73
D2,21/08/93,Hansa Rostock,Uerdingen,2.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,1480.44,1481.16
D2,21/08/93,Homburg,Mannheim,3.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,1478.84,1468.35
D2,21/08/93,Mainz,Munich 1860,1.0,1.0,D,,,,,,,,,,,,,,,,,,,,,,1502.63,1504.14
D2,21/08/93,Meppen,F Koln,4.0,2.0,H,,,,,,,,,,,,,,,,,,,,,,1467.95,1491.24
D2,21/08/93,RW Essen,St Pauli,0.0,0.0,D,,,,,,,,,,,,,,,,,,,,,,1468.38,1467.05
D2,21/08/93,Stuttgarter K,Wuppertaler,1.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,1444.88,1479.18
D2,21/08/93,TB Berlin,Bochum,1.0,1.0,D,,,,,,,,,,,,,,,,,,,,,,1456.64,1526.79
D2,28/08/93,Bochum,Mainz,2.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,1527.86,1499.18
D2,28/08/93,F Koln,Hansa Rostock,0.0,0.0,D,,,,,,,,,,,,,,,,,,,,,,1481.46,1489.46
D2,28/08/93,Hertha,Meppen,1.0,1.0,D,,,,,,,,,,,,,,,,,,,,,,1494.74,1477.73
D2,28/08/93,Mannheim,Chemnitz,1.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,1459.7,1466.04
D2,28/08/93,Munich 1860,Hannover,2.0,2.0,D,,,,,,,,,,,,,,,,,,,,,,1507.59,1478.51
D2,28/08/93,Saarbrucken,CZ Jena,2.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,1495.46,1465.69
D2,28/08/93,St Pauli,Stuttgarter K,3.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,1470.6,1455.04
D2,28/08/93,Uerdingen,RW Essen,2.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,1472.14,1464.83
D2,28/08/93,Wolfsburg,Homburg,2.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,1481.89,1487.49
D2,28/08/93,Wuppertaler,TB Berlin,1.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,1469.02,1455.57
D2,04/09/93,Chemnitz,Wolfsburg,1.0,1.0,D,,,,,,,,,,,,,,,,,,,,,,1456.83,1491.07
D2,04/09/93,CZ Jena,Homburg,2.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,1457.65,1478.31
D2,04/09/93,Hannover,Bochum,0.0,0.0,D,,,,,,,,,,,,,,,,,,,,,,1482.95,1535.93
D2,04/09/93,Hansa Rostock,Hertha,2.0,2.0,D,,,,,,,,,,,,,,,,,,,,,,1492.69,1490.68
D2,04/09/93,Mainz,Wuppertaler,1.0,1.0,D,,,,,,,,,,,,,,,,,,,,,,1491.11,1477.58
D2,04/09/93,Meppen,Mannheim,1.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,1481.79,1468.91
D2,04/09/93,RW Essen,F Koln,3.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,1456.07,1478.23
D2,04/09/93,Saarbrucken,Munich 1860,0.0,2.0,A,,,,,,,,,,,,,,,,,,,,,,1503.5,1503.15
D2,04/09/93,Stuttgarter K,Uerdingen,0.0,2.0,A,,,,,,,,,,,,,,,,,,,,,,1446.55,1480.9
D2,04/09/93,TB Berlin,St Pauli,0.0,0.0,D,,,,,,,,,,,,,,,,,,,,,,1447.01,1479.09
D2,18/09/93,Bochum,Saarbrucken,4.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,1537.61,1487.49
D2,18/09/93,F Koln,Stuttgarter K,2.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,1468.48,1431.72
D2,18/09/93,Hertha,RW Essen,3.0,4.0,A,,,,,,,,,,,,,,,,,,,,,,1494.25,1465.82
D2,18/09/93,Homburg,Chemnitz,4.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,1468.62,1454.49
D2,18/09/93,Mannheim,Hansa Rostock,3.0,3.0,D,,,,,,,,,,,,,,,,,,,,,,1460.33,1489.12
D2,18/09/93,Munich 1860,CZ Jena,2.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,1519.16,1467.34
D2,18/09/93,St Pauli,Mainz,1.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,1481.5,1487.16
D2,18/09/93,Uerdingen,TB Berlin,3.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,1495.73,1444.6
D2,18/09/93,Wolfsburg,Meppen,3.0,2.0,H,,,,,,,,,,,,,,,,,,,,,,1493.41,1490.37
D2,18/09/93,Wuppertaler,Hannover,0.0,0.0,D,,,,,,,,,,,,,,,,,,,,,,1481.53,1481.27
D2,25/09/93,CZ Jena,Chemnitz,0.0,2.0,A,,,,,,,,,,,,,,,,,,,,,,1459.98,1445.95
D2,25/09/93,Hannover,St Pauli,4.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,1484.78,1490.69
D2,25/09/93,Hansa Rostock,Wolfsburg,2.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,1491.65,1502.31
D2,25/09/93,Mainz,Uerdingen,1.0,1.0,D,,,,,,,,,,,,,,,,,,,,,,1477.97,1503.11
D2,25/09/93,Meppen,Homburg,2.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,1481.47,1477.16
D2,25/09/93,Munich 1860,Bochum,4.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,1526.52,1545.02
D2,25/09/93,RW Essen,Mannheim,2.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,1482.74,1457.8
D2,25/09/93,Saarbrucken,Wuppertaler,1.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,1480.08,1478.02
D2,25/09/93,Stuttgarter K,Hertha,1.0,1.0,D,,,,,,,,,,,,,,,,,,,,,,1423.9,1477.33
D2,25/09/93,TB Berlin,F Koln,0.0,1.0,A,,,,,,,,,,,,,,,,,,,,,,1437.22,1476.3
D2,02/10/93,Bochum,CZ Jena,3.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,1535.4,1443.52
D2,02/10/93,Chemnitz,Meppen,2.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,1462.41,1490.33
D2,02/10/93,F Koln,Mainz,1.0,2.0,A,,,,,,,,,,,,,,,,,,,,,,1490.97,1475.32
D2,02/10/93,Hertha,TB Berlin,3.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,1479.0,1422.55
D2,02/10/93,Homburg,Hansa Rostock,0.0,2.0,A,,,,,,,,,,,,,,,,,,,,,,1468.3,1501.0
D2,02/10/93,Mannheim,Stuttgarter K,0.0,1.0,A,,,,,,,,,,,,,,,,,,,,,,1449.61,1422.23
D2,02/10/93,St Pauli,Saarbrucken,1.0,1.0,D,,,,,,,,,,,,,,,,,,,,,,1481.49,1489.01
D2,02/10/93,Uerdingen,Hannover,3.0,2.0,H,,,,,,,,,,,,,,,,,,,,,,1505.76,1493.98
D2,02/10/93,Wolfsburg,RW Essen,2.0,2.0,D,,,,,,,,,,,,,,,,,,,,,,1492.96,1490.93
D2,02/10/93,Wuppertaler,Munich 1860,5.0,2.0,H,,,,,,,,,,,,,,,,,,,,,,1469.09,1536.14
D2,09/10/93,Bochum,Wuppertaler,1.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,1541.62,1480.41
D2,09/10/93,CZ Jena,Meppen,0.0,0.0,D,,,,,,,,,,,,,,,,,,,,,,1437.3,1480.39
D2,09/10/93,Hannover,F Koln,0.0,2.0,A,,,,,,,,,,,,,,,,,,,,,,1485.37,1474.46
D2,09/10/93,Hansa Rostock,Chemnitz,2.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,1515.89,1472.35
D2,09/10/93,Mainz,Hertha,1.0,1.0,D,,,,,,,,,,,,,,,,,,,,,,1491.83,1486.22
D2,09/10/93,Munich 1860,St Pauli,1.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,1524.82,1478.24
D2,09/10/93,RW Essen,Homburg,3.0,3.0,D,,,,,,,,,,,,,,,,,,,,,,1494.5,1453.41
D2,09/10/93,Saarbrucken,Uerdingen,2.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,1492.26,1514.37
D2,09/10/93,Stuttgarter K,Wolfsburg,0.0,0.0,D,,,,,,,,,,,,,,,,,,,,,,1439.12,1489.39
D2,09/10/93,TB Berlin,Mannheim,0.0,1.0,A,,,,,,,,,,,,,,,,,,,,,,1415.33,1432.72
D2,16/10/93,Chemnitz,RW Essen,2.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,1464.74,1489.69
D2,16/10/93,F Koln,Saarbrucken,7.0,4.0,H,,,,,,,,,,,,,,,,,,,,,,1490.82,1502.0
D2,16/10/93,Hertha,Hannover,0.0,0.0,D,,,,,,,,,,,,,,,,,,,,,,1489.91,1469.01
D2,16/10/93,Homburg,Stuttgarter K,3.0,2.0,H,,,,,,,,,,,,,,,,,,,,,,1458.22,1437.34
D2,16/10/93,Mannheim,Mainz,1.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,1448.14,1488.14
D2,16/10/93,Meppen,Hansa Rostock,4.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,1482.42,1523.5
