Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,EloHome,EloAway
F1,07/08/98,Le Havre,Metz,0.0,0.0,D,0.0,0.0,D,,,,,,,,,,,,1649.98,1767.96
F1,07/08/98,Lorient,Monaco,1.0,2.0,A,1.0,0.0,H,,,,,,,,,,,,1610.42,1744.34
F1,08/08/98,Bastia,Montpellier,2.0,2.0,D,1.0,1.0,D,,,,,,,,,,,,1673.34,1626.33
F1,08/08/98,Bordeaux,Paris SG,3.0,1.0,H,0.0,0.0,D,,,,,,,,,,,,1713.68,1647.93
F1,08/08/98,Marseille,Nantes,2.0,0.0,H,0.0,0.0,D,,,,,,,,,,,,1681.04,1651.21
F1,08/08/98,Nancy,Sochaux,1.0,1.0,D,0.0,0.0,D,,,,,,,,,,,,1642.83,1582.05
F1,08/08/98,Rennes,Auxerre,1.0,0.0,H,1.0,0.0,H,,,,,,,,,,,,1578.31,1695.46
F1,08/08/98,Strasbourg,Lyon,0.0,0.0,D,0.0,0.0,D,,,,,,,,,,,,1614.83,1695.14
F1,08/08/98,Toulouse,Lens,3.0,2.0,H,1.0,1.0,D,,,,,,,,,,,,1578.03,1755.77
F1,14/08/98,Lens,Lorient,1.0,1.0,D,1.0,0.0,H,,,,,,,,,,,,1740.52,1599.14
F1,14/08/98,Lyon,Toulouse,6.0,1.0,H,1.0,0.0,H,,,,,,,,,,,,1695.85,1593.28
F1,15/08/98,Auxerre,Nancy,3.0,2.0,H,2.0,0.0,H,,,,,,,,,,,,1682.34,1637.43
F1,15/08/98,Le Havre,Bordeaux,2.0,3.0,A,0.0,2.0,A,,,,,,,,,,,,1650.63,1720.63
F1,15/08/98,Metz,Marseille,0.0,1.0,A,0.0,1.0,A,,,,,,,,,,,,1767.31,1689.07
F1,15/08/98,Monaco,Sochaux,4.0,1.0,H,2.0,1.0,H,,,,,,,,,,,,1755.62,1587.45
F1,15/08/98,Montpellier,Rennes,3.0,1.0,H,2.0,0.0,H,,,,,,,,,,,,1631.32,1591.43
F1,15/08/98,Nantes,Strasbourg,1.0,0.0,H,1.0,0.0,H,,,,,,,,,,,,1643.18,1614.12
F1,15/08/98,Paris SG,Bastia,2.0,0.0,H,1.0,0.0,H,,,,,,,,,,,,1640.98,1668.35
F1,22/08/98,Bastia,Metz,3.0,0.0,H,1.0,0.0,H,,,,,,,,,,,,1658.43,1748.91
F1,22/08/98,Bordeaux,Auxerre,1.0,0.0,H,1.0,0.0,H,,,,,,,,,,,,1734.21,1689.91
