Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,EloHome,EloAway
N1,20/08/98,Heerenveen,Twente,1.0,0.0,H,1.0,0.0,H,,,,,,,,,,,,1546.85,1537.52
N1,21/08/98,For Sittard,Feyenoord,1.0,2.0,A,0.0,0.0,D,,,,,,,,,,,,1515.6,1649.11
N1,22/08/98,AZ Alkmaar,Sparta,2.0,0.0,H,1.0,0.0,H,,,,,,,,,,,,1448.28,1491.56
N1,22/08/98,Cambuur,PSV Eindhoven,1.0,1.0,D,0.0,1.0,A,,,,,,,,,,,,1500.0,1724.79
N1,22/08/98,MVV Maastricht,Graafschap,1.0,2.0,A,1.0,1.0,D,,,,,,,,,,,,1447.1,1496.24
N1,22/08/98,Vitesse,Roda JC,1.0,0.0,H,0.0,0.0,D,,,,,,,,,,,,1681.61,1507.39
N1,22/08/98,Waalwijk,Nijmegen,0.0,1.0,A,0.0,1.0,A,,,,,,,,,,,,1425.52,1478.35
N1,23/08/98,Ajax,Willem II,2.0,0.0,H,2.0,0.0,H,,,,,,,,,,,,1786.74,1542.07
N1,23/08/98,NAC Breda,Utrecht,2.0,4.0,A,1.0,1.0,D,,,,,,,,,,,,1481.71,1496.22
N1,28/08/98,Roda JC,Ajax,0.0,2.0,A,0.0,0.0,D,,,,,,,,,,,,1503.11,1789.76
N1,29/08/98,AZ Alkmaar,Vitesse,0.0,0.0,D,0.0,0.0,D,,,,,,,,,,,,1458.76,1685.89
N1,29/08/98,PSV Eindhoven,Heerenveen,1.0,2.0,A,0.0,1.0,A,,,,,,,,,,,,1720.48,1555.54
N1,29/08/98,Willem II,For Sittard,1.0,0.0,H,1.0,0.0,H,,,,,,,,,,,,1539.05,1504.3
N1,30/08/98,Feyenoord,MVV Maastricht,3.0,1.0,H,1.0,0.0,H,,,,,,,,,,,,1660.41,1432.78
N1,30/08/98,Nijmegen,NAC Breda,1.0,1.0,D,1.0,0.0,H,,,,,,,,,,,,1492.54,1466.19
N1,30/08/98,Twente,Sparta,1.0,0.0,H,1.0,0.0,H,,,,,,,,,,,,1528.83,1481.08
N1,30/08/98,Utrecht,Cambuur,3.0,0.0,H,1.0,0.0,H,,,,,,,,,,,,1511.74,1504.31
N1,05/09/98,Graafschap,Waalwijk,2.0,2.0,D,1.0,1.0,D,,,,,,,,,,,,1510.56,1411.33
