Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,EloHome,EloAway
P1,21/08/98,Benfica,Est Amadora,2.0,0.0,H,1.0,0.0,H,,,,,,,,,,,,1581.7,1441.92
P1,21/08/98,Sp Braga,Beira Mar,2.0,1.0,H,2.0,0.0,H,,,,,,,,,,,,1453.39,1400.0
P1,22/08/98,Porto,Rio Ave,4.0,0.0,H,2.0,0.0,H,,,,,,,,,,,,1676.02,1398.29
P1,23/08/98,Boavista,Guimaraes,2.0,0.0,H,1.0,0.0,H,,,,,,,,,,,,1512.57,1518.65
P1,23/08/98,Campomaiorense,Alverca,2.0,2.0,D,1.0,1.0,D,,,,,,,,,,,,1382.48,1400.0
P1,23/08/98,Chaves,Academica,1.0,0.0,H,0.0,0.0,D,,,,,,,,,,,,1400.0,1380.84
P1,23/08/98,Leiria,Maritimo,1.0,0.0,H,0.0,0.0,D,,,,,,,,,,,,1369.01,1492.61
P1,23/08/98,Salgueiros,Farense,4.0,2.0,H,3.0,0.0,H,,,,,,,,,,,,1456.52,1375.5
P1,24/08/98,Setubal,Sp Lisbon,1.0,1.0,D,1.0,0.0,H,,,,,,,,,,,,1350.29,1535.53
P1,28/08/98,Sp Lisbon,Chaves,2.0,1.0,H,1.0,0.0,H,,,,,,,,,,,,1532.52,1408.37
P1,29/08/98,Beira Mar,Porto,2.0,1.0,H,1.0,1.0,D,,,,,,,,,,,,1392.69,1678.57
P1,30/08/98,Academica,Campomaiorense,1.0,5.0,A,0.0,2.0,A,,,,,,,,,,,,1372.47,1379.57
P1,30/08/98,Alverca,Boavista,0.0,0.0,D,0.0,0.0,D,,,,,,,,,,,,1402.91,1521.77
P1,30/08/98,Est Amadora,Setubal,5.0,0.0,H,3.0,0.0,H,,,,,,,,,,,,1436.9,1353.3
P1,30/08/98,Farense,Sp Braga,0.0,2.0,A,0.0,1.0,A,,,,,,,,,,,,1368.98,1460.7
P1,30/08/98,Guimaraes,Leiria,0.0,0.0,D,0.0,0.0,D,,,,,,,,,,,,1509.45,1382.36
P1,30/08/98,Maritimo,Salgueiros,2.0,2.0,D,0.0,1.0,A,,,,,,,,,,,,1479.26,1463.04
