Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,EloHome,EloAway
SC0,02/08/97,Aberdeen,Kilmarnock,0,0,D,0,0,D,,,,,,,,,,,,1516.5,1483.14
SC0,02/08/97,Dunfermline,Motherwell,0,2,A,0,0,D,,,,,,,,,,,,1541.99,1484.83
SC0,02/08/97,St Johnstone,Dundee United,1,1,D,0,1,A,,,,,,,,,,,,1645.43,1617.3
SC0,03/08/97,Hibernian,Celtic,2,1,H,1,1,D,,,,,,,,,,,,1480.35,1703.35
SC0,04/08/97,Rangers,Hearts,3,1,H,2,0,H,,,,,,,,,,,,1722.71,1568.38
SC0,16/08/97,Celtic,Dunfermline,1,2,A,1,0,H,,,,,,,,,,,,1686.6,1524.19
SC0,16/08/97,Hearts,Aberdeen,4,1,H,3,1,H,,,,,,,,,,,,1563.68,1511.92
SC0,16/08/97,Motherwell,St Johnstone,0,1,A,0,0,D,,,,,,,,,,,,1502.63,1641.02
SC0,17/08/97,Dundee United,Hibernian,1,1,D,1,0,H,,,,,,,,,,,,1621.71,1497.1
SC0,23/08/97,Aberdeen,Motherwell,1,3,A,1,2,A,,,,,,,,,,,,1504.56,1491.51
SC0,23/08/97,Dunfermline,Hearts,2,1,H,0,0,D,,,,,,,,,,,,1544.67,1571.04
SC0,23/08/97,Hibernian,Kilmarnock,4,0,H,2,0,H,,,,,,,,,,,,1504.22,1487.72
SC0,23/08/97,Rangers,Dundee United,5,1,H,3,0,H,,,,,,,,,,,,1727.41,1614.59
SC0,23/08/97,St Johnstone,Celtic,0,2,A,0,1,A,,,,,,,,,,,,1652.14,1666.12
SC0,30/08/97,Aberdeen,Dundee United,1,1,D,1,1,D,,,,,,,,,,,,1488.13,1608.91
SC0,30/08/97,Dunfermline,St Johnstone,2,2,D,1,0,H,,,,,,,,,,,,1554.56,1636.61
SC0,30/08/97,Hibernian,Hearts,0,1,A,0,1,A,,,,,,,,,,,,1512.68,1561.15
SC0,13/09/97,Dundee United,Kilmarnock,1,2,A,0,1,A,,,,,,,,,,,,1608.16,1479.26
SC0,13/09/97,Hibernian,Dunfermline,5,2,H,3,1,H,,,,,,,,,,,,1498.34,1553.91
SC0,13/09/97,Motherwell,Celtic,2,3,A,1,0,H,,,,,,,,,,,,1507.94,1681.65
SC0,13/09/97,Rangers,Aberdeen,3,3,D,1,0,H,,,,,,,,,,,,1733.09,1488.88
SC0,13/09/97,St Johnstone,Hearts,1,2,A,0,1,A,,,,,,,,,,,,1637.26,1575.49
SC0,20/09/97,Celtic,Aberdeen,2,0,H,2,0,H,,,,,,,,,,,,1691.54,1498.35
SC0,20/09/97,Hearts,Dundee United,2,1,H,1,1,D,,,,,,,,,,,,1593.42,1588.44
SC0,20/09/97,Motherwell,Hibernian,1,1,D,0,0,D,,,,,,,,,,,,1498.05,1509.25
SC0,20/09/97,St Johnstone,Rangers,0,2,A,0,1,A,,,,,,,,,,,,1619.33,1723.62
SC0,21/09/97,Dunfermline,Kilmarnock,1,1,D,0,0,D,,,,,,,,,,,,1543.0,1498.98
SC0,24/09/97,Kilmarnock,Rangers,0,3,A,0,0,D,,,,,,,,,,,,1503.88,1735.97
SC0,27/09/97,Aberdeen,Dunfermline,1,2,A,1,1,D,,,,,,,,,,,,1494.45,1538.1
SC0,27/09/97,Dundee United,Celtic,1,2,A,0,2,A,,,,,,,,,,,,1579.61,1695.44
SC0,27/09/97,Hibernian,St Johnstone,1,1,D,1,1,D,,,,,,,,,,,,1512.38,1606.98
SC0,27/09/97,Kilmarnock,Hearts,0,3,A,0,3,A,,,,,,,,,,,,1495.92,1602.25
SC0,27/09/97,Rangers,Motherwell,2,2,D,1,2,A,,,,,,,,,,,,1743.93,1494.92
SC0,04/10/97,Celtic,Kilmarnock,4,0,H,4,0,H,,,,,,,,,,,,1707.37,1483.65
SC0,04/10/97,Dunfermline,Dundee United,3,3,D,0,3,A,,,,,,,,,,,,1552.61,1567.68
SC0,04/10/97,Hibernian,Rangers,3,4,A,2,1,H,,,,,,,,,,,,1512.19,1734.39
SC0,04/10/97,Motherwell,Hearts,1,4,A,1,3,A,,,,,,,,,,,,1504.46,1614.52
SC0,04/10/97,St Johnstone,Aberdeen,1,0,H,1,0,H,,,,,,,,,,,,1607.17,1479.94
SC0,08/10/97,Kilmarnock,Motherwell,2,1,H,2,1,H,,,,,,,,,,,,1480.29,1492.32
SC0,18/10/97,Aberdeen,Hibernian,2,0,H,2,0,H,,,,,,,,,,,,1474.62,1503.91
SC0,18/10/97,Dundee United,Motherwell,4,0,H,2,0,H,,,,,,,,,,,,1570.68,1482.92
SC0,18/10/97,Hearts,Celtic,1,2,A,0,2,A,,,,,,,,,,,,1626.66,1710.73
SC0,18/10/97,Kilmarnock,St Johnstone,0,1,A,0,1,A,,,,,,,,,,,,1489.69,1612.49
SC0,18/10/97,Rangers,Dunfermline,7,0,H,3,0,H,,,,,,,,,,,,1742.67,1549.61
