Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,EloHome,EloAway
SP2,30/08/97,Leganes,Eibar,1,0,H,1,0,H,,,,,,,,,,,,1483.48,1544.34
SP2,30/08/97,Levante,Toledo,0,1,A,0,0,D,,,,,,,,,,,,1449.82,1435.11
SP2,30/08/97,Sevilla,Lleida,5,1,H,3,1,H,,,,,,,,,,,,1494.8,1473.14
SP2,31/08/97,Alaves,Albacete,5,1,H,2,0,H,,,,,,,,,,,,1447.07,1549.11
SP2,31/08/97,Ath Madrid B,Las Palmas,1,1,D,1,0,H,,,,,,,,,,,,1467.32,1518.55
SP2,31/08/97,Badajoz,Jaen,1,1,D,0,0,D,,,,,,,,,,,,1514.32,1480.0
SP2,31/08/97,Extremadura,Xerez,1,0,H,0,0,D,,,,,,,,,,,,1507.04,1480.0
SP2,31/08/97,Hercules,Vallecano,0,0,D,0,0,D,,,,,,,,,,,,1475.88,1447.2
SP2,31/08/97,Logrones,Orense,0,1,A,0,1,A,,,,,,,,,,,,1383.36,1435.29
SP2,31/08/97,Numancia,Elche,2,1,H,1,1,D,,,,,,,,,,,,1480.0,1480.0
SP2,31/08/97,Osasuna,Villarreal,0,1,A,0,0,D,,,,,,,,,,,,1455.41,1426.77
SP2,06/09/97,Albacete,Levante,3,0,H,1,0,H,,,,,,,,,,,,1536.54,1433.34
SP2,06/09/97,Eibar,Alaves,2,1,H,0,0,D,,,,,,,,,,,,1533.24,1459.64
SP2,06/09/97,Las Palmas,Leganes,1,1,D,1,1,D,,,,,,,,,,,,1520.29,1494.58
SP2,06/09/97,Lleida,Ath Madrid B,0,2,A,0,1,A,,,,,,,,,,,,1464.85,1465.58
SP2,06/09/97,Villarreal,Hercules,2,1,H,2,1,H,,,,,,,,,,,,1443.7,1471.45
SP2,07/09/97,Elche,Extremadura,0,1,A,0,1,A,,,,,,,,,,,,1471.0,1515.16
