Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,EloHome,EloAway
I1,31/08/97,Atalanta,Bologna,4,2,H,1,0,H,,,,,,,,,,,,1605.83,1642.59
I1,31/08/97,Bari,Parma,0,2,A,0,1,A,,,,,,,,,,,,1579.58,1766.02
I1,31/08/97,Empoli,Roma,1,3,A,1,1,D,,,,,,,,,,,,1600.0,1636.51
I1,31/08/97,Inter,Brescia,2,1,H,0,0,D,,,,,,,,,,,,1736.2,1600.0
I1,31/08/97,Juventus,Lecce,2,0,H,0,0,D,,,,,,,,,,,,1797.28,1600.0
I1,31/08/97,Lazio,Napoli,2,0,H,0,0,D,,,,,,,,,,,,1736.54,1610.56
I1,31/08/97,Piacenza,Milan,1,1,D,0,0,D,,,,,,,,,,,,1595.42,1671.38
I1,31/08/97,Sampdoria,Vicenza,2,1,H,1,0,H,,,,,,,,,,,,1702.36,1642.92
I1,31/08/97,Udinese,Fiorentina,2,3,A,1,0,H,,,,,,,,,,,,1685.44,1660.76
I1,13/09/97,Brescia,Sampdoria,3,3,D,1,0,H,,,,,,,,,,,,1594.89,1709.5
I1,13/09/97,Lecce,Udinese,1,2,A,0,1,A,,,,,,,,,,,,1596.18,1668.64
I1,13/09/97,Milan,Lazio,1,1,D,1,0,H,,,,,,,,,,,,1672.24,1741.89
I1,14/09/97,Bologna,Inter,2,4,A,1,2,A,,,,,,,,,,,,1632.34,1741.31
I1,14/09/97,Fiorentina,Bari,3,1,H,3,1,H,,,,,,,,,,,,1677.56,1570.13
I1,14/09/97,Napoli,Empoli,2,1,H,1,0,H,,,,,,,,,,,,1605.21,1585.24
I1,14/09/97,Parma,Atalanta,2,2,D,2,1,H,,,,,,,,,,,,1775.47,1616.08
I1,14/09/97,Roma,Juventus,0,0,D,0,0,D,,,,,,,,,,,,1651.27,1801.1
I1,14/09/97,Vicenza,Piacenza,3,2,H,1,1,D,,,,,,,,,,,,1635.78,1594.56
I1,21/09/97,Atalanta,Sampdoria,0,2,A,0,1,A,,,,,,,,,,,,1623.99,1708.97
I1,21/09/97,Bari,Bologna,0,0,D,0,0,D,,,,,,,,,,,,1564.32,1620.16
