Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,EloHome,EloAway
N1,26/08/94,Heerenveen,Groningen,2.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,1445.49,1458.24
N1,27/08/94,Roda JC,Twente,1.0,1.0,D,,,,,,,,,,,,,,,,,,,,,,1509.24,1544.37
N1,27/08/94,Willem II,NAC Breda,2.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,1524.11,1525.04
N1,28/08/94,Ajax,Waalwijk,3.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,1635.95,1462.0
N1,28/08/94,Dordrecht,Feyenoord,1.0,1.0,D,,,,,,,,,,,,,,,,,,,,,,1500.0,1618.63
N1,28/08/94,Nijmegen,Utrecht,2.0,3.0,A,,,,,,,,,,,,,,,,,,,,,,1500.0,1434.71
N1,28/08/94,Vitesse,PSV Eindhoven,2.0,4.0,A,,,,,,,,,,,,,,,,,,,,,,1535.69,1569.63
N1,28/08/94,Volendam,Go Ahead Eagles,3.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,1502.49,1441.2
N1,31/08/94,Groningen,Willem II,3.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,1448.81,1533.14
N1,31/08/94,MVV Maastricht,Nijmegen,1.0,2.0,A,,,,,,,,,,,,,,,,,,,,,,1484.18,1481.96
N1,31/08/94,NAC Breda,Vitesse,0.0,0.0,D,,,,,,,,,,,,,,,,,,,,,,1516.01,1520.84
N1,31/08/94,PSV Eindhoven,Go Ahead Eagles,4.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,1584.48,1434.12
N1,31/08/94,Sparta,Feyenoord,0.0,1.0,A,,,,,,,,,,,,,,,,,,,,,,1493.69,1617.96
N1,31/08/94,Twente,Dordrecht,2.0,2.0,D,,,,,,,,,,,,,,,,,,,,,,1546.68,1500.67
N1,31/08/94,Utrecht,Heerenveen,4.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,1452.75,1454.92
N1,31/08/94,Waalwijk,Roda JC,1.0,1.0,D,,,,,,,,,,,,,,,,,,,,,,1457.72,1506.93
N1,10/09/94,Dordrecht,Waalwijk,0.0,1.0,A,,,,,,,,,,,,,,,,,,,,,,1505.63,1455.91
N1,10/09/94,Heerenveen,MVV Maastricht,0.0,4.0,A,,,,,,,,,,,,,,,,,,,,,,1445.85,1468.1
N1,10/09/94,Sparta,Twente,3.0,4.0,A,,,,,,,,,,,,,,,,,,,,,,1482.06,1541.72
N1,11/09/94,Ajax,Vitesse,5.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,1640.23,1524.18
N1,11/09/94,Go Ahead Eagles,Feyenoord,2.0,2.0,D,,,,,,,,,,,,,,,,,,,,,,1429.34,1629.59
N1,11/09/94,Groningen,NAC Breda,3.0,4.0,A,,,,,,,,,,,,,,,,,,,,,,1460.75,1512.67
N1,11/09/94,Nijmegen,Volendam,0.0,0.0,D,,,,,,,,,,,,,,,,,,,,,,1498.04,1509.57
N1,11/09/94,Willem II,Utrecht,0.0,1.0,A,,,,,,,,,,,,,,,,,,,,,,1521.2,1461.82
N1,17/09/94,MVV Maastricht,Willem II,3.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,1483.35,1503.34
N1,17/09/94,PSV Eindhoven,Dordrecht,4.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,1589.26,1488.05
N1,18/09/94,Twente,Go Ahead Eagles,3.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,1555.66,1432.85
N1,18/09/94,Utrecht,Groningen,2.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,1479.68,1446.53
N1,18/09/94,Vitesse,Roda JC,1.0,1.0,D,,,,,,,,,,,,,,,,,,,,,,1518.59,1508.74
N1,18/09/94,Volendam,Heerenveen,1.0,2.0,A,,,,,,,,,,,,,,,,,,,,,,1512.69,1430.6
N1,18/09/94,Waalwijk,Sparta,2.0,2.0,D,,,,,,,,,,,,,,,,,,,,,,1473.49,1468.12
N1,21/09/94,Dordrecht,Vitesse,0.0,0.0,D,,,,,,,,,,,,,,,,,,,,,,1482.08,1514.76
N1,21/09/94,Go Ahead Eagles,Waalwijk,4.0,2.0,H,,,,,,,,,,,,,,,,,,,,,,1427.42,1469.81
