Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,GBH,GBD,GBA,IWH,IWD,IWA,SYH,SYD,SYA,WHH,WHD,WHA,EloHome,EloAway
SP2,24/11/01,Cordoba,Extremadura,2,0,H,1,0,H,2.02,2.85,3.45,2.1,2.8,3.0,,,,2.1,2.9,3.2,1447.71,1457.34
SP2,24/11/01,Elche,Oviedo,2,0,H,0,0,D,2.58,2.75,2.6,2.5,2.6,2.6,,,,2.6,2.65,2.65,1473.82,1550.0
SP2,24/11/01,Recreativo,Ferrol,1,0,H,1,0,H,2.1,2.8,3.3,2.1,2.8,3.0,,,,2.1,2.8,3.3,1521.18,1492.67
SP2,25/11/01,Albacete,Santander,0,1,A,0,0,D,1.9,2.85,3.85,2.0,2.8,3.1,,,,2.0,2.8,3.6,1531.76,1534.13
SP2,25/11/01,Badajoz,Jaen,1,0,H,1,0,H,2.22,2.85,3.0,2.2,2.8,2.8,,,,2.2,2.85,3.0,1458.94,1510.92
SP2,25/11/01,Levante,Xerez,0,1,A,0,0,D,2.7,2.8,2.45,2.7,2.6,2.4,,,,2.75,2.7,2.5,1463.13,1522.09
SP2,25/11/01,Murcia,Gimnastic,0,2,A,0,1,A,1.7,3.0,4.65,1.75,2.9,3.8,,,,1.8,3.0,4.1,1465.89,1431.08
SP2,25/11/01,Numancia,Burgos,1,5,A,1,3,A,2.25,2.8,3.0,2.2,2.8,2.8,,,,2.25,2.85,2.9,1505.83,1482.71
SP2,25/11/01,Salamanca,Leganes,1,0,H,1,0,H,1.8,2.85,4.35,1.8,2.8,3.7,,,,1.85,2.9,4.0,1483.95,1445.82
SP2,25/11/01,Sp Gijon,Eibar,1,0,H,1,0,H,2.1,2.8,3.3,2.1,2.8,3.0,,,,2.1,2.8,3.3,1485.76,1470.24
SP2,01/12/01,Jaen,Numancia,1,2,A,0,2,A,2.1,2.8,3.3,2.0,2.7,3.3,1.91,3.0,3.75,2.0,2.85,3.5,1500.14,1489.08
SP2,01/12/01,Xerez,Poli Ejido,2,1,H,1,0,H,1.4,3.5,7.5,1.4,3.3,6.2,1.44,3.4,7.0,1.4,3.4,8.0,1536.06,1403.49
SP2,02/12/01,Burgos,Albacete,0,0,D,0,0,D,2.1,2.8,3.3,2.0,2.8,3.1,2.0,2.88,3.6,2.0,2.85,3.5,1499.46,1515.84
SP2,02/12/01,Eibar,Badajoz,0,1,A,0,1,A,1.95,2.8,3.8,2.0,2.7,3.3,2.0,2.8,3.75,2.1,2.75,3.4,1461.75,1469.72
SP2,02/12/01,Extremadura,Elche,1,0,H,1,0,H,2.3,2.6,3.2,2.3,2.7,2.7,2.2,2.88,3.1,2.3,2.7,3.0,1448.02,1485.46
SP2,02/12/01,Gimnastic,Ath Madrid,1,2,A,0,0,D,3.9,3.0,1.85,3.5,2.8,1.85,4.0,3.0,1.83,3.6,3.0,1.9,1448.2,1636.99
SP2,02/12/01,Leganes,Recreativo,0,0,D,0,0,D,2.55,2.6,2.8,2.4,2.6,2.7,2.5,2.8,2.7,2.5,2.75,2.7,1438.04,1529.26
SP2,02/12/01,Levante,Salamanca,2,2,D,0,0,D,2.65,2.6,2.75,2.4,2.7,2.6,2.6,2.8,2.6,2.4,2.8,2.75,1449.16,1491.73
SP2,02/12/01,Oviedo,Murcia,2,0,H,1,0,H,1.7,2.9,5.0,1.7,2.9,4.0,1.73,3.1,4.5,1.7,2.9,5.0,1538.36,1448.77
SP2,02/12/01,Ferrol,Sp Gijon,1,2,A,1,2,A,1.9,2.8,4.0,1.9,2.8,3.4,1.91,3.0,3.75,1.9,2.9,3.75,1484.59,1494.25
SP2,02/12/01,Santander,Cordoba,2,0,H,1,0,H,1.7,2.9,5.0,1.65,2.9,4.4,1.73,3.1,4.5,1.65,3.1,4.8,1550.05,1457.03
SP2,08/12/01,Cordoba,Burgos,1,1,D,0,0,D,2.5,2.7,2.8,2.4,2.7,2.6,2.5,2.75,2.75,2.5,2.7,2.75,1450.84,1496.51
SP2,08/12/01,Elche,Santander,1,1,D,0,0,D,2.2,2.8,3.15,2.3,2.7,2.7,2.3,2.88,2.88,2.4,2.75,2.8,1475.19,1556.24
SP2,09/12/01,Albacete,Jaen,4,0,H,0,0,D,2.05,2.8,3.55,2.1,2.8,3.0,2.0,3.0,3.4,2.1,2.9,3.2,1518.79,1483.78
SP2,09/12/01,Ath Madrid,Oviedo,0,0,D,0,0,D,1.62,3.2,5.1,1.65,2.9,4.4,1.67,3.1,5.0,1.7,3.1,4.5,1646.36,1544.64
SP2,09/12/01,Badajoz,Ferrol,2,1,H,1,0,H,2.0,2.8,3.7,2.0,2.8,3.1,2.0,2.8,3.75,2.0,2.85,3.5,1485.46,1468.91
SP2,09/12/01,Poli Ejido,Gimnastic,1,0,H,0,0,D,2.5,2.7,2.8,2.4,2.7,2.6,2.5,2.75,2.75,2.5,2.7,2.75,1398.3,1438.83
SP2,09/12/01,Murcia,Extremadura,2,1,H,2,0,H,1.98,2.8,3.75,2.0,2.7,3.3,1.91,2.88,4.0,2.0,2.85,3.5,1442.49,1458.29
SP2,09/12/01,Numancia,Eibar,1,1,D,0,0,D,2.0,2.8,3.7,1.9,2.7,3.5,1.91,2.88,4.0,1.85,3.0,3.8,1505.44,1446.01
SP2,09/12/01,Recreativo,Levante,0,0,D,0,0,D,1.55,3.25,5.75,1.55,3.0,5.0,1.5,3.4,6.0,1.5,3.3,6.0,1529.58,1447.11
SP2,09/12/01,Salamanca,Xerez,1,1,D,1,1,D,2.4,2.65,3.0,2.3,2.8,2.6,2.25,2.8,3.1,2.4,2.75,2.8,1493.78,1541.25
SP2,09/12/01,Sp Gijon,Leganes,1,1,D,1,1,D,1.8,3.0,4.25,1.8,2.8,3.7,1.8,3.0,4.33,1.75,3.0,4.3,1509.93,1437.72
SP2,15/12/01,Levante,Sp Gijon,4,3,H,0,2,A,2.45,2.8,2.75,2.4,2.7,2.6,2.4,2.8,2.8,2.6,2.7,2.6,1453.13,1504.2
SP2,15/12/01,Xerez,Gimnastic,2,1,H,2,0,H,1.5,3.3,6.3,1.45,3.2,5.7,1.44,3.5,7.0,1.4,3.4,7.5,1543.13,1428.45
SP2,16/12/01,Burgos,Elche,0,0,D,0,0,D,1.95,2.9,3.7,2.0,2.8,3.1,1.91,3.0,3.75,1.9,3.0,3.6,1498.45,1474.51
SP2,16/12/01,Eibar,Albacete,1,0,H,0,0,D,2.25,2.8,3.05,2.2,2.7,2.9,2.2,2.8,3.2,2.25,2.75,3.0,1451.37,1526.66
SP2,16/12/01,Extremadura,Ath Madrid,2,0,H,1,0,H,3.7,2.8,2.0,3.2,2.9,1.9,3.6,2.88,2.0,3.75,2.9,1.9,1448.76,1639.82
SP2,16/12/01,Jaen,Cordoba,1,2,A,1,0,H,2.0,2.8,3.7,2.0,2.7,3.3,2.1,2.88,3.3,2.0,2.8,3.5,1475.91,1448.9
SP2,16/12/01,Leganes,Badajoz,1,0,H,0,0,D,2.35,2.8,2.9,2.4,2.7,2.6,2.38,2.88,2.8,2.5,2.7,2.7,1443.45,1493.92
SP2,16/12/01,Oviedo,Poli Ejido,1,1,D,0,0,D,1.4,3.6,7.3,1.4,3.4,6.0,1.4,3.6,7.5,1.4,3.6,7.0,1551.18,1408.68
SP2,16/12/01,Ferrol,Numancia,2,1,H,1,1,D,,,,,,,1.91,3.1,3.6,,,,1460.45,1500.08
SP2,16/12/01,Santander,Murcia,1,0,H,1,0,H,1.65,3.1,5.0,1.65,2.9,4.4,1.67,3.1,5.0,1.6,3.2,5.0,1556.92,1452.02
SP2,16/12/01,Salamanca,Recreativo,2,3,A,1,1,D,2.2,2.8,3.15,2.2,2.7,2.9,2.1,2.8,3.4,2.1,2.8,3.25,1491.9,1523.56
SP2,22/12/01,Albacete,Ferrol,2,1,H,1,1,D,1.95,2.75,4.0,1.9,2.8,3.4,1.83,3.0,4.0,1.9,2.85,3.85,1515.05,1470.8
SP2,22/12/01,Ath Madrid,Santander,2,0,H,0,0,D,1.65,3.1,5.0,1.65,3.0,4.2,1.67,3.1,5.0,1.7,3.1,4.5,1624.12,1562.8
SP2,23/12/01,Badajoz,Levante,2,2,D,0,1,A,1.7,3.0,4.8,1.65,2.9,4.4,1.67,3.1,5.0,1.65,3.0,5.0,1483.19,1463.88
SP2,23/12/01,Cordoba,Eibar,0,2,A,0,1,A,2.05,2.75,3.6,2.0,2.7,3.3,2.1,2.8,3.4,2.0,2.8,3.6,1465.78,1462.98
SP2,22/12/01,Poli Ejido,Extremadura,0,0,D,0,0,D,2.55,2.65,2.8,2.4,2.7,2.6,2.5,2.75,2.75,2.35,2.75,2.85,1416.22,1464.46
SP2,22/12/01,Elche,Jaen,1,3,A,1,1,D,1.9,2.85,4.0,2.0,2.7,3.3,1.91,2.88,4.0,2.0,2.75,3.7,1478.79,1459.03
SP2,23/12/01,Gimnastic,Oviedo,1,0,H,0,0,D,3.05,2.8,2.25,2.9,2.7,2.2,3.0,2.88,2.25,3.1,2.85,2.15,1422.82,1543.64
SP2,22/12/01,Murcia,Burgos,1,2,A,0,2,A,2.4,2.7,2.95,2.4,2.7,2.6,2.3,2.8,3.0,2.4,2.7,2.85,1446.14,1494.17
SP2,22/12/01,Numancia,Leganes,1,0,H,0,0,D,2.0,2.8,3.7,2.0,2.7,3.3,2.0,2.8,3.75,1.95,2.8,3.75,1489.73,1454.18
SP2,23/12/01,Sp Gijon,Salamanca,1,1,D,1,1,D,2.2,2.75,3.25,2.2,2.7,2.9,2.2,2.88,3.1,2.2,2.8,3.1,1493.45,1476.97
SP2,23/12/01,Xerez,Recreativo,0,0,D,0,0,D,1.95,2.75,3.95,1.9,2.8,3.4,1.83,3.0,4.0,1.9,2.85,3.85,1548.76,1538.49
SP2,05/01/02,Oviedo,Xerez,1,0,H,0,0,D,1.85,3.1,3.75,2.2,2.8,2.8,2.1,2.88,3.3,2.25,2.75,3.05,1530.39,1544.92
SP2,05/01/02,Santander,Poli Ejido,2,1,H,1,1,D,1.35,3.8,8.0,1.35,3.5,7.0,1.4,3.6,7.5,1.35,3.8,7.5,1555.72,1414.37
SP2,06/01/02,Burgos,Ath Madrid,0,4,A,0,1,A,3.1,2.75,2.25,2.8,2.8,2.2,3.0,2.88,2.25,2.8,2.75,2.4,1508.53,1631.2
SP2,06/01/02,Eibar,Elche,3,1,H,0,0,D,1.95,2.8,3.9,2.0,2.8,3.1,1.91,3.0,3.75,2.0,2.8,3.6,1479.07,1462.14
SP2,06/01/02,Extremadura,Gimnastic,1,0,H,0,0,D,1.8,2.9,4.4,1.8,2.9,3.6,1.8,3.1,4.0,1.85,2.9,4.0,1466.31,1436.07
SP2,06/01/02,Jaen,Murcia,0,0,D,0,0,D,2.1,2.8,3.45,2.0,2.8,3.1,1.91,3.0,3.75,2.05,2.8,3.4,1475.68,1431.78
SP2,06/01/02,Leganes,Albacete,1,2,A,1,1,D,2.3,2.8,3.0,2.4,2.7,2.6,2.3,2.88,2.9,2.45,2.75,2.75,1446.32,1522.64
SP2,06/01/02,Levante,Numancia,0,1,A,0,0,D,2.4,2.75,2.9,2.3,2.7,2.7,2.25,2.8,3.1,2.45,2.7,2.8,1468.01,1497.59
SP2,06/01/02,Ferrol,Cordoba,1,3,A,0,0,D,1.85,2.8,4.3,1.8,2.9,3.6,1.8,3.1,4.0,1.85,2.85,4.1,1463.21,1449.69
SP2,06/01/02,Recreativo,Sp Gijon,0,0,D,0,0,D,1.9,2.8,4.1,1.8,2.9,3.6,,,,1.8,3.0,4.0,1542.33,1489.41
SP2,06/01/02,Salamanca,Badajoz,2,2,D,2,1,H,2.15,2.75,3.35,2.0,2.8,3.1,2.1,2.88,3.3,2.05,2.75,3.5,1481.01,1479.06
SP2,12/01/02,Ferrol,Elche,1,0,H,0,0,D,1.9,2.8,3.95,2.0,2.7,3.3,1.91,2.88,4.0,2.0,2.7,3.8,1446.77,1453.69
SP2,12/01/02,Recreativo,Badajoz,2,0,H,1,0,H,1.98,2.8,3.65,2.1,2.7,3.1,2.0,2.88,3.6,2.0,2.7,3.8,1537.16,1482.63
SP2,13/01/02,Burgos,Poli Ejido,2,0,H,1,0,H,1.4,3.75,6.5,1.45,3.3,5.5,1.44,3.6,6.5,1.5,3.4,5.75,1496.84,1409.38
SP2,13/01/02,Eibar,Murcia,0,1,A,0,1,A,1.7,3.0,4.65,1.7,2.9,4.0,1.73,3.1,4.5,1.65,3.0,5.0,1487.52,1436.68
SP2,13/01/02,Extremadura,Oviedo,1,1,D,1,0,H,2.52,2.7,2.7,2.4,2.7,2.6,2.38,2.88,2.8,2.4,2.75,2.85,1474.33,1539.88
SP2,13/01/02,Jaen,Ath Madrid,1,0,H,1,0,H,3.7,3.1,1.75,3.6,2.9,1.8,3.75,3.0,1.91,4.5,2.9,1.8,1470.78,1642.89
SP2,13/01/02,Leganes,Cordoba,1,1,D,0,1,A,1.98,2.85,3.6,2.1,2.8,3.0,2.1,2.9,3.25,2.1,2.9,3.2,1432.97,1466.13
SP2,13/01/02,Levante,Albacete,1,1,D,0,1,A,2.5,2.7,2.75,2.5,2.6,2.6,2.62,2.7,2.7,2.5,2.75,2.7,1453.01,1535.99
SP2,13/01/02,Santander,Gimnastic,3,0,H,1,0,H,1.38,3.55,7.7,1.4,3.4,6.0,1.44,3.6,6.5,1.4,3.6,7.0,1560.71,1428.05
SP2,13/01/02,Salamanca,Numancia,2,0,H,0,0,D,2.05,2.8,3.45,2.1,2.8,3.0,2.1,2.88,3.3,2.15,2.85,3.15,1477.44,1512.59
SP2,13/01/02,Sp Gijon,Xerez,0,1,A,0,0,D,2.62,2.65,2.65,2.5,2.6,2.6,2.3,2.8,3.0,2.6,2.7,2.65,1494.58,1535.43
SP2,19/01/02,Ath Madrid,Eibar,1,0,H,0,0,D,1.4,3.75,6.45,1.4,3.4,6.0,1.44,3.6,6.5,1.4,3.8,6.5,1627.83,1469.91
SP2,19/01/02,Gimnastic,Burgos,0,0,D,0,0,D,2.92,2.75,2.32,2.7,2.7,2.3,2.75,2.88,2.4,3.2,2.7,2.2,1422.86,1503.18
SP2,19/01/02,Xerez,Extremadura,1,2,A,0,1,A,1.62,3.1,5.1,1.6,3.0,4.6,1.57,3.25,5.5,1.6,3.0,5.5,1550.04,1473.09
SP2,20/01/02,Albacete,Salamanca,0,1,A,0,0,D,1.98,2.8,3.65,1.9,2.8,3.4,1.91,3.0,3.75,1.9,2.9,3.8,1536.6,1487.63
SP2,20/01/02,Badajoz,Sp Gijon,1,2,A,1,1,D,2.12,2.75,3.32,2.0,2.8,3.1,2.0,2.88,3.6,1.9,2.8,4.0,1475.35,1479.97
SP2,20/01/02,Cordoba,Levante,3,1,H,0,1,A,1.88,2.85,3.95,1.85,2.8,3.5,1.83,2.88,4.33,1.8,2.9,4.2,1468.51,1452.4
SP2,20/01/02,Poli Ejido,Jaen,1,0,H,1,0,H,2.82,2.8,2.35,2.7,2.7,2.3,2.7,2.8,2.5,2.3,2.7,3.0,1403.04,1485.84
SP2,20/01/02,Elche,Leganes,1,0,H,1,0,H,1.98,2.8,3.65,2.0,2.8,3.1,1.91,2.88,4.0,1.95,2.9,3.6,1444.46,1430.59
SP2,20/01/02,Murcia,Ferrol,1,2,A,1,0,H,2.2,2.8,3.1,2.2,2.7,2.9,2.2,2.8,3.2,2.15,2.8,3.2,1454.29,1456.0
SP2,20/01/02,Numancia,Recreativo,0,0,D,0,0,D,2.4,2.75,2.8,2.3,2.7,2.7,2.3,2.7,3.1,2.25,2.7,3.1,1502.4,1544.44
SP2,20/01/02,Oviedo,Santander,0,0,D,0,0,D,2.08,2.75,3.42,2.2,2.7,2.9,2.2,2.75,3.25,2.2,2.7,3.2,1541.12,1565.9
SP2,26/01/02,Levante,Elche,1,1,D,1,0,H,2.1,2.8,3.3,2.1,2.8,3.0,2.2,2.8,3.2,2.1,2.9,3.15,1443.93,1453.0
SP2,26/01/02,Ferrol,Ath Madrid,1,1,D,1,1,D,2.9,2.9,2.25,2.8,2.8,2.2,3.2,3.0,2.1,2.9,2.9,2.25,1471.94,1632.45
SP2,27/01/02,Badajoz,Xerez,1,0,H,0,0,D,2.37,2.8,2.8,2.4,2.7,2.6,2.375,2.8,2.875,2.4,2.8,2.8,1459.5,1531.67
SP2,27/01/02,Burgos,Oviedo,1,1,D,0,1,A,2.35,2.75,2.9,2.3,2.7,2.7,2.3,2.8,3.0,2.25,2.8,3.0,1503.89,1538.46
SP2,27/01/02,Eibar,Poli Ejido,4,2,H,1,0,H,1.47,3.45,6.1,1.45,3.3,5.5,1.444,3.5,7.0,1.5,3.3,6.0,1465.29,1414.92
SP2,27/01/02,Jaen,Gimnastic,0,1,A,0,1,A,1.75,2.85,4.7,1.7,2.9,4.0,1.727,3.1,4.5,1.75,3.0,4.4,1473.96,1422.15
SP2,27/01/02,Leganes,Murcia,0,0,D,0,0,D,2.1,2.8,3.3,2.1,2.8,3.0,2.0,2.875,3.6,2.05,2.85,3.4,1422.05,1438.35
SP2,27/01/02,Santander,Extremadura,1,1,D,1,0,H,1.6,3.0,5.65,1.6,3.0,4.6,1.667,3.1,5.0,1.55,3.1,6.0,1568.56,1491.46
SP2,27/01/02,Recreativo,Albacete,3,1,H,1,0,H,2.05,2.8,3.45,2.1,2.8,3.0,2.0,2.875,3.6,2.1,2.8,3.3,1546.51,1519.05
SP2,27/01/02,Salamanca,Cordoba,0,0,D,0,0,D,1.9,2.75,4.1,1.9,2.8,3.4,1.8,3.0,4.333,1.9,2.8,4.0,1505.18,1476.98
SP2,27/01/02,Sp Gijon,Numancia,2,1,H,2,0,H,2.2,2.7,3.25,2.2,2.8,2.8,2.2,2.75,3.25,2.2,2.7,3.25,1495.82,1500.33
SP2,02/02/02,Ath Madrid,Leganes,0,2,A,0,0,D,1.3,4.1,8.15,1.3,3.8,7.5,1.3,4.333,8.0,1.3,4.0,8.5,1630.29,1419.1
SP2,02/02/02,Cordoba,Recreativo,0,0,D,0,0,D,2.4,2.65,2.92,2.4,2.6,2.7,,,,2.4,2.6,3.0,1481.39,1554.62
SP2,02/02/02,Elche,Salamanca,4,1,H,3,1,H,2.32,2.75,2.92,2.3,2.7,2.7,2.3,2.75,3.0,2.3,2.7,3.0,1456.2,1500.77
SP2,02/02/02,Extremadura,Burgos,2,0,H,2,0,H,2.3,2.75,2.98,2.2,2.8,2.8,2.2,2.875,3.1,2.3,2.7,3.0,1497.33,1501.56
SP2,02/02/02,Murcia,Levante,0,1,A,0,0,D,1.85,2.85,4.1,1.75,2.8,4.0,1.833,2.875,4.333,1.9,2.7,4.2,1441.3,1440.73
SP2,02/02/02,Numancia,Badajoz,1,2,A,0,1,A,2.02,2.75,3.6,2.0,2.6,3.4,1.909,2.8,4.0,2.0,2.8,3.6,1491.18,1471.0
SP2,02/02/02,Oviedo,Jaen,0,0,D,0,0,D,1.75,2.9,4.55,1.7,2.8,4.3,1.727,2.875,5.0,1.8,2.8,4.5,1540.79,1456.32
SP2,03/02/02,Albacete,Sp Gijon,1,2,A,1,1,D,1.95,2.85,3.7,1.9,2.7,3.5,1.909,2.8,4.0,2.0,2.75,3.7,1510.94,1504.97
SP2,03/02/02,Poli Ejido,Ferrol,3,0,H,1,0,H,2.55,2.85,2.55,2.5,2.7,2.5,2.7,2.8,2.5,2.8,2.75,2.4,1407.52,1474.1
SP2,03/02/02,Gimnastic,Eibar,1,0,H,0,0,D,2.25,2.8,3.0,2.4,2.7,2.6,2.5,2.8,2.7,,,,1439.79,1472.69
SP2,03/02/02,Xerez,Santander,2,1,H,1,0,H,2.02,2.75,3.6,2.0,2.6,3.4,2.1,2.8,3.4,2.0,2.7,3.8,1520.17,1562.69
SP2,06/02/02,Badajoz,Albacete,2,3,A,2,0,H,1.98,2.85,3.58,2.0,2.8,3.1,,,,2.0,2.75,3.7,1487.66,1494.74
SP2,06/02/02,Burgos,Santander,0,0,D,0,0,D,2.28,2.8,2.95,2.3,2.7,2.7,,,,2.1,2.8,3.3,1492.42,1552.24
SP2,06/02/02,Eibar,Oviedo,1,1,D,0,1,A,2.18,2.85,3.05,2.2,2.8,2.8,,,,2.2,2.75,3.15,1462.57,1534.71
SP2,06/02/02,Jaen,Extremadura,1,0,H,1,0,H,2.22,2.8,3.05,2.2,2.8,2.8,,,,2.3,2.7,3.0,1462.4,1506.47
SP2,06/02/02,Leganes,Poli Ejido,2,0,H,0,0,D,1.7,3.1,4.5,1.7,2.9,4.0,,,,1.75,2.9,4.6,1440.53,1418.82
SP2,06/02/02,Numancia,Xerez,1,1,D,1,0,H,2.48,2.75,2.7,2.4,2.7,2.6,,,,2.65,2.65,2.65,1474.52,1530.62
SP2,06/02/02,Ferrol,Gimnastic,1,2,A,0,1,A,1.7,3.05,4.52,1.6,3.0,4.6,,,,1.75,2.9,4.6,1462.8,1449.91
SP2,06/02/02,Recreativo,Elche,1,0,H,0,0,D,1.68,3.0,4.8,1.65,2.9,4.4,,,,1.7,2.9,5.0,1555.58,1466.72
SP2,06/02/02,Salamanca,Murcia,0,0,D,0,0,D,1.7,3.1,4.45,1.65,2.9,4.4,,,,1.7,2.9,5.0,1490.25,1425.28
SP2,06/02/02,Sp Gijon,Cordoba,3,0,H,2,0,H,1.98,2.85,3.55,1.9,2.8,3.4,,,,2.0,2.9,3.5,1521.17,1480.43
SP2,07/02/02,Levante,Ath Madrid,2,4,A,1,1,D,3.7,2.9,1.92,3.4,2.9,1.85,,,,3.7,3.1,1.85,1456.75,1608.86
SP2,09/02/02,Oviedo,Ferrol,2,1,H,0,1,A,1.8,3.1,4.0,1.8,2.8,3.7,1.8,3.0,4.333,1.83,2.95,4.0,1535.71,1446.38
SP2,09/02/02,Santander,Jaen,2,0,H,0,0,D,1.6,3.2,5.15,1.6,3.0,4.6,1.667,3.1,5.0,1.61,3.0,5.5,1553.68,1472.9
SP2,10/02/02,Albacete,Numancia,3,1,H,1,0,H,1.85,2.9,4.1,1.9,2.8,3.4,1.833,3.0,4.0,2.0,2.85,3.5,1510.51,1472.95
SP2,10/02/02,Ath Madrid,Salamanca,2,1,H,1,0,H,1.55,3.2,5.8,1.55,3.1,4.8,1.571,3.0,6.0,1.5,3.05,7.0,1619.5,1484.72
SP2,10/02/02,Cordoba,Badajoz,1,2,A,1,1,D,2.05,2.8,3.5,2.0,2.7,3.3,2.1,2.875,3.3,1.95,2.85,3.7,1472.73,1471.89
SP2,10/02/02,Poli Ejido,Levante,1,0,H,1,0,H,2.15,2.8,3.25,2.2,2.8,2.8,2.2,2.75,3.25,2.2,2.8,3.1,1410.53,1446.11
SP2,10/02/02,Elche,Sp Gijon,1,0,H,0,0,D,2.2,2.8,3.15,2.2,2.7,2.9,2.25,2.8,3.1,2.2,2.8,3.1,1460.42,1528.87
SP2,10/02/02,Extremadura,Eibar,0,1,A,0,1,A,1.95,3.0,3.5,1.9,2.8,3.4,1.909,2.875,4.0,1.9,2.9,3.8,1495.97,1461.57
SP2,10/02/02,Gimnastic,Leganes,0,1,A,0,1,A,2.15,2.8,3.25,2.1,2.7,3.1,2.1,2.8,3.4,2.15,2.75,3.25,1466.33,1448.82
SP2,10/02/02,Murcia,Recreativo,2,0,H,0,0,D,2.65,2.8,2.5,2.6,2.7,2.4,2.75,2.75,2.5,2.7,2.7,2.55,1430.81,1561.88
SP2,10/02/02,Xerez,Burgos,1,0,H,1,0,H,1.9,3.0,3.7,2.0,2.8,3.1,1.909,3.0,3.75,1.95,2.9,3.6,1532.19,1490.98
SP2,16/02/02,Jaen,Burgos,0,0,D,0,0,D,2.4,2.8,2.75,2.4,2.6,2.7,2.4,2.8,2.8,2.4,2.75,2.8,1466.37,1483.3
SP2,16/02/02,Leganes,Oviedo,1,3,A,0,2,A,2.52,2.75,2.68,2.5,2.6,2.6,2.4,2.8,2.8,2.6,2.7,2.65,1465.39,1542.0
SP2,16/02/02,Levante,Gimnastic,2,2,D,1,0,H,2.12,2.85,3.22,2.1,2.7,3.1,2.2,2.8,3.2,2.2,2.7,3.2,1435.9,1449.76
SP2,16/02/02,Recreativo,Ath Madrid,1,3,A,0,2,A,2.55,2.75,2.62,2.6,2.6,2.5,2.6,2.8,2.6,2.55,2.7,2.7,1548.27,1624.64
SP2,17/02/02,Albacete,Xerez,3,0,H,2,0,H,2.35,2.8,2.82,2.4,2.6,2.7,2.25,2.8,3.1,2.4,2.7,2.9,1518.3,1539.87
SP2,17/02/02,Badajoz,Elche,1,3,A,1,0,H,1.9,2.95,3.7,2.0,2.7,3.3,1.833,3.0,4.0,2.0,2.8,3.6,1487.92,1471.79
SP2,17/02/02,Eibar,Santander,2,2,D,1,1,D,2.15,2.8,3.2,2.2,2.7,2.9,2.3,2.75,3.1,2.2,2.75,3.2,1478.68,1560.21
SP2,17/02/02,Numancia,Cordoba,0,2,A,0,1,A,2.1,2.85,3.25,2.0,2.7,3.3,2.0,2.8,3.75,2.0,2.8,3.6,1465.16,1456.7
SP2,17/02/02,Ferrol,Extremadura,2,0,H,0,0,D,2.1,2.8,3.3,2.1,2.7,3.1,2.1,2.8,3.4,2.1,2.8,3.3,1440.09,1478.86
SP2,17/02/02,Salamanca,Poli Ejido,0,2,A,0,1,A,1.5,3.35,5.85,1.45,3.2,5.7,1.444,3.4,7.0,1.5,3.4,5.75,1479.58,1420.74
SP2,17/02/02,Sp Gijon,Murcia,0,1,A,0,1,A,1.75,3.0,4.32,1.75,2.9,3.8,1.727,3.1,4.5,1.75,3.0,4.3,1517.5,1444.42
SP2,23/02/02,Burgos,Eibar,0,0,D,0,0,D,2.2,2.8,3.25,2.1,2.7,3.1,2.0,2.875,3.6,2.05,2.85,3.4,1486.23,1478.02
SP2,23/02/02,Poli Ejido,Recreativo,0,0,D,0,0,D,2.9,2.8,2.4,2.9,2.7,2.2,2.75,2.75,2.5,2.9,2.8,2.3,1438.59,1534.92
SP2,24/02/02,Ath Madrid,Sp Gijon,0,1,A,0,0,D,1.45,3.5,6.85,1.45,3.3,5.5,1.533,3.25,6.0,1.45,3.4,6.5,1637.99,1499.24
SP2,24/02/02,Cordoba,Albacete,3,1,H,1,0,H,2.4,2.7,3.0,2.3,2.7,2.7,2.3,2.7,3.1,2.3,2.7,3.0,1472.98,1528.03
SP2,24/02/02,Elche,Numancia,1,1,D,0,0,D,1.95,2.8,4.0,1.9,2.7,3.6,1.8,3.0,4.333,1.8,3.0,4.0,1488.32,1448.88
SP2,24/02/02,Extremadura,Leganes,2,1,H,1,0,H,2.0,2.9,3.5,2.0,2.8,3.1,2.0,2.875,3.6,2.1,2.85,3.2,1468.54,1452.05
SP2,24/02/02,Gimnastic,Salamanca,2,2,D,0,1,A,2.55,2.7,2.8,2.3,2.7,2.7,2.375,2.8,2.875,2.3,2.75,2.95,1452.8,1461.73
SP2,24/02/02,Murcia,Badajoz,1,1,D,1,0,H,2.35,2.8,2.95,2.2,2.7,2.9,2.25,2.8,3.1,2.2,2.8,3.1,1462.68,1471.39
SP2,24/02/02,Oviedo,Levante,1,1,D,0,1,A,1.5,3.4,6.2,1.5,3.2,5.0,1.444,3.4,7.0,1.45,3.5,6.25,1555.34,1432.86
SP2,24/02/02,Santander,Ferrol,0,1,A,0,0,D,1.6,3.2,5.5,1.6,2.9,4.7,1.615,3.1,5.5,1.65,3.25,4.5,1560.87,1450.41
SP2,24/02/02,Xerez,Jaen,1,0,H,0,0,D,1.6,3.2,5.5,1.6,2.9,4.7,1.571,3.1,6.0,1.55,3.0,6.5,1530.14,1463.44
SP2,02/03/02,Leganes,Santander,1,4,A,0,2,A,2.55,2.65,2.72,2.5,2.5,2.7,2.6,2.8,2.6,2.6,2.6,2.75,1443.59,1541.61
