Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Attendance,Referee,HS,AS,HST,AST,HHW,AHW,HC,AC,HF,AF,HO,AO,HY,AY,HR,AR,HBP,ABP,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SBH,SBD,SBA,SYH,SYD,SYA,WHH,WHD,WHA,EloHome,EloAway
E1,25/08/01,Gillingham,Barnsley,3,0,H,1,0,H,8292.0,K. D. Hill,20,17,8,8,0,0,0,7,14,13,4,0,2,1,0,0,20,10,,,,1.8,3.0,3.5,2.1,3.2,3.0,,,,2.1,3.4,2.88,2.1,3.2,3.0,1512.06,1471.62
E1,25/08/01,Grimsby,Preston,2,2,D,1,1,D,5789.0,R. J. Beeby,11,10,5,4,0,1,8,4,18,13,0,5,0,4,0,0,0,40,,,,2.1,3.0,2.8,2.37,3.2,2.6,,,,2.25,3.25,2.75,2.25,3.2,2.75,1478.05,1569.37
E1,25/08/01,Man City,Crewe,5,2,H,2,2,D,32844.0,H. M. Webb,24,7,14,2,0,1,5,2,14,4,1,2,1,2,0,0,10,20,,,,1.4,3.6,5.5,1.33,4.0,8.0,,,,1.36,4.33,6.5,1.33,4.0,8.0,1543.78,1450.96
E1,25/08/01,Millwall,Burnley,0,2,A,0,0,D,11903.0,D. Pugh,18,8,8,6,2,0,9,3,17,20,0,3,1,4,1,0,35,40,,,,2.1,3.0,2.8,2.2,3.25,2.75,,,,1.91,3.5,3.25,1.9,3.25,3.4,1569.68,1568.14
E1,25/08/01,Nott'm Forest,Crystal Palace,4,2,H,2,1,H,18239.0,P. R. Richards,18,10,9,4,1,1,5,4,11,14,2,5,2,1,0,0,20,10,,,,2.2,3.0,2.6,2.2,3.25,2.75,,,,2.2,3.25,2.8,2.1,3.2,3.0,1480.95,1474.17
E1,25/08/01,Sheffield Weds,West Brom,1,1,D,1,1,D,18844.0,M. D. Messias,11,6,6,2,0,1,7,5,23,27,5,0,1,3,0,0,10,30,,,,1.8,3.0,3.5,2.1,3.4,2.8,,,,1.91,3.5,3.25,1.9,3.3,3.3,1484.56,1500.8
E1,25/08/01,Stockport,Portsmouth,0,1,A,0,0,D,5090.0,A. Bates,15,10,8,6,1,0,9,3,11,8,0,5,0,4,0,0,0,40,,,,2.1,3.0,2.8,2.25,3.2,2.75,,,,2.25,3.4,2.62,2.5,3.1,2.5,1450.84,1422.29
E1,25/08/01,Walsall,Birmingham,1,2,A,0,2,A,7245.0,P. Jones,16,11,7,5,1,1,15,4,12,14,6,1,2,2,0,2,20,70,,,,2.8,3.0,2.1,2.87,3.25,2.2,,,,2.62,3.2,2.38,2.8,3.2,2.2,1517.61,1563.83
E1,25/08/01,Wimbledon,Norwich,0,1,A,0,0,D,6084.0,A. R. Hall,13,8,2,5,1,0,7,3,16,20,1,4,1,0,0,0,10,0,,,,1.65,3.2,3.9,1.67,3.4,4.33,,,,1.73,3.5,4.0,1.66,3.3,4.5,1551.8,1470.95
E1,25/08/01,Wolves,Watford,1,0,H,1,0,H,20257.0,R. D. Furnandiz,7,9,2,3,0,0,4,6,4,12,6,2,0,3,0,1,0,55,,,,2.1,3.0,2.8,2.1,3.4,2.8,,,,2.2,3.25,2.8,2.2,3.2,2.8,1499.45,1482.83
E1,27/08/01,Barnsley,Rotherham,1,1,D,0,1,A,15552.0,P. E. Alcock,11,6,5,2,1,0,10,9,10,10,3,3,2,2,0,0,20,20,,,,1.7,3.1,3.8,1.57,3.5,5.0,,,,1.73,3.25,4.33,1.72,3.2,4.33,1463.91,1517.82
E1,27/08/01,Birmingham,Stockport,2,1,H,2,0,H,18478.0,R. Styles,11,7,7,2,0,0,6,6,13,15,4,3,2,4,0,0,20,40,,,,1.4,3.6,5.5,1.4,3.75,7.0,,,,1.36,4.0,7.5,1.3,4.2,8.5,1578.25,1433.92
E1,27/08/01,Burnley,Man City,2,4,A,1,1,D,19602.0,C. R. Wilkes ,14,17,6,8,0,1,2,3,19,16,3,3,3,3,1,0,55,30,,,,2.35,3.0,2.35,2.62,3.4,2.25,,,,2.75,3.25,2.25,2.75,3.2,2.25,1584.19,1549.98
E1,27/08/01,Coventry,Nott'm Forest,0,0,D,0,0,D,18467.0,P. Dowd,18,2,6,2,0,0,11,6,20,21,2,8,0,3,0,2,0,80,,,,1.7,3.1,3.8,1.8,3.25,3.75,,,,1.67,3.5,4.33,1.8,3.3,3.75,1518.35,1489.72
E1,27/08/01,Norwich,Sheffield Weds,2,0,H,1,0,H,16820.0,G. B. Frankland,11,15,7,5,0,1,3,5,12,19,6,1,0,3,0,0,0,30,,,,2.0,2.9,3.0,1.91,3.25,3.4,,,,2.2,3.4,2.75,1.9,3.4,3.25,1489.43,1481.6
E1,27/08/01,Portsmouth,Grimsby,4,2,H,1,0,H,13614.0,P. Walton,14,11,8,4,2,0,7,5,14,17,2,0,0,2,0,1,0,45,,,,1.8,3.0,3.5,1.8,3.25,3.75,,,,1.83,3.5,3.5,1.66,3.3,4.5,1439.21,1477.74
E1,27/08/01,Preston,Wimbledon,1,1,D,0,1,A,13359.0,A. N. Butler,8,7,2,6,0,0,7,6,14,14,5,1,1,2,0,0,10,20,,,,2.2,3.0,2.6,2.2,3.25,2.75,,,,2.5,3.2,2.5,2.4,3.25,2.5,1569.68,1533.32
E1,27/08/01,Sheffield United,Wolves,2,2,D,0,1,A,16497.0,E. K. Wolstenholme,9,10,4,5,1,0,1,7,16,15,6,5,3,3,0,0,30,30,,,,2.2,2.9,2.7,2.4,3.25,2.5,,,,2.38,3.25,2.6,2.25,3.3,2.62,1518.63,1507.91
E1,27/08/01,Watford,Walsall,2,1,H,0,0,D,14652.0,A. R. Leake,23,7,13,3,1,0,7,5,14,12,2,0,0,2,0,0,0,20,,,,1.65,3.2,3.8,1.57,3.5,5.0,,,,1.57,3.6,5.0,1.53,3.4,5.5,1474.37,1503.19
E1,27/08/01,West Brom,Gillingham,1,0,H,1,0,H,18180.0,C. H. Webster,14,8,6,1,0,0,6,4,13,12,4,5,2,3,0,1,20,55,,,,2.1,2.9,2.9,2.1,3.2,3.0,,,,2.1,3.4,2.88,2.1,3.3,2.87,1503.76,1519.77
E1,28/08/01,Crewe,Millwall,1,0,H,0,0,D,5913.0,G. Cain ,21,25,9,10,1,1,4,8,10,10,2,4,0,0,0,0,0,0,,,,2.3,3.0,2.4,2.6,3.2,2.37,,,,2.5,3.2,2.5,2.5,3.1,2.5,1444.76,1553.63
E1,01/09/01,Grimsby,Barnsley,1,0,H,1,0,H,6173.0,M. J. Brandwood,7,15,2,3,0,0,6,12,8,15,3,5,0,0,0,1,0,25,,,,2.0,2.9,3.0,2.2,3.25,2.75,2.2,3.25,2.8,2.1,3.25,3.0,2.2,3.2,2.8,1467.43,1462.26
E1,02/09/01,Bradford,Burnley,2,3,A,0,0,D,17547.0,R. Pearson,22,9,11,5,2,1,9,3,11,20,3,3,0,5,0,0,0,50,,,,1.75,3.1,3.6,1.8,3.4,3.6,1.67,3.4,4.5,1.67,3.5,4.33,1.66,3.3,4.5,1522.0,1567.09
E1,08/09/01,Barnsley,Stockport,2,2,D,0,0,D,11192.0,B. Curson,12,9,8,5,0,0,2,4,12,13,4,0,0,0,0,0,0,0,,,,1.7,3.1,3.8,1.67,3.25,4.5,1.67,3.25,4.75,1.73,3.5,4.0,1.66,3.3,4.5,1453.43,1429.0
E1,08/09/01,Birmingham,Sheffield Weds,2,0,H,1,0,H,19421.0,F. G. Stretton,7,11,6,5,0,0,11,7,14,15,3,1,0,5,0,1,0,75,,,,1.6,3.3,4.0,1.5,3.4,6.0,1.53,3.4,6.0,1.57,3.6,5.0,1.53,3.4,5.5,1583.17,1472.86
E1,08/09/01,Burnley,Rotherham,3,0,H,0,0,D,14820.0,M. R. Warren,6,12,4,6,0,2,2,13,16,19,5,2,2,2,0,0,20,20,,,,1.45,3.5,5.0,1.5,3.4,6.0,1.57,3.4,5.5,1.53,3.5,5.5,1.57,3.3,5.5,1581.55,1519.47
E1,08/09/01,Coventry,Grimsby,0,1,A,0,0,D,14982.0,P. Armstrong,16,5,6,3,2,0,10,8,16,8,3,7,0,0,0,0,0,0,,,,1.6,3.2,4.2,1.67,3.25,4.5,1.57,3.4,5.5,1.67,3.5,4.33,1.61,3.3,5.0,1513.92,1476.26
E1,08/09/01,Crewe,Walsall,2,1,H,1,0,H,6809.0,M. Clattenburg,15,13,7,3,0,0,4,4,12,15,2,1,0,0,0,0,0,0,,,,2.0,2.9,3.0,2.2,3.25,2.75,2.1,3.25,3.0,2.1,3.4,2.88,2.1,3.3,2.87,1457.58,1493.22
E1,08/09/01,Crystal Palace,Millwall,1,3,A,1,1,D,21641.0,C. J. Foy,9,13,3,5,0,0,4,9,18,15,2,3,1,3,0,0,10,30,,,,1.9,3.0,3.1,2.1,3.2,3.0,2.0,3.25,3.25,1.83,3.4,3.6,2.0,3.2,3.2,1465.4,1540.81
E1,08/09/01,Norwich,Nott'm Forest,1,0,H,1,0,H,18061.0,L. E. Cable,10,16,3,3,0,0,3,9,16,16,2,2,0,2,0,0,0,20,,,,1.9,3.0,3.1,2.0,3.4,3.0,2.0,3.25,3.25,1.91,3.4,3.4,1.9,3.25,3.4,1498.17,1494.15
E1,08/09/01,Portsmouth,Gillingham,2,1,H,0,1,A,17224.0,M. D. Messias,12,12,7,6,1,1,10,5,15,13,2,3,2,1,0,0,20,10,,,,2.0,2.9,3.0,1.8,3.25,3.75,1.8,3.25,4.0,1.8,3.4,3.75,1.8,3.3,3.75,1449.52,1510.23
E1,08/09/01,Preston,Wolves,1,2,A,1,0,H,14381.0,P. Dowd,11,10,4,5,1,0,8,3,16,25,2,3,1,2,0,0,10,20,,,,2.1,2.9,2.9,2.37,3.2,2.6,2.5,3.2,2.5,2.6,3.25,2.38,2.5,3.1,2.5,1565.01,1511.76
E1,08/09/01,Sheffield United,Bradford,2,2,D,2,2,D,17394.0,M. R. Halsey,8,10,3,5,1,0,8,3,13,19,1,0,2,4,0,0,20,40,,,,2.4,2.9,2.4,2.4,3.25,2.5,2.4,3.2,2.6,2.5,3.2,2.5,2.5,3.1,2.5,1514.78,1507.54
E1,08/09/01,West Brom,Man City,4,0,H,1,0,H,23524.0,G. B. Frankland,12,7,6,6,0,0,1,6,19,13,0,6,2,2,0,0,20,20,,,,2.7,2.9,2.2,3.0,3.2,2.1,2.88,3.2,2.2,3.25,3.25,2.0,3.0,3.2,2.1,1513.3,1567.08
E1,09/09/01,Watford,Wimbledon,3,0,H,1,0,H,15466.0,M. S. Pike ,17,15,11,7,0,1,6,3,9,17,8,3,0,0,0,1,0,25,,,,2.1,2.9,2.9,1.91,3.2,3.5,1.8,3.25,4.0,1.8,3.4,3.75,1.83,3.3,3.6,1484.34,1537.99
E1,12/09/01,Wimbledon,Portsmouth,3,3,D,1,0,H,7138.0,D. J. Gallagher,17,17,11,8,1,0,5,5,17,5,3,0,0,3,1,0,25,30,,,,,,,,,,,,,,,,,,,1527.15,1460.61
E1,14/09/01,Bradford,Gillingham,5,1,H,1,0,H,14101.0,A. Bates,23,5,18,1,0,0,11,6,11,7,4,11,0,1,0,0,0,10,,,,1.5,3.4,4.7,1.61,3.25,5.0,1.57,3.4,5.5,,,,1.57,3.3,5.5,1511.28,1499.14
E1,15/09/01,Barnsley,Crewe,2,0,H,0,0,D,10976.0,M. Fletcher,14,6,4,2,0,0,2,3,10,5,3,5,0,0,0,0,0,0,,,,1.9,3.0,3.1,1.67,3.25,4.5,1.73,3.25,4.33,1.91,3.4,3.4,1.8,3.3,3.75,1449.14,1467.79
E1,15/09/01,Burnley,Walsall,5,2,H,2,0,H,14019.0,P. J. Prosser,17,12,13,7,0,0,10,7,13,14,2,3,0,1,0,0,0,10,,,,1.45,3.5,5.0,1.44,3.75,6.0,1.53,3.4,6.0,1.5,3.5,6.0,1.53,3.4,5.5,1588.61,1483.01
E1,15/09/01,Grimsby,Nott'm Forest,0,0,D,0,0,D,8746.0,M. A. Cooper,10,19,4,6,0,1,7,6,17,16,3,11,1,5,0,0,10,50,,,,1.9,3.0,3.1,2.0,3.4,3.0,2.1,3.25,3.0,1.91,3.4,3.4,2.2,3.2,2.8,1493.47,1485.28
E1,15/09/01,Man City,Birmingham,3,0,H,3,0,H,31714.0,J. T. Winter,22,5,7,3,1,0,7,6,21,20,4,5,2,0,0,0,20,0,,,,1.9,2.9,3.2,1.8,3.25,3.75,1.91,3.25,3.5,1.83,3.4,3.6,1.83,3.3,3.6,1556.23,1588.91
E1,15/09/01,Portsmouth,Crystal Palace,4,2,H,2,1,H,18149.0,D. R. Elleray,12,8,10,3,0,0,9,4,21,15,0,5,3,5,0,1,30,75,,,,2.0,2.9,3.0,1.73,3.4,4.0,1.83,3.3,3.75,1.8,3.4,3.75,1.8,3.3,3.75,1466.18,1452.02
E1,15/09/01,Preston,Millwall,1,0,H,1,0,H,11371.0,D. J. Gallagher,9,11,5,2,0,1,5,5,13,20,2,2,1,1,0,0,10,10,,,,1.9,3.0,3.1,2.1,3.2,3.0,2.2,3.2,2.8,2.25,3.25,2.75,2.3,3.25,2.62,1547.33,1554.19
E1,15/09/01,Rotherham,Norwich,1,1,D,0,0,D,6099.0,A. N. Butler,6,7,3,4,0,0,3,6,18,19,0,6,1,3,0,0,10,30,,,,2.35,3.0,2.35,2.75,3.2,2.25,2.75,3.2,2.3,2.75,3.25,2.25,2.6,3.1,2.4,1512.41,1507.04
E1,15/09/01,Sheffield United,Coventry,0,1,A,0,0,D,16168.0,M. S. Pike,11,12,5,5,0,0,2,10,7,15,2,2,1,2,0,0,10,20,,,,2.3,2.9,2.5,2.2,3.25,2.75,2.3,3.2,2.75,2.25,3.25,2.75,2.3,3.0,2.8,1511.04,1496.71
E1,15/09/01,Watford,West Brom,1,2,A,0,1,A,15726.0,C. R. Wilkes,12,11,3,5,0,1,6,3,18,16,3,1,3,4,0,1,30,65,,,,1.8,3.0,3.5,1.67,3.25,4.5,1.67,3.4,4.5,1.67,3.5,4.33,1.72,3.4,4.0,1495.18,1524.15
E1,15/09/01,Wimbledon,Sheffield Weds,1,1,D,0,1,A,6590.0,P. Rejer,12,13,10,5,0,1,5,5,4,9,5,5,0,2,0,0,0,20,,,,2.0,2.9,3.0,1.67,3.4,4.33,1.8,3.25,4.0,1.83,3.4,3.6,1.8,3.4,3.6,1521.58,1467.12
E1,15/09/01,Wolves,Stockport,2,2,D,0,1,A,20742.0,P. Taylor,20,4,7,2,3,0,19,1,15,18,2,1,0,6,0,0,0,60,,,,1.45,3.5,5.0,1.4,3.75,7.0,1.44,3.75,6.5,1.44,3.75,6.5,1.5,3.6,5.5,1529.44,1433.29
E1,17/09/01,Nott'm Forest,Rotherham,2,0,H,2,0,H,15632.0,R. J. Beeby,16,5,7,2,1,0,7,2,5,10,4,0,1,1,0,0,10,10,,,,1.65,3.2,3.9,1.57,3.5,5.0,1.55,3.4,5.75,1.62,3.6,4.5,1.57,3.3,5.5,1489.05,1508.73
E1,17/09/01,Sheffield Weds,Bradford,1,1,D,0,1,A,18012.0,R. Styles,10,10,4,5,0,1,7,5,19,13,2,2,2,1,0,0,20,10,,,,2.35,3.0,2.35,2.75,3.2,2.25,2.75,3.25,2.25,2.75,3.25,2.25,2.6,3.1,2.4,1472.34,1519.88
E1,18/09/01,Birmingham,Burnley,2,3,A,2,2,D,18426.0,S. W. Mathieson,11,8,7,6,0,0,12,5,5,10,1,1,1,3,0,0,10,30,,,,1.9,2.9,3.2,1.91,3.25,3.4,1.8,3.25,4.0,2.0,3.5,3.0,1.8,3.3,3.75,1578.8,1594.47
E1,18/09/01,Crewe,Wimbledon,0,4,A,0,1,A,5563.0,F. G. Stretton,11,23,4,14,0,1,1,2,8,15,2,0,0,0,0,0,0,0,,,,2.3,2.9,2.5,2.5,3.25,2.4,2.4,3.2,2.6,2.38,3.4,2.5,2.5,3.1,2.5,1458.16,1516.36
E1,18/09/01,Crystal Palace,Grimsby,5,0,H,2,0,H,13970.0,P. J. Prosser,20,6,9,1,2,1,7,2,12,10,8,5,1,0,0,0,10,0,,,,2.0,3.0,2.9,2.2,3.2,2.8,2.1,3.25,3.0,2.1,3.4,2.88,2.0,3.2,3.2,1443.49,1489.7
E1,18/09/01,Gillingham,Wolves,2,3,A,0,2,A,8966.0,P. Walton,21,18,6,8,1,1,3,7,12,25,0,3,1,0,1,0,35,0,,,,2.35,3.0,2.35,2.6,3.2,2.37,2.62,3.2,2.38,2.75,3.4,2.2,2.6,3.1,2.4,1490.54,1523.05
E1,18/09/01,Millwall,Barnsley,3,1,H,0,1,A,10021.0,W. M. Jordan,11,12,6,5,0,0,8,4,16,19,6,4,3,2,0,0,30,20,,,,1.8,3.0,3.5,1.91,3.25,3.4,2.0,3.25,3.25,1.91,3.4,3.4,1.72,3.4,4.0,1544.96,1458.77
E1,18/09/01,Norwich,Watford,3,1,H,2,1,H,17885.0,B. Knight,10,12,7,6,0,0,5,2,18,20,7,1,1,1,0,0,10,10,,,,2.2,2.9,2.7,2.1,3.2,3.0,2.2,3.2,2.88,2.1,3.4,2.88,2.1,3.2,3.0,1510.72,1480.16
E1,18/09/01,Stockport,Sheffield United,1,2,A,0,2,A,5137.0,A. R. Hall,6,6,2,4,0,0,4,3,24,12,0,4,2,1,0,0,20,10,,,,2.3,2.8,2.6,2.37,3.2,2.6,2.38,3.2,2.62,2.38,3.2,2.62,2.3,3.1,2.75,1439.68,1494.57
E1,18/09/01,Walsall,Portsmouth,0,0,D,0,0,D,6153.0,M. Ryan,10,7,6,4,0,1,3,6,11,9,1,2,0,1,0,0,0,10,,,,2.2,2.9,2.7,2.6,3.2,2.37,2.62,3.2,2.38,2.75,3.25,2.25,2.62,3.1,2.37,1477.15,1474.71
E1,18/09/01,West Brom,Preston,2,0,H,1,0,H,18289.0,C. J. Foy,10,14,6,7,1,1,5,11,11,12,1,2,0,1,0,0,0,10,,,,1.7,3.1,3.8,1.73,3.4,4.0,1.73,3.4,4.2,1.73,3.5,4.0,1.66,3.3,4.5,1539.17,1556.56
E1,19/09/01,Coventry,Man City,4,3,H,2,1,H,18804.0,R. D. Furnandiz,9,11,7,4,0,1,5,9,11,8,2,7,3,2,0,0,30,20,,,,2.2,3.0,2.6,2.4,3.25,2.5,2.4,3.2,2.6,2.62,3.2,2.38,2.5,3.1,2.5,1513.18,1566.34
E1,20/09/01,Nott'm Forest,Bradford,1,0,H,0,0,D,28546.0,M. J. Jones,11,11,6,6,0,0,7,7,7,21,4,3,2,3,0,1,20,55,,,,2.35,3.0,2.35,2.5,3.25,2.4,2.62,3.2,2.38,2.62,3.2,2.38,2.5,3.1,2.5,1498.71,1521.75
E1,21/09/01,Walsall,Wolves,0,3,A,0,3,A,8327.0,G. Poll,8,11,3,5,0,0,8,2,16,22,4,1,1,0,0,0,10,0,,,,2.7,2.9,2.2,3.0,3.2,2.1,2.75,3.25,2.25,2.8,3.25,2.2,3.0,3.2,2.1,1473.57,1537.95
E1,22/09/01,Coventry,Portsmouth,2,0,H,1,0,H,18303.0,H. M. Webb,17,7,6,5,0,0,7,5,10,10,1,4,1,1,0,0,10,10,,,,1.85,3.0,3.3,2.0,3.4,3.0,2.0,3.25,3.25,2.0,3.5,3.0,2.0,3.3,3.1,1524.0,1478.29
E1,22/09/01,Crewe,Watford,1,0,H,1,0,H,6507.0,P. S. Danson,10,11,4,7,0,0,7,5,12,14,4,0,2,2,0,0,20,20,,,,2.35,3.0,2.35,2.5,3.25,2.4,2.62,3.2,2.38,2.62,3.4,2.25,2.62,3.25,2.3,1444.16,1472.15
E1,22/09/01,Crystal Palace,Barnsley,1,0,H,0,0,D,15433.0,B. Knight,14,6,4,4,1,0,4,0,19,19,7,8,1,0,0,0,10,0,,,,1.9,3.0,3.1,2.0,3.4,3.0,1.85,3.25,3.75,1.91,3.4,3.4,1.8,3.3,3.75,1454.07,1452.39
