Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,GBH,GBD,GBA,IWH,IWD,IWA,SYH,SYD,SYA,WHH,WHD,WHA,EloHome,EloAway
I2,23/12/01,Cittadella,Como,2,1,H,1,0,H,3.2,2.9,2.15,2.9,2.7,2.2,,,,3.0,2.8,2.25,1428.79,1584.82
I2,23/12/01,Crotone,Pistoiese,1,2,A,0,1,A,2.0,2.7,3.75,2.0,2.6,3.5,,,,2.3,2.6,3.2,1407.31,1426.11
I2,23/12/01,Empoli,Ancona,5,0,H,2,0,H,1.55,3.15,6.0,1.55,3.0,5.0,,,,1.5,3.2,6.5,1606.76,1445.93
I2,23/12/01,Modena,Messina,1,1,D,1,0,H,1.6,3.0,5.85,1.5,3.0,5.3,,,,1.45,3.2,7.5,1566.38,1473.33
I2,23/12/01,Napoli,Siena,2,0,H,1,0,H,1.61,3.0,5.7,1.6,2.8,5.0,,,,1.55,3.1,6.0,1558.45,1444.22
I2,23/12/01,Palermo,Cosenza,1,1,D,0,0,D,2.05,2.7,3.6,2.2,2.4,3.4,,,,2.1,2.65,3.5,1489.47,1508.27
I2,23/12/01,Reggina,Ternana,2,0,H,1,0,H,1.55,3.1,6.25,1.5,3.0,5.3,,,,1.5,3.2,6.5,1614.54,1468.58
I2,23/12/01,Sampdoria,Vicenza,2,1,H,1,1,D,2.2,2.6,3.45,2.2,2.4,3.4,,,,2.2,2.65,3.25,1528.66,1555.24
I2,04/01/02,Cosenza,Empoli,0,3,A,0,1,A,2.45,2.55,3.05,2.4,2.6,2.7,,,,2.5,2.6,2.85,1511.14,1611.32
I2,06/01/02,Como,Napoli,0,2,A,0,1,A,1.9,2.8,4.1,2.0,2.6,3.5,,,,1.9,2.7,4.2,1570.32,1564.09
I2,06/01/02,Genoa,Reggina,1,1,D,1,0,H,2.35,2.6,3.15,2.3,2.6,2.8,,,,2.3,2.6,3.2,1507.45,1619.42
I2,06/01/02,Messina,Crotone,4,0,H,2,0,H,1.7,2.9,5.2,1.65,2.8,4.6,,,,1.6,2.9,6.0,1479.64,1391.94
I2,06/01/02,Pistoiese,Cittadella,1,0,H,0,0,D,2.05,2.7,3.7,2.0,2.6,3.5,,,,2.0,2.75,3.7,1441.48,1443.29
I2,06/01/02,Salernitana,Modena,1,1,D,1,0,H,2.2,2.75,3.25,2.2,2.6,3.0,,,,2.2,2.7,3.25,1493.34,1560.07
I2,06/01/02,Siena,Sampdoria,0,4,A,0,2,A,2.65,2.6,2.75,2.5,2.6,2.6,,,,2.65,2.65,2.65,1438.58,1538.56
I2,06/01/02,Ternana,Bari,1,1,D,1,0,H,2.4,2.7,2.95,2.3,2.6,2.8,,,,2.4,2.6,3.0,1463.7,1471.74
I2,06/01/02,Vicenza,Cagliari,0,0,D,0,0,D,1.75,2.9,4.75,1.7,2.8,4.2,,,,1.65,2.9,5.5,1545.34,1439.04
I2,07/01/02,Ancona,Palermo,3,3,D,1,1,D,2.05,2.7,3.7,2.1,2.6,3.3,,,,2.1,2.6,3.7,1441.37,1486.6
I2,11/01/02,Bari,Modena,1,2,A,0,0,D,2.3,2.85,2.95,2.4,2.6,2.7,,,,2.25,2.7,3.1,1474.97,1561.26
I2,13/01/02,Cittadella,Cosenza,2,0,H,0,0,D,2.42,2.7,2.9,2.4,2.6,2.7,,,,2.25,2.7,3.1,1434.23,1498.65
I2,13/01/02,Messina,Cagliari,0,2,A,0,0,D,2.1,2.75,3.45,2.1,2.6,3.3,,,,2.05,2.75,3.5,1485.98,1445.7
I2,13/01/02,Napoli,Genoa,2,1,H,0,0,D,1.75,2.85,4.8,1.9,2.6,3.8,,,,1.7,2.9,5.0,1580.3,1507.88
I2,13/01/02,Palermo,Empoli,1,0,H,1,0,H,2.5,2.5,3.05,2.5,2.6,2.6,,,,2.5,2.65,2.8,1488.55,1623.81
I2,13/01/02,Pistoiese,Vicenza,1,1,D,1,0,H,2.62,2.7,2.65,2.5,2.6,2.6,,,,2.6,2.6,2.7,1450.54,1538.68
I2,13/01/02,Reggina,Ancona,1,0,H,1,0,H,1.5,3.35,6.1,1.45,3.1,6.0,,,,1.4,3.55,7.0,1618.99,1439.42
I2,13/01/02,Sampdoria,Salernitana,2,1,H,1,1,D,1.92,2.7,4.2,1.9,2.6,3.8,,,,1.9,2.75,4.0,1551.06,1492.15
I2,13/01/02,Siena,Ternana,0,3,A,0,2,A,2.22,2.65,3.3,2.2,2.6,3.0,,,,2.25,2.6,3.25,1426.08,1460.47
I2,14/01/02,Crotone,Como,1,1,D,1,0,H,3.15,2.8,2.2,3.1,2.7,2.1,,,,3.15,2.75,2.2,1385.6,1554.11
I2,18/01/02,Cosenza,Sampdoria,0,0,D,0,0,D,2.58,2.7,2.7,2.5,2.6,2.6,,,,2.5,2.7,2.7,1487.43,1558.21
I2,20/01/02,Cagliari,Palermo,4,0,H,1,0,H,1.85,2.75,4.45,1.9,2.6,3.8,,,,1.9,2.75,4.0,1462.99,1502.31
I2,20/01/02,Como,Reggina,1,2,A,1,1,D,2.2,2.5,3.65,2.2,2.5,3.1,,,,2.15,2.65,3.35,1551.68,1623.16
I2,20/01/02,Empoli,Bari,5,1,H,2,0,H,1.68,2.9,5.25,1.7,2.8,4.2,,,,1.75,2.85,4.65,1610.05,1461.98
I2,20/01/02,Genoa,Pistoiese,1,1,D,1,0,H,1.62,2.9,5.95,1.6,2.9,4.8,,,,1.5,3.1,6.7,1501.12,1450.11
I2,20/01/02,Modena,Crotone,2,0,H,1,0,H,1.35,3.7,8.5,1.35,3.2,7.5,,,,1.3,4.0,8.5,1574.25,1388.03
I2,20/01/02,Salernitana,Cittadella,3,2,H,2,0,H,1.6,3.1,5.5,1.6,2.9,4.8,,,,1.5,3.35,5.75,1485.0,1445.45
I2,20/01/02,Ternana,Messina,2,2,D,2,1,H,1.88,2.8,4.15,1.85,2.8,3.5,,,,1.85,2.75,4.25,1475.3,1468.69
I2,20/01/02,Vicenza,Siena,2,1,H,1,0,H,1.35,3.7,8.5,1.35,3.2,7.5,,,,1.3,4.1,8.0,1539.11,1411.25
I2,21/01/02,Ancona,Napoli,0,1,A,0,1,A,2.8,2.75,2.45,2.7,2.6,2.4,,,,2.7,2.6,2.6,1435.25,1587.06
I2,27/01/02,Napoli,Salernitana,1,1,D,0,0,D,1.75,2.9,4.75,1.7,2.8,4.3,,,,1.8,2.8,4.5,1597.71,1492.73
I2,01/02/02,Pistoiese,Palermo,0,2,A,0,0,D,2.06,2.7,3.65,,,,,,,2.1,2.65,3.5,1455.22,1491.97
I2,03/02/02,Bari,Cagliari,0,0,D,0,0,D,2.2,2.7,3.3,2.2,2.6,3.0,,,,2.25,2.7,3.1,1457.14,1473.33
I2,03/02/02,Cittadella,Vicenza,2,2,D,1,1,D,2.9,2.8,2.35,2.75,2.6,2.35,,,,2.8,2.85,2.35,1437.72,1544.42
I2,03/02/02,Como,Genoa,2,1,H,1,1,D,1.78,2.75,4.9,1.8,2.6,4.2,,,,1.75,2.75,5.0,1538.16,1496.01
I2,03/02/02,Crotone,Salernitana,3,3,D,3,0,H,2.95,2.75,2.35,2.9,2.7,2.2,,,,3.0,2.7,2.3,1383.99,1499.35
I2,03/02/02,Messina,Empoli,1,0,H,1,0,H,2.7,2.5,2.8,2.6,2.5,2.6,,,,2.7,2.6,2.65,1472.41,1614.89
I2,03/02/02,Napoli,Modena,1,0,H,1,0,H,1.95,2.7,4.1,2.0,2.5,3.6,,,,1.9,2.7,4.2,1591.09,1578.29
I2,03/02/02,Siena,Ancona,0,0,D,0,0,D,2.18,2.85,3.12,2.2,2.7,2.9,,,,2.2,2.85,3.0,1405.94,1424.6
I2,03/02/02,Ternana,Cosenza,2,2,D,0,1,A,1.95,2.7,4.1,1.9,2.6,3.8,,,,1.9,2.85,3.85,1471.58,1486.38
I2,04/02/02,Sampdoria,Reggina,0,0,D,0,0,D,2.18,2.7,3.35,2.1,2.5,3.3,,,,2.2,2.7,3.2,1559.26,1636.68
I2,08/02/02,Salernitana,Como,1,2,A,1,0,H,2.12,2.65,3.55,2.0,2.7,3.3,,,,2.0,2.8,3.6,1498.8,1545.81
I2,10/02/02,Ancona,Messina,1,1,D,1,0,H,2.2,2.6,3.45,2.2,2.7,2.9,,,,2.2,2.7,3.2,1427.47,1486.43
I2,10/02/02,Cagliari,Crotone,2,1,H,1,0,H,1.42,3.7,6.44,1.4,3.2,6.5,,,,1.35,3.8,7.5,1476.29,1384.54
I2,10/02/02,Cosenza,Pistoiese,1,2,A,0,1,A,1.75,2.8,5.0,1.75,2.8,4.0,,,,1.7,2.85,5.0,1489.39,1440.47
I2,10/02/02,Empoli,Sampdoria,2,0,H,0,0,D,1.82,2.8,4.5,1.9,2.7,3.6,,,,1.85,2.75,4.3,1600.87,1558.45
I2,10/02/02,Genoa,Siena,1,1,D,0,0,D,1.5,3.3,6.25,1.5,2.9,5.6,,,,1.45,3.3,7.0,1488.36,1403.07
I2,10/02/02,Modena,Ternana,2,0,H,1,0,H,1.58,3.05,6.0,1.55,2.9,5.2,,,,1.55,3.1,6.0,1569.71,1468.57
I2,10/02/02,Reggina,Cittadella,1,0,H,0,0,D,1.4,3.6,7.5,1.4,3.2,6.5,,,,1.3,4.0,8.5,1637.49,1437.96
I2,10/02/02,Vicenza,Napoli,2,1,H,1,1,D,2.22,2.6,3.42,2.3,2.65,2.75,,,,2.25,2.7,3.1,1544.18,1599.67
I2,11/02/02,Palermo,Bari,0,0,D,0,0,D,1.85,2.85,4.25,1.85,2.7,3.7,,,,1.8,2.75,4.6,1506.72,1454.18
I2,15/02/02,Ternana,Vicenza,3,1,H,1,0,H,2.33,2.8,2.95,2.3,2.7,2.7,,,,2.4,2.75,2.8,1462.59,1555.09
I2,17/02/02,Bari,Reggina,2,1,H,0,1,A,2.65,2.5,2.85,2.6,2.5,2.6,,,,2.5,2.55,2.9,1459.34,1641.27
I2,17/02/02,Cittadella,Palermo,2,2,D,1,1,D,2.4,2.65,3.0,2.3,2.6,2.8,,,,2.35,2.75,2.9,1434.18,1501.56
I2,17/02/02,Como,Cosenza,2,0,H,0,0,D,1.57,3.1,6.0,1.5,3.0,5.5,,,,1.5,3.2,6.5,1560.2,1471.84
I2,17/02/02,Crotone,Ancona,2,0,H,0,0,D,2.3,2.8,3.0,2.3,2.7,2.7,,,,2.3,2.9,2.8,1378.31,1426.0
I2,17/02/02,Messina,Genoa,0,0,D,0,0,D,1.95,2.6,4.35,2.0,2.6,3.5,,,,1.9,2.65,4.3,1487.9,1482.26
I2,17/02/02,Pistoiese,Salernitana,1,2,A,1,2,A,2.35,2.6,3.15,2.3,2.7,2.7,,,,2.3,2.7,3.0,1458.02,1484.41
I2,17/02/02,Sampdoria,Cagliari,3,3,D,2,0,H,2.0,2.65,4.0,2.0,2.7,3.3,,,,2.0,2.7,3.75,1550.81,1482.52
I2,17/02/02,Siena,Modena,0,1,A,0,0,D,3.0,2.8,2.3,2.85,2.75,2.2,,,,3.0,2.85,2.2,1409.17,1575.69
I2,18/02/02,Napoli,Empoli,0,0,D,0,0,D,2.0,2.8,3.65,2.0,2.6,3.5,,,,2.0,2.75,3.7,1588.76,1608.51
I2,22/02/02,Reggina,Cosenza,1,0,H,0,0,D,1.55,3.1,6.25,1.6,2.8,5.0,,,,1.6,2.9,6.0,1625.88,1465.52
I2,24/02/02,Ancona,Como,1,1,D,0,0,D,2.8,2.7,2.5,2.7,2.7,2.3,,,,2.9,2.85,2.25,1415.37,1566.52
I2,24/02/02,Cagliari,Napoli,1,1,D,0,1,A,2.4,2.7,2.95,2.3,2.7,2.7,,,,2.3,2.75,3.0,1488.14,1585.92
I2,24/02/02,Crotone,Bari,2,2,D,0,0,D,2.5,2.75,2.75,2.3,2.7,2.7,,,,2.4,2.85,2.7,1388.94,1474.73
I2,24/02/02,Empoli,Cittadella,0,0,D,0,0,D,1.4,3.6,7.25,1.45,3.2,5.7,,,,1.55,3.0,6.5,1611.35,1433.01
I2,24/02/02,Genoa,Ternana,0,2,A,0,1,A,1.9,2.65,4.5,2.0,2.5,3.7,,,,1.9,2.7,4.2,1485.95,1474.82
I2,24/02/02,Palermo,Sampdoria,2,0,H,0,0,D,2.2,2.6,3.45,2.1,2.5,3.5,,,,2.1,2.75,3.4,1502.73,1545.19
I2,24/02/02,Salernitana,Siena,1,0,H,0,0,D,1.41,3.8,6.5,1.4,3.4,6.0,,,,1.4,3.75,6.5,1499.52,1399.03
I2,24/02/02,Vicenza,Messina,2,2,D,2,0,H,1.7,2.8,5.5,1.65,2.8,4.6,,,,1.65,2.85,5.5,1542.86,1484.21
I2,25/02/02,Modena,Pistoiese,1,0,H,0,0,D,1.4,3.6,7.25,1.35,3.3,7.5,,,,1.35,3.8,7.5,1585.83,1442.91
I2,01/03/02,Bari,Sampdoria,1,1,D,1,0,H,2.15,2.4,4.05,2.1,2.6,3.3,,,,2.15,2.7,3.35,1475.24,1534.74
I2,03/03/02,Como,Modena,1,0,H,0,0,D,2.15,2.45,3.95,2.2,2.5,3.4,,,,2.2,2.5,3.6,1564.69,1590.78
I2,03/03/02,Cosenza,Vicenza,2,1,H,0,0,D,2.35,2.75,2.95,2.3,2.7,2.7,,,,2.4,2.8,2.8,1460.95,1537.52
I2,03/03/02,Genoa,Ancona,1,2,A,1,1,D,1.75,2.8,5.0,1.75,2.8,4.0,,,,1.7,2.75,5.5,1469.58,1417.2
I2,03/03/02,Messina,Salernitana,1,3,A,1,0,H,2.22,2.75,3.2,2.3,2.6,2.8,,,,2.25,2.7,3.15,1489.55,1505.51
I2,03/03/02,Napoli,Ternana,1,1,D,1,0,H,1.65,3.05,5.25,1.7,2.8,4.2,,,,1.7,2.9,5.0,1586.0,1491.19
I2,03/03/02,Palermo,Reggina,4,2,H,2,1,H,2.5,2.55,3.0,2.5,2.4,2.8,,,,2.5,2.55,2.9,1513.18,1630.45
I2,03/03/02,Pistoiese,Empoli,0,1,A,0,0,D,2.85,2.6,2.6,2.8,2.4,2.5,,,,2.8,2.65,2.5,1437.96,1603.04
I2,03/03/02,Siena,Cagliari,1,0,H,1,0,H,2.87,2.8,2.36,2.7,2.7,2.3,,,,2.85,2.8,2.35,1393.04,1488.06
I2,04/03/02,Cittadella,Crotone,3,2,H,2,1,H,1.8,2.9,4.4,1.8,2.8,3.7,,,,1.85,2.8,4.2,1441.32,1388.43
I2,08/03/02,Ternana,Como,0,0,D,0,0,D,2.5,2.5,3.05,2.5,2.5,2.7,,,,2.5,2.6,2.85,1497.55,1574.57
I2,10/03/02,Bari,Vicenza,2,1,H,0,1,A,2.12,2.6,3.65,2.1,2.5,3.5,,,,2.05,2.7,3.65,1473.79,1525.86
I2,10/03/02,Cagliari,Empoli,1,3,A,0,0,D,2.48,2.55,3.0,2.5,2.5,2.7,,,,2.4,2.7,2.9,1475.74,1613.23
I2,10/03/02,Cittadella,Genoa,0,0,D,0,0,D,2.2,2.55,3.55,2.2,2.5,3.3,,,,2.2,2.6,3.4,1448.65,1451.92
I2,10/03/02,Crotone,Palermo,1,1,D,1,1,D,2.7,2.85,2.45,2.7,2.7,2.3,,,,2.75,2.8,2.4,1381.1,1526.3
I2,10/03/02,Reggina,Pistoiese,3,2,H,3,1,H,1.42,3.4,7.6,1.45,3.0,6.2,,,,1.4,3.5,7.5,1617.33,1427.77
I2,10/03/02,Salernitana,Napoli,3,1,H,2,0,H,2.25,2.7,3.2,2.4,2.6,2.7,,,,2.25,2.8,3.0,1520.98,1579.64
I2,10/03/02,Sampdoria,Ancona,0,3,A,0,1,A,1.6,2.9,6.25,1.6,2.8,5.0,,,,1.55,3.2,5.75,1536.19,1434.86
I2,10/03/02,Siena,Messina,1,0,H,0,0,D,2.4,2.8,2.8,2.3,2.7,2.7,,,,2.35,2.9,2.75,1405.36,1474.08
I2,11/03/02,Modena,Cosenza,1,1,D,1,0,H,1.5,3.15,6.85,1.5,2.9,5.7,,,,1.55,3.0,6.5,1580.9,1472.61
I2,15/03/02,Genoa,Bari,2,0,H,2,0,H,1.9,2.85,4.0,2.0,2.6,3.5,,,,,,,1455.31,1484.58
I2,17/03/02,Ancona,Ternana,3,1,H,1,1,D,2.25,2.6,3.35,2.3,2.5,3.0,,,,,,,1453.89,1496.72
I2,17/03/02,Cagliari,Modena,0,0,D,0,0,D,2.25,2.7,3.2,2.3,2.5,3.0,,,,,,,1464.58,1574.19
I2,17/03/02,Como,Siena,0,1,A,0,0,D,1.45,3.5,6.5,1.4,3.1,6.5,,,,,,,1575.4,1416.74
I2,17/03/02,Cosenza,Salernitana,2,3,A,1,0,H,2.55,2.6,2.85,2.5,2.5,2.7,,,,,,,1479.32,1532.0
I2,17/03/02,Empoli,Reggina,2,1,H,0,0,D,2.15,2.5,3.8,2.2,2.5,3.2,,,,,,,1624.39,1621.3
I2,17/03/02,Napoli,Cittadella,1,1,D,1,1,D,1.5,3.3,6.25,1.5,3.0,5.4,,,,,,,1568.62,1445.26
I2,17/03/02,Pistoiese,Sampdoria,0,2,A,0,0,D,2.4,2.6,3.1,2.3,2.6,2.8,,,,,,,1423.8,1517.16
I2,17/03/02,Vicenza,Crotone,4,0,H,1,0,H,1.45,3.5,6.5,1.4,3.3,6.2,,,,,,,1515.07,1382.72
I2,18/03/02,Palermo,Messina,1,0,H,1,0,H,1.93,2.75,4.1,1.9,2.7,3.6,,,,,,,1524.68,1462.7
I2,30/03/02,Bari,Pistoiese,3,3,D,0,1,A,1.75,2.85,4.8,1.8,2.6,4.1,,,,1.7,2.85,5.0,1474.59,1411.06
I2,30/03/02,Cittadella,Ancona,3,1,H,1,0,H,2.25,2.55,3.4,2.2,2.6,3.0,,,,2.2,2.6,3.4,1452.35,1464.35
I2,30/03/02,Crotone,Empoli,1,1,D,0,0,D,4.55,2.95,1.75,4.2,2.7,1.75,,,,4.5,3.0,1.7,1377.52,1633.29
I2,30/03/02,Messina,Como,1,1,D,0,0,D,2.4,2.55,3.15,,,,,,,2.5,2.5,3.0,1455.64,1555.0
I2,30/03/02,Modena,Vicenza,0,1,A,0,0,D,1.7,2.95,4.95,1.6,2.8,5.0,,,,1.65,3.0,5.0,1573.84,1520.27
I2,30/03/02,Reggina,Cagliari,0,0,D,0,0,D,1.7,2.9,5.1,1.7,2.8,4.2,,,,1.7,2.85,5.0,1612.4,1464.93
I2,30/03/02,Salernitana,Genoa,0,1,A,0,1,A,1.6,3.1,5.45,1.6,2.8,5.0,,,,1.6,3.0,5.5,1546.19,1465.3
I2,30/03/02,Sampdoria,Napoli,0,2,A,0,1,A,2.1,2.85,3.3,2.1,2.7,3.1,,,,2.2,2.8,3.0,1529.9,1561.53
I2,30/03/02,Siena,Cosenza,2,0,H,1,0,H,1.95,2.7,4.05,2.0,2.5,3.5,,,,2.0,2.7,3.75,1437.14,1465.13
I2,30/03/02,Ternana,Palermo,2,0,H,1,0,H,2.1,2.85,3.3,2.0,2.65,3.3,,,,2.1,2.7,3.5,1486.26,1531.74
I2,05/04/02,Vicenza,Como,1,2,A,1,1,D,2.3,2.55,3.33,2.3,2.6,2.8,,,,2.3,2.5,3.3,1537.96,1555.02
I2,07/04/02,Ancona,Salernitana,3,1,H,2,1,H,2.45,2.7,2.85,2.4,2.7,2.6,,,,2.35,2.75,2.9,1454.95,1527.71
I2,07/04/02,Cagliari,Cittadella,1,0,H,1,0,H,1.75,2.8,5.0,1.7,2.7,4.4,,,,1.7,2.85,5.0,1472.58,1461.75
I2,07/04/02,Cosenza,Messina,0,0,D,0,0,D,2.05,2.5,4.15,2.0,2.5,3.7,,,,2.0,2.6,4.0,1455.18,1455.62
I2,07/04/02,Empoli,Modena,0,0,D,0,0,D,1.95,2.55,4.5,1.9,2.6,3.8,,,,1.9,2.7,4.2,1628.03,1556.15
I2,07/04/02,Napoli,Bari,1,0,H,0,0,D,1.65,2.85,5.8,1.6,2.8,5.0,,,,1.55,3.0,6.5,1576.46,1469.11
I2,07/04/02,Palermo,Siena,0,2,A,0,0,D,2.0,3.1,3.3,,,,,,,1.7,2.85,5.0,1521.19,1447.09
I2,07/04/02,Pistoiese,Ternana,3,3,D,1,1,D,2.4,2.65,3.0,2.4,2.7,2.6,,,,2.3,2.8,2.9,1416.54,1496.81
I2,07/04/02,Reggina,Crotone,2,0,H,2,0,H,1.15,5.8,11.5,1.2,4.3,11.0,,,,1.2,5.0,10.0,1604.75,1382.78
I2,08/04/02,Sampdoria,Genoa,0,0,D,0,0,D,2.9,2.1,3.1,2.6,2.3,2.8,,,,2.75,2.4,2.8,1514.97,1483.78
I2,12/04/02,Salernitana,Empoli,1,0,H,0,0,D,2.35,2.65,3.0,,,,,,,2.25,2.6,3.2,1516.19,1622.31
I2,14/04/02,Ancona,Vicenza,1,0,H,0,0,D,1.7,2.85,5.0,,,,,,,1.8,2.6,5.0,1466.47,1522.53
I2,14/04/02,Cittadella,Sampdoria,1,1,D,1,0,H,2.35,2.6,3.1,,,,,,,2.4,2.5,3.1,1453.11,1510.46
I2,14/04/02,Como,Pistoiese,2,2,D,1,1,D,1.38,3.7,7.3,,,,,,,1.4,3.5,7.0,1570.45,1415.83
I2,14/04/02,Crotone,Napoli,1,2,A,1,1,D,8.0,3.65,1.35,,,,,,,5.5,3.4,1.5,1379.39,1582.28
I2,14/04/02,Genoa,Cosenza,3,2,H,1,1,D,2.0,1.9,6.0,,,,,,,1.8,2.25,7.0,1488.29,1451.69
I2,14/04/02,Messina,Reggina,1,0,H,0,0,D,2.75,2.0,3.5,,,,,,,2.8,2.0,3.5,1459.11,1608.14
I2,14/04/02,Modena,Palermo,2,0,H,1,0,H,1.45,3.3,7.0,,,,,,,1.55,3.1,5.75,1561.87,1502.9
I2,14/04/02,Ternana,Cagliari,0,0,D,0,0,D,2.05,2.4,4.25,,,,,,,2.1,2.4,4.0,1497.52,1481.22
I2,15/04/02,Siena,Bari,1,1,D,0,1,A,1.9,2.6,4.4,,,,,,,1.9,2.6,4.3,1465.38,1463.29
I2,19/04/02,Reggina,Modena,0,1,A,0,0,D,,,,,,,,,,,,,1593.89,1569.02
I2,21/04/02,Bari,Cittadella,3,2,H,0,1,A,1.8,2.6,5.25,,,,,,,,,,1466.86,1451.58
I2,21/04/02,Cagliari,Salernitana,2,2,D,1,1,D,2.1,2.7,3.55,,,,,,,,,,1485.25,1528.91
I2,21/04/02,Cosenza,Ancona,3,0,H,0,0,D,,,,,,,,,,,,,1443.87,1477.4
I2,21/04/02,Empoli,Ternana,2,2,D,0,2,A,1.72,2.7,5.75,,,,,,,,,,1609.59,1493.49
I2,21/04/02,Palermo,Como,0,0,D,0,0,D,,,,,,,,,,,,,1495.75,1562.64
I2,21/04/02,Pistoiese,Siena,0,2,A,0,1,A,2.25,2.7,3.2,,,,,,,,,,1423.64,1461.81
I2,21/04/02,Sampdoria,Crotone,0,2,A,0,1,A,,,,,,,,,,,,,1511.99,1370.49
I2,21/04/02,Vicenza,Genoa,0,0,D,0,0,D,,,,,,,,,,,,,1511.6,1496.11
I2,22/04/02,Napoli,Messina,1,0,H,1,0,H,1.45,3.4,7.0,,,,,,,,,,1591.18,1473.36
I2,26/04/02,Vicenza,Salernitana,3,1,H,2,0,H,2.75,2.7,2.45,,,,,,,,,,1507.59,1530.92
I2,28/04/02,Ancona,Cagliari,0,1,A,0,0,D,,,,,,,,,,,,,1467.26,1483.24
I2,28/04/02,Como,Bari,2,0,H,1,0,H,1.4,3.4,7.5,,,,,,,,,,1563.83,1475.36
I2,28/04/02,Cosenza,Crotone,1,0,H,1,0,H,,,,,,,,,,,,,1454.01,1390.51
I2,28/04/02,Genoa,Palermo,1,0,H,0,0,D,,,,,,,,,,,,,1500.12,1494.56
I2,28/04/02,Messina,Pistoiese,1,1,D,1,0,H,1.45,3.3,6.75,,,,,,,,,,1467.81,1408.94
I2,28/04/02,Modena,Sampdoria,2,0,H,1,0,H,1.7,2.5,6.5,,,,,,,,,,1585.83,1491.97
I2,28/04/02,Napoli,Reggina,1,1,D,1,1,D,1.85,2.6,4.6,,,,,,,,,,1596.73,1577.08
I2,28/04/02,Ternana,Cittadella,2,1,H,0,0,D,1.5,3.25,6.0,,,,,,,,,,1500.4,1443.08
I2,29/04/02,Siena,Empoli,1,1,D,0,1,A,,,,,,,,,,,,,1476.51,1602.68
I2,04/05/02,Cagliari,Como,0,1,A,0,1,A,3.5,1.55,4.4,,,,,,,,,,1498.71,1570.14
I2,05/05/02,Bari,Cosenza,1,0,H,0,0,D,,,,,,,,,,,,,1469.05,1461.03
I2,05/05/02,Crotone,Genoa,4,3,H,3,1,H,,,,,,,,,,,,,1383.49,1508.93
I2,05/05/02,Empoli,Vicenza,2,0,H,1,0,H,1.4,3.3,7.5,,,,,,,,,,1601.74,1517.38
I2,05/05/02,Palermo,Napoli,1,1,D,0,1,A,,,,,,,,,,,,,1485.75,1592.59
I2,05/05/02,Pistoiese,Ancona,1,0,H,0,0,D,2.3,2.8,3.0,,,,,,,,,,1414.29,1451.79
I2,05/05/02,Reggina,Siena,1,0,H,0,0,D,1.6,3.0,5.7,,,,,,,,,,1581.22,1477.45
I2,05/05/02,Salernitana,Ternana,0,0,D,0,0,D,,,,,,,,,,,,,1521.13,1507.6
I2,05/05/02,Sampdoria,Messina,2,1,H,0,0,D,1.75,2.7,5.5,,,,,,,,,,1485.8,1462.46
I2,06/05/02,Cittadella,Modena,1,3,A,0,2,A,2.8,2.8,2.4,,,,,,,,,,1435.88,1592.0
I2,12/05/02,Ancona,Bari,3,1,H,1,1,D,1.65,2.75,6.0,,,,,,,,,,1441.51,1477.78
I2,12/05/02,Como,Empoli,2,0,H,1,0,H,2.75,1.6,6.5,,,,,,,,,,1583.67,1608.17
I2,12/05/02,Cosenza,Napoli,1,1,D,1,0,H,2.4,3.0,2.6,,,,,,,,,,1452.3,1592.34
I2,12/05/02,Genoa,Modena,0,0,D,0,0,D,3.1,1.57,5.0,,,,,,,,,,1495.52,1602.5
I2,12/05/02,Messina,Cittadella,3,1,H,1,0,H,1.4,3.5,5.25,,,,,,,,,,1454.22,1425.38
I2,12/05/02,Pistoiese,Cagliari,0,1,A,0,0,D,2.35,3.0,2.62,,,,,,,,,,1424.57,1485.18
I2,12/05/02,Salernitana,Reggina,1,2,A,1,2,A,3.4,2.7,2.1,,,,,,,,,,1517.18,1587.13
I2,12/05/02,Siena,Crotone,2,1,H,1,1,D,1.2,4.85,10.0,,,,,,,,,,1471.54,1396.9
I2,12/05/02,Ternana,Sampdoria,0,0,D,0,0,D,1.85,2.5,5.0,,,,,,,,,,1511.55,1494.04
I2,12/05/02,Vicenza,Palermo,1,1,D,0,1,A,2.4,1.6,7.5,,,,,,,,,,1510.95,1486.0
I2,19/05/02,Bari,Messina,3,1,H,1,0,H,2.5,1.65,7.1,,,,,,,,,,1467.55,1462.29
I2,19/05/02,Cagliari,Cosenza,2,1,H,2,0,H,2.0,2.0,7.5,,,,,,,,,,1499.09,1453.73
I2,19/05/02,Cittadella,Siena,1,1,D,1,1,D,3.5,3.3,1.8,,,,,,,,,,1417.31,1478.24
I2,19/05/02,Crotone,Ternana,2,3,A,1,2,A,6.5,3.85,1.35,,,,,,,,,,1390.2,1507.48
I2,19/05/02,Empoli,Genoa,1,0,H,0,0,D,1.27,4.5,8.5,,,,,,,,,,1598.34,1495.77
I2,19/05/02,Modena,Ancona,0,0,D,0,0,D,2.4,1.7,7.25,,,,,,,,,,1602.25,1451.74
I2,19/05/02,Napoli,Pistoiese,3,1,H,1,0,H,1.37,3.65,7.5,,,,,,,,,,1590.91,1410.66
I2,19/05/02,Palermo,Salernitana,1,1,D,1,0,H,2.37,1.7,6.3,,,,,,,,,,1490.31,1503.6
I2,19/05/02,Reggina,Vicenza,2,0,H,1,0,H,1.1,5.5,10.0,,,,,,,,,,1600.71,1506.64
