Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,GBH,GBD,GBA,IWH,IWD,IWA,SBH,SBD,SBA,SYH,SYD,SYA,WHH,WHD,WHA,Unnamed: 25,Unnamed: 26,EloHome,EloAway
B1,08/12/01,Beveren,Antwerp,2,3,A,0,1,A,2.2,3.15,2.85,2.2,2.9,2.7,2.2,3.25,2.75,2.1,3.25,2.9,2.1,3.35,2.75,,,1399.24,1473.32
B1,08/12/01,Charleroi,Gent,0,3,A,0,1,A,2.95,3.15,2.15,2.8,3.0,2.1,2.6,3.25,2.3,2.6,3.4,2.25,2.55,3.35,2.25,,,1489.74,1647.59
B1,08/12/01,Germinal,Lommel,3,0,H,2,0,H,1.57,3.55,4.85,1.55,3.3,4.5,1.6,3.5,4.6,1.57,3.5,5.0,1.6,3.65,4.2,,,1596.59,1482.94
B1,08/12/01,Lokeren,Louvieroise,2,2,D,2,1,H,1.35,4.2,7.0,1.35,3.8,6.2,1.4,3.75,7.0,1.36,4.33,6.5,,,,,,1648.22,1449.84
B1,08/12/01,Mouscron,Genk,2,4,A,1,2,A,2.75,3.35,2.2,2.35,3.0,2.35,2.88,3.3,2.1,2.7,3.3,2.2,2.6,3.4,2.2,,,1542.71,1630.56
B1,08/12/01,St Truiden,Lierse,0,2,A,0,0,D,1.8,3.25,3.85,1.85,3.0,3.3,1.8,3.3,3.75,1.73,3.4,4.0,1.75,3.4,3.7,,,1509.13,1477.94
B1,08/12/01,Standard,Aalst,2,0,H,2,0,H,1.28,4.5,8.0,1.25,4.3,8.0,1.3,4.33,8.0,1.25,5.0,8.0,1.2,4.9,10.0,,,1668.94,1438.88
B1,08/12/01,Westerlo,Anderlecht,1,2,A,0,0,D,3.5,3.25,1.88,2.9,3.0,2.0,3.6,3.4,1.8,3.4,3.5,1.83,3.45,3.45,1.8,,,1532.97,1764.77
B1,09/12/01,Molenbeek,Club Brugge,2,3,A,0,2,A,4.5,3.5,1.62,4.0,3.3,1.6,4.33,3.4,1.67,4.0,3.4,1.73,4.0,3.55,1.65,,,1497.56,1765.42
B1,18/12/01,Beveren,Anderlecht,1,4,A,0,4,A,5.45,3.75,1.48,5.0,3.5,1.45,5.25,3.5,1.53,6.0,3.75,1.44,5.4,3.8,1.45,,,1385.81,1772.74
B1,18/12/01,Mouscron,Club Brugge,2,0,H,1,0,H,4.3,3.5,1.64,3.8,3.1,1.7,4.2,3.5,1.67,4.33,3.4,1.67,4.0,3.55,1.65,,,1529.77,1772.31
B1,19/12/01,Antwerp,Louvieroise,0,0,D,0,0,D,1.72,3.45,4.0,1.7,3.1,3.8,1.73,3.4,4.0,1.73,3.4,4.0,,,,,,1486.75,1458.54
B1,19/12/01,Charleroi,Germinal,1,0,H,0,0,D,2.4,3.2,2.55,2.35,3.0,2.35,2.38,3.25,2.5,2.5,3.2,2.6,2.35,3.3,2.45,,,1479.3,1602.25
B1,19/12/01,Lokeren,Genk,2,2,D,0,0,D,2.5,3.25,2.4,2.3,2.9,2.5,2.4,3.4,2.4,2.38,3.3,2.5,2.35,3.3,2.45,,,1639.52,1643.5
B1,19/12/01,Molenbeek,Gent,0,1,A,0,0,D,3.0,3.3,2.05,3.4,3.1,1.8,2.88,3.4,2.05,3.25,3.3,1.9,2.5,3.3,2.3,,,1490.67,1658.03
B1,19/12/01,St Truiden,Aalst,3,1,H,2,1,H,1.68,3.55,4.1,1.65,3.2,3.9,1.73,3.4,4.0,1.67,3.25,4.5,1.7,3.5,3.8,,,1492.12,1435.63
B1,19/12/01,Standard,Lommel,2,1,H,2,0,H,1.3,4.5,7.6,1.35,3.8,6.2,1.33,4.0,8.0,1.3,4.5,7.5,1.25,5.0,7.25,,,1672.19,1477.28
B1,19/12/01,Westerlo,Lierse,5,4,H,1,1,D,2.0,3.25,3.2,2.0,3.0,2.9,2.05,3.3,3.0,2.1,3.25,2.88,2.0,3.4,2.9,,,1525.0,1494.95
B1,21/12/01,Anderlecht,Club Brugge,1,0,H,0,0,D,2.05,3.3,3.05,2.2,3.0,2.9,2.2,3.25,2.75,2.2,3.25,2.75,2.1,3.3,2.87,,,1776.76,1754.95
B1,22/12/01,Westerlo,Standard,1,2,A,1,2,A,3.2,3.3,1.95,2.9,3.0,2.2,3.3,3.3,1.91,3.4,3.25,1.91,3.1,3.3,1.95,,,1533.03,1676.06
B1,11/01/02,Louvieroise,Germinal,1,1,D,1,0,H,2.47,3.1,2.52,2.4,3.1,2.5,2.5,3.25,2.4,2.5,3.25,2.38,,,,,,1462.95,1588.93
B1,12/01/02,Beveren,Genk,1,6,A,0,2,A,4.3,3.5,1.66,3.8,3.1,1.7,4.2,3.5,1.67,4.33,3.4,1.67,4.2,3.7,1.6,,,1381.79,1646.87
B1,12/01/02,Lokeren,Lierse,2,1,H,0,0,D,1.6,3.45,4.8,1.65,3.1,4.0,1.57,3.5,5.0,1.53,3.6,5.0,1.55,3.75,4.5,,,1636.15,1486.92
B1,12/01/02,Molenbeek,Lommel,0,1,A,0,1,A,1.9,3.25,3.5,2.0,2.9,3.0,1.91,3.25,3.4,1.83,3.4,3.5,1.8,3.4,3.5,,,1480.56,1473.41
B1,12/01/02,Mouscron,Aalst,6,1,H,0,1,A,1.52,3.7,5.0,1.5,3.4,4.7,1.62,3.4,4.75,1.62,3.5,4.5,1.55,3.75,4.5,,,1547.13,1428.41
B1,12/01/02,St Truiden,Gent,0,1,A,0,1,A,2.92,3.25,2.1,3.1,3.0,2.1,2.75,3.25,2.2,2.62,3.4,2.2,2.65,3.3,2.2,,,1499.34,1668.14
B1,12/01/02,Westerlo,Club Brugge,1,4,A,0,1,A,4.1,3.45,1.7,4.8,3.5,1.55,3.8,3.4,1.75,4.33,3.4,1.67,3.8,3.5,1.7,,,1522.07,1746.66
B1,13/01/02,Antwerp,Anderlecht,2,2,D,1,0,H,4.4,3.45,1.65,5.4,3.8,1.45,4.2,3.5,1.67,4.5,3.5,1.62,3.8,3.5,1.7,,,1482.34,1785.05
B1,13/01/02,Standard,Charleroi,6,0,H,2,0,H,1.36,4.0,7.2,1.25,4.5,9.0,1.36,4.0,7.0,1.3,4.33,8.0,1.3,4.5,7.0,,,1687.02,1492.62
B1,19/01/02,Gent,Mouscron,1,1,D,0,1,A,1.5,3.65,5.7,1.5,3.7,5.0,1.57,3.5,5.0,1.53,3.6,5.0,1.5,3.7,5.0,,,1678.2,1552.66
B1,19/01/02,Anderlecht,Louvieroise,5,2,H,2,1,H,1.2,5.35,10.3,1.2,4.7,9.0,1.2,5.2,10.0,1.17,6.0,10.0,,,,,,1778.49,1463.88
B1,19/01/02,Charleroi,Molenbeek,3,1,H,1,1,D,1.85,3.3,3.7,1.85,3.0,3.3,1.83,3.3,3.6,1.8,3.4,3.6,1.7,3.4,3.9,,,1488.74,1464.32
B1,19/01/02,Genk,Antwerp,2,1,H,2,1,H,1.33,4.3,7.6,1.35,3.8,6.2,1.3,4.33,8.0,1.29,4.5,8.0,1.35,4.0,6.8,,,1653.84,1488.9
B1,19/01/02,Lommel,St Truiden,0,1,A,0,1,A,2.05,3.2,3.2,2.0,3.0,2.9,1.85,3.3,3.5,1.91,3.25,3.4,2.0,3.35,2.95,,,1489.65,1489.28
B1,20/01/02,Aalst,Westerlo,0,1,A,0,1,A,2.5,3.25,2.45,2.35,3.0,2.35,2.4,3.25,2.5,2.38,3.25,2.5,2.3,3.3,2.5,,,1422.88,1513.87
B1,20/01/02,Club Brugge,Lokeren,2,4,A,2,2,D,1.35,4.3,7.0,1.25,4.3,8.0,1.3,4.33,8.0,1.4,4.0,6.5,1.35,4.3,6.0,,,1754.86,1640.96
B1,20/01/02,Lierse,Beveren,3,3,D,3,2,H,1.5,3.7,5.6,1.45,3.5,5.0,1.44,3.6,6.5,1.53,3.6,5.0,1.55,3.7,4.5,,,1482.11,1374.82
B1,25/01/02,Anderlecht,Germinal,1,0,H,0,0,D,1.37,4.0,7.0,1.35,4.0,7.0,1.4,3.75,7.0,1.364,4.0,7.0,1.4,3.75,6.5,,,1780.59,1588.0
B1,26/01/02,Antwerp,Lierse,1,4,A,1,0,H,1.9,3.3,3.5,1.85,3.0,3.3,1.833,3.4,3.5,1.833,3.4,3.5,1.85,3.35,3.35,,,1484.43,1475.43
B1,26/01/02,Beveren,Club Brugge,0,4,A,0,0,D,5.75,3.85,1.45,6.2,3.8,1.35,6.0,3.75,1.444,7.0,3.75,1.4,5.7,3.7,1.45,,,1381.5,1735.51
B1,26/01/02,Louvieroise,Genk,0,0,D,0,0,D,4.0,3.4,1.73,3.3,3.0,1.85,3.5,3.4,1.833,,,,,,,,,1461.78,1658.31
B1,26/01/02,Lokeren,Aalst,1,0,H,0,0,D,1.27,4.6,8.0,1.25,4.3,8.0,1.364,3.8,7.5,1.364,4.333,6.5,1.35,4.0,6.8,,,1660.31,1410.06
B1,26/01/02,St Truiden,Charleroi,2,1,H,0,0,D,1.85,3.3,3.6,1.7,3.1,3.8,1.85,3.4,3.5,,,,1.85,3.35,3.35,,,1505.29,1496.95
B1,26/01/02,Westerlo,Gent,3,1,H,2,1,H,3.05,3.25,2.05,2.9,3.0,2.0,2.7,3.25,2.25,3.25,3.4,1.909,3.0,3.3,2.0,,,1526.69,1671.06
B1,27/01/02,Molenbeek,Standard,2,1,H,0,1,A,4.25,3.5,1.68,4.7,3.4,1.5,4.0,3.3,1.75,,,,3.9,3.45,1.7,,,1456.11,1690.9
B1,27/01/02,Mouscron,Lommel,1,0,H,0,0,D,1.5,3.8,5.0,1.6,3.3,4.0,1.5,3.6,5.5,1.5,3.6,5.5,1.5,3.8,4.8,,,1559.8,1473.64
B1,02/02/02,Gent,Lokeren,1,1,D,0,0,D,1.92,3.35,3.28,1.9,3.1,3.5,2.0,3.25,3.1,1.909,3.4,3.25,2.05,3.25,2.9,,,1656.97,1663.25
B1,02/02/02,Charleroi,Mouscron,0,2,A,0,1,A,2.25,3.3,2.65,2.3,2.9,2.5,2.3,3.25,2.625,2.25,3.3,2.625,2.25,3.25,2.6,,,1488.23,1566.18
B1,02/02/02,Germinal,Molenbeek,2,2,D,0,0,D,1.6,3.5,4.7,1.5,3.5,4.5,1.571,3.5,5.0,1.615,3.5,4.5,1.6,3.5,4.4,,,1584.09,1473.23
B1,02/02/02,Lommel,Westerlo,3,0,H,2,0,H,2.2,3.35,2.7,2.2,3.0,2.6,2.2,3.3,2.7,2.2,3.3,2.7,2.2,3.3,2.65,,,1467.26,1540.78
B1,02/02/02,Standard,St Truiden,1,3,A,1,2,A,1.35,4.15,7.0,1.35,4.0,7.0,1.333,4.333,7.0,1.3,4.333,8.0,1.3,4.3,7.5,,,1673.78,1514.01
B1,03/02/02,Aalst,Beveren,0,1,A,0,0,D,1.88,3.35,3.42,1.8,3.0,3.5,1.9,3.4,3.3,1.909,3.5,3.2,1.9,3.5,3.1,,,1407.12,1376.8
B1,03/02/02,Club Brugge,Antwerp,4,1,H,3,0,H,1.22,5.2,9.0,1.2,4.7,9.0,1.222,5.0,9.0,1.2,5.5,9.0,1.2,5.2,9.0,,,1740.21,1468.13
B1,03/02/02,Lierse,Louvieroise,0,1,A,0,0,D,1.68,3.35,4.35,1.65,3.2,3.9,1.7,3.4,4.2,1.667,3.4,4.333,,,,,,1491.73,1465.17
B1,09/02/02,Anderlecht,Lierse,7,1,H,2,0,H,1.25,4.7,9.0,1.2,4.7,9.0,1.3,4.333,8.0,1.25,5.0,8.0,1.25,4.75,8.0,,,1784.5,1474.87
B1,09/02/02,Antwerp,Aalst,2,0,H,0,0,D,1.65,3.45,4.4,1.6,3.3,4.0,1.7,3.3,4.2,1.667,3.4,4.333,1.65,3.4,4.25,,,1465.5,1390.14
B1,09/02/02,Beveren,Gent,2,2,D,0,0,D,4.2,3.35,1.7,4.0,3.3,1.6,4.2,3.5,1.667,4.333,3.4,1.667,3.7,3.4,1.75,,,1393.78,1653.68
B1,09/02/02,Genk,Germinal,4,4,D,3,2,H,1.45,3.75,5.95,1.55,3.5,4.8,1.5,3.6,5.5,1.444,3.75,6.0,1.5,3.6,5.25,,,1654.92,1577.32
B1,09/02/02,Louvieroise,Club Brugge,1,2,A,0,1,A,5.1,3.55,1.55,5.4,3.8,1.45,5.0,3.5,1.571,4.5,3.5,1.615,,,,,,1482.03,1742.84
B1,09/02/02,Lokeren,Lommel,1,0,H,0,0,D,1.45,3.7,6.1,1.4,3.6,5.5,1.5,3.6,5.5,1.4,4.0,6.5,1.4,3.9,6.0,,,1666.54,1478.81
B1,10/02/02,Mouscron,Standard,2,0,H,1,0,H,2.35,3.25,2.55,2.3,3.1,2.6,2.5,3.25,2.4,2.5,3.2,2.4,2.3,3.3,2.5,,,1579.47,1653.36
B1,10/02/02,St Truiden,Molenbeek,1,2,A,0,1,A,1.65,3.4,4.5,1.6,3.3,4.0,1.7,3.3,4.2,1.615,3.5,4.5,1.65,3.45,4.1,,,1534.43,1480.0
B1,10/02/02,Westerlo,Charleroi,3,3,D,1,1,D,1.82,3.3,3.7,1.75,3.1,3.6,1.833,3.2,3.75,1.833,3.4,3.5,1.75,3.4,3.7,,,1529.23,1474.94
B1,16/02/02,Charleroi,Lokeren,1,0,H,0,0,D,2.72,3.2,2.25,2.7,2.9,2.2,2.7,3.25,2.25,,,,2.7,3.3,2.15,,,1480.15,1670.55
B1,16/02/02,Germinal,St Truiden,1,0,H,1,0,H,1.7,3.5,4.0,1.75,3.1,3.6,1.833,3.3,3.6,,,,1.8,3.4,3.5,,,1583.21,1516.71
B1,16/02/02,Lierse,Genk,1,2,A,1,1,D,3.85,3.3,1.8,3.4,3.2,1.85,3.5,3.4,1.833,,,,3.7,3.4,1.75,,,1472.71,1649.03
B1,16/02/02,Lommel,Beveren,3,1,H,2,0,H,1.6,3.6,4.5,1.55,3.3,4.5,1.667,3.4,4.333,,,,1.65,3.5,4.1,,,1474.8,1399.16
B1,16/02/02,Molenbeek,Mouscron,1,1,D,1,0,H,2.55,3.2,2.4,2.3,3.1,2.3,2.5,3.25,2.4,,,,2.35,3.2,2.5,,,1497.72,1591.03
B1,17/02/02,Gent,Antwerp,3,3,D,2,0,H,1.4,4.0,6.4,1.35,3.8,6.2,1.444,3.6,6.5,,,,1.45,3.6,5.8,,,1648.3,1472.18
B1,17/02/02,Aalst,Louvieroise,0,0,D,0,0,D,2.5,3.2,2.4,2.3,3.1,2.3,2.3,3.2,2.625,,,,,,,,,1383.46,1474.94
B1,17/02/02,Club Brugge,Anderlecht,1,0,H,0,0,D,2.12,3.1,3.05,2.1,3.0,3.1,2.1,3.2,3.0,,,,2.1,3.2,3.0,,,1749.93,1786.66
B1,17/02/02,Standard,Westerlo,2,2,D,0,1,A,1.45,3.75,6.0,1.45,3.5,5.0,1.5,3.6,5.5,,,,1.4,3.9,6.0,,,1641.8,1524.02
B1,22/02/02,Louvieroise,Gent,3,1,H,2,1,H,3.0,3.3,2.06,3.5,3.1,1.9,3.2,3.2,2.0,3.0,3.4,2.0,,,,,,1475.25,1640.04
B1,23/02/02,Anderlecht,Aalst,3,1,H,1,1,D,1.1,7.15,13.5,1.1,7.0,14.0,1.143,5.5,15.0,1.1,6.5,15.0,1.1,6.2,15.0,,,1776.41,1383.15
B1,23/02/02,Antwerp,Lommel,3,3,D,2,0,H,1.92,3.3,3.35,2.0,2.9,3.0,2.1,3.2,3.0,2.0,3.4,3.0,2.0,3.4,2.9,,,1480.44,1481.47
B1,23/02/02,Beveren,Charleroi,1,1,D,0,0,D,2.6,3.2,2.35,2.3,3.1,2.3,2.6,3.25,2.3,2.6,3.4,2.25,2.55,3.3,2.25,,,1392.49,1495.83
B1,23/02/02,Lierse,Germinal,1,1,D,1,1,D,2.4,3.2,2.55,2.35,3.0,2.35,2.3,3.25,2.6,2.5,3.25,2.375,2.4,3.3,2.4,,,1462.91,1590.14
B1,23/02/02,Lokeren,Standard,1,1,D,0,1,A,2.15,3.3,2.82,2.2,3.1,2.8,2.2,3.25,2.75,2.2,3.25,2.75,2.2,3.25,2.75,,,1654.87,1634.85
B1,23/02/02,Mouscron,St Truiden,3,0,H,3,0,H,1.66,3.45,4.35,1.7,3.1,3.8,1.667,3.4,4.333,1.615,3.5,4.5,1.6,3.45,4.5,,,1591.27,1509.78
B1,24/02/02,Genk,Club Brugge,3,2,H,2,2,D,2.45,3.25,2.45,2.3,3.1,2.6,2.5,3.1,2.5,2.4,3.2,2.5,2.4,3.25,2.5,,,1658.83,1760.18
B1,24/02/02,Westerlo,Molenbeek,4,0,H,0,0,D,1.95,3.25,3.3,1.85,3.0,3.3,1.85,3.3,3.5,1.833,3.4,3.5,1.85,3.35,3.35,,,1530.97,1497.48
B1,02/03/02,Charleroi,Antwerp,5,0,H,2,0,H,1.73,3.35,4.1,1.9,3.0,3.2,1.727,3.4,4.0,1.727,3.4,4.0,1.7,3.35,4.0,,,1495.71,1476.97
B1,02/03/02,Germinal,Mouscron,2,2,D,0,0,D,2.0,3.25,3.15,2.1,3.0,2.8,2.1,3.2,3.0,2.2,3.25,2.75,2.2,3.25,2.65,,,1589.16,1597.78
B1,02/03/02,Lommel,Louvieroise,3,0,H,2,0,H,1.75,3.35,4.0,1.75,3.1,3.6,1.8,3.3,3.75,1.8,3.25,3.75,,,,,,1484.94,1490.05
B1,02/03/02,Molenbeek,Lokeren,1,0,H,0,0,D,2.7,3.2,2.27,2.7,3.1,2.1,2.7,3.25,2.25,2.7,3.25,2.25,2.55,3.25,2.3,,,1489.56,1650.72
B1,02/03/02,St Truiden,Westerlo,2,0,H,2,0,H,2.05,3.2,3.1,2.1,3.0,2.8,2.1,3.2,3.0,2.0,3.4,3.0,2.05,3.3,2.9,,,1503.27,1538.89
B1,02/03/02,Standard,Beveren,4,1,H,2,1,H,1.22,4.85,10.0,1.2,4.7,9.0,1.286,4.333,8.5,1.25,5.0,8.0,1.25,5.0,7.5,,,1639.0,1392.61
B1,03/03/02,Gent,Anderlecht,2,2,D,0,1,A,2.85,3.2,2.16,3.2,3.1,2.0,2.7,3.1,2.3,2.7,3.1,2.3,2.75,3.1,2.3,,,1625.24,1777.79
B1,03/03/02,Aalst,Genk,0,0,D,0,0,D,5.75,3.65,1.47,6.0,4.0,1.35,5.0,3.5,1.571,5.5,3.6,1.5,5.25,3.6,1.5,,,1381.77,1671.38
B1,03/03/02,Club Brugge,Lierse,3,1,H,1,0,H,1.2,5.25,10.0,1.2,5.0,10.0,1.222,5.0,9.0,1.2,5.0,11.0,1.15,6.0,10.0,,,1747.63,1463.89
B1,08/03/02,Genk,Gent,2,1,H,0,1,A,1.6,3.5,4.7,1.7,3.2,4.2,1.7,3.4,4.2,1.615,3.5,4.5,1.65,3.5,4.1,,,1665.16,1627.12
B1,08/03/02,Louvieroise,Charleroi,2,1,H,1,1,D,2.15,3.2,2.9,2.1,3.0,3.1,2.2,3.25,2.75,2.3,3.2,2.625,,,,,,1480.88,1504.1
B1,09/03/02,Anderlecht,Lommel,2,0,H,1,0,H,1.25,4.85,8.75,1.25,4.5,9.0,1.25,4.6,9.0,1.25,4.5,10.0,1.2,5.0,10.0,,,1775.91,1494.11
B1,09/03/02,Beveren,Molenbeek,1,3,A,0,2,A,2.6,3.1,2.4,2.6,3.1,2.2,2.5,3.25,2.375,2.5,3.25,2.375,2.5,3.25,2.35,,,1389.61,1504.24
B1,09/03/02,Lierse,Aalst,3,1,H,0,0,D,1.6,3.5,4.7,1.55,3.4,4.6,1.7,3.4,4.2,1.615,3.5,4.5,1.7,3.4,4.0,,,1461.42,1387.99
B1,09/03/02,Lokeren,St Truiden,0,1,A,0,0,D,1.62,3.4,4.75,1.6,3.3,4.4,1.667,3.4,4.333,1.667,3.4,4.333,1.65,3.5,4.1,,,1636.04,1513.48
B1,09/03/02,Westerlo,Mouscron,0,2,A,0,0,D,2.45,3.1,2.55,2.3,3.1,2.5,2.4,3.25,2.5,2.375,3.25,2.5,2.35,3.4,2.4,,,1528.68,1600.99
B1,10/03/02,Antwerp,Standard,0,0,D,0,0,D,2.9,3.1,2.2,3.0,3.1,2.1,2.75,3.25,2.2,2.8,3.2,2.2,2.6,3.2,2.3,,,1468.58,1642.0
B1,10/03/02,Club Brugge,Germinal,3,2,H,1,0,H,1.33,4.25,7.5,1.3,4.3,8.0,1.333,4.2,7.5,1.3,4.333,8.0,1.35,3.8,7.5,,,1750.1,1585.95
B1,13/03/02,Genk,Anderlecht,1,1,D,1,1,D,2.3,3.3,2.6,2.3,3.1,2.6,2.375,3.2,2.6,2.25,3.2,2.7,2.2,3.2,2.7,,,1672.94,1778.41
B1,16/03/02,Gent,Lierse,2,3,A,1,0,H,1.45,3.75,6.0,1.4,3.8,5.5,1.5,3.4,6.0,1.4,4.0,6.5,1.5,3.6,5.2,,,1619.34,1468.15
B1,16/03/02,Charleroi,Anderlecht,1,1,D,0,0,D,4.0,3.3,1.75,4.0,3.3,1.7,3.5,3.4,1.833,3.6,3.4,1.8,3.65,3.25,1.8,,,1494.32,1778.21
B1,16/03/02,Germinal,Westerlo,1,1,D,0,1,A,1.67,3.35,4.4,1.65,3.3,4.0,1.727,3.4,4.0,1.727,3.4,4.0,1.7,3.3,4.1,,,1581.47,1515.19
B1,16/03/02,Lommel,Genk,1,5,A,0,1,A,3.65,3.25,1.85,3.8,3.3,1.75,3.4,3.25,1.909,3.4,3.25,1.909,3.45,3.25,1.85,,,1491.61,1673.14
B1,16/03/02,Mouscron,Lokeren,4,0,H,1,0,H,1.67,3.4,4.2,1.75,3.3,3.8,1.8,3.25,3.75,1.667,3.4,4.333,1.65,3.4,4.2,,,1614.48,1616.47
B1,16/03/02,Standard,Louvieroise,1,2,A,0,1,A,1.3,4.5,7.8,1.35,4.0,7.0,1.364,3.8,7.5,1.3,4.333,8.0,,,,,,1639.4,1490.66
B1,17/03/02,Aalst,Club Brugge,1,1,D,1,0,H,6.65,4.2,1.35,7.0,4.0,1.35,7.0,3.75,1.4,7.0,4.0,1.364,6.5,3.75,1.4,,,1381.26,1754.58
B1,17/03/02,Molenbeek,Antwerp,2,0,H,1,0,H,1.72,3.35,4.15,1.8,3.2,3.6,1.8,3.3,3.75,1.667,3.4,4.333,1.7,3.3,4.1,,,1516.21,1471.18
B1,17/03/02,St Truiden,Beveren,4,2,H,1,1,D,1.38,4.0,6.5,1.35,4.0,6.5,1.4,3.8,6.5,1.4,3.75,7.0,1.35,4.0,6.8,,,1533.05,1377.64
B1,22/03/02,Anderlecht,Standard,0,0,D,0,0,D,1.53,3.5,5.4,1.45,3.8,5.4,1.55,3.4,5.25,1.533,3.4,5.5,1.57,3.3,5.5,,,1772.15,1619.22
B1,23/03/02,Antwerp,St Truiden,4,1,H,0,0,D,2.4,3.1,2.6,2.0,3.0,3.0,2.4,3.2,2.5,2.5,3.2,2.4,2.45,3.2,2.4,,,1463.61,1537.72
B1,23/03/02,Beveren,Mouscron,0,1,A,0,0,D,5.4,3.4,1.55,4.2,3.5,1.6,4.75,3.4,1.6,4.5,3.5,1.615,4.1,3.5,1.65,,,1372.97,1623.54
B1,23/03/02,Genk,Charleroi,3,2,H,3,0,H,1.28,4.25,9.3,1.3,4.5,7.0,1.364,4.333,6.0,1.364,4.0,7.0,1.35,4.0,7.0,,,1682.76,1500.38
B1,23/03/02,Lierse,Lommel,6,3,H,1,1,D,1.92,3.2,3.45,1.75,3.2,3.8,2.0,3.25,3.1,1.909,3.2,3.5,1.9,3.3,3.25,,,1488.38,1481.99
B1,23/03/02,Lokeren,Westerlo,2,0,H,0,0,D,1.67,3.4,4.35,1.6,3.5,4.2,1.65,3.4,4.333,1.615,3.5,4.5,1.65,3.5,4.1,,,1607.41,1520.75
B1,24/03/02,Aalst,Germinal,3,3,D,3,0,H,2.85,3.1,2.2,,,,,,,,,,,,,,,1389.47,1575.91
B1,24/03/02,Club Brugge,Gent,0,1,A,0,0,D,1.38,3.8,7.3,1.35,4.0,7.0,1.4,3.8,6.5,1.4,3.75,7.0,1.4,3.75,7.0,,,1746.37,1599.11
B1,24/03/02,Louvieroise,Molenbeek,1,0,H,0,0,D,2.0,3.1,3.35,2.0,3.0,3.0,2.2,3.2,2.75,1.909,3.4,3.25,2.1,3.3,2.8,,,1510.84,1523.78
B1,30/03/02,Gent,Aalst,2,2,D,1,1,D,1.22,5.0,9.7,1.2,5.0,10.0,,,,1.3,4.333,8.0,1.35,4.0,7.0,,,1619.26,1392.52
B1,30/03/02,Charleroi,Lierse,3,1,H,1,0,H,1.98,3.2,3.25,2.0,3.0,3.0,2.0,3.2,3.2,1.909,3.25,3.4,1.95,3.2,3.25,,,1496.27,1497.17
B1,30/03/02,Germinal,Lokeren,0,0,D,0,0,D,2.0,3.2,3.22,2.2,3.0,2.9,2.0,3.2,3.2,2.0,3.3,3.1,2.0,3.3,3.0,,,1572.86,1613.77
B1,30/03/02,Lommel,Club Brugge,0,2,A,0,0,D,4.2,3.5,1.65,4.4,3.3,1.65,4.333,3.4,1.667,4.0,3.4,1.727,4.2,3.4,1.65,,,1473.2,1726.22
B1,30/03/02,Mouscron,Antwerp,5,1,H,2,1,H,1.35,4.25,6.75,1.35,4.0,6.5,1.333,4.333,7.0,1.3,4.333,8.0,1.35,4.0,7.0,,,1630.94,1475.18
B1,30/03/02,St Truiden,Louvieroise,1,0,H,0,0,D,1.68,3.35,4.35,1.75,3.2,3.8,1.7,3.25,4.333,1.667,3.4,4.333,1.7,3.35,4.0,,,1526.15,1520.27
B1,30/03/02,Standard,Genk,2,0,H,1,0,H,2.42,3.2,2.52,2.4,3.0,2.6,2.5,3.25,2.375,2.5,3.1,2.5,2.5,3.1,2.4,,,1626.99,1686.87
B1,30/03/02,Westerlo,Beveren,1,0,H,0,0,D,1.35,4.45,6.35,1.25,4.5,8.0,1.364,3.75,8.0,1.444,3.75,6.0,1.45,3.6,6.0,,,1514.39,1365.57
B1,01/04/02,Molenbeek,Anderlecht,2,3,A,1,1,D,4.4,3.5,1.62,4.0,3.2,1.75,4.0,3.4,1.727,3.6,3.4,1.8,3.8,3.3,1.75,,,1514.35,1764.38
B1,05/04/02,Club Brugge,Charleroi,1,0,H,1,0,H,1.2,4.95,10.6,1.25,4.5,9.0,1.222,5.0,9.0,,,,1.2,5.5,8.0,,,1733.55,1505.3
B1,06/04/02,Gent,Germinal,1,1,D,0,0,D,1.7,3.3,4.2,1.8,3.1,3.8,1.7,3.4,4.2,,,,1.75,3.0,4.3,,,1610.07,1570.75
B1,06/04/02,Anderlecht,St Truiden,0,2,A,0,0,D,1.25,4.9,8.0,1.25,4.5,9.0,1.25,4.8,8.5,,,,1.25,4.8,7.5,,,1771.79,1534.95
B1,06/04/02,Antwerp,Westerlo,1,1,D,1,0,H,1.96,3.2,3.25,1.9,3.1,3.5,2.0,3.2,3.2,,,,2.1,3.25,2.85,,,1470.52,1519.21
B1,06/04/02,Beveren,Lokeren,0,2,A,0,1,A,3.62,3.35,1.8,3.8,3.2,1.75,3.4,3.4,1.85,,,,3.5,3.2,1.85,,,1360.75,1615.88
B1,06/04/02,Genk,Molenbeek,2,0,H,2,0,H,1.25,4.65,8.7,1.25,4.5,9.0,,,,,,,1.3,4.4,7.2,,,1675.81,1506.94
B1,06/04/02,Louvieroise,Mouscron,1,0,H,0,0,D,3.0,3.2,2.08,3.5,3.1,1.9,3.0,3.4,2.0,,,,2.7,3.2,2.2,,,1511.47,1635.6
B1,06/04/02,Lierse,Standard,1,1,D,0,0,D,2.8,3.2,2.18,2.7,3.1,2.2,3.0,3.0,2.2,,,,2.75,3.15,2.2,,,1488.14,1638.05
B1,07/04/02,Aalst,Lommel,0,1,A,0,0,D,2.25,3.15,2.75,,,,,,,,,,2.2,3.25,2.65,,,1401.71,1465.87
