Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Attendance,Referee,HS,AS,HST,AST,HHW,AHW,HC,AC,HF,AF,HO,AO,HY,AY,HR,AR,HBP,ABP,GBH,GBD,GBA,LBH,LBD,LBA,SYH,SYD,SYA,WHH,WHD,WHA,EloHome,EloAway
SC2,24/11/01,Alloa,Forfar,1.0,2.0,A,1.0,0.0,H,458.0,B. J. McGarry,9.0,6.0,8.0,5.0,0.0,0.0,8.0,2.0,8.0,11.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,10.0,1.95,3.5,3.05,,,,1.83,3.5,3.4,2.0,3.5,2.9,1262.61,1193.54
SC2,24/11/01,Cowdenbeath,Clydebank,1.0,1.0,D,0.0,0.0,D,333.0,E. Martindale,5.0,9.0,3.0,6.0,0.0,0.0,5.0,11.0,7.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,10.0,10.0,2.6,3.45,2.2,,,,2.6,3.5,2.2,2.5,3.5,2.25,1252.12,1237.42
SC2,24/11/01,Morton,Berwick,1.0,2.0,A,0.0,2.0,A,1190.0,I. Brines,14.0,9.0,8.0,4.0,2.0,0.0,6.0,4.0,13.0,15.0,2.0,6.0,1.0,1.0,0.0,0.0,10.0,10.0,2.2,3.4,2.65,,,,2.1,3.5,2.75,2.2,3.5,2.6,1209.24,1187.74
SC2,24/11/01,Stenhousemuir,Queen of Sth,1.0,1.0,D,0.0,1.0,A,514.0,A. Hunter,8.0,15.0,5.0,7.0,1.0,1.0,8.0,7.0,16.0,18.0,1.0,5.0,2.0,3.0,0.0,0.0,20.0,30.0,2.35,3.4,2.45,,,,2.5,3.25,2.38,2.37,3.5,2.37,1193.53,1212.62
SC2,24/11/01,Stranraer,Hamilton,2.0,1.0,H,2.0,1.0,H,412.0,H. Dallas,8.0,16.0,6.0,7.0,1.0,3.0,7.0,6.0,6.0,16.0,4.0,1.0,0.0,3.0,0.0,0.0,0.0,30.0,1.9,3.4,3.25,,,,1.91,3.75,3.0,1.9,3.5,3.2,1238.18,1228.41
SC2,01/12/01,Clydebank,Stenhousemuir,3.0,2.0,H,2.0,2.0,D,220.0,I. G. Frickleton,12.0,8.0,8.0,3.0,0.0,0.0,8.0,3.0,14.0,13.0,3.0,1.0,3.0,2.0,1.0,0.0,55.0,20.0,1.7,3.55,3.85,,,,1.73,3.6,3.75,1.66,3.75,3.8,1241.4,1190.67
SC2,01/12/01,Cowdenbeath,Morton,1.0,1.0,D,0.0,1.0,A,501.0,J. Gilmour,4.0,14.0,1.0,9.0,0.0,0.0,3.0,4.0,9.0,10.0,7.0,1.0,1.0,1.0,0.0,0.0,10.0,10.0,1.95,3.3,3.3,,,,1.83,3.4,3.5,2.1,3.5,2.75,1248.14,1192.54
SC2,01/12/01,Forfar,Stranraer,1.0,1.0,D,1.0,0.0,H,420.0,T. Brown,9.0,11.0,4.0,6.0,1.0,1.0,5.0,5.0,6.0,11.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25,3.3,2.65,,,,2.25,3.4,2.62,2.25,3.5,2.5,1211.68,1246.86
SC2,01/12/01,Hamilton,Alloa,1.0,0.0,H,1.0,0.0,H,1833.0,C. Richmond,11.0,7.0,3.0,2.0,0.0,0.0,6.0,10.0,11.0,8.0,4.0,6.0,2.0,2.0,0.0,0.0,20.0,20.0,2.65,3.4,2.2,,,,2.62,3.4,2.2,2.5,3.5,2.25,1219.73,1244.47
SC2,01/12/01,Queen of Sth,Berwick,2.0,2.0,D,2.0,0.0,H,1113.0,E. D. Mack,6.0,10.0,4.0,5.0,0.0,0.0,5.0,3.0,15.0,11.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.78,3.4,3.7,,,,1.8,3.5,3.5,1.72,3.75,3.6,1215.48,1204.44
SC2,15/12/01,Alloa,Queen of Sth,2.0,0.0,H,1.0,0.0,H,472.0,J. R. Underhill,12.0,12.0,9.0,8.0,0.0,0.0,7.0,3.0,13.0,12.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,3.2,2.8,,,,2.0,3.6,2.88,2.1,3.4,2.8,1234.64,1211.62
SC2,15/12/01,Berwick,Forfar,1.0,1.0,D,1.0,1.0,D,382.0,G Thompson,15.0,7.0,10.0,2.0,0.0,0.0,9.0,3.0,20.0,14.0,3.0,0.0,1.0,1.0,0.0,0.0,10.0,10.0,2.45,3.3,2.4,,,,2.5,3.25,2.38,2.5,3.5,2.25,1208.3,1209.37
SC2,15/12/01,Morton,Hamilton,1.0,1.0,D,0.0,0.0,D,1145.0,A. C. Gemmill,8.0,11.0,5.0,6.0,0.0,0.0,5.0,6.0,13.0,14.0,5.0,8.0,1.0,3.0,0.0,0.0,10.0,30.0,2.35,3.2,2.55,,,,2.38,3.5,2.38,2.37,3.5,2.37,1197.79,1229.56
SC2,15/12/01,Stenhousemuir,Cowdenbeath,0.0,3.0,A,0.0,1.0,A,353.0,C.Richmond,11.0,20.0,6.0,12.0,0.0,1.0,4.0,6.0,14.0,17.0,2.0,7.0,0.0,2.0,0.0,0.0,0.0,20.0,2.2,3.15,2.8,,,,2.1,3.4,2.8,2.25,3.5,2.5,1183.28,1242.89
SC2,15/12/01,Stranraer,Clydebank,0.0,1.0,A,0.0,0.0,D,422.0,C Thompson,7.0,4.0,2.0,3.0,0.0,0.0,2.0,0.0,9.0,13.0,2.0,1.0,1.0,1.0,0.0,0.0,10.0,10.0,2.25,3.2,2.7,,,,2.1,3.5,2.75,2.25,3.5,2.5,1249.17,1248.79
SC2,29/12/01,Stranraer,Cowdenbeath,2.0,1.0,H,1.0,0.0,H,387.0,"Mack, E. D.",13.0,7.0,10.0,4.0,0.0,0.0,7.0,3.0,10.0,14.0,5.0,2.0,1.0,2.0,1.0,0.0,35.0,20.0,2.05,3.45,2.85,2.0,3.6,2.87,2.0,3.6,2.88,2.1,3.5,2.75,1233.16,1256.84
SC2,08/01/02,Clydebank,Morton,1.0,2.0,A,1.0,0.0,H,941.0,"Richmond, C",12.0,5.0,4.0,2.0,1.0,0.0,6.0,4.0,11.0,11.0,3.0,6.0,0.0,2.0,0.0,0.0,0.0,20.0,,,,,,,,,,,,,1264.8,1195.37
SC2,12/01/02,Cowdenbeath,Alloa,1.0,2.0,A,0.0,0.0,D,394.0,"Thomson, G",8.0,13.0,2.0,7.0,0.0,1.0,6.0,9.0,7.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.32,3.45,2.45,2.37,3.5,2.37,2.5,3.25,2.38,2.37,3.5,2.37,1247.04,1242.89
SC2,12/01/02,Hamilton,Forfar,2.0,0.0,H,1.0,0.0,H,1693.0,"Richmond, C",10.0,11.0,4.0,2.0,0.0,1.0,5.0,5.0,12.0,8.0,3.0,4.0,2.0,1.0,0.0,0.0,20.0,10.0,2.5,3.35,2.32,2.25,3.5,2.5,2.38,3.25,2.5,2.5,3.4,2.3,1231.98,1212.84
SC2,12/01/02,Morton,Stranraer,2.0,2.0,D,1.0,2.0,A,1368.0,"Martindale, E.",11.0,9.0,4.0,8.0,1.0,0.0,5.0,3.0,13.0,13.0,4.0,4.0,2.0,1.0,0.0,0.0,20.0,10.0,2.88,3.55,2.0,2.5,3.5,2.25,2.62,3.4,2.2,2.87,3.6,2.0,1213.52,1242.96
SC2,12/01/02,Queen of Sth,Clydebank,1.0,0.0,H,0.0,0.0,D,1161.0,"Gilmore, J",10.0,5.0,3.0,3.0,0.0,0.0,7.0,6.0,12.0,14.0,3.0,2.0,1.0,4.0,0.0,0.0,10.0,40.0,2.6,3.45,2.2,2.5,3.5,2.25,2.6,3.4,2.25,2.5,3.5,2.25,1203.37,1246.65
SC2,12/01/02,Stenhousemuir,Berwick,1.0,3.0,A,1.0,1.0,D,422.0,"McGarry, B. J.",14.0,11.0,9.0,7.0,0.0,1.0,4.0,9.0,16.0,13.0,1.0,6.0,1.0,2.0,0.0,0.0,10.0,20.0,2.2,3.35,2.65,2.2,3.5,2.62,2.1,3.5,2.75,2.25,3.5,2.5,1169.33,1204.83
SC2,19/01/02,Berwick,Morton,0.0,0.0,D,0.0,0.0,D,690.0,"Thompson, C",8.0,13.0,1.0,7.0,0.0,0.0,6.0,7.0,15.0,16.0,8.0,5.0,3.0,1.0,0.0,0.0,30.0,10.0,2.25,3.25,2.75,2.1,3.5,2.75,2.2,3.5,2.6,2.2,3.5,2.6,1219.62,1211.02
SC2,19/01/02,Clydebank,Cowdenbeath,1.0,0.0,H,1.0,0.0,H,245.0,Ian Brines,16.0,4.0,6.0,2.0,1.0,0.0,8.0,4.0,10.0,10.0,3.0,5.0,0.0,1.0,0.0,0.0,0.0,10.0,1.72,3.45,4.1,1.67,3.6,4.0,1.67,3.6,4.0,1.72,3.6,3.75,1236.17,1230.9
SC2,19/01/02,Forfar,Alloa,4.0,1.0,H,2.0,0.0,H,442.0,"Mack, E. D.",13.0,9.0,8.0,5.0,1.0,1.0,3.0,6.0,7.0,6.0,2.0,5.0,0.0,3.0,0.0,2.0,0.0,80.0,2.35,3.25,2.62,2.37,3.5,2.37,2.38,3.5,2.38,2.37,3.5,2.37,1204.47,1259.03
SC2,19/01/02,Hamilton,Stranraer,2.0,0.0,H,1.0,0.0,H,1808.0,"Rowbotham, J",12.0,5.0,5.0,1.0,0.0,0.0,9.0,11.0,8.0,7.0,1.0,7.0,1.0,0.0,0.0,0.0,10.0,0.0,2.5,3.25,2.45,2.25,3.5,2.5,2.38,3.25,2.5,2.5,3.4,2.3,1240.35,1245.46
SC2,19/01/02,Queen of Sth,Stenhousemuir,1.0,0.0,H,0.0,0.0,D,1224.0,"Fyfe, I. M.",13.0,2.0,5.0,0.0,3.0,0.0,3.0,2.0,14.0,19.0,6.0,5.0,3.0,3.0,0.0,1.0,30.0,55.0,1.9,3.3,3.5,1.91,3.5,3.2,1.83,3.5,3.4,1.8,3.6,3.4,1213.85,1154.54
SC2,26/01/02,Cowdenbeath,Queen of Sth,1.0,2.0,A,1.0,1.0,D,410.0,"Summers, D",7.0,8.0,2.0,4.0,1.0,0.0,3.0,3.0,9.0,13.0,0.0,2.0,1.0,1.0,0.0,0.0,10.0,10.0,2.6,3.1,2.4,2.5,3.5,2.25,2.5,3.25,2.375,2.75,3.2,2.25,1222.08,1220.99
SC2,26/01/02,Stranraer,Berwick,2.0,2.0,D,1.0,0.0,H,412.0,"Clyde, G. T.",14.0,9.0,3.0,6.0,1.0,0.0,6.0,3.0,12.0,14.0,2.0,3.0,2.0,4.0,0.0,0.0,20.0,40.0,1.95,3.4,3.1,2.0,3.6,2.87,1.909,3.4,3.25,2.0,3.6,2.87,1236.29,1215.84
SC2,02/02/02,Clydebank,Stranraer,1.0,2.0,A,1.0,0.0,H,233.0,"Gemmill, A. C.",12.0,14.0,7.0,6.0,1.0,0.0,6.0,2.0,17.0,18.0,3.0,6.0,2.0,2.0,1.0,0.0,45.0,20.0,1.8,3.45,3.55,1.73,3.5,3.75,1.8,3.25,3.75,1.9,3.5,3.2,1244.99,1232.12
SC2,02/02/02,Cowdenbeath,Stenhousemuir,2.0,4.0,A,2.0,0.0,H,259.0,"MacKay, C. J.",7.0,7.0,3.0,5.0,0.0,0.0,5.0,6.0,19.0,8.0,3.0,2.0,3.0,2.0,1.0,1.0,55.0,45.0,2.1,3.45,2.75,2.2,3.5,2.62,2.2,3.4,2.625,2.2,3.5,2.6,1206.04,1147.4
SC2,02/02/02,Forfar,Berwick,0.0,0.0,D,0.0,0.0,D,1066.0,"Fyfe, I. M.",7.0,8.0,4.0,3.0,0.0,1.0,1.0,7.0,9.0,10.0,5.0,1.0,1.0,1.0,0.0,0.0,10.0,10.0,1.95,3.5,3.02,2.0,3.4,3.0,1.909,3.4,3.25,2.0,3.6,2.87,1215.34,1220.01
SC2,02/02/02,Hamilton,Morton,2.0,1.0,H,2.0,0.0,H,2142.0,"Frickleton, I. G.",14.0,6.0,13.0,4.0,0.0,0.0,6.0,3.0,15.0,17.0,7.0,5.0,3.0,3.0,0.0,1.0,30.0,55.0,1.9,3.5,3.15,1.91,3.5,3.2,1.833,3.75,3.2,1.9,3.5,3.2,1249.52,1214.8
SC2,02/02/02,Queen of Sth,Alloa,0.0,1.0,A,0.0,1.0,A,1374.0,"Hardie, C.",7.0,7.0,2.0,3.0,0.0,1.0,6.0,5.0,14.0,14.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,20.0,2.1,3.45,2.75,2.1,3.5,2.75,2.2,3.4,2.625,2.2,3.5,2.6,1237.03,1248.16
SC2,09/02/02,Alloa,Hamilton,2.0,2.0,D,2.0,1.0,H,626.0,"Mitchell, G. P.",9.0,11.0,7.0,7.0,0.0,0.0,4.0,7.0,10.0,13.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.05,3.4,2.9,2.0,3.6,2.87,1.909,3.75,3.0,2.1,3.5,2.75,1263.79,1257.4
SC2,09/02/02,Berwick,Queen of Sth,1.0,0.0,H,1.0,0.0,H,552.0,"Young, W. S. G.",8.0,10.0,7.0,5.0,0.0,0.0,5.0,6.0,9.0,7.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,10.0,2.52,3.5,2.27,2.25,3.5,2.5,2.5,3.25,2.375,2.62,3.5,2.2,1223.36,1221.4
SC2,09/02/02,Stenhousemuir,Clydebank,0.0,0.0,D,0.0,0.0,D,321.0,"Orr, R.",2.0,13.0,1.0,7.0,0.0,0.0,3.0,5.0,12.0,12.0,6.0,14.0,1.0,0.0,0.0,0.0,10.0,0.0,2.75,3.5,2.1,2.75,3.5,2.1,2.625,3.4,2.2,2.87,3.6,2.0,1165.24,1228.57
SC2,09/02/02,Stranraer,Forfar,0.0,3.0,A,0.0,2.0,A,314.0,"Melville, C. J.",10.0,14.0,3.0,7.0,0.0,0.0,3.0,4.0,7.0,10.0,3.0,1.0,1.0,0.0,0.0,0.0,10.0,0.0,2.1,3.5,2.75,2.1,3.5,2.75,2.1,3.5,2.75,2.2,3.5,2.62,1248.54,1211.99
SC2,16/02/02,Alloa,Morton,4.0,0.0,H,2.0,0.0,H,657.0,"Gilmore, J",10.0,11.0,7.0,7.0,0.0,0.0,4.0,7.0,7.0,9.0,6.0,5.0,0.0,1.0,0.0,1.0,0.0,35.0,1.73,3.5,4.0,1.73,3.5,3.75,1.667,3.6,4.0,1.72,3.6,3.75,1260.08,1206.92
SC2,16/02/02,Clydebank,Hamilton,1.0,1.0,D,1.0,1.0,D,375.0,"Smith, D",7.0,6.0,4.0,2.0,0.0,0.0,3.0,6.0,15.0,21.0,6.0,3.0,3.0,4.0,1.0,1.0,55.0,65.0,1.73,3.5,4.0,1.91,3.4,3.25,1.667,3.6,4.0,1.83,3.5,3.4,1229.88,1261.11
SC2,16/02/02,Cowdenbeath,Berwick,1.0,1.0,D,1.0,0.0,H,366.0,"Conroy, S",9.0,8.0,3.0,3.0,0.0,0.0,3.0,6.0,16.0,10.0,3.0,3.0,4.0,3.0,0.0,0.0,40.0,30.0,2.35,3.25,2.62,2.5,3.5,2.25,2.375,3.25,2.5,2.37,3.5,2.37,1188.2,1232.29
SC2,16/02/02,Queen of Sth,Forfar,3.0,1.0,H,2.0,0.0,H,1141.0,"Brown, T.",20.0,5.0,10.0,2.0,0.0,0.0,6.0,2.0,12.0,10.0,5.0,3.0,0.0,2.0,0.0,1.0,0.0,45.0,2.13,3.25,2.95,2.25,3.5,2.5,2.2,3.4,2.625,2.1,3.5,2.75,1212.47,1229.16
SC2,16/02/02,Stenhousemuir,Stranraer,0.0,0.0,D,0.0,0.0,D,491.0,"Brines, I",12.0,5.0,5.0,2.0,0.0,0.0,2.0,2.0,9.0,10.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,3.25,2.45,2.5,3.5,2.25,2.375,3.25,2.5,2.37,3.5,2.37,1163.93,1231.37
SC2,19/02/02,Berwick,Hamilton,2.0,0.0,H,1.0,0.0,H,576.0,"Hunter, A",2.0,6.0,2.0,4.0,0.0,0.0,1.0,8.0,14.0,8.0,4.0,2.0,1.0,0.0,0.0,0.0,10.0,0.0,2.45,3.55,2.35,2.37,3.25,2.5,2.5,3.25,2.375,2.7,3.3,2.2,1234.28,1263.55
SC2,23/02/02,Berwick,Clydebank,1.0,2.0,A,0.0,1.0,A,535.0,"Thomson, G",12.0,12.0,7.0,6.0,0.0,1.0,8.0,1.0,15.0,21.0,1.0,3.0,6.0,0.0,1.0,0.0,85.0,0.0,2.6,3.2,2.4,2.37,3.25,2.5,2.5,3.25,2.375,2.6,3.4,2.25,1244.27,1227.44
SC2,23/02/02,Hamilton,Cowdenbeath,0.0,2.0,A,0.0,1.0,A,1284.0,"Thompson, C",14.0,7.0,5.0,3.0,0.0,1.0,5.0,1.0,10.0,17.0,2.0,4.0,2.0,4.0,0.0,0.0,20.0,40.0,1.7,3.5,4.0,1.67,3.6,4.0,1.727,3.6,3.75,1.66,3.4,4.33,1253.56,1186.21
SC2,23/02/02,Stranraer,Alloa,0.0,2.0,A,0.0,1.0,A,207.0,"Young, W. S. G.",10.0,13.0,4.0,9.0,1.0,1.0,4.0,5.0,9.0,8.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,3.2,2.6,2.37,3.5,2.37,2.6,3.4,2.25,2.4,3.4,2.4,1232.54,1267.4
SC2,26/02/02,Cowdenbeath,Hamilton,2.0,1.0,H,1.0,0.0,H,283.0,"Mitchell, G. P.",12.0,14.0,6.0,6.0,0.0,0.0,2.0,3.0,10.0,10.0,4.0,3.0,1.0,1.0,0.0,0.0,10.0,10.0,2.3,3.4,2.55,2.37,3.5,2.37,2.25,3.4,2.6,2.4,3.4,2.4,1204.3,1235.47
SC2,26/02/02,Queen of Sth,Morton,6.0,5.0,H,6.0,3.0,H,1242.0,"Melville, C. J.",14.0,11.0,8.0,6.0,2.0,0.0,0.0,9.0,14.0,10.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.62,3.65,4.45,1.61,4.0,4.0,1.667,3.4,4.333,1.66,3.4,4.33,1222.03,1199.6
SC2,27/02/02,Stenhousemuir,Forfar,1.0,1.0,D,0.0,1.0,A,423.0,"Hardie, C.",10.0,11.0,8.0,4.0,0.0,0.0,5.0,6.0,7.0,6.0,2.0,7.0,2.0,0.0,0.0,1.0,20.0,25.0,2.38,3.3,2.55,2.37,3.5,2.37,2.375,3.25,2.5,2.4,3.4,2.4,1162.76,1219.6
SC2,02/03/02,Alloa,Cowdenbeath,0.0,0.0,D,0.0,0.0,D,560.0,"Frickleton, I. G.",12.0,7.0,9.0,4.0,0.0,0.0,6.0,4.0,6.0,19.0,0.0,0.0,2.0,3.0,0.0,1.0,20.0,55.0,1.71,3.6,3.8,1.61,4.0,4.0,1.615,3.6,4.333,1.72,3.6,3.75,1282.22,1214.36
SC2,02/03/02,Berwick,Stenhousemuir,2.0,1.0,H,1.0,0.0,H,420.0,"Hardie, C.",10.0,10.0,7.0,5.0,0.0,0.0,7.0,4.0,16.0,16.0,9.0,2.0,1.0,1.0,0.0,0.0,10.0,10.0,2.05,3.3,3.0,1.91,3.4,3.25,2.0,3.4,3.0,2.1,3.4,2.8,1227.72,1161.22
SC2,02/03/02,Clydebank,Queen of Sth,0.0,1.0,A,0.0,1.0,A,407.0,"Fyfe, I. M.",8.0,7.0,2.0,5.0,0.0,0.0,9.0,8.0,13.0,15.0,0.0,6.0,1.0,1.0,0.0,0.0,10.0,10.0,1.97,3.25,3.25,2.1,3.5,2.75,2.0,3.4,3.0,2.1,3.2,3.0,1243.99,1230.3
SC2,02/03/02,Forfar,Hamilton,1.0,4.0,A,1.0,3.0,A,445.0,"Clyde, G. T.",9.0,10.0,2.0,7.0,0.0,0.0,7.0,6.0,5.0,10.0,2.0,5.0,1.0,3.0,0.0,0.0,10.0,30.0,2.2,3.3,2.7,2.2,3.5,2.62,,,,2.25,3.4,2.6,1221.14,1225.41
SC2,02/03/02,Stranraer,Morton,0.0,0.0,D,0.0,0.0,D,428.0,"Martindale, E.",13.0,12.0,5.0,4.0,0.0,0.0,5.0,8.0,12.0,11.0,6.0,6.0,2.0,0.0,0.0,0.0,20.0,0.0,1.73,3.5,3.8,1.8,3.5,3.5,,,,1.72,3.5,3.8,1217.72,1191.33
SC2,05/03/02,Berwick,Alloa,0.0,1.0,A,0.0,0.0,D,637.0,"Brown, T.",16.0,8.0,5.0,6.0,0.0,0.0,1.0,8.0,12.0,9.0,4.0,3.0,1.0,0.0,0.0,0.0,10.0,0.0,2.5,3.3,2.35,2.5,3.25,2.37,2.5,3.25,2.375,2.5,3.3,2.37,1234.65,1276.61
SC2,05/03/02,Forfar,Clydebank,1.0,2.0,A,1.0,1.0,D,373.0,"Gilmore, J",4.0,10.0,2.0,5.0,0.0,0.0,2.0,10.0,6.0,9.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.55,3.5,2.25,2.5,3.5,2.25,2.375,3.5,2.375,2.62,3.25,2.3,1205.28,1227.54
SC2,05/03/02,Hamilton,Queen of Sth,3.0,1.0,H,2.0,1.0,H,1592.0,"Brines, I",8.0,4.0,5.0,1.0,0.0,0.0,7.0,2.0,13.0,11.0,0.0,1.0,1.0,1.0,0.0,0.0,10.0,10.0,2.55,3.5,2.25,2.37,3.5,2.37,2.5,3.25,2.375,2.62,3.3,2.25,1241.27,1246.75
SC2,09/03/02,Cowdenbeath,Forfar,1.0,2.0,A,1.0,0.0,H,321.0,"Richmond, C",8.0,8.0,3.0,4.0,0.0,0.0,9.0,2.0,7.0,8.0,1.0,0.0,1.0,1.0,0.0,0.0,10.0,10.0,2.25,3.45,2.55,2.2,3.5,2.62,2.2,3.5,2.6,2.3,3.25,2.62,1219.97,1190.03
SC2,09/03/02,Hamilton,Berwick,3.0,1.0,H,2.0,1.0,H,1868.0,"Melville, C. J.",13.0,12.0,7.0,7.0,0.0,0.0,4.0,3.0,23.0,19.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,30.0,2.15,3.5,2.65,2.2,3.5,2.62,2.25,3.4,2.6,2.3,3.25,2.62,1250.45,1220.08
SC2,09/03/02,Morton,Clydebank,3.0,1.0,H,1.0,0.0,H,1146.0,"Hunter, A",7.0,8.0,3.0,6.0,0.0,0.0,3.0,9.0,20.0,17.0,10.0,1.0,2.0,1.0,1.0,0.0,45.0,10.0,3.2,3.6,1.87,3.0,3.4,2.0,3.2,3.5,1.909,3.5,3.4,1.83,1195.69,1242.79
SC2,09/03/02,Queen of Sth,Stranraer,3.0,1.0,H,0.0,0.0,D,2094.0,"McGarry, B. J.",13.0,8.0,6.0,3.0,0.0,1.0,2.0,10.0,13.0,14.0,4.0,0.0,1.0,3.0,0.0,0.0,10.0,30.0,1.87,3.6,3.2,1.8,3.5,3.5,1.8,3.6,3.4,1.8,3.4,3.6,1237.57,1213.36
SC2,09/03/02,Stenhousemuir,Alloa,1.0,0.0,H,1.0,0.0,H,529.0,"McKay, G",9.0,13.0,5.0,3.0,1.0,0.0,5.0,6.0,25.0,9.0,2.0,4.0,2.0,1.0,0.0,0.0,20.0,10.0,2.65,3.5,2.15,2.75,3.5,2.1,2.8,3.4,2.1,2.87,3.3,2.1,1154.29,1291.18
SC2,12/03/02,Alloa,Clydebank,2.0,2.0,D,1.0,2.0,A,474.0,"Orr, R.",5.0,6.0,3.0,3.0,1.0,0.0,4.0,2.0,8.0,11.0,2.0,1.0,1.0,0.0,0.0,0.0,10.0,0.0,2.15,3.5,2.65,2.1,3.5,2.75,2.2,3.4,2.625,2.25,3.3,2.62,1277.36,1232.18
SC2,12/03/02,Forfar,Cowdenbeath,0.0,0.0,D,0.0,0.0,D,444.0,"Ritchie, M.",8.0,8.0,2.0,3.0,1.0,1.0,6.0,11.0,11.0,13.0,0.0,3.0,1.0,1.0,0.0,0.0,10.0,10.0,2.0,3.5,2.95,2.1,3.5,2.75,1.909,3.75,3.0,2.0,3.4,3.0,1207.0,1203.0
SC2,12/03/02,Morton,Stenhousemuir,0.0,1.0,A,0.0,0.0,D,1038.0,"Somers, D.",11.0,6.0,4.0,5.0,0.0,0.0,6.0,4.0,28.0,26.0,7.0,4.0,3.0,4.0,1.0,0.0,55.0,40.0,2.25,3.45,2.55,2.25,3.5,2.5,2.25,3.6,2.5,2.2,3.3,2.7,1206.3,1168.11
SC2,12/03/02,Stranraer,Queen of Sth,1.0,2.0,A,1.0,1.0,D,742.0,"Smith, D",12.0,10.0,6.0,5.0,0.0,0.0,7.0,5.0,12.0,20.0,2.0,2.0,1.0,1.0,0.0,0.0,10.0,10.0,2.65,3.5,2.15,2.62,3.5,2.2,2.75,3.5,2.1,2.7,3.3,2.2,1205.15,1245.78
SC2,16/03/02,Berwick,Stranraer,4.0,1.0,H,0.0,0.0,D,424.0,"Brines, I",14.0,11.0,9.0,6.0,0.0,1.0,4.0,4.0,15.0,13.0,5.0,7.0,1.0,1.0,0.0,0.0,10.0,10.0,2.25,3.4,2.55,2.1,3.5,2.75,2.2,3.25,2.75,2.2,3.25,2.75,1212.06,1190.53
SC2,16/03/02,Clydebank,Alloa,1.0,1.0,D,0.0,1.0,A,307.0,"Toner, K. E.",15.0,3.0,3.0,1.0,3.0,0.0,3.0,4.0,10.0,8.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,2.25,3.4,2.55,2.25,3.4,2.62,2.2,3.5,2.6,2.25,3.3,2.62,1237.12,1272.42
SC2,16/03/02,Forfar,Morton,2.0,1.0,H,0.0,0.0,D,524.0,"Cassidy, B. W.",7.0,16.0,4.0,10.0,0.0,1.0,1.0,3.0,12.0,12.0,5.0,3.0,0.0,1.0,0.0,0.0,0.0,10.0,1.85,3.25,3.55,1.91,3.5,3.2,,,,1.9,3.4,3.25,1203.37,1189.07
SC2,16/03/02,Hamilton,Stenhousemuir,0.0,0.0,D,0.0,0.0,D,1910.0,"Gilmore, J",11.0,8.0,5.0,2.0,0.0,0.0,3.0,10.0,13.0,12.0,5.0,2.0,1.0,1.0,0.0,0.0,10.0,10.0,1.8,3.45,3.5,1.73,3.5,3.75,1.8,3.6,3.4,1.72,3.6,3.75,1258.47,1185.34
SC2,16/03/02,Queen of Sth,Cowdenbeath,2.0,1.0,H,1.0,0.0,H,2028.0,"Murray, C",9.0,5.0,5.0,2.0,0.0,0.0,5.0,5.0,12.0,14.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,25.0,1.7,3.35,4.1,1.67,3.6,4.0,1.615,3.6,4.333,1.61,3.6,4.33,1260.4,1206.63
SC2,19/03/02,Alloa,Stranraer,2.0,2.0,D,0.0,2.0,A,378.0,"Somers, D.",9.0,17.0,5.0,9.0,0.0,1.0,4.0,5.0,15.0,18.0,2.0,3.0,3.0,2.0,0.0,0.0,30.0,20.0,1.7,3.5,4.0,1.67,3.6,4.0,1.667,3.6,4.0,1.72,3.5,3.8,1274.72,1182.23
SC2,19/03/02,Stenhousemuir,Hamilton,0.0,3.0,A,0.0,1.0,A,316.0,"Young, W. S. G.",7.0,15.0,2.0,10.0,0.0,0.0,1.0,9.0,9.0,7.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,3.4,2.45,2.37,3.5,2.37,2.25,3.6,2.5,2.4,3.4,2.4,1191.1,1252.71
SC2,23/03/02,Alloa,Forfar,2.0,1.0,H,0.0,0.0,D,462.0,"Hunter, A",13.0,14.0,11.0,12.0,0.0,0.0,9.0,1.0,11.0,11.0,3.0,9.0,1.0,3.0,0.0,0.0,10.0,30.0,1.82,3.45,3.6,1.73,3.5,3.75,,,,2.0,3.4,3.0,1268.43,1211.9
