Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,GBH,GBD,GBA,IWH,IWD,IWA,SBH,SBD,SBA,SYH,SYD,SYA,WHH,WHD,WHA,EloHome,EloAway
N1,09/12/01,Groningen,Sparta,0,0,D,0,0,D,1.8,3.3,3.8,1.9,3.0,3.1,1.75,3.25,4.0,1.8,3.4,3.6,1.75,3.4,3.75,1468.05,1431.9
N1,09/12/01,PSV Eindhoven,Twente,1,0,H,0,0,D,1.33,4.25,7.25,1.3,4.0,7.0,1.33,4.0,8.0,1.29,4.5,8.0,1.25,4.5,9.0,1772.56,1535.51
N1,14/12/01,For Sittard,NAC Breda,2,3,A,1,2,A,3.35,3.2,1.95,2.9,3.0,2.0,3.2,3.2,2.0,2.8,3.4,2.1,2.75,3.4,2.1,1415.81,1594.39
N1,15/12/01,Graafschap,Willem II,1,1,D,0,0,D,2.27,3.2,2.75,2.3,2.9,2.5,2.25,3.2,2.7,2.2,3.4,2.62,2.1,3.4,2.75,1440.34,1562.93
N1,15/12/01,Den Bosch,Vitesse,4,1,H,1,1,D,2.85,3.2,2.18,2.4,2.9,2.4,2.7,3.1,2.3,2.7,3.25,2.25,2.6,3.25,2.25,1491.68,1669.46
N1,15/12/01,Roda JC,Ajax,1,1,D,1,0,H,3.25,3.25,2.0,3.2,3.1,2.0,3.2,3.2,2.0,3.25,3.4,1.91,3.0,3.3,2.0,1579.89,1673.27
N1,15/12/01,Twente,AZ Alkmaar,0,0,D,0,0,D,1.82,3.4,3.6,1.75,3.1,3.6,1.8,3.4,3.6,1.83,3.3,3.6,1.85,3.4,3.3,1532.37,1485.65
N1,16/12/01,Feyenoord,PSV Eindhoven,0,0,D,0,0,D,2.05,3.3,3.1,1.85,3.2,3.4,2.0,3.2,3.2,1.91,3.4,3.25,2.0,3.4,3.0,1698.34,1775.7
N1,16/12/01,Groningen,Utrecht,2,2,D,1,0,H,2.52,3.2,2.47,2.3,2.9,2.5,2.4,3.4,2.4,2.4,3.4,2.4,2.35,3.3,2.45,1463.39,1640.7
N1,16/12/01,Nijmegen,Heerenveen,1,0,H,0,0,D,2.85,3.3,2.12,2.9,2.9,2.1,2.7,3.25,2.25,2.6,3.25,2.3,2.5,3.3,2.3,1481.45,1638.98
N1,16/12/01,Waalwijk,Sparta,1,1,D,0,1,A,1.55,3.7,5.0,1.45,3.5,5.0,1.57,3.5,5.0,1.53,3.6,5.0,1.6,3.5,4.5,1601.9,1436.56
N1,19/12/01,Ajax,Vitesse,5,1,H,3,1,H,1.57,3.6,5.0,1.7,3.2,4.2,1.53,3.4,5.5,1.5,3.6,5.5,1.55,3.5,5.0,1673.51,1654.21
N1,19/12/01,For Sittard,Utrecht,3,3,D,0,1,A,3.15,3.3,2.0,2.8,3.0,2.1,3.0,3.3,2.05,2.9,3.4,2.0,3.1,3.25,2.0,1406.09,1637.96
N1,19/12/01,Heerenveen,Den Bosch,2,0,H,1,0,H,1.45,3.8,6.2,1.4,3.6,5.5,1.44,3.6,6.5,1.57,3.5,5.0,1.45,3.6,6.0,1624.43,1506.93
N1,19/12/01,Twente,Feyenoord,3,2,H,1,0,H,3.55,3.3,1.88,3.5,3.1,1.9,3.6,3.4,1.8,3.6,3.25,1.83,3.6,3.5,1.75,1527.38,1697.53
N1,22/12/01,NAC Breda,Heerenveen,2,1,H,2,0,H,2.2,3.15,2.85,2.1,2.9,2.9,2.2,3.2,2.8,2.2,3.25,2.75,2.1,3.3,2.8,1604.11,1629.99
N1,22/12/01,PSV Eindhoven,Groningen,8,0,H,5,0,H,1.2,5.25,10.0,1.15,5.5,11.0,1.25,4.6,9.0,1.25,4.5,10.0,1.2,5.0,9.5,1776.51,1466.13
N1,22/12/01,Vitesse,Waalwijk,1,1,D,1,1,D,1.63,3.45,4.6,1.65,3.3,4.4,1.67,3.3,4.5,1.8,3.4,3.6,1.7,3.4,4.0,1645.84,1593.86
N1,22/12/01,Willem II,Twente,3,3,D,1,1,D,1.9,3.3,3.4,1.8,3.0,3.5,1.91,3.4,3.25,1.91,3.2,3.5,1.8,3.2,3.75,1562.12,1542.37
N1,23/12/01,Nijmegen,Roda JC,1,0,H,1,0,H,2.25,3.15,2.75,2.1,3.0,2.8,2.1,3.2,3.0,2.1,3.5,2.75,2.1,3.3,2.8,1496.0,1579.65
N1,23/12/01,Utrecht,Ajax,3,1,H,0,1,A,2.55,3.15,2.43,2.4,3.1,2.4,2.7,3.2,2.25,2.7,3.25,2.25,2.6,3.3,2.25,1633.43,1681.88
N1,25/01/02,Sparta,Heerenveen,1,4,A,0,1,A,2.75,3.1,2.3,2.9,3.0,2.2,2.5,3.3,2.375,2.5,3.25,2.375,2.5,3.25,2.35,1444.6,1620.12
N1,26/01/02,AZ Alkmaar,Groningen,3,2,H,2,0,H,1.67,3.4,4.4,1.75,3.1,3.6,1.615,3.5,4.6,1.667,3.4,4.333,1.65,3.4,4.3,1490.64,1463.98
N1,26/01/02,Graafschap,For Sittard,5,0,H,2,0,H,1.63,3.5,4.5,1.7,3.1,3.8,1.667,3.4,4.333,1.667,3.4,4.333,1.65,3.4,4.3,1441.15,1410.62
N1,26/01/02,PSV Eindhoven,NAC Breda,3,1,H,2,0,H,1.4,3.9,6.5,1.45,3.8,5.4,1.4,3.75,7.0,1.4,3.75,7.0,1.4,3.8,6.5,1778.66,1613.98
N1,26/01/02,Roda JC,Twente,2,1,H,0,1,A,2.02,3.15,3.25,2.1,3.0,3.1,1.9,3.2,3.5,1.909,3.25,3.4,1.95,3.1,3.35,1567.74,1546.52
N1,27/01/02,Den Bosch,Ajax,0,1,A,0,1,A,4.0,3.3,1.75,4.6,3.4,1.6,3.8,3.4,1.75,3.6,3.4,1.8,3.6,3.3,1.8,1501.37,1671.22
N1,27/01/02,Waalwijk,Willem II,0,1,A,0,1,A,1.82,3.25,3.8,1.9,3.2,3.4,1.8,3.4,3.6,1.8,3.25,3.75,1.8,3.2,3.75,1599.0,1557.97
N1,27/01/02,Utrecht,Feyenoord,2,2,D,2,1,H,2.6,3.05,2.45,2.4,3.1,2.4,2.5,3.25,2.4,2.5,3.25,2.375,2.4,3.3,2.4,1644.09,1682.54
N1,27/01/02,Vitesse,Nijmegen,2,1,H,1,1,D,1.55,3.6,5.1,1.45,3.8,5.4,1.615,3.4,4.75,1.571,3.5,5.0,1.65,3.4,4.3,1640.7,1507.91
N1,31/01/02,Willem II,Groningen,3,1,H,1,1,D,1.6,3.5,4.7,1.65,3.1,4.0,1.533,3.4,5.5,1.615,3.25,5.0,1.6,3.5,4.5,1575.28,1455.85
N1,01/02/02,Nijmegen,Sparta,1,1,D,0,1,A,1.65,3.5,4.3,,,,1.667,3.4,4.333,1.615,3.5,4.5,1.65,3.4,4.3,1502.72,1434.78
N1,02/02/02,AZ Alkmaar,Vitesse,0,0,D,0,0,D,2.25,3.35,2.62,2.4,3.0,2.6,2.25,3.25,2.7,2.3,3.4,2.5,2.2,3.4,2.6,1498.77,1645.89
N1,02/02/02,Den Bosch,Waalwijk,1,0,H,1,0,H,2.25,3.35,2.62,2.3,2.9,2.5,2.2,3.2,2.8,2.2,3.25,2.75,2.2,3.25,2.7,1491.35,1581.69
N1,02/02/02,For Sittard,PSV Eindhoven,0,1,A,0,1,A,6.3,3.85,1.42,7.0,4.0,1.35,6.0,3.75,1.444,7.0,3.75,1.4,6.0,3.6,1.45,1402.61,1783.13
N1,02/02/02,Twente,Graafschap,0,0,D,0,0,D,1.6,3.5,4.7,1.65,3.2,3.9,1.615,3.4,4.75,1.667,3.4,4.333,1.65,3.4,4.3,1538.21,1449.16
N1,03/02/02,Feyenoord,Roda JC,5,0,H,2,0,H,1.32,4.3,7.45,1.3,4.2,8.0,1.364,3.8,7.5,1.333,4.333,7.0,1.35,3.8,7.5,1684.73,1576.05
N1,03/02/02,Groningen,NAC Breda,3,0,H,0,0,D,2.5,3.35,2.35,2.6,3.0,2.2,2.5,3.25,2.375,2.5,3.25,2.375,2.5,3.25,2.35,1450.34,1609.51
N1,03/02/02,Utrecht,Heerenveen,0,0,D,0,0,D,1.92,3.25,3.4,1.9,3.1,3.5,1.85,3.25,3.6,1.833,3.4,3.5,1.75,3.3,3.8,1641.9,1629.94
N1,03/02/02,Willem II,Ajax,1,3,A,1,0,H,3.18,3.3,1.98,3.2,3.1,2.0,3.3,3.2,1.95,3.4,3.25,1.909,3.2,3.25,1.95,1580.79,1681.24
N1,05/02/02,Waalwijk,PSV Eindhoven,2,1,H,1,0,H,3.75,3.35,1.81,3.7,3.2,1.8,3.6,3.3,1.833,3.6,3.4,1.8,3.75,3.4,1.75,1569.54,1787.28
N1,06/02/02,Feyenoord,For Sittard,1,0,H,0,0,D,1.15,6.0,11.5,1.15,5.5,11.0,1.143,6.0,12.0,1.111,6.5,15.0,1.15,5.5,12.0,1690.51,1398.46
N1,06/02/02,NAC Breda,Sparta,2,2,D,1,1,D,1.45,3.75,6.0,1.45,3.5,5.0,1.533,3.4,5.5,1.5,3.6,5.5,1.5,3.5,5.5,1594.9,1440.39
N1,06/02/02,Roda JC,Utrecht,1,0,H,0,0,D,2.25,3.3,2.65,2.2,3.0,2.6,2.3,3.25,2.6,2.3,3.25,2.6,2.3,3.2,2.6,1570.27,1638.01
N1,08/02/02,Twente,Den Bosch,4,0,H,1,0,H,1.75,3.25,4.1,1.75,3.2,4.0,1.727,3.25,4.2,1.727,3.2,4.333,1.7,3.15,4.3,1532.01,1503.5
N1,09/02/02,AZ Alkmaar,Heerenveen,0,2,A,0,1,A,2.45,3.15,2.52,2.5,3.0,2.5,2.4,3.2,2.5,2.375,3.25,2.5,2.4,3.3,2.4,1500.45,1633.83
N1,09/02/02,Sparta,Graafschap,1,3,A,1,0,H,1.92,3.3,3.35,1.75,3.1,3.6,2.0,3.2,3.2,1.8,3.25,3.75,1.9,3.15,3.4,1448.2,1455.36
N1,09/02/02,Vitesse,For Sittard,1,1,D,1,1,D,1.22,4.95,9.7,1.2,4.7,9.0,1.3,4.333,8.0,1.333,4.333,7.0,1.3,4.3,7.5,1644.21,1396.09
N1,10/02/02,Ajax,Waalwijk,3,1,H,1,0,H,1.32,4.3,7.5,1.2,5.0,10.0,1.364,4.0,7.0,1.333,4.333,7.0,1.3,4.3,7.5,1693.72,1586.12
N1,10/02/02,Groningen,Feyenoord,0,1,A,0,1,A,4.2,3.4,1.7,4.0,3.3,1.7,4.0,3.3,1.75,3.6,3.4,1.8,3.6,3.3,1.8,1464.95,1692.88
N1,10/02/02,Utrecht,Nijmegen,1,4,A,0,3,A,1.44,4.0,5.7,1.5,3.4,4.7,1.533,3.4,5.5,1.533,3.4,5.5,1.55,3.45,5.0,1626.67,1497.11
N1,15/02/02,Den Bosch,Sparta,1,1,D,0,1,A,1.7,3.35,4.22,1.8,3.1,3.8,1.727,3.4,4.0,1.727,3.2,4.333,1.7,3.25,4.2,1495.42,1432.44
N1,16/02/02,Graafschap,Roda JC,2,1,H,1,0,H,2.1,3.3,2.9,2.1,3.0,2.8,2.2,3.1,2.875,2.2,3.25,2.75,1.95,3.25,3.2,1471.12,1581.61
N1,16/02/02,Heerenveen,Willem II,3,0,H,1,0,H,1.56,3.55,5.0,1.6,3.4,4.6,1.571,3.5,5.0,1.533,3.6,5.0,1.5,3.7,5.0,1645.13,1568.31
N1,16/02/02,Nijmegen,PSV Eindhoven,0,4,A,0,0,D,3.65,3.4,1.8,4.0,3.2,1.75,3.6,3.4,1.8,3.25,3.4,1.909,3.6,3.3,1.8,1516.85,1770.7
N1,17/02/02,AZ Alkmaar,Ajax,0,0,D,0,0,D,4.1,3.45,1.7,4.4,3.3,1.65,4.0,3.4,1.727,4.0,3.4,1.727,4.0,3.4,1.7,1489.15,1699.53
N1,17/02/02,Twente,NAC Breda,1,2,A,0,1,A,2.12,3.2,2.95,2.1,2.9,2.9,2.1,3.2,3.0,2.0,3.1,3.3,2.0,3.2,3.1,1540.09,1587.09
N1,17/02/02,Vitesse,Feyenoord,2,1,H,1,1,D,2.7,3.25,2.25,2.4,3.1,2.4,2.8,3.2,2.2,2.75,3.25,2.2,2.85,3.25,2.1,1634.68,1700.97
N1,20/02/02,Den Bosch,Groningen,1,4,A,1,2,A,1.7,3.4,4.2,1.7,3.1,3.8,1.667,3.4,4.333,,,,1.7,3.4,3.7,1489.95,1456.86
N1,20/02/02,Sparta,AZ Alkmaar,0,4,A,0,2,A,2.1,3.2,3.0,2.1,3.0,2.8,2.2,3.2,2.8,,,,2.1,3.2,3.9,1437.91,1492.99
N1,23/02/02,Roda JC,Willem II,2,0,H,1,0,H,2.02,3.2,3.2,2.2,2.9,2.7,2.0,3.2,3.2,2.0,3.4,3.0,1.85,3.4,3.3,1568.73,1561.67
N1,23/02/02,Vitesse,Den Bosch,1,1,D,1,1,D,1.48,3.65,5.85,1.35,4.0,7.0,1.444,3.6,6.5,1.4,3.75,7.0,1.45,3.65,6.0,1645.97,1472.88
N1,24/02/02,Feyenoord,Twente,1,2,A,0,1,A,1.3,4.35,7.9,1.2,5.0,10.0,1.364,3.75,8.0,1.3,4.333,8.0,1.3,4.3,7.5,1689.68,1525.7
N1,24/02/02,NAC Breda,Ajax,0,1,A,0,0,D,3.1,3.2,2.05,3.1,3.0,2.1,3.25,3.25,1.95,3.0,3.2,2.1,3.0,3.2,2.05,1601.48,1695.69
N1,24/02/02,PSV Eindhoven,Utrecht,4,0,H,1,0,H,1.38,4.0,6.85,1.25,4.5,9.0,1.364,3.75,8.0,1.333,4.333,7.0,1.35,3.8,7.5,1778.0,1606.93
N1,24/02/02,Waalwijk,AZ Alkmaar,3,2,H,1,1,D,1.7,3.4,4.2,1.7,3.1,3.8,1.75,3.2,4.2,1.727,3.4,4.0,1.65,3.3,4.4,1580.31,1507.1
N1,27/02/02,For Sittard,Ajax,1,1,D,0,0,D,6.5,3.9,1.42,6.2,3.8,1.35,6.5,3.6,1.444,,,,6.0,3.9,1.4,1405.62,1708.4
N1,01/03/02,NAC Breda,AZ Alkmaar,3,1,H,1,0,H,1.65,3.4,4.65,1.7,3.2,4.2,1.727,3.25,4.2,1.615,3.5,4.5,1.6,3.5,4.5,1588.77,1500.36
N1,02/03/02,Graafschap,Den Bosch,0,1,A,0,0,D,1.8,3.25,4.0,1.8,3.1,3.6,1.727,3.25,4.2,1.8,3.25,3.75,1.65,3.25,4.5,1484.0,1481.08
N1,02/03/02,Willem II,Utrecht,4,2,H,1,1,D,2.15,3.1,3.05,2.2,3.0,2.7,2.25,3.2,2.75,2.2,3.2,2.8,2.1,3.0,3.1,1552.9,1602.59
N1,03/03/02,Ajax,Feyenoord,1,1,D,0,0,D,1.93,3.2,3.5,1.8,3.1,3.8,1.909,3.2,3.5,1.909,3.2,3.5,1.9,3.2,3.5,1701.83,1669.17
N1,03/03/02,Groningen,Waalwijk,1,1,D,0,0,D,2.4,3.1,2.65,2.2,3.0,2.7,2.4,3.25,2.5,2.25,3.4,2.6,2.2,3.25,2.7,1473.93,1587.05
N1,03/03/02,Sparta,For Sittard,0,0,D,0,0,D,1.68,3.4,4.4,1.65,3.3,4.0,1.7,3.4,4.2,,,,1.65,3.3,4.5,1423.8,1412.19
N1,03/03/02,Twente,Nijmegen,2,0,H,1,0,H,1.8,3.3,3.8,1.7,3.1,3.8,1.8,3.25,3.8,1.8,3.1,4.0,1.85,3.3,3.4,1546.21,1509.55
N1,04/03/02,Roda JC,Vitesse,0,2,A,0,1,A,2.4,3.05,2.7,2.4,3.0,2.6,2.375,3.25,2.5,2.375,3.1,2.6,2.2,3.25,2.7,1577.5,1637.77
N1,08/03/02,Utrecht,Sparta,4,2,H,2,1,H,1.53,3.6,5.25,1.5,3.7,5.0,1.533,3.4,5.5,1.533,3.4,5.5,1.45,3.6,6.0,1591.89,1419.92
N1,09/03/02,Den Bosch,NAC Breda,1,2,A,0,1,A,2.45,3.1,2.55,2.4,3.1,2.4,2.4,3.2,2.5,2.3,3.3,2.6,2.35,3.25,2.5,1497.18,1595.09
N1,09/03/02,For Sittard,Groningen,0,1,A,0,1,A,2.33,3.1,2.7,2.3,3.1,2.5,2.3,3.2,2.625,2.375,3.25,2.5,2.3,3.3,2.5,1416.07,1474.4
N1,09/03/02,Heerenveen,Waalwijk,2,0,H,0,0,D,1.55,3.5,5.2,1.55,3.5,4.8,1.533,3.5,5.25,1.533,3.4,5.5,1.55,3.5,5.0,1651.77,1586.58
N1,09/03/02,PSV Eindhoven,Roda JC,4,1,H,4,0,H,1.3,4.5,7.85,1.2,5.0,10.0,1.286,4.5,8.0,1.25,4.5,10.0,1.25,4.5,9.0,1782.34,1563.58
N1,09/03/02,Vitesse,Twente,2,0,H,0,0,D,1.68,3.35,4.4,1.65,3.3,4.4,1.7,3.3,4.2,1.667,3.25,4.5,1.65,3.3,4.5,1651.69,1554.03
N1,10/03/02,Ajax,Graafschap,4,0,H,1,0,H,1.23,5.0,9.25,1.2,5.0,10.0,1.25,4.75,8.5,1.2,5.0,11.0,1.2,5.0,10.0,1697.28,1467.9
N1,10/03/02,Feyenoord,AZ Alkmaar,4,1,H,3,0,H,1.26,4.65,9.0,1.25,4.5,9.0,1.286,4.5,8.0,1.3,4.333,8.0,1.25,4.5,9.0,1673.72,1494.04
N1,10/03/02,Nijmegen,Willem II,3,0,H,2,0,H,2.03,3.1,3.25,2.3,3.1,2.5,2.05,3.2,3.1,1.909,3.4,3.25,1.9,3.25,3.3,1501.73,1563.6
N1,13/03/02,Heerenveen,For Sittard,3,1,H,1,1,D,1.21,5.25,10.0,1.2,5.0,10.0,1.222,5.0,9.0,1.25,4.5,10.0,1.2,5.0,10.0,1658.74,1402.08
N1,13/03/02,Nijmegen,Graafschap,3,1,H,0,1,A,1.8,3.25,3.9,1.9,3.2,3.4,1.75,3.25,4.0,1.8,3.4,3.6,1.7,3.4,3.95,1512.86,1464.64
N1,15/03/02,Roda JC,NAC Breda,1,1,D,1,1,D,2.15,3.15,2.95,2.2,3.1,2.8,2.3,3.25,2.6,2.4,3.2,2.5,2.3,3.2,2.6,1560.14,1607.67
N1,16/03/02,AZ Alkmaar,Graafschap,2,1,H,1,1,D,1.82,3.25,3.8,1.85,3.1,3.4,1.8,3.4,3.6,1.909,3.25,3.4,1.85,3.3,3.4,1489.88,1457.17
N1,16/03/02,Willem II,Sparta,4,0,H,4,0,H,1.6,3.45,4.85,1.55,3.5,4.5,1.615,3.4,4.75,1.615,3.25,5.0,1.6,3.1,5.25,1552.47,1415.6
N1,17/03/02,Ajax,Heerenveen,2,0,H,1,0,H,1.52,3.6,5.3,1.55,3.5,4.8,1.533,3.4,5.5,1.5,3.6,5.5,1.57,3.5,5.0,1700.54,1661.58
N1,17/03/02,Feyenoord,Den Bosch,3,0,H,0,0,D,1.24,4.8,9.25,1.2,5.0,10.0,1.286,4.2,9.0,1.25,4.5,10.0,1.2,5.0,10.0,1677.88,1484.6
N1,17/03/02,Waalwijk,Nijmegen,2,1,H,1,0,H,1.75,3.35,4.0,1.65,3.3,4.0,1.8,3.25,3.75,1.727,3.4,4.0,1.7,3.4,4.0,1579.61,1520.33
N1,17/03/02,Twente,Groningen,0,1,A,0,0,D,1.64,3.45,4.5,1.65,3.3,4.0,1.7,3.3,4.2,1.727,3.2,4.333,1.6,3.5,4.5,1547.96,1488.39
N1,17/03/02,Utrecht,For Sittard,3,0,H,1,0,H,1.32,4.25,8.0,1.3,4.3,7.0,1.364,3.8,8.0,1.3,4.5,7.5,1.3,4.5,7.0,1596.21,1399.24
N1,17/03/02,Vitesse,PSV Eindhoven,0,0,D,0,0,D,2.7,3.1,2.33,2.4,3.1,2.4,2.625,3.2,2.3,2.7,3.2,2.25,2.6,3.2,2.3,1657.76,1785.78
N1,22/03/02,For Sittard,AZ Alkmaar,0,1,A,0,1,A,3.05,3.25,2.05,2.8,3.1,2.2,2.75,3.4,2.1,2.8,3.4,2.1,2.85,3.25,2.1,1395.41,1497.82
N1,23/03/02,Den Bosch,Willem II,1,2,A,1,0,H,2.15,3.1,2.95,2.2,3.0,2.7,2.2,3.2,2.75,2.1,3.2,3.0,2.1,3.25,2.85,1480.7,1557.56
N1,23/03/02,Heerenveen,Nijmegen,4,0,H,3,0,H,1.38,3.85,7.2,1.4,3.9,6.0,1.4,3.8,6.5,1.444,3.75,6.0,1.35,4.0,7.0,1653.83,1513.19
N1,23/03/02,NAC Breda,Vitesse,3,3,D,1,0,H,2.1,3.15,3.0,2.2,3.0,2.9,2.1,3.2,2.9,2.1,3.25,2.9,2.1,3.25,2.85,1609.54,1658.77
N1,24/03/02,Graafschap,Utrecht,0,0,D,0,0,D,2.3,3.15,2.7,2.3,3.1,2.5,2.4,3.2,2.5,2.3,3.25,2.6,2.25,3.2,2.65,1449.23,1600.04
N1,24/03/02,Groningen,Roda JC,0,2,A,0,0,D,2.0,3.15,3.25,2.2,3.0,2.7,2.0,3.25,3.1,2.0,3.2,3.2,1.85,3.3,3.4,1506.26,1558.27
N1,24/03/02,PSV Eindhoven,Ajax,1,1,D,1,1,D,1.9,3.1,3.65,1.9,3.1,3.5,1.95,3.0,3.5,2.1,3.2,3.0,2.0,3.1,3.3,1784.77,1708.29
N1,24/03/02,Waalwijk,Twente,3,1,H,1,1,D,1.83,3.2,3.8,1.85,3.1,3.4,1.833,3.25,3.6,1.8,3.4,3.6,1.8,3.3,3.65,1586.75,1530.09
N1,24/03/02,Sparta,Feyenoord,0,5,A,0,3,A,6.15,3.85,1.42,5.4,3.8,1.45,5.0,3.75,1.5,5.0,3.6,1.533,5.25,3.65,1.5,1410.51,1681.78
N1,30/03/02,AZ Alkmaar,Twente,0,2,A,0,1,A,1.9,3.3,3.4,2.1,3.0,3.1,1.909,3.2,3.5,2.0,3.2,3.2,1.8,3.25,3.7,1510.23,1522.87
N1,30/03/02,NAC Breda,Graafschap,1,0,H,0,0,D,1.45,3.8,5.9,1.4,3.9,6.0,1.444,3.75,6.0,1.4,3.75,7.0,1.45,3.75,5.5,1607.73,1451.05
N1,30/03/02,Nijmegen,For Sittard,3,1,H,1,1,D,1.35,4.1,7.15,1.35,4.0,7.0,1.364,3.75,8.0,1.364,4.0,7.0,1.35,4.0,7.0,1508.19,1383.0
N1,30/03/02,Roda JC,Sparta,3,0,H,2,0,H,1.5,3.7,5.3,1.55,3.4,4.6,1.5,3.6,5.5,1.5,3.6,5.5,1.45,3.75,5.5,1572.49,1403.72
N1,31/03/02,Feyenoord,Waalwijk,1,1,D,0,0,D,1.25,4.65,9.05,1.25,4.5,9.0,1.3,4.333,8.0,1.3,4.333,8.0,1.3,4.2,8.0,1688.57,1593.97
N1,31/03/02,Vitesse,Ajax,3,1,H,0,1,A,2.45,3.25,2.45,2.5,3.0,2.5,2.7,3.2,2.25,2.7,3.2,2.25,2.6,3.2,2.3,1660.58,1714.14
N1,01/04/02,PSV Eindhoven,Heerenveen,4,1,H,2,0,H,1.55,3.5,5.15,1.6,3.4,4.6,1.571,3.5,5.0,1.571,3.5,5.0,1.6,3.5,4.5,1778.92,1658.83
N1,01/04/02,Utrecht,Den Bosch,3,1,H,0,0,D,1.5,3.65,5.45,1.55,3.4,4.6,1.5,3.4,6.0,1.444,3.75,6.0,1.4,3.75,6.5,1598.22,1467.37
N1,03/04/02,Ajax,Groningen,4,3,H,1,1,D,1.18,5.5,10.0,1.2,5.0,10.0,1.222,5.0,9.0,1.167,5.5,11.0,1.2,5.0,10.0,1703.3,1492.04
N1,05/04/02,Twente,Sparta,2,0,H,2,0,H,1.35,4.25,6.8,1.5,3.4,4.7,1.4,4.0,6.25,,,,1.4,3.75,6.5,1538.45,1399.33
N1,06/04/02,Graafschap,Waalwijk,3,1,H,1,0,H,2.1,3.25,2.95,2.0,3.0,3.0,2.1,3.4,2.8,,,,2.15,3.3,2.75,1446.41,1600.32
N1,06/04/02,Roda JC,AZ Alkmaar,0,0,D,0,0,D,1.75,3.25,4.1,1.7,3.3,4.0,1.8,3.25,3.8,,,,1.75,3.0,4.3,1576.88,1494.65
N1,06/04/02,Vitesse,Heerenveen,0,0,D,0,0,D,1.9,3.2,3.4,1.9,3.1,3.5,1.9,3.25,3.4,,,,1.8,3.2,3.75,1671.42,1653.34
N1,06/04/02,Willem II,For Sittard,3,0,H,1,0,H,1.25,4.6,9.7,1.3,4.2,7.0,1.3,4.5,7.5,,,,1.3,4.2,8.0,1570.89,1377.63
N1,07/04/02,Den Bosch,PSV Eindhoven,0,1,A,0,0,D,5.7,3.55,1.5,4.8,3.5,1.55,6.0,3.75,1.444,,,,5.0,3.75,1.5,1462.14,1784.41
N1,07/04/02,Feyenoord,NAC Breda,0,0,D,0,0,D,1.35,4.0,7.5,1.4,3.9,6.0,1.364,3.75,8.0,,,,1.4,3.75,6.5,1682.22,1612.37
N1,07/04/02,Groningen,Nijmegen,2,2,D,2,0,H,1.75,3.35,4.0,1.9,3.1,3.4,1.727,3.4,4.0,,,,1.85,3.25,3.5,1488.47,1513.56
N1,13/04/02,AZ Alkmaar,Willem II,2,2,D,2,1,H,1.85,3.3,3.6,1.9,3.1,3.4,1.909,3.2,3.5,2.0,3.0,3.4,1.85,3.25,3.5,1500.66,1574.79
N1,13/04/02,Graafschap,Heerenveen,1,2,A,0,0,D,2.85,3.2,2.15,3.1,3.0,2.1,2.8,3.2,2.2,2.7,3.2,2.25,2.7,3.25,2.2,1460.83,1657.43
N1,13/04/02,Den Bosch,Roda JC,3,1,H,0,0,D,2.2,3.2,2.8,2.2,3.1,2.8,2.3,3.1,2.7,2.25,3.2,2.7,2.3,3.25,2.55,1456.7,1570.87
N1,13/04/02,For Sittard,Twente,2,0,H,0,0,D,4.3,3.6,1.6,,,,,,,,,,3.6,3.4,1.75,1373.73,1543.49
N1,13/04/02,NAC Breda,Nijmegen,1,3,A,1,1,D,1.4,3.6,6.5,1.35,4.0,7.0,1.533,3.4,5.5,1.444,3.75,6.0,1.5,3.5,5.5,1618.04,1516.21
N1,14/04/02,Groningen,Vitesse,0,1,A,0,0,D,,,,2.5,3.0,2.5,2.75,3.25,2.2,2.7,3.2,2.25,2.7,3.2,2.2,1485.82,1667.33
N1,14/04/02,PSV Eindhoven,Feyenoord,2,0,H,1,0,H,1.9,3.15,3.5,1.9,3.1,3.5,1.909,3.2,3.5,1.909,3.2,3.5,1.9,3.0,3.75,1789.85,1676.55
N1,14/04/02,Waalwijk,Utrecht,1,2,A,0,1,A,1.9,3.2,3.5,1.9,3.1,3.4,1.909,3.25,3.4,1.909,3.4,3.25,1.85,3.3,3.6,1585.9,1603.45
N1,14/04/02,Sparta,Ajax,0,4,A,0,1,A,7.5,4.4,1.31,7.0,4.5,1.3,7.5,4.6,1.286,8.0,4.333,1.3,7.5,4.3,1.3,1394.29,1706.87
N1,19/04/02,For Sittard,Feyenoord,1,2,A,1,1,D,7.8,4.6,1.3,7.0,4.5,1.3,7.0,4.5,1.286,,,,6.5,4.2,1.35,1388.71,1670.89
N1,20/04/02,Heerenveen,Roda JC,0,0,D,0,0,D,1.35,4.1,6.6,1.35,4.0,7.0,1.4,3.75,7.0,1.4,3.75,7.0,1.4,3.75,6.5,1666.54,1557.86
N1,20/04/02,Waalwijk,NAC Breda,4,1,H,0,0,D,2.3,3.3,2.6,2.3,3.2,2.3,,,,2.3,3.2,2.625,2.3,3.3,2.5,1570.49,1599.0
N1,20/04/02,Sparta,Vitesse,0,1,A,0,1,A,5.8,3.8,1.47,5.0,4.0,1.45,5.5,3.75,1.444,5.5,3.6,1.5,5.25,3.6,1.5,1388.61,1676.95
N1,20/04/02,Twente,PSV Eindhoven,1,1,D,1,0,H,4.6,3.65,1.6,5.0,3.7,1.5,5.0,3.5,1.571,5.0,3.5,1.571,4.5,3.5,1.6,1528.51,1795.51
