Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,GBH,GBD,GBA,IWH,IWD,IWA,SBH,SBD,SBA,SYH,SYD,SYA,WHH,WHD,WHA,EloHome,EloAway
P1,22/12/01,Guimaraes,Alverca,2,0,H,1,0,H,1.5,3.65,5.5,1.4,3.9,6.0,1.5,3.6,5.5,1.53,3.4,5.5,1.55,3.7,4.5,1450.88,1409.95
P1,04/01/02,Alverca,Sp Braga,0,3,A,0,1,A,2.32,3.05,2.8,,,,2.25,3.2,2.75,,,,,,,1402.26,1475.82
P1,05/01/02,Beira Mar,Sp Lisbon,1,2,A,0,1,A,3.55,3.1,1.95,3.6,3.1,1.85,3.2,3.2,2.0,3.2,3.2,2.0,3.1,3.25,2.0,1436.75,1614.47
P1,05/01/02,Benfica,Maritimo,1,1,D,1,1,D,1.35,4.15,7.4,1.35,4.0,7.0,1.4,3.75,7.0,1.33,4.33,7.0,1.4,3.75,6.5,1550.26,1438.08
P1,05/01/02,Leiria,Guimaraes,2,1,H,1,0,H,1.9,3.15,3.7,1.9,2.9,3.2,1.83,3.2,3.75,1.83,3.2,3.75,1.7,3.4,4.0,1555.11,1458.57
P1,06/01/02,Belenenses,Santa Clara,1,1,D,0,1,A,1.75,3.3,4.15,1.55,3.3,4.5,1.75,3.25,4.0,1.73,3.2,4.33,1.75,3.3,3.9,1498.99,1427.06
P1,06/01/02,Porto,Pacos Ferreira,1,0,H,1,0,H,1.3,4.4,8.3,1.25,4.5,9.0,1.29,4.5,8.0,1.3,4.33,8.0,1.35,4.0,7.0,1638.52,1462.27
P1,06/01/02,Gil Vicente,Farense,3,1,H,0,1,A,1.8,3.25,3.95,1.75,3.1,3.6,1.8,3.25,3.8,1.8,3.25,3.75,1.75,3.3,3.9,1426.74,1365.22
P1,06/01/02,Varzim,Salgueiros,0,0,D,0,0,D,2.37,3.2,2.62,2.1,2.9,2.9,2.4,3.2,2.5,2.38,3.1,2.6,2.4,3.25,2.45,1351.41,1409.37
P1,07/01/02,Setubal,Boavista,1,1,D,0,0,D,3.65,3.2,1.9,3.2,3.1,2.0,3.5,3.2,1.91,3.5,3.2,1.91,3.45,3.3,1.85,1380.39,1634.92
P1,11/01/02,Gil Vicente,Guimaraes,2,1,H,2,1,H,2.28,3.05,2.85,2.4,2.9,2.7,2.25,3.2,2.75,,,,2.0,3.3,3.0,1433.81,1452.47
P1,12/01/02,Porto,Sp Lisbon,2,2,D,1,2,A,2.0,3.15,3.35,2.0,2.9,3.4,2.1,3.1,3.1,,,,2.1,3.1,3.1,1642.75,1624.22
P1,12/01/02,Benfica,Varzim,3,2,H,0,2,A,1.2,5.3,10.5,1.15,6.0,12.0,1.2,5.5,9.0,,,,1.2,5.5,8.5,1543.45,1349.9
P1,12/01/02,Farense,Salgueiros,2,1,H,0,1,A,2.25,3.05,2.9,1.9,2.9,3.2,2.25,3.2,2.75,,,,2.25,3.2,2.65,1358.15,1410.88
P1,13/01/02,Alverca,Santa Clara,3,1,H,0,1,A,2.25,3.05,2.9,2.2,2.9,2.7,2.25,3.2,2.75,,,,2.2,3.2,2.75,1388.81,1432.79
P1,13/01/02,Belenenses,Pacos Ferreira,1,2,A,0,2,A,1.8,3.25,3.95,2.0,2.9,3.4,1.67,3.25,4.6,,,,1.8,3.25,3.7,1493.26,1458.04
P1,13/01/02,Leiria,Sp Braga,3,1,H,2,0,H,1.75,3.25,4.2,1.8,3.1,3.8,1.7,3.25,4.33,,,,1.65,3.3,4.5,1561.21,1489.27
P1,13/01/02,Setubal,Maritimo,0,1,A,0,0,D,2.3,3.05,2.82,2.1,2.9,3.2,2.2,3.2,2.8,,,,2.1,3.2,2.9,1385.61,1444.89
P1,14/01/02,Beira Mar,Boavista,0,3,A,0,0,D,3.5,3.2,1.93,3.4,2.9,2.0,3.5,3.2,1.91,,,,3.0,3.2,2.05,1427.0,1629.7
P1,18/01/02,Guimaraes,Farense,3,1,H,1,1,D,1.55,3.4,5.6,1.5,3.4,4.7,1.53,3.5,5.25,1.57,3.5,5.0,1.5,3.5,5.4,1442.84,1368.96
P1,19/01/02,Salgueiros,Benfica,1,4,A,1,1,D,2.95,3.15,2.15,3.4,3.2,1.9,2.8,3.1,2.25,3.0,3.0,2.2,3.2,3.1,2.0,1400.07,1547.35
P1,20/01/02,Boavista,Porto,2,0,H,1,0,H,2.35,2.95,2.85,2.3,3.0,2.7,2.25,3.1,2.8,2.25,3.0,2.88,2.25,3.1,2.8,1638.61,1638.64
P1,20/01/02,Maritimo,Beira Mar,3,1,H,2,0,H,1.6,3.5,4.9,1.75,3.1,3.6,1.57,3.4,5.0,1.57,3.5,5.0,1.55,3.5,4.8,1458.85,1418.09
P1,20/01/02,Pacos Ferreira,Alverca,2,2,D,1,0,H,1.7,3.4,4.3,1.6,3.2,4.2,1.62,3.4,4.75,1.62,3.25,5.0,1.6,3.3,4.75,1475.17,1399.31
P1,20/01/02,Santa Clara,Leiria,1,1,D,0,0,D,2.4,3.1,2.65,2.4,2.9,2.4,2.3,3.2,2.62,2.38,3.1,2.6,2.35,3.15,2.55,1422.29,1567.98
P1,20/01/02,Sp Lisbon,Belenenses,2,0,H,1,0,H,1.37,4.1,7.0,1.25,4.5,9.0,1.44,3.6,6.5,1.4,3.75,7.0,1.45,3.5,6.0,1628.33,1476.13
P1,20/01/02,Varzim,Setubal,2,1,H,1,1,D,2.25,3.1,2.9,2.2,2.9,2.7,2.2,3.2,2.8,2.2,3.2,2.8,2.2,3.15,2.75,1346.0,1371.65
P1,21/01/02,Sp Braga,Gil Vicente,1,0,H,1,0,H,1.7,3.4,4.2,1.7,3.1,3.8,1.8,3.25,3.8,1.83,3.4,3.5,1.7,3.3,4.1,1482.5,1443.44
P1,26/01/02,Alverca,Sp Lisbon,1,3,A,0,1,A,4.0,3.4,1.72,4.0,3.2,1.75,3.8,3.4,1.75,4.0,3.4,1.727,3.75,3.2,1.8,1405.15,1633.07
P1,26/01/02,Porto,Maritimo,2,1,H,2,0,H,1.37,4.0,6.8,1.3,4.2,8.0,1.444,3.6,6.5,1.4,3.75,7.0,1.5,3.5,5.5,1629.64,1466.55
P1,26/01/02,Guimaraes,Salgueiros,3,0,H,2,0,H,1.62,3.4,4.7,1.45,3.5,5.0,1.6,3.4,4.8,1.571,3.5,5.0,1.55,3.5,4.9,1449.56,1389.26
P1,27/01/02,Beira Mar,Varzim,4,0,H,1,0,H,1.57,3.55,4.85,1.65,3.1,4.0,1.6,3.4,4.8,1.667,3.4,4.333,1.6,3.4,4.6,1410.39,1355.87
P1,27/01/02,Belenenses,Boavista,0,2,A,0,1,A,2.95,3.05,2.2,3.4,2.9,2.0,2.75,3.2,2.25,2.8,3.2,2.2,2.65,3.3,2.2,1471.39,1647.61
P1,27/01/02,Gil Vicente,Santa Clara,1,3,A,0,3,A,1.75,3.25,4.0,1.75,3.1,3.6,1.75,3.3,4.0,1.8,3.25,3.75,1.7,3.3,4.1,1435.69,1423.92
P1,27/01/02,Farense,Sp Braga,2,2,D,2,0,H,2.25,3.05,2.85,2.2,2.9,2.7,2.25,3.25,2.7,2.25,3.2,2.75,2.25,3.3,2.6,1362.24,1490.25
P1,27/01/02,Leiria,Pacos Ferreira,2,1,H,1,0,H,1.61,3.45,4.7,1.6,3.2,4.2,1.6,3.4,4.8,1.615,3.5,4.5,1.6,3.4,4.6,1566.35,1469.33
P1,27/01/02,Setubal,Benfica,1,1,D,0,1,A,3.6,3.2,1.87,3.8,3.1,1.8,3.6,3.25,1.85,3.6,3.25,1.833,3.3,3.3,1.9,1361.78,1558.16
P1,01/02/02,Boavista,Alverca,2,0,H,0,0,D,1.25,4.75,8.85,,,,1.25,4.8,8.5,,,,1.25,4.5,8.5,1657.41,1397.06
P1,02/02/02,Sp Braga,Guimaraes,0,0,D,0,0,D,1.9,3.25,3.45,2.0,3.0,3.3,1.85,3.4,3.5,1.909,3.2,3.5,1.8,3.25,3.7,1489.24,1456.67
P1,02/02/02,Sp Lisbon,Leiria,4,1,H,3,0,H,1.42,3.85,6.25,1.35,4.0,7.0,1.444,3.75,6.0,1.444,3.6,6.5,1.45,3.5,6.25,1641.16,1572.43
P1,03/02/02,Maritimo,Belenenses,0,2,A,0,1,A,1.78,3.3,3.85,1.8,3.0,3.5,1.8,3.25,3.8,1.833,3.2,3.75,1.7,3.3,4.1,1462.04,1461.59
P1,03/02/02,Pacos Ferreira,Gil Vicente,2,0,H,2,0,H,1.8,3.25,3.85,1.75,3.1,3.6,1.8,3.25,3.8,1.8,3.25,3.75,1.75,3.25,3.9,1463.25,1419.3
P1,03/02/02,Benfica,Beira Mar,4,1,H,1,1,D,1.25,4.75,8.85,1.35,4.0,7.0,1.25,4.75,8.5,1.222,5.0,9.5,1.25,4.5,8.5,1554.78,1417.67
P1,03/02/02,Salgueiros,Setubal,0,2,A,0,1,A,1.72,3.3,4.2,2.0,2.9,3.0,1.727,3.25,4.2,1.8,3.25,3.75,1.7,3.3,4.1,1382.15,1365.16
P1,03/02/02,Santa Clara,Farense,2,0,H,0,0,D,1.65,3.4,4.5,1.65,3.2,3.9,1.615,3.4,4.75,1.615,3.5,4.5,1.6,3.4,4.6,1440.31,1363.25
P1,03/02/02,Varzim,Porto,0,1,A,0,0,D,4.55,3.35,1.65,4.8,3.5,1.55,4.333,3.4,1.667,4.5,3.25,1.667,5.0,3.4,1.55,1348.59,1634.15
P1,08/02/02,Guimaraes,Santa Clara,1,0,H,0,0,D,1.7,3.3,4.35,1.6,3.4,4.6,1.7,3.4,4.2,1.667,3.25,4.5,1.65,3.3,4.4,1461.22,1446.94
P1,09/02/02,Alverca,Maritimo,0,2,A,0,0,D,2.36,3.05,2.75,2.4,2.9,2.4,2.375,3.25,2.5,2.25,3.2,2.75,2.2,3.1,2.8,1394.27,1446.02
P1,09/02/02,Beira Mar,Setubal,1,0,H,0,0,D,1.8,3.25,3.85,2.0,2.9,3.0,1.8,3.3,3.75,1.8,3.25,3.75,1.8,3.25,3.65,1412.58,1381.72
P1,09/02/02,Belenenses,Varzim,3,2,H,2,0,H,1.4,3.85,6.7,1.35,3.8,6.2,1.444,3.6,6.5,1.4,3.75,7.0,1.4,3.6,7.0,1477.61,1342.2
P1,09/02/02,Sp Braga,Salgueiros,0,0,D,0,0,D,1.55,3.45,5.35,1.45,3.5,5.0,1.571,3.4,5.25,1.615,3.5,4.5,1.55,3.5,4.8,1484.69,1365.59
P1,09/02/02,Leiria,Boavista,0,1,A,0,0,D,2.65,3.0,2.43,3.0,2.9,2.2,2.5,3.25,2.375,2.6,3.1,2.375,2.5,3.1,2.4,1565.56,1660.2
P1,10/02/02,Porto,Benfica,3,2,H,1,1,D,1.9,3.15,3.6,1.75,3.2,4.0,1.909,3.25,3.4,2.0,3.0,3.4,2.0,3.1,3.3,1640.54,1559.87
P1,10/02/02,Gil Vicente,Sp Lisbon,1,1,D,0,1,A,4.3,3.45,1.65,4.6,3.4,1.6,4.0,3.4,1.727,3.75,3.25,1.8,4.0,3.35,1.7,1411.7,1648.03
P1,10/02/02,Farense,Pacos Ferreira,1,1,D,1,1,D,2.3,3.0,2.82,2.1,2.9,2.9,2.3,3.2,2.625,2.25,3.2,2.75,2.3,3.2,2.65,1356.62,1470.85
P1,16/02/02,Boavista,Gil Vicente,0,0,D,0,0,D,1.25,4.8,8.8,1.2,5.0,10.0,1.25,4.6,9.0,1.25,4.5,10.0,1.25,4.5,9.0,1672.89,1416.37
P1,16/02/02,Setubal,Porto,1,4,A,0,1,A,3.85,3.3,1.78,3.6,3.1,1.85,3.6,3.4,1.8,3.5,3.2,1.909,3.6,3.4,1.8,1373.72,1647.07
P1,17/02/02,Pacos Ferreira,Guimaraes,0,0,D,0,0,D,2.2,3.0,3.0,2.1,2.9,2.9,2.2,3.1,2.875,2.2,3.25,2.75,2.1,3.2,2.9,1470.34,1469.75
P1,17/02/02,Benfica,Belenenses,2,1,H,1,1,D,1.45,3.7,6.2,1.4,3.9,6.0,1.444,3.6,6.5,1.444,3.6,6.5,1.45,3.6,6.0,1553.34,1482.74
P1,17/02/02,Salgueiros,Beira Mar,1,1,D,0,0,D,1.9,3.2,3.55,2.1,2.9,2.9,1.909,3.25,3.4,,,,1.9,3.3,3.3,1372.57,1420.58
P1,17/02/02,Santa Clara,Sp Braga,1,0,H,0,0,D,1.9,3.2,3.55,2.1,2.9,2.9,1.909,3.2,3.5,1.909,3.2,3.5,1.95,3.25,3.2,1438.41,1477.71
P1,17/02/02,Sp Lisbon,Farense,1,0,H,1,0,H,1.2,5.25,10.0,1.15,6.0,12.0,1.2,5.2,10.0,1.2,5.0,11.0,1.2,5.0,10.0,1643.36,1357.13
P1,17/02/02,Varzim,Alverca,1,0,H,0,0,D,2.22,3.05,2.9,2.0,2.9,3.0,2.1,3.25,2.9,2.1,3.2,3.0,2.2,3.2,2.7,1337.07,1380.05
P1,18/02/02,Maritimo,Leiria,3,0,H,1,0,H,2.1,3.1,3.1,2.0,3.0,3.3,2.1,3.2,3.0,2.1,3.2,3.0,2.0,3.3,3.0,1460.24,1552.87
P1,22/02/02,Guimaraes,Sp Lisbon,0,1,A,0,1,A,3.25,3.2,1.98,3.1,3.0,2.1,3.2,3.2,2.0,3.0,3.2,2.1,2.9,3.2,2.1,1473.27,1645.8
P1,23/02/02,Porto,Beira Mar,2,3,A,1,1,D,1.23,5.0,9.0,1.2,5.0,10.0,1.222,5.0,9.0,1.222,5.0,9.5,1.25,4.5,9.0,1653.8,1422.44
P1,23/02/02,Farense,Boavista,1,2,A,1,0,H,4.25,3.3,1.71,3.6,3.1,1.85,3.8,3.4,1.75,4.333,3.2,1.727,3.8,3.3,1.75,1354.69,1663.24
P1,24/02/02,Alverca,Benfica,1,3,A,0,0,D,3.85,3.3,1.78,4.2,3.2,1.7,3.6,3.3,1.833,3.75,3.2,1.833,3.6,3.3,1.8,1369.58,1560.15
P1,24/02/02,Gil Vicente,Maritimo,1,1,D,1,0,H,2.1,3.1,3.1,2.2,2.9,2.7,2.2,3.1,2.875,,,,2.1,3.2,2.9,1426.02,1472.47
P1,24/02/02,Santa Clara,Salgueiros,1,1,D,0,1,A,1.7,3.3,4.3,1.65,3.1,4.0,1.727,3.2,4.333,1.667,3.4,4.333,1.6,3.5,4.5,1448.75,1370.71
P1,24/02/02,Leiria,Varzim,0,1,A,0,0,D,1.3,4.35,7.85,1.35,3.8,6.2,1.364,3.75,8.0,1.364,4.0,7.0,1.35,3.8,7.5,1540.64,1347.54
P1,25/02/02,Belenenses,Setubal,1,1,D,1,0,H,1.55,3.5,5.2,1.7,3.1,3.8,1.571,3.4,5.2,1.5,3.6,5.5,1.55,3.6,4.75,1475.93,1366.99
P1,25/02/02,Sp Braga,Pacos Ferreira,1,0,H,1,0,H,1.92,3.1,3.55,1.8,3.0,3.5,1.833,3.2,3.75,1.8,3.25,3.75,1.8,3.2,3.75,1467.37,1466.82
P1,02/03/02,Benfica,Leiria,0,2,A,0,1,A,1.4,3.8,7.0,1.35,4.0,7.0,1.444,3.6,6.5,1.4,3.75,7.0,1.4,3.6,7.0,1569.46,1519.54
P1,02/03/02,Sp Lisbon,Sp Braga,2,2,D,2,2,D,1.27,4.75,8.0,1.25,4.5,9.0,1.3,4.2,8.5,1.25,4.5,10.0,1.25,4.4,9.0,1655.73,1476.35
P1,03/03/02,Boavista,Guimaraes,0,0,D,0,0,D,1.4,3.85,6.85,1.4,3.7,6.4,1.444,3.6,6.5,1.364,4.0,7.0,1.3,3.9,9.0,1669.02,1463.34
P1,03/03/02,Maritimo,Farense,1,0,H,0,0,D,1.45,3.8,5.85,1.5,3.5,5.0,1.5,3.4,6.0,1.444,3.6,6.5,1.4,3.6,7.0,1474.38,1348.91
P1,03/03/02,Pacos Ferreira,Santa Clara,2,1,H,1,0,H,2.02,3.05,3.35,1.9,3.0,3.3,2.0,3.1,3.3,2.1,3.1,3.1,2.0,3.0,3.3,1457.84,1442.85
P1,03/03/02,Salgueiros,Porto,0,3,A,0,2,A,3.9,3.3,1.77,4.8,3.9,1.45,3.75,3.3,1.8,,,,3.6,3.3,1.8,1376.61,1632.03
P1,03/03/02,Varzim,Gil Vicente,2,0,H,0,0,D,2.17,3.1,2.95,2.0,2.9,3.2,2.25,3.2,2.75,2.1,3.1,3.1,2.0,3.05,3.25,1368.64,1424.11
P1,03/03/02,Setubal,Alverca,2,1,H,0,0,D,1.82,3.2,3.85,1.6,3.3,4.4,1.75,3.25,4.0,1.8,3.25,3.75,1.8,3.25,3.65,1373.72,1360.27
P1,04/03/02,Beira Mar,Belenenses,0,3,A,0,0,D,2.25,3.05,2.85,2.1,2.9,3.2,2.25,3.2,2.75,2.2,3.1,2.875,2.05,3.2,3.0,1444.21,1469.2
P1,08/03/02,Belenenses,Porto,3,0,H,1,0,H,3.25,3.25,1.95,3.2,3.1,2.0,3.2,3.2,2.0,,,,2.75,3.25,2.15,1484.36,1639.28
P1,09/03/02,Gil Vicente,Benfica,0,2,A,0,2,A,3.25,3.05,2.05,3.5,3.1,1.9,3.2,3.2,2.0,3.4,3.25,1.909,3.0,3.3,2.0,1413.2,1551.88
P1,09/03/02,Sp Braga,Boavista,0,2,A,0,1,A,3.2,3.0,2.1,3.1,3.0,2.1,3.2,3.2,2.0,3.0,3.2,2.1,3.0,3.3,2.0,1484.68,1660.19
P1,10/03/02,Alverca,Beira Mar,2,0,H,0,0,D,2.3,3.15,2.7,2.2,2.9,2.8,2.3,3.2,2.625,2.3,3.1,2.7,2.35,3.3,2.45,1351.71,1429.05
P1,10/03/02,Pacos Ferreira,Salgueiros,6,0,H,2,0,H,1.8,3.25,3.95,1.65,3.2,4.2,1.7,3.25,4.333,1.727,3.2,4.333,1.65,3.5,4.1,1466.35,1369.36
P1,10/03/02,Santa Clara,Sp Lisbon,0,3,A,0,0,D,3.9,3.35,1.77,3.6,3.1,1.85,3.6,3.25,1.85,3.2,3.2,2.0,3.4,3.3,1.85,1434.34,1647.4
P1,10/03/02,Farense,Varzim,1,1,D,1,1,D,1.95,3.15,3.45,1.9,3.0,3.3,2.0,3.2,3.2,2.0,3.4,3.0,2.1,3.3,2.8,1343.55,1379.55
P1,10/03/02,Leiria,Setubal,0,0,D,0,0,D,1.5,3.5,5.85,1.55,3.4,4.6,1.444,3.6,6.5,1.444,3.75,6.0,1.5,3.75,5.0,1537.12,1382.28
P1,11/03/02,Guimaraes,Maritimo,1,3,A,1,1,D,1.9,3.15,3.6,1.9,3.0,3.3,1.85,3.4,3.5,1.909,3.25,3.4,1.85,3.4,3.3,1472.17,1479.74
P1,14/03/02,Salgueiros,Belenenses,1,2,A,0,2,A,2.75,3.1,2.3,3.2,3.1,2.0,2.6,3.1,2.4,2.7,3.1,2.3,2.45,3.1,2.45,1363.27,1498.82
P1,16/03/02,Beira Mar,Leiria,2,1,H,0,0,D,2.3,3.15,2.7,2.1,3.0,3.1,2.375,3.1,2.625,,,,,,,1417.36,1529.31
P1,16/03/02,Boavista,Santa Clara,2,0,H,2,0,H,1.25,4.9,8.3,1.25,4.5,9.0,1.286,4.333,8.5,,,,1.25,4.5,8.5,1670.02,1425.77
P1,16/03/02,Porto,Alverca,0,0,D,0,0,D,1.21,4.85,11.0,1.25,4.5,9.0,1.25,4.75,9.0,,,,1.2,5.0,10.0,1624.82,1363.4
P1,16/03/02,Maritimo,Sp Braga,4,1,H,2,0,H,1.7,3.4,4.15,1.75,3.2,4.0,1.75,3.25,4.0,,,,1.6,3.3,4.75,1495.49,1474.85
P1,16/03/02,Sp Lisbon,Pacos Ferreira,3,0,H,1,0,H,1.25,4.6,9.25,1.25,4.5,9.0,1.286,4.5,8.0,,,,1.25,4.5,8.5,1655.97,1472.44
P1,16/03/02,Varzim,Guimaraes,0,0,D,0,0,D,2.3,3.05,2.75,2.3,2.9,2.7,2.4,3.1,2.6,,,,2.25,3.1,2.7,1381.83,1456.42
P1,16/03/02,Setubal,Gil Vicente,3,2,H,0,2,A,1.9,3.2,3.55,1.7,3.2,4.0,1.909,3.2,3.5,,,,1.8,3.25,3.7,1390.09,1402.09
P1,18/03/02,Benfica,Farense,5,0,H,1,0,H,1.2,5.1,10.5,1.2,5.0,10.0,1.222,5.0,9.0,,,,1.2,5.0,10.0,1562.99,1341.27
P1,23/03/02,Gil Vicente,Beira Mar,2,1,H,0,1,A,1.98,3.1,3.4,1.9,3.0,3.5,1.909,3.25,3.3,2.2,3.2,2.8,2.1,2.9,3.15,1392.69,1430.29
P1,23/03/02,Sp Lisbon,Salgueiros,2,0,H,1,0,H,1.18,5.5,10.5,1.15,6.0,12.0,1.2,5.0,11.0,1.2,5.0,11.0,1.15,6.0,10.0,1660.06,1352.04
P1,23/03/02,Guimaraes,Benfica,1,4,A,0,1,A,2.85,3.0,2.3,2.4,3.1,2.4,2.625,3.2,2.3,2.7,3.2,2.25,2.75,3.15,2.2,1457.33,1566.38
P1,24/03/02,Pacos Ferreira,Boavista,0,1,A,0,1,A,3.7,3.2,1.85,3.8,3.1,1.8,3.2,3.2,2.0,3.5,3.2,1.909,3.6,3.3,1.8,1468.35,1673.05
P1,24/03/02,Santa Clara,Maritimo,0,0,D,0,0,D,2.75,3.0,2.35,2.4,3.0,2.5,2.3,3.2,2.625,2.3,3.1,2.7,2.25,3.0,2.8,1422.74,1503.82
P1,24/03/02,Sp Braga,Varzim,2,0,H,1,0,H,1.63,3.4,4.6,1.55,3.5,4.6,1.615,3.4,4.5,1.667,3.4,4.333,1.6,3.3,4.75,1466.52,1380.92
P1,24/03/02,Farense,Setubal,2,2,D,1,1,D,2.2,3.0,3.0,2.2,2.9,2.9,2.2,3.2,2.75,2.25,3.2,2.7,2.3,3.0,2.7,1337.88,1399.49
P1,24/03/02,Leiria,Porto,1,1,D,0,1,A,2.85,3.0,2.25,3.1,3.0,2.1,2.75,3.2,2.2,2.7,3.2,2.25,2.75,3.15,2.2,1516.38,1615.1
P1,25/03/02,Alverca,Belenenses,0,1,A,0,0,D,2.95,3.0,2.2,2.8,3.0,2.2,2.7,3.2,2.25,2.8,3.2,2.2,2.6,3.15,2.3,1373.12,1510.05
P1,30/03/02,Beira Mar,Farense,2,1,H,2,0,H,1.6,3.35,4.95,1.6,3.3,4.4,1.6,3.4,4.75,1.615,3.5,4.5,1.55,3.4,5.0,1420.01,1336.5
P1,30/03/02,Boavista,Sp Lisbon,0,0,D,0,0,D,2.2,2.95,3.05,2.2,2.9,3.0,2.2,3.1,2.875,2.1,3.1,3.1,2.2,2.9,3.0,1681.89,1662.24
P1,30/03/02,Porto,Gil Vicente,2,1,H,0,0,D,1.25,4.7,8.95,1.25,4.5,9.0,1.222,5.0,9.0,1.25,4.5,10.0,1.25,4.5,8.5,1615.15,1402.97
P1,30/03/02,Maritimo,Pacos Ferreira,0,1,A,0,1,A,1.6,3.45,4.75,1.55,3.4,4.6,1.6,3.4,4.75,1.667,3.25,4.5,1.55,3.4,5.0,1504.5,1459.51
P1,30/03/02,Benfica,Sp Braga,1,1,D,0,0,D,1.31,4.2,8.2,1.25,4.5,9.0,1.333,4.0,8.0,1.3,4.333,8.0,1.35,3.9,7.0,1578.55,1472.91
P1,30/03/02,Salgueiros,Alverca,2,1,H,2,1,H,2.0,3.15,3.25,2.0,3.0,3.1,2.0,3.1,3.3,1.909,3.2,3.5,1.95,3.15,3.25,1349.86,1361.94
P1,30/03/02,Varzim,Santa Clara,1,0,H,0,0,D,1.9,3.25,3.5,1.9,3.0,3.1,1.909,3.25,3.4,2.0,3.1,3.3,2.05,3.1,3.1,1374.53,1422.06
P1,30/03/02,Setubal,Guimaraes,1,0,H,0,0,D,2.0,3.2,3.3,2.1,3.0,3.0,2.0,3.2,3.2,2.1,3.2,3.0,2.05,3.15,3.0,1400.87,1445.16
P1,01/04/02,Belenenses,Leiria,1,0,H,0,0,D,1.8,3.2,3.9,2.0,2.9,3.4,1.8,3.25,3.75,1.8,3.25,3.75,1.9,3.2,3.35,1521.23,1516.33
P1,03/04/02,Gil Vicente,Alverca,2,2,D,0,2,A,1.7,3.3,4.3,1.75,3.1,3.6,1.727,3.3,4.0,1.8,3.25,3.75,1.7,3.4,4.0,1399.41,1352.54
P1,05/04/02,Boavista,Salgueiros,2,1,H,1,0,H,1.2,5.2,10.0,1.2,5.0,10.0,1.222,5.0,9.0,,,,1.22,4.8,9.0,1677.75,1359.26
P1,06/04/02,Santa Clara,Benfica,0,0,D,0,0,D,3.75,3.25,1.82,3.8,3.1,1.8,3.75,3.25,1.8,,,,3.4,3.15,1.9,1411.43,1571.91
P1,06/04/02,Farense,Porto,0,3,A,0,1,A,5.1,3.45,1.56,4.4,3.3,1.65,5.0,3.4,1.571,,,,4.6,3.4,1.6,1330.05,1618.71
P1,07/04/02,Gil Vicente,Belenenses,3,2,H,2,1,H,2.5,3.0,2.55,2.4,3.1,2.4,2.6,3.25,2.3,,,,2.8,3.2,2.15,1394.42,1530.07
P1,07/04/02,Pacos Ferreira,Varzim,0,0,D,0,0,D,1.73,3.4,4.0,1.7,3.3,4.0,1.727,3.25,4.2,,,,1.75,3.0,4.3,1476.94,1385.16
P1,07/04/02,Sp Lisbon,Maritimo,4,0,H,2,0,H,1.3,4.3,8.0,1.25,4.5,9.0,1.333,4.0,8.0,,,,1.35,3.9,7.0,1666.38,1487.07
P1,07/04/02,Leiria,Alverca,2,1,H,1,0,H,1.55,3.6,5.0,1.55,3.4,4.6,1.6,3.4,4.75,,,,1.6,3.6,4.25,1507.49,1357.53
P1,07/04/02,Guimaraes,Beira Mar,0,0,D,0,0,D,1.72,3.3,4.2,1.75,3.2,4.0,1.75,3.25,4.0,,,,1.9,3.0,3.6,1434.65,1426.46
P1,08/04/02,Sp Braga,Setubal,1,1,D,1,0,H,1.77,3.25,4.0,1.75,3.2,4.0,1.8,3.25,3.8,,,,1.9,3.0,3.6,1479.55,1411.38
P1,12/04/02,Maritimo,Boavista,0,0,D,0,0,D,3.65,3.4,1.8,3.5,3.1,1.9,3.5,3.4,1.833,,,,3.3,3.3,1.9,1482.9,1679.81
P1,13/04/02,Porto,Guimaraes,3,0,H,2,0,H,1.28,4.4,8.5,1.25,4.5,9.0,1.3,4.333,8.0,1.3,4.333,8.0,1.28,4.3,8.0,1625.02,1430.88
P1,13/04/02,Varzim,Sp Lisbon,1,3,A,0,1,A,4.65,3.6,1.58,4.6,3.4,1.6,4.6,3.5,1.6,4.5,3.5,1.615,4.25,3.6,1.61,1391.44,1670.55
P1,14/04/02,Alverca,Gil Vicente,1,4,A,1,1,D,2.0,3.15,3.3,1.9,3.0,3.2,,,,2.1,3.2,3.0,2.0,3.1,3.2,1352.74,1408.2
P1,14/04/02,Beira Mar,Sp Braga,4,2,H,3,2,H,1.95,3.1,3.4,2.1,2.9,3.2,1.909,3.0,3.6,1.909,3.1,3.6,1.9,3.0,3.6,1430.23,1473.93
P1,14/04/02,Belenenses,Farense,4,0,H,1,0,H,1.33,4.3,7.1,1.3,4.2,8.0,,,,1.333,4.333,7.0,1.33,4.25,6.5,1516.29,1323.74
P1,14/04/02,Benfica,Pacos Ferreira,4,0,H,2,0,H,1.3,4.4,7.8,1.3,4.2,8.0,1.3,4.333,8.0,1.333,4.333,7.0,1.35,4.0,7.0,1569.76,1470.66
P1,14/04/02,Salgueiros,Leiria,0,1,A,0,0,D,1.98,3.3,3.1,2.0,3.0,3.0,,,,,,,2.0,3.3,3.0,1357.2,1512.28
P1,14/04/02,Setubal,Santa Clara,3,2,H,1,0,H,1.74,3.2,4.25,1.7,3.2,4.0,1.727,3.25,4.2,1.8,3.25,3.75,1.7,3.1,4.5,1417.0,1413.58
