Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,GBH,GBD,GBA,IWH,IWD,IWA,SBH,SBD,SBA,SYH,SYD,SYA,WHH,WHD,WHA,Unnamed: 25,Unnamed: 26,EloHome,EloAway
T1,16/12/01,Genclerbirligi,Trabzonspor,1,1,D,0,0,D,2.6,3.0,2.4,2.4,3.0,2.3,2.4,3.3,2.4,,,,2.4,3.3,2.4,,,1405.86,1521.78
T1,16/12/01,Malatyaspor,Diyarbakirspor,1,3,A,0,2,A,1.85,3.2,3.55,1.8,3.0,3.5,2.0,3.3,3.0,,,,1.9,3.3,3.25,,,1389.64,1390.76
T1,16/12/01,Rizespor,Istanbulspor,1,1,D,0,0,D,2.15,3.1,2.9,2.0,2.9,3.0,2.2,3.1,2.8,,,,2.25,3.2,2.65,,,1444.17,1459.63
T1,21/12/01,Diyarbakirspor,Fenerbahce,2,1,H,0,0,D,3.95,3.3,1.73,4.6,3.4,1.6,4.2,3.2,1.7,,,,3.5,3.4,1.8,,,1406.72,1663.22
T1,22/12/01,Ankaragucu,Rizespor,1,1,D,0,1,A,1.6,3.4,4.65,1.5,3.4,4.7,1.67,3.25,4.33,,,,1.55,3.5,5.0,,,1536.35,1441.19
T1,22/12/01,Besiktas,Gaziantepspor,3,1,H,1,1,D,1.55,3.5,4.9,1.45,3.8,5.4,1.44,3.6,6.0,,,,1.5,3.6,5.25,,,1641.14,1592.85
T1,22/12/01,Bursaspor,Genclerbirligi,0,1,A,0,1,A,1.55,3.5,4.9,1.6,3.2,4.2,1.5,3.3,6.0,,,,1.5,3.6,5.25,,,1472.71,1406.43
T1,22/12/01,Istanbulspor,Antalyaspor,4,1,H,1,0,H,1.62,3.4,4.45,1.7,3.1,3.8,1.6,3.5,4.5,,,,1.7,3.4,4.0,,,1462.61,1395.32
T1,22/12/01,Kocaelispor,Denizlispor,2,1,H,1,0,H,1.67,3.3,4.3,1.75,3.1,3.6,1.7,3.2,4.2,,,,1.6,3.5,4.5,,,1462.88,1447.55
T1,22/12/01,Malatyaspor,Samsunspor,1,3,A,1,2,A,2.27,3.2,2.62,,,,2.3,3.0,2.7,,,,2.2,3.3,2.65,,,1373.68,1449.02
T1,22/12/01,Trabzonspor,Goztep,3,0,H,2,0,H,1.47,3.65,5.5,1.4,3.6,5.5,1.4,3.6,7.0,,,,1.45,3.6,6.0,,,1521.21,1386.69
T1,23/12/01,Yozgatspor,Galatasaray,3,3,D,1,1,D,4.4,3.3,1.65,4.8,3.5,1.55,5.0,3.6,1.5,,,,3.8,3.5,1.7,,,1431.13,1693.27
T1,15/01/02,Galatasaray,Kocaelispor,5,1,H,3,1,H,1.25,4.65,8.5,1.25,4.5,9.0,1.33,3.8,8.0,,,,1.35,4.1,6.5,,,1687.83,1471.38
T1,18/01/02,Samsunspor,Fenerbahce,1,0,H,1,0,H,3.75,3.35,1.75,4.6,3.4,1.6,5.0,3.5,1.53,,,,4.5,3.5,1.6,,,1462.41,1645.44
T1,19/01/02,Ankaragucu,Antalyaspor,2,0,H,2,0,H,1.52,3.7,4.9,1.45,3.5,5.0,1.53,3.5,5.0,1.57,3.6,4.5,1.55,3.5,4.8,,,1529.98,1388.41
T1,19/01/02,Diyarbakirspor,Genclerbirligi,1,2,A,0,0,D,2.1,3.25,2.9,,,,2.25,3.0,2.8,2.0,3.4,2.9,2.3,3.25,2.5,,,1424.5,1424.49
T1,19/01/02,Galatasaray,Gaziantepspor,2,0,H,2,0,H,1.42,3.85,5.75,1.3,4.2,8.0,1.4,3.8,6.5,1.33,4.0,7.5,1.4,3.6,6.8,,,1691.31,1585.38
T1,19/01/02,Malatyaspor,Istanbulspor,2,0,H,0,0,D,2.67,3.25,2.21,2.35,3.0,2.35,3.1,3.0,2.1,2.62,3.25,2.25,2.65,3.2,2.25,,,1360.29,1469.52
T1,20/01/02,Bursaspor,Goztep,0,0,D,0,0,D,1.6,3.5,4.5,1.6,3.3,4.0,1.67,3.2,4.5,,,,1.6,3.4,4.6,,,1454.65,1381.54
T1,20/01/02,Kocaelispor,Rizespor,2,1,H,1,0,H,1.62,3.4,4.45,1.75,3.1,3.6,1.57,3.5,4.8,1.62,3.4,4.5,1.55,3.5,4.8,,,1467.9,1447.56
T1,20/01/02,Trabzonspor,Besiktas,0,5,A,0,1,A,2.55,3.2,2.35,2.4,3.1,2.4,2.6,3.2,2.3,2.5,3.2,2.735,,,,,,1526.36,1648.61
T1,20/01/02,Yozgatspor,Denizlispor,0,1,A,0,1,A,1.85,3.3,3.55,2.0,3.0,2.9,1.9,3.25,3.3,2.0,3.2,3.1,1.9,3.25,3.3,,,1436.57,1439.05
T1,22/01/02,Fenerbahce,Istanbulspor,2,0,H,2,0,H,1.35,4.15,6.85,1.35,3.8,6.2,1.25,4.5,8.5,1.36,4.0,6.5,1.3,4.2,8.0,,,1630.01,1456.69
T1,22/01/02,Malatyaspor,Ankaragucu,4,1,H,2,0,H,3.2,3.3,1.9,3.3,3.2,1.8,3.0,3.2,2.05,2.75,3.25,2.2,2.6,3.25,2.25,,,1373.12,1534.96
T1,23/01/02,Antalyaspor,Kocaelispor,2,0,H,2,0,H,2.25,3.2,2.7,2.0,3.0,2.9,2.2,3.2,2.7,2.38,3.2,2.5,2.25,3.25,2.6,,,1383.43,1476.24
T1,23/01/02,Denizlispor,Galatasaray,1,1,D,0,0,D,5.0,3.5,1.55,4.0,3.3,1.6,4.5,3.5,1.6,3.75,3.4,1.73,4.1,3.3,1.7,,,1454.97,1697.16
T1,23/01/02,Gaziantepspor,Trabzonspor,5,2,H,4,1,H,1.85,3.25,3.65,1.85,3.1,3.6,1.9,3.2,3.4,1.83,3.4,3.4,1.9,3.3,3.3,,,1579.53,1514.66
T1,23/01/02,Goztep,Diyarbakirspor,3,1,H,2,0,H,2.0,3.25,3.15,2.0,3.0,2.9,2.0,3.1,3.25,,,,2.0,3.3,3.0,,,1387.3,1408.5
T1,23/01/02,Rizespor,Yozgatspor,1,1,D,1,0,H,1.75,3.35,3.85,1.75,3.2,3.5,1.75,3.2,4.0,1.73,3.25,4.0,1.7,3.3,4.1,,,1439.22,1420.65
T1,23/01/02,Genclerbirligi,Samsunspor,2,0,H,1,0,H,1.85,3.35,3.45,,,,1.8,3.4,3.5,,,,2.1,3.25,2.85,,,1440.49,1477.84
T1,24/01/02,Besiktas,Bursaspor,2,1,H,1,0,H,1.3,4.35,7.65,1.25,4.3,8.0,1.3,4.5,7.0,1.25,4.5,9.0,1.35,4.0,7.0,,,1660.31,1448.89
T1,26/01/02,Ankaragucu,Fenerbahce,3,2,H,3,2,H,3.02,3.15,2.05,2.4,3.1,2.4,3.3,3.25,1.9,2.8,3.3,2.1,2.65,3.3,2.2,,,1520.26,1634.3
T1,27/01/02,Bursaspor,Trabzonspor,2,2,D,0,1,A,2.08,3.2,2.92,2.2,3.1,2.5,2.05,3.2,3.0,2.0,3.2,3.1,2.1,3.3,2.8,,,1445.32,1507.68
T1,27/01/02,Denizlispor,Gaziantepspor,5,2,H,1,2,A,2.4,3.15,2.48,2.4,3.1,2.4,2.4,3.1,2.5,2.4,3.3,2.4,2.3,3.3,2.5,,,1459.82,1586.51
T1,27/01/02,Diyarbakirspor,Besiktas,0,0,D,0,0,D,3.95,3.3,1.72,5.0,3.5,1.45,3.8,3.3,1.75,3.8,3.4,1.727,3.7,3.4,1.75,,,1398.79,1663.88
T1,27/01/02,Galatasaray,Rizespor,4,1,H,2,1,H,1.17,5.5,10.0,1.15,6.0,12.0,1.2,5.0,10.0,1.167,5.5,10.0,1.2,5.0,10.0,,,1692.31,1435.11
T1,27/01/02,Istanbulspor,Genclerbirligi,0,0,D,0,0,D,1.88,3.25,3.38,2.0,3.2,3.1,1.95,3.2,3.2,2.0,3.3,3.0,2.1,3.25,2.85,,,1452.4,1450.76
T1,27/01/02,Malatyaspor,Kocaelispor,2,1,H,1,0,H,2.3,3.15,2.6,2.4,3.1,2.4,2.4,3.1,2.5,2.2,3.3,2.625,2.25,3.3,2.6,,,1387.82,1464.0
T1,27/01/02,Samsunspor,Goztep,1,2,A,0,1,A,1.75,3.35,3.75,1.6,3.2,4.2,1.7,3.4,4.0,,,,1.55,3.6,4.75,,,1467.57,1397.01
T1,27/01/02,Yozgatspor,Antalyaspor,3,2,H,1,0,H,1.85,3.25,3.45,1.8,3.0,3.5,1.8,3.2,3.75,1.909,3.25,3.3,1.8,3.4,3.5,,,1424.76,1395.67
T1,01/02/02,Fenerbahce,Kocaelispor,3,0,H,3,0,H,1.3,4.35,7.3,,,,1.3,4.5,7.5,1.3,4.333,7.5,1.3,4.4,7.0,,,1621.3,1452.36
T1,02/02/02,Besiktas,Samsunspor,0,0,D,0,0,D,1.25,4.75,6.0,1.2,5.0,10.0,1.25,4.5,8.5,1.25,4.5,9.0,1.25,4.75,8.0,,,1658.35,1449.38
T1,02/02/02,Gaziantepspor,Bursaspor,5,2,H,1,1,D,1.7,3.25,4.15,1.6,3.4,4.6,1.75,3.2,4.0,1.667,3.5,4.0,1.7,3.3,4.1,,,1573.05,1443.97
T1,02/02/02,Rizespor,Denizlispor,3,1,H,2,0,H,2.05,3.2,2.98,2.2,3.0,2.6,1.8,3.2,3.75,2.1,3.2,2.875,2.2,3.2,2.7,,,1432.27,1473.28
T1,02/02/02,Trabzonspor,Diyarbakirspor,0,2,A,0,1,A,1.52,3.45,5.3,1.55,3.3,4.5,1.7,3.4,4.0,,,,1.65,3.4,4.2,,,1509.03,1404.32
T1,03/02/02,Antalyaspor,Galatasaray,1,1,D,0,0,D,4.8,3.4,1.58,5.0,3.7,1.5,5.5,3.5,1.5,4.5,3.4,1.615,4.5,3.45,1.6,,,1387.61,1695.15
T1,03/02/02,Genclerbirligi,Ankaragucu,0,1,A,0,0,D,2.45,3.25,2.38,2.4,3.1,2.4,2.5,3.2,2.4,,,,3.1,3.3,1.95,,,1454.32,1533.26
T1,03/02/02,Goztep,Istanbulspor,0,0,D,0,0,D,2.2,3.25,2.68,2.0,3.0,2.9,2.2,3.2,2.7,,,,2.2,3.25,2.65,,,1415.2,1448.84
T1,03/02/02,Malatyaspor,Yozgatspor,2,1,H,0,1,A,1.8,3.25,3.68,1.7,3.2,3.6,1.75,3.4,3.75,1.8,3.4,3.5,1.75,3.35,3.75,,,1399.46,1432.82
T1,08/02/02,Galatasaray,Malatyaspor,1,0,H,0,0,D,1.13,6.0,11.5,1.15,6.0,12.0,1.154,5.5,11.0,1.167,5.5,10.0,1.15,6.0,10.0,,,1688.46,1409.59
T1,09/02/02,Ankaragucu,Goztep,4,2,H,0,1,A,1.6,3.4,4.7,1.55,3.3,4.5,1.6,3.2,5.0,,,,1.6,3.4,4.6,,,1546.52,1412.84
T1,09/02/02,Denizlispor,Antalyaspor,3,2,H,1,0,H,1.62,3.4,4.5,1.6,3.2,4.2,1.75,3.2,4.0,1.667,3.25,4.333,1.6,3.4,4.6,,,1462.88,1394.3
T1,09/02/02,Diyarbakirspor,Bursaspor,2,3,A,1,1,D,1.9,3.2,3.45,1.9,3.0,3.1,1.9,3.2,3.4,1.909,3.3,3.25,1.9,3.3,3.25,,,1423.44,1438.69
T1,09/02/02,Yozgatspor,Fenerbahce,1,2,A,0,1,A,4.0,3.3,1.72,4.6,3.4,1.6,4.5,3.5,1.6,3.5,3.4,1.8,3.8,3.3,1.75,,,1422.69,1625.68
T1,10/02/02,Istanbulspor,Besiktas,1,2,A,0,0,D,3.65,3.2,1.82,4.0,3.3,1.7,4.333,3.5,1.615,3.3,3.25,1.909,3.25,3.3,1.9,,,1451.2,1649.46
T1,10/02/02,Kocaelispor,Genclerbirligi,0,1,A,0,0,D,1.8,3.2,3.8,1.8,3.0,3.5,1.7,3.2,4.2,1.833,3.3,3.5,1.7,3.35,4.0,,,1447.98,1441.06
T1,10/02/02,Rizespor,Gaziantepspor,1,0,H,1,0,H,2.6,2.9,2.45,2.6,3.0,2.2,2.3,3.2,2.6,2.5,3.1,2.4,2.4,3.2,2.45,,,1442.67,1578.33
T1,10/02/02,Samsunspor,Trabzonspor,1,2,A,0,1,A,2.25,3.0,2.8,2.3,3.1,2.6,2.3,3.2,2.6,2.1,3.4,2.75,2.25,3.25,2.6,,,1458.27,1489.91
T1,15/02/02,Gaziantepspor,Diyarbakirspor,0,1,A,0,1,A,1.42,3.75,6.2,1.5,3.7,5.0,1.533,3.5,5.0,,,,1.5,3.4,5.75,,,1564.55,1407.95
T1,16/02/02,Fenerbahce,Galatasaray,1,0,H,1,0,H,2.15,3.25,2.8,2.1,3.0,3.1,2.0,3.2,3.1,,,,2.2,3.2,2.8,,,1634.58,1691.0
T1,16/02/02,Genclerbirligi,Yozgatspor,3,2,H,2,0,H,1.72,3.3,4.1,1.75,3.1,3.6,1.7,3.4,4.0,,,,1.65,3.4,4.25,,,1457.29,1413.79
T1,16/02/02,Malatyaspor,Denizlispor,0,0,D,0,0,D,1.9,3.2,3.45,2.1,3.0,2.8,2.0,3.25,3.1,,,,2.0,3.3,3.0,,,1407.05,1469.75
T1,16/02/02,Samsunspor,Bursaspor,2,3,A,0,1,A,2.05,3.25,3.0,2.2,3.0,2.6,2.2,3.3,2.625,,,,2.0,3.3,3.0,,,1443.34,1454.18
T1,17/02/02,Antalyaspor,Rizespor,2,2,D,1,0,H,2.0,3.2,3.15,2.0,3.0,2.9,2.1,3.2,2.9,,,,1.95,3.25,3.2,,,1387.43,1456.45
T1,17/02/02,Besiktas,Ankaragucu,1,2,A,1,1,D,1.45,3.7,6.0,1.4,3.9,6.0,1.5,3.5,5.5,,,,1.5,3.5,5.5,,,1658.52,1551.69
T1,17/02/02,Goztep,Kocaelispor,3,0,H,2,0,H,1.9,3.25,3.4,1.9,3.0,3.1,2.1,3.2,2.9,,,,2.0,3.3,3.0,,,1407.67,1431.75
T1,17/02/02,Trabzonspor,Istanbulspor,2,0,H,1,0,H,1.78,3.35,3.75,1.8,3.2,3.6,1.75,3.2,4.0,,,,1.8,3.3,3.6,,,1504.84,1442.14
T1,22/02/02,Kocaelispor,Besiktas,0,2,A,0,1,A,3.65,3.2,1.85,4.0,3.2,1.75,3.4,3.2,1.9,3.6,3.2,1.833,3.3,3.25,1.9,,,1421.94,1639.35
T1,23/02/02,Antalyaspor,Gaziantepspor,3,3,D,1,2,A,2.6,3.0,2.45,2.4,3.0,2.6,2.4,3.1,2.5,,,,2.35,3.2,2.5,,,1386.32,1544.2
T1,23/02/02,Galatasaray,Genclerbirligi,3,1,H,1,1,D,1.28,4.5,8.0,1.35,3.8,5.8,1.3,4.5,7.0,1.3,4.333,7.5,1.4,3.75,6.5,,,1680.06,1464.9
T1,23/02/02,Istanbulspor,Bursaspor,3,0,H,2,0,H,1.97,3.1,3.35,2.0,3.1,3.2,2.1,3.1,3.0,2.0,3.3,3.0,2.15,3.2,2.8,,,1435.1,1469.82
T1,23/02/02,Samsunspor,Diyarbakirspor,0,0,D,0,0,D,1.9,3.2,3.5,1.9,3.0,3.2,1.95,3.1,3.3,2.1,3.3,2.8,1.85,3.25,3.45,,,1427.7,1428.3
T1,24/02/02,Ankaragucu,Trabzonspor,4,2,H,2,1,H,1.8,3.25,3.75,1.75,3.2,3.6,1.8,3.25,3.75,1.8,3.3,3.6,1.85,3.25,3.45,,,1570.86,1511.88
T1,24/02/02,Denizlispor,Fenerbahce,1,2,A,1,1,D,3.6,3.25,1.8,3.5,3.1,1.9,3.5,3.2,1.85,3.4,3.2,1.909,3.35,3.2,1.9,,,1471.09,1645.52
T1,24/02/02,Rizespor,Malatyaspor,0,0,D,0,0,D,1.72,3.3,4.1,1.7,3.1,3.8,1.667,3.3,4.333,1.8,3.3,3.6,1.75,3.15,4.0,,,1457.56,1405.71
T1,24/02/02,Yozgatspor,Goztep,1,1,D,0,0,D,2.0,3.3,3.15,2.0,3.0,2.9,2.2,3.1,2.8,,,,2.05,3.2,2.95,,,1406.18,1417.48
T1,01/03/02,Fenerbahce,Rizespor,2,1,H,2,0,H,1.18,5.25,11.0,1.15,6.0,12.0,1.2,5.0,10.0,,,,1.2,4.9,10.0,,,1655.38,1452.42
T1,02/03/02,Besiktas,Yozgatspor,4,2,H,2,1,H,1.2,5.25,10.0,1.15,6.0,12.0,1.2,5.0,9.5,,,,1.2,4.9,10.0,,,1647.78,1403.06
T1,02/03/02,Genclerbirligi,Denizlispor,4,2,H,1,0,H,1.92,3.15,3.45,1.9,3.0,3.3,2.0,3.25,3.1,,,,2.0,3.3,3.0,,,1461.4,1461.23
T1,02/03/02,Samsunspor,Gaziantepspor,2,1,H,1,0,H,2.5,3.2,2.4,2.4,3.1,2.5,2.4,3.2,2.5,,,,2.4,3.3,2.4,,,1424.22,1542.14
T1,02/03/02,Trabzonspor,Kocaelispor,1,2,A,1,2,A,1.52,3.65,5.0,1.55,3.4,4.8,1.571,3.6,4.5,,,,1.6,3.4,4.6,,,1504.73,1413.51
T1,03/03/02,Bursaspor,Ankaragucu,2,1,H,1,0,H,2.55,3.15,2.4,2.7,3.1,2.1,2.4,3.3,2.4,,,,2.4,3.3,2.4,,,1459.64,1578.01
T1,03/03/02,Diyarbakirspor,Istanbulspor,1,0,H,1,0,H,1.96,3.15,3.35,2.0,3.0,3.0,2.0,3.1,3.2,,,,2.0,3.1,3.2,,,1431.78,1445.28
T1,03/03/02,Goztep,Galatasaray,2,0,H,1,0,H,4.05,3.3,1.74,3.8,3.3,1.75,4.333,3.6,1.6,,,,4.3,3.6,1.6,,,1420.6,1683.56
T1,03/03/02,Malatyaspor,Antalyaspor,2,1,H,2,1,H,1.71,3.25,4.3,1.8,3.1,3.6,1.7,3.25,4.2,,,,1.7,3.25,4.2,,,1410.85,1388.38
T1,08/03/02,Ankaragucu,Diyarbakirspor,1,1,D,1,0,H,1.45,3.75,5.8,1.5,3.7,5.0,1.4,3.75,6.5,1.5,3.5,5.5,1.4,3.8,6.5,,,1564.85,1441.23
T1,09/03/02,Galatasaray,Besiktas,1,0,H,0,0,D,1.95,3.1,3.4,1.9,3.1,3.5,2.05,3.1,3.1,1.909,3.2,3.4,1.9,3.1,3.6,,,1665.59,1650.8
T1,09/03/02,Rizespor,Genclerbirligi,1,2,A,1,0,H,2.2,3.1,2.85,2.3,3.1,2.6,1.8,3.4,3.5,2.2,3.1,2.8,2.15,3.3,2.75,,,1448.7,1470.39
T1,09/03/02,Samsunspor,Istanbulspor,0,1,A,0,1,A,2.0,3.1,3.25,2.1,3.1,3.0,1.8,3.4,3.5,2.3,3.2,2.6,2.25,3.3,2.6,,,1437.36,1435.83
T1,09/03/02,Yozgatspor,Trabzonspor,2,3,A,0,2,A,2.5,3.1,2.45,2.3,3.1,2.6,2.3,3.3,2.5,2.5,3.2,2.375,2.25,3.3,2.6,,,1400.04,1485.97
T1,10/03/02,Antalyaspor,Fenerbahce,0,1,A,0,0,D,4.3,3.45,1.65,4.4,3.3,1.65,4.5,3.4,1.615,,,,4.25,3.25,1.7,,,1380.11,1659.1
T1,10/03/02,Denizlispor,Goztep,2,1,H,1,0,H,2.0,3.1,3.3,1.8,3.1,3.8,2.1,3.25,2.875,,,,2.1,3.3,2.85,,,1452.24,1438.57
T1,10/03/02,Kocaelispor,Bursaspor,1,2,A,0,0,D,2.0,3.1,3.25,1.9,3.0,3.3,1.95,3.2,3.2,2.0,3.3,3.0,1.95,3.3,3.15,,,1432.27,1472.8
T1,10/03/02,Malatyaspor,Gaziantepspor,1,1,D,0,0,D,2.35,3.1,2.65,2.3,3.1,2.6,2.25,3.2,2.625,2.25,3.25,2.6,2.3,3.1,2.65,,,1419.12,1529.0
T1,15/03/02,Besiktas,Denizlispor,2,2,D,2,1,H,1.24,4.65,9.0,1.25,4.5,9.0,1.286,4.333,8.0,1.25,4.5,9.0,1.25,4.5,9.0,,,1642.29,1460.79
T1,16/03/02,Bursaspor,Yozgatspor,3,1,H,1,0,H,1.42,3.85,6.15,1.45,3.8,5.4,1.4,3.6,7.0,1.444,3.6,6.0,1.5,3.4,5.75,,,1487.42,1387.03
T1,16/03/02,Gaziantepspor,Istanbulspor,2,2,D,2,0,H,1.8,3.25,3.75,1.75,3.3,3.8,1.8,3.2,3.75,1.909,3.2,3.4,1.9,3.2,3.4,,,1528.64,1451.88
T1,16/03/02,Goztep,Rizespor,2,3,A,2,1,H,1.67,3.4,4.25,1.75,3.3,3.8,2.2,3.0,2.875,,,,1.8,3.25,3.7,,,1430.02,1433.43
T1,17/03/02,Diyarbakirspor,Kocaelispor,1,1,D,0,1,A,1.82,3.2,3.75,1.75,3.3,3.6,1.85,3.2,3.5,1.909,3.2,3.4,1.9,3.2,3.4,,,1448.32,1417.65
T1,17/03/02,Fenerbahce,Malatyaspor,2,2,D,1,1,D,1.2,5.25,9.5,1.15,6.0,12.0,1.2,5.0,10.0,1.2,5.0,10.0,1.2,5.0,10.0,,,1665.68,1419.48
T1,17/03/02,Genclerbirligi,Antalyaspor,1,0,H,0,0,D,1.55,3.55,5.0,1.6,3.4,4.6,1.571,3.4,5.0,1.615,3.4,4.5,1.65,3.6,4.0,,,1485.66,1373.53
T1,17/03/02,Samsunspor,Ankaragucu,2,0,H,1,0,H,2.63,3.1,2.35,2.9,3.1,2.1,2.6,3.2,2.3,2.6,3.2,2.3,2.4,3.3,2.4,,,1421.31,1557.76
T1,22/03/02,Fenerbahce,Gaziantepspor,4,1,H,2,0,H,1.3,4.4,7.5,1.3,4.2,8.0,1.364,4.0,6.5,1.3,4.333,7.5,1.35,4.0,6.8,,,1656.18,1522.78
T1,23/03/02,Denizlispor,Trabzonspor,2,1,H,1,1,D,2.2,3.1,2.85,2.1,3.1,2.8,2.2,3.2,2.7,2.2,3.2,2.7,2.15,3.25,2.75,,,1469.16,1498.98
T1,23/03/02,Galatasaray,Bursaspor,2,1,H,1,1,D,1.27,4.6,8.0,1.25,4.5,9.0,1.3,4.5,7.0,1.333,4.0,7.5,1.3,4.0,8.5,,,1674.1,1493.42
T1,23/03/02,Samsunspor,Kocaelispor,0,0,D,0,0,D,1.85,3.25,3.6,1.85,3.1,3.4,1.833,3.2,3.6,1.909,3.2,3.4,1.9,3.3,3.25,,,1435.12,1422.14
T1,23/03/02,Yozgatspor,Diyarbakirspor,2,0,H,0,0,D,2.35,3.1,2.65,2.1,3.1,2.9,2.25,3.1,2.7,2.4,3.3,2.4,2.25,3.15,2.65,,,1381.03,1443.83
T1,24/03/02,Ankaragucu,Istanbulspor,4,2,H,1,1,D,1.68,3.35,4.25,1.7,3.3,4.0,1.75,3.3,3.8,1.727,3.25,4.333,1.75,3.25,3.85,,,1543.95,1457.74
T1,24/03/02,Antalyaspor,Goztep,2,0,H,1,0,H,2.3,3.1,2.7,2.1,3.0,2.9,2.3,3.2,2.6,,,,2.25,3.15,2.65,,,1367.84,1414.13
T1,24/03/02,Malatyaspor,Genclerbirligi,1,0,H,1,0,H,2.25,3.1,2.8,2.3,3.1,2.5,2.3,3.2,2.6,2.3,3.2,2.6,2.3,3.25,2.55,,,1428.98,1491.35
T1,24/03/02,Rizespor,Besiktas,1,3,A,0,0,D,4.25,3.3,1.7,3.6,3.1,1.85,3.8,3.5,1.7,3.75,3.2,1.8,3.4,3.3,1.85,,,1449.32,1633.92
T1,29/03/02,Besiktas,Antalyaspor,0,0,D,0,0,D,1.15,5.95,10.1,1.2,5.0,10.0,1.2,5.0,9.5,1.2,5.0,10.0,1.2,5.0,9.5,,,1643.44,1378.42
T1,30/03/02,Diyarbakirspor,Galatasaray,0,0,D,0,0,D,4.0,3.35,1.7,4.0,3.3,1.7,3.8,3.3,1.75,3.75,3.4,1.727,3.8,3.3,1.75,,,1432.66,1678.24
T1,30/03/02,Gaziantepspor,Ankaragucu,1,1,D,0,1,A,2.2,3.15,2.75,2.2,3.1,2.8,2.2,3.1,2.8,2.25,3.2,2.625,2.2,3.2,2.7,,,1517.61,1550.33
T1,30/03/02,Istanbulspor,Kocaelispor,0,1,A,0,0,D,1.85,3.4,3.3,1.7,3.3,3.6,2.1,3.1,3.0,1.727,3.4,3.75,1.85,3.3,3.4,,,1451.36,1426.07
T1,30/03/02,Trabzonspor,Rizespor,2,1,H,1,0,H,1.55,3.5,4.85,1.6,3.4,4.6,1.7,3.5,3.8,1.571,3.4,5.0,1.7,3.2,4.2,,,1488.97,1439.8
T1,31/03/02,Bursaspor,Denizlispor,3,3,D,2,2,D,1.6,3.45,4.5,1.7,3.3,4.0,1.75,3.3,3.8,1.727,3.25,4.0,1.7,3.3,4.1,,,1489.28,1479.17
T1,31/03/02,Genclerbirligi,Fenerbahce,1,1,D,0,0,D,3.75,3.2,1.8,3.4,3.2,1.9,3.6,3.3,1.8,3.4,3.2,1.909,3.6,3.3,1.8,,,1480.2,1661.35
T1,31/03/02,Goztep,Malatyaspor,2,1,H,1,0,H,1.75,3.2,3.95,1.75,3.3,3.8,1.833,3.3,3.5,,,,1.85,3.3,3.4,,,1403.55,1440.13
T1,31/03/02,Samsunspor,Yozgatspor,0,0,D,0,0,D,1.65,3.55,4.05,1.75,3.3,3.8,1.667,3.5,3.8,1.667,3.3,4.333,1.65,3.4,4.2,,,1431.19,1392.2
T1,03/04/02,Trabzonspor,Galatasaray,0,2,A,0,1,A,3.6,3.25,1.85,3.5,3.1,1.9,3.3,3.2,1.95,3.1,3.2,2.0,3.2,3.1,2.0,,,1496.41,1673.29
T1,05/04/02,Fenerbahce,Goztep,3,0,H,1,0,H,1.17,5.5,10.0,1.2,5.0,10.0,1.2,5.0,10.0,1.2,5.0,10.0,1.22,4.8,9.0,,,1658.48,1413.79
T1,06/04/02,Denizlispor,Diyarbakirspor,2,1,H,0,1,A,1.8,3.2,3.75,1.65,3.3,4.4,1.8,3.3,3.6,1.833,3.2,3.6,1.8,3.2,3.75,,,1483.0,1437.61
T1,06/04/02,Genclerbirligi,Gaziantepspor,1,1,D,0,0,D,1.95,3.0,3.45,1.9,3.1,3.5,1.9,3.25,3.3,1.909,3.25,3.25,2.1,3.25,2.85,,,1483.07,1515.22
T1,06/04/02,Rizespor,Bursaspor,3,1,H,0,1,A,1.8,3.4,3.5,2.3,3.1,2.6,1.7,3.4,4.0,,,,2.15,3.15,2.8,,,1432.36,1485.45
T1,07/04/02,Antalyaspor,Trabzonspor,4,2,H,3,0,H,2.25,3.15,2.75,2.0,3.1,3.2,2.2,3.2,2.7,2.375,3.2,2.5,2.35,3.2,2.5,,,1388.2,1486.63
T1,07/04/02,Kocaelispor,Ankaragucu,4,4,D,2,3,A,2.2,3.0,2.85,2.2,3.1,2.6,2.1,3.2,2.9,2.25,3.2,2.625,2.2,3.25,2.65,,,1442.89,1552.72
T1,07/04/02,Malatyaspor,Besiktas,0,1,A,0,1,A,3.7,3.2,1.8,3.6,3.2,1.8,3.75,3.2,1.8,3.75,3.2,1.8,3.45,3.25,1.85,,,1429.89,1633.66
T1,07/04/02,Samsunspor,Galatasaray,0,1,A,0,0,D,4.3,3.5,1.65,4.4,3.3,1.65,3.8,3.5,1.7,4.0,3.25,1.727,3.8,3.3,1.75,,,1426.44,1683.07
T1,07/04/02,Yozgatspor,Istanbulspor,1,1,D,0,0,D,2.05,3.3,3.0,2.0,2.9,3.0,2.05,3.2,3.0,2.375,3.4,2.4,2.25,3.25,2.6,,,1396.95,1434.54
T1,12/04/02,Trabzonspor,Malatyaspor,0,0,D,0,0,D,1.95,3.6,2.9,1.75,3.3,3.8,1.667,3.5,4.0,1.667,3.5,4.0,1.8,3.5,3.4,,,1474.19,1421.02
T1,13/04/02,Ankaragucu,Yozgatspor,1,1,D,1,1,D,1.4,4.1,6.3,1.3,4.2,7.0,1.4,4.0,6.0,1.4,3.75,6.5,1.4,4.0,6.0,,,1552.37,1394.73
