Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,GBH,GBD,GBA,IWH,IWD,IWA,SYH,SYD,SYA,EloHome,EloAway
F2,22/12/01,Le Mans,St Etienne,3,0,H,1,0,H,2.1,2.8,3.4,2.1,2.7,3.1,2.0,2.8,3.75,1481.03,1502.73
F2,22/12/01,Nimes,Nice,0,3,A,0,2,A,2.5,2.7,2.8,2.4,2.6,2.7,2.5,2.6,2.9,1420.5,1486.5
F2,22/12/01,Niort,Laval,1,1,D,1,1,D,2.2,2.7,3.3,2.2,2.7,2.9,2.25,2.6,3.4,1468.01,1461.17
F2,05/01/02,Ajaccio,Creteil,1,0,H,0,0,D,1.45,3.4,6.9,1.5,3.1,5.2,1.44,3.3,7.5,1529.8,1396.42
F2,05/01/02,Istres,Niort,1,1,D,0,1,A,2.35,2.75,2.95,2.3,2.8,2.6,2.25,2.8,3.1,1428.7,1464.28
F2,05/01/02,Martigues,Caen,2,1,H,1,1,D,2.5,2.7,2.8,2.5,2.6,2.6,2.6,2.75,2.62,1394.84,1470.79
F2,05/01/02,Nice,Beauvais,0,1,A,0,1,A,2.1,2.7,3.55,2.0,2.7,3.3,2.1,2.8,3.4,1500.22,1533.71
F2,12/01/02,Beauvais,Istres,0,0,D,0,0,D,1.48,3.35,6.2,1.5,3.2,5.0,1.44,3.3,7.5,1548.57,1426.41
F2,12/01/02,Caen,Gueugnon,2,2,D,2,2,D,1.95,2.8,3.75,1.9,2.8,3.4,1.91,2.88,4.0,1459.15,1505.69
F2,12/01/02,Creteil,Amiens,1,1,D,0,1,A,2.42,2.7,2.85,2.3,2.7,2.7,2.38,2.75,2.9,1391.25,1455.67
F2,12/01/02,Grenoble,Le Havre,1,0,H,1,0,H,2.6,2.65,2.68,2.5,2.6,2.6,2.75,2.75,2.5,1447.62,1573.09
F2,12/01/02,Le Mans,Ajaccio,2,1,H,1,1,D,2.2,2.85,3.05,2.2,2.8,2.8,2.2,2.75,3.25,1490.76,1534.97
F2,12/01/02,Nimes,Laval,3,0,H,1,0,H,2.6,2.65,2.68,2.5,2.5,2.7,,,,1406.78,1464.9
F2,12/01/02,Niort,Nice,3,0,H,2,0,H,2.6,2.65,2.68,2.5,2.5,2.7,2.5,2.6,2.9,1466.57,1485.36
F2,13/01/02,Chateauroux,Strasbourg,1,2,A,0,0,D,2.5,2.7,2.75,2.5,2.6,2.6,2.5,2.75,2.75,1514.11,1563.35
F2,16/01/02,Creteil,Wasquehal,2,0,H,0,0,D,2.3,2.8,2.9,2.2,2.8,2.8,2.3,2.7,3.1,1389.97,1470.19
F2,19/01/02,Wasquehal,Le Mans,1,1,D,0,0,D,2.25,2.7,3.1,2.2,2.8,2.8,,,,1458.4,1501.27
F2,20/01/02,St Etienne,Grenoble,1,1,D,1,1,D,1.9,2.8,4.0,1.9,2.8,3.4,1.8,3.0,4.33,1493.0,1461.03
F2,22/01/02,Nice,Nancy,1,0,H,1,0,H,1.9,2.9,3.9,1.9,2.8,3.4,2.0,2.8,3.75,1475.73,1506.2
F2,23/01/02,Ajaccio,St Etienne,1,0,H,1,0,H,1.65,3.15,4.85,1.7,2.9,4.0,1.67,3.1,5.0,1524.46,1488.47
F2,23/01/02,Amiens,Caen,3,2,H,3,1,H,2.0,2.8,3.7,2.0,2.7,3.3,2.1,2.8,3.4,1456.95,1457.24
F2,23/01/02,Gueugnon,Creteil,0,0,D,0,0,D,1.6,3.2,5.2,1.65,2.9,4.4,1.73,3.1,4.5,1507.6,1401.76
F2,23/01/02,Istres,Nimes,0,0,D,0,0,D,1.95,2.85,3.8,1.9,2.8,3.4,1.91,2.88,4.0,1433.47,1417.78
F2,23/01/02,Laval,Beauvais,0,1,A,0,1,A,2.65,2.8,2.55,2.5,2.6,2.6,2.6,2.7,2.7,1453.9,1541.51
F2,23/01/02,Le Havre,Chateauroux,3,1,H,2,1,H,1.7,3.1,4.6,1.75,2.9,3.8,1.73,3.1,4.5,1559.68,1499.8
F2,23/01/02,Martigues,Le Mans,2,2,D,0,1,A,2.5,2.7,2.8,2.4,2.6,2.7,2.5,2.75,2.75,1406.48,1503.31
F2,23/01/02,Strasbourg,Niort,1,0,H,1,0,H,1.4,3.65,7.2,1.4,3.4,6.0,1.4,3.6,7.5,1577.66,1476.2
F2,23/01/02,Wasquehal,Grenoble,1,0,H,1,0,H,1.85,2.95,4.0,1.9,2.8,3.4,1.91,2.88,4.0,1456.36,1465.56
F2,26/01/02,Chateauroux,Gueugnon,1,0,H,1,0,H,2.15,2.75,3.25,2.1,2.7,3.1,,,,1492.68,1500.95
F2,26/01/02,Le Havre,Nimes,3,0,H,1,0,H,1.4,3.6,7.0,1.4,3.2,6.5,,,,1566.8,1421.79
F2,26/01/02,St Etienne,Creteil,1,0,H,0,0,D,1.75,3.0,4.3,1.75,2.9,3.8,,,,1480.63,1408.41
F2,29/01/02,Beauvais,Le Havre,1,1,D,0,0,D,2.0,2.8,3.6,2.2,2.7,2.9,2.0,2.75,3.8,1554.46,1571.7
F2,30/01/02,Caen,Laval,1,2,A,1,0,H,1.83,2.8,4.3,1.8,2.7,3.7,1.8,2.875,4.5,1448.23,1440.95
F2,30/01/02,Chateauroux,Nice,1,0,H,0,0,D,1.93,2.8,3.85,1.9,2.8,3.4,2.0,2.8,3.75,1501.95,1485.76
F2,30/01/02,Creteil,Martigues,2,1,H,2,0,H,1.93,2.8,3.85,1.9,2.7,3.6,1.909,2.8,4.0,1401.64,1406.37
F2,30/01/02,Grenoble,Niort,2,1,H,0,1,A,1.9,2.8,4.0,1.85,2.8,3.5,1.909,2.8,4.0,1456.25,1470.23
F2,30/01/02,Le Mans,Gueugnon,2,3,A,0,2,A,1.8,2.75,4.6,1.75,2.8,4.0,1.8,2.875,4.5,1503.42,1491.68
F2,30/01/02,Nancy,Istres,1,1,D,0,0,D,1.73,2.9,4.75,1.75,2.8,4.0,1.667,3.1,5.0,1496.17,1429.46
F2,30/01/02,St Etienne,Amiens,2,1,H,1,1,D,1.95,2.85,3.7,2.1,2.7,3.1,2.0,2.875,3.6,1487.4,1465.96
F2,30/01/02,Wasquehal,Ajaccio,1,1,D,1,1,D,2.37,2.9,2.72,2.3,2.8,2.6,2.375,2.75,2.9,1465.67,1532.3
F2,02/02/02,Ajaccio,Grenoble,2,0,H,2,0,H,1.55,3.25,5.45,1.55,3.1,4.8,1.571,3.1,6.0,1533.5,1465.72
F2,02/02/02,Amiens,Le Mans,0,4,A,0,1,A,2.1,2.8,3.3,2.0,2.8,3.1,2.2,2.75,3.25,1457.66,1487.03
F2,02/02/02,Gueugnon,St Etienne,1,1,D,0,0,D,1.92,2.9,3.7,2.0,2.8,3.1,1.909,2.875,4.0,1508.07,1495.7
F2,02/02/02,Istres,Chateauroux,2,0,H,0,0,D,2.4,2.85,2.72,2.4,2.7,2.6,2.5,2.7,2.8,1435.04,1510.42
F2,02/02/02,Laval,Nancy,1,0,H,0,0,D,2.15,2.85,3.12,2.0,2.8,3.1,2.1,2.75,3.5,1457.19,1490.59
F2,02/02/02,Le Havre,Creteil,3,1,H,2,0,H,1.4,3.6,6.95,1.4,3.4,6.0,1.444,3.5,7.0,1574.62,1410.8
F2,02/02/02,Martigues,Wasquehal,0,2,A,0,2,A,2.15,2.85,3.15,2.1,2.8,3.0,2.25,2.75,3.1,1397.21,1464.47
F2,02/02/02,Niort,Nimes,0,0,D,0,0,D,1.78,2.95,4.25,1.75,2.9,3.8,1.8,2.7,5.0,1460.76,1416.89
F2,03/02/02,Nice,Caen,2,1,H,1,1,D,1.8,2.95,4.15,1.7,2.9,4.0,1.8,3.0,4.0,1477.29,1431.99
F2,03/02/02,Strasbourg,Beauvais,1,1,D,1,1,D,1.78,2.95,4.25,1.75,2.9,3.8,1.727,3.1,4.5,1583.63,1551.54
F2,05/02/02,Le Mans,Le Havre,2,0,H,0,0,D,2.25,2.85,2.95,2.2,2.7,2.9,2.1,2.8,3.4,1502.04,1579.11
F2,06/02/02,Ajaccio,Amiens,1,1,D,0,0,D,1.65,3.0,5.1,1.6,3.0,4.6,1.615,3.1,5.5,1540.39,1442.65
F2,06/02/02,Beauvais,Niort,0,0,D,0,0,D,1.53,3.2,6.0,1.55,3.1,4.8,1.5,3.2,7.0,1556.08,1455.86
F2,06/02/02,Caen,Istres,1,1,D,1,1,D,1.75,3.0,4.35,1.8,2.8,3.7,1.727,2.875,5.0,1424.43,1446.66
F2,06/02/02,Chateauroux,Laval,1,2,A,1,2,A,1.77,2.95,4.3,1.9,2.8,3.4,1.909,2.7,4.333,1498.8,1467.32
F2,06/02/02,Creteil,Nimes,1,1,D,1,0,H,1.9,2.9,3.85,1.9,2.8,3.4,2.2,2.7,3.25,1406.31,1421.79
F2,06/02/02,Grenoble,Martigues,3,2,H,0,1,A,1.75,2.95,4.45,1.7,2.9,4.0,1.909,2.875,4.0,1458.83,1383.54
F2,06/02/02,Nancy,Strasbourg,2,1,H,1,1,D,2.57,2.75,2.62,2.6,2.7,2.4,2.75,2.75,2.5,1480.46,1579.09
F2,06/02/02,St Etienne,Nice,0,0,D,0,0,D,2.15,2.8,3.2,2.1,2.8,3.0,2.1,3.2,3.0,1499.61,1484.85
F2,07/02/02,Wasquehal,Gueugnon,3,3,D,1,0,H,2.0,2.9,3.45,2.1,2.8,3.0,,,,1478.14,1504.16
F2,12/02/02,Amiens,Wasquehal,2,0,H,0,0,D,2.06,2.85,3.32,2.1,2.8,3.0,,,,1449.08,1475.52
F2,12/02/02,Gueugnon,Grenoble,1,1,D,0,1,A,1.84,2.85,4.12,1.85,2.8,3.5,,,,1506.78,1465.51
F2,12/02/02,Istres,Ajaccio,2,2,D,2,1,H,2.78,2.8,2.38,2.7,2.6,2.4,,,,1449.41,1533.96
F2,12/02/02,Laval,Le Mans,1,2,A,0,1,A,2.12,2.9,3.12,2.3,2.7,2.7,,,,1484.34,1513.72
F2,12/02/02,Le Havre,Caen,2,1,H,2,0,H,1.52,3.3,5.72,1.5,3.2,5.0,,,,1567.43,1421.68
F2,12/02/02,Martigues,Chateauroux,1,0,H,0,0,D,2.45,2.85,2.65,2.4,2.7,2.6,,,,1376.86,1481.78
F2,12/02/02,Nice,Creteil,2,1,H,0,0,D,1.48,3.3,6.35,1.5,3.2,5.0,,,,1488.83,1403.33
F2,12/02/02,Nimes,Beauvais,1,1,D,1,0,H,2.9,2.8,2.3,2.8,2.6,2.3,,,,1424.77,1549.58
F2,12/02/02,Niort,Nancy,0,0,D,0,0,D,2.12,2.8,3.25,2.2,2.7,2.9,,,,1462.36,1492.91
F2,12/02/02,Strasbourg,St Etienne,1,0,H,1,0,H,1.52,3.35,5.55,1.55,3.0,5.0,,,,1566.64,1495.63
F2,16/02/02,Ajaccio,Martigues,1,0,H,1,0,H,1.4,3.65,6.8,1.4,3.4,6.0,,,,1534.52,1389.54
F2,16/02/02,Amiens,Gueugnon,0,0,D,0,0,D,2.18,2.7,3.25,2.1,2.8,3.0,,,,1458.97,1501.96
F2,16/02/02,Caen,Strasbourg,2,1,H,2,0,H,2.8,2.75,2.4,2.7,2.6,2.4,,,,1416.79,1573.44
F2,16/02/02,Chateauroux,Niort,2,1,H,2,0,H,1.78,2.9,4.35,1.9,2.8,3.4,,,,1469.1,1459.89
F2,16/02/02,Creteil,Laval,0,0,D,0,0,D,2.32,2.75,2.92,2.3,2.7,2.7,,,,1396.93,1469.33
F2,16/02/02,Grenoble,Nice,1,2,A,0,1,A,2.18,2.75,3.2,2.3,2.8,2.6,,,,1470.33,1495.23
F2,16/02/02,Le Mans,Istres,2,2,D,1,1,D,1.62,3.1,5.1,1.6,3.0,4.6,,,,1528.73,1448.85
F2,16/02/02,Nancy,Nimes,1,1,D,1,0,H,1.65,3.15,4.75,1.6,3.0,4.6,,,,1495.38,1425.66
F2,16/02/02,Wasquehal,Le Havre,2,2,D,1,2,A,2.55,2.65,2.72,2.4,2.6,2.7,,,,1465.63,1572.32
F2,17/02/02,St Etienne,Beauvais,1,2,A,0,1,A,2.55,2.7,2.68,2.4,2.6,2.7,,,,1488.83,1548.69
F2,23/02/02,Beauvais,Nancy,0,1,A,0,0,D,1.65,3.0,5.1,1.6,2.9,4.8,1.667,3.1,5.0,1562.63,1489.72
F2,23/02/02,Istres,Grenoble,1,1,D,1,0,H,2.1,2.65,3.55,2.1,2.8,3.0,2.1,2.75,3.5,1454.8,1455.17
F2,23/02/02,Laval,Wasquehal,3,0,H,2,0,H,1.95,2.75,3.85,2.0,2.7,3.3,1.909,2.875,4.0,1470.32,1465.87
F2,23/02/02,Le Havre,St Etienne,0,0,D,0,0,D,1.5,3.3,6.0,1.5,3.2,5.0,1.444,3.4,7.0,1572.08,1474.89
F2,23/02/02,Martigues,Amiens,1,1,D,1,0,H,2.35,2.6,3.1,2.3,2.7,2.7,2.375,2.8,2.875,1384.64,1456.94
F2,23/02/02,Nice,Le Mans,3,2,H,1,1,D,1.95,2.75,3.85,1.9,2.8,3.7,1.909,2.875,4.0,1510.39,1522.78
F2,23/02/02,Nimes,Chateauroux,0,1,A,0,1,A,2.5,2.65,2.8,2.4,2.6,2.7,2.5,2.6,2.9,1431.32,1477.8
F2,23/02/02,Niort,Caen,2,0,H,0,0,D,2.1,2.55,3.75,2.1,2.7,3.1,2.25,2.5,3.6,1451.19,1431.31
F2,23/02/02,Strasbourg,Creteil,0,2,A,0,0,D,1.36,3.7,7.7,1.3,3.6,8.0,1.333,3.75,9.0,1558.92,1395.94
F2,24/02/02,Gueugnon,Ajaccio,1,2,A,0,0,D,2.6,2.5,2.85,2.4,2.65,2.65,2.5,2.625,2.875,1503.99,1539.42
F2,02/03/02,Amiens,Chateauroux,0,1,A,0,0,D,2.1,2.8,3.5,2.1,2.7,2.9,2.2,2.8,3.2,1457.93,1492.21
F2,02/03/02,Laval,Strasbourg,3,0,H,1,0,H,2.5,2.8,2.75,2.4,2.7,2.6,2.625,2.75,2.6,1479.17,1538.43
F2,02/03/02,Nancy,Le Havre,1,1,D,0,0,D,2.4,2.7,3.0,2.3,2.6,2.8,2.5,2.7,2.8,1507.97,1565.66
F2,02/03/02,St Etienne,Wasquehal,0,2,A,0,1,A,1.96,2.9,3.75,1.9,2.8,3.4,1.909,2.875,4.0,1481.31,1457.02
F2,06/03/02,Ajaccio,Nice,1,1,D,0,1,A,1.8,2.9,4.4,1.75,2.9,3.8,1.8,3.0,4.333,1554.22,1519.8
F2,06/03/02,Caen,Nimes,1,0,H,0,0,D,1.7,2.9,5.2,1.7,2.9,4.0,1.727,2.875,5.0,1422.96,1416.91
F2,06/03/02,Chateauroux,Nancy,1,1,D,1,0,H,1.95,2.8,3.85,1.9,2.8,3.4,2.0,2.8,3.75,1507.05,1506.46
F2,06/03/02,Creteil,Niort,1,3,A,1,0,H,2.0,2.75,3.8,2.0,2.7,3.3,2.1,2.7,3.6,1416.43,1459.54
F2,06/03/02,Grenoble,Beauvais,0,0,D,0,0,D,2.65,2.65,2.7,2.55,2.6,2.55,2.5,2.7,2.8,1458.66,1544.38
F2,06/03/02,Gueugnon,Martigues,1,2,A,0,1,A,1.68,3.0,5.0,1.7,2.8,4.2,1.727,2.875,5.0,1489.19,1383.65
F2,06/03/02,Le Mans,Strasbourg,1,0,H,1,0,H,2.15,2.75,3.35,2.1,2.7,3.1,2.3,2.7,3.1,1513.37,1527.39
F2,06/03/02,St Etienne,Laval,3,1,H,0,0,D,2.3,2.8,3.0,2.2,2.7,2.9,2.375,2.8,2.875,1464.52,1490.21
F2,06/03/02,Wasquehal,Istres,1,0,H,1,0,H,2.0,2.6,4.1,2.0,2.7,3.3,1.909,2.875,4.0,1473.81,1451.31
F2,07/03/02,Amiens,Le Havre,2,0,H,0,0,D,2.55,2.6,2.85,2.5,2.6,2.7,2.625,2.75,2.75,1443.09,1567.17
F2,10/03/02,Gueugnon,Nancy,1,0,H,1,0,H,2.3,2.65,3.2,2.2,2.6,3.0,,,,1470.05,1509.98
F2,15/03/02,Strasbourg,Ajaccio,0,0,D,0,0,D,2.0,2.8,3.7,2.0,2.7,3.3,2.1,2.75,3.5,1517.92,1549.61
F2,16/03/02,Beauvais,Chateauroux,1,1,D,1,0,H,1.9,2.85,4.0,1.8,2.8,3.7,,,,1544.89,1503.53
F2,16/03/02,Istres,Creteil,0,0,D,0,0,D,2.05,2.7,3.7,1.9,2.8,3.4,1.909,2.875,4.0,1443.04,1401.9
F2,16/03/02,Laval,Amiens,2,2,D,0,1,A,1.92,2.8,4.0,1.85,2.8,3.5,1.833,2.8,4.5,1480.34,1456.45
F2,16/03/02,Le Havre,Gueugnon,2,1,H,1,0,H,1.6,3.05,5.7,1.55,3.1,4.8,1.533,3.25,6.0,1553.81,1480.41
F2,16/03/02,Martigues,St Etienne,1,1,D,1,0,H,2.2,2.75,3.25,2.1,2.7,3.1,2.25,2.7,3.2,1402.79,1474.39
F2,16/03/02,Nancy,Caen,3,3,D,0,0,D,1.87,2.8,4.2,1.8,2.8,3.7,1.833,2.875,4.333,1499.62,1431.76
F2,16/03/02,Nice,Wasquehal,2,1,H,0,1,A,1.65,3.1,5.0,1.6,3.0,4.6,1.667,3.1,5.0,1524.41,1482.08
F2,16/03/02,Nimes,Grenoble,1,1,D,1,0,H,2.33,2.65,3.1,2.4,2.6,2.7,2.3,2.625,3.25,1408.11,1458.15
F2,16/03/02,Niort,Le Mans,1,0,H,0,0,D,2.55,2.6,2.85,2.4,2.6,2.7,2.6,2.6,2.8,1474.07,1522.84
F2,23/03/02,Ajaccio,Laval,2,0,H,1,0,H,1.58,3.2,5.25,1.6,2.9,4.8,1.615,3.1,5.5,1552.04,1476.06
F2,23/03/02,Amiens,Istres,1,2,A,1,2,A,1.8,2.75,4.75,1.8,2.7,3.8,1.8,2.7,5.0,1460.73,1438.22
F2,23/03/02,Caen,Beauvais,3,2,H,1,2,A,2.65,2.65,2.62,2.55,2.6,2.55,2.5,2.7,2.8,1437.37,1540.07
F2,23/03/02,Creteil,Chateauroux,2,2,D,1,1,D,2.5,2.85,2.6,2.45,2.7,2.55,2.5,2.7,2.8,1406.72,1508.35
F2,23/03/02,Grenoble,Nancy,2,3,A,1,2,A,2.02,2.6,3.9,2.0,2.6,3.4,2.1,2.75,3.5,1459.94,1494.01
F2,23/03/02,Gueugnon,Nice,2,0,H,1,0,H,2.5,2.6,2.85,2.3,2.6,2.8,2.375,2.6,3.1,1473.68,1532.06
F2,23/03/02,Le Mans,Nimes,1,0,H,0,0,D,1.45,3.45,6.4,1.45,3.3,5.5,1.444,3.3,7.5,1512.17,1406.32
F2,23/03/02,Martigues,Le Havre,1,3,A,1,2,A,2.6,2.7,2.7,2.55,2.6,2.55,2.875,2.625,2.5,1401.77,1560.54
F2,23/03/02,St Etienne,Niort,1,0,H,0,0,D,1.92,2.8,3.88,1.9,2.7,3.5,1.909,2.875,4.0,1475.41,1484.74
F2,23/03/02,Wasquehal,Strasbourg,1,1,D,0,1,A,2.35,2.65,3.0,2.3,2.6,2.8,2.4,2.75,2.875,1474.43,1515.49
F2,26/03/02,Beauvais,Le Mans,1,1,D,1,0,H,1.85,2.9,4.1,1.9,2.8,3.4,2.0,2.75,3.8,1527.47,1518.02
F2,26/03/02,Chateauroux,Caen,0,2,A,0,0,D,1.75,3.0,4.4,1.7,2.8,4.2,1.8,2.875,4.5,1508.29,1449.97
F2,26/03/02,Istres,Gueugnon,2,0,H,1,0,H,2.2,2.65,3.35,2.0,2.6,3.5,2.25,2.6,3.4,1454.95,1484.69
F2,26/03/02,Laval,Martigues,2,1,H,0,1,A,1.6,3.25,5.0,1.8,3.0,3.5,1.727,3.1,4.5,1469.4,1391.36
F2,26/03/02,Le Havre,Ajaccio,0,1,A,0,1,A,1.92,2.8,4.0,1.9,2.8,3.4,2.0,2.75,3.8,1570.95,1558.7
F2,26/03/02,Nancy,Creteil,0,0,D,0,0,D,1.72,3.0,4.6,1.8,3.0,3.5,1.727,3.1,4.5,1508.85,1406.78
F2,26/03/02,Nice,Amiens,3,0,H,2,0,H,1.6,3.2,5.1,1.6,2.7,5.4,1.615,3.1,5.5,1521.05,1444.0
F2,26/03/02,Nimes,St Etienne,0,0,D,0,0,D,2.4,2.7,2.9,2.6,2.5,2.6,2.375,2.7,3.0,1400.47,1484.72
F2,26/03/02,Niort,Wasquehal,1,0,H,1,0,H,2.05,2.7,3.6,2.0,2.6,3.5,2.1,2.625,3.75,1475.43,1472.33
F2,26/03/02,Strasbourg,Grenoble,1,1,D,0,1,A,1.45,3.45,6.7,1.5,3.2,5.0,1.5,3.25,6.5,1517.59,1445.1
F2,30/03/02,Nancy,Martigues,1,1,D,1,0,H,1.7,3.1,4.6,,,,1.727,3.1,4.5,1502.3,1384.76
F2,01/04/02,Strasbourg,Istres,2,0,H,1,0,H,1.45,3.4,6.85,1.5,3.2,5.0,,,,1511.85,1464.96
F2,05/04/02,Amiens,Strasbourg,0,2,A,0,1,A,2.8,2.7,2.5,2.7,2.6,2.4,,,,1437.37,1519.36
F2,06/04/02,Ajaccio,Niort,1,0,H,0,0,D,1.45,3.4,6.85,1.4,3.4,6.0,,,,1575.1,1484.33
F2,06/04/02,Creteil,Beauvais,1,0,H,0,0,D,2.8,2.7,2.5,2.6,2.7,2.4,,,,1413.33,1523.66
F2,06/04/02,Grenoble,Chateauroux,0,2,A,0,0,D,2.3,2.7,3.1,2.2,2.6,3.0,,,,1450.84,1490.46
F2,06/04/02,Gueugnon,Laval,3,4,A,2,3,A,2.2,2.75,3.25,2.2,2.6,3.0,,,,1474.68,1476.0
F2,06/04/02,Le Havre,Nice,1,1,D,0,1,A,1.85,2.85,4.2,1.9,2.8,3.4,,,,1554.55,1527.68
F2,06/04/02,Le Mans,Nancy,1,0,H,1,0,H,1.7,3.05,4.7,1.65,2.8,4.5,,,,1521.83,1495.36
F2,06/04/02,Martigues,Istres,1,1,D,1,0,H,2.2,2.65,3.4,2.1,2.6,3.2,,,,1391.7,1457.45
F2,06/04/02,St Etienne,Caen,0,1,A,0,0,D,2.0,2.8,3.75,1.9,2.8,3.4,,,,1485.29,1467.8
F2,06/04/02,Wasquehal,Nimes,3,4,A,2,3,A,1.7,3.05,4.7,1.65,2.8,4.5,,,,1463.43,1399.9
F2,09/04/02,Nimes,Strasbourg,1,3,A,1,1,D,2.75,3.05,2.25,3.1,2.7,2.1,,,,1417.88,1532.51
F2,13/04/02,Beauvais,Wasquehal,0,0,D,0,0,D,1.45,3.5,6.2,1.4,3.5,5.6,1.444,3.6,6.5,1510.79,1445.45
F2,13/04/02,Caen,Creteil,3,0,H,2,0,H,1.85,3.0,3.8,,,,1.833,2.875,4.333,1484.37,1426.2
F2,13/04/02,Chateauroux,Le Mans,0,2,A,0,0,D,2.28,2.9,2.82,,,,2.375,3.0,2.7,1505.11,1529.97
F2,13/04/02,Istres,Le Havre,1,3,A,1,0,H,2.82,2.8,2.35,2.7,2.6,2.4,,,,1458.68,1550.18
F2,13/04/02,Laval,Grenoble,1,2,A,1,2,A,1.68,3.0,4.75,1.6,3.0,4.6,1.8,2.875,4.5,1491.96,1436.19
F2,13/04/02,Nancy,St Etienne,0,3,A,0,1,A,1.9,2.75,4.05,,,,,,,1487.22,1468.72
F2,13/04/02,Nice,Martigues,1,0,H,1,0,H,1.35,3.75,7.7,1.3,3.6,8.0,1.364,4.0,7.0,1532.05,1390.47
F2,13/04/02,Niort,Amiens,2,2,D,1,0,H,1.95,2.8,3.75,,,,,,,1478.08,1424.22
F2,13/04/02,Strasbourg,Gueugnon,0,0,D,0,0,D,1.32,3.9,8.2,1.3,3.6,8.0,1.364,4.0,7.0,1544.48,1458.72
F2,14/04/02,Nimes,Ajaccio,0,1,A,0,0,D,,,,,,,,,,1405.91,1581.35
F2,26/04/02,Ajaccio,Beauvais,1,0,H,1,0,H,1.8,3.25,3.8,,,,,,,1591.18,1505.25
F2,26/04/02,Amiens,Nimes,2,1,H,1,0,H,1.58,3.5,4.75,,,,,,,1429.42,1396.08
F2,26/04/02,Grenoble,Creteil,1,2,A,0,2,A,2.7,2.75,2.45,,,,,,,1453.95,1419.03
F2,26/04/02,Gueugnon,Niort,1,2,A,1,1,D,1.95,2.85,3.8,,,,,,,1464.83,1472.88
F2,26/04/02,Le Havre,Laval,4,1,H,1,1,D,1.3,4.35,7.65,,,,,,,1562.99,1474.2
F2,26/04/02,Le Mans,Caen,1,2,A,1,2,A,1.4,4.0,6.1,,,,,,,1545.13,1491.54
F2,26/04/02,Martigues,Strasbourg,0,1,A,0,0,D,3.65,3.05,1.9,,,,,,,1385.49,1538.37
F2,26/04/02,Nice,Istres,3,0,H,1,0,H,1.27,4.5,8.75,,,,,,,1537.03,1445.87
F2,26/04/02,St Etienne,Chateauroux,1,0,H,1,0,H,2.25,2.8,3.1,,,,,,,1485.33,1489.95
F2,26/04/02,Wasquehal,Nancy,0,3,A,0,1,A,2.2,2.7,3.3,,,,,,,1450.99,1470.61
F2,03/05/02,Beauvais,Amiens,1,1,D,0,0,D,1.88,2.75,4.05,1.8,2.9,3.6,,,,1498.87,1437.35
F2,03/05/02,Caen,Grenoble,3,2,H,2,1,H,1.62,3.2,4.72,1.55,3.2,4.6,,,,1509.23,1436.83
F2,03/05/02,Chateauroux,Wasquehal,3,2,H,0,1,A,,,,,,,,,,1480.8,1435.65
F2,03/05/02,Creteil,Le Mans,1,0,H,0,0,D,2.35,3.0,2.6,2.3,2.9,2.5,,,,1436.15,1527.44
F2,03/05/02,Istres,St Etienne,1,0,H,0,0,D,2.1,2.8,3.22,2.2,2.9,2.7,,,,1439.63,1494.48
F2,03/05/02,Laval,Nice,3,4,A,2,0,H,2.25,2.8,2.92,2.2,2.9,2.7,,,,1467.89,1543.27
F2,03/05/02,Nancy,Ajaccio,1,0,H,1,0,H,2.6,2.8,2.5,2.4,2.9,2.4,,,,1485.95,1597.56
F2,03/05/02,Nimes,Gueugnon,3,1,H,3,0,H,2.55,2.85,2.5,2.3,2.9,2.5,,,,1388.15,1449.1
F2,03/05/02,Niort,Martigues,2,1,H,0,0,D,1.7,3.15,4.2,1.55,3.2,4.6,,,,1488.61,1374.88
F2,03/05/02,Strasbourg,Le Havre,1,0,H,1,0,H,1.98,2.7,3.75,1.85,2.8,3.5,,,,1548.98,1569.3
