Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SBH,SBD,SBA,SYH,SYD,SYA,WHH,WHD,WHA,EloHome,EloAway
F1,24/11/01,Sedan,Lorient,5,0,H,4,0,H,1.95,3.1,3.55,1.8,3.0,4.0,2.1,3.0,3.2,1.9,3.0,3.8,,,,1.8,3.0,4.2,1642.72,1634.38
F1,24/11/01,Troyes,Lens,1,1,D,0,1,A,2.35,3.0,2.8,2.3,2.8,2.9,2.5,3.2,2.5,2.38,3.0,2.7,,,,2.2,3.0,3.0,1701.19,1739.48
F1,25/11/01,Lille,Rennes,1,0,H,0,0,D,1.52,3.45,5.9,1.6,3.2,5.0,1.57,3.25,5.5,1.53,3.3,6.0,,,,1.57,3.3,5.5,1785.56,1650.24
F1,25/11/01,Lyon,Auxerre,3,0,H,2,0,H,1.78,3.1,4.3,1.75,3.2,4.0,2.0,3.2,3.2,1.73,3.1,4.5,,,,1.66,3.1,5.0,1820.88,1686.36
F1,25/11/01,Nantes,Paris SG,1,2,A,1,0,H,2.32,2.9,2.95,2.4,2.8,2.8,2.62,2.87,2.5,2.25,3.0,2.9,,,,2.25,2.8,3.1,1705.05,1684.71
F1,28/11/01,Bordeaux,Guingamp,2,0,H,1,0,H,1.58,3.35,5.45,1.6,3.2,5.0,1.57,3.25,5.5,1.53,3.3,6.0,1.57,3.25,5.5,1.61,3.3,5.0,1760.63,1641.06
F1,28/11/01,Lens,Bastia,7,0,H,3,0,H,1.5,3.45,6.25,1.5,3.5,5.4,1.5,3.4,6.0,1.5,3.3,6.5,1.44,3.5,7.0,1.5,3.3,6.5,1741.68,1607.2
F1,28/11/01,Lorient,Nantes,1,2,A,1,0,H,2.4,3.0,2.75,2.3,2.9,2.8,2.4,3.0,2.62,2.4,2.88,2.8,2.38,3.0,2.7,2.5,2.9,2.62,1625.66,1688.39
F1,28/11/01,Monaco,Lille,2,2,D,1,1,D,2.25,2.95,3.0,2.1,2.9,3.2,2.37,2.87,2.8,2.25,2.88,3.0,2.3,2.88,2.9,2.25,3.0,2.87,1646.62,1790.69
F1,28/11/01,Montpellier,Lyon,3,0,H,1,0,H,,,,,,,,,,,,,,,,,,,1626.48,1826.03
F1,28/11/01,Rennes,Metz,0,0,D,0,0,D,1.72,3.15,4.6,1.75,3.2,4.0,1.8,3.2,4.0,1.8,3.1,4.0,1.73,3.1,4.5,1.66,3.1,5.0,1645.11,1645.53
F1,28/11/01,Sochaux,Auxerre,1,2,A,0,1,A,2.2,2.95,3.1,2.2,2.8,3.1,2.25,3.0,2.87,2.2,3.0,3.0,2.2,3.0,3.0,2.2,3.0,3.0,1706.98,1681.21
F1,28/11/01,Troyes,Sedan,1,1,D,1,1,D,1.62,3.3,5.1,1.7,3.2,4.2,1.61,3.25,5.0,1.57,3.4,5.25,1.62,3.25,5.0,1.57,3.5,5.0,1698.99,1651.44
F1,29/11/01,Paris SG,Marseille,0,0,D,0,0,D,1.75,3.1,4.5,1.8,3.0,4.0,1.61,3.25,5.0,1.73,3.1,4.5,1.73,3.1,4.5,1.72,3.1,4.5,1701.37,1664.48
F1,08/12/01,Auxerre,Monaco,2,0,H,0,0,D,1.72,3.25,4.4,1.75,3.2,4.0,1.8,3.2,4.0,1.67,3.3,4.6,1.73,3.2,4.33,1.66,3.1,5.0,1698.05,1648.2
F1,08/12/01,Bastia,Troyes,2,0,H,0,0,D,2.25,3.1,2.85,2.3,2.9,2.8,2.25,3.2,2.75,2.5,3.0,2.6,2.38,3.0,2.7,2.25,3.0,2.87,1602.05,1693.98
F1,08/12/01,Guingamp,Lens,1,0,H,0,0,D,2.75,2.9,2.45,2.6,2.8,2.6,2.6,3.2,2.37,2.7,3.0,2.38,2.8,2.88,2.38,2.7,3.0,2.37,1635.55,1746.83
F1,08/12/01,Marseille,Lorient,3,2,H,1,1,D,1.57,3.45,5.25,1.6,3.2,5.0,1.57,3.25,5.5,1.5,3.5,6.0,1.5,3.4,6.0,1.53,3.25,6.0,1669.17,1611.82
F1,08/12/01,Nantes,Montpellier,1,2,A,0,0,D,1.8,3.15,4.1,1.8,3.0,4.0,1.8,3.2,4.0,1.75,3.1,4.33,1.8,3.1,4.0,1.66,3.3,4.5,1702.23,1642.47
F1,08/12/01,Sedan,Rennes,0,0,D,0,0,D,1.95,3.1,3.55,1.8,3.1,3.8,2.1,3.0,3.2,1.91,3.0,3.75,2.1,3.0,3.2,1.9,3.0,3.75,1656.45,1641.62
F1,09/12/01,Lille,Sochaux,1,2,A,1,1,D,1.6,3.3,5.3,1.65,3.2,4.6,1.57,3.25,5.5,1.57,3.3,5.5,1.62,3.25,5.0,1.57,3.5,5.0,1789.11,1690.14
F1,09/12/01,Lyon,Bordeaux,1,0,H,0,0,D,1.85,3.1,3.95,1.85,3.1,3.6,1.83,3.0,4.0,1.8,3.1,4.0,1.83,3.0,4.0,1.8,3.0,4.2,1810.04,1766.14
F1,09/12/01,Metz,Paris SG,0,2,A,0,0,D,2.6,2.85,2.65,2.5,3.0,2.5,2.5,3.2,2.5,2.5,3.0,2.6,2.5,2.88,2.62,2.5,2.9,2.62,1649.02,1696.68
F1,18/12/01,Bordeaux,Marseille,0,0,D,0,0,D,1.75,3.2,4.3,1.75,3.1,4.2,1.67,3.25,4.5,1.73,3.1,4.5,1.73,3.1,4.5,1.72,3.1,4.5,1758.54,1676.37
F1,18/12/01,Lens,Nantes,3,0,H,0,0,D,1.6,3.4,5.1,1.7,3.2,4.2,1.57,3.25,5.5,1.57,3.4,5.2,1.57,3.4,5.0,1.57,3.5,5.0,1733.92,1684.36
F1,19/12/01,Bastia,Guingamp,3,0,H,0,0,D,1.85,3.2,3.8,1.9,3.1,3.5,1.91,3.25,3.4,1.85,3.1,3.8,1.83,3.1,3.75,1.83,3.2,3.75,1614.26,1648.46
F1,19/12/01,Lorient,Lille,2,4,A,1,2,A,2.9,3.0,2.3,2.9,2.8,2.3,3.0,3.0,2.2,2.9,2.9,2.3,2.8,2.9,2.38,2.87,3.0,2.25,1604.62,1770.14
F1,19/12/01,Paris SG,Auxerre,0,0,D,0,0,D,1.95,3.0,3.7,1.9,3.0,3.6,2.0,3.0,3.4,2.05,2.88,3.5,1.9,2.9,3.75,2.0,2.87,3.6,1711.05,1705.47
F1,19/12/01,Rennes,Sochaux,1,1,D,1,0,H,2.1,3.0,3.25,2.1,2.9,3.2,2.1,3.2,3.0,2.1,3.0,3.2,2.2,3.0,2.9,2.1,3.0,3.2,1645.61,1709.11
F1,19/12/01,Sedan,Lyon,2,1,H,1,1,D,2.8,3.1,2.3,2.7,2.9,2.4,3.0,3.2,2.1,3.0,2.9,2.25,2.8,3.0,2.25,2.87,3.0,2.25,1652.46,1817.64
F1,21/12/01,Marseille,Lens,1,2,A,1,1,D,2.35,3.0,2.8,2.3,2.8,2.9,2.37,2.87,2.8,2.38,2.88,2.8,2.4,2.88,2.75,2.37,2.87,2.8,1682.38,1741.35
F1,22/12/01,Guingamp,Sedan,1,2,A,1,0,H,1.9,3.1,3.75,2.0,2.9,3.4,1.91,3.0,3.75,1.8,3.1,4.0,1.83,3.2,3.75,1.9,3.0,3.75,1638.3,1667.28
F1,22/12/01,Monaco,Rennes,3,1,H,1,0,H,1.75,3.15,4.4,1.75,3.2,4.0,1.8,3.2,4.0,1.73,3.1,4.5,1.67,3.1,5.0,1.72,3.1,4.5,1640.78,1644.3
F1,22/12/01,Nantes,Troyes,1,0,H,0,0,D,2.15,3.0,3.15,2.0,2.9,3.4,2.2,3.0,3.0,2.1,3.2,3.0,2.25,2.88,3.0,2.2,3.0,3.0,1676.93,1681.77
F1,22/12/01,Sochaux,Paris SG,0,2,A,0,2,A,2.45,2.9,2.75,2.4,2.8,2.8,2.25,3.0,3.0,2.4,2.88,2.75,2.3,2.8,3.0,2.3,2.8,3.0,1710.42,1707.36
F1,05/01/02,Bastia,Nantes,0,2,A,0,1,A,2.0,3.1,3.4,2.0,3.0,3.3,2.0,3.0,3.4,2.0,3.0,3.4,2.0,3.2,3.2,2.0,3.2,3.2,1624.42,1686.09
F1,05/01/02,Bordeaux,Rennes,2,1,H,1,1,D,1.55,3.45,5.5,1.55,3.4,5.0,1.61,3.25,5.0,1.57,3.4,5.2,1.57,3.25,5.5,1.61,3.3,5.0,1752.53,1635.18
F1,05/01/02,Guingamp,Lyon,2,4,A,1,0,H,2.68,3.0,2.45,2.8,2.9,2.3,2.75,3.2,2.25,2.7,3.0,2.38,2.88,2.9,2.3,2.62,3.1,2.37,1623.28,1802.82
F1,05/01/02,Lorient,Sochaux,1,1,D,0,0,D,2.62,2.9,2.57,2.5,2.9,2.6,2.5,3.2,2.5,2.62,3.0,2.5,2.5,2.9,2.6,2.4,3.1,2.6,1594.45,1694.32
F1,05/01/02,Montpellier,Lille,2,0,H,1,0,H,2.42,2.9,2.7,2.6,2.7,2.7,2.5,2.87,2.62,2.4,3.0,2.7,2.5,2.88,2.62,2.2,3.0,3.0,1660.34,1780.31
F1,05/01/02,Paris SG,Monaco,1,2,A,1,0,H,1.67,3.25,4.8,1.7,3.2,4.2,1.61,3.0,6.0,1.67,3.25,4.6,1.67,3.1,5.0,1.72,3.1,4.5,1723.46,1649.9
F1,11/01/02,Lille,Lens,0,1,A,0,0,D,2.27,3.1,2.83,2.3,2.8,2.9,2.37,3.0,2.75,2.38,2.9,2.8,2.25,2.88,3.0,2.37,2.8,2.87,1767.09,1755.32
F1,12/01/02,Marseille,Bastia,2,2,D,2,0,H,1.7,3.2,4.65,1.65,3.3,4.4,1.8,3.2,4.0,1.67,3.25,4.6,1.73,3.25,4.3,1.66,3.3,4.5,1668.41,1610.55
F1,12/01/02,Monaco,Lorient,1,0,H,0,0,D,1.45,3.7,6.35,1.45,3.8,5.4,1.5,3.6,5.5,1.44,3.5,7.0,1.44,3.6,6.5,1.44,3.5,7.0,1668.17,1594.45
F1,12/01/02,Nantes,Guingamp,2,0,H,0,0,D,1.7,3.3,4.5,1.65,3.3,4.4,1.73,3.2,4.33,1.67,3.3,4.5,1.67,3.25,4.5,1.66,3.3,4.5,1699.96,1613.59
F1,12/01/02,Rennes,Paris SG,1,2,A,0,2,A,2.7,2.9,2.5,2.8,2.9,2.3,2.62,2.87,2.5,2.62,2.88,2.5,2.62,2.88,2.5,2.6,2.8,2.6,1629.62,1705.19
F1,12/01/02,Sochaux,Montpellier,0,1,A,0,1,A,2.0,3.0,3.55,2.0,3.0,3.3,1.91,3.2,3.5,2.1,3.0,3.2,2.1,3.1,3.1,2.1,3.0,3.2,1694.32,1673.56
F1,16/01/02,Auxerre,Lorient,2,2,D,1,0,H,1.4,3.75,7.5,1.35,3.8,7.5,1.4,3.75,7.0,1.4,3.6,7.5,1.36,4.0,7.5,1.4,3.6,7.5,1709.16,1587.73
F1,16/01/02,Lille,Bordeaux,2,2,D,0,1,A,2.2,3.0,3.05,2.1,2.8,3.3,2.1,3.0,3.2,2.2,3.0,3.0,2.1,3.0,3.2,2.2,3.0,3.0,1750.7,1758.09
F1,16/01/02,Lyon,Bastia,0,0,D,0,0,D,1.4,3.75,7.5,1.4,3.7,6.5,1.4,3.75,7.0,1.4,3.75,7.0,1.4,3.75,7.0,1.4,3.75,7.0,1812.51,1615.87
F1,16/01/02,Montpellier,Monaco,1,1,D,0,1,A,2.15,3.0,3.15,2.2,2.8,3.1,2.2,3.0,3.0,2.1,3.0,3.2,2.0,3.1,3.3,2.0,3.1,3.3,1690.24,1674.89
F1,16/01/02,Troyes,Metz,2,0,H,0,0,D,1.7,3.25,4.55,1.75,3.1,4.2,1.8,3.2,4.0,1.67,3.25,4.6,1.67,3.25,4.5,1.66,3.3,4.5,1672.61,1634.65
F1,23/01/02,Bastia,Metz,1,2,A,0,2,A,1.7,3.25,4.52,1.7,3.1,4.4,1.67,3.25,4.5,1.67,3.2,4.75,1.73,3.2,4.33,1.66,3.3,4.5,1624.53,1626.87
F1,23/01/02,Bordeaux,Sochaux,0,1,A,0,1,A,1.6,3.2,5.55,1.65,3.1,4.8,1.67,3.2,5.0,1.6,3.2,5.5,1.67,3.1,5.0,1.66,3.1,5.0,1761.35,1677.64
F1,23/01/02,Guingamp,Lille,0,0,D,0,0,D,2.5,2.95,2.65,2.6,2.8,2.6,2.62,2.87,2.5,2.5,2.88,2.7,2.6,2.8,2.6,2.5,2.9,2.62,1607.22,1747.44
F1,23/01/02,Lorient,Rennes,2,0,H,1,0,H,2.1,3.0,3.25,2.2,2.7,3.2,2.1,3.0,3.2,2.1,3.2,3.0,2.0,3.2,3.2,2.2,3.1,2.87,1594.77,1616.24
F1,23/01/02,Lyon,Marseille,4,0,H,4,0,H,1.6,3.25,5.4,1.6,3.2,5.0,1.61,3.25,5.0,1.6,3.2,5.5,1.67,3.25,4.5,1.61,3.1,5.5,1803.85,1663.09
F1,23/01/02,Montpellier,Auxerre,0,0,D,0,0,D,2.05,3.0,3.38,2.2,2.7,3.2,2.2,3.0,3.0,2.1,2.9,3.3,2.1,3.0,3.2,2.0,3.0,3.4,1686.24,1702.12
F1,23/01/02,Sedan,Nantes,0,0,D,0,0,D,2.1,3.0,3.25,2.0,3.0,3.3,2.2,3.2,2.8,2.25,2.9,3.0,2.25,3.0,2.88,2.1,3.0,3.2,1682.3,1706.33
F1,23/01/02,Troyes,Monaco,3,0,H,1,0,H,2.18,3.05,3.02,2.3,2.8,2.9,2.25,2.87,3.0,2.2,3.0,3.0,2.1,3.0,3.2,2.2,3.0,3.0,1680.39,1678.89
F1,24/01/02,Lens,Paris SG,1,1,D,0,0,D,1.98,3.0,3.6,2.1,2.8,3.3,2.1,3.0,3.2,2.1,2.88,3.4,2.0,2.88,3.6,2.0,2.87,3.6,1771.71,1718.57
F1,26/01/02,Troyes,Marseille,1,0,H,0,0,D,2.0,3.1,3.4,2.1,2.9,3.2,2.0,3.2,3.2,1.909,3.1,3.6,2.0,3.1,3.3,1.83,3.0,4.0,1689.34,1658.09
F1,29/01/02,Nantes,Lyon,3,0,H,2,0,H,2.5,3.0,2.65,2.5,2.9,2.6,,,,2.5,3.0,2.6,2.5,2.875,2.625,2.5,2.9,2.62,1709.02,1808.85
F1,30/01/02,Auxerre,Bastia,1,0,H,0,0,D,1.55,3.35,5.8,1.5,3.5,5.4,1.57,3.25,5.5,1.571,3.25,5.5,1.615,3.25,5.0,1.57,3.3,5.5,1705.09,1608.61
F1,30/01/02,Marseille,Sedan,2,1,H,1,0,H,1.73,3.2,4.5,1.9,3.0,3.6,1.8,3.2,4.0,1.727,3.1,4.5,1.727,3.2,4.333,1.72,3.1,4.5,1650.1,1679.61
F1,30/01/02,Metz,Guingamp,2,4,A,1,0,H,1.8,3.2,4.1,1.75,3.2,4.0,1.83,3.0,4.0,1.75,3.1,4.333,1.727,3.2,4.333,1.8,3.1,4.0,1642.79,1608.66
F1,30/01/02,Monaco,Bordeaux,3,1,H,3,1,H,1.97,3.1,3.5,2.1,2.9,3.2,2.25,3.2,2.75,1.909,3.0,3.75,2.0,3.0,3.4,2.0,3.0,3.4,1669.94,1742.79
F1,30/01/02,Paris SG,Lorient,5,0,H,3,0,H,1.45,3.6,6.75,1.35,4.0,7.0,1.4,3.5,8.0,1.444,3.4,7.0,1.4,3.5,8.0,1.5,3.2,7.0,1723.75,1604.49
F1,30/01/02,Rennes,Montpellier,2,0,H,2,0,H,2.27,3.1,2.83,2.2,2.9,3.0,2.37,3.2,2.6,2.375,3.0,2.7,2.5,2.875,2.625,2.3,3.1,2.75,1606.52,1683.27
F1,30/01/02,Sochaux,Lens,0,2,A,0,2,A,2.65,3.1,2.4,2.4,2.9,2.7,2.5,3.2,2.5,2.6,3.0,2.5,2.375,2.9,2.75,2.6,3.1,2.4,1696.2,1766.53
F1,02/02/02,Bastia,Lille,1,0,H,0,0,D,2.45,2.9,2.75,2.4,2.8,2.8,2.4,3.25,2.5,2.3,2.875,3.0,2.375,2.75,2.9,2.2,3.0,3.0,1602.51,1746.0
F1,02/02/02,Bordeaux,Lorient,2,1,H,1,1,D,1.45,3.55,6.85,1.45,3.8,5.4,1.44,3.6,6.5,1.5,3.5,6.0,1.444,3.5,7.0,1.5,3.3,6.5,1731.26,1598.97
F1,02/02/02,Guingamp,Auxerre,0,0,D,0,0,D,2.65,2.95,2.5,2.6,2.8,2.6,2.62,2.87,2.5,2.6,2.875,2.6,2.625,2.875,2.5,2.62,2.9,2.5,1625.76,1711.19
F1,02/02/02,Lens,Monaco,1,0,H,1,0,H,1.65,3.35,4.7,1.7,3.2,4.2,1.73,3.2,4.33,1.615,3.4,5.0,1.667,3.25,4.5,1.66,3.3,4.5,1780.09,1681.47
F1,02/02/02,Lyon,Metz,4,1,H,1,1,D,1.42,3.85,6.55,1.4,3.7,6.4,1.4,3.75,7.0,1.4,3.8,7.0,1.4,3.6,7.5,1.44,3.6,6.5,1796.36,1625.69
F1,02/02/02,Montpellier,Paris SG,0,0,D,0,0,D,2.5,2.9,2.7,2.6,2.8,2.6,2.5,2.87,2.62,2.6,2.875,2.6,2.5,2.8,2.7,2.5,2.8,2.7,1671.61,1729.27
F1,02/02/02,Sedan,Sochaux,2,1,H,1,1,D,2.02,3.05,3.4,1.9,2.9,3.8,2.25,3.2,2.75,2.1,2.875,3.4,2.1,2.9,3.25,1.9,3.0,3.75,1669.61,1682.64
F1,02/02/02,Troyes,Rennes,1,1,D,1,1,D,1.6,3.45,4.95,1.6,3.4,4.6,1.73,3.2,4.33,1.533,3.5,5.5,1.571,3.5,5.0,1.57,3.5,5.0,1697.33,1618.18
F1,03/02/02,Nantes,Marseille,3,1,H,3,1,H,1.85,3.2,3.8,1.8,3.0,4.0,1.91,3.2,3.5,1.833,3.2,3.8,1.8,3.1,4.0,1.8,3.1,4.0,1721.51,1660.1
F1,06/02/02,Auxerre,Lens,1,0,H,0,0,D,2.28,3.15,2.78,2.3,2.9,2.8,2.4,2.87,2.75,2.5,3.0,2.6,2.375,2.875,2.8,2.25,3.1,2.8,1711.71,1786.13
F1,06/02/02,Lille,Sedan,1,1,D,1,1,D,1.71,3.3,4.38,1.75,3.2,4.0,1.67,3.25,4.5,1.727,3.2,4.333,1.727,3.2,4.333,1.72,3.25,4.2,1731.94,1679.04
F1,06/02/02,Lorient,Montpellier,1,0,H,0,0,D,2.35,3.05,2.75,2.3,2.9,2.8,2.37,3.2,2.6,2.4,3.0,2.7,2.4,2.875,2.75,2.4,3.0,2.7,1593.77,1670.09
F1,06/02/02,Marseille,Guingamp,2,1,H,1,1,D,1.62,3.35,4.98,1.7,3.2,4.2,1.67,3.2,5.0,1.667,3.1,5.0,1.667,3.25,4.5,1.61,3.3,5.0,1653.02,1625.24
F1,06/02/02,Metz,Nantes,2,0,H,1,0,H,2.55,3.1,2.5,2.5,3.0,2.5,2.6,3.2,2.37,2.5,3.1,2.5,2.5,3.1,2.5,2.62,3.1,2.37,1621.34,1728.59
F1,06/02/02,Monaco,Bastia,1,1,D,0,1,A,1.58,3.4,5.25,1.55,3.4,5.0,1.67,3.25,4.5,1.615,3.25,5.0,1.615,3.25,5.0,1.57,3.3,5.5,1675.43,1616.57
F1,06/02/02,Rennes,Lyon,2,2,D,2,1,H,2.75,3.1,2.32,2.7,3.0,2.3,2.87,3.0,2.25,2.7,3.0,2.375,2.875,3.1,2.25,2.62,3.1,2.37,1624.11,1800.71
F1,06/02/02,Sochaux,Troyes,2,2,D,1,1,D,2.2,3.1,2.95,2.2,2.9,3.0,2.1,3.2,3.0,2.25,3.1,2.8,2.2,3.2,2.8,2.2,3.1,2.87,1673.21,1691.4
F1,07/02/02,Paris SG,Bordeaux,1,0,H,0,0,D,1.82,3.05,4.15,1.75,3.2,4.0,1.73,3.2,4.33,1.833,3.0,4.0,1.833,3.0,4.0,1.8,3.0,4.2,1730.79,1736.46
F1,09/02/02,Lyon,Troyes,3,1,H,1,1,D,1.55,3.45,5.5,1.55,3.5,4.8,1.57,3.5,5.0,1.533,3.4,5.5,,,,1.61,3.25,5.0,1798.0,1694.29
F1,09/02/02,Metz,Montpellier,0,0,D,0,0,D,2.32,3.05,2.8,2.2,2.9,3.0,2.25,3.4,2.62,2.25,3.0,2.9,,,,2.3,3.1,2.75,1634.1,1658.44
F1,16/02/02,Bastia,Sochaux,3,0,H,1,0,H,2.0,3.0,3.55,2.0,3.0,3.3,2.1,3.2,3.0,1.95,3.0,3.6,,,,1.9,3.1,3.6,1621.92,1670.32
F1,16/02/02,Bordeaux,Montpellier,3,1,H,2,0,H,1.67,3.25,4.75,1.7,3.2,4.2,1.67,3.2,5.0,1.727,3.2,4.333,,,,1.66,3.1,5.0,1727.27,1661.12
F1,16/02/02,Guingamp,Rennes,1,1,D,1,0,H,2.05,3.0,3.4,2.0,2.9,3.4,2.1,3.0,3.2,2.1,3.0,3.2,,,,2.1,3.0,3.2,1617.14,1626.82
F1,16/02/02,Lens,Lorient,1,1,D,1,1,D,1.33,4.2,8.0,1.3,4.2,8.0,1.33,4.0,8.0,1.333,4.0,8.0,,,,1.36,3.75,8.0,1774.55,1605.42
F1,16/02/02,Nantes,Lille,0,1,A,0,0,D,1.9,3.1,3.65,1.9,3.0,3.6,2.0,3.2,3.2,1.909,3.2,3.5,,,,1.83,3.2,3.75,1715.83,1726.77
F1,16/02/02,Sedan,Monaco,0,0,D,0,0,D,2.15,2.95,3.2,1.9,3.0,3.6,2.1,3.0,3.2,2.1,3.0,3.2,,,,2.3,3.0,2.8,1684.21,1670.08
F1,16/02/02,Troyes,Auxerre,1,2,A,0,1,A,2.26,2.9,3.05,2.2,2.8,3.1,2.37,3.0,2.75,2.25,2.9,3.0,,,,2.25,2.87,3.0,1688.38,1723.29
F1,17/02/02,Lyon,Paris SG,3,0,H,0,0,D,1.92,3.0,3.85,1.9,3.0,3.6,1.83,3.0,4.0,1.909,3.0,3.75,,,,1.8,3.0,4.2,1803.91,1739.98
F1,17/02/02,Marseille,Metz,1,0,H,1,0,H,1.65,3.25,5.0,1.7,3.2,4.2,1.67,3.2,5.0,1.667,3.2,4.75,,,,1.66,3.1,5.0,1661.12,1631.42
F1,23/02/02,Auxerre,Nantes,2,1,H,1,1,D,1.72,3.3,4.3,1.7,3.2,4.2,1.73,3.2,4.33,1.7,3.2,4.5,,,,1.8,3.2,4.0,1738.1,1700.19
F1,23/02/02,Lorient,Troyes,1,0,H,0,0,D,2.3,3.1,2.85,2.3,3.0,2.7,2.5,3.2,2.5,2.3,3.1,2.7,2.375,3.0,2.7,2.37,2.87,2.8,1613.54,1673.57
F1,23/02/02,Metz,Bordeaux,1,2,A,1,0,H,2.5,3.0,2.6,2.5,3.0,2.5,2.5,3.2,2.5,2.625,2.875,2.5,2.5,2.9,2.6,2.37,2.87,2.8,1623.38,1734.21
F1,23/02/02,Monaco,Guingamp,3,1,H,2,1,H,1.6,3.3,5.3,1.6,3.4,4.6,1.61,3.25,5.0,1.615,3.3,5.0,1.571,3.25,5.5,1.57,3.3,5.5,1674.04,1613.96
F1,23/02/02,Montpellier,Lens,1,2,A,0,1,A,2.68,2.9,2.5,2.6,2.8,2.6,3.2,3.0,2.1,2.7,2.875,2.5,2.7,2.8,2.5,2.7,2.8,2.5,1654.18,1766.43
F1,23/02/02,Paris SG,Sedan,3,0,H,1,0,H,1.5,3.45,6.2,1.6,3.2,5.0,1.44,3.5,7.0,1.571,3.1,6.0,1.5,3.25,6.5,1.57,3.1,6.0,1732.98,1680.25
F1,23/02/02,Rennes,Bastia,2,1,H,1,1,D,2.05,3.0,3.4,2.0,3.0,3.3,2.1,3.2,3.0,2.1,3.0,3.2,2.1,3.0,3.2,2.0,3.1,3.3,1630.0,1632.58
F1,24/02/02,Lille,Marseille,2,0,H,1,0,H,1.82,3.1,4.08,1.75,3.2,4.0,1.8,3.2,4.0,1.9,3.0,3.75,1.8,3.1,4.0,1.9,3.0,3.75,1742.41,1669.16
F1,24/02/02,Sochaux,Lyon,2,1,H,1,0,H,2.9,3.1,2.2,3.2,2.9,2.1,3.0,3.2,2.1,2.8,2.875,2.375,2.8,2.875,2.375,2.8,3.0,2.3,1659.66,1810.91
F1,02/03/02,Lens,Metz,2,2,D,0,1,A,1.38,4.0,7.1,1.45,3.8,5.4,1.36,3.75,8.0,1.364,3.75,8.0,1.364,4.0,7.0,1.33,4.0,8.0,1778.49,1611.27
F1,03/03/02,Lille,Troyes,1,0,H,0,0,D,1.8,3.1,4.2,1.7,3.2,4.2,1.83,3.2,3.75,1.727,3.2,4.333,1.727,3.1,4.5,1.72,3.1,4.5,1749.15,1662.5
F1,06/03/02,Bastia,Paris SG,0,1,A,0,0,D,2.7,2.9,2.5,2.7,3.0,2.3,,,,2.7,3.0,2.4,2.5,3.1,2.5,2.5,3.1,2.5,1623.5,1740.31
F1,06/03/02,Guingamp,Lorient,4,3,H,1,0,H,2.1,3.0,3.25,1.9,3.0,3.6,,,,2.2,3.0,3.0,2.0,3.1,3.3,2.2,3.1,2.87,1606.84,1624.61
F1,06/03/02,Lens,Rennes,2,0,H,1,0,H,1.45,3.6,6.75,1.4,3.7,6.4,,,,1.444,3.6,6.5,1.4,3.75,7.0,1.5,3.4,6.0,1770.41,1639.08
F1,06/03/02,Lyon,Monaco,1,0,H,0,0,D,1.6,3.3,5.3,1.65,3.3,4.4,,,,1.571,3.3,5.0,1.667,3.25,4.5,1.57,3.5,5.0,1796.58,1681.16
F1,06/03/02,Metz,Lille,0,1,A,0,1,A,2.5,2.9,2.7,2.5,2.9,2.6,,,,2.7,3.0,2.375,2.375,3.0,2.7,2.4,3.0,2.7,1619.35,1755.51
F1,06/03/02,Nantes,Sochaux,0,0,D,0,0,D,1.7,3.3,4.5,1.75,3.2,4.0,,,,1.75,3.2,4.2,1.727,3.2,4.333,1.72,3.2,4.33,1692.41,1673.99
F1,06/03/02,Sedan,Bordeaux,1,0,H,0,0,D,2.4,2.9,2.82,2.3,2.8,2.9,,,,2.5,3.0,2.6,2.4,2.875,2.75,2.37,3.0,2.7,1672.92,1746.32
F1,06/03/02,Troyes,Montpellier,2,0,H,1,0,H,1.8,3.2,4.1,1.8,3.1,3.8,,,,1.909,3.0,4.0,1.8,3.1,4.0,1.9,3.1,3.6,1656.14,1642.12
F1,10/03/02,Auxerre,Bordeaux,0,1,A,0,0,D,1.9,3.1,3.75,1.85,3.0,3.8,1.91,3.0,3.75,1.9,3.1,3.75,1.909,3.1,3.6,1.9,3.1,3.6,1745.88,1734.78
F1,16/03/02,Auxerre,Metz,3,2,H,0,1,A,1.45,3.7,6.4,1.5,3.5,5.4,1.4,3.75,7.0,1.444,3.75,6.5,1.4,3.75,7.0,1.44,3.75,6.0,1729.51,1608.15
F1,16/03/02,Lille,Lyon,2,0,H,1,0,H,2.25,3.0,3.0,2.2,2.9,3.0,2.37,3.0,2.75,2.375,3.0,2.75,2.2,3.0,3.0,2.2,3.1,2.9,1766.71,1802.19
F1,16/03/02,Lorient,Bastia,0,0,D,0,0,D,1.95,3.15,3.5,1.9,3.0,3.6,2.1,3.2,3.0,2.1,3.1,3.2,1.909,3.1,3.6,1.8,3.1,4.0,1615.01,1611.6
F1,16/03/02,Monaco,Nantes,1,2,A,1,1,D,1.9,3.2,3.6,1.75,3.2,4.0,1.8,3.2,4.0,1.9,3.1,3.8,1.909,3.1,3.6,1.9,3.2,3.5,1675.55,1688.31
F1,16/03/02,Montpellier,Sedan,0,0,D,0,0,D,2.05,3.0,3.4,2.2,2.9,3.0,2.0,3.0,3.4,2.0,3.0,3.5,2.0,3.0,3.4,2.1,2.9,3.25,1633.58,1684.46
