Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Attendance,Referee,HS,AS,HST,AST,HHW,AHW,HC,AC,HF,AF,HO,AO,HY,AY,HR,AR,HBP,ABP,GBH,GBD,GBA,LBH,LBD,LBA,SYH,SYD,SYA,WHH,WHD,WHA,EloHome,EloAway
SC3,09/02/02,East Stirling,Stirling,3,0,H,1,0,H,389,"Mack, E. D.",11,7,6,3,1,1,2,8,7,10,4,4,0,1,0,0,0,10,2.7,3.4,2.15,2.62,3.5,2.2,2.6,3.5,2.2,2.62,3.5,2.2,960.07,1054.04
SC3,09/02/02,Montrose,Albion Rvs,2,0,H,2,0,H,348,"Richmond, C",7,10,5,5,0,0,2,8,22,16,1,9,1,3,0,0,10,30,2.35,3.4,2.45,2.25,3.5,2.5,2.375,3.5,2.375,2.37,3.5,2.37,996.94,1057.95
SC3,09/02/02,Peterhead,Brechin,1,3,A,1,2,A,796,"Ritchie, M.",6,14,4,9,0,0,3,6,10,11,8,0,0,0,0,0,0,0,2.57,3.4,2.25,2.37,3.5,2.37,2.6,3.4,2.25,2.5,3.5,2.25,1092.42,1204.58
SC3,09/02/02,Queens Park,East Fife,2,0,H,0,0,D,553,"Conroy, S",14,10,6,2,0,0,6,3,9,9,1,2,1,1,0,0,10,10,2.35,3.4,2.45,2.25,3.5,2.5,2.375,3.5,2.375,2.37,3.5,2.37,1007.92,1034.44
SC3,12/02/02,East Fife,Albion Rvs,2,3,A,0,1,A,301,"Richmond, C",11,9,7,5,0,0,4,2,7,10,6,4,0,2,0,0,0,20,2.35,3.4,2.45,2.25,3.5,2.5,2.5,3.6,2.25,2.37,3.5,2.37,1024.54,1046.85
SC3,16/02/02,Albion Rvs,Stirling,2,0,H,2,0,H,420,"Hunter, A",12,7,8,1,0,0,6,3,19,24,0,1,1,2,0,0,10,20,2.15,3.25,2.92,2.0,3.6,2.87,2.1,3.5,2.75,2.3,3.4,2.5,1062.1,1041.76
SC3,16/02/02,Brechin,East Fife,1,1,D,1,0,H,452,"Clyde, G. T.",18,14,11,5,2,1,6,4,12,8,5,7,2,1,0,0,20,10,1.45,3.85,6.0,1.44,4.0,5.5,1.4,4.333,5.5,1.44,3.75,6.0,1216.64,1009.29
SC3,16/02/02,East Stirling,Montrose,2,1,H,0,1,A,203,"Somers, D.",10,6,4,1,1,0,8,1,13,17,7,1,1,0,0,0,10,0,2.75,3.25,2.25,2.5,3.5,2.25,2.625,3.4,2.2,2.75,3.5,2.1,972.35,1008.04
SC3,16/02/02,Peterhead,Dumbarton,4,0,H,2,0,H,589,"Mitchell, G. P.",9,9,4,4,1,2,3,10,8,11,4,1,0,1,0,0,0,10,2.18,3.25,2.85,2.0,3.6,2.87,2.2,3.5,2.6,2.37,3.5,2.37,1080.36,1085.36
SC3,16/02/02,Queens Park,Elgin,3,0,H,2,0,H,533,"Mack, E. D.",14,8,5,4,1,1,6,7,10,13,2,1,1,2,0,0,10,20,2.5,3.25,2.45,2.2,3.5,2.62,2.375,3.5,2.375,2.5,3.4,2.3,1017.82,1000.81
SC3,23/02/02,East Fife,East Stirling,1,0,H,0,0,D,357,"Gilmore, J",11,9,7,5,0,0,4,5,8,7,7,8,1,1,0,0,10,10,2.15,3.25,2.92,1.91,3.5,3.2,2.2,3.4,2.625,2.25,3.5,2.5,1018.15,982.56
SC3,23/02/02,Montrose,Peterhead,2,1,H,1,0,H,638,"Brines, I",9,6,4,2,1,0,9,6,16,12,2,4,1,2,0,0,10,20,2.55,3.2,2.45,2.25,3.5,2.5,2.5,3.6,2.25,2.37,3.5,2.37,997.83,1089.52
SC3,23/02/02,Queens Park,Dumbarton,0,0,D,0,0,D,725,"Frickleton, I. G.",7,11,1,2,0,1,3,7,17,19,0,1,3,1,1,0,55,10,2.6,3.5,2.25,2.25,3.5,2.5,2.6,3.5,2.2,2.5,3.5,2.25,1026.26,1076.2
SC3,26/02/02,Albion Rvs,Elgin,4,4,D,3,0,H,249,"Hardie, C.",11,9,6,4,0,2,4,4,9,11,3,0,2,1,0,0,20,10,1.96,3.5,3.1,1.8,3.5,3.5,1.909,3.5,3.2,2.1,3.5,2.75,1070.44,992.37
SC3,26/02/02,Montrose,Queens Park,3,1,H,3,0,H,301,"Clyde, G. T.",13,9,4,2,0,0,4,2,12,10,2,2,0,0,0,1,0,25,1.98,3.5,3.0,2.0,3.4,3.0,1.833,3.75,3.2,2.0,3.6,2.87,1010.03,1024.47
SC3,27/02/02,Dumbarton,Brechin,2,1,H,0,1,A,533,"Young, W. S. G.",18,7,4,3,1,0,8,1,11,7,2,1,1,0,0,0,10,0,2.75,3.5,2.1,2.5,3.5,2.25,2.875,3.6,2.0,2.75,3.5,2.1,1077.99,1207.78
SC3,27/02/02,Stirling,Peterhead,0,2,A,0,1,A,335,"McGarry, B. J.",13,15,3,7,1,2,6,7,16,11,3,2,1,0,0,0,10,0,2.45,3.5,2.32,2.37,3.5,2.37,2.5,3.6,2.25,2.6,3.5,2.2,1033.42,1077.32
SC3,02/03/02,Albion Rvs,Brechin,0,1,A,0,1,A,304,"Melville, C. J.",8,12,4,6,0,1,1,3,34,24,7,0,3,3,3,0,105,30,2.65,3.5,2.15,2.62,3.5,2.2,2.75,3.5,2.1,2.75,3.5,2.1,1064.54,1194.21
SC3,02/03/02,East Stirling,Queens Park,3,1,H,2,1,H,254,"Brines, I",7,13,3,5,0,1,2,9,17,11,2,3,2,1,0,0,20,10,2.42,3.4,2.37,2.25,3.5,2.5,2.25,3.6,2.5,2.4,3.4,2.4,974.7,1014.99
SC3,02/03/02,Montrose,Dumbarton,1,1,D,0,0,D,485,"Mack, E. D.",9,12,6,6,0,0,7,7,20,12,4,2,3,2,0,0,30,20,2.27,3.5,2.5,2.25,3.5,2.5,2.25,3.6,2.5,2.37,3.5,2.37,1019.51,1091.56
SC3,02/03/02,Peterhead,East Fife,1,1,D,0,1,A,640,"Murray, C",12,9,7,3,0,0,0,3,11,21,4,3,1,4,0,0,10,40,1.7,3.7,3.7,1.73,3.75,3.5,1.8,3.5,3.5,1.66,3.8,3.8,1091.82,1026.01
SC3,02/03/02,Stirling,Elgin,3,1,H,1,0,H,355,"Ritchie, M.",12,8,4,1,0,1,8,3,17,15,8,0,2,1,0,0,20,10,2.2,3.5,2.6,2.2,3.5,2.62,2.2,3.5,2.6,2.25,3.5,2.5,1018.92,998.27
SC3,05/03/02,Albion Rvs,Queens Park,2,0,H,0,0,D,293,"Conroy, S",11,3,8,3,0,0,6,2,24,7,0,2,0,2,0,0,0,20,1.8,3.5,3.5,1.73,3.5,3.75,1.8,3.75,3.25,1.83,3.6,3.3,1053.1,1004.62
SC3,05/03/02,Elgin,East Stirling,2,2,D,1,1,D,309,"Murray, C",15,9,5,7,1,0,4,4,15,15,2,3,0,1,0,0,0,10,1.95,3.5,3.05,1.91,3.5,3.2,1.833,3.75,3.2,1.9,3.6,3.1,989.94,985.07
SC3,05/03/02,Montrose,Brechin,0,0,D,0,0,D,789,"Hardie, C.",8,6,2,2,0,0,6,6,10,8,5,6,0,0,0,0,0,0,2.65,3.4,2.2,2.62,3.5,2.2,2.625,3.4,2.2,2.75,3.5,2.1,1018.51,1205.65
SC3,06/03/02,Stirling,East Fife,0,1,A,0,1,A,361,"Martindale, E.",11,9,5,2,1,0,9,1,19,8,0,1,2,2,0,0,20,20,2.2,3.4,2.65,2.2,3.5,2.62,2.1,3.5,2.75,2.2,3.5,2.62,1027.25,1031.56
SC3,09/03/02,Brechin,Montrose,2,0,H,0,0,D,738,"Smith, D",9,13,5,4,1,0,8,8,12,15,6,8,1,0,0,1,10,25,1.57,3.7,4.5,1.57,3.75,4.5,1.571,3.75,4.5,1.66,3.6,4.0,1202.58,1021.58
SC3,09/03/02,Dumbarton,East Stirling,2,1,H,1,1,D,715,"Martindale, E.",11,9,8,5,0,1,8,4,22,13,4,3,2,2,0,0,20,20,1.75,3.5,3.7,1.67,3.6,4.0,1.727,3.75,3.6,1.72,3.6,3.75,1092.56,988.73
SC3,09/03/02,East Fife,Stirling,1,1,D,1,0,H,477,"Brown, T.",6,12,3,4,0,1,9,5,10,7,3,3,0,0,0,0,0,0,2.15,3.4,2.7,2.1,3.5,2.75,2.1,3.5,2.75,2.2,3.5,2.6,1047.42,1011.39
SC3,09/03/02,Queens Park,Albion Rvs,0,3,A,0,1,A,547,"Cassidy, B. W.",6,12,4,7,0,0,2,8,9,7,0,0,0,1,0,0,0,10,2.4,3.5,2.35,2.5,3.5,2.25,2.5,3.25,2.375,2.5,3.5,2.25,997.16,1060.56
SC3,12/03/02,Brechin,Stirling,3,1,H,0,0,D,383,"Murray, C",16,6,10,4,2,0,9,5,7,9,4,7,0,1,0,0,0,10,1.43,4.0,5.6,1.44,4.0,5.5,1.444,4.333,5.0,1.44,4.0,5.5,1206.72,1016.05
SC3,16/03/02,Albion Rvs,Dumbarton,1,1,D,1,1,D,503,"Smith, D",6,9,1,4,1,1,2,7,20,23,2,0,5,3,1,1,75,55,2.15,3.35,2.75,2.25,3.5,2.5,2.2,3.5,2.6,2.3,3.4,2.5,1074.37,1098.47
SC3,16/03/02,Brechin,Queens Park,5,0,H,5,0,H,471,"Richmond, C",16,5,10,5,1,0,11,8,10,13,2,6,0,2,0,0,0,20,1.35,4.25,6.45,1.4,4.33,5.5,1.364,4.5,6.0,1.33,4.5,6.5,1210.67,983.35
SC3,16/03/02,East Fife,Elgin,0,1,A,0,1,A,321,"Thompson, C",11,12,5,5,0,0,11,6,6,3,3,4,0,1,0,1,0,35,2.1,3.3,2.85,2.0,3.6,2.87,2.2,3.4,2.625,2.25,3.5,2.5,1042.76,986.28
SC3,16/03/02,Peterhead,East Stirling,2,1,H,0,0,D,528,"Mack, E. D.",12,3,7,1,1,1,2,2,15,17,6,3,2,3,0,0,20,30,1.7,3.45,4.0,1.73,3.5,3.75,1.667,3.6,4.0,1.72,3.6,3.75,1086.27,982.82
SC3,16/03/02,Stirling,Montrose,0,1,A,0,0,D,385,"Conroy, S",12,8,6,3,0,0,11,1,12,17,6,2,0,0,0,0,0,0,2.35,3.5,2.4,2.37,3.5,2.37,2.375,3.5,2.375,2.62,3.5,2.2,1012.1,1017.44
SC3,19/03/02,Elgin,Peterhead,0,3,A,0,1,A,550,"Fyfe, I. M.",12,17,5,6,0,1,4,5,22,22,1,5,3,3,0,0,30,30,2.55,3.5,2.25,2.37,3.5,2.37,2.5,3.6,2.25,2.5,3.4,2.3,1004.06,1092.19
SC3,19/03/02,Queens Park,Dumbarton,0,2,A,0,1,A,411,"Conroy, S",14,13,5,3,1,0,2,8,10,11,1,0,0,1,0,0,0,10,3.65,3.6,1.75,3.5,3.5,1.8,3.2,3.75,1.833,3.8,3.75,1.66,980.05,1101.16
SC3,19/03/02,Stirling,Brechin,1,3,A,1,0,H,315,"Murray, C",5,12,3,6,0,1,6,6,13,10,6,4,2,1,0,0,20,10,4.1,3.7,1.65,3.75,3.5,1.73,4.0,3.6,1.667,4.2,4.0,1.57,996.28,1213.97
SC3,23/03/02,Dumbarton,Stirling,2,0,H,0,0,D,792,"Brines, I",16,6,10,3,0,0,5,4,15,10,3,1,1,1,0,0,10,10,1.67,3.6,4.2,1.61,3.5,4.5,1.667,3.6,4.0,1.66,3.6,4.0,1112.9,987.86
SC3,23/03/02,East Stirling,Albion Rvs,1,2,A,1,0,H,212,"Fleming, J.",6,13,2,7,0,0,3,2,19,24,1,4,2,1,1,0,45,10,2.6,3.3,2.35,2.37,3.5,2.37,2.6,3.5,2.2,2.62,3.5,2.2,976.9,1071.68
SC3,23/03/02,Elgin,Brechin,3,1,H,2,0,H,652,"Gilmore, J",15,10,8,4,0,0,5,7,21,12,6,3,0,2,0,1,0,45,3.5,3.5,1.85,3.4,3.5,1.83,3.0,3.75,1.909,3.6,3.75,1.72,991.13,1222.39
SC3,23/03/02,Montrose,East Fife,0,1,A,0,1,A,385,"McGarry, B. J.",19,7,6,5,1,0,5,1,6,9,4,2,1,0,0,0,10,0,1.85,3.5,3.5,1.91,3.5,3.2,1.727,3.75,3.6,1.9,3.6,3.1,1033.26,1024.98
SC3,23/03/02,Peterhead,Queens Park,1,2,A,1,1,D,665,"Hardie, C.",11,13,8,5,0,1,9,6,13,12,1,5,0,1,0,0,0,10,1.55,3.6,5.25,1.53,3.75,5.0,1.444,4.0,5.5,1.36,4.0,7.0,1105.12,968.31
SC3,26/03/02,Elgin,Albion Rvs,0,0,D,0,0,D,369,"MacKay, C. J.",14,15,3,4,0,0,2,6,12,15,1,5,0,1,0,0,0,10,2.42,3.4,2.37,2.37,3.5,2.37,2.25,3.6,2.5,2.6,3.5,2.2,1008.14,1084.37
SC3,30/03/02,Albion Rvs,Montrose,0,0,D,0,0,D,343,"Hunter, A",8,2,5,1,0,0,5,5,27,20,9,4,1,3,0,0,10,30,2.1,3.5,2.8,2.1,3.5,2.75,2.1,3.5,2.75,2.2,3.5,2.62,1085.22,1016.99
SC3,30/03/02,Brechin,Peterhead,1,1,D,1,0,H,1186,"Conroy, S",16,11,6,3,0,0,6,4,11,13,2,9,2,0,0,0,20,0,1.75,3.5,3.7,1.73,3.5,3.75,1.8,3.6,3.4,1.8,3.6,3.4,1205.38,1085.21
SC3,30/03/02,East Fife,Queens Park,0,3,A,0,2,A,449,"Martindale, E.",8,12,5,7,0,1,6,4,5,4,3,0,2,0,1,0,45,0,1.8,3.6,3.4,1.73,3.75,3.5,1.8,3.6,3.4,1.9,3.6,3.1,1041.25,988.22
SC3,30/03/02,Elgin,Dumbarton,2,0,H,0,0,D,709,"Murray, C",15,10,6,5,0,0,1,10,20,8,0,2,1,0,0,1,10,25,2.6,3.4,2.25,2.62,3.5,2.2,2.6,3.5,2.2,2.62,3.5,2.2,1007.29,1118.27
SC3,30/03/02,Stirling,East Stirling,1,0,H,1,0,H,436,"Thomson, G",12,9,4,6,0,0,3,3,12,9,3,4,1,0,0,0,10,0,2.25,3.5,2.55,2.25,3.5,2.5,2.2,3.5,2.6,2.25,3.5,2.5,982.49,964.21
SC3,02/04/02,East Stirling,Dumbarton,1,0,H,0,0,D,317,"Fleming, J.",4,18,3,10,0,1,3,13,13,10,3,1,2,3,0,0,20,30,3.2,3.6,1.9,3.25,3.6,1.83,,,,,,,955.81,1105.38
SC3,06/04/02,Dumbarton,East Fife,2,0,H,1,0,H,694,"Fleming, J.",11,7,8,2,0,0,10,2,15,8,6,4,1,2,0,1,10,45,1.55,4.0,4.25,1.61,4.0,4.0,1.615,3.6,4.333,1.53,4.0,4.5,1091.11,1023.57
SC3,06/04/02,East Stirling,Brechin,2,0,H,0,0,D,237,"Frickleton, I. G.",9,15,6,3,0,1,2,2,11,12,7,2,0,1,1,0,25,10,3.5,3.7,1.75,3.25,3.6,1.83,3.0,3.75,1.909,3.5,3.8,1.72,970.08,1198.37
SC3,06/04/02,Montrose,Elgin,1,0,H,1,0,H,331,"Orr, R.",4,7,1,3,0,0,0,8,15,20,4,0,0,2,0,0,0,20,2.1,3.45,2.75,2.0,3.4,3.0,2.0,3.6,2.875,2.3,3.4,2.5,1022.61,1020.18
SC3,06/04/02,Peterhead,Albion Rvs,0,2,A,0,0,D,720,"Mitchell, G. P.",8,9,4,2,0,0,6,5,11,17,1,3,0,1,0,0,0,10,2.1,3.45,2.75,2.1,3.5,2.75,2.1,3.5,2.75,2.3,3.4,2.5,1092.22,1079.6
SC3,06/04/02,Queens Park,Stirling,0,0,D,0,0,D,496,"Somers, D.",7,5,2,2,1,0,4,7,17,14,0,1,1,0,0,0,10,0,2.25,3.5,2.5,2.1,3.5,2.75,,,,2.37,3.5,2.37,1005.9,990.89
SC3,09/04/02,East Stirling,Peterhead,1,0,H,1,0,H,258,"Thomson, G",6,21,2,9,1,0,4,8,14,12,5,3,1,2,0,0,10,20,3.3,3.65,1.8,2.75,3.5,2.1,3.4,3.5,1.833,3.3,3.6,1.833,987.0,1075.8
SC3,13/04/02,Albion Rvs,East Fife,2,1,H,1,1,D,442,"Cassidy, B. W.",11,7,5,3,1,0,5,5,16,9,2,2,1,0,0,0,10,0,1.5,4.0,5.0,1.5,4.0,5.0,1.444,4.333,5.0,1.44,4.33,5.0,1096.02,1016.67
SC3,13/04/02,Brechin,Dumbarton,0,1,A,0,1,A,702,"Martindale, E.",7,17,1,8,0,1,3,7,14,9,5,10,1,0,0,0,10,0,2.15,3.4,2.8,2.25,3.5,2.5,2.2,3.4,2.625,2.25,3.75,2.4,1181.45,1098.01
SC3,13/04/02,East Stirling,Elgin,0,3,A,0,1,A,187,"Hardie, C.",6,6,2,4,1,0,4,4,7,12,5,1,1,0,0,0,10,0,2.5,3.35,2.4,2.1,3.5,2.75,2.375,3.5,2.375,2.25,3.6,2.5,999.1,1011.26
SC3,13/04/02,Peterhead,Stirling,5,1,H,1,1,D,523,"Fyfe, I. M.",15,5,8,1,2,0,8,2,12,14,0,0,1,1,0,0,10,10,1.5,4.0,5.0,1.53,3.75,5.0,1.5,4.333,4.333,1.5,4.2,4.5,1063.7,994.88
SC3,13/04/02,Queens Park,Montrose,0,1,A,0,0,D,416,"Toner, K. E.",5,10,2,4,0,1,9,3,10,10,3,0,0,2,0,0,0,20,2.75,3.35,2.2,2.5,3.5,2.25,2.75,3.5,2.1,2.75,3.5,2.1,1001.91,1031.53
SC3,16/04/02,East Stirling,East Fife,2,1,H,1,0,H,223,"Conroy, S",10,14,6,5,0,0,3,6,8,15,3,4,0,0,0,0,0,0,,,,2.2,3.5,2.62,,,,2.1,3.5,2.75,983.51,1010.1
SC3,20/04/02,Dumbarton,Peterhead,3,0,H,0,0,D,1636,"Thompson, C",18,6,8,4,0,1,8,3,12,10,2,0,2,1,0,1,20,35,2.1,3.4,2.9,1.8,3.5,3.5,2.1,3.5,2.75,2.1,3.5,2.75,1116.56,1070.56
SC3,20/04/02,East Fife,Brechin,1,1,D,1,0,H,265,"Clyde, G. T.",10,13,5,8,1,0,8,5,3,2,5,4,2,1,0,0,20,10,2.5,3.35,2.4,2.5,3.5,2.25,2.5,3.6,2.25,,,,1000.2,1162.9
SC3,20/04/02,Elgin,Queens Park,0,1,A,0,0,D,627,"Frickleton, I. G.",15,12,4,5,0,0,4,5,9,21,0,6,2,1,0,0,20,10,1.8,3.65,3.5,1.8,3.5,3.5,1.727,3.75,3.6,1.8,3.6,3.4,1026.85,986.91
SC3,20/04/02,Montrose,East Stirling,2,0,H,1,0,H,381,"Murray, C",12,9,7,4,1,1,3,4,13,14,4,7,0,2,0,0,0,20,1.8,3.5,3.7,1.8,3.5,3.5,1.727,3.75,3.6,1.8,3.6,3.4,1046.53,993.41
SC3,20/04/02,Stirling,Albion Rvs,0,3,A,0,2,A,516,"Hunter, A",7,16,3,10,1,1,6,5,18,19,1,5,1,0,0,0,10,0,3.75,3.75,1.72,4.0,3.6,1.67,3.6,4.0,1.667,4.2,3.75,1.61,988.02,1102.59
SC3,27/04/02,Albion Rvs,Elgin,2,2,D,0,1,A,767,"Brines, I",14,5,6,3,2,1,7,5,12,13,5,0,1,4,0,0,10,40,1.28,5.0,7.5,1.4,4.333,6.0,1.333,4.5,6.5,1.364,4.2,6.5,1114.57,1009.57
SC3,27/04/02,Brechin,Stirling,2,1,H,2,0,H,449,"Mack, E. D.",22,7,9,2,2,0,7,4,5,12,5,4,0,1,0,0,0,10,1.6,3.75,4.5,1.615,4.0,4.0,1.571,3.75,4.5,1.533,4.0,4.5,1160.67,976.04
SC3,27/04/02,Dumbarton,Queens Park,1,1,D,0,0,D,1959,"Gilmore, J",13,10,5,5,0,0,7,2,14,9,0,0,1,1,0,0,10,10,1.25,5.25,8.0,1.286,5.0,7.0,1.25,5.5,7.0,1.25,5.0,8.0,1124.1,1004.19
SC3,27/04/02,East Stirling,East Fife,1,2,A,0,0,D,236,"Conroy, S",7,10,2,3,1,0,2,9,13,10,0,3,0,0,0,0,0,0,1.93,3.5,3.2,2.0,3.4,3.0,2.1,3.2,3.0,2.0,3.6,2.875,986.09,1002.43
SC3,27/04/02,Peterhead,Montrose,3,1,H,1,0,H,683,"Clyde, G. T.",12,8,5,6,1,0,3,5,6,12,7,1,0,1,0,0,0,10,2.25,3.33,2.7,2.2,3.5,2.625,2.25,3.4,2.6,2.3,3.4,2.5,1063.02,1053.85
