Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Attendance,Referee,HS,AS,HST,AST,HHW,AHW,HC,AC,HF,AF,HO,AO,HY,AY,HR,AR,HBP,ABP,GBH,GBD,GBA,IWH,IWD,IWA,SBH,SBD,SBA,SYH,SYD,SYA,WHH,WHD,WHA,EloHome,EloAway
D2,14/10/01,Greuther Furth,Bielefeld,0,1,A,0,1,A,8521,Knut Kircher,12.0,6.0,4.0,3.0,1.0,0.0,15.0,4.0,8.0,8.0,0.0,0.0,2,2,0,0,20,20,,,,2.1,3.0,3.1,,,,2.0,3.1,3.3,1.9,3.25,3.3,1581.96,1521.48
D2,14/10/01,Hannover,Babelsberg,6,1,H,3,0,H,28200,Markus Merk,18.0,7.0,11.0,4.0,2.0,2.0,5.0,1.0,9.0,8.0,3.0,3.0,0,2,0,0,0,20,,,,1.4,3.9,6.0,,,,1.5,3.6,5.5,1.45,3.65,5.75,1539.32,1468.4
D2,14/10/01,Mainz,Reutlingen,2,1,H,1,1,D,8088,Dirk Margenberg,7.0,1.0,3.0,1.0,0.0,0.0,4.0,1.0,15.0,13.0,1.0,6.0,3,1,0,0,30,10,,,,1.65,3.3,4.4,,,,1.62,3.25,5.0,1.55,3.5,4.8,1539.58,1479.53
D2,15/10/01,Bochum,Mannheim,1,1,D,1,1,D,10000,Peter Gagelmann,13.0,9.0,8.0,4.0,0.0,1.0,6.0,5.0,19.0,19.0,3.0,3.0,1,1,0,0,10,10,,,,1.65,3.3,4.4,,,,1.62,3.25,5.0,1.55,3.5,4.8,1508.3,1516.24
D2,19/10/01,Ahlen,Karlsruhe,4,1,H,1,0,H,6352,Mike Pickel,17.0,8.0,11.0,3.0,0.0,0.0,5.0,3.0,15.0,12.0,0.0,3.0,5,3,0,1,50,55,1.9,3.1,3.6,1.85,3.2,3.5,,,,,,,1.8,3.35,3.55,1542.49,1456.37
D2,19/10/01,Mannheim,Mainz,2,4,A,2,2,D,7000,Babak Rafati,9.0,12.0,6.0,6.0,0.0,1.0,7.0,5.0,13.0,11.0,7.0,6.0,1,1,0,0,10,10,2.3,3.1,2.65,2.2,2.9,3.0,,,,,,,2.35,3.15,2.55,1519.48,1546.7
D2,19/10/01,Schweinfurt,Bochum,3,3,D,2,0,H,8125,Kai Voss,13.0,15.0,4.0,8.0,0.0,0.0,3.0,8.0,20.0,22.0,0.0,0.0,2,2,0,0,20,20,2.5,3.05,2.5,2.5,3.0,2.5,,,,,,,2.55,3.15,2.35,1477.13,1505.06
D2,20/10/01,Babelsberg,Oberhausen,0,2,A,0,2,A,3500,Peter Lange,9.0,8.0,5.0,4.0,0.0,0.0,4.0,5.0,11.0,17.0,2.0,3.0,4,3,0,0,40,30,1.71,3.3,4.2,1.9,3.1,3.5,,,,,,,1.8,3.3,3.6,1461.6,1404.33
D2,20/10/01,Reutlingen,Hannover,2,2,D,2,2,D,6000,Thorsten Kinhöfer,15.0,17.0,8.0,11.0,0.0,1.0,3.0,3.0,21.0,12.0,2.0,2.0,0,1,0,0,0,10,2.7,3.0,2.35,3.0,2.9,2.2,,,,,,,2.75,3.15,2.2,1472.41,1546.12
D2,21/10/01,Duisburg,Greuther Furth,1,1,D,0,1,A,5211,Manuel Gräfe,16.0,5.0,9.0,1.0,1.0,1.0,10.0,3.0,18.0,14.0,2.0,1.0,3,2,0,0,30,20,2.5,3.0,2.55,2.4,2.9,2.7,,,,,,,2.6,3.15,2.3,1429.42,1564.06
D2,21/10/01,Ein Frankfurt,Aachen,2,2,D,0,1,A,16000,Ralf Späker,12.0,11.0,4.0,6.0,0.0,0.0,8.0,6.0,6.0,15.0,5.0,3.0,2,2,0,0,20,20,1.44,3.65,6.2,1.45,3.8,5.4,,,,,,,1.45,3.6,5.8,1550.1,1449.5
D2,21/10/01,Saarbrucken,Unterhaching,0,0,D,0,0,D,5500,André Stachowiak,15.0,9.0,5.0,6.0,0.0,1.0,5.0,9.0,9.0,9.0,6.0,3.0,2,1,0,0,20,10,2.7,3.0,2.35,2.4,2.9,2.7,,,,,,,2.65,3.25,2.2,1443.4,1563.23
D2,22/10/01,Bielefeld,Union Berlin,4,1,H,1,0,H,8500,Uwe Kemmling,17.0,4.0,7.0,2.0,1.0,0.0,5.0,4.0,17.0,25.0,4.0,2.0,2,3,0,0,20,30,1.95,3.2,3.4,1.7,3.2,4.2,,,,1.91,3.2,3.5,1.85,3.3,3.4,1539.38,1514.57
D2,26/10/01,Aachen,Bielefeld,3,2,H,2,1,H,16800,Michael Weiner,14.0,16.0,5.0,7.0,0.0,0.0,2.0,3.0,19.0,16.0,5.0,3.0,4,2,0,0,40,20,2.7,3.1,2.3,2.8,2.9,2.3,,,,2.7,3.0,2.38,2.85,3.25,2.1,1456.01,1547.57
D2,26/10/01,Mainz,Schweinfurt,4,1,H,2,1,H,9800,Markus Schmidt,15.0,3.0,7.0,2.0,0.0,0.0,11.0,0.0,7.0,16.0,1.0,2.0,1,2,0,0,10,20,1.45,3.7,6.0,1.45,3.8,5.4,,,,,,,1.45,3.7,5.6,1561.78,1474.57
D2,26/10/01,Union Berlin,Duisburg,0,1,A,0,1,A,7482,Stefan Weber,6.0,4.0,2.0,2.0,1.0,0.0,3.0,3.0,13.0,10.0,1.0,1.0,0,2,0,0,0,20,1.6,3.45,4.75,1.75,3.3,3.8,,,,,,,1.6,3.4,4.6,1506.38,1430.66
D2,27/10/01,Karlsruhe,Greuther Furth,4,2,H,2,0,H,10000,Christian Schößling,,,,,,,,,,,,,3,4,0,0,30,40,2.25,3.0,2.85,2.3,2.8,2.9,,,,,,,2.25,3.15,2.65,1449.99,1562.82
D2,27/10/01,Oberhausen,Reutlingen,0,1,A,0,0,D,3000,Frank Minskowski,,,,,,,,,,,,,1,0,1,0,35,0,2.25,3.0,2.85,2.0,3.1,3.2,,,,,,,1.95,3.25,3.15,1422.13,1471.47
D2,28/10/01,Ahlen,Babelsberg,1,1,D,1,1,D,6813,Felix Brych,16.0,14.0,8.0,6.0,0.0,1.0,10.0,1.0,13.0,18.0,2.0,2.0,5,3,0,0,50,30,1.57,3.5,5.0,1.55,3.5,4.8,,,,,,,1.5,3.5,5.4,1548.87,1443.8
D2,28/10/01,Bochum,Saarbrucken,3,2,H,0,1,A,9808,Stefan Trautmann,24.0,10.0,12.0,6.0,2.0,0.0,7.0,5.0,18.0,31.0,2.0,2.0,0,3,0,0,0,30,1.45,3.65,5.85,1.55,3.5,4.8,,,,,,,1.45,3.6,5.8,1507.62,1444.11
D2,28/10/01,Unterhaching,Ein Frankfurt,0,1,A,0,0,D,9000,Thorsten Kinhöfer,12.0,11.0,7.0,7.0,0.0,0.0,5.0,5.0,9.0,17.0,1.0,4.0,0,2,0,0,0,20,2.25,3.0,2.85,2.1,2.9,3.2,,,,,,,2.05,3.15,3.0,1562.52,1543.59
D2,29/10/01,Hannover,Mannheim,2,0,H,0,0,D,16800,Peter Sippel,13.0,12.0,9.0,5.0,0.0,0.0,6.0,4.0,17.0,15.0,3.0,6.0,0,2,0,0,0,20,1.46,3.6,6.2,1.6,3.4,4.6,,,,,,,1.5,3.5,5.4,1547.06,1504.4
D2,02/11/01,Duisburg,Aachen,5,0,H,1,0,H,11236,Knut Kircher,19.0,9.0,10.0,3.0,0.0,0.0,6.0,4.0,13.0,12.0,2.0,3.0,2,0,0,0,20,0,1.85,3.15,3.7,2.0,3.1,3.2,,,,1.91,3.1,3.6,2.0,3.2,3.1,1448.99,1468.21
D2,02/11/01,Saarbrucken,Mainz,0,1,A,0,0,D,8500,Günter Perl ,13.0,6.0,6.0,3.0,0.0,0.0,9.0,0.0,14.0,9.0,2.0,1.0,3,2,1,0,55,20,3.2,3.1,2.03,2.9,3.0,2.2,,,,3.0,3.2,2.1,2.9,3.2,2.1,1437.09,1568.13
D2,02/11/01,Schweinfurt,Hannover,1,4,A,0,3,A,9236,Lutz-Michael Fröhlich,9.0,12.0,4.0,6.0,0.0,0.0,2.0,6.0,12.0,10.0,1.0,0.0,1,1,0,1,10,35,2.9,3.1,2.18,3.0,2.9,2.2,,,,2.6,3.1,2.38,2.8,3.0,2.25,1468.22,1554.7
D2,03/11/01,Babelsberg,Karlsruhe,2,4,A,0,1,A,4000,Jürgen Jansen ,15.0,17.0,8.0,8.0,1.0,1.0,6.0,1.0,29.0,11.0,3.0,2.0,2,3,0,1,20,55,2.25,3.1,2.77,2.2,3.0,2.9,,,,2.2,3.2,2.8,2.45,3.0,2.55,1450.43,1462.95
D2,03/11/01,Bielefeld,Unterhaching,2,0,H,1,0,H,11242,Volker Wezel,16.0,14.0,10.0,8.0,0.0,0.0,4.0,5.0,14.0,16.0,3.0,0.0,2,2,0,0,20,20,1.9,3.15,3.5,1.85,3.1,3.6,,,,1.91,3.2,3.5,1.85,3.3,3.4,1535.37,1545.9
D2,04/11/01,Greuther Furth,Union Berlin,0,0,D,0,0,D,5500,Dirk Margenberg,12.0,6.0,4.0,2.0,0.0,0.0,9.0,0.0,16.0,21.0,0.0,0.0,1,0,0,0,10,0,1.9,3.15,3.5,1.8,3.1,3.8,,,,1.91,3.2,3.5,1.9,3.25,3.3,1549.86,1488.05
D2,04/11/01,Mannheim,Oberhausen,1,1,D,0,0,D,4500,Helmut Fleischer,18.0,11.0,9.0,4.0,1.0,0.0,3.0,3.0,18.0,17.0,4.0,1.0,3,2,0,0,30,20,1.75,3.25,4.0,1.7,3.2,4.2,,,,1.73,3.2,4.33,1.7,3.3,4.1,1496.76,1407.82
D2,04/11/01,Reutlingen,Ahlen,3,2,H,1,1,D,6000,Hermann Albrecht,12.0,12.0,7.0,5.0,1.0,2.0,6.0,5.0,14.0,17.0,1.0,2.0,2,1,1,0,45,10,2.3,3.1,2.75,2.1,3.0,3.1,,,,2.38,3.1,2.6,2.3,3.2,2.55,1485.78,1542.24
D2,05/11/01,Ein Frankfurt,Bochum,1,0,H,0,0,D,20000,Franz-Xaver Wack,7.0,7.0,4.0,2.0,0.0,1.0,13.0,2.0,14.0,27.0,2.0,3.0,0,1,0,0,0,10,1.85,3.25,3.55,1.9,3.1,3.5,,,,1.91,3.2,3.5,1.9,3.25,3.3,1560.21,1514.64
D2,16/11/01,Aachen,Greuther Furth,2,1,H,2,0,H,14000,Detlef Scheppe,16.0,12.0,7.0,4.0,0.0,0.0,5.0,6.0,19.0,15.0,2.0,5.0,0,2,0,0,0,20,2.3,3.05,2.75,2.2,3.0,2.9,,,,,,,2.25,3.15,2.65,1458.57,1544.43
D2,16/11/01,Hannover,Saarbrucken,0,0,D,0,0,D,20498,Matthias Anklam,11.0,4.0,4.0,1.0,0.0,0.0,9.0,6.0,8.0,16.0,2.0,1.0,0,1,0,0,0,10,1.25,4.6,8.8,1.45,3.8,5.4,,,,,,,1.3,4.2,7.7,1567.69,1425.7
D2,16/11/01,Karlsruhe,Union Berlin,1,1,D,0,0,D,11000,Babak Rafati,13.0,8.0,3.0,2.0,2.0,0.0,8.0,5.0,13.0,19.0,0.0,0.0,3,1,0,0,30,10,1.9,3.15,3.5,2.0,3.0,3.3,,,,,,,1.95,3.25,3.15,1478.53,1493.48
D2,17/11/01,Bochum,Bielefeld,0,0,D,0,0,D,13500,Florian Meyer,14.0,14.0,4.0,5.0,0.0,0.0,8.0,6.0,18.0,20.0,8.0,4.0,4,4,0,0,40,40,2.15,3.1,2.95,2.1,2.9,3.2,,,,2.1,3.2,3.0,2.1,3.2,2.85,1507.09,1544.72
D2,17/11/01,Oberhausen,Schweinfurt,5,0,H,1,0,H,3054,Knut Kircher,18.0,1.0,11.0,0.0,0.0,0.0,7.0,2.0,9.0,15.0,3.0,3.0,0,1,0,0,0,10,2.0,3.15,3.25,1.85,3.1,3.6,,,,2.2,3.2,2.8,1.95,3.3,3.1,1414.02,1455.23
D2,18/11/01,Ahlen,Mannheim,0,0,D,0,0,D,5800,Frank Minskowski,15.0,4.0,3.0,3.0,2.0,1.0,8.0,3.0,17.0,21.0,2.0,2.0,3,1,0,0,30,10,1.7,3.25,4.3,1.9,3.1,3.5,,,,1.62,3.5,4.5,1.65,3.4,4.2,1531.3,1490.56
D2,18/11/01,Babelsberg,Reutlingen,0,3,A,0,1,A,4000,Michael Weiner,17.0,13.0,11.0,7.0,2.0,0.0,6.0,2.0,15.0,16.0,2.0,3.0,4,2,0,0,40,20,2.25,3.1,2.8,2.2,3.0,2.9,,,,2.25,3.2,2.7,2.3,3.2,2.55,1434.85,1496.72
D2,18/11/01,Unterhaching,Duisburg,0,1,A,0,1,A,7500,Stephan Kammerer,13.0,8.0,6.0,5.0,1.0,0.0,9.0,1.0,14.0,21.0,3.0,2.0,2,2,0,0,20,20,1.8,3.2,3.85,1.85,3.1,3.6,,,,1.8,3.25,3.75,1.7,3.35,4.0,1536.55,1458.63
D2,19/11/01,Mainz,Ein Frankfurt,1,1,D,0,0,D,15500,Jürgen Aust,12.0,6.0,8.0,3.0,0.0,0.0,7.0,0.0,20.0,22.0,5.0,6.0,2,2,0,0,20,20,2.15,3.1,2.95,2.3,2.9,2.8,,,,2.0,3.2,3.2,2.2,3.0,2.85,1579.52,1567.76
D2,23/11/01,Duisburg,Bochum,0,1,A,0,1,A,11312,Edgar Steinborn,12.0,12.0,4.0,6.0,0.0,0.0,8.0,6.0,8.0,11.0,0.0,2.0,2,2,0,0,20,20,2.3,3.1,2.8,2.2,2.9,3.0,,,,,,,2.2,3.15,2.75,1477.02,1504.87
D2,23/11/01,Ein Frankfurt,Hannover,1,1,D,1,1,D,17100,Jörg Kessler ,10.0,15.0,3.0,4.0,0.0,1.0,3.0,7.0,15.0,17.0,3.0,0.0,3,3,0,0,30,30,2.05,3.1,3.25,2.0,3.0,3.3,,,,,,,2.1,3.1,2.95,1571.65,1560.16
D2,23/11/01,Greuther Furth,Unterhaching,3,1,H,2,0,H,4694,Peter Lange,9.0,3.0,3.0,1.0,0.0,0.0,5.0,3.0,13.0,15.0,1.0,0.0,1,2,0,0,10,20,1.95,3.1,3.4,2.0,3.0,3.3,,,,,,,2.0,3.05,3.25,1532.44,1518.16
D2,24/11/01,Bielefeld,Mainz,0,1,A,0,0,D,15000,Stefan Weber,11.0,10.0,5.0,4.0,0.0,1.0,7.0,4.0,13.0,18.0,3.0,1.0,1,4,1,1,35,65,2.2,3.0,2.95,2.0,3.0,3.3,,,,,,,2.1,3.1,2.95,1546.94,1575.63
D2,24/11/01,Saarbrucken,Oberhausen,1,0,H,0,0,D,4000,Volker Wezel,11.0,8.0,4.0,3.0,0.0,0.0,9.0,3.0,17.0,23.0,3.0,2.0,4,2,0,0,40,20,2.1,3.1,3.05,2.1,2.9,3.2,,,,,,,2.15,3.2,2.8,1433.23,1424.42
D2,25/11/01,Mannheim,Babelsberg,4,1,H,2,1,H,4650,Ralf Späker ,17.0,6.0,7.0,1.0,0.0,0.0,4.0,3.0,9.0,15.0,1.0,1.0,0,2,0,0,0,20,1.67,3.3,4.4,1.6,3.4,4.6,,,,,,,1.6,3.4,4.6,1495.36,1420.98
D2,25/11/01,Reutlingen,Karlsruhe,1,0,H,0,0,D,10137,Thomas Frank,19.0,9.0,8.0,2.0,0.0,0.0,4.0,3.0,15.0,18.0,0.0,1.0,1,3,0,1,10,55,2.1,3.1,3.05,2.0,3.0,3.3,,,,,,,2.05,3.2,2.95,1510.59,1475.53
D2,25/11/01,Union Berlin,Aachen,5,1,H,1,0,H,8000,Stefan Trautmann,11.0,8.0,5.0,4.0,2.0,0.0,6.0,2.0,23.0,19.0,2.0,4.0,2,3,0,0,20,30,1.65,3.35,4.5,1.75,3.2,4.0,,,,,,,1.7,3.4,3.9,1496.48,1470.56
D2,26/11/01,Schweinfurt,Ahlen,4,2,H,1,1,D,3250,Alfons Berg,12.0,9.0,9.0,6.0,0.0,0.0,2.0,7.0,17.0,14.0,4.0,1.0,1,1,0,0,10,10,2.45,3.1,2.52,2.4,3.0,2.6,,,,,,,2.45,3.15,2.4,1444.83,1526.5
D2,30/11/01,Ahlen,Saarbrucken,3,1,H,1,1,D,4715,Lutz Wagner,16.0,3.0,6.0,1.0,0.0,0.0,9.0,0.0,21.0,24.0,2.0,2.0,2,4,0,0,20,40,1.55,3.5,5.1,1.65,3.3,4.4,1.57,3.4,5.0,1.57,3.5,5.0,1.6,3.35,4.7,1514.66,1441.94
D2,30/11/01,Bochum,Greuther Furth,1,1,D,1,1,D,9397,Torsten Koop,9.0,9.0,4.0,3.0,0.0,1.0,8.0,2.0,17.0,19.0,3.0,4.0,1,2,0,0,10,20,1.8,3.2,3.85,1.7,3.2,4.2,1.8,3.1,4.0,1.8,3.1,4.0,1.7,3.35,4.0,1519.93,1540.97
D2,30/11/01,Mainz,Duisburg,4,4,D,1,1,D,8150,Peter Sippel,11.0,8.0,5.0,5.0,0.0,0.0,4.0,3.0,8.0,12.0,4.0,5.0,3,3,0,0,30,30,1.55,3.5,5.1,1.65,3.3,4.4,1.5,3.5,5.75,1.5,3.6,5.5,1.55,3.5,4.8,1590.66,1461.96
D2,01/12/01,Aachen,Karlsruhe,2,0,H,1,0,H,10000,Hermann Albrecht,18.0,11.0,6.0,3.0,0.0,0.0,7.0,8.0,21.0,19.0,2.0,3.0,1,4,0,0,10,40,2.1,2.9,3.25,2.0,3.1,3.2,2.1,3.0,3.2,2.2,3.1,2.88,2.05,3.15,3.0,1462.4,1467.66
D2,01/12/01,Mannheim,Reutlingen,1,0,H,0,0,D,4900,Manuel Gräfe,14.0,16.0,5.0,6.0,0.0,2.0,5.0,7.0,19.0,19.0,1.0,4.0,5,2,0,0,50,20,2.02,3.15,3.2,1.9,3.0,3.6,2.1,3.2,3.0,2.2,3.2,2.8,2.2,3.1,2.8,1502.06,1518.46
D2,02/12/01,Babelsberg,Schweinfurt,3,1,H,1,0,H,3028,Dirk Margenberg,12.0,10.0,6.0,6.0,0.0,0.0,1.0,7.0,15.0,20.0,0.0,1.0,3,2,0,0,30,20,2.0,3.1,3.3,1.9,3.1,3.5,1.95,3.25,3.25,2.1,3.2,3.0,2.1,3.2,2.85,1414.28,1456.67
D2,02/12/01,Oberhausen,Ein Frankfurt,2,1,H,0,0,D,5318,Kai Voss,15.0,8.0,5.0,4.0,2.0,1.0,9.0,6.0,10.0,20.0,4.0,2.0,2,3,0,0,20,30,3.25,3.15,2.0,3.1,3.0,2.1,3.2,3.2,2.0,3.2,3.2,2.0,3.0,3.15,2.05,1415.71,1567.77
D2,02/12/01,Unterhaching,Union Berlin,2,1,H,1,0,H,3801,Ralf Späker,17.0,9.0,9.0,5.0,1.0,0.0,8.0,3.0,9.0,14.0,2.0,0.0,0,1,0,0,0,10,2.15,3.1,2.95,2.1,2.9,3.2,2.2,3.0,3.0,2.1,3.2,3.0,2.15,3.15,2.8,1509.63,1504.64
D2,03/12/01,Hannover,Bielefeld,4,4,D,2,2,D,21255,Franz-Xaver Wack,14.0,16.0,8.0,10.0,0.0,0.0,7.0,2.0,19.0,18.0,4.0,3.0,1,4,1,0,35,40,1.85,3.1,3.75,1.8,3.1,3.8,1.91,3.1,3.6,1.83,3.2,3.75,1.95,3.1,3.3,1564.04,1531.91
D2,07/12/01,Bielefeld,Oberhausen,3,1,H,1,1,D,8584,Wolfgang Stark,24.0,11.0,13.0,7.0,3.0,0.0,9.0,1.0,13.0,14.0,4.0,0.0,1,3,0,0,10,30,1.42,3.7,6.5,1.6,3.4,4.6,1.44,3.6,6.5,1.44,3.75,6.0,1.45,3.6,6.0,1536.45,1430.07
D2,07/12/01,Duisburg,Hannover,2,6,A,1,4,A,8005,Jürgen Aust,8.0,17.0,3.0,9.0,1.0,0.0,9.0,3.0,12.0,5.0,4.0,4.0,3,3,0,0,30,30,2.4,3.1,2.6,2.5,3.0,2.5,2.6,3.1,2.4,2.7,2.9,2.4,2.6,3.0,2.4,1469.17,1559.5
D2,07/12/01,Union Berlin,Bochum,1,0,H,1,0,H,7240,Andre Stachowiak,12.0,7.0,5.0,1.0,0.0,0.0,0.0,2.0,18.0,15.0,4.0,3.0,0,3,0,1,0,55,,,,,,,2.2,3.1,2.88,2.1,3.2,3.0,,,,1495.81,1517.14
D2,08/12/01,Greuther Furth,Mainz,3,2,H,0,0,D,6500,Jürgen Jansen,10.0,8.0,4.0,5.0,0.0,0.0,2.0,3.0,15.0,3.0,0.0,0.0,1,2,0,0,10,20,2.35,3.1,2.65,2.3,2.9,2.8,2.5,3.1,2.5,2.38,3.1,2.6,2.4,3.1,2.5,1543.76,1583.45
D2,08/12/01,Karlsruhe,Mannheim,1,2,A,0,1,A,12200,Jörg Kessler,4.0,6.0,1.0,2.0,0.0,0.0,2.0,3.0,15.0,18.0,2.0,3.0,2,2,0,1,20,45,1.85,3.2,3.65,2.1,3.0,3.1,1.83,3.2,3.75,1.83,3.2,3.75,2.0,3.2,3.1,1458.49,1511.61
D2,09/12/01,Aachen,Unterhaching,3,1,H,1,0,H,10244,Mike Pickel,15.0,10.0,5.0,5.0,0.0,0.0,6.0,0.0,17.0,16.0,1.0,1.0,1,1,0,0,10,10,2.1,3.1,3.05,2.1,2.9,3.2,2.1,3.2,3.0,2.0,3.2,3.2,1.9,3.2,3.4,1471.57,1518.46
D2,09/12/01,Ein Frankfurt,Ahlen,1,2,A,0,1,A,11800,Matthias Anklam,8.0,7.0,3.0,4.0,0.0,1.0,3.0,6.0,12.0,16.0,4.0,1.0,1,3,0,0,10,30,1.58,3.4,5.0,1.7,3.2,4.2,1.67,3.3,4.5,1.57,3.5,5.0,1.65,3.4,4.25,1553.41,1521.41
D2,09/12/01,Schweinfurt,Reutlingen,2,1,H,1,0,H,5250,Stefan Trautmann,14.0,10.0,5.0,4.0,0.0,0.0,10.0,2.0,19.0,17.0,0.0,0.0,1,1,0,0,10,10,2.3,3.1,2.7,2.4,2.9,2.7,2.25,3.2,2.75,2.2,3.2,2.8,2.2,3.1,2.8,1446.22,1508.91
D2,10/12/01,Saarbrucken,Babelsberg,1,1,D,1,0,H,2000,Peter Gagelmann,10.0,8.0,5.0,2.0,0.0,0.0,5.0,3.0,17.0,14.0,2.0,1.0,0,3,0,0,0,30,1.85,3.2,3.65,1.7,3.2,4.2,1.85,3.25,3.6,1.8,3.4,3.6,1.85,3.35,3.35,1435.19,1424.73
D2,14/12/01,Ahlen,Bielefeld,1,1,D,0,0,D,8818,Helmut Fleischer,16.0,7.0,5.0,5.0,0.0,0.0,6.0,2.0,17.0,14.0,0.0,1.0,1,0,0,0,10,0,2.35,3.05,2.7,2.4,2.9,2.7,2.2,3.2,2.8,2.25,3.2,2.75,2.2,3.2,2.7,1538.44,1542.29
D2,14/12/01,Oberhausen,Duisburg,0,2,A,0,2,A,7187,Markus Schmidt,6.0,7.0,5.0,5.0,0.0,0.0,4.0,7.0,4.0,12.0,2.0,1.0,1,2,0,0,10,20,2.3,3.05,2.75,2.2,3.0,2.9,2.25,3.2,2.75,2.25,3.25,2.7,2.25,3.2,2.6,1424.23,1456.32
D2,14/12/01,Unterhaching,Karlsruhe,0,0,D,0,0,D,1500,Frank Minskowski,7.0,4.0,3.0,2.0,0.0,0.0,6.0,3.0,15.0,10.0,3.0,4.0,2,1,0,0,20,10,1.85,3.2,3.65,1.8,3.1,3.8,1.9,3.2,3.5,1.91,3.2,3.5,1.85,3.35,3.35,1507.86,1444.31
D2,15/12/01,Babelsberg,Ein Frankfurt,1,3,A,0,3,A,2500,Knut Kircher,11.0,11.0,7.0,6.0,0.0,0.0,3.0,5.0,21.0,14.0,2.0,1.0,2,1,0,0,20,10,3.05,3.1,2.1,3.1,3.0,2.1,2.88,3.1,2.2,,,,2.75,3.15,2.2,1428.58,1536.38
D2,15/12/01,Reutlingen,Saarbrucken,3,0,H,0,0,D,4500,Florian Meyer,15.0,8.0,7.0,0.0,1.0,0.0,2.0,1.0,7.0,15.0,3.0,3.0,1,3,0,1,10,55,1.6,3.35,4.85,1.65,3.3,4.4,1.6,3.4,4.8,1.53,3.4,5.5,1.6,3.35,4.7,1497.75,1431.34
D2,16/12/01,Bochum,Aachen,5,3,H,3,1,H,10993,Felix Brych,21.0,13.0,8.0,7.0,1.0,0.0,7.0,2.0,15.0,17.0,2.0,1.0,2,3,0,0,20,30,1.6,3.4,4.75,1.65,3.3,4.4,1.67,3.25,4.5,1.62,3.25,5.0,1.65,3.3,4.4,1507.42,1482.17
D2,16/12/01,Hannover,Greuther Furth,3,1,H,1,0,H,22185,Peter Gagelmann,16.0,12.0,10.0,5.0,0.0,0.0,4.0,6.0,20.0,17.0,3.0,3.0,1,2,0,0,10,20,1.65,3.35,4.5,1.65,3.3,4.4,1.62,3.4,4.75,1.62,3.5,4.5,1.65,3.4,4.25,1572.35,1554.11
D2,16/12/01,Mainz,Union Berlin,1,0,H,1,0,H,7816,Torsten Koop,20.0,11.0,6.0,4.0,0.0,0.0,6.0,3.0,10.0,16.0,7.0,7.0,2,1,0,0,20,10,1.67,3.35,4.35,1.7,3.2,4.2,1.67,3.3,4.5,1.67,3.25,4.5,1.7,3.35,4.0,1573.1,1505.53
D2,16/12/01,Mannheim,Schweinfurt,2,0,H,1,0,H,5100,Florian Meyer,14.0,8.0,8.0,4.0,0.0,0.0,7.0,0.0,17.0,19.0,3.0,2.0,1,3,0,0,10,30,1.6,3.4,4.75,1.55,3.5,4.8,1.6,3.3,5.0,1.62,3.25,5.0,1.6,3.4,4.6,1525.79,1457.38
D2,18/12/01,Ahlen,Duisburg,2,2,D,1,0,H,5282,Günter Perl,11.0,11.0,5.0,5.0,0.0,0.0,3.0,1.0,6.0,12.0,4.0,4.0,1,2,0,0,10,20,1.8,3.3,3.7,1.85,3.1,3.6,1.8,3.25,3.8,1.73,3.2,4.33,1.85,3.35,3.35,1535.07,1471.23
D2,18/12/01,Babelsberg,Bielefeld,0,2,A,0,0,D,2600,Christian Schüssling,18.0,11.0,7.0,4.0,0.0,0.0,6.0,5.0,13.0,15.0,1.0,1.0,1,2,0,0,10,20,3.55,3.3,1.85,3.2,3.1,2.0,,,,3.0,3.1,2.1,2.95,3.2,2.05,1416.36,1545.66
D2,18/12/01,Reutlingen,Ein Frankfurt,2,1,H,0,1,A,6000,Lutz Michael Fröhlich,11.0,6.0,8.0,4.0,0.0,0.0,6.0,2.0,9.0,16.0,0.0,0.0,1,2,0,0,10,20,2.45,3.05,2.55,2.4,3.0,2.6,2.5,3.1,2.5,2.5,3.0,2.5,2.35,3.15,2.55,1504.68,1548.6
D2,19/12/01,Bochum,Unterhaching,4,0,H,3,0,H,9361,Dirk Margenberg ,22.0,10.0,10.0,4.0,0.0,2.0,4.0,3.0,16.0,16.0,1.0,1.0,1,2,0,0,10,20,1.75,3.25,4.0,1.7,3.2,4.2,1.75,3.3,4.0,1.73,3.2,4.33,1.6,3.4,4.6,1515.6,1502.38
D2,19/12/01,Mainz,Aachen,0,1,A,0,0,D,8118,Kai Voss,10.0,4.0,4.0,0.0,0.0,0.0,9.0,3.0,17.0,19.0,6.0,4.0,4,3,1,0,65,30,1.5,3.6,5.45,1.55,3.5,4.8,1.44,3.6,6.5,1.44,3.6,6.0,1.5,3.6,5.2,1580.0,1473.99
D2,19/12/01,Mannheim,Saarbrucken,4,0,H,1,0,H,4512,Thomas Frank,14.0,5.0,7.0,1.0,1.0,0.0,4.0,5.0,14.0,13.0,1.0,1.0,2,0,0,0,20,0,1.65,3.4,4.4,1.7,3.2,4.2,1.57,3.5,5.0,1.44,3.6,6.0,1.5,3.5,5.4,1532.66,1424.41
D2,19/12/01,Oberhausen,Greuther Furth,1,2,A,0,1,A,2505,Stefan Weber,11.0,9.0,4.0,4.0,0.0,0.0,9.0,10.0,19.0,18.0,7.0,6.0,2,3,0,0,20,30,2.4,3.2,2.5,2.4,3.0,2.6,2.5,3.25,2.4,2.6,3.1,2.38,2.5,3.25,2.3,1409.32,1545.71
