Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Attendance,Referee,HS,AS,HST,AST,HHW,AHW,HC,AC,HF,AF,HO,AO,HY,AY,HR,AR,HBP,ABP,GBH,GBD,GBA,IWH,IWD,IWA,SBH,SBD,SBA,SYH,SYD,SYA,WHH,WHD,WHA,EloHome,EloAway
D2,19/12/01,Schweinfurt,Karlsruhe,1,1,D,1,1,D,5050,Ralf Späker,7.0,13.0,3.0,8.0,0.0,1.0,1.0,8.0,19.0,15.0,1.0,1.0,0,1,0,0,0,10,2.05,3.1,3.15,2.1,3.0,3.1,2.1,3.2,3.0,2.1,3.1,3.0,2.1,3.2,2.85,1450.51,1449.79
D2,20/12/01,Hannover,Union Berlin,3,2,H,2,0,H,17000,Herbert Fandel,12.0,10.0,6.0,3.0,0.0,0.0,4.0,5.0,13.0,15.0,1.0,1.0,1,3,0,0,10,30,1.6,3.4,4.8,1.65,3.3,4.4,1.6,3.4,4.8,1.67,3.4,4.33,1.6,3.45,4.5,1580.75,1498.63
D2,25/01/02,Duisburg,Babelsberg,4,1,H,2,0,H,7000,"Stark, W",10.0,8.0,7.0,5.0,0.0,0.0,1.0,3.0,14.0,22.0,4.0,3.0,2,1,0,1,20,35,1.65,3.3,4.6,1.75,3.2,4.0,1.667,3.3,4.5,1.667,3.25,4.5,1.65,3.3,4.4,1476.72,1404.91
D2,25/01/02,Karlsruhe,Bochum,4,1,H,2,0,H,12000,"Kemmling, U",14.0,8.0,6.0,3.0,0.0,0.0,4.0,6.0,7.0,11.0,2.0,6.0,0,3,0,0,0,30,2.4,3.2,2.5,2.5,3.0,2.5,2.375,3.1,2.625,2.3,3.1,2.7,2.35,3.15,2.55,1453.32,1524.16
D2,25/01/02,Union Berlin,Oberhausen,3,1,H,2,0,H,7472,"Brych, F",11.0,15.0,6.0,8.0,0.0,0.0,5.0,2.0,10.0,8.0,1.0,2.0,0,0,0,0,0,0,1.55,3.4,5.3,1.7,3.2,4.2,1.571,3.4,5.25,1.533,3.6,5.0,1.5,3.6,5.2,1492.14,1398.12
D2,26/01/02,Bielefeld,Reutlingen,1,1,D,0,0,D,10056,"Kessler, J",16.0,6.0,9.0,4.0,0.0,0.0,10.0,7.0,18.0,14.0,2.0,2.0,4,2,0,0,40,20,1.6,3.4,4.8,1.55,3.5,4.8,1.667,3.4,4.333,1.615,3.5,4.5,1.55,3.5,4.8,1557.11,1515.18
D2,26/01/02,Greuther Furth,Ahlen,3,2,H,2,1,H,5036,"Rafati, B",13.0,8.0,6.0,3.0,3.0,1.0,5.0,7.0,11.0,19.0,1.0,2.0,0,5,0,2,0,100,1.9,3.2,3.45,2.0,3.1,3.2,1.95,3.2,3.3,1.909,3.25,3.4,1.9,3.25,3.3,1556.91,1529.58
D2,27/01/02,Aachen,Hannover,2,4,A,1,2,A,18500,"Wagner, L",15.0,12.0,6.0,6.0,1.0,0.0,11.0,1.0,18.0,20.0,2.0,5.0,2,3,0,0,20,30,2.5,3.0,2.55,2.8,2.9,2.3,2.6,3.0,2.5,2.6,3.1,2.375,2.45,3.1,2.45,1493.14,1587.24
D2,27/01/02,Ein Frankfurt,Mannheim,2,2,D,1,0,H,15000,"Gagelmann, P",13.0,4.0,3.0,4.0,1.0,0.0,14.0,7.0,8.0,11.0,0.0,1.0,4,3,0,0,40,30,1.75,3.3,4.0,1.8,3.1,3.8,1.8,3.2,4.0,1.727,3.2,4.333,1.8,3.3,3.6,1538.1,1538.45
D2,27/01/02,Saarbrucken,Schweinfurt,2,1,H,2,1,H,6500,"Jansen, J",10.0,11.0,4.0,8.0,0.0,0.0,4.0,8.0,17.0,15.0,3.0,1.0,0,3,0,0,0,30,1.9,3.2,3.5,1.8,3.1,3.8,1.85,3.3,3.5,2.1,3.2,3.0,1.85,3.3,3.4,1418.62,1446.98
D2,28/01/02,Unterhaching,Mainz,0,0,D,0,0,D,4000,"Weber, S",8.0,10.0,6.0,2.0,0.0,1.0,5.0,4.0,24.0,16.0,1.0,3.0,3,5,0,1,30,75,2.55,3.2,2.35,2.4,3.0,2.6,2.625,3.1,2.375,2.6,3.1,2.375,2.45,3.1,2.45,1493.82,1560.85
D2,01/02/02,Reutlingen,Duisburg,0,1,A,0,1,A,6200,"Wack, F.-X.",9.0,4.0,5.0,1.0,2.0,1.0,4.0,0.0,16.0,15.0,0.0,0.0,1,4,0,0,10,40,1.82,3.3,3.62,,,,1.833,3.3,3.6,1.909,3.2,3.5,1.9,3.2,3.4,1520.02,1483.5
D2,01/02/02,Saarbrucken,Karlsruhe,1,1,D,1,0,H,5800,"Kinhöfer , T",9.0,5.0,4.0,2.0,2.0,1.0,6.0,6.0,18.0,15.0,2.0,2.0,3,2,1,0,55,20,2.32,3.25,2.55,,,,2.4,3.1,2.6,2.4,3.2,2.5,2.3,3.15,2.6,1428.58,1464.77
D2,01/02/02,Schweinfurt,Ein Frankfurt,0,1,A,0,0,D,9800,"Aust, J",9.0,10.0,4.0,5.0,0.0,0.0,3.0,10.0,19.0,14.0,2.0,5.0,4,1,1,0,65,10,2.65,3.15,2.3,,,,2.6,3.1,2.4,2.6,3.1,2.375,2.5,3.1,2.4,1437.02,1534.61
D2,02/02/02,Babelsberg,Greuther Furth,1,5,A,0,2,A,2700,"Stachowiak, A",9.0,11.0,2.0,7.0,0.0,0.0,5.0,5.0,14.0,15.0,2.0,4.0,2,2,1,0,45,20,2.8,3.25,2.15,2.7,3.0,2.3,2.875,3.3,2.1,2.8,3.2,2.2,2.9,3.25,2.05,1398.13,1565.02
D2,02/02/02,Mannheim,Bielefeld,1,1,D,0,1,A,7000,"Minskowski, F",24.0,11.0,8.0,3.0,0.0,1.0,11.0,4.0,24.0,23.0,1.0,0.0,3,1,0,1,30,35,2.25,3.25,2.65,2.2,2.9,3.0,2.25,3.2,2.75,2.3,3.1,2.7,2.2,3.15,2.75,1541.94,1552.27
D2,03/02/02,Ahlen,Union Berlin,2,2,D,0,1,A,7815,"Strampe, H",12.0,12.0,5.0,4.0,0.0,2.0,5.0,2.0,17.0,15.0,0.0,0.0,3,1,0,0,30,10,2.0,3.25,3.1,2.0,3.1,3.2,2.1,3.1,3.1,2.0,3.2,3.2,2.0,3.15,3.15,1521.47,1498.3
D2,03/02/02,Hannover,Unterhaching,1,0,H,1,0,H,26289,"Trautmann, S",16.0,7.0,3.0,4.0,0.0,0.0,7.0,5.0,9.0,22.0,5.0,3.0,1,1,0,0,10,10,1.45,3.7,5.9,1.55,3.5,4.8,1.4,3.75,7.0,1.4,3.75,7.0,1.4,3.6,7.0,1599.95,1492.64
D2,03/02/02,Mainz,Bochum,1,1,D,0,0,D,11300,"Berg, A",14.0,11.0,4.0,4.0,1.0,0.0,8.0,3.0,17.0,14.0,4.0,0.0,0,3,0,0,0,30,1.85,3.25,3.55,2.0,3.1,3.2,1.8,3.3,3.75,1.8,3.4,3.6,1.8,3.3,3.6,1562.03,1512.71
D2,03/02/02,Oberhausen,Aachen,4,0,H,3,0,H,5000,"Fleischer, H",14.0,7.0,9.0,0.0,0.0,0.0,10.0,2.0,16.0,19.0,2.0,4.0,3,3,1,0,55,30,2.3,3.25,2.6,2.2,3.0,2.9,2.4,3.1,2.6,2.4,3.2,2.5,2.35,3.1,2.55,1391.96,1480.43
D2,05/02/02,Bielefeld,Schweinfurt,2,1,H,2,0,H,7469,"Aust, J",12.0,7.0,8.0,3.0,0.0,0.0,2.0,0.0,12.0,5.0,0.0,0.0,1,4,0,0,10,40,1.37,4.0,7.0,1.35,4.0,7.0,1.364,4.0,7.0,,,,1.4,3.6,7.0,1555.43,1424.43
D2,05/02/02,Duisburg,Mannheim,3,1,H,1,0,H,5000,"Spaker, R.",8.0,3.0,4.0,2.0,2.0,0.0,2.0,5.0,11.0,8.0,0.0,0.0,0,1,0,0,0,10,2.0,3.25,3.15,2.1,3.0,3.1,2.0,3.2,3.2,,,,1.95,3.25,3.15,1500.67,1538.78
D2,05/02/02,Ein Frankfurt,Saarbrucken,2,2,D,0,1,A,11500,"Brych, F",11.0,5.0,7.0,2.0,2.0,0.0,7.0,3.0,13.0,17.0,0.0,0.0,2,3,0,0,20,30,1.5,3.6,5.5,1.55,3.5,4.8,1.444,3.6,6.5,,,,1.45,3.55,6.0,1547.2,1426.31
D2,05/02/02,Greuther Furth,Reutlingen,4,1,H,3,1,H,4500,"Kammerer, S",8.0,2.0,5.0,2.0,1.0,0.0,4.0,2.0,7.0,5.0,0.0,1.0,0,0,0,0,0,0,1.75,3.25,4.0,1.75,3.2,4.0,1.615,3.25,5.0,,,,1.55,3.5,4.8,1575.14,1502.85
D2,06/02/02,Aachen,Ahlen,1,2,A,0,1,A,8458,"Margenberg, D.",6.0,7.0,3.0,3.0,0.0,0.0,1.0,1.0,17.0,21.0,2.0,2.0,3,1,0,0,30,10,2.0,3.15,3.25,2.1,3.0,3.1,2.1,3.1,3.1,,,,2.1,3.15,2.9,1468.34,1517.22
D2,06/02/02,Bochum,Hannover,4,2,H,2,2,D,13042,"Pickel, M.",16.0,7.0,9.0,4.0,0.0,1.0,2.0,1.0,15.0,12.0,0.0,0.0,1,4,0,0,10,40,2.37,3.1,2.62,2.4,3.0,2.6,2.5,3.1,2.5,,,,2.4,3.0,2.6,1517.77,1605.77
D2,06/02/02,Karlsruhe,Mainz,1,4,A,1,3,A,10200,"Strampe, H",6.0,9.0,2.0,5.0,0.0,0.0,6.0,0.0,17.0,19.0,2.0,3.0,3,2,0,1,30,45,2.4,3.1,2.6,2.3,3.0,2.7,2.625,3.1,2.375,,,,2.3,3.15,2.6,1467.04,1556.97
D2,06/02/02,Unterhaching,Oberhausen,1,1,D,0,1,A,2000,Scheppe. D,13.0,4.0,8.0,2.0,0.0,0.0,3.0,1.0,9.0,7.0,0.0,0.0,0,0,0,0,0,0,1.7,3.25,4.3,1.7,3.2,4.2,1.727,3.1,4.5,,,,1.65,3.35,4.25,1486.82,1404.05
D2,07/02/02,Union Berlin,Babelsberg,2,0,H,2,0,H,15000,"Anklam, M",10.0,11.0,5.0,2.0,1.0,1.0,2.0,1.0,9.0,11.0,1.0,1.0,1,2,0,0,10,20,1.5,3.5,5.75,1.6,3.4,4.6,1.4,3.75,7.0,,,,1.45,3.55,6.0,1502.55,1388.01
D2,08/02/02,Mannheim,Greuther Furth,1,4,A,0,1,A,5000,"Merk, M",6.0,14.0,3.0,7.0,0.0,1.0,2.0,4.0,14.0,8.0,0.0,0.0,1,1,0,0,10,10,2.2,3.1,2.9,2.2,3.0,2.9,2.2,3.1,2.875,2.25,3.2,2.75,2.25,3.15,2.65,1528.48,1581.9
D2,08/02/02,Saarbrucken,Bielefeld,0,2,A,0,0,D,7000,"Weber, S",10.0,11.0,3.0,4.0,0.0,1.0,6.0,4.0,9.0,7.0,1.0,3.0,2,1,0,0,20,10,2.8,3.1,2.25,2.7,3.0,2.3,2.875,3.1,2.2,2.8,3.2,2.2,2.85,3.1,2.15,1433.34,1560.66
D2,08/02/02,Schweinfurt,Duisburg,2,2,D,1,0,H,4350,"Kessler, J",5.0,8.0,4.0,6.0,0.0,0.0,3.0,5.0,10.0,8.0,0.0,0.0,2,1,0,0,20,10,2.4,3.1,2.6,2.5,3.0,2.5,2.4,3.1,2.6,2.5,3.2,2.4,2.5,3.1,2.4,1419.2,1510.97
D2,09/02/02,Ahlen,Unterhaching,2,0,H,0,0,D,4225,"Weiner, M",5.0,4.0,3.0,2.0,1.0,0.0,5.0,2.0,14.0,17.0,4.0,1.0,2,2,0,0,20,20,1.85,3.2,3.7,1.75,3.2,4.0,1.75,3.25,4.0,1.727,3.2,4.333,1.7,3.3,4.1,1531.55,1480.79
D2,09/02/02,Ein Frankfurt,Karlsruhe,3,1,H,2,0,H,13800,"Koop, T",9.0,8.0,5.0,2.0,0.0,0.0,2.0,3.0,19.0,21.0,5.0,1.0,4,6,0,1,40,85,1.7,3.2,4.5,1.7,3.2,4.2,1.7,3.25,4.333,1.667,3.4,4.333,1.75,3.25,3.85,1540.17,1454.18
D2,10/02/02,Babelsberg,Aachen,0,2,A,0,1,A,3080,"Rafati, B",17.0,12.0,7.0,4.0,0.0,0.0,6.0,5.0,18.0,21.0,3.0,1.0,3,1,0,0,30,10,2.3,3.1,2.7,2.3,3.0,2.7,2.375,3.1,2.625,2.3,3.2,2.625,2.05,3.2,3.0,1382.38,1454.01
D2,10/02/02,Oberhausen,Bochum,6,1,H,3,0,H,7276,"Perl, G.",17.0,11.0,9.0,3.0,0.0,0.0,8.0,6.0,18.0,21.0,2.0,1.0,1,3,0,1,10,55,2.75,3.15,2.25,2.7,3.0,2.3,2.8,3.1,2.25,2.75,3.25,2.2,2.9,3.25,2.05,1410.08,1529.84
D2,10/02/02,Reutlingen,Union Berlin,1,2,A,0,1,A,6000,"Schößling, C",14.0,5.0,7.0,3.0,1.0,0.0,3.0,4.0,10.0,16.0,4.0,4.0,2,2,0,0,20,20,2.05,3.1,3.2,2.1,3.0,3.1,2.2,3.0,3.0,2.1,3.2,3.0,2.05,3.2,3.0,1496.09,1508.18
D2,11/02/02,Hannover,Mainz,2,0,H,1,0,H,20000,"Krug, H",9.0,19.0,3.0,3.0,0.0,2.0,4.0,3.0,23.0,19.0,3.0,4.0,3,2,0,0,30,20,1.8,3.25,3.8,1.7,3.2,4.2,1.9,3.1,3.6,1.833,3.25,3.6,1.75,3.25,3.85,1593.7,1569.83
D2,15/02/02,Greuther Furth,Schweinfurt,2,0,H,1,0,H,9331,"Frank, T",19.0,6.0,9.0,1.0,0.0,0.0,5.0,1.0,8.0,16.0,5.0,1.0,1,4,0,1,10,65,1.25,4.5,9.0,1.35,4.0,7.0,1.333,4.0,8.0,1.333,4.0,8.0,1.3,4.0,8.5,1596.07,1418.9
D2,15/02/02,Union Berlin,Mannheim,2,0,H,0,0,D,7874,"Aust, J",13.0,8.0,4.0,3.0,1.0,0.0,10.0,3.0,5.0,9.0,1.0,1.0,0,2,0,0,0,20,1.68,3.4,4.2,1.7,3.2,4.2,1.727,3.2,4.333,1.727,3.4,4.0,1.7,3.25,4.15,1523.78,1514.31
D2,15/02/02,Unterhaching,Babelsberg,3,1,H,1,0,H,2200,"Voss, K",21.0,10.0,6.0,7.0,0.0,0.0,10.0,5.0,16.0,19.0,0.0,0.0,1,4,1,1,35,65,1.57,3.45,5.0,1.55,3.5,4.8,1.571,3.3,5.5,,,,1.6,3.3,4.75,1473.4,1368.86
D2,16/02/02,Aachen,Reutlingen,1,1,D,0,0,D,8894,"Stachowiak, A",7.0,5.0,4.0,1.0,1.0,1.0,6.0,3.0,20.0,16.0,0.0,1.0,3,2,0,0,30,20,1.85,3.2,3.5,1.9,3.1,3.5,1.85,3.25,3.6,1.909,3.2,3.5,1.8,3.3,3.6,1467.53,1480.49
D2,16/02/02,Mainz,Oberhausen,3,3,D,2,0,H,8655,"Kircher, K",13.0,9.0,6.0,5.0,0.0,0.0,10.0,4.0,12.0,15.0,5.0,1.0,2,2,0,0,20,20,1.47,3.7,5.7,1.6,3.4,4.6,1.5,3.5,5.75,1.444,3.75,6.0,1.55,3.55,4.75,1561.61,1423.29
D2,17/02/02,Bochum,Ahlen,3,1,H,1,0,H,10339,"Wezel, V",13.0,7.0,6.0,2.0,0.0,0.0,5.0,3.0,15.0,17.0,3.0,2.0,1,3,1,0,35,30,1.8,3.2,3.85,1.8,3.1,3.8,1.833,3.2,3.75,1.833,3.2,3.75,1.75,3.3,3.8,1516.63,1538.94
D2,17/02/02,Duisburg,Saarbrucken,5,0,H,2,0,H,8382,"Gräfe, M",14.0,5.0,9.0,0.0,0.0,0.0,4.0,5.0,7.0,15.0,3.0,6.0,2,3,0,0,20,30,1.57,3.45,5.0,1.6,3.4,4.6,1.571,3.4,5.2,1.533,3.4,5.5,1.55,3.45,5.0,1511.27,1421.82
D2,17/02/02,Karlsruhe,Hannover,1,2,A,1,0,H,12000,"Sippel, P",8.0,14.0,3.0,8.0,0.0,0.0,3.0,6.0,15.0,17.0,3.0,1.0,0,2,0,0,0,20,2.85,3.05,2.22,2.9,3.0,2.2,2.875,3.1,2.2,2.7,3.2,2.25,2.8,3.15,2.15,1447.8,1601.92
D2,18/02/02,Bielefeld,Ein Frankfurt,4,1,H,1,0,H,10000,"Steinborn, E.",8.0,6.0,5.0,4.0,0.0,0.0,5.0,2.0,9.0,11.0,3.0,2.0,2,2,0,0,20,20,1.95,3.1,3.4,2.0,3.0,3.3,1.95,3.1,3.5,1.909,3.2,3.5,1.9,3.2,3.35,1572.18,1546.55
D2,22/02/02,Mannheim,Aachen,3,1,H,3,0,H,4200,"Schmidt, M",11.0,5.0,8.0,3.0,0.0,0.0,3.0,9.0,15.0,19.0,6.0,2.0,0,2,0,0,0,20,1.75,3.3,4.0,1.7,3.2,4.2,1.833,3.2,3.75,1.833,3.2,3.75,1.75,3.3,3.8,1505.62,1464.46
D2,22/02/02,Saarbrucken,Greuther Furth,0,3,A,0,3,A,4000,"Pickel, M.",6.0,22.0,3.0,12.0,0.0,0.0,3.0,6.0,17.0,14.0,1.0,3.0,3,2,0,0,30,20,4.3,3.45,1.65,3.5,3.1,1.9,3.6,3.3,1.833,3.4,3.25,1.909,3.65,3.25,1.8,1415.53,1600.29
D2,23/02/02,Bielefeld,Karlsruhe,1,1,D,0,1,A,10234,"Voss, K",25.0,15.0,12.0,7.0,0.0,0.0,12.0,4.0,21.0,25.0,4.0,0.0,2,5,0,2,20,100,1.52,3.5,5.5,1.5,3.5,5.4,1.5,3.4,6.0,1.444,3.75,6.0,1.5,3.5,5.4,1580.35,1437.23
D2,23/02/02,Schweinfurt,Union Berlin,0,1,A,0,0,D,3251,Scheppe. D,11.0,9.0,4.0,4.0,0.0,1.0,4.0,6.0,26.0,24.0,2.0,2.0,3,2,0,0,30,20,2.55,3.05,2.45,2.9,3.0,2.2,2.625,3.1,2.375,2.75,3.25,2.2,2.6,3.15,2.3,1414.68,1532.47
D2,24/02/02,Babelsberg,Bochum,1,2,A,1,1,D,3000,"Wagner, L",10.0,8.0,6.0,7.0,1.0,0.0,4.0,10.0,18.0,23.0,4.0,2.0,1,1,0,0,10,10,4.0,3.4,1.7,3.4,3.2,1.85,3.2,3.2,2.0,3.25,3.4,1.909,3.2,3.2,1.95,1362.97,1526.38
D2,24/02/02,Ein Frankfurt,Duisburg,2,0,H,0,0,D,10700,"Lange, P",16.0,11.0,7.0,4.0,0.0,0.0,6.0,4.0,12.0,14.0,5.0,4.0,3,3,0,0,30,30,1.87,3.1,3.7,1.8,3.1,3.8,1.833,3.2,3.75,1.833,3.4,3.5,1.8,3.3,3.6,1538.38,1517.56
D2,24/02/02,Reutlingen,Unterhaching,1,1,D,0,0,D,5095,"Gagelmann, P",13.0,16.0,2.0,4.0,1.0,0.0,9.0,3.0,20.0,19.0,1.0,0.0,2,0,0,0,20,0,1.87,3.1,3.7,1.85,3.1,3.6,1.909,3.2,3.5,1.833,3.2,3.75,1.8,3.25,3.65,1483.56,1479.29
D2,25/02/02,Ahlen,Mainz,1,4,A,0,1,A,3915,"Fandel, H",6.0,17.0,5.0,8.0,0.0,1.0,5.0,2.0,21.0,23.0,5.0,4.0,2,1,0,0,20,10,2.45,3.05,2.55,2.2,3.0,2.9,2.3,3.0,2.8,2.3,3.1,2.7,2.25,3.1,2.7,1529.19,1554.17
D2,01/03/02,Duisburg,Bielefeld,2,1,H,0,1,A,7221,"Trautmann, S",9.0,11.0,3.0,3.0,0.0,0.0,7.0,8.0,15.0,19.0,2.0,5.0,3,3,0,0,30,30,2.4,3.1,2.55,2.5,3.0,2.5,2.4,3.1,2.6,2.3,3.1,2.7,2.4,3.1,2.5,1509.24,1572.8
D2,01/03/02,Mainz,Babelsberg,2,2,D,1,0,H,9305,"Brych, F",18.0,4.0,10.0,2.0,0.0,0.0,14.0,3.0,14.0,17.0,2.0,0.0,0,2,0,0,0,20,1.16,5.5,12.0,1.25,4.5,9.0,1.25,4.6,9.0,1.3,4.333,8.0,1.25,4.3,10.0,1569.33,1352.73
D2,01/03/02,Union Berlin,Saarbrucken,3,0,H,0,0,D,7150,"Margenberg, D.",12.0,2.0,5.0,1.0,0.0,0.0,4.0,3.0,12.0,19.0,3.0,0.0,1,0,0,0,10,0,1.18,5.5,11.0,1.25,4.5,9.0,1.3,4.333,8.0,1.286,4.5,8.0,1.15,5.0,15.0,1544.33,1406.02
D2,02/03/02,Aachen,Schweinfurt,1,0,H,0,0,D,8893,"Minskowski, F",12.0,9.0,5.0,2.0,0.0,2.0,9.0,3.0,18.0,15.0,6.0,3.0,1,3,0,0,10,30,1.48,3.55,5.6,1.5,3.5,5.4,1.571,3.5,5.0,1.533,3.4,5.5,1.5,3.5,5.5,1456.78,1402.82
D2,03/03/02,Greuther Furth,Ein Frankfurt,1,1,D,1,0,H,11518,"Weiner, M",10.0,7.0,5.0,4.0,0.0,0.0,11.0,6.0,15.0,22.0,2.0,1.0,1,4,1,1,35,65,1.9,3.2,3.5,1.9,3.1,3.5,1.85,3.2,3.75,1.909,3.2,3.5,1.85,3.25,3.45,1609.8,1546.7
D2,03/03/02,Karlsruhe,Oberhausen,0,1,A,0,0,D,16000,"Anklam, M",14.0,8.0,8.0,5.0,0.0,0.0,6.0,5.0,13.0,23.0,4.0,3.0,3,3,0,1,30,55,2.0,3.1,3.25,2.0,3.1,3.2,1.909,3.1,3.6,1.909,3.25,3.4,1.95,3.25,3.15,1444.78,1430.73
D2,03/03/02,Unterhaching,Mannheim,0,0,D,0,0,D,3500,"Rafati, B",12.0,4.0,2.0,0.0,0.0,0.0,6.0,1.0,6.0,17.0,3.0,0.0,1,0,0,0,10,0,2.05,3.05,3.2,2.0,3.0,3.3,2.2,3.0,3.0,2.1,3.2,3.0,2.05,3.15,3.0,1482.93,1513.3
D2,04/03/02,Hannover,Ahlen,3,1,H,0,1,A,21000,"Berg, A",23.0,6.0,12.0,4.0,0.0,0.0,11.0,7.0,19.0,13.0,3.0,6.0,1,0,0,0,10,0,1.42,3.8,6.85,1.4,3.9,6.0,1.444,3.6,6.5,1.444,3.6,6.5,1.4,3.8,6.3,1612.49,1514.03
D2,08/03/02,Duisburg,Karlsruhe,2,0,H,0,0,D,7490,"Schmidt, M",16.0,8.0,7.0,2.0,1.0,0.0,8.0,2.0,18.0,11.0,2.0,3.0,2,0,0,0,20,0,1.65,3.4,4.4,1.7,3.2,4.2,1.667,3.4,4.5,1.667,3.25,4.5,1.7,3.35,4.0,1520.43,1428.32
D2,08/03/02,Mannheim,Bochum,1,2,A,1,2,A,5100,"Kircher, K",11.0,8.0,7.0,5.0,1.0,1.0,8.0,6.0,15.0,17.0,1.0,0.0,1,1,0,0,10,10,2.35,3.1,2.65,2.3,3.0,2.7,2.25,3.2,2.7,2.3,3.1,2.7,2.25,3.2,2.65,1515.77,1536.62
D2,08/03/02,Schweinfurt,Unterhaching,3,1,H,1,1,D,4052,"Stachowiak, A",11.0,17.0,6.0,7.0,0.0,1.0,1.0,7.0,16.0,17.0,2.0,2.0,4,4,1,0,65,40,2.25,3.1,2.8,2.4,3.0,2.6,2.25,3.1,2.8,2.3,3.2,2.625,2.4,3.15,2.5,1395.52,1480.46
D2,09/03/02,Babelsberg,Hannover,1,3,A,0,1,A,5924,"Späker, R",8.0,20.0,5.0,12.0,0.0,0.0,4.0,5.0,21.0,14.0,1.0,4.0,3,1,0,0,30,10,5.5,3.6,1.5,4.6,3.4,1.6,5.0,3.5,1.571,4.5,3.5,1.615,4.4,3.5,1.6,1361.75,1618.54
D2,09/03/02,Reutlingen,Mainz,2,0,H,1,0,H,7500,"Koop, T",12.0,13.0,6.0,8.0,1.0,0.0,6.0,13.0,12.0,16.0,4.0,3.0,1,3,0,0,10,30,2.65,3.1,2.35,2.5,3.0,2.5,2.7,3.2,2.25,2.625,3.2,2.3,2.5,3.15,2.4,1479.92,1560.31
D2,10/03/02,Ahlen,Oberhausen,2,1,H,1,0,H,6400,"Schößling, C",9.0,16.0,7.0,7.0,0.0,0.0,10.0,5.0,24.0,12.0,2.0,1.0,2,0,0,0,20,0,1.85,3.2,3.65,2.1,3.0,3.1,1.8,3.25,3.8,1.8,3.25,3.75,1.85,3.25,3.5,1507.98,1447.19
D2,10/03/02,Ein Frankfurt,Union Berlin,2,2,D,1,0,H,16400,"Perl, G.",14.0,8.0,7.0,3.0,0.0,1.0,6.0,8.0,15.0,18.0,3.0,0.0,1,3,1,0,35,30,2.05,3.1,3.15,2.0,3.0,3.3,2.0,3.1,3.3,1.909,3.2,3.5,2.0,3.2,3.1,1552.17,1549.39
D2,10/03/02,Saarbrucken,Aachen,2,1,H,1,0,H,3000,"Albrecht, H",12.0,13.0,3.0,6.0,2.0,0.0,7.0,6.0,16.0,18.0,3.0,3.0,1,2,0,0,10,20,2.45,3.1,2.52,2.4,3.1,2.4,2.6,3.1,2.4,2.5,3.2,2.4,2.65,3.3,2.2,1400.96,1464.08
D2,11/03/02,Bielefeld,Greuther Furth,3,2,H,1,1,D,12500,"Fandel, H",15.0,13.0,7.0,8.0,0.0,1.0,5.0,2.0,22.0,27.0,3.0,1.0,3,3,0,0,30,30,2.1,3.1,3.05,2.0,2.9,3.4,2.1,3.1,3.1,2.0,3.2,3.2,1.95,3.25,3.2,1561.61,1604.33
D2,15/03/02,Aachen,Ein Frankfurt,2,1,H,1,0,H,10700,"Strampe, H",8.0,10.0,3.0,3.0,2.0,1.0,6.0,7.0,14.0,15.0,1.0,4.0,3,2,0,0,30,20,2.55,3.0,2.5,2.4,3.0,2.6,2.6,3.1,2.4,2.5,3.1,2.5,,,,1452.9,1548.58
D2,15/03/02,Bochum,Schweinfurt,3,1,H,0,1,A,11200,"Lange, P",23.0,13.0,8.0,6.0,1.0,0.0,10.0,7.0,18.0,20.0,3.0,1.0,2,2,0,0,20,20,1.3,4.3,8.0,1.3,4.2,8.0,1.333,4.0,8.0,1.3,4.333,8.0,,,,1551.92,1407.48
D2,15/03/02,Hannover,Reutlingen,4,0,H,1,0,H,19360,Scheppe. D,14.0,4.0,7.0,2.0,0.0,0.0,11.0,3.0,17.0,18.0,3.0,1.0,0,1,0,0,0,10,1.35,4.0,7.25,1.35,4.0,7.0,1.364,4.0,7.0,1.364,4.0,7.0,,,,1625.75,1491.72
D2,16/03/02,Karlsruhe,Ahlen,2,2,D,0,2,A,9500,"Jansen, J",10.0,6.0,5.0,2.0,0.0,0.0,7.0,4.0,16.0,18.0,2.0,2.0,1,3,0,0,10,30,1.95,3.35,3.15,2.0,3.1,3.2,2.2,3.2,2.8,2.2,3.25,2.75,,,,1422.1,1515.08
D2,16/03/02,Unterhaching,Saarbrucken,8,0,H,4,0,H,2000,"Frank, T",17.0,3.0,14.0,1.0,0.0,0.0,5.0,2.0,10.0,16.0,1.0,2.0,0,1,0,0,0,10,1.57,3.5,5.0,1.55,3.5,4.8,1.6,3.4,5.0,1.5,3.6,5.5,,,,1468.5,1412.14
D2,17/03/02,Greuther Furth,Duisburg,2,1,H,0,0,D,7560,"Kemmling, U",10.0,10.0,3.0,3.0,1.0,0.0,4.0,5.0,15.0,14.0,0.0,5.0,2,1,0,1,20,35,1.72,3.3,4.1,1.65,3.3,4.4,1.7,3.25,4.333,1.727,3.2,4.333,,,,1593.87,1526.65
D2,17/03/02,Oberhausen,Babelsberg,2,1,H,0,1,A,4192,"Aust, J",14.0,6.0,6.0,2.0,0.0,0.0,10.0,2.0,17.0,16.0,2.0,1.0,1,2,0,0,10,20,1.4,4.0,6.0,1.5,3.7,5.0,1.571,3.4,5.5,1.615,3.5,4.5,,,,1440.09,1354.54
