Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Attendance,Referee,HS,AS,HST,AST,HHW,AHW,HC,AC,HF,AF,HO,AO,HY,AY,HR,AR,HBP,ABP,LBH,LBD,LBA,WHH,WHD,WHA,EloHome,EloAway
SC3,03/02/01,Hamilton,Brechin,1,0,H,0,0,D,521,I. M. Fyfe ,12.0,8.0,6.0,4.0,0.0,0.0,3.0,5.0,19.0,22.0,3.0,4.0,0,3,0,0,0,30,1.8,3.5,3.5,1.72,3.6,3.75,1203.3,1155.0
SC3,03/02/01,Montrose,Albion Rvs,0,1,A,0,0,D,250,Cammy Melville,10.0,4.0,4.0,3.0,0.0,0.0,6.0,1.0,12.0,19.0,2.0,3.0,1,3,2,0,60,30,2.5,3.5,2.25,3.0,3.4,2.0,933.72,1000.54
SC3,17/02/01,Albion Rvs,Elgin,0,1,A,0,0,D,287,Calum Murray,12.0,3.0,7.0,3.0,1.0,0.0,4.0,0.0,13.0,16.0,2.0,5.0,1,2,0,0,10,20,1.57,3.75,4.5,1.61,3.6,4.33,1014.23,1015.48
SC3,17/02/01,Brechin,Cowdenbeath,2,0,H,2,0,H,575,John Fleming,10.0,6.0,4.0,2.0,0.0,0.0,4.0,4.0,11.0,17.0,6.0,2.0,1,5,0,0,10,50,2.25,3.5,2.5,2.37,3.5,2.37,1147.53,1198.71
SC3,17/02/01,East Stirling,East Fife,1,0,H,1,0,H,286,Charlie Richmond,7.0,10.0,6.0,3.0,0.0,0.0,8.0,7.0,6.0,16.0,7.0,4.0,3,2,0,0,30,20,3.0,3.75,1.91,3.3,3.6,1.83,994.37,1144.11
SC3,17/02/01,Hamilton,Montrose,1,3,A,1,2,A,411,Tom Brown,14.0,7.0,2.0,5.0,0.0,0.0,7.0,4.0,13.0,14.0,1.0,5.0,1,0,0,0,10,0,1.25,5.0,8.0,1.22,5.0,9.0,1210.77,920.03
SC3,24/02/01,Cowdenbeath,Albion Rvs,1,0,H,0,0,D,311,Alan Gemmill,8.0,9.0,4.0,3.0,0.0,0.0,5.0,7.0,13.0,18.0,2.0,2.0,1,1,0,0,10,10,,,,1.5,3.8,5.0,1187.95,998.27
SC3,24/02/01,Dumbarton,Brechin,1,0,H,0,0,D,722,John Underhill,12.0,14.0,10.0,7.0,0.0,0.0,10.0,3.0,13.0,6.0,2.0,6.0,0,0,0,0,0,0,,,,3.4,3.5,1.83,1047.41,1158.29
SC3,24/02/01,East Fife,Peterhead,2,1,H,0,1,A,380,John Gilmore,5.0,6.0,2.0,2.0,0.0,0.0,8.0,1.0,17.0,11.0,1.0,2.0,0,1,0,0,0,10,,,,2.1,3.5,2.75,1129.83,1086.96
SC3,24/02/01,Montrose,East Stirling,1,1,D,0,0,D,305,Craig Thompson,11.0,7.0,3.0,3.0,0.0,0.0,5.0,3.0,14.0,16.0,7.0,3.0,1,2,0,0,10,20,,,,2.37,3.5,2.37,942.64,1008.65
SC3,06/03/01,Elgin,Peterhead,0,1,A,0,0,D,524,Ian Frickleton,5.0,5.0,1.0,3.0,0.0,0.0,2.0,3.0,16.0,10.0,0.0,3.0,5,3,1,0,75,30,,,,,,,1031.44,1079.33
SC3,07/03/01,Dumbarton,Cowdenbeath,3,0,H,1,0,H,507,Eric Martindale,13.0,7.0,9.0,3.0,1.0,0.0,4.0,3.0,9.0,6.0,1.0,1.0,2,1,0,1,20,35,,,,,,,1060.3,1191.92
SC3,10/03/01,Dumbarton,Albion Rvs,1,4,A,0,1,A,818,Eric Martindale,4.0,17.0,1.0,12.0,0.0,0.0,4.0,7.0,16.0,8.0,1.0,8.0,3,1,1,0,55,10,1.91,3.5,3.2,1.8,3.6,3.4,1073.93,994.3
SC3,10/03/01,East Fife,Montrose,1,0,H,0,0,D,407,I. M. Fyfe ,6.0,6.0,2.0,4.0,0.0,0.0,2.0,3.0,17.0,11.0,6.0,2.0,2,1,0,0,20,10,1.61,4.0,4.0,1.57,3.75,4.5,1137.46,941.42
SC3,10/03/01,Elgin,Cowdenbeath,0,2,A,0,0,D,676,Craig MacKay,10.0,9.0,1.0,5.0,0.0,0.0,6.0,7.0,6.0,8.0,0.0,3.0,0,0,0,0,0,0,4.0,3.6,1.67,4.33,3.6,1.61,1017.08,1178.29
SC3,10/03/01,Hamilton,East Stirling,2,2,D,1,0,H,388,Eddie Mack,22.0,5.0,11.0,4.0,0.0,0.0,4.0,3.0,13.0,11.0,1.0,9.0,3,0,0,0,30,0,1.53,3.75,5.0,1.5,3.8,5.0,1188.16,1009.87
SC3,13/03/01,East Stirling,Albion Rvs,1,0,H,0,0,D,196,Colin Hardie,6.0,14.0,5.0,6.0,0.0,0.0,5.0,8.0,17.0,11.0,7.0,1.0,3,5,0,0,30,50,,,,,,,1018.18,1012.74
SC3,13/03/01,Elgin,Dumbarton,0,3,A,0,3,A,424,Craig MacKay,8.0,9.0,5.0,5.0,0.0,0.0,3.0,5.0,12.0,11.0,0.0,4.0,4,3,0,0,40,30,,,,,,,1006.76,1055.49
SC3,13/03/01,Montrose,East Fife,1,1,D,0,0,D,251,Cammy Melville,13.0,5.0,5.0,4.0,0.0,0.0,7.0,3.0,13.0,19.0,2.0,3.0,0,0,0,0,0,0,,,,,,,937.57,1141.31
SC3,13/03/01,Peterhead,Cowdenbeath,3,0,H,2,0,H,520,Eddie Mack,14.0,9.0,9.0,3.0,0.0,0.0,5.0,2.0,13.0,17.0,4.0,5.0,3,3,0,0,30,30,,,,,,,1093.69,1188.61
SC3,17/03/01,Albion Rvs,East Stirling,2,2,D,2,0,H,248,Eric Martindale,16.0,16.0,7.0,6.0,0.0,0.0,3.0,2.0,15.0,16.0,6.0,1.0,0,0,0,0,0,0,2.2,3.5,2.62,2.37,3.5,2.37,1003.92,1027.0
SC3,17/03/01,Cowdenbeath,Dumbarton,2,2,D,1,2,A,369,Brian McGarry,16.0,4.0,14.0,2.0,1.0,0.0,5.0,2.0,7.0,8.0,3.0,3.0,0,2,0,0,0,20,1.61,4.0,4.0,1.61,3.6,4.33,1176.29,1069.82
SC3,17/03/01,East Fife,Brechin,1,4,A,0,0,D,416,Steve Conroy,10.0,9.0,6.0,6.0,0.0,0.0,4.0,5.0,5.0,5.0,5.0,3.0,1,0,0,0,10,0,2.2,3.5,2.62,2.5,3.4,2.3,1137.68,1145.4
SC3,17/03/01,Montrose,Elgin,2,1,H,2,0,H,396,Steven Kaney,7.0,10.0,6.0,4.0,0.0,1.0,4.0,4.0,8.0,12.0,1.0,5.0,1,3,0,0,10,30,2.2,3.5,2.62,2.2,3.5,2.62,941.2,992.43
SC3,17/03/01,Peterhead,Hamilton,2,1,H,0,0,D,710,Calum Murray,13.0,6.0,7.0,2.0,1.0,0.0,3.0,7.0,17.0,12.0,4.0,4.0,2,0,0,1,20,25,2.75,3.5,2.1,3.1,3.6,1.9,1106.01,1179.85
SC3,20/03/01,Albion Rvs,Peterhead,0,1,A,0,0,D,272,Brian McGarry,17.0,8.0,9.0,4.0,0.0,0.0,4.0,6.0,11.0,14.0,3.0,4.0,1,1,0,0,10,10,2.5,3.5,2.25,2.75,3.5,2.1,1001.2,1117.57
SC3,20/03/01,Brechin,Montrose,3,0,H,1,0,H,526,Mike Ritchie,11.0,9.0,9.0,5.0,0.0,0.0,6.0,6.0,13.0,7.0,9.0,3.0,1,0,0,0,10,0,1.4,4.33,5.5,1.44,4.33,5.0,1161.14,951.96
SC3,20/03/01,Cowdenbeath,Hamilton,1,1,D,1,1,D,429,Brian Cassidy,10.0,9.0,5.0,5.0,0.0,0.0,6.0,7.0,14.0,8.0,9.0,2.0,3,3,0,0,30,30,2.1,3.5,2.75,2.2,3.3,2.7,1169.63,1168.29
SC3,20/03/01,East Fife,Elgin,1,1,D,1,0,H,223,John Rowbotham,9.0,12.0,5.0,6.0,0.0,0.0,7.0,3.0,12.0,16.0,0.0,0.0,1,0,0,0,10,0,1.57,3.75,4.5,1.5,4.2,4.5,1121.94,981.67
SC3,20/03/01,East Stirling,Dumbarton,0,0,D,0,0,D,209,Ian Brines,8.0,7.0,1.0,4.0,0.0,0.0,4.0,8.0,17.0,17.0,3.0,2.0,0,2,0,0,0,20,2.62,3.5,2.2,2.5,3.5,2.25,1029.72,1076.48
SC3,24/03/01,Brechin,East Stirling,5,1,H,3,1,H,351,Ian Frickleton,12.0,6.0,10.0,4.0,1.0,0.0,6.0,2.0,10.0,11.0,6.0,7.0,1,2,0,0,10,20,1.44,4.0,5.5,1.61,3.6,4.33,1164.75,1027.82
SC3,24/03/01,Peterhead,Dumbarton,0,1,A,0,1,A,452,Mike Ritchie,10.0,15.0,4.0,7.0,0.0,1.0,3.0,8.0,9.0,11.0,4.0,2.0,0,1,0,0,0,10,2.25,3.5,2.5,2.2,3.5,2.6,1129.48,1078.38
SC3,25/03/01,Albion Rvs,Hamilton,0,1,A,0,0,D,524,John Fleming,10.0,15.0,5.0,10.0,0.0,0.0,7.0,4.0,17.0,16.0,1.0,3.0,3,2,0,0,30,20,2.75,3.5,2.1,3.1,3.6,1.9,989.29,1171.84
SC3,25/03/01,Cowdenbeath,Elgin,1,0,H,0,0,D,289,Ian Frickleton,14.0,7.0,5.0,1.0,0.0,1.0,13.0,3.0,10.0,9.0,5.0,4.0,2,1,0,0,20,10,1.4,4.33,5.5,1.36,4.5,6.0,1166.08,989.16
SC3,27/03/01,Brechin,Peterhead,1,1,D,0,0,D,396,Brian Cassidy,6.0,14.0,2.0,7.0,0.0,0.0,0.0,10.0,13.0,13.0,8.0,4.0,0,0,0,0,0,0,1.57,3.75,4.5,1.61,3.75,4.2,1169.84,1111.86
SC3,27/03/01,East Fife,Hamilton,1,4,A,1,0,H,353,Craig Thompson,7.0,7.0,3.0,5.0,0.0,0.0,1.0,10.0,16.0,12.0,4.0,1.0,0,0,0,0,0,0,2.37,3.5,2.37,2.6,3.5,2.2,1114.45,1181.42
SC3,27/03/01,Montrose,Dumbarton,1,2,A,0,0,D,202,Craig MacKay,15.0,9.0,7.0,6.0,0.0,0.0,7.0,8.0,7.0,7.0,6.0,2.0,0,0,0,0,0,0,3.4,3.5,1.83,3.4,3.5,1.83,948.35,1096.0
SC3,28/03/01,Elgin,Albion Rvs,1,2,A,1,1,D,254,Brian Cassidy,4.0,4.0,2.0,3.0,0.0,0.0,5.0,5.0,8.0,6.0,2.0,0.0,1,0,0,0,10,0,2.75,3.5,2.1,2.75,3.5,2.1,984.94,979.71
SC3,31/03/01,Dumbarton,Montrose,1,2,A,1,1,D,751,Dougie Smith,5.0,5.0,2.0,3.0,0.0,0.0,9.0,4.0,13.0,16.0,6.0,4.0,0,2,0,0,0,20,1.57,3.75,4.5,1.61,3.75,4.2,1106.8,937.55
SC3,31/03/01,East Stirling,Peterhead,1,0,H,0,0,D,190,John Fleming,10.0,9.0,3.0,2.0,0.0,0.0,1.0,3.0,14.0,13.0,7.0,2.0,0,2,0,0,0,20,2.5,3.5,2.25,2.6,3.5,2.2,1022.73,1117.18
SC3,31/03/01,Elgin,East Fife,1,3,A,1,3,A,512,Colin Hardie,6.0,6.0,1.0,3.0,0.0,0.0,5.0,4.0,11.0,8.0,2.0,3.0,0,1,0,0,0,10,2.75,3.25,2.2,3.5,3.5,1.8,968.77,1100.77
SC3,31/03/01,Hamilton,Cowdenbeath,0,0,D,0,0,D,666,Ian Frickleton,11.0,6.0,3.0,3.0,0.0,0.0,4.0,6.0,14.0,15.0,0.0,7.0,2,2,0,0,20,20,2.2,3.25,2.75,2.1,3.75,2.62,1195.1,1170.3
SC3,03/04/01,Brechin,East Fife,1,0,H,0,0,D,407,W. Hornby,16.0,12.0,7.0,4.0,0.0,1.0,8.0,7.0,7.0,16.0,4.0,3.0,2,2,0,0,20,20,1.67,3.6,4.0,1.61,3.6,4.33,1164.52,1112.12
SC3,03/04/01,East Stirling,Cowdenbeath,0,2,A,0,0,D,279,Calum Murray,5.0,21.0,2.0,5.0,0.0,1.0,2.0,6.0,9.0,9.0,4.0,3.0,0,0,0,0,0,0,3.0,3.4,2.0,3.4,3.5,1.83,1035.03,1174.61
SC3,03/04/01,Elgin,Montrose,0,2,A,0,1,A,385,Alan Freeland,18.0,4.0,4.0,2.0,0.0,0.0,9.0,3.0,7.0,9.0,7.0,9.0,0,0,0,0,0,0,2.62,3.5,2.2,2.62,3.5,2.2,957.42,958.17
SC3,07/04/01,Albion Rvs,Montrose,2,1,H,1,0,H,213,Charlie Richmond,8.0,5.0,4.0,1.0,0.0,1.0,7.0,3.0,8.0,13.0,16.0,3.0,1,1,0,0,10,10,,,,2.0,3.6,2.87,995.88,974.15
SC3,07/04/01,Brechin,Hamilton,3,4,A,1,2,A,586,G P Thompson,9.0,9.0,5.0,6.0,0.0,0.0,7.0,8.0,15.0,18.0,2.0,3.0,2,3,0,0,20,30,,,,2.25,3.5,2.5,1171.86,1190.79
SC3,07/04/01,Cowdenbeath,Peterhead,4,0,H,1,0,H,348,Craig Thompson,13.0,4.0,8.0,1.0,1.0,0.0,1.0,3.0,10.0,9.0,8.0,3.0,0,3,0,0,0,30,,,,1.61,3.6,4.33,1185.69,1104.88
SC3,07/04/01,East Fife,Dumbarton,0,1,A,0,1,A,313,Cammy Melville,13.0,9.0,8.0,6.0,0.0,0.0,9.0,5.0,11.0,11.0,5.0,1.0,0,1,0,0,0,10,,,,2.25,3.5,2.5,1104.78,1086.18
SC3,07/04/01,Elgin,East Stirling,4,2,H,3,1,H,377,Ian Frickleton,10.0,8.0,7.0,6.0,0.0,0.0,3.0,3.0,7.0,7.0,2.0,0.0,1,2,0,0,10,20,,,,2.87,3.6,2.0,941.44,1023.95
SC3,10/04/01,Albion Rvs,Brechin,1,1,D,1,0,H,283,Dougie Smith,10.0,4.0,6.0,3.0,0.0,0.0,4.0,5.0,18.0,16.0,5.0,6.0,1,2,0,0,10,20,2.87,3.6,2.0,3.1,3.6,1.9,1004.17,1156.5
SC3,10/04/01,Cowdenbeath,Montrose,2,1,H,0,0,D,319,Steve Conroy,9.0,8.0,2.0,4.0,0.0,1.0,6.0,1.0,5.0,6.0,7.0,2.0,0,2,0,0,0,20,1.4,4.33,5.5,1.36,4.2,6.5,1192.21,965.86
SC3,10/04/01,Elgin,Hamilton,0,3,A,0,0,D,542,Gary Mitchell,11.0,13.0,7.0,5.0,0.0,1.0,3.0,3.0,8.0,3.0,2.0,0.0,0,0,0,0,0,0,4.0,3.6,1.67,4.5,4.0,1.53,953.31,1206.15
SC3,14/04/01,Dumbarton,Elgin,2,0,H,1,0,H,685,Bobby Orr,8.0,8.0,3.0,2.0,1.0,0.0,2.0,2.0,13.0,13.0,5.0,2.0,0,1,0,0,0,10,,,,1.57,4.0,4.2,1102.79,945.98
SC3,14/04/01,East Stirling,Brechin,0,2,A,0,2,A,253,Eddie Mack,7.0,11.0,3.0,4.0,0.0,0.0,9.0,7.0,9.0,4.0,12.0,7.0,0,0,0,0,0,0,,,,3.75,3.6,1.72,1012.08,1154.63
SC3,14/04/01,Hamilton,East Fife,1,1,D,0,0,D,507,Ian Brines,10.0,3.0,7.0,1.0,0.0,1.0,5.0,5.0,7.0,18.0,1.0,2.0,1,3,0,0,10,30,,,,1.57,3.75,4.5,1213.48,1088.17
SC3,14/04/01,Montrose,Cowdenbeath,0,1,A,0,1,A,447,George Clyde,9.0,6.0,2.0,4.0,0.0,0.0,3.0,5.0,9.0,8.0,3.0,5.0,1,0,0,0,10,0,,,,4.0,3.6,1.66,962.55,1195.52
SC3,14/04/01,Peterhead,Albion Rvs,1,1,D,0,0,D,526,Gary Mitchell,11.0,10.0,6.0,5.0,1.0,0.0,4.0,9.0,10.0,16.0,3.0,1.0,0,2,0,1,0,45,,,,2.2,3.5,2.62,1098.36,1006.04
SC3,17/04/01,Brechin,Albion Rvs,1,2,A,0,1,A,369,Alan Gemmill,5.0,9.0,1.0,5.0,0.0,0.0,3.0,8.0,24.0,13.0,4.0,3.0,1,5,0,1,10,75,,,,1.57,3.75,4.5,1165.61,1012.33
SC3,17/04/01,Cowdenbeath,East Fife,3,2,H,3,0,H,531,Gary Mitchell,7.0,7.0,5.0,2.0,1.0,2.0,7.0,9.0,6.0,11.0,5.0,1.0,1,2,0,0,10,20,,,,1.53,3.6,5.0,1203.46,1095.3
SC3,17/04/01,Peterhead,Montrose,1,1,D,1,1,D,327,Brian McGarry,9.0,15.0,5.0,5.0,0.0,0.0,3.0,8.0,16.0,13.0,5.0,2.0,1,1,0,0,10,10,,,,1.66,3.6,4.0,1092.07,954.61
SC3,21/04/01,Cowdenbeath,East Stirling,1,3,A,0,1,A,488,John Gilmore,14.0,8.0,7.0,6.0,3.0,0.0,9.0,1.0,7.0,12.0,5.0,3.0,0,3,0,0,0,30,1.4,4.33,5.5,1.33,4.33,7.0,1209.25,1001.1
SC3,21/04/01,Dumbarton,Hamilton,1,2,A,1,1,D,904,Andy Davis,8.0,15.0,4.0,10.0,0.0,0.0,3.0,2.0,16.0,12.0,4.0,4.0,2,1,0,0,20,10,2.87,3.6,2.0,3.1,3.6,1.9,1107.43,1206.35
SC3,21/04/01,East Fife,Albion Rvs,2,1,H,0,0,D,333,Steven Kaney,11.0,6.0,8.0,2.0,0.0,0.0,1.0,4.0,5.0,15.0,3.0,2.0,1,1,0,0,10,10,2.1,3.5,2.75,2.2,3.5,2.6,1089.51,1032.61
SC3,21/04/01,Elgin,Brechin,0,3,A,0,3,A,570,David Somers,13.0,9.0,5.0,5.0,0.0,0.0,8.0,3.0,10.0,4.0,1.0,0.0,3,1,0,0,30,10,5.5,3.6,1.5,4.5,4.0,1.53,941.34,1145.33
SC3,21/04/01,Montrose,Peterhead,2,2,D,2,0,H,409,Eddie Mack,7.0,12.0,3.0,4.0,0.0,0.0,4.0,6.0,12.0,29.0,10.0,5.0,1,2,0,0,10,20,2.5,3.5,2.25,2.7,3.6,2.1,962.03,1084.65
SC3,24/04/01,Montrose,Brechin,1,3,A,0,2,A,549,George Clyde,6.0,15.0,5.0,6.0,0.0,3.0,4.0,6.0,13.0,7.0,5.0,5.0,1,1,1,0,35,10,,,,,,,962.84,1154.2
SC3,28/04/01,Albion Rvs,Cowdenbeath,0,0,D,0,0,D,410,Calum Murray,12.0,5.0,5.0,3.0,1.0,0.0,10.0,5.0,13.0,18.0,2.0,3.0,1,4,0,0,10,40,3.2,3.5,1.91,3.75,3.6,1.72,1025.4,1187.88
SC3,28/04/01,Brechin,Dumbarton,1,0,H,1,0,H,530,Craig Thompson,10.0,8.0,5.0,2.0,0.0,0.0,8.0,5.0,18.0,15.0,3.0,9.0,1,2,0,0,10,20,1.57,3.75,4.5,1.5,4.2,4.5,1163.49,1094.89
SC3,28/04/01,East Stirling,Montrose,0,1,A,0,1,A,186,Eddie Mack,5.0,7.0,1.0,2.0,0.0,0.0,5.0,3.0,12.0,9.0,8.0,0.0,0,0,0,0,0,0,1.8,3.5,3.5,1.66,3.6,4.0,1022.47,953.55
SC3,28/04/01,Hamilton,Elgin,3,0,H,1,0,H,773,Tom Brown,11.0,5.0,6.0,2.0,1.0,0.0,8.0,4.0,11.0,15.0,2.0,5.0,0,3,0,0,0,30,1.2,6.0,8.0,1.22,5.0,9.0,1218.89,932.47
SC3,28/04/01,Peterhead,East Fife,2,1,H,1,1,D,511,Mike Ritchie,15.0,16.0,9.0,11.0,0.0,1.0,6.0,2.0,13.0,18.0,5.0,9.0,0,1,0,0,0,10,2.25,3.5,2.5,2.37,3.5,2.37,1083.84,1096.72
SC3,01/05/01,Montrose,Hamilton,0,2,A,0,1,A,525,John Fleming,10.0,10.0,6.0,5.0,1.0,1.0,2.0,3.0,14.0,17.0,2.0,9.0,1,4,0,0,10,40,6.5,4.33,1.36,5.5,4.0,1.44,971.69,1221.33
SC3,01/05/01,Peterhead,Elgin,1,1,D,0,0,D,751,David Somers,13.0,8.0,5.0,5.0,1.0,0.0,8.0,3.0,22.0,22.0,4.0,3.0,1,2,0,1,10,45,,,,,,,1093.27,930.03
SC3,05/05/01,Cowdenbeath,Brechin,2,1,H,1,0,H,2231,Charlie Richmond,12.0,13.0,5.0,9.0,1.0,0.0,7.0,5.0,8.0,6.0,10.0,1.0,1,1,0,0,10,10,2.2,3.25,2.75,2.2,3.25,2.75,1185.66,1170.36
SC3,05/05/01,Dumbarton,Peterhead,2,2,D,1,1,D,713,George Clyde,16.0,5.0,8.0,4.0,1.0,0.0,4.0,6.0,17.0,18.0,5.0,6.0,0,1,0,1,0,35,,,,2.2,3.5,2.62,1088.02,1085.27
SC3,05/05/01,East Fife,East Stirling,4,1,H,1,1,D,406,Kevin Toner,16.0,8.0,8.0,4.0,1.0,0.0,5.0,3.0,6.0,6.0,5.0,0.0,0,0,0,0,0,0,1.8,3.5,3.5,1.83,3.5,3.4,1087.29,1004.33
SC3,05/05/01,Elgin,Albion Rvs,1,0,H,0,0,D,487,Cammy Melville,4.0,8.0,2.0,4.0,0.0,1.0,2.0,4.0,21.0,18.0,0.0,2.0,3,4,1,1,55,65,3.5,3.5,1.8,3.6,3.75,1.72,938.03,1027.62
SC3,05/05/01,Montrose,Hamilton,1,4,A,0,1,A,951,Brian Cassidy,10.0,10.0,6.0,6.0,0.0,0.0,4.0,5.0,11.0,15.0,8.0,7.0,2,0,0,0,20,0,7.0,4.5,1.3,7.0,5.0,1.28,964.26,1228.76
