Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,GBH,GBD,GBA,IWH,IWD,IWA,WHH,WHD,WHA,EloHome,EloAway
I2,15/01/01,Ancona,Empoli,1,0,H,0,0,D,1.95,2.6,4.1,1.9,2.5,3.8,1.9,2.6,4.4,1504.82,1489.5
I2,19/01/01,Torino,Salernitana,2,0,H,2,0,H,1.63,2.9,5.6,1.65,2.5,5.8,1.55,3.0,6.2,1551.21,1476.4
I2,21/01/01,Cagliari,Genoa,3,0,H,2,0,H,1.71,2.8,5.0,1.8,2.5,4.5,1.75,2.7,5.0,1505.32,1499.97
I2,21/01/01,Chievo,Siena,2,1,H,1,0,H,1.67,2.8,5.5,1.6,2.7,5.3,1.6,2.8,6.5,1527.91,1503.04
I2,21/01/01,Cittadella,Ancona,2,0,H,0,0,D,2.25,2.4,3.4,2.2,2.4,3.2,2.3,2.45,3.35,1472.15,1513.32
I2,21/01/01,Empoli,Venezia,2,3,A,1,2,A,2.35,2.9,2.6,2.4,2.4,2.9,2.7,2.45,2.75,1481.0,1530.44
I2,21/01/01,Pistoiese,Monza,3,1,H,1,0,H,1.7,2.8,5.0,1.65,2.6,5.3,1.65,2.75,5.8,1434.97,1384.39
I2,21/01/01,Ravenna,Cosenza,0,1,A,0,0,D,2.35,2.4,3.2,2.2,2.4,3.2,2.1,2.55,3.7,1439.38,1492.07
I2,21/01/01,Sampdoria,Pescara,1,1,D,1,1,D,1.43,3.3,6.4,1.4,3.0,7.0,1.35,3.5,9.0,1560.88,1400.28
I2,21/01/01,Treviso,Piacenza,0,3,A,0,2,A,2.65,2.4,2.75,2.6,2.4,2.7,2.85,2.4,2.65,1474.53,1516.8
I2,22/01/01,Crotone,Ternana,0,2,A,0,1,A,2.25,2.4,3.5,2.1,2.4,3.5,2.15,2.4,3.9,1513.73,1529.9
I2,26/01/01,Genoa,Chievo,0,1,A,0,1,A,2.2,2.65,3.3,2.0,2.5,3.6,2.2,2.5,3.5,1491.15,1536.1
I2,28/01/01,Ancona,Torino,1,2,A,0,2,A,2.5,2.6,2.85,2.4,2.4,2.9,2.75,2.4,2.75,1502.92,1557.9
I2,28/01/01,Crotone,Cagliari,2,1,H,2,0,H,2.55,2.65,2.8,2.5,2.4,2.8,2.7,2.5,2.7,1498.27,1514.14
I2,28/01/01,Pescara,Cosenza,0,0,D,0,0,D,2.45,2.6,2.95,2.2,2.4,3.1,2.25,2.4,3.5,1408.22,1506.26
I2,28/01/01,Piacenza,Cittadella,3,0,H,2,0,H,1.43,3.3,7.5,1.4,3.0,7.0,1.45,3.1,7.5,1531.36,1482.55
I2,28/01/01,Salernitana,Ravenna,1,0,H,1,0,H,1.73,2.85,4.8,1.7,2.6,4.5,1.7,2.75,5.25,1469.71,1425.19
I2,28/01/01,Ternana,Sampdoria,1,1,D,1,1,D,2.2,2.6,3.4,2.2,2.4,3.1,2.2,2.5,3.5,1545.36,1552.94
I2,28/01/01,Treviso,Siena,1,0,H,0,0,D,2.15,2.6,3.5,1.9,2.3,4.5,2.1,2.5,3.75,1459.97,1494.85
I2,28/01/01,Venezia,Monza,4,1,H,0,0,D,1.35,3.6,9.0,1.25,4.0,9.0,1.3,4.0,8.0,1544.75,1376.99
I2,29/01/01,Pistoiese,Empoli,1,2,A,0,0,D,2.15,2.6,3.5,2.1,2.5,3.3,2.1,2.5,3.75,1442.37,1466.69
I2,02/02/01,Cosenza,Piacenza,2,1,H,1,0,H,2.4,2.6,3.0,2.6,2.5,2.6,2.55,2.55,2.8,1506.33,1538.81
I2,04/02/01,Cagliari,Treviso,3,2,H,2,0,H,1.6,2.95,6.0,1.55,2.8,5.4,1.55,3.0,6.0,1504.61,1470.15
I2,04/02/01,Chievo,Ternana,2,1,H,1,1,D,1.85,2.7,4.5,1.85,2.6,3.9,1.9,2.6,4.3,1550.56,1542.11
I2,04/02/01,Cittadella,Venezia,2,1,H,1,1,D,2.9,2.6,2.5,2.8,2.5,2.4,2.9,2.7,2.35,1475.1,1549.16
I2,04/02/01,Empoli,Pescara,2,1,H,1,0,H,1.7,2.85,5.1,1.8,2.5,4.4,1.8,2.7,4.5,1481.87,1408.15
I2,04/02/01,Monza,Ancona,1,1,D,0,1,A,2.75,2.6,2.6,2.7,2.6,2.4,2.5,2.7,2.7,1372.58,1488.81
I2,04/02/01,Ravenna,Crotone,1,2,A,0,0,D,2.45,2.55,3.0,2.3,2.6,2.8,2.4,2.6,2.95,1417.61,1507.8
I2,04/02/01,Siena,Genoa,1,0,H,1,0,H,1.93,2.65,4.2,2.1,2.3,3.7,1.95,2.6,4.1,1484.67,1476.69
I2,04/02/01,Torino,Pistoiese,2,0,H,1,0,H,1.4,3.2,7.5,1.3,3.5,8.0,1.3,3.9,8.5,1572.01,1427.19
I2,05/02/01,Sampdoria,Salernitana,2,0,H,0,0,D,1.6,2.9,6.0,1.55,2.8,5.4,1.6,3.0,5.5,1556.19,1477.29
I2,09/02/01,Pescara,Cagliari,0,0,D,0,0,D,3.05,2.6,2.3,2.7,2.5,2.5,3.0,2.5,2.45,1401.43,1512.5
I2,11/02/01,Ancona,Siena,2,1,H,0,0,D,1.85,2.6,4.5,1.8,2.5,4.4,1.9,2.5,4.65,1488.23,1493.41
I2,11/02/01,Crotone,Cosenza,1,2,A,1,1,D,2.15,2.55,3.45,2.2,2.3,3.5,2.25,2.4,3.55,1520.65,1516.43
I2,11/02/01,Genoa,Empoli,1,2,A,0,1,A,1.9,2.7,4.2,1.7,2.6,4.5,1.8,2.6,5.0,1467.95,1488.59
I2,11/02/01,Piacenza,Ravenna,1,0,H,1,0,H,1.35,3.55,8.0,1.35,3.2,8.0,1.4,3.3,8.0,1528.71,1404.76
I2,11/02/01,Pistoiese,Sampdoria,3,1,H,1,0,H,3.05,2.5,2.4,2.7,2.5,2.5,2.85,2.5,2.55,1422.28,1562.77
I2,11/02/01,Salernitana,Monza,2,0,H,1,0,H,1.4,3.4,7.0,1.3,3.5,8.0,1.4,3.2,8.6,1470.71,1373.16
I2,11/02/01,Ternana,Cittadella,4,1,H,2,1,H,1.5,3.05,6.5,1.45,3.0,6.0,1.5,3.0,7.0,1533.39,1486.67
I2,11/02/01,Treviso,Chievo,0,2,A,0,0,D,2.7,2.5,2.65,2.7,2.4,2.6,2.6,2.4,2.95,1462.26,1559.28
I2,12/02/01,Venezia,Torino,1,0,H,0,0,D,2.25,2.45,3.4,2.3,2.4,3.0,2.25,2.4,3.55,1537.59,1576.92
I2,16/02/01,Monza,Pescara,1,0,H,0,0,D,2.2,2.6,3.25,2.5,2.3,2.9,2.3,2.9,2.75,1367.09,1401.83
I2,18/02/01,Cagliari,Salernitana,1,1,D,1,1,D,1.55,2.95,6.1,1.6,2.8,4.8,1.6,2.85,6.0,1512.1,1476.78
I2,18/02/01,Chievo,Crotone,3,1,H,1,1,D,1.5,3.1,6.25,1.55,2.8,5.5,1.55,3.0,6.2,1571.89,1504.51
I2,18/02/01,Cittadella,Pistoiese,2,1,H,0,1,A,1.8,2.7,4.5,1.8,2.5,4.4,1.85,2.65,4.5,1479.16,1436.23
I2,18/02/01,Cosenza,Venezia,1,0,H,0,0,D,2.25,2.45,3.4,2.3,2.3,3.2,2.3,2.45,3.4,1532.57,1547.93
I2,18/02/01,Ravenna,Genoa,1,1,D,1,0,H,2.2,2.55,3.35,2.2,2.3,3.4,2.25,2.75,3.0,1399.36,1452.64
I2,18/02/01,Sampdoria,Ancona,3,1,H,1,1,D,1.55,2.95,6.1,1.6,2.8,4.8,1.55,2.9,6.5,1548.82,1497.4
I2,18/02/01,Siena,Piacenza,0,0,D,0,0,D,2.55,2.45,2.85,2.5,2.4,2.8,2.7,2.4,2.8,1484.24,1534.11
I2,18/02/01,Torino,Treviso,1,0,H,0,0,D,1.35,3.6,7.85,1.4,3.3,6.0,1.35,3.6,8.5,1566.58,1449.65
I2,19/02/01,Empoli,Ternana,0,0,D,0,0,D,2.25,2.45,3.35,2.2,2.5,3.1,2.35,2.5,3.15,1503.9,1540.9
I2,23/02/01,Venezia,Ancona,2,1,H,2,0,H,1.62,2.9,5.8,1.5,2.8,6.0,1.55,2.85,7.0,1538.42,1490.03
I2,25/02/01,Chievo,Cagliari,2,1,H,1,0,H,1.8,2.8,4.55,1.8,2.5,4.3,1.85,2.6,4.7,1578.79,1507.46
I2,25/02/01,Crotone,Treviso,4,3,H,2,1,H,1.83,2.75,4.45,1.8,2.5,4.2,1.7,2.7,5.5,1497.61,1444.08
I2,25/02/01,Monza,Cosenza,4,2,H,2,1,H,3.15,2.7,2.25,2.9,2.5,2.3,3.1,2.55,2.35,1377.27,1542.08
I2,25/02/01,Pescara,Cittadella,2,0,H,2,0,H,2.38,2.7,2.9,1.9,2.5,3.9,2.2,2.6,3.3,1391.65,1486.79
I2,25/02/01,Piacenza,Empoli,2,0,H,0,0,D,1.63,2.9,5.7,1.5,2.8,6.0,1.55,2.85,7.0,1535.9,1501.66
I2,25/02/01,Pistoiese,Ravenna,2,2,D,1,2,A,1.77,2.75,4.9,1.8,2.4,4.5,1.75,2.65,5.25,1428.6,1397.69
I2,25/02/01,Sampdoria,Torino,2,0,H,2,0,H,2.3,2.7,3.1,2.1,2.5,3.3,2.25,2.55,3.3,1556.19,1572.15
I2,25/02/01,Ternana,Siena,4,0,H,1,0,H,1.58,3.0,6.0,1.5,2.8,6.0,1.55,2.9,6.8,1543.14,1482.45
I2,26/02/01,Salernitana,Genoa,0,1,A,0,1,A,1.75,2.9,4.6,1.8,2.5,4.3,1.75,2.8,4.75,1481.42,1454.31
I2,02/03/01,Empoli,Sampdoria,0,0,D,0,0,D,2.48,2.6,2.9,2.4,2.4,2.9,2.5,2.4,3.1,1493.76,1565.72
I2,04/03/01,Ancona,Cosenza,3,1,H,1,0,H,2.27,2.65,3.18,2.2,2.4,3.2,2.2,2.4,3.75,1482.57,1527.27
I2,04/03/01,Cagliari,Piacenza,0,0,D,0,0,D,2.25,2.65,3.2,2.2,2.4,3.2,2.1,2.5,3.8,1500.67,1543.8
I2,04/03/01,Crotone,Venezia,2,2,D,2,1,H,2.67,2.6,2.7,2.5,2.4,2.8,2.75,2.4,2.8,1504.92,1545.88
I2,04/03/01,Genoa,Ternana,2,2,D,1,2,A,2.2,2.6,3.4,2.2,2.4,3.2,2.25,2.4,3.6,1471.19,1550.24
I2,04/03/01,Ravenna,Pescara,2,3,A,2,1,H,2.07,2.7,3.6,2.1,2.3,3.7,2.0,2.9,3.4,1402.19,1403.98
I2,04/03/01,Siena,Salernitana,0,0,D,0,0,D,2.0,2.7,3.8,2.0,2.4,3.7,1.9,2.5,4.7,1475.35,1464.54
I2,04/03/01,Torino,Monza,2,1,H,1,1,D,1.3,4.0,8.6,1.3,3.5,8.5,1.3,4.0,8.5,1562.62,1392.08
I2,04/03/01,Treviso,Pistoiese,1,2,A,1,1,D,1.97,2.65,4.0,1.7,2.6,4.8,1.8,2.6,5.0,1436.77,1424.1
I2,05/03/01,Cittadella,Chievo,0,0,D,0,0,D,3.05,2.2,2.8,3.0,2.2,2.6,3.0,2.3,2.7,1474.46,1585.58
I2,09/03/01,Piacenza,Crotone,1,2,A,0,1,A,1.55,3.0,6.4,1.55,2.7,6.0,1.45,3.25,7.0,1545.83,1502.82
I2,11/03/01,Chievo,Ravenna,0,0,D,0,0,D,1.35,3.6,8.0,1.4,3.0,7.5,1.25,4.25,9.5,1585.18,1386.25
I2,11/03/01,Cosenza,Empoli,1,1,D,0,1,A,1.68,2.8,5.5,1.7,2.6,4.8,1.65,2.7,6.0,1516.74,1492.75
I2,11/03/01,Monza,Cagliari,1,0,H,0,0,D,2.85,2.5,2.6,2.7,2.5,2.5,2.6,2.7,2.6,1387.73,1498.64
I2,11/03/01,Pescara,Siena,0,0,D,0,0,D,2.0,2.7,3.9,1.85,2.5,4.2,1.65,2.9,5.25,1419.92,1471.49
I2,11/03/01,Pistoiese,Ancona,1,1,D,0,1,A,2.15,2.5,3.7,2.0,2.4,3.8,2.0,2.5,4.2,1440.52,1493.1
I2,11/03/01,Salernitana,Treviso,0,1,A,0,1,A,1.72,2.8,5.1,1.7,2.5,5.0,1.6,3.0,5.5,1468.4,1420.35
I2,11/03/01,Sampdoria,Cittadella,2,0,H,1,0,H,1.47,3.2,7.0,1.45,2.9,7.0,1.4,3.4,7.5,1566.73,1474.86
I2,11/03/01,Venezia,Genoa,1,1,D,1,0,H,1.52,3.05,6.7,1.6,2.6,5.8,1.55,2.95,6.5,1547.98,1470.44
I2,12/03/01,Ternana,Torino,0,1,A,0,1,A,2.15,2.55,3.6,2.2,2.4,3.4,2.0,2.65,3.8,1550.99,1566.97
I2,16/03/01,Treviso,Venezia,0,1,A,0,1,A,3.0,2.55,2.45,2.8,2.4,2.5,2.9,2.35,2.7,1437.88,1542.1
I2,18/03/01,Ancona,Chievo,5,2,H,3,2,H,2.75,2.15,3.3,2.4,2.4,2.9,,,,1494.8,1576.47
I2,18/03/01,Cagliari,Sampdoria,1,1,D,0,1,A,2.3,2.55,3.25,2.2,2.4,3.2,2.25,2.35,3.75,1485.75,1572.95
I2,18/03/01,Cittadella,Monza,0,1,A,0,0,D,1.7,2.85,5.2,1.7,2.7,4.5,1.75,2.7,5.0,1468.64,1400.62
I2,18/03/01,Crotone,Pistoiese,1,0,H,0,0,D,1.7,2.8,5.25,1.7,2.7,4.5,1.75,2.65,5.25,1520.19,1438.82
I2,18/03/01,Genoa,Pescara,0,0,D,0,0,D,1.75,2.8,4.8,1.8,2.7,4.0,,,,1476.32,1418.19
I2,18/03/01,Ravenna,Empoli,0,2,A,0,0,D,2.45,2.6,2.95,2.2,2.5,3.1,2.35,2.7,2.9,1394.96,1497.03
I2,18/03/01,Salernitana,Ternana,0,0,D,0,0,D,2.35,2.5,3.25,2.4,2.4,2.9,,,,1450.87,1535.52
I2,18/03/01,Torino,Piacenza,1,0,H,0,0,D,1.9,2.7,4.2,1.9,2.4,4.1,2.0,2.5,4.2,1582.44,1528.46
I2,19/03/01,Siena,Cosenza,1,0,H,0,0,D,2.65,1.85,4.2,2.3,2.3,3.2,,,,1473.22,1512.46
I2,23/03/01,Monza,Ternana,1,1,D,0,0,D,2.55,2.45,3.0,2.5,2.2,3.0,2.45,2.5,3.0,1418.73,1536.07
I2,25/03/01,Ancona,Pescara,3,2,H,1,2,A,1.62,2.9,5.75,1.7,2.7,4.2,1.7,2.75,5.3,1506.64,1423.52
I2,25/03/01,Cosenza,Genoa,1,0,H,0,0,D,1.7,2.8,5.25,1.75,2.6,4.2,1.8,2.6,5.0,1502.12,1470.99
I2,25/03/01,Piacenza,Salernitana,3,1,H,2,0,H,1.5,3.1,6.75,1.5,2.9,5.5,1.5,3.3,5.75,1521.16,1450.32
I2,25/03/01,Pistoiese,Cagliari,4,2,H,2,1,H,2.4,2.4,3.3,2.2,2.4,3.1,2.2,2.7,3.15,1432.31,1485.29
I2,25/03/01,Ravenna,Treviso,1,1,D,1,1,D,2.37,2.55,3.1,,,,2.45,2.75,2.7,1382.53,1425.53
I2,25/03/01,Sampdoria,Crotone,2,1,H,2,0,H,1.63,2.85,5.75,1.65,2.7,4.4,1.55,3.2,5.5,1573.41,1526.7
I2,25/03/01,Torino,Cittadella,2,2,D,1,1,D,1.35,3.55,8.6,1.3,3.5,8.0,1.3,3.9,8.5,1589.74,1450.53
I2,25/03/01,Venezia,Siena,3,0,H,1,0,H,1.5,3.0,7.25,1.45,2.8,7.0,1.4,3.4,7.5,1554.45,1483.56
I2,26/03/01,Empoli,Chievo,1,1,D,1,0,H,2.65,2.35,3.0,,,,2.5,2.15,3.6,1509.46,1564.63
I2,30/03/01,Cittadella,Cosenza,0,1,A,0,0,D,2.45,2.45,3.2,,,,2.3,2.5,3.3,1457.99,1510.11
I2,01/04/01,Cagliari,Ravenna,2,0,H,1,0,H,1.5,3.0,7.0,1.45,3.0,5.5,1.4,3.5,7.0,1474.47,1380.5
I2,01/04/01,Chievo,Pistoiese,1,1,D,1,0,H,1.45,3.2,7.2,1.4,3.0,7.0,1.45,3.1,7.75,1566.23,1443.13
I2,01/04/01,Crotone,Monza,2,1,H,1,0,H,1.6,2.9,6.0,1.65,2.7,4.7,1.55,3.1,5.75,1519.19,1419.35
I2,01/04/01,Pescara,Venezia,2,3,A,1,1,D,3.16,2.4,2.5,2.9,2.4,2.4,3.0,2.6,2.35,1417.06,1561.25
I2,01/04/01,Salernitana,Ancona,4,2,H,1,0,H,2.25,2.45,3.55,2.1,2.5,3.3,2.1,2.6,3.6,1443.51,1513.1
I2,01/04/01,Siena,Torino,0,2,A,0,2,A,2.87,2.35,2.7,,,,,,,1476.76,1582.28
I2,01/04/01,Ternana,Piacenza,0,1,A,0,1,A,2.25,2.4,3.6,2.2,2.3,3.3,2.05,2.4,4.25,1535.45,1527.97
I2,02/04/01,Genoa,Sampdoria,2,0,H,1,0,H,2.95,2.4,2.6,3.0,2.2,2.5,2.8,2.5,2.6,1463.0,1580.92
I2,06/04/01,Torino,Chievo,0,0,D,0,0,D,1.95,2.5,4.4,1.8,2.3,5.2,1.7,2.6,6.0,1594.58,1559.15
I2,08/04/01,Ancona,Crotone,2,0,H,2,0,H,1.95,2.6,4.15,2.1,2.3,3.7,2.0,2.7,3.7,1501.69,1525.2
I2,08/04/01,Cosenza,Cagliari,1,3,A,0,1,A,1.83,2.7,4.75,1.9,2.4,4.1,1.8,2.8,4.5,1524.32,1480.64
I2,08/04/01,Empoli,Cittadella,2,0,H,2,0,H,1.75,2.65,5.2,,,,1.8,2.3,6.75,1507.86,1443.78
I2,08/04/01,Monza,Genoa,1,5,A,0,2,A,2.2,2.45,3.65,2.3,2.4,3.0,2.2,2.65,3.25,1413.34,1476.14
I2,08/04/01,Pistoiese,Ternana,2,3,A,0,1,A,2.45,2.4,3.2,2.4,2.3,3.0,2.1,2.35,4.2,1450.21,1519.2
I2,08/04/01,Ravenna,Siena,2,1,H,0,1,A,2.48,2.45,3.0,,,,2.35,2.6,3.05,1374.33,1464.46
I2,08/04/01,Sampdoria,Treviso,2,0,H,1,0,H,1.47,3.1,7.2,1.45,2.8,7.5,1.5,3.0,7.0,1567.78,1427.56
I2,08/04/01,Venezia,Salernitana,2,0,H,0,0,D,1.45,3.2,7.2,1.45,2.8,7.5,1.5,2.95,7.5,1572.17,1454.92
I2,09/04/01,Piacenza,Pescara,2,1,H,0,1,A,1.4,3.35,7.75,1.4,3.0,7.0,1.35,3.55,8.5,1544.22,1406.14
I2,14/04/01,Cagliari,Venezia,2,1,H,1,1,D,2.4,2.5,3.15,2.4,2.2,3.2,2.5,2.5,2.95,1498.03,1577.73
I2,14/04/01,Chievo,Sampdoria,1,1,D,1,1,D,2.2,2.55,3.45,,,,2.2,2.35,3.8,1563.79,1572.79
I2,14/04/01,Crotone,Torino,0,1,A,0,0,D,2.7,2.45,2.8,2.8,2.2,2.8,2.65,2.5,2.75,1515.41,1589.94
I2,14/04/01,Genoa,Ancona,3,1,H,2,1,H,1.9,2.7,4.2,1.8,2.6,4.0,1.7,2.8,5.2,1489.97,1511.48
I2,14/04/01,Pescara,Pistoiese,0,1,A,0,0,D,2.3,2.6,3.15,2.0,2.6,3.3,2.15,2.6,3.45,1401.08,1436.6
I2,14/04/01,Piacenza,Monza,1,0,H,0,0,D,1.35,3.7,8.0,1.25,4.0,8.5,1.3,4.0,8.5,1549.28,1399.51
I2,14/04/01,Salernitana,Cosenza,0,1,A,0,1,A,2.2,2.55,3.45,2.3,2.3,3.1,2.15,2.4,3.9,1449.36,1506.93
I2,14/04/01,Siena,Empoli,1,1,D,1,1,D,2.1,2.55,3.7,,,,2.25,2.25,4.0,1452.32,1514.86
I2,14/04/01,Ternana,Ravenna,4,0,H,2,0,H,1.35,3.7,8.0,1.3,3.5,8.0,1.3,4.1,8.0,1532.81,1386.47
I2,14/04/01,Treviso,Cittadella,1,2,A,0,0,D,1.97,2.6,4.1,1.8,2.6,4.0,1.8,2.6,5.0,1422.55,1436.78
I2,20/04/01,Empoli,Crotone,4,2,H,3,1,H,,,,,,,,,,1516.2,1502.0
I2,22/04/01,Ancona,Piacenza,0,2,A,0,1,A,2.5,2.5,3.1,,,,2.8,2.4,2.75,1501.76,1554.08
I2,22/04/01,Cittadella,Cagliari,2,0,H,1,0,H,2.55,2.5,2.97,2.7,2.4,2.6,2.5,2.55,2.9,1452.3,1509.8
I2,22/04/01,Cosenza,Treviso,3,2,H,1,1,D,1.53,3.1,6.55,1.5,3.0,5.2,1.45,3.5,6.1,1520.95,1407.03
I2,22/04/01,Monza,Siena,1,2,A,1,1,D,2.17,2.55,3.62,2.1,2.5,3.4,2.2,2.5,3.5,1394.71,1450.98
I2,22/04/01,Pescara,Chievo,0,2,A,0,1,A,3.45,2.6,2.2,,,,3.5,2.9,1.95,1386.29,1560.59
I2,22/04/01,Pistoiese,Salernitana,1,1,D,1,0,H,2.05,2.55,4.0,,,,2.1,2.25,4.6,1451.39,1435.34
I2,22/04/01,Sampdoria,Ravenna,2,0,H,0,0,D,1.22,4.6,9.5,1.2,4.2,10.0,1.2,5.0,9.5,1575.99,1381.6
I2,22/04/01,Torino,Genoa,1,1,D,0,0,D,1.5,3.2,6.7,1.55,2.7,5.5,1.6,2.75,6.5,1603.35,1499.69
I2,23/04/01,Venezia,Ternana,2,1,H,1,0,H,1.7,2.85,5.25,1.8,2.3,4.5,1.8,2.6,5.0,1565.96,1537.68
I2,27/04/01,Cagliari,Empoli,2,3,A,1,2,A,1.85,2.8,4.35,,,,,,,1498.82,1524.73
I2,29/04/01,Chievo,Cosenza,2,1,H,0,0,D,1.9,2.6,4.6,,,,,,,1570.46,1526.6
I2,29/04/01,Crotone,Cittadella,2,2,D,1,1,D,1.8,2.75,4.85,,,,,,,1493.47,1463.28
I2,29/04/01,Genoa,Pistoiese,0,0,D,0,0,D,1.75,2.6,5.6,,,,,,,1506.28,1447.36
I2,29/04/01,Piacenza,Venezia,1,0,H,1,0,H,2.05,2.4,4.5,,,,,,,1568.28,1574.04
I2,29/04/01,Ravenna,Torino,1,2,A,1,0,H,5.5,3.0,1.55,,,,,,,1377.72,1596.76
I2,29/04/01,Salernitana,Pescara,3,1,H,2,1,H,1.3,3.8,8.0,,,,,,,1439.37,1376.42
I2,29/04/01,Ternana,Ancona,3,2,H,1,1,D,1.4,3.4,8.0,,,,,,,1529.6,1487.56
I2,29/04/01,Treviso,Monza,3,0,H,0,0,D,1.5,3.1,5.8,,,,,,,1401.38,1380.64
I2,30/04/01,Siena,Sampdoria,0,0,D,0,0,D,3.6,2.65,2.0,,,,3.7,2.55,2.1,1465.05,1579.87
I2,03/05/01,Treviso,Empoli,1,1,D,1,1,D,1.95,3.0,3.5,,,,1.95,2.9,3.55,1409.7,1539.86
I2,10/05/01,Torino,Cagliari,2,0,H,1,0,H,1.35,3.25,7.5,1.55,2.7,5.8,,,,1605.14,1483.69
I2,12/05/01,Ancona,Treviso,3,1,H,1,1,D,1.9,3.1,3.4,,,,,,,1479.9,1410.78
I2,12/05/01,Cittadella,Ravenna,1,0,H,1,0,H,1.4,3.45,7.25,,,,,,,1467.76,1369.34
I2,12/05/01,Cosenza,Sampdoria,4,4,D,2,1,H,2.4,2.65,2.98,,,,,,,1519.0,1579.34
I2,12/05/01,Empoli,Salernitana,2,1,H,1,0,H,2.0,2.75,3.7,,,,,,,1538.78,1446.4
I2,12/05/01,Genoa,Piacenza,1,1,D,0,1,A,4.0,1.6,3.25,,,,,,,1500.93,1577.47
I2,12/05/01,Monza,Chievo,1,3,A,1,0,H,6.0,3.4,1.4,,,,,,,1372.32,1578.06
I2,12/05/01,Pescara,Ternana,1,3,A,1,0,H,4.15,3.2,1.75,,,,,,,1369.39,1537.26
I2,12/05/01,Siena,Crotone,1,1,D,0,0,D,2.0,2.6,4.1,,,,,,,1465.58,1488.99
I2,12/05/01,Venezia,Pistoiese,1,0,H,0,0,D,1.35,3.5,8.5,,,,,,,1564.85,1452.71
I2,20/05/01,Cagliari,Ancona,2,2,D,2,0,H,,,,,,,,,,1478.23,1486.75
I2,20/05/01,Chievo,Piacenza,1,1,D,1,1,D,,,,,,,,,,1586.87,1578.31
I2,20/05/01,Cittadella,Genoa,1,1,D,1,0,H,,,,,,,,,,1473.81,1500.09
I2,20/05/01,Crotone,Salernitana,0,1,A,0,1,A,,,,,,,,,,1491.7,1440.19
I2,20/05/01,Empoli,Torino,2,1,H,1,0,H,,,,,,,,,,1544.99,1610.6
I2,20/05/01,Pistoiese,Siena,0,1,A,0,0,D,,,,,,,,,,1447.02,1462.87
I2,20/05/01,Ravenna,Monza,2,3,A,1,2,A,,,,,,,,,,1363.29,1363.51
I2,20/05/01,Sampdoria,Venezia,4,1,H,3,1,H,,,,,,,,,,1580.76,1570.54
I2,20/05/01,Ternana,Cosenza,1,1,D,1,0,H,,,,,,,,,,1547.35,1517.58
I2,20/05/01,Treviso,Pescara,1,0,H,0,0,D,,,,,,,,,,1403.93,1359.3
I2,27/05/01,Ancona,Ravenna,2,5,A,2,4,A,,,,,,,,,,1489.97,1347.3
I2,27/05/01,Cosenza,Pistoiese,1,3,A,1,1,D,,,,,,,,,,1522.04,1431.55
I2,27/05/01,Genoa,Crotone,2,0,H,0,0,D,,,,,,,,,,1502.7,1474.07
I2,27/05/01,Monza,Empoli,0,1,A,0,0,D,,,,,,,,,,1379.5,1556.26
I2,27/05/01,Pescara,Torino,0,1,A,0,1,A,,,,,,,,,,1351.72,1599.33
I2,27/05/01,Piacenza,Sampdoria,2,1,H,0,1,A,,,,,,,,,,1582.09,1589.42
I2,27/05/01,Salernitana,Cittadella,3,0,H,1,0,H,,,,,,,,,,1457.82,1471.2
I2,27/05/01,Siena,Cagliari,1,1,D,1,0,H,,,,,,,,,,1478.34,1475.01
I2,27/05/01,Ternana,Treviso,3,1,H,0,1,A,,,,,,,,,,1542.89,1411.51
I2,27/05/01,Venezia,Chievo,2,1,H,1,0,H,,,,,,,,,,1561.88,1583.09
I2,10/06/01,Ancona,Cittadella,1,1,D,1,1,D,,,,,,,,,,1469.93,1461.75
I2,03/06/01,Cagliari,Ternana,1,1,D,1,0,H,,,,,,,,,,1478.62,1548.11
I2,03/06/01,Chievo,Salernitana,2,0,H,0,0,D,,,,,,,,,,1573.38,1467.27
I2,06/06/01,Cittadella,Siena,0,0,D,0,0,D,,,,,,,,,,1465.52,1474.73
I2,10/06/01,Cosenza,Ravenna,3,1,H,1,0,H,,,,,,,,,,1503.3,1367.34
I2,03/06/01,Crotone,Pescara,2,0,H,1,0,H,,,,,,,,,,1466.0,1344.23
I2,03/06/01,Empoli,Ancona,3,1,H,1,1,D,,,,,,,,,,1566.04,1466.16
I2,10/06/01,Genoa,Cagliari,2,0,H,0,0,D,,,,,,,,,,1510.77,1477.53
I2,10/06/01,Monza,Pistoiese,3,1,H,1,0,H,,,,,,,,,,1369.72,1450.29
I2,10/06/01,Pescara,Sampdoria,2,2,D,0,1,A,,,,,,,,,,1338.78,1580.18
I2,10/06/01,Piacenza,Treviso,1,1,D,0,1,A,,,,,,,,,,1591.33,1406.29
I2,03/06/01,Pistoiese,Piacenza,1,1,D,1,1,D,,,,,,,,,,1438.49,1582.89
I2,03/06/01,Ravenna,Venezia,0,3,A,0,1,A,,,,,,,,,,1362.23,1571.59
I2,10/06/01,Salernitana,Torino,0,2,A,0,2,A,,,,,,,,,,1461.42,1606.82
I2,03/06/01,Sampdoria,Monza,4,2,H,2,1,H,,,,,,,,,,1575.36,1381.52
I2,10/06/01,Siena,Chievo,1,1,D,0,0,D,,,,,,,,,,1477.92,1579.23
I2,10/06/01,Ternana,Crotone,0,0,D,0,0,D,,,,,,,,,,1549.2,1471.45
