Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,GBH,GBD,GBA,IWH,IWD,IWA,SBH,SBD,SBA,WHH,WHD,WHA,EloHome,EloAway
T1,22/12/00,Ankaragucu,Samsunspor,2,0,H,1,0,H,2.3,3.0,2.7,2.2,3.0,2.6,2.2,3.1,2.6,2.2,3.1,2.7,1436.95,1483.4
T1,22/12/00,Fenerbahce,Kocaelispor,4,0,H,1,0,H,1.18,5.5,9.0,1.15,5.5,11.0,1.2,5.0,7.5,1.15,5.75,10.0,1628.65,1394.28
T1,22/12/00,Rizespor,Genclerbirligi,2,0,H,0,0,D,2.65,3.0,2.3,2.3,3.0,2.4,2.6,3.1,2.2,2.6,3.0,2.35,1395.5,1533.03
T1,23/12/00,Antalyaspor,Siirt Jet-PA,1,3,A,0,1,A,1.38,4.0,6.0,1.4,3.6,5.5,1.33,3.5,7.5,1.4,3.6,6.5,1438.75,1318.21
T1,23/12/00,Gaziantepspor,Bursaspor,2,1,H,0,1,A,1.43,3.7,6.0,1.4,3.6,5.5,1.4,4.5,4.33,1.4,3.6,6.5,1574.12,1401.32
T1,23/12/00,Galatasaray,Denizlispor,1,2,A,1,0,H,1.2,5.5,9.0,1.2,4.7,9.0,1.14,6.5,7.5,1.2,5.0,9.0,1714.34,1442.29
T1,23/12/00,Yozgatspor,Besiktas,1,1,D,1,0,H,4.0,3.3,1.7,3.5,3.0,1.8,4.5,3.4,1.53,4.25,3.1,1.7,1424.63,1657.39
T1,02/02/01,Samsunspor,Gaziantepspor,3,3,D,1,2,A,2.25,3.0,2.75,2.2,2.9,2.7,2.2,2.9,2.7,,,,1472.81,1578.42
T1,03/02/01,Besiktas,Antalyaspor,4,2,H,1,1,D,1.2,4.7,9.0,1.3,4.0,7.0,1.33,3.5,7.5,1.3,4.0,8.0,1652.83,1419.23
T1,03/02/01,Denizlispor,Yozgatspor,2,0,H,0,0,D,1.65,3.3,4.3,1.85,3.0,3.3,,,,1.8,3.1,3.75,1464.66,1429.19
T1,03/02/01,Erzurumspor,Galatasaray,1,2,A,1,1,D,7.2,3.8,1.35,5.5,3.6,1.4,6.0,3.5,1.4,6.0,3.5,1.45,1349.44,1691.97
T1,03/02/01,Rizespor,Siirt Jet-PA,3,0,H,1,0,H,1.45,3.5,6.0,1.45,3.5,5.0,,,,1.5,3.5,5.25,1409.35,1337.73
T1,04/02/01,Adanaspor,Genclerbirligi,2,3,A,1,2,A,2.6,3.1,2.4,2.6,2.8,2.3,2.75,2.88,2.2,2.8,3.0,2.2,1383.6,1519.18
T1,04/02/01,Bursaspor,Trabzonspor,4,2,H,3,2,H,3.2,3.1,2.0,3.0,2.9,2.0,3.25,3.0,1.9,2.9,3.0,2.15,1397.02,1532.17
T1,04/02/01,Istanbulspor,Fenerbahce,1,2,A,1,0,H,4.05,3.1,1.75,3.6,3.2,1.7,3.75,3.6,1.6,3.6,3.4,1.75,1454.78,1631.83
T1,04/02/01,Kocaelispor,Ankaragucu,4,0,H,1,0,H,2.55,2.9,2.45,2.2,2.9,2.7,2.4,3.0,2.4,2.35,3.1,2.55,1391.1,1447.54
T1,09/02/01,Trabzonspor,Samsunspor,3,2,H,2,0,H,1.45,3.5,5.8,1.65,3.2,3.9,1.4,3.5,6.0,1.5,3.4,5.5,1518.41,1473.01
T1,10/02/01,Adanaspor,Siirt Jet-PA,0,2,A,0,1,A,1.6,3.25,4.6,1.55,3.3,4.5,1.4,4.0,5.0,1.6,3.25,4.75,1372.38,1330.95
T1,10/02/01,Ankaragucu,Istanbulspor,1,1,D,1,1,D,1.95,3.0,3.3,1.9,3.0,3.1,1.91,2.9,3.4,1.9,3.1,3.4,1436.6,1445.01
T1,10/02/01,Galatasaray,Bursaspor,2,1,H,1,1,D,1.1,5.5,10.5,1.15,5.5,11.0,1.15,5.0,10.0,1.2,4.75,10.0,1696.93,1410.78
T1,11/02/01,Antalyaspor,Yozgatspor,1,1,D,0,0,D,1.7,3.1,4.2,1.75,3.1,3.6,1.6,3.4,4.0,1.8,3.1,3.75,1416.03,1421.33
T1,11/02/01,Erzurumspor,Denizlispor,2,2,D,1,1,D,2.45,2.85,2.55,2.35,3.0,2.35,2.25,3.0,2.6,2.45,3.0,2.5,1344.48,1472.52
T1,11/02/01,Fenerbahce,Genclerbirligi,3,0,H,1,0,H,1.3,4.1,7.4,1.4,3.6,5.5,1.3,4.0,7.0,1.35,3.8,7.0,1641.6,1530.4
T1,11/02/01,Gaziantepspor,Kocaelispor,0,0,D,0,0,D,1.3,4.1,7.4,1.35,3.8,6.2,1.3,4.0,7.0,1.3,4.25,7.0,1578.22,1402.04
T1,11/02/01,Rizespor,Besiktas,5,1,H,2,0,H,4.35,3.25,1.62,3.5,3.0,1.8,4.5,3.6,1.5,4.0,3.25,1.7,1416.13,1656.03
T1,16/02/01,Istanbulspor,Gaziantepspor,0,1,A,0,1,A,2.4,3.0,2.6,2.3,3.0,2.4,2.05,3.2,2.75,2.4,3.1,2.5,1448.23,1569.96
T1,17/02/01,Denizlispor,Antalyaspor,1,1,D,0,0,D,1.77,3.25,3.9,1.8,3.0,3.5,1.7,3.4,3.6,1.7,3.3,4.0,1471.51,1412.7
T1,17/02/01,Samsunspor,Galatasaray,1,1,D,0,1,A,4.85,3.25,1.63,3.9,3.2,1.65,4.0,3.4,1.6,4.5,3.4,1.6,1465.46,1699.37
T1,17/02/01,Siirt Jet-PA,Fenerbahce,0,4,A,0,2,A,6.5,3.65,1.43,4.5,3.3,1.55,7.0,4.0,1.3,5.75,3.6,1.45,1348.27,1647.32
T1,18/02/01,Besiktas,Adanaspor,2,1,H,0,1,A,1.2,5.0,9.5,1.2,4.7,9.0,1.2,4.33,9.0,1.2,4.75,10.5,1638.75,1355.06
T1,18/02/01,Bursaspor,Erzurumspor,6,0,H,3,0,H,1.57,3.3,5.2,1.55,3.3,4.5,1.5,3.25,5.0,1.6,3.3,4.75,1408.34,1345.49
T1,18/02/01,Genclerbirligi,Ankaragucu,3,4,A,2,3,A,1.8,3.3,3.7,2.0,2.9,3.0,1.75,3.0,3.8,1.75,3.2,3.9,1524.68,1433.38
T1,18/02/01,Kocaelispor,Trabzonspor,3,2,H,3,1,H,2.78,3.0,2.3,2.4,3.0,2.3,2.6,3.0,2.25,2.7,3.1,2.25,1410.3,1525.96
T1,18/02/01,Rizespor,Yozgatspor,1,0,H,0,0,D,1.72,3.25,4.2,1.65,3.2,3.9,,,,1.7,3.3,4.0,1433.41,1424.66
T1,23/02/01,Gaziantepspor,Genclerbirligi,1,0,H,0,0,D,1.72,3.2,4.2,1.75,3.1,3.6,1.7,3.4,3.6,1.55,3.4,5.0,1581.68,1505.92
T1,24/02/01,Ankaragucu,Siirt Jet-PA,4,1,H,2,1,H,1.43,3.6,6.35,1.35,3.8,6.2,1.3,4.0,7.0,1.45,3.5,6.0,1452.14,1342.24
T1,24/02/01,Fenerbahce,Besiktas,3,1,H,0,0,D,1.85,3.25,3.5,2.0,2.9,3.0,1.7,3.4,3.6,1.72,3.2,4.33,1653.35,1641.22
T1,24/02/01,Rizespor,Antalyaspor,0,2,A,0,0,D,1.73,3.1,4.25,1.7,3.1,3.8,1.6,3.4,4.0,1.6,3.4,4.5,1442.12,1418.05
T1,25/02/01,Adanaspor,Yozgatspor,3,3,D,1,1,D,2.12,3.1,2.95,2.1,2.9,2.9,2.1,3.0,2.8,2.25,2.85,2.9,1352.59,1415.95
T1,25/02/01,Bursaspor,Denizlispor,2,1,H,1,0,H,2.3,2.9,2.85,2.0,2.9,3.0,1.91,2.9,3.4,2.15,3.15,2.8,1415.38,1466.16
T1,25/02/01,Erzurumspor,Samsunspor,1,2,A,0,1,A,2.73,2.9,2.4,2.8,3.0,2.1,2.6,3.0,2.25,2.65,2.9,2.4,1338.45,1470.05
T1,25/02/01,Galatasaray,Kocaelispor,2,3,A,0,0,D,1.2,5.0,10.0,1.15,5.5,11.0,1.2,4.5,9.0,1.25,4.5,8.5,1694.78,1423.36
T1,25/02/01,Trabzonspor,Istanbulspor,1,2,A,0,1,A,1.41,3.6,6.8,1.45,3.5,5.0,1.4,3.5,6.0,1.4,3.7,6.5,1512.9,1436.51
T1,02/03/01,Genclerbirligi,Trabzonspor,0,2,A,0,0,D,2.2,3.0,2.9,2.2,2.9,2.7,2.1,3.0,2.8,2.2,3.1,2.75,1499.25,1494.55
T1,03/03/01,Antalyaspor,Adanaspor,2,1,H,1,1,D,1.58,3.35,5.0,1.6,3.2,4.2,1.5,3.2,5.5,1.5,3.5,5.3,1434.83,1351.28
T1,03/03/01,Samsunspor,Bursaspor,2,0,H,0,0,D,1.7,3.1,4.5,1.65,3.1,4.0,1.7,3.4,3.6,1.7,3.2,4.2,1481.42,1426.12
T1,03/03/01,Siirt Jet-PA,Gaziantepspor,1,2,A,0,1,A,4.0,3.2,1.76,3.6,3.1,1.75,4.0,3.4,1.6,3.8,3.1,1.8,1336.49,1588.35
T1,03/03/01,Yozgatspor,Fenerbahce,2,3,A,1,1,D,4.2,3.15,1.73,4.0,3.1,1.65,5.5,3.5,1.44,4.5,3.2,1.65,1417.26,1661.95
T1,04/03/01,Besiktas,Ankaragucu,4,0,H,2,0,H,1.32,4.15,7.5,1.3,4.0,7.0,1.4,3.5,6.0,1.3,4.0,8.5,1632.62,1457.89
T1,04/03/01,Kocaelispor,Erzurumspor,1,0,H,1,0,H,1.52,3.6,5.25,1.5,3.4,4.7,1.36,3.5,7.0,1.5,3.5,5.35,1445.72,1327.08
T1,04/03/01,Rizespor,Denizlispor,2,1,H,0,0,D,1.83,3.1,3.8,1.7,3.1,3.8,1.75,3.0,3.8,1.85,3.1,3.6,1425.34,1455.42
T1,09/03/01,Gaziantepspor,Besiktas,3,1,H,1,1,D,2.4,3.1,2.55,2.35,3.0,2.35,2.4,3.2,2.3,2.2,3.2,2.8,1595.71,1636.88
T1,10/03/01,Bursaspor,Kocaelispor,1,1,D,1,0,H,2.05,3.1,3.15,1.75,3.1,3.6,1.75,3.2,3.6,2.0,3.2,3.05,1418.86,1451.25
T1,10/03/01,Erzurumspor,Istanbulspor,1,3,A,0,0,D,2.9,3.05,2.2,2.9,2.9,2.1,2.8,3.0,2.15,2.7,3.1,2.25,1321.55,1454.86
T1,10/03/01,Galatasaray,Genclerbirligi,2,1,H,1,1,D,1.32,4.0,8.0,1.3,4.0,7.0,1.25,4.33,7.5,1.4,3.75,6.25,1672.42,1483.09
T1,10/03/01,Samsunspor,Denizlispor,2,1,H,1,1,D,1.85,3.2,3.68,1.55,3.3,4.5,1.67,3.4,3.75,1.7,3.3,4.0,1488.68,1445.4
T1,11/03/01,Ankaragucu,Yozgatspor,4,0,H,2,0,H,1.62,3.25,5.0,1.65,3.2,3.8,1.5,3.2,5.5,1.65,3.3,4.4,1453.63,1409.68
T1,11/03/01,Fenerbahce,Antalyaspor,2,1,H,1,1,D,1.22,4.8,10.0,1.2,4.7,9.0,1.2,4.5,9.0,1.25,4.2,10.0,1669.53,1441.28
T1,11/03/01,Rizespor,Adanaspor,4,2,H,1,1,D,1.53,3.5,5.5,1.55,3.3,4.5,1.5,3.2,5.5,1.45,3.6,5.8,1435.36,1344.83
T1,11/03/01,Trabzonspor,Siirt Jet-PA,2,4,A,0,3,A,1.22,5.0,9.5,1.25,4.3,8.0,1.2,4.5,9.0,1.2,4.8,10.0,1510.71,1329.13
T1,16/03/01,Kocaelispor,Samsunspor,1,0,H,0,0,D,2.2,3.05,2.9,2.3,3.0,2.4,2.15,3.0,2.75,2.2,3.1,2.75,1453.65,1496.3
T1,17/03/01,Antalyaspor,Ankaragucu,3,4,A,0,3,A,2.0,3.0,3.4,2.0,2.9,3.0,1.9,2.88,3.5,2.0,3.1,3.15,1438.0,1461.23
T1,17/03/01,Genclerbirligi,Erzurumspor,1,2,A,1,1,D,1.3,4.25,8.0,1.25,4.3,8.0,1.2,4.5,9.0,1.35,4.1,6.5,1479.11,1310.24
T1,17/03/01,Istanbulspor,Bursaspor,2,4,A,1,1,D,1.8,3.2,3.9,1.7,3.1,3.8,1.8,3.2,3.4,1.75,3.1,4.1,1466.17,1416.46
T1,17/03/01,Rizespor,Fenerbahce,1,1,D,1,1,D,3.8,3.25,1.8,3.5,3.0,1.8,3.6,3.4,1.7,3.6,3.3,1.8,1441.62,1672.81
T1,18/03/01,Besiktas,Trabzonspor,3,1,H,1,0,H,1.55,3.45,5.2,1.5,3.4,4.7,1.5,3.5,4.5,1.6,3.3,4.8,1626.48,1489.84
T1,18/03/01,Denizlispor,Adanaspor,4,2,H,1,2,A,1.53,3.5,5.3,1.65,3.2,3.9,1.53,3.6,4.2,1.5,3.5,5.3,1437.78,1338.57
T1,18/03/01,Siirt Jet-PA,Galatasaray,0,1,A,0,0,D,7.35,4.0,1.35,5.5,3.6,1.4,9.0,4.5,1.2,6.5,3.7,1.4,1350.0,1676.4
T1,18/03/01,Yozgatspor,Gaziantepspor,1,2,A,1,0,H,2.95,3.0,2.2,2.6,3.0,2.2,,,,,,,1402.08,1606.11
T1,30/03/01,Kocaelispor,Denizlispor,4,2,H,2,2,D,1.77,3.25,4.0,1.8,3.0,3.5,1.7,3.2,3.8,1.75,3.15,4.0,1464.11,1443.81
T1,31/03/01,Ankaragucu,Rizespor,4,0,H,3,0,H,1.75,3.3,4.15,1.75,3.1,3.6,1.75,3.2,3.5,1.8,3.2,3.7,1476.45,1446.13
T1,31/03/01,Bursaspor,Genclerbirligi,2,0,H,1,0,H,2.05,3.0,3.3,2.0,2.9,3.0,2.0,3.0,3.0,1.85,3.1,3.6,1434.04,1458.5
T1,31/03/01,Erzurumspor,Siirt Jet-PA,2,1,H,0,0,D,1.93,3.1,3.55,1.9,3.0,3.1,2.1,2.7,3.1,1.9,3.1,3.45,1330.85,1344.66
T1,31/03/01,Galatasaray,Besiktas,2,0,H,1,0,H,1.75,3.25,4.0,1.9,2.9,3.2,1.75,3.1,3.75,1.9,3.1,3.6,1681.74,1631.58
T1,01/04/01,Fenerbahce,Adanaspor,4,0,H,2,0,H,1.15,6.0,11.5,1.15,5.5,11.0,1.15,5.0,10.0,1.1,6.5,13.0,1668.3,1332.54
T1,01/04/01,Gaziantepspor,Antalyaspor,2,0,H,1,0,H,1.44,3.7,6.45,1.4,3.6,5.5,1.4,3.5,6.0,1.4,3.75,6.25,1614.98,1422.78
T1,01/04/01,Samsunspor,Istanbulspor,2,3,A,1,2,A,1.75,3.2,4.15,1.65,3.2,3.9,1.75,3.2,3.6,1.8,3.2,3.7,1485.84,1448.59
T1,01/04/01,Trabzonspor,Yozgatspor,1,1,D,1,0,H,1.38,3.8,7.15,1.3,4.0,7.0,,,,1.4,3.75,6.25,1484.74,1393.21
T1,06/04/01,Rizespor,Gaziantepspor,2,1,H,1,0,H,2.65,2.95,2.45,2.35,3.0,2.35,2.4,3.0,2.4,2.45,3.1,2.45,1438.11,1618.9
T1,07/04/01,Adanaspor,Ankaragucu,1,3,A,0,2,A,3.15,3.0,2.1,2.8,3.0,2.1,2.8,3.0,2.1,3.55,2.8,2.0,1330.66,1484.47
T1,07/04/01,Antalyaspor,Trabzonspor,2,3,A,2,1,H,2.52,3.1,2.45,2.4,2.9,2.4,2.4,3.2,2.3,2.3,3.1,2.6,1418.86,1478.47
T1,07/04/01,Denizlispor,Fenerbahce,2,1,H,2,1,H,4.65,3.25,1.65,3.8,3.1,1.7,4.0,3.4,1.6,4.25,3.35,1.65,1435.47,1670.18
T1,07/04/01,Genclerbirligi,Samsunspor,1,0,H,0,0,D,2.3,3.1,2.8,2.2,3.0,2.6,2.25,3.0,2.6,2.35,3.1,2.55,1448.68,1468.64
T1,08/04/01,Besiktas,Erzurumspor,2,0,H,2,0,H,1.17,5.4,11.2,1.15,5.5,11.0,1.2,4.5,9.0,1.2,5.0,9.5,1624.17,1340.31
T1,08/04/01,Istanbulspor,Kocaelispor,1,1,D,0,0,D,1.95,3.0,3.55,1.85,3.0,3.3,1.95,3.1,3.0,1.95,3.2,3.2,1465.79,1472.45
T1,08/04/01,Siirt Jet-PA,Bursaspor,2,5,A,1,3,A,2.8,3.0,2.3,2.9,3.0,2.0,2.8,3.0,2.15,2.85,3.0,2.2,1335.2,1443.86
T1,08/04/01,Yozgatspor,Galatasaray,4,2,H,2,0,H,5.8,3.5,1.5,4.5,3.3,1.55,7.5,3.0,1.44,6.0,3.55,1.45,1399.48,1689.15
T1,11/04/01,Istanbulspor,Galatasaray,3,5,A,2,4,A,5.1,3.5,1.55,4.2,3.2,1.6,5.0,3.2,1.53,4.2,3.4,1.65,1462.51,1670.43
T1,13/04/01,Bursaspor,Besiktas,0,1,A,0,0,D,3.5,3.1,1.95,2.9,3.0,2.0,3.25,3.0,1.9,3.15,3.0,2.05,1456.05,1626.64
T1,14/04/01,Galatasaray,Antalyaspor,2,0,H,1,0,H,1.22,5.0,9.5,1.3,4.0,7.0,1.2,4.33,9.5,1.25,5.0,7.25,1679.17,1404.91
T1,14/04/01,Istanbulspor,Denizlispor,1,3,A,1,2,A,1.85,3.1,3.85,1.9,3.0,3.1,1.85,3.25,3.2,1.9,3.15,3.4,1453.77,1452.59
T1,14/04/01,Samsunspor,Siirt Jet-PA,4,3,H,2,2,D,1.35,4.0,7.5,1.2,4.7,9.0,1.3,4.0,7.0,1.35,4.0,6.8,1458.97,1323.01
T1,15/04/01,Ankaragucu,Fenerbahce,2,1,H,1,0,H,3.4,3.15,1.95,2.8,3.0,2.1,3.4,3.2,1.8,3.3,3.0,2.0,1495.05,1653.06
T1,15/04/01,Erzurumspor,Yozgatspor,1,2,A,1,0,H,2.15,3.05,3.05,2.3,3.1,2.3,2.4,3.0,2.4,2.2,2.85,3.0,1337.84,1418.2
T1,15/04/01,Gaziantepspor,Adanaspor,3,0,H,1,0,H,1.21,5.2,9.5,1.2,4.7,9.0,1.2,4.33,9.5,1.2,5.0,9.5,1603.54,1320.08
T1,15/04/01,Kocaelispor,Genclerbirligi,4,1,H,1,0,H,1.83,3.2,3.85,1.9,3.0,3.1,1.8,3.2,3.4,1.7,3.25,4.1,1475.73,1458.35
T1,15/04/01,Trabzonspor,Rizespor,2,0,H,0,0,D,1.5,3.55,5.75,1.55,3.3,4.5,1.5,3.6,4.5,1.5,3.55,5.25,1492.42,1453.47
T1,20/04/01,Besiktas,Samsunspor,0,0,D,0,0,D,1.35,4.0,7.3,1.35,3.8,6.2,1.36,3.5,7.0,1.35,3.9,7.0,1636.63,1464.08
T1,21/04/01,Adanaspor,Trabzonspor,1,7,A,1,3,A,4.0,3.2,1.78,3.4,3.1,1.8,4.0,3.4,1.6,,,,1317.6,1500.17
T1,21/04/01,Denizlispor,Ankaragucu,2,0,H,1,0,H,2.37,3.0,2.7,2.3,2.9,2.5,2.25,3.0,2.6,2.25,3.2,2.6,1468.63,1509.62
T1,21/04/01,Fenerbahce,Gaziantepspor,4,3,H,0,3,A,1.52,3.45,5.65,1.45,3.5,5.0,1.44,3.5,5.5,1.5,3.6,5.2,1638.49,1606.02
T1,22/04/01,Antalyaspor,Erzurumspor,1,0,H,1,0,H,1.52,3.6,5.2,1.5,3.4,4.7,1.5,3.6,4.5,,,,1402.31,1324.63
T1,22/04/01,Genclerbirligi,Istanbulspor,3,0,H,0,0,D,2.13,3.0,3.1,1.9,3.0,3.1,1.91,2.9,3.4,2.1,3.15,2.9,1449.92,1437.73
T1,22/04/01,Rizespor,Galatasaray,2,4,A,0,2,A,4.2,3.3,1.7,4.0,3.3,1.6,4.0,3.4,1.6,3.7,3.35,1.75,1445.72,1681.77
T1,22/04/01,Siirt Jet-PA,Kocaelispor,4,3,H,2,1,H,3.1,3.05,2.12,2.9,3.0,2.0,3.4,2.9,1.91,,,,1317.9,1484.16
T1,22/04/01,Yozgatspor,Bursaspor,1,0,H,1,0,H,2.17,3.0,3.0,1.9,2.9,3.2,1.95,3.1,3.0,2.1,2.85,3.2,1431.41,1446.06
T1,27/04/01,Gaziantepspor,Ankaragucu,2,1,H,0,0,D,1.54,3.5,5.3,1.5,3.4,4.7,1.5,3.6,4.5,1.55,3.5,4.8,1598.07,1499.22
T1,28/04/01,Erzurumspor,Rizespor,0,0,D,0,0,D,2.45,3.0,2.6,,,,2.6,2.9,2.3,,,,1318.02,1437.88
T1,28/04/01,Galatasaray,Adanaspor,4,1,H,4,0,H,1.05,7.0,20.0,1.05,9.0,18.0,1.07,6.0,16.0,,,,1689.61,1308.02
T1,28/04/01,Istanbulspor,Siirt Jet-PA,2,1,H,0,0,D,1.38,3.85,6.85,1.5,3.4,4.7,1.5,3.6,4.5,,,,1429.13,1332.76
T1,28/04/01,Kocaelispor,Besiktas,1,1,D,0,0,D,3.35,3.2,2.0,3.1,3.0,1.9,3.25,3.0,1.9,3.3,3.25,1.9,1469.3,1628.44
T1,29/04/01,Bursaspor,Antalyaspor,4,0,H,1,0,H,1.82,3.1,3.95,1.8,3.0,3.5,1.8,3.2,3.4,1.7,3.3,4.0,1436.57,1408.92
T1,29/04/01,Genclerbirligi,Denizlispor,2,4,A,0,3,A,1.94,3.1,3.5,1.9,3.0,3.1,1.9,3.0,3.25,1.9,3.2,3.35,1458.52,1479.03
T1,29/04/01,Samsunspor,Yozgatspor,0,2,A,0,0,D,1.62,3.4,4.7,1.55,3.3,4.5,1.57,3.4,4.2,1.7,3.3,4.0,1472.27,1440.9
T1,29/04/01,Trabzonspor,Fenerbahce,1,0,H,1,0,H,2.73,3.0,2.35,2.35,3.0,2.35,2.6,3.0,2.25,2.5,3.25,2.4,1509.75,1646.44
T1,04/05/01,Ankaragucu,Trabzonspor,2,4,A,0,3,A,2.25,3.0,2.85,2.1,3.0,2.8,,,,,,,1493.18,1523.57
T1,05/05/01,Adanaspor,Erzurumspor,3,3,D,2,1,H,2.3,3.0,2.8,,,,2.2,3.1,2.6,,,,1306.55,1318.73
T1,05/05/01,Antalyaspor,Samsunspor,2,2,D,0,2,A,2.25,3.0,2.75,2.2,3.0,2.6,2.2,3.1,2.6,,,,1400.82,1455.26
T1,05/05/01,Besiktas,Istanbulspor,2,0,H,2,0,H,1.37,3.9,7.1,1.4,3.6,5.5,1.4,3.5,6.0,1.35,3.9,7.0,1626.33,1435.23
T1,05/05/01,Yozgatspor,Kocaelispor,4,2,H,1,1,D,1.91,3.1,3.4,1.85,3.0,3.3,1.9,3.2,3.1,1.8,3.3,3.6,1457.91,1471.41
T1,06/05/01,Denizlispor,Gaziantepspor,2,3,A,0,2,A,2.6,3.0,2.45,2.35,3.0,2.35,,,,,,,1494.34,1604.11
T1,06/05/01,Fenerbahce,Galatasaray,2,1,H,1,0,H,2.45,2.9,2.65,2.3,2.9,2.5,2.3,3.0,2.5,2.3,3.0,2.8,1632.62,1691.08
T1,06/05/01,Rizespor,Bursaspor,3,1,H,1,0,H,1.85,3.15,3.7,1.9,3.0,3.1,1.9,3.2,3.1,1.8,3.3,3.6,1437.17,1444.67
T1,06/05/01,Siirt Jet-PA,Genclerbirligi,3,0,H,0,0,D,3.0,3.1,2.1,2.7,3.1,2.1,2.7,3.1,2.1,,,,1326.66,1443.21
T1,12/05/01,Bursaspor,Adanaspor,2,1,H,2,0,H,1.33,4.0,6.5,1.35,3.8,6.2,1.3,4.0,7.0,,,,1435.42,1303.46
T1,12/05/01,Denizlispor,Siirt Jet-PA,1,2,A,1,2,A,1.4,3.8,6.5,1.3,4.0,7.0,1.36,3.75,6.0,,,,1482.19,1339.75
T1,12/05/01,Istanbulspor,Yozgatspor,0,4,A,0,1,A,2.0,3.1,3.2,2.2,2.9,2.7,2.0,3.0,3.0,2.1,3.2,2.85,1431.29,1467.36
T1,12/05/01,Kocaelispor,Antalyaspor,5,0,H,2,0,H,1.67,3.35,4.3,1.8,3.0,3.5,1.5,3.6,4.5,1.75,3.4,3.65,1461.96,1399.19
T1,12/05/01,Samsunspor,Rizespor,1,1,D,1,1,D,1.72,3.25,4.1,1.65,3.2,3.9,1.75,3.2,3.5,1.7,3.4,3.9,1456.89,1446.42
T1,13/05/01,Erzurumspor,Fenerbahce,1,2,A,1,0,H,7.8,4.15,1.25,7.0,4.0,1.3,9.5,4.33,1.2,7.25,5.0,1.25,1321.82,1643.63
T1,13/05/01,Gaziantepspor,Trabzonspor,1,1,D,1,1,D,1.65,3.3,4.5,1.7,3.2,3.6,1.6,3.6,3.8,1.65,3.4,4.2,1616.26,1538.54
T1,13/05/01,Genclerbirligi,Besiktas,2,1,H,0,1,A,3.75,3.1,1.85,3.5,3.0,1.8,3.3,3.0,1.9,3.9,3.4,1.7,1430.12,1630.27
T1,13/05/01,Galatasaray,Ankaragucu,1,2,A,0,1,A,1.15,5.0,11.0,1.2,4.7,9.0,1.2,4.33,9.5,1.2,5.0,9.5,1680.07,1478.21
T1,19/05/01,Adanaspor,Samsunspor,3,5,A,2,1,H,3.4,3.1,1.97,,,,3.3,3.0,1.9,,,,1298.25,1453.04
T1,19/05/01,Ankaragucu,Erzurumspor,5,2,H,3,2,H,1.3,4.3,7.9,1.2,4.7,9.0,1.2,4.33,9.5,,,,1499.47,1316.37
T1,19/05/01,Antalyaspor,Istanbulspor,2,2,D,1,0,H,2.1,3.1,3.05,1.85,3.0,3.3,2.2,3.1,2.6,2.2,3.1,2.75,1392.15,1416.52
T1,19/05/01,Besiktas,Siirt Jet-PA,5,1,H,3,0,H,1.12,6.25,12.0,1.2,4.7,9.0,1.2,4.33,9.5,,,,1614.26,1359.79
T1,19/05/01,Rizespor,Kocaelispor,2,1,H,1,0,H,1.75,3.4,3.7,1.75,3.1,3.6,1.8,3.2,3.4,1.7,3.3,4.0,1450.27,1469.0
T1,19/05/01,Yozgatspor,Genclerbirligi,1,1,D,1,0,H,1.76,3.25,4.0,1.7,3.1,3.8,1.7,3.2,3.8,,,,1482.13,1446.13
T1,20/05/01,Fenerbahce,Bursaspor,2,0,H,0,0,D,1.13,6.15,12.0,1.15,5.5,11.0,1.13,5.0,14.0,1.1,6.3,14.0,1649.08,1440.63
T1,20/05/01,Gaziantepspor,Galatasaray,0,2,A,0,1,A,2.7,3.2,2.27,2.35,3.0,2.35,2.5,2.9,2.38,2.55,3.2,2.3,1610.37,1658.81
T1,20/05/01,Trabzonspor,Denizlispor,1,0,H,1,0,H,1.48,3.65,5.65,1.5,3.4,4.7,1.4,3.5,6.0,1.45,3.6,5.8,1544.43,1462.15
T1,25/05/01,Bursaspor,Ankaragucu,2,3,A,2,0,H,2.28,3.1,2.75,,,,2.2,2.9,2.7,,,,1437.01,1503.57
T1,25/05/01,Denizlispor,Besiktas,2,2,D,2,0,H,3.55,3.4,1.8,,,,3.75,3.1,1.75,,,,1455.67,1617.14
T1,25/05/01,Erzurumspor,Gaziantepspor,0,2,A,0,1,A,7.3,4.4,1.3,,,,6.5,3.8,1.33,,,,1312.27,1596.03
T1,25/05/01,Istanbulspor,Rizespor,1,0,H,1,0,H,2.07,3.1,3.1,,,,2.0,3.0,3.0,,,,1419.2,1459.9
T1,26/05/01,Genclerbirligi,Antalyaspor,2,1,H,1,1,D,1.68,3.3,4.4,,,,1.5,3.2,5.5,,,,1450.79,1389.47
T1,26/05/01,Galatasaray,Trabzonspor,4,0,H,3,0,H,1.33,4.1,7.2,,,,1.4,3.5,6.0,1.4,3.75,6.3,1673.15,1550.91
T1,26/05/01,Kocaelispor,Adanaspor,4,3,H,3,3,D,1.33,4.15,7.23,,,,1.25,4.0,9.0,,,,1459.37,1287.71
T1,26/05/01,Samsunspor,Fenerbahce,1,3,A,1,1,D,4.4,2.95,1.76,,,,4.33,2.9,1.7,4.0,3.15,1.75,1463.58,1652.7
T1,26/05/01,Siirt Jet-PA,Yozgatspor,1,3,A,1,0,H,2.85,3.05,2.2,,,,2.6,3.0,2.25,,,,1356.91,1477.47
