Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SBH,SBD,SBA,WHH,WHD,WHA,EloHome,EloAway
I1,28/01/01,Brescia,Milan,1,1,D,0,1,A,3.45,2.9,2.05,3.2,2.7,2.0,3.4,3.0,2.0,3.4,3.0,2.0,3.5,2.75,2.1,1618.18,1785.53
I1,28/01/01,Fiorentina,Lazio,1,4,A,0,1,A,2.45,2.9,2.7,2.2,2.7,2.9,2.37,2.87,2.8,2.38,2.9,2.8,2.5,2.9,2.62,1770.32,1834.47
I1,28/01/01,Inter,Bari,1,0,H,1,0,H,1.33,4.1,7.8,1.45,3.5,5.0,1.5,3.25,6.5,1.36,3.75,8.0,1.3,3.75,12.0,1714.12,1593.65
I1,28/01/01,Juventus,Vicenza,4,0,H,3,0,H,1.25,4.6,10.0,1.2,4.7,9.0,1.2,5.0,11.0,1.25,4.5,10.0,1.25,4.33,11.0,1857.1,1618.94
I1,28/01/01,Roma,Napoli,3,0,H,2,0,H,1.27,4.5,9.0,1.35,3.8,6.2,1.33,4.0,8.0,1.29,4.5,8.0,1.28,4.5,8.0,1795.47,1601.01
I1,28/01/01,Udinese,Atalanta,2,4,A,1,4,A,1.85,3.1,3.8,1.9,2.8,3.3,1.8,2.87,4.5,1.85,3.0,4.0,1.83,2.87,4.33,1709.52,1659.37
I1,28/01/01,Verona,Parma,0,2,A,0,1,A,2.7,2.9,2.45,2.4,2.7,2.6,2.5,2.87,2.62,2.6,2.88,2.6,2.62,2.75,2.62,1653.87,1725.16
I1,03/02/01,Atalanta,Juventus,2,1,H,0,0,D,3.2,2.85,2.17,2.9,2.7,2.2,3.4,3.0,2.0,3.2,3.0,2.1,3.1,2.87,2.2,1676.96,1860.22
I1,03/02/01,Perugia,Verona,1,0,H,0,0,D,1.77,3.0,4.5,1.75,3.0,3.8,1.73,3.2,4.33,1.7,3.2,4.5,1.72,2.9,5.0,1662.61,1640.34
I1,04/02/01,Bari,Brescia,1,3,A,0,1,A,1.87,3.0,3.95,1.8,2.8,3.8,1.91,3.0,3.75,1.8,3.0,4.2,1.83,2.87,4.33,1588.16,1620.57
I1,04/02/01,Bologna,Inter,0,3,A,0,1,A,2.4,2.8,2.9,2.3,2.7,2.7,2.37,2.8,2.87,2.38,2.9,2.75,2.3,2.8,3.0,1674.44,1719.61
I1,04/02/01,Lazio,Lecce,3,2,H,1,0,H,1.25,4.6,10.0,1.2,4.7,9.0,1.25,4.5,10.0,1.25,4.6,9.0,1.28,4.5,8.0,1848.26,1652.38
I1,04/02/01,Milan,Reggina,1,0,H,0,0,D,1.25,4.7,9.5,1.2,4.7,9.0,1.2,5.0,11.0,1.25,4.5,10.0,1.28,4.5,8.0,1783.14,1598.33
I1,04/02/01,Napoli,Fiorentina,1,0,H,0,0,D,2.75,2.9,2.45,2.9,2.7,2.2,3.25,2.75,2.2,2.88,2.9,2.3,2.9,3.0,2.25,1597.13,1756.53
I1,04/02/01,Parma,Roma,1,2,A,1,0,H,2.55,2.9,2.6,2.4,2.7,2.6,2.62,2.87,2.5,2.6,2.9,2.5,2.5,2.8,2.7,1738.69,1799.35
I1,04/02/01,Vicenza,Udinese,1,2,A,1,1,D,2.3,3.0,2.85,2.3,2.8,2.6,2.37,2.87,2.8,2.3,2.88,2.9,2.25,2.87,3.0,1615.82,1691.93
I1,10/02/01,Inter,Reggina,1,1,D,0,0,D,,,,1.3,4.0,7.0,,,,1.3,4.2,8.5,1.3,4.0,9.5,1734.07,1594.27
I1,10/02/01,Lazio,Atalanta,0,0,D,0,0,D,1.4,3.65,7.6,1.55,3.3,4.5,,,,1.44,3.6,6.5,1.44,3.5,7.0,1852.11,1692.4
I1,11/02/01,Bologna,Roma,1,2,A,0,2,A,3.15,3.0,2.15,3.0,2.8,2.1,,,,3.25,3.0,2.1,3.6,2.87,2.0,1659.98,1813.26
I1,11/02/01,Brescia,Udinese,3,1,H,0,0,D,2.25,2.9,3.0,2.4,2.6,2.7,,,,2.3,2.9,2.9,2.3,2.8,3.0,1635.47,1705.29
I1,11/02/01,Fiorentina,Parma,0,1,A,0,1,A,1.97,3.0,3.6,1.9,2.8,3.3,,,,2.0,3.0,3.5,2.0,3.0,3.4,1741.91,1724.78
I1,11/02/01,Juventus,Napoli,3,0,H,1,0,H,1.25,4.65,9.3,1.3,4.0,7.0,,,,1.29,4.2,9.0,1.25,4.5,10.0,1844.78,1611.75
I1,11/02/01,Lecce,Perugia,2,2,D,1,1,D,2.0,3.0,3.5,2.1,2.7,3.1,,,,2.0,3.0,3.4,2.1,2.87,3.3,1648.53,1670.88
I1,11/02/01,Verona,Bari,3,2,H,1,0,H,1.83,3.0,4.2,1.7,3.1,3.8,,,,1.85,3.0,4.0,1.83,3.0,4.0,1632.07,1573.26
I1,11/02/01,Vicenza,Milan,2,0,H,1,0,H,3.2,3.0,2.1,3.2,2.7,2.0,,,,3.3,2.9,2.1,3.2,2.8,2.2,1602.46,1787.2
I1,17/02/01,Milan,Bologna,3,3,D,2,0,H,1.43,3.6,7.0,1.45,3.5,5.0,,,,1.57,3.4,5.5,1.5,3.4,6.0,1771.71,1649.38
I1,17/02/01,Udinese,Verona,2,1,H,1,0,H,1.56,3.35,5.5,1.6,3.0,3.5,,,,1.6,3.25,5.25,1.57,3.25,5.5,1693.87,1639.22
I1,18/02/01,Atalanta,Vicenza,1,1,D,1,0,H,1.55,3.35,5.8,1.55,3.2,4.8,,,,1.53,3.3,6.0,1.5,3.4,6.0,1700.32,1617.95
I1,18/02/01,Bari,Juventus,0,1,A,0,0,D,4.1,3.2,1.77,3.6,3.1,1.75,,,,4.33,3.1,1.75,4.5,2.87,1.8,1566.11,1847.98
I1,18/02/01,Napoli,Inter,1,0,H,0,0,D,2.7,2.9,2.5,2.7,2.7,2.3,,,,2.63,2.9,2.5,2.8,2.87,2.4,1608.55,1726.59
I1,18/02/01,Parma,Brescia,3,0,H,0,0,D,1.44,3.6,7.0,1.5,3.2,5.0,,,,1.5,3.3,6.5,1.5,3.4,6.0,1741.34,1646.89
I1,18/02/01,Perugia,Lazio,0,1,A,0,1,A,3.35,3.0,2.05,3.0,2.8,2.1,,,,3.4,2.9,2.05,3.6,2.87,2.0,1673.63,1844.19
I1,18/02/01,Reggina,Fiorentina,1,1,D,1,1,D,2.73,2.9,2.45,2.5,2.9,2.3,,,,2.5,2.9,2.63,2.4,2.87,2.75,1601.75,1725.35
I1,18/02/01,Roma,Lecce,1,0,H,0,0,D,1.23,4.75,10.0,1.25,4.3,8.0,,,,1.25,4.5,10.0,1.4,3.5,8.0,1823.86,1645.78
I1,24/02/01,Atalanta,Bari,0,0,D,0,0,D,1.45,3.5,6.9,1.45,3.5,5.0,,,,1.44,3.6,6.5,1.44,3.5,7.0,1694.3,1559.61
I1,24/02/01,Fiorentina,Brescia,2,2,D,1,1,D,1.45,3.55,6.7,1.5,3.2,5.0,,,,1.5,3.4,6.0,1.5,3.4,6.0,1724.5,1640.74
I1,25/02/01,Bologna,Napoli,2,1,H,1,1,D,1.65,3.2,5.0,1.65,3.1,4.0,,,,1.62,3.25,5.0,1.66,3.1,5.0,1656.44,1621.7
I1,25/02/01,Inter,Udinese,2,1,H,1,1,D,1.65,3.2,5.0,1.75,3.1,3.6,,,,1.73,3.25,4.2,1.8,3.3,3.75,1713.44,1701.15
I1,25/02/01,Juventus,Milan,3,0,H,1,0,H,1.7,3.1,4.8,1.75,3.0,3.8,,,,1.7,3.2,4.5,1.72,3.2,4.33,1854.48,1764.65
I1,25/02/01,Lazio,Verona,5,3,H,2,0,H,1.25,4.5,10.0,1.25,4.3,8.0,,,,1.25,4.5,10.0,1.22,5.0,9.5,1854.19,1631.94
I1,25/02/01,Lecce,Reggina,2,1,H,1,1,D,1.7,3.1,4.8,1.7,3.0,4.0,,,,1.67,3.2,4.75,1.66,3.1,5.0,1641.58,1602.6
I1,25/02/01,Parma,Perugia,5,0,H,2,0,H,1.55,3.3,5.9,1.55,3.3,4.5,,,,1.53,3.3,6.0,1.57,3.25,5.5,1747.49,1663.63
I1,25/02/01,Vicenza,Roma,0,2,A,0,0,D,4.25,3.05,1.8,4.0,2.8,1.75,,,,5.0,3.25,1.62,4.5,3.1,1.72,1623.97,1828.06
I1,03/03/01,Brescia,Lazio,0,1,A,0,0,D,3.55,3.1,1.94,3.3,2.8,1.9,,,,3.6,3.0,1.95,3.6,3.1,1.9,1646.8,1857.57
I1,03/03/01,Reggina,Bologna,2,1,H,2,0,H,2.4,2.9,2.8,2.3,2.8,2.6,,,,2.4,2.9,2.75,2.4,2.9,2.75,1594.85,1664.32
I1,04/03/01,Bari,Fiorentina,2,1,H,1,1,D,2.35,3.0,2.75,2.5,2.7,2.5,,,,2.6,3.0,2.5,2.6,2.9,2.5,1566.97,1718.44
I1,04/03/01,Milan,Parma,2,2,D,1,1,D,1.88,3.1,3.75,2.2,2.8,2.8,,,,2.05,3.1,3.25,2.0,3.0,3.4,1758.37,1753.93
I1,04/03/01,Napoli,Lecce,1,1,D,0,0,D,1.85,3.0,4.05,2.0,2.7,3.2,,,,1.9,3.0,3.75,1.83,3.0,4.0,1613.82,1649.33
I1,04/03/01,Perugia,Vicenza,1,0,H,1,0,H,1.72,3.1,4.6,1.75,3.0,3.8,,,,1.7,3.2,4.5,1.72,3.1,4.5,1657.19,1615.11
I1,04/03/01,Roma,Inter,3,2,H,2,2,D,1.64,3.15,5.1,1.65,3.1,4.0,,,,1.75,3.25,4.2,1.8,3.25,3.8,1836.92,1722.04
I1,04/03/01,Udinese,Juventus,0,2,A,0,1,A,3.5,2.9,2.05,2.9,2.8,2.1,,,,3.4,3.0,2.0,3.6,3.1,1.9,1692.55,1860.76
I1,04/03/01,Verona,Atalanta,2,1,H,1,1,D,2.5,2.85,2.7,2.2,2.7,2.9,,,,2.38,2.88,2.8,2.37,2.8,2.87,1628.56,1686.94
I1,10/03/01,Atalanta,Milan,1,1,D,0,1,A,2.3,2.95,2.85,2.3,2.7,2.7,2.37,2.8,2.87,2.25,2.9,3.0,2.1,2.8,3.4,1675.93,1754.72
I1,10/03/01,Vicenza,Napoli,2,0,H,0,0,D,2.0,3.0,3.5,1.9,2.8,3.3,1.91,3.0,3.75,2.0,3.0,3.5,2.0,3.0,3.4,1607.45,1611.53
I1,11/03/01,Bologna,Lazio,2,0,H,1,0,H,3.35,2.9,2.1,3.0,2.8,2.1,3.4,3.0,2.0,3.5,3.0,2.0,3.6,2.87,2.0,1652.92,1866.21
I1,11/03/01,Inter,Verona,2,0,H,1,0,H,1.35,4.0,7.6,1.35,3.8,6.2,1.4,3.75,7.0,1.4,3.6,7.5,1.33,3.75,9.0,1716.42,1639.57
I1,11/03/01,Juventus,Reggina,1,0,H,1,0,H,1.18,5.4,11.0,1.2,4.7,9.0,1.2,5.0,11.0,1.2,5.0,11.0,1.16,5.5,12.0,1870.84,1606.25
I1,11/03/01,Lecce,Udinese,2,1,H,1,1,D,2.35,2.9,2.85,2.2,2.7,2.9,2.2,3.0,3.0,2.05,3.0,3.3,2.1,2.87,3.3,1651.62,1682.47
I1,11/03/01,Parma,Bari,4,0,H,3,0,H,1.3,4.2,8.65,1.3,4.0,7.0,1.36,3.75,8.0,1.33,4.0,8.0,1.33,4.0,8.0,1757.58,1581.31
I1,11/03/01,Perugia,Fiorentina,2,2,D,2,0,H,2.37,2.9,2.85,2.1,2.8,3.0,2.2,3.0,3.0,2.3,2.9,2.9,2.2,2.87,3.1,1664.85,1704.1
I1,11/03/01,Roma,Brescia,3,1,H,1,1,D,1.22,4.8,10.5,1.2,4.7,9.0,1.25,4.5,10.0,1.22,4.8,10.0,1.25,4.5,10.0,1842.54,1638.16
I1,18/03/01,Fiorentina,Bologna,1,1,D,0,1,A,1.8,3.1,4.2,1.85,2.8,3.6,1.8,2.87,4.5,1.85,3.1,3.8,1.9,3.0,3.75,1706.26,1669.36
I1,18/03/01,Lazio,Juventus,4,1,H,1,0,H,2.25,3.0,2.9,2.1,2.8,3.0,2.37,2.87,2.8,2.3,2.9,2.9,2.37,2.9,2.75,1849.77,1873.57
I1,18/03/01,Lecce,Inter,1,2,A,0,1,A,2.65,2.9,2.55,2.4,2.9,2.4,2.5,2.87,2.62,2.63,2.9,2.5,2.62,2.9,2.5,1661.66,1723.06
I1,18/03/01,Milan,Bari,4,0,H,2,0,H,1.3,4.4,8.5,1.3,4.0,7.0,1.36,3.75,8.0,1.3,4.2,8.5,1.33,4.2,7.5,1755.48,1577.08
I1,18/03/01,Napoli,Perugia,0,0,D,0,0,D,1.95,3.0,3.7,1.9,2.7,3.4,1.91,2.87,4.0,2.0,3.0,3.4,2.0,2.87,3.6,1602.4,1662.69
I1,18/03/01,Reggina,Roma,0,0,D,0,0,D,4.85,3.25,1.65,3.8,3.1,1.7,5.0,3.2,1.67,4.33,3.2,1.73,4.5,3.3,1.66,1603.52,1846.23
I1,18/03/01,Udinese,Parma,1,3,A,0,1,A,2.6,2.85,2.65,2.8,2.8,2.2,2.6,3.2,2.37,2.7,3.0,2.38,2.75,2.9,2.4,1672.43,1761.81
I1,18/03/01,Verona,Vicenza,1,0,H,0,0,D,1.9,2.95,4.0,1.9,2.7,3.4,1.83,3.0,4.0,1.9,2.88,4.0,2.0,2.75,3.8,1632.93,1616.58
I1,19/03/01,Brescia,Atalanta,0,3,A,0,2,A,2.55,2.9,2.6,2.4,2.7,2.6,2.5,2.87,2.62,2.6,2.9,2.5,2.5,2.75,2.8,1634.47,1675.17
I1,31/03/01,Bari,Lecce,3,2,H,1,2,A,2.35,2.85,2.95,2.2,2.7,2.9,2.25,3.0,2.87,2.25,3.0,2.9,2.25,2.87,3.0,1572.89,1647.78
I1,31/03/01,Vicenza,Fiorentina,1,1,D,1,0,H,2.5,2.8,2.8,2.3,2.7,2.7,2.25,2.87,3.0,2.3,2.9,2.88,2.4,2.8,2.87,1608.12,1701.57
I1,01/04/01,Atalanta,Napoli,1,1,D,0,1,A,1.6,3.35,5.25,1.65,3.1,4.0,1.67,3.2,5.0,1.57,3.25,5.5,1.57,3.25,5.5,1689.78,1600.98
I1,01/04/01,Juventus,Brescia,1,1,D,1,0,H,1.23,4.9,10.0,1.2,4.7,9.0,1.22,5.0,10.0,1.25,4.5,10.0,1.22,5.0,9.5,1863.77,1619.86
I1,01/04/01,Milan,Lazio,1,0,H,0,0,D,2.4,2.9,2.85,2.2,2.7,2.9,2.37,2.87,2.8,2.38,2.88,2.8,2.37,2.87,2.8,1759.67,1859.57
I1,01/04/01,Parma,Bologna,0,0,D,0,0,D,1.55,3.4,5.7,1.5,3.2,5.0,1.61,3.25,5.0,1.53,3.3,5.75,1.61,3.1,5.5,1774.69,1674.05
I1,01/04/01,Perugia,Inter,2,3,A,1,1,D,2.7,2.85,2.55,2.4,2.8,2.5,2.5,2.87,2.62,2.6,2.88,2.6,2.62,2.87,2.5,1664.11,1736.94
I1,01/04/01,Reggina,Udinese,1,1,D,0,0,D,2.35,2.95,2.85,2.2,2.8,2.8,2.25,3.2,2.75,2.25,3.0,2.88,2.25,3.0,2.87,1608.38,1659.55
I1,01/04/01,Roma,Verona,3,1,H,0,1,A,1.23,5.0,10.0,1.2,4.7,9.0,1.2,5.0,11.0,1.22,4.75,10.0,1.2,5.0,11.0,1841.37,1641.39
I1,08/04/01,Bologna,Perugia,3,2,H,2,2,D,1.72,3.1,4.7,1.65,3.1,4.0,1.73,2.87,5.0,1.67,3.1,5.0,1.72,3.1,4.5,1680.56,1650.63
I1,08/04/01,Brescia,Reggina,4,0,H,1,0,H,1.83,3.0,4.1,1.85,2.8,3.6,1.83,3.0,4.0,1.83,3.0,4.0,1.72,3.1,4.5,1629.33,1606.63
I1,08/04/01,Inter,Vicenza,1,1,D,0,1,A,1.35,4.0,8.0,1.35,3.8,6.2,1.25,4.5,10.0,1.3,4.2,8.5,1.3,4.33,8.0,1750.42,1607.88
I1,08/04/01,Lecce,Atalanta,0,2,A,0,0,D,2.4,3.0,2.8,2.2,2.8,2.8,2.25,2.75,3.2,2.2,2.88,3.1,2.25,2.75,3.2,1636.18,1683.59
I1,08/04/01,Napoli,Milan,0,0,D,0,0,D,2.9,2.75,2.45,2.7,2.7,2.3,2.75,2.75,2.5,2.9,2.88,2.3,3.0,2.8,2.3,1607.17,1772.17
I1,08/04/01,Udinese,Bari,2,0,H,1,0,H,1.55,3.35,5.8,1.5,3.2,5.0,1.67,3.25,4.5,1.62,3.3,5.0,1.57,3.5,5.0,1661.3,1584.49
I1,08/04/01,Verona,Juventus,0,1,A,0,1,A,3.85,3.1,1.8,3.2,2.7,2.0,3.5,2.75,2.1,3.5,3.0,2.0,3.4,3.0,2.0,1637.62,1854.3
I1,09/04/01,Fiorentina,Roma,3,1,H,1,1,D,2.95,2.95,2.3,2.7,2.7,2.3,3.2,2.8,2.2,3.0,2.88,2.25,3.1,2.87,2.2,1701.81,1845.14
I1,14/04/01,Atalanta,Parma,0,1,A,0,1,A,2.5,2.8,2.8,2.3,2.7,2.7,2.37,2.8,2.87,2.5,2.9,2.63,2.5,2.9,2.62,1697.97,1768.18
I1,14/04/01,Bari,Napoli,0,1,A,0,0,D,2.05,3.0,3.4,2.2,2.8,2.8,2.1,2.8,3.4,2.1,3.0,3.2,2.1,2.9,3.25,1577.85,1609.48
I1,14/04/01,Brescia,Verona,1,0,H,1,0,H,1.8,3.05,4.3,1.85,2.8,3.5,1.67,3.25,4.5,1.75,3.0,4.5,1.8,2.9,4.5,1637.59,1629.17
I1,14/04/01,Fiorentina,Lecce,2,0,H,1,0,H,1.58,3.3,5.6,1.55,3.3,4.5,1.5,3.25,6.5,1.53,3.3,6.0,1.44,3.6,6.5,1715.86,1621.8
I1,14/04/01,Juventus,Inter,3,1,H,0,0,D,,,,1.75,2.9,3.8,1.67,3.25,4.5,1.7,3.2,4.33,1.72,3.1,4.5,1862.75,1742.88
I1,14/04/01,Milan,Udinese,3,0,H,2,0,H,1.5,3.5,6.2,1.55,3.3,4.5,1.44,3.6,6.5,1.5,3.4,6.0,1.5,3.3,6.5,1769.86,1667.94
I1,14/04/01,Reggina,Lazio,0,2,A,0,1,A,4.15,3.15,1.8,3.6,2.9,1.8,4.5,2.87,1.8,4.0,3.25,1.75,4.0,3.1,1.8,1598.37,1847.07
I1,14/04/01,Roma,Perugia,2,2,D,0,1,A,1.25,4.65,9.6,1.25,4.3,8.0,1.25,4.5,10.0,1.25,4.5,9.5,1.25,4.5,10.0,1831.09,1642.6
I1,14/04/01,Vicenza,Bologna,4,2,H,3,0,H,2.4,2.85,2.9,2.2,2.8,2.8,2.37,2.8,2.87,2.25,2.88,3.0,2.25,2.87,3.0,1615.42,1688.59
I1,18/04/01,Lazio,Parma,1,0,H,1,0,H,1.73,3.2,4.45,1.8,2.9,3.6,1.73,3.2,4.33,1.8,3.1,4.0,1.72,3.1,4.5,1854.52,1781.75
I1,21/04/01,Inter,Fiorentina,4,2,H,3,0,H,1.8,3.05,4.3,1.8,2.9,3.6,1.8,3.2,4.0,1.85,3.1,4.0,1.72,3.1,4.5,1737.38,1722.02
I1,21/04/01,Napoli,Brescia,1,1,D,0,0,D,2.05,3.0,3.4,2.0,2.7,3.2,2.0,2.87,3.6,2.0,2.88,3.6,2.0,2.9,3.6,1624.41,1646.31
I1,22/04/01,Bologna,Bari,4,2,H,1,1,D,1.42,3.65,7.25,1.4,3.6,5.5,1.44,3.6,6.5,1.36,3.8,7.5,1.33,4.0,8.0,1677.05,1562.92
I1,22/04/01,Lazio,Vicenza,2,1,H,1,0,H,1.27,4.5,9.0,1.3,4.0,7.0,1.3,4.33,8.0,1.3,4.0,8.0,1.28,4.33,8.5,1861.27,1626.96
I1,22/04/01,Lecce,Milan,3,3,D,1,2,A,2.9,2.95,2.3,3.0,2.8,2.1,3.0,3.0,2.2,3.3,2.88,2.1,3.0,3.0,2.2,1615.64,1775.82
I1,22/04/01,Parma,Juventus,0,0,D,0,0,D,2.6,2.75,2.73,2.3,2.7,2.7,2.5,2.87,2.62,2.63,2.9,2.5,2.5,2.9,2.62,1775.0,1868.25
I1,22/04/01,Perugia,Atalanta,2,2,D,1,1,D,2.4,2.9,2.8,2.2,2.8,2.8,2.25,2.87,3.0,2.3,2.9,2.9,2.3,2.8,3.0,1651.11,1684.4
I1,22/04/01,Udinese,Roma,1,3,A,0,2,A,3.6,3.2,1.9,3.3,3.0,1.85,3.75,3.2,1.83,3.5,3.2,1.9,3.5,3.2,1.9,1661.98,1822.58
I1,22/04/01,Verona,Reggina,0,3,A,0,2,A,1.65,3.3,4.8,1.6,3.2,4.2,1.61,3.25,5.0,1.6,3.25,5.0,1.57,3.25,5.5,1620.45,1590.92
I1,28/04/01,Reggina,Napoli,3,1,H,2,0,H,2.2,2.85,3.2,2.1,2.8,3.0,2.2,3.0,3.0,2.2,3.0,3.0,2.2,3.0,3.0,1607.88,1621.65
I1,28/04/01,Vicenza,Parma,0,1,A,0,0,D,2.95,2.85,2.35,2.8,2.8,2.2,2.75,3.0,2.37,2.8,3.0,2.3,3.0,2.87,2.25,1623.78,1774.76
I1,29/04/01,Atalanta,Bologna,2,2,D,0,0,D,2.0,3.0,3.55,1.9,2.7,3.4,1.83,2.87,4.33,2.05,2.9,3.4,2.0,2.87,3.6,1686.77,1682.69
I1,29/04/01,Bari,Perugia,3,4,A,2,0,H,2.7,2.9,2.5,2.4,2.9,2.4,2.75,3.0,2.37,2.7,3.0,2.4,3.2,2.75,2.2,1557.28,1648.74
I1,29/04/01,Brescia,Inter,1,0,H,1,0,H,2.85,2.9,2.4,2.7,2.7,2.3,2.75,3.0,2.37,2.9,2.9,2.3,2.9,2.9,2.3,1649.07,1745.88
I1,29/04/01,Fiorentina,Udinese,2,1,H,0,1,A,1.6,3.3,5.3,1.55,3.3,4.5,1.57,3.4,5.5,1.57,3.25,5.5,1.57,3.25,5.5,1713.52,1651.64
I1,29/04/01,Juventus,Lecce,1,1,D,1,1,D,1.2,4.8,11.0,1.25,4.3,8.0,1.2,5.0,11.0,1.22,5.0,9.0,1.22,5.0,9.5,1868.49,1617.78
I1,29/04/01,Milan,Verona,1,0,H,0,0,D,1.27,4.6,9.0,1.2,4.7,9.0,1.2,5.0,11.0,1.22,4.75,10.0,1.25,4.5,10.0,1773.68,1603.49
I1,29/04/01,Roma,Lazio,2,2,D,0,0,D,2.4,2.85,2.85,2.3,2.7,2.7,2.37,2.8,2.87,2.3,2.9,2.9,2.37,2.87,2.8,1832.92,1864.45
I1,05/05/01,Bologna,Udinese,1,1,D,1,1,D,1.57,3.25,4.8,1.6,3.2,4.2,1.61,3.25,5.0,1.55,3.4,5.5,1.53,3.4,5.5,1686.33,1644.58
I1,05/05/01,Lecce,Brescia,0,3,A,0,1,A,2.05,2.9,3.55,2.1,2.6,3.2,2.25,2.75,3.2,2.1,2.9,3.3,2.2,2.75,3.25,1627.35,1661.46
I1,06/05/01,Inter,Atalanta,3,0,H,3,0,H,1.65,3.25,4.95,1.75,2.9,3.8,1.67,3.25,4.5,1.62,3.25,5.0,1.66,3.1,5.0,1733.49,1683.13
I1,06/05/01,Juventus,Roma,2,2,D,2,0,H,2.17,2.9,3.22,2.1,2.8,3.0,2.25,2.87,3.0,2.25,2.88,3.0,2.2,2.87,3.1,1858.92,1830.49
I1,06/05/01,Lazio,Bari,2,0,H,2,0,H,1.15,6.0,12.5,1.15,5.5,11.0,1.14,5.5,15.0,1.14,6.0,12.0,1.1,6.5,17.0,1866.88,1544.47
I1,06/05/01,Parma,Napoli,4,0,H,1,0,H,1.35,4.05,7.75,1.35,3.8,6.2,1.36,3.75,8.0,1.36,3.75,8.0,1.36,3.75,8.0,1785.44,1612.19
I1,06/05/01,Perugia,Milan,2,1,H,1,1,D,2.88,2.95,2.35,2.9,2.7,2.2,3.0,2.87,2.25,3.2,2.9,2.1,3.0,2.8,2.3,1661.55,1778.04
I1,06/05/01,Verona,Fiorentina,2,1,H,0,0,D,2.7,2.9,2.5,2.6,2.7,2.4,2.5,2.87,2.62,2.63,2.88,2.5,2.6,2.8,2.6,1599.13,1720.58
I1,06/05/01,Vicenza,Reggina,2,1,H,0,0,D,1.82,3.05,4.17,1.75,2.9,3.8,1.8,3.2,4.0,1.75,3.0,4.5,1.75,3.15,4.2,1613.1,1617.34
I1,11/05/01,Fiorentina,Juventus,1,3,A,1,2,A,2.82,2.95,2.35,2.5,2.7,2.5,2.75,3.0,2.37,2.88,3.0,2.25,2.9,2.87,2.3,1707.31,1854.5
I1,11/05/01,Inter,Milan,0,6,A,0,2,A,2.47,2.85,2.75,2.3,2.7,2.7,2.5,2.87,2.62,2.4,2.88,2.75,2.5,2.75,2.75,1740.89,1764.95
I1,12/05/01,Bari,Vicenza,2,2,D,0,0,D,3.6,3.25,1.85,,,,3.2,3.2,2.0,3.0,3.3,2.05,3.6,3.3,1.83,1542.45,1622.24
I1,12/05/01,Brescia,Bologna,0,0,D,0,0,D,2.05,2.9,3.4,1.9,2.7,3.4,1.91,3.0,3.75,2.1,2.9,3.25,2.1,2.8,3.4,1676.3,1681.5
I1,12/05/01,Napoli,Lazio,2,4,A,1,1,D,3.8,3.1,1.86,3.6,2.9,1.8,4.33,3.2,1.73,4.2,3.3,1.73,3.75,3.2,1.83,1607.9,1868.9
I1,12/05/01,Reggina,Parma,2,0,H,1,0,H,3.1,3.05,2.13,3.0,2.9,2.0,3.4,2.8,2.1,3.0,3.0,2.2,3.2,3.0,2.1,1608.2,1789.73
I1,12/05/01,Roma,Atalanta,1,0,H,0,0,D,1.25,4.2,9.0,1.4,3.6,5.5,1.36,3.75,8.0,1.3,4.33,8.0,1.25,4.5,10.0,1834.91,1675.73
I1,12/05/01,Udinese,Perugia,3,3,D,0,3,A,1.9,3.05,3.75,1.8,3.0,3.5,1.8,3.2,4.0,1.75,3.2,4.33,1.75,3.2,4.2,1649.41,1674.64
I1,12/05/01,Verona,Lecce,0,0,D,0,0,D,1.9,3.0,3.65,1.9,2.8,3.3,1.83,3.0,4.0,1.85,3.0,4.0,1.9,2.87,4.0,1612.4,1612.51
I1,17/05/01,Milan,Fiorentina,1,2,A,1,2,A,1.5,3.45,5.8,1.6,3.0,4.5,1.44,3.6,6.5,1.5,3.4,6.0,1.57,3.25,5.5,1780.14,1696.5
I1,17/05/01,Parma,Inter,3,1,H,1,0,H,1.85,3.15,3.9,2.0,2.7,3.2,1.73,3.2,4.33,1.85,3.0,4.0,1.83,3.2,3.75,1774.35,1725.7
I1,20/05/01,Atalanta,Reggina,1,1,D,1,1,D,1.68,3.25,4.65,1.7,3.1,3.8,1.73,3.4,4.0,1.75,3.2,4.2,1.8,3.1,4.0,1671.14,1623.58
I1,20/05/01,Bari,Roma,1,4,A,0,2,A,7.45,4.8,1.28,5.5,3.6,1.4,8.0,3.75,1.36,7.5,4.33,1.33,8.5,4.33,1.28,1541.72,1839.5
I1,20/05/01,Bologna,Juventus,1,4,A,1,2,A,3.32,3.0,2.05,3.0,2.8,2.1,3.6,2.87,2.0,3.25,3.1,2.0,3.1,3.1,2.1,1684.83,1865.31
I1,20/05/01,Lazio,Udinese,3,1,H,2,0,H,1.32,4.25,7.8,1.3,4.0,7.0,1.4,3.75,7.0,1.36,3.75,8.0,1.36,4.0,7.0,1875.99,1646.76
I1,20/05/01,Napoli,Verona,2,0,H,1,0,H,1.85,3.1,3.9,1.8,2.8,3.8,1.8,3.25,3.75,1.75,3.1,4.33,1.72,3.25,4.2,1600.81,1608.9
I1,20/05/01,Perugia,Brescia,2,2,D,0,1,A,1.98,2.75,4.0,1.9,2.8,3.3,2.1,2.8,3.4,2.05,2.8,3.6,2.1,2.62,3.75,1677.29,1672.97
