Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,EloHome,EloAway
E0,15/01/00,Sheffield Weds,Bradford,2.0,0.0,H,0.0,0.0,D,,,,,,,,,,,,,1556.65,1620.7
E0,15/01/00,Watford,Liverpool,2.0,3.0,A,1.0,2.0,A,,,,,,,,,,,,,1571.19,1742.41
E0,15/01/00,West Ham,Aston Villa,1.0,1.0,D,0.0,1.0,A,,,,,,,,,,,,,1706.18,1676.47
E0,16/01/00,Newcastle,Southampton,5.0,0.0,H,4.0,0.0,H,,,,,,,,,,,,,1652.06,1610.47
E0,22/01/00,Aston Villa,Chelsea,0.0,0.0,D,0.0,0.0,D,,,,,,,,,,,,,1680.93,1775.42
E0,22/01/00,Bradford,Watford,3.0,2.0,H,2.0,1.0,H,,,,,,,,,,,,,1609.49,1561.22
E0,22/01/00,Derby,Coventry,0.0,0.0,D,0.0,0.0,D,,,,,,,,,,,,,1639.7,1665.5
E0,22/01/00,Leicester,West Ham,1.0,3.0,A,1.0,2.0,A,,,,,,,,,,,,,1674.03,1701.72
E0,22/01/00,Liverpool,Middlesbrough,0.0,0.0,D,0.0,0.0,D,,,,,,,,,,,,,1752.38,1659.42
E0,22/01/00,Southampton,Everton,2.0,0.0,H,0.0,0.0,D,,,,,,,,,,,,,1602.8,1668.99
E0,22/01/00,Tottenham,Sheffield Weds,0.0,1.0,A,0.0,1.0,A,,,,,,,,,,,,,1699.74,1567.86
E0,22/01/00,Wimbledon,Newcastle,2.0,0.0,H,0.0,0.0,D,,,,,,,,,,,,,1625.55,1659.73
E0,23/01/00,Sunderland,Leeds,1.0,2.0,A,0.0,1.0,A,,,,,,,,,,,,,1791.79,1802.51
E0,24/01/00,Man United,Arsenal,1.0,1.0,D,0.0,1.0,A,,,,,,,,,,,,,1894.68,1847.78
E0,29/01/00,Man United,Middlesbrough,1.0,0.0,H,0.0,0.0,D,,,,,,,,,,,,,1889.69,1665.73
E0,02/02/00,Sheffield Weds,Man United,0.0,1.0,A,0.0,0.0,D,,,,,,,,,,,,,1587.65,1893.04
E0,05/02/00,Aston Villa,Watford,4.0,0.0,H,0.0,0.0,D,,,,,,,,,,,,,1680.73,1553.75
E0,05/02/00,Bradford,Arsenal,2.0,1.0,H,1.0,1.0,D,,,,,,,,,,,,,1616.96,1852.77
E0,05/02/00,Derby,Sheffield Weds,3.0,3.0,D,0.0,1.0,A,,,,,,,,,,,,,1637.07,1581.78
E0,05/02/00,Leicester,Middlesbrough,2.0,1.0,H,2.0,0.0,H,,,,,,,,,,,,,1658.97,1662.38
E0,05/02/00,Liverpool,Leeds,3.0,1.0,H,1.0,0.0,H,,,,,,,,,,,,,1746.07,1818.15
E0,05/02/00,Man United,Coventry,3.0,2.0,H,1.0,0.0,H,,,,,,,,,,,,,1898.91,1668.13
E0,05/02/00,Southampton,West Ham,2.0,1.0,H,0.0,0.0,D,,,,,,,,,,,,,1614.09,1716.78
E0,05/02/00,Sunderland,Newcastle,2.0,2.0,D,1.0,2.0,A,,,,,,,,,,,,,1776.15,1649.57
E0,05/02/00,Tottenham,Chelsea,0.0,1.0,A,0.0,0.0,D,,,,,,,,,,,,,1679.95,1775.62
E0,06/02/00,Wimbledon,Everton,0.0,3.0,A,0.0,0.0,D,,,,,,,,,,,,,1635.71,1657.7
E0,12/02/00,Chelsea,Wimbledon,3.0,1.0,H,0.0,0.0,D,,,,,,,,,,,,,1788.28,1620.45
E0,12/02/00,Coventry,Sunderland,3.0,2.0,H,3.0,0.0,H,,,,,,,,,,,,,1664.89,1768.99
E0,12/02/00,Everton,Derby,2.0,1.0,H,2.0,0.0,H,,,,,,,,,,,,,1672.96,1631.83
E0,12/02/00,Leeds,Tottenham,1.0,0.0,H,1.0,0.0,H,,,,,,,,,,,,,1806.65,1667.29
E0,12/02/00,Newcastle,Man United,3.0,0.0,H,1.0,0.0,H,,,,,,,,,,,,,1656.73,1902.15
E0,12/02/00,Sheffield Weds,Southampton,0.0,1.0,A,0.0,1.0,A,,,,,,,,,,,,,1587.02,1626.69
E0,12/02/00,Watford,Leicester,1.0,1.0,D,0.0,1.0,A,,,,,,,,,,,,,1548.42,1668.08
E0,12/02/00,West Ham,Bradford,5.0,4.0,H,2.0,2.0,D,,,,,,,,,,,,,1704.18,1634.11
E0,13/02/00,Arsenal,Liverpool,0.0,1.0,A,0.0,1.0,A,,,,,,,,,,,,,1835.62,1757.57
E0,14/02/00,Middlesbrough,Aston Villa,0.0,4.0,A,0.0,1.0,A,,,,,,,,,,,,,1653.27,1686.06
E0,19/02/00,Middlesbrough,Coventry,2.0,0.0,H,2.0,0.0,H,,,,,,,,,,,,,1638.38,1677.54
E0,20/02/00,Leeds,Man United,0.0,1.0,A,0.0,0.0,D,,,,,,,,,,,,,1811.68,1884.7
E0,26/02/00,Arsenal,Southampton,3.0,1.0,H,2.0,0.0,H,,,,,,,,,,,,,1817.22,1641.34
E0,26/02/00,Bradford,Aston Villa,1.0,1.0,D,0.0,1.0,A,,,,,,,,,,,,,1627.28,1700.95
E0,26/02/00,Chelsea,Watford,2.0,1.0,H,1.0,1.0,D,,,,,,,,,,,,,1792.69,1549.13
E0,26/02/00,Coventry,Tottenham,0.0,1.0,A,0.0,0.0,D,,,,,,,,,,,,,1667.21,1662.26
E0,26/02/00,Middlesbrough,Leeds,0.0,0.0,D,0.0,0.0,D,,,,,,,,,,,,,1648.71,1798.21
E0,26/02/00,Sheffield Weds,Newcastle,0.0,2.0,A,0.0,1.0,A,,,,,,,,,,,,,1572.37,1674.18
E0,26/02/00,Sunderland,Derby,1.0,1.0,D,0.0,0.0,D,,,,,,,,,,,,,1756.34,1624.15
E0,26/02/00,West Ham,Everton,0.0,4.0,A,0.0,1.0,A,,,,,,,,,,,,,1711.01,1680.64
E0,26/02/00,Wimbledon,Man United,2.0,2.0,D,1.0,1.0,D,,,,,,,,,,,,,1616.04,1898.17
E0,04/03/00,Derby,Wimbledon,4.0,0.0,H,0.0,0.0,D,,,,,,,,,,,,,1631.45,1622.05
E0,04/03/00,Everton,Sheffield Weds,1.0,1.0,D,1.0,0.0,H,,,,,,,,,,,,,1697.62,1559.94
E0,04/03/00,Man United,Liverpool,1.0,1.0,D,1.0,1.0,D,,,,,,,,,,,,,1892.16,1775.97
E0,04/03/00,Newcastle,Chelsea,0.0,1.0,A,0.0,1.0,A,,,,,,,,,,,,,1686.61,1795.73
E0,04/03/00,Southampton,Middlesbrough,1.0,1.0,D,1.0,1.0,D,,,,,,,,,,,,,1637.1,1650.48
E0,04/03/00,Tottenham,Bradford,1.0,1.0,D,1.0,1.0,D,,,,,,,,,,,,,1678.43,1626.33
E0,04/03/00,Watford,West Ham,1.0,2.0,A,0.0,2.0,A,,,,,,,,,,,,,1546.09,1694.03
E0,05/03/00,Aston Villa,Arsenal,1.0,1.0,D,0.0,0.0,D,,,,,,,,,,,,,1701.9,1821.46
E0,05/03/00,Leeds,Coventry,3.0,0.0,H,2.0,0.0,H,,,,,,,,,,,,,1796.44,1651.04
E0,05/03/00,Leicester,Sunderland,5.0,2.0,H,2.0,0.0,H,,,,,,,,,,,,,1667.37,1749.04
E0,08/03/00,West Ham,Southampton,2.0,0.0,H,1.0,0.0,H,,,,,,,,,,,,,1704.82,1634.05
E0,11/03/00,Aston Villa,Coventry,1.0,0.0,H,1.0,0.0,H,,,,,,,,,,,,,1702.6,1646.14
E0,11/03/00,Chelsea,Everton,1.0,1.0,D,1.0,0.0,H,,,,,,,,,,,,,1807.9,1690.19
E0,11/03/00,Liverpool,Sunderland,1.0,1.0,D,1.0,0.0,H,,,,,,,,,,,,,1782.88,1737.2
E0,11/03/00,Man United,Derby,3.0,1.0,H,1.0,0.0,H,,,,,,,,,,,,,1885.25,1640.14
E0,11/03/00,Newcastle,Watford,1.0,0.0,H,0.0,0.0,D,,,,,,,,,,,,,1674.44,1535.3
E0,11/03/00,Sheffield Weds,West Ham,3.0,1.0,H,0.0,1.0,A,,,,,,,,,,,,,1567.37,1711.63
E0,11/03/00,Tottenham,Southampton,7.0,2.0,H,4.0,2.0,H,,,,,,,,,,,,,1673.28,1627.24
E0,11/03/00,Wimbledon,Leicester,2.0,1.0,H,1.0,0.0,H,,,,,,,,,,,,,1613.36,1679.21
E0,12/03/00,Bradford,Leeds,1.0,2.0,A,0.0,1.0,A,,,,,,,,,,,,,1631.48,1801.34
E0,12/03/00,Middlesbrough,Arsenal,2.0,1.0,H,0.0,0.0,D,,,,,,,,,,,,,1653.53,1820.76
E0,15/03/00,Coventry,Everton,1.0,0.0,H,0.0,0.0,D,,,,,,,,,,,,,1638.92,1697.14
E0,15/03/00,Liverpool,Aston Villa,0.0,0.0,D,0.0,0.0,D,,,,,,,,,,,,,1777.93,1709.82
E0,18/03/00,Coventry,Bradford,4.0,0.0,H,2.0,0.0,H,,,,,,,,,,,,,1649.92,1621.46
E0,18/03/00,Derby,Liverpool,0.0,2.0,A,0.0,1.0,A,,,,,,,,,,,,,1637.12,1772.31
E0,18/03/00,Leicester,Man United,0.0,2.0,A,0.0,1.0,A,,,,,,,,,,,,,1667.93,1888.27
E0,18/03/00,Southampton,Aston Villa,2.0,0.0,H,1.0,0.0,H,,,,,,,,,,,,,1619.71,1715.44
E0,18/03/00,Sunderland,Middlesbrough,1.0,1.0,D,0.0,0.0,D,,,,,,,,,,,,,1742.15,1668.42
E0,18/03/00,Watford,Sheffield Weds,1.0,0.0,H,0.0,0.0,D,,,,,,,,,,,,,1530.26,1581.45
E0,18/03/00,West Ham,Chelsea,0.0,0.0,D,0.0,0.0,D,,,,,,,,,,,,,1697.55,1800.95
E0,19/03/00,Arsenal,Tottenham,2.0,1.0,H,2.0,1.0,H,,,,,,,,,,,,,1805.87,1680.81
E0,19/03/00,Everton,Newcastle,0.0,2.0,A,0.0,0.0,D,,,,,,,,,,,,,1686.14,1679.48
E0,19/03/00,Leeds,Wimbledon,4.0,1.0,H,3.0,1.0,H,,,,,,,,,,,,,1811.36,1624.64
E0,25/03/00,Aston Villa,Derby,2.0,0.0,H,1.0,0.0,H,,,,,,,,,,,,,1703.09,1625.88
E0,25/03/00,Bradford,Man United,0.0,4.0,A,0.0,2.0,A,,,,,,,,,,,,,1613.38,1896.61
E0,25/03/00,Chelsea,Southampton,1.0,1.0,D,0.0,0.0,D,,,,,,,,,,,,,1800.83,1632.06
E0,25/03/00,Liverpool,Newcastle,2.0,1.0,H,0.0,0.0,D,,,,,,,,,,,,,1783.55,1695.7
E0,25/03/00,Middlesbrough,Sheffield Weds,1.0,0.0,H,1.0,0.0,H,,,,,,,,,,,,,1674.2,1570.69
E0,25/03/00,Sunderland,Everton,2.0,1.0,H,1.0,1.0,D,,,,,,,,,,,,,1736.37,1669.92
E0,25/03/00,Watford,Tottenham,1.0,1.0,D,0.0,0.0,D,,,,,,,,,,,,,1541.02,1675.44
E0,26/03/00,Arsenal,Coventry,3.0,0.0,H,0.0,0.0,D,,,,,,,,,,,,,1811.24,1658.0
E0,26/03/00,Leicester,Leeds,2.0,1.0,H,1.0,1.0,D,,,,,,,,,,,,,1659.59,1815.39
E0,26/03/00,West Ham,Wimbledon,2.0,1.0,H,1.0,0.0,H,,,,,,,,,,,,,1697.67,1620.61
E0,01/04/00,Coventry,Liverpool,0.0,3.0,A,0.0,2.0,A,,,,,,,,,,,,,1653.28,1789.88
E0,01/04/00,Everton,Watford,4.0,2.0,H,3.0,1.0,H,,,,,,,,,,,,,1662.99,1542.25
E0,01/04/00,Leeds,Chelsea,0.0,1.0,A,0.0,0.0,D,,,,,,,,,,,,,1800.9,1792.72
E0,01/04/00,Man United,West Ham,7.0,1.0,H,3.0,1.0,H,,,,,,,,,,,,,1903.07,1704.3
E0,01/04/00,Newcastle,Bradford,2.0,0.0,H,1.0,0.0,H,,,,,,,,,,,,,1689.37,1606.92
E0,01/04/00,Southampton,Sunderland,1.0,2.0,A,0.0,1.0,A,,,,,,,,,,,,,1640.17,1743.3
E0,01/04/00,Wimbledon,Arsenal,1.0,3.0,A,1.0,2.0,A,,,,,,,,,,,,,1613.98,1815.96
E0,02/04/00,Derby,Leicester,3.0,0.0,H,3.0,0.0,H,,,,,,,,,,,,,1619.25,1674.08
E0,03/04/00,Tottenham,Middlesbrough,2.0,3.0,A,1.0,1.0,D,,,,,,,,,,,,,1674.21,1680.11
E0,05/04/00,Sheffield Weds,Aston Villa,0.0,1.0,A,0.0,0.0,D,,,,,,,,,,,,,1564.78,1709.72
E0,08/04/00,Bradford,Southampton,1.0,2.0,A,0.0,0.0,D,,,,,,,,,,,,,1600.44,1627.78
E0,08/04/00,Leicester,Everton,1.0,1.0,D,1.0,1.0,D,,,,,,,,,,,,,1663.2,1668.47
E0,08/04/00,Sunderland,Wimbledon,2.0,1.0,H,0.0,0.0,D,,,,,,,,,,,,,1755.69,1605.05
E0,08/04/00,Watford,Derby,0.0,0.0,D,0.0,0.0,D,,,,,,,,,,,,,1536.77,1630.13
E0,09/04/00,Aston Villa,Leeds,1.0,0.0,H,1.0,0.0,H,,,,,,,,,,,,,1720.61,1784.63
E0,09/04/00,Liverpool,Tottenham,2.0,0.0,H,1.0,0.0,H,,,,,,,,,,,,,1801.07,1658.4
E0,10/04/00,Middlesbrough,Man United,3.0,4.0,A,1.0,0.0,H,,,,,,,,,,,,,1695.92,1906.87
E0,12/04/00,Chelsea,Coventry,2.0,1.0,H,0.0,1.0,A,,,,,,,,,,,,,1808.99,1642.09
E0,12/04/00,West Ham,Newcastle,2.0,1.0,H,0.0,0.0,D,,,,,,,,,,,,,1700.5,1695.85
E0,12/04/00,Wimbledon,Sheffield Weds,0.0,2.0,A,0.0,1.0,A,,,,,,,,,,,,,1600.27,1553.89
E0,15/04/00,Coventry,Middlesbrough,2.0,1.0,H,1.0,0.0,H,,,,,,,,,,,,,1637.66,1687.28
E0,15/04/00,Derby,West Ham,1.0,2.0,A,0.0,2.0,A,,,,,,,,,,,,,1630.37,1709.34
E0,15/04/00,Everton,Bradford,4.0,0.0,H,2.0,0.0,H,,,,,,,,,,,,,1671.8,1585.36
E0,15/04/00,Man United,Sunderland,4.0,0.0,H,1.0,0.0,H,,,,,,,,,,,,,1915.51,1760.47
E0,15/04/00,Newcastle,Leicester,0.0,2.0,A,0.0,1.0,A,,,,,,,,,,,,,1687.01,1659.87
E0,15/04/00,Sheffield Weds,Chelsea,1.0,0.0,H,0.0,0.0,D,,,,,,,,,,,,,1571.37,1813.42
E0,15/04/00,Southampton,Watford,2.0,0.0,H,1.0,0.0,H,,,,,,,,,,,,,1642.86,1536.53
E0,15/04/00,Tottenham,Aston Villa,2.0,4.0,A,1.0,0.0,H,,,,,,,,,,,,,1653.44,1731.82
E0,16/04/00,Leeds,Arsenal,0.0,4.0,A,0.0,1.0,A,,,,,,,,,,,,,1773.42,1824.89
E0,16/04/00,Wimbledon,Liverpool,1.0,2.0,A,0.0,1.0,A,,,,,,,,,,,,,1582.79,1806.03
E0,19/04/00,Leicester,Tottenham,0.0,1.0,A,0.0,0.0,D,,,,,,,,,,,,,1676.75,1640.16
E0,21/04/00,Bradford,Derby,4.0,4.0,D,4.0,3.0,H,,,,,,,,,,,,,1578.99,1617.11
E0,21/04/00,Everton,Liverpool,0.0,0.0,D,0.0,0.0,D,,,,,,,,,,,,,1678.17,1814.27
E0,22/04/00,Aston Villa,Leicester,2.0,2.0,D,1.0,1.0,D,,,,,,,,,,,,,1745.1,1659.57
E0,22/04/00,Chelsea,Middlesbrough,1.0,1.0,D,1.0,1.0,D,,,,,,,,,,,,,1796.08,1676.58
E0,22/04/00,Sheffield Weds,Sunderland,0.0,2.0,A,0.0,0.0,D,,,,,,,,,,,,,1588.71,1755.79
E0,22/04/00,Southampton,Man United,1.0,3.0,A,0.0,3.0,A,,,,,,,,,,,,,1648.7,1920.19
E0,22/04/00,Tottenham,Wimbledon,2.0,0.0,H,2.0,0.0,H,,,,,,,,,,,,,1657.34,1574.55
E0,22/04/00,West Ham,Coventry,5.0,0.0,H,2.0,0.0,H,,,,,,,,,,,,,1722.6,1648.36
E0,23/04/00,Newcastle,Leeds,2.0,2.0,D,1.0,2.0,A,,,,,,,,,,,,,1670.13,1759.19
E0,23/04/00,Watford,Arsenal,2.0,3.0,A,0.0,3.0,A,,,,,,,,,,,,,1530.69,1839.12
E0,24/04/00,Derby,Southampton,2.0,0.0,H,2.0,0.0,H,,,,,,,,,,,,,1619.31,1641.91
E0,24/04/00,Man United,Chelsea,3.0,2.0,H,2.0,2.0,D,,,,,,,,,,,,,1926.98,1789.09
E0,24/04/00,Sunderland,Bradford,0.0,1.0,A,0.0,0.0,D,,,,,,,,,,,,,1765.91,1576.79
E0,29/04/00,Aston Villa,Sunderland,1.0,1.0,D,0.0,0.0,D,,,,,,,,,,,,,1738.99,1744.89
E0,29/04/00,Chelsea,Liverpool,2.0,0.0,H,2.0,0.0,H,,,,,,,,,,,,,1784.02,1812.98
E0,29/04/00,Everton,Arsenal,0.0,1.0,A,0.0,1.0,A,,,,,,,,,,,,,1679.46,1844.91
E0,29/04/00,Newcastle,Coventry,2.0,0.0,H,0.0,0.0,D,,,,,,,,,,,,,1669.74,1641.65
E0,29/04/00,Southampton,Leicester,1.0,2.0,A,1.0,1.0,D,,,,,,,,,,,,,1632.15,1665.68
E0,29/04/00,Tottenham,Derby,1.0,1.0,D,0.0,0.0,D,,,,,,,,,,,,,1663.81,1629.07
E0,29/04/00,Watford,Man United,2.0,3.0,A,1.0,0.0,H,,,,,,,,,,,,,1524.9,1932.05
E0,29/04/00,West Ham,Middlesbrough,0.0,1.0,A,0.0,0.0,D,,,,,,,,,,,,,1729.31,1683.57
E0,30/04/00,Bradford,Wimbledon,3.0,0.0,H,1.0,0.0,H,,,,,,,,,,,,,1597.81,1568.08
E0,30/04/00,Sheffield Weds,Leeds,0.0,3.0,A,0.0,1.0,A,,,,,,,,,,,,,1578.59,1759.58
E0,02/05/00,Arsenal,West Ham,2.0,1.0,H,0.0,1.0,A,,,,,,,,,,,,,1855.08,1711.85
E0,02/05/00,Middlesbrough,Newcastle,2.0,2.0,D,1.0,2.0,A,,,,,,,,,,,,,1701.03,1677.83
E0,03/05/00,Leeds,Watford,3.0,1.0,H,2.0,1.0,H,,,,,,,,,,,,,1769.22,1521.26
E0,03/05/00,Liverpool,Leicester,0.0,2.0,A,0.0,1.0,A,,,,,,,,,,,,,1803.0,1680.54
E0,06/05/00,Arsenal,Chelsea,2.0,1.0,H,1.0,0.0,H,,,,,,,,,,,,,1860.02,1794.0
E0,06/05/00,Coventry,Sheffield Weds,4.0,1.0,H,1.0,0.0,H,,,,,,,,,,,,,1633.56,1568.95
E0,06/05/00,Derby,Newcastle,0.0,0.0,D,0.0,0.0,D,,,,,,,,,,,,,1633.69,1682.09
E0,06/05/00,Leicester,Bradford,3.0,0.0,H,0.0,0.0,D,,,,,,,,,,,,,1700.1,1605.85
E0,06/05/00,Man United,Tottenham,3.0,1.0,H,3.0,1.0,H,,,,,,,,,,,,,1935.69,1659.19
E0,06/05/00,Middlesbrough,Watford,1.0,1.0,D,1.0,0.0,H,,,,,,,,,,,,,1696.77,1518.29
E0,06/05/00,Sunderland,West Ham,1.0,0.0,H,1.0,0.0,H,,,,,,,,,,,,,1748.2,1706.91
E0,06/05/00,Wimbledon,Aston Villa,2.0,2.0,D,1.0,0.0,H,,,,,,,,,,,,,1560.04,1735.68
E0,07/05/00,Liverpool,Southampton,0.0,0.0,D,0.0,0.0,D,,,,,,,,,,,,,1783.44,1617.29
E0,08/05/00,Leeds,Everton,1.0,1.0,D,1.0,0.0,H,,,,,,,,,,,,,1772.19,1669.29
E0,09/05/00,Arsenal,Sheffield Weds,3.0,3.0,D,1.0,0.0,H,,,,,,,,,,,,,1866.96,1561.97
E0,14/05/00,Aston Villa,Man United,0.0,1.0,A,0.0,0.0,D,,,,,,,,,,,,,1733.0,1938.26
E0,14/05/00,Bradford,Liverpool,1.0,0.0,H,1.0,0.0,H,,,,,,,,,,,,,1599.69,1775.38
E0,14/05/00,Chelsea,Derby,4.0,0.0,H,0.0,0.0,D,,,,,,,,,,,,,1787.06,1631.85
E0,14/05/00,Everton,Middlesbrough,0.0,2.0,A,0.0,1.0,A,,,,,,,,,,,,,1675.86,1688.46
E0,14/05/00,Newcastle,Arsenal,4.0,2.0,H,2.0,1.0,H,,,,,,,,,,,,,1683.93,1856.67
E0,14/05/00,Sheffield Weds,Leicester,4.0,0.0,H,2.0,0.0,H,,,,,,,,,,,,,1572.26,1706.26
E0,14/05/00,Southampton,Wimbledon,2.0,0.0,H,0.0,0.0,D,,,,,,,,,,,,,1625.35,1562.72
E0,14/05/00,Tottenham,Sunderland,3.0,1.0,H,1.0,1.0,D,,,,,,,,,,,,,1656.62,1755.88
E0,14/05/00,Watford,Coventry,1.0,0.0,H,1.0,0.0,H,,,,,,,,,,,,,1526.6,1640.54
E0,14/05/00,West Ham,Leeds,0.0,0.0,D,0.0,0.0,D,,,,,,,,,,,,,1699.23,1765.62
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
